"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"EXOC3L4","Exoc3l4",6.733475,9.11565,10.999843,140,193,52,8.949656,0,0,9.949656
"EXOC4","Exoc4",17.868747,14.708482,14.484072,1261,1612,340,15.6871003333333,27.99617,27.99617,0.575493257672766
"EXOC5","Exoc5",24.81779,18.170391,22.999221,989,1357,224,21.9958006666667,52.8929,52.8929,0.426694437795455
"EXOC6","Exoc6",4.562837,4.122674,4.504932,330,453,106,4.39681433333333,21.83524,21.83524,0.236337097106636
"EXOC6B","Exoc6b",20.118974,19.257381,17.401158,2333,3295,667,18.9258376666667,73.66548,73.66548,0.266868138618632
"EXOC7","Exoc7",55.713374,53.062232,46.558609,969,1236,302,51.7780716666667,38.62282,38.62282,1.33201199880944
"EXOC8","Exoc8",4.444689,3.834968,4.285551,446,575,135,4.18840266666667,7.96999,7.96999,0.578417887496716
"EXOG","Exog",7.104146,5.392616,7.244409,459,530,144,6.58039033333333,57.92791,57.92791,0.128638370736945
"EXOSC1","Exosc1",8.551476,7.488733,8.424558,170,201,49,8.15492233333333,32.80347,32.80347,0.270827886407323
"EXOSC10","Exosc10",24.632996,18.241108,32.87717,622,742,177,25.2504246666667,38.90114,38.90114,0.657886583357435
"EXOSC2","Exosc2",8.232293,6.560269,6.702282,252,304,60,7.164948,16.88879,16.88879,0.456428187708615
"EXOSC3","Exosc3",12.858233,12.425111,12.548105,114,123,40,12.610483,22.11356,22.11356,0.588852734066064
"EXOSC4","Exosc4",6.639564,5.329072,6.808864,170,262,77,6.25916666666667,1.79641,1.79641,2.59588782283952
"EXOSC5","Exosc5",7.832924,7.378799,8.679627,196,290,65,7.96378333333333,0.20241,0.20241,7.45484762546331
"EXOSC6","Exosc6",0,0,0,0,0,0,0,4.84525,4.84525,0.171079081305333
"EXOSC7","Exosc7",13.701957,14.811805,10.136619,221,264,54,12.8834603333333,51.81758,51.81758,0.262856805126879
"EXOSC8","Exosc8",17.530413,17.888411,20.813458,187,252,68,18.744094,60.243,60.243,0.322389399604853
"EXOSC9","Exosc9",19.134217,20.799694,29.605564,399,557,132,23.179825,38.64813,38.64813,0.609860414602151
"EXPH5","Exph5",0.367747,0.273655,0.118218,40,49,5,0.253206666666667,0.18976,0.18976,1.05332728169267
"EXT1","Ext1",4.833806,4.045658,4.920465,326,399,94,4.59997633333333,22.34127,22.34127,0.239917379531334
"EXT2","Ext2",13.243035,9.174555,12.423799,525,723,177,11.6137963333333,26.17446,26.17446,0.464178362084595
"EXTL1","Extl1",10.846244,12.038118,8.360681,639,831,195,10.4150143333333,4.31392,4.31392,2.148134396704
"EXTL2","Extl2",125.874591,87.376748,143.334039,1868,2529,647,118.861792666667,19.81112,19.81112,5.75950706481279
"EXTL3","Extl3",19.793223,16.922219,13.770759,2085,2616,587,16.8287336666667,22.16416,22.16416,0.769668905182259
"EYA1","Eya1",0.563206,0.271223,3.038135,26,37,9,1.29085466666667,14.6243,14.6243,0.146621267299442
"EYA2","Eya2",4.945258,7.270699,11.227503,103,156,32,7.81448666666667,3.75728,3.75728,1.85284167983946
"EYA3","Eya3",9.726965,9.189245,6.565831,648,795,186,8.49401366666667,12.62548,12.62548,0.696783795262014
"EYA4","Eya4",0.768619,0.739886,0.257004,69,106,9,0.588503,8.05855,8.05855,0.17535952221934
"EZH1","Ezh1",21.169113,17.744146,14.515166,1224,1627,343,17.809475,59.06648,59.06648,0.313144286130967
"EZH2","Ezh2",9.295227,9.155725,8.708274,130,183,39,9.05307533333333,2.12533,2.12533,3.21664442901496
"EZR","Ezr",4.944651,5.980683,6.865541,336,499,103,5.93029166666667,152.1003,152.1003,0.04526634935834
"F10","F10",0.059138,0.031504,0,3,3,0,0.030214,2.11268,2.11268,0.330973309174088
"F11","F11",0.116403,0.078794,0,2,2,0,0.0650656666666667,0.16446,0.16446,0.91464341125214
"F11R","F11r",3.458221,3.764019,5.302701,111,181,50,4.17498033333333,9.80435,9.80435,0.478971926430867
"F12","F12",0.049776,0.016209,0,2,1,0,0.021995,0,0,1.021995
"F13A1","F13a1",0.593953,0.421258,0.754477,44,52,20,0.589896,50.09708,50.09708,0.0311152026691153
"F13B","F13b",0,0,0,0,0,0,0,0.18976,0.18976,0.840505648197956
"F2","F2",0.014631,0.0165,0,1,1,0,0.010377,0,0,1.010377
"F2R","F2r",3.764499,3.256458,3.236162,252,337,68,3.41903966666667,10.32303,10.32303,0.390270066110102
"F2RL1","F2rl1",0.069654,0.037568,0.165834,4,3,3,0.0910186666666667,1.01206,1.01206,0.542239628374237
"F2RL2","F2rl2",2.353811,1.607711,1.141696,124,126,19,1.70107266666667,0.75905,0.75905,1.53552921558038
"F2RL3","F2rl3",0.25358,0.354097,0.536398,9,19,5,0.381358333333333,0.31627,0.31627,1.04944907453131
"F3","F3",27.295313,25.951231,29.798019,799,1121,272,27.681521,94.19769,94.19769,0.301283791655029
"F5","F5",0.072537,0.072775,0.134672,12,18,7,0.093328,2.391,2.391,0.322420524918903
"F7","F7",0,0,0,0,0,0,0,0.0253,0.0253,0.975324295328197
"F8","F8",0.691151,0.863696,0.496837,80,120,25,0.683894666666667,117.31066,117.31066,0.0142328228636935
"F9","F9",0.106752,0.117205,0.057135,6,10,1,0.0936973333333333,0.0253,0.0253,1.06670958093566
"FA2H","Fa2h",51.604822,74.691769,60.361949,2042,4578,783,62.2195133333333,0.40482,0.40482,45.0018602620502
"FAAH","Faah",14.592772,14.322297,13.736993,710,1214,242,14.217354,2.22654,2.22654,4.71630725173096
"FABP1","Fabp1",0,0,0,0,0,0,0,1.31568,1.31568,0.431838596006357
"FABP12","Fabp12",0,0,0,0,0,0,0,0,0,1
"FABP2","Fabp2",0.060342,0,0,1,0,0,0.020114,1.74581,1.74581,0.371516601658527
"FABP3","Fabp3",19.896794,16.432622,24.505058,268,333,105,20.278158,13780.87146,13780.87146,0.00154392370163638
"FABP4","Fabp4",0,0.544249,0.072179,0,12,2,0.205476,690.54269,690.54269,0.00174316931901919
"FABP5","Fabp5",110.120059,117.302532,144.642058,1947,3109,802,124.021549666667,499.60451,499.60451,0.249741157279359
"FABP6","Fabp6",0,0,0,0,0,0,0,0.94881,0.94881,0.513133655923358
"FABP7","Fabp7",25.712094,23.919774,26.163756,327,455,104,25.265208,0,0,26.265208
"FABP9","Fabp9",0,0,0,0,0,0,0,0,0,1
"FADD","Fadd",0.832219,0.704693,1.055651,72,91,29,0.864187666666667,0.68314,0.68314,1.10756542335555
"FADS1","Fads1",82.732174,81.870132,85.974203,4658,6345,1533,83.525503,21.60753,21.60753,3.73882078227918
"FADS2","Fads2",98.1876,79.497521,84.381415,3141,4128,928,87.355512,8.32421,8.32421,9.47592471641029
"FADS3","Fads3",15.980776,11.615369,18.133891,396,459,158,15.2433453333333,9.58929,9.58929,1.53394092836567
"FADS6","Fads6",11.058029,12.359847,10.977193,1218,2023,377,11.465023,0,0,12.465023
"FAF1","Faf1",14.328923,9.451413,13.415551,861,978,240,12.398629,91.1868,91.1868,0.145342163954058
"FAF2","Faf2",21.884403,19.695168,22.744552,982,1246,295,21.4413743333333,17.0153,17.0153,1.2456841869596
"FAH","Fah",32.957266,19.580606,28.249413,482,899,172,26.929095,12.82789,12.82789,2.01976548844401
"FAHD1","Fahd1",5.828636,6.319638,8.047763,165,275,71,6.73201233333333,28.83112,28.83112,0.259192827266738
"FAIM","Faim",28.181926,28.703281,30.474365,361,547,125,29.1198573333333,20.11474,20.11474,1.42648487896765
"FAIM2","Faim2",220.629402,184.06702,190.674992,12103,14968,3793,198.457138,3.16269,3.16269,47.9154436193903
"FAM102A","Fam102a",15.527668,23.507278,16.626153,1428,2317,482,18.5536996666667,3.25125,3.25125,4.59951771047731
"FAM102B","Fam102b",3.502239,3.860005,3.145435,416,685,116,3.50255966666667,5.32598,5.32598,0.711756860860557
"FAM107A","Fam107a",46.612307,45.66991,40.451122,2607,3346,741,44.2444463333333,73.80464,73.80464,0.60483475802214
"FAM107B","Fam107b",18.273925,24.940364,15.756667,180,300,59,19.6569853333333,6.14828,6.14828,2.88978402263668
"FAM110A","Fam110a",2.44863,1.568617,2.484045,83,88,27,2.16709733333333,0.45543,0.45543,2.1760561025493
"FAM110B","Fam110b",8.545541,6.863287,9.410693,383,451,137,8.27317366666667,35.40953,35.40953,0.254690836895359
"FAM110C","Fam110c",0.080393,0.031185,0.051326,5,3,1,0.0543013333333333,2.96028,2.96028,0.266218886880052
"FAM111A","Fam111a",0.575369,0.644776,1.678108,40,67,16,0.966084333333333,16.01588,16.01588,0.115544087836382
"FAM114A1","Fam114a1",1.349078,1.211138,1.101046,82,97,21,1.22042066666667,19.67196,19.67196,0.107412198295017
"FAM114A2","Fam114a2",13.082311,12.442056,9.760085,624,844,164,11.761484,30.33656,30.33656,0.407239467254861
"FAM117A","Fam117a",1.963082,1.666504,2.14617,68,98,32,1.925252,8.43807,8.43807,0.309941757160097
"FAM117B","Fam117b",9.794597,7.505802,10.308003,1013,1228,264,9.20280066666667,1.60665,1.60665,3.91414292930262
"FAM118A","Fam118a",9.202726,7.232388,6.346442,278,300,77,7.593852,62.26713,62.26713,0.135834389832445
"FAM118B","Fam118b",8.38419,7.306317,6.902784,230,299,67,7.531097,31.00706,31.00706,0.266537976308977
"FAM120B","Fam120b",17.153619,13.868374,14.274335,1756,2164,459,15.098776,18.7864,18.7864,0.813628350786399
"FAM120C","Fam120c",6.55563,5.312779,4.27412,797,963,164,5.380843,5.76875,5.76875,0.942691486611265
"FAM124B","Fam124b",0.016403,0.032809,0,1,3,0,0.016404,1.51809,1.51809,0.403640854774849
"FAM126A","Fam126a",4.148195,3.820008,3.377853,442,629,121,3.78201866666667,18.10326,18.10326,0.250324743874431
"FAM126B","Fam126b",7.623181,7.669996,4.912539,1077,1835,223,6.73523866666667,2.94763,2.94763,1.95946394841124
"FAM131A","Fam131a",17.213186,11.216349,13.070521,638,664,178,13.833352,7.85613,7.85613,1.67492482608092
"FAM131B","Fam131b",20.542901,20.203335,17.062494,1811,2670,476,19.2695766666667,0.53133,0.53133,13.2365830138942
"FAM133B","Fam133b",12.41681,10.460241,11.041345,424,540,117,11.306132,29.95704,29.95704,0.397522889785328
"FAM135A","Fam135a",11.556512,8.819839,10.538884,593,853,153,10.3050783333333,15.16828,15.16828,0.699213418702134
"FAM135B","Fam135b",7.464907,7.301512,3.813111,1872,2551,428,6.19317666666667,0.0506,0.0506,6.84673202614379
"FAM136A","Fam136a",8.586346,5.92338,6.767569,268,276,68,7.09243166666667,44.88496,44.88496,0.176363489619838
"FAM13A","Fam13a",8.908727,7.331213,6.545566,820,998,243,7.59516866666667,22.83465,22.83465,0.360616525380766
"FAM13B","Fam13b",92.947365,70.34648,55.600065,2139,2426,462,72.9646366666667,27.71785,27.71785,2.57556316599838
"FAM13C","Fam13c",10.393008,7.324646,9.450348,731,788,209,9.05600066666667,7.83083,7.83083,1.13873788383047
"FAM149A","Fam149a",11.280099,8.06026,8.418725,832,917,208,9.253028,9.48808,9.48808,0.977588653023241
"FAM151A","Fam151a",0,0.01681,0,0,1,0,0.00560333333333333,0.58194,0.58194,0.635677290752705
"FAM155A","Fam155a",12.867608,11.552686,14.460812,859,1119,279,12.9603686666667,0.08856,0.08856,12.8246202934764
"FAM160A1","Fam160a1",0.186318,0.129137,0.116196,16,17,3,0.143883666666667,4.1368,4.1368,0.222684096454343
"FAM160A2","Fam160a2",10.882648,8.57139,5.596995,876,933,158,8.35034433333333,9.43748,9.43748,0.895843089839054
"FAM160B1","Fam160b1",6.02659,4.551032,5.720267,731,846,214,5.43262966666667,33.436,33.436,0.186799560537422
"FAM160B2","Fam160b2",8.384267,5.833117,6.496236,744,784,182,6.90454,10.37364,10.37364,0.694987708420523
"FAM161A","Fam161a",2.484873,1.933443,0.915688,65,86,10,1.77800133333333,2.89703,2.89703,0.712850897563871
"FAM161B","Fam161b",5.393824,5.050799,4.668888,273,399,87,5.037837,23.31538,23.31538,0.248313495409079
"FAM162A","Fam162a",48.800579,49.451062,75.262398,335,496,163,57.838013,318.98935,318.98935,0.183874910211856
"FAM162B","Fam162b",0,0,0,0,0,0,0,12.70138,12.70138,0.0729853489210576
"FAM163A","Fam163a",0.666321,0.698602,0.667383,57,90,18,0.677435333333333,0.11386,0.11386,1.505966040017
"FAM163B","Fam163b",12.228613,8.324982,9.62432,782,806,194,10.059305,0,0,11.059305
"FAM166A","Fam166a",3.955266,3.885138,0.153268,4,8,1,2.66455733333333,1.89762,1.89762,1.26467836822404
"FAM166B","Fam166b",5.717921,1.899401,4.074636,24,16,3,3.89731933333333,0.16446,0.16446,4.20565698549829
"FAM167A","Fam167a",0.747288,0.764099,0.542132,70,107,16,0.684506333333333,0.03795,0.03795,1.62291664659505
"FAM167B","Fam167b",0.462075,0.083297,0.487609,3,2,1,0.344327,0.97411,0.97411,0.68097877017998
"FAM168A","Fam168a",114.78516,109.423106,40.40355,5744,8056,1393,88.2039386666667,13.29597,13.29597,6.23979615700555
"FAM168B","Fam168b",51.741153,41.505843,42.351822,5546,6540,1454,45.199606,56.37186,56.37186,0.805265961396406
"FAM169A","Fam169a",10.2019,6.938607,6.956399,920,982,194,8.032302,5.17417,5.17417,1.46291760673904
"FAM169B","Fam169b",0.426794,0.184387,0.690701,13,16,2,0.433960666666667,0,0,1.43396066666667
"FAM170A","Fam170a",0,0,0,0,0,0,0,0.17711,0.17711,0.849538275947023
"FAM170B","Fam170b",0.019203,0.050751,0.122013,1,4,2,0.063989,0,0,1.063989
"FAM171A2","Fam171a2",28.137085,17.208324,15.878812,393,427,132,20.4080736666667,0.0253,0.0253,20.8798143632758
"FAM171B","Fam171b",55.285308,51.148594,40.704723,4076,5496,1051,49.0462083333333,2.04943,2.04943,16.4116599932884
"FAM172A","Fam172a",10.070991,11.230401,10.617647,752,1194,224,10.6396796666667,10.82907,10.82907,0.983989414777888
"FAM174A","Fam174a",14.069332,11.887543,18.592026,499,690,200,14.8496336666667,38.82524,38.82524,0.397979614602867
"FAM174B","Fam174b",6.38684,5.087357,9.300161,221,269,71,6.924786,11.47426,11.47426,0.635291071374174
"FAM178B","Fam178b",9.238754,0.516612,13.870578,136,13,64,7.87531466666667,0.10121,0.10121,8.05960231624002
"FAM180A","Fam180a",0.287518,0.063951,0.608915,9,3,6,0.320128,22.89791,22.89791,0.0552403118096938
"FAM181B","Fam181b",11.451733,8.881761,13.594077,458,535,168,11.3091903333333,0.15181,0.15181,10.6868236370003
"FAM183A","Fam183b",3.807015,2.380693,3.449962,28,26,8,3.21255666666667,0,0,4.21255666666667
"FAM184B","Fam184b",1.22237,0.717766,0.922512,129,118,28,0.954216,3.94704,3.94704,0.395027329473786
"FAM185A","Fam185a",5.250181,4.646725,6.646905,282,338,78,5.51460366666667,13.29597,13.29597,0.45569511314494
"FAM187A","Fam187a",0.065191,0.172653,0.204854,2,8,2,0.147566,0.08856,0.08856,1.05420555596384
"FAM187B","Fam187b",0.04409,0.018061,0.059815,1,1,1,0.0406553333333333,0,0,1.04065533333333
"FAM189A1","Fam189a1",7.841663,6.837548,7.786321,510,550,157,7.48851066666667,0.03795,0.03795,8.17814987876744
"FAM189A2","Fam189a2",4.529961,5.650083,6.976479,193,371,90,5.718841,40.26742,40.26742,0.162812237837985
"FAM189B","Fam189b",24.958468,25.946221,26.753135,801,1040,284,25.8859413333333,3.42836,3.42836,6.07130886678891
"FAM193A","Fam193a",14.422735,10.142166,13.377703,686,892,212,12.6475346666667,7.23624,7.23624,1.65701031862436
"FAM193B","Fam193b",39.425972,27.113052,38.930625,1472,1809,388,35.1565496666667,14.28273,14.28273,2.36584364617229
"FAM199X","Fam199x",2.347055,2.343998,1.919322,407,644,102,2.20345833333333,11.98029,11.98029,0.246794049542293
"FAM204A","Fam204a",15.755736,15.854776,15.937409,296,437,93,15.849307,71.14797,71.14797,0.233538199342268
"FAM205A","Fam205a2",1.454288,0.028256,1.297147,133,4,38,0.926563666666667,0,0,1.92656366666667
"FAM207A","Fam207a",9.088354,6.847038,11.75448,356,452,133,9.22995733333333,9.8423,9.8423,0.943522807276439
"FAM20A","Fam20a",7.335621,6.549348,8.774596,285,347,104,7.55318833333333,7.36275,7.36275,1.02277221408428
"FAM20B","Fam20b",23.102871,18.263574,20.854452,2246,2637,627,20.740299,44.83436,44.83436,0.474323171524594
"FAM20C","Fam20c",20.662586,14.834275,17.400696,700,774,197,17.632519,1.68255,1.68255,6.9458235634005
"FAM210A","Fam210a",7.920434,5.962078,4.368207,1097,1343,275,6.083573,53.53809,53.53809,0.129883041375303
"FAM210B","Fam210b",3.171055,2.730515,3.099826,250,320,77,3.00046533333333,86.77168,86.77168,0.0455780877537417
"FAM214A","Fam214a",11.895579,9.191538,8.31008,967,1091,222,9.79906566666667,53.51279,53.51279,0.198101503641011
"FAM214B","Fam214b",20.934999,20.516495,17.752472,704,1009,227,19.7346553333333,10.6393,10.6393,1.78143490874308
"FAM216A","Fam216a",21.22938,18.08801,23.095684,569,723,194,20.804358,15.73757,15.73757,1.30271945091193
"FAM216B","Fam216b",1.95966,1.125227,1.227346,76,72,16,1.437411,0.18976,0.18976,2.04865771247983
"FAM217A","Fam217a",0.119391,0.184511,0.087126,6,12,1,0.130342666666667,0,0,1.13034266666667
"FAM219A","Fam219a",63.173978,55.534749,48.437034,3149,4262,895,55.7152536666667,13.30862,13.30862,3.96371234030023
"FAM219B","Fam219b",10.364015,7.091337,7.390146,375,460,102,8.28183266666667,68.83288,68.83288,0.132914934435851
"FAM220A","Fam220a",3.704557,4.617183,4.547973,36,55,15,4.28990433333333,24.78287,24.78287,0.20517127586391
"FAM221A","Fam221a",1.451804,0.755082,0.731475,16,19,6,0.979453666666667,3.82053,3.82053,0.410629882329675
"FAM221B","Fam221b",0.296489,0.416228,0.148892,17,34,2,0.287203,0.32892,0.32892,0.968608343617373
"FAM222A","Fam222a",1.945229,2.63884,2.811069,125,261,56,2.465046,4.04825,4.04825,0.686385579161095
"FAM222B","Fam222b",6.794476,6.126085,8.590964,483,660,192,7.17050833333333,11.13268,11.13268,0.673429805560959
"FAM227B","Fam227b",1.939377,1.206595,1.898325,72,66,22,1.68143233333333,30.72874,30.72874,0.0845111508787722
"FAM228A","Fam228a",1.999725,1.249179,1.129496,69,80,18,1.45946666666667,0.25302,0.25302,1.96283113331524
"FAM228B","Fam228b",104.54723,100.043201,84.769457,165,279,37,96.453296,45.18858,45.18858,2.10990023940983
"FAM24A","Fam24a",0.699635,0.539382,0,4,8,0,0.413005666666667,0,0,1.41300566666667
"FAM25A","Fam25c",0.810549,0,0,3,0,0,0.270183,0.35422,0.35422,0.937944351730147
"FAM32A","Fam32a",23.465395,18.795063,21.824404,1284,1541,377,21.3616206666667,37.28184,37.28184,0.584131292191459
"FAM3A","Fam3a",9.650084,7.036331,12.958022,184,253,63,9.881479,3.95969,3.95969,2.19398369656168
"FAM3B","Fam3b",0,0,0,0,0,0,0,0.15181,0.15181,0.868198748057405
"FAM3C","Fam3c",15.006488,14.872627,14.094503,600,965,207,14.6578726666667,91.70549,91.70549,0.168899087493811
"FAM43A","Fam43a",3.667639,4.495696,4.378521,242,453,90,4.18061866666667,3.82053,3.82053,1.07469897846641
"FAM50A","Fam50a",12.358004,12.511094,14.148574,343,472,126,13.0058906666667,36.13062,36.13062,0.377205946646371
"FAM50B","Fam50b",0,0,0,0,0,0,0,15.40865,15.40865,0.0609434657939562
"FAM53A","Fam53a",8.668243,4.662209,6.882632,350,387,117,6.73769466666667,0.12651,0.12651,6.86873145082304
"FAM53B","Fam53b",8.538885,8.223086,10.19053,690,1074,265,8.984167,5.40188,5.40188,1.55956797065862
"FAM53C","Fam53c",8.635758,7.980088,8.712091,813,1126,258,8.44264566666667,17.58458,17.58458,0.50809034514994
"FAM71B","Fam71b",0.022051,0.014755,0,1,1,0,0.0122686666666667,0,0,1.01226866666667
"FAM71E1","Fam71e1",24.854906,13.435479,21.581212,60,92,29,19.957199,0.39217,0.39217,15.0536206066788
"FAM71F1","Fam71f1",0,0,0.119624,0,0,1,0.0398746666666667,0,0,1.03987466666667
"FAM72A","Fam72a",0.62172,0.520119,0.372909,27,35,5,0.504916,0.40482,0.40482,1.07125183297504
"FAM76A","Fam76a",18.633058,11.985872,10.697978,594,830,213,13.7723026666667,14.01706,14.01706,0.983701381406658
"FAM76B","Fam76b",6.826511,6.361419,3.998598,274,416,75,5.72884266666667,12.58752,12.58752,0.495222282408171
"FAM78A","Fam78a",3.61001,1.648312,1.675267,171,198,45,2.31119633333333,9.28567,9.28567,0.321923251799186
"FAM78B","Fam78b",6.501931,4.935557,5.78877,570,636,171,5.742086,4.0356,4.0356,1.33888434347446
"FAM81A","Fam81a",5.661091,4.940271,7.073542,375,493,90,5.89163466666667,4.0862,4.0862,1.3549672971308
"FAM83A","Fam83a",0.045207,0.075929,0,2,7,0,0.0403786666666667,0,0,1.04037866666667
"FAM83B","Fam83b",0.014814,0.065049,0,1,8,0,0.026621,0.11386,0.11386,0.921678666977897
"FAM83C","Fam83c",0.068878,0.091426,0.145419,6,12,4,0.101907666666667,0,0,1.10190766666667
"FAM83D","Fam83d",1.181807,1.318701,1.485317,55,97,21,1.32860833333333,0.40482,0.40482,1.65758483886429
"FAM83E","Fam83e",0.096797,0.084243,0,4,4,0,0.0603466666666667,0,0,1.06034666666667
"FAM83F","Fam83f",0.139586,0.154277,0.245626,9,15,5,0.179829666666667,0.12651,0.12651,1.04733172956003
"FAM83G","Fam83g",0.047068,0.040335,0,5,5,0,0.0291343333333333,0.35422,0.35422,0.759946192888403
"FAM83H","Fam83h",0.285935,0.154115,0.189345,29,24,6,0.209798333333333,0.11386,0.11386,1.08613141088946
"FAM89A","Fam89a",1.018829,0.977147,1.297227,25,36,10,1.09773433333333,5.6549,5.6549,0.315216507135093
"FAM89B","Fam89b",10.888291,11.049093,21.188315,238,360,142,14.375233,0.46808,0.46808,10.4730212250014
"FAM91A1","Fam91a1",11.683514,10.939772,9.074768,1293,1888,317,10.566018,11.3604,11.3604,0.935731691531018
"FAM98A","Fam98a",23.998558,22.635062,15.413053,995,1460,281,20.6822243333333,92.7302,92.7302,0.231325915588928
"FAM98B","Fam98b",14.527614,12.178784,12.270051,531,654,138,12.9921496666667,32.08237,32.08237,0.422948829441986
"FAN1","Fan1",3.487687,4.032771,2.710494,253,437,63,3.41031733333333,15.99058,15.99058,0.259574266054092
"FANCA","Fanca",6.049977,3.853602,4.824866,80,100,21,4.90948166666667,5.94587,5.94587,0.850790709683116
"FANCB","Fancb",0.404344,0.433344,0.258322,24,40,5,0.365336666666667,0.12651,0.12651,1.21200581145899
"FANCC","Fancc",14.030652,10.246138,11.130532,227,298,74,11.8024406666667,4.92115,4.92115,2.16215442383096
"FANCD2","Fancd2",0.287506,0.10977,1.092462,22,20,2,0.496579333333333,1.22713,1.22713,0.671976639591462
"FANCF","Fancf",1.593058,1.955853,2.49045,42,81,20,2.01312033333333,7.56516,7.56516,0.351787979831472
"FANCG","Fancg",7.341469,8.747563,6.586859,192,284,54,7.55863033333333,4.89585,4.89585,1.45163637699964
"FANCI","Fanci",1.347016,0.473612,0.438705,37,34,11,0.753111,1.6952,1.6952,0.650456737904423
