"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"ADAMTS15","Adamts15",0.823185,0.830961,0.413378,55,46,17,0.689174666666667,0.43565,0.43565,1.17659225205772
"ADAMTS16","Adamts16",1.494489,1.109385,1.393768,167,183,50,1.33254733333333,0.41491,0.41491,1.64854819976771
"ADAMTS18","Adamts18",0.38014,0.26705,0.35413,38,41,11,0.333773333333333,6.4103,6.4103,0.179989114250885
"ADAMTS19","Adamts19",0.465309,0.216647,0.145104,47,33,4,0.275686666666667,1.74261,1.74261,0.465136007914602
"ADAMTS2","Adamts2",19.526873,5.180184,24.828687,310,530,142,16.5119146666667,4.02459,4.02459,3.48524251066588
"ADAMTS20","Adamts20",3.751597,3.935783,2.995836,472,662,131,3.561072,0.06224,0.06224,4.29382437114023
"ADAMTS4","Adamts4",12.562325,15.864071,11.656136,1218,2333,357,13.360844,36.36652,36.36652,0.384323827854454
"ADAMTS5","Adamts5",1.54468,0.888462,1.126345,358,320,81,1.18649566666667,0.12447,0.12447,1.94446776407256
"ADAMTS7","Adamts7",0.259872,0.04394,0.234565,19,8,3,0.179459,5.06186,5.06186,0.194570478368026
"ADAMTS8","Adamts8",0.210193,0.147677,0.166907,16,17,4,0.174925666666667,6.43105,6.43105,0.158110316397638
"ADAMTSL1","Adamtsl1",3.983811,4.023896,3.886144,398,509,115,3.964617,7.07415,7.07415,0.614877974771338
"ADAMTSL2","Adamtsl2",4.492102,2.482548,1.742764,104,129,22,2.90580466666667,11.47216,11.47216,0.313161847399862
"ADAMTSL4","Adamtsl4",28.740798,35.343392,64.904649,482,1037,223,42.9962796666667,1.95006,1.95006,14.913689778061
"ADAP2","Adap2",2.403007,2.067224,2.61865,87,107,30,2.36296033333333,7.26086,7.26086,0.407095669619547
"ADAR","Adar",42.668898,30.364477,26.828258,3666,3746,931,33.287211,64.9743,64.9743,0.519705567167821
"ADARB1","Adarb1",34.026466,26.605388,24.148864,4587,5496,1114,28.2602393333333,10.43489,10.43489,2.55885621403733
"ADARB2","Adarb2",3.217335,2.698417,2.160366,274,306,57,2.69203933333333,33.98081,33.98081,0.105544706750168
"ADAT1","Adat1",3.161886,2.74144,2.095939,184,262,42,2.66642166666667,20.76605,20.76605,0.168446808983103
"ADAT2","Adat2",1.483582,1.122702,1.429127,43,49,13,1.345137,3.09105,3.09105,0.573235966316716
"ADAT3","Adat3",0,0.640152,0.511518,0,10,4,0.38389,8.67154,8.67154,0.143088897941796
"ADCK1","Adck1",10.552687,8.674524,12.176935,500,618,183,10.4680486666667,25.14331,25.14331,0.438660929571147
"ADCK2","Adck2",19.735068,24.422564,27.675282,305,394,93,23.9443046666667,15.91165,15.91165,1.47497758448565
"ADCK5","Adck5",31.059228,25.546675,56.751462,153,185,53,37.7857883333333,7.48906,7.48906,4.5689143831394
"ADCY1","Adcy1",16.995395,10.63233,10.19433,4717,4429,896,12.6073516666667,17.79947,17.79947,0.72381570686124
"ADCY10","Adcy10",0.080569,0.116522,0.546232,7,14,1,0.247774333333333,0.6431,0.6431,0.759402552086503
"ADCY2","Adcy2",13.742687,8.42419,10.964142,1239,1130,311,11.043673,248.83996,248.83996,0.0482055512656983
"ADCY3","Adcy3",16.57317,12.456654,16.371479,1048,1203,305,15.1337676666667,59.08264,59.08264,0.268526277584784
"ADCY4","Adcy4",4.072117,2.441705,1.222792,80,94,29,2.57887133333333,10.14446,10.14446,0.321134566711472
"ADCY5","Adcy5",14.777938,12.211885,13.319998,2075,2522,626,13.436607,63.0035,63.0035,0.225559649081691
"ADCY6","Adcy6",23.241138,16.784186,17.440666,821,919,218,19.15533,16.90743,16.90743,1.12552890057367
"ADCY7","Adcy7",3.667151,2.378889,2.990257,459,455,113,3.012099,3.21552,3.21552,0.951744743234524
"ADCY8","Adcy8",4.494218,3.145276,4.065942,703,739,201,3.901812,7.01191,7.01191,0.611815659437013
"ADCY9","Adcy9",9.383589,6.462267,6.120041,945,972,195,7.32196566666667,14.23128,14.23128,0.546373362361316
"ADCYAP1","Adcyap1",17.571041,15.520861,10.100627,356,366,47,14.3975096666667,2.96658,2.96658,3.88180993870454
"ADCYAP1R1","Adcyap1r1",39.657234,33.480739,33.710633,4466,5961,1275,35.616202,22.09375,22.09375,1.5855459594046
"ADD1","Add1",181.965239,163.456613,188.332016,5120,6844,1662,177.917956,255.33325,255.33325,0.69798965214228
"ADD2","Add2",25.109926,18.58543,14.971324,4110,4579,831,19.55556,36.0346,36.0346,0.555036641411005
"ADD3","Add3",29.011276,22.689915,20.861397,1989,2758,529,24.1875293333333,920.53153,920.53153,0.0273322491020284
"ADGB","Adgb",0.623115,0.399612,0.865953,60,59,20,0.62956,1.05801,1.05801,0.791813450857868
"ADH1C","Adh1",2.475342,0.822538,3.396449,57,22,25,2.231443,0.14522,0.14522,2.82167880407258
"ADH4","Adh4",0,0.064372,0,0,1,0,0.0214573333333333,0,0,1.02145733333333
"ADH5","Adh5",39.452889,38.573053,44.08808,850,1238,323,40.704674,34.64466,34.64466,1.17001183346959
"ADH7","Adh7",0.014426,0.009289,0,1,1,0,0.007905,0.10373,0.10373,0.913180759787267
"ADHFE1","Adhfe1",11.622238,8.985093,11.902905,274,368,91,10.8367453333333,16.92817,16.92817,0.660231654058018
"ADI1","Adi1",26.010796,24.667691,24.768946,681,977,226,25.1491443333333,28.64927,28.64927,0.881949010324144
"ADIG","Adig",0.180501,0.073913,0,1,1,0,0.0848046666666667,0,0,1.08480466666667
"ADIPOQ","Adipoq",0.147766,0.097881,0,2,2,0,0.0818823333333333,0.6431,0.6431,0.658439737893819
"ADIPOR1","Adipor1",20.734368,20.119896,23.887242,1390,2029,503,21.580502,39.66503,39.66503,0.555280593669794
"ADIPOR2","Adipor2",40.209531,37.366887,32.788232,3412,4787,938,36.7882166666667,167.16569,167.16569,0.22470824260684
"ADK","Adk",71.798165,62.907715,60.16182,1131,1616,374,64.9559,171.68817,171.68817,0.381936411741464
"ADM","Adm",3.529808,1.819209,2.864319,45,50,16,2.73777866666667,26.78219,26.78219,0.134538661878947
"ADM2","Adm2",0,0,0,0,0,0,0,0.4564,0.4564,0.68662455369404
"ADNP","Adnp",6.922536,10.072619,9.748985,494,873,304,8.91471333333333,12.46793,12.46793,0.73617202742614
"ADNP2","Adnp2",3.390792,3.09145,3.230486,376,515,113,3.237576,5.24856,5.24856,0.678168410001664
"ADO","Ado",15.194164,17.424928,15.013457,1467,2537,450,15.8775163333333,13.62967,13.62967,1.15364983170046
"ADORA1","Adora1",35.140021,32.88855,33.390886,3496,5034,1064,33.8064856666667,60.86673,60.86673,0.56260425703228
"ADORA2A","Adora2a",0.823117,0.484654,0.73754,27,34,9,0.681770333333333,8.33961,8.33961,0.180068582449731
"ADORA2B","Adora2b",3.845997,4.077612,4.326271,142,230,50,4.08329333333333,4.4395,4.4395,0.93451481447437
"ADORA3","Adora3",0.203001,0.410461,0.230359,10,29,4,0.281273666666667,27.25933,27.25933,0.0453398458727318
"ADPGK","Adpgk",7.556185,7.232242,7.637005,459,676,139,7.475144,24.9981,24.9981,0.325990899334951
"ADPRH","Adprh",26.097633,26.367997,31.743694,1117,1535,400,28.0697746666667,1.41068,1.41068,12.0587446972085
"ADPRHL1","Adprhl1",0.419378,0.281106,0.147088,8,17,2,0.282524,3.73416,3.73416,0.270908461057505
"ADPRM","Adprm",15.177288,10.970965,10.074391,189,235,55,12.0742146666667,2.6554,2.6554,3.57668508690339
"ADRA1A","Adra1a",3.529545,3.418137,1.927942,308,443,54,2.95854133333333,5.78794,5.78794,0.583172705317568
"ADRA1B","Adra1b",3.363408,4.595809,5.117976,173,334,73,4.35906433333333,3.63043,3.63043,1.15735781198146
"ADRA1D","Adra1d",2.025625,1.954399,2.676975,73,107,30,2.21899966666667,1.24472,1.24472,1.43403171293821
"ADRA2A","Adra2a",7.44867,5.679071,8.527248,569,651,198,7.21832966666667,0.95428,0.95428,4.20529794434097
"ADRA2B","Adra2b",0.05784,0.053891,0.073174,5,7,2,0.061635,3.56819,3.56819,0.232397295208825
"ADRA2C","Adra2c",2.352876,1.724488,2.533639,142,157,47,2.20366766666667,5.12409,5.12409,0.523125503816349
"ADRB1","Adrb1",1.7769,0.979264,0.904962,65,54,16,1.22037533333333,1.80484,1.80484,0.791622813897881
"ADRB2","Adrb2",0.633783,0.450081,0.432654,28,30,6,0.505506,3.27776,3.27776,0.351937930131658
"ADRB3","Adrb3",0.272723,0.383782,0.586762,15,26,11,0.414422333333333,0,0,1.41442233333333
"ADRM1","Adrm1",28.243019,27.57872,31.212241,765,1094,286,29.0113266666667,65.53443,65.53443,0.45106460920559
"ADSL","Adsl",28.783562,16.460264,25.648004,385,520,153,23.63061,21.13947,21.13947,1.11252030875175
"ADTRP","Adtrp",0,0.013574,0.546231,0,1,1,0.186601666666667,3.58894,3.58894,0.258578596945409
"AEBP1","Aebp1",7.56303,10.381415,11.760208,528,1015,210,9.901551,62.75456,62.75456,0.17099249057636
"AEBP2","Aebp2",14.514946,12.196778,10.979555,868,997,239,12.5637596666667,10.93278,10.93278,1.13668061144735
"AEN","Aen",16.71179,16.1366,33.161647,494,549,133,22.0033456666667,6.90819,6.90819,2.90880032809868
"AFAP1","Afap1",4.877189,4.135237,3.895749,466,754,132,4.302725,4.39801,4.39801,0.982348124586653
"AFAP1L1","Afap1l1",5.369283,5.714053,7.393998,358,598,153,6.15911133333333,3.50596,3.50596,1.58880933992608
"AFAP1L2","Afap1l2",13.78655,2.606079,3.059587,235,242,73,6.484072,27.57051,27.57051,0.261950941722776
"AFF1","Aff1",3.961528,3.853526,3.193095,713,979,189,3.669383,10.31042,10.31042,0.412839045764879
"AFF2","Aff2",3.5711,2.729911,1.138776,306,325,35,2.479929,3.38149,3.38149,0.794234153221849
"AFF3","Aff3",6.724928,6.336312,5.019153,881,1124,208,6.02679766666667,21.22245,21.22245,0.316202653922797
"AFF4","Aff4",37.547604,29.773749,16.98305,3789,4694,806,28.1014676666667,7.5098,7.5098,3.4197592971241
"AFG3L1P","Afg3l1",12.727997,12.673606,12.885134,475,641,139,12.7622456666667,32.65311,32.65311,0.408944245172784
"AFG3L2","Afg3l2",22.43649,18.136398,21.931029,1533,1872,464,20.834639,18.79525,18.79525,1.10302415983632
"AFM","Afm",0,0.029348,0,0,2,0,0.00978266666666667,0,0,1.00978266666667
"AFMID","Afmid",3.563978,1.3364,3.191345,70,65,21,2.697241,196.87297,196.87297,0.0186849219476516
"AFP","Afp",0,0.031829,0,0,2,0,0.0106096666666667,0.4564,0.4564,0.693909411333883
"AFTPH","Aftph",62.7692,55.096884,59.223929,1599,1928,392,59.0300043333333,12.42644,12.42644,4.47102912859502
"AGA","Aga",6.589122,6.26538,7.169809,149,214,53,6.67477033333333,12.8206,12.8206,0.555313831044479
"AGAP1","Agap1",27.900777,25.915152,12.405324,3383,4749,860,22.073751,327.56841,327.56841,0.0702251047202012
"AGAP2","Agap2",15.335099,10.908983,10.837693,1673,1800,359,12.3605916666667,112.35659,112.35659,0.11786338726903
"AGAP3","Agap3",109.835116,86.357062,116.966178,2533,3132,862,104.386118666667,335.1197,335.1197,0.313537464976515
"AGBL1","Agbl1",0.117089,0.036548,0,7,4,0,0.0512123333333333,0.20745,0.20745,0.870605270059492
"AGBL2","Agbl2",0.682181,0.526386,0.257997,33,55,6,0.488854666666667,2.05379,2.05379,0.487543238620425
"AGBL3","Agbl3",8.306552,7.069726,6.975879,155,214,40,7.450719,3.69266,3.69266,1.80083769120286
"AGBL4","Agbl4",4.092198,2.660116,4.460376,148,167,41,3.73756333333333,18.65003,18.65003,0.241097002566069
"AGBL5","Agbl5",6.474126,5.933554,10.568646,207,256,68,7.65877533333333,12.21899,12.21899,0.655025484801285
"AGER","Ager",0.477225,0.231484,1.156128,12,10,11,0.621612333333333,14.72917,14.72917,0.103095861595579
"AGFG1","Agfg1",14.170264,11.074916,11.451538,1530,1926,383,12.2322393333333,23.04804,23.04804,0.550241904676362
"AGFG2","Agfg2",19.642474,22.411827,28.958123,604,886,229,23.670808,32.54939,32.54939,0.735357870888264
"AGGF1","Aggf1",12.882288,11.012356,12.281876,869,1108,260,12.05884,7.75875,7.75875,1.49094790923362
"AGK","Agk",13.130724,12.143533,12.946699,544,640,164,12.7403186666667,17.42606,17.42606,0.745700310683167
"AGMAT","Agmat",0.729872,0.69417,0.232347,20,29,2,0.552129666666667,2.6554,2.6554,0.424612810271562
"AGMO","Agmo",4.830947,6.812213,6.259321,205,439,95,5.96749366666667,6.34806,6.34806,0.948208597462006
"AGPAT1","Agpat1",30.900289,28.347136,34.493433,1094,1535,383,31.2469526666667,67.15256,67.15256,0.473158347487852
"AGPAT2","Agpat2",1.213382,1.128724,1.080829,21,26,8,1.14097833333333,9.50135,9.50135,0.203876485721677
"AGPAT3","Agpat3",92.395574,80.25873,68.186182,6073,8243,1904,80.280162,170.07003,170.07003,0.475128004595545
"AGPAT4","Agpat4",42.758182,60.505004,54.728379,856,1850,340,52.663855,189.84031,189.84031,0.281197693506157
"AGPAT5","Agpat5",17.269258,17.926181,18.529771,1351,2010,410,17.9084033333333,14.35575,14.35575,1.23135654939246
"AGPS","Agps",16.294998,18.233579,15.114804,1038,1634,262,16.5477936666667,6.03688,6.03688,2.49368948549168
"AGR2","Agr2",0.079656,0,0,1,0,0,0.026552,0,0,1.026552
"AGR3","Agr3",0.224937,0,0,3,0,0,0.074979,0,0,1.074979
"AGRN","Agrn",35.128186,28.019718,33.917057,3735,4347,864,32.354987,105.36542,105.36542,0.313588636231587
"AGRP","Agrp",1.312812,0.602132,1.26708,13,9,4,1.06067466666667,1.63888,1.63888,0.780889872471149
"AGT","Agt",63.657263,70.429482,78.963696,2443,4117,958,71.0168136666667,94.05922,94.05922,0.757599459228328
"AGTPBP1","Agtpbp1",241.202631,195.627214,206.661385,3109,3993,772,214.497076666667,25.95238,25.95238,7.99547485849734
"AGTR1","Agtr1a",0.295766,0.290724,0.139397,11,9,2,0.241962333333333,0.82981,0.82981,0.678738411820535
"AGTR2","Agtr2",1.712798,4.821556,6.302667,114,173,35,4.279007,0,0,5.279007
"AGTRAP","Agtrap",10.417762,5.275532,4.016759,309,360,98,6.57001766666667,19.60432,19.60432,0.36739953886693
"AGXT","Agxt",0,0,0,0,0,0,0,0,0,1
"AGXT2","Agxt2",0,0.029585,0.069452,0,2,1,0.0330123333333333,0,0,1.03301233333333
"AHCTF1","Ahctf1",21.398979,15.319662,16.425995,973,1156,184,17.7148786666667,8.02843,8.02843,2.07288295602521
"AHCY","Ahcy",11.715759,17.005454,13.706815,455,472,135,14.142676,42.38266,42.38266,0.34904904401897
"AHCYL1","Ahcyl1",190.776448,148.191504,172.330074,10355,12985,3051,170.432675333333,98.29127,98.29127,1.72656342630458
"AHCYL2","Ahcyl2",264.445586,227.573418,204.770829,4335,5553,1243,232.263277666667,18.52556,18.52556,11.9465601840186
"AHDC1","Ahdc1",12.38739,10.525164,5.309956,713,884,208,9.40750333333333,13.23551,13.23551,0.731094518800755
"AHI1","Ahi1",51.54492,31.131316,37.541481,3979,3592,795,40.0725723333333,65.63815,65.63815,0.61635222966624
"AHR","Ahr",0.637659,0.425673,0.525918,65,76,19,0.52975,7.11564,7.11564,0.18849406824354
"AHRR","Ahrr",0.36514,2.47007,1.434154,19,28,7,1.42312133333333,6.30657,6.30657,0.331635956862568
"AHSA1","Ahsa1",70.919028,59.460164,80.946875,1624,2082,574,70.4420223333333,253.21722,253.21722,0.281027470654165
"AHSG","Ahsg",0.137051,0.054446,0,1,2,0,0.0638323333333333,0.16596,0.16596,0.912408944846593
"AICDA","Aicda",0,0.028807,0,0,1,0,0.00960233333333333,0.35267,0.35267,0.746377411588439
"AIDA","Aida",34.695612,31.126057,21.234843,912,1137,239,29.0188373333333,37.54901,37.54901,0.778718761735602
"AIF1","Aif1",4.943255,6.681913,5.082575,32,71,12,5.56924766666667,28.13064,28.13064,0.22550989839793
"AIF1L","Aif1l",62.631419,59.50841,40.949373,343,485,111,54.3630673333333,337.42243,337.42243,0.163591601577157
"AIFM1","Aifm1",12.245613,11.505695,13.380407,475,629,165,12.3772383333333,23.73263,23.73263,0.540874073373246
"AIFM2","Aifm2",5.183394,4.00315,4.331149,205,255,63,4.50589766666667,4.93738,4.93738,0.927327822485114
"AIFM3","Aifm3",54.053928,39.880735,44.082739,1716,1858,458,46.0058006666667,82.79452,82.79452,0.560965092546227
"AIG1","Aig1",26.048381,25.284314,32.360271,608,927,215,27.8976553333333,439.07443,439.07443,0.065665381497701
"AIM2","Aim2",5.974869,8.034771,8.900955,104,178,38,7.636865,1.5559,1.5559,3.3791873703979
"AIMP1","Aimp1",53.789183,69.480118,74.626051,505,678,204,65.9651173333333,25.78642,25.78642,2.4999651813618
"AIMP2","Aimp2",12.181506,9.761752,12.950028,194,221,69,11.6310953333333,18.69152,18.69152,0.641448467834547
"AIP","Aip",67.610666,75.597275,81.234893,877,1274,356,74.814278,72.00696,72.00696,1.0384527447794
"AIPL1","Aipl1",0.062084,0.013711,0.107672,3,1,2,0.0611556666666667,0.08298,0.08298,0.979847888849902
"AIRE","Aire",0.051304,0.177387,0.099309,1,14,2,0.109333333333333,1.49366,1.49366,0.444861502102666
"AJAP1","Ajap1",16.118569,11.59318,12.680309,462,501,138,13.4640193333333,40.95124,40.95124,0.344781687819796
"AJUBA","Ajuba",1.061043,0.469177,0.876898,58,40,16,0.802372666666667,2.09528,2.09528,0.58229713197729
"AK1","Ak1",88.801494,79.274099,79.709692,1426,1946,537,82.595095,185.77423,185.77423,0.447572960145519
"AK2","Ak2",18.173837,15.709996,29.150117,265,426,97,21.0113166666667,63.58437,63.58437,0.340814916467663
"AK3","Ak3",40.072227,45.679162,37.896414,2394,4075,710,41.2159343333333,30.37113,30.37113,1.34569377428653
"AK4","Ak4",8.129672,6.33982,7.319987,511,563,131,7.26315966666667,6.36881,6.36881,1.12136961960841
"AK5","Ak5",25.780855,14.877134,18.073824,757,815,206,19.577271,2070.54765,2070.54765,0.00993328393870158
"AK7","Ak7",1.732448,1.273456,1.088359,116,102,23,1.36475433333333,3.07031,3.07031,0.580976469441721
"AK8","Ak8",0.867241,0.536351,2.855888,19,25,5,1.41982666666667,4.04533,4.04533,0.479617124482773
"AKAP1","Akap1",8.473822,6.582467,7.340385,499,608,166,7.465558,32.07225,32.07225,0.255971637853487
"AKAP10","Akap10",8.372822,5.941195,5.140283,563,677,127,6.48476666666667,31.13871,31.13871,0.232889455322465
"AKAP12","Akap12",19.160156,16.067324,16.251831,2512,3278,690,17.1597703333333,14.85364,14.85364,1.14546377572175
"AKAP13","Akap13",7.345103,5.143958,1.73045,779,845,158,4.739837,10.20669,10.20669,0.512179510631596
"AKAP3","Akap3",0.015288,0.053929,0.101948,1,5,2,0.057055,2.96658,2.96658,0.266490276258137
"AKAP4","Akap4",0,0,0,0,0,0,0,0,0,1
"AKAP5","Akap5",1.845196,1.357158,1.033658,230,247,47,1.412004,0.85056,0.85056,1.30339140584472
"AKAP7","Akap7",34.292544,15.763727,10.432198,355,473,90,20.162823,14.54246,14.54246,1.36161347688847
"AKAP8","Akap8",53.206012,42.825088,30.873312,1884,2339,462,42.3014706666667,8.27738,8.27738,4.6674244955652
"AKAP8L","Akap8l",96.468387,67.706766,73.398969,1824,1907,494,79.191374,38.66925,38.66925,2.02149962502442
"AKAP9","Akap9",19.619671,16.862603,17.355245,1981,2298,360,17.9458396666667,26.42952,26.42952,0.690709850798215
"AKIP1","Akip1",2.691384,5.089935,6.835906,43,76,22,4.87240833333333,30.68231,30.68231,0.185352909346993
"AKIRIN1","Akirin1",21.777152,19.502146,19.707984,978,1329,291,20.329094,48.14986,48.14986,0.433960422267734
"AKIRIN2","Akirin2",22.693096,18.342124,18.813894,580,705,150,19.9497046666667,25.45449,25.45449,0.791914894850238
"AKNA","Akna",0.662983,0.684665,1.774827,80,126,30,1.040825,16.36805,16.36805,0.117504555779146
"AKR1A1","Akr1a1",202.429044,159.849886,200.227349,3777,4803,1372,187.502093,97.39922,97.39922,1.91568686215196
"AKR1B15","Akr1b8",0.885866,0.56577,2.227543,23,22,17,1.226393,0.12447,0.12447,1.97994877586774
"AKR1C2","Akr1c21",0.081662,0.067875,0.129938,2,1,1,0.0931583333333333,2.07453,2.07453,0.35555298967105
"AKR1C3","Akr1c18",0.100373,0.034066,0.159567,2,1,1,0.098002,9.87477,9.87477,0.100967836561141
"AKR1C4","Akr1c6",0,0,0,0,0,0,0,0,0,1
"AKR1D1","Akr1d1",0.11261,0.054836,0.06007,6,4,1,0.0758386666666667,0.12447,0.12447,0.956751773428074
"AKT1","Akt1",90.35355,71.322374,71.231182,2501,3173,826,77.635702,102.46107,102.46107,0.760051118744471
"AKT1S1","Akt1s1",50.879284,28.742436,68.509538,414,540,154,49.377086,57.00811,57.00811,0.86844901514633
"AKT2","Akt2",16.921319,16.984314,17.79293,935,1250,281,17.2328543333333,74.28895,74.28895,0.242171717540666
"AKT3","Akt3",30.161789,28.04532,18.683801,2363,2714,612,25.6303033333333,77.83639,77.83639,0.337792018804176
"AKTIP","Aktip",70.815693,72.726767,76.775345,2432,3527,865,73.4392683333333,40.4326,40.4326,1.79663521800064
"ALAD","Alad",12.268398,10.451402,14.933847,281,360,109,12.5512156666667,115.69658,115.69658,0.116123503076668
"ALAS1","Alas1",43.461621,37.621949,56.541569,740,940,290,45.8750463333333,31.3669,31.3669,1.4482402186596
"ALAS2","Alas2",2.104391,1.979741,1.88166,74,121,24,1.98859733333333,1.92931,1.92931,1.02023935101895
"ALB","Alb",0.02375,0.016051,0,1,1,0,0.013267,14.50097,14.50097,0.0653679737461591
"ALCAM","Alcam",21.427957,19.145782,16.056178,1407,1805,361,18.876639,52.1537,52.1537,0.373946479737064
"ALDH16A1","Aldh16a1",9.458775,15.18374,12.935639,123,178,63,12.5260513333333,12.3642,12.3642,1.01211081346682
"ALDH18A1","Aldh18a1",11.778937,8.250793,14.123375,381,437,121,11.3843683333333,7.01191,7.01191,1.54574481407471
"ALDH1A1","Aldh1a7",1.205154,0.811007,1.454776,51,51,20,1.156979,93.9555,93.9555,0.0227156826092222
"ALDH1A2","Aldh1a2",1.119983,0.637774,1.805055,53,45,27,1.187604,10.53862,10.53862,0.18958974296753
"ALDH1A3","Aldh1a3",0.420094,0.465932,0.534446,18,26,9,0.473490666666667,10.3934,10.3934,0.129328441612395
"ALDH1B1","Aldh1b1",1.693696,1.308261,1.185733,81,90,18,1.39589666666667,6.43105,6.43105,0.322416975618071
"ALDH1L1","Aldh1l1",32.015453,21.599019,24.448301,1078,1504,394,26.0209243333333,20.76605,20.76605,1.24142526243087
"ALDH1L2","Aldh1l2",3.911822,4.611893,4.506788,238,557,83,4.343501,2.11602,2.11602,1.71484810752177
"ALDH2","Aldh2",68.526416,62.281045,90.88717,1371,1912,534,73.8982103333333,165.00818,165.00818,0.451171805710618
"ALDH3A1","Aldh3a1",0.202041,0.268795,0.272575,7,14,3,0.247803666666667,0.60161,0.60161,0.779093329004356
"ALDH3A2","Aldh3a2",30.301248,42.563414,29.168059,1008,1506,283,34.010907,25.72418,25.72418,1.31008348993309
"ALDH3B1","Aldh3b1",1.845273,2.168073,2.582027,72,110,32,2.19845766666667,6.16136,6.16136,0.446627130414707
"ALDH3B2","Aldh3b3",0.066037,0.103051,0,1,5,0,0.0563626666666667,1.03727,1.03727,0.518518736675388
"ALDH4A1","Aldh4a1",7.158391,6.806587,8.265608,522,779,173,7.41019533333333,18.69152,18.69152,0.42709731566346
"ALDH5A1","Aldh5a1",16.784322,14.359758,13.006761,2085,2654,508,14.716947,14.1483,14.1483,1.03753866770529
"ALDH6A1","Aldh6a1",25.316726,24.283108,21.991594,1519,2231,441,23.8638093333333,42.00925,42.00925,0.578103764500272
