"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"TBC1D10C","Tbc1d10c",0.478578,0.222626,0.297385,10,16,3,0.332863,12.28959,12.28959,0.100293763765474
"TBC1D12","Tbc1d12",4.979563,5.02667,4.989898,331,532,102,4.99871033333333,90.30983,90.30983,0.0656962162051264
"TBC1D13","Tbc1d13",18.661454,16.725569,14.81946,732,983,218,16.7354943333333,14.58612,14.58612,1.13790310438604
"TBC1D14","Tbc1d14",24.611546,28.95096,23.260992,1624,2604,502,25.6078326666667,20.73092,20.73092,1.22442274264811
"TBC1D15","Tbc1d15",22.241058,23.071141,16.328102,561,956,172,20.546767,24.79641,24.79641,0.835262232225337
"TBC1D17","Tbc1d17",118.228027,119.724724,102.522862,671,827,217,113.491871,62.96861,62.96861,1.78981333188262
"TBC1D2","Tbc1d2",1.028614,0.914227,0.906045,84,117,23,0.949628666666667,22.71711,22.71711,0.0822034668923265
"TBC1D20","Tbc1d20",10.467351,8.132077,12.068524,713,855,236,10.2226506666667,18.06197,18.06197,0.588745584358105
"TBC1D21","Tbc1d21",0,0,0,0,0,0,0,0.18621,0.18621,0.843021050235624
"TBC1D22A","Tbc1d22a",5.630567,4.754105,6.225941,394,503,138,5.536871,88.2926,88.2926,0.073207309452295
"TBC1D23","Tbc1d23",21.06976,18.76439,18.68938,728,966,197,19.5078433333333,11.17235,11.17235,1.68478916013205
"TBC1D24","Tbc1d24",17.185709,10.703039,8.866643,1282,1403,311,12.251797,8.53443,8.53443,1.38988875055981
"TBC1D25","Tbc1d25",1.923113,1.578159,1.797753,99,120,31,1.76634166666667,7.3241,7.3241,0.33232922077662
"TBC1D2B","Tbc1d2b",20.349057,10.496687,7.187252,556,661,144,12.6776653333333,9.03098,9.03098,1.3635422793519
"TBC1D30","Tbc1d30",11.277847,8.486042,8.776197,1321,1376,331,9.513362,3.53791,3.53791,2.31678503980908
"TBC1D4","Tbc1d4",9.78976,8.181659,9.053169,843,1027,222,9.008196,6.54824,6.54824,1.3258979576696
"TBC1D5","Tbc1d5",7.677232,7.646331,6.248992,859,1301,236,7.19085166666667,84.87883,84.87883,0.0953768427756488
"TBC1D7","Tbc1d7",17.429341,19.166588,24.087739,252,375,93,20.2278893333333,12.87924,12.87924,1.52947058580537
"TBC1D8","Tbc1d8",9.128379,4.479933,8.066407,275,273,81,7.22490633333333,6.67238,6.67238,1.07201498535439
"TBC1D8B","Tbc1d8b",1.03666,1.254142,0.829816,115,176,21,1.040206,4.31377,4.31377,0.383946990554729
"TBC1D9","Tbc1d9",20.177484,16.403149,18.228753,1726,2186,459,18.2697953333333,6.08272,6.08272,2.7206772727615
"TBC1D9B","Tbc1d9b",97.316197,88.215074,97.355467,4535,6605,1557,94.2955793333333,191.2334,191.2334,0.495728522376098
"TBCA","Tbca",77.810493,68.90444,102.832986,478,655,191,83.1826396666667,499.74544,499.74544,0.168114640577988
"TBCB","Tbcb",94.420806,79.374442,131.97535,881,1228,338,101.923532666667,448.88021,448.88021,0.228779862680927
"TBCC","Tbcc",6.140522,7.746388,8.959733,130,246,59,7.61554766666667,14.95854,14.95854,0.539870669037811
"TBCCD1","Tbccd1",15.795504,18.927382,18.011156,231,332,83,17.578014,4.37584,4.37584,3.45583462305426
"TBCD","Tbcd",26.891314,24.566756,27.840279,1236,1739,377,26.432783,68.43065,68.43065,0.395110559961631
"TBCE","Tbce",63.1981,51.200754,65.553674,802,1019,251,59.984176,28.36536,28.36536,2.0767385790605
"TBCEL","Tbcel",9.962474,8.838861,6.530731,910,1255,221,8.444022,5.61721,5.61721,1.42719091580893
"TBCK","Tbck",3.436511,3.043128,4.23363,446,614,153,3.57108966666667,72.62028,72.62028,0.0620900880391472
"TBK1","Tbk1",30.500848,23.784909,14.71124,843,1001,222,22.998999,9.03098,9.03098,2.39248797226193
"TBKBP1","Tbkbp1",26.354312,15.469141,19.179617,1153,1212,381,20.3343566666667,9.65167,9.65167,2.00291190645849
"TBL1X","Tbl1x",11.744383,8.845468,10.272617,1327,1496,367,10.2874893333333,25.97571,25.97571,0.418431593953721
"TBL1XR1","Tbl1xr1",25.876019,17.565633,29.7389,854,1203,250,24.3935173333333,25.88261,25.88261,0.944607585845769
"TBL2","Tbl2",4.549173,4.188469,3.11087,473,622,149,3.949504,13.06544,13.06544,0.351891160177001
"TBL3","Tbl3",15.712239,15.499861,22.124899,462,662,192,17.7789996666667,26.81364,26.81364,0.675172313536332
"TBP","Tbp",17.815921,14.122685,13.749222,422,586,119,15.229276,22.74815,22.74815,0.683391169417407
"TBPL1","Tbpl1",17.524309,10.976804,12.183082,556,654,144,13.5613983333333,23.92745,23.92745,0.584151139941443
"TBPL2","Tbpl2",0,0,0,0,0,0,0,4.65515,4.65515,0.17682996914317
"TBR1","Tbr1",0.07835,0.084652,0.039395,4,5,1,0.0674656666666667,0.34138,0.34138,0.795796617413907
"TBRG1","Tbrg1",10.955538,9.374649,12.531209,412,514,143,10.9537986666667,32.89637,32.89637,0.352657192102478
"TBRG4","Tbrg4",17.342001,15.612477,20.207757,419,545,144,17.720745,20.42057,20.42057,0.873961103742804
"TBX1","Tbx1",2.392915,0.87938,3.367716,43,32,24,2.213337,0.62069,0.62069,1.98269687602194
"TBX10","Tbx10",0.027968,0.182903,0.088501,1,10,1,0.0997906666666667,0,0,1.09979066666667
"TBX15","Tbx15",0.052053,0.051929,0.124522,4,6,3,0.076168,0.68275,0.68275,0.639529341851137
"TBX18","Tbx18",0.242075,0.148201,0.354085,14,22,11,0.248120333333333,1.79999,1.79999,0.445758853900669
"TBX19","Tbx19",0,0,0,0,0,0,0,2.42068,2.42068,0.292339534829332
"TBX2","Tbx2",0.628982,0.409224,0.647658,44,43,14,0.561954666666667,15.70336,15.70336,0.0935114052901133
"TBX20","Tbx20",0,0.009979,0,0,3,0,0.00332633333333333,0,0,1.00332633333333
"TBX21","Tbx21",0.019571,0.026003,0,1,2,0,0.0151913333333333,2.01723,2.01723,0.336464682285849
"TBX22","Tbx22",0.029275,0,0,1,0,0,0.00975833333333333,0.0931,0.0931,0.923756594395145
"TBX3","Tbx3",0.914024,0.733515,1.695037,68,57,14,1.114192,2.82412,2.82412,0.552857127914396
"TBX4","Tbx4",0.032462,0.053103,0.102748,2,5,2,0.062771,0.40345,0.40345,0.757256047596993
"TBX5","Tbx5",0.011527,0.038216,0,1,5,0,0.016581,0.21724,0.21724,0.835152476093457
"TBX6","Tbx6",0.704941,0.591693,0.316085,23,30,3,0.537573,2.69998,2.69998,0.415562516554144
"TBXA2R","Tbxa2r",0.553252,0.352037,1.714388,21,21,20,0.873225666666667,2.85516,2.85516,0.485900887814427
"TBXAS1","Tbxas1",1.716342,1.906737,2.07986,47,69,21,1.90097966666667,32.15154,32.15154,0.0875066336787572
"TC2N","Tc2n",0.128716,0.124147,0.03489,10,16,1,0.0959176666666667,3.2586,3.2586,0.257342240799011
"TCAP","Tcap",1.142519,0.895808,0.387022,19,23,2,0.808449666666667,25.82054,25.82054,0.0674277873102729
"TCEA1","Tcea1",23.088643,19.510858,19.983224,1161,1519,312,20.8609083333333,46.98594,46.98594,0.455569034040666
"TCEA2","Tcea2",77.95829,49.117547,88.805886,693,768,267,71.9605743333333,176.18176,176.18176,0.411783776915487
"TCEA3","Tcea3",1.248633,1.326168,1.654176,27,40,10,1.409659,12.72407,12.72407,0.175579037413828
"TCEAL1","Tceal1",7.785829,6.914699,7.741093,402,565,124,7.48054033333333,24.02055,24.02055,0.338943002185537
"TCEAL5","Tceal5",57.816356,58.443096,48.767375,351,511,100,55.0089423333333,56.1721,56.1721,0.979655152309139
"TCEAL6","Tceal3",86.742508,74.357666,79.59903,1070,1473,310,80.233068,37.92392,37.92392,2.08697037708432
"TCEAL7","Tceal7",0.549501,0.17987,0.202069,5,2,1,0.31048,70.54098,70.54098,0.0183178927657966
"TCEAL8","Tceal8",12.392836,13.849574,10.160225,253,432,66,12.1342116666667,52.72729,52.72729,0.244460713850757
"TCEANC","Tceanc",0.952469,0.804178,1.425983,35,81,20,1.06087666666667,3.50688,3.50688,0.457273472261668
"TCEANC2","Tceanc2",21.479561,56.982019,34.139446,346,525,107,37.5336753333333,6.17583,6.17583,5.36992589475132
"TCERG1","Tcerg1",28.880805,25.34808,23.844952,937,1314,258,26.0246123333333,28.48949,28.48949,0.916415045948008
"TCERG1L","Tcerg1l",6.910186,5.483923,4.996169,257,248,67,5.79675933333333,1.86206,1.86206,2.37477877239937
"TCF12","Tcf12",16.707818,13.554831,15.188911,1137,1593,346,15.15052,111.10282,111.10282,0.144068811114653
"TCF15","Tcf15",0.068127,0.229042,0.220952,1,5,1,0.172707,1.58275,1.58275,0.4540536250121
"TCF19","Tcf19",2.501172,2.625983,2.942371,78,127,31,2.689842,2.73102,2.73102,0.988963339783759
"TCF20","Tcf20",8.289919,5.901218,5.672142,1316,1470,298,6.621093,6.331,6.331,1.03957072704952
"TCF21","Tcf21",0,0.046696,0,0,3,0,0.0155653333333333,0.31034,0.31034,0.775039557163281
"TCF23","Tcf23",0.16469,0.204942,0.208566,15,28,6,0.192732666666667,0,0,1.19273266666667
"TCF25","Tcf25",4275.025616,3406.815163,3794.820403,11019,12751,3648,3825.55372733333,188.22307,188.22307,20.2224481789315
"TCF3","Tcf3",8.39799,6.635968,9.310763,356,503,132,8.114907,48.53766,48.53766,0.183999547011304
"TCF4","Tcf4",24.947131,23.022484,17.294558,1837,2659,479,21.7547243333333,47.20318,47.20318,0.472058572345919
"TCF7","Tcf7",1.043134,0.911177,1.934804,53,69,31,1.29637166666667,13.7482,13.7482,0.155705216003761
"TCF7L1","Tcf7l1",1.062799,1.127508,1.496414,59,75,24,1.228907,8.81374,8.81374,0.227121056804032
"TCF7L2","Tcf7l2",1.268912,1.767084,1.561392,71,97,26,1.53246266666667,25.63434,25.63434,0.0950826138986987
"TCHHL1","Tchhl1",0,0.015986,0,0,1,0,0.00532866666666667,0,0,1.00532866666667
"TCHP","Tchp",7.621461,4.758565,8.450316,237,262,70,6.94344733333333,21.63091,21.63091,0.350999908237598
"TCL1B","Tcl1b5",0,0,0,0,0,0,0,0,0,1
"TCN2","Tcn2",8.956161,8.583492,10.545421,348,505,130,9.36169133333333,17.22404,17.22404,0.568572683846904
"TCOF1","Tcof1",3.268521,3.318894,3.039609,330,371,97,3.209008,33.39291,33.39291,0.122380106830158
"TCP1","Tcp1",126.111508,100.389018,117.09208,3436,3935,1064,114.530868666667,108.62007,108.62007,1.0539207707737
"TCP11","Tcp11",0.267503,0.139682,0.402322,10,8,2,0.269835666666667,1.79999,1.79999,0.453514357789373
"TCP11L1","Tcp11l1",15.76257,16.26734,10.933559,828,1261,160,14.3211563333333,5.18273,5.18273,2.4780568346561
"TCP11L2","Tcp11l2",8.529497,7.819025,6.825718,429,586,122,7.72474666666667,8.37926,8.37926,0.93021695386061
"TCTA","Tcta",12.943413,16.880378,15.793719,413,661,162,15.2058366666667,56.32727,56.32727,0.282689837954374
"TCTE1","Tcte1",0.325311,0.142377,0.102055,20,13,2,0.189914333333333,6.48617,6.48617,0.15894834519298
"TCTN1","Tctn1",7.293033,6.097977,7.351945,466,651,139,6.91431833333333,27.37226,27.37226,0.278945643855418
"TCTN2","Tctn2",5.290993,4.44695,5.598062,280,324,97,5.11200166666667,3.44481,3.44481,1.37508727407171
"TCTN3","Tctn3",6.814439,4.46206,4.242,300,342,71,5.172833,7.10686,7.10686,0.761433279962895
"TDG","Tdg",16.750297,12.860671,8.630845,489,667,128,12.747271,4.90342,4.90342,2.32869607786673
"TDGF1","Tdgf1",2.965763,5.241231,5.393937,108,289,60,4.53364366666667,5.15169,5.15169,0.899532269452243
"TDH","Tdh",0.145256,0,0,2,0,0,0.0484186666666667,1.02413,1.02413,0.517960144193637
"TDO2","Tdo2",0.234435,0.476157,0.409805,9,25,9,0.373465666666667,2.66895,2.66895,0.374348428478629
"TDP1","Tdp1",5.869639,4.99756,7.604246,162,201,44,6.15714833333333,6.82755,6.82755,0.91435357593798
"TDP2","Tdp2",11.946594,9.575886,8.991004,327,419,80,10.1711613333333,18.83782,18.83782,0.563124442773114
"TDRD1","Tdrd1",0.027525,0.081661,0.029055,3,13,1,0.0460803333333333,0.12414,0.12414,0.930560547025578
"TDRD12","Tdrd12",0.48674,0.700095,0.455022,9,16,1,0.547285666666667,0.46551,0.46551,1.05580014238502
"TDRD3","Tdrd3",10.462107,9.83262,8.615313,419,612,116,9.63668,9.77581,9.77581,0.987088673612471
"TDRD5","Tdrd5",4.777423,1.115367,4.995427,52,42,8,3.62940566666667,0.21724,0.21724,3.80319876660861
"TDRD6","Tdrd6",2.009967,2.46634,3.239249,92,186,21,2.571852,1.67585,1.67585,1.33484761851374
"TDRD7","Tdrd7",22.239809,25.794578,19.085397,762,1012,229,22.3732613333333,18.52748,18.52748,1.1969420188029
"TDRD9","Tdrd9",0.111999,0.462926,0.301609,12,33,8,0.292178,3.19653,3.19653,0.307915825694085
"TDRKH","Tdrkh",14.389693,13.609219,14.863307,999,1217,273,14.2874063333333,8.03789,8.03789,1.69147957469424
"TEAD1","Tead1",4.374068,2.796437,3.130587,613,702,170,3.43369733333333,13.99647,13.99647,0.295649398380641
"TEAD2","Tead2",10.749401,6.269465,9.267826,40,29,18,8.76223066666667,5.15169,5.15169,1.58691849990274
"TEAD3","Tead3",1.753434,1.499739,2.670057,76,92,32,1.97441,3.2586,3.2586,0.698447846710186
"TEAD4","Tead4",0.643673,0.25724,0.296324,32,17,6,0.399079,5.67928,5.67928,0.209465541196057
"TEC","Tec",0.746772,0.763855,1.85877,40,62,12,1.12313233333333,1.30344,1.30344,0.92172243832413
"TECPR1","Tecpr1",19.292612,21.223759,16.758123,1677,2256,536,19.091498,14.95854,14.95854,1.25898095941107
"TECR","Tecr",2256.112729,1970.336829,3002.135841,6121,7991,2583,2409.52846633333,263.85368,263.85368,9.1013591592661
"TECRL","Tecrl",0.023457,0.192716,0.351926,1,13,3,0.189366333333333,1.30344,1.30344,0.51634352678313
"TECTA","Tecta",0.08863,0.059388,0.039513,10,9,2,0.0625103333333333,0.34138,0.34138,0.792102411943919
"TECTB","Tectb",0.063231,0.228027,0.546231,3,4,1,0.279163,0,0,1.279163
"TEDDM1","Teddm1a",0,0,0,0,0,0,0,0.06207,0.06207,0.941557524456957
"TEF","Tef",352.970083,246.377335,264.256283,4767,5493,1465,287.867900333333,11.23442,11.23442,23.6110825305436
"TEFM","Tefm",3.121981,3.173857,3.865645,55,89,21,3.387161,7.97582,7.97582,0.488775510204082
"TEK","Tek",5.815125,2.45702,3.446978,329,360,109,3.90637433333333,4.99652,4.99652,0.818203613651473
"TEKT1","Tekt1",1.256993,0.643018,0.934405,34,26,8,0.944805333333333,0.18621,0.18621,1.63951183461051
"TEKT2","Tekt2",2.956464,2.08123,2.565961,40,31,10,2.53455166666667,1.52068,1.52068,1.40222149049727
"TEKT3","Tekt3",0.056568,0,0,2,0,0,0.018856,3.75515,3.75515,0.214263693048589
"TEKT4","Tekt4",0.942597,0.537078,0.487525,23,23,4,0.655733333333333,2.23447,2.23447,0.511902516744114
"TEKT5","Tekt5",10.150868,8.158056,12.128943,353,418,135,10.1459556666667,0.31034,0.31034,8.50615539987077
"TELO2","Telo2",15.458044,15.48763,15.606537,304,378,80,15.5174036666667,36.52738,36.52738,0.440142734895606
"TEN1","Ten1",19.03943,20.949138,27.374575,188,307,99,22.454381,17.34818,17.34818,1.27829468644847
"TEP1","Tep1",6.13023,5.854883,6.334078,232,275,40,6.106397,12.32062,12.32062,0.533488456243028
"TEPP","Tepp",0,0.110471,0,0,1,0,0.0368236666666667,1.58275,1.58275,0.401441744910141
"TERF1","Terf1",4.914819,4.534012,4.398364,166,223,43,4.61573166666667,16.66542,16.66542,0.317894036296146
"TERF2","Terf2",13.953021,10.180051,11.216584,524,561,149,11.7832186666667,40.2515,40.2515,0.309884941557681
"TERF2IP","Terf2ip",12.221089,9.669564,11.240828,926,1103,267,11.043827,113.27522,113.27522,0.105393163977282
"TERT","Tert",0.428958,0.299158,0.995733,37,33,11,0.574616333333333,0,0,1.57461633333333
"TES","Tes",3.490395,1.839761,1.004363,57,77,15,2.11150633333333,5.86548,5.86548,0.453210312073349
"TESC","Tesc",15.453284,18.830214,24.668461,251,449,122,19.650653,16.13784,16.13784,1.20497408074763
"TESK1","Tesk1",19.74615,16.580756,23.832937,776,900,327,20.053281,36.74462,36.74462,0.557782301159741
"TESK2","Tesk2",5.162795,4.853695,5.737975,245,309,80,5.25148833333333,29.91707,29.91707,0.202201836504343
"TESPA1","Tespa1",0.33854,0.217558,0,2,11,0,0.185366,4.2517,4.2517,0.225710912656854
"TET1","Tet1",4.613795,2.05807,3.325938,377,571,90,3.332601,0.46551,0.46551,2.95637764327777
"TET2","Tet2",6.281463,7.176282,4.611814,650,954,161,6.02318633333333,2.51378,2.51378,1.99875528158659
"TET3","Tet3",3.647481,3.330661,2.69445,885,1217,208,3.22419733333333,0.93103,0.93103,2.18753584011296
"TEX10","Tex10",8.789245,5.883421,7.371309,314,341,86,7.34799166666667,4.03446,4.03446,1.6581702241485
"TEX101","Tex101",0,0,0,0,0,0,0,0,0,1
"TEX11","Tex11",0.173276,0.335987,0.230986,12,35,5,0.246749666666667,0,0,1.24674966666667
"TEX12","Tex12",0.093555,0.055967,0.286666,1,1,1,0.145396,0.18621,0.18621,0.965592938855683
"TEX14","Tex14",0.121782,0.639526,0.059886,10,19,2,0.273731333333333,1.42758,1.42758,0.5246918055567
"TEX15","Tex15",0.6431,0.411065,0.499696,78,66,9,0.517953666666667,0.24827,0.24827,1.21604594091556
"TEX19","Tex19.1",0,0,0,0,0,0,0,0,0,1
"TEX2","Tex2",37.708713,29.402027,31.67888,2786,3504,784,32.9298733333333,28.73777,28.73777,1.14096898769926
"TEX22","Tex22",0.086299,0.299905,0.27624,1,7,1,0.220814666666667,1.14827,1.14827,0.5682780407801
"TEX26","Tex26",0.248394,0.204047,0.541182,5,6,3,0.331207666666667,1.92413,1.92413,0.455249139630135
"TEX261","Tex261",22.536196,20.268603,21.333889,698,1036,268,21.3795626666667,23.86538,23.86538,0.900028982732887
"TEX264","Tex264",28.459598,31.415176,28.946283,527,811,230,29.607019,72.03063,72.03063,0.419098383787734
"TEX29","Tex29",0.066719,0,0.777532,1,0,1,0.281417,0.46551,0.46551,0.874382979304133
"TEX30","Tex30",5.347862,4.786846,4.520347,57,76,13,4.88501833333333,11.82407,11.82407,0.458904102467729
"TEX33","Tex33",0,0,0,0,0,0,0,0.65172,0.65172,0.605429491681399
"TEX35","Tex35",0,0.050312,0,0,1,0,0.0167706666666667,0.15517,0.15517,0.880191371544159
"TEX9","Tex9",8.365371,4.609102,8.013917,194,287,63,6.99613,5.08963,5.08963,1.31307320806026
"TFAM","Tfam",27.505665,22.239858,23.003715,713,859,192,24.249746,12.53786,12.53786,1.86512092753212
"TFAP2A","Tfap2a",0.898619,0.328025,0.87811,47,22,12,0.701584666666667,1.58275,1.58275,0.658826702803859
"TFAP2B","Tfap2b",0.599857,0.36062,0.354167,60,37,7,0.438214666666667,1.58275,1.58275,0.556853999290162
"TFAP2C","Tfap2c",0,0,0.055156,0,0,1,0.0183853333333333,0.24827,0.24827,0.815837385608349
"TFAP2D","Tfap2d",0,0,0,0,0,0,0,0,0,1
"TFAP2E","Tfap2e",0,0.085757,0.083383,0,5,1,0.05638,5.21376,5.21376,0.170006566072716
"TFB1M","Tfb1m",3.500016,3.604497,3.298396,100,140,31,3.46763633333333,10.55166,10.55166,0.386752755303855
"TFB2M","Tfb2m",24.053646,17.729172,24.479748,372,507,103,22.087522,2.35861,2.35861,6.87413007166655
"TFCP2","Tfcp2",12.674816,10.089064,10.548064,545,643,151,11.1039813333333,22.87228,22.87228,0.507030804486766
"TFCP2L1","Tfcp2l1",0.071598,0.051159,0.090323,15,16,6,0.0710266666666667,0.40345,0.40345,0.763138456422863
"TFDP1","Tfdp1",16.184038,13.933091,15.14365,532,636,141,15.0869263333333,42.45493,42.45493,0.370197957592691
"TFDP2","Tfdp2",9.965924,11.426874,8.299939,999,1456,267,9.897579,30.91017,30.91017,0.341508020797131
"TFE3","Tfe3",14.288922,14.545278,10.321038,617,796,186,13.051746,29.48259,29.48259,0.460976117843005
"TFEB","Tfeb",16.08562,24.165609,13.390651,228,491,110,17.8806266666667,88.23053,88.23053,0.211593797175324
"TFEC","Tfec",0.014781,0,0,1,0,0,0.004927,3.1655,3.1655,0.241250030008402
"TFF1","Tff1",0,0,0,0,0,0,0,1.48965,1.48965,0.401662884341172
"TFF2","Tff2",0,0,0,0,0,0,0,0.49655,0.49655,0.668203534796699
"TFF3","Tff3",0,0,0,0,0,0,0,8.37926,8.37926,0.106618219347795
"TFIP11","Tfip11",13.017975,11.573893,9.497749,762,1038,233,11.3632056666667,24.98262,24.98262,0.475825981624127
"TFPI","Tfpi",2.529611,2.261774,1.250249,76,82,20,2.013878,6.70341,6.70341,0.391239464081491
"TFPI2","Tfpi2",0.222644,0.075717,0.479154,3,2,4,0.259171666666667,1.61378,1.61378,0.481743554035407
"TFPT","Tfpt",43.775481,34.717329,34.411436,201,239,63,37.6347486666667,36.55841,36.55841,1.02865772716861
"TFR2","Tfr2",1.381591,1.857853,2.538416,38,58,18,1.92595333333333,3.94136,3.94136,0.592135228628016
"TFRC","Tfrc",85.515819,54.882044,35.253808,3290,4835,931,58.550557,15.95163,15.95163,3.51296937226686
"TG","Tg",0.010338,0,0.016312,2,0,1,0.00888333333333333,13.96544,13.96544,0.0674142112315664
"TGDS","Tgds",3.393143,2.960906,2.852877,76,104,30,3.06897533333333,7.29306,7.29306,0.490648244837651
"TGFA","Tgfa",9.795317,14.48552,11.438643,956,2090,352,11.9064933333333,28.30329,28.30329,0.440445196881761
"TGFB1","Tgfb1",1.697556,1.470504,2.079753,59,99,25,1.749271,31.43775,31.43775,0.0847552928301131
"TGFB1I1","Tgfb1i1",3.588104,2.586514,3.889176,119,156,46,3.354598,16.51025,16.51025,0.248688511014977
"TGFB2","Tgfb2",4.41517,3.873209,6.08609,250,428,77,4.79148966666667,5.80342,5.80342,0.85126152239119
"TGFB3","Tgfb3",3.356121,4.474052,3.86259,247,495,90,3.89758766666667,92.3581,92.3581,0.0524602328739195
"TGFBI","Tgfbi",4.028287,2.828844,10.606738,234,209,132,5.82128966666667,40.4377,40.4377,0.16461554735583
"TGFBR1","Tgfbr1",5.194311,5.535945,4.067587,553,906,146,4.93261433333333,9.03098,9.03098,0.591429185715985
"TGFBR2","Tgfbr2",3.043786,2.592676,3.025115,354,457,124,2.88719233333333,18.46541,18.46541,0.199697429097735
"TGFBR3","Tgfbr3",3.00128,1.766928,2.95718,354,349,121,2.57512933333333,3.91032,3.91032,0.728084795559828
"TGFBRAP1","Tgfbrap1",9.255047,7.964987,7.563434,970,1340,252,8.261156,4.96549,4.96549,1.55245520485325
"TGIF1","Tgif1",2.543167,1.237035,1.9833,42,60,9,1.92116733333333,28.83087,28.83087,0.0979243090574741
"TGIF2","Tgif2",1.902897,1.451282,1.329967,13,17,5,1.561382,5.02756,5.02756,0.424945085573599
"TGM1","Tgm1",0.267304,0.091142,0.054271,5,8,1,0.137572333333333,8.00685,8.00685,0.126300796985998
"TGM2","Tgm2",7.09034,5.532235,6.629018,405,348,119,6.41719766666667,30.38259,30.38259,0.236347531120493
"TGM3","Tgm3",0.021898,0.082749,0.034662,2,11,1,0.0464363333333333,7.01375,7.01375,0.130580107107576
"TGM4","Tgm4",0.834116,0.976164,0.911312,15,22,4,0.907197333333333,0,0,1.90719733333333
"TGM5","Tgm5",0.120284,0,0,4,0,0,0.0400946666666667,0,0,1.04009466666667
"TGS1","Tgs1",11.389046,7.045996,5.792688,513,626,125,8.07591,2.04826,2.04826,2.97740678288597
"TH","Th",3.749715,1.217264,1.335873,66,33,6,2.10095066666667,1.39654,1.39654,1.29392819091969
"THADA","Thada",3.110699,3.066638,3.254402,330,430,82,3.143913,57.41347,57.41347,0.0709410517813785
"THAP1","Thap1",3.819101,4.143533,5.276131,133,170,43,4.41292166666667,4.93445,4.93445,0.912118505786832
"THAP11","Thap11",7.859152,6.267122,11.164952,294,357,130,8.43040866666667,17.25507,17.25507,0.5165912081776
"THAP2","Thap2",4.153267,4.19759,3.691026,395,528,117,4.013961,5.27583,5.27583,0.79893193410274
"THAP3","Thap3",8.37596,8.062002,12.014552,130,185,57,9.48417133333333,30.01017,30.01017,0.338088160540021
"THAP4","Thap4",15.126961,11.188445,20.493105,287,325,99,15.602837,37.98599,37.98599,0.425866753672281
"THAP7","Thap7",12.710815,11.193731,17.10071,147,214,60,13.6684186666667,46.17905,46.17905,0.310909580982802
"THBD","Thbd",1.923843,1.380371,1.939174,155,170,49,1.747796,3.19653,3.19653,0.654778114299195
"THBS1","Thbs1",0.937138,1.163198,0.984642,92,108,20,1.028326,9.99305,9.99305,0.184509849404851
"THBS2","Thbs2",3.431667,3.723217,3.399429,433,713,137,3.51810433333333,17.93783,17.93783,0.238575609419523
"THBS3","Thbs3",17.631234,18.451975,22.107151,175,297,70,19.3967866666667,16.66542,16.66542,1.15461657105615
"THBS4","Thbs4",0.239995,0.318335,0.227826,16,6,5,0.262052,20.94816,20.94816,0.0575014944305126
"THEG","Theg",0,0.254577,0,0,2,0,0.084859,0.12414,0.12414,0.965056843453662
"THEGL","Thegl",0.061102,0.115144,0,2,2,0,0.0587486666666667,0,0,1.05874866666667
"THEM4","Them4",12.700864,11.965265,13.172178,452,636,148,12.612769,14.52406,14.52406,0.876882014112288
"THEM5","Them5",1.056821,0.05687,0.803518,25,2,6,0.639069666666667,1.67585,1.67585,0.612541684573749
"THEM6","Them6",26.456995,22.655071,34.761537,945,1229,389,27.9578676666667,13.34475,13.34475,2.01870842410406
"THEMIS","Themis",0.356923,0.287884,0.281766,8,11,2,0.308857666666667,0.83793,0.83793,0.712136842353445
"THEMIS2","Themis2",0.180993,0.220099,0.190804,12,22,4,0.197298666666667,52.60315,52.60315,0.0223363490143148
"THG1L","Thg1l",2.568141,2.272774,3.450356,77,111,40,2.763757,4.96549,4.96549,0.630921684555669
"THNSL1","Thnsl1",6.849068,6.412287,7.817673,333,493,120,7.02634266666667,2.51378,2.51378,2.28424735375199
"THNSL2","Thnsl2",3.505081,3.435108,3.80066,95,121,33,3.580283,26.62744,26.62744,0.165787456239159
"THOC1","Thoc1",41.821961,30.597675,43.603812,734,778,215,38.6744826666667,31.56189,31.56189,1.2184330414072
"THOC2","Thoc2",47.362181,25.64432,26.17069,950,1178,184,33.0590636666667,30.755,30.755,1.07255750800399
"THOC3","Thoc3",9.811719,8.587108,10.007005,451,598,155,9.46861066666667,14.12061,14.12061,0.692340498608632
"THOC5","Thoc5",16.127304,11.419747,15.035936,545,682,148,14.194329,14.46199,14.46199,0.982689097587051
"THOC6","Thoc6",4.329505,4.932873,4.43742,104,172,35,4.56659933333333,17.0999,17.0999,0.307548623657221
"THOC7","Thoc7",99.132567,84.781165,103.0497,830,1028,258,95.6544773333333,58.77898,58.77898,1.61686394336828
"THOP1","Thop1",13.820385,12.100788,8.132747,411,587,134,11.3513066666667,68.98926,68.98926,0.176474314297175
"THPO","Thpo",3.365312,1.756184,3.828845,82,65,32,2.983447,0.77586,0.77586,2.24310869100042
"THRA","Thra",114.032186,93.630119,102.875188,4410,5329,1360,103.512497666667,128.41996,128.41996,0.807545433228898
"THRAP3","Thrap3",71.301791,56.635058,45.942996,1954,2481,488,57.9599483333333,31.96534,31.96534,1.78854361378749
