"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"UCHL1","Uchl1",3993.611011,3832.567402,5664.193416,7127,10875,2940,4496.79060966667,7862.25466,7862.25466,0.572001137461147
"UCHL3","Uchl3",19.985314,16.590216,18.157904,314,386,87,18.244478,35.84653,35.84653,0.522287390427267
"UCHL5","Uchl5",55.688827,48.220955,55.145812,924,1172,281,53.0185313333333,22.43413,22.43413,2.30512211604755
"UCK1","Uck1",22.853477,18.096481,25.548265,462,635,181,22.1660743333333,38.73181,38.73181,0.583061137494953
"UCK2","Uck2",11.434563,9.324494,10.731906,405,600,144,10.4969876666667,45.40142,45.40142,0.247772323921696
"UCKL1","Uckl1",44.312109,40.847254,43.492842,407,554,141,42.8840683333333,47.79537,47.79537,0.899349022936671
"UCMA","Ucma",2.725431,6.934832,4.761542,23,71,10,4.80726833333333,0,0,5.80726833333333
"UCN","Ucn",0.669532,0.572109,0.548413,4,5,1,0.596684666666667,8.72903,8.72903,0.164115504491883
"UCN2","Ucn2",0,0.031419,0,0,1,0,0.010473,0.18817,0.18817,0.850444801669795
"UCN3","Ucn3",0.414183,0.161228,0.326388,12,7,3,0.300599666666667,0,0,1.30059966666667
"UCP1","Ucp1",0.03153,0,0,1,0,0,0.01051,0.03136,0.03136,0.979783974557865
"UCP2","Ucp2",49.400031,41.971432,42.317743,695,846,227,44.5630686666667,69.57091,69.57091,0.645635271908307
"UCP3","Ucp3",2.71757,2.752886,3.586379,139,207,57,3.018945,0.56451,0.56451,2.56882026960518
"UEVLD","Uevld",3.653782,4.237673,3.636736,326,437,81,3.84273033333333,5.69739,5.69739,0.723077248500286
"UFC1","Ufc1",45.913072,43.180383,49.049605,800,1125,278,46.0476866666667,144.18061,144.18061,0.324063156000424
"UFL1","Ufl1",14.697111,11.21949,11.371034,623,852,191,12.4292116666667,5.36287,5.36287,2.11055886206486
"UFM1","Ufm1",38.497877,47.257514,28.173155,982,1308,310,37.976182,42.87157,42.87157,0.888415481825702
"UFSP1","Ufsp1",20.777614,16.179858,29.244609,210,224,67,22.0673603333333,8.6454,8.6454,2.3915400432676
"UFSP2","Ufsp2",29.046527,24.231794,28.73226,810,953,239,27.3368603333333,35.26111,35.26111,0.781466985796445
"UGCG","Ugcg",22.956351,18.468766,15.25783,1228,1537,318,18.8943156666667,9.13674,9.13674,1.96259504206152
"UGDH","Ugdh",16.586105,12.118797,12.319963,466,556,119,13.674955,6.94141,6.94141,1.84790295426127
"UGGT1","Uggt1",25.673147,16.979082,7.190244,1375,1540,335,16.6141576666667,5.57194,5.57194,2.6802067071012
"UGP2","Ugp2",55.216695,44.822236,57.391029,1756,2335,525,52.4766533333333,84.81274,84.81274,0.623178485308048
"UGT1A1","Ugt1a1",0.068645,0,0,3,0,0,0.0228816666666667,0,0,1.02288166666667
"UGT1A10","Ugt1a9",0,0,0,0,0,0,0,0,0,1
"UGT1A3","Ugt1a2",0,0,0,0,0,0,0,0,0,1
"UGT2A1","Ugt2a1",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"UGT2A3","Ugt2a3",0,0,0,0,0,0,0,0,0,1
"UGT3A2","Ugt3a2",0,0,0,0,0,0,0,0.35543,0.35543,0.737773252768494
"UHMK1","Uhmk1",55.240571,47.708618,44.715977,9558,12256,2418,49.221722,35.61654,35.61654,1.37155837225472
"UHRF1","Uhrf1",0.655197,0.816831,1.288127,20,38,6,0.920051666666667,1.59945,1.59945,0.738637660530753
"UHRF1BP1L","Uhrf1bp1l",15.46271,14.305841,14.730021,1195,1387,306,14.8328573333333,16.67402,16.67402,0.895826605001767
"UHRF2","Uhrf2",18.75411,15.507341,14.872981,546,672,153,16.378144,7.07731,7.07731,2.15147666735584
"UIMC1","Uimc1",6.162047,6.775516,7.635497,270,415,104,6.85768666666667,10.61074,10.61074,0.676760195014845
"ULK1","Ulk1",51.792951,40.862173,50.237007,1659,1996,528,47.6307103333333,18.51391,18.51391,2.49210487971572
"ULK2","Ulk2",14.270272,14.47829,11.24714,1545,2238,393,13.3319006666667,10.65256,10.65256,1.2299357966547
"ULK3","Ulk3",24.261232,15.119827,17.033147,360,437,136,18.8047353333333,50.35658,50.35658,0.385631896308775
"ULK4","Ulk4",1.692133,1.855185,1.907775,74,81,15,1.81836433333333,2.3835,2.3835,0.832973055514507
"UMOD","Umod",0,0,0,0,0,0,0,0.07318,0.07318,0.931810134367021
"UMODL1","Umodl1",0,0,0.54623,0,0,1,0.182076666666667,0.05227,0.05227,1.1233587070492
"UMPS","Umps",3.216341,2.821729,2.675897,244,318,64,2.90465566666667,10.47484,10.47484,0.340279748272452
"UNC119","Unc119",19.90415,13.729397,19.556366,416,410,122,17.729971,88.52388,88.52388,0.209217596466999
"UNC119B","Unc119b",6.169615,4.30494,4.980684,407,450,125,5.15174633333333,10.56892,10.56892,0.531747676821461
"UNC13A","Unc13a",37.214725,26.713752,23.052155,2930,3098,665,28.993544,16.54857,16.54857,1.70917311211113
"UNC13B","Unc13b",6.247135,3.906729,4.733963,424,425,74,4.962609,6.02146,6.02146,0.849197887618814
"UNC13C","Unc13c",24.721316,17.654861,15.412543,4627,5059,917,19.2629066666667,4.85062,4.85062,3.46337767051469
"UNC13D","Unc13d",2.135997,2.398223,1.78843,48,81,11,2.10755,10.66301,10.66301,0.266444940028346
"UNC45A","Unc45a",14.789153,13.596052,15.841356,556,747,179,14.742187,43.08065,43.08065,0.357122388168051
"UNC45B","Unc45b",1.865724,1.320547,1.093814,38,46,8,1.426695,0.01045,0.01045,2.40159829778811
"UNC50","Unc50",43.627158,38.068493,38.066504,486,656,171,39.9207183333333,43.55107,43.55107,0.918512581927512
"UNC5A","Unc5a",14.381179,13.120145,17.008758,703,864,276,14.836694,3.75296,3.75296,3.33196450212078
"UNC5B","Unc5b",9.691037,10.954103,12.011513,1248,2150,487,10.885551,2.90619,2.90619,3.04274779260609
"UNC5C","Unc5c",2.744992,2.994735,2.517236,579,705,121,2.752321,0.63769,0.63769,2.29122788806184
"UNC5CL","Unc5cl",0.585382,0.214091,0.104317,9,3,2,0.301263333333333,0.47043,0.47043,0.884954287748029
"UNC5D","Unc5d",2.759918,1.86755,1.582151,545,573,95,2.069873,0.44952,0.44952,2.11785487609692
"UNC79","Unc79",7.019419,6.855461,7.445336,849,898,223,7.10673866666667,1.25447,1.25447,3.59585120523523
"UNC80","Unc80",34.60401,30.254162,21.990993,6400,8745,1172,28.9497216666667,0.83631,0.83631,16.3097307462611
"UNC93A","Unc93a",0.073241,0.023902,0,4,2,0,0.032381,0,0,1.032381
"UNC93B1","Unc93b1",7.214047,9.806714,18.378267,135,324,71,11.799676,35.15657,35.15657,0.354006920457333
"UNCX","Uncx",0.868273,0.49493,0.353717,33,29,5,0.572306666666667,0,0,1.57230666666667
"UNG","Ung",0.801551,1.175517,1.496613,31,33,8,1.15789366666667,11.78158,11.78158,0.168828397323857
"UNK","Unk",6.246473,6.428285,5.947867,313,468,109,6.20754166666667,9.42945,9.42945,0.691075911641234
"UNKL","Unkl",10.181911,6.696093,10.533275,685,742,217,9.137093,29.94006,29.94006,0.327636501028117
"UOX","Uox",0.122179,0.510644,0.06464,5,14,1,0.232487666666667,0.04182,0.04182,1.18301402033621
"UPB1","Upb1",0.416189,0.330467,0.472583,19,38,8,0.406413,0.36589,0.36589,1.02966783562366
"UPF1","Upf1",9.081737,7.984163,9.276161,906,1207,291,8.780687,15.94224,15.94224,0.577295977391419
"UPF2","Upf2",14.721534,12.055895,11.15236,1350,1723,307,12.643263,6.73233,6.73233,1.76444396449712
"UPK1A","Upk1a",0.365465,0.338747,0.574204,10,14,5,0.426138666666667,3.41844,3.41844,0.322769725664865
"UPK1B","Upk1b",0.203073,0.27232,0.64154,4,2,2,0.372311,0.06272,0.06272,1.29131944444444
"UPK2","Upk2",0.153807,0.033676,0,3,1,0,0.0624943333333333,0.21953,0.21953,0.871232633336887
"UPK3A","Upk3a",0,0,0,0,0,0,0,0.74223,0.74223,0.573977029439282
"UPK3B","Upk3b",0,0,0,0,0,0,0,0.56451,0.56451,0.639177761727314
"UPP1","Upp1",2.206546,1.504424,1.430548,27,25,9,1.71383933333333,47.1995,47.1995,0.056304304678126
"UPP2","Upp2",68.861233,58.822713,64.710137,500,567,133,64.131361,0.15681,0.15681,56.3025570318375
"UPRT","Uprt",3.657505,2.826756,1.937948,169,198,28,2.807403,8.3736,8.3736,0.406183643424085
"UQCR10","Uqcr10",236.289809,215.756286,237.842079,1016,1416,315,229.962724666667,331.65094,331.65094,0.69430955062585
"UQCR11","Uqcr11",169.656842,164.451352,204.988768,782,1179,301,179.698987333333,516.121,516.121,0.349432700148192
"UQCRB","Uqcrb",141.37266,132.528446,131.961601,929,1284,273,135.287569,379.6972,379.6972,0.357994671355608
"UQCRC1","Uqcrc1",246.956833,206.753481,254.151493,3653,4508,1268,235.953935666667,544.92157,544.92157,0.434043915258133
"UQCRC2","Uqcrc2",162.516384,142.948727,177.297172,3103,3966,1078,160.920761,200.64229,200.64229,0.803009929117548
"UQCRFS1","Uqcrfs1",64.155356,56.518322,78.256132,1577,2117,599,66.3099366666667,193.75315,193.75315,0.345616677659215
"UQCRQ","Uqcrq",194.460175,208.640649,276.002923,741,1191,323,226.367915666667,509.71274,509.71274,0.445197266210094
"URB1","Urb1",1.669847,1.518046,0.717807,196,254,33,1.3019,5.04925,5.04925,0.380526511551019
"URGCP","Urgcp",25.665314,17.04321,14.842355,1157,1363,349,19.1836263333333,23.38544,23.38544,0.827691701824258
"URI1","Uri1",37.120536,26.984614,32.992513,677,943,194,32.3658876666667,34.93704,34.93704,0.928453975805093
"URM1","Urm1",34.823766,46.124421,43.980966,532,898,248,41.643051,99.03008,99.03008,0.426302278274695
"UROC1","Uroc1",0,0,0,0,0,0,0,0.04182,0.04182,0.959858708798065
"UROD","Urod",113.663127,66.55657,63.466288,605,794,232,81.2286616666667,170.25271,170.25271,0.48015976895587
"UROS","Uros",13.673199,12.857552,17.82115,307,328,98,14.783967,102.97121,102.97121,0.15181093881662
"USB1","Usb1",3.746812,3.508379,2.562933,91,109,26,3.272708,28.10016,28.10016,0.146827646308474
"USE1","Use1",45.020692,45.917968,60.431792,623,944,272,50.4568173333333,68.11781,68.11781,0.744479857410606
"USF1","Usf1",66.593362,84.643424,53.84424,505,762,198,68.360342,83.34919,83.34919,0.82230003631333
"USF2","Usf2",93.676061,77.602231,63.439021,757,1074,261,78.2391043333333,149.11486,149.11486,0.527856498239637
"USH1C","Ush1c",0.205169,0.1393,0,3,3,0,0.114823,0.14636,0.14636,0.97248944485153
"USH1G","Ush1g",0.124117,0.134415,0.175093,9,15,4,0.144541666666667,0.25089,0.25089,0.914981866244567
"USHBP1","Ushbp1",2.774009,2.35693,3.399134,149,215,56,2.84335766666667,2.66575,2.66575,1.04845056718725
"USO1","Uso1",25.902831,22.174791,27.244829,1817,2398,506,25.1074836666667,28.16289,28.16289,0.89522964516434
"USP1","Usp1",7.372993,4.998157,3.790628,380,462,85,5.38725933333333,8.62449,8.62449,0.663646523954343
"USP10","Usp10",55.34551,36.773872,59.517241,935,1010,279,50.545541,24.11722,24.11722,2.05219928797853
"USP11","Usp11",26.245026,18.168909,19.078434,1994,2057,467,21.164123,76.34505,76.34505,0.286561622236976
"USP12","Usp12",12.479621,10.387091,11.794015,730,918,200,11.5535756666667,33.95437,33.95437,0.359141808782898
"USP13","Usp13",6.175893,5.239925,5.675282,784,879,194,5.69703333333333,2.1326,2.1326,2.1378514120326
"USP14","Usp14",68.261608,50.219105,57.873733,2643,3022,711,58.7848153333333,44.94145,44.94145,1.30132626056281
"USP15","Usp15",28.588584,20.666716,15.963101,1515,1886,375,21.739467,33.83937,33.83937,0.652694552168997
"USP16","Usp16",36.193166,42.574537,39.751919,627,893,174,39.5065406666667,30.32685,30.32685,1.29302948322818
"USP18","Usp18",1.434197,0.803324,0.708077,33,27,8,0.981866,4.84017,4.84017,0.33935073807783
"USP19","Usp19",67.118203,53.668947,68.935258,2199,2645,660,63.2408026666667,42.73567,42.73567,1.46884231261729
"USP2","Usp2",19.119277,19.68908,13.622497,390,623,123,17.4769513333333,3.79478,3.79478,3.85355560282919
"USP20","Usp20",24.463473,18.713173,17.458065,1097,1462,348,20.2115703333333,57.8416,57.8416,0.360485954381481
"USP21","Usp21",18.165951,12.665649,19.50263,470,525,165,16.7780766666667,13.86191,13.86191,1.19621748931777
"USP22","Usp22",55.652531,49.126292,51.380019,3139,4127,953,52.0529473333333,47.36676,47.36676,1.09688859318535
"USP24","Usp24",9.26019,8.45635,7.359061,1884,2431,399,8.35853366666667,5.82284,5.82284,1.3716478279817
"USP25","Usp25",10.458307,11.278578,14.661868,813,1219,219,12.1329176666667,17.39534,17.39534,0.713926334966718
"USP26","Usp26",0.011331,0.00752,0,1,1,0,0.00628366666666667,0.01045,0.01045,0.995876754581292
"USP28","Usp28",15.607775,11.384212,8.43419,326,355,80,11.8087256666667,2.42531,2.42531,3.73943545742332
"USP29","Usp29",13.90032,7.551183,5.860306,1450,1385,262,9.10393633333333,0,0,10.1039363333333
"USP3","Usp3",12.407362,13.110984,5.171759,258,394,83,10.230035,5.47786,5.47786,1.73360260950376
"USP30","Usp30",12.144524,12.820735,10.754336,758,1126,271,11.9065316666667,5.89602,5.89602,1.87159139136294
"USP33","Usp33",74.237612,54.968932,56.883898,3008,3567,822,62.0301473333333,31.43497,31.43497,1.94327749750758
"USP34","Usp34",125.910256,82.331533,71.766838,3407,3868,683,93.336209,39.05588,39.05588,2.35511512916456
"USP36","Usp36",6.885427,4.818551,6.68497,650,760,193,6.12964933333333,14.37415,14.37415,0.463742667616313
"USP37","Usp37",4.967886,5.236885,2.667828,564,653,114,4.29086633333333,1.94443,1.94443,1.79690681501456
"USP38","Usp38",5.644659,4.748262,5.50326,563,709,169,5.298727,2.23714,2.23714,1.9457691048271
"USP39","Usp39",12.345218,11.543793,9.643009,391,517,125,11.17734,34.78023,34.78023,0.340337107950396
"USP4","Usp4",30.384442,24.133133,30.402431,1294,1570,384,28.3066686666667,25.44487,25.44487,1.10821753582705
"USP40","Usp40",5.256944,4.523242,4.993265,514,625,165,4.92448366666667,15.71226,15.71226,0.354499251846648
"USP42","Usp42",3.65938,3.695548,3.306816,373,464,74,3.55391466666667,2.18487,2.18487,1.42985888487338
"USP43","Usp43",0.238064,0.125451,0.199913,9,13,4,0.187809333333333,0.4077,0.4077,0.843794369065379
"USP44","Usp44",0,0.013298,0,0,1,0,0.00443266666666667,0.58542,0.58542,0.63354358256277
"USP45","Usp45",13.257085,8.831107,5.983026,977,1294,221,9.35707266666667,4.62064,4.62064,1.84268564908385
"USP46","Usp46",29.046127,23.867916,19.3841,1457,2002,370,24.099381,9.15764,9.15764,2.47098548481734
"USP47","Usp47",16.227578,12.258811,13.351501,1891,2128,504,13.9459633333333,28.8633,28.8633,0.500479295099113
"USP48","Usp48",76.276823,68.534128,61.595806,2366,3536,686,68.8022523333333,19.30841,19.30841,3.43711065185966
"USP49","Usp49",6.016775,6.106477,6.827954,564,691,161,6.31706866666667,0.32407,0.32407,5.52619473794185
"USP5","Usp5",81.142655,78.416195,85.7434,3264,4610,1194,81.7674166666667,176.13827,176.13827,0.467247516116459
"USP50","Usp50",0.370232,0.147919,0.56641,16,10,6,0.361520333333333,1.26493,1.26493,0.601131307958009
"USP51","Usp51",0.220063,0.176959,0.07041,10,12,1,0.155810666666667,0.72132,0.72132,0.671467633366641
"USP53","Usp53",33.270227,37.805223,33.920489,1078,1944,324,34.9986463333333,28.53923,28.53923,1.21867246821712
"USP54","Usp54",32.494125,34.287822,24.434752,3209,4837,806,30.4055663333333,16.82037,16.82037,1.76234086796926
"USP6NL","Usp6nl",6.337583,4.296637,4.88273,891,894,227,5.17231666666667,4.67291,4.67291,1.08803359592637
"USP7","Usp7",95.215159,74.303469,77.601339,2771,3205,742,82.3733223333333,29.05147,29.05147,2.77435088311265
"USP8","Usp8",22.382929,19.393006,19.422282,2015,2606,526,20.3994056666667,25.63304,25.63304,0.803490914543239
"USP9X","Usp9x",41.952316,36.737971,34.446818,5880,7974,1321,37.7123683333333,14.7714,14.7714,2.45459301858639
"USPL1","Uspl1",9.145781,6.386103,8.217505,601,683,187,7.916463,6.36644,6.36644,1.21041683635515
"UST","Ust",5.61343,4.394351,5.668548,502,573,156,5.225443,23.85587,23.85587,0.250461681687263
"UTF1","Utf1",0,0.057205,0,0,2,0,0.0190683333333333,0.4077,0.4077,0.723924368355
"UTP14A","Utp14a",5.911056,5.256549,4.279733,291,372,70,5.14911266666667,9.81624,9.81624,0.568507417241728
"UTP14C","Utp14b",2.582931,3.596253,1.847105,377,806,84,2.67542966666667,4.96562,4.96562,0.616101874854025
"UTP15","Utp15",7.052845,4.771209,4.308275,452,520,119,5.377443,4.7879,4.7879,1.1018578413587
"UTP18","Utp18",4.401596,4.08454,5.603519,207,259,77,4.69655166666667,34.43525,34.43525,0.160759460330227
"UTP20","Utp20",5.915152,4.470906,4.244467,540,602,94,4.87684166666667,2.17442,2.17442,1.85131194569927
"UTP23","Utp23",4.373365,3.975126,4.367998,149,200,33,4.23882966666667,8.87539,8.87539,0.530493445490929
"UTP3","Utp3",14.189621,10.498227,12.145521,461,509,124,12.2777896666667,17.17581,17.17581,0.730519831945133
"UTP6","Utp6",19.707134,17.360906,17.997664,888,1143,228,18.3552346666667,26.35436,26.35436,0.707574027199564
"UTS2","Uts2",34.718954,36.730447,54.35841,234,376,116,41.935937,2.2476,2.2476,13.220820605986
"UTS2R","Uts2r",0,0.057802,0,0,3,0,0.0192673333333333,0.63769,0.63769,0.622381118119628
"UTY","Uty",5.330442,4.476799,5.997091,312,449,65,5.26811066666667,0,0,6.26811066666667
"UVRAG","Uvrag",23.243584,20.566733,12.376912,682,836,173,18.7290763333333,8.30042,8.30042,2.12131025623932
"UVSSA","Uvssa",2.659672,2.336556,1.843419,383,509,86,2.27988233333333,1.64127,1.64127,1.24178229917174
"UXS1","Uxs1",11.374017,11.314959,7.304963,414,537,106,9.99797966666667,57.7266,57.7266,0.187274244833971
"UXT","Uxt",8.100041,11.326251,6.128392,69,111,16,8.518228,139.95722,139.95722,0.06752565069033
"VAC14","Vac14",8.048443,6.811205,7.693835,580,728,171,7.51782766666667,65.43115,65.43115,0.128220385567112
"VAMP1","Vamp1",605.514589,527.662769,664.92001,20533,26367,6962,599.365789333333,567.95158,567.95158,1.05521420528146
"VAMP2","Vamp2",100.817775,76.508189,91.695492,4209,4708,1208,89.6738186666667,291.21514,291.21514,0.310298154526376
"VAMP3","Vamp3",22.962926,31.866197,23.087237,847,1627,293,25.97212,77.90269,77.90269,0.341840309880436
"VAMP4","Vamp4",39.446018,32.454065,34.001984,1383,1658,339,35.300689,17.23853,17.23853,1.99032975793554
"VAMP5","Vamp5",5.615612,5.329091,6.310067,60,101,23,5.75159,112.34839,112.34839,0.0595649395637644
"VAMP8","Vamp8",7.642087,7.612872,7.539549,108,161,33,7.59816933333333,104.38249,104.38249,0.0815901136264035
"VANGL1","Vangl1",2.062748,3.537936,1.471009,145,207,39,2.357231,1.11857,1.11857,1.58466843200838
"VANGL2","Vangl2",5.796118,4.651839,3.849831,406,480,139,4.76592933333333,1.71444,1.71444,2.12416901214738
"VAPA","Vapa",55.913676,50.662036,51.788508,1403,1939,413,52.7880733333333,201.94903,201.94903,0.26503242382254
"VAPB","Vapb",67.3485,61.903891,63.8357,3605,4591,1046,64.362697,38.9618,38.9618,1.63562945112583
"VARS2","Vars2",18.761594,13.977558,12.90058,390,467,125,15.213244,12.05338,12.05338,1.24207247471536
"VASH1","Vash1",8.557573,10.6051,5.859258,457,857,98,8.34064366666667,16.07814,16.07814,0.54693565380461
"VASH2","Vash2",2.142656,1.502147,1.828963,167,196,49,1.82458866666667,1.09766,1.09766,1.34654265546689
"VASN","Vasn",6.382649,7.468124,5.799045,237,368,53,6.54993933333333,13.09877,13.09877,0.535503404434098
"VASP","Vasp",17.267027,17.475891,43.078902,274,409,99,25.9406066666667,52.33238,52.33238,0.505145404474105
"VAT1","Vat1",17.549153,16.806389,14.90092,1017,1474,272,16.4188206666667,490.8643,490.8643,0.0354138746533681
"VAT1L","Vat1l",48.734964,35.663003,44.90969,3934,4215,1142,43.1025523333333,153.66232,153.66232,0.285153826305808
"VAV1","Vav1",0.685997,1.187458,1.14619,44,103,22,1.00654833333333,9.49217,9.49217,0.191242453499451
"VAV2","Vav2",29.156465,21.995056,33.090413,702,921,233,28.0806446666667,16.10951,16.10951,1.69967723603228
"VAV3","Vav3",6.452933,4.064801,4.831643,306,418,103,5.116459,1.62036,1.62036,2.33420560533667
"VAX1","Vax1",0,0.043733,0,0,1,0,0.0145776666666667,0.01045,0.01045,1.00408497863988
"VAX2","Vax2",0.095463,0.035078,0,2,1,0,0.0435136666666667,3.23026,3.23026,0.246678375954827
"VBP1","Vbp1",35.909163,34.969651,32.842638,865,1388,252,34.5738173333333,82.23062,82.23062,0.427412619698536
"VCAM1","Vcam1",9.04268,6.183472,8.119644,472,507,161,7.781932,2.82256,2.82256,2.29739546272655
"VCAN","Vcan",19.567055,18.638565,20.946022,765,1267,167,19.717214,2.21623,2.21623,6.44145909962907
"VCL","Vcl",14.631303,9.898249,19.346369,1050,1138,241,14.625307,26.62616,26.62616,0.565598222843855
"VCP","Vcp",86.267066,77.691424,84.772475,5964,8151,1921,82.9103216666667,218.9053,218.9053,0.38157480363896
"VCPIP1","Vcpip1",8.003012,7.028256,6.134893,1584,2200,374,7.055387,3.07346,3.07346,1.977529422162
"VDAC1","Vdac1",245.68137,202.773612,235.065845,5964,7730,1969,227.840275666667,211.66073,211.66073,1.07608149218084
"VDAC2","Vdac2",168.416851,156.344364,148.486564,2956,3870,1002,157.749259666667,175.5424,175.5424,0.89921321827882
"VDAC3","Vdac3",110.594285,93.264645,108.95717,2818,3466,886,104.272033333333,376.51921,376.51921,0.278852123401438
"VDR","Vdr",0.5775,1.609373,1.452742,56,152,26,1.213205,0.6586,0.6586,1.33438140600506
"VEGFA","Vegfa",39.778576,35.958835,34.148474,1047,1441,369,36.6286283333333,10.76755,10.76755,3.19766037393793
"VEGFB","Vegfb",39.12852,36.942036,54.732126,810,1159,360,43.600894,105.03064,105.03064,0.420641561722159
"VEGFC","Vegfc",2.086415,0.733721,0.332044,42,33,5,1.05072666666667,3.43934,3.43934,0.461944042733079
"VEPH1","Veph1",0.109446,0.100945,0.045551,11,12,2,0.085314,0.80495,0.80495,0.601298650932159
"VEZT","Vezt",17.325933,12.074617,9.180654,1149,1308,281,12.8604013333333,41.15712,41.15712,0.328779606703051
"VGF","Vgf",27.587596,24.163441,27.994334,1162,1641,418,26.5817903333333,31.27816,31.27816,0.854503179032923
"VGLL1","Vgll1",0,0,0,0,0,0,0,0,0,1
"VGLL2","Vgll2",0,0.096637,0,0,2,0,0.0322123333333333,0.16726,0.16726,0.884303696976966
"VGLL3","Vgll3",0.7099,0.412855,0.962566,76,71,22,0.695107,2.14306,2.14306,0.539317416784917
"VGLL4","Vgll4",9.735357,9.295049,11.779585,367,530,123,10.269997,38.39729,38.39729,0.286060208709787
"VHL","Vhl",50.428708,53.598943,59.048533,635,906,248,54.358728,5.04925,5.04925,9.15133743852544
"VIL1","Vil1",0.178551,0.17768,0.187029,6,9,4,0.181086666666667,0.02091,0.02091,1.15689597189436
"VILL","Vill",0.518675,0.936292,0.290471,16,8,5,0.581812666666667,6.83687,6.83687,0.201842402217552
"VIM","Vim",64.14558,44.266916,88.281687,1154,1381,515,65.5647276666667,2459.28712,2459.28712,0.0270556745696684
"VIP","Vip",1.04007,1.459222,1.176592,29,63,10,1.22529466666667,0.30316,0.30316,1.70761431187779
"VIPAS39","Vipas39",24.364084,21.389823,23.830989,912,1255,286,23.1949653333333,19.83111,19.83111,1.16148228938992
"VIPR1","Vipr1",6.609095,0.103446,0.115731,16,17,4,2.27609066666667,2.09079,2.09079,1.05995252562182
"VIPR2","Vipr2",2.006394,1.61556,1.031097,79,158,24,1.551017,0.09409,0.09409,2.33163359504246
"VIT","Vit",2.906215,2.163558,3.487941,157,176,45,2.85257133333333,29.98187,29.98187,0.124349218860364
"VKORC1","Vkorc1",16.668454,18.581093,28.251331,152,248,70,21.1669593333333,157.74981,157.74981,0.139634556622986
"VKORC1L1","Vkorc1l1",18.774025,15.892225,15.817331,1695,2191,482,16.8278603333333,16.51721,16.51721,1.0177340074894
"VLDLR","Vldlr",9.262699,10.798814,7.744287,1441,2198,413,9.2686,3.78432,3.78432,2.14630292288141
"VMA21","Vma21",20.246203,17.564841,12.287213,1130,1976,288,16.699419,13.25558,13.25558,1.24157831529829
"VMAC","Vmac",3.53513,3.943023,8.282911,145,212,69,5.253688,1.96534,1.96534,2.10892781266229
"VMO1","Vmo1",0.203332,0.067261,0.319442,2,1,1,0.196678333333333,7.78818,7.78818,0.13616907406691
"VMP1","Vmp1",158.739739,172.095435,160.984495,1811,2960,568,163.939889666667,54.2559,54.2559,2.9850186073644
"VNN1","Vnn1",0.05973,0.060802,0.063586,3,2,1,0.0613726666666667,0.41816,0.41816,0.748415317500611
"VNN3","Vnn3",0.027282,0,0,1,0,0,0.009094,0.08363,0.08363,0.931216374592804
"VOPP1","Vopp1",9.67574,6.518607,6.877308,567,551,136,7.69055166666667,49.15438,49.15438,0.173276026274608
"VPREB1","Vpreb2",0,0,0,0,0,0,0,0,0,1
"VPS11","Vps11",26.810643,25.097667,30.316796,1333,1692,460,27.4083686666667,47.3354,47.3354,0.587734221019515
"VPS13A","Vps13a",11.535158,8.695636,8.576537,855,1026,143,9.60244366666667,4.18157,4.18157,2.04618362130911
"VPS13B","Vps13b",4.685856,3.914917,2.485902,1413,1685,245,3.69555833333333,4.71472,4.71472,0.82166026215341
"VPS13C","Vps13c",12.522975,9.772921,11.780082,2215,2334,407,11.3586593333333,9.11583,9.11583,1.22171481068121
"VPS16","Vps16",60.741546,66.507509,79.231685,820,1215,292,68.8269133333333,55.24902,55.24902,1.24138897590275
"VPS18","Vps18",7.032377,6.835763,7.281833,619,902,199,7.049991,20.13427,20.13427,0.380897518580012
"VPS25","Vps25",32.436632,32.767061,36.337581,523,670,207,33.8470913333333,109.70355,109.70355,0.314778445075459
"VPS26A","Vps26a",27.100448,22.191162,23.738109,846,1163,262,24.3432396666667,34.65478,34.65478,0.71079500887866
"VPS26B","Vps26b",19.243392,15.972285,18.466252,1471,1809,444,17.8939763333333,34.21571,34.21571,0.53652123820117
"VPS28","Vps28",64.222291,55.068671,75.687382,1052,1355,392,64.9927813333333,417.96904,417.96904,0.15751231005836
"VPS29","Vps29",78.443284,86.96027,118.250402,1270,1709,429,94.5513186666667,176.62961,176.62961,0.537924497310255
"VPS33A","Vps33a",20.400749,15.152851,12.327222,1587,1900,364,15.960274,20.20745,20.20745,0.799731886671901
"VPS33B","Vps33b",24.402759,20.295683,15.635795,433,577,134,20.1114123333333,17.91804,17.91804,1.11594078103933
"VPS35","Vps35",51.876858,51.309573,39.140603,3160,4176,907,47.4423446666667,65.94339,65.94339,0.723631484253586
"VPS36","Vps36",5.968819,5.502167,10.745518,431,523,148,7.40550133333333,22.90456,22.90456,0.351627527690672
"VPS37A","Vps37a",16.600795,13.931755,12.409079,1375,1966,350,14.3138763333333,26.75161,26.75161,0.55181938393244
"VPS37B","Vps37b",2.918541,2.914153,2.800616,115,172,40,2.87777,17.92849,17.92849,0.204864202057322
"VPS37C","Vps37c",9.41283,13.258179,13.164449,382,624,141,11.9451526666667,14.14417,14.14417,0.854794463259899
