"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"VPS37C","Vps37c",9.41283,13.258179,13.164449,382,624,141,11.9451526666667,14.0147,13.42977,9.30742,12.25063,0.976946203061037
"VPS37D","Vps37d",4.518407,3.883647,7.398819,133,172,66,5.26695766666667,8.6308,10.77698,14.24516,11.2176466666667,0.512943109065739
"VPS39","Vps39",199.440578,146.423945,170.241007,1671,2040,466,172.035176666667,47.29548,38.38261,33.25327,39.6437866666667,4.25735864834117
"VPS41","Vps41",64.668058,52.611001,53.934025,3976,4660,1125,57.071028,76.76611,54.99021,43.30354,58.3532866666667,0.978396164076508
"VPS45","Vps45",38.14138,33.264711,24.59366,401,426,134,31.999917,55.81032,57.25614,67.73005,60.2655033333333,0.538637817442779
"VPS4A","Vps4a",42.732284,38.642827,33.597606,1432,1831,429,38.324239,96.84391,99.67321,80.66431,92.39381,0.421058301401346
"VPS4B","Vps4b",25.963165,24.387579,21.284031,1047,1486,303,23.8782583333333,14.49511,14.23113,9.5259,12.7507133333333,1.80923401792004
"VPS51","Vps51",40.27595,34.141977,31.580374,607,772,174,35.332767,285.61167,207.00083,139.58945,210.733983333333,0.171596294690216
"VPS52","Vps52",23.694022,43.18327,20.785378,1012,1476,361,29.22089,74.26467,60.84846,53.87816,62.9970966666667,0.472222828441853
"VPS53","Vps53",37.11822,37.696587,35.62601,975,1200,284,36.8136056666667,27.38334,30.94926,29.21132,29.1813066666667,1.25288166229163
"VPS54","Vps54",13.031738,9.704704,8.179804,545,698,133,10.3054153333333,6.82513,6.68725,5.09068,6.20102,1.56997416106792
"VPS72","Vps72",14.669999,16.322928,15.547883,304,407,124,15.5136033333333,59.52107,40.45511,38.62798,46.2013866666667,0.349854199198668
"VPS8","Vps8",45.20819,45.474097,26.795738,1041,1481,220,39.1593416666667,22.99339,20.72495,40.63803,28.11879,1.37915557846554
"VRK1","Vrk1",5.376211,5.362459,5.159001,268,382,83,5.29922366666667,27.18455,13.89954,8.2587,16.4475966666667,0.361036754059155
"VRK2","Vrk2",0.94071,1.039818,2.990317,13,38,15,1.65694833333333,11.04942,9.50585,3.05878,7.87135,0.29949763376863
"VRK3","Vrk3",15.674983,13.044008,14.960424,336,492,128,14.559805,25.87584,20.50389,19.51062,21.96345,0.677590039824155
"VRTN","Vrtn",0,0,0,0,0,0,0,0,0,0,0,1
"VSIG1","Vsig1",0.086231,0.029134,0.066691,4,1,1,0.0606853333333333,3.11438,2.62516,2.09745,2.61233,0.293629135027346
"VSIG10","Vsig10",1.894009,1.941337,1.903128,112,141,41,1.91282466666667,27.21768,32.13749,13.24013,24.1984333333333,0.115595466913948
"VSIG10L","Vsig10l",0.699879,0.834544,0.464881,43,55,10,0.666434666666667,2.53457,2.29356,2.31593,2.38135333333333,0.492830681206539
"VSIG2","Vsig2",2.983194,2.687576,3.545741,30,54,12,3.07217033333333,4.42308,2.29356,1.37645,2.69769666666667,1.1012721432892
"VSIG8","Vsig8",0.180328,0.310458,0.346899,5,13,3,0.279228333333333,0.14909,0.38687,1.15797,0.564643333333333,0.817584625250057
"VSNL1","Vsnl1",238.749946,194.251491,225.014914,8481,10516,2437,219.338783666667,609.14256,177.37797,6595.50875,2460.67642666667,0.0895076141119917
"VSTM2A","Vstm2a",33.392513,28.743194,27.293757,1253,1793,337,29.8098213333333,36.859,23.32248,27.90041,29.36063,1.01479519144805
"VSTM2B","Vstm2b",10.434545,7.500893,12.127224,276,361,102,10.0208873333333,43.15402,34.59686,50.18578,42.6455533333333,0.252508823732024
"VSTM2L","Vstm2l",26.063101,16.58039,23.801139,581,555,163,22.14821,30.49771,19.81306,86.2138,45.50819,0.497723304218031
"VSTM4","Vstm4",5.007396,4.288803,5.030076,291,371,92,4.775425,4.78753,7.84785,4.36968,5.66835333333333,0.866094628059101
"VSTM5","Vstm5",6.104274,4.899556,7.024569,251,301,91,6.00946633333333,1.07678,1.13296,6.79485,3.00153,1.75169655939936
"VSX1","Vsx1",0,0,0.039104,0,0,1,0.0130346666666667,1.39153,2.0725,2.84029,2.10144,0.326633649745495
"VSX2","Vsx2",1.465726,1.374871,2.167152,104,146,48,1.66924966666667,0.03313,0.13817,0,0.0571,2.52506826853341
"VTA1","Vta1",90.175541,86.315698,72.796414,613,887,190,83.0958843333333,12.87166,14.2035,12.08217,13.0524433333333,5.98443148558033
"VTCN1","Vtcn1",0,0,0,0,0,0,0,0,0,0,0,1
"VTI1A","Vti1a",11.739989,10.44472,13.546509,885,1143,256,11.910406,21.60186,23.23958,20.60304,21.8148266666667,0.565877891102394
"VTI1B","Vti1b",99.967039,87.608137,90.733724,1311,1639,402,92.7696333333333,161.23533,183.56782,147.1927,163.998616666667,0.568305572662882
"VTN","Vtn",28.751687,19.424486,47.096056,790,872,353,31.7574096666667,8.16696,5.55429,5.63689,6.45271333333333,4.39536692229318
"VWA1","Vwa1",12.031291,9.921454,14.911389,954,1189,372,12.2880446666667,52.62968,71.26621,99.58502,74.4936366666667,0.17601542664236
"VWA2","Vwa2",0,0.007414,0,0,1,0,0.00247133333333333,1.20931,1.18823,0.58991,0.995816666666667,0.502286282140143
"VWA3A","Vwa3a",5.098043,2.119493,4.1069,89,100,22,3.774812,3.2469,18.07216,19.96944,13.7628333333333,0.323434661368075
"VWA5A","Vwa5a",34.19585,23.604575,26.419376,974,1346,240,28.073267,16.53271,11.02568,5.83352,11.1306366666667,2.3966810480681
"VWA5B1","Vwa5b1",1.651759,1.133213,2.198473,122,128,28,1.66114833333333,0.43071,2.98439,0.43697,1.28402333333333,1.16511433771109
"VWA5B2","Vwa5b2",80.944107,57.848637,53.580786,1996,2108,597,64.12451,39.67519,35.34295,85.42726,53.4818,1.19534431681773
"VWA7","Vwa7",3.75365,4.935305,4.085814,351,715,123,4.25825633333333,12.97105,9.94798,16.60479,13.1746066666667,0.370963121375267
"VWA8","Vwa8",10.315298,9.53896,12.951219,1565,1994,432,10.935159,6.65947,5.91352,4.91589,5.82962666666667,1.74755657703105
"VWC2","Vwc2",4.617118,3.337917,4.686531,181,238,56,4.21385533333333,6.39441,5.55429,19.37953,10.4427433333333,0.455647320004556
"VWC2L","Vwc2l",3.125266,2.232663,2.837731,237,258,58,2.73188666666667,0.48041,0.1658,2.27223,0.972813333333333,1.891657261035
"VWCE","Vwce",0.697358,0.555298,0.536955,12,20,4,0.596537,7.85221,11.05331,17.19469,12.0334033333333,0.122495787107026
"VWDE","Vwde",0.008017,0.016185,0,1,3,0,0.00806733333333333,0.66263,0.77373,0.0437,0.493353333333333,0.675036048624349
"VWF","Vwf",10.879728,2.742717,11.843572,752,353,209,8.48867233333333,28.8577,27.21877,9.32927,21.8019133333333,0.416134917917707
"WAC","Wac",42.620585,37.711672,43.103026,1522,1823,451,41.1450943333333,79.41664,109.81462,126.54595,105.25907,0.396625853523218
"WARS2","Wars2",1.721602,1.852978,3.497911,116,154,33,2.357497,7.58716,6.38329,5.04698,6.33914333333333,0.457478052615587
"WAS","Was",1.007418,0.500442,0.582939,19,25,5,0.696933,6.70917,14.7838,7.25367,9.58221333333333,0.16035709605804
"WASF1","Wasf1",11.425077,11.049328,12.740407,622,916,218,11.7382706666667,210.30336,141.31655,178.21743,176.612446666667,0.0717194707112681
"WASF2","Wasf2",30.389883,25.124448,63.026669,650,1080,205,39.5136666666667,29.27184,28.5728,17.65351,25.16605,1.54832948292412
"WASF3","Wasf3",46.670034,38.43146,38.157055,2606,3200,652,41.086183,75.83842,86.38161,75.70472,79.30825,0.524058026416962
"WASL","Wasl",18.10072,15.559784,16.41904,1609,2114,454,16.6931813333333,29.93448,26.36214,26.6332,27.6432733333333,0.617708078522683
"WBP1","Wbp1",34.204725,33.914495,38.230814,390,583,128,35.4500113333333,195.89107,228.36135,171.61921,198.623876666667,0.18259344494245
"WBP11","Wbp11",38.048224,31.691235,40.690148,987,1339,290,36.809869,45.62233,36.66935,24.90718,35.7329533333333,1.0293174266957
"WBP1L","Wbp1l",7.726863,8.586516,8.694239,670,1082,235,8.33587266666667,26.90293,29.42943,28.7962,28.3761866666667,0.317804103459764
"WBP2","Wbp2",133.674675,129.440494,154.268809,4562,6799,1699,139.127992666667,457.13439,363.01828,433.62527,417.92598,0.334493441220014
"WBP2NL","Wbp2nl",0,0,0,0,0,0,0,5.4336,2.87386,3.4302,3.91255333333333,0.203560130984159
"WBP4","Wbp4",18.467497,15.210316,16.47238,844,1033,272,16.716731,12.34155,11.68887,8.52088,10.8504333333333,1.49502811430243
"WDFY1","Wdfy1",5.809723,5.220026,5.345328,364,492,95,5.458359,10.50274,10.33484,13.34937,11.39565,0.521018179764675
"WDFY2","Wdfy2",6.348587,5.641829,5.058336,929,1244,235,5.68291733333333,10.32052,13.0429,13.34937,12.2375966666667,0.504843704005687
"WDFY3","Wdfy3",18.890964,17.287455,14.474696,4663,6241,927,16.8843716666667,23.90451,16.1102,11.92923,17.3146466666667,0.976506508270066
"WDFY4","Wdfy4",0.226129,0.784075,0.216815,52,91,16,0.409006333333333,4.62187,5.30559,2.14114,4.02286666666667,0.280518362687974
"WDHD1","Wdhd1",18.534295,4.213723,29.696249,109,130,39,17.4814223333333,3.52852,1.3264,1.3983,2.08440666666667,5.99188898567201
"WDPCP","Wdpcp",3.767566,3.556098,2.246426,117,142,22,3.19003,16.88059,12.93237,18.98626,16.2664066666667,0.242669484212311
"WDR1","Wdr1",85.354866,76.41692,99.628914,1928,2779,656,87.1335666666667,57.88105,69.35951,73.91315,67.0512366666667,1.29510602574893
"WDR11","Wdr11",19.14697,22.12288,20.213866,853,1144,259,20.494572,17.24504,15.1983,14.22331,15.55555,1.2983302880303
"WDR12","Wdr12",26.388805,19.633781,10.534609,799,939,205,18.8523983333333,31.90581,38.38261,24.40467,31.5643633333333,0.609635696854302
"WDR13","Wdr13",30.916987,25.421304,24.323802,2085,2546,601,26.8873643333333,239.85682,275.91821,210.09425,241.956426666667,0.114783398471671
"WDR18","Wdr18",24.807685,24.142053,28.428394,866,1244,314,25.7927106666667,45.20818,50.20965,52.0429,49.1535766666667,0.534213359193459
"WDR19","Wdr19",5.149231,5.809415,8.114523,441,612,126,6.357723,40.48692,41.03541,31.89867,37.807,0.18959783028835
"WDR24","Wdr24",5.272209,4.701125,6.950434,281,385,105,5.641256,12.57347,7.95838,12.82501,11.1189533333333,0.548005740869811
"WDR25","Wdr25",5.280822,4.719036,6.270258,170,245,59,5.423372,24.64997,35.64692,42.01448,34.10379,0.182982293364904
"WDR26","Wdr26",30.909948,25.023195,18.670542,2202,2713,524,24.867895,19.10042,20.80785,17.54427,19.1508466666667,1.28371256195356
"WDR27","Wdr27",4.161962,2.568792,2.802083,50,51,9,3.17761233333333,26.91949,26.22397,37.03304,30.0588333333333,0.134506415244187
"WDR3","Wdr3",28.2665,21.698001,24.839246,394,407,106,24.9345823333333,8.74676,6.16222,3.95456,6.28784666666667,3.55860702338231
"WDR31","Wdr31",8.983779,6.879104,5.722534,387,435,75,7.195139,3.16408,3.48179,3.73608,3.46065,1.83720735767209
"WDR33","Wdr33",13.667357,11.096148,11.072382,855,1085,224,11.9452956666667,14.80986,11.90994,12.54098,13.0869266666667,0.918958121454455
"WDR35","Wdr35",14.456154,9.277117,7.941562,740,950,178,10.5582776666667,3.03155,3.84102,1.9882,2.95359,2.92348920011095
"WDR37","Wdr37",81.259145,58.761786,36.548976,1803,2431,448,58.8566356666667,12.59004,11.77177,17.0636,13.80847,4.04205401818464
"WDR38","Wdr38",0.781075,0.221843,1.241435,14,19,3,0.748117666666667,0.0994,6.88068,0.50251,2.49419666666667,0.500291721797762
"WDR4","Wdr4",13.101208,9.983172,7.303407,354,459,112,10.1292623333333,6.31159,6.88068,7.84358,7.01195,1.38908284916073
"WDR41","Wdr41",12.720994,9.679993,15.682541,669,833,210,12.6945093333333,63.84475,67.09358,70.65774,67.19869,0.200803114155614
"WDR43","Wdr43",29.916467,28.10035,19.361422,433,528,107,25.7927463333333,7.86877,12.04811,9.13263,9.68317,2.50793971577101
"WDR44","Wdr44",3.474665,2.43485,3.055147,233,292,69,2.98822066666667,7.63685,6.52145,4.12935,6.09588333333333,0.562047102427934
"WDR45","Wdr45",67.663502,43.449989,44.846444,515,592,161,51.986645,192.24659,183.34675,302.92812,226.17382,0.233242743375975
"WDR46","Wdr46",3.196608,2.739043,5.291128,126,165,43,3.74225966666667,54.43535,42.66577,53.94371,50.3482766666667,0.0923547969769579
"WDR47","Wdr47",42.604484,36.242143,34.594512,1742,2142,421,37.813713,31.21005,25.36734,26.56766,27.7150166666667,1.35168693964424
"WDR48","Wdr48",19.491344,20.382759,19.24735,997,1318,295,19.707151,30.14983,31.6401,29.95416,30.5813633333333,0.65567628545485
"WDR5","Wdr5",8.18019,6.119012,5.619597,377,418,98,6.63959966666667,18.12303,20.08939,21.73916,19.98386,0.364070274328301
"WDR53","Wdr53",6.011496,5.743623,6.06529,107,162,42,5.94013633333333,6.87482,12.68367,8.43348,9.33065666666667,0.671800114674866
"WDR54","Wdr54",6.093046,5.489698,7.381505,215,322,74,6.32141633333333,40.65257,39.21161,27.46344,35.7758733333333,0.199082052164272
"WDR55","Wdr55",11.890411,6.863963,4.050161,155,202,37,7.60151166666667,8.01787,8.45578,11.90738,9.46034333333333,0.822297260478703
"WDR59","Wdr59",5.441809,5.30443,4.796028,598,879,169,5.18075566666667,89.00827,60.98663,75.9232,75.3060333333333,0.080999567094083
"WDR5B","Wdr5b",1.42964,1.763962,1.205877,83,152,22,1.466493,5.4336,4.72529,4.63186,4.93025,0.415917204165086
"WDR6","Wdr6",31.549833,21.96727,25.693742,2881,3049,743,26.403615,128.45153,114.62281,137.92897,127.001103333333,0.214088896785812
"WDR61","Wdr61",16.278594,13.237719,14.866033,345,407,98,14.7941153333333,181.9095,164.55613,260.01785,202.16116,0.0777418052413824
"WDR62","Wdr62",1.69523,1.889185,3.480453,56,90,18,2.354956,3.11438,3.03966,3.51759,3.22387666666667,0.794283608343993
"WDR64","Wdr64",0,0,0,0,0,0,0,0.11596,0,0.65545,0.257136666666667,0.795458462484853
"WDR7","Wdr7",26.634615,21.997812,19.176941,3899,5230,950,22.6031226666667,64.19264,26.30687,59.82093,50.1068133333333,0.461839060727976
"WDR70","Wdr70",13.236182,13.003925,16.000818,368,511,131,14.0803083333333,55.11455,61.23533,98.23042,71.5267666666667,0.207927487001351
"WDR72","Wdr72",0.136061,0.096438,0,6,6,0,0.0774996666666667,0.08283,0.30397,0,0.128933333333333,0.954440474784457
"WDR73","Wdr73",14.928373,13.053919,6.800648,275,374,84,11.5943133333333,22.71177,20.97365,17.8283,20.5045733333333,0.585657438448752
"WDR74","Wdr74",45.36213,34.539238,41.865698,284,343,105,40.589022,37.07435,37.91285,42.77917,39.2554566666667,1.03312756688803
"WDR75","Wdr75",22.524111,18.079079,22.797603,494,588,119,21.1335976666667,10.40335,11.08094,11.86368,11.11599,1.82680884241954
"WDR76","Wdr76",1.767909,1.349548,1.060725,128,142,23,1.39272733333333,1.78911,1.29876,1.70418,1.59735,0.921218678011563
"WDR77","Wdr77",20.586006,16.858438,19.504135,1048,1326,321,18.9828596666667,26.47221,19.81306,16.29891,20.8613933333333,0.914070725592666
"WDR81","Wdr81",4.540999,5.197714,5.654583,476,700,136,5.13109866666667,17.19534,10.77698,16.4737,14.81534,0.387667838103175
"WDR82","Wdr82",41.592815,26.406422,22.952218,1625,1697,449,30.3171516666667,72.8897,62.17486,70.94177,68.6687766666667,0.449514878329283
"WDR83","Wdr83",22.435825,21.219721,31.371521,287,365,100,25.0090223333333,31.12722,27.16351,33.95242,30.7477166666667,0.819240722298664
"WDR83OS","Wdr83os",27.91955,26.289183,38.107119,301,437,138,30.7719506666667,114.12208,120.64686,81.16682,105.31192,0.298855957701325
"WDR89","Wdr89",0.56371,0.601308,0.783225,35,57,15,0.649414333333333,2.94872,3.73049,2.99323,3.22414666666667,0.390472789770557
"WDR90","Wdr90",7.334528,4.923347,5.230674,238,251,59,5.82951633333333,37.3891,52.42032,35.98432,41.9312466666667,0.159080317102368
"WDR91","Wdr91",11.049334,9.741679,13.128405,455,715,152,11.3064726666667,19.89558,20.22755,19.70726,19.9434633333333,0.58760446974784
"WDR92","Wdr92",5.427617,3.790235,4.168592,216,232,54,4.462148,13.71652,12.35207,10.88051,12.3163666666667,0.41018305794123
"WDR93","Wdr93",0.272802,0.183792,0.33281,13,13,5,0.263134666666667,1.3584,1.96196,1.44199,1.58745,0.488177420497659
"WDSUB1","Wdsub1",26.652955,28.070195,51.07449,203,264,71,35.26588,9.84011,8.98081,7.23182,8.68424666666667,3.74483232906776
"WDTC1","Wdtc1",22.35166,20.720734,15.085215,1224,1681,439,19.3858696666667,51.58603,43.46714,35.43811,43.4970933333333,0.458139355619333
"WEE1","Wee1",7.782987,4.9877,5.937611,548,526,130,6.23609933333333,2.02103,3.23309,1.83527,2.36313,2.1515966773016
"WEE2","Wee2",0.246408,0.098828,1.103347,9,9,4,0.482861,0.29819,0.30397,0.19664,0.266266666666667,1.17104954196062
"WFDC1","Wfdc1",4.487437,3.409447,4.179098,120,137,35,4.02532733333333,13.10358,18.87352,20.75598,17.5776933333333,0.27050329893844
"WFDC12","Wfdc12",0,0,0,0,0,0,0,0,0,0,0,1
"WFDC13","Wfdc13",0.104571,0,0,2,0,0,0.034857,0,0,0,0,1.034857
"WFDC2","Wfdc2",0,0.474851,0,0,4,0,0.158283666666667,29.95104,30.17553,16.29891,25.47516,0.0437498268817513
"WFDC3","Wfdc3",0.355777,0.31131,0.904444,9,8,7,0.523843666666667,4.0752,11.55071,7.95282,7.85957666666667,0.17199960268982
"WFDC8","Wfdc8",0.060882,0.044336,0,2,2,0,0.0350726666666667,0.0994,0,0,0.0331333333333333,1.00187713751049
"WFDC9","Wfdc9",0,0,0,0,0,0,0,0,0,0,0,1
"WFIKKN1","Wfikkn1",0.220428,0.194446,0.350217,8,16,5,0.255030333333333,2.65053,3.86866,5.57134,4.03017666666667,0.249500249494219
"WFIKKN2","Wfikkn2",0.157139,0.410419,0.2061,12,32,5,0.257886,0.71233,0.55267,0.48066,0.581886666666667,0.795180859985755
"WFS1","Wfs1",18.634208,17.299392,17.739752,1016,1581,378,17.8911173333333,149.50672,105.2275,62.85786,105.864026666667,0.176777143090996
"WHAMM","Whamm",7.225025,5.323685,7.955849,350,386,130,6.834853,8.58111,9.58875,10.66202,9.61062666666667,0.738396821048584
"WIF1","Wif1",0.069378,0.137063,0.331376,3,6,4,0.179272333333333,152.55483,258.48162,56.36888,155.801776666667,0.00752078425641988
"WIPF1","Wipf1",6.569181,7.320928,7.045203,551,948,196,6.97843733333333,15.4725,20.42099,15.27203,17.0551733333333,0.441892037591442
"WIPF2","Wipf2",7.516662,6.664844,6.496889,1197,1579,326,6.89279833333333,27.86375,33.96129,44.39596,35.407,0.216793428003772
"WIPF3","Wipf3",1.717942,1.130851,1.074551,154,156,32,1.30778133333333,70.63675,42.03021,24.92903,45.86533,0.0492428269113507
"WIPI1","Wipi1",10.268309,11.570975,9.877167,513,883,154,10.5721503333333,26.86979,26.72137,24.645,26.07872,0.427352191437902
"WIPI2","Wipi2",20.083988,17.066126,15.506069,1726,2262,506,17.552061,81.60333,74.5822,74.37197,76.8525,0.238297562698693
"WIZ","Wiz",8.144839,6.267648,7.59508,606,793,201,7.33585566666667,30.23266,36.42065,29.18947,31.9475933333333,0.253003476834626
"WLS","Wls",14.689773,15.714512,14.578464,806,1263,249,14.9942496666667,76.9152,72.261,51.93366,67.03662,0.235082954836185
"WNK1","Wnk1",545.035859,570.794802,565.214494,10343,15937,2644,560.348385,230.08297,229.32852,157.28666,205.56605,2.71752490305159
"WNK2","Wnk2",23.708174,19.848951,22.215226,1927,2460,513,21.924117,63.87788,51.72948,64.86791,60.1584233333333,0.374831719827964
"WNK3","Wnk3",8.591603,6.199722,5.690577,986,1156,204,6.82730066666667,1.10991,1.10533,1.57309,1.26277666666667,3.45915740690273
"WNK4","Wnk4",4.611924,3.616822,6.620669,129,182,47,4.949805,1.92164,3.09493,2.01005,2.34220666666667,1.780202600677
"WNT1","Wnt1",0.05871,0.012786,0,3,1,0,0.023832,6.41098,1.658,1.50754,3.19217333333333,0.244224634477582
"WNT10A","Wnt10a",0.319954,0.365494,0.193553,16,24,3,0.293000333333333,1.65658,0.93953,1.76972,1.45527666666667,0.526621032524509
"WNT10B","Wnt10b",0.088012,0.04613,0.141102,3,4,1,0.091748,36.52768,18.81826,40.31031,31.8854166666667,0.0331985454545455
"WNT11","Wnt11",0.507268,0.337595,0.270382,16,15,2,0.371748333333333,4.53904,4.33842,1.00503,3.29416333333333,0.319444843349384
"WNT16","Wnt16",0.145446,0.079473,0,6,6,0,0.074973,0.41415,0.2487,0.19664,0.286496666666667,0.835581644206877
"WNT2","Wnt2",0.148557,0.014023,0,7,1,0,0.0541933333333333,0.28162,0.0829,1.66048,0.675,0.629369154228856
"WNT2B","Wnt2b",1.047216,0.641995,1.004458,73,67,22,0.897889666666667,5.9637,6.24512,2.64366,4.95082666666667,0.318928742673287
"WNT3","Wnt3",1.652121,2.969219,2.455186,109,298,51,2.358842,7.68655,5.83062,7.60324,7.04013666666667,0.417759316694865
"WNT3A","Wnt3a",0,0,0,0,0,0,0,0,0.05527,0,0.0184233333333333,0.981909945765841
"WNT4","Wnt4",0.880479,0.600543,1.332,81,83,38,0.937674,1.77255,1.63036,1.48569,1.62953333333333,0.736888928326953
"WNT5A","Wnt5a",3.860128,2.182423,4.626124,257,293,76,3.556225,1.19274,3.01203,1.44199,1.88225333333333,1.58078575096337
"WNT5B","Wnt5b",0.998599,0.804551,1.370604,44,54,19,1.057918,7.91847,7.23992,2.66551,5.9413,0.296474435624451
"WNT6","Wnt6",0.192324,0.143306,0.310552,8,9,4,0.215394,12.39125,10.83224,0.6336,7.95236333333333,0.135762362936565
"WNT7A","Wnt7a",12.114726,4.643888,24.701003,163,201,57,13.8198723333333,3.95924,4.64239,6.37973,4.99378666666667,2.47253917390008
"WNT7B","Wnt7b",5.593006,5.484917,7.5827,366,547,154,6.22020766666667,3.89297,4.17262,6.62007,4.89522,1.22475627146513
"WNT8A","Wnt8a",0,0,0,0,0,0,0,1.44123,0.38687,0.19664,0.674913333333333,0.597045817296019
"WNT8B","Wnt8b",0.749583,0.148281,0.173872,19,8,4,0.357245333333333,0.14909,0.13817,0.10924,0.132166666666667,1.19880347416458
"WNT9A","Wnt9a",0.386648,0.282403,0.613978,28,31,14,0.427676333333333,0.66263,1.4922,1.3983,1.18437666666667,0.653585233315988
"WNT9B","Wnt9b",0.019919,0.032843,0,2,5,0,0.0175873333333333,0.43071,0.5803,1.96636,0.992456666666667,0.510719932010232
"WRAP53","Wrap53",9.817409,10.290701,10.029084,252,396,88,10.0457313333333,13.81591,10.11378,10.2906,11.4067633333333,0.890299188963869
"WRAP73","Wrap73",13.710438,15.608087,15.089129,263,411,78,14.8025513333333,18.05677,18.29323,28.31553,21.5551766666667,0.700617493131289
"WRN","Wrn",2.20974,1.722729,1.802456,283,335,76,1.91164166666667,3.04811,2.21066,1.15797,2.13891333333333,0.927595431115227
"WRNIP1","Wrnip1",32.960351,24.010785,34.175442,764,872,225,30.3821926666667,47.4777,51.42552,46.40601,48.43641,0.634799182761585
"WSB1","Wsb1",79.076075,54.225047,63.654375,2001,2222,541,65.6518323333333,174.33892,156.87408,188.8576,173.356866666667,0.382272482911485
"WSB2","Wsb2",75.605639,67.890901,85.897491,1821,2373,616,76.464677,121.62641,123.41019,126.30562,123.78074,0.620806360019984
"WSCD1","Wscd1",34.795586,42.530843,44.917087,1875,3380,755,40.7478386666667,12.34155,12.6284,12.3225,12.4308166666667,3.10836188913804
"WSCD2","Wscd2",4.721468,2.964387,3.975266,348,334,84,3.88704033333333,40.53661,33.43626,19.02996,31.0009433333333,0.152715508490739
"WT1","Wt1",0.261689,0.240258,0.5807,13,12,9,0.360882333333333,3.62792,2.68043,0,2.10278333333333,0.438600503848695
"WTAP","Wtap",34.303538,32.819422,25.541912,875,1170,228,30.8882906666667,29.75225,27.55037,23.68367,26.99543,1.13905343360208
"WTIP","Wtip",3.51009,1.680537,4.694123,58,53,32,3.29491666666667,7.52089,14.4522,8.12761,10.0335666666667,0.389259139534813
"WWC1","Wwc1",18.573438,14.462876,19.218999,776,968,221,17.4184376666667,117.35242,142.69821,85.79868,115.283103333333,0.158393069488944
"WWC2","Wwc2",3.586189,3.178118,3.309149,672,912,195,3.35781866666667,7.02392,9.14661,5.4621,7.21087666666667,0.530737318751591
"WWOX","Wwox",12.215877,11.517086,10.458601,507,629,141,11.397188,103.18863,140.12832,136.37774,126.564896666667,0.0971833813529004
"WWP1","Wwp1",14.267203,12.912281,10.723384,1779,2551,445,12.6342893333333,24.153,29.04257,11.36117,21.5189133333333,0.60545947006916
"WWP2","Wwp2",15.675243,21.101983,10.624206,826,1045,270,15.8004773333333,26.98576,32.77306,34.58602,31.44828,0.517761722141615
"WWTR1","Wwtr1",3.546683,3.008737,3.907469,336,448,116,3.48762966666667,21.78408,30.00973,24.29543,25.36308,0.170224027946153
"XAB2","Xab2",8.588178,8.441968,9.554787,496,740,177,8.86164433333333,33.38017,27.6609,30.0634,30.3681566666667,0.314383928839937
"XAF1","Xaf1",11.485234,10.143451,12.200278,145,208,58,11.276321,72.29333,49.60172,38.80277,53.56594,0.224981389489487
"XBP1","Xbp1",23.294286,16.701977,21.369449,785,896,257,20.4552373333333,22.26449,19.64726,12.34435,18.0853666666667,1.12417213187765
"XCL2","Xcl1",0.155232,0.10476,0.492671,1,1,1,0.250887666666667,0,0,0.93948,0.31316,0.952578259059571
"XCR1","Xcr1",0.011796,0.03621,0,1,5,0,0.016002,0.01657,0,0,0.00552333333333333,1.0104211074167
"XDH","Xdh",6.084353,4.834172,3.068962,325,429,84,4.66249566666667,0.03313,0.02763,0.0437,0.03482,5.47196195151492
"XIAP","Xiap",20.600897,13.405464,13.588812,1890,2348,413,15.8650576666667,95.71743,85.88421,96.94137,92.84767,0.179706727579562
"XIRP1","Xirp1",0.038194,0.021637,0.025977,5,4,1,0.0286026666666667,1.55719,0.7461,0.37142,0.89157,0.543782501660878
"XIRP2","Xirp2",0.08744,0.214844,0,20,32,0,0.100761333333333,1.20931,0.7461,0.13109,0.6955,0.649225203971297
"XK","Xk",4.338348,4.00867,3.497115,458,657,114,3.94804433333333,2.40205,1.35403,2.55626,2.10411333333333,1.59402824639135
"XKR4","Xkr4",3.228177,2.469751,1.319164,248,287,30,2.33903066666667,0.76203,0.35923,0.78654,0.635933333333333,2.04105546273279
"XKR5","Xkr5",0.065916,0.065552,0.05796,4,6,1,0.0631426666666667,0.01657,0,0.08739,0.0346533333333333,1.02753514864882
"XKR6","Xkr6",1.76517,1.204164,1.213653,99,138,28,1.394329,4.29055,9.14661,9.15448,7.53054666666667,0.280677088299148
"XKR7","Xkr7",0.619785,0.445705,0.466662,34,37,8,0.510717333333333,0.51354,0.0829,0.37142,0.32262,1.14221570317501
"XKR8","Xkr8",2.446226,3.559206,5.423646,177,249,54,3.80969266666667,12.17589,21.85792,7.05703,13.6969466666667,0.327257951991842
"XKR9","Xkr9",0,0,0,0,0,0,0,1.9879,1.4093,3.21172,2.20297333333333,0.312209904963305
"XKRX","Xkrx",0.515821,1.30351,0.360785,32,51,7,0.726705333333333,0.29819,0.05527,0,0.11782,1.54470785397768
"XPA","Xpa",23.143754,18.594384,18.539433,103,135,35,20.0925236666667,22.34732,23.21195,18.24342,21.2675633333333,0.947230882468954
