"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"CTDSPL","Ctdspl",6.036555,5.052206,5.647549,378,529,100,5.57877,19.64709,25.92001,16.95436,20.8404866666667,0.301219020455283
"CTDSPL2","Ctdspl2",4.469556,3.747122,2.838898,284,341,60,3.685192,5.61582,5.36085,6.27049,5.74905333333333,0.694199877908803
"CTF1","Ctf1",3.721442,6.004494,3.486074,23,24,8,4.40400333333333,6.90796,8.20708,5.35286,6.82263333333333,0.690816391752138
"CTF2P","Ctf2",0.184066,0.162098,0.143113,7,9,2,0.163092333333333,0,0,0,0,1.16309233333333
"CTH","Cth",1.656932,1.766873,3.393247,51,62,25,2.27235066666667,3.72731,4.97399,5.15622,4.61917333333333,0.582354462578125
"CTHRC1","Cthrc1",10.524708,9.147583,9.345681,147,189,52,9.67265733333333,1.10991,2.37646,3.67053,2.38563333333333,3.15233703196842
"CTIF","Ctif",15.781049,13.963138,13.77116,2148,2883,590,14.5051156666667,123.15047,162.75997,262.7926,182.901013333333,0.0843122905394902
"CTLA4","Ctla4",0,0,0.08256,0,0,1,0.02752,0,0.1658,0.34957,0.17179,0.876880669744579
"CTNNA1","Ctnna1",30.014067,27.760078,29.894101,1681,2301,544,29.2227486666667,554.04457,533.6261,546.66891,544.77986,0.055375346145361
"CTNNA2","Ctnna2",26.468794,23.932529,28.923062,1999,2939,639,26.4414616666667,419.36428,538.79352,776.90739,578.355063333333,0.0473655335102822
"CTNNA3","Ctnna3",4.80076,5.274837,2.709079,377,593,66,4.26155866666667,8.20009,15.3641,14.68213,12.7487733333333,0.38269295297132
"CTNNAL1","Ctnnal1",26.719462,13.381402,14.126185,844,857,242,18.075683,9.70758,5.91352,10.44354,8.68821333333333,1.96895777824876
"CTNNB1","Ctnnb1",275.779395,244.798359,284.451343,6117,7888,1877,268.343032333333,135.34292,145.35101,141.88353,140.859153333333,1.89866516191905
"CTNNBIP1","Ctnnbip1",15.554071,14.341699,17.311504,672,1059,272,15.735758,21.94974,29.09783,33.79948,28.28235,0.571530563633042
"CTNNBL1","Ctnnbl1",22.560622,21.324408,28.409499,348,448,133,24.0981763333333,40.75197,35.20479,34.1709,36.70922,0.665571346565464
"CTNND1","Ctnnd1",19.142528,16.572991,13.35465,1367,1746,357,16.356723,32.75067,29.09783,28.99283,30.2804433333333,0.554874584578032
"CTNND2","Ctnnd2",28.885315,26.375764,27.979169,1713,2257,449,27.7467493333333,434.63798,574.16411,870.24377,626.34862,0.0458226071069278
"CTNS","Ctns",7.688269,5.465365,4.482946,305,296,69,5.87886,15.12461,17.74056,10.50908,14.4580833333333,0.445000835593028
"CTPS2","Ctps2",128.997238,95.68382,198.163291,828,850,240,140.948116333333,6.97422,10.83224,4.69741,7.50129,16.6972443397806
"CTR9","Ctr9",17.075435,25.142199,15.081376,1152,1813,313,19.09967,17.72545,15.2812,10.18136,14.3960033333333,1.30551218811982
"CTRB2","Ctrb1",0.067932,0,0,1,0,0,0.022644,1.20931,3.12256,0.93948,1.75711666666667,0.370910673590164
"CTRC","Ctrc",0,0,0,0,0,0,0,2.05416,1.63036,5.37471,3.01974333333333,0.248772102364745
"CTSA","Ctsa",66.648238,72.973165,93.225748,1329,1976,548,77.615717,130.24065,94.33999,123.61827,116.066303333333,0.671548641765431
"CTSB","Ctsb",236.185981,198.043532,241.627281,10313,13058,3477,225.285598,317.20273,263.15164,299.47607,293.276813333333,0.768954901464431
"CTSC","Ctsc",3.59966,3.258834,4.165626,182,202,58,3.67470666666667,9.60819,6.57672,7.36291,7.84927333333333,0.528258817484826
"CTSD","Ctsd",119.211989,119.271126,142.957884,4705,7037,1782,127.146999666667,377.22078,339.33657,464.43152,393.662956666667,0.324699841984156
"CTSE","Ctse",0.053636,0.096885,0,2,6,0,0.0501736666666667,0.96082,0.3316,0,0.430806666666667,0.73397314335503
"CTSF","Ctsf",65.860614,54.795995,79.173048,1010,1339,358,66.6098856666667,153.81384,114.76097,173.23599,147.270266666667,0.455990854988233
"CTSG","Ctsg",0,0,0,0,0,0,0,0,0.4145,0,0.138166666666667,0.878605945233563
"CTSH","Ctsh",13.4041,10.604866,9.079022,195,207,56,11.0293293333333,67.98621,58.6378,135.41641,87.3468066666667,0.136160318490289
"CTSK","Ctsk",2.546924,3.371758,3.391567,76,150,32,3.10341633333333,3.37943,4.80819,4.17305,4.12022333333333,0.80141354511229
"CTSO","Ctso",11.827898,11.404355,11.994361,797,1136,262,11.7422046666667,10.15486,11.55071,11.71074,11.13877,1.04971135186404
"CTSS","Ctss",35.547984,43.262198,39.306,920,1672,320,39.3720606666667,12.0765,12.65604,11.33932,12.0239533333333,3.0998314899777
"CTSW","Ctsw",0.205065,0.309201,0,6,14,0,0.171422,1.60689,0.69083,2.84029,1.71267,0.431833580936863
"CTSZ","Ctsz",14.273983,16.441153,21.485827,401,699,191,17.400321,78.63805,53.71908,45.83795,59.39836,0.304649348094882
"CTTN","Cttn",89.255837,67.118098,54.988181,1633,2206,539,70.4540386666667,157.37549,124.40499,146.5154,142.765293333333,0.497018696306582
"CTTNBP2","Cttnbp2",26.927479,14.652472,12.560354,1028,1143,217,18.0467683333333,27.54899,20.08939,15.46867,21.0356833333333,0.864360230867963
"CTTNBP2NL","Cttnbp2nl",7.790208,6.359517,6.090511,682,1015,204,6.74674533333333,10.28739,7.90312,6.70746,8.29932333333333,0.833043981336276
"CTU1","Ctu1",2.19609,1.345134,1.105186,115,106,18,1.54880333333333,3.95924,5.11216,3.36465,4.14535,0.495360535888391
"CTU2","Ctu2",32.073541,31.997221,17.378347,173,234,73,27.149703,33.28078,21.33289,46.66819,33.76062,0.809815906620768
"CTXN1","Ctxn1",6.899629,7.216869,7.587285,157,248,54,7.23459433333333,1162.82267,1380.55823,810.59763,1117.99284333333,0.00735893386842721
"CTXN2","Ctxn2",27.710335,16.30351,25.291419,182,155,52,23.1017546666667,0.97738,0.88426,1.00503,0.955556666666667,12.3247539063898
"CTXN3","Ctxn3",1.545159,2.484343,2.341058,41,74,15,2.12352,1.55719,0.4974,9.11078,3.72179,0.661511841907412
"CUBN","Cubn",0.220555,0.217089,0.209069,57,83,17,0.215571,0.77859,1.2435,0.24033,0.75414,0.692972624761992
"CUEDC2","Cuedc2",101.694926,79.241529,84.864573,1159,1432,367,88.6003426666667,90.84707,95.66638,86.71631,91.0765866666667,0.973106692052297
"CUL1","Cul1",148.984244,109.078271,154.01036,2270,2748,666,137.357625,28.46012,25.00811,24.77609,26.08144,5.10894638542116
"CUL2","Cul2",44.108427,35.493978,32.559524,1150,1477,323,37.3873096666667,18.91819,15.72333,12.86871,15.8367433333333,2.27997237391317
"CUL3","Cul3",90.35998,73.272827,64.573969,2477,2957,575,76.0689253333333,33.28078,33.43626,35.11038,33.9424733333333,2.2055944522912
"CUL4A","Cul4a",34.711583,25.372406,24.687508,1099,1238,266,28.2571656666667,18.62001,21.36052,10.39984,16.7934566666667,1.64426542940785
"CUL4B","Cul4b",10.767236,9.163273,8.731535,755,985,190,9.55401466666667,21.51903,16.41416,11.29562,16.4096033333333,0.606217985820469
"CUL5","Cul5",12.281354,11.33437,9.101431,1011,1378,278,10.9057183333333,7.45463,6.52145,8.08391,7.35333,1.42526613139111
"CUL7","Cul7",8.011295,6.586028,7.027454,630,745,150,7.208259,14.57794,11.88231,8.19315,11.5511333333333,0.653985483382643
"CUL9","Cul9",11.979941,12.357949,12.593824,1119,1440,271,12.3105713333333,80.90757,61.31823,86.2138,76.1465333333333,0.172536221113414
"CUTA","Cuta",50.135344,48.698162,63.915907,503,724,203,54.2498043333333,316.72232,231.87078,346.3409,298.311333333333,0.184589750471638
"CUTC","Cutc",3.676377,4.414976,5.544404,71,87,19,4.54525233333333,17.22848,16.5247,6.48898,13.4140533333333,0.384711517648517
"CUX1","Cux1",18.194291,15.640765,14.886367,1267,1661,322,16.2404743333333,149.72207,222.1715,260.06155,210.651706666667,0.0814568169794426
"CUX2","Cux2",13.103408,8.444621,14.372924,694,914,223,11.973651,0.87799,0.96716,21.43328,7.75947666666667,1.48109887082295
"CUZD1","Cuzd1",0.021227,0.043082,0,1,3,0,0.0214363333333333,1.10991,1.85143,0.76469,1.24201,0.455589552826853
"CWC15","Cwc15",59.088263,61.661206,62.824475,767,1218,252,61.1913146666667,55.29678,50.09912,47.08331,50.8264033333333,1.19999287364529
"CWC22","Cwc22",6.421264,5.034281,9.089096,294,323,105,6.84821366666667,7.66998,5.85825,6.94779,6.82534,1.00292302528282
"CWC25","Cwc25",3.268673,3.190565,3.182892,206,307,63,3.21404333333333,15.07492,13.15344,8.8923,12.3735533333333,0.315102742577016
"CWC27","Cwc27",8.819548,5.205088,11.807943,248,284,64,8.61085966666667,74.64568,80.71678,102.20683,85.85643,0.110652252995739
"CWF19L1","Cwf19l1",10.201577,6.942398,8.7418,231,276,66,8.62859166666667,55.86002,61.87089,102.31608,73.3489966666667,0.129505334279561
"CWF19L2","Cwf19l2",3.142133,3.279101,2.904587,256,410,79,3.108607,3.64449,6.57672,4.80665,5.00928666666667,0.683709602803661
"CWH43","Cwh43",0.020651,0.055378,0,1,4,0,0.025343,0.14909,0.13817,0,0.0957533333333333,0.935742533295206
"CX3CL1","Cx3cl1",69.210362,45.22876,52.149354,3061,3312,899,55.529492,71.39878,61.01426,52.89499,61.7693433333333,0.900590782028786
"CX3CR1","Cx3cr1",7.088867,7.966849,7.598402,527,918,171,7.55137266666667,10.17143,5.25032,1.52939,5.65038,1.28584722477011
"CXADR","Cxadr",3.135491,2.54057,1.55257,226,252,50,2.40954366666667,5.86431,4.11736,4.76295,4.91487333333333,0.576435618232456
"CXCL10","Cxcl10",0.156684,0.137007,0.16642,3,5,1,0.153370333333333,0.48041,0,0.69915,0.393186666666667,0.827864894869316
"CXCL11","Cxcl11",0.072104,0.021627,0.038654,6,2,1,0.0441283333333333,0.61294,2.10013,1.37645,1.36317333333333,0.441833156546565
"CXCL12","Cxcl12",9.938694,8.963746,13.441236,993,1349,358,10.7812253333333,13.3355,20.89075,6.72931,13.6518533333333,0.804077481893076
"CXCL13","Cxcl13",0,0,0,0,0,0,0,0,0.27633,0.19664,0.157656666666667,0.863813969023631
"CXCL14","Cxcl14",21.476141,19.39035,22.499689,749,1038,255,21.12206,38.0683,92.01879,130.91564,87.00091,0.251384445910843
"CXCL16","Cxcl16",1.156317,1.000424,2.485379,37,52,25,1.54737333333333,11.79488,12.13101,10.2032,11.3763633333333,0.205825674693347
"CXCL17","Cxcl17",0,0.110371,0,0,2,0,0.0367903333333333,1.80568,0.5803,0,0.795326666666667,0.577493975098311
"CXCL2","Cxcl1",0.124475,0,0,2,0,0,0.0414916666666667,1.83881,1.63036,9.37297,4.28071333333333,0.197225564223015
"CXCL3","Cxcl2",0,0,0,0,0,0,0,0.64607,0.46977,2.29408,1.13664,0.46802456192901
"CXCL6","Cxcl5",0.332979,0.202128,0.414955,9,9,4,0.316687333333333,0,0,0,0,1.31668733333333
"CXCL9","Cxcl9",0.106988,0.235463,0,7,3,0,0.114150333333333,0.08283,0.05527,0,0.0460333333333333,1.06511933972786
"CXCR1","Cxcr1",0,0,0,0,0,0,0,1.24244,0.71847,1.44199,1.1343,0.468537693857471
"CXCR2","Cxcr2",0.432992,0.420662,0.388389,28,41,8,0.414014333333333,0.89456,0.3316,1.92266,1.04960666666667,0.689895459616642
"CXCR3","Cxcr3",0.028898,0,0,1,0,0,0.00963266666666667,0.06626,0.1658,0,0.0773533333333333,0.937141637222081
"CXCR4","Cxcr4",1.49381,1.300472,1.228934,36,53,13,1.341072,5.03602,5.44375,14.09222,8.19066333333333,0.254722854607157
"CXCR5","Cxcr5",0,0.012025,0,0,1,0,0.00400833333333333,0,0,0,0,1.00400833333333
"CXCR6","Cxcr6",0.052065,0.12255,0,2,7,0,0.058205,0,0.11053,0,0.0368433333333333,1.02060259827103
"CXXC1","Cxxc1",22.493424,18.618038,38.200652,574,653,179,26.4373713333333,113.34349,96.44012,94.40695,101.396853333333,0.26795131334765
"CXXC4","Cxxc4",6.748405,5.128558,4.516092,778,880,165,5.46435166666667,7.70312,13.34687,6.8604,9.30346333333333,0.627395998562296
"CXXC5","Cxxc5",22.79039,21.734919,24.160538,978,1324,331,22.8952823333333,37.27314,35.72982,101.46399,58.15565,0.403939139090405
"CXorf65","Gm614",0,0,0,0,0,0,0,0,1.21586,1.92266,1.04617333333333,0.48871715006223
"CYB561","Cyb561",14.791178,14.952108,14.95828,658,884,264,14.900522,52.04987,30.5624,29.97601,37.5294266666667,0.412685144203201
"CYB561D1","Cyb561d1",3.94425,3.18081,3.144974,272,345,76,3.42334466666667,11.3973,12.35207,10.15951,11.30296,0.359534995372387
"CYB561D2","Cyb561d2",8.932533,8.613495,8.275764,116,190,39,8.607264,9.37627,11.82704,11.66705,10.9567866666667,0.803498821868529
"CYB5A","Cyb5a",44.530886,43.430866,48.866588,535,750,181,45.6094466666667,37.14062,39.26688,22.02319,32.81023,1.37856047316645
"CYB5B","Cyb5b",30.550476,28.190346,30.864889,2877,3975,912,29.8685703333333,64.1595,71.18331,45.37913,60.2406466666667,0.504053631264725
"CYB5D1","Cyb5d1",27.309201,21.803073,20.920578,408,488,94,23.344284,15.35654,15.447,6.99149,12.5983433333333,1.79023895802994
"CYB5D2","Cyb5d2",6.622942,6.670073,8.053045,331,455,121,7.11535333333333,42.1932,39.48794,37.77589,39.81901,0.198813085700347
"CYB5R1","Cyb5r1",21.542924,22.700821,32.723428,288,431,110,25.6557243333333,46.56658,41.47754,27.76932,38.60448,0.673048209024164
"CYB5R2","Cyb5r2",0.920589,0.245905,0.43428,24,12,3,0.533591333333333,22.72833,31.99933,47.97909,34.2355833333333,0.0435239376860986
"CYB5R3","Cyb5r3",32.893201,31.383228,40.68116,1343,1954,525,34.985863,175.87954,178.70436,178.93843,177.840776666667,0.201217326779297
"CYB5R4","Cyb5r4",16.651724,12.515021,15.056135,692,767,213,14.74096,4.80409,3.59233,3.69238,4.0296,3.12966438682997
"CYB5RL","Cyb5rl",5.117315,6.854279,7.081256,100,159,27,6.35095,1.47436,2.40409,1.83527,1.90457333333333,2.53081921383749
"CYBA","Cyba",3.865215,3.915234,3.499308,44,62,10,3.759919,285.57854,194.48296,113.02179,197.69443,0.0239559760180494
"CYBB","Cybb",0.313645,0.396175,0.497784,17,25,8,0.402534666666667,6.12936,3.12256,2.25039,3.83410333333333,0.290133364960479
"CYBRD1","Cybrd1",0.670925,0.868855,0.811132,79,154,30,0.783637333333333,27.93001,40.64854,15.94933,28.17596,0.0611338010243136
"CYC1","Cyc1",159.333081,146.991958,227.835731,2111,2902,962,178.05359,130.10812,132.2252,125.45353,129.262283333333,1.37456204066232
"CYCS","Cycs",11.661061,12.769055,14.72289,647,1063,228,13.051002,120.98034,114.76097,99.84721,111.86284,0.124496264669576
"CYCTP","Cyct",0.107992,0,0,1,0,0,0.0359973333333333,0,0,0,0,1.03599733333333
"CYFIP1","Cyfip1",34.297635,31.127791,27.012297,1760,2346,516,30.8125743333333,45.25788,42.16837,33.42806,40.28477,0.77056440748812
"CYFIP2","Cyfip2",95.826804,67.989593,79.669145,12170,13327,3292,81.1618473333333,327.19193,244.27812,184.02911,251.833053333333,0.324964818682199
"CYGB","Cygb",29.772288,19.192177,27.720292,1433,1405,420,25.5615856666667,16.97999,12.29681,19.00811,16.09497,1.55376614680615
"CYHR1","Cyhr1",41.072918,37.175582,44.377423,2191,2947,729,40.8753076666667,110.4776,112.93718,119.90404,114.439606666667,0.362746451376798
"CYLD","Cyld",14.163034,12.091628,9.134019,1922,2387,426,11.796227,39.89055,37.00095,26.48027,34.4572566666667,0.360891625663463
"CYP11A1","Cyp11a1",0.437529,0.575986,0.701179,22,25,5,0.571564666666667,2.86589,5.80299,1.33275,3.33387666666667,0.362623301847538
"CYP11B2","Cyp11b2",0.003035,0,0,0,0,0,0.00101166666666667,0,0,0,0,1.00101166666667
"CYP17A1","Cyp17a1",0,0.088997,0,0,2,0,0.0296656666666667,3.95924,17.98926,10.59648,10.8483266666667,0.0869038891005143
"CYP19A1","Cyp19a1",0.080291,0.027219,0,4,2,0,0.0358366666666667,0.11596,0,0,0.0386533333333333,0.997288155175291
"CYP1A1","Cyp1a1",0.054169,0.048067,0,3,4,0,0.0340786666666667,0.28162,0.3316,1.04872,0.55398,0.665438851636872
"CYP1A2","Cyp1a2",0.025253,0,0,1,0,0,0.00841766666666667,0,0,0,0,1.00841766666667
"CYP1B1","Cyp1b1",0.930192,0.653839,1.223333,104,112,38,0.935788,4.48934,2.54226,1.59493,2.87551,0.49949245389639
"CYP20A1","Cyp20a1",6.212103,8.293646,7.840805,282,538,99,7.44885133333333,5.10228,4.91872,4.36968,4.79689333333333,1.45747917850251
"CYP24A1","Cyp24a1",0.05177,0.043002,0.041101,4,5,1,0.045291,1.57375,1.10533,0.17479,0.95129,0.535692285616182
"CYP26A1","Cyp26a1",0.054766,0.018009,0,2,1,0,0.0242583333333333,0.31475,0.13817,0.45882,0.303913333333333,0.785526389790733
"CYP26B1","Cyp26b1",0.439101,0.843736,0.496884,40,113,6,0.593240333333333,4.09176,3.81339,6.9041,4.93641666666667,0.268384182377136
"CYP27A1","Cyp27a1",26.31125,40.931991,36.603331,511,1193,253,34.615524,32.27026,27.27404,23.42149,27.6552633333333,1.24289641263112
"CYP27B1","Cyp27b1",0,0.013255,0.063141,0,1,1,0.0254653333333333,2.20326,0.60793,0.28403,1.03174,0.504722717145566
"CYP2A13","Cyp2a5",0,0,0,0,0,0,0,0,0,0,0,1
"CYP2B6","Cyp2b10",0.170201,0,0,2,0,0,0.0567336666666667,1.12648,0.80136,2.73105,1.55296333333333,0.413924341516852
"CYP2C18","Cyp2c55",0.024947,0,0.079665,1,0,1,0.0348706666666667,0.0994,0.11053,0,0.0699766666666667,0.967189938721405
"CYP2C8","Cyp2c29",0,0,0,0,0,0,0,5.40046,1.658,3.71423,3.59089666666667,0.217822371664504
"CYP2E1","Cyp2e1",0.456684,0.221012,0.17625,17,12,1,0.284648666666667,10.70153,13.789,32.1827,18.8910766666667,0.0645841694843735
"CYP2J2","Cyp2j6",10.054695,8.845576,10.044869,778,1029,243,9.64838,17.59292,16.41416,13.28383,15.7636366666667,0.635207038409128
"CYP2R1","Cyp2r1",0.108908,0.193577,0,4,11,0,0.100828333333333,9.62475,9.83744,9.54775,9.66998,0.103170608879617
"CYP2S1","Cyp2s1",3.224233,2.39315,2.994322,154,175,51,2.87056833333333,0.6295,0.52503,1.46384,0.87279,2.06673910760594
"CYP2U1","Cyp2u1",3.393717,2.94739,2.598307,222,284,56,2.97980466666667,5.25137,5.19505,4.26044,4.90228666666667,0.674281832013129
"CYP2W1","Cyp2w1",0,0,0,0,0,0,0,0.11596,0.60793,0.08739,0.270426666666667,0.78713712978317
"CYP39A1","Cyp39a1",5.376985,4.241996,6.125806,226,294,87,5.24826233333333,0.41415,5.13979,2.38148,2.64514,1.71413507665915
"CYP3A5","Cyp3a16",0,0,0,0,0,0,0,1.32527,1.5751,2.18484,1.69507,0.37104787630748
"CYP3A7","Cyp3a13",1.847429,2.204874,2.08558,116,206,41,2.045961,0,0.27633,0.50251,0.259613333333333,2.41817144943951
"CYP46A1","Cyp46a1",20.239526,13.682104,21.531024,751,741,254,18.484218,322.63633,276.08401,96.70104,231.807126666667,0.083692532436507
"CYP4A11","Cyp4a10",0,0,0,0,0,0,0,2.18669,0.85663,2.05375,1.69902333333333,0.370504392329571
"CYP4A22","Cyp4a12a",0,0,0,0,0,0,0,1.52406,0.52503,1.66048,1.23652333333333,0.447122542875326
"CYP4B1","Cyp4b1",0.107881,0.022706,0.107574,3,1,1,0.079387,2.98185,3.15019,2.0319,2.72131333333333,0.2900553926302
"CYP4F12","Cyp4f14",2.558092,2.725443,3.204043,107,153,43,2.82919266666667,2.00447,3.56469,3.73608,3.10174666666667,0.933551722680744
"CYP4X1","Cyp4x1",4.477015,3.441995,3.282528,359,470,94,3.733846,8.06756,6.16222,10.11581,8.11519666666667,0.519335585737956
"CYP7A1","Cyp7a1",0,0,0,0,0,0,0,0.03313,0,0.06555,0.0328933333333333,0.968154181780629
"CYP7B1","Cyp7b1",4.359403,3.266516,5.015808,190,216,68,4.213909,2.51801,2.29356,2.01005,2.27387333333333,1.5925811627817
"CYP8B1","Cyp8b1",0,0,0.07896,0,0,1,0.02632,0.21536,0.3316,0.0437,0.196886666666667,0.857491380414743
"CYS1","Cys1",6.638928,3.587471,5.147558,162,138,55,5.12465233333333,3.94267,3.78576,9.37297,5.70046666666667,0.91406354781259
"CYSLTR1","Cysltr1",0.326755,0.142984,0.175371,11,17,3,0.215036666666667,4.10833,3.75812,3.49574,3.78739666666667,0.253799037611952
"CYSLTR2","Cysltr2",0.52978,0.363731,0.529522,7,8,2,0.474344333333333,2.00447,2.26593,2.40332,2.22457333333333,0.457221523881196
"CYSTM1","Cystm1",82.636093,94.883328,115.488887,617,1113,263,97.669436,156.97791,209.01806,144.89861,170.298193333333,0.576009787844036
"CYTH1","Cyth1",55.519086,53.925549,33.333446,1496,2212,500,47.5926936666667,87.66643,72.0123,87.00034,82.2263566666667,0.583861839120115
"CYTH2","Cyth2",42.043172,32.401508,41.554838,461,615,144,38.666506,56.65518,54.99021,63.6444,58.42993,0.66744998690054
"CYTH3","Cyth3",13.745835,11.039338,10.680497,676,816,200,11.82189,21.90004,30.7282,23.46519,25.3644766666667,0.486332050588778
"CYTH4","Cyth4",3.643819,4.368002,3.11054,130,209,40,3.70745366666667,7.83564,7.59915,4.91589,6.78356,0.60479442140443
"CYTIP","Cytip",0.014944,0.094893,0.546231,2,9,1,0.218689333333333,1.97134,0.52503,3.21172,1.90269666666667,0.419847291426708
"CYYR1","Cyyr1",1.611953,1.454646,1.911423,189,260,38,1.65934066666667,14.59451,37.47072,10.2032,20.7561433333333,0.122234011144438
"D2HGDH","D2hgdh",15.1019,14.886229,10.726717,226,304,67,13.5716153333333,60.54815,39.18398,50.62275,50.1182933333333,0.285056765066752
"DAAM1","Daam1",16.125256,13.560836,11.490906,1987,2492,460,13.725666,21.4859,24.95284,27.98781,24.80885,0.570566530473074
"DAAM2","Daam2",21.746759,26.312253,13.859566,3722,6725,890,20.639526,87.02037,187.43648,78.96013,117.80566,0.182142214436585
"DAB1","Dab1",10.970769,8.348337,9.827671,784,1039,249,9.71559233333333,5.99683,5.77535,12.23511,8.00243,1.19029998937324
"DAB2","Dab2",6.099414,3.665489,2.876704,268,309,80,4.213869,5.49986,4.83582,2.59996,4.31188,0.981548717214997
"DAB2IP","Dab2ip",11.152803,10.070769,10.495463,1342,1676,389,10.5730116666667,60.82977,64.30262,52.7639,59.2987633333333,0.191927844401895
"DACH1","Dach1",2.292413,1.408004,1.376275,230,221,42,1.69223066666667,23.80511,20.42099,3.99826,16.0747866666667,0.157672872828475
"DACH2","Dach2",0.405074,0.47217,0.338255,24,45,5,0.405166333333333,29.35467,16.05493,12.38804,19.26588,0.0693365564847583
"DACT1","Dact1",0.782917,0.651641,1.109402,58,69,24,0.847986666666667,5.08571,2.1554,2.73105,3.32405333333333,0.427373698751788
"DACT2","Dact2",5.232265,4.386364,5.307452,288,333,113,4.97536033333333,41.06672,32.85596,1.63863,25.1871033333333,0.22817950718999
"DACT3","Dact3",20.581274,20.600952,28.670332,1040,1566,443,23.284186,34.02624,35.48112,59.75538,43.08758,0.55081694209571
"DAD1","Dad1",47.58658,43.237404,67.056383,714,998,317,52.626789,221.96571,194.0961,182.0409,199.36757,0.26764205904179
"DAG1","Dag1",19.046318,12.420007,13.893253,2051,2065,549,15.1198593333333,28.11223,32.63489,19.88205,26.87639,0.578262082476724
"DAGLA","Dagla",7.100309,4.493749,6.088267,789,873,204,5.89410833333333,11.49669,14.14823,18.24342,14.6294466666667,0.441097402893768
"DAGLB","Daglb",4.862364,4.739038,5.578064,460,679,153,5.059822,34.44038,31.25323,29.3861,31.6932366666667,0.185353994215521
"DALRD3","Dalrd3",34.425564,30.400923,103.194095,600,693,193,56.0068606666667,67.78742,87.10007,91.32633,82.0712733333333,0.68624036179053
"DAND5","Dand5",3.581529,3.018725,4.387903,94,120,37,3.662719,2.55114,1.76853,2.40332,2.24099666666667,1.43866824917027
"DAO","Dao",9.726106,9.508811,9.321531,283,421,91,9.518816,0.53011,0.71847,0.28403,0.51087,6.96209203968574
"DAP","Dap",10.916463,12.912977,11.697679,152,209,54,11.842373,224.23523,302.69485,219.35797,248.762683333333,0.0514183016798413
"DAP3","Dap3",59.445021,48.164485,70.991245,1057,1281,375,59.5335836666667,102.50943,84.55781,101.52953,96.1989233333333,0.622780392937823
"DAPK1","Dapk1",8.384148,4.824662,7.971118,722,592,134,7.059976,71.91232,41.14594,29.3861,47.4814533333333,0.166248646561475
"DAPK2","Dapk2",1.404391,1.779879,0.840203,40,59,8,1.341491,12.27529,10.11378,31.96421,18.11776,0.122477267211221
"DAPK3","Dapk3",27.041807,26.585604,29.852065,259,421,102,27.826492,25.87584,26.58321,46.93037,33.1298066666667,0.844613398532778
"DAPL1","Dapl1",0.131546,0.177882,0.417892,1,2,1,0.24244,1.259,2.01723,1.74787,1.6747,0.464515646614574
"DAPP1","Dapp1",0.72188,1.513912,1.142893,37,87,18,1.12622833333333,0.89456,0.44213,0.30588,0.547523333333333,1.37395558925337
"DARS2","Dars2",10.909619,9.89,9.500947,263,397,89,10.1001886666667,7.09018,9.03608,2.92769,6.35131666666667,1.50995925899895
"DAXX","Daxx",11.758415,11.140516,7.143662,269,316,83,10.0141976666667,26.55504,37.16675,32.11715,31.9463133333333,0.334307439962428
"DAZAP1","Dazap1",29.461622,26.272535,34.651302,536,686,197,30.1284863333333,89.98565,91.77009,120.01328,100.589673333333,0.306413883537113
"DAZAP2","Dazap2",74.274158,62.629095,72.745058,2305,3315,852,69.8827703333333,221.56813,218.44101,164.32184,201.44366,0.350135787573359
"DAZL","Dazl",0.17723,0.173224,0.215151,8,13,3,0.188535,0.18222,0.05527,0,0.0791633333333333,1.10134857559406
"DBF4","Dbf4",1.121963,0.676593,0.730154,38,49,7,0.842903333333333,3.28004,1.93433,1.33275,2.18237333333333,0.579097151811227
"DBH","Dbh",0.018566,0.024536,0,1,2,0,0.0143673333333333,0.82829,0.88426,2.62181,1.44478666666667,0.414910367094061
"DBI","Dbi",532.880346,631.222522,639.178809,2274,3916,862,601.093892333333,167.11621,186.55221,267.79589,207.15477,2.8925298821321
"DBIL5P","Dbil5",1.535624,0.857607,0.809287,12,10,2,1.067506,7.43806,7.29518,0.78654,5.17326,0.334913157715696
"DBN1","Dbn1",41.329598,31.050324,40.106438,1502,1803,494,37.4954533333333,156.01709,125.12345,108.04036,129.726966666667,0.294472168328442
"DBNDD1","Dbndd1",12.322082,8.525954,11.945385,389,400,118,10.9311403333333,37.72042,43.41187,93.72965,58.2873133333333,0.201242722304727
"DBNDD2","Dbndd2",115.351255,153.629938,143.30137,4137,8075,1442,137.427521,412.75451,318.77742,272.42775,334.653226666667,0.412412305326863
"DBNL","Dbnl",22.87968,22.125909,24.08449,978,1438,340,23.0300263333333,84.98277,77.31789,90.29945,84.2000366666667,0.282042441218042
"DBP","Dbp",35.192761,31.564905,43.417359,956,1238,391,36.7250083333333,66.59468,68.22655,49.18076,61.3339966666667,0.605207596988674
"DBR1","Dbr1",5.019888,6.008685,4.603706,124,168,41,5.21075966666667,6.89139,5.16742,6.99149,6.3501,0.844989818732625
