UniqueCount	AmbigCount
0	0
0	0
88	362
32	304
75	181
0	0
0	0
0	0
0	0
0	0
0	0
0	1
2	5
0	0
5	0
0	0
0	0
0	1
7	2
2	0
0	0
0	0
1	0
0	0
0	0
2	34
0	26
0	29
0	16
2	8
0	2
1	8
0	11
0	0
0	0
0	2
0	7
0	0
2	0
0	2
0	22
1	3
0	0
0	0
0	236
0	133
12	290
0	83
0	207
4	71
0	95
0	32
7	9
1	124
190	201
0	122
0	72
0	63
0	156
1	101
10	66
0	152
17	1141
1	1121
0	64
28	0
7	282
1	277
1	128
0	106
0	67
0	7
0	0
0	0
0	10
4	13
0	0
0	1471
4	1996
19	408
5	1547
0	141
2	185
40	1975
2	616
0	1
104	126
0	1
5	5
48	51
0	27
0	50
3	33
0	0
0	5
0	1
18	0
0	0
0	40
0	85
37	1769
1	13
1	16
0	591
0	1671
0	242
0	811
3	49
0	227
0	43
0	69
1	274
4	49
0	432
26	6
0	0
0	2
0	0
0	12
0	0
12	150
0	179
0	179
1	177
0	2
0	2
0	124
0	114
0	15
0	177
0	16
0	14
0	25
1	19
7	0
0	1
1	302
0	0
0	0
0	0
0	0
333	1699
0	195
0	23
0	1211
0	404
2	134
8	1644
3	1646
0	1
22	12
0	116
0	0
0	0
0	0
2	1
0	0
0	1
0	1
0	0
0	3
0	0
0	3
0	6
0	0
0	237
0	266
0	271
5	200
0	63
0	21
0	88
9	93
1	88
1	0
0	12
0	6
0	6
0	0
0	1
0	0
0	6
0	22
0	3
0	0
0	0
0	61
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
210	6
1	196
0	187
0	23
0	35
0	156
6	3
0	6
2	291
0	3
0	2
0	1590
3646	291
0	0
30	24
0	24
0	7
0	1
0	3
1470	41
0	68
0	15
0	1
0	1
0	26
0	0
0	0
0	174
0	175
0	177
1	4
0	137
2	162
0	174
0	6
0	24
0	153
9	22
13	26
0	9
0	0
2	5
0	22
0	6
0	7
0	8
0	16
0	53
3	51
0	29
0	31
3	22
0	0
0	2
0	2
0	0
0	2
0	10
0	10
0	7
0	3
0	5
0	0
0	0
24	666
0	442
2	400
0	238
9	342
1	180
3	88
0	1
0	9
29	138
6	17
0	17
0	49
0	11
0	51
3	56
0	13
0	45
0	16
0	12
0	122
0	12
20	6
0	19
1	10
0	11
1	9
0	2
0	2
0	35
0	6
1	10
0	6
0	19
0	0
795	1257
0	169
0	162
2	144
2	21
0	762
0	45
0	107
0	0
0	1
0	0
0	0
10	61
0	0
2	1
4	17
0	0
0	0
0	0
0	6
0	12
0	0
881	496
3	9
0	145
0	71
0	86
0	80
0	283
0	87
0	0
0	3
2	2
8	1155
14	287
3	30
0	106
