"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","FoldChange"
"NLRP12","Nlrp12",0.036143,0.021866,0.020198,2,3,1,0.026069,0.288667,0.168727,0.27447,6,5,5,6.35750133333333,0.139458894197052
"NLRP14","Nlrp14",0,0,0,0,0,0,0,0,0.021347,0.019316,0,1,1,0.538881333333333,0.649822685050006
"NLRP3","Nlrp3",0.198494,0.069348,0.03649,10,9,1,0.101444,0.089333,0.083568,0,5,4,0,0.071376,1.028064843715
"NLRP4","Nlrp4c",0,0,0,0,0,0,0,0,0,0,0,0,0,0.046641,0.95543744225575
"NLRP5","Nlrp5",0.05906,0.015116,0.342193,3,1,1,0.138789666666667,0,0,0,0,0,0,96.0203813333333,0.0117376333819398
"NLRP6","Nlrp6",0.294953,0.118362,0.075118,4,4,2,0.162811,0,0,0,0,0,0,0.345797666666667,0.864031071535518
"NLRP9","Nlrp9b",0.842133,0.311421,0.668598,4,2,1,0.607384,0.112784,0,0.025385,5,0,1,0.294847,1.24136982979456
"NLRX1","Nlrx1",1.498123,1.753592,1.585191,87,173,39,1.612302,3.857142,3.099867,3.383522,125,73,111,40.783956,0.0625192597847844
"NMB","Nmb",3.865276,3.224983,5.258949,29,41,14,4.11640266666667,2.235564,1.679199,2.015319,15,9,13,0.0924043333333333,4.68361623123062
"NMBR","Nmbr",2.372876,0.928259,2.386435,60,38,15,1.89585666666667,0,0,0,0,0,0,41.0558986666667,0.0688573246197664
"NMD3","Nmd3",19.017866,12.350406,17.849902,468,484,121,16.406058,15.784116,25.759896,20.328792,699,682,635,4.445011,3.19669840887374
"NME1","Nme1",98.136598,99.253538,108.696583,1420,1886,487,102.028906333333,80.003774,80.348244,88.533412,826,653,802,0.784852333333333,57.7240505610455
"NME2","Nme2",63.015328,60.825747,84.028248,774,1144,316,69.2897743333333,182.544386,183.073194,209.555389,1350,1087,1356,0.082596,64.9270589705978
"NME3","Nme3",24.083859,20.189649,27.7455,192,228,56,24.006336,11.883671,6.001578,11.921404,104,45,89,0.651566666666667,15.1409788685491
"NME4","Nme4",0.912246,1.147941,0.495806,12,24,2,0.851997666666667,103.943211,100.863752,114.708498,1469,1093,1357,7.03344566666667,0.230535904954358
"NME5","Nme5",8.877016,7.520345,8.143886,64,83,19,8.18041566666667,6.418472,5.652659,4.149535,31,26,36,0.0512406666666667,8.73293429160845
"NME6","Nme6",13.250812,10.304923,12.101147,85,107,38,11.8856273333333,9.782705,13.265336,12.332871,283,255,269,0.767429666666667,7.29060260578026
"NME7","Nme7",7.268091,6.342766,6.560151,125,149,24,6.72366933333333,18.106594,19.068816,14.185001,110,95,110,5.34873333333333,1.2165685543573
"NME8","Nme8",0.046931,0,0,1,0,0,0.0156436666666667,0,0.307078,0,0,1,0,0,1.01564366666667
"NMI","Nmi",5.956068,5.108362,5.8475,50,69,20,5.63731,1.165792,0.703474,1.268873,19,9,18,16.0473113333333,0.389346441219841
"NMNAT1","Nmnat1",2.719757,2.885068,3.995291,91,140,34,3.20003866666667,10.504927,9.418652,6.08868,220,159,164,0,4.20003866666667
"NMNAT2","Nmnat2",24.251756,24.150825,22.981779,2448,3026,747,23.7947866666667,15.035016,16.735598,11.166691,828,781,768,3.06106933333333,6.10548223423584
"NMNAT3","Nmnat3",0.867941,1.641577,1.232046,34,60,15,1.247188,2.422161,3.005574,2.113168,168,255,188,4.51729633333333,0.407298768134562
"NMRAL1","Nmral1",12.999139,20.805028,15.369986,325,780,124,16.3913843333333,36.559272,25.049193,30.957266,191,147,159,0.176997333333333,14.7760609483114
"NMRK1","Nmrk1",5.054528,4.735494,3.467422,135,164,38,4.419148,5.998515,7.72906,7.516885,117,102,120,206.415141666667,0.0261270607172403
"NMRK2","Nmrk2",0.196396,0.208916,0.252798,7,12,3,0.21937,0,0,0,0,0,0,1.976213,0.4097052193509
"NMS","Nms",3.180534,0.946092,0.541344,35,11,3,1.55599,0,0,0,0,0,0,0,2.55599
"NMT1","Nmt1",32.178529,24.050044,24.852268,2007,2420,644,27.026947,109.508452,169.614561,150.555904,1448,1302,1330,0,28.026947
"NMT2","Nmt2",14.423901,10.436706,9.753318,1158,1301,288,11.537975,12.618298,12.690974,10.504395,312,289,280,279.084619,0.0447649536942262
"NMU","Nmu",3.280239,2.849449,2.369857,44,57,10,2.83318166666667,7.411424,1.979844,2.515376,18,2,20,7.018547,0.478039433661319
"NMUR1","Nmur1",0.044429,0.20944,0.279804,1,3,2,0.177891,0.316127,0.025678,0.097526,16,1,4,0,1.177891
"NMUR2","Nmur2",1.069808,0.829724,0.35775,76,88,8,0.752427333333333,0,0,0,0,0,0,0,1.75242733333333
"NNAT","Nnat",50.94246,45.505704,55.125365,1058,1436,342,50.5245096666667,22.11881,19.715623,24.627739,343,242,341,28.7198463333333,1.73367348837459
"NNMT","Nnmt",0.094941,0.369321,0,1,6,0,0.154754,0.909986,11.579082,0.774863,7,76,7,0.0274336666666667,1.12392073324442
"NNT","Nnt",1.215344,0.273369,0.452401,77,26,8,0.647038,41.702634,31.207881,31.981896,1144,827,1065,1.15384833333333,0.764695440486757
"NOA1","Noa1",23.438095,15.485178,23.070226,340,407,123,20.6644996666667,5.61978,4.951849,5.510865,178,123,150,1.53518333333333,8.54553569432848
"NOB1","Nob1",10.708998,10.670278,12.415006,347,366,107,11.2647606666667,15.867685,14.293227,11.552562,222,182,198,0.0877566666666667,11.2752797041005
"NOBOX","Nobox",0.063102,0,0,1,0,0,0.021034,0,0,0,0,0,0,1.22140866666667,0.459633571850655
"NOC2L","Noc2l",19.209787,16.064232,15.425537,845,959,238,16.899852,26.13588,25.156619,22.532275,947,731,783,0.426450333333333,12.5485280361438
"NOC3L","Noc3l",4.348223,3.144174,3.305219,373,402,89,3.59920533333333,2.532063,4.992342,2.50617,129,191,113,2.43159,1.34025490613195
"NOC4L","Noc4l",10.015399,8.657258,9.780497,243,249,79,9.48438466666667,10.251445,10.011889,10.344265,153,129,119,0.0926336666666667,9.5955167651494
"NOCT","Noct",19.695048,15.51329,15.293806,4085,4501,1055,16.834048,7.25459,4.335134,7.124836,145,84,121,0.216934,14.6549015805294
"NOD1","Nod1",6.142467,6.769893,5.380282,291,404,99,6.09754733333333,1.448464,3.092142,1.998582,66,93,64,14.6096263333333,0.454690405892484
"NOD2","Nod2",0.228266,0.156224,0.308011,24,23,10,0.230833666666667,0.479195,0.988882,0.141669,13,5,10,0,1.23083366666667
"NODAL","Nodal",0.092216,0.090925,0.219513,4,6,3,0.134218,0.265595,0.287157,0.225744,8,7,6,0.019749,1.11225213263264
"NOG","Nog",1.018234,0.576128,1.554155,32,28,15,1.04950566666667,0.161021,0.105708,0.193136,4,2,4,256.697795,0.00795313621781927
"NOL10","Nol10",6.415387,5.457002,4.645517,417,528,95,5.50596866666667,6.153405,5.936014,6.107267,248,219,222,1.11572533333333,3.07505353561962
"NOL11","Nol11",14.791963,9.321194,14.099483,357,486,109,12.7375466666667,27.102443,41.699914,30.288453,415,405,415,0,13.7375466666667
"NOL12","Nol12",11.690752,11.879127,13.208002,192,254,66,12.2592936666667,8.457032,7.444283,7.144649,157,102,135,0.0179423333333333,13.0255842914481
"NOL3","Nol3",5.824987,5.940242,8.192007,406,626,179,6.652412,16.391737,15.004083,22.379259,130,100,142,11.2181786666667,0.626313643692011
"NOL4","Nol4",11.670191,12.972899,3.685939,334,312,64,9.44300966666666,0.770572,0.365214,0.604399,17,7,13,2.49757533333333,2.98578548605958
"NOL4L","Nol4l",6.31199,6.860526,5.724505,564,950,167,6.299007,24.592451,15.536087,22.113467,1405,971,1104,2.38681566666667,2.15512378540039
"NOL6","Nol6",27.013811,17.96384,17.081332,1739,2144,536,20.6863276666667,19.943566,16.348264,17.058099,1140,828,953,11.8525526666667,1.68731677115866
"NOL7","Nol7",69.481039,82.910666,150.492189,507,661,157,100.961298,22.156009,22.448789,19.199646,309,238,254,3.98132733333333,20.4687006448482
"NOL8","Nol8",5.564665,4.952923,3.338419,341,478,92,4.618669,19.942986,21.799981,15.907487,376,344,336,0.024707,5.48319568422974
"NOL9","Nol9",5.174635,4.193073,4.860488,382,458,116,4.742732,6.708693,4.243576,3.814725,386,226,294,2.68280533333333,1.55933628856842
"NOLC1","Nolc1",14.258273,11.809373,10.106064,832,1029,199,12.0579033333333,25.475486,24.614289,22.650275,1108,1000,901,0.0493326666666667,12.4440072706526
"NOM1","Nom1",10.54476,8.439525,10.998503,505,663,141,9.99426266666667,13.405776,11.67146,11.578403,319,251,297,0,10.9942626666667
"NOMO3","Nomo1",24.236238,20.007055,22.219628,2214,2780,653,22.154307,269.770549,208.951973,231.013207,2875,1659,2066,0.335349666666667,17.3395085781527
"NONO","Nono",63.782792,49.358457,69.1772,1477,1942,495,60.7728163333333,329.161844,350.955533,318.718299,3715,3149,3400,5.61619433333333,9.33660851255729
"NOP10","Nop10",16.385532,14.853298,16.854256,327,438,106,16.0310286666667,89.593186,87.706038,108.604407,384,303,412,25.5776056666667,0.640803723264914
"NOP14","Nop14",18.646613,14.868075,16.075548,443,594,119,16.5300786666667,10.90925,9.476591,8.74925,426,378,400,0,17.5300786666667
"NOP16","Nop16",7.209221,7.476736,7.82543,160,260,61,7.50379566666667,18.521711,19.346518,19.141484,178,136,159,0.327962666666667,6.40364061439478
"NOP2","Nop2",5.963563,4.517985,4.628975,314,375,81,5.036841,22.083378,25.184243,20.160749,320,271,234,0,6.036841
"NOP53","Nop53",46.308199,38.658876,53.853078,906,1240,340,46.2733843333333,188.025054,176.642631,204.431794,801,505,658,1.997292,15.7720316650274
"NOP56","Nop56",178.203338,140.944774,147.637458,1506,1724,442,155.59519,121.401313,107.954287,110.731786,1373,1038,1225,13.549884,10.7626418190001
"NOP58","Nop58",28.277718,28.112767,18.005645,708,779,161,24.79871,36.874919,44.765274,36.599684,491,455,436,7.90054266666667,2.89855472482801
"NOP9","Nop9",2.562165,3.648067,4.343274,117,199,49,3.51783533333333,10.445964,11.144241,11.270881,757,622,580,0.00828533333333333,4.48071114790258
"NOS1","Nos1",5.006959,4.446303,3.821959,1157,1513,280,4.42507366666667,0.036586,0.043079,0.044509,7,7,8,0.040979,5.21151115120158
"NOS1AP","Nos1ap",14.833138,14.287033,12.53486,394,520,84,13.8850103333333,0.995678,1.00164,1.517799,78,46,65,4.16625533333333,2.8811991225624
"NOS2","Nos2",0.318534,0.150266,0.034086,16,21,1,0.167628666666667,0.038544,0,0.021877,2,0,1,0.109579666666667,1.0523162074287
"NOS3","Nos3",2.14527,1.475977,2.776807,196,206,80,2.13268466666667,0.262348,1.028604,0.698751,15,15,16,2.73518466666667,0.8386960608998
"NOSIP","Nosip",34.463079,30.408048,45.219886,595,786,226,36.6970043333333,41.25264,39.305359,35.264519,347,286,289,0.576270666666667,23.9153117104254
"NOSTRIN","Nostrin",3.904643,2.4813,2.630847,107,95,27,3.00559666666667,0.104439,0.083255,0.075221,3,2,2,0.188014666666667,3.37167274029165
"NOTCH1","Notch1",28.654173,21.277264,41.535862,636,958,219,30.4890996666667,8.106199,17.777142,6.292629,1063,1320,699,0.158090333333333,27.1905383892045
"NOTCH2","Notch2",2.399548,1.850335,1.80749,575,658,137,2.01912433333333,9.733093,20.666494,8.706164,1647,2466,1308,0.0458826666666667,2.88667594325431
"NOTCH3","Notch3",7.758193,5.555664,5.795271,704,758,202,6.36970933333333,15.670406,50.079562,15.152345,934,1888,711,37.5149796666667,0.191346572090016
"NOTCH4","Notch4",2.694652,6.862351,3.606277,207,269,56,4.38776,1.506789,1.201509,1.23541,39,27,27,2.690289,1.45998321540671
"NOTO","Noto",0,0,0,0,0,0,0,0.090735,0.043861,0.073468,3,1,2,1.02534466666667,0.493743122569755
"NOTUM","Notum",1.837259,1.392705,2.852495,36,46,17,2.02748633333333,0.300558,1.457556,1.043277,9,26,20,64.8630816666667,0.045966363199576
"NOVA1","Nova1",39.51638,31.220568,31.629669,2463,3137,750,34.1222056666667,8.388264,7.96577,6.444175,230,182,213,0.165637666666667,30.1313235416495
"NOX1","Nox1",0.133227,0.270007,0.810721,3,9,5,0.404651666666667,0.171346,0.37266,0.169135,6,4,2,0.138375666666667,1.23390872433148
"NOX3","Nox3",0.027487,0,0,1,0,0,0.00916233333333333,0,0,0,0,0,0,0.793228333333333,0.562762875521522
"NOX4","Nox4",1.068538,0.544702,0.680016,32,33,8,0.764418666666667,4.821653,15.090714,5.697875,119,215,81,0,1.76441866666667
"NOXA1","Noxa1",0,0,0,0,0,0,0,0.58661,0.683244,0.549444,13,11,10,13.2611156666667,0.0701207411379011
"NOXO1","Noxo1",11.963248,3.495732,2.818301,36,55,14,6.092427,0,0.102511,0.202918,0,1,1,0.0568546666666667,6.71088203865306
"NOXRED1","Noxred1",0.598347,0.551364,0.721359,19,20,3,0.62369,0.377082,0.39883,0.54375,9,9,10,0.648844333333333,0.984744264316037
"NPAS1","Npas1",2.314828,2.52279,3.404077,99,165,43,2.74723166666667,1.293444,1.247922,1.31256,12,12,13,2.87647666666667,0.966659156983618
"NPAS2","Npas2",1.903671,1.266731,1.439586,148,160,42,1.53666266666667,5.307595,4.340467,4.468452,75,36,59,6.96730966666667,0.318383842576053
"NPAS3","Npas3",11.716125,12.950459,12.414344,417,531,142,12.3603093333333,0.604028,1.36412,0.635345,51,47,49,0.0565246666666667,12.6455252346214
"NPAS4","Npas4",1.490392,0.702833,0.975943,96,67,23,1.05638933333333,0,1.077094,0.022412,0,6,1,55.4432873333333,0.0364328413614369
"NPAT","Npat",6.696483,6.847355,5.48164,579,916,147,6.341826,5.309006,5.308858,5.842486,169,170,173,58.5895386666667,0.123206625932597
"NPB","Npb",4.246576,10.301294,6.562862,28,99,11,7.03691066666667,0.051112,0,0.04743,1,0,1,0.294395,6.20900935700977
"NPC1","Npc1",22.626449,28.287612,28.536644,2031,3521,658,26.4835683333333,35.194276,30.834646,37.368008,669,542,591,202.211323,0.135246244783975
"NPC1L1","Npc1l1",0.131167,0.066997,0.095411,13,10,3,0.0978583333333333,0.037511,0.032084,0,3,2,0,0.360474666666667,0.80696712715954
"NPC2","Npc2",27.210214,31.278339,33.706008,1746,2937,638,30.7315203333333,207.929094,169.461978,225.083618,1696,1128,1688,32.0572513333333,0.959895909474385
"NPDC1","Npdc1",126.298233,111.190948,129.09694,1937,2607,702,122.195373666667,115.048185,77.417137,129.664644,1092,556,935,6.00826333333333,17.5785879906529
"NPEPL1","Npepl1",11.35071,10.425344,15.012329,289,472,113,12.2627943333333,16.540085,13.133581,15.002651,411,269,368,1.76416333333333,4.79812251808564
"NPEPPS","Npepps",83.473484,83.550294,88.859429,2866,3699,872,85.2944023333333,132.818619,134.370529,130.274627,2406,1871,2140,3.06180133333333,21.2453528007771
"NPFF","Npff",4.692963,2.971948,3.460315,34,33,9,3.70840866666667,2.078352,2.01155,0.573752,12,9,3,2.28467433333333,1.4334476385939
"NPFFR2","Npffr2",0.183597,0.165628,0.097326,6,8,1,0.148850333333333,0.038138,0.292618,0.075957,1,5,1,0.0588236666666667,1.0850251741634
"NPHP1","Nphp1",4.99718,4.545352,7.889457,171,244,55,5.810663,1.530829,1.876198,1.606133,42,56,36,0.446731333333333,4.70762113398618
"NPHP3","Nphp3",21.355227,13.325925,17.197085,302,375,94,17.2927456666667,14.953086,24.375088,11.829917,518,557,422,0.397778,13.0870178716983
"NPHP4","Nphp4",1.762677,1.567897,1.775947,177,231,59,1.70217366666667,8.814826,8.392874,7.228779,490,377,370,2.79780166666667,0.711509948079613
"NPHS1","Nphs1",0.636201,0.378307,0.531217,25,28,11,0.515241666666667,0.319587,0.055364,0.457479,6,3,5,21.4159566666667,0.0675965647685198
"NPHS2","Nphs2",0.074838,0.040387,0,5,4,0,0.0384083333333333,0,0,0,0,0,0,0.0160416666666667,1.02201353290958
"NPL","Npl",1.946897,1.723035,1.425962,64,84,15,1.69863133333333,25.19139,13.731854,27.389769,253,151,234,13.3072746666667,0.188619523718284
"NPLOC4","Nploc4",27.835815,21.967523,25.406648,1373,1745,451,25.0699953333333,210.582056,261.217054,226.960644,1456,1307,1256,0,26.0699953333333
"NPM1","Npm1",137.913059,107.71415,117.370452,2513,2990,615,120.999220333333,1741.310426,1908.882615,1580.325786,5107,4329,4816,0.037786,117.557203829434
"NPM2","Npm2",0.317438,0.188867,0.66569,5,5,2,0.390665,31.748073,45.666915,44.272873,53,22,34,0.020105,1.36325672357257
"NPM3","Npm3",3.346609,3.973495,5.37754,48,85,24,4.232548,29.603197,24.137927,27.167835,113,78,91,2.58076533333333,1.46129319095285
"NPNT","Npnt",0.939048,0.567361,0.788131,95,82,22,0.764846666666667,0.596622,0.038691,0.784789,2,2,3,0,1.76484666666667
"NPPA","Nppa",0.370987,0.18184,0.437615,5,4,2,0.330147333333333,0.499753,0.785557,0.900045,5,6,8,0,1.33014733333333
"NPPB","Nppb",0.24,0.106791,0,3,2,0,0.115597,0.131276,0.971943,0,1,6,0,370.143609333333,0.00300583647931832
"NPPC","Nppc",4.729508,3.263507,2.840752,81,89,15,3.61125566666667,0.242278,0,0,2,0,0,4.376504,0.857668043521714
"NPR1","Npr1",2.29451,1.883845,2.828107,91,118,28,2.33548733333333,0.122357,0.200187,0,6,10,0,0,3.33548733333333
"NPR2","Npr2",56.249948,38.015992,39.490813,961,1153,275,44.5855843333333,19.616454,17.518965,19.417771,375,257,291,4.194528,8.77569325515876
"NPR3","Npr3",1.125967,1.883353,0.818388,135,331,38,1.27590266666667,6.093876,8.851874,5.209215,609,704,476,6.250943,0.313876783566864
"NPRL2","Nprl2",15.676694,13.782452,13.795461,330,420,108,14.4182023333333,19.741759,13.894614,22.014396,217,113,194,0,15.4182023333333
"NPRL3","Nprl3",25.482203,22.914909,21.35966,467,592,146,23.2522573333333,13.490981,12.113898,14.479091,343,255,323,22.236094,1.04373210632275
"NPS","Nps",0.144768,0,0,2,0,0,0.048256,0,0,0,0,0,0,0.392945333333333,0.75254640287391
"NPSR1","Npsr1",0.094355,0.065953,0.310539,6,8,3,0.156949,0,0.108228,0,0,2,0,3.81600833333333,0.240229858406253
"NPTN","Nptn",427.4533,404.847256,414.693953,6621,8646,2144,415.664836333333,95.403323,88.463364,101.585979,1389,1174,1325,17.719783,22.2579949956329
"NPTX1","Nptx1",27.985419,17.620463,20.268193,3236,3086,737,21.958025,38.282249,25.411868,36.062957,2468,1233,2204,167.254606666667,0.13644812142043
"NPTX2","Nptx2",1.855827,1.372724,1.660649,96,107,27,1.62973333333333,3.288707,3.134675,5.36436,126,90,171,15.2939023333333,0.161393709102671
"NPTXR","Nptxr",12.427712,9.735376,11.329613,1292,1274,341,11.1642336666667,3.456364,3.085974,3.766937,304,216,287,15.486277,0.737839942072226
"NPVF","Npvf",0,0,0,0,0,0,0,0,0,0,0,0,0,3.77014666666667,0.209637160003466
"NPY","Npy",18.378051,7.307565,16.133371,137,82,38,13.9396623333333,0,1.477526,0,0,6,0,0.524229,9.80145524939713
"NPY1R","Npy1r",3.267878,1.841498,2.078549,202,169,41,2.395975,2.493844,1.660852,2.221823,83,43,71,0.0667463333333333,3.18348879568057
"NPY2R","Npy2r",0.999395,0.629249,0.743521,60,64,15,0.790721666666667,0,0,0,0,0,0,25.6617173333333,0.0671645282364407
"NPY4R","Npy4r",0,0.033868,0,0,4,0,0.0112893333333333,0,0,0.094513,0,0,2,0.006402,1.00485624366141
"NPY5R","Npy5r",2.073163,1.146402,1.392584,77,75,15,1.537383,0,0.064911,0,0,1,0,4.46445466666667,0.464343315990544
"NPY6R","Npy6r",0,0,0,0,0,0,0,1.630215,0.351433,0.71311,38,6,28,0.0340926666666667,0.967031323433941
"NQO1","Nqo1",4.125602,5.320813,4.776724,126,241,46,4.74104633333333,28.009524,40.966534,33.925064,465,513,495,2.86270133333333,1.48627756533769
"NQO2","Nqo2",5.149559,5.839124,5.558364,236,339,81,5.51568233333333,7.373629,6.404685,7.719842,113,85,106,0.118674666666667,5.82446579643054
"NR0B1","Nr0b1",0.027405,0,0.088288,1,0,1,0.0385643333333333,0.535318,0,0,3,0,0,4.59214566666667,0.185718397774212
"NR0B2","Nr0b2",0.0479,0.031148,0,1,1,0,0.0263493333333333,0,0.161015,0,0,2,0,7.868062,0.115735471102179
"NR1D1","Nr1d1",17.650285,13.412493,20.813577,887,1061,323,17.2921183333333,0.942397,1.131823,1.077161,38,37,38,17.2791206666667,1.00071106629819
"NR1D2","Nr1d2",37.784597,31.570521,26.649526,2820,3459,702,32.001548,5.253111,4.527767,3.997243,312,231,275,8.155743,3.60446421442804
"NR1H2","Nr1h2",84.322433,77.89143,113.804258,727,960,326,92.0060403333333,6.067217,8.034143,7.676158,133,117,146,35.564946,2.54358478563959
"NR1H3","Nr1h3",3.919702,4.709326,9.372503,71,84,34,6.00051033333333,3.580076,6.382953,4.23315,45,32,35,0.151705666666667,6.07838489984565
"NR1H4","Nr1h4",0,0.016696,0,0,1,0,0.00556533333333333,0,0,0,0,0,0,7.57116966666667,0.117319499256208
"NR1I2","Nr1i2",0.018414,0.012246,0,1,1,0,0.01022,0.024336,0,0.055001,1,0,2,5.12901833333333,0.164825742893574
"NR1I3","Nr1i3",0.157152,0.052626,0.241568,10,5,4,0.150448666666667,1.640716,2.024658,1.897807,18,10,21,15.5114546666667,0.0696757911336058
"NR2C1","Nr2c1",3.193022,2.51098,2.800656,213,273,56,2.834886,36.346365,38.767794,33.288745,434,370,338,0.736328,2.20861841771831
"NR2C2","Nr2c2",15.219863,11.252604,8.24532,1982,2287,421,11.5725956666667,9.927168,10.749646,8.054578,1075,882,870,4.246724,2.3962754028355
"NR2C2AP","Nr2c2ap",7.337538,7.267989,9.474291,145,219,62,8.026606,2.464582,2.54419,3.420754,35,26,36,49.1000566666667,0.180171572660231
"NR2E1","Nr2e1",0.211157,0.181184,0.13401,15,19,3,0.175450333333333,0.051805,0.064292,0,2,2,0,3.80248666666667,0.244758687513274
"NR2E3","Nr2e3",0.068944,0,0,1,0,0,0.0229813333333333,0.067685,1.143661,0.118877,2,4,3,2.24840166666667,0.314918362415157
"NR2F1","Nr2f1",9.802773,9.39724,12.350032,369,465,121,10.5166816666667,20.268519,15.705573,19.6114,488,339,396,10.9599493333333,0.96293732905446
"NR2F2","Nr2f2",7.772662,3.407488,6.954799,280,231,62,6.044983,17.664279,24.424184,21.141967,569,440,458,1.97516933333333,2.36792673313385
"NR2F6","Nr2f6",30.618966,15.708542,58.918249,259,287,97,35.081919,9.459375,10.024907,10.709195,249,190,222,169.185506,0.212015228840933
"NR3C1","Nr3c1",10.795423,10.320569,9.67374,1306,1915,380,10.263244,1.167842,1.525392,0.813964,117,128,75,0,11.263244
"NR3C2","Nr3c2",12.470594,6.95146,8.08421,781,1011,211,9.16875466666667,0.357437,0.427056,0.385712,21,11,21,0.398615,7.27058888018981
"NR4A1","Nr4a1",5.142245,3.110817,3.751063,174,198,62,4.001375,28.951801,23.860598,19.422924,598,503,497,0.101809666666667,4.53923681313379
"NR4A2","Nr4a2",6.552848,0.582538,1.135717,70,61,21,2.75703433333333,27.227713,29.890492,19.351439,969,874,796,0,3.75703433333333
"NR4A3","Nr4a3",1.155457,0.704379,0.72361,106,95,20,0.861148666666667,0.329176,0.601004,0.362557,24,35,23,3.93247466666667,0.377325539904783
"NR5A1","Nr5a1",0,0,0,0,0,0,0,0.104079,0.285163,0.241287,1,6,4,9.08197033333333,0.0991869611730326
"NR5A2","Nr5a2",0.228823,0.275793,0.364398,19,38,9,0.289671333333333,46.125566,29.904845,43.625735,807,309,773,100.501639333333,0.0127059162965637
"NR6A1","Nr6a1",2.28325,1.764449,1.801894,238,208,57,1.94986433333333,3.689852,2.132646,3.396022,413,192,336,0.0536273333333333,2.79972267234272
"NRAP","Nrap",0.431417,0.722398,1.076099,50,103,27,0.743304666666667,0,0,0,0,0,0,1.31123366666667,0.754274520923242
"NRARP","Nrarp",1.872297,1.571794,1.539979,98,125,25,1.66135666666667,0.753279,0.971061,0.649014,26,26,19,6.569503,0.35158935357667
"NRAS","Nras",65.452841,42.581308,25.271882,900,1526,292,44.4353436666667,14.259216,16.760777,14.927277,929,881,868,0,45.4353436666667
"NRBF2","Nrbf2",8.849138,6.848924,7.334259,247,375,83,7.67744033333333,9.436277,10.782346,10.618936,239,220,239,0,8.67744033333333
"NRBP1","Nrbp1",86.375564,55.471762,74.972677,1532,1803,548,72.2733343333333,38.019739,41.625316,33.446024,961,836,880,0.196851,61.2217680674815
"NRBP2","Nrbp2",161.173432,167.451448,149.637882,3783,6052,1332,159.420920666667,40.196052,34.529964,37.238613,1711,1184,1441,5.04190866666667,26.5513647287838
"NRCAM","Nrcam",72.471605,58.090678,48.973242,4315,5194,969,59.845175,17.967572,18.969928,20.700569,745,701,661,3.41712833333333,13.7748261785466
"NRDE2","Nrde2",2.627801,2.982332,1.934089,204,284,50,2.51474066666667,6.298401,7.848714,7.757457,331,256,264,8.192295,0.38235725318505
"NREP","Nrep",19.862482,18.259543,18.378532,896,1147,257,18.833519,93.962973,105.415675,97.051341,2019,1697,1895,3.61149866666667,4.30088360284321
"NRF1","Nrf1",7.81295,5.878045,6.619739,259,309,77,6.77024466666667,11.661256,10.166937,11.430173,287,188,255,3.65134733333333,1.67053632202053
"NRG2","Nrg2",17.864238,10.715336,6.698238,141,135,22,11.7592706666667,0.513296,0.424163,0.567312,23,7,16,683.363737,0.0186439899966042
"NRG3","Nrg3",4.747179,3.741278,6.554773,345,412,105,5.01441,7.220217,5.186917,8.35185,283,161,303,0.892138,3.17863179112729
"NRG4","Nrg4",1.325941,1.081226,0.895571,46,50,11,1.10091266666667,8.74062,0.676226,0.703896,4,4,3,12.8100373333333,0.152129398057143
"NRGN","Nrgn",7.148036,6.446533,6.892446,150,190,22,6.829005,0.070074,0.44029,0.081257,1,5,1,0.0125826666666667,7.73171935262569
"NRIP1","Nrip1",4.022637,3.218904,2.546754,638,796,133,3.262765,5.66756,12.158888,5.697382,659,1146,566,8.25731933333333,0.460475095058116
"NRIP2","Nrip2",21.059518,16.147294,19.232988,708,747,190,18.8132666666667,1.255185,1.313268,0.874361,52,44,32,0.169902666666667,16.9358248606437
"NRIP3","Nrip3",20.789919,15.947226,14.874154,1763,2025,395,17.2037663333333,0.97427,0.754074,0.979219,46,32,50,32.058903,0.550646412354739
"NRK","Nrk",0.035589,0.004117,0.022808,2,1,1,0.020838,3.110715,7.275183,2.536519,251,492,207,99.0628753333333,0.0102019654801978
"NRL","Nrl",0.204708,0.590092,0.546296,11,33,3,0.447032,0.522987,0.637195,0.209817,11,8,7,1.20174233333333,0.657221318813116
"NRM","Nrm",4.773236,6.858947,5.057696,26,53,14,5.563293,3.945389,4.790925,4.874997,67,63,70,0.230475,5.33395071009163
"NRN1","Nrn1",43.489095,34.017945,44.896302,1042,1276,328,40.801114,33.236743,23.496351,45.046854,671,401,798,154.784155,0.26832712222883
"NRN1L","Nrn1l",0.787255,1.380588,1.524309,7,19,4,1.23071733333333,1.266085,0.424654,0.533369,8,2,3,3.40548266666667,0.506350268998145
"NRP1","Nrp1",4.873708,3.4478,2.935177,383,403,73,3.75222833333333,89.203128,113.858148,82.985288,3448,2933,2924,16.757733,0.267614584211472
"NRP2","Nrp2",6.867336,6.324993,8.739698,1011,1377,289,7.31067566666667,227.650177,313.607586,171.867213,2324,2082,1961,51.964787,0.156909451305198
