"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg_TPM","FoldChange"
"A1BG","A1bg",0,0,0,0,0,0,0,8.512248,7.362639,11.019571,104,79,86,13.451698,0.0691960211180721
"A1CF","A1cf",0,0,0,0,0,0,0,0.012027,0,0.110455,2,0,3,22.081877,0.0433240329631771
"A2M","A2m",9.174995,13.394599,8.530091,939,2038,276,10.3665616666667,166.022861,193.59196,157.990809,4945,3898,3159,3.21241433333333,2.69834844514741
"A3GALT2","A3galt2",0.056162,0.071851,0.07206,3,8,1,0.066691,0.144755,0.097166,0.113413,2,1,1,19.0452523333333,0.0532141467845828
"A4GALT","A4galt",5.98487,2.435029,3.312794,65,77,18,3.91089766666667,4.719891,2.211286,2.676825,75,26,24,20.6474723333333,0.226857786953017
"A4GNT","A4gnt",0,0,0,0,0,0,0,0.099138,0,0,3,0,0,12.9156153333333,0.0718617162120463
"AAAS","Aaas",26.517031,23.542026,30.96651,193,273,81,27.0085223333333,22.215928,24.455156,21.480131,578,403,355,10.661894,2.4017129921892
"AACS","Aacs",92.666198,156.723171,157.539085,567,1030,238,135.642818,17.933589,18.199238,25.629245,910,792,813,18.3099346666667,7.07629623604458
"AADAC","Aadac",0,0,0,0,0,0,0,0,0,0,0,0,0,8.49255,0.105345771157381
"AADACL3","Aadacl3",0,0,0,0,0,0,0,0,0,0,0,0,0,12.422446,0.0745020691459664
"AADAT","Aadat",0.102189,0.086571,0.345332,4,4,3,0.178030666666667,13.595651,16.190365,22.775181,324,335,359,23.3733143333333,0.0483328057298951
"AAGAB","Aagab",17.426509,15.6387,13.707991,736,985,210,15.5910666666667,22.912872,27.695939,31.184347,656,567,572,85.3960573333333,0.19203499764642
"AAK1","Aak1",69.489029,46.415298,28.507961,7387,8738,1634,48.1374293333333,11.479212,14.408764,9.576512,2755,2090,1905,22.4159426666667,2.09846043923237
"AAMDC","Aamdc",38.24271,41.233439,42.468014,297,480,107,40.6480543333333,13.752073,7.993795,9.099596,71,41,35,95.412105,0.431979514743852
"AANAT","Aanat",4.817009,2.713429,1.020571,21,20,6,2.85033633333333,0.21683,0.243358,0.326805,4,5,1,0.16966,3.29184235874813
"AAR2","Aar2",11.180055,9.270863,11.847764,628,826,234,10.7662273333333,10.815465,10.804659,13.984677,486,364,414,0.318630333333333,8.92306739493075
"AARD","Aard",8.095531,6.271673,6.228319,196,227,47,6.86517433333333,1.609116,1.070727,1.582262,36,32,31,11.6859796666667,0.619989511255457
"AARS2","Aars2",9.453422,6.039625,6.693012,476,556,153,7.395353,5.079803,4.491045,5.615728,446,312,330,44.5256796666667,0.184409174370811
"AARSD1","Aarsd1",20.364092,16.374867,24.548975,536,628,183,20.4293113333333,51.795203,58.156602,82.475187,415,381,422,10.5240543333333,1.85952883538123
"AASDH","Aasdh",10.338272,7.965028,6.807299,253,277,58,8.37019966666667,6.432077,7.774202,3.850395,231,167,150,6.46824466666667,1.25467229381076
"AASDHPPT","Aasdhppt",7.37912,6.932505,6.263653,392,582,102,6.858426,58.628575,94.077285,98.573128,1977,2473,2685,241.605922,0.0323917319709945
"AASS","Aass",0.727559,1.359941,0.620717,39,83,12,0.902739,13.774036,8.645864,8.691924,1272,600,554,12.0579066666667,0.14571546945248
"AATF","Aatf",5.791477,4.306441,4.535828,176,197,48,4.87791533333333,15.556557,12.511396,24.184485,282,197,252,30.8474996666667,0.184564420907601
"AATK","Aatk",118.038677,125.518116,98.177824,7807,12349,2727,113.911539,10.041919,13.414946,14.753141,524,498,547,33.5235333333333,3.32849879212827
"ABAT","Abat",168.964922,122.107798,135.354847,10783,12924,3096,142.142522333333,20.235765,20.679629,22.875907,1501,1015,1095,0.294678,110.562257436469
"ABCA1","Abca1",6.043864,5.208708,5.365657,945,1230,203,5.53940966666667,9.443781,4.284659,2.688057,1855,645,360,20.1129566666667,0.309734433216128
"ABCA13","Abca13",0.047409,0.010958,0,7,6,0,0.0194556666666667,0.473253,0.153458,0.298046,16,13,6,19.4391393333333,0.0498776220485996
"ABCA17P","Abca17",0.181091,0.162112,0.027633,10,16,1,0.123612,3.708489,2.524203,3.578368,36,18,16,0.322248333333333,0.849773806987845
"ABCA2","Abca2",187.735036,204.759133,180.525361,10708,19126,3021,191.00651,65.073528,68.481942,65.791533,2021,1255,1196,94.1297176666667,2.01836518292621
"ABCA3","Abca3",14.947317,12.397739,14.833255,1948,2418,589,14.059437,27.609577,42.459618,39.449413,3105,3571,2969,25.8438886666667,0.561000575848015
"ABCA4","Abca4",0.320539,0.548091,0.211687,20,22,5,0.360105666666667,1.143229,0.018773,0.021485,17,1,2,28.9589186666667,0.045399023970113
"ABCA5","Abca5",10.426741,9.657139,7.69426,1834,2418,419,9.25938,12.626236,11.918269,12.828291,670,562,506,49.0491633333333,0.204986044055748
"ABCA6","Abca6",1.102142,1.064141,0.65707,128,183,24,0.941117666666667,1.147123,0.606076,1.259058,36,30,11,190.939684,0.0101131648558235
"ABCA7","Abca7",6.531162,5.344626,6.635365,985,1230,314,6.17038433333333,22.668326,32.522392,34.714621,715,882,818,0.154254,6.21213730542267
"ABCA8","Abca8b",2.986576,2.668696,2.137732,492,660,110,2.597668,41.403634,26.861255,35.063602,1731,991,983,136.190888,0.0262238115989161
"ABCA9","Abca9",1.374692,1.128702,1.013082,182,236,45,1.17215866666667,1.381284,1.137468,5.074584,58,43,31,55.988788,0.0381155441780349
"ABCB1","Abcb1a",51.550946,45.585615,82.118006,956,1215,296,59.7515223333333,0.30007,0.314046,0.298593,3,1,5,4.06970533333333,11.9832452458118
"ABCB10","Abcb10",7.860339,9.169756,7.734576,712,1245,220,8.25489033333333,4.896031,7.84716,8.051324,306,313,320,11.1683663333333,0.760569667267578
"ABCB11","Abcb11",0.107312,0.072965,0,3,3,0,0.0600923333333333,1.175122,1.322998,0.805546,11,4,8,37.654127,0.0274250750336008
"ABCB4","Abcb4",1.400501,1.459437,1.017312,106,145,28,1.29241666666667,2.033786,0.852535,0.451585,44,12,10,0.370088,1.67318936204584
"ABCB5","Abcb5",0,0,0,0,0,0,0,0.028091,0.34729,0.350931,3,10,12,135.154633666667,0.00734459028730669
"ABCB6","Abcb6",11.256848,9.906954,10.797514,311,438,107,10.653772,54.080406,38.532465,32.137188,870,459,384,81.0146936666667,0.142093708809845
"ABCB7","Abcb7",7.537502,7.121689,6.273685,852,1270,219,6.97762533333333,11.18593,7.852267,6.075745,297,164,171,0.421135333333333,5.61355779862392
"ABCB8","Abcb8",32.393634,22.982948,29.272752,764,1061,243,28.2164446666667,18.529731,23.651367,21.054635,617,605,535,0.0338166666666667,28.2607599671122
"ABCB9","Abcb9",13.338002,13.437693,14.346582,897,1194,345,13.7074256666667,15.865448,14.222772,16.455124,442,382,371,1.56304333333333,5.73826648788615
"ABCC1","Abcc1",6.382838,7.348494,2.504568,439,657,118,5.41196666666667,5.953924,4.982028,4.693158,660,375,308,0.242104,5.16218180334873
"ABCC10","Abcc10",4.048571,3.606159,3.043047,272,388,93,3.56592566666667,35.009112,58.850277,42.406563,641,664,643,0.205172333333333,3.78860810224375
"ABCC12","Abcc12",0.455108,0.934647,0.773761,35,106,17,0.721172,0,0.024085,0,0,1,0,14.3204853333333,0.112344482733532
"ABCC2","Abcc2",0.077074,0.105317,0.017706,5,9,1,0.066699,0.146712,0.308158,0.143396,16,10,4,0.723067666666667,0.619069709585791
"ABCC3","Abcc3",0.811729,0.712912,0.426075,31,43,6,0.650238666666667,0.822929,0,0.384356,11,0,3,0.0271823333333333,1.60656838918894
"ABCC5","Abcc5",183.364476,141.300881,150.092514,4295,5403,1092,158.252623666667,24.407761,29.952643,29.4664,1378,1518,1344,19.9038253333333,7.6183483705598
"ABCC6","Abcc6",1.008744,1.57666,0.876534,63,89,18,1.15397933333333,0.709936,0.292227,1.18336,40,15,21,22.040551,0.0934864506206181
"ABCC9","Abcc9",2.029741,1.735282,2.238094,334,424,115,2.001039,1.933667,0.299867,0.41351,229,35,44,0,3.001039
"ABCD1","Abcd1",3.751694,3.290507,2.928051,253,362,74,3.32341733333333,7.188261,4.56707,5.591021,256,128,147,12.7466093333333,0.314507907258973
"ABCD2","Abcd2",26.320987,26.081769,26.769714,1181,1617,306,26.3908233333333,0.823714,0.905926,0.985813,90,77,76,6.260462,3.77260060493855
"ABCD3","Abcd3",23.379323,22.163501,20.687641,1616,2217,462,22.0768216666667,22.412866,15.820691,18.169306,1142,727,822,0.244473666666667,18.5434391138851
"ABCD4","Abcd4",9.282074,6.916407,9.782007,391,509,129,8.66016266666667,63.780985,46.864754,55.905635,1013,556,577,11.4227743333333,0.777617173705401
"ABCE1","Abce1",20.233439,17.96782,16.699634,1557,2065,408,18.3002976666667,47.892143,47.474433,56.270122,1284,1130,1197,74.918402,0.254224234944601
"ABCF1","Abcf1",39.898575,34.456644,30.824655,1253,1481,371,35.059958,48.558347,63.90383,48.560484,990,770,800,18.717929,1.82879033594248
"ABCF2","Abcf2",28.959469,23.183203,30.132421,1585,1906,522,27.425031,15.544121,48.430262,33.217097,485,502,554,2.28080666666667,8.66403719816874
"ABCF3","Abcf3",251.730555,202.838829,291.535145,1377,1754,455,248.701509666667,38.478334,54.941591,52.139742,684,676,609,120.43151,2.05631561088771
"ABCG1","Abcg1",18.19387,16.716273,15.025299,1036,1496,310,16.6451473333333,9.640229,12.006134,8.714856,505,488,311,52.408327,0.330381952112698
"ABCG2","Abcg2",29.071391,25.795465,21.358509,625,771,199,25.408455,0.524925,0.589011,0.449804,43,28,26,13.726669,1.79324020931006
"ABCG5","Abcg5",0.145426,0.040795,0.09925,3,3,1,0.095157,0.143393,0,0.032884,8,0,1,55.182183,0.0194929591824511
"ABCG8","Abcg8",0.024937,0.008273,0,2,1,0,0.01107,0.175022,0.165036,0.187492,13,11,10,36.5177673333333,0.0269490983036642
"ABHD1","Abhd1",1.196823,0.71728,1.031029,31,27,8,0.981710666666667,0.980869,0.239741,0.305691,35,9,12,32.5293466666667,0.0591037662131601
"ABHD10","Abhd10",10.83551,11.441995,11.652591,366,588,127,11.310032,21.945498,27.924148,27.804594,652,596,653,23.189846,0.508892532842086
"ABHD11","Abhd11",14.205171,12.188733,16.893946,276,355,101,14.4292833333333,9.519305,7.909704,9.968295,144,94,107,0.793785666666667,8.60152002552516
"ABHD12","Abhd12",220.058829,194.911665,204.331185,3618,4930,1247,206.433893,61.002748,58.3518,58.606077,751,570,568,0.162103666666667,178.498613290667
"ABHD13","Abhd13",5.454363,4.367787,4.270211,591,721,144,4.69745366666667,3.390322,2.495253,3.321503,307,176,213,23.5291876666667,0.232272415380844
"ABHD14A","Abhd14a",13.142815,14.339487,11.925889,244,407,75,13.1360636666667,15.051411,20.447943,23.789903,233,218,216,7.28496833333333,1.70623025917822
"ABHD14B","Abhd14b",12.490752,10.736031,18.244562,299,361,106,13.8237816666667,7.978791,5.158438,4.171231,200,107,84,35.539614,0.40569070233382
"ABHD15","Abhd15",0.515703,0.794554,0.51023,29,56,9,0.606829,1.666242,0.980568,1.679204,104,46,69,138.210739,0.0115424213070229
"ABHD16A","Abhd16a",51.520744,49.225194,58.978636,1022,1419,372,53.2415246666667,38.772235,39.606803,45.286219,679,661,613,13.532581,3.73240821204896
"ABHD16B","Abhd16b",0,0.018444,0,0,1,0,0.006148,0,0,0,0,0,0,12.3178646666667,0.0755487478798528
"ABHD17A","Abhd17a",54.09094,54.838004,80.823187,1138,1767,543,63.2507103333333,19.891946,16.379027,21.502911,759,552,573,17.5959036666667,3.45510019222692
"ABHD17B","Abhd17b",15.276339,14.658277,14.065653,575,887,163,14.6667563333333,8.626714,9.022235,10.593376,391,316,341,65.3800016666667,0.236016208797424
"ABHD17C","Abhd17c",8.324551,5.812786,7.446699,240,377,81,7.19467866666667,13.219325,17.660275,23.594158,422,387,432,12.5338163333333,0.605496518116878
"ABHD18","Abhd18",5.207263,4.045483,2.511846,323,360,56,3.92153066666667,5.486353,3.54464,4.951791,236,155,188,0.616735,3.04411710432858
"ABHD2","Abhd2",10.865608,9.806749,11.171332,1666,2251,544,10.614563,36.149134,28.486848,25.146828,3943,2908,2699,29.3014216666667,0.383300926529685
"ABHD3","Abhd3",46.049488,40.965363,48.916433,1107,1482,417,45.310428,9.642693,6.919606,4.384585,104,59,62,110.301950333333,0.416079213897932
"ABHD4","Abhd4",41.709837,46.489543,44.554436,1708,2683,643,44.251272,39.666519,10.931269,10.1797,306,154,175,7.10910433333333,5.58030457371104
"ABHD5","Abhd5",23.061725,28.261032,19.459388,517,895,157,23.5940483333333,7.984091,8.165592,14.175874,242,266,255,49.767848,0.484441419170128
"ABHD6","Abhd6",17.219782,14.994396,17.500717,721,938,243,16.5716316666667,8.283415,13.65003,12.504431,185,149,202,0.716666,10.2359059168567
"ABHD8","Abhd8",50.936956,38.078002,64.276007,2090,2352,803,51.0969883333333,6.351783,4.187949,6.20397,187,106,136,1.21588,23.5107444145591
"ABI1","Abi1",61.0719,45.96582,56.390212,1232,1550,346,54.4759773333333,15.274284,15.178726,16.016221,630,503,508,61.643825,0.885577745824642
"ABI2","Abi2",30.069824,20.950699,16.188413,1747,2281,476,22.4029786666667,55.693149,35.541915,32.008028,3195,2224,2142,23.091872,0.971405570586904
"ABI3","Abi3",2.297924,3.572839,4.360517,45,62,12,3.41042666666667,0.080843,0.106816,0.123214,1,1,1,67.2956426666667,0.0645784488505777
"ABITRAM","Abitram",4.721721,3.482861,4.223285,316,411,72,4.14262233333333,15.771021,15.579426,12.779188,218,171,188,17.302452,0.280979965598781
"ABL1","Abl1",17.252337,18.901642,11.215876,1307,2217,446,15.7899516666667,25.90656,19.930765,26.375471,2130,1113,1157,1.902864,5.7839263798327
"ABL2","Abl2",6.505006,5.893185,4.067408,1208,1501,243,5.488533,6.897981,5.749299,4.319143,1188,807,647,0,6.488533
"ABLIM1","Ablim1",19.932181,14.238708,13.501742,2058,2420,544,15.890877,40.278722,80.432426,57.957359,4547,5302,4617,2.11902333333333,5.41543784539391
"ABLIM2","Ablim2",77.501144,78.624032,83.529767,2000,2948,656,79.884981,8.029056,12.377298,11.75464,245,279,223,20.475542,3.76637669959622
"ABLIM3","Ablim3",3.978462,2.558477,2.756626,379,366,82,3.097855,55.789335,56.612711,66.861423,2333,2247,2011,0.0896073333333333,3.76085482782482
"ABO","Abo",0,0.018597,0.087707,0,1,1,0.0354346666666667,0.183863,0.173732,0.075984,22,16,6,176.944523333333,0.00581886223453501
"ABR","Abr",74.646676,57.404363,59.13765,5473,6170,1543,63.729563,197.043613,257.031715,274.908047,1875,1447,1461,967.458404,0.0668377317318422
"ABRA","Abra",0.018005,0.01128,0,1,1,0,0.00976166666666667,0.063103,0.063272,0,3,2,0,84.6679683333333,0.0117869220703086
"ABRACL","Abracl",36.891442,26.41917,26.414674,73,83,21,29.9084286666667,11.912176,11.774747,14.945013,113,90,104,12.372652,2.3113163093354
"ABRAXAS1","Abraxas1",4.084361,3.180293,2.25232,103,114,24,3.17232466666667,7.491499,5.007126,3.562498,275,121,99,1.305515,1.80971482148963
"ABRAXAS2","Abraxas2",11.466733,11.511173,8.682248,552,673,163,10.5533846666667,7.8423,8.782454,8.707067,412,353,319,40.735399,0.276824588802102
"ABT1","Abt1",1.876958,1.547864,2.244052,184,227,69,1.88962466666667,4.02236,4.495368,5.868998,215,183,215,0.757992333333333,1.64370720615581
"ABTB1","Abtb1",20.185235,16.277574,21.128845,464,615,144,19.197218,8.227788,5.243431,7.957303,219,121,132,16.019151,1.18673475545284
"ABTB2","Abtb2",4.27992,4.990935,4.435689,419,704,139,4.568848,3.451672,3.840048,4.832426,318,267,292,0.286513666666667,4.32863493353225
"ACAA1","Acaa1b",0.773102,0.218939,0.620438,15,11,7,0.537493,37.51069,45.687812,49.761725,672,620,569,5.97435133333333,0.220449605492582
"ACAA2","Acaa2",20.963765,13.131852,15.757114,326,408,95,16.617577,24.508458,12.44024,15.340642,617,249,284,58.23203,0.297433280608482
"ACACA","Acaca",22.195442,21.317759,10.804532,2827,4307,669,18.105911,52.07295,52.263549,60.592741,2805,2326,1935,5.477393,2.94962973529628
"ACACB","Acacb",2.966425,2.245241,1.899891,253,405,100,2.370519,5.82404,4.214339,4.586609,290,101,72,2.25061966666667,1.03688506981079
"ACAD10","Acad10",1.395235,2.376533,2.320622,85,127,26,2.03079666666667,24.09517,13.699953,18.003391,465,241,262,17.560885,0.163289448033683
"ACAD11","Acad11",11.338964,9.925988,11.505482,562,777,163,10.923478,21.296656,12.759557,10.656436,568,268,245,21.7210943333333,0.524775691921999
"ACAD8","Acad8",14.2754,12.586996,10.959902,352,475,104,12.6074326666667,29.394922,40.292933,40.865493,722,686,705,0.689141333333333,8.05582836565482
"ACAD9","Acad9",41.203767,34.89229,35.359212,975,1301,247,37.1517563333333,20.618117,20.88167,21.133159,574,471,475,0.0975493333333333,34.7608578262845
"ACADL","Acadl",25.651733,24.871783,24.52402,840,1274,288,25.0158453333333,0.63777,0.16945,0.095375,23,5,4,20.6669163333333,1.20071748711696
"ACADM","Acadm",58.745312,36.227401,29.691039,514,691,140,41.554584,31.38729,31.831206,37.816546,662,516,582,0.0799946666666667,39.40258717327
"ACADS","Acads",6.529714,5.634912,4.78439,176,254,53,5.649672,3.919399,3.709052,4.464577,114,83,88,42.0700743333333,0.15439193228542
"ACADSB","Acadsb",140.109473,139.144093,71.864677,1218,1759,269,117.039414333333,7.753468,4.374615,3.829584,527,304,282,0,118.039414333333
"ACADVL","Acadvl",29.417193,26.697487,39.322243,974,1271,339,31.8123076666667,417.243124,362.292121,441.590667,2854,1977,2042,21.3632396666667,1.46724303614985
"ACAN","Acan",4.519357,3.856825,3.878308,545,722,134,4.08483,0.61022,0.60714,1.230414,58,65,66,6.38825666666667,0.688231368969766
"ACAP1","Acap1",0.160375,0.198819,0.333643,9,13,3,0.230945666666667,11.702953,8.178989,5.156753,76,54,37,0.286290333333333,0.956973425647035
"ACAP2","Acap2",24.012689,28.211964,19.001302,1829,3174,501,23.741985,18.902318,8.651381,7.061189,805,452,432,43.3981663333333,0.557274929199591
"ACAT1","Acat1",41.162205,35.798947,46.975877,1423,1790,443,41.312343,113.018886,107.505607,145.26679,828,668,739,5.72257333333333,6.29406938414456
"ACAT2","Acat2",40.665782,41.068989,46.124782,1183,1881,412,42.619851,94.414141,82.903806,86.300184,2278,1511,1430,29.2640943333333,1.44130699962683
"ACBD3","Acbd3",10.456161,8.817061,9.958128,748,956,223,9.74378333333333,43.967242,69.083492,58.658097,939,748,717,110.271016333333,0.0965550930275347
"ACBD5","Acbd5",39.799716,34.501608,29.768931,1629,2629,472,34.690085,15.374346,21.627524,21.759596,885,847,801,69.6416526666667,0.505227208774532
"ACBD6","Acbd6",35.28567,29.491404,43.187113,614,762,206,35.9880623333333,30.045769,28.430908,40.527744,567,434,470,0.168356333333333,31.6582033049849
"ACBD7","Acbd7",0.916559,0.914463,0.98258,6,9,2,0.937867333333333,1.327791,0.639002,1.059258,81,30,45,9.54563233333333,0.183760183560354
"ACCS","Accs",3.86236,2.573998,5.720381,126,178,54,4.05224633333333,14.477036,14.943544,19.448083,190,194,188,5.07421866666667,0.831752462429187
"ACCSL","Accsl",0.100077,0.118829,0.067827,4,3,1,0.0955776666666667,0,0,0,0,0,0,0.0243106666666667,1.06957557147376
"ACD","Acd",11.708988,8.977386,15.558951,321,353,126,12.081775,13.137008,9.048602,13.611827,198,130,153,16.123027,0.763987290331318
"ACE","Ace",6.85104,5.450423,6.464917,583,638,164,6.25546,6.841322,8.479831,10.149919,209,183,161,7.08539466666667,0.897353845930588
"ACE2","Ace2",0.703129,0.439627,0.086061,42,48,2,0.409605666666667,0,0.095415,0.225191,0,0,1,0.0951363333333333,1.28715085397282
"ACER1","Acer1",0.021691,0.013217,0,1,1,0,0.011636,0,0,0,0,0,0,0,1.011636
"ACER2","Acer2",3.578901,3.612412,3.507171,293,419,95,3.56616133333333,2.060095,1.631226,2.154176,103,62,73,68.53546,0.0656666589008447
"ACER3","Acer3",5.33321,5.297838,3.312498,588,759,160,4.64784866666667,7.649808,4.8069,3.760922,518,375,350,2.440747,1.64146002791448
"ACHE","Ache",133.05904,101.056948,116.214608,3230,4242,1133,116.776865333333,52.081818,67.700639,62.028934,1662,1679,1380,28.58467,3.98100993971991
"ACIN1","Acin1",66.142631,56.196921,48.187616,1860,2205,484,56.8423893333333,122.816081,100.430979,109.79734,3076,1982,1940,2.00431066666667,19.253131833237
"ACKR1","Ackr1",114.430787,96.035182,148.031874,588,717,265,119.499281,2.616941,4.886551,6.520383,86,122,141,174.24852,0.687590862393588
"ACKR2","Ackr2",0.032776,0.296782,0.051631,2,4,1,0.127063,0.123068,0.277159,0.172717,7,9,4,0.156066666666667,0.974911769794129
"ACKR3","Ackr3",1.888017,2.183048,2.652716,122,214,54,2.24126033333333,2.012493,0.697493,1.28327,52,13,22,4.96819266666667,0.543089091516147
"ACKR4","Ackr4",0.090908,0.281831,0.055977,4,16,1,0.142905333333333,0.105038,0.101865,0.037545,4,3,1,82.8883526666667,0.0136241241722162
"ACLY","Acly",104.42968,115.808562,122.784102,7508,12430,2500,114.340781333333,200.668971,184.300449,184.729433,7551,5465,5135,0.0219273333333333,112.865932411372
"ACMSD","Acmsd",0.250152,0.082175,0.159311,10,6,2,0.163879333333333,0.185122,0.039662,0.088863,6,1,2,104.427182666667,0.0110396512919559
"ACO1","Aco1",9.548868,11.643803,10.725997,688,969,232,10.639556,9.64322,6.563351,6.68116,860,462,416,12.6569093333333,0.852283317982536
"ACO2","Aco2",275.677282,225.355992,267.756615,9127,11839,3130,256.263296333333,71.653142,76.994982,73.567485,2492,1993,1982,1.56342266666667,100.35929684115
"ACOD1","Acod1",0.108795,0.012087,0,6,1,0,0.040294,0,0,0,0,0,0,0,1.040294
"ACOT1","Acot3",0.234426,0.160951,0.355095,14,12,8,0.250157333333333,4.205801,4.758707,5.368048,99,81,76,0.401354666666667,0.89210630475654
"ACOT11","Acot11",31.291213,30.108627,23.60258,1932,2643,500,28.33414,1.265227,0.289037,0.841305,109,23,34,0.0814696666666667,27.1243298856587
"ACOT12","Acot12",0.079966,0.252288,0,4,14,0,0.110751333333333,0.237945,0.109798,0.174106,8,3,2,23.5366613333333,0.045269049372433
"ACOT13","Acot13",157.51678,116.485561,68.278891,489,681,163,114.093744,11.326065,11.195552,12.209772,355,281,284,0.194048666666667,96.3894916622606
"ACOT2","Acot2",1.850343,1.867143,1.207003,80,121,16,1.64149633333333,24.173517,18.076715,19.437196,254,164,153,1.51372533333333,1.05082934014536
"ACOT4","Acot4",3.018317,2.376966,0.237518,67,77,10,1.87760033333333,0.591094,0.748843,1.193545,24,23,33,8.85511633333333,0.291990498742295
"ACOT6","Acot6",2.021448,1.857693,1.602341,145,199,36,1.82716066666667,0.245134,0.088672,0.12044,3,1,1,36.710618,0.0749698842555873
"ACOT7","Acot7",204.185837,177.859959,182.811225,3634,5205,1369,188.285673666667,80.632403,114.029529,128.44021,1778,1946,1942,114.444618,1.6396231972171
"ACOT8","Acot8",6.812502,7.054797,4.571108,121,202,29,6.14613566666667,20.763417,18.37889,19.993785,370,284,270,5.99927766666667,1.02098187941584
"ACOT9","Acot9",10.646338,8.355602,7.608419,333,370,83,8.87011966666667,18.917753,21.089502,23.207269,535,461,410,7.34865366666667,1.1822408810746
"ACOX1","Acox1",38.281042,36.979115,36.155443,2815,4071,907,37.1385333333333,21.711569,42.59937,35.250653,754,736,847,24.672672,1.48556929848725
"ACOX2","Acox2",0.478907,0.537406,1.920292,7,13,7,0.978868333333333,5.471821,1.789143,2.323278,63,12,15,61.9235546666667,0.0314487689676188
"ACOX3","Acox3",31.578703,26.301488,22.859586,995,1397,328,26.913259,11.236717,10.706481,12.961887,231,182,207,20.9269013333333,1.27301430218807
"ACOXL","Acoxl",0.032761,0.021899,0,2,2,0,0.01822,0.106301,0.156535,0.132989,4,4,4,3.325087,0.235421853941898
"ACP1","Acp1",43.469525,42.708891,37.818103,1062,1304,300,41.332173,74.872622,58.654584,76.070071,1230,785,941,32.0318893333333,1.28155469924276
"ACP2","Acp2",14.948313,13.40809,13.834404,1522,1780,427,14.0636023333333,104.027156,109.16421,127.822959,638,547,541,0.25094,12.0418264132039
"ACP4","Acp4",0.091482,0.039542,0,3,2,0,0.0436746666666667,0.279935,0.062067,0,6,1,0,4.81031933333333,0.179624321279416
"ACP5","Acp5",0.426923,0.534385,0.367158,5,8,3,0.442822,0,2.031601,2.612106,0,11,8,0.187026666666667,1.21549249104204
"ACP6","Acp6",12.775913,9.182779,11.204909,262,304,72,11.0545336666667,17.588665,10.559517,14.810767,472,247,242,0.602221,7.5236397891843
"ACP7","Acp7",1.356604,0.882333,1.43745,21,11,3,1.22546233333333,0.15024,0.124344,0.170202,8,5,6,79.7568523333333,0.0275575665597698
"ACR","Acr",0.454999,0.859649,0.600143,13,15,5,0.638263666666667,0.041913,0,0.163679,1,0,1,8.31229433333333,0.175924815950298
"ACRBP","Acrbp",5.73949,4.783652,6.789045,91,120,35,5.770729,0.967429,0.571787,0.527381,14,5,4,2.267959,2.07185249264143
"ACRV1","Acrv1",0.129637,0.107061,0.275087,9,11,6,0.170595,0.120346,0.767177,1.18959,4,7,14,5.148476,0.19038782943936
"ACSBG1","Acsbg1",108.813398,94.405486,84.872829,4262,5796,1577,96.030571,6.630397,3.875408,5.355253,156,78,93,32.7340093333333,2.87634268554381
"ACSBG2","Acsbg2",0.019263,0,0,1,0,0,0.006421,0.74582,0.53011,0.820644,10,3,4,92.1382493333333,0.0108056679957351
"ACSF2","Acsf2",24.630047,17.495217,16.328537,485,643,130,19.4846003333333,42.632059,13.17411,6.555456,402,55,44,1.35264933333333,8.7070351042541
"ACSF3","Acsf3",7.137229,5.689405,5.478674,331,399,80,6.10176933333333,22.250491,16.962759,21.849371,350,268,226,3.623156,1.53613015293737
"ACSL1","Acsl1",23.107288,34.423455,39.671238,803,1349,245,32.4006603333333,85.585307,101.814344,82.647096,1143,969,970,0.0864153333333333,30.7439146968348
"ACSL3","Acsl3",141.226341,139.771625,112.269409,4160,6087,1311,131.089125,127.281776,105.351012,89.76463,3228,2050,1832,38.1292903333333,3.3757097017289
"ACSL4","Acsl4",21.479562,22.663303,21.725103,816,1113,182,21.9559893333333,69.219653,62.683685,53.413498,3943,2820,2527,11.3800783333333,1.8542685042246
"ACSL5","Acsl5",45.183423,27.652313,57.118124,754,770,207,43.3179533333333,0.206791,0.83348,0.182037,6,12,5,11.1325353333333,3.65281881451214
"ACSL6","Acsl6",131.3267,112.459272,98.930735,6556,8580,1883,114.238902333333,13.388689,15.367533,10.761177,980,1036,796,22.599885,4.88302813057493
"ACSM1","Acsm1",0,0,0,0,0,0,0,0.060423,0,0,2,0,0,136.466925666667,0.00727447707985283
"ACSM2B","Acsm2",0.04072,0.018053,0.021651,6,4,1,0.026808,0.4576,0.459343,0.100414,8,5,3,10.370608,0.0903037023174135
"ACSM3","Acsm3",3.148108,2.227132,1.721317,12,17,3,2.365519,1.696961,2.786466,2.358993,15,14,19,0.829955333333333,1.83912631018681
"ACSM4","Acsm4",0,0.044942,0,0,3,0,0.0149806666666667,0.215017,0.529825,0.278182,8,15,7,11.1502983333333,0.083535452284505
"ACSM5","Acsm5",1.284788,0.826242,0.714794,53,61,13,0.941941333333333,0.201606,0,0.029441,1,0,1,29.724931,0.0632040909492468
