"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"AURKC","Aurkc",0.124277,0,0,1,0,0,0.0414256666666667,0.930191,0.924279,1.107741,9,14,9,15.1639093333333,0.0644290712840755
"AUTS2","Auts2",70.132601,30.074583,9.233931,629,759,178,36.4803716666667,68.770268,81.567249,86.23005,1453,1517,1147,38.4298033333333,0.95055943723111
"AVEN","Aven",11.431708,17.030447,16.065079,232,563,96,14.8424113333333,44.287039,40.050658,33.515681,236,251,153,13.718458,1.07636352485657
"AVIL","Avil",0.978264,0.076183,0.09655,10,7,2,0.383665666666667,44.142911,60.673831,68.791246,128,265,114,82.2731816666667,0.0166159817479453
"AVL9","Avl9",10.416518,8.635471,7.481488,1438,1838,330,8.84449233333333,23.86983,24.460968,20.220605,1192,1161,879,29.490739,0.322868275948751
"AVP","Avp",0,0,0,0,0,0,0,0,3.014516,0,0,13,0,49.421378,0.0198328574042542
"AVPI1","Avpi1",5.252814,6.065141,12.293156,95,172,73,7.87037033333333,1.530711,3.086184,1.620985,24,54,18,0.0818423333333333,8.19931893957437
"AVPR1A","Avpr1a",0.460849,0.304651,0.340148,26,26,6,0.368549333333333,0,0.023094,0.035039,0,2,2,5.63152566666667,0.206370208323605
"AVPR1B","Avpr1b",0,0,0,0,0,0,0,0.014843,0,0,1,0,0,0.0480103333333333,0.954189064929703
"AVPR2","Avpr2",0.083945,0.033412,0,5,3,0,0.039119,0,0.04734,0,0,1,0,15.7959866666667,0.0618671007915383
"AWAT1","Awat1",0,0,0,0,0,0,0,0,0,0,0,0,0,1.491268,0.401402016964855
"AWAT2","Awat2",0.123613,0.066927,0.097845,5,4,1,0.0961283333333333,0,0.034652,0,0,1,0,5.523878,0.168017907958017
"AXDND1","Axdnd1",0.43965,0.339659,0.55276,12,15,5,0.444023,0.282399,0.290865,0.170739,1,4,3,0.136927,1.27011056998382
"AXIN1","Axin1",31.219176,20.500626,43.737461,397,512,129,31.8190876666667,6.280721,6.944452,10.147055,200,245,172,2.56969566666667,9.19380550368112
"AXIN2","Axin2",4.333693,3.947556,3.617504,217,302,58,3.966251,2.251211,3.343473,3.650408,83,98,98,3.72823866666667,1.05033847699171
"AXL","Axl",49.546844,38.780664,33.327971,1340,1744,415,40.5518263333333,0.3368,0.7679,1.012178,21,46,37,27.2856773333333,1.46900588038479
"AZGP1","Azgp1",0,0,0,0,0,0,0,0,0.358918,0,0,4,0,1.705818,0.369574006825293
"AZI2","Azi2",48.474399,29.850347,31.637431,1033,1198,296,36.654059,203.485478,149.582782,198.474353,810,870,677,0.426945,26.3878839058268
"AZIN1","Azin1",88.221328,77.771966,71.87099,2828,3978,783,79.2880946666667,143.125534,164.754701,218.018375,3980,4536,3655,12.6418446666667,5.88542800687708
"AZIN2","Azin2",14.738221,9.882784,17.201931,418,468,171,13.9409786666667,19.907951,19.464687,22.081029,167,174,142,4.221783,2.86127911992258
"B2M","B2m",89.511763,74.852198,115.397978,1117,1480,445,93.2539796666667,167.249708,164.689482,189.217308,595,634,448,0.424417,66.1702153699841
"B3GALNT1","B3galnt1",13.614645,11.690173,11.420907,519,689,136,12.2419083333333,46.164307,48.715412,54.362785,1352,1571,1141,10.6982686666667,1.1319545405095
"B3GALNT2","B3galnt2",12.346452,7.326729,9.798166,369,402,119,9.82378233333333,3.839037,5.811169,9.684392,165,214,140,10.3351933333333,0.954882904511554
"B3GALT1","B3galt1",13.624367,11.763273,11.160146,685,907,180,12.1825953333333,8.668052,7.232063,9.506985,596,534,467,0.075751,12.2543184559748
"B3GALT2","B3galt2",2.582772,1.907891,2.131195,445,535,113,2.207286,10.099827,10.711044,14.721702,444,499,462,2.151455,1.01771594390528
"B3GALT4","B3galt4",1.453502,0.95239,1.607915,46,46,16,1.33793566666667,1.391169,1.651387,1.205923,20,31,15,12.6986583333333,0.170668952373073
"B3GALT5","B3galt5",45.731849,51.079243,40.569756,4070,6251,1246,45.793616,0.369684,0.345874,0.462751,63,69,55,20.955381,2.13130512287626
"B3GALT6","B3galt6",2.022344,1.619039,2.202845,135,162,46,1.948076,13.748914,11.317428,14.683261,403,387,294,12.2431893333333,0.2226107266004
"B3GAT1","B3gat1",27.881478,22.352813,23.219771,1908,2376,528,24.4846873333333,36.402444,36.292765,47.272418,1758,2043,1704,91.4933883333333,0.275529827510374
"B3GAT2","B3gat2",2.964062,2.006897,2.1581,354,371,82,2.376353,9.453871,7.764626,14.100634,661,595,708,15.8299053333333,0.200616279956893
"B3GAT3","B3gat3",42.642644,36.946987,51.124711,1251,1632,477,43.5714473333333,24.504273,33.272969,40.857309,340,462,316,765.024156666667,0.0581854331164761
"B3GLCT","B3glct",3.657642,2.681492,2.294314,212,277,48,2.877816,2.075297,3.055942,3.492851,115,163,138,0.674392666666667,2.31595376472823
"B3GNT3","B3gnt3",0.226376,0.192755,0.287905,15,19,6,0.235678666666667,0,0.026288,0.040977,0,1,1,37.4662253333333,0.0321237307783323
"B3GNT4","B3gnt4",0.070143,0.779482,0.883721,2,32,8,0.577782,8.045401,7.088225,8.444594,101,104,88,0.165070666666667,1.35423716787422
"B3GNT5","B3gnt5",0.286904,0.082417,1.389238,20,12,7,0.586186333333333,1.691769,1.807713,2.602706,86,68,58,25.5141566666667,0.0598241291727551
"B3GNT6","B3gnt6",0.339704,0.252296,0.320376,17,19,5,0.304125333333333,0.035673,0.092541,0,1,3,0,0.553914,0.839251936293343
"B3GNT7","B3gnt7",0.182233,0.245977,0.115314,10,20,2,0.181174666666667,0.253832,0.188481,0.303219,12,10,10,3.11687266666667,0.286910663093944
"B3GNT8","B3gnt8",0.402578,0.391941,0.460571,26,29,11,0.418363333333333,0,0.599858,0.933635,0,3,5,4.90020233333333,0.240392321009104
"B3GNT9","B3gnt9",1.602642,1.88121,2.663521,79,139,35,2.04912433333333,0.232787,0.288398,0.442679,7,10,9,6.59718566666667,0.401349192597943
"B3GNTL1","B3gntl1",1.725266,1.391372,2.118437,97,124,35,1.745025,4.665059,5.405986,2.45559,87,66,50,0.192488666666667,2.30192963399233
"B4GALNT1","B4galnt1",19.501035,16.266601,22.718291,913,1125,330,19.495309,41.255434,41.424477,49.495722,1943,1905,1450,0.267810333333333,16.1659109893146
"B4GALNT2","B4galnt2",0.115087,0.057947,0.091021,4,3,1,0.0880183333333333,0.255658,0.2841,0.291901,31,37,25,0.046806,1.03936959984308
"B4GALNT3","B4galnt3",0.170004,0.134502,0.120016,12,15,3,0.141507333333333,1.199824,1.506031,1.093096,50,65,35,1.18251166666667,0.523024619188748
"B4GALNT4","B4galnt4",14.017439,9.293755,14.381918,530,552,141,12.5643706666667,161.884079,162.578489,190.750734,1584,1704,1148,62.5537053333333,0.213431625985028
"B4GALT1","B4galt1",1.205662,0.995001,1.195142,97,120,32,1.131935,1.923071,2.101951,2.280693,104,123,87,8.04107166666667,0.235805563610361
"B4GALT2","B4galt2",8.608652,8.28672,9.87588,355,408,116,8.92375066666667,30.940774,37.373126,39.734855,733,976,660,0.637978666666667,6.05853474689129
"B4GALT3","B4galt3",16.777068,15.932089,19.281423,344,502,125,17.3301933333333,60.978075,63.630297,62.469917,404,435,306,92.9382863333333,0.195130165226667
"B4GALT4","B4galt4",9.992073,9.426576,7.325954,265,348,72,8.91486766666667,9.650297,6.542158,6.589098,231,170,157,15.6405233333333,0.595826673720398
"B4GALT5","B4galt5",22.551807,21.358746,21.19732,854,1105,288,21.7026243333333,50.033707,43.010595,51.288046,3134,2938,2275,7.91705633333333,2.54597744868645
"B4GALT6","B4galt6",18.423605,14.467911,13.938274,2209,2628,520,15.60993,8.484132,12.603061,11.300833,215,263,198,0.353865333333333,12.2685244913576
"B4GALT7","B4galt7",7.622953,6.344172,8.057971,306,382,106,7.34169866666667,8.386252,9.422193,12.520066,146,181,126,0.00937333333333333,8.26423523506334
"B4GAT1","B4gat1",27.676393,24.952899,29.136955,1165,1591,386,27.2554156666667,79.965218,84.258609,81.541632,1945,2283,1403,0.0723713333333333,26.3485369184928
"B9D1","B9d1",12.557309,11.223456,8.894108,92,143,19,10.8916243333333,9.577309,11.74943,8.146103,117,129,71,25.033812,0.456776146855994
"B9D2","B9d2",21.998121,16.642133,13.094582,139,168,43,17.2449453333333,3.85578,2.837809,3.974512,39,32,29,0.657302666666667,11.0088191495096
"BAALC","Baalc",42.62771,31.459743,45.631292,2300,2507,773,39.9062483333333,80.334948,89.95236,52.934598,1248,1250,924,4.527074,7.40106760527059
"BAAT","Baat",0,0.142025,0,0,6,0,0.0473416666666667,1.186941,1.630085,1.093142,41,54,28,0.623131,0.645260097100398
"BABAM1","Babam1",279.742561,215.469317,285.067819,930,1174,294,260.093232333333,100.712436,110.87154,117.532471,459,589,393,6.603205,34.3398911818547
"BABAM2","Babam2",50.814003,45.584734,44.463947,456,595,142,46.954228,18.373995,20.539282,21.47736,256,327,198,4.652919,8.48309130203352
"BACE1","Bace1",54.086932,64.019805,51.938629,2822,4583,847,56.6817886666667,56.679888,60.813993,56.341049,2372,2709,1803,41.0419463333333,1.37200566808519
"BACE2","Bace2",13.986604,16.926872,19.057827,247,488,87,16.657101,0.601431,0.447976,0.382829,13,12,10,16.599411,1.00327795060869
"BACH1","Bach1",3.236471,4.182656,2.653248,391,580,105,3.35745833333333,11.937796,11.786605,12.209335,662,499,397,38.6346903333333,0.109940516670788
"BACH2","Bach2",1.104998,1.200418,2.343147,211,251,48,1.549521,7.457218,9.907832,8.942348,890,1082,788,2.610061,0.706226570686756
"BAD","Bad",25.549673,24.490744,31.734493,292,419,108,27.2583033333333,67.72343,121.64044,105.08841,289,426,283,2.03475366666667,9.31156411267208
"BAG1","Bag1",61.764402,53.99756,59.489525,1370,1786,430,58.4171623333333,49.090366,43.152352,47.732054,626,608,429,0.410681666666667,42.119468720205
"BAG2","Bag2",4.769553,4.965986,6.389576,153,166,46,5.37503833333333,0.582509,0.782944,0.782796,51,73,49,0.0762883333333333,5.92316959674684
"BAG3","Bag3",8.309994,10.061576,12.008272,455,837,206,10.126614,5.59516,6.736836,4.531911,163,212,101,17.87089,0.589617871759096
"BAG4","Bag4",10.472743,8.349735,9.182493,754,875,151,9.33499033333333,6.207144,6.303428,6.598431,339,344,247,4.81612566666667,1.77695444109214
"BAG5","Bag5",12.099603,9.085864,12.904978,502,584,168,11.3634816666667,9.786126,10.109928,11.757039,567,605,478,0.448810333333333,8.53354050714253
"BAG6","Bag6",80.434488,74.229606,88.377195,2451,3214,813,81.013763,329.816683,378.181383,402.203109,3076,3589,2665,1.17615733333333,37.6874234889879
"BAHCC1","Bahcc1",3.487918,2.631904,3.324571,468,548,101,3.148131,8.455425,6.237219,12.700286,399,362,386,21.3632606666667,0.185488648629086
"BAHD1","Bahd1",3.425722,2.797106,3.024259,345,431,95,3.08236233333333,8.688715,7.996267,9.354583,446,488,371,0.142874666666667,3.57201227081185
"BAIAP2","Baiap2",12.384611,7.754027,9.842002,445,428,101,9.99354666666667,28.42606,30.374208,38.136994,258,337,253,0.568464666666667,7.00911337074005
"BAIAP2L1","Baiap2l1",0.249455,0.187545,0.589869,17,18,7,0.342289666666667,1.527156,2.67091,1.531679,54,132,52,232.129214666667,0.00575770680901534
"BAIAP2L2","Baiap2l2",0.052575,0.11481,0.572273,1,3,1,0.246552666666667,2.479756,2.717005,2.354114,30,36,29,0.212616333333333,1.02798604340092
"BAIAP3","Baiap3",38.265353,22.075676,24.615144,1314,1156,247,28.3187243333333,54.619691,28.982075,23.430381,644,410,167,4.450783,5.37880967437767
"BAK1","Bak1",4.995475,4.985696,5.221462,182,306,68,5.06754433333333,5.181239,5.383512,6.512168,145,166,129,21.248342,0.272718943880552
"BAMBI","Bambi",0.577162,0.615965,0.849376,63,102,29,0.680834333333333,8.593116,7.114529,6.687669,161,149,88,19.195642,0.0832275761935834
"BANF1","Banf1",25.502872,19.477323,33.647581,308,375,133,26.2092586666667,108.297928,95.690769,113.230138,344,372,301,10.5425123333333,2.35730817354985
"BANF2","Banf2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.338014666666667,0.747375962993928
"BANK1","Bank1",0.207372,0.079447,0.522409,13,7,5,0.269742666666667,0.076142,0.194014,0.053107,2,2,1,184.122265666667,0.00685894083077495
"BANP","Banp",24.234963,9.459398,15.582376,370,262,103,16.425579,4.617705,5.557705,5.430438,68,73,57,0.581632333333333,11.0174650787994
"BAP1","Bap1",33.424742,30.945115,37.371972,1708,2170,585,33.913943,48.108401,54.560546,59.983546,1131,1250,920,22.96026,1.45716043982828
"BARD1","Bard1",0.314555,0.262452,0.361051,39,49,14,0.312686,0.20437,0.231419,14.204603,10,16,13,1.950866,0.44484771589086
"BARHL1","Barhl1",0.512341,0.149927,0.248879,15,9,3,0.303715666666667,0,0,0,0,0,0,2.72302666666667,0.350176290258464
"BARHL2","Barhl2",0.228569,0.109925,0.332441,11,8,5,0.223645,2.793379,1.29821,2.362569,70,36,42,4.080562,0.240848354965455
"BARX1","Barx1",0,0,0,0,0,0,0,0.146161,0.062301,0,2,1,0,24.7005596666667,0.0389096585043239
"BARX2","Barx2",0.406804,0.947276,0.242784,16,56,3,0.532288,0.043789,0,0.053042,1,0,1,4.54839866666667,0.276167610162115
"BASP1","Basp1",62.789161,44.175326,51.886528,2004,2127,508,52.9503383333333,363.388754,388.069514,417.330853,6913,8413,5487,192.084588666667,0.279412969755297
"BATF","Batf",0.06052,0.118935,0.191482,1,3,1,0.123645666666667,0,0,0,0,0,0,47.706084,0.0230699242145328
"BATF2","Batf2",0.090143,0.13,0.357204,2,4,3,0.192449,0.072962,0.065305,0.320693,1,1,2,17.222917,0.0654367794135264
"BATF3","Batf3",0.614786,1.249592,0.991495,7,21,4,0.951957666666667,8.080743,7.182183,4.690818,52,52,21,58.0525286666667,0.0330545991973496
"BAX","Bax",126.716058,112.599414,136.012834,339,423,115,125.109435333333,68.28824,67.873864,68.78757,142,159,120,200.329031333333,0.626384751856966
"BAZ1A","Baz1a",1.354548,1.157946,2.024416,33,37,14,1.51230333333333,2.565235,2.161732,1.235663,29,55,41,0.731643666666667,1.45082003976569
"BAZ1B","Baz1b",19.558426,14.072177,11.329328,2340,2640,459,14.9866436666667,14.532909,14.94889,18.373286,1124,1236,999,30.9828903333333,0.499849872855456
"BAZ2A","Baz2a",7.258742,5.841765,5.231278,1286,1541,310,6.110595,33.505157,30.950338,37.622512,1150,1212,873,2.13156733333333,2.27061858907286
"BBC3","Bbc3",1.917788,1.417657,2.235157,38,39,15,1.85686733333333,2.281775,7.459372,6.85702,35,135,76,19.2427376666667,0.141130482466197
"BBOF1","Bbof1",4.829175,2.925486,1.810654,131,137,22,3.18843833333333,4.700961,6.408486,4.024557,94,97,84,10.2820833333333,0.371246888503158
"BBOX1","Bbox1",10.230191,8.851085,8.431447,435,558,137,9.17090766666667,0,0.193788,0,0,4,0,4.32735766666667,1.90918430919443
"BBS1","Bbs1",6.064312,5.033309,4.331354,486,543,133,5.14299166666667,30.477847,30.310559,43.27221,347,418,285,0.298504666666667,4.73081986099909
"BBS10","Bbs10",1.360534,1.266081,1.370548,79,110,25,1.33238766666667,3.780046,3.847144,4.213971,172,186,137,126.651925333333,0.0182714648492467
"BBS12","Bbs12",1.419547,0.932404,0.783793,72,69,12,1.045248,2.662203,2.35401,1.974222,87,109,60,19.923189,0.0977502999184302
"BBS2","Bbs2",20.092049,19.469385,29.225982,457,618,154,22.9291386666667,61.49517,58.421844,88.374812,394,370,331,35.275995,0.659641139179412
"BBS4","Bbs4",24.082482,18.150725,17.339247,723,875,190,19.8574846666667,99.754556,100.418855,68.130448,438,461,292,29.2035333333333,0.690564393128398
"BBS5","Bbs5",23.728438,13.544562,19.330057,195,207,61,18.8676856666667,6.763527,7.309122,10.987372,186,226,155,11.384945,1.60418037114147
"BBS7","Bbs7",10.209332,6.335868,4.115678,298,337,68,6.88695933333333,100.187951,91.703386,157.879448,518,611,416,11.3065153333333,0.640876732341183
"BBS9","Bbs9",7.645408,7.642151,7.716479,241,302,69,7.66801266666667,10.831108,15.159582,18.523987,189,277,196,6.60993166666667,1.13903948765199
"BBX","Bbx",3.349681,2.908242,2.393367,591,776,145,2.88376333333333,5.577203,1.291454,1.84886,143,169,161,3.95503966666667,0.783800654404448
"BCAM","Bcam",33.342105,13.705265,19.234061,420,392,163,22.0938103333333,17.977067,37.158032,42.807987,312,535,473,15.4704143333333,1.4021390030605
"BCAN","Bcan",142.939472,131.135433,129.764417,5053,7499,1719,134.613107333333,0.800751,1.784965,1.798806,24,59,38,469.567346666667,0.288190645385764
"BCAP29","Bcap29",17.572138,16.650183,14.991374,685,976,190,16.404565,107.678277,194.46001,186.547606,297,301,221,62.433238,0.274376108626206
"BCAP31","Bcap31",52.308928,49.317267,61.07091,1195,1664,439,54.2323683333333,74.407168,78.856017,75.115938,916,1034,639,0.018347,54.2372770119943
"BCAR1","Bcar1",11.301431,11.714014,13.479236,731,1154,281,12.1648936666667,21.455181,27.358276,23.159038,458,614,430,12.7888303333333,0.954750573356585
"BCAR3","Bcar3",5.503708,3.10064,6.118155,211,217,58,4.907501,1.644978,3.995156,6.840592,38,72,79,4.58664466666667,1.05743274406689
"BCAS1","Bcas1",433.65098,475.321426,542.711399,9242,16094,3362,483.894601666667,0,0,0,0,0,0,8.00550066666667,53.8442691433554
"BCAS2","Bcas2",27.427284,25.572022,32.581871,652,924,218,28.527059,29.875355,31.126156,34.844357,423,458,331,2.48462366666667,8.47352880095804
"BCAS3","Bcas3",44.711709,55.571876,74.35082,748,1108,246,58.2114683333333,35.278702,28.499304,37.245099,240,315,235,6.15786466666667,8.27222518037735
"BCAT1","Bcat1",108.755236,112.122595,84.33884,3723,5584,1145,101.738890333333,9.339594,12.419426,12.965481,1186,1671,1159,3.013805,25.5963830662759
"BCAT2","Bcat2",6.114535,5.931715,6.377208,151,187,59,6.14115266666667,13.890026,17.137283,17.381747,222,287,204,166.199588333333,0.0427103483797453
"BCCIP","Bccip",110.293252,90.097071,68.172939,411,609,124,89.5210873333333,18.207491,16.875764,21.995778,397,402,365,40.804159,2.16536080377393
"BCDIN3D","Bcdin3d",2.510846,2.821845,2.650674,115,164,35,2.66112166666667,3.02525,3.074713,3.11342,89,117,64,98.7964983333333,0.0366858730297134
"BCHE","Bche",1.855077,2.399014,1.687279,230,465,65,1.98045666666667,20.383447,19.95047,31.136003,332,369,410,58.7742526666667,0.0498618808885373
"BCKDHA","Bckdha",18.706992,16.941457,28.177258,560,877,214,21.2752356666667,9.98177,14.431824,14.346721,137,170,125,12.756559,1.61924473021681
"BCKDHB","Bckdhb",27.533919,22.271332,33.432661,558,661,213,27.7459706666667,8.377682,8.091741,26.605281,168,231,182,15.966184,1.69430973203324
"BCKDK","Bckdk",22.76888,20.093939,22.890663,553,720,181,21.9178273333333,17.664823,21.248004,25.593008,229,301,169,153.028796,0.148789238950705
"BCL10","Bcl10",4.940696,5.16659,5.646763,190,291,69,5.25134966666667,5.222768,6.875512,9.099041,119,135,125,5.44420533333333,0.970073010295141
"BCL11A","Bcl11a",2.729138,1.92561,1.739201,202,186,37,2.13131633333333,2.621555,4.168849,8.283271,50,82,43,0.655425,1.89154829323789
"BCL11B","Bcl11b",0.929235,0.659656,0.635146,134,152,28,0.741345666666667,0,0.107579,0.133613,0,13,9,0.044331,1.66742696201364
"BCL2","Bcl2",3.182252,2.385092,2.867756,511,577,117,2.8117,1.822421,1.726245,3.854065,105,165,182,10.7485926666667,0.32443885903157
"BCL2L1","Bcl2l1",40.809507,36.576126,36.129594,1446,2012,463,37.838409,69.863798,58.132025,57.535509,1395,1388,1086,391.782828666667,0.0988801092243267
"BCL2L10","Bcl2l10",0,0.028934,0,0,1,0,0.00964466666666667,0.885309,0.534954,0.217835,11,8,2,20.37031,0.0472452045228481
"BCL2L11","Bcl2l11",0.860738,1.269162,0.689682,85,137,20,0.939860666666667,4.822154,4.402643,5.571972,262,266,155,0.0812846666666667,1.79403327030131
"BCL2L13","Bcl2l13",12.458146,7.977482,4.462094,858,1004,219,8.29924066666667,13.815238,15.646935,21.11514,469,603,366,64.5001766666667,0.141972757020045
"BCL2L14","Bcl2l14",0,0.021367,0,0,1,0,0.00712233333333333,0.132103,0.577328,0,2,4,0,38.769237,0.0253241552844812
"BCL2L15","Bcl2l15",0.949468,1.28461,2.114037,16,31,8,1.44937166666667,3.751604,5.621403,5.698005,53,59,37,4.73322366666667,0.427224160276089
"BCL2L2","Bcl2l2",92.628889,72.08213,95.835073,1769,1877,573,86.8486973333333,17.085019,18.724941,23.152104,548,623,417,14.4687743333333,5.67909877281163
"BCL3","Bcl3",0.885755,0.159803,2.286072,10,6,9,1.11054333333333,8.180601,5.686832,4.498458,70,54,35,10.603972,0.181881112203074
"BCL6","Bcl6",7.215471,7.360707,8.382189,530,833,193,7.652789,54.169061,24.832044,34.394774,1129,640,385,24.3376783333333,0.34149888897345
"BCL6B","Bcl6b",0.329254,0.414997,0.303977,24,24,7,0.349409333333333,0,0.019733,0,0,1,0,30.34817,0.0430458726405188
"BCL7A","Bcl7a",7.690566,6.843555,7.149511,734,999,211,7.22787733333333,13.399106,14.303889,17.312764,678,767,621,258.369329666667,0.0317226302119358
"BCL7B","Bcl7b",32.870945,27.577543,34.391998,524,716,189,31.6134953333333,14.178098,11.461902,17.597697,167,191,132,105.928990666667,0.305001432539474
"BCL7C","Bcl7c",10.030339,10.161627,14.080529,216,248,64,11.424165,11.411177,12.734142,15.166352,209,275,193,1.99032466666667,4.15478798623204
"BCL9","Bcl9",11.032651,10.089422,3.984962,614,796,150,8.36901166666667,10.26906,13.959368,11.987428,646,735,620,46.495508,0.197261005539022
"BCL9L","Bcl9l",5.284146,4.783005,5.062321,551,832,166,5.04315733333333,11.680271,12.805612,16.186269,499,715,434,91.4982713333333,0.0653326515860581
"BCLAF1","Bclaf1",40.252282,31.293176,25.994843,2160,2618,457,32.5134336666667,77.482586,62.051038,87.768451,2351,2325,2017,24.5211953333333,1.31316081511647
"BCLAF3","Bclaf3",4.477818,3.148391,2.590491,165,225,34,3.40556666666667,19.605589,13.447213,26.217769,460,367,341,84.148702,0.0517396808546379
"BCO1","Bco1",0.141195,0.073923,0,7,5,0,0.071706,0,0,0,0,0,0,2.381334,0.316947689876244
"BCO2","Bco2",0.637026,0.738333,0.505501,28,48,7,0.626953333333333,5.971894,3.209701,3.270703,54,59,36,3.431599,0.367125575516497
"BCOR","Bcor",4.581859,3.072598,4.341508,400,427,102,3.998655,16.916748,12.079454,13.60857,534,628,525,29.8347733333333,0.162110969520126
"BCORL1","Bcorl1",2.940543,3.503286,2.689315,268,382,71,3.04438133333333,3.191347,2.968728,4.134722,197,209,203,42.420606,0.0931442857645361
"BCR","Bcr",22.39712,17.10772,10.410959,1407,1689,342,16.6385996666667,59.223032,52.33985,66.602393,1622,1718,1293,5.632415,2.65945355751512
"BCS1L","Bcs1l",8.498445,7.035519,5.918101,225,284,64,7.15068833333333,36.105807,42.418533,56.508853,209,263,197,0.358329,6.00052589124824
"BDH1","Bdh1",32.91357,32.895056,36.410042,773,1135,255,34.0728893333333,12.511967,21.913746,16.424577,395,415,289,16.956002,1.95326829064361
"BDH2","Bdh2",3.379359,2.390879,4.04644,63,75,22,3.272226,2.769485,3.250552,2.580317,30,49,50,6.38348766666667,0.578618966113711
"BDKRB1","Bdkrb1",0.080676,0,0,2,0,0,0.026892,0.690598,0.217977,0.324756,3,1,1,13.491738,0.0708605137630835
"BDKRB2","Bdkrb2",0.914692,1.013813,0.759742,76,127,20,0.896082333333333,0.203631,0.537187,0.031558,12,36,2,46.4355516666667,0.0399717567671027
"BDNF","Bdnf",1.127821,0.817022,0.87515,90,99,22,0.939997666666667,18.531328,17.816389,11.677226,1017,1047,448,22.7279376666667,0.08176006250185
"BDP1","Bdp1",5.500566,3.964717,4.610278,668,743,124,4.69185366666667,6.522097,6.778797,8.077897,469,523,409,8.04758766666667,0.629101797779393
"BEAN1","Bean1",5.399564,4.172123,6.09935,319,378,109,5.223679,6.873734,8.972503,8.506432,231,243,195,36.267988,0.166997987656323
"BECN1","Becn1",177.739836,167.195425,186.174716,1384,1890,442,177.036659,41.025121,41.494883,45.660886,431,465,353,2.46327233333333,51.4070629925436
"BECN2","Becn2",0,0,0,0,0,0,0,0,0,0,0,0,0,2.21344266666667,0.311192731201677
"BEGAIN","Begain",35.643184,32.153435,36.258263,1460,1816,522,34.6849606666667,23.696267,19.948487,15.101369,312,449,199,6.302185,4.8868880570222
"BEND3","Bend3",0.974726,0.699807,0.8555,128,146,35,0.843344333333333,1.53758,0.996793,1.582347,134,95,98,19.4267653333333,0.0902416169791347
"BEND4","Bend4",1.090363,0.705296,0.530217,181,176,28,0.775292,3.557423,3.063722,2.373957,407,382,192,16.3448256666667,0.102352830412805
"BEND5","Bend5",3.512895,1.966661,4.812067,73,68,31,3.430541,20.171312,15.107888,27.722524,144,122,107,85.7907936666667,0.0510485134750141
"BEND6","Bend6",162.952587,108.14311,136.094985,6066,6550,1804,135.730227333333,10.918034,12.670383,13.820793,247,343,198,0.085339,125.979281434956
"BEND7","Bend7",4.109301,3.445759,4.553893,226,275,80,4.03631766666667,21.939791,26.876834,26.119032,343,411,332,18.5866943333333,0.25712953809136
"BEST1","Best1",0.81055,1.882451,0.439202,30,28,6,1.04406766666667,0.962378,1.8356,0.963238,37,51,24,187.763057,0.0108287484805179
"BEST2","Best2",0.024897,0,0,1,0,0,0.008299,0.595124,0,0,4,0,0,44.2649136666667,0.0222755091819057
"BEST3","Best3",0.102802,0.011376,0.054384,6,1,1,0.0561873333333333,0.167683,0.049312,0.135156,1,2,2,64.4572926666667,0.0161355181417576
"BET1","Bet1",42.049546,59.821816,59.805088,316,544,113,53.89215,7.333025,10.709628,10.191067,87,121,84,5.33762833333333,8.66130784465377
"BET1L","Bet1l",25.310734,32.560449,54.417749,313,429,119,37.429644,13.74302,15.25837,16.07097,425,447,321,16.93162,2.14312170344899
"BEX1","Bex2",112.986666,84.998802,105.271221,1731,1959,509,101.085563,331.816147,371.225847,306.646687,2559,3119,1677,28.1274003333333,3.50479486091224
"BEX2","Bex1",27.693254,14.801767,25.434589,347,290,107,22.6432033333333,132.384397,141.485039,143.882538,1023,1191,757,10.124682,2.12529251023385
"BEX3","Bex3",123.558495,95.299138,129.017697,1534,1777,504,115.958443333333,295.749299,337.959253,297.00284,2291,2853,1586,63.365391,1.81710141919799
"BEX4","Bex4",6.804942,3.8001,5.084482,92,78,22,5.22984133333333,108.044366,111.792302,121.533612,1531,1707,1190,1.273316,2.74042030819003
"BFAR","Bfar",13.976735,10.840285,13.294773,702,806,225,12.703931,41.805618,45.824191,49.770913,645,765,607,234.582111333333,0.0581705076095945
"BFSP1","Bfsp1",0.444548,0.432849,0.148217,20,30,2,0.341871333333333,0.892061,0.547766,1.757812,23,16,24,2.101905,0.432595883282478
"BFSP2","Bfsp2",6.298931,9.238931,9.271254,132,320,54,8.26970533333333,0,0.05079,0,0,1,0,32.5718003333333,0.276115824629443
"BGLAP","Bglap",0,2.122481,1.338802,0,13,1,1.153761,0.278845,0.34555,1.046192,3,4,5,0.289393,1.67036814997445
"BGN","Bgn",10.92433,14.786814,19.850027,349,503,154,15.187057,0.472484,8.957935,14.977196,11,201,181,13.8278446666667,1.0916662106927
"BHLHA15","Bhlha15",0.043856,0.045529,0,3,5,0,0.029795,0,0.707733,0.86679,0,5,3,0.074711,0.958206438754233
