"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"EVA1B","Eva1b",1.075582,1.303219,2.556718,25,41,17,1.645173,2.718088,1.200894,1.090406,40,20,16,0,2.645173
"EVA1C","Eva1c",0.329554,0.478061,0.721821,11,24,5,0.509812,0.751604,0.853914,1.353255,8,4,6,1.49523466666667,0.60507815964938
"EVC","Evc",7.257277,4.262722,4.709661,254,281,71,5.40988666666667,1.059791,0.50957,0.300101,148,70,41,4.51955366666667,1.16130525288246
"EVC2","Evc2",3.615785,2.016469,3.70695,194,179,80,3.113068,0.113478,0.093297,0.120678,11,8,11,389.737288,0.0105264281815868
"EVI2A","Evi2a",46.537793,56.047044,55.74595,863,1719,367,52.776929,0.061433,0.187561,0,2,1,0,6.83956766666667,6.85968044241215
"EVI2B","Evi2b",0.537215,0.638123,0.768174,20,35,9,0.647837333333333,0.072869,0,0.071113,2,0,2,0.135032,1.45179812845218
"EVI5","Evi5",27.35818,23.81907,18.698854,1538,1859,391,23.2920346666667,6.444514,3.33598,2.273966,288,209,173,19.362659,1.19296967388526
"EVL","Evl",52.73439,43.924005,61.203707,1040,1270,311,52.6207006666667,140.537842,93.916233,84.984306,1434,1149,973,33.426337,1.55754882277097
"EVPL","Evpl",1.409006,0.986116,1.080564,204,220,49,1.158562,0,0.130742,0,0,1,0,0.237117,1.74483254211202
"EVX1","Evx1",0.536381,0.617815,0.222034,26,33,4,0.458743333333333,0,0,0,0,0,0,0.0284346666666667,1.41841128135185
"EVX2","Evx2",0.164414,0.106096,0.204786,10,13,5,0.158432,0,0,0,0,0,0,0,1.158432
"EWSR1","Ewsr1",211.58833,292.788457,207.547406,2678,3684,732,237.308064333333,65.148827,55.555592,49.058079,2178,1919,1631,0,238.308064333333
"EXD1","Exd1",1.175982,0.667028,0.933444,88,118,25,0.925484666666667,0.030579,0.023938,0,1,1,0,2.658306,0.526332315193608
"EXD2","Exd2",34.412446,25.849709,19.954333,929,1128,229,26.7388293333333,7.851589,6.41252,6.823319,348,299,325,5.003834,4.62018592341716
"EXO1","Exo1",0.374622,0.426045,0.074816,13,24,4,0.291827666666667,2.978061,1.854996,1.331047,70,55,29,21.0488413333333,0.0585893674473356
"EXO5","Exo5",1.96025,2.477457,3.276855,51,92,29,2.57152066666667,1.420364,1.437319,2.675436,41,48,39,62.3327866666667,0.0563929183388741
"EXOC1","Exoc1",57.913037,45.05332,38.660037,1096,1428,274,47.208798,15.992663,9.840376,9.680768,280,261,174,52.0463806666667,0.908804661017966
"EXOC2","Exoc2",10.694119,9.175272,7.462292,995,1272,219,9.110561,5.442335,4.265295,4.371204,500,348,351,0.0877356666666667,9.29505330185918
"EXOC3","Exoc3",33.124942,31.586132,30.802579,2023,2510,557,31.8378843333333,8.668131,8.465701,8.628667,479,368,324,8.39752,3.49431385443535
"EXOC3L4","Exoc3l4",6.733475,9.11565,10.999843,140,193,52,8.949656,0.477823,0.346479,0.182111,6,7,2,20.0666443333333,0.472294298160095
"EXOC4","Exoc4",17.868747,14.708482,14.484072,1261,1612,340,15.6871003333333,19.155191,8.185952,9.35106,461,307,313,60.3600183333333,0.271953965898152
"EXOC5","Exoc5",24.81779,18.170391,22.999221,989,1357,224,21.9958006666667,13.183914,6.874649,6.419803,362,347,267,0,22.9958006666667
"EXOC6","Exoc6",4.562837,4.122674,4.504932,330,453,106,4.39681433333333,14.619607,22.711005,15.219128,71,86,56,0.231556666666667,4.38210800964633
"EXOC6B","Exoc6b",20.118974,19.257381,17.401158,2333,3295,667,18.9258376666667,17.835486,9.053083,7.753004,1653,1044,899,0.118684666666667,17.8118448034507
"EXOC7","Exoc7",55.713374,53.062232,46.558609,969,1236,302,51.7780716666667,45.180678,45.88763,55.155843,1410,1016,915,0.225994,43.0492087780745
"EXOC8","Exoc8",4.444689,3.834968,4.285551,446,575,135,4.18840266666667,1.27982,1.125522,0.739145,118,108,70,0.144838333333333,4.53199592955628
"EXOG","Exog",7.104146,5.392616,7.244409,459,530,144,6.58039033333333,22.439383,6.10437,5.839263,276,245,171,52.020641,0.14297055241813
"EXOSC1","Exosc1",8.551476,7.488733,8.424558,170,201,49,8.15492233333333,28.078788,20.070367,26.695068,242,161,196,0.173991666666667,7.79811526203338
"EXOSC10","Exosc10",24.632996,18.241108,32.87717,622,742,177,25.2504246666667,26.236828,24.94481,25.511122,603,444,337,35.6671923333333,0.715910409175316
"EXOSC2","Exosc2",8.232293,6.560269,6.702282,252,304,60,7.164948,7.076862,4.062458,3.39318,177,134,109,8.369185,0.871468329422463
"EXOSC3","Exosc3",12.858233,12.425111,12.548105,114,123,40,12.610483,50.862895,23.246799,22.654607,87,111,55,32.915544,0.401305165560665
"EXOSC4","Exosc4",6.639564,5.329072,6.808864,170,262,77,6.25916666666667,8.483568,8.736576,7.6742,126,106,101,5.802048,1.06720309334287
"EXOSC5","Exosc5",7.832924,7.378799,8.679627,196,290,65,7.96378333333333,9.02115,12.818206,10.721165,99,101,82,6.34538933333333,1.22032787188771
"EXOSC6","Exosc6",0,0,0,0,0,0,0,3.577692,3.430423,3.228194,325,311,296,0,1
"EXOSC7","Exosc7",13.701957,14.811805,10.136619,221,264,54,12.8834603333333,37.459774,14.111463,20.488725,177,172,164,9.19912833333333,1.36123989027167
"EXOSC8","Exosc8",17.530413,17.888411,20.813458,187,252,68,18.744094,132.497097,111.565698,110.368844,245,273,247,8.34331266666667,2.11317920146666
"EXOSC9","Exosc9",19.134217,20.799694,29.605564,399,557,132,23.179825,15.521068,12.777349,7.624608,267,232,168,0,24.179825
"EXPH5","Exph5",0.367747,0.273655,0.118218,40,49,5,0.253206666666667,0.015136,0.040294,0.012015,3,9,3,30.4288186666667,0.0398744438967989
"EXT1","Ext1",4.833806,4.045658,4.920465,326,399,94,4.59997633333333,10.476933,10.990647,6.952159,524,482,358,0.0844103333333333,5.16407503801605
"EXT2","Ext2",13.243035,9.174555,12.423799,525,723,177,11.6137963333333,14.119306,11.958473,13.284431,518,426,344,3.74249733333333,2.65973714833226
"EXTL1","Extl1",10.846244,12.038118,8.360681,639,831,195,10.4150143333333,29.200028,18.239561,15.011306,1616,1119,1016,24.030829,0.456038205260135
"EXTL2","Extl2",125.874591,87.376748,143.334039,1868,2529,647,118.861792666667,6.041738,3.728835,4.501797,185,184,146,17.121681,6.61427561089209
"EXTL3","Extl3",19.793223,16.922219,13.770759,2085,2616,587,16.8287336666667,17.734872,8.979706,9.324293,1226,808,773,2.36534233333333,5.29774742084188
"EYA1","Eya1",0.563206,0.271223,3.038135,26,37,9,1.29085466666667,0.826882,1.180251,0.603833,37,51,34,0.171503666666667,1.95548228473321
"EYA2","Eya2",4.945258,7.270699,11.227503,103,156,32,7.81448666666667,0.371059,0.43687,0.266001,14,22,9,0.745248333333333,5.05056300488278
"EYA3","Eya3",9.726965,9.189245,6.565831,648,795,186,8.49401366666667,3.629384,3.416693,1.90916,431,334,237,4.86748266666667,1.61807272488463
"EYA4","Eya4",0.768619,0.739886,0.257004,69,106,9,0.588503,1.041521,1.08777,0.595291,92,117,60,7.66136766666667,0.183400943261347
"EZH1","Ezh1",21.169113,17.744146,14.515166,1224,1627,343,17.809475,6.991868,5.646521,4.512817,465,349,276,4.66211566666667,3.32198706408152
"EZH2","Ezh2",9.295227,9.155725,8.708274,130,183,39,9.05307533333333,5.771156,6.188416,5.140229,176,149,112,1.10949166666667,4.76563879923678
"EZR","Ezr",4.944651,5.980683,6.865541,336,499,103,5.93029166666667,66.886651,56.608004,52.27822,4153,3387,3099,11.588831,0.550511136948829
"F10","F10",0.059138,0.031504,0,3,3,0,0.030214,4.928564,4.363612,3.500484,137,122,99,0.00667533333333333,1.02338258014997
"F11","F11",0.116403,0.078794,0,2,2,0,0.0650656666666667,0,0,0,0,0,0,16.6072433333333,0.0604901997719499
"F11R","F11r",3.458221,3.764019,5.302701,111,181,50,4.17498033333333,6.824059,2.988694,3.283431,344,281,263,0.0709686666666667,4.8320557775422
"F12","F12",0.049776,0.016209,0,2,1,0,0.021995,0.251432,0.425754,0.2426,10,5,4,8.94218866666667,0.102793764458168
"F13A1","F13a1",0.593953,0.421258,0.754477,44,52,20,0.589896,0,0,0,0,0,0,1.843451,0.559143097595141
"F13B","F13b",0,0,0,0,0,0,0,0,0,0,0,0,0,12.989797,0.0714806655164475
"F2","F2",0.014631,0.0165,0,1,1,0,0.010377,0.104502,0.148881,0.055872,4,4,2,30.157711,0.03242783142831
"F2R","F2r",3.764499,3.256458,3.236162,252,337,68,3.41903966666667,1.351572,1.519783,1.12741,95,108,79,0,4.41903966666667
"F2RL1","F2rl1",0.069654,0.037568,0.165834,4,3,3,0.0910186666666667,0.222836,0.316993,0.22476,12,17,12,0,1.09101866666667
"F2RL2","F2rl2",2.353811,1.607711,1.141696,124,126,19,1.70107266666667,0.060124,0.080565,0.045433,4,4,3,4.03119166666667,0.536865388087315
"F2RL3","F2rl3",0.25358,0.354097,0.536398,9,19,5,0.381358333333333,0.42642,0.335811,0.313758,32,23,22,169.699051333333,0.00809236092727826
"F3","F3",27.295313,25.951231,29.798019,799,1121,272,27.681521,7.887225,6.137553,5.133051,140,143,110,18.2923046666667,1.48668194368483
"F5","F5",0.072537,0.072775,0.134672,12,18,7,0.093328,0.133778,0.036931,0.080551,6,7,14,5.55306966666667,0.166842114553032
"F7","F7",0,0,0,0,0,0,0,0.07979,0.03382,0.146059,5,2,2,1.212883,0.45189917406388
"F8","F8",0.691151,0.863696,0.496837,80,120,25,0.683894666666667,0.583392,0.388276,0.973349,26,15,17,0,1.68389466666667
"F9","F9",0.106752,0.117205,0.057135,6,10,1,0.0936973333333333,0,0,0,0,0,0,35.4137733333333,0.030035265044399
"FA2H","Fa2h",51.604822,74.691769,60.361949,2042,4578,783,62.2195133333333,0.174113,1.109142,0,1,6,0,0.0447043333333333,60.5142635252781
"FAAH","Faah",14.592772,14.322297,13.736993,710,1214,242,14.217354,3.71647,2.935936,1.913906,63,50,35,3.65550333333333,3.26868072267159
"FAAP100","Faap100",5.597467,4.4271,7.038653,188,233,71,5.68774,7.614608,6.253571,3.256451,459,384,236,0,6.68774
"FAAP20","Faap20",15.272508,14.564338,24.762482,270,406,114,18.199776,31.733096,33.20592,26.700075,438,428,340,0,19.199776
"FAAP24","Faap24",1.68294,1.421591,2.31277,52,66,18,1.805767,0.4096,0.586972,1.372947,17,18,22,1.047528,1.37031923372965
"FABP1","Fabp1",0,0,0,0,0,0,0,0.174113,0.180186,0,1,1,0,26.535503,0.0363167507780773
"FABP12","Fabp12",0,0,0,0,0,0,0,0,0,0.172858,0,0,1,1.80646666666667,0.356319927785828
"FABP2","Fabp2",0.060342,0,0,1,0,0,0.020114,0,0,0.027689,0,0,1,0.0112323333333333,1.00878301293768
"FABP3","Fabp3",19.896794,16.432622,24.505058,268,333,105,20.278158,1821.133832,1741.137262,1505.228325,14532,12985,11591,1563.10330433333,0.0136040617912187
"FABP4","Fabp4",0,0.544249,0.072179,0,12,2,0.205476,0.336932,0,0,2,0,0,15.7901276666667,0.0717967143509709
"FABP5","Fabp5",110.120059,117.302532,144.642058,1947,3109,802,124.021549666667,17.261715,20.667367,19.125388,154,191,175,3.92401633333333,25.3901573843954
"FABP6","Fabp6",0,0,0,0,0,0,0,4.462898,3.767631,2.455551,22,17,12,0.208114,0.827736455334513
"FABP7","Fabp7",25.712094,23.919774,26.163756,327,455,104,25.265208,0.0284,0.187816,0,1,3,0,8.10931333333333,2.88333566306132
"FABP9","Fabp9",0,0,0,0,0,0,0,0,0,0.139006,0,0,1,0.150530666666667,0.869164142227703
"FADD","Fadd",0.832219,0.704693,1.055651,72,91,29,0.864187666666667,3.542692,3.027203,3.001383,125,100,99,16.6473226666667,0.105635721739698
"FADS1","Fads1",82.732174,81.870132,85.974203,4658,6345,1533,83.525503,18.424769,10.540742,8.653235,1111,801,691,0,84.525503
"FADS2","Fads2",98.1876,79.497521,84.381415,3141,4128,928,87.355512,46.754264,31.810563,29.862508,2047,1677,1546,0.713523,51.5636568636663
"FADS3","Fads3",15.980776,11.615369,18.133891,396,459,158,15.2433453333333,76.801309,63.109831,57.921171,1032,846,731,0.890423,8.59243954042737
"FADS6","Fads6",11.058029,12.359847,10.977193,1218,2023,377,11.465023,0.147953,0,0.320844,2,0,5,34.5515756666667,0.350618018083718
"FAF1","Faf1",14.328923,9.451413,13.415551,861,978,240,12.398629,19.2686,15.573158,11.493157,582,479,398,0.529711,8.75892832044746
"FAF2","Faf2",21.884403,19.695168,22.744552,982,1246,295,21.4413743333333,4.698789,4.178338,3.107193,435,364,278,7.44396133333333,2.65768321850834
"FAH","Fah",32.957266,19.580606,28.249413,482,899,172,26.929095,44.3673,47.931088,8.087171,278,235,169,4.53102,5.04953787908921
"FAHD1","Fahd1",5.828636,6.319638,8.047763,165,275,71,6.73201233333333,16.055644,11.80784,13.403509,489,442,426,0,7.73201233333333
"FAIM","Faim",28.181926,28.703281,30.474365,361,547,125,29.1198573333333,3.734202,3.352665,3.29591,54,44,43,0.749955333333333,17.2117863579756
"FAIM2","Faim2",220.629402,184.06702,190.674992,12103,14968,3793,198.457138,0,0,0,0,0,0,0,199.457138
"FAM102A","Fam102a",15.527668,23.507278,16.626153,1428,2317,482,18.5536996666667,32.055122,17.615963,11.983158,917,735,553,4.158968,3.79023472653187
"FAM102B","Fam102b",3.502239,3.860005,3.145435,416,685,116,3.50255966666667,1.046954,0.765913,0.743455,99,77,75,15.2594263333333,0.276919958574184
"FAM107A","Fam107a",46.612307,45.66991,40.451122,2607,3346,741,44.2444463333333,0.19719,0.113578,0.175445,5,7,8,0.228750666666667,36.8215029791778
"FAM107B","Fam107b",18.273925,24.940364,15.756667,180,300,59,19.6569853333333,3.030292,2.064098,1.239032,77,96,48,95.686996,0.213648020808645
"FAM110A","Fam110a",2.44863,1.568617,2.484045,83,88,27,2.16709733333333,2.301064,2.645957,2.17527,80,81,67,27.0025483333333,0.11310032557156
"FAM110B","Fam110b",8.545541,6.863287,9.410693,383,451,137,8.27317366666667,2.835097,3.166386,3.315385,153,110,129,0.322227,7.01329927967487
"FAM110C","Fam110c",0.080393,0.031185,0.051326,5,3,1,0.0543013333333333,2.069107,1.471622,1.14704,107,106,83,8.666026,0.109072884071834
"FAM111A","Fam111a",0.575369,0.644776,1.678108,40,67,16,0.966084333333333,1.564778,1.445769,0.722406,99,67,35,13.2707076666667,0.137770626324698
"FAM114A1","Fam114a1",1.349078,1.211138,1.101046,82,97,21,1.22042066666667,7.690839,5.585989,4.589927,306,263,203,0,2.22042066666667
"FAM114A2","Fam114a2",13.082311,12.442056,9.760085,624,844,164,11.761484,7.839037,6.69093,4.647224,170,142,124,0.022164,12.4847715239433
"FAM117A","Fam117a",1.963082,1.666504,2.14617,68,98,32,1.925252,1.138364,1.256207,0.967759,38,54,41,0.358663,2.15303721379032
"FAM117B","Fam117b",9.794597,7.505802,10.308003,1013,1228,264,9.20280066666667,0.368326,0.484343,0.212722,40,54,14,370.639624,0.0274534791442655
"FAM118A","Fam118a",9.202726,7.232388,6.346442,278,300,77,7.593852,12.848921,8.233824,4.893607,300,222,195,11.4172293333333,0.692090946321681
"FAM118B","Fam118b",8.38419,7.306317,6.902784,230,299,67,7.531097,8.161542,5.932829,5.715247,197,153,148,4.90500966666667,1.4447219363852
"FAM120B","Fam120b",17.153619,13.868374,14.274335,1756,2164,459,15.098776,7.639644,6.913221,5.12592,486,414,305,1.919338,5.51452966391696
"FAM120C","Fam120c",6.55563,5.312779,4.27412,797,963,164,5.380843,1.033052,1.551694,1.750443,60,61,53,0.057287,6.03510967220821
"FAM124B","Fam124b",0.016403,0.032809,0,1,3,0,0.016404,0,0,0.019719,0,0,1,9.26078666666667,0.0990571223259035
"FAM126A","Fam126a",4.148195,3.820008,3.377853,442,629,121,3.78201866666667,3.301163,1.987273,2.146413,169,113,100,0.807919666666667,2.64503935370285
"FAM126B","Fam126b",7.623181,7.669996,4.912539,1077,1835,223,6.73523866666667,1.403445,1.171052,0.988552,61,45,46,4.69391666666667,1.35850928622653
"FAM131A","Fam131a",17.213186,11.216349,13.070521,638,664,178,13.833352,3.028902,1.953482,2.88984,137,99,111,1.03718533333333,7.28129726701351
"FAM131B","Fam131b",20.542901,20.203335,17.062494,1811,2670,476,19.2695766666667,0.023555,0.128195,0.02517,3,3,2,28.2588793333333,0.692766678988092
"FAM133B","Fam133b",12.41681,10.460241,11.041345,424,540,117,11.306132,16.99169,18.539202,3.325033,99,98,99,28.4038413333333,0.4185212353887
"FAM135A","Fam135a",11.556512,8.819839,10.538884,593,853,153,10.3050783333333,2.636771,2.854086,1.484191,134,107,66,0.294015666666667,8.73643080570637
"FAM135B","Fam135b",7.464907,7.301512,3.813111,1872,2551,428,6.19317666666667,0.010666,0.010446,0,1,1,0,52.814645,0.133665783109164
"FAM136A","Fam136a",8.586346,5.92338,6.767569,268,276,68,7.09243166666667,14.695039,13.534043,12.916048,525,480,453,8.70051666666667,0.834226871077314
"FAM13A","Fam13a",8.908727,7.331213,6.545566,820,998,243,7.59516866666667,20.412282,4.496183,3.457296,319,258,203,0.0110783333333333,8.50099184534004
"FAM13B","Fam13b",92.947365,70.34648,55.600065,2139,2426,462,72.9646366666667,3.723051,3.393984,1.815814,368,313,186,29.1645723333333,2.45203664249972
"FAM13C","Fam13c",10.393008,7.324646,9.450348,731,788,209,9.05600066666667,5.751977,3.347362,4.560951,99,71,65,39.7694033333333,0.246655576105643
"FAM149A","Fam149a",11.280099,8.06026,8.418725,832,917,208,9.253028,0.317641,0.575008,0.983226,11,9,18,0.378860666666667,7.43586951739383
"FAM151A","Fam151a",0,0.01681,0,0,1,0,0.00560333333333333,1.327834,1.200166,0.557058,47,35,21,0.0367056666666667,0.969998877855721
"FAM155A","Fam155a",12.867608,11.552686,14.460812,859,1119,279,12.9603686666667,0.048779,0.052441,0.045867,8,9,8,24.4647213333333,0.548223893123564
"FAM160A1","Fam160a1",0.186318,0.129137,0.116196,16,17,3,0.143883666666667,0.79142,0.303977,0.215756,75,76,53,41.133508,0.0271490251100541
"FAM160A2","Fam160a2",10.882648,8.57139,5.596995,876,933,158,8.35034433333333,10.93085,9.617462,9.8496,340,249,237,3.704882,1.98737063614631
"FAM160B1","Fam160b1",6.02659,4.551032,5.720267,731,846,214,5.43262966666667,10.510119,7.679661,9.371434,330,246,235,0.0771776666666667,5.97174437024162
"FAM160B2","Fam160b2",8.384267,5.833117,6.496236,744,784,182,6.90454,30.890707,20.69352,19.488949,894,685,633,3.48277766666667,1.763312969719
"FAM161A","Fam161a",2.484873,1.933443,0.915688,65,86,10,1.77800133333333,0.844612,0.858447,0.822173,57,32,34,16.4900513333333,0.158833229267823
"FAM161B","Fam161b",5.393824,5.050799,4.668888,273,399,87,5.037837,0.723695,0.421278,0.370949,56,35,30,2.08826066666667,1.9550930610132
"FAM162A","Fam162a",48.800579,49.451062,75.262398,335,496,163,57.838013,88.421186,66.819589,90.934675,1345,991,1344,1.490401,23.6259192796662
"FAM162B","Fam162b",0,0,0,0,0,0,0,0,0,0,0,0,0,5.08890533333333,0.164233133092998
"FAM163A","Fam163a",0.666321,0.698602,0.667383,57,90,18,0.677435333333333,0,0,0,0,0,0,0.0383376666666667,1.61550080208333
"FAM163B","Fam163b",12.228613,8.324982,9.62432,782,806,194,10.059305,0,0,0,0,0,0,8.500813,1.1640377512956
"FAM166A","Fam166a",3.955266,3.885138,0.153268,4,8,1,2.66455733333333,0.196868,0.155879,0,5,3,0,0.135147333333333,3.22826581688956
"FAM166B","Fam166b",5.717921,1.899401,4.074636,24,16,3,3.89731933333333,0.098027,0.206472,0,1,2,0,0.567621333333333,3.12404483735868
"FAM167A","Fam167a",0.747288,0.764099,0.542132,70,107,16,0.684506333333333,0.011057,0,0.011731,1,0,1,0.067794,1.57755740651599
"FAM167B","Fam167b",0.462075,0.083297,0.487609,3,2,1,0.344327,0.057282,0.125745,0.12379,1,2,2,0,1.344327
"FAM168A","Fam168a",114.78516,109.423106,40.40355,5744,8056,1393,88.2039386666667,7.562873,5.972988,4.157206,1124,865,635,0,89.2039386666667
"FAM168B","Fam168b",51.741153,41.505843,42.351822,5546,6540,1454,45.199606,13.281078,11.433147,9.909739,1476,1260,1077,0.242023333333333,37.1970515851822
"FAM169A","Fam169a",10.2019,6.938607,6.956399,920,982,194,8.032302,0.848445,0.3863,0.131367,50,39,13,0.00927966666666667,8.94925588844057
"FAM169B","Fam169b",0.426794,0.184387,0.690701,13,16,2,0.433960666666667,0.014096,0.079974,0,1,1,0,0.194628666666667,1.20034007778149
"FAM170A","Fam170a",0,0,0,0,0,0,0,0,0,0,0,0,0,2.46068233333333,0.288960356276561
"FAM170B","Fam170b",0.019203,0.050751,0.122013,1,4,2,0.063989,0,0,0,0,0,0,1.07927633333333,0.511711205933988
"FAM171A2","Fam171a2",28.137085,17.208324,15.878812,393,427,132,20.4080736666667,1.574731,1.21722,1.279923,72,52,38,0,21.4080736666667
"FAM171B","Fam171b",55.285308,51.148594,40.704723,4076,5496,1051,49.0462083333333,0.135501,0.138334,0.069773,7,14,7,1.694489,18.5735433818187
"FAM172A","Fam172a",10.070991,11.230401,10.617647,752,1194,224,10.6396796666667,3.567879,0.701396,3.718641,78,62,81,0.923749333333333,6.05051784293449
"FAM174A","Fam174a",14.069332,11.887543,18.592026,499,690,200,14.8496336666667,7.114945,7.687537,6.41325,123,108,96,0.210749666666667,13.0907602975457
"FAM174B","Fam174b",6.38684,5.087357,9.300161,221,269,71,6.924786,6.456674,2.308804,0.889925,37,30,11,2.72349266666667,2.12832056067789
"FAM178B","Fam178b",9.238754,0.516612,13.870578,136,13,64,7.87531466666667,0.198451,0.450195,0,2,5,0,7.22794966666667,1.07867877493498
"FAM180A","Fam180a",0.287518,0.063951,0.608915,9,3,6,0.320128,0,0,0,0,0,0,0.023847,1.28938015152655
"FAM181B","Fam181b",11.451733,8.881761,13.594077,458,535,168,11.3091903333333,0.03729,0.040338,0,3,3,0,0.355681666666667,9.07970553559157
"FAM183A","Fam183b",3.807015,2.380693,3.449962,28,26,8,3.21255666666667,0.954081,0,0.391328,3,0,1,0.0202013333333333,4.12914248298702
"FAM184B","Fam184b",1.22237,0.717766,0.922512,129,118,28,0.954216,0.021193,0.01473,0.023843,3,2,3,0.032966,1.89184929610462
"FAM185A","Fam185a",5.250181,4.646725,6.646905,282,338,78,5.51460366666667,2.248342,3.294036,1.531884,73,78,45,51.4455023333333,0.124216632062386
"FAM187B","Fam187b",0.04409,0.018061,0.059815,1,1,1,0.0406553333333333,0,0,0,0,0,0,0.632959666666667,0.63728171281634
"FAM189A1","Fam189a1",7.841663,6.837548,7.786321,510,550,157,7.48851066666667,0.108775,0.23191,0.029762,8,7,3,0.987373333333333,4.2712209750894
"FAM189A2","Fam189a2",4.529961,5.650083,6.976479,193,371,90,5.718841,54.756613,51.336774,41.068762,2696,2162,1635,2.27930666666667,2.04886022655195
"FAM189B","Fam189b",24.958468,25.946221,26.753135,801,1040,284,25.8859413333333,5.063454,4.214884,3.504375,229,188,154,0,26.8859413333333
"FAM193A","Fam193a",14.422735,10.142166,13.377703,686,892,212,12.6475346666667,5.911241,2.739465,2.611513,397,280,258,89.664751,0.150527459857764
"FAM193B","Fam193b",39.425972,27.113052,38.930625,1472,1809,388,35.1565496666667,22.441886,19.402592,18.062149,241,188,171,56.142188,0.632747028634372
"FAM199X","Fam199x",2.347055,2.343998,1.919322,407,644,102,2.20345833333333,1.882922,1.268233,0.938992,181,161,114,21.5843463333333,0.141844190929945
"FAM204A","Fam204a",15.755736,15.854776,15.937409,296,437,93,15.849307,14.064679,11.89564,8.744121,196,170,159,91.398044,0.182355667615648
"FAM205A","Fam205a2",1.454288,0.028256,1.297147,133,4,38,0.926563666666667,0,0,0,0,0,0,1.04822966666667,0.940599434731359
"FAM205C","Fam205c",2.702693,1.702805,1.068435,31,34,4,1.82464433333333,0,0,0,0,0,0,5.07253966666667,0.465150412905221
"FAM207A","Fam207a",9.088354,6.847038,11.75448,356,452,133,9.22995733333333,11.987067,12.817493,13.233661,152,134,141,0.187161666666667,8.61715604586289
"FAM20A","Fam20a",7.335621,6.549348,8.774596,285,347,104,7.55318833333333,7.436579,5.784429,5.721509,202,159,139,67.745514,0.124418130517336
"FAM20B","Fam20b",23.102871,18.263574,20.854452,2246,2637,627,20.740299,5.465887,4.181348,3.094014,626,516,375,0.105955666666667,19.6574778313899
"FAM20C","Fam20c",20.662586,14.834275,17.400696,700,774,197,17.632519,1.931364,0.855159,0.940013,47,36,27,0,18.632519
"FAM210A","Fam210a",7.920434,5.962078,4.368207,1097,1343,275,6.083573,7.935772,5.472905,4.713672,232,223,179,23.934517,0.284087034852129
"FAM210B","Fam210b",3.171055,2.730515,3.099826,250,320,77,3.00046533333333,13.209708,14.226121,10.72475,762,808,618,5.65896633333333,0.600763712125691
"FAM214A","Fam214a",11.895579,9.191538,8.31008,967,1091,222,9.79906566666667,20.455744,23.930367,15.201804,473,442,280,0.00916266666666667,10.7010158256614
"FAM214B","Fam214b",20.934999,20.516495,17.752472,704,1009,227,19.7346553333333,7.750265,6.953521,6.342066,484,398,357,0,20.7346553333333
"FAM216A","Fam216a",21.22938,18.08801,23.095684,569,723,194,20.804358,6.263743,6.73025,5.982484,116,102,113,0.104129,19.7480167625341
"FAM216B","Fam216b",1.95966,1.125227,1.227346,76,72,16,1.437411,0.031936,0,0,2,0,0,17.3936356666667,0.13251382402975
"FAM217A","Fam217a",0.119391,0.184511,0.087126,6,12,1,0.130342666666667,2.808267,1.439866,0.027652,2,1,1,0.015458,1.11313581326521
"FAM219A","Fam219a",63.173978,55.534749,48.437034,3149,4262,895,55.7152536666667,7.149842,6.985275,6.417964,560,508,447,12.7046933333333,4.13838181469706
"FAM219B","Fam219b",10.364015,7.091337,7.390146,375,460,102,8.28183266666667,170.933409,143.710647,153.099893,1157,926,802,0,9.28183266666667
"FAM220A","Fam220a",3.704557,4.617183,4.547973,36,55,15,4.28990433333333,3.470357,1.673568,1.652887,21,10,10,0,5.28990433333333
"FAM221A","Fam221a",1.451804,0.755082,0.731475,16,19,6,0.979453666666667,1.98507,1.343118,0.988004,51,40,34,0,1.97945366666667
"FAM221B","Fam221b",0.296489,0.416228,0.148892,17,34,2,0.287203,0.092334,0.275223,0,2,3,0,30.698808,0.0406072998076142
"FAM222A","Fam222a",1.945229,2.63884,2.811069,125,261,56,2.465046,2.445483,3.081555,2.01774,163,173,120,100.883186,0.0340099886550466
"FAM222B","Fam222b",6.794476,6.126085,8.590964,483,660,192,7.17050833333333,7.37013,5.481205,5.055924,469,436,376,3.218908,1.93664055564457
"FAM227B","Fam227b",1.939377,1.206595,1.898325,72,66,22,1.68143233333333,5.835029,7.066216,4.103853,64,68,46,8.586353,0.279713498275448
"FAM228A","Fam228a",1.999725,1.249179,1.129496,69,80,18,1.45946666666667,0.027275,0,0,1,0,0,1.20089333333333,1.11748562704841
"FAM228B","Fam228b",104.54723,100.043201,84.769457,165,279,37,96.453296,17.786722,18.885185,15.258941,141,116,101,2.33699,29.2039520645852
"FAM229A","Fam229a",0.128045,0.099024,0,1,1,0,0.0756896666666667,5.609375,2.262445,1.818693,86,67,47,0.915147333333333,0.561674628340169
