"Hs_symbol","Spinal_cord","dHs_Avg_TPM","DRG","dHs_Avg__TPM","FoldChange"
"A1BG",16.26198,16.26198,14.4996,14.4996,1.11370486980309
"A1CF",0,0,0,0,1
"A2LD1",24.54814,24.54814,7.64182,7.64182,2.95633790104399
"A2M",200.41955,200.41955,162.84087,162.84087,1.22936084262736
"A2ML1",1.36551,1.36551,1.18129,1.18129,1.08445461172059
"A2MP1",1.05517,1.05517,0.39725,0.39725,1.47086777598855
"A3GALT2P",0,0,0.08363,0.08363,0.922824211216005
"A4GALT",6.95168,6.95168,72.86389,72.86389,0.107653144181819
"A4GNT",0,0,0.02091,0.02091,0.979518272913381
"AAAS",45.86871,45.86871,30.26413,30.26413,1.49912087750403
"AACP",0,0,0,0,1
"AACS",9.62064,9.62064,31.73813,31.73813,0.324411931897149
"AACSP1",0,0,0,0,1
"AADAC",0.46551,0.46551,0,0,1.46551
"AADACL2",0.12414,0.12414,0,0,1.12414
"AADACL3",0,0,0,0,1
"AADACL4",0.12414,0.12414,0.01045,0.01045,1.1125142263348
"AADAT",6.67238,6.67238,3.94113,3.94113,1.5527581747495
"AAED1",8.06892,8.06892,8.04953,8.04953,1.00214265271235
"AAGAB",10.5827,10.5827,29.97142,29.97142,0.373980269551735
"AAK1",15.29991,15.29991,5.18515,5.18515,2.63532978181612
"AAMP",105.08216,105.08216,123.36683,123.36683,0.852977920238057
"AANAT",0.24827,0.24827,1.03494,1.03494,0.613418577451915
"AAR2",9.86891,9.86891,18.44073,18.44073,0.559079314408461
"AARD",1.0862,1.0862,4.22339,4.22339,0.399395794685061
"AARS",80.00644,80.00644,84.87546,84.87546,0.943301380860143
"AARS2",9.43443,9.43443,8.61404,8.61404,1.08533249289581
"AARSD1",4.28273,4.28273,51.0779,51.0779,0.101438998116283
"AASDH",2.54481,2.54481,3.3348,3.3348,0.817756297868414
"AASDHPPT",19.98609,19.98609,24.47265,24.47265,0.823867559912298
"AASS",11.73097,11.73097,7.33866,7.33866,1.52674050746763
"AATF",73.61338,73.61338,42.6834,42.6834,1.70804882403842
"AATK",251.03651,251.03651,173.04391,173.04391,1.44812024735597
"AB019438.63",0,0,0,0,1
"AB019438.66",0,0,0,0,1
"AB019439.68",0,0,0,0,1
"AB019441.29",1.55172,1.55172,7.86136,7.86136,0.287960313089639
"ABAT",65.91687,65.91687,14.94912,14.94912,4.19564653096848
"ABC11-48400900C8.1",0,0,0.08363,0.08363,0.922824211216005
"ABC12-47043100G14.2",0,0,0,0,1
"ABC7-42389800N19.1",22.93435,22.93435,18.97388,18.97388,1.1982824568887
"ABCA1",3.19653,3.19653,3.21981,3.21981,0.994483163933921
"ABCA10",3.38274,3.38274,17.14445,17.14445,0.24154713975899
"ABCA11P",4.59308,4.59308,2.91665,2.91665,1.42802650224043
"ABCA12",0,0,0.04182,0.04182,0.959858708798065
"ABCA13",0.43448,0.43448,0.31362,0.31362,1.0920052983359
"ABCA17P",11.82407,11.82407,3.9934,3.9934,2.5682040293187
"ABCA2",1386.02317,1386.02317,190.96195,190.96195,7.22551094110057
"ABCA3",35.31704,35.31704,75.62373,75.62373,0.473965963285786
"ABCA4",2.54481,2.54481,0.33453,0.33453,2.65622353937341
"ABCA5",14.95854,14.95854,12.96287,12.96287,1.14292691975217
"ABCA6",19.48954,19.48954,12.28337,12.28337,1.54249561669968
"ABCA7",38.79288,38.79288,45.76731,45.76731,0.850869549691868
"ABCA8",53.1928,53.1928,65.06526,65.06526,0.820291935580061
"ABCA9",5.27583,5.27583,5.22697,5.22697,1.00784651283048
"ABCB1",34.57222,34.57222,8.45723,8.45723,3.76137833171024
"ABCB10",5.12066,5.12066,3.61706,3.61706,1.32566178477213
"ABCB10P1",0.24827,0.24827,0.05227,0.05227,1.18626398167771
"ABCB10P3",0,0,0,0,1
"ABCB10P4",0,0,0.01045,0.01045,0.989658073135732
"ABCB11",0,0,0,0,1
"ABCB4",4.43791,4.43791,0.57497,0.57497,3.45270703568957
"ABCB5",0.18621,0.18621,0.01045,0.01045,1.17394230293434
"ABCB6",28.7688,28.7688,58.67791,58.67791,0.498824439394744
"ABCB7",9.12409,9.12409,7.97635,7.97635,1.12786266132671
"ABCB8",16.97577,16.97577,33.23304,33.23304,0.525100020331235
"ABCB9",19.58265,19.58265,31.39315,31.39315,0.635401311697072
"ABCC1",4.2517,4.2517,3.54388,3.54388,1.15577436023839
"ABCC10",35.25497,35.25497,18.64981,18.64981,1.84505448144282
"ABCC11",1.45861,1.45861,0.16726,0.16726,2.10630879152888
"ABCC12",0.83793,0.83793,0.15681,0.15681,1.58879159066744
"ABCC13",0.49655,0.49655,0.35543,0.35543,1.10411456143069
"ABCC2",0.83793,0.83793,0.06272,0.06272,1.7294583709726
"ABCC3",9.86891,9.86891,1.82944,1.82944,3.84136436892106
"ABCC4",2.23447,2.23447,3.8575,3.8575,0.665871332990221
"ABCC5",21.22747,21.22747,25.43441,25.43441,0.840853644927199
"ABCC6",1.48965,1.48965,0.45997,0.45997,1.70527476591985
"ABCC6P1",0.62069,0.62069,0.07318,0.07318,1.51017536666729
"ABCC6P2",0,0,0.09409,0.09409,0.914001590362767
"ABCC8",40.15839,40.15839,10.87209,10.87209,3.46681923738786
"ABCC9",2.14137,2.14137,0.7945,0.7945,1.75055447199777
"ABCD1",6.26893,6.26893,6.76369,6.76369,0.936272571419003
"ABCD1P2",0,0,0,0,1
"ABCD1P3",0,0,0,0,1
"ABCD1P4",0,0,0,0,1
"ABCD1P5",0,0,0,0,1
"ABCD2",0.62069,0.62069,1.589,1.589,0.625990730011587
"ABCD3",22.4378,22.4378,23.9395,23.9395,0.939786282804387
"ABCD4",114.29935,114.29935,25.36124,25.36124,4.37382118595332
"ABCE1",12.13441,12.13441,15.03275,15.03275,0.819223776332819
"ABCF1",29.32742,29.32742,40.28945,40.28945,0.734507725339039
"ABCF2",13.28268,13.28268,29.98187,29.98187,0.461001224264384
"ABCF3",52.78936,52.78936,62.56677,62.56677,0.846186773372314
"ABCG1",10.27236,10.27236,9.4399,9.4399,1.07973831166965
"ABCG2",26.44123,26.44123,4.96562,4.96562,4.59989573590004
"ABCG4",1.36551,1.36551,11.76067,11.76067,0.185375062594676
"ABCG5",0.06207,0.06207,0.09409,0.09409,0.970733669076584
"ABCG8",0,0,0.21953,0.21953,0.819988028174789
"ABHD1",8.37926,8.37926,2.06988,2.06988,3.05525297405762
"ABHD10",12.59993,12.59993,33.57802,33.57802,0.39331141574908
"ABHD11",12.19648,12.19648,27.69246,27.69246,0.459928496894306
"ABHD12",242.09863,242.09863,152.8051,152.8051,1.58056286820138
"ABHD12B",3.19653,3.19653,1.73535,1.73535,1.53418392527464
"ABHD13",2.0793,2.0793,2.89574,2.89574,0.790427492594475
"ABHD14A",68.67892,68.67892,66.64381,66.64381,1.03008567968008
"ABHD14A-ACY1",2.66895,2.66895,2.09079,2.09079,1.18705897197804
"ABHD14B",19.67575,19.67575,32.82534,32.82534,0.611250322982711
"ABHD15",2.48274,2.48274,5.26878,5.26878,0.555569026190104
"ABHD16A",94.22016,94.22016,86.71535,86.71535,1.08555868499641
"ABHD16B",4.31377,4.31377,14.72959,14.72959,0.337819994036717
"ABHD2",5.2448,5.2448,40.91668,40.91668,0.14898126473757
"ABHD3",7.97582,7.97582,21.57691,21.57691,0.397566363155985
"ABHD4",24.02055,24.02055,20.10291,20.10291,1.18564453907068
"ABHD5",29.73087,29.73087,9.24127,9.24127,3.00068936762726
"ABHD6",34.57222,34.57222,13.96645,13.96645,2.37679743693394
"ABHD8",21.91022,21.91022,33.32713,33.32713,0.667408548282364
"ABI1",28.64467,28.64467,20.06109,20.06109,1.40755630406593
"ABI2",34.38601,34.38601,14.84458,14.84458,2.23331953260989
"ABI3",12.78613,12.78613,28.44514,28.44514,0.46819712862632
"ABI3BP",4.40687,4.40687,4.23384,4.23384,1.03305985662535
"ABL1",29.04811,29.04811,12.37745,12.37745,2.24617621445044
"ABL2",3.69308,3.69308,3.27208,3.27208,1.09854684369207
"ABLIM1",41.71011,41.71011,43.05974,43.05974,0.96936818056575
"ABLIM2",26.78261,26.78261,16.78901,16.78901,1.56178505717856
"ABLIM3",56.73071,56.73071,33.63029,33.63029,1.66705823139223
"ABO",1.36551,1.36551,0.56451,0.56451,1.51198138714358
"ABP1",0.06207,0.06207,0.08363,0.08363,0.980103910006183
"ABR",123.85792,123.85792,47.79537,47.79537,2.55880670645596
"ABRA",0.06207,0.06207,1.81898,1.81898,0.376756841126932
"ABRACL",5.05859,5.05859,15.0223,15.0223,0.378134849553435
"ABT1",4.43791,4.43791,17.48943,17.48943,0.294109120724652
"ABT1P1",0,0,0.01045,0.01045,0.989658073135732
"ABTB1",48.9411,48.9411,128.13382,128.13382,0.386739120704398
"ABTB2",42.02045,42.02045,3.15709,3.15709,10.3486934369956
"AC000041.8",0,0,0,0,1
"AC000059.1",0,0,0,0,1
"AC000077.2",0,0,0,0,1
"AC000078.5",0,0,0.10454,0.10454,0.905354265123943
"AC000081.2",0,0,0,0,1
"AC000089.3",0.68275,0.68275,0.03136,0.03136,1.63158354017996
"AC000094.3",0,0,0.01045,0.01045,0.989658073135732
"AC000110.1",0,0,0,0,1
"AC000111.4",0,0,0,0,1
"AC000111.5",0,0,0,0,1
"AC000362.1",0,0,0,0,1
"AC000367.1",0.15517,0.15517,0.01045,0.01045,1.1432233163442
"AC000374.1",0,0,0,0,1
"AC002055.4",19.36541,19.36541,30.77637,30.77637,0.640897937681365
"AC002056.3",0,0,0.2718,0.2718,0.786287152067935
"AC002069.5",0,0,0.01045,0.01045,0.989658073135732
"AC002069.6",0,0,0,0,1
"AC002075.3",0,0,0,0,1
"AC002075.4",3.04136,3.04136,0.39725,0.39725,2.89236714975845
"AC002076.9",0,0,0,0,1
"AC002127.2",0,0,0,0,1
"AC002128.4",0.34138,0.34138,0.04182,0.04182,1.28753527480755
"AC002310.10",0,0,0,0,1
"AC002310.11",0.93103,0.93103,0.61678,0.61678,1.19436781751382
"AC002310.13",0,0,0,0,1
"AC002310.17",0,0,0.19862,0.19862,0.834292770018855
"AC002314.4",0,0,0,0,1
"AC002365.1",0,0,0.04182,0.04182,0.959858708798065
"AC002366.3",0,0,0,0,1
"AC002398.9",10.7689,10.7689,1.34856,1.34856,5.01111319276493
"AC002400.1",0,0,0.03136,0.03136,0.969593546385355
"AC002429.4",0,0,0,0,1
"AC002472.13",0.24827,0.24827,0.06272,0.06272,1.17459914182475
"AC002486.2",0,0,0,0,1
"AC002486.3",0,0,0,0,1
"AC002511.4",0.21724,0.21724,0,0,1.21724
"AC002519.6",0.31034,0.31034,0,0,1.31034
"AC002523.1",0,0,0,0,1
"AC002542.2",0,0,0,0,1
"AC002543.2",0,0,0,0,1
"AC002553.1",0,0,0,0,1
"AC002553.4",0,0,0,0,1
"AC002984.2",0,0,0,0,1
"AC002994.1",1.1793,1.1793,0,0,2.1793
"AC003009.2",0,0,0,0,1
"AC003029.1",6.67238,6.67238,11.66659,11.66659,0.605717876713464
"AC003045.1",0,0,0,0,1
"AC003079.1",0,0,0,0,1
"AC003080.4",0,0,0,0,1
"AC003087.4",0,0,0,0,1
"AC003101.1",0,0,0.03136,0.03136,0.969593546385355
"AC003102.1",0.31034,0.31034,0.01045,0.01045,1.29678855955267
"AC003682.1",0,0,0.05227,0.05227,0.950326437131155
"AC003958.6",0,0,0,0,1
"AC003989.3",0,0,0,0,1
"AC003989.4",0,0,0,0,1
"AC004006.2",0,0,0,0,1
"AC004014.4",0,0,0,0,1
"AC004016.2",0,0,0,0,1
"AC004017.1",2.0793,2.0793,0.60633,0.60633,1.9169784539914
"AC004019.10",0,0,0.06272,0.06272,0.940981632038542
"AC004022.7",0,0,0,0,1
"AC004022.8",0,0,0,0,1
"AC004057.1",0,0,18.30483,18.30483,0.051800507955781
"AC004062.2",0,0,0,0,1
"AC004066.2",0,0,0.01045,0.01045,0.989658073135732
"AC004069.1",0,0,0,0,1
"AC004074.3",0,0,1.60991,1.60991,0.383154974692614
"AC004074.4",0,0,0,0,1
"AC004112.5",0,0,0,0,1
"AC004112.7",0,0,0.01045,0.01045,0.989658073135732
"AC004129.7",0,0,0,0,1
"AC004129.9",0,0,0,0,1
"AC004148.1",8.93788,8.93788,1.57854,1.57854,3.85407245960893
"AC004152.5",8.81374,8.81374,4.69381,4.69381,1.72358051989792
"AC004159.1",0,0,0,0,1
"AC004161.4",0,0,0,0,1
"AC004166.6",2.73102,2.73102,1.90262,1.90262,1.28539733068745
"AC004166.7",11.88614,11.88614,1.93398,1.93398,4.39203402886182
"AC004258.1",19.48954,19.48954,86.02539,86.02539,0.235443242483602
"AC004381.6",3.01033,3.01033,1.9967,1.9967,1.33824874028098
"AC004383.3",0,0,0.26135,0.26135,0.792801363618345
"AC004386.3",0,0,0,0,1
"AC004386.4",0,0,0,0,1
"AC004453.8",3.75515,3.75515,0.39725,0.39725,3.40322061191626
"AC004461.4",0.34138,0.34138,0.02091,0.02091,1.31390622092055
"AC004478.2",0,0,0,0,1
"AC004507.1",0,0,0.36589,0.36589,0.732123377431565
"AC004510.2",0,0,0.14636,0.14636,0.872326319829722
"AC004593.2",0,0,0.01045,0.01045,0.989658073135732
"AC004659.1",0,0,0,0,1
"AC004692.5",0,0,0.12545,0.12545,0.888533475498689
"AC004706.1",5.80342,5.80342,1.64127,1.64127,2.57581390770349
"AC004771.1",0,0,0.5227,0.5227,0.656728180206213
"AC004790.4",0,0,0,0,1
"AC004790.5",0,0,0,0,1
"AC004797.1",0.21724,0.21724,2.81211,2.81211,0.319308729286406
"AC004832.1",0,0,0.09409,0.09409,0.914001590362767
"AC004837.3",0.46551,0.46551,0.03136,0.03136,1.4209490381632
"AC004854.5",0,0,0.06272,0.06272,0.940981632038542
"AC004866.1",0,0,0,0,1
"AC004866.3",0,0,0,0,1
"AC004870.5",0,0,0.07318,0.07318,0.931810134367021
"AC004876.1",0,0,0.02091,0.02091,0.979518272913381
"AC004878.3",0.58965,0.58965,0.29271,0.29271,1.22970349111556
"AC004878.5",0,0,0,0,1
"AC004878.6",0,0,0,0,1
"AC004889.1",0,0,0,0,1
"AC004893.10",0.27931,0.27931,0,0,1.27931
"AC004894.2",0,0,0,0,1
"AC004899.3",0.12414,0.12414,0.02091,0.02091,1.10111567131285
"AC004907.2",0,0,0,0,1
"AC004909.3",0,0,0,0,1
"AC004911.2",0,0,0,0,1
"AC004917.1",0,0,0.28226,0.28226,0.77987303666963
"AC004920.2",0,0,0,0,1
"AC004938.5",0,0,0,0,1
"AC004941.5",0,0,0,0,1
"AC004945.1",0,0,0,0,1
"AC004951.5",3.1655,3.1655,0.43907,0.43907,2.894577748129
"AC004954.2",0,0,0,0,1
"AC004957.5",0,0,0.01045,0.01045,0.989658073135732
"AC004967.11",0.93103,0.93103,0.21953,0.21953,1.58342148204636
"AC004967.7",21.63091,21.63091,4.02476,4.02476,4.50387879222092
"AC004967.8",15.45508,15.45508,19.21432,19.21432,0.81403084546005
"AC004980.10",0.80689,0.80689,0.06272,0.06272,1.70025030111412
"AC004980.11",0.24827,0.24827,0.04182,0.04182,1.19816283043136
"AC004980.7",34.9136,34.9136,2.98982,2.98982,9.00130832969909
"AC004980.8",0,0,0,0,1
"AC004980.9",1.52068,1.52068,2.66575,2.66575,0.687630089340517
"AC004985.12",0.74482,0.74482,2.28941,2.28941,0.530435549232233
"AC004987.10",0,0,0,0,1
"AC004987.8",0.37241,0.37241,0.02091,0.02091,1.34430067292905
"AC004987.9",0,0,0.08363,0.08363,0.922824211216005
"AC004996.1",0,0,0,0,1
"AC005000.1",0,0,0.31362,0.31362,0.761255157503692
"AC005003.1",2.85516,2.85516,2.34168,2.34168,1.15365923726988
"AC005007.3",0,0,0,0,1
"AC005008.2",0,0,0,0,1
"AC005008.3",0,0,0,0,1
"AC005013.1",4.71721,4.71721,0.21953,0.21953,4.68804375456118
"AC005014.5",0,0,0,0,1
"AC005017.2",0,0,0,0,1
"AC005019.2",0,0,0,0,1
"AC005033.6",0,0,0,0,1
"AC005034.2",0,0,0,0,1
"AC005034.3",0,0,0,0,1
"AC005035.1",162.5577,162.5577,20.52107,20.52107,7.59988699446635
"AC005037.1",0,0,0,0,1
"AC005037.4",0,0,0,0,1
"AC005037.6",0,0,0,0,1
"AC005040.3",0,0,0,0,1
"AC005041.11",0,0,0,0,1
"AC005042.2",0.27931,0.27931,0.02091,0.02091,1.25310752172082
"AC005042.3",0,0,0,0,1
"AC005046.5",0,0,0,0,1
"AC005071.2",16.07577,16.07577,3.61706,3.61706,3.69840764469164
"AC005077.12",0.18621,0.18621,0.25089,0.25089,0.948292815515353
"AC005077.14",0.06207,0.06207,0.21953,0.21953,0.870884685083598
"AC005077.5",4.93445,4.93445,0,0,5.93445
"AC005077.7",0,0,0.02091,0.02091,0.979518272913381
"AC005077.8",1.02413,1.02413,0.10454,0.10454,1.83255472866533
"AC005077.9",0,0,0,0,1
"AC005082.1",0,0,0,0,1
"AC005086.1",0,0,0,0,1
"AC005086.2",4.77928,4.77928,1.24402,1.24402,2.57541376636572
"AC005086.3",0,0,0,0,1
"AC005086.4",0,0,0,0,1
"AC005094.2",0,0,0,0,1
"AC005102.1",0,0,0,0,1
"AC005105.2",0,0,0,0,1
"AC005154.7",5.55514,5.55514,0.66905,0.66905,3.92746772115874
"AC005154.8",0,0,0.30316,0.30316,0.76736548083121
"AC005178.1",0,0,0,0,1
"AC005189.6",0,0,0,0,1
"AC005204.2",0,0,0,0,1
"AC005205.2",0,0,0,0,1
"AC005205.3",0,0,0,0,1
"AC005205.4",0,0,0,0,1
"AC005215.1",0,0,0,0,1
"AC005229.5",0,0,0,0,1
"AC005229.7",0,0,0.05227,0.05227,0.950326437131155
"AC005237.2",0,0,0,0,1
"AC005251.4",0,0,0,0,1
"AC005255.1",0,0,0.61678,0.61678,0.618513341332773
"AC005262.4",0,0,0,0,1
"AC005280.1",0.93103,0.93103,1.95488,1.95488,0.653505387697639
"AC005300.5",0,0,0.12545,0.12545,0.888533475498689
"AC005324.8-001",1.52068,1.52068,0.45997,0.45997,1.72652862730056
"AC005326.2",0,0,0,0,1
"AC005329.1",11.38959,11.38959,1.22311,1.22311,5.57308905092416
"AC005336.2",0,0,0,0,1
"AC005336.4",0,0,0.14636,0.14636,0.872326319829722
"AC005336.5",0,0,0,0,1
"AC005351.1",0,0,0,0,1
"AC005357.1",0,0,0,0,1
"AC005363.9",0,0,1.54718,1.54718,0.392591022228504
"AC005392.1",0,0,0,0,1
"AC005392.8",0,0,0,0,1
"AC005481.5",0,0,0.16726,0.16726,0.856707160358446
"AC005488.11",0,0,0,0,1
"AC005488.12",0,0,0.05227,0.05227,0.950326437131155
"AC005488.13",0,0,0.04182,0.04182,0.959858708798065
"AC005493.1",0,0,0,0,1
"AC005510.1",0,0,0,0,1
"AC005517.3",0.62069,0.62069,0.20908,0.20908,1.34043239487875
"AC005522.6",0,0,0,0,1
"AC005534.6",0.74482,0.74482,0.07318,0.07318,1.62584095864627
"AC005537.2",1.0862,1.0862,1.05585,1.05585,1.01476275020065
"AC005539.2",0,0,0,0,1
"AC005544.1",0.52758,0.52758,0.08363,0.08363,1.40968780856935
"AC005550.6",0,0,0.09409,0.09409,0.914001590362767
"AC005559.3",8.03789,8.03789,1.21266,1.21266,4.08462664846836
"AC005562.2",0.55862,0.55862,0.06272,0.06272,1.46663279132791
"AC005588.2",0,0,0,0,1
"AC005594.1",0.43448,0.43448,0.25089,0.25089,1.1467675015389
"AC005609.1",0.24827,0.24827,0.02091,0.02091,1.22270327452959
"AC005609.2",0,0,0,0,1
"AC005618.1",5.27583,5.27583,3.15709,3.15709,1.50966902328311
"AC005682.6",0.18621,0.18621,1.00358,1.00358,0.59204523902215
"AC005682.7",1.1793,1.1793,0.25089,0.25089,1.74219955391761
"AC005722.4",0,0,0,0,1
"AC005730.2",0,0,0,0,1
"AC005740.3",0,0,0.12545,0.12545,0.888533475498689
"AC005740.4",0,0,0,0,1
"AC005741.2",0,0,0,0,1
"AC005754.1",0.31034,0.31034,0.05227,0.05227,1.24525074363044
"AC005758.1",0,0,0.02091,0.02091,0.979518272913381
"AC005777.3",0,0,0,0,1
"AC005779.1",0,0,0,0,1
"AC005779.2",0.49655,0.49655,0,0,1.49655
"AC005786.3",0,0,0,0,1
"AC005822.1",0,0,0.22999,0.22999,0.813014739957235
"AC005831.1",0,0,0,0,1
"AC005838.1",0.40345,0.40345,0.09409,0.09409,1.28275553199463
"AC005838.2",0,0,0,0,1
"AC005841.1",0.24827,0.24827,0,0,1.24827
"AC005884.1",8.78271,8.78271,0.56451,0.56451,6.25289068142741
"AC005943.2",2.88619,2.88619,18.0853,18.0853,0.203622159463042
"AC006001.1",0,0,0,0,1
"AC006011.4",6.14479,6.14479,13.76783,13.76783,0.483807709054072
"AC006014.10",0,0,0,0,1
"AC006014.7",2.29654,2.29654,0.15681,0.15681,2.84968145157805
"AC006014.8",0.31034,0.31034,0.19862,0.19862,1.09320718826651
"AC006022.4",0,0,0,0,1
"AC006023.8",0,0,0,0,1
"AC006024.4",0,0,0,0,1
"AC006026.10",0,0,0.02091,0.02091,0.979518272913381
"AC006026.11",0,0,0,0,1
"AC006026.12",0,0,0,0,1
"AC006026.9",0,0,0,0,1
"AC006028.11",0,0,0,0,1
"AC006030.1",0,0,0.02091,0.02091,0.979518272913381
"AC006033.22",0.77586,0.77586,0.49133,0.49133,1.19078942956958
"AC006035.1",0,0,0,0,1
"AC006035.2",0,0,0.1359,0.1359,0.880359186548112
"AC006042.8",0,0,0.02091,0.02091,0.979518272913381
"AC006045.3",0,0,0,0,1
"AC006052.1",0,0,0,0,1
"AC006070.11",0,0,0,0,1
"AC006070.12",0,0,0,0,1
"AC006070.13",0,0,0,0,1
"AC006111.1",2.32757,2.32757,0.33453,0.33453,2.49343963792496
"AC006116.13",0.21724,0.21724,0.05227,0.05227,1.15677535233353
"AC006116.14",0,0,0,0,1
"AC006116.20",3.69308,3.69308,0.10454,0.10454,4.24889999456787
"AC006116.22",0.24827,0.24827,0,0,1.24827
"AC006116.26",0,0,0.15681,0.15681,0.864446192546745
"AC006116.27",6.92065,6.92065,5.11197,5.11197,1.29592422737677
"AC006126.3",0,0,0.03136,0.03136,0.969593546385355
"AC006130.4",0,0,0,0,1
"AC006132.1",24.424,24.424,14.29052,14.29052,1.66272958669816
"AC006133.3",0,0,0,0,1
"AC006153.3",0,0,0.42861,0.42861,0.699981100510286
"AC006156.1",0,0,0,0,1
"AC006160.4",0,0,0,0,1
"AC006195.2",0,0,0,0,1
"AC006230.4",0,0,0.05227,0.05227,0.950326437131155
"AC006326.3",0,0,0,0,1
"AC006326.5",0,0,0,0,1
"AC006328.9",0,0,0,0,1
"AC006335.10",0,0,0,0,1
"AC006335.11",0,0,0,0,1
"AC006335.2",0,0,0,0,1
"AC006335.6",0,0,0,0,1
"AC006335.7",0,0,0,0,1
"AC006355.3",0,0,0,0,1
"AC006366.3",0,0,0,0,1
"AC006372.1",0,0,0.01045,0.01045,0.989658073135732
"AC006374.2",0,0,0,0,1
"AC006390.3",0,0,0,0,1
"AC006390.4",0,0,0,0,1
"AC006427.1",0,0,0,0,1
"AC006427.2",0,0,0,0,1
"AC006445.6",0,0,0,0,1
"AC006445.7",0,0,0.04182,0.04182,0.959858708798065
"AC006455.1",0,0,0,0,1
"AC006461.2",0,0,0,0,1
"AC006465.3",96.95117,96.95117,14.38461,14.38461,6.3668282783899
"AC006465.4",0,0,0,0,1
"AC006466.5",0,0,0,0,1
"AC006483.5",0,0,0,0,1
"AC006486.1",0.27931,0.27931,0.25089,0.25089,1.02271982348568
"AC006499.1",0,0,0,0,1
"AC006499.2",0,0,0,0,1
"AC006499.3",0,0,0,0,1
"AC006499.4",0,0,0,0,1
"AC006499.5",0,0,0.02091,0.02091,0.979518272913381
"AC006499.6",0,0,0,0,1
"AC006499.7",0,0,0,0,1
"AC006499.8",0,0,0,0,1
"AC006509.4",0,0,0,0,1
"AC006509.7",0,0,0,0,1
"AC006538.4",0,0,0,0,1
"AC006539.2",0,0,0,0,1
"AC006547.14",0.80689,0.80689,4.17112,4.17112,0.34941946812296
"AC006548.19",0,0,0,0,1
"AC006548.20",0,0,0,0,1
"AC006946.12",0,0,0.08363,0.08363,0.922824211216005
"AC006946.15",0.71379,0.71379,0.77359,0.77359,0.966283075569889
"AC006960.5",0,0,0,0,1
"AC006978.6",7.47927,7.47927,10.67346,10.67346,0.726371615613537
"AC006987.4",0,0,0,0,1
"AC006987.5",0,0,0,0,1
"AC006987.6",0,0,0,0,1
"AC006987.7",0,0,0,0,1
"AC006989.2",0,0,0,0,1
"AC006994.1",0.37241,0.37241,0.01045,0.01045,1.35821663615221
"AC006995.8",0,0,0,0,1
"AC007000.10",0,0,0.1359,0.1359,0.880359186548112
"AC007000.11",54.12383,54.12383,30.73456,30.73456,1.73702833756006
"AC007000.12",0,0,0.08363,0.08363,0.922824211216005
"AC007014.1",0,0,0.02091,0.02091,0.979518272913381
"AC007016.3",0,0,0,0,1
"AC007040.10",0,0,0,0,1
"AC007041.2",0.18621,0.18621,0,0,1.18621
"AC007050.18",0.37241,0.37241,0.45997,0.45997,0.940026164921197
"AC007064.22",0,0,0,0,1
"AC007064.25",0,0,0,0,1
"AC007115.3",0,0,0,0,1
"AC007136.1",0,0,0,0,1
"AC007161.5",0,0,0.08363,0.08363,0.922824211216005
"AC007163.10",0,0,0,0,1
"AC007163.11",0,0,0,0,1
"AC007163.4",0.24827,0.24827,0.10454,0.10454,1.13012656852626
"AC007163.8",0,0,0.12545,0.12545,0.888533475498689
"AC007163.9",0,0,0.02091,0.02091,0.979518272913381
"AC007189.2",0,0,0.01045,0.01045,0.989658073135732
"AC007229.3",0,0,0.62724,0.62724,0.614537499078194
"AC007237.2",0,0,0.03136,0.03136,0.969593546385355
"AC007238.1",0,0,0.22999,0.22999,0.813014739957235
"AC007241.3",0,0,0,0,1
"AC007242.3",0,0,0,0,1
"AC007248.6",0,0,0.09409,0.09409,0.914001590362767
"AC007248.7",0,0,0,0,1
"AC007253.1",0,0,0,0,1
"AC007256.5",0.06207,0.06207,0.02091,0.02091,1.04031697211311
"AC007272.1",47.45145,47.45145,0,0,48.45145
"AC007272.2",0.31034,0.31034,0.06272,0.06272,1.23300587172538
"AC007272.3",0,0,0.04182,0.04182,0.959858708798065
"AC007274.2",0,0,0,0,1
"AC007274.5",0,0,0,0,1
"AC007276.5",2.01723,2.01723,0.1359,0.1359,2.65624614842856
"AC007279.2",0,0,0.03136,0.03136,0.969593546385355
"AC007282.6",0,0,0.15681,0.15681,0.864446192546745
"AC007283.4",0,0,0,0,1
"AC007308.1",0.74482,0.74482,0.02091,0.02091,1.70908307294473
"AC007312.3",0,0,0,0,1
"AC007316.3",0,0,0,0,1
"AC007318.5",0.24827,0.24827,10.44348,10.44348,0.109081328407093
"AC007322.1",0,0,0,0,1
"AC007322.3",0,0,0,0,1
"AC007322.5",0,0,0,0,1
"AC007322.7",0,0,0,0,1
"AC007327.6",0,0,0,0,1
"AC007347.1",40.56184,40.56184,26.26027,26.26027,1.52463053374013
"AC007362.1",2.73102,2.73102,14.40552,14.40552,0.242187216010884
"AC007365.4",0,0,0,0,1
"AC007383.6",0,0,0,0,1
"AC007386.3",0,0,0,0,1
"AC007387.2",0,0,0,0,1
"AC007389.1",0,0,0.03136,0.03136,0.969593546385355
"AC007389.2",0,0,0,0,1
"AC007389.4",0,0,0,0,1
"AC007390.4",0,0,0,0,1
"AC007390.5",77.33749,77.33749,34.25753,34.25753,2.22186551355129
"AC007394.3",0,0,0,0,1
"AC007395.4",0,0,0,0,1
"AC007401.1",0,0,0,0,1
"AC007401.2",0,0,0.08363,0.08363,0.922824211216005
