"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"VPS18","Vps18",12.181828,10.896543,10.845273,2107,454,725,11.3078813333333,10.193406,10.793978,10.227836,436,551,375,0,12.3078813333333
"VPS25","Vps25",93.824864,94.678992,64.010186,2449,562,892,84.1713473333333,30.930146,34.116198,42.287908,359,386,305,0,85.1713473333333
"VPS26A","Vps26a",34.006784,25.739136,32.174482,2135,555,804,30.640134,49.782693,59.964589,63.423939,771,869,625,0,31.640134
"VPS26B","Vps26b",25.762383,24.247619,25.363299,3673,836,1458,25.1244336666667,53.671716,53.24235,56.665853,1905,2145,1488,0,26.1244336666667
"VPS26C","Vps26c",61.893472,50.841977,63.487653,1331,288,534,58.741034,33.045411,28.289345,22.202966,453,508,376,0,59.741034
"VPS28","Vps28",84.55671,71.482452,87.34285,2613,539,1054,81.1273373333333,75.727097,70.473588,74.258059,608,660,485,0,82.1273373333333
"VPS29","Vps29",134.801901,129.140018,128.285341,3171,751,1268,130.74242,100.844125,102.606863,99.266229,692,751,537,4.41913666666667,24.3105919085512
"VPS33A","Vps33a",34.141647,29.902203,34.909682,5649,1278,2162,32.9845106666667,30.978995,31.140935,37.019413,761,812,550,3.97002333333333,6.83789760879728
"VPS33B","Vps33b",22.714457,23.489131,21.514858,809,195,329,22.5728153333333,34.432566,42.907334,39.800813,335,401,253,0,23.5728153333333
"VPS35","Vps35",99.061334,98.664593,103.834992,10650,2506,4171,100.520306333333,117.547515,190.695939,139.927013,2872,3355,2126,0,101.520306333333
"VPS35L","Vps35l",59.659374,47.806077,63.654803,3320,702,1195,57.0400846666667,22.70303,31.031978,26.249705,525,691,466,0,58.0400846666667
"VPS36","Vps36",12.352603,10.615762,15.675738,1414,358,623,12.8813676666667,28.020053,33.014359,30.737804,1017,1224,1021,0.696197666666667,8.18381485805605
"VPS37A","Vps37a",15.025802,14.338039,17.391193,3270,831,1347,15.5850113333333,19.699063,19.975509,26.037242,310,342,283,0.358590333333333,12.2075146027586
"VPS37B","Vps37b",3.195658,2.522337,3.122502,244,56,91,2.94683233333333,7.525736,6.370298,8.599991,219,234,199,1.715501,1.45344536177057
"VPS37C","Vps37c",32.765866,34.167704,27.404358,1990,443,730,31.445976,4.83701,7.403227,5.213769,118,154,118,0,32.445976
"VPS37D","Vps37d",3.164713,2.580292,2.563832,162,31,60,2.76961233333333,8.056188,8.348157,9.303703,114,152,95,0.0675763333333333,3.53100028132258
"VPS39","Vps39",185.54395,139.256528,215.75781,2911,681,1169,180.186096,59.75165,63.843552,54.731629,1383,1507,1056,23.1329183333333,7.50784026603772
"VPS41","Vps41",83.848589,90.639486,91.219761,9942,2497,3962,88.5692786666667,80.1009,103.835092,79.148129,1103,1361,917,0,89.5692786666667
"VPS45","Vps45",55.908486,26.652733,58.266618,973,215,406,46.9426123333333,20.829794,24.880084,25.283423,499,640,426,0,47.9426123333333
"VPS4A","Vps4a",55.95548,57.656459,47.926391,3642,860,1462,53.84611,20.73258,23.756372,22.473683,765,978,583,1.52730566666667,21.7014153544546
"VPS4B","Vps4b",74.306264,82.40011,83.45309,6743,1674,2784,80.0531546666667,27.683652,25.805889,31.269016,661,679,506,0,81.0531546666667
"VPS50","Vps50",39.171793,37.192742,38.594692,2589,708,1091,38.3197423333333,37.893076,38.667738,54.411682,739,774,583,0.0173933333333333,38.647532910903
"VPS51","Vps51",44.806655,46.153804,46.569735,1381,304,519,45.843398,65.45185,67.267519,46.915665,263,342,207,7.84441733333333,5.29638033061307
"VPS52","Vps52",18.647745,22.726939,53.921516,1781,411,649,31.7654,24.462392,22.152617,24.843542,352,401,336,0,32.7654
"VPS53","Vps53",79.428571,63.406815,67.453774,3023,683,1067,70.0963866666667,26.040185,33.662557,27.499743,1364,1592,1014,5.39449433333333,11.1183751146755
"VPS54","Vps54",11.349271,13.659009,13.579255,1313,339,549,12.8625116666667,8.780914,8.456913,13.845665,371,362,321,0,13.8625116666667
"VPS72","Vps72",23.008893,26.22927,23.810476,642,150,247,24.3495463333333,101.746706,131.532783,146.277447,326,417,306,0,25.3495463333333
"VPS8","Vps8",40.530417,61.029616,41.411137,1949,511,759,47.6570566666667,89.826098,108.916469,96.813714,1172,1287,872,213.944615333333,0.226370205139635
"VPS9D1","Vps9d1",34.95155,25.000783,38.043143,1109,243,430,32.6651586666667,132.40104,143.993918,150.043415,414,443,332,7.192659,4.10918587807288
"VRK1","Vrk1",5.477499,6.148767,7.045478,458,125,213,6.22391466666667,12.802775,20.981563,12.626005,80,81,73,0,7.22391466666667
"VRK2","Vrk2",3.29378,1.334573,1.769086,72,10,21,2.13247966666667,0.190881,0.31713,0.491025,3,6,8,0.728559333333333,1.81219099990397
"VRK3","Vrk3",17.747878,13.928906,15.643094,811,184,274,15.7732926666667,29.222134,37.896492,29.223855,296,375,209,0,16.7732926666667
"VRTN","Vrtn",0,0,0,0,0,0,0,0.045054,0.02034,0.031686,2,1,1,0.878065666666667,0.532462744912895
"VSIG1","Vsig1",0.022659,0,0,1,0,0,0.007553,2.382014,1.523151,1.754687,25,33,18,0,1.007553
"VSIG10","Vsig10",2.780924,2.860594,3.191886,307,92,131,2.944468,4.288834,12.475415,11.216024,60,72,78,0,3.944468
"VSIG10L","Vsig10l",1.633676,3.433532,2.848164,135,32,49,2.63845733333333,4.733655,3.677423,5.426813,136,120,112,12.586818,0.267793189938463
"VSIG10L2","Vsig10l2",0,0,0,0,0,0,0,0,0.248198,0.042322,0,1,2,0.0200123333333333,0.980380302591113
"VSIG2","Vsig2",1.847779,2.635911,2.453548,32,11,18,2.31241266666667,0,0.139714,0,0,2,0,0.0845626666666667,3.05414594146704
"VSIG8","Vsig8",0.032136,0,0,2,0,0,0.010712,0,0,0,0,0,0,0.0272203333333333,0.983929121340732
"VSIR","Vsir",1.007796,1.094799,1.266685,113,33,49,1.12309333333333,0.01577,0.014286,0,1,1,0,147.380826666667,0.0143084075013465
"VSNL1","Vsnl1",64.098963,57.167382,58.213331,4452,1015,1603,59.8265586666667,22.449468,36.396583,22.529436,354,623,233,0,60.8265586666667
"VSTM2A","Vstm2a",11.039714,9.423607,9.91325,956,205,362,10.1255236666667,24.874926,26.096723,25.057015,711,831,476,0,11.1255236666667
"VSTM2B","Vstm2b",3.140213,3.807214,3.838377,186,49,100,3.595268,6.036745,4.995227,5.059593,91,86,53,0,4.595268
"VSTM2L","Vstm2l",36.352393,29.624701,31.569882,1310,245,578,32.5156586666667,40.347224,37.911284,49.1151,853,930,721,0,33.5156586666667
"VSTM4","Vstm4",1.961674,2.217136,2.130734,215,59,93,2.10318133333333,3.732955,3.924623,5.037271,305,359,280,0.104129333333333,2.81052340486682
"VSTM5","Vstm5",33.236857,27.583095,32.323279,2589,521,1000,31.0477436666667,3.939207,5.498053,5.012187,72,99,62,0.0841143333333333,29.5612212488043
"VSX1","Vsx1",0.006624,0.080614,0.048643,1,3,3,0.0452936666666667,0,0.313654,0,0,6,0,0.052145,0.993488223264537
"VSX2","Vsx2",0.022432,0.030743,0.037374,3,1,2,0.030183,0,0,0.036758,0,0,1,0.0221043333333333,1.00790395501046
"VTA1","Vta1",101.287805,100.013642,89.079489,1279,287,470,96.7936453333333,34.781663,40.150731,38.850545,1040,1060,828,0,97.7936453333333
"VTCN1","Vtcn1",0.084973,0.155234,0.048257,9,4,2,0.0961546666666667,1.38933,0.828051,0.878583,24,29,20,0,1.09615466666667
"VTI1A","Vti1a",14.621721,13.123325,14.539726,2167,480,811,14.094924,18.233813,13.642984,15.260401,324,321,236,0,15.094924
"VTI1B","Vti1b",130.494723,115.548058,131.166003,2999,607,1261,125.736261333333,66.745181,84.911085,101.519394,969,1146,867,0,126.736261333333
"VTN","Vtn",3.998448,4.219038,3.159763,236,63,77,3.79241633333333,0.244385,0.783176,0.272716,2,5,3,0.235244,3.87973253327548
"VWA1","Vwa1",18.507592,17.61409,19.74343,2785,639,1198,18.621704,12.636055,6.197575,4.140177,187,127,51,65.9432843333333,0.293109371543483
"VWA2","Vwa2",0,0,0,0,0,0,0,0.133379,0.165376,0.174865,9,13,10,13.6805126666667,0.0681175121540942
"VWA3A","Vwa3a",0.48041,0.349439,1.023311,28,4,14,0.61772,0.215593,0.591424,0.600518,9,10,7,0,1.61772
"VWA5A","Vwa5a",280.91084,352.289382,288.217952,19988,4546,8071,307.139391333333,29.504068,25.15647,17.428667,1145,1051,497,0,308.139391333333
"VWA5B1","Vwa5b1",0.083258,0.025384,0,5,2,0,0.036214,0.542611,0.302131,0.165684,19,15,6,0,1.036214
"VWA5B2","Vwa5b2",43.425215,52.116139,37.829138,1817,393,698,44.4568306666667,24.662385,22.740435,20.406566,492,623,337,0.157665,39.2659626633496
"VWA7","Vwa7",18.875507,18.191496,17.468636,3467,803,1263,18.1785463333333,3.028727,2.406556,4.461021,45,57,57,0,19.1785463333333
"VWA8","Vwa8",9.935671,9.949656,11.923484,2755,660,1081,10.602937,3.42195,3.922506,3.168869,261,331,208,0,11.602937
"VWC2","Vwc2",1.863526,1.872834,1.888351,133,30,63,1.87490366666667,0.528767,0.517927,0.347023,75,79,35,7.192659,0.350912160101704
"VWC2L","Vwc2l",4.003552,4.032451,4.001898,666,150,242,4.01263366666667,0.716219,1.684598,2.991666,29,82,98,5.89687366666667,0.726797953526866
"VWCE","Vwce",0.010239,0.235687,0,2,2,0,0.0819753333333333,4.969604,5.789171,4.99051,93,108,65,29.9404663333333,0.0349695871315191
"VWDE","Vwde",0.349593,0.235304,0.17198,47,7,16,0.252292333333333,0.442887,0.10837,0.174396,7,8,5,0.00972666666666667,1.24022903888181
"VWF","Vwf",6.93066,7.03239,7.899976,670,183,338,7.28767533333333,0.332145,0.209924,0.034681,11,9,3,0,8.28767533333333
"VXN","Vxn",0.00752,0,0.019175,1,0,1,0.00889833333333333,0.174578,0.157286,0.180104,3,7,5,0,1.00889833333333
"WAC","Wac",50.788514,45.072285,54.893653,3256,724,1252,50.251484,43.524364,54.387081,50.919441,1181,1461,1011,0,51.251484
"WAPL","Wapl",22.463567,17.464219,20.041323,2178,523,841,19.989703,5.403831,5.62365,6.569498,305,342,277,0,20.989703
"WARS2","Wars2",2.030788,1.09702,3.673216,279,47,136,2.267008,4.739279,3.673491,3.833277,134,141,99,0,3.267008
"WAS","Was",0.192289,0.303001,0.435819,15,6,10,0.310369666666667,0.909872,1.878557,1.193187,10,16,7,0.0124743333333333,1.29422507171375
"WASF1","Wasf1",17.916386,15.287964,16.041506,1889,396,668,16.4152853333333,60.892229,68.675585,73.471942,1658,1898,1440,0,17.4152853333333
"WASF2","Wasf2",57.947836,29.085524,79.733705,2049,422,716,55.5890216666667,4.063975,4.039319,5.111384,264,323,244,0,56.5890216666667
"WASF3","Wasf3",13.725485,11.279656,12.870578,2598,596,958,12.6252396666667,26.618531,28.392525,30.907482,1422,1641,1050,0,13.6252396666667
"WASHC1","Washc1",20.516992,26.872717,20.648214,1256,284,465,22.6793076666667,9.552839,9.306452,13.331862,214,237,218,0,23.6793076666667
"WASHC2C","Washc2",72.328356,89.479974,71.930975,4898,1274,1955,77.9131016666667,143.430112,130.953368,86.646794,721,756,502,0,78.9131016666667
"WASHC3","Washc3",20.513291,23.077573,23.812349,566,140,260,22.4677376666667,34.255926,56.798884,38.833207,192,231,142,0,23.4677376666667
"WASHC4","Washc4",37.994484,41.006439,36.908261,5113,1254,2111,38.6363946666667,11.161844,15.154751,24.936233,478,450,363,0,39.6363946666667
"WASHC5","Washc5",23.189383,21.010536,22.784974,3804,810,1460,22.3282976666667,26.184472,30.782886,23.668847,443,544,277,0,23.3282976666667
"WASL","Wasl",33.899854,31.655817,33.121229,5873,1357,2305,32.8923,9.171588,10.450851,11.479146,526,643,472,0,33.8923
"WBP1","Wbp1",26.906534,27.929707,33.295951,712,145,274,29.3773973333333,35.815856,29.282264,36.116359,432,429,346,0.180767666666667,25.7268200941591
"WBP11","Wbp11",39.808826,49.538792,30.841206,1880,463,749,40.0629413333333,46.760054,44.232192,44.669021,1184,1336,904,0,41.0629413333333
"WBP1L","Wbp1l",7.653819,6.444662,6.962436,1225,260,455,7.02030566666667,11.375861,12.376506,9.330725,623,711,364,0,8.02030566666667
"WBP2","Wbp2",198.99235,203.336326,185.253275,13515,3155,5043,195.860650333333,84.420337,88.237992,99.780902,1285,1519,983,102.312765,1.90548235093053
"WBP2NL","Wbp2nl",0.038,0,0,2,0,0,0.0126666666666667,0.067453,0.645953,0.065207,1,9,2,0,1.01266666666667
"WBP4","Wbp4",40.059482,41.005443,42.575309,3475,869,1509,41.2134113333333,6.75801,7.36235,7.268306,202,235,155,0.0244603333333333,41.2055108038997
"WDCP","Wdcp",3.520354,2.897367,2.937456,398,90,131,3.11839233333333,4.156158,5.590858,6.062,209,243,189,0,4.11839233333333
"WDFY1","Wdfy1",4.658664,4.926853,5.900489,681,197,285,5.162002,18.197113,29.591404,20.395296,588,660,458,2.05296366666667,2.01836728922748
"WDFY2","Wdfy2",12.697175,11.837863,13.089194,3569,815,1454,12.5414106666667,6.610234,8.748281,9.811455,592,608,540,0,13.5414106666667
"WDFY3","Wdfy3",21.407617,18.917186,21.454728,10464,2217,4132,20.593177,26.747161,26.511999,27.191788,1529,1667,1261,0.795077666666667,12.0291045902749
"WDFY4","Wdfy4",0.437063,0.486267,0.760635,95,23,33,0.561321666666667,0.456307,0.902502,0.042072,18,22,4,0,1.56132166666667
"WDHD1","Wdhd1",20.329942,11.131766,11.964054,262,60,118,14.475254,1.578801,1.483882,1.980215,62,65,55,0,15.475254
"WDPCP","Wdpcp",6.129317,5.545124,6.511405,343,90,149,6.06194866666667,8.565902,8.531968,4.006363,374,356,128,37.1590076666667,0.185066360434618
"WDR1","Wdr1",213.829722,202.37883,196.710189,9859,2375,3593,204.306247,252.676326,245.835461,226.214325,1773,1954,1418,1.10649866666667,97.463269380976
"WDR11","Wdr11",19.841186,25.757651,22.299839,1877,439,779,22.632892,104.161571,159.972964,74.9283,891,955,657,1.30328166666667,10.260530590773
"WDR12","Wdr12",33.28571,16.737729,37.960576,1485,377,619,29.328005,70.976269,77.888795,77.379529,571,689,551,6.12911033333333,4.25410795765026
"WDR13","Wdr13",28.507579,28.055635,30.713662,4058,991,1674,29.092292,50.931564,46.675219,52.222517,592,613,435,9.079943,2.98536331009015
"WDR18","Wdr18",26.667183,23.97895,24.424722,1677,365,625,25.0236183333333,10.033173,16.199955,12.383843,132,193,124,0,26.0236183333333
"WDR19","Wdr19",4.300529,4.187342,4.547496,892,238,356,4.34512233333333,33.409891,23.302285,26.652455,505,449,284,8.99167933333333,0.534957353515282
"WDR24","Wdr24",8.859128,8.062585,6.089232,715,161,267,7.670315,2.843803,3.289422,3.228939,115,122,95,0.588315666666667,5.45881097942957
"WDR25","Wdr25",12.420303,7.189245,8.382507,466,75,159,9.330685,10.899519,12.973631,12.484158,166,183,122,0.069023,9.66366953751229
"WDR26","Wdr26",34.909279,35.52179,35.851053,4392,1120,1799,35.427374,36.834384,32.627347,35.678938,2101,2084,1478,0.553858666666667,23.4431707216615
"WDR27","Wdr27",1.793428,1.893321,1.866804,37,9,12,1.85118433333333,18.736443,18.904656,20.92505,325,419,280,0,2.85118433333333
"WDR3","Wdr3",20.071787,19.865403,17.090388,588,144,238,19.0091926666667,11.249811,13.059966,12.810125,663,668,475,0,20.0091926666667
"WDR31","Wdr31",7.352346,8.290064,6.731362,612,167,221,7.457924,0.853457,1.587327,1.04833,56,76,38,41.9393696666667,0.196973641337958
"WDR33","Wdr33",11.501161,11.744633,12.512151,1608,367,597,11.919315,13.437546,12.262413,15.973855,881,812,762,0,12.919315
"WDR35","Wdr35",10.125336,11.215496,9.250331,1335,344,505,10.1970543333333,2.691709,2.169284,2.249095,197,183,124,1.01040833333333,5.56954234007188
"WDR37","Wdr37",57.887793,65.065616,69.697034,3215,773,1296,64.2168143333333,20.040612,21.57401,20.721974,986,1080,742,0.181972333333333,55.1762613168893
"WDR38","Wdr38",0.024923,0.095914,0.025467,3,2,1,0.048768,0,0,0,0,0,0,0,1.048768
"WDR4","Wdr4",15.470377,17.194323,15.616531,739,151,275,16.0937436666667,4.464247,5.774563,6.574462,101,135,83,0,17.0937436666667
"WDR41","Wdr41",12.864584,12.528179,13.862027,1444,349,565,13.08493,72.021934,69.720786,80.479418,780,817,668,26.2115323333333,0.517608851551016
"WDR43","Wdr43",29.333027,52.503573,35.132094,833,183,356,38.9895646666667,24.891845,23.824019,21.149307,316,354,225,0,39.9895646666667
"WDR44","Wdr44",10.456825,12.086965,10.950687,1527,378,596,11.1648256666667,10.216974,9.336655,11.894103,457,444,405,0,12.1648256666667
"WDR45","Wdr45",66.253621,66.914095,55.665019,1211,265,446,62.944245,93.337965,144.201873,80.254552,265,319,217,0,63.944245
"WDR45B","Wdr45b",30.090854,35.736953,35.001582,2044,529,809,33.6097963333333,56.427674,64.618788,60.399187,763,983,779,0,34.6097963333333
"WDR46","Wdr46",3.031688,2.765259,3.699185,258,60,125,3.16537733333333,29.323286,20.679634,36.483574,304,297,239,0.431383,2.91003688973065
"WDR47","Wdr47",57.134893,48.670519,53.268338,4317,1009,1718,53.0245833333333,48.566773,43.649933,47.089949,2053,2271,1623,0,54.0245833333333
"WDR48","Wdr48",35.729976,41.532426,42.897483,3284,676,1293,40.053295,35.633262,33.864218,40.053193,897,976,802,0,41.053295
"WDR5","Wdr5",8.394575,7.984313,6.812143,700,168,265,7.73034366666667,10.360967,11.31006,12.852904,422,508,348,0.0785583333333333,8.09445664351333
"WDR53","Wdr53",9.02361,8.323653,9.258225,327,76,127,8.868496,4.231722,4.657919,6.690667,33,46,42,0.743771333333333,5.65928330817076
"WDR54","Wdr54",8.350548,9.651952,7.054759,386,105,149,8.35241966666667,17.416782,15.727963,22.48055,167,166,129,1.46026166666667,3.80139226383101
"WDR55","Wdr55",13.299958,10.78746,10.574903,476,109,159,11.554107,8.506935,9.224303,10.017896,402,487,332,0,12.554107
"WDR59","Wdr59",7.143157,7.595633,6.663482,1492,393,561,7.13409066666667,63.79805,61.216489,63.877778,548,510,398,5.883313,1.18171157793735
"WDR5B","Wdr5b",1.31993,1.224374,0.844694,145,33,36,1.129666,1.041796,1.072018,1.038235,59,65,42,0.051724,2.02492859343326
"WDR6","Wdr6",20.339224,23.280386,21.051835,3645,1009,1469,21.5571483333333,190.708997,191.354973,256.612592,2366,2618,2064,0.010687,22.3186291436749
"WDR61","Wdr61",17.65917,19.722757,19.404594,711,181,298,18.9288403333333,44.486402,47.946676,42.330226,493,511,324,5.883313,2.89523959368597
"WDR62","Wdr62",4.287272,3.429054,4.696161,265,52,106,4.13749566666667,1.062893,0.712118,1.302843,50,48,53,0.313828,3.9103259077038
"WDR64","Wdr64",0.023667,0,0.030185,3,0,1,0.0179506666666667,0,0,0,0,0,0,0.176303666666667,0.865380849786237
"WDR7","Wdr7",31.484421,30.527918,30.725763,9201,2249,3621,30.9127006666667,28.629208,20.185179,26.395878,1065,1142,767,0,31.9127006666667
"WDR70","Wdr70",21.216592,19.456681,22.298593,1030,243,436,20.990622,19.210768,22.029161,22.849853,250,255,230,1121.707846,0.019587127745075
"WDR72","Wdr72",1.439221,1.171769,1.755373,200,46,93,1.45545433333333,0.458736,0.185119,0.052318,2,12,2,33.27776,0.0716340371521749
"WDR73","Wdr73",14.021666,25.429413,18.816601,537,148,233,19.42256,19.498151,19.674212,20.802751,418,458,327,0,20.42256
"WDR74","Wdr74",56.263725,66.574847,61.521784,659,172,254,61.453452,25.33883,18.974409,26.521865,204,211,137,0,62.453452
"WDR75","Wdr75",27.883952,36.384152,27.692339,1151,302,456,30.653481,38.951589,24.757994,13.714788,403,424,252,0.207828,26.2069442006643
"WDR76","Wdr76",1.27378,1.271479,1.10904,182,46,60,1.21809966666667,0.265848,0.276294,0.488597,4,13,8,0.192416333333333,1.86017216022703
"WDR77","Wdr77",24.692931,20.758596,23.955433,2640,622,1019,23.1356533333333,22.618487,19.32962,19.674823,320,337,209,0,24.1356533333333
"WDR81","Wdr81",5.775692,4.410966,4.523808,1189,233,392,4.90348866666667,3.733895,3.943259,6.527965,129,157,153,0.0933946666666667,5.39922943347081
"WDR82","Wdr82",26.353909,26.677494,26.576787,2027,486,707,26.5360633333333,76.191828,73.374603,77.091705,3293,3568,2684,14.385318,1.78976237821885
"WDR83","Wdr83",26.289634,23.033665,20.849472,565,121,206,23.3909236666667,13.679376,12.515762,14.759057,113,141,105,0,24.3909236666667
"WDR83OS","Wdr83os",48.359949,45.269007,42.29923,1016,229,359,45.3093953333333,71.190976,73.824918,70.750548,379,430,267,0,46.3093953333333
"WDR89","Wdr89",0.692988,0.607409,0.516175,82,17,24,0.605524,4.39379,3.832891,4.678646,123,102,96,0.681308666666667,0.95492519121018
"WDR90","Wdr90",2.58202,2.610536,2.962527,186,33,86,2.718361,16.364299,14.303915,13.540208,146,180,99,0,3.718361
"WDR91","Wdr91",10.190519,9.38703,5.935797,777,170,257,8.50444866666667,12.779782,10.383444,19.27722,219,215,172,22.7403423333333,0.400350110087573
"WDR92","Wdr92",4.06559,4.746883,4.195395,315,86,119,4.335956,3.625737,4.806566,4.888688,96,124,83,139.073749333333,0.0380939042853921
"WDR93","Wdr93",0.033021,0,0.02814,3,0,1,0.020387,0.103345,0.294822,0.097129,3,5,2,0,1.020387
"WDSUB1","Wdsub1",42.147935,44.674103,48.103303,646,139,267,44.9751136666667,3.62978,3.876211,4.832347,71,85,73,0,45.9751136666667
"WDTC1","Wdtc1",28.320862,30.373311,23.600854,3299,743,1170,27.4316756666667,15.926567,16.389547,18.747936,600,746,591,0.198115,23.7303394637966
"WEE1","Wee1",2.580934,2.860738,3.154073,331,89,171,2.86524833333333,2.577248,4.297317,4.682589,48,98,53,0,3.86524833333333
"WEE2","Wee2",0.182705,0.171221,0,8,1,0,0.117975333333333,0,0,0,0,0,0,0.0167256666666667,1.09958405692522
"WFDC1","Wfdc1",1.551025,1.29173,1.120784,79,16,23,1.32117966666667,0.186309,0.868962,0.755833,7,19,14,0,2.32117966666667
"WFDC12","Wfdc12",0.043602,0,0,1,0,0,0.014534,0,0,0,0,0,0,0.0394616666666667,0.976018676334064
"WFDC13","Wfdc13",0.027227,0,0,1,0,0,0.00907566666666667,0,0,0,0,0,0,0,1.00907566666667
"WFDC2","Wfdc2",13.658727,15.958733,15.504849,162,44,67,15.0407696666667,18.119513,21.59875,11.954884,76,106,34,0,16.0407696666667
"WFDC21P","Wfdc21",0.120782,0,0.306457,1,0,1,0.142413,18.267458,1.307756,0,6,4,0,9.254805,0.111402703415618
"WFDC3","Wfdc3",0.775998,0.703699,0.911714,24,5,9,0.797137,0.320785,0.368608,0,2,2,0,0,1.797137
"WFDC8","Wfdc8",0.069323,0.030587,0,4,1,0,0.0333033333333333,0.092608,0.06669,0,1,1,0,46.4360323333333,0.0217830894049549
"WFDC9","Wfdc9",0,0,0,0,0,0,0,0,0,0,0,0,0,4.00603933333333,0.199758718103027
"WFIKKN1","Wfikkn1",0.422228,0.174368,0.24281,39,4,10,0.279802,0.564875,0.335279,0.56197,33,23,18,54.191987,0.0231881849080737
"WFIKKN2","Wfikkn2",0.194306,0.084027,0.15508,29,3,9,0.144471,0,0,0,0,0,0,56.198744,0.0200086736170291
"WFS1","Wfs1",21.083528,23.684107,24.815689,2333,563,1012,23.1944413333333,9.30425,8.984902,7.875171,194,283,161,0.472526,16.4305698733559
"WHAMM","Whamm",4.277984,3.975718,4.368568,376,84,155,4.20742333333333,2.492155,2.760778,2.049967,91,107,61,0,5.20742333333333
"WHRN","Whrn",6.867423,7.246936,7.74939,753,161,332,7.28791633333333,5.205532,13.727758,7.964066,169,307,105,0,8.28791633333333
"WIF1","Wif1",0.035945,0.046878,0.045883,3,1,1,0.042902,0.392221,0.039219,0,2,1,0,0,1.042902
"WIPF1","Wipf1",11.600615,14.600042,12.831981,2113,549,836,13.0108793333333,2.651157,2.133753,3.45902,84,111,97,0,14.0108793333333
"WIPF2","Wipf2",6.18127,5.3753,4.91775,1607,367,581,5.49144,10.932439,8.695476,8.289188,555,695,456,0,6.49144
"WIPF3","Wipf3",33.477241,28.635458,28.953525,5747,1186,1995,30.355408,4.473988,5.601135,6.783992,232,322,247,0,31.355408
"WIPI1","Wipi1",10.470373,9.54625,9.625997,1064,236,373,9.88087333333333,11.430333,9.815373,9.694076,82,111,84,0,10.8808733333333
"WIPI2","Wipi2",25.726976,23.776324,26.836132,4694,1093,1766,25.4464773333333,24.050809,32.137491,36.863829,548,676,563,0,26.4464773333333
"WIZ","Wiz",14.06351,12.711174,14.972314,2163,455,787,13.915666,21.752937,19.458914,25.722239,1072,1248,1060,1.29284933333333,6.50529704815609
"WLS","Wls",13.402428,13.351568,13.774788,1544,368,600,13.5095946666667,4.926214,8.941444,22.987337,45,121,228,0,14.5095946666667
"WNK1","Wnk1",584.674907,442.385238,607.271852,13508,3181,5329,544.777332333333,152.819143,174.203107,175.71305,2064,2295,1686,11.0480246666667,45.3001506415685
"WNK2","Wnk2",9.16613,8.447629,10.034569,1326,294,528,9.21610933333333,47.819999,50.778718,67.85263,1286,1508,1077,0,10.2161093333333
"WNK3","Wnk3",2.259749,1.739171,1.652117,422,108,160,1.883679,5.365582,6.206913,4.772747,498,523,381,2.91864633333333,0.735886516593868
"WNK4","Wnk4",2.352569,1.500417,3.711177,204,47,85,2.52138766666667,0.329822,0.382896,0.600107,6,8,10,0.917274666666667,1.83666311764755
"WNT1","Wnt1",0.010525,0,0.025125,1,0,1,0.0118833333333333,0,0.063779,0,0,1,0,2.19159333333333,0.317046449109013
"WNT10A","Wnt10a",0.172389,0.540685,0.100664,15,7,4,0.271246,0.416731,0.075348,0,2,2,0,0,1.271246
"WNT10B","Wnt10b",0.028984,0,0.079538,2,0,2,0.036174,1.834197,2.573041,1.82433,38,52,29,16.1490283333333,0.0604217323488785
"WNT11","Wnt11",0.823361,0.92534,0.465074,66,13,16,0.737925,0,0.194833,0.061184,0,5,1,0.586982,1.09511324009976
"WNT16","Wnt16",4.788154,0.848287,4.049607,32,14,23,3.22868266666667,0.1623,0.075756,0.100813,6,3,2,0,4.22868266666667
"WNT2","Wnt2",0.044397,0.091059,0.111964,4,2,4,0.0824733333333333,0,0.241305,0,0,4,0,0.140194,0.94937645114194
"WNT2B","Wnt2b",9.654422,10.233985,8.576128,1252,319,455,9.48817833333333,1.380688,1.312155,1.704124,134,157,93,0,10.4881783333333
"WNT3","Wnt3",0.296625,0.256659,0.239198,38,8,12,0.264160666666667,1.943214,2.030681,3.007617,82,94,85,3.010841,0.315185933989073
"WNT3A","Wnt3a",0.01743,0.036002,0.022247,2,1,1,0.0252263333333333,0,0,0,0,0,0,604.595545,0.00169292251536185
"WNT4","Wnt4",0.562825,0.427823,0.491682,99,18,34,0.49411,2.208072,1.798153,1.97587,68,70,39,0,1.49411
"WNT5A","Wnt5a",7.136127,5.269586,9.512196,1018,244,382,7.30596966666667,1.040764,2.167658,2.511087,69,120,97,16.1900913333333,0.483183568115228
"WNT5B","Wnt5b",0.246466,0.241485,0.297619,21,5,10,0.261856666666667,3.594784,3.359127,5.531355,72,90,65,0,1.26185666666667
"WNT6","Wnt6",3.800012,3.617253,3.469346,260,64,113,3.62887033333333,0,0,0,0,0,0,0,4.62887033333333
"WNT7A","Wnt7a",4.374922,1.987354,2.848466,147,24,67,3.07024733333333,0.019138,0.420318,0.054023,1,2,2,7.192659,0.496816397867082
