"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"LYSMD3","Lysmd3",8.335871,14.022788,8.48829,599,153,241,10.2823163333333,4.005375,1.937315,1.071663,115,95,66,7.113835,1.39050354528202
"LYSMD4","Lysmd4",13.904521,13.27094,14.402381,620,136,239,13.8592806666667,4.895954,4.107673,3.253155,239,206,157,680.599352666667,0.0218006085371585
"LYST","Lyst",23.866544,12.040157,15.186825,3912,853,1601,17.0311753333333,1.821685,1.181048,1.584436,80,57,48,0.033833,17.4410909047528
"LYVE1","Lyve1",1.442014,1.556924,1.437741,134,45,58,1.478893,0.103544,0.016606,0,2,1,0,1.972695,0.833887432111266
"LYZ","Lyz1",0.448775,0.293867,0.494157,20,3,9,0.412266333333333,0.041438,0.149917,0,1,2,0,5.16619566666667,0.229033655381354
"LYZL2","Lyzl1",0,0,0,0,0,0,0,0,0,0,0,0,0,5.13891933333333,0.162895119759949
"LYZL4","Lyzl4",0,0,0,0,0,0,0,0.546255,0.345502,0.115716,5,4,1,0.049995,0.952385487549941
"LYZL6","Lyzl6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LZIC","Lzic",13.193145,15.790436,16.492945,356,97,133,15.158842,11.079054,8.028506,7.825785,313,289,268,0.002703,16.1152823916952
"LZTFL1","Lztfl1",28.617993,36.045125,29.840403,2020,523,865,31.5011736666667,2.636559,2.549363,2.648242,67,80,56,0.0325686666666667,31.4760409800026
"LZTR1","Lztr1",206.832486,204.573717,190.583891,7808,1823,2959,200.663364666667,14.634406,6.569396,4.701474,499,351,314,0.00962466666666667,199.740924845339
"LZTS1","Lzts1",26.582595,8.63721,22.875838,1561,321,553,19.3652143333333,0.237035,0.168172,0.182053,30,20,22,5.16960633333333,3.30089364426763
"LZTS2","Lzts2",7.365706,5.230042,11.254184,531,121,253,7.94997733333333,13.633514,10.212565,9.081331,838,612,563,9.072637,0.888543619047657
"LZTS3","Lzts3",8.89121,7.201109,7.599028,1561,307,543,7.89711566666667,1.216496,1.154314,1.027469,123,105,93,0,8.89711566666667
"M1AP","M1ap",0.026002,0,0.65166,2,0,3,0.225887333333333,0.029616,0,0.094253,1,0,3,0,1.22588733333333
"M6PR","M6pr",32.705072,34.128291,33.414757,3321,846,1331,33.41604,133.432485,122.611512,108.02715,970,888,835,5.861276,5.01598244991165
"MAB21L1","Mab21l1",3.390068,3.031931,2.509781,327,72,94,2.97726,0,0,0,0,0,0,0,3.97726
"MAB21L2","Mab21l2",5.32293,4.526405,5.495384,560,116,227,5.11490633333333,2.086807,1.992458,1.449037,113,104,75,0.124457,5.43809708448908
"MAB21L4","Mab21l4",0.021405,0,0,2,0,0,0.007135,0.07266,0.052178,0.033867,3,2,0,9.84193566666667,0.0928925452948792
"MACF1","Macf1",35.828071,36.778531,37.919198,10323,2502,4184,36.8419333333333,149.179112,94.147492,77.159182,6084,3628,2870,0,37.8419333333333
"MACO1","Maco1",17.017422,15.724029,17.502004,2336,554,932,16.7478183333333,3.536537,3.197967,2.786255,220,214,160,16.937466,0.989427287741386
"MACROD1","Macrod1",9.39194,9.128373,9.784242,372,87,165,9.43485166666667,131.197083,83.899659,85.909525,183,132,138,0.153284,9.04794627053412
"MACROD2","Macrod2",30.82908,26.201798,37.230169,2382,645,1041,31.420349,1.493649,0.984982,1.126386,62,39,26,0,32.420349
"MACROH2A1","Macroh2a1",38.467864,34.87477,36.14,1582,354,624,36.4942113333333,341.043407,218.842346,187.298473,3963,2768,2255,14.5998986666667,2.40349069788829
"MACROH2A2","Macroh2a2",6.258278,6.570281,5.591379,545,139,193,6.13997933333333,14.132126,11.661104,10.790887,487,427,404,1.780485,2.56788989450881
"MAD1L1","Mad1l1",22.184425,21.7233,17.41989,593,138,204,20.4425383333333,17.540394,14.944005,15.114422,168,138,105,1.65684533333333,8.07067617535383
"MAD2L1","Mad2l1",11.172361,26.119517,20.248034,377,108,175,19.1799706666667,12.580273,13.202738,7.270571,116,141,85,0,20.1799706666667
"MAD2L1BP","Mad2l1bp",9.168808,7.686223,7.776346,428,87,141,8.210459,12.084354,11.376664,9.950671,277,253,222,0.399410333333333,6.58167142303508
"MAD2L2","Mad2l2",8.254997,7.16392,7.914779,200,44,75,7.77789866666667,12.782734,12.616004,11.081378,245,229,188,0,8.77789866666667
"MADCAM1","Madcam1",0.03134,0,0.269027,1,0,4,0.100122333333333,0.198231,0.237623,0.121871,7,7,4,0.0547066666666667,1.04305999772449
"MADD","Madd",99.741145,55.852911,100.341123,6181,1374,2415,85.3117263333333,74.251599,36.052196,73.884188,557,323,304,14.088518,5.72035811160071
"MAEA","Maea",101.229643,81.633542,83.009423,4227,893,1494,88.6242026666667,16.900439,14.389022,12.089438,726,661,524,0.022574,87.6456888857595
"MAEL","Mael",0.192496,0.143145,0.088874,11,2,2,0.141505,0.396008,0.159585,0.236203,13,6,7,28.9099896666667,0.0381646738337779
"MAF","Maf",9.681669,11.725117,11.707626,1767,534,915,11.0381373333333,0.790959,0.300555,0.240768,39,31,23,0.102878333333333,10.9151997727159
"MAF1","Maf1",36.107168,32.560253,40.034505,1054,207,448,36.2339753333333,46.444887,46.253714,39.142973,982,902,788,0.00322166666666667,37.1144050915966
"MAFA","Mafa",2.85759,3.000326,3.36379,227,55,134,3.073902,0,0.022893,0,0,1,0,9.13149566666667,0.402102723431391
"MAFB","Mafb",0.658678,0.384451,0.726851,85,12,40,0.589993333333333,0.01398,0.120745,0.118188,1,8,8,0,1.58999333333333
"MAFF","Maff",2.089454,1.959649,2.173205,146,33,65,2.07410266666667,1.35448,1.06553,0.750077,60,49,34,0,3.07410266666667
"MAFG","Mafg",38.689856,36.612647,34.904186,5548,1239,1974,36.735563,6.11446,4.102316,3.900411,599,427,397,9.336529,3.65069966910556
"MAFK","Mafk",4.115165,4.527983,3.823197,489,112,179,4.15544833333333,14.6665,9.433423,8.983032,914,643,621,12.0045833333333,0.396433180609401
"MAG","Mag",13.81248,15.296313,17.140924,534,148,278,15.4165723333333,0,0,0,0,0,0,0.362424666666667,12.0495266527275
"MAGEB16","Mageb16",0,0,0,0,0,0,0,0,0,0,0,0,0,15.3517593333333,0.0611554989047254
"MAGEB18","Mageb18",0.011996,0,0,1,0,0,0.00399866666666667,0,0,0,0,0,0,1.54189066666667,0.394981058718497
"MAGEB2","Mageb4",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188113333333333,0.981535999141483
"MAGED1","Maged1",151.964453,143.878077,143.893449,17278,3961,6374,146.578659666667,89.138635,66.51207,64.196906,3151,2624,2341,5.773327,21.788208315746
"MAGEE1","Magee1",52.284937,52.53088,50.964813,7671,1875,3025,51.9268766666667,0.430655,0.324424,0.213954,34,24,16,22.0251193333333,2.29865808295919
"MAGEH1","Mageh1",8.163633,8.16109,7.055974,423,104,143,7.79356566666667,5.74798,6.01233,4.761738,143,149,117,0.501034666666667,5.85833616101249
"MAGEL2","Magel2",0.081504,0.083933,0.162795,16,4,13,0.109410666666667,0.143407,0.102205,0.055379,14,9,5,0,1.10941066666667
"MAGI1","Magi1",84.140884,69.025855,70.952826,10134,2340,3767,74.7065216666667,5.616735,3.272616,2.300443,547,391,313,0.0497166666666667,72.1209104043948
"MAGI2","Magi2",5.300555,6.763151,5.731027,773,188,331,5.93157766666667,12.413747,1.637214,1.2521,125,93,74,0.0714333333333333,6.46944373580562
"MAGI3","Magi3",58.60847,52.684132,53.023958,15636,3431,5668,54.7721866666667,1.013048,0.888169,0.711663,127,97,69,2.15895566666667,17.6552609633542
"MAGIX","Magix",0.392636,0.574917,0.552286,45,13,20,0.506613,1.455739,3.115013,0.949989,38,41,32,18.2024866666667,0.0784592655187366
"MAGOH","Magoh",28.482329,22.671709,23.026117,515,108,175,24.7267183333333,13.514625,15.449108,15.269418,118,133,123,9.39873566666667,2.47402368499478
"MAGOHB","Magohb",7.373429,5.223903,9.490889,107,23,52,7.36274033333333,13.215069,8.67883,10.543375,82,81,75,0.412551,5.92031036991467
"MAGT1","Magt1",10.656287,10.141181,9.721423,1701,412,621,10.1729636666667,5.693837,5.565046,4.31622,399,416,326,18.8749793333333,0.562162278474822
"MAIP1","Maip1",3.710832,3.371842,3.655245,549,128,219,3.57930633333333,26.277197,26.427296,16.508347,159,150,98,2.427576,1.33601890471089
"MAJIN","Majin",0.022275,0,0.057193,1,0,1,0.0264893333333333,0,0,0,0,0,0,24.9480743333333,0.0395593646043586
"MAK","Mak",0.143763,0.123884,0.054253,18,6,6,0.1073,0.142299,0.081366,0.066446,10,5,5,233.868206,0.00471455893864153
"MAK16","Mak16",8.153848,8.077184,7.917576,533,140,205,8.049536,3.66087,2.070868,1.611479,147,141,107,9.26229333333333,0.881823945784698
"MAL","Mal",40.677091,39.552518,43.565398,4385,1072,1942,41.2650023333333,0.093919,0,0,1,0,0,0.921118333333333,22.0002076915269
"MAL2","Mal2",90.097633,74.182448,80.304828,9991,2048,3623,81.528303,0.066302,0.119903,0.040968,3,6,2,11.5014766666667,6.60148438464469
"MALL","Mall",0.188678,0.15538,0.096557,15,3,3,0.146871666666667,1.176614,1.513096,0.821609,57,64,38,0,1.14687166666667
"MALRD1","Malrd1",0.045396,0.042893,0.044506,13,3,5,0.044265,0.539302,0.285521,0,3,4,0,1.02590533333333,0.515455970631073
"MALSU1","Malsu1",9.994618,7.87771,14.743443,272,45,123,10.8719236666667,35.809756,30.703647,24.992117,241,198,157,0.971208666666667,6.02266206892353
"MALT1","Malt1",2.44985,2.482501,2.623596,256,67,117,2.518649,6.592167,4.641409,6.096686,536,419,402,0.171489333333333,3.00356896121973
"MAMDC2","Mamdc2",2.075938,1.982564,1.801858,291,66,96,1.95345333333333,0.370452,0.129987,0.581207,16,8,10,1.401609,1.22978108981659
"MAMDC4","Mamdc4",2.855674,7.828048,5.137059,95,50,53,5.27359366666667,7.92238,3.383179,1.671682,227,158,109,0,6.27359366666667
"MAML1","Maml1",1.283417,1.109635,1.49328,272,58,126,1.295444,7.707049,3.462878,2.547017,474,289,229,0,2.295444
"MAMLD1","Mamld1",4.84167,4.049979,5.045595,982,200,399,4.645748,0.242681,0.346089,0.330309,18,21,11,0.119947666666667,5.04108197912819
"MAMSTR","Mamstr",1.438701,1.337036,1.591498,74,16,32,1.455745,0.545841,0.334255,0.786018,20,12,15,33.6888803333333,0.070793435141238
"MAN1A2","Man1a2",42.435802,31.089246,42.230605,7385,1692,2935,38.5852176666667,5.575609,3.420911,4.242055,330,259,240,2.433091,11.5304888995563
"MAN1B1","Man1b1",60.357733,43.956705,68.684132,4416,1016,1605,57.66619,16.17586,16.199672,14.738141,733,550,483,0,58.66619
"MAN2A1","Man2a1",1.529253,1.93844,2.323797,381,113,176,1.93049666666667,1.913377,1.386804,0.875318,91,72,51,3.80022033333333,0.610492115604971
"MAN2A2","Man2a2",58.7396,48.455013,53.541059,4797,1137,2067,53.5785573333333,26.814514,20.443038,12.851658,693,516,357,2.43879333333333,15.8714269928017
"MAN2B1","Man2b1",7.969912,9.466143,8.354846,1178,280,471,8.596967,37.036209,29.534079,22.97476,393,263,276,0,9.596967
"MAN2B2","Man2b2",6.89233,7.163143,11.507666,788,195,347,8.52104633333333,1.570809,1.425297,1.11203,178,172,135,0.714716666666667,5.55254784561103
"MAN2C1","Man2c1",71.806358,78.190364,71.902259,2152,528,851,73.966327,102.555647,75.940992,58.543555,1180,841,648,0.048568,71.4940061111916
"MANBA","Manba",10.02575,6.732488,4.862505,282,52,96,7.20691433333333,10.124614,9.600714,7.59477,531,442,379,0.239581333333333,6.6207146821615
"MANBAL","Manbal",22.883538,22.106439,22.884057,898,210,349,22.624678,17.838318,18.976474,15.479158,419,424,339,6.88128533333333,2.99756664056827
"MANEA","Manea",10.745701,8.957048,10.752405,1846,436,785,10.151718,1.373724,1.073415,0.777898,72,69,52,0,11.151718
"MANEAL","Maneal",30.869076,29.461162,29.988606,3259,752,1273,30.1062813333333,0.57828,0.940702,0.434808,25,27,16,2.69152633333333,8.42640103971447
"MANF","Manf",49.934171,40.955561,49.949431,1408,274,495,46.9463876666667,52.213763,44.502297,46.258315,396,335,303,3.125426,11.6221664542442
"MANSC1","Mansc1",2.605909,2.017374,2.953835,248,47,110,2.525706,3.034325,4.300499,2.038993,104,140,87,6.08864033333333,0.49737408504433
"MANSC4","Mansc4",0.125524,0.207281,0.064434,5,2,1,0.132413,0.034327,0.127989,0.06437,1,4,2,2.29141066666667,0.344050960115177
"MAOA","Maoa",17.033297,18.445408,17.820537,2902,784,1193,17.766414,0.174113,0.017895,0.182112,1,2,1,30.8487413333333,0.589235656241109
"MAOB","Maob",1.065253,1.244148,0.882086,97,20,33,1.063829,5.023913,4.303966,3.408796,264,193,175,0,2.063829
"MAP10","Map10",0.677167,0.530861,0.603144,94,18,34,0.603724,0.497316,0.612485,0.249701,34,42,17,0,1.603724
"MAP1A","Map1a",208.984022,231.096921,203.589719,76623,18424,29466,214.556887333333,5.419038,3.686073,3.385944,1286,832,754,1.2866,94.2696087349485
"MAP1B","Map1b",436.165109,386.500949,461.700651,224062,48641,92891,428.122236333333,9.85929,6.636558,5.902106,2365,1636,1433,0,429.122236333333
"MAP1LC3A","Map1lc3a",305.894207,241.052221,286.079912,8149,1542,3088,277.675446666667,23.813084,23.279393,22.220774,393,339,363,26.367842,10.1825875297974
"MAP1LC3B","Map1lc3b",227.95962,199.336549,207.601097,15192,3045,5399,211.632422,59.426692,45.592976,40.416877,1748,1645,1461,4.16760233333333,41.1472106954566
"MAP1S","Map1s",16.91737,16.795375,15.420838,1311,286,615,16.377861,15.645101,14.80884,10.247649,279,220,181,29.5100483333333,0.569578284837198
"MAP2","Map2",53.285422,55.681086,48.122853,7958,1971,3440,52.3631203333333,2.202805,0.691901,0.68395,69,57,36,0,53.3631203333333
"MAP2K1","Map2k1",81.753916,78.376764,77.291578,5263,1221,2055,79.1407526666667,17.264525,16.830939,13.064666,699,610,510,0.131475333333333,70.828545975078
"MAP2K2","Map2k2",71.461332,67.879375,72.23032,2542,564,1008,70.5236756666667,158.280494,186.622309,164.194351,1076,951,848,35.6903976666667,1.94938404092704
"MAP2K3","Map2k3",8.24421,8.726231,11.002549,568,138,243,9.32433,15.867048,13.206881,11.490714,537,453,443,0,10.32433
"MAP2K4","Map2k4",68.343838,56.363787,71.236328,8471,1918,3526,65.314651,7.818627,5.969815,5.013177,543,457,368,0.00883533333333333,65.7338703442187
"MAP2K5","Map2k5",11.694959,12.068063,11.491639,1050,263,411,11.7515536666667,7.80997,8.419581,7.416725,187,188,162,0.0342613333333333,12.329140861884
"MAP2K6","Map2k6",2.528993,2.385328,2.305588,201,47,73,2.40663633333333,1.737885,1.785567,0.727632,50,44,38,252.767821,0.0134242250254942
"MAP2K7","Map2k7",82.307352,80.613985,88.138541,2589,600,1054,83.686626,32.389069,27.229175,46.171282,300,255,267,0.053963,80.3506631636974
"MAP3K1","Map3k1",7.935597,11.064911,9.07617,1103,279,432,9.35889266666667,0.680057,0.408269,0.330778,81,41,27,2.935353,2.6322651784139
"MAP3K10","Map3k10",30.605457,25.835026,31.85309,2449,482,985,29.431191,6.223497,4.544045,3.864125,143,99,103,0,30.431191
"MAP3K11","Map3k11",20.641386,18.679182,15.979356,1326,267,442,18.433308,6.042343,4.38192,4.905751,264,197,173,0.423309,13.6536114083449
"MAP3K12","Map3k12",22.051038,22.01879,22.53188,3811,848,1516,22.2005693333333,3.442453,19.709991,3.084403,124,126,94,10.790733,1.96769525129043
"MAP3K13","Map3k13",2.824689,2.712987,2.825885,1052,247,409,2.78785366666667,3.274502,4.154556,2.049561,144,125,113,0.0973136666666667,3.45193337304648
"MAP3K14","Map3k14",2.413399,2.803296,2.177922,327,68,122,2.46487233333333,1.368186,1.41245,0.947089,117,100,67,0.0532653333333333,3.28964812918302
"MAP3K15","Map3k15",0.135624,0.278354,0.313493,24,12,22,0.242490333333333,0.124585,0.105609,0.183902,11,10,16,0.066663,1.164838691633
"MAP3K19","Map3k19",0.052679,0.054043,0.089708,12,3,8,0.0654766666666667,0.174113,0,0,1,0,0,0.126723666666667,0.945641507485864
"MAP3K2","Map3k2",3.639937,3.611187,3.778283,1534,374,607,3.676469,2.199272,1.168818,0.978726,230,180,124,28.979396,0.155989433542957
"MAP3K20","Map3k20",4.31312,3.422212,3.805057,1062,222,402,3.84679633333333,19.534851,11.551193,9.374845,2356,1546,1256,0.00552966666666667,4.82014255173642
"MAP3K21","Map3k21",1.333289,1.567485,1.215587,310,88,115,1.37212033333333,0.200821,0.067196,0.114185,14,5,8,0.014674,2.33781523261001
"MAP3K3","Map3k3",8.387091,5.467449,9.069605,858,185,355,7.64138166666667,6.334364,3.264983,4.126635,412,294,228,9.48588166666667,0.824096813350141
"MAP3K4","Map3k4",7.584865,6.069986,6.658236,1432,321,578,6.771029,22.399287,6.055234,8.245306,239,167,147,52.0655496666667,0.146442071151887
"MAP3K5","Map3k5",14.511961,16.091955,18.704412,1483,365,562,16.4361093333333,1.500971,1.727399,0.784964,96,58,38,4.44532833333333,3.20203085397054
"MAP3K6","Map3k6",2.23777,4.020774,1.826157,201,51,95,2.69490033333333,6.790786,9.314768,5.434066,123,105,100,0.028357,3.593013256421
"MAP3K7","Map3k7",15.046727,11.023532,17.699506,2082,464,876,14.5899216666667,5.86197,4.920425,4.140754,436,386,327,0.678792666666667,9.28638894856581
"MAP3K7CL","Map3k7cl",0.144333,0.06518,0.204931,9,1,5,0.138148,0.71277,0.788932,0.639183,9,8,7,0.704351666666667,0.667789413569774
"MAP3K8","Map3k8",0.332105,0.438596,0.35371,24,11,9,0.374803666666667,0.748381,0.552761,0.886351,13,15,19,0.5878,0.865854431708444
"MAP3K9","Map3k9",15.973967,13.844033,16.373307,2742,578,1114,15.3971023333333,0.561396,0.434651,0.327031,136,100,78,0.888255,8.68373304099994
"MAP4","Map4",221.93013,201.523378,212.865979,27014,6515,10746,212.106495666667,316.219208,183.350401,169.384631,10341,6778,6669,17.7262863333333,11.3800724753061
"MAP4K1","Map4k1",0.653474,0.546371,0.520362,58,15,23,0.573402333333333,4.309546,4.320339,0.925002,13,11,6,0,1.57340233333333
"MAP4K2","Map4k2",158.828116,140.422256,186.528701,2266,580,938,161.926357666667,9.075779,5.762856,6.26453,192,136,150,2.00730333333333,54.176895247237
"MAP4K3","Map4k3",12.353701,12.488414,12.448866,2042,502,790,12.430327,28.27147,20.846309,10.658701,278,236,176,0.0892013333333333,12.3304356953903
"MAP4K4","Map4k4",140.329908,135.777168,101.785981,4367,1107,1820,125.964352333333,50.837222,25.807691,23.117304,3827,2716,2458,0.0236066666666667,124.036269465485
"MAP4K5","Map4k5",10.125167,9.336485,12.584539,1494,379,636,10.6820636666667,8.115895,6.910194,3.970985,370,273,215,0.0692403333333333,10.9255733276055
"MAP6","Map6",66.10125,55.640455,67.171284,8334,1732,3194,62.9709963333333,3.433153,3.508942,1.863964,214,164,116,5.90185533333333,9.26866664741259
"MAP6D1","Map6d1",1.297473,0.661814,1.19395,170,21,63,1.051079,1.438335,1.721481,1.122812,42,52,44,7.80777133333333,0.232871508850101
"MAP7","Map7",67.808246,55.897177,76.633908,2723,715,1157,66.779777,0.217579,0.19729,0.265823,17,9,18,0.045115,64.8538935906575
"MAP7D1","Map7d1",96.83134,114.728163,103.137284,6960,1672,2940,104.898929,72.630992,53.13301,40.916104,2224,1725,1523,0.936542,54.6845506061836
"MAP7D2","Map7d2",177.483566,165.064461,188.670512,19795,4618,8317,177.072846333333,0.33062,0.289251,0.131312,23,14,5,48.9377126666667,3.56589913362605
"MAP7D3","Map7d3",0.204521,0.152075,0.236723,18,3,6,0.197773,6.415307,3.840078,3.837302,204,126,124,0,1.197773
"MAP9","Map9",53.233015,53.775477,25.012278,3319,785,1311,44.0069233333333,3.110554,1.547799,1.259701,195,129,118,2.42304233333333,13.1482228236149
"MAPK1","Mapk1",157.823853,133.545889,156.756392,12832,2807,4968,149.375378,28.379677,15.569554,11.077935,1580,1290,1021,39.0959183333333,3.75039116824485
"MAPK10","Mapk10",253.359979,271.726643,234.789308,11193,2633,4346,253.291976666667,1.075572,0.971794,0.143448,22,16,7,0.083075,234.787043064115
"MAPK11","Mapk11",41.763228,35.369149,41.200085,4050,812,1544,39.444154,0.488795,0.4062,0.1219,25,20,6,1.82137566666667,14.3349056553617
"MAPK12","Mapk12",30.826937,39.169728,34.201507,1273,344,562,34.732724,5.945804,4.905883,4.863187,226,167,150,2.91331966666667,9.13105165018038
"MAPK13","Mapk13",0.581643,0.483716,0.740634,27,6,12,0.601997666666667,1.481393,1.285785,0.76919,81,80,45,89.814194,0.017640388535152
"MAPK14","Mapk14",163.122442,128.144094,101.988206,2577,545,897,131.084914,7.435021,5.225716,6.556021,470,435,360,0.310888,100.759877274031
"MAPK15","Mapk15",0.259088,0,0.171476,4,0,2,0.143521333333333,0.063898,0.17056,1.215428,1,3,4,0.822188666666667,0.627553751294688
"MAPK1IP1L","Mapk1ip1l",19.045218,18.540007,18.29254,3234,734,1225,18.6259216666667,37.664738,24.683119,22.671868,950,978,782,0.007808,19.4738696921107
"MAPK3","Mapk3",1395.780376,1106.805999,1217.130133,34657,6980,12048,1239.90550266667,11.367307,14.217412,10.826936,164,163,143,4.64435866666667,219.848804080251
"MAPK4","Mapk4",6.761801,6.454844,6.638856,1276,257,461,6.61850033333333,3.658644,3.319972,2.884777,386,310,274,2.231926,2.35726323354351
"MAPK6","Mapk6",13.806694,22.376894,9.953246,1167,279,457,15.3789446666667,6.375778,4.410832,3.286046,489,437,329,0.0643586666666667,15.3885576165428
"MAPK7","Mapk7",15.907445,18.525206,12.646773,984,232,344,15.6931413333333,6.947995,4.573194,4.267519,162,148,133,0.01469,16.4514692500501
"MAPK8","Mapk8",33.293506,35.964888,33.539924,3397,780,1255,34.266106,7.171145,4.212166,4.673217,225,205,151,0.0812733333333333,32.6153479539555
"MAPK8IP1","Mapk8ip1",117.248187,109.518245,117.654419,14555,3300,5935,114.806950333333,1.653793,0.720431,0.929099,74,45,59,0.085165,106.718287387939
"MAPK8IP2","Mapk8ip2",163.162627,147.209434,136.520055,16494,3711,6126,148.964038666667,0.094475,0.079124,0.059959,12,9,7,0.0519366666666667,142.559950060365
"MAPK8IP3","Mapk8ip3",153.053075,138.308594,137.346483,20589,4261,7486,142.902717333333,48.423331,22.518249,15.846037,1353,815,733,9.86955566666667,13.2390616273888
"MAPK9","Mapk9",72.491978,59.576303,76.414788,9500,2061,3953,69.4943563333333,9.014833,7.182139,6.380598,560,479,460,8.71344366666667,7.25740105697495
"MAPKAP1","Mapkap1",37.776293,34.499149,38.452202,2037,453,792,36.9092146666667,56.194656,52.770773,41.507838,956,787,700,0,37.9092146666667
"MAPKAPK2","Mapkapk2",9.514464,9.413804,11.588868,903,221,401,10.1723786666667,214.186235,114.925145,87.364206,2871,2371,2153,0.909218666666667,5.8518067425837
"MAPKAPK3","Mapkapk3",0.803156,0.982616,1.60178,67,20,28,1.129184,18.5014,16.636175,14.640577,941,806,724,0.001745,2.12547504604465
"MAPKAPK5","Mapkapk5",41.484645,49.299002,45.966469,813,227,355,45.583372,12.978925,12.075421,11.26092,411,359,334,1.45796866666667,18.9519795885654
"MAPKBP1","Mapkbp1",3.589136,3.157101,3.446405,710,174,266,3.39754733333333,27.168161,4.383794,9.642843,598,321,274,0.00732366666666667,4.36557531491864
"MAPRE1","Mapre1",73.050158,74.939474,78.523361,7888,1999,3170,75.504331,34.914654,33.300004,28.509933,1795,1716,1441,3.02837666666667,18.9913549130212
"MAPRE2","Mapre2",122.077855,112.876209,121.503946,15417,3303,5818,118.819336666667,27.236165,17.50747,14.447652,1398,1224,1005,0.115521333333333,107.411066992892
"MAPRE3","Mapre3",170.476204,174.844929,161.063004,6076,1377,2311,168.794712333333,20.853864,17.551182,14.044937,592,602,487,0.232822333333333,137.728452626453
"MAPT","Mapt",233.051588,186.47382,185.719557,19614,4321,6926,201.748321666667,0.237607,0.427013,0.134602,33,26,15,2.385175,59.8930104549002
"MARCKS","Marcks",17.632449,17.487183,15.421357,2563,634,942,16.8469963333333,0.78941,0.87038,0.666317,52,61,47,50.688876,0.345277315245418
"MARCKSL1","Marcksl1",5.622729,6.384252,6.140954,318,87,145,6.04931166666667,20.612259,19.600827,17.745665,632,559,509,0.009948,6.97987586159551
"MARCO","Marco",0,0,0.46769,0,0,1,0.155896666666667,0,0,0,0,0,0,0.068757,1.08153365701153
"MARF1","Marf1",17.105094,14.867657,16.936515,5369,1159,2070,16.3030886666667,5.322422,3.461997,3.185201,403,274,228,0,17.3030886666667
"MARK1","Mark1",16.120912,17.96784,14.904778,2386,562,886,16.3311766666667,13.508731,2.470648,7.849642,282,241,204,0.120622,15.4656759073681
"MARK2","Mark2",39.1613,36.960808,35.269602,2869,699,1047,37.13057,6.332863,4.954836,3.610147,527,416,343,0,38.13057
"MARK3","Mark3",40.97317,45.374511,50.192606,1981,479,795,45.513429,50.718058,47.68464,37.356581,961,822,682,9.44244033333333,4.4542681131272
"MARK4","Mark4",20.766964,21.811061,20.550413,2565,592,1092,21.0428126666667,26.251976,16.618172,13.771526,565,449,390,0,22.0428126666667
"MARS2","Mars2",1.614756,1.779944,1.713563,748,208,311,1.70275433333333,1.398398,1.405742,1.039874,81,80,59,0.382502666666667,1.95497223875156
"MARVELD1","Marveld1",8.866467,8.379411,8.57969,1055,242,424,8.60852266666667,10.388576,8.277431,10.044382,420,366,363,0,9.60852266666667
"MARVELD2","Marveld2",1.053495,0.7806,1.076624,135,24,51,0.970239666666667,0.514977,0.298657,0.246676,29,24,21,1.62919233333333,0.749370687601528
"MARVELD3","Marveld3",1.185439,1.266776,1.404303,71,9,32,1.285506,0.096124,0.354993,0.138044,5,13,7,0,2.285506
"MAS1","Mas1",0.420964,0.722212,0.354006,22,6,6,0.499060666666667,0.033009,0.019352,0.009677,7,4,2,1.09276866666667,0.716305003292289
"MASP1","Masp1",3.911239,3.018842,3.738111,352,71,141,3.556064,300.787348,246.800975,205.998744,8483,7460,6237,18.187429,0.237450468220625
"MASP2","Masp2",0.107057,0,0.0605,3,0,1,0.0558523333333333,0.544843,0.447963,0.16412,28,22,8,0,1.05585233333333
"MAST1","Mast1",48.505782,42.712235,46.496835,9344,2133,3607,45.9049506666667,5.013192,4.050934,2.23232,95,56,60,0,46.9049506666667
"MAST2","Mast2",54.871107,43.024929,46.289639,5017,1048,1764,48.0618916666667,32.578802,19.762679,15.450626,1920,1319,1072,14.582249,3.1485757714863
"MAST3","Mast3",5.987224,5.46708,6.974722,1003,242,388,6.14300866666667,3.067666,1.132051,2.197502,188,136,122,1.748272,2.59909087116074
"MAST4","Mast4",2.911109,3.161998,5.245185,1000,246,358,3.772764,18.827588,12.450342,14.404373,617,525,350,0.914491,2.49296758250626
"MASTL","Mastl",0.528125,0.677961,0.522734,100,31,47,0.576273333333333,2.736422,2.494148,1.660525,140,138,94,1.70011666666667,0.583779713222268
"MAT1A","Mat1a",0.26764,0.18345,0.019241,14,4,1,0.156777,0.310754,0.221197,1.805426,23,12,25,17.0748,0.0639994356784031
"MAT2A","Mat2a",120.553734,107.614926,157.153843,6161,1573,2627,128.440834333333,72.988182,70.30393,49.140042,3304,3246,2293,0.010997,128.032857004851
"MAT2B","Mat2b",41.836474,37.46469,35.732763,2724,634,1016,38.3446423333333,11.442277,9.721748,9.302544,264,264,223,19.280406,1.94003228206247
