"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","FoldChange"
"ELOVL4","Elovl4",20.155491,19.345623,19.020349,2399,577,899,19.5071543333333,12.002534,8.613457,11.936059,520,300,454,9.34367466666667,1.98257920847214
"ELOVL5","Elovl5",83.212757,78.223916,75.982318,7580,1650,2730,79.1396636666667,30.074925,31.160124,32.828885,1149,981,1106,208.82563,0.381934579043879
"ELOVL6","Elovl6",24.305747,21.533669,25.005674,5710,1290,2234,23.61503,24.85414,7.523407,34.308679,484,365,440,0.0238883333333333,24.0407368642088
"ELOVL7","Elovl7",47.669495,39.433696,46.465704,7113,1516,2876,44.522965,0.247721,0.314062,0.221392,8,9,11,0.541532666666667,29.5309765302844
"ELP1","Elp1",26.439091,30.854852,30.570851,2716,675,1132,29.2882646666667,35.254365,25.650898,26.058327,1098,808,960,4.682723,5.32988580767823
"ELP2","Elp2",40.346484,45.473022,40.885886,3306,801,1297,42.2351306666667,76.755519,85.287517,67.34763,1388,1172,1166,0,43.2351306666667
"ELP3","Elp3",24.744735,26.0734,23.53207,2869,734,1070,24.7834016666667,18.363208,11.523444,20.101634,339,262,331,8.22793566666667,2.79405953812639
"ELP4","Elp4",10.226219,9.257326,9.083985,516,129,231,9.52251,5.368195,6.17375,4.496442,86,91,71,0.164264666666667,9.03790203487523
"ELP5","Elp5",66.745994,55.805733,67.99909,1739,378,657,63.516939,18.661112,18.639565,20.36097,233,177,198,0.0103163333333333,63.8581569666794
"ELP6","Elp6",7.643698,8.807773,8.264344,378,98,150,8.238605,19.671812,19.799483,18.113222,222,175,174,0.165581333333333,7.92617789577962
"EMB","Emb",74.611852,70.245518,77.109837,8573,1988,3516,73.989069,5.513381,7.976116,7.509795,319,247,356,22.7518496666667,3.15718860014678
"EMC1","Emc1",12.782318,15.076913,11.648367,2205,517,795,13.1691993333333,74.600968,70.013328,67.701996,2397,1613,1920,0.214096,11.6705757479914
"EMC10","Emc10",71.773375,60.989944,68.46449,4737,979,1835,67.0759363333333,46.141453,53.346727,48.951422,1336,1255,1266,1.638179,25.8041385111978
"EMC2","Emc2",68.478612,68.160824,67.402094,2947,725,1143,68.0138433333333,28.040783,22.316983,26.462864,232,175,205,0.125039333333333,61.3434937682179
"EMC3","Emc3",35.083406,31.044142,35.431281,2694,585,1075,33.852943,55.902279,43.219616,59.54904,623,387,559,10.8331923333333,2.94535422210805
"EMC4","Emc4",80.166631,62.702169,73.043108,2627,497,949,71.970636,80.76269,76.89684,86.578714,543,401,512,5.185561,11.7969309493512
"EMC6","Emc6",18.69463,16.965665,19.076615,825,176,345,18.2456366666667,18.12515,19.382029,24.253585,126,108,146,16.5690526666667,1.09542825283807
"EMC7","Emc7",13.904836,12.509369,13.777514,3394,753,1321,13.3972396666667,86.794959,60.932051,90.952975,800,483,835,13.8253186666667,0.971125140064443
"EMC8","Emc8",28.973864,23.791954,45.725837,2317,540,980,32.8305516666667,15.592408,18.316211,21.267203,254,194,273,22.2699273333333,1.45383142723465
"EMC9","Emc9",85.779312,86.180313,95.156155,1352,365,570,89.0385933333333,7.425462,7.167635,7.668216,55,51,55,2.00796633333333,29.9333780220723
"EMCN","Emcn",5.735855,3.631458,6.543759,258,45,119,5.30369066666667,0.400651,0.672735,0.206248,7,16,2,0.0100913333333333,6.24071354603577
"EMD","Emd",20.741697,19.421193,19.460294,894,199,336,19.8743946666667,30.919864,37.009809,34.190171,292,277,282,54.7174613333333,0.374647267968371
"EME1","Eme1",0.263957,0.28216,0.113279,22,5,2,0.219798666666667,6.812939,11.415228,3.778475,93,99,60,0.0745586666666667,1.13516246669951
"EME2","Eme2",12.806881,13.090116,12.169043,1180,266,457,12.68868,27.242889,18.296109,19.884088,1136,730,888,0.0316423333333333,13.2688234649799
"EMG1","Emg1",23.241041,23.772392,27.60661,697,153,291,24.8733476666667,9.913428,10.962316,9.756875,246,183,185,10.8961003333333,2.17494363208829
"EMID1","Emid1",6.278696,4.92762,6.766293,262,52,108,5.99086966666667,2.246733,0.939703,0.944612,35,19,19,141.557334666667,0.0490390037314671
"EMILIN1","Emilin1",1.156791,1.333348,0.954399,91,31,29,1.14817933333333,19.44468,20.683684,15.768251,816,697,573,66.7173656666667,0.0317227244767254
"EMILIN2","Emilin2",0.473985,0.78831,0.365767,33,13,12,0.542687333333333,0.820794,1.686242,1.319266,40,82,53,0,1.54268733333333
"EMILIN3","Emilin3",0.063666,0.16753,0.105837,9,6,6,0.112344333333333,0.334215,0.245862,0.286136,19,11,14,5.47686866666667,0.171741066645065
"EML1","Eml1",495.755698,468.825277,473.821986,23784,5585,8800,479.467653666667,15.617289,13.630524,17.231786,272,212,278,7.166052,58.8372023184112
"EML2","Eml2",105.161313,112.319243,133.009498,6842,1930,3278,116.830018,50.112555,59.125507,52.78836,199,143,199,14.9647813333333,7.38062210435537
"EML3","Eml3",16.996269,18.668629,19.02482,715,185,292,18.229906,11.941584,13.901061,9.971905,157,180,128,5.02173266666667,3.19341742061172
"EML4","Eml4",6.069573,5.315212,5.514189,1314,285,472,5.63299133333333,9.762254,13.005949,11.276604,738,762,692,0.0448846666666667,6.34806074290815
"EML5","Eml5",13.33698,16.409158,14.851205,1254,278,537,14.865781,0.161443,0.100033,0.362961,15,6,9,2.705191,4.28204133066285
"EML6","Eml6",7.754613,5.960382,6.436062,922,208,394,6.717019,6.973108,2.116552,3.18165,53,30,49,524.300098333333,0.0146906863800035
"EMP1","Emp1",3.663264,3.232943,3.175379,353,87,135,3.35719533333333,6.211593,21.084501,9.011899,76,224,97,5.265703,0.695404064529285
"EMP2","Emp2",13.517344,12.137821,13.140857,1942,425,738,12.9320073333333,13.060708,13.752942,14.080732,753,726,723,4.296225,2.63055427844046
"EMP3","Emp3",64.579295,51.160395,52.366674,625,131,186,56.0354546666667,652.757753,736.899567,749.450008,900,746,954,7.70238033333333,6.55400620083218
"EMSY","Emsy",11.702132,9.454817,9.698539,1269,272,447,10.2851626666667,11.063668,8.050218,8.495,326,296,281,0.0925743333333333,10.3289655654245
"EMX1","Emx1",0,0,0,0,0,0,0,0.085516,0.02779,0,2,1,0,6.907263,0.126466009793781
"EMX2","Emx2",0,0,0,0,0,0,0,0,0,0.065738,0,0,1,0.0270076666666667,0.973702565673804
"EN1","En1",0.011061,0,0,1,0,0,0.003687,0,0,0.037626,0,0,1,12.0540873333333,0.0768867998482825
"EN2","En2",0.016364,0,0,2,0,0,0.00545466666666667,0.456965,0.583552,0.607122,22,22,25,0,1.00545466666667
"ENAH","Enah",51.994779,57.171937,60.939879,8756,2239,3698,56.7021983333333,20.351286,62.744078,21.735349,1578,1942,1448,24.711436,2.24422308941956
"ENAM","Enam",0,0,0.014726,0,0,1,0.00490866666666667,0,0.02818,0.025499,0,2,2,2.16256233333333,0.317751418232916
"ENC1","Enc1",1.88651,1.901944,1.82792,372,91,143,1.87212466666667,99.20111,185.041559,102.869897,6635,8666,5767,0.163596333333333,2.46831704809428
"ENDOD1","Endod1",122.963959,107.231287,129.262298,19122,4371,7740,119.819181333333,13.875636,14.510937,13.657017,988,830,859,0,120.819181333333
"ENDOG","Endog",8.527803,8.006004,6.293124,254,56,86,7.608977,4.245209,5.886041,5.810403,50,52,56,22.7913733333333,0.361852881688769
"ENDOU","Endou",0.230582,0.29726,0.342198,19,4,13,0.290013333333333,0,0,0,0,0,0,0.116408,1.15550348379207
"ENDOV","Endov",6.42661,5.427001,6.586272,942,215,369,6.14662766666667,28.958068,23.69061,30.678405,286,202,271,5.17421,1.15749669458387
"ENG","Eng",4.62788,9.950101,6.874482,462,107,214,7.150821,18.118031,24.669951,20.614675,729,734,716,33.0856623333333,0.23912755223269
"ENGASE","Engase",5.209769,5.829348,5.995137,404,105,138,5.67808466666667,21.483495,19.318699,13.126495,347,281,313,33.880111,0.191458240103269
"ENHO","Enho",21.147559,18.272567,16.850156,778,160,270,18.7567606666667,4.222765,2.543302,4.440431,54,26,49,30.9511346666667,0.61834300636835
"ENKD1","Enkd1",1.190646,1.045586,1.105387,68,13,28,1.113873,22.791543,23.200948,14.9367,89,51,52,0.826560666666667,1.15729690153553
"ENKUR","Enkur",0.458698,0.302432,0.491416,19,2,8,0.417515333333333,0.072137,0.089524,0.268282,2,3,5,0,1.41751533333333
"ENO1","Eno1",811.248837,970.472838,759.327119,20377,4750,7180,847.016264666667,311.076628,311.91987,298.295208,5617,4489,5103,10.6215763333333,72.9691257316241
"ENO2","Eno2",490.315057,512.477201,470.355882,22980,5923,8732,491.04938,103.225545,66.954175,106.173097,1669,874,1570,21.489041,21.879518117291
"ENO3","Eno3",13.131741,13.826225,24.959357,263,61,203,17.3057743333333,20.43482,19.709854,24.676583,187,154,188,33.9266493333333,0.524120540697348
"ENO4","Eno4",0.374612,0.235714,0.441837,34,6,10,0.350721,0.159347,0.246604,0.295849,6,4,11,15.5904026666667,0.0814158057003559
"ENOPH1","Enoph1",14.92387,13.631436,15.121171,1013,234,394,14.5588256666667,17.470998,17.07355,17.718229,441,329,407,4.62311533333333,2.76694052039718
"ENOX1","Enox1",18.331977,18.610739,17.411,1963,498,798,18.1179053333333,11.07976,15.597308,7.939865,223,285,208,7.780981,2.1771947044793
"ENOX2","Enox2",6.930699,6.549409,5.822455,737,158,226,6.43418766666667,2.656668,2.960924,3.069812,95,79,92,19.9377086666667,0.355062140992633
"ENPEP","Enpep",1.32606,1.616253,1.192413,119,47,70,1.378242,1.491602,0.495709,0.902891,20,14,21,21.0282676666667,0.107963187845169
"ENPP1","Enpp1",2.649675,3.031498,4.564577,643,180,280,3.41525,0.819057,1.036924,1.20223,80,46,95,0,4.41525
"ENPP2","Enpp2",6.532158,6.755053,7.249369,795,201,345,6.84552666666667,121.488821,92.522684,113.264632,4935,2839,3969,0.933478333333333,4.05772670497988
"ENPP3","Enpp3",0.186958,0.207956,0.386275,32,5,16,0.260396333333333,0.726361,0.254127,0.599704,16,8,14,0.00786333333333333,1.25056274164156
"ENPP4","Enpp4",9.398368,7.985002,8.614843,1726,361,621,8.666071,2.079428,1.874523,2.351764,141,103,140,0.029897,9.38547349880619
"ENPP5","Enpp5",47.82959,46.327013,48.719688,5514,1307,2201,47.6254303333333,0.727196,0.39994,0.510533,28,17,21,28.3283606666667,1.65796618794991
"ENPP6","Enpp6",0.078098,0.038873,0.245375,13,2,7,0.120782,0.287059,0.1257,0.401332,6,6,5,0,1.120782
"ENPP7","Enpp7",0,0,0,0,0,0,0,0,0,0,0,0,0,14.3892823333333,0.0649802881212979
"ENSA","Ensa",51.363134,52.3578,48.548579,7803,1930,2961,50.7565043333333,59.965133,61.570996,64.349204,739,611,632,0.351472,38.296394104601
"ENTPD1","Entpd1",11.950885,14.979429,22.793434,470,102,199,16.5745826666667,3.841411,3.487032,3.426567,337,283,256,1.9632,5.93094717422606
"ENTPD2","Entpd2",8.353709,11.265372,10.143747,573,158,254,9.92094266666667,0.195861,0.059098,0.112243,4,1,3,1.26025733333333,4.83172535516605
"ENTPD4","Entpd4",62.766771,62.298305,62.470338,6837,1635,2732,62.5118046666667,46.463398,71.833978,36.061296,2180,2025,1828,13.576101,4.35725607737396
"ENTPD5","Entpd5",16.754639,22.583113,15.362352,2034,458,782,18.233368,4.72348,4.658414,4.766996,302,266,304,52.8903116666667,0.356898436939206
"ENTPD7","Entpd7",2.357088,2.455802,2.418934,487,96,196,2.410608,8.285448,12.205857,10.621902,1069,983,986,0.0393566666666667,3.28146064713108
"ENTPD8","Entpd8",0,0,0,0,0,0,0,0.064572,0.175532,0.163143,2,3,3,1.707148,0.369392438093521
"ENTR1","Entr1",40.051618,41.341248,47.537066,1774,452,734,42.976644,53.223822,45.472686,49.246409,422,362,379,120.659636333333,0.361472755676411
"ENY2","Eny2",35.996969,39.842018,39.60263,1280,322,557,38.480539,51.16395,68.121435,52.211644,487,483,473,1.724284,14.4920790196617
"EOGT","Eogt",10.756324,7.340801,13.210086,898,203,371,10.435737,6.438529,7.958075,7.384487,204,185,185,59.1115343333333,0.190241974802806
"EOMES","Eomes",0,0,0,0,0,0,0,0.066369,0.041145,0.111992,2,1,3,0,1
"EP300","Ep300",11.237275,11.900096,13.538312,1559,342,627,12.2252276666667,34.922392,49.294689,21.06993,1489,1422,1128,20.449594,0.616572400702161
"EP400","Ep400",14.502259,12.484847,10.6317,2167,527,835,12.539602,13.943234,14.755121,15.06072,1325,1218,1083,12.8479193333333,0.977735475928779
"EPAS1","Epas1",51.526111,63.647162,44.191391,4562,967,1730,53.1215546666667,0.959532,6.144427,1.322988,40,111,39,14.7044706666667,3.44625144109707
"EPB41","Epb41",30.771257,30.287887,39.349145,5446,1348,2508,33.4694296666667,71.798038,59.899487,40.667672,741,596,730,0.0136126666666667,34.006510376416
"EPB41L1","Epb41l1",65.759561,58.559168,70.137658,13376,2993,5174,64.8187956666667,71.730671,80.194627,76.952581,1136,729,1020,0.0414403333333333,63.1997758873048
"EPB41L2","Epb41l2",30.091877,37.022646,39.293425,2789,736,1224,35.469316,223.048236,230.568589,189.361853,4201,3685,3167,2.261544,11.1816109180192
"EPB41L3","Epb41l3",394.565487,374.645088,393.133992,37795,9001,15300,387.448189,75.837621,84.226181,75.581903,1829,1696,1667,8.47944666666667,40.9779391835107
"EPB41L4A","Epb41l4a",4.568822,4.059324,5.041141,327,79,133,4.556429,17.721257,36.41052,19.611303,409,287,397,11.264823,0.453037846530684
"EPB41L4B","Epb41l4b",11.023875,11.986252,10.329003,1644,377,654,11.1130433333333,2.170366,2.180825,1.580028,138,101,90,2.74989166666667,3.23023820688153
"EPB41L5","Epb41l5",2.393137,2.01005,2.331672,435,125,172,2.244953,4.509912,8.024022,4.178255,415,358,364,8.334519,0.347629374368406
"EPB42","Epb42",0.032748,0.135008,0.252411,2,3,8,0.140055666666667,0,0,0,0,0,0,0.0700306666666667,1.06544204963596
"EPC1","Epc1",5.964392,5.926819,7.589297,750,178,355,6.49350266666667,14.373619,13.668856,16.739044,530,440,456,74.4491643333333,0.0993185641335997
"EPC2","Epc2",8.457112,8.70445,9.241738,915,215,340,8.8011,8.784225,11.898117,8.777802,431,422,411,2.28687433333333,2.98189069798125
"EPCAM","Epcam",0.030347,0.123853,0,2,2,0,0.0514,1.002983,0.492785,1.187665,12,5,17,0.280812666666667,0.820885073487197
"EPDR1","Epdr1",166.57893,177.421972,162.135957,11198,2613,4331,168.712286333333,5.468971,7.915705,5.716815,137,172,139,7.96163133333333,18.9376554357997
"EPG5","Epg5",5.326198,4.160528,5.403436,2085,429,810,4.96338733333333,4.459575,4.694668,5.325339,439,369,343,5.22530966666667,0.957926216146999
"EPGN","Epgn",0.030368,0,0,2,0,0,0.0101226666666667,0.077149,0.127321,0.028782,3,4,1,20.877928,0.0461708561554214
"EPHA1","Epha1",0.015704,0,0.150807,2,0,5,0.0555036666666667,2.126717,2.888546,2.64014,14,16,17,21.218704,0.0475051860210509
"EPHA10","Epha10",1.573666,1.317923,1.618765,213,54,79,1.50345133333333,4.63322,3.267219,5.062841,219,109,175,0,2.50345133333333
"EPHA2","Epha2",0.663506,1.446697,1.924912,80,21,65,1.34503833333333,20.608745,35.41053,21.144225,630,853,587,10.2938,0.20763944228987
"EPHA3","Epha3",0.274409,0.315188,0.301038,63,17,24,0.296878333333333,4.269695,2.413091,4.050105,365,169,302,1.459066,0.527386549744225
"EPHA4","Epha4",1.307887,0.992568,1.423894,269,58,94,1.24144966666667,10.545834,3.238304,6.674982,270,168,273,0.104166,2.02999337659977
"EPHA5","Epha5",3.182422,2.362309,3.28332,758,144,315,2.94268366666667,1.251912,0.983532,1.322211,132,72,120,9.18033933333333,0.387284110830883
"EPHA6","Epha6",3.943628,2.814407,3.582188,535,102,196,3.446741,2.544291,3.653387,2.689005,69,55,58,0.746438,2.54617741941025
"EPHA7","Epha7",1.458452,0.777325,1.315488,166,37,77,1.183755,2.764967,4.157355,1.754642,237,318,132,0.549814666666667,1.40904267262924
"EPHA8","Epha8",0.465531,0.302938,0.28105,95,15,23,0.349839666666667,0.822592,0.585117,0.854857,36,18,27,0.122893666666667,1.20210818418247
"EPHB1","Ephb1",1.053363,1.097926,1.018848,143,36,62,1.05671233333333,4.498883,3.658349,4.109507,248,193,235,2.68866233333333,0.557576743945208
"EPHB2","Ephb2",1.44983,1.349021,1.031847,191,52,71,1.27689933333333,5.875831,4.372169,4.796811,564,363,454,3.14252066666667,0.549641031764718
"EPHB3","Ephb3",1.741455,2.250345,2.453147,263,51,102,2.14831566666667,30.47003,21.065618,26.530617,1085,549,846,26.7906363333333,0.113286922577244
"EPHB4","Ephb4",1.660507,1.756414,1.75746,284,72,120,1.72479366666667,14.722953,25.156479,11.888994,499,680,439,31.767613,0.0831550856837411
"EPHB6","Ephb6",21.044694,24.011174,23.895243,1422,377,504,22.9837036666667,5.038939,2.101905,5.093716,177,53,128,3.68171733333333,5.12284317036939
"EPHX1","Ephx1",77.786946,81.163262,71.110285,3136,702,1077,76.686831,6.797211,6.504925,7.250453,151,116,137,74.6348293333333,1.02713038007428
"EPHX2","Ephx2",1.947064,2.933998,2.206528,155,57,69,2.36253,7.620271,3.676909,4.768126,101,61,79,3.73975133333333,0.709431732494546
"EPHX3","Ephx3",0.146867,0.134356,0.209845,13,2,8,0.163689333333333,0.079747,0.298263,0.045959,2,2,1,6.78811066666667,0.149418695128968
"EPHX4","Ephx4",9.697615,10.970197,9.610785,325,61,128,10.0928656666667,1.37549,1.286637,1.506655,26,18,25,18.089909,0.581085308822932
"EPM2A","Epm2a",10.553531,11.523292,11.627805,1319,364,576,11.234876,3.042226,5.35814,3.286584,106,115,101,58.824321,0.204513411861373
"EPM2AIP1","Epm2aip1",29.001762,28.665893,38.66157,8133,2015,3444,32.1097416666667,12.121656,9.170603,13.427821,765,665,728,0.513842666666667,21.8713228235079
"EPN1","Epn1",92.736742,98.935068,106.638977,4544,960,1744,99.436929,59.15245,41.235876,50.808297,963,712,836,5.26272733333333,16.0372508101103
"EPN2","Epn2",28.666835,29.975628,28.097939,3053,747,1167,28.9134673333333,32.213709,28.989394,28.400926,741,582,680,4.91227733333333,5.05955076983308
"EPN3","Epn3",15.567013,17.513382,19.646599,1744,407,672,17.5756646666667,0.369367,0.103476,0.56975,4,2,4,0,18.5756646666667
"EPO","Epo",0,0.207175,0,0,1,0,0.0690583333333333,0.093925,0.121522,0.166838,2,2,3,0,1.06905833333333
"EPOP","Epop",0.292999,0.268514,0.244792,19,4,8,0.268768333333333,2.286928,2.846325,2.487148,98,92,88,54.1115456666667,0.0230218245194442
"EPOR","Epor",0.1494,0.296543,0.108487,5,5,3,0.18481,1.371088,1.790987,1.359293,46,45,33,51.327566,0.0226421767830745
"EPPIN","Wfdc6a",0.121749,0.380532,0.368881,3,2,4,0.290387333333333,0.15742,0.340363,0.043597,4,8,1,0.015863,1.27023755499839
"EPPK1","Eppk1",0.021733,0.009296,0.018509,12,1,4,0.0165126666666667,0.164382,0.160122,0.068438,37,28,13,15.702205,0.0608609861192978
"EPS15","Eps15",229.717355,168.412458,212.222138,12037,2754,4734,203.450650333333,13.052402,14.678989,14.220789,820,703,694,0.491692333333333,137.059530148867
"EPS15L1","Eps15l1",21.714973,20.561885,22.337042,2465,550,925,21.5379666666667,18.122929,16.087425,17.548587,455,380,420,0,22.5379666666667
"EPS8","Eps8",3.553039,4.465848,3.602565,221,59,98,3.87381733333333,20.977291,26.416239,20.814786,537,674,446,106.479704333333,0.0453463969180439
"EPS8L1","Eps8l1",21.20217,22.159626,30.373599,325,58,79,24.578465,12.187572,10.809701,9.638848,62,47,51,0,25.578465
"EPS8L2","Eps8l2",1.494096,2.125353,1.284176,114,29,51,1.63454166666667,8.847111,12.953265,8.954904,66,64,47,1.10390366666667,1.25221592053248
"EPS8L3","Eps8l3",0.010906,0.045524,0.439492,1,1,1,0.165307333333333,0,0,0,0,0,0,0,1.16530733333333
"EPSTI1","Epsti1",0.279602,0.226739,0.28508,20,4,8,0.263807,0.547026,1.471565,0.953094,5,24,10,7.28602,0.152522803468975
"EPX","Epx",0.026885,0.03705,0.137243,3,1,1,0.0670593333333333,0.505824,0.356592,0.301113,21,12,11,0.418304,0.752348814734594
"EPYC","Epyc",1.210972,1.805672,1.907282,75,28,46,1.64130866666667,0.148592,0,0,1,0,0,16.8884683333333,0.147654266281974
"EQTN","Eqtn",0.19942,0.447148,0.210702,8,4,3,0.285756666666667,0,0,0,0,0,0,8.763212,0.131694023100867
"ERAL1","Eral1",8.858293,8.612746,8.412467,668,149,265,8.62783533333333,29.276749,24.957853,32.517383,416,299,395,47.7522616666667,0.1974848961708
"ERAP1","Erap1",14.52675,9.829032,14.547031,629,155,246,12.9676043333333,32.271113,21.801636,21.370642,938,628,810,1.54387433333333,5.49068173309924
"ERAS","Eras",0.053085,0.109417,0,2,1,0,0.0541673333333333,0.207384,0.12776,0.201606,3,1,3,1.77739433333333,0.379552633445521
"ERBB2","Erbb2",3.162061,3.27514,1.616774,402,76,130,2.68465833333333,39.712622,60.702183,28.489413,1193,1205,1016,43.0249863333333,0.0836947070337535
"ERBB3","Erbb3",10.13555,10.560567,11.050573,2632,668,1119,10.58223,1020.943641,1244.1385,847.895641,5560,5282,4723,14.2440536666667,0.759786750510215
"ERBB4","Erbb4",0.089379,0.186765,0.130299,44,15,26,0.135481,1.134953,1.903689,0.27447,24,66,18,29.0282833333333,0.0378137167348339
"ERBIN","Erbin",5.536262,6.122007,5.731866,1361,368,565,5.79671166666667,20.26508,30.967999,18.870464,637,782,559,0.850680666666667,3.67254696560293
"ERC1","Erc1",12.185896,10.274045,11.41952,3405,716,1269,11.2931536666667,19.320625,20.022133,10.318077,1189,947,843,3.74243933333333,2.59215833933001
"ERC2","Erc2",24.832987,25.368677,27.494368,4468,997,1688,25.8986773333333,3.70824,4.051639,4.489212,130,87,137,41.372723,0.634811157482924
"ERCC1","Ercc1",36.111714,33.528625,35.863403,448,113,178,35.167914,102.769557,90.753204,80.968927,898,688,782,1768.94679933333,0.0204344639136176
"ERCC2","Ercc2",34.092395,33.582724,33.702107,801,174,302,33.7924086666667,16.043685,16.662232,10.773379,527,398,437,3.905728,7.09220092648159
"ERCC3","Ercc3",17.701994,15.907188,19.628549,1659,372,657,17.7459103333333,35.091956,34.289412,34.6957,705,554,656,0.105488666666667,16.9571257477086
"ERCC4","Ercc4",5.113635,5.428203,5.501692,727,177,299,5.34784333333333,2.751573,4.209447,3.916943,139,158,161,6.824699,0.811257191277688
"ERCC5","Ercc5",7.394202,9.080169,6.407424,922,231,375,7.627265,26.010392,24.376333,25.575363,737,548,634,0.420598333333333,6.07297981249685
"ERCC6","Ercc6",3.898562,2.575876,3.959829,686,154,309,3.478089,11.288198,14.720408,7.86483,428,457,341,19.042676,0.223427699973796
"ERCC6L","Ercc6l",0.168606,0.136727,0.146775,37,7,13,0.150702666666667,0.138549,0.536747,0.100182,9,29,6,71.934495,0.0157772075705284
"ERCC6L2","Ercc6l2",7.980964,9.640494,9.654167,972,222,433,9.091875,7.629554,5.896386,3.867508,383,302,302,0.111833333333333,9.07678758806776
"ERCC8","Ercc8",3.608406,4.61323,3.152718,202,48,74,3.79145133333333,5.385628,6.87263,3.366581,197,178,164,0.539585,3.11217070401006
"EREG","Ereg",0,0,0,0,0,0,0,0.400435,0.38109,0.256968,14,12,9,195.493625,0.00508922363257332
"ERF","Erf",7.561648,5.933624,8.827037,746,153,317,7.44076966666667,230.503425,259.603219,297.855912,852,807,821,79.6536416666667,0.104654538744221
"ERFE","Erfe",0.048068,0,0.246409,2,0,3,0.098159,0.438962,0.93413,0.937959,16,19,15,54.0088073333333,0.0199633304780734
"ERG","Erg",0.862556,0.996806,0.757859,88,24,36,0.872407,0.317067,0.068789,0,2,4,0,40.040765,0.0456231018110895
"ERG28","Erg28",27.422529,35.722448,28.724023,742,202,286,30.623,8.72224,9.507721,10.3698,296,260,312,10.554393,2.73688111526066
"ERGIC1","Ergic1",37.07823,29.27816,32.530942,2666,567,1027,32.962444,71.001407,64.054905,78.707705,2496,1599,2282,1.77803566666667,12.2253448389851
"ERGIC2","Ergic2",69.430693,73.86513,76.496855,1759,472,795,73.264226,122.293933,110.811455,109.496786,644,543,614,25.3167703333333,2.82193540694222
"ERGIC3","Ergic3",125.140765,109.278535,113.976381,2196,481,779,116.131893666667,398.154687,303.161181,414.799432,3249,1880,2910,0.009403,116.040762378026
"ERH","Erh",14.71174,24.700252,18.642385,358,96,155,19.351459,183.14243,358.685085,336.855331,560,564,539,2.52062166666667,5.78064357005131
"ERI1","Eri1",3.341645,2.448161,4.696133,433,84,178,3.495313,2.892151,3.299067,2.771611,117,179,108,0,4.495313
"ERI2","Eri2",1.948652,2.056759,2.290275,240,53,97,2.098562,10.685316,10.656792,7.65551,143,165,168,0,3.098562
"ERI3","Eri3",534.634634,469.373351,490.369867,2815,649,1060,498.125950666667,39.872211,63.921165,50.267258,394,322,375,1.66234533333333,187.476036417014
"ERICH4","Erich4",0.033205,0,0.170205,1,0,2,0.0678033333333333,0,0.108249,0.098926,0,1,1,9.83188266666667,0.0985796621135236
"ERICH5","Erich5",0,0.04295,0.081057,0,1,3,0.0413356666666667,0.631357,0.337443,0.820798,13,3,15,66.3356016666667,0.0154648602060708
"ERICH6","Erich6",0.844296,0.898095,1.26803,73,19,43,1.00347366666667,0.040454,0,0.070399,1,0,1,0,2.00347366666667
"ERLEC1","Erlec1",32.178837,25.346695,34.738069,1522,340,665,30.7545336666667,35.954162,36.825978,40.641229,1202,1000,1206,47.8439663333333,0.650121930106154
"ERLIN1","Erlin1",12.218234,52.559078,27.758372,760,198,284,30.845228,8.625488,8.092936,8.898341,359,294,347,10.2098576666667,2.84082358107848
"ERLIN2","Erlin2",28.259168,26.267864,25.486615,1334,344,535,26.6712156666667,18.230629,14.244439,14.225744,787,542,722,0,27.6712156666667
"ERMAP","Ermap",0.122705,0.954423,0.158225,17,12,7,0.411784333333333,6.61839,6.561737,6.899732,226,172,205,40.460013,0.034051709856756
"ERMN","Ermn",0.105389,0.220615,0.310103,15,8,18,0.212035666666667,0.036201,0,0.069191,2,0,2,3.39026133333333,0.276073694625924
"ERMP1","Ermp1",39.026646,36.736591,42.052166,6545,1521,2741,39.271801,2.34124,2.331589,2.003628,163,134,138,97.498232,0.40885811026537
"ERN1","Ern1",1.924786,1.286314,2.053076,548,89,231,1.75472533333333,3.398974,3.917541,2.248632,161,134,128,0.962201666666667,1.40389511441654
"ERN2","Ern2",0.123552,0.102218,0.12729,15,3,6,0.117686666666667,0.029444,0.066253,0.111487,1,3,5,14.0601626666667,0.0742147805043629
"ERP27","Erp27",0,0,0,0,0,0,0,1.345986,0.751873,0.39829,6,9,5,53.3712063333333,0.018392087787593
"ERP29","Erp29",59.862643,54.970019,57.147043,2122,469,787,57.3265683333333,187.753638,150.981021,164.754739,2148,1391,1975,0,58.3265683333333
"ERP44","Erp44",22.059198,25.023668,21.593723,1062,266,433,22.8921963333333,15.316563,13.383311,15.678419,1121,790,1022,9.15487633333333,2.35278062962789
"ERRFI1","Errfi1",8.325956,8.349609,9.123196,1024,242,445,8.599587,7.117576,10.068238,7.392388,269,342,262,1.206693,4.35021409865351
"ESAM","Esam",78.401546,33.318948,46.381494,486,101,185,52.7006626666667,0.553572,0.521676,0.625946,17,13,12,0,53.7006626666667
