"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg_TPM","FoldChange"
"ATCAY","Atcay",32.313093,30.110093,28.55633,5070,1082,1684,30.3265053333333,56.016825,85.513926,81.060913,2629,3275,2864,4.67657166666667,5.51856070403997
"ATE1","Ate1",20.1476,21.874085,18.541328,2976,740,1133,20.187671,23.674883,40.465194,31.724415,554,594,520,85.0782373333333,0.246144340966833
"ATF1","Atf1",10.279096,6.167308,9.978887,255,60,98,8.80843033333333,9.082524,7.93021,8.585877,141,90,104,8.798715,1.00099149055089
"ATF2","Atf2",36.836922,35.52615,35.967493,3259,788,1281,36.1101883333333,23.400744,19.704486,23.289371,1161,844,872,4.45814433333333,6.79904855331479
"ATF3","Atf3",10.086098,5.503941,4.266757,466,68,100,6.618932,7.237623,5.861197,8.864462,116,79,88,1.66708966666667,2.85664636447044
"ATF4","Atf4",70.368725,59.27752,69.172725,4475,970,1605,66.27299,1266.889575,1208.282113,1500.515795,2715,1803,2120,26.2563403333333,2.4681593044877
"ATF5","Atf5",27.984418,21.775647,23.375941,1893,359,681,24.3786686666667,64.801893,104.128762,117.089715,218,240,207,9.749201,2.36098186894697
"ATF6","Atf6",7.559095,7.335025,7.959339,2348,559,970,7.61781966666667,8.122303,7.041889,7.212744,1146,759,708,17.9544163333333,0.454660249891806
"ATF6B","Atf6b",23.204657,25.716766,22.575471,1575,320,572,23.832298,32.636306,33.057104,37.965941,1093,840,827,128.617986666667,0.1915806489408
"ATF7","Atf7",20.44443,13.2266,22.49345,2467,551,998,18.7214933333333,12.526898,7.624525,10.676178,964,661,643,2364.740942,0.0083362861009882
"ATF7IP","Atf7ip",65.958265,57.925224,60.414137,2131,439,808,61.432542,20.606157,11.855284,15.309645,2394,1465,1557,1.78738966666667,22.3982110383084
"ATF7IP2","Atf7ip2",0,0.141609,0.022807,0,1,1,0.0548053333333333,9.029585,9.455877,11.333748,190,156,152,7.467726,0.124567721408715
"ATG10","Atg10",9.950265,12.513648,11.959961,427,114,191,11.4746246666667,5.445484,4.483713,4.128458,103,69,76,0.248863666666667,9.98878020045423
"ATG101","Atg101",17.935098,17.483301,16.510807,829,198,301,17.3097353333333,27.57362,26.57761,30.133307,481,403,398,2.51195466666667,5.21354546717763
"ATG12","Atg12",17.378164,15.201286,16.840572,3381,722,1279,16.4733406666667,65.867551,54.905971,63.59206,1641,1242,1319,107.671721333333,0.160790134289582
"ATG13","Atg13",33.18077,31.085264,28.358564,3491,700,1250,30.874866,63.016291,65.160511,74.141389,1153,805,927,187.27268,0.169301600210928
"ATG14","Atg14",3.629372,4.196988,3.761118,521,147,194,3.86249266666667,4.993517,5.142414,5.981248,437,344,361,178.664134666667,0.0270643480163034
"ATG16L1","Atg16l1",16.246408,17.395337,17.355273,1774,402,753,16.999006,19.077956,21.440579,20.937324,654,637,568,10.190367,1.60843750700938
"ATG16L2","Atg16l2",13.902885,12.966903,13.809124,399,92,163,13.5596373333333,50.173643,12.940638,17.205088,568,149,166,28.4067053333333,0.495112837983573
"ATG2A","Atg2a",11.222592,11.102808,9.58123,1940,410,764,10.6355433333333,5.671826,5.859497,7.657924,448,350,389,19.4168403333333,0.569899315631944
"ATG2B","Atg2b",7.877943,7.961496,7.713079,2049,468,803,7.85083933333333,15.376779,9.001729,9.797112,1254,907,789,0.42983,6.19013402525708
"ATG3","Atg3",28.694021,27.773535,27.906559,2192,523,862,28.124705,26.60653,24.403262,32.202724,498,344,389,0.229222666666667,23.6935957900765
"ATG4A","Atg4a",9.522633,6.688283,7.720904,520,128,224,7.97727333333333,8.510458,10.871715,16.0806,226,203,245,32.717172,0.266252262595847
"ATG4B","Atg4b",84.340929,101.556663,86.357005,4138,1042,1593,90.7515323333333,130.815638,98.015693,98.511071,1470,818,888,72.3745746666667,1.25045402648194
"ATG4C","Atg4c",10.37456,7.164335,11.183109,978,213,394,9.57400133333333,5.48786,2.323631,4.501674,129,51,75,14.770789,0.670480172763286
"ATG4D","Atg4d",21.104006,22.07699,23.049593,1142,280,423,22.076863,29.280167,37.935689,37.492094,303,217,248,15.2469496666667,1.42038126992823
"ATG5","Atg5",18.36112,18.577758,17.739459,1663,425,644,18.2261123333333,16.477331,13.428234,18.622548,367,262,313,59.3895483333333,0.31836820880346
"ATG7","Atg7",21.738527,14.619916,20.778489,1404,321,545,19.045644,13.636688,8.602928,14.395823,179,140,137,16.3013133333333,1.15861978878675
"ATG9A","Atg9a",45.010222,34.651081,35.950544,5652,1164,1875,38.5372823333333,48.268122,42.510033,44.56285,1138,803,722,86.939447,0.449596667731301
"ATG9B","Atg9b",1.211591,1.022077,1.700292,90,25,38,1.31132,23.261571,10.955087,10.416083,289,121,93,43.5711323333333,0.0518568831214422
"ATIC","Atic",22.901407,17.33774,20.277122,1808,416,691,20.1720896666667,64.578836,55.42343,74.184387,683,504,577,51.681988,0.401884789667897
"ATL1","Atl1",153.648596,144.863391,150.967474,7633,1792,3067,149.826487,122.511741,164.995774,170.422992,1598,1577,1577,117.75152,1.2701015279636
"ATL2","Atl2",20.342502,14.841316,17.868598,2152,474,857,17.6841386666667,25.48987,17.338471,19.440156,675,416,404,12.1727076666667,1.41839773108657
"ATL3","Atl3",36.695067,37.01625,37.160158,9828,2321,3944,36.9571583333333,3.480736,2.306589,2.656567,425,217,233,0.871237,20.2845274721125
"ATM","Atm",27.233896,36.774224,37.484813,1396,341,639,33.8309776666667,41.959385,31.450861,30.889539,1322,723,689,11.9845803333333,2.68248774873766
"ATMIN","Atmin",19.020315,16.030217,18.094077,3903,798,1463,17.7148696666667,24.348252,27.713131,29.002272,1573,1426,1462,40.4066406666667,0.451977493593982
"ATN1","Atn1",31.678472,29.810319,33.196831,2605,545,1065,31.561874,43.234403,36.4782,43.638163,2994,1956,1868,3.72619566666667,6.88965846878818
"ATOH1","Atoh1",0,0,0,0,0,0,0,0.025976,0,0.077721,1,0,2,2.50730533333333,0.285119174112396
"ATOH7","Atoh7",0.131889,0,0.042123,1,0,1,0.058004,0.425076,3.270833,4.295243,10,58,67,23.9725426666667,0.0423666910543404
"ATOH8","Atoh8",0.557101,0.296616,0.369583,26,4,10,0.407766666666667,2.088525,0.340552,1.356167,95,11,33,27.1483573333333,0.050012391486859
"ATOX1","Atox1",133.958191,90.118919,123.884346,1429,291,543,115.987152,69.2626,77.482296,81.170616,313,277,253,129.012410666667,0.899815266866625
"ATP10A","Atp10a",0.978893,0.941835,1.046035,222,52,94,0.988921,1.506782,1.180511,0.628241,96,43,24,4.874996,0.338539975176153
"ATP10D","Atp10d",1.010868,1.050705,1.472925,142,39,91,1.178166,5.95317,4.057504,6.202721,283,148,141,13.0100653333333,0.155471509102646
"ATP11A","Atp11a",221.059431,221.379757,260.71896,21102,4498,8212,234.386049333333,25.122946,39.667161,21.523743,1476,2021,1522,3.59130666666667,51.267768943046
"ATP11C","Atp11c",6.341776,5.615339,6.795478,1399,348,608,6.25086433333333,12.133314,8.458696,8.466289,594,315,319,8.12296533333333,0.794792489985712
"ATP12A","Atp12a",0.006024,0.024749,0,1,1,0,0.0102576666666667,0.072763,0.307427,0.366401,5,18,20,0.441168,0.700999235805032
"ATP13A1","Atp13a1",10.856574,9.251069,12.845061,1153,261,456,10.9842346666667,52.364345,63.872176,61.346219,889,862,778,16.0689726666667,0.702106383360155
"ATP13A2","Atp13a2",108.549232,113.702974,101.117469,9169,2013,3430,107.789891666667,140.562696,180.846315,169.839233,2790,2647,2416,27.5929256666667,3.80478349557257
"ATP13A3","Atp13a3",20.624878,14.203084,29.657446,2799,652,1187,21.495136,16.961337,10.723352,8.13856,920,617,469,11.65645,1.77736537496691
"ATP13A4","Atp13a4",0.364909,1.161078,0.137278,19,6,4,0.554421666666667,1.119617,5.414533,0.659962,52,25,22,57.3095193333333,0.0266581114788587
"ATP13A5","Atp13a5",0.067367,0.106209,0.119124,13,5,9,0.0975666666666667,0.840302,0.862183,0.159062,13,7,5,11.5046343333333,0.087772791863326
"ATP1A1","Atp1a1",622.505461,626.199551,631.062235,94536,23005,37634,626.589082333333,117.621149,130.07963,131.554986,5997,4565,4325,90.9739716666667,6.82355095643635
"ATP1A2","Atp1a2",40.542752,41.33821,44.260778,9659,2358,3746,42.0472466666667,51.769198,6.620784,6.071198,3050,253,341,115.292193,0.370164544636858
"ATP1A3","Atp1a3",136.313009,127.520436,128.467681,21020,4756,7764,130.767042,395.518528,515.896468,324.541884,11703,11451,10168,6.613862,17.3062030806442
"ATP1A4","Atp1a4",0.049098,0.115695,0.018043,7,4,1,0.0609453333333333,0.230053,0.055304,0.331479,13,3,7,73.086374,0.0143203841145382
"ATP1B1","Atp1b1",904.544056,917.471853,934.40247,42235,9993,17317,918.806126333333,142.095745,150.368319,171.161047,5158,4222,4302,0.696101,542.306222526449
"ATP1B2","Atp1b2",23.146302,25.900495,25.233336,2100,460,817,24.7600443333333,28.314789,20.583074,23.866271,855,479,484,61.530584,0.411959119609907
"ATP1B3","Atp1b3",270.721626,277.961906,277.89267,16647,3810,6716,275.525400666667,359.681179,348.542535,595.611863,1125,909,1011,63.3494203333333,4.29724773330126
"ATP1B4","Atp1b4",0.005794,0,0,1,0,0,0.00193133333333333,3.273893,0.094982,0.020594,275,5,1,8.09539666666667,0.110158068971887
"ATP23","Atp23",3.312325,2.716698,2.808414,167,36,50,2.94581233333333,4.535027,3.274442,2.723814,46,28,18,18.2899126666667,0.204553146585872
"ATP2A1","Atp2a1",0.914081,0.731346,11.768689,39,2,495,4.471372,30.910763,4.380861,10.932536,813,37,41,15.8622486666667,0.324474636103299
"ATP2A2","Atp2a2",71.665669,65.146006,71.286357,15573,3523,6192,69.3660106666667,232.486017,320.173293,258.120463,7053,6586,6167,62.165615,1.11399233058471
"ATP2A3","Atp2a3",0.971782,1.26014,3.671745,181,59,107,1.967889,2.142423,0.621614,0.570313,42,11,21,2.24644233333333,0.914197356757813
"ATP2B1","Atp2b1",79.644108,87.889615,89.243556,11673,3095,4803,85.5924263333333,46.619031,25.357264,20.819731,2655,921,795,54.43623,1.5620186714236
"ATP2B2","Atp2b2",24.488292,22.942271,26.47157,7932,1793,3265,24.6340443333333,11.008994,10.340013,9.224022,1076,928,798,3.74870566666667,5.39811185040808
"ATP2B4","Atp2b4",24.019542,40.348877,21.846086,4963,1083,1946,28.7381683333333,47.934968,24.94655,25.319223,4327,1944,1834,48.484057,0.600964636616867
"ATP2C1","Atp2c1",109.469167,66.129162,104.122901,6446,1481,2505,93.24041,87.341377,81.516718,90.046162,2241,1937,1821,0.990933333333333,47.3347893785159
"ATP2C2","Atp2c2",0.036765,0,0.037684,5,0,2,0.0248163333333333,2.860137,3.864648,1.253554,66,53,45,13.9126243333333,0.0687213940635935
"ATP4A","Atp4a",0.044803,0.03836,0.523755,2,1,5,0.202306,0.118187,0.0778,0,4,2,0,0.0114746666666667,1.18866644872305
"ATP4B","Atp4b",0,0,0,0,0,0,0,0.239096,0,0,6,0,0,21.711044,0.0440314412670769
"ATP5PB","Atp5pb",251.046261,239.004383,242.06824,7441,1740,2897,244.039628,158.305752,168.185759,195.39293,1731,1405,1495,0.0648756666666667,230.111022037941
"ATP6AP1","Atp6ap1",333.457353,343.174799,298.987996,10861,2544,4028,325.206716,75.16513,102.229982,102.391663,2601,2526,2194,49.9612583333333,6.40107263180805
"ATP6AP2","Atp6ap2",92.99575,91.986187,94.830288,8341,2070,3334,93.2707416666667,223.97175,269.618562,307.982629,2692,2535,2583,1.82132633333333,33.4136255536551
"ATP6V0A1","Atp6v0a1",160.71537,166.598654,160.741528,13903,3127,4916,162.685184,232.528513,378.620398,394.507359,3540,4289,4034,55.8822853333333,2.87761265288122
"ATP6V0A2","Atp6v0a2",125.942162,113.471736,52.780385,2721,556,1012,97.3980943333333,10.508928,7.318087,8.231805,593,394,390,5.40587666666667,15.3605976907662
"ATP6V0A4","Atp6v0a4",0.33871,0.507548,0.51549,36,7,12,0.453916,0.264962,0.953131,2.159758,8,6,6,53.8630713333333,0.0265008131091749
"ATP6V0B","Atp6v0b",245.89385,217.828435,200.995765,5650,1181,1927,221.572683333333,125.565835,181.886756,220.145126,1633,1680,1744,26.5722543333333,8.07234260363888
"ATP6V0C","Atp6v0c",656.072853,643.476429,600.650183,15568,3315,5603,633.399821666667,135.677071,176.95188,199.24189,1652,1645,1660,1.31868533333333,273.603240830724
"ATP6V0D1","Atp6v0d1",145.112313,132.797213,125.684017,8746,1933,2960,134.531181,121.197305,154.068271,161.153179,1767,1754,1506,14.2486543333333,8.88807484498687
"ATP6V0D2","Atp6v0d2",0.029983,0,0,3,0,0,0.00999433333333333,0.665665,0.095293,0,18,3,0,13.1152043333333,0.0715536459467478
"ATP6V0E2","Atp6v0e2",155.795507,157.875318,148.595534,10490,2510,3886,154.088786333333,115.848315,161.072152,179.717396,2607,2681,2553,12.7036506666667,11.3173336146533
"ATP6V1A","Atp6v1a",155.735443,192.049847,151.241531,18684,4512,7419,166.342273666667,91.192604,133.413743,106.587264,4996,5275,5196,82.8242013333333,1.99634796401122
"ATP6V1B2","Atp6v1b2",204.150107,193.343607,201.50892,23027,5267,8998,199.667544666667,74.806084,109.788986,119.478841,2871,3115,3239,0.614700333333333,124.275409203896
"ATP6V1C1","Atp6v1c1",117.03524,119.471394,104.820242,6104,1389,2282,113.775625333333,63.086962,83.566531,75.60463,2101,2196,1939,37.0946093333333,3.01290989307779
"ATP6V1C2","Atp6v1c2",1.47787,2.013362,2.392709,76,14,26,1.96131366666667,0.696783,0.375398,1.095759,40,16,23,2.61017666666667,0.820268352518298
"ATP6V1D","Atp6v1d",70.377335,63.416671,74.867371,3566,940,1483,69.5537923333333,91.03677,101.376816,121.312609,913,845,955,8.449238,7.46661184037626
"ATP6V1E1","Atp6v1e1",542.098442,737.641972,583.416988,9395,2291,3473,621.052467333333,68.935997,92.614906,103.502525,1325,1312,1294,1.84677933333333,218.510953781923
"ATP6V1E2","Atp6v1e2",0,0,0,0,0,0,0,5.674484,6.578944,6.1395,124,128,97,0.0412463333333333,0.960387535578357
"ATP6V1F","Atp6v1f",145.137155,124.868278,125.237832,2963,627,1008,131.747755,93.280568,108.6685,107.261567,814,721,618,101.405901666667,1.29629008523451
"ATP6V1G1","Atp6v1g1",104.185477,92.885268,98.265682,4126,906,1531,98.4454756666667,50.367372,69.711825,68.944172,1266,1332,1210,465.641423666667,0.213108975378283
"ATP6V1G2","Atp6v1g2",69.728012,70.338065,67.69875,3244,734,1266,69.2549423333333,63.919168,74.45126,87.45235,1293,1260,1276,83.752394,0.828943455371105
"ATP6V1G3","Atp6v1g3",0.014221,0.05674,0.036274,1,1,1,0.035745,0,0,0,0,0,0,8.03659133333333,0.114616779911186
"ATP6V1H","Atp6v1h",99.541772,99.180077,102.866888,6505,1697,2693,100.529579,169.11104,221.443408,282.717298,1308,1306,1377,19.0192843333333,5.07158883951446
"ATP7A","Atp7a",4.377686,4.349274,5.293885,615,134,259,4.673615,5.178292,2.584726,2.72201,738,310,266,18.4484123333333,0.291726383766339
"ATP7B","Atp7b",0.196807,0.101576,0.153312,52,7,17,0.150565,8.383672,11.183756,9.410639,590,664,563,0.401767333333333,0.820795985639081
"ATP8A1","Atp8a1",60.312432,61.393017,62.083414,16521,4019,6138,61.2629543333333,28.181815,19.272338,14.443948,1955,1226,1012,77.169411,0.796513029032972
"ATP8A2","Atp8a2",41.363676,35.279602,47.78801,20252,4485,8176,41.477096,53.657998,115.942467,79.758521,9370,15708,9979,0.559755333333333,27.2331788789096
"ATP8B1","Atp8b1",0.260936,0.251232,0.702305,72,17,20,0.404824333333333,0.708325,1.24601,0.46167,34,21,15,0,1.40482433333333
"ATP8B2","Atp8b2",73.548985,55.343294,72.948467,5020,1110,1911,67.2802486666667,42.970237,75.303701,44.359166,1322,1127,971,0.106368666666667,61.7156384881953
"ATP8B3","Atp8b3",0.226423,0.130389,0.22099,43,6,16,0.192600666666667,1.804749,1.488253,0.784764,93,42,28,26.4008596666667,0.0435242062174229
"ATP8B5P","Atp8b5",0.623349,0.873424,0.974547,64,18,43,0.823773333333333,0.07023,0.030987,0,2,1,0,6.47585233333333,0.243955237746135
"ATP9A","Atp9a",165.588315,137.878554,151.530501,21833,4687,7916,151.66579,42.145943,58.990929,53.535289,6340,6728,5358,7.513528,17.9321416456256
"ATP9B","Atp9b",47.248527,38.188466,49.338188,3249,761,1316,44.9250603333333,37.504726,35.499478,35.636548,674,465,417,0.156539666666667,39.7090230944666
"ATPAF1","Atpaf1",30.187698,29.954042,31.621629,1921,424,786,30.5877896666667,37.49528,43.000825,54.273186,1045,885,1026,21.739257,1.38913024584166
"ATPAF2","Atpaf2",16.998381,15.252255,15.554785,651,131,250,15.9351403333333,16.096087,14.69704,16.824,225,183,167,22.358346,0.725014533705997
"ATPSCKMT","Atpsckmt",6.755704,7.89553,5.866752,652,185,243,6.83932866666667,5.849966,5.889342,6.592624,162,123,124,4.68493633333333,1.37896507665375
"ATR","Atr",5.181862,5.500111,6.611201,1667,415,764,5.76439133333333,16.379296,10.804999,14.522066,686,459,435,16.5334823333333,0.385798508518378
"ATRAID","Atraid",51.344429,53.600648,54.566593,723,188,314,53.1705566666667,189.453907,205.701821,173.47397,632,343,426,145.858127666667,0.368863184675901
"ATRIP","Atrip",9.780961,9.175933,7.125608,614,133,231,8.69416733333333,6.574191,4.201528,5.166114,200,132,122,2.28217633333333,2.95357907339734
"ATRN","Atrn",15.423603,14.424781,16.624193,5574,1287,2339,15.490859,15.617199,17.978739,16.229498,2248,2067,1714,0.157342666666667,14.2488992024258
"ATRNL1","Atrnl1",52.642719,47.614295,51.261865,14289,3160,5556,50.506293,38.86752,28.060037,22.665553,2493,2170,1847,28.7716296666667,1.73004614045929
"ATRX","Atrx",23.504169,22.027624,25.204949,3243,839,1475,23.578914,37.162002,29.799059,20.746988,1701,1207,1153,18.1760683333333,1.28174939579638
"ATXN1","Atxn1",7.182232,2.915856,3.018936,1471,325,539,4.37234133333333,4.526669,4.286025,4.112367,786,577,453,89.49433,0.0593666070938735
"ATXN10","Atxn10",126.291273,118.041008,129.315912,9370,2126,3831,124.549397666667,350.19722,380.147272,454.926627,3604,3048,3212,67.8270203333333,1.82412949243805
"ATXN1L","Atxn1l",25.543541,15.582722,19.687559,1820,399,688,20.271274,6.678852,6.407935,5.877322,791,612,515,1.10014966666667,10.1284562417694
"ATXN2","Atxn2",215.053132,174.590279,209.442136,3465,671,1240,199.695182333333,52.359289,57.021663,62.218336,1124,822,830,1.45424333333333,81.7747692771567
"ATXN2L","Atxn2l",27.77235,26.374977,33.419978,3623,833,1503,29.1891016666667,122.473409,103.446595,113.881241,2546,1632,1646,8.04718866666667,3.3368489128446
"ATXN3","Atxn3",9.858878,7.217235,12.493542,1425,325,542,9.85655166666667,21.568456,20.970068,13.992151,441,316,275,1.029371,5.3497126285271
"ATXN7","Atxn7",4.928645,3.476944,5.876153,862,200,414,4.76058066666667,12.539966,7.423448,5.782493,494,312,285,13.586409,0.394927954280362
"ATXN7L1","Atxn7l1",6.217479,5.346136,7.688585,381,74,175,6.4174,2.994492,4.871202,3.017986,191,165,125,157.813966,0.046704960444096
"ATXN7L3","Atxn7l3",49.780547,51.191516,49.348859,7169,1779,2801,50.106974,90.369977,87.912677,100.532886,1701,1516,1495,9.947706,4.66828155597163
"ATXN7L3B","Atxn7l3b",38.003034,37.700403,37.125354,5540,1345,2143,37.609597,24.982873,30.181066,36.47742,3413,3180,3460,0,38.609597
"AUH","Auh",54.688276,44.553708,66.047666,1999,480,890,55.09655,16.972372,23.424688,22.770269,292,281,241,19.8756536666667,2.68717573570271
"AUNIP","Aunip",0.086505,0,0.221599,4,0,4,0.102701333333333,2.105922,1.580255,1.723203,47,45,40,293.516971666667,0.0037441011534689
"AUP1","Aup1",56.950475,55.347971,60.521073,1500,309,601,57.6065063333333,41.659608,43.176183,46.960681,951,746,698,7.092725,7.24187542926929
"AURKA","Aurka",1.551249,1.045024,1.786168,109,19,47,1.46081366666667,6.13893,2.96912,4.973324,189,79,124,18.30786,0.127451393715651
"AURKAIP1","Aurkaip1",63.506939,49.653202,61.374342,1766,332,668,58.178161,39.545276,36.792655,51.290419,427,304,353,74.7653836666667,0.781071224562883
"AURKB","Aurkb",0.257388,0.221229,0.915816,2,1,5,0.464811,20.56643,2.591304,9.036913,180,27,69,43.865246,0.0326491244470163
"AURKC","Aurkc",0.048931,0.536261,0.166777,1,2,1,0.250656333333333,1.962306,0.880636,0.505614,17,9,4,37.9218473333333,0.0321325018985481
"AUTS2","Auts2",68.626772,80.343675,23.351142,2195,458,912,57.4405296666667,66.826994,59.742749,48.642448,1457,986,1048,23.5059146666667,2.38475202666719
"AVEN","Aven",13.972551,14.70413,10.695661,642,134,203,13.124114,23.125919,22.08792,28.658322,179,149,147,94.0955743333333,0.148525460822094
"AVIL","Avil",513.708204,617.608628,488.20459,33169,8309,12795,539.840474,57.930995,53.394478,43.549437,359,166,177,48.248683,10.9818261332998
"AVL9","Avl9",11.328373,9.805054,11.892608,3098,678,1267,11.0086783333333,20.14696,19.787254,16.94812,1115,1008,812,31.0078096666667,0.375179634545232
"AVP","Avp",0,0,0,0,0,0,0,0,0,0,0,0,0,44.3015803333333,0.0220742851053298
"AVPI1","Avpi1",9.141022,7.437169,9.186054,333,66,134,8.58808166666667,3.75457,1.693476,2.080158,85,29,31,0.195081,8.02295548725707
"AVPR1A","Avpr1a",0.448606,0.497559,0.441895,48,13,19,0.462686666666667,0.568486,0.023728,0.014785,33,2,1,6.998181,0.182877415085588
"AVPR1B","Avpr1b",0,0,0.015076,0,0,1,0.00502533333333333,0,0,0,0,0,0,0.162628666666667,0.864442243811868
"AVPR2","Avpr2",0,0,0,0,0,0,0,0.163883,0,0.055528,4,0,1,20.036068,0.0475374010009855
"AWAT1","Awat1",0,0,0,0,0,0,0,0.153228,0,0,1,0,0,3.75022233333333,0.210516462141737
"AWAT2","Awat2",0.194671,0.263642,0.13478,13,5,4,0.197697666666667,0.026849,0,0,1,0,0,4.11676966666667,0.234073007911437
"AXDND1","Axdnd1",0.34561,4.533851,3.217375,8,3,9,2.69894533333333,0.029653,0.075572,0.368476,1,1,2,0.0739273333333333,3.44431622002978
"AXIN1","Axin1",26.151096,25.190582,28.813121,662,154,271,26.7182663333333,13.627644,6.758895,10.125667,459,280,280,2.67193033333333,7.54869069320578
"AXIN2","Axin2",2.776715,2.10365,2.370868,302,58,120,2.41707766666667,5.054945,3.000544,5.819945,299,110,169,6.234409,0.47233680963665
"AXL","Axl",19.175486,21.598249,16.941067,1166,327,486,19.2382673333333,8.260608,6.451291,7.352475,650,381,368,28.3794836666667,0.688857148170212
"AZGP1","Azgp1",0.123303,0.507562,0.179441,3,3,3,0.270102,2.812709,2.3283,3.845855,44,34,50,2.45694433333333,0.367405974042779
"AZI2","Azi2",67.699827,68.186234,68.47678,3584,779,1450,68.120947,176.447725,164.968302,144.602469,1134,811,822,0.810984333333333,38.1676117941753
"AZIN1","Azin1",136.019906,142.041668,149.13205,8592,2280,3594,142.397874666667,103.245866,115.321139,144.87571,3709,3051,3214,11.6446366666667,11.3406085478665
"AZIN2","Azin2",64.19594,65.000448,63.527677,3341,813,1306,64.241355,22.864027,16.402619,20.395053,260,160,157,3.207066,15.5075663181894
"B2M","B2m",152.142697,152.650059,158.817297,3947,994,1610,154.536684333333,497.999433,475.638578,666.740329,2406,1717,2142,68.0664473333333,2.25198617184798
"B3GALNT1","B3galnt1",15.992767,16.197025,15.553433,1228,308,469,15.9144083333333,13.803834,25.259464,31.819854,573,884,895,10.6812063333333,1.44800184592807
"B3GALNT2","B3galnt2",6.384654,7.32535,8.287714,417,129,215,7.33257266666667,14.098254,7.306886,7.057642,553,273,321,16.410959,0.478582062404872
"B3GALT1","B3galt1",20.748066,16.963033,25.722056,2240,527,953,21.144385,10.255121,10.079872,10.328377,959,722,678,0.169179333333333,18.9401098434286
"B3GALT2","B3galt2",0.733987,0.601764,0.903409,273,57,131,0.746386666666667,7.322332,6.701658,8.668135,434,308,357,2.276861,0.53294499420838
"B3GALT4","B3galt4",1.753208,1.279647,1.354101,107,19,33,1.46231866666667,1.50173,1.66546,2.040154,31,27,32,10.241701,0.219034349576338
"B3GALT5","B3galt5",4.859083,5.02693,5.140235,946,252,423,5.00874933333333,0.247744,0.062875,0.071737,64,10,12,20.2616706666667,0.282609463176083
"B3GALT6","B3galt6",1.710004,1.440322,1.783862,210,43,91,1.64472933333333,10.900797,13.483538,16.413302,477,442,459,12.819513,0.191376449613914
"B3GAT1","B3gat1",1.028063,0.912729,1.103066,145,34,59,1.01461933333333,19.502026,23.409849,26.440761,1360,1297,1273,82.7563036666667,0.0240533457798128
"B3GAT2","B3gat2",0.819529,0.872109,1.039407,192,50,85,0.910348333333333,3.171138,5.99788,5.989888,317,441,406,12.0848896666667,0.145996518274043
"B3GAT3","B3gat3",65.566,62.025357,53.938114,3632,831,1258,60.5098236666667,34.69147,29.768993,41.730587,626,399,466,600.234713,0.1023058421889
"B3GLCT","B3glct",14.017691,13.014471,12.649113,1820,402,650,13.2270916666667,2.116767,1.661724,2.371212,160,90,125,1.322715,6.125199030732
"B3GNT3","B3gnt3",0.199421,0.262198,0.236702,25,8,12,0.232773666666667,0,0.080567,0.068477,0,3,1,35.320676,0.0339413745125963
"B3GNT4","B3gnt4",0.54741,0.314417,0.617637,29,4,13,0.493154666666667,6.189337,4.532234,3.142689,91,53,48,0.021035,1.46239322517511
"B3GNT5","B3gnt5",1.760417,4.515217,2.878789,234,69,123,3.05147433333333,7.000015,2.172665,3.208099,383,106,123,26.702718,0.146248261031042
"B3GNT6","B3gnt6",0.477794,0.31537,0.286015,44,7,11,0.359726333333333,0.206473,0,0.046721,1,0,1,6.664343,0.177409379164442
"B3GNT7","B3gnt7",0.056493,0.038871,0.043736,6,1,1,0.0463666666666667,1.468852,3.951952,4.946729,97,138,146,3.09305433333333,0.255644460457118
"B3GNT8","B3gnt8",10.809608,8.272009,10.043685,724,142,278,9.708434,12.951412,0.042436,0.196337,6,1,4,5.532109,1.63935323185819
"B3GNT9","B3gnt9",0.661585,0.479729,0.560413,58,11,21,0.567242333333333,2.447741,1.492529,2.319467,111,51,68,4.03916766666667,0.311012142679912
"B3GNTL1","B3gntl1",1.571262,1.50738,1.432712,172,43,64,1.50378466666667,5.206834,5.263774,6.342655,119,75,74,0.258818666666667,1.98899550266176
"B4GALNT1","B4galnt1",12.166604,11.666756,12.159852,1082,247,428,11.9977373333333,23.787917,32.03251,34.082849,1386,1362,1327,0.153615,11.2669628371106
"B4GALNT2","B4galnt2",0.045188,0.186012,0.038592,3,3,1,0.0899306666666667,0.344684,0.267887,0.302316,57,34,34,0.0147366666666667,1.0741019837659
"B4GALNT3","B4galnt3",0.661701,0.605299,0.516733,97,23,30,0.594577666666667,6.332888,1.357125,2.578515,276,65,53,3.53613166666667,0.351528082481439
"B4GALNT4","B4galnt4",7.207564,7.430143,9.045974,773,195,314,7.89456033333333,127.331792,120.668496,144.472522,1674,1168,1401,53.2285573333333,0.16401985910597
"B4GALT1","B4galt1",6.907218,7.680732,7.201471,1092,297,460,7.26314033333333,8.989979,5.592879,7.455672,681,324,383,3.00790733333333,2.06170942741357
"B4GALT2","B4galt2",7.81552,6.653119,7.201926,650,136,237,7.22352166666667,20.708591,24.247875,29.552068,710,581,627,0.424361333333333,5.77347999711684
