"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg_TPM","FoldChange"
"OASL","Oasl1",0.897375,1.794129,2.048944,46,15,25,1.58014933333333,0.082968,0.051967,0.024794,5,2,1,25.9951006666667,0.0955784297748251
"OAT","Oat",34.352508,34.936615,34.089046,2852,721,1116,34.4593896666667,84.301854,89.190023,90.561889,1938,1708,1811,0,35.4593896666667
"OAZ1","Oaz1",545.678955,489.61946,519.154644,8297,1861,3096,518.151019666667,266.764127,238.922102,313.76622,3321,2233,2507,0,519.151019666667
"OAZ2","Oaz2",129.924817,123.305461,130.004944,6705,1573,2580,127.745074,198.139579,186.42173,234.487592,1898,1503,1581,0,128.745074
"OAZ3","Oaz3",0.827958,0.530394,0.745244,25,7,5,0.701198666666667,5.609301,6.216012,3.668503,62,50,29,0.746994333333333,0.97378602449197
"OBP2B","Obp2a",0,0,0,0,0,0,0,0,0,0,0,0,0,29.483199,0.0328049559365472
"OBSCN","Obscn",0.676568,0.587727,1.494144,88,24,98,0.919479666666667,30.351519,17.59895,15.848119,2500,1008,855,2.95714566666667,0.485066719387046
"OBSL1","Obsl1",11.766138,12.368223,13.413166,550,132,230,12.5158423333333,101.351364,42.93911,53.933835,3540,1194,1231,0.0180153333333333,13.2766588977376
"OC90","Oc90",0.329106,0.327972,0.414714,22,6,3,0.357264,0,0.04231,0,0,1,0,52.5881123333333,0.025327706853293
"OCA2","Oca2",0.06343,0,0,8,0,0,0.0211433333333333,0.424291,0.918068,1.133865,24,36,44,9.87911,0.0938627638964339
"OCEL1","Ocel1",8.033138,10.853052,5.592013,635,125,233,8.159401,22.801301,16.254847,15.933943,138,73,65,185.758537666667,0.049044081809786
"OCIAD1","Ociad1",270.285422,278.178039,255.717677,8385,2084,3113,268.060379333333,220.599751,219.595337,238.847542,2058,1528,1646,0,269.060379333333
"OCIAD2","Ociad2",3.800014,2.451548,3.364129,157,44,84,3.20523033333333,164.966521,291.708008,293.309262,241,277,279,0,4.20523033333333
"OCLN","Ocln",0.574314,3.241785,0.552346,68,22,21,1.45614833333333,4.807657,4.383046,3.164578,254,187,169,0.318777333333333,1.8624435461938
"OCM2","Ocm",0,0,0.699932,0,0,1,0.233310666666667,0,0,0,0,0,0,0.0597683333333333,1.16375497160543
"OCRL","Ocrl",22.644474,25.174922,23.031983,3657,902,1533,23.6171263333333,13.754548,17.285869,20.121791,1247,1243,1245,0.243191,19.8015641468876
"OCSTAMP","Ocstamp",0.122663,0.083131,0.085097,19,3,5,0.0969636666666667,0,0,0,0,0,0,15.7752613333333,0.0653917482934791
"ODAM","Odam",0,0,0,0,0,0,0,0,0,0,0,0,0,0.735639333333333,0.576156567090167
"ODC1","Odc1",30.301006,38.350486,41.864279,1861,414,763,36.8385903333333,23.266282,22.117731,34.064088,818,599,761,0,37.8385903333333
"ODF1","Odf1",0.051685,0,0,2,0,0,0.0172283333333333,0.065058,0,0,1,0,0,0,1.01722833333333
"ODF2","Odf2",24.098205,18.68058,22.328224,1704,418,707,21.7023363333333,23.213574,11.893521,10.607275,841,373,367,7.42912766666667,2.69331978718399
"ODF2L","Odf2l",17.763135,20.781364,20.310509,506,148,221,19.618336,46.112115,47.99682,52.957755,1022,852,813,0.382059666666667,14.9185570618152
"ODF3","Odf3",0.062421,0,0.040477,3,0,1,0.0342993333333333,0.095272,0,0,5,0,0,261.931447,0.00393372244033378
"ODF3B","Odf3b",0.670428,0.786005,0.712766,10,5,6,0.723066333333333,2.058438,0.517419,1.423033,15,5,11,3.13343966666667,0.416860163032903
"ODF3L1","Odf3l1",0.105724,0.282352,0.117373,4,3,2,0.168483,0.22216,0.146259,0.084253,4,2,1,7.414033,0.138873118277525
"ODF3L2","Odf3l2",0.065239,0,0.109885,3,0,2,0.0583746666666667,0.078841,0.211058,0.289177,2,4,4,3.23797866666667,0.249735723067978
"ODF4","Odf4",0.055635,0,0.064309,1,0,1,0.0399813333333333,0,0,0,0,0,0,0.282776333333333,0.810726941485512
"ODR4","Odr4",57.678371,57.796028,60.525,3305,829,1429,58.6664663333333,19.671934,22.125005,15.663116,435,412,416,24.215321,2.36627827713688
"OFD1","Ofd1",1.964407,2.061262,2.487965,363,94,182,2.17121133333333,9.769097,7.68626,7.596507,404,226,256,0.0174843333333333,3.11671760384189
"OGA","Oga",42.349214,43.667301,43.12996,6990,1771,2797,43.048825,101.552695,90.082084,82.324212,4639,3033,2975,0,44.048825
"OGDH","Ogdh",70.561357,64.926777,68.351205,11999,2696,4456,67.9464463333333,17.999153,22.699095,20.78803,1144,936,864,5.46147266666667,10.6703920128012
"OGFOD1","Ogfod1",17.948299,16.451936,14.46863,2733,602,947,16.2896216666667,19.502676,23.899386,23.437154,584,556,568,2.17085633333333,5.45266636173677
"OGFOD2","Ogfod2",14.86607,14.764862,15.003032,725,152,285,14.877988,10.940209,9.902022,18.468559,188,103,126,20.4827036666667,0.739105665951947
"OGFOD3","Ogfod3",5.816257,5.173556,6.350019,279,60,120,5.779944,13.774668,13.547655,12.076076,354,264,244,16.190207,0.394407350650286
"OGFR","Ogfr",10.994114,9.380168,13.194016,947,210,387,11.1894326666667,19.196501,11.142715,17.000386,737,370,429,8.52734466666667,1.27941552375174
"OGFRL1","Ogfrl1",59.557785,51.052093,60.461817,7417,1704,2805,57.0238983333333,4.545608,4.003633,4.242126,618,441,408,37.2903476666667,1.51536619198278
"OGG1","Ogg1",5.673932,7.612744,5.293011,249,64,110,6.193229,23.360488,24.333971,28.514504,546,442,411,0.0637563333333333,6.76210216061385
"OGN","Ogn",28.860384,27.052867,35.46297,2887,685,1399,30.4587403333333,13.844182,0.853182,1.918754,486,16,18,9.495988,2.99721572979441
"OGT","Ogt",38.169583,38.587841,41.236345,6850,1694,2869,39.3312563333333,87.970816,57.603045,45.274238,5936,2868,2483,0.456876666666667,27.6833703607947
"OIP5","Oip5",0.4877,0.714423,0.781179,33,12,13,0.661100666666667,2.610773,1.663045,2.773553,43,14,26,1.13146633333333,0.779322966865221
"OIT3","Oit3",0.044835,0,0,5,0,0,0.014945,0.100868,0.048099,0.113809,4,1,3,9.290209,0.0986321074722583
"OLA1","Ola1",59.264904,61.877943,61.514818,3475,895,1460,60.8858883333333,133.527686,127.240719,141.899075,1837,1438,1480,9.461074,5.9158255006449
"OLAH","Olah",0.036986,0,0.090262,2,0,2,0.042416,0.098515,0,0.107345,1,0,2,5.24981933333333,0.166791381382865
"OLFM1","Olfm1",164.909462,131.133483,145.150707,11066,2273,4151,147.064550666667,106.694429,152.154547,157.540486,2261,2585,2729,29.0986396666667,4.91931038433753
"OLFM2","Olfm2",3.415226,4.239274,4.200145,256,72,124,3.95154833333333,60.442312,43.902611,44.425368,1135,619,618,76.1960596666667,0.0641425009866328
"OLFM3","Olfm3",1.287987,1.479661,2.18715,154,57,71,1.65159933333333,13.850693,9.078545,7.631866,647,326,257,2.48440733333333,0.760990056462974
"OLFM4","Olfm4",0.125805,0.258189,0.320966,13,2,8,0.234986666666667,0.059173,0,0.0285,3,0,1,125.274256666667,0.00978019351899042
"OLFML2A","Olfml2a",5.462829,6.258816,6.076856,1313,366,570,5.93283366666667,281.90045,159.183136,192.244076,34490,14787,15345,0.676502333333333,4.13529616322236
"OLFML2B","Olfml2b",5.270147,6.721675,5.720925,681,211,288,5.904249,21.652359,7.580199,10.090154,619,161,187,0.158363333333333,5.96034836507831
"OLFML3","Olfml3",4.762991,5.425626,4.961987,866,235,320,5.05020133333333,8.521636,3.714559,3.132502,264,86,63,0.111453,5.44350623313206
"OLIG1","Olig1",0.012695,0,0.028933,1,0,1,0.013876,0.333566,0.317587,0.647707,3,6,11,0.432586,0.707724353023134
"OLIG2","Olig2",0.011078,0,0,1,0,0,0.00369266666666667,0,0.033022,0.230601,0,1,2,2.406075,0.294677206657712
"OLIG3","Olig3",0.180323,0.160123,0.184106,14,3,6,0.174850666666667,0,0,0,0,0,0,3.61353466666667,0.254653048378525
"OLR1","Olr1",0.034553,0,0.070429,5,0,4,0.034994,0.322445,0.601278,0.066998,3,3,2,4.78179266666667,0.179009186193578
"OMA1","Oma1",5.672635,3.612601,6.529368,191,38,86,5.27153466666667,13.029747,13.023734,14.179553,84,57,54,0.707891333333333,3.67209233062057
"OMD","Omd",0.693018,1.047667,0.652221,41,17,17,0.797635333333333,0.074151,0.063896,0,3,2,0,0.0259366666666667,1.75218938141081
"OMG","Omg",6.458566,6.323178,7.056022,557,135,239,6.61258866666667,0.606634,0.219293,0.193057,19,6,5,7.66426266666667,0.878619330869778
"OMP","Omp",1.615168,1.908271,2.520842,140,40,85,2.01476033333333,0.608377,0.267659,0.307899,3,1,1,0,3.01476033333333
"ONECUT1","Onecut1",1.381592,1.186431,1.271258,196,47,83,1.27976033333333,5.513309,4.134315,1.729727,258,130,56,0,2.27976033333333
"ONECUT2","Onecut2",4.962731,4.352951,5.43247,3388,738,1479,4.91605066666667,7.110233,6.382479,6.081776,2192,1504,1303,1.442665,2.42196562634118
"ONECUT3","Onecut3",0.040299,0.047987,0.026728,7,2,2,0.038338,15.126839,40.388012,35.066547,1863,3751,2805,11.4132373333333,0.0836476393802401
"OOEP","Ooep",1.026853,1.310959,1.613028,86,27,53,1.31694666666667,0,0.086323,0,0,1,0,0.117234,2.07382398554525
"OOSP2","Oosp2",0,0,0,0,0,0,0,0,0,0,0,0,0,37.7469913333333,0.0258084554590879
"OPA1","Opa1",36.748808,34.201805,39.595707,7829,1893,3322,36.8487733333333,70.94345,72.646045,53.722888,1974,1785,1643,0.0437823333333333,36.2611745041351
"OPA3","Opa3",20.88948,19.671963,19.000627,2927,669,1043,19.8540233333333,4.57207,6.854368,7.355583,583,599,561,7.03024833333333,2.59693380175665
"OPALIN","Opalin",0.008858,0,0.068454,1,0,3,0.0257706666666667,0,0,0,0,0,0,0.841916333333333,0.55690405047352
"OPHN1","Ophn1",30.427235,35.292837,29.892332,1971,501,796,31.8708013333333,10.490799,13.808185,5.544134,915,644,546,0.245248666666667,26.3969777388506
"OPLAH","Oplah",12.675376,16.276529,15.09647,921,245,368,14.6827916666667,0.654073,0.789723,1.759856,49,33,34,1.31590833333333,6.77176701726104
"OPN1LW","Opn1mw",0.583939,0.654062,0.203473,10,3,1,0.480491333333333,0,0,0,0,0,0,0.255021666666667,1.17965400331734
"OPN1SW","Opn1sw",0.415508,0.183105,0.356,12,2,5,0.318204333333333,0.11727,0,0,2,0,0,3.21554433333333,0.312700858797753
"OPN3","Opn3",3.106098,2.433434,2.245471,209,39,64,2.595001,18.396728,8.159278,9.358292,516,182,197,1.92247033333333,1.23012403547638
"OPN4","Opn4",0.471299,0.16618,0.398698,21,3,11,0.345392333333333,0.035041,0.060731,0,1,2,0,9.28876266666667,0.130763278046262
"OPN5","Opn5",0.040575,0.110288,0,3,2,0,0.0502876666666667,0,0.228384,0,0,1,0,0.0632803333333333,0.987780582166948
"OPRD1","Oprd1",2.742499,2.854168,3.35902,458,115,226,2.985229,2.406492,2.226064,2.914024,431,302,346,0.014629,3.92776965767783
"OPRK1","Oprk1",0.89513,1.111238,0.916028,169,52,66,0.974132,0.531204,0.044735,0.563114,37,3,35,0.0826973333333333,1.82334613674736
"OPRL1","Oprl1",5.666448,6.376235,6.16327,642,157,248,6.068651,3.094098,5.567682,4.593273,187,248,178,47.513622,0.145704458017998
"OPRM1","Oprm1",97.224562,89.571113,61.444007,884,128,312,82.7465606666667,0.134216,0.187366,0.147776,17,19,12,0.327236,63.0984698024064
"OPTC","Optc",0.082587,0,0.127373,5,0,3,0.0699866666666667,0,0,0,0,0,0,1.68976633333333,0.397799114892136
"OPTN","Optn",19.450537,19.549734,19.879573,1906,499,744,19.6266146666667,41.601699,52.928108,47.104479,1475,1342,1183,0.209991,17.0469157759576
"OR10H3","Olfr63",0.257147,0.299776,0.288007,76,22,33,0.281643333333333,0,0,0,0,0,0,0.0125116666666667,1.26580599071286
"OR1J1","Olfr3",0,0,0,0,0,0,0,0,0,0.314969,0,0,3,4.76612333333333,0.173426744832028
"OR1M1","Olfr24",0,0,0.036519,0,0,2,0.012173,0.043696,0.150201,0.166332,2,5,5,0.0726986666666667,0.943576263728615
"OR2A7","Olfr13",0,0,0,0,0,0,0,1.409199,0.716999,0.570703,38,14,14,0.721255666666667,0.580971217330294
"OR2B6","Olfr11",0.022617,0.037398,0.027739,3,1,1,0.0292513333333333,0,0,0.217093,0,0,2,0.00555933333333333,1.02356101645585
"OR2C1","Olfr15",0.008311,0,0.021421,2,0,2,0.00991066666666667,0.08532,0,0.064029,2,0,1,968.933126,0.00104121680102992
"OR2V1","Olfr56",0.259067,0.251241,0.119994,21,5,5,0.210100666666667,0.117344,0.09237,0.138706,5,3,4,3.140089,0.292288563522829
"OR2Y1","Olfr10",0.010001,0,0,1,0,0,0.00333366666666667,0,0,0,0,0,0,3.03881466666667,0.248422804578637
"OR4C3","Olfr140",0,0,0,0,0,0,0,0,0,0,0,0,0,0.363518666666667,0.733396633611665
"OR4E2","Olfr1509",0.010469,0,0,1,0,0,0.00348966666666667,0,0.026372,0,0,1,0,13.667412,0.0684162732093887
"OR5AP2","Olfr1020",0.019501,0,0.024863,2,0,1,0.014788,0,0,0,0,0,0,11.076129,0.0840325571215743
"OR5AR1","Olfr1019",0,0,0,0,0,0,0,0,0,0,0,0,0,9.11961066666666,0.09881803094401
"OR5B21","Olfr1444",0,0,0,0,0,0,0,0,0,0,0,0,0,13.5118093333333,0.0689093948955779
"OR5H15","Olfr183",0,0.060936,0,0,1,0,0.020312,0,0,0,0,0,0,22.6235826666667,0.0431904006431539
"OR5H6","Olfr187",0,0,0,0,0,0,0,0,0,0,0,0,0,12.51103,0.074013602219816
"OR5J2","Olfr1052",0,0,0,0,0,0,0,0,0,0,0,0,0,0.107104333333333,0.903257235918446
"OR5K4","Olfr180",0,0,0,0,0,0,0,0,0,0,0,0,0,6.47565133333333,0.133767608387657
"OR5P2","Olfr502",0,0,0,0,0,0,0,0,0,0,0,0,0,40.8223953333333,0.023910634291264
"OR5P3","Olfr480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OR5T2","Olfr1086",0,0,0,0,0,0,0,0.028182,0,0,1,0,0,8070.17599733333,0.00012389768236133
"OR7A17","Olfr19",0,0,0,0,0,0,0,0.064303,0.105732,0.060732,4,5,3,2526.78866933333,0.000395602691052387
"OR8A1","Olfr151",0,0,0,0,0,0,0,0.096501,0.105449,0.081902,10,8,6,3.59930266666667,0.21742426460591
"OR8B3","Olfr147",0.31921,0.42843,0.320095,67,23,26,0.355911666666667,0,0,0,0,0,0,17.628219,0.0727880462789635
"OR8B8","Olfr145",0.014355,0,0.018248,4,0,2,0.0108676666666667,0.014048,0.018358,0.040597,1,1,2,0.743192,0.579894622432105
"OR8U1","Olfr1044",0.037344,0.05016,0.063295,3,1,2,0.0502663333333333,0,0,0,0,0,0,0.188885,0.883404478425864
"ORAI1","Orai1",4.877695,4.646235,4.769103,275,64,116,4.76434433333333,4.84262,5.424984,5.85891,137,108,105,14.8309123333333,0.364119528423894
"ORAI2","Orai2",13.15071,11.474848,12.429618,2131,455,760,12.3517253333333,16.107772,20.957279,18.766035,957,981,1076,5.162726,2.16652911931073
"ORAI3","Orai3",7.305878,6.75083,6.860937,570,127,215,6.97254833333333,2.856807,2.089177,3.971144,108,57,68,8.37301333333333,0.850585404053623
"ORC1","Orc1",3.20802,0.643282,0.137637,12,7,6,1.32964633333333,1.382907,0.618313,1.049214,79,27,40,0.086405,2.14436267628862
"ORC2","Orc2",13.19101,14.121528,16.870367,1241,302,489,14.727635,11.551545,8.875201,8.616587,314,201,199,5.789903,2.31632690481734
"ORC3","Orc3",27.209761,26.37808,29.377633,1571,343,645,27.655158,18.370644,21.269536,24.469532,708,633,653,5.875162,4.1679247703545
"ORC4","Orc4",56.933059,47.613421,60.523559,1470,333,614,55.0233463333333,35.330713,43.043011,40.317483,1432,1365,1278,5.22799933333333,8.9954001814815
"ORC5","Orc5",14.656427,14.564369,13.845002,1066,248,430,14.355266,7.72254,8.363965,8.931034,242,205,204,14.9898836666667,0.960311301827066
"ORC6","Orc6",7.621741,11.271756,7.636728,298,75,127,8.84340833333333,16.932689,7.878121,13.578327,318,130,184,2.79610066666667,2.59303142821467
"ORM2","Orm3",0.601321,0.176556,0.658234,14,1,6,0.478703666666667,0.097278,0,0.293767,1,0,2,0,1.47870366666667
"ORMDL1","Ormdl1",6.677434,5.071726,6.571202,482,92,187,6.10678733333333,57.68634,51.709954,60.126151,947,624,734,0.779472,3.99376181998555
"ORMDL2","Ormdl2",12.004717,7.063773,10.341815,334,56,106,9.803435,23.404482,17.544981,27.390062,164,97,124,5485.809432,0.00196898309188443
"ORMDL3","Ormdl3",20.218868,22.073013,18.615959,1775,469,646,20.3026133333333,57.697299,37.86062,39.899525,576,334,342,44.8896463333333,0.464213935723003
"OS9","Os9",34.372462,43.789988,32.780808,3534,849,1315,36.981086,165.042222,183.294387,158.787674,4017,3433,3235,2536.699436,0.0149667393471415
"OSBP","Osbp",15.974062,16.016972,15.785207,2952,720,1152,15.9254136666667,20.491715,21.069103,20.556906,1289,984,1013,0.0788133333333333,15.688917761491
"OSBP2","Osbp2",13.511715,11.429442,9.014598,850,195,339,11.318585,6.373071,7.816705,6.933828,263,297,246,14.4420416666667,0.797730330348157
"OSBPL10","Osbpl10",29.30692,28.459203,25.222177,1969,476,748,27.6627666666667,20.795369,24.765566,18.413125,650,511,485,18.5546213333333,1.46577968338397
"OSBPL11","Osbpl11",6.612513,6.101738,5.98938,1126,259,412,6.23454366666667,4.284557,4.372029,5.63629,351,274,316,358.877119,0.020102816446818
"OSBPL1A","Osbpl1a",51.474046,56.631888,55.908612,4096,1038,1546,54.6715153333333,42.296091,32.163389,34.501884,1281,710,721,5983.038982,0.00930333433669021
"OSBPL2","Osbpl2",21.248891,24.14958,20.825623,2307,578,831,22.074698,20.221799,20.222312,19.785363,820,580,641,20.1385036666667,1.09159561924842
"OSBPL3","Osbpl3",91.208056,79.973074,88.570892,17377,3864,6544,86.5840073333333,9.426381,11.653056,9.925135,250,255,319,67.0972236666667,1.28616120624908
"OSBPL5","Osbpl5",27.588629,32.212073,26.175137,1803,479,700,28.658613,17.47435,21.47795,23.948853,550,454,452,11.671568,2.34056377237608
"OSBPL6","Osbpl6",12.311031,10.378174,11.851006,3034,643,1175,11.5134036666667,5.674708,4.528798,3.851303,597,375,376,7.87303466666667,1.41027327591492
"OSBPL8","Osbpl8",16.61377,13.314513,14.203145,3894,903,1583,14.710476,19.299964,26.470385,24.149196,2230,2224,2011,97.2262643333333,0.159941703032563
"OSBPL9","Osbpl9",85.958696,89.535213,92.493869,5155,1252,2056,89.3292593333333,240.637105,299.743311,324.446758,2052,1558,1547,6.42038633333333,12.1731208154975
"OSCAR","Oscar",0.351749,0.29514,0.803273,25,5,15,0.483387333333333,0.634648,0.211062,0,20,5,0,2.02609566666667,0.49019842620089
"OSCP1","Oscp1",15.891711,23.042847,13.856618,876,197,310,17.5970586666667,9.595606,8.658469,14.397044,71,54,55,1.823516,6.58648956360321
"OSER1","Oser1",12.723321,16.252202,12.681706,726,172,259,13.885743,8.323572,9.125202,10.944546,268,224,222,20.387289,0.696008877048419
"OSGEP","Osgep",24.286988,25.241859,21.02142,595,134,212,23.5167556666667,32.337054,33.468153,40.507367,589,468,514,14.8908473333333,1.54282242805513
"OSGEPL1","Osgepl1",8.163976,7.416216,9.152949,435,86,188,8.24438033333333,6.273979,6.124733,7.887499,191,113,150,10.3574953333333,0.81394533407395
"OSGIN1","Osgin1",0.838645,3.426886,1.268997,47,12,22,1.84484266666667,2.031917,1.909048,1.488925,38,24,22,2.65843966666667,0.777610928666401
"OSM","Osm",0,0,0.027608,0,0,1,0.00920266666666667,0,0,0,0,0,0,2.68879166666667,0.273586246625476
"OSMR","Osmr",12.359092,11.344974,11.919615,2320,467,937,11.8745603333333,4.518643,1.335858,1.497462,340,94,87,0,12.8745603333333
"OSR1","Osr1",0.074927,0.051554,0.157792,6,1,5,0.0947576666666667,0.518573,0,0.550953,15,0,9,45.8793243333333,0.0233526758807879
"OSR2","Osr2",0.48976,0.599962,0.322676,29,3,5,0.470799333333333,0.587484,0,0,18,0,0,4.70166633333333,0.257959559073929
"OST4","Ost4",67.022915,47.077544,63.300859,1071,185,396,59.1337726666667,226.409975,177.714442,183.78744,867,519,477,21.552158,2.66643097599204
"OSTC","Ostc",40.416422,34.08779,40.656731,1461,304,570,38.386981,129.870067,99.16857,101.491881,1276,718,795,20.364153,1.84360133537707
"OSTF1","Ostf1",115.999531,99.014259,129.27944,5103,1177,2073,114.76441,20.267719,16.049533,21.320622,411,249,295,9522.24594066667,0.0121559823952101
"OSTM1","Ostm1",19.830706,19.368086,19.912066,2356,572,950,19.7036193333333,35.53735,61.771468,62.376854,612,814,757,1.66916,7.7566048244891
"OSTN","Ostn",0.039011,0,0.049634,2,0,1,0.0295483333333333,0.470651,0.502578,0.487004,24,20,12,3.82119133333333,0.213546458157576
"OTC","Otc",0.008376,0,0,1,0,0,0.002792,0,0.063718,0.05855,0,1,1,6.77814766666667,0.128924268730134
"OTOA","Otoa",3.561375,2.670092,3.209829,399,72,138,3.14709866666667,0.035487,0.111752,0.384197,2,5,5,11.9642896666667,0.319886301008033
"OTOF","Otof",0.095571,0.068049,0.107149,29,5,13,0.0902563333333333,0.237117,0.014405,0.011155,10,1,1,35.1925293333333,0.0301237949769155
"OTOG","Otog",0.044226,0.0272,0.019198,10,1,3,0.030208,0.060977,0,0,12,0,0,0.515469,0.679794835790109
"OTOGL","Otogl",0.053583,0.054234,0.020488,20,5,3,0.0427683333333333,0.272819,0.654048,0.713598,19,33,33,36.916951,0.0275013761874823
"OTOL1","Otol1",0.035475,0,0,3,0,0,0.011825,0,0,0.063383,0,0,1,141.052487666667,0.00712289532284924
"OTOP1","Otop1",1.054162,1.386016,0.708957,127,41,35,1.04971166666667,0.032277,0.03901,0.044772,1,1,1,0.179474,1.73781843997126
"OTOP2","Otop2",0.160651,0,0,2,0,0,0.0535503333333333,0,0,0,0,0,0,7.16029566666667,0.129106882442617
"OTOP3","Otop3",0.072115,0.042588,0.105828,7,1,4,0.0735103333333333,0,0,0.035806,0,0,1,0,1.07351033333333
"OTOR","Otor",0.032696,0,0,1,0,0,0.0108986666666667,0.085289,0,0,2,0,0,0.0441063333333333,0.968195129550981
"OTOS","Otos",0.14438,0.397665,0.248171,4,2,3,0.263405333333333,0.154255,0,0,1,0,0,5.52197966666667,0.193715006471195
"OTP","Otp",0.030039,0,0.025713,3,0,1,0.018584,0.045762,0,0,2,0,0,0,1.018584
"OTUB1","Otub1",102.618348,105.355412,103.929201,4381,982,1603,103.967653666667,58.276793,63.933057,71.567492,1313,1124,1168,0,104.967653666667
"OTUB2","Otub2",7.313567,5.223903,7.146018,500,95,175,6.56116266666667,3.328038,3.416173,3.293281,243,178,161,0,7.56116266666667
"OTUD1","Otud1",3.001153,3.173379,2.909795,257,66,113,3.028109,1.824018,2.144561,2.352828,79,71,69,0,4.028109
"OTUD3","Otud3",4.727498,4.146301,4.948592,285,60,122,4.60746366666667,33.410519,20.49022,25.613789,702,460,433,0,5.60746366666667
"OTUD4","Otud4",13.2224,9.737022,15.495402,2656,685,1193,12.8182746666667,9.397151,5.023097,4.903342,1094,467,441,0,13.8182746666667
"OTUD5","Otud5",26.898143,24.861034,28.814564,2167,511,799,26.8579136666667,33.334361,29.372394,28.541547,879,655,621,0,27.8579136666667
"OTUD6A","Otud6a",0,0,0.090339,0,0,1,0.030113,0,0,0,0,0,0,0,1.030113
"OTUD6B","Otud6b",25.968657,23.991254,26.682797,3035,704,1237,25.5475693333333,5.315176,5.450143,5.096226,231,177,173,0,26.5475693333333
"OTUD7A","Otud7a",11.34479,12.106162,14.519936,990,235,475,12.6569626666667,1.818141,3.609674,2.697321,283,324,259,0,13.6569626666667
"OTUD7B","Otud7b",9.356922,8.906243,10.510392,2767,653,1228,9.59118566666667,2.962451,2.862133,3.908327,412,328,320,0,10.5911856666667
"OTULIN","Otulin",9.55096,7.093874,9.140177,396,83,146,8.59500366666667,7.988229,6.998389,6.026618,353,238,261,0,9.59500366666667
"OTULINL","Otulinl",7.443707,7.491922,8.567223,227,49,109,7.834284,0.75226,1.489283,1.103301,29,22,22,0,8.834284
"OTX1","Otx1",0,0,0,0,0,0,0,0,0.025679,0.27378,0,1,4,0,1
"OTX2","Otx2",0,0,0,0,0,0,0,0,0.124081,0.381706,0,3,6,0,1
"OVCA2","Ovca2",9.772437,7.298074,9.42807,850,186,296,8.83286033333333,6.20054,8.027696,9.041768,96,94,91,0,9.83286033333333
"OVCH2","Ovch2",0,0,0,0,0,0,0,0.253898,0.090223,0.044986,6,2,1,0,1
"OVGP1","Ovgp1",1.295185,1.315024,1.522802,59,19,24,1.37767033333333,4.153636,1.290411,2.34746,106,26,29,0,2.37767033333333
"OVOL1","Ovol1",0.008098,0,0,1,0,0,0.00269933333333333,0.036324,0,0.027508,2,0,1,0,1.00269933333333
"OVOL2","Ovol2",0.37108,0.29281,0.425868,21,4,10,0.363252666666667,0,0,0,0,0,0,0,1.36325266666667
"OVOL3","Ovol3",0.090396,0,0.115383,2,0,1,0.068593,0,0,0.358675,0,0,2,0,1.068593
"OXA1L","Oxa1l",20.110252,21.828655,23.678195,980,244,424,21.8723673333333,44.26191,42.146148,47.634167,1162,822,794,8.40024533333333,2.43316706344118
"OXCT1","Oxct1",136.9802,149.457456,136.91827,8798,2073,3384,141.118642,452.562695,431.824708,546.703984,2489,2779,2549,0,142.118642
"OXGR1","Oxgr1",0.006491,0,0,1,0,0,0.00216366666666667,0,0,0.036619,0,0,1,0,1.00216366666667
"OXLD1","Oxld1",6.60412,2.955191,8.707753,111,12,41,6.08902133333333,8.948434,9.905306,13.721592,151,132,147,147.844318,0.0476270873392247
"OXNAD1","Oxnad1",18.31417,10.80964,15.125381,334,62,130,14.7497303333333,5.71789,5.787699,5.121033,197,152,127,0,15.7497303333333
"OXR1","Oxr1",150.568984,143.609511,149.950804,10363,2556,4295,148.043099666667,34.028568,34.520991,39.546361,1227,860,893,0,149.043099666667
"OXSM","Oxsm",4.311704,4.033539,4.130295,501,127,201,4.15851266666667,14.377219,17.670335,14.363407,92,75,80,5.60016366666667,0.781573446840283
"OXSR1","Oxsr1",16.699823,13.53649,15.782998,2587,589,1097,15.3397703333333,19.224153,16.852367,17.581247,1528,1003,956,0,16.3397703333333
"OXT","Oxt",0.090746,0,0,1,0,0,0.0302486666666667,0,0,0,0,0,0,0,1.03024866666667
"OXTR","Oxtr",0.393273,0.397413,0.197852,62,16,13,0.329512666666667,1.099561,0.651412,0.522869,77,39,28,0,1.32951266666667
"P2RX1","P2rx1",0.042484,0.104075,0.025288,3,1,1,0.0572823333333333,0.65778,0,0,28,0,0,0,1.05728233333333
"P2RX2","P2rx2",3.344817,3.105289,3.119056,220,49,75,3.18972066666667,0.110743,0.074959,0.086287,2,1,1,0,4.18972066666667
"P2RX3","P2rx3",135.940878,118.407477,125.494592,9309,2003,3381,126.614315666667,81.708041,116.440661,107.828498,5246,5772,4973,0,127.614315666667
"P2RX4","P2rx4",27.870689,23.930322,23.741403,1112,249,416,25.1808046666667,6.851264,4.023776,5.499624,139,56,101,0,26.1808046666667
"P2RX6","P2rx6",8.454618,8.823,8.179155,790,205,296,8.485591,15.741417,37.885293,14.77244,183,140,141,0,9.485591
