"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"TMEM234",9.821235,12.536444,18.842615,13.7334313333333,151,118,159,"Tmem234",55.255886,49.984212,50.753952,843,1189,314,51.9980166666667,0.27799967357269
"TMEM235",0,0,0,0,0,0,0,"Tmem235",0.377364,0.141053,0.085879,14,8,1,0.201432,0.832340074178147
"TMEM236",0.147088,0.196526,0.124,0.155871333333333,12,13,9,"Tmem236",0.078339,0.059808,0.168172,6,7,4,0.102106333333333,1.04878385902873
"TMEM237",18.040113,23.372238,18.404274,19.938875,545,481,505,"Tmem237",10.135594,8.242556,12.336309,214,272,64,10.238153,1.86319540230499
"TMEM238",0.475738,0.300936,0,0.258891333333333,2,1,0,"Tmem238",5.439707,10.358174,16.70227,19,36,11,10.8333836666667,0.106384730588892
"TMEM238L",0,0,0,0,0,0,0,"Tmem238l",0,0,0,0,0,0,0,1
"TMEM239",0.099629,0.020508,0.056475,0.0588706666666667,6,1,3,"Tmem239",0.277427,0.277841,0.259489,7,10,2,0.271585666666667,0.83271673660996
"TMEM240",3.674057,2.886811,4.723301,3.76138966666667,32,20,36,"Tmem240",11.981357,8.548357,13.038805,406,420,121,11.1895063333333,0.39061382278019
"TMEM241",9.768849,4.724632,11.82998,8.774487,170,107,153,"Tmem241",5.759814,5.412049,4.024295,146,210,53,5.065386,1.61151936579139
"TMEM242",5.717327,5.180499,6.519835,5.805887,328,242,322,"Tmem242",38.780651,38.916073,45.840375,636,951,238,41.179033,0.161357113141973
"TMEM243",12.415762,14.895143,13.620228,13.643711,122,119,110,"Tmem243",10.605751,8.322038,9.728068,259,365,81,9.55195233333333,1.38777266399706
"TMEM245",9.951369,11.034742,9.558318,10.1814763333333,1218,1025,1022,"Tmem245",6.070162,5.205701,3.945284,2139,2677,441,5.07371566666667,1.84096143892588
"TMEM247",0,0,0,0,0,0,0,"Tmem247",0,0,0,0,0,0,0,1
"TMEM248",24.427148,28.43746,29.77813,27.5475793333333,1340,1097,1331,"Tmem248",18.21844,11.362485,17.602539,1164,1245,337,15.7278213333333,1.70659279319578
"TMEM249",0.884168,0.356949,1.017157,0.752758,17,7,15,"Tmem249",0.445507,0.40745,0.192584,8,11,1,0.348513666666667,1.29977029030234
"TMEM25",35.276294,17.016103,33.402388,28.5649283333333,457,216,406,"Tmem25",41.610164,30.680488,39.515064,1236,1473,471,37.268572,0.772564190096598
"TMEM251",5.472017,7.077211,8.40566,6.98496266666667,74,78,104,"Tmem251",1.563959,1.250602,2.37112,110,133,52,1.72856033333333,2.9264380080289
"TMEM252",0,0,0,0,0,0,0,"Tmem252",1.123025,1.711328,0.885545,125,283,31,1.239966,0.446435347679384
"TMEM253",1.525087,8.359342,0.779589,3.55467266666667,17,8,14,"Tmem253",2.197962,1.360256,2.76027,13,14,5,2.10616266666667,1.46633423791499
"TMEM254",10.721295,15.08141,15.858679,13.887128,191,163,218,"Tmem254a",1.83328,4.438852,6.030185,47,200,57,4.10077233333333,2.91860271879089
"TMEM255B",0.787372,1.404864,1.498729,1.23032166666667,14,8,11,"Tmem255b",0.994824,0.966627,0.81959,14,28,3,0.927013666666667,1.15739794960804
"TMEM256",41.419947,37.428581,44.393052,41.0805266666667,138,98,122,"Tmem256",70.518507,62.682473,68.407947,301,422,96,67.2029756666667,0.61698959987215
"TMEM258",115.211397,71.499529,121.22903,102.646652,503,260,487,"Tmem258",53.190781,48.374277,77.020927,271,385,121,59.5286616666667,1.71235657862032
"TMEM259",122.552279,117.364644,113.863109,117.926677333333,1681,1111,1340,"Tmem259",30.580662,29.696747,39.888318,1179,1721,504,33.3885756666667,3.45831936995898
"TMEM260",7.087868,8.12533,8.99761,8.07026933333333,376,308,364,"Tmem260",6.002025,5.162178,5.448666,639,812,169,5.537623,1.38739559214922
"TMEM262",0.108184,0.516925,0.071322,0.232143666666667,7,3,4,"Tmem262",0.143212,0,0,1,0,0,0.0477373333333333,1.17600435478103
"TMEM263",45.071772,57.439775,50.775586,51.095711,1819,1883,1751,"Tmem263",5.41471,4.538294,4.580069,365,491,95,4.84435766666667,8.91384716187516
"TMEM266",2.162413,1.728038,1.269393,1.719948,61,37,29,"Tmem266",3.168764,2.818409,3.05808,169,214,52,3.01508433333333,0.677432346169898
"TMEM267",6.692804,9.105609,7.741363,7.846592,98,110,103,"Tmem267",9.1362,9.092702,14.433328,228,343,103,10.88741,0.744198441880948
"TMEM268",2.76146,1.898129,5.062848,3.24081233333333,133,104,149,"Tmem268",9.256345,9.902086,14.631191,345,580,126,11.2632073333333,0.345815920587605
"TMEM269",0.3037,1.01802,0.828642,0.716787333333333,11,15,16,"Tmem269",0.293178,0.468013,0.68821,8,20,6,0.483133666666667,1.15754053186036
"TMEM270",0,0,0,0,0,0,0,"Tmem270",0.072008,0,0,1,0,0,0.0240026666666667,0.976559956875112
"TMEM271",1.823557,1.697556,2.00089,1.84066766666667,45,30,39,"Gm42517",4.414162,3.434067,7.020144,140,164,68,4.95612433333333,0.476932231043084
"TMEM273",0.476263,0.18414,0.520297,0.393566666666667,5,4,5,"Tmem273",0.297793,0.459532,0,4,11,0,0.252441666666667,1.11267989859807
"TMEM30A",120.965285,126.519034,111.260829,119.581716,4111,3452,3634,"Tmem30a",98.050216,91.898996,84.200247,6702,9999,1774,91.383153,1.30523490576253
"TMEM30B",0.034598,0.266043,0.020097,0.106912666666667,2,3,1,"Tmem30b",0,0,0,0,0,0,0,1.10691266666667
"TMEM33",15.864262,14.476143,14.154399,14.8316013333333,847,659,678,"Tmem33",30.692956,37.625558,37.194178,1890,2845,556,35.1708973333333,0.437688929512504
"TMEM35A",15.720999,9.04235,17.800978,14.188109,461,214,464,"Tmem35a",24.53935,20.706518,26.635716,954,1194,327,23.960528,0.608485084930896
"TMEM35B",3.73128,3.626864,3.598504,3.652216,41,32,35,"Tmem35b",2.416557,1.724292,2.443513,77,68,23,2.19478733333333,1.45618957213845
"TMEM37",0.124941,0.51328,0.283351,0.307190666666667,3,10,6,"Tmem37",0.279782,0.475199,1.018522,7,18,8,0.591167666666667,0.82152917888603
"TMEM38A",6.05261,2.488258,5.464328,4.66839866666667,130,66,123,"Tmem38a",17.998711,15.833495,19.134711,660,840,222,17.655639,0.303843715386359
"TMEM38B",3.714549,2.609412,5.656552,3.99350433333333,72,46,80,"Tmem38b",5.764807,5.750348,4.282373,213,265,73,5.26584266666667,0.79694058708145
"TMEM39A",45.731609,42.739307,39.855579,42.7754983333333,815,737,739,"Tmem39a",35.255804,35.874032,51.33693,239,367,84,40.8222553333333,1.0467034353942
"TMEM39B",6.963154,4.661363,6.173382,5.932633,137,80,116,"Tmem39b",2.935625,2.507838,3.090619,83,103,24,2.844694,1.80316899082216
"TMEM40",2.638368,1.216926,0.654763,1.50335233333333,22,12,14,"Tmem40",1.507574,0.30413,2.328167,21,10,11,1.379957,1.05184771545592
"TMEM41B",13.992381,13.728902,13.891077,13.8707866666667,589,458,433,"Tmem41b",29.517774,31.290113,29.128572,1026,1592,343,29.9788196666667,0.480030770270686
"TMEM42",4.45221,2.75783,4.171151,3.79373033333333,80,40,64,"Tmem42",5.557359,4.472821,8.084757,90,114,46,6.03831233333333,0.681090878935608
"TMEM43",31.730744,30.94936,31.599898,31.4266673333333,1508,1204,1365,"Tmem43",15.070287,11.475187,12.884041,731,875,220,13.1431716666667,2.29274367147492
"TMEM44",16.269838,7.952222,11.437833,11.886631,216,112,165,"Tmem44",18.9909,11.148451,18.330998,977,1042,309,16.156783,0.751109983730633
"TMEM45A",28.229276,35.680004,30.505412,31.471564,627,679,513,"Tmem45a2",0.015763,0.048645,0,1,3,0,0.0214693333333333,31.7890737786874
"TMEM45A",28.229276,35.680004,30.505412,31.471564,627,679,513,"Tmem45a",1.556491,0.178155,1.235817,12,7,3,0.990154333333333,16.316103457973
"TMEM45B",0.64314,0.354272,0.259552,0.418988,21,9,5,"Tmem45b",0.328609,0.079466,0,3,4,0,0.136025,1.24908166633657
"TMEM47",24.361934,34.893606,38.767257,32.6742656666667,1433,1648,1998,"Tmem47",27.389233,32.637768,29.998841,1823,2996,552,30.008614,1.08596487629749
"TMEM50A",45.749092,46.845345,43.687323,45.4272533333333,1107,857,1074,"Tmem50a",38.50756,39.691706,39.595871,822,1246,269,39.2650456666667,1.15304111952785
"TMEM50B",34.961691,35.628215,32.461849,34.350585,503,443,460,"Tmem50b",34.896306,38.398817,39.423838,1578,2451,564,37.572987,0.916459619785214
"TMEM51",1.498575,1.44329,1.308989,1.41695133333333,37,31,25,"Tmem51",1.507758,1.099196,1.587733,57,63,19,1.398229,1.00780673294057
"TMEM52",0.30407,0.805382,0.71781,0.609087333333333,2,3,3,"Tmem52",1.834005,1.417549,2.041515,28,36,9,1.76435633333333,0.582083906452485
"TMEM52B",0.103718,0.665788,0.607234,0.458913333333333,4,5,2,"Tmem52b",0,0.01101,0,0,1,0,0.00367,1.45357869950615
"TMEM53",6.646109,4.82365,6.688507,6.05275533333333,100,66,89,"Tmem53",2.478411,4.505827,2.754724,30,51,15,3.24632066666667,1.66090973503179
"TMEM54",0.562824,0.54577,0.860327,0.656307,3,3,5,"Tmem54",0.057953,0.61937,0,1,6,0,0.225774333333333,1.35123322047043
"TMEM59",400.176265,270.989364,364.982248,345.382625666667,3356,1934,2752,"Tmem59",159.269407,152.938676,183.834305,3265,4647,1159,165.347462666667,2.08228379389688
"TMEM59L",120.291679,79.922617,128.400581,109.538292333333,1187,640,1086,"Tmem59l",113.072127,88.992273,121.725434,3230,3869,1114,107.929944666667,1.0147649727684
"TMEM60",13.845569,13.692123,13.670989,13.736227,142,113,125,"Tmem60",12.873129,11.465982,13.564474,272,360,89,12.6345283333333,1.08080211062184
"TMEM61",0,0,0,0,0,0,0,"Tmem61",0.01896,0.025324,0,1,2,0,0.0147613333333333,0.985453393967186
"TMEM62",7.930285,8.500901,7.726388,8.05252466666667,133,77,111,"Tmem62",62.679932,45.913825,27.177143,608,801,182,45.2569666666667,0.195700784530474
"TMEM63A",19.025244,21.655008,17.908815,19.529689,427,330,330,"Tmem63a",68.67549,115.28977,60.212218,1663,3679,688,81.3924926666667,0.249169412595107
"TMEM63B",39.682523,37.320657,34.681292,37.2281573333333,1043,688,915,"Tmem63b",43.64786,38.027169,36.713333,1934,2581,605,39.4627873333333,0.94477320651217
"TMEM63C",20.218898,19.382309,20.030935,19.8773806666667,710,517,623,"Tmem63c",11.524563,10.849413,7.484594,666,815,174,9.95285666666667,1.90611283449036
"TMEM64",9.364841,8.611917,7.800672,8.59247666666667,348,301,297,"Tmem64",6.774509,5.222724,6.453437,622,743,183,6.15022333333333,1.3415632238993
"TMEM65",2.56656,3.752535,2.473587,2.930894,349,409,295,"Tmem65",17.065541,16.159288,15.612225,1223,1795,344,16.279018,0.227495219925114
"TMEM67",7.230582,18.062428,10.420485,11.9044983333333,112,133,110,"Tmem67",3.122321,2.057956,2.487634,228,230,55,2.55597033333333,3.62896681459004
"TMEM68",11.752714,15.070149,12.687964,13.1702756666667,152,151,126,"Tmem68",11.973134,7.614804,9.136919,326,402,91,9.57495233333333,1.33998482640915
"TMEM69",16.471332,14.463714,12.729391,14.5548123333333,211,163,162,"Tmem69",5.471054,5.673724,6.126304,157,236,40,5.75702733333333,2.30202004017348
"TMEM70",12.478689,12.655298,13.088212,12.740733,146,118,118,"Tmem70",19.472607,16.234269,16.253247,469,588,163,17.320041,0.750038332337793
"TMEM71",2.835685,2.160957,1.552204,2.18294866666667,41,37,34,"Tmem71",0.101475,0.17451,0.108977,6,16,2,0.128320666666667,2.82096106248755
"TMEM72",1.466391,2.815178,1.053553,1.778374,45,67,35,"Tmem72",0.314969,0.376654,0.143385,125,221,18,0.278336,2.1734301466907
"TMEM74",1.550975,1.178768,1.558548,1.42943033333333,150,92,134,"Tmem74",3.321359,2.31932,2.858283,243,259,65,2.83298733333333,0.633821644075352
"TMEM74B",5.862521,3.879119,7.094545,5.61206166666667,112,60,124,"Tmem74b",2.070281,1.448928,2.789382,54,58,23,2.10286366666667,2.1309546203072
"TMEM79",2.562777,2.763869,3.259019,2.86188833333333,82,51,62,"Tmem79",0.845355,0.343562,2.006112,12,8,8,1.06500966666667,1.87015508724818
"TMEM80",19.931622,16.490106,19.787913,18.736547,256,172,224,"Tmem80",22.067742,20.182637,25.22914,451,612,166,22.493173,0.840097120980635
"TMEM81",2.70626,2.304201,3.311527,2.773996,48,33,52,"Tmem81",2.326137,4.295757,3.774777,82,225,42,3.465557,0.845134436756714
"TMEM82",0,0,0,0,0,0,0,"Tmem82",0.173215,0.214841,0.103505,11,18,2,0.163853666666667,0.859214546158581
"TMEM86A",1.77148,1.307247,2.380804,1.81984366666667,99,46,77,"Tmem86a",6.573584,5.826463,5.774697,196,256,68,6.058248,0.399510426194527
"TMEM86B",3.321178,2.885014,3.898738,3.36831,57,41,55,"Tmem86b",6.248122,4.976481,7.898677,113,125,41,6.37442666666667,0.592359270415598
"TMEM87A",59.060428,57.854158,64.579387,60.497991,1054,803,999,"Tmem87a",10.60271,8.999841,10.523839,574,824,192,10.04213,5.56939566913268
"TMEM87B",7.690329,17.196616,6.511127,10.466024,276,364,253,"Tmem87b",13.862412,9.43993,11.258013,840,988,225,11.5201183333333,0.915807957619144
"TMEM88",6.171715,5.917246,6.246329,6.11176333333333,45,32,39,"Tmem88",0.38261,0.400136,0.808734,12,19,8,0.530493333333333,4.6467130424177
"TMEM88B",0.250287,0.310885,0,0.187057333333333,1,1,0,"Tmem88b",42.506241,59.771756,50.840905,3139,6611,1176,51.039634,0.0228106395470294
"TMEM89",0.735618,0,0.422575,0.386064333333333,4,0,2,"Tmem89",0.061752,0,0,1,0,0,0.020584,1.3581090173208
"TMEM8B",3.841892,3.859939,4.525446,4.075759,443,275,372,"Tmem8b",13.408063,13.164933,20.628501,917,1215,294,15.7338323333333,0.303323165841051
"TMEM9",41.392728,46.693208,46.144047,44.7433276666667,711,541,674,"Tmem9",36.506295,29.765797,36.184794,814,980,275,34.1522953333333,1.30128992240488
"TMEM91",10.294081,7.457008,12.120319,9.957136,77,48,64,"Tmem91",41.727576,25.877871,22.085747,249,226,49,29.8970646666667,0.354633558825448
"TMEM92",1.827406,2.457228,2.571548,2.285394,44,48,41,"Tmem92",0,0,0,0,0,0,0,3.285394
"TMEM94",100.251392,90.578565,70.88293,87.237629,1006,734,805,"Tmem94",14.333295,13.660709,13.006445,942,1121,302,13.6668163333333,6.01614058529266
"TMEM95",0,0,0,0,0,0,0,"Tmem95",0.044818,0.059873,0,1,2,0,0.034897,0.966279736051027
"TMEM97",16.911948,20.873008,15.672707,17.819221,340,345,301,"Tmem97",8.274757,6.338203,9.89615,220,252,83,8.16970333333333,2.05232604762568
"TMEM98",20.550235,31.190291,15.144318,22.294948,292,418,264,"Tmem98",8.209579,10.080485,10.700168,258,476,106,9.66341066666667,2.18456821444746
"TMEM9B",22.993712,23.642679,26.817497,24.4846293333333,513,404,542,"Tmem9b",40.456813,41.538865,46.480374,1373,2087,496,42.8253506666667,0.581504287944393
"TMF1",77.428298,100.733298,76.135141,84.765579,606,654,487,"Tmf1",11.1956,15.557752,15.073822,816,1137,198,13.9423913333333,5.7397492199709
"TMIE",0.075618,0,0.048667,0.0414283333333333,1,0,1,"Tmie",3.520311,4.452577,2.909271,182,372,55,3.62738633333333,0.225057572096675
"TMIGD1",0,0,0,0,0,0,0,"Tmigd1",0.165883,0.283443,0.663391,3,7,2,0.370905666666667,0.729444792821874
"TMIGD3",0,0,0,0,0,0,0,"Tmigd3",0,0.114243,0.228954,0,2,1,0.114399,0.897344667394712
"TMOD1",39.959587,13.430369,39.206996,30.8656506666667,1847,503,1571,"Tmod1",30.016931,20.37208,18.576402,830,1256,301,22.988471,1.32837356189424
"TMOD2",6.578708,5.077281,7.085609,6.24719933333333,921,574,810,"Tmod2",51.984276,46.865639,31.880554,8054,10236,1732,43.576823,0.162577744343363
"TMOD3",7.667694,10.457039,6.45337,8.192701,540,622,433,"Tmod3",13.250273,9.795954,16.197207,445,537,141,13.0811446666667,0.652837622055063
"TMOD4",2.651465,2.947414,1.571902,2.39026033333333,14,16,10,"Tmod4",0.602657,0.323762,0,4,10,0,0.308806333333333,2.5903452993682
"TMPPE",0.094476,0.169199,0.21333,0.159001666666667,5,9,10,"Tmppe",2.560104,1.808789,1.609271,161,172,32,1.99272133333333,0.387273500461787
"TMPRSS11A",0,0,0,0,0,0,0,"Tmprss11a",0.07774,0.047091,0,4,4,0,0.0416103333333333,0.960051919607812
"TMPRSS11D",0,0.300936,0,0.100312,0,1,0,"Tmprss11d",0.089178,0.071948,0,5,6,0,0.0537086666666667,1.04422791119367
"TMPRSS11E",0,0,0,0,0,0,0,"Tmprss11e",0,0,0,0,0,0,0,1
"TMPRSS11F",0.033496,0.041651,0.037501,0.0375493333333333,1,1,1,"Tmprss11f",0,0,0,0,0,0,0,1.03754933333333
"TMPRSS12",0,0.025843,0,0.00861433333333333,0,1,0,"Tmprss12",0,0,0,0,0,0,0,1.00861433333333
"TMPRSS13",0.019817,0.03176,0.029105,0.026894,1,1,1,"Tmprss13",0.014344,0,0,1,0,0,0.00478133333333333,1.02200744175184
"TMPRSS15",0.032966,0.040763,0,0.0245763333333333,2,2,0,"Tmprss15",0.022936,0.022597,0.036822,2,3,1,0.0274516666666667,0.997201490418852
"TMPRSS2",0.242278,0,0.670405,0.304227666666667,1,0,2,"Tmprss2",0.06796,0.200641,0.092044,6,7,2,0.120215,1.16426549070193
"TMPRSS3",0.097064,0.039705,0,0.0455896666666667,3,1,0,"Tmprss3",0.051347,0,0,3,0,0,0.0171156666666667,1.02799484948778
"TMPRSS4",0.087065,0.146202,0.104271,0.112512666666667,7,4,8,"Tmprss4",0.063588,0.046915,0,2,3,0,0.0368343333333333,1.07298980261392
"TMPRSS5",4.46035,4.014118,1.711983,3.39548366666667,30,17,24,"Tmprss5",11.15674,24.71776,10.562643,274,821,125,15.4790476666667,0.266731655589402
"TMPRSS6",0.103985,0.103153,0.047814,0.084984,5,4,2,"Tmprss6",0.453071,0.583509,1.483794,2,17,2,0.840124666666667,0.589625268143064
"TMPRSS7",0.064043,0,0.064647,0.0428966666666667,2,0,2,"Tmprss7",1.324045,1.904573,2.133715,19,20,4,1.78744433333333,0.374140804964356
"TMPRSS9",0.801428,0.221648,0.20668,0.409918666666667,15,7,8,"Tmprss9",0.089902,0.089793,0.080985,7,11,1,0.0868933333333333,1.29720058392728
"TMSB10",1312.330123,1610.793551,1424.609681,1449.24445166667,4657,4633,4472,"Gm9844",0.787412,0,0,4,0,0,0.262470666666667,1148.73516665206
"TMSB4Y",0.814893,0.879716,0.767586,0.820731666666667,14,13,12,"Tmsb4x",441.133082,602.01033,426.590007,4736,9593,1445,489.911139666667,0.00370888236087484
"TMTC1",1.456915,1.242112,1.341958,1.346995,189,125,145,"Tmtc1",12.575202,9.830655,9.400912,2291,2684,534,10.6022563333333,0.202287807868636
"TMTC3",2.895439,5.185457,3.678691,3.91986233333333,303,420,337,"Tmtc3",5.623109,2.949993,2.96488,424,553,110,3.845994,1.01524317474048
"TMTC4",8.30859,9.176588,7.953162,8.47944666666667,315,250,309,"Tmtc4",11.2906,8.643882,11.988203,405,474,114,10.640895,0.814322839151686
"TMUB1",12.931489,13.680299,12.502838,13.0382086666667,164,122,132,"Tmub1",12.034683,9.622267,18.803169,206,299,105,13.4867063333333,0.969040742847483
"TMUB2",15.885547,15.588772,21.439249,17.637856,429,341,411,"Tmub2",24.940096,19.53962,21.373469,794,924,275,21.9510616666667,0.812069448929632
"TMX1",11.772269,15.828403,12.60541,13.4020273333333,495,494,480,"Tmx1",18.780816,14.363022,17.939598,538,769,153,17.027812,0.798878273932152
"TMX2",44.636321,34.560837,45.540862,41.57934,847,583,792,"Tmx2",128.591809,122.991661,131.066353,4781,6421,1626,127.549941,0.331228001108145
"TMX3",25.23043,37.650802,27.525315,30.1355156666667,907,962,868,"Tmx3",50.140487,45.833329,40.169299,1471,2264,386,45.3810383333333,0.671298375057939
"TMX4",10.501823,9.102648,11.025102,10.2098576666667,985,670,915,"Tmx4",40.789507,29.630924,32.544313,4767,5262,1187,34.3215813333333,0.317365679664172
"TNC",47.101426,220.827317,46.412646,104.780463,1870,5289,1364,"Tnc",0.600749,0.571155,0.592548,93,137,29,0.588150666666667,66.6060627749005
"TNF",0,0,0,0,0,0,0,"Tnf",0.061621,0.070696,0,2,3,0,0.0441056666666667,0.957757468353299
"TNFAIP1",30.883153,45.507829,31.681654,36.024212,1067,1036,999,"Tnfaip1",8.266329,6.647656,6.962884,676,810,179,7.29228966666667,4.46489612499065
"TNFAIP2",2.64632,5.120761,4.146143,3.97107466666667,69,59,65,"Tnfaip2",1.856712,1.49571,2.050707,37,45,12,1.801043,1.77472272530863
"TNFAIP3",3.161661,3.574171,1.816725,2.85085233333333,96,127,78,"Tnfaip3",0.563994,0.950482,0.266602,45,70,8,0.593692666666667,2.41630799581182
"TNFAIP6",2.421972,2.2719,1.083867,1.925913,39,33,15,"Tnfaip6",14.456092,14.41449,16.549206,440,688,157,15.1399293333333,0.181284127059788
"TNFAIP8",2.98737,4.017294,1.321737,2.775467,44,62,36,"Tnfaip8",4.739197,3.039684,3.941732,156,154,40,3.906871,0.76942454774132
"TNFAIP8L1",0.655249,1.018231,0.600381,0.757953666666667,38,46,29,"Tnfaip8l1",0.623108,0.320601,0.882929,33,26,14,0.608879333333333,1.09265724920742
"TNFAIP8L2",0.06571,0.081139,0,0.0489496666666667,1,1,0,"Tnfaip8l2",0.936571,0.972333,1.242637,19,30,8,1.05051366666667,0.511554584452904
"TNFAIP8L3",0.152531,0.190097,0.171646,0.171424666666667,4,4,4,"Tnfaip8l3",0.848745,0.545063,0.43427,76,76,12,0.609359333333333,0.72788260670188
"TNFRSF10B",67.602196,77.394221,67.704257,70.9002246666667,2608,2522,2522,"Tnfrsf22",2.450619,1.381048,2.434224,100,104,22,2.08863033333333,23.2789997205881
"TNFRSF10B",67.602196,77.394221,67.704257,70.9002246666667,2608,2522,2522,"Tnfrsf26",0.091599,0.051661,0,6,5,0,0.0477533333333333,68.6232363851543
"TNFRSF10B",67.602196,77.394221,67.704257,70.9002246666667,2608,2522,2522,"Tnfrsf23",1.367077,0.91309,1.191217,58,61,13,1.157128,33.3314595455933
"TNFRSF10C",3.833503,3.51753,4.831077,4.06070333333333,56,54,63,"Tnfrsf23",1.367077,0.91309,1.191217,58,61,13,1.157128,2.34603757094309
"TNFRSF10C",3.833503,3.51753,4.831077,4.06070333333333,56,54,63,"Tnfrsf22",2.450619,1.381048,2.434224,100,104,22,2.08863033333333,1.63849434447265
"TNFRSF10C",3.833503,3.51753,4.831077,4.06070333333333,56,54,63,"Tnfrsf26",0.091599,0.051661,0,6,5,0,0.0477533333333333,4.83005223875849
"TNFRSF10D",15.236625,23.121284,18.508121,18.9553433333333,825,1010,890,"Tnfrsf22",2.450619,1.381048,2.434224,100,104,22,2.08863033333333,6.46090375982191
"TNFRSF10D",15.236625,23.121284,18.508121,18.9553433333333,825,1010,890,"Tnfrsf23",1.367077,0.91309,1.191217,58,61,13,1.157128,9.25088512750905
"TNFRSF10D",15.236625,23.121284,18.508121,18.9553433333333,825,1010,890,"Nradd",3.157985,1.459067,5.556249,25,20,11,3.39110033333333,4.54449723725283
"TNFRSF10D",15.236625,23.121284,18.508121,18.9553433333333,825,1010,890,"Tnfrsf26",0.091599,0.051661,0,6,5,0,0.0477533333333333,19.0458409422065
"TNFRSF11A",0.037101,0.046368,0.063214,0.0488943333333333,2,2,5,"Tnfrsf11a",1.161302,1.265802,0.634792,91,136,22,1.020632,0.519092211413723
"TNFRSF11B",0.430336,0.699291,0.017668,0.382431666666667,5,10,0,"Tnfrsf11b",0.926361,0.87748,0.943185,50,73,16,0.915675333333333,0.721641941414568
"TNFRSF13B",0,0.063231,0,0.021077,0,1,0,"Tnfrsf13b",0.490994,0.420509,0.327482,19,34,4,0.412995,0.722633130336625
"TNFRSF13C",1.538952,1.836131,1.815797,1.73029333333333,91,87,94,"Tnfrsf13c",0.73386,1.160153,0.646545,19,50,8,0.846852666666667,1.47834929261638
"TNFRSF14",0.339506,0.229616,0.055776,0.208299333333333,3,2,1,"Tnfrsf14",1.113706,0.790716,0.939087,20,22,6,0.947836333333333,0.620328983834884
"TNFRSF17",0,0,0,0,0,0,0,"Tnfrsf17",0,0.150582,0.474755,0,3,2,0.208445666666667,0.827509277068587
"TNFRSF18",0,0,0.146668,0.0488893333333333,0,0,1,"Tnfrsf18",4.008822,3.097419,3.638884,47,56,9,3.58170833333333,0.228929747819682
"TNFRSF19",30.326503,59.45222,28.409446,39.3960563333333,1846,2879,1569,"Tnfrsf19",9.045872,8.080812,10.236293,780,1029,273,9.12099233333333,3.99131379640409
"TNFRSF1A",87.759129,121.950477,100.667933,103.459179666667,704,693,659,"Tnfrsf1a",23.822137,37.872051,102.418359,306,473,119,54.7041823333333,1.87524841566804
"TNFRSF1B",0.252342,0.136346,0.424031,0.270906333333333,14,6,6,"Tnfrsf1b",1.704727,1.115425,0.789621,90,122,21,1.20325766666667,0.576830550761728
"TNFRSF21",9.980975,11.521206,10.369469,10.6238833333333,542,500,492,"Tnfrsf21",23.504165,22.043912,24.952341,1800,2556,606,23.5001393333333,0.474441519502651
"TNFRSF25",17.125838,16.873247,19.159048,17.7193776666667,378,248,326,"Tnfrsf25",4.085187,1.816013,1.652229,30,31,10,2.51780966666667,5.32131622811884
"TNFRSF4",0,0.058957,0,0.0196523333333333,0,1,0,"Tnfrsf4",0.54618,0.43193,1.034901,10,8,6,0.671003666666667,0.610203528378454
"TNFRSF8",0,0,0,0,0,0,0,"Tnfrsf8",0.085181,0.026834,0.134413,6,3,3,0.0821426666666667,0.924092571897482
"TNFRSF9",0.689645,0.674491,0.783921,0.716019,24,22,21,"Tnfrsf9",0.049707,0.07503,0.078988,2,4,1,0.0679083333333333,1.60689728363077
"TNFSF10",0.629951,0.446442,1.138838,0.738410333333333,15,8,17,"Tnfsf10",0.881376,0.447376,1.701305,80,72,22,1.010019,0.864872587439887
"TNFSF11",0,0.133614,0.120703,0.0847723333333333,0,1,1,"Tnfsf11",0,0.078805,0,0,5,0,0.0262683333333333,1.05700653337902
"TNFSF12",1.959559,1.621424,1.491184,1.69072233333333,14,14,14,"Tnfsf12",10.173061,14.290749,15.366144,119,210,66,13.2766513333333,0.188470130040298
"TNFSF13",2.446808,2.042838,2.789314,2.42632,33,25,40,"Tnfsf13",0.681591,0.600252,0.602202,20,26,5,0.628015,2.10459977334361
"TNFSF13B",0.632171,1.17502,0.792644,0.866611666666667,13,8,12,"Tnfsf13b",4.224369,4.064577,5.664531,196,277,59,4.651159,0.33030598973886
"TNFSF14",0.05309,0.191586,0.090824,0.111833333333333,2,10,5,"Tnfsf14",0,0,0,0,0,0,0,1.11183333333333
"TNFSF15",0.078513,0.391859,0.103451,0.191274333333333,8,31,10,"Tnfsf15",0.014259,0.076354,0,1,8,0,0.0302043333333333,1.15634762424153
"TNFSF18",0,0.129099,0,0.043033,0,3,0,"Tnfsf18",0,0,0,0,0,0,0,1.043033
"TNFSF4",0.665343,1.604877,0.957274,1.07583133333333,35,68,45,"Tnfsf4",0,0,0,0,0,0,0,2.07583133333333
