"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"ESCO1",11.221635,13.64355,13.362701,12.7426286666667,327,318,331,"Esco1",5.360718,4.766737,6.180696,314,378,85,5.43605033333333,2.13525810938603
"ESCO2",0.645472,1.997424,1.050417,1.23110433333333,17,45,20,"Esco2",0.315715,0.467644,0.149568,7,15,3,0.310975666666667,1.70186555712832
"ESD",42.895212,43.823086,40.698517,42.4722716666667,631,502,546,"Esd",91.250514,83.139088,113.173474,1010,1328,368,95.8543586666667,0.448841665621684
"ESF1",5.461001,4.965545,5.254607,5.227051,217,178,181,"Esf1",8.223526,6.391128,6.144946,483,555,131,6.91986666666667,0.786257049781983
"ESM1",0.136749,0.126629,0,0.0877926666666667,4,3,0,"Esm1",0.076716,0.065892,0.081575,3,4,1,0.0747276666666667,1.012156568036
"ESPL1",0.747159,0.806014,0.576568,0.709913666666667,19,51,12,"Espl1",1.19467,1.287943,2.852884,26,47,5,1.778499,0.615409135172144
"ESPN",5.77045,1.794425,2.619596,3.39482366666667,20,14,24,"Espn",1.533057,1.320436,1.936438,69,80,24,1.59664366666667,1.69250164090029
"ESPNL",0.432109,0.479729,0.388808,0.433548666666667,10,7,5,"Espnl",0.049101,0.059464,0,6,11,0,0.0361883333333333,1.38348273238617
"ESR1",0.279904,0.400949,0.345511,0.342121333333333,24,22,21,"Esr1",1.605497,1.072651,0.634683,175,202,27,1.104277,0.637806397795221
"ESR2",0.074938,0.341798,0.111339,0.176025,4,14,6,"Esr2",0.143625,0.083394,0.06216,9,8,1,0.096393,1.0726308905657
"ESRP1",1.772243,0.597869,1.634048,1.33472,48,13,40,"Esrp1",0.024996,0.207788,0.081573,2,19,2,0.104785666666667,2.1132786842214
"ESRP2",0.174909,0.049986,0.193623,0.139506,1,2,5,"Esrp2",0.118334,0,0.082606,2,0,2,0.06698,1.06797315788487
"ESRRA",16.107535,12.935016,14.763556,14.6020356666667,248,187,217,"Esrra",25.971608,21.79837,32.02342,835,1122,322,26.5977993333333,0.56533622403081
"ESRRB",0.248112,0.552653,0.315365,0.372043333333333,15,16,11,"Esrrb",2.455887,2.010599,2.696541,213,267,79,2.38767566666667,0.405010239567404
"ESRRG",0.195345,0.212539,0.101824,0.169902666666667,11,10,7,"Esrrg",15.407846,13.165371,12.213071,1400,2017,402,13.5954293333333,0.0801554130370677
"ESS2",5.902134,5.489338,5.122115,5.504529,245,195,214,"Ess2",9.344712,8.458646,13.974877,377,469,155,10.592745,0.561086179330262
"ESX1",0,0,0,0,0,0,0,"Esx1",0,0,0,0,0,0,0,1
"ESYT2",14.086762,13.570739,12.817841,13.4917806666667,1088,919,966,"Esyt2",16.36227,12.630956,14.962276,898,1141,250,14.651834,0.925883871926234
"ESYT3",0.058008,0.077837,0.05035,0.062065,4,4,3,"Esyt3",1.082764,0.994973,1.004118,78,146,13,1.027285,0.523885393518918
"ETAA1",1.630778,1.459419,1.597404,1.56253366666667,100,80,95,"Etaa1",1.744611,1.291985,1.626672,149,171,43,1.55442266666667,1.0031752771794
"ETF1",42.373588,53.080823,45.691694,47.0487016666667,1372,1391,1362,"Etf1",16.271923,14.365582,15.043575,1298,1728,375,15.2270266666667,2.96102931570129
"ETFA",137.467712,132.61875,152.993441,141.026634333333,1037,770,980,"Etfa",44.626718,39.772538,55.602208,656,888,204,46.6671546666667,2.97954923734207
"ETFB",36.884297,29.371162,38.129951,34.7951366666667,457,326,406,"Etfb",86.709829,89.153635,105.752917,450,648,167,93.872127,0.377298768337582
"ETFBKMT",0.662642,1.032858,0.575754,0.757084666666667,45,43,33,"Etfbkmt",4.62742,4.218846,4.554471,63,81,23,4.46691233333333,0.321403483270294
"ETFDH",6.951804,6.168639,8.341851,7.154098,114,104,119,"Etfdh",13.314952,12.811591,12.236342,607,883,187,12.7876283333333,0.591406861489473
"ETFRF1",25.85567,9.162248,11.778899,15.598939,91,55,82,"Etfrf1",16.940629,15.582982,16.20895,404,571,116,16.244187,0.962581709418948
"ETHE1",11.767386,9.881152,9.831087,10.4932083333333,110,69,93,"Ethe1",5.456366,4.579054,5.815888,158,201,53,5.28376933333333,1.82903090862448
"ETNK1",8.263042,11.063537,8.975394,9.433991,734,778,639,"Etnk1",69.279814,58.86411,55.810186,9520,12287,2394,61.3180366666667,0.167431317770976
"ETNK2",15.566461,13.737246,15.449784,14.9178303333333,240,179,215,"Etnk2",2.141282,2.137303,5.424435,73,99,27,3.23434,3.75922347599232
"ETNPPL",0.144873,0.257099,0,0.133990666666667,1,1,0,"Etnppl",18.677852,21.810669,16.877639,1081,1779,338,19.1220533333333,0.0563556138074709
"ETS1",19.911686,35.066442,19.928475,24.9688676666667,1167,1744,1175,"Ets1",2.503521,1.852974,2.514337,204,270,81,2.29027733333333,7.89260753298202
"ETS2",4.555474,5.550863,4.240938,4.782425,194,154,189,"Ets2",13.064707,7.248673,11.037998,638,613,172,10.4504593333333,0.50499502523596
"ETV1",11.950555,13.301177,8.641339,11.2976903333333,396,349,352,"Etv1",11.395489,16.327338,10.202316,1059,2144,302,12.6417143333333,0.901476898932277
"ETV2",0.448885,1.232294,1.277721,0.9863,5,7,9,"Etv2",0,0,0,0,0,0,0,1.9863
"ETV3",6.689595,10.193624,5.220312,7.36784366666667,497,635,364,"Etv3",5.319548,4.102713,4.038004,579,683,140,4.486755,1.52509883650111
"ETV3L",0.042088,0.101155,0,0.0477476666666667,1,2,0,"Etv3l",0,0,0,0,0,0,0,1.04774766666667
"ETV4",19.374126,17.78496,20.714869,19.2913183333333,442,288,381,"Etv4",7.306158,6.733375,8.109346,202,232,64,7.38295966666667,2.42054347631161
"ETV5",198.089659,139.005604,172.447272,169.847511666667,1209,915,1086,"Etv5",14.9324,13.395366,16.331423,775,905,222,14.8863963333333,10.7543276701582
"ETV6",2.630034,13.472471,2.632184,6.24489633333333,250,379,221,"Etv6",3.134663,2.440817,5.495862,361,421,123,3.69044733333333,1.5446066906767
"EVA1A",2.319455,3.882474,1.641579,2.61450266666667,26,42,20,"Eva1a",7.799684,7.272803,8.042807,240,389,86,7.705098,0.415216769146846
"EVA1B",3.582858,5.370314,3.324555,4.09257566666667,44,39,27,"Eva1b",1.075582,1.303219,2.556718,25,41,17,1.645173,1.92523349764521
"EVA1C",2.404669,3.105069,2.541384,2.68370733333333,11,9,5,"Eva1c",0.329554,0.478061,0.721821,11,24,5,0.509812,2.43984504914078
"EVC",2.524821,3.665129,1.801715,2.66388833333333,200,263,133,"Evc",7.257277,4.262722,4.709661,254,281,71,5.40988666666667,0.571599549862036
"EVC2",0.574641,0.7244,0.382573,0.560538,39,40,23,"Evc2",3.615785,2.016469,3.70695,194,179,80,3.113068,0.379409725295084
"EVI2A",0.077816,0.094518,0.201136,0.12449,2,3,5,"Evi2a",46.537793,56.047044,55.74595,863,1719,367,52.776929,0.0209102680444992
"EVI2B",0.037441,0.138972,0,0.0588043333333333,1,3,0,"Evi2b",0.537215,0.638123,0.768174,20,35,9,0.647837333333333,0.642541780013885
"EVI2B",0.037441,0.138972,0,0.0588043333333333,1,3,0,"Evi2",0.106942,0.0687,0.085033,8,8,2,0.0868916666666667,0.974158111433982
"EVI5",23.099293,21.733498,20.378537,21.7371093333333,1412,1211,1329,"Evi5",27.35818,23.81907,18.698854,1538,1859,391,23.2920346666667,0.935990321326728
"EVI5L",55.89477,44.075164,39.138114,46.3693493333333,581,361,499,"Evi5l",41.097905,40.88872,49.121143,1771,2557,568,43.7025893333333,1.05965560473723
"EVL",202.014035,153.12498,152.417503,169.185506,1616,931,1386,"Evl",52.73439,43.924005,61.203707,1040,1270,311,52.6207006666667,3.17387695207414
"EVPL",0.358486,0.48514,0.223183,0.355603,2,2,2,"Evpl",1.409006,0.986116,1.080564,204,220,49,1.158562,0.62801207470529
"EVX1",0,0,0,0,0,0,0,"Evx1",0.536381,0.617815,0.222034,26,33,4,0.458743333333333,0.685521556225336
"EVX2",0,0,0,0,0,0,0,"Evx2",0.164414,0.106096,0.204786,10,13,5,0.158432,0.863235822214856
"EWSR1",131.994609,130.074613,124.095421,128.721547666667,3664,3058,3170,"Ewsr1",211.58833,292.788457,207.547406,2678,3684,732,237.308064333333,0.54434392738476
"EXD1",0.095862,0.039895,0.034284,0.0566803333333333,3,1,1,"Exd1",1.175982,0.667028,0.933444,88,118,25,0.925484666666667,0.548786677778443
"EXD2",17.406427,14.102382,13.562457,15.0237553333333,568,366,452,"Exd2",34.412446,25.849709,19.954333,929,1128,229,26.7388293333333,0.577665161740543
"EXO1",1.36716,1.482342,0.232859,1.02745366666667,11,27,9,"Exo1",0.374622,0.426045,0.074816,13,24,4,0.291827666666667,1.5694459245467
"EXO5",5.752237,5.030912,6.387281,5.72347666666667,89,76,90,"Exo5",1.96025,2.477457,3.276855,51,92,29,2.57152066666667,1.882524922624
"EXOC1",20.272429,24.248715,28.114812,24.2119853333333,572,475,603,"Exoc1",57.913037,45.05332,38.660037,1096,1428,274,47.208798,0.522974775959636
"EXOC1L",0,0.251555,0,0.0838516666666667,0,1,0,"Gm7271",0.508362,0.864598,0.230643,7,11,1,0.534534333333333,0.706306560318081
"EXOC2",8.46388,9.682894,8.484881,8.87721833333333,567,481,504,"Exoc2",10.694119,9.175272,7.462292,995,1272,219,9.110561,0.976920898190846
"EXOC3",34.924054,26.400773,28.077389,29.8007386666667,897,641,717,"Exoc3",33.124942,31.586132,30.802579,2023,2510,557,31.8378843333333,0.937963553133087
"EXOC3L1",0.769334,1.619232,0.51709,0.968552,17,14,6,"Exoc3l",3.76018,2.64327,2.842312,77,87,24,3.08192066666667,0.482261210041482
"EXOC3L2",0.58065,1.045015,0.595316,0.740327,23,32,20,"Exoc3l2",0.108704,0.10001,0.276181,6,10,4,0.161631666666667,1.49817455045274
"EXOC3L4",0,0,0,0,0,0,0,"Exoc3l4",6.733475,9.11565,10.999843,140,193,52,8.949656,0.100505987342678
"EXOC4",44.773561,55.850788,44.822822,48.4823903333333,833,634,774,"Exoc4",17.868747,14.708482,14.484072,1261,1612,340,15.6871003333333,2.96530789321676
"EXOC5",12.122584,14.715133,14.611125,13.8162806666667,751,706,666,"Exoc5",24.81779,18.170391,22.999221,989,1357,224,21.9958006666667,0.644303752734449
"EXOC6",12.787457,27.256329,3.105055,14.382947,145,120,117,"Exoc6",4.562837,4.122674,4.504932,330,453,106,4.39681433333333,2.85037543444611
"EXOC6B",6.553145,5.739441,11.931257,8.07461433333333,432,361,405,"Exoc6b",20.118974,19.257381,17.401158,2333,3295,667,18.9258376666667,0.45541946517581
"EXOC7",99.554084,100.178663,105.433926,101.722224333333,2847,2154,2243,"Exoc7",55.713374,53.062232,46.558609,969,1236,302,51.7780716666667,1.94630499162799
"EXOC8",2.970408,3.602695,3.530722,3.36794166666667,232,226,243,"Exoc8",4.444689,3.834968,4.285551,446,575,135,4.18840266666667,0.841866359897022
"EXOG",31.744865,38.489561,9.474384,26.5696033333333,220,180,196,"Exog",7.104146,5.392616,7.244409,459,530,144,6.58039033333333,3.63696354950235
"EXOSC1",30.992826,32.083739,32.592796,31.889787,226,181,187,"Exosc1",8.551476,7.488733,8.424558,170,201,49,8.15492233333333,3.59257957658989
"EXOSC10",61.906759,60.726632,70.02103,64.2181403333333,1193,886,998,"Exosc10",24.632996,18.241108,32.87717,622,742,177,25.2504246666667,2.48446039107888
"EXOSC2",17.176274,16.133352,17.459643,16.9230896666667,320,244,305,"Exosc2",8.232293,6.560269,6.702282,252,304,60,7.164948,2.1951260028437
"EXOSC3",40.247069,56.353568,75.123427,57.2413546666667,156,136,128,"Exosc3",12.858233,12.425111,12.548105,114,123,40,12.610483,4.27915413925183
"EXOSC4",11.994829,10.831672,12.344164,11.723555,124,88,114,"Exosc4",6.639564,5.329072,6.808864,170,262,77,6.25916666666667,1.75275697394099
"EXOSC5",8.692408,9.316551,9.478818,9.16259233333333,73,67,51,"Exosc5",7.832924,7.378799,8.679627,196,290,65,7.96378333333333,1.13373917635225
"EXOSC6",4.845336,5.414654,5.308653,5.18954766666667,354,313,336,"Exosc6",0,0,0,0,0,0,0,6.18954766666667
"EXOSC7",24.41211,21.127497,25.500815,23.6801406666667,246,177,222,"Exosc7",13.701957,14.811805,10.136619,221,264,54,12.8834603333333,1.7776649390074
"EXOSC8",118.643455,162.298687,65.594679,115.512273666667,244,246,194,"Exosc8",17.530413,17.888411,20.813458,187,252,68,18.744094,5.9011202877512
"EXOSC9",9.174124,12.183721,12.296795,11.2182133333333,173,183,174,"Exosc9",19.134217,20.799694,29.605564,399,557,132,23.179825,0.505306110914092
"EXPH5",0.046018,0.102828,0.085642,0.0781626666666667,7,13,12,"Exph5",0.367747,0.273655,0.118218,40,49,5,0.253206666666667,0.860323117761902
"EXT1",28.784551,44.389968,29.718936,34.2978183333333,1228,1432,997,"Ext1",4.833806,4.045658,4.920465,326,399,94,4.59997633333333,6.30320848379776
"EXT2",101.063022,63.593587,110.110705,91.5891046666667,2920,1533,2528,"Ext2",13.243035,9.174555,12.423799,525,723,177,11.6137963333333,7.34030439527471
"EXTL1",26.622068,19.791578,27.222101,24.545249,868,480,742,"Extl1",10.846244,12.038118,8.360681,639,831,195,10.4150143333333,2.23786394427947
"EXTL2",14.836913,16.899328,13.24257,14.992937,491,475,470,"Extl2",125.874591,87.376748,143.334039,1868,2529,647,118.861792666667,0.133428147904279
"EXTL3",70.710022,59.92896,53.991168,61.5433833333333,2224,1894,2013,"Extl3",19.793223,16.922219,13.770759,2085,2616,587,16.8287336666667,3.50801041188175
"EYA1",1.031671,0.787791,1.368576,1.06267933333333,47,32,46,"Eya1",0.563206,0.271223,3.038135,26,37,9,1.29085466666667,0.900397289861542
"EYA2",0.092262,0.170979,0.032334,0.098525,3,4,1,"Eya2",4.945258,7.270699,11.227503,103,156,32,7.81448666666667,0.124627223517649
"EYA3",6.221378,7.340927,5.733306,6.43187033333333,563,409,431,"Eya3",9.726965,9.189245,6.565831,648,795,186,8.49401366666667,0.782795411326035
"EYA4",3.564204,2.730822,3.282507,3.192511,266,154,181,"Eya4",0.768619,0.739886,0.257004,69,106,9,0.588503,2.63928428211971
"EZH1",13.428306,10.413338,10.31799,11.3865446666667,436,273,372,"Ezh1",21.169113,17.744146,14.515166,1224,1627,343,17.809475,0.658526868329215
"EZH2",6.046622,10.799351,10.79727,9.21441433333333,253,286,240,"Ezh2",9.295227,9.155725,8.708274,130,183,39,9.05307533333333,1.01604872087898
"EZR",13.84519,16.208635,13.827268,14.627031,584,596,551,"Ezr",4.944651,5.980683,6.865541,336,499,103,5.93029166666667,2.25488792559236
"F10",2.113752,1.679193,2.066406,1.953117,35,24,37,"F10",0.059138,0.031504,0,3,3,0,0.030214,2.86650831768933
"F11",0,0,0,0,0,0,0,"F11",0.116403,0.078794,0,2,2,0,0.0650656666666667,0.938909244093557
"F11R",14.831122,16.473861,15.952049,15.752344,494,409,442,"F11r",3.458221,3.764019,5.302701,111,181,50,4.17498033333333,3.23718022503274
"F12",2.130806,2.191818,1.137595,1.820073,24,21,18,"F12",0.049776,0.016209,0,2,1,0,0.021995,2.7593804274972
"F13A1",0.221266,0.211058,0.209964,0.214096,13,10,5,"F13a1",0.593953,0.421258,0.754477,44,52,20,0.589896,0.763632338215833
"F13B",0,0,0,0,0,0,0,"F13b",0,0,0,0,0,0,0,1
"F2",0.201687,0.046153,0,0.0826133333333333,1,1,0,"F2",0.014631,0.0165,0,1,1,0,0.010377,1.07149443557537
"F2R",39.215561,61.109481,36.302423,45.5424883333333,2150,2726,1751,"F2r",3.764499,3.256458,3.236162,252,337,68,3.41903966666667,10.5322630806889
"F2RL1",0.19184,3.650757,0.195259,1.345952,8,81,6,"F2rl1",0.069654,0.037568,0.165834,4,3,3,0.0910186666666667,2.15024002033574
"F2RL2",1.449738,4.635635,1.29624,2.46053766666667,74,185,59,"F2rl2",2.353811,1.607711,1.141696,124,126,19,1.70107266666667,1.28117162835802
"F2RL3",0.186955,0.247436,0.075171,0.169854,9,9,3,"F2rl3",0.25358,0.354097,0.536398,9,19,5,0.381358333333333,0.846886699685696
"F3",2.961316,5.95162,2.16361,3.692182,45,56,29,"F3",27.295313,25.951231,29.798019,799,1121,272,27.681521,0.163595996181653
"F5",0.042583,0.051847,0.196836,0.0970886666666667,6,6,6,"F5",0.072537,0.072775,0.134672,12,18,7,0.093328,1.00343965092513
"F7",0.403457,0.720008,0.342881,0.488782,11,10,5,"F7",0,0,0,0,0,0,0,1.488782
"F8",0.655665,1.252976,0.611297,0.839979333333333,27,19,30,"F8",0.691151,0.863696,0.496837,80,120,25,0.683894666666667,1.09269265456826
"F8A1",6.060711,6.642577,8.0541,6.91912933333333,111,90,120,"F8a",2.839488,2.745731,3.361205,144,208,53,2.98214133333333,1.98866104199884
"F8A2",0,0,0,0,0,0,0,"F8a",2.839488,2.745731,3.361205,144,208,53,2.98214133333333,0.251121172327384
"F8A3",0.984832,1.419959,1.357429,1.25407333333333,18,19,20,"F8a",2.839488,2.745731,3.361205,144,208,53,2.98214133333333,0.566045537978562
"F9",0.036924,0,0.026872,0.0212653333333333,1,0,1,"F9",0.106752,0.117205,0.057135,6,10,1,0.0936973333333333,0.933773268168037
"FA2H",0.032856,0.305403,0.15009,0.162783,1,3,4,"Fa2h",51.604822,74.691769,60.361949,2042,4578,783,62.2195133333333,0.0183927863200887
"FAAH",8.447054,4.55585,10.632733,7.87854566666667,127,61,128,"Faah",14.592772,14.322297,13.736993,710,1214,242,14.217354,0.583448716949521
"FAAP100",17.263194,16.901944,15.977961,16.7143663333333,601,454,518,"Faap100",5.597467,4.4271,7.038653,188,233,71,5.68774,2.64878214962504
"FAAP20",28.471188,27.447376,24.407911,26.7754916666667,464,341,347,"Faap20",15.272508,14.564338,24.762482,270,406,114,18.199776,1.44665706863802
"FAAP24",1.921665,1.716244,1.116876,1.58492833333333,38,27,25,"Faap24",1.68294,1.421591,2.31277,52,66,18,1.805767,0.921291159719725
"FABP1",0,0,0,0,0,0,0,"Fabp1",0,0,0,0,0,0,0,1
"FABP12",0,0,0,0,0,0,0,"Fabp12",0,0,0,0,0,0,0,1
"FABP2",0,0,0,0,0,0,0,"Fabp2",0.060342,0,0,1,0,0,0.020114,0.980282595866736
"FABP3",16.533787,16.890113,17.315131,16.9130103333333,117,83,103,"Fabp3",19.896794,16.432622,24.505058,268,333,105,20.278158,0.841849672012649
"FABP4",0,0,0,0,0,0,0,"Fabp4",0,0.544249,0.072179,0,12,2,0.205476,0.829547830068786
"FABP5",34.68617,34.723305,39.175178,36.1948843333333,246,195,242,"Fabp5",110.120059,117.302532,144.642058,1947,3109,802,124.021549666667,0.297507785117866
"FABP6",6.267992,3.889226,5.14432,5.10051266666667,29,14,20,"Fabp6",0,0,0,0,0,0,0,6.10051266666667
"FABP7",29.042597,30.345365,26.584099,28.6573536666667,257,219,210,"Fabp7",25.712094,23.919774,26.163756,327,455,104,25.265208,1.12914977359656
"FABP9",0,0,0,0,0,0,0,"Fabp9",0,0,0,0,0,0,0,1
"FADD",7.858425,9.77112,10.296365,9.30863666666667,191,190,218,"Fadd",0.832219,0.704693,1.055651,72,91,29,0.864187666666667,5.52982773730041
"FADS1",46.206535,53.236422,46.48887,48.6439423333333,1437,1245,1497,"Fads1",82.732174,81.870132,85.974203,4658,6345,1533,83.525503,0.587325015189006
"FADS2",184.428734,194.228703,183.519258,187.392231666667,4540,4027,4117,"Fads2",98.1876,79.497521,84.381415,3141,4128,928,87.355512,2.13220689238569
"FADS3",31.515667,20.354325,34.571162,28.813718,298,182,297,"Fads3",15.980776,11.615369,18.133891,396,459,158,15.2433453333333,1.83544198489818
"FADS6",0.128043,0.395375,0.143554,0.222324,4,4,2,"Fads6",11.058029,12.359847,10.977193,1218,2023,377,11.465023,0.0980603084326439
"FAF1",14.283585,15.485832,14.571718,14.7803783333333,351,224,326,"Faf1",14.328923,9.451413,13.415551,861,978,240,12.398629,1.17776067486706
"FAF2",20.374457,21.650553,20.124811,20.716607,1315,1050,1148,"Faf2",21.884403,19.695168,22.744552,982,1246,295,21.4413743333333,0.96770396845719
"FAH",40.495267,17.96006,37.762197,32.072508,169,124,156,"Fah",32.957266,19.580606,28.249413,482,899,172,26.929095,1.18415967291457
"FAHD1",12.152817,9.246599,9.846848,10.4154213333333,262,189,218,"Fahd1",5.828636,6.319638,8.047763,165,275,71,6.73201233333333,1.4763842633981
"FAHD2A",18.842189,14.600481,17.899745,17.1141383333333,352,231,321,"Fahd2a",35.553757,30.808434,28.047853,263,301,79,31.4700146666667,0.557872810323338
"FAIM",5.916077,6.638301,4.036315,5.530231,86,41,55,"Faiml",0,0,0,0,0,0,0,6.530231
"FAIM",5.916077,6.638301,4.036315,5.530231,86,41,55,"Faim",28.181926,28.703281,30.474365,361,547,125,29.1198573333333,0.216808165049741
"FAIM2",32.570992,25.155307,28.619647,28.781982,811,421,685,"Faim2",220.629402,184.06702,190.674992,12103,14968,3793,198.457138,0.149315197734362
"FAM102A",21.357339,14.163907,13.665462,16.3955693333333,424,282,360,"Fam102a",15.527668,23.507278,16.626153,1428,2317,482,18.5536996666667,0.889630588066548
"FAM102B",3.30289,3.101764,3.696498,3.36705066666667,276,208,270,"Fam102b",3.502239,3.860005,3.145435,416,685,116,3.50255966666667,0.969904007935042
"FAM104A",5.416639,9.158742,7.482805,7.35272866666667,226,206,264,"Fam104a",8.638439,6.540346,9.293258,474,538,160,8.15734766666667,0.912134055701646
"FAM107A",0,0.126485,0.074978,0.0671543333333333,0,1,3,"Fam107a",46.612307,45.66991,40.451122,2607,3346,741,44.2444463333333,0.023586416009408
"FAM107B",25.318704,30.629371,20.42818,25.4587516666667,845,825,654,"Fam107b",18.273925,24.940364,15.756667,180,300,59,19.6569853333333,1.28086219938256
"FAM110A",0.873692,0.968592,1.364035,1.068773,20,16,25,"Fam110a",2.44863,1.568617,2.484045,83,88,27,2.16709733333333,0.653207900567628
"FAM110B",6.148314,6.933137,4.977898,6.019783,136,123,111,"Fam110b",8.545541,6.863287,9.410693,383,451,137,8.27317366666667,0.75699897924195
"FAM110C",0,1.021277,0.089651,0.370309333333333,0,11,4,"Fam110c",0.080393,0.031185,0.051326,5,3,1,0.0543013333333333,1.29973214488963
"FAM110D",0.125919,0.197494,0.114578,0.145997,5,6,4,"Grrp1",1.509938,2.206858,1.507021,28,46,7,1.74127233333333,0.418052955215322
"FAM111A",4.451223,8.896087,4.65098,5.99943,192,233,184,"Fam111a",0.575369,0.644776,1.678108,40,67,16,0.966084333333333,3.5600863509924
"FAM114A1",16.902605,29.679085,18.908531,21.8300736666667,566,597,529,"Fam114a1",1.349078,1.211138,1.101046,82,97,21,1.22042066666667,10.2818686609234
"FAM114A2",14.171504,19.010797,12.998151,15.393484,297,242,238,"Fam114a2",13.082311,12.442056,9.760085,624,844,164,11.761484,1.28460639844081
"FAM117A",4.248347,3.788612,3.698762,3.911907,99,74,91,"Fam117a",1.963082,1.666504,2.14617,68,98,32,1.925252,1.67913978009416
"FAM117B",3.276029,3.194646,3.444371,3.30501533333333,290,225,267,"Fam117b",9.794597,7.505802,10.308003,1013,1228,264,9.20280066666667,0.421944471325226
"FAM118A",11.586819,13.594659,12.086799,12.422759,196,152,150,"Fam118a",9.202726,7.232388,6.346442,278,300,77,7.593852,1.56190250890986
"FAM118B",15.35634,14.953103,18.431694,16.2470456666667,270,225,268,"Fam118b",8.38419,7.306317,6.902784,230,299,67,7.531097,2.02166798322263
"FAM120A",12.57823,13.024354,12.554373,12.7189856666667,642,671,591,"Fam120a",16.484899,14.397373,13.156996,1769,2380,440,14.679756,0.874948925650799
"FAM120B",12.944138,12.156377,11.464044,12.1881863333333,721,557,623,"Fam120b",17.153619,13.868374,14.274335,1756,2164,459,15.098776,0.819204288160375
"FAM120C",2.897655,3.935104,4.083684,3.63881433333333,99,87,113,"Fam120c",6.55563,5.312779,4.27412,797,963,164,5.380843,0.7269908275965
"FAM124A",0.557575,0.494131,0.58037,0.544025333333333,34,20,28,"Fam124a",3.801429,4.069743,3.315472,180,212,53,3.72888133333333,0.326509638220287
"FAM124B",0.05983,0.084121,0.114673,0.086208,2,2,3,"Fam124b",0.016403,0.032809,0,1,3,0,0.016404,1.0686774156733
"FAM126A",6.115575,9.665942,6.562341,7.44795266666667,464,539,450,"Fam126a",4.148195,3.820008,3.377853,442,629,121,3.78201866666667,1.76660804892996
"FAM126B",2.283123,2.447821,2.163235,2.29805966666667,240,223,232,"Fam126b",7.623181,7.669996,4.912539,1077,1835,223,6.73523866666667,0.426368184459381
"FAM131A",4.600815,3.211216,4.613382,4.14180433333333,156,92,148,"Fam131a",17.213186,11.216349,13.070521,638,664,178,13.833352,0.346638058163343
"FAM131B",17.135343,15.661113,17.020615,16.6056903333333,859,638,752,"Fam131b",20.542901,20.203335,17.062494,1811,2670,476,19.2695766666667,0.86857711055633
"FAM131C",0.523885,0.320212,0.792798,0.545631666666667,12,6,16,"Fam131c",4.75503,5.087458,8.527289,134,222,75,6.123259,0.216983780410998
"FAM133B",31.716214,106.795499,83.875749,74.129154,242,229,229,"Fam133b",12.41681,10.460241,11.041345,424,540,117,11.306132,6.10501772612223
"FAM135A",6.596915,5.681286,5.577778,5.951993,197,210,170,"Fam135a",11.556512,8.819839,10.538884,593,853,153,10.3050783333333,0.61494425735219
"FAM135B",0.273037,0,0.612916,0.295317666666667,4,0,3,"Fam135b",7.464907,7.301512,3.813111,1872,2551,428,6.19317666666667,0.180075886731546
"FAM136A",9.208746,12.400767,11.534105,11.0478726666667,256,260,257,"Fam136a",8.586346,5.92338,6.767569,268,276,68,7.09243166666667,1.48878274947847
"FAM13A",7.826133,12.499085,18.115398,12.8135386666667,248,209,196,"Fam13a",8.908727,7.331213,6.545566,820,998,243,7.59516866666667,1.60712828361794
"FAM13B",12.261731,18.322802,13.348991,14.644508,890,846,800,"Fam13b",92.947365,70.34648,55.600065,2139,2426,462,72.9646366666667,0.211513348879201
"FAM13C",8.229961,7.158638,7.632447,7.673682,63,50,65,"Fam13c",10.393008,7.324646,9.450348,731,788,209,9.05600066666667,0.862537930088973
"FAM149A",2.721883,2.180832,3.083715,2.66214333333333,28,18,23,"Fam149a",11.280099,8.06026,8.418725,832,917,208,9.253028,0.357176761180535
"FAM149B1",9.58941,11.156151,10.378488,10.374683,239,192,226,"Fam149b",23.204078,17.260387,20.750173,630,747,177,20.4048793333333,0.53140607909368
"FAM151A",0,0.042613,0,0.0142043333333333,0,1,0,"Fam151a",0,0.01681,0,0,1,0,0.00560333333333333,1.00855307427382
"FAM151B",1.797439,2.834821,1.488239,2.04016633333333,26,33,30,"Fam151b",3.753163,3.56249,3.993455,69,105,23,3.76970266666667,0.637391163725929
"FAM155A",1.73785,1.889738,1.850312,1.82596666666667,246,214,230,"Fam155a",12.867608,11.552686,14.460812,859,1119,279,12.9603686666667,0.202427796438805
"FAM155B",1.19599,0.783588,1.201124,1.060234,84,43,72,"Tmem28",3.950079,3.426254,3.688789,329,432,97,3.688374,0.439434652610905
"FAM156A",38.02491,72.680744,43.981068,51.5622406666667,518,685,396,"Tmem29",13.161295,12.636515,9.969378,271,351,68,11.922396,4.06753056218573
"FAM156B",11.963316,3.981286,12.556896,9.50049933333333,426,70,388,"Tmem29",13.161295,12.636515,9.969378,271,351,68,11.922396,0.812581454192654
