"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"CCS",30.600732,28.248951,31.046215,29.9652993333333,317,248,285,"Ccs",5.898689,5.203446,4.539808,120,132,69,5.213981,4.98316607877194
"CCSAP",2.470074,2.921143,2.344603,2.57860666666667,184,172,152,"Ccsap",0.056327,0.084658,0.040174,4,6,2,0.0603863333333333,3.374814022185
"CCSER1",0.677331,0.926425,0.779836,0.794530666666667,20,21,21,"Ccser1",0.207979,0.246835,0.255972,10,10,9,0.236928666666667,1.45079559963846
"CCSER2",6.099231,8.129814,7.38497,7.20467166666667,593,629,583,"Ccser2",18.596409,17.271024,22.350818,2262,2080,1904,19.4060836666667,0.402069882721739
"CCT2",98.830314,108.579064,119.82845,109.079276,1755,1573,1675,"Cct2",19.849333,24.300229,19.940247,958,1021,733,21.3632696666667,4.92232476023296
"CCT3",111.820623,108.412415,110.797303,110.343447,2403,2023,2329,"Cct3",29.766333,32.376883,36.107289,892,931,718,32.7501683333333,3.29904864178208
"CCT4",63.649023,68.693851,71.648314,67.9970626666667,1499,1336,1399,"Cct4",20.24282,24.033183,20.335903,988,966,759,21.537302,3.06146062499702
"CCT5",115.307418,119.41851,110.144923,114.956950333333,2016,1633,1780,"Cct5",21.039378,20.330325,23.136361,1091,1060,895,21.5020213333333,5.15317929067824
"CCT6A",422.94161,418.908615,533.768972,458.539732333333,2125,1939,2149,"Cct6a",34.015487,35.326443,29.106765,841,874,665,32.8162316666667,13.5893241110691
"CCT6B",3.240677,1.851413,2.014247,2.368779,60,35,48,"Cct6b",0.038099,0,0.026415,2,0,1,0.0215046666666667,3.29785962798669
"CCT7",390.938692,528.046675,441.013539,453.332968666667,2014,1729,1781,"Cct7",193.057079,222.763836,270.773026,1137,1044,913,228.864647,1.97652390046159
"CCT8",80.134589,88.314013,88.546268,85.6649566666667,1580,1442,1569,"Cct8",45.523991,43.991221,52.525835,1178,1136,927,47.3470156666667,1.79256062595853
"CCT8L2",0,0.040935,0,0.013645,0,1,0,"Cct8l1",0.064963,0.017474,0.044963,4,1,2,0.0424666666666667,0.972352433331202
"CCZ1",62.234114,65.852295,83.498076,70.5281616666667,439,427,441,"Ccz1",5.752293,5.642841,4.392324,233,257,161,5.262486,11.4216880750978
"CCZ1B",92.836113,103.988234,98.432256,98.4188676666667,479,435,454,"Ccz1",5.752293,5.642841,4.392324,233,257,161,5.262486,15.8753037797876
"CD101",0.060066,0.609512,0.422357,0.363978333333333,3,7,3,"Cd101",0.018578,0.019416,0.012951,2,2,1,0.0169816666666667,1.34120247988738
"CD109",0.658363,1.635523,0.370466,0.888117333333333,43,50,46,"Cd109",0.286552,0.305509,0.324207,50,50,44,0.305422666666667,1.44636475338256
"CD14",0.197348,0.066237,0.351776,0.205120333333333,3,1,4,"Cd14",0.571615,0.614064,0.819744,29,29,26,0.668474333333333,0.722288805561488
"CD151",201.626537,161.144961,221.760061,194.843853,2884,1986,2905,"Cd151",46.970226,49.013607,55.543976,1537,1558,1244,50.5092696666667,3.80210890714176
"CD160",1.012593,1.081601,0.418627,0.837607,16,15,10,"Cd160",0.012756,0,0,1,0,0,0.004252,1.82982657739293
"CD163",0.786148,1.937603,0.950159,1.22463666666667,3,6,3,"Cd163",1.769233,2.306666,1.52933,234,281,144,1.86840966666667,0.775564485268201
"CD164",100.845894,99.93466,108.827876,103.20281,3763,2844,3371,"Cd164",22.400612,19.313796,27.142032,1620,1460,1369,22.9521466666667,4.35045808002734
"CD164L2",0,0,0.098483,0.0328276666666667,0,0,1,"Cd164l2",0.037046,0,0,1,0,0,0.0123486666666667,1.02022919639676
"CD177",0.030654,0,0,0.010218,1,0,0,"Cd177",0.010995,0.011798,0.312661,1,1,2,0.111818,0.908618137141151
"CD180",0.032796,0.029764,0.013451,0.025337,0,2,1,"Cd180",0.154293,0.329531,0.215926,5,8,9,0.23325,0.831410500709507
"CD19",0,0,0,0,0,0,0,"Cd19",0.423136,0.260886,0.241799,2,7,6,0.308607,0.764171366957383
"CD1D",0.020637,0.025614,0.046658,0.0309696666666667,1,1,2,"Cd1d2",0,0,0,0,0,0,0,1.03096966666667
"CD1D",0.020637,0.025614,0.046658,0.0309696666666667,1,1,2,"Cd1d1",1.097665,0.972924,0.613431,28,32,21,0.894673333333333,0.544141118433784
"CD2",0,0,0,0,0,0,0,"Cd2",0.070838,0.076341,0.29303,1,2,3,0.146736333333333,0.872040041753277
"CD200",44.344284,31.897358,41.120096,39.1205793333333,1190,699,1007,"Cd200",23.667635,35.038934,26.649861,520,578,421,28.4521433333333,1.36222952873945
"CD200R1",0,0.023095,0.021182,0.014759,0,1,1,"Cd200r1",0.08764,0.184938,0.134672,5,8,6,0.13575,0.893470394012767
"CD200R1",0,0.023095,0.021182,0.014759,0,1,1,"Cd200r3",0.884086,0.302425,0.767189,8,3,5,0.651233333333333,0.614546096856895
"CD200R1",0,0.023095,0.021182,0.014759,0,1,1,"Cd200r2",0,0,0,0,0,0,0,1.014759
"CD200R1",0,0.023095,0.021182,0.014759,0,1,1,"Cd200r4",0.036474,0,0,2,0,0,0.012158,1.00256975689566
"CD200R1L",0,0.153004,0,0.0510013333333333,0,1,0,"Cd200r4",0.036474,0,0,2,0,0,0.012158,1.03837674882117
"CD200R1L",0,0.153004,0,0.0510013333333333,0,1,0,"Cd200r3",0.884086,0.302425,0.767189,8,3,5,0.651233333333333,0.636494741304479
"CD200R1L",0,0.153004,0,0.0510013333333333,0,1,0,"Cd200r2",0,0,0,0,0,0,0,1.05100133333333
"CD200R1L",0,0.153004,0,0.0510013333333333,0,1,0,"Cd200r1",0.08764,0.184938,0.134672,5,8,6,0.13575,0.925380879007997
"CD207",0,0,0,0,0,0,0,"Cd207",0,0,0,0,0,0,0,1
"CD209",0.045182,0.056482,0,0.033888,3,3,0,"Cd209a",0.024025,0.025868,0.070211,1,1,2,0.0400346666666667,0.994089940591724
"CD209",0.045182,0.056482,0,0.033888,3,3,0,"Cd209d",0,0,0,0,0,0,0,1.033888
"CD209",0.045182,0.056482,0,0.033888,3,3,0,"Cd209c",0.212473,0.495992,0.165455,9,9,3,0.291306666666667,0.800652568974062
"CD209",0.045182,0.056482,0,0.033888,3,3,0,"Cd209e",0,0,0,0,0,0,0,1.033888
"CD209",0.045182,0.056482,0,0.033888,3,3,0,"Cd209b",0,0,0,0,0,0,0,1.033888
"CD22",1.010899,0.529225,1.047298,0.862474,14,3,10,"Cd22",0.641233,0.539174,0.712911,10,3,7,0.631106,1.14184731096569
"CD226",0.035787,0.483529,0.039493,0.186269666666667,7,14,7,"Cd226",0.141762,0.244837,0.193479,6,8,8,0.193359333333333,0.994059067986787
"CD24",141.862768,117.745624,168.677762,142.762051333333,2459,1680,2701,"Cd24a",0.697507,0.31254,1.611365,30,13,53,0.873804,76.722032471557
"CD244",0,0,0,0,0,0,0,"Cd244a",0.027048,0.099942,0.048826,1,4,4,0.0586053333333333,0.944639110074387
"CD247",0,0,0,0,0,0,0,"Cd247",0.112654,0.183544,0.502014,4,4,14,0.266070666666667,0.789845327222388
"CD248",7.717221,18.550634,8.428436,11.5654303333333,288,546,268,"Cd248",1.439366,1.149645,1.563306,123,98,92,1.38410566666667,5.27050059442276
"CD27",0.218494,0.092318,0.678504,0.329772,4,1,9,"Cd27",0.079496,0.099081,0.076089,1,2,1,0.0848886666666667,1.22572208638306
"CD274",0.039911,0.389814,0.377897,0.269207333333333,2,4,2,"Cd274",0.641203,0.900811,0.910591,75,98,77,0.817535,0.698312457990263
"CD276",255.155905,199.612753,222.362079,225.710245666667,3621,2510,3110,"Cd276",0.347338,1.676823,1.602451,37,49,64,1.20887066666667,102.636269786129
"CD28",0.133519,0.165738,0.096881,0.132046,8,8,6,"Cd28",0.704208,0.829489,0.59794,70,74,62,0.710545666666667,0.661804020822205
"CD2AP",5.251919,7.793595,4.401225,5.81557966666667,301,397,303,"Cd2ap",1.993408,2.04192,1.903918,342,294,237,1.97974866666667,2.28730018169318
"CD2BP2",18.62421,20.502236,19.704105,19.6101836666667,741,625,714,"Cd2bp2",6.288883,6.132784,6.239437,321,310,257,6.220368,2.85445058571345
"CD300A",0,0,0,0,0,0,0,"Cd300a",0.514614,0.114496,0.178333,31,16,12,0.269147666666667,0.787930377421277
"CD300C",0,0,0.106092,0.035364,0,0,2,"Cd300c2",0.326418,0.480271,0.398371,11,15,11,0.401686666666667,0.73865580990521
"CD300C",0,0,0.106092,0.035364,0,0,2,"Cd300c",0,0,0,0,0,0,0,1.035364
"CD300E",0.061896,0.150048,0,0.070648,3,7,0,"Cd300e",0,0.033776,0.021632,0,2,1,0.0184693333333333,1.05123243769736
"CD300LB",0,0.036001,0,0.0120003333333333,0,1,0,"Cd300lb",0.083184,0.10222,0.098625,7,8,6,0.0946763333333333,0.924474479366656
"CD300LD",0.117121,0.071674,0.064831,0.084542,2,1,1,"Cd300a",0.514614,0.114496,0.178333,31,16,12,0.269147666666667,0.854543587389227
"CD300LF",0.046166,0,0,0.0153886666666667,1,0,0,"Cd300ld2",0.329813,0,1.089869,2,0,4,0.473227333333333,0.689227415004066
"CD300LF",0.046166,0,0,0.0153886666666667,1,0,0,"Cd300lf",0.029364,0.103488,0,2,1,0,0.044284,0.972330004736898
"CD300LF",0.046166,0,0,0.0153886666666667,1,0,0,"Cd300ld3",1.5743,1.862635,1.278778,33,36,19,1.57190433333333,0.394800324999128
"CD300LF",0.046166,0,0,0.0153886666666667,1,0,0,"Cd300ld4",0,0.296531,0,0,6,0,0.0988436666666667,0.924051980703351
"CD300LF",0.046166,0,0,0.0153886666666667,1,0,0,"Cd300ld5",0,0,0,0,0,0,0,1.01538866666667
"CD300LF",0.046166,0,0,0.0153886666666667,1,0,0,"Cd300ld",0.52111,0.492963,0.595383,42,37,35,0.536485333333333,0.66085151913805
"CD300LG",0.047601,0,0.097371,0.048324,2,0,1,"Cd300lg",12.777278,11.312426,12.495645,892,752,638,12.1951163333333,0.0794478785572915
"CD302",0.354914,0.345185,0.314135,0.338078,20,16,16,"Cd302",1.646981,2.126779,1.815204,61,73,48,1.862988,0.46737115209704
"CD320",44.393583,32.912635,48.140592,41.8156033333333,616,365,564,"Cd320",4.009005,3.495428,3.62231,109,88,85,3.70891433333333,9.09245747586687
"CD33",0,0,0,0,0,0,0,"Siglecf",0,0,0,0,0,0,0,1
"CD33",0,0,0,0,0,0,0,"Cd33",0.880735,0.749284,0.749979,71,56,45,0.793332666666667,0.557621025137928
"CD33",0,0,0,0,0,0,0,"Siglech",0.076967,0.131051,0.135381,5,5,6,0.114466333333333,0.897290452022029
"CD34",0.026442,0.031756,0.029841,0.0293463333333333,1,3,2,"Cd34",26.519659,25.471339,29.700526,1480,1296,1151,27.230508,0.0364621966184007
"CD36",0.993766,1.762926,0.554504,1.103732,15,29,8,"Cd36",315.031364,312.210403,335.349609,18666,16010,14431,320.863792,0.00653609400090582
"CD37",4.172402,4.884266,2.037212,3.69796,93,71,32,"Cd37",1.707445,0.971474,1.255613,18,16,8,1.31151066666667,2.03241977973423
"CD38",0,0.045062,0.038916,0.0279926666666667,0,3,3,"Cd38",1.714807,1.164512,2.272108,179,112,174,1.71714233333333,0.378335964978893
"CD3D",0,0,0,0,0,0,0,"Cd3d",0.020665,0.745564,0,1,3,0,0.255409666666667,0.796552732189147
"CD3E",0,0,0,0,0,0,0,"Cd3e",0.107214,0,0,1,0,0,0.035738,0.965495134870015
"CD3G",0.1222,0.065254,0.16051,0.115988,5,2,6,"Cd3g",0,0.055483,0.053784,0,2,1,0.0364223333333333,1.07676954085963
"CD4",3.224987,3.883611,4.613016,3.90720466666667,75,81,80,"Cd4",0.100198,0.962018,1.243683,8,8,6,0.768633,2.77457486469305
"CD40",0.208123,0.643203,0.736084,0.529136666666667,3,6,7,"Cd40",0.570641,0.909885,0.600132,17,17,12,0.693552666666667,0.9029165119951
"CD40LG",0.041702,0,0,0.0139006666666667,1,0,0,"Cd40lg",0,0,0,0,0,0,0,1.01390066666667
"CD44",27.397235,39.656565,37.021837,34.691879,678,703,876,"Cd44",0.694265,0.866916,0.865489,90,104,75,0.80889,19.7313706195512
"CD46",119.320117,142.445658,132.302519,131.356098,1976,1771,1969,"Cd46",0.38497,0.188929,0.080158,40,15,9,0.218019,108.665052022998
"CD47",43.219687,46.527138,39.982442,43.243089,1089,1037,969,"Cd47",8.198998,9.784318,8.933314,525,532,413,8.97221,4.4366383178854
"CD48",0,0,0,0,0,0,0,"Cd48",0.447125,0.583961,0.889893,14,17,20,0.640326333333333,0.609634790150496
"CD5",0.020704,0.102347,0.226847,0.116632666666667,1,4,2,"Cd5",0,0,0.020717,0,0,1,0.00690566666666667,1.10897445871295
"CD52",0,0,0,0,0,0,0,"Cd52",1.154365,1.806818,2.611993,11,16,18,1.85772533333333,0.349928661210268
"CD53",0.243005,0.302708,1.311293,0.619002,2,2,8,"Cd53",1.091968,0.966419,1.169824,56,46,43,1.07607033333333,0.779839668245022
"CD55",2.607655,2.709007,3.271442,2.86270133333333,65,43,56,"Cd55",1.662991,2.000186,2.223227,113,128,94,1.96213466666667,1.30402624053554
"CD55",2.607655,2.709007,3.271442,2.86270133333333,65,43,56,"Cd55b",0,0,0,0,0,0,0,3.86270133333333
"CD59",288.303981,268.838716,305.20235,287.448349,6908,5340,7000,"Cd59b",2.745192,1.653434,1.179577,27,16,8,1.859401,100.877193859833
"CD59",288.303981,268.838716,305.20235,287.448349,6908,5340,7000,"Cd59a",13.538205,20.099382,16.447678,556,628,403,16.6950883333333,16.3010403546069
"CD5L",0,0,0,0,0,0,0,"Cd5l",0.015619,0,0,1,0,0,0.00520633333333333,0.994820632181983
"CD6",2.915425,1.465643,3.219679,2.53358233333333,36,12,45,"Cd6",0.036325,0.11929,0,2,1,0,0.0518716666666667,3.35932837180708
"CD69",0,0,0,0,0,0,0,"Cd69",0.02636,0.155326,0.028432,2,1,1,0.0700393333333333,0.934545085258548
"CD7",0,0,0.261349,0.0871163333333333,0,0,3,"Cd7",0,0,0.110956,0,0,2,0.0369853333333333,1.04834301738758
"CD70",0.090681,0.225785,0,0.105488666666667,1,2,0,"Cd70",0,0,0,0,0,0,0,1.10548866666667
"CD72",0.626859,0.597938,0.866088,0.696961666666667,10,9,13,"Cd72",0.64831,1.112562,0.730898,10,16,6,0.83059,0.927002587508217
"CD74",341.472634,571.521635,470.870412,461.288227,4714,6259,5823,"Cd74",19.947429,22.57945,24.264809,727,773,631,22.263896,19.8714878625661
"CD79A",0,0.132987,0,0.044329,0,1,0,"Cd79a",0.112349,0.144285,0.313804,5,6,10,0.190146,0.877479737780071
"CD79B",0.928288,0.590106,0.148879,0.555757666666667,4,8,2,"Cd79b",0.173729,0.218073,0.3625,6,7,9,0.251434,1.24317995728633
"CD80",0,0,0,0,0,0,0,"Cd80",0.314322,0.271287,0.523645,24,18,27,0.369751333333333,0.730059519319078
"CD81",346.640729,253.820717,395.96086,332.140768666667,3535,2198,3477,"Cd81",72.442077,86.243035,85.684866,2066,2180,1725,81.4566593333333,4.04019240362305
"CD82",19.32723,19.679692,14.106458,17.70446,231,173,192,"Cd82",2.318377,3.483383,2.527836,72,80,58,2.776532,4.9528138514383
"CD83",1.711272,1.442677,1.408752,1.52090033333333,58,39,42,"Cd83",0.604823,0.542129,0.950532,40,34,45,0.699161333333333,1.48361446548925
"CD84",0.032969,0.04118,0.036428,0.036859,4,4,4,"Cd84",0.330082,0.473859,0.476919,28,30,23,0.426953333333333,0.726624323150021
"CD86",0,0,0.274469,0.0914896666666667,0,0,1,"Cd86",0.632169,0.723307,0.692793,30,27,25,0.682756333333333,0.648632036050377
"CD8A",0.880988,0.570882,0.802989,0.751619666666667,30,16,24,"Cd8a",0.048936,0.046432,0.044431,4,4,3,0.0465996666666667,1.67362910810533
"CD8B",0.143733,0.016766,0.096069,0.0855226666666667,4,1,2,"Cd8b1",0,0,0.095068,0,0,3,0.0316893333333333,1.05217979055711
"CD8B2",0,0.01654,0,0.00551333333333333,0,1,0,"Cd8b1",0,0,0.095068,0,0,3,0.0316893333333333,0.97462802109679
"CD9",54.155537,33.934872,63.279925,50.456778,827,412,836,"Cd9",6.591351,7.364202,8.785535,220,209,199,7.58036266666667,5.99703998525626
"CD93",0.06883,0.058569,0.021405,0.0496013333333333,7,5,2,"Cd93",4.7941,4.459305,5.715529,1064,922,913,4.98964466666667,0.175235993409514
"CD96",0.245438,0.235635,0.540131,0.340401333333333,12,7,12,"Cd96",0,0,0,0,0,0,0,1.34040133333333
"CDA",0,0,0,0,0,0,0,"Cda",0.232481,0.190976,0,5,4,0,0.141152333333333,0.876307194744961
"CDADC1",5.634358,4.340643,3.849883,4.60829466666667,47,37,42,"Cdadc1",9.967671,8.796697,5.730487,347,358,248,8.16495166666667,0.611928449886351
"CDAN1",10.508603,8.965958,5.977659,8.48407333333333,242,171,209,"Cdan1",2.378979,1.886842,1.971784,171,159,132,2.07920166666667,3.08004293320617
"CDC123",62.493885,64.121513,64.279426,63.631608,534,443,522,"Cdc123",38.150807,33.583909,40.632398,366,313,261,37.4557046666667,1.68067673080563
"CDC14A",1.212643,1.351853,1.036814,1.20043666666667,67,66,55,"Cdc14a",0.347034,0.250319,0.312661,32,32,18,0.303338,1.68830853291062
"CDC14B",5.214767,7.246446,5.366068,5.942427,381,389,361,"Cdc14b",1.998973,1.366499,1.485258,199,168,148,1.61691,2.65291011154377
"CDC14C",0.170389,0.068573,0.139684,0.126215333333333,7,2,5,"Cdc14b",1.998973,1.366499,1.485258,199,168,148,1.61691,0.430360743523214
"CDC16",33.966724,37.656986,32.686593,34.770101,818,684,758,"Cdc16",4.646639,5.094948,4.597452,284,321,228,4.77967966666667,6.1889417862201
"CDC20",3.850713,8.68112,6.715174,6.415669,54,89,54,"Cdc20",0.26361,0.247104,0.363089,8,10,10,0.291267666666667,5.74293710857263
"CDC20B",0,0.096064,0.155375,0.083813,0,2,4,"Cdc20b",0,0,0,0,0,0,0,1.083813
"CDC23",19.828292,24.029287,19.423906,21.0938283333333,710,611,640,"Cdc23",5.849472,5.388416,7.985523,358,329,292,6.40780366666667,2.98250727577328
"CDC25A",2.092905,3.095992,1.57358,2.254159,120,129,77,"Cdc25a",0.510645,0.730481,0.52126,36,48,42,0.587462,2.04991300579163
"CDC25B",11.487868,8.823288,13.528855,11.2800036666667,300,208,228,"Cdc25b",1.452915,1.176559,0.628501,62,37,32,1.08599166666667,5.8868900882474
"CDC25C",2.302149,3.613084,2.372656,2.76262966666667,35,47,36,"Cdc25c",0.145615,0.205892,0,1,4,0,0.117169,3.36800400536236
"CDC26",7.691659,8.168648,8.551291,8.13719933333333,77,66,77,"Cdc26",6.170746,5.630519,5.728647,169,125,106,5.843304,1.33520289809328
"CDC27",49.455335,60.628091,37.634828,49.239418,1189,1128,1053,"Cdc27",2.452559,2.084741,2.81102,300,273,281,2.44944,14.5645142399926
"CDC34",100.29707,111.370411,107.996028,106.554503,507,450,494,"Cdc34",56.257706,74.057895,78.85971,619,721,546,69.7251036666667,1.52074012513171
"CDC34",100.29707,111.370411,107.996028,106.554503,507,450,494,"Cdc34b",0,0,0,0,0,0,0,107.554503
"CDC37",128.727979,140.762599,140.948246,136.812941333333,1825,1532,1609,"Cdc37",21.455499,22.1383,25.503368,972,935,779,23.032389,5.73446698675414
"CDC37L1",4.329191,5.276356,5.274824,4.96012366666667,177,148,186,"Cdc37l1",34.653984,26.505383,30.371855,1387,1206,919,30.5104073333333,0.189147782306252
"CDC40",10.599955,3.959688,7.276045,7.27856266666667,208,178,192,"Cdc40",2.719477,2.615127,3.042967,300,270,231,2.79252366666667,2.18286381161673
"CDC42",120.574728,144.348955,139.349014,134.757565666667,2713,2492,2648,"Cdc42",20.957776,23.062162,26.771144,1277,1304,1170,23.5970273333333,5.51926717919653
"CDC42BPA",9.990985,12.027996,9.426127,10.4817026666667,1281,1099,995,"Cdc42bpa",3.429718,3.602741,4.266922,566,579,443,3.76646033333333,2.40885308252154
"CDC42BPB",52.555961,47.171541,43.431576,47.7196926666667,2329,2056,2008,"Cdc42bpb",7.40748,5.364993,7.820693,720,784,702,6.86438866666667,6.19497518900176
"CDC42BPG",2.018979,3.383373,1.459943,2.28743166666667,33,53,28,"Cdc42bpg",7.005489,5.100471,2.485069,199,204,158,4.86367633333333,0.560643439334902
"CDC42EP1",19.699353,27.253962,19.923307,22.2922073333333,490,545,450,"Cdc42ep1",5.071919,4.72133,5.963765,445,397,370,5.252338,3.7253595908176
"CDC42EP2",3.132312,2.536679,0.490363,2.053118,83,51,8,"Cdc42ep2",1.106656,1.355888,1.542758,124,141,124,1.33510066666667,1.307488813473
"CDC42EP3",5.253463,5.04951,6.25607,5.519681,267,237,252,"Cdc42ep3",5.886341,5.512386,8.671832,236,227,226,6.69018633333333,0.847792331343163
"CDC42EP4",21.377419,8.851067,8.07263,12.7670386666667,75,66,58,"Cdc42ep4",2.193682,2.353521,2.085988,179,218,118,2.21106366666667,4.28737642594235
"CDC42EP5",82.441136,93.146951,75.152345,83.580144,86,67,68,"Cdc42ep5",2.385773,1.583548,0.467487,23,16,9,1.478936,34.1195351554054
"CDC42SE1",54.122735,58.371729,50.191582,54.228682,2045,1734,1881,"Cdc42se1",3.135203,3.017549,3.151386,211,170,145,3.10137933333333,13.4658800153249
"CDC42SE2",6.129334,5.818513,8.918156,6.95533433333333,177,180,182,"Cdc42se2",3.086486,3.809371,5.268845,293,339,315,4.05490066666667,1.57378648126419
"CDC45",1.09825,5.354764,3.074105,3.17570633333333,22,53,19,"Cdc45",0.407408,0.649952,0.269675,18,26,13,0.442345,2.89508150500285
"CDC5L",5.974075,6.487606,5.000067,5.82058266666667,572,501,425,"Cdc5l",5.37198,6.833393,6.371318,449,447,349,6.19223033333333,0.948326506599181
"CDC5L",5.974075,6.487606,5.000067,5.82058266666667,572,501,425,"Gm9048",0,0,0,0,0,0,0,6.82058266666667
"CDC5L",5.974075,6.487606,5.000067,5.82058266666667,572,501,425,"Gm32717",0,0,0,0,0,0,0,6.82058266666667
"CDC5L",5.974075,6.487606,5.000067,5.82058266666667,572,501,425,"Gm9045",0,0,0.030317,0,0,2,0.0101056666666667,6.75234571168627
"CDC5L",5.974075,6.487606,5.000067,5.82058266666667,572,501,425,"Gm9040",0,0,0,0,0,0,0,6.82058266666667
"CDC5L",5.974075,6.487606,5.000067,5.82058266666667,572,501,425,"Gm9046",0,0,0,0,0,0,0,6.82058266666667
"CDC6",3.576565,13.373091,3.997966,6.98254066666667,88,164,84,"Cdc6",0.087166,0.026783,0.068715,8,2,7,0.060888,7.52439528646442
"CDC7",14.232579,20.71782,15.472911,16.80777,625,659,556,"Cdc7",0.167524,0.16961,0.239011,15,15,10,0.192048333333333,14.9387986225391
"CDC73",14.128671,22.128552,13.831041,16.696088,474,464,438,"Cdc73",4.053026,4.286931,4.544272,573,479,431,4.294743,3.34219961195473
"CDCA2",0.283804,3.111634,1.200433,1.531957,13,57,18,"Cdca2",0.064306,0.232224,0.044439,5,5,2,0.113656333333333,2.27355327152093
"CDCA3",3.935323,5.253353,2.45834,3.88233866666667,124,87,72,"Cdca3",0.264935,0.16012,0.541153,10,4,11,0.322069333333333,3.69295205899438
"CDCA4",2.479318,3.470545,2.495002,2.814955,68,81,62,"Cdca4",0.867404,0.90861,0.714926,58,52,32,0.830313333333333,2.08431798562723
"CDCA5",2.192317,5.169142,2.743082,3.36818033333333,77,115,59,"Cdca5",0.019082,0.020551,0,1,1,0,0.013211,4.31122474325025
"CDCA7",1.537268,3.464705,1.161705,2.05455933333333,60,91,44,"Cdca7",0.510429,0.311164,0.979155,14,17,15,0.600249333333333,1.908802128335
"CDCA7L",6.078748,7.380937,5.461542,6.30707566666667,95,87,89,"Cdca7l",0.011002,0.084517,0.015597,1,4,1,0.0370386666666667,7.04609760613233
"CDCA8",0.911979,2.857221,0.611007,1.460069,31,81,19,"Cdca8",0.313318,0.354523,0.112635,10,8,4,0.260158666666667,1.95218988296712
"CDCP1",0.042369,0.026323,0.012157,0.0269496666666667,4,2,1,"Cdcp1",0.023087,0.009279,0.023884,4,1,2,0.01875,1.00804875255624
"CDCP2",0,0,0,0,0,0,0,"Cdcp2",0,0,0,0,0,0,0,1
"CDH1",169.496649,26.827202,94.044942,96.7895976666667,2042,238,1404,"Cdh1",0,0,0,0,0,0,0,97.7895976666667
"CDH10",3.352818,2.016495,3.688073,3.01912866666667,128,72,111,"Cdh10",0.070365,0.010266,0.022071,1,1,1,0.034234,3.88609218674562
"CDH11",14.968691,44.835405,10.238788,23.347628,432,1292,269,"Cdh11",0.195312,0.60851,0.555499,36,33,36,0.453107,16.7555644560242
"CDH12",0.13404,0.339832,0.108315,0.194062333333333,6,1,3,"Cdh12",0,0,0,0,0,0,0,1.19406233333333
"CDH13",21.592304,14.73082,18.739336,18.3541533333333,843,494,720,"Cdh13",27.768786,30.983359,38.534786,1826,1711,1571,32.428977,0.578963374599628
"CDH15",0.592478,0.273109,0.140068,0.335218333333333,16,6,5,"Cdh15",0.017615,0,0,2,0,0,0.00587166666666667,1.32742414125062
"CDH16",0,0,0,0,0,0,0,"Cdh16",0.493581,1.436011,1.107318,7,16,9,1.01230333333333,0.496942972480955
"CDH17",0.890344,0,0.308677,0.399673666666667,8,0,4,"Cdh17",0,0,0.01349,0,0,1,0.00449666666666667,1.3934079754703
"CDH18",1.214933,0.559722,1.645691,1.14011533333333,35,21,28,"Cdh18",0.012064,0,0,1,0,0,0.00402133333333333,2.13154368565874
"CDH19",36.221209,40.014312,35.886001,37.3738406666667,2686,2260,2232,"Cdh19",0.663111,0.639778,0.891681,84,56,74,0.731523333333333,22.1618963648579
"CDH2",84.979671,111.48147,83.545546,93.3355623333333,4576,4913,4001,"Cdh2",23.761126,26.142062,30.069062,3049,3113,2787,26.6574166666667,3.41085949820573
"CDH20",0.046559,0.144544,0,0.063701,2,6,0,"Cdh20",0.068398,0.120376,0.191112,9,15,18,0.126628666666667,0.944145157558569
"CDH22",0.063803,0,0.044035,0.035946,2,0,2,"Cdh22",0.119147,0.191448,0.069369,13,21,4,0.126654666666667,0.919488491593402
"CDH23",0.682438,0.063729,0.640634,0.462267,18,4,9,"Cdh23",0.58995,0.417775,0.925095,102,113,87,0.644273333333333,0.889308955121006
"CDH24",3.541382,2.513607,3.383589,3.14619266666667,140,87,116,"Cdh24",0.102549,0.11929,0.013066,3,1,1,0.0783016666666667,3.84511384414689
"CDH26",0.341234,0.657243,0.097084,0.365187,5,8,3,"Cdh26",0,0,0,0,0,0,0,1.365187
"CDH3",50.932118,24.168624,51.009981,42.0369076666667,1021,299,747,"Cdh3",0.006624,0.014219,0,1,2,0,0.00694766666666667,42.7399646390097
"CDH4",6.571786,6.108641,6.094043,6.25815666666667,696,510,565,"Cdh4",0.372118,0.501652,0.321418,70,105,51,0.398396,5.19034427062625
"CDH5",0.139183,0.043855,0.077965,0.087001,4,1,4,"Cdh5",13.495733,14.279516,16.409184,1838,1809,1558,14.7281443333333,0.0691118403393763
"CDH6",117.361608,162.740395,112.132207,130.744736666667,7816,10100,6702,"Cdh6",0.035426,0.026882,0.052249,10,7,8,0.0381856666666667,126.899013246507
"CDH7",4.335175,2.927456,3.40748,3.55670366666667,263,161,207,"Cdh7",0,0,0,0,0,0,0,4.55670366666667
