"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"HS6ST1",20.339847,19.698321,20.143443,20.060537,1295,967,1092,"Hs6st1",2.174096,1.909462,2.473712,263,226,214,2.18575666666667,6.61084294992189
"HS6ST2",6.101579,5.308495,5.361477,5.590517,397,286,316,"Hs6st2",0.027139,0.093255,0.028969,4,13,3,0.0497876666666667,6.27795239862791
"HS6ST3",0.396927,0.179084,0.395572,0.323861,44,16,41,"Hs6st3",0,0,0,0,0,0,0,1.323861
"HSBP1",80.871373,94.662755,89.96271,88.498946,1634,1478,1597,"Hsbp1",25.511481,29.62412,27.487005,624,672,500,27.5408686666667,3.13581716959187
"HSBP1L1",14.063558,7.111024,10.755973,10.6435183333333,128,59,86,"Hsbp1l1",0.605085,0.652169,0.891138,18,19,19,0.716130666666667,6.78475046189179
"HSCB",9.940798,6.731039,9.064566,8.578801,76,45,60,"Hscb",4.996907,6.199399,4.857695,48,58,38,5.35133366666667,1.50815584611337
"HSD11B1",0,0,0,0,0,0,0,"Hsd11b1",2.848923,3.994436,4.490751,110,140,109,3.77803666666667,0.209290984930351
"HSD11B2",1.036715,1.87673,1.099401,1.33761533333333,18,17,17,"Hsd11b2",0,0,0.026062,0,0,1,0.00868733333333333,2.31748258958343
"HSD17B1",0.303973,0.236931,0.359459,0.300121,5,3,5,"Hsd17b1",0.049594,0.103778,0.034729,2,4,1,0.0627003333333333,1.22341262086741
"HSD17B10",31.348801,31.121182,36.910928,33.1269703333333,288,240,330,"Hsd17b10",25.123793,30.675474,32.081362,635,720,585,29.293543,1.12654272012136
"HSD17B11",9.314254,8.566272,11.268827,9.716451,121,90,137,"Hsd17b11",4.725716,4.664928,4.889826,259,238,195,4.76015666666667,1.86044436291374
"HSD17B12",49.124781,42.647556,38.760436,43.5109243333333,848,706,668,"Hsd17b12",3.150875,5.398751,4.117145,158,194,141,4.222257,8.52331172773254
"HSD17B13",0.253189,0.15363,0.137654,0.181491,8,4,4,"Hsd17b13",0.022385,0,0,1,0,0,0.00746166666666667,1.17274040203349
"HSD17B14",7.610916,8.046856,3.896654,6.518142,77,51,37,"Hsd17b14",0.753743,0.103821,0.068643,5,2,1,0.308735666666667,5.74458402218732
"HSD17B2",0.084902,0.317443,0.26343,0.221925,10,18,9,"Hsd17b2",0,0,0,0,0,0,0,1.221925
"HSD17B3",0.516767,0.251994,0.309125,0.359295333333333,5,2,2,"Hsd17b3",0,0,0,0,0,0,0,1.35929533333333
"HSD17B4",291.686296,393.312757,326.642605,337.213886,901,720,850,"Hsd17b4",13.895485,14.448572,15.574957,977,908,853,14.6396713333333,21.6253832188375
"HSD17B6",0.37817,0.429739,1.216517,0.674808666666667,3,2,4,"Hsd17b6",0,0,0,0,0,0,0,1.67480866666667
"HSD17B7",9.474281,11.088332,11.361256,10.6412896666667,143,114,149,"Hsd17b7",1.347084,2.8151,2.918626,168,235,166,2.36027,3.46439115507583
"HSD3B1",0.349701,0.946791,0.388148,0.561546666666667,3,6,5,"Hsd3b6",0,0,0,0,0,0,0,1.56154666666667
"HSD3B1",0.349701,0.946791,0.388148,0.561546666666667,3,6,5,"Hsd3b4",0.021592,0,0,1,0,0,0.00719733333333333,1.55038800738154
"HSD3B1",0.349701,0.946791,0.388148,0.561546666666667,3,6,5,"Hsd3b5",0,0,0,0,0,0,0,1.56154666666667
"HSD3B1",0.349701,0.946791,0.388148,0.561546666666667,3,6,5,"Hsd3b2",0.384122,0.370243,0.235687,46,41,20,0.330017333333333,1.17407993680283
"HSD3B1",0.349701,0.946791,0.388148,0.561546666666667,3,6,5,"Gm10681",0,0,0,0,0,0,0,1.56154666666667
"HSD3B1",0.349701,0.946791,0.388148,0.561546666666667,3,6,5,"Hsd3b1",0,0,0,0,0,0,0,1.56154666666667
"HSD3B1",0.349701,0.946791,0.388148,0.561546666666667,3,6,5,"Hsd3b3",0,0,0,0,0,0,0,1.56154666666667
"HSD3B1",0.349701,0.946791,0.388148,0.561546666666667,3,6,5,"Gm4450",0,0,0,0,0,0,0,1.56154666666667
"HSD3B2",0.439381,0.295871,0.053729,0.262993666666667,5,6,1,"Hsd3b6",0,0,0,0,0,0,0,1.26299366666667
"HSD3B2",0.439381,0.295871,0.053729,0.262993666666667,5,6,1,"Gm10681",0,0,0,0,0,0,0,1.26299366666667
"HSD3B2",0.439381,0.295871,0.053729,0.262993666666667,5,6,1,"Hsd3b2",0.384122,0.370243,0.235687,46,41,20,0.330017333333333,0.949606922416049
"HSD3B2",0.439381,0.295871,0.053729,0.262993666666667,5,6,1,"Hsd3b4",0.021592,0,0,1,0,0,0.00719733333333333,1.25396843783012
"HSD3B2",0.439381,0.295871,0.053729,0.262993666666667,5,6,1,"Hsd3b1",0,0,0,0,0,0,0,1.26299366666667
"HSD3B2",0.439381,0.295871,0.053729,0.262993666666667,5,6,1,"Gm4450",0,0,0,0,0,0,0,1.26299366666667
"HSD3B2",0.439381,0.295871,0.053729,0.262993666666667,5,6,1,"Hsd3b5",0,0,0,0,0,0,0,1.26299366666667
"HSD3B2",0.439381,0.295871,0.053729,0.262993666666667,5,6,1,"Hsd3b3",0,0,0,0,0,0,0,1.26299366666667
"HSD3B7",1.491677,0.978534,1.378165,1.282792,48,25,39,"Hsd3b7",5.278146,8.333585,5.420922,117,129,96,6.34421766666667,0.310828478077515
"HSDL1",33.515209,27.08246,32.231881,30.9431833333333,871,665,822,"Hsdl1",2.266505,3.412139,1.912019,177,138,123,2.530221,9.04849394225838
"HSDL2",3.030866,3.664835,3.57792,3.42454033333333,125,130,126,"Hsdl2",49.263222,47.477497,61.437982,2748,2359,2341,52.7262336666667,0.0823534432133189
"HSF1",43.512865,52.193196,46.413268,47.3731096666667,574,496,531,"Hsf1",6.354624,6.630118,6.532747,263,243,188,6.50582966666667,6.44473853190291
"HSF2",16.627291,15.001551,18.63641,16.755084,375,271,331,"Hsf2",2.067915,2.452804,2.134584,168,169,124,2.21843433333333,5.51668362971105
"HSF2BP",0.79179,0.819104,0.936907,0.849267,14,13,15,"Hsf2bp",0.060313,0.648316,0.041788,2,3,1,0.250139,1.47924910749925
"HSF4",63.637527,63.568016,66.666124,64.623889,146,79,123,"Hsf4",0.410771,0.480718,0.407582,17,18,16,0.433023666666667,45.7940022390884
"HSF5",0,0,0,0,0,0,0,"Hsf5",0,0,0,0,0,0,0,1
"HSFY1",0,0.654734,1.055244,0.569992666666667,0,10,18,"Hsfy2",0,0,0,0,0,0,0,1.56999266666667
"HSFY2",0.467576,0,0,0.155858666666667,9,0,0,"Hsfy2",0,0,0,0,0,0,0,1.15585866666667
"HSH2D",0.20271,0.176085,0.16784,0.182211666666667,7,5,5,"Hsh2d",0.017683,0,0.038333,1,0,1,0.018672,1.16054202595798
"HSP90AB1",321.520268,303.0679,327.586557,317.391575,12136,9232,10965,"Hsp90ab1",270.59052,294.790988,241.426308,11020,10727,7952,268.935938666667,1.17950791055343
"HSP90B1",1834.769023,1365.635583,1799.536185,1666.64693033333,39265,23222,33291,"Hsp90b1",239.715406,222.131676,223.952333,4243,3601,2773,228.599805,7.26327677122084
"HSPA12A",25.390448,20.501349,24.099613,23.33047,1853,1080,1637,"Hspa12a",2.431784,2.022782,2.968045,359,294,341,2.47420366666667,7.00317895391088
"HSPA12B",0.311011,0.310819,0.286997,0.302942333333333,14,11,11,"Hspa12b",3.520309,3.009187,3.239253,357,306,216,3.25624966666667,0.306124507577054
"HSPA13",28.283089,28.002604,24.915054,27.0669156666667,1539,1298,1251,"Hspa13",1.693748,1.672711,2.222061,233,187,191,1.86284,9.80387156343584
"HSPA14",5.815567,5.19651,5.435185,5.48242066666667,103,98,103,"Hspa14",0.149751,0.146657,0.11177,21,20,12,0.136059333333333,5.70605819296997
"HSPA1A",25.343152,24.659628,25.630259,25.211013,911,708,779,"Hspa1a",0.034101,0.343808,0.291894,3,36,21,0.223267666666667,21.4270463564393
"HSPA1A",25.343152,24.659628,25.630259,25.211013,911,708,779,"Hspa1b",0.191611,0.461226,0.277113,19,47,19,0.309983333333333,20.0086614333516
"HSPA1B",13.879029,10.619139,12.410655,12.302941,525,326,411,"Hspa1a",0.034101,0.343808,0.291894,3,36,21,0.223267666666667,10.8749224413409
"HSPA1B",13.879029,10.619139,12.410655,12.302941,525,326,411,"Hspa1b",0.191611,0.461226,0.277113,19,47,19,0.309983333333333,10.1550459929516
"HSPA1L",0.775354,0.570397,1.260751,0.868834,32,19,46,"Hspa1l",1.179335,1.160077,1.045751,95,87,60,1.12838766666667,0.878051507847176
"HSPA2",0.861239,1.537416,0.655223,1.01795933333333,34,60,27,"Hspa2",0.600698,0.835587,0.811188,51,67,49,0.749157666666667,1.15367492124304
"HSPA4",86.800501,97.2917,91.36976,91.8206536666667,3366,2586,2984,"Hspa4",23.550918,24.376583,21.241893,1819,1733,1313,23.0564646666667,3.85844948344724
"HSPA4L",2.028212,1.203032,1.899038,1.710094,201,132,196,"Hspa4l",6.942336,6.24007,9.46757,813,716,633,7.549992,0.316970355059981
"HSPA5",281.95064,243.567618,280.680492,268.732916666667,16936,11781,14963,"Hspa5",92.696379,92.043284,90.079983,6321,5556,4598,91.6065486666667,2.91267648508918
"HSPA8",1054.628312,1086.564501,1036.245332,1059.14604833333,13338,10440,12379,"Hspa8",608.846307,597.053948,552.506418,14788,13420,10062,586.135557666667,1.80562399004832
"HSPA9",408.484315,340.377513,396.714163,381.858663666667,2783,2121,2503,"Hspa9",84.205203,84.429908,91.419179,7842,7324,6125,86.6847633333333,4.36630777243739
"HSPB1",31.748896,46.151754,31.483152,36.4612673333333,234,260,189,"Hspb1",44.93439,50.963859,49.685988,1007,1251,713,48.528079,0.756364229941834
"HSPB11",14.049848,13.338177,13.765721,13.7179153333333,131,103,114,"Hspb11",1.750809,1.477787,2.259069,21,19,18,1.82922166666667,5.20210752898471
"HSPB2",0.403113,2.873538,0.577399,1.28468333333333,4,23,5,"Hspb2",16.801161,22.515545,23.715057,307,390,318,21.0105876666667,0.103799288230423
"HSPB3",0,0,0,0,0,0,0,"Hspb3",2.530803,2.776016,2.957112,49,50,41,2.75464366666667,0.266336858775147
"HSPB6",0.509558,0.100995,0.241538,0.284030333333333,5,2,1,"Hspb6",202.809952,209.415305,239.644068,6096,5937,5175,217.289775,0.00588222848886684
"HSPB7",0.26985,0.441881,0.055599,0.255776666666667,2,5,2,"Hspb7",193.862944,214.148295,235.012297,18354,19180,15827,214.341178666667,0.00583156772170604
"HSPB8",10.937386,27.100789,11.001262,16.346479,128,189,142,"Hspb8",82.975278,83.303124,102.111769,4364,4302,3984,89.4633903333333,0.19175136965443
"HSPB9",0.794805,0,0.453391,0.416065333333333,4,0,2,"Hspb9",0,0,0.093514,0,0,1,0.0311713333333333,1.37325901870817
"HSPBAP1",6.319344,4.700337,7.85124,6.290307,143,80,129,"Hspbap1",0.42809,0.160675,0.937984,31,16,19,0.508916333333333,4.83148524470873
"HSPBP1",11.785472,12.851481,12.365894,12.3342823333333,209,160,182,"Hspbp1",20.312109,15.047536,20.394489,153,141,134,18.5847113333333,0.680851614628513
"HSPD1",148.309739,177.414659,138.730261,154.818219666667,3048,2675,2758,"Hspd1",74.698704,79.897421,72.759059,4200,4027,3138,75.7850613333333,2.02927779129121
"HSPG2",195.779593,234.094364,223.762276,217.878744333333,15784,14608,12279,"Hspg2",19.25727,21.086881,21.311581,5116,5362,4912,20.5519106666667,10.1558858385518
"HSPH1",73.756276,80.405592,97.975393,84.0457536666667,1307,1307,1209,"Hsph1",10.057632,10.148522,9.712128,652,626,405,9.97276066666667,7.75062504780778
"HTATIP2",11.529195,9.768509,14.883945,12.0605496666667,160,104,182,"Htatip2",3.26716,3.160716,3.78495,128,113,106,3.40427533333333,2.96542533747133
"HTATSF1",33.375882,30.263091,34.994555,32.8778426666667,1311,972,1241,"Htatsf1",8.99315,9.948486,10.890837,794,802,668,9.94415766666667,3.09551851302824
"HTD2",4.954323,4.773656,7.058826,5.59560166666667,82,73,152,"Rpp14",8.365796,11.035657,9.125032,244,248,199,9.50882833333333,0.627624836704758
"HTR1A",0,0,0,0,0,0,0,"Htr1a",0,0,0,0,0,0,0,1
"HTR1B",3.936489,3.291687,2.996602,3.40825933333333,151,102,102,"Htr1b",0,0,0,0,0,0,0,4.40825933333333
"HTR1F",0,0.138595,0,0.0461983333333333,0,5,0,"Htr1f",0,0,0,0,0,0,0,1.04619833333333
"HTR2A",0.23954,0.050999,0.317488,0.202675666666667,2,3,4,"Htr2a",0.08598,0.064976,0.133978,16,11,18,0.094978,1.09835600958802
"HTR2B",0.160923,0.101081,0.522773,0.261592333333333,5,3,14,"Htr2b",0.049431,0,0.022752,3,0,1,0.024061,1.23195037535199
"HTR2C",0,0,0,0,0,0,0,"Htr2c",0,0,0,0,0,0,0,1
"HTR3A",0,0,0,0,0,0,0,"Htr3a",0,0,0,0,0,0,0,1
"HTR3B",0.17666,0.095607,0.38566,0.219309,12,5,12,"Htr3b",0,0,0,0,0,0,0,1.219309
"HTR4",0,0,0,0,0,0,0,"Htr4",0,0,0,0,0,0,0,1
"HTR5A",0.033179,0.082317,0.220865,0.112120333333333,1,2,2,"Htr5a",0,0,0,0,0,0,0,1.11212033333333
"HTR6",0.018061,0,0.021474,0.0131783333333333,1,0,1,"Htr6",0,0,0,0,0,0,0,1.01317833333333
"HTR7",0.175277,0.113696,0.173288,0.154087,8,4,7,"Htr7",0.105024,0.085677,0.118953,10,8,6,0.103218,1.04610965375837
"HTRA1",8.470695,14.540681,7.199945,10.0704403333333,163,216,131,"Htra1",27.614663,32.342682,44.289525,588,670,546,34.7489566666667,0.309671704171879
"HTRA2",20.852577,13.757906,26.842413,20.4842986666667,263,151,261,"Htra2",6.1787,7.402783,6.781459,164,176,128,6.78764733333333,2.75876625469515
"HTRA3",0.443435,0.437057,0.263473,0.381321666666667,15,10,7,"Htra3",18.517773,16.927262,14.701238,789,692,476,16.7154243333333,0.0779728241715087
"HTT",117.981899,152.819021,64.305753,111.702224333333,1589,1379,1174,"Htt",0.839638,0.985364,0.90193,367,377,293,0.908977333333333,59.0380107534017
"HUNK",2.150331,3.309798,1.292359,2.25082933333333,164,111,122,"Hunk",0.106843,0.146093,0.094997,16,20,8,0.115977666666667,2.91298780471413
"HUS1",8.069836,8.537005,10.029121,8.878654,196,161,179,"Hus1",1.365995,1.134554,2.548871,165,124,102,1.68314,3.68175123176577
"HUS1B",0,0,0.186942,0.062314,0,0,2,"Hus1b",0,0,0,0,0,0,0,1.062314
"HUWE1",85.046394,84.429472,77.292134,82.256,4417,4259,3463,"Huwe1",71.286327,98.124181,109.16476,3191,3188,2773,92.8584226666667,0.887038132908747
"HVCN1",0.879246,3.445184,1.428444,1.91762466666667,9,27,17,"Hvcn1",0.201192,0.162563,0.426399,7,5,10,0.263384666666667,2.30937159809338
"HYAL1",1.265248,0.789154,0.771074,0.941825333333333,25,19,21,"Hyal1",1.021634,0.982144,1.307835,57,60,45,1.103871,0.922977375197117
"HYAL2",45.034758,38.127481,47.26025,43.474163,958,665,831,"Hyal2",9.776248,10.386589,10.272505,179,177,159,10.145114,3.99046281626191
"HYAL3",7.009512,5.448406,5.92282,6.12691266666667,70,61,59,"Hyal3",0.034755,0.038473,0.048472,2,1,2,0.0405666666666667,6.84906877662812
"HYAL4",0.186014,0.035549,0.438639,0.220067333333333,1,1,3,"Hyal4",0,0,0,0,0,0,0,1.22006733333333
"HYDIN",0.598783,0.575213,1.555423,0.909806333333333,30,22,21,"Hydin",0.001827,0.001964,0,1,1,0,0.00126366666666667,1.90739602056202
"HYI",4.391495,9.388625,13.625662,9.13526066666667,64,45,154,"Hyi",0.81727,0.376492,0.082823,19,10,2,0.425528333333333,7.10982758439269
"HYKK",0.46855,0.358473,0.431364,0.419462333333333,27,18,13,"Hykk",0.197077,0.152574,0.162785,23,20,19,0.170812,1.21237426105415
"HYLS1",2.839977,1.97918,3.461146,2.760101,61,32,61,"Hyls1",0.262391,0.147275,0.241169,19,9,11,0.216945,3.08978713088923
"HYOU1",299.12168,229.245693,228.957891,252.441754666667,10756,5470,8254,"Hyou1",3.571244,4.149912,4.299674,475,439,310,4.00694333333333,50.618059321622
"HYPK",6.318249,5.860675,6.733542,6.30415533333333,315,248,256,"Hypk",22.087406,21.07686,16.565362,173,152,117,19.909876,0.34931605205757
"IAH1",27.6846,33.149285,42.590988,34.4749576666667,108,109,114,"Iah1",3.42145,4.292554,6.140226,81,98,71,4.61807666666667,6.31443103600698
"IAPP",0.079291,0.160998,0.04129,0.0938596666666667,2,4,1,"Iapp",0,0,0,0,0,0,0,1.09385966666667
"IARS1",177.228019,185.100555,139.435246,167.254606666667,2172,2025,2029,"Iars",14.922631,14.361297,13.325718,687,584,506,14.2032153333333,11.0670409500657
"IARS2",31.692959,26.190145,33.515366,30.4661566666667,995,696,830,"Iars2",7.628606,8.114262,10.3504,1228,1195,1058,8.697756,3.24468430291159
"IBA57",1.203292,1.034404,1.062497,1.10006433333333,141,105,90,"Iba57",1.874749,1.743626,1.998578,257,228,194,1.87231766666667,0.731139301792641
"IBSP",0,0.057734,0,0.0192446666666667,0,1,0,"Ibsp",0,0,0,0,0,0,0,1.01924466666667
"IBTK",14.171408,13.501932,17.580165,15.0845016666667,830,794,737,"Ibtk",4.227774,5.398084,4.805268,542,559,511,4.81037533333333,2.76823797843008
"ICA1",19.416978,17.352386,21.91256,19.5606413333333,142,108,138,"Ica1",5.923021,6.436325,9.223855,71,76,52,7.19440033333333,2.50910872021914
"ICA1L",5.382626,4.045055,5.236779,4.88815333333333,234,88,214,"Ica1l",0.046513,0.030234,0.127138,5,3,3,0.0679616666666667,5.51345007701587
"ICAM1",74.325769,34.634528,70.738414,59.8995703333333,2921,1134,2717,"Icam1",1.120058,1.022679,1.029272,93,80,61,1.05733633333333,29.6011737831231
"ICAM2",0.292342,0.709679,0.462047,0.488022666666667,3,7,4,"Icam2",5.760944,9.766974,9.481113,124,178,130,8.33634366666667,0.159379594388681
"ICAM4",0.357712,0.40366,0.105164,0.288845333333333,6,6,1,"Icam4",0.212929,0.154239,0.206634,6,4,4,0.191267333333333,1.08191108516924
"ICAM5",0.408551,0.71398,0.227241,0.449924,10,10,7,"Icam5",0.01044,0,0,1,0,0,0.00348,1.44489576274565
"ICE1",4.966494,6.011254,4.955573,5.311107,587,597,535,"Ice1",4.304997,3.671666,4.162793,658,582,467,4.04648533333333,1.25059453919612
"ICE2",13.651874,13.287521,12.268187,13.069194,245,247,240,"Ice2",1.66711,1.170645,1.497085,76,80,51,1.44494666666667,5.75439709659652
"ICMT",31.376135,41.889207,48.06804,40.4444606666667,1246,1166,1243,"Icmt",7.814708,5.143183,7.520256,452,421,405,6.826049,5.29570676936302
"ICOS",0.054296,0.201718,0.060986,0.105666666666667,2,6,2,"Icos",0,0.097588,0.013934,0,9,1,0.037174,1.06603777829628
"ICOSLG",0.529377,0.318898,0.328295,0.39219,28,27,26,"Icosl",1.080414,1.011904,1.078755,87,75,61,1.05702433333333,0.676798021997147
"ID1",1.252697,14.069373,1.823782,5.715284,16,140,19,"Id1",8.583417,11.561453,6.411382,225,303,120,8.852084,0.681610510020012
"ID2",16.001415,18.781955,16.961141,17.2481703333333,173,139,131,"Id2",1.376741,1.316306,2.083452,48,42,53,1.59216633333333,7.03973741911367
"ID3",23.737232,116.06209,24.496904,54.7654086666667,225,826,193,"Id3",23.317549,20.96567,18.391852,309,380,181,20.8916903333333,2.54733224422399
"ID4",12.968674,20.642985,12.373631,15.32843,712,900,590,"Id4",0.048109,0.033087,0.034351,6,4,3,0.0385156666666667,15.7228538038425
"IDE",7.004681,10.243826,6.004369,7.75095866666667,450,441,336,"Ide",7.887434,8.409761,8.211309,871,804,756,8.16950133333333,0.954354915120066
"IDH1",32.181801,30.291784,33.09395,31.855845,949,764,916,"Idh1",9.820626,9.303854,10.919917,596,488,437,10.014799,2.98288193910756
"IDH2",28.735458,38.612175,29.359929,32.235854,688,727,629,"Idh2",465.938939,445.555635,554.758011,14833,14194,12117,488.750861666667,0.0678627779987877
"IDH3A",17.905249,17.252102,22.28623,19.1478603333333,316,249,328,"Idh3a",96.967193,99.431684,117.677021,5455,5090,4754,104.691966,0.190628115795796
"IDH3B",35.358491,31.220978,41.141919,35.9071293333333,423,303,433,"Idh3b",168.691773,173.221416,184.630855,5744,5423,4539,175.514681333333,0.209088156602891
"IDH3G",35.238349,31.871572,34.3163,33.8087403333333,412,263,334,"Idh3g",146.641908,151.739994,158.316392,3500,3320,2769,152.232764666667,0.227162515856541
"IDI1",39.750036,51.67579,38.388197,43.271341,1033,1030,980,"Idi1",0.599045,0.764834,0.819907,58,54,57,0.727928666666667,25.6210466635775
"IDI2",0,0.068604,0.062122,0.0435753333333333,0,1,1,"Idi2",0.014361,0,0,1,0,0,0.004787,1.03860353819599
"IDI2",0,0.068604,0.062122,0.0435753333333333,0,1,1,"Gm9745",0,0,0,0,0,0,0,1.04357533333333
"IDNK",1.20261,0.954027,1.09607,1.08423566666667,16,12,14,"Idnk",2.859066,2.521994,2.761601,61,58,54,2.71422033333333,0.561150249478109
"IDS",21.265137,23.245085,21.405889,21.972037,1843,1549,1527,"Ids",3.735162,4.046424,2.894199,461,320,340,3.558595,5.03928008520169
"IDUA",29.667338,20.227382,38.090521,29.3284136666667,387,235,260,"Idua",3.781036,4.004753,4.278515,231,206,159,4.02143466666667,6.03979055388155
"IER2",8.624607,9.511257,10.468106,9.53465666666667,280,253,303,"Ier2",1.20274,1.681676,1.466474,57,84,48,1.45029666666667,4.299339263681
"IER3",4.849878,16.991583,5.335384,9.05894833333333,79,221,77,"Ier3",7.61303,9.496213,8.442578,243,286,193,8.51727366666667,1.05691489870296
"IER5",1.238953,2.090835,1.180583,1.503457,75,100,62,"Ier5",2.18574,3.109538,3.136029,210,319,203,2.81043566666667,0.657000201289319
"IER5L",3.443982,3.866668,3.302116,3.53758866666667,121,103,96,"Ier5l",0.256741,0.390915,0.278982,18,33,12,0.308879333333333,3.46677386609104
"IFFO1",9.911926,8.322367,9.823569,9.35262066666667,367,240,309,"Iffo1",2.154628,1.663196,1.875933,105,72,70,1.897919,3.57243272385
"IFFO2",5.382862,9.69959,5.196744,6.759732,317,338,266,"Iffo2",0.353621,0.377665,0.426281,65,54,53,0.385855666666667,5.59923532200443
"IFI16",9.997746,10.963875,7.271344,9.41098833333333,198,218,150,"Ifi204",1.076528,1.350579,0.468401,72,83,22,0.965169333333333,5.29775635958767
"IFI16",9.997746,10.963875,7.271344,9.41098833333333,198,218,150,"Ifi202b",0,0,0,0,0,0,0,10.4109883333333
"IFI16",9.997746,10.963875,7.271344,9.41098833333333,198,218,150,"Ifi209",0.205402,0.256427,0.09039,18,27,6,0.184073,8.79252236418982
"IFI16",9.997746,10.963875,7.271344,9.41098833333333,198,218,150,"Ifi207",1.027869,1.356829,0.791198,109,134,61,1.058632,5.05723622936656
"IFI16",9.997746,10.963875,7.271344,9.41098833333333,198,218,150,"Ifi203",4.64673,5.214447,4.677074,447,514,326,4.84608366666667,1.78084832974508
"IFI16",9.997746,10.963875,7.271344,9.41098833333333,198,218,150,"Ifi206",0.048014,0.165681,0.217126,5,7,3,0.143607,9.10364166477936
"IFI30",0.435825,0.910947,0.729281,0.692017666666667,7,6,9,"Ifi30",1.674378,1.720698,2.859755,45,43,55,2.08494366666667,0.548476033760098
"IFI35",1.980268,1.189932,1.352953,1.50771766666667,11,8,15,"Ifi35",2.901314,4.218229,3.440617,105,140,92,3.52005333333333,0.554798247218322
"IFI44",1.514185,7.488791,1.149397,3.38412433333333,8,55,5,"Ifi44",0.45445,2.351301,1.571017,34,90,32,1.45892266666667,1.78294518683521
"IFI44L",0.61487,2.36666,0.44347,1.14166666666667,22,95,20,"Ifi44l",0,0,0,0,0,0,0,2.14166666666667
"IFIH1",0.332355,0.360087,0.564886,0.419109333333333,14,14,14,"Ifih1",1.371102,1.465451,0.765285,108,154,83,1.20061266666667,0.644870110414706
"IFIT1B",0.073568,0.04414,0,0.039236,2,1,0,"Ifit1bl2",0.516247,0.443092,0.387127,57,46,31,0.448822,0.717297224917899
"IFIT1B",0.073568,0.04414,0,0.039236,2,1,0,"Ifit1bl1",0.61058,0.664726,1.252236,41,42,60,0.842514,0.564031535174224
"IFIT1B",0.073568,0.04414,0,0.039236,2,1,0,"Ifit1",0.521624,2.002527,0.590445,42,144,34,1.03819866666667,0.509879638818329
"IFIT2",0.066262,0.170927,0.064662,0.100617,3,7,3,"Ifit2",0.955161,2.385726,1.571126,118,271,140,1.63733766666667,0.41732123038726
"IFIT3",1.707582,2.824082,2.290593,2.27408566666667,61,83,73,"Ifit3b",0.621353,1.327723,0.923532,38,75,40,0.957536,1.67255451070461
"IFIT3",1.707582,2.824082,2.290593,2.27408566666667,61,83,73,"Ifit3",1.182036,4.489921,2.262221,60,212,84,2.644726,0.898307764881823
"IFITM1",33.424409,42.658256,27.603366,34.5620103333333,126,136,66,"Ifitm2",24.834228,21.260032,20.095662,368,293,214,22.0633073333333,1.54193021058761
"IFITM1",33.424409,42.658256,27.603366,34.5620103333333,126,136,66,"Ifitm1",2.293291,1.628093,1.602286,28,19,13,1.84122333333333,12.5164431518348
"IFITM1",33.424409,42.658256,27.603366,34.5620103333333,126,136,66,"Ifitm3",23.421461,38.615354,25.59012,364,558,287,29.2089783333333,1.17720003440478
"IFITM1",33.424409,42.658256,27.603366,34.5620103333333,126,136,66,"Ifitm7",0,0,0,0,0,0,0,35.5620103333333
"IFITM10",0.764099,0.683411,0.574748,0.674086,38,27,29,"Ifitm10",0.239288,0.249078,0.312662,8,7,5,0.267009333333333,1.32128939855218
"IFITM5",0.247375,0,0.142572,0.129982333333333,2,0,1,"Ifitm5",0,0.111959,0.080609,0,2,1,0.0641893333333333,1.06182452495922
"IFNA1",0,0,0,0,0,0,0,"Ifna12",0,0,0,0,0,0,0,1
"IFNA1",0,0,0,0,0,0,0,"Ifnab",0,0,0,0,0,0,0,1
"IFNA1",0,0,0,0,0,0,0,"Ifna1",0,0,0,0,0,0,0,1
"IFNA1",0,0,0,0,0,0,0,"Ifna9",0,0,0,0,0,0,0,1
"IFNA1",0,0,0,0,0,0,0,"Ifna11",0,0,0,0,0,0,0,1
"IFNA1",0,0,0,0,0,0,0,"Ifna2",0,0,0,0,0,0,0,1
"IFNA1",0,0,0,0,0,0,0,"Ifna5",0,0,0,0,0,0,0,1
"IFNA1",0,0,0,0,0,0,0,"Ifna14",0,0,0,0,0,0,0,1
"IFNA1",0,0,0,0,0,0,0,"Ifna13",0,0,0,0,0,0,0,1
"IFNA1",0,0,0,0,0,0,0,"Ifna7",0,0,0,0,0,0,0,1
"IFNA1",0,0,0,0,0,0,0,"Ifna6",0,0,0,0,0,0,0,1
"IFNA1",0,0,0,0,0,0,0,"Ifna15",0,0,0,0,0,0,0,1
"IFNA1",0,0,0,0,0,0,0,"Ifna16",0,0,0,0,0,0,0,1
"IFNA1",0,0,0,0,0,0,0,"Ifna4",0,0,0,0,0,0,0,1
"IFNA10",0,0,0,0,0,0,0,"Ifna14",0,0,0,0,0,0,0,1
"IFNA10",0,0,0,0,0,0,0,"Ifna15",0,0,0,0,0,0,0,1
"IFNA10",0,0,0,0,0,0,0,"Ifna13",0,0,0,0,0,0,0,1
"IFNA10",0,0,0,0,0,0,0,"Ifna11",0,0,0,0,0,0,0,1
