"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"ANO6",8.683951,11.799789,9.897104,10.126948,800,861,808,"Ano6",5.187239,4.649363,5.181362,138,572,357,5.005988,1.8526423962219
"ANO7",0.97266,1.121413,0.879944,0.991339,31,29,18,"Ano7",0,0.071998,0.254444,0,6,3,0.108814,1.79591798083358
"ANO8",11.46156,8.843732,9.565162,9.956818,589,340,425,"Ano8",10.258864,12.007846,11.857396,215,941,535,11.374702,0.88542075599073
"ANO9",0.420574,0.428129,0.645759,0.498154,20,11,25,"Ano9",0.753489,0.013201,0,3,1,0,0.255563333333333,1.19321260841747
"ANP32A",95.997994,111.539855,77.89304,95.1436296666667,1062,980,877,"Anp32a",290.587831,255.690982,312.777901,987,3098,2107,286.352238,0.33458458627584
"ANP32B",51.633067,46.663433,56.991685,51.7627283333333,549,470,595,"Anp32b",31.641017,26.073608,28.740108,317,950,596,28.8182443333333,1.76947803309636
"ANP32D",0,0,0.085192,0.0283973333333333,0,0,1,"Anp32a",290.587831,255.690982,312.777901,987,3098,2107,286.352238,0.00357887358209242
"ANP32E",14.467118,22.699806,8.355882,15.1742686666667,389,474,303,"Anp32e",63.036975,53.283163,67.602374,638,2282,1463,61.307504,0.259587812515595
"ANPEP",0.899435,1.398363,0.907684,1.068494,17,15,11,"Anpep",1.122799,1.213086,2.371403,19,93,49,1.569096,0.805144689026802
"ANTKMT",18.985916,17.604501,16.213798,17.601405,107,60,76,"Antkmt",33.968832,44.96933,44.092128,280,1067,641,41.0100966666667,0.442784151333779
"ANTXR1",21.426957,49.591367,21.517897,30.845407,823,1707,718,"Antxr1",2.994589,4.594215,4.529232,104,576,327,4.03934533333333,6.31935398222362
"ANTXR2",8.157656,9.855018,6.99262,8.335098,245,231,208,"Antxr2",0.472615,0.376386,0.442411,8,43,28,0.430470666666667,6.52589264326054
"ANTXRL",0,0,0,0,0,0,0,"Antxrl",0,0,0,0,0,0,0,1
"ANTXRL",0,0,0,0,0,0,0,"Gm30083",0,0.020998,0,0,1,0,0.00699933333333333,0.993049316815172
"ANXA1",259.913506,348.524782,269.424409,292.620899,4559,4892,4256,"Anxa1",0.947533,1.210283,1.702741,7,24,15,1.28685233333333,128.395215869499
"ANXA10",0,0,0,0,0,0,0,"Anxa10",0,0.038063,0,0,1,0,0.0126876666666667,0.987471293386609
"ANXA11",24.224942,26.689763,25.138168,25.3509576666667,325,311,287,"Anxa11",3.696508,4.515472,4.621662,54,268,150,4.27788066666667,4.99271569990025
"ANXA13",0.228479,0.281698,0.48713,0.332435666666667,6,5,11,"Anxa13",0,0,0,0,0,0,0,1.33243566666667
"ANXA2",1449.401485,2008.155238,1633.651466,1697.06939633333,13900,14346,14490,"Anxa2",21.971505,13.571474,13.529045,98,363,189,16.3573413333333,97.830039965414
"ANXA3",0.375097,3.31347,1.636167,1.77491133333333,11,27,8,"Anxa3",19.926802,22.920365,18.251876,58,185,110,20.3663476666667,0.129872984219125
"ANXA4",6.005093,8.045307,6.850901,6.96710033333333,106,130,115,"Anxa4",5.161227,4.209108,4.958598,48,163,94,4.776311,1.37927136079296
"ANXA5",648.624818,481.916051,664.779657,598.440175333333,7351,4360,6797,"Anxa5",112.095171,111.106297,120.356363,483,1884,1143,114.519277,5.18909216626532
"ANXA6",154.611166,228.13207,159.00662,180.583285333333,2316,2698,2115,"Anxa6",44.670607,48.487376,48.967067,721,2995,1708,47.3750166666667,3.75365835188343
"ANXA7",25.465788,23.303169,27.326215,25.3650573333333,505,398,458,"Anxa7",25.671719,30.159359,36.795306,294,1330,828,30.8754613333333,0.827127082416919
"ANXA8",0.07574,0.080241,0.016935,0.0576386666666667,2,1,0,"Anxa8",0.085523,0.151768,0.236736,1,6,6,0.158009,0.913325083541377
"ANXA8L1",0,0,0.020777,0.00692566666666667,0,0,0,"Anxa8",0.085523,0.151768,0.236736,1,6,6,0.158009,0.869531814231726
"ANXA9",2.296366,0.852254,1.352331,1.500317,46,15,26,"Anxa9",0.260658,0.211209,0.719303,3,9,8,0.397056666666667,1.78970335252447
"AOAH",0.580652,0.664773,0,0.415141666666667,3,4,0,"Aoah",0,0.25352,0.073258,0,11,2,0.108926,1.27613715132179
"AOC1",0.309879,0,0.130135,0.146671333333333,5,0,2,"Doxl1",0,0,0,0,0,0,0,1.14667133333333
"AOC1",0.309879,0,0.130135,0.146671333333333,5,0,2,"Aoc1",0,0.071051,0.026492,0,3,1,0.0325143333333333,1.11056214554568
"AOC1",0.309879,0,0.130135,0.146671333333333,5,0,2,"Doxl2",0,0,0,0,0,0,0,1.14667133333333
"AOC1",0.309879,0,0.130135,0.146671333333333,5,0,2,"Svs1",0,0,0,0,0,0,0,1.14667133333333
"AOC2",2.418397,2.160471,2.096768,2.225212,97,71,75,"Aoc2",0.487346,0.653665,0.661481,7,42,24,0.600830666666667,2.01471152893123
"AOC3",0.661818,1.904987,1.388015,1.31827333333333,30,34,29,"Aoc3",0.616168,0.223303,0.325618,11,26,21,0.388363,1.66978904892549
"AOPEP",11.526562,19.360915,13.188993,14.6921566666667,202,251,175,"Aopep",42.880232,35.206009,34.270368,116,566,265,37.452203,0.408095126998749
"AOX1",0.937977,0.436628,1.101307,0.825304,11,6,12,"Aox1",0.853057,1.227917,1.196633,26,147,81,1.09253566666667,0.87229289759617
"AP1AR",10.675954,9.990718,8.710143,9.79227166666667,173,145,165,"Ap1ar",70.6024,113.319105,71.407992,345,1214,779,85.1098323333333,0.125331467664337
"AP1B1",22.890788,23.763575,18.52706,21.727141,1142,830,912,"Ap1b1",84.726633,99.586167,104.072897,841,4093,2355,96.1285656666667,0.23399028745052
"AP1G1",28.596317,37.177468,28.997844,31.590543,1765,1502,1643,"Ap1g1",32.454942,27.27687,29.110422,770,2939,1797,29.614078,1.06456065735509
"AP1G2",198.887382,113.91163,228.193709,180.330907,1750,787,1443,"Ap1g2",4.267543,9.011428,3.546345,21,137,53,5.60843866666667,27.4392963521994
"AP1M1",72.741931,63.37823,64.786096,66.9687523333333,682,568,623,"Ap1m1",28.664642,29.231706,30.546837,259,1157,654,29.4810616666667,2.22986827285161
"AP1M2",0,0.283964,0,0.0946546666666667,0,1,0,"Ap1m2",0.397174,0.400294,0.087888,3,9,2,0.295118666666667,0.845215727979624
"AP1S1",164.402525,128.972701,274.469434,189.281553333333,504,383,500,"Ap1s1",89.837835,89.902694,84.771229,333,1324,726,88.170586,2.13390493288149
"AP1S2",34.777066,42.379873,33.159673,36.772204,916,849,814,"Ap1s2",36.200479,40.432732,38.02332,422,1706,922,38.2188436666667,0.963113658348469
"AP1S3",5.736952,4.36506,5.284855,5.12895566666667,191,96,144,"Ap1s3",3.210267,2.812302,3.834128,59,168,110,3.28556566666667,1.43013924960664
"AP2A1",52.79751,42.231871,53.086325,49.371902,1761,1329,1560,"Ap2a1",96.951255,99.508656,91.819863,1014,4676,2532,96.093258,0.518799173470932
"AP2A2",156.331474,214.991156,147.069415,172.797348333333,1136,959,947,"Ap2a2",37.265455,36.815987,38.706816,1181,4386,2633,37.596086,4.50297857490869
"AP2B1",547.432464,619.619288,397.206027,521.419259666667,4993,3699,4610,"Ap2b1",58.287404,50.018786,53.102128,1573,6405,3913,53.8027726666667,9.53271585078803
"AP2M1",363.847029,388.830035,402.056936,384.911333333333,2374,2296,2247,"Ap2m1",681.047159,626.744748,667.738382,1972,8572,4733,658.510096333333,0.585148484426361
"AP2S1",298.41548,214.680639,300.709289,271.268469333333,662,471,653,"Ap2s1",237.635526,210.851457,224.492849,392,1282,787,224.326610666667,1.20832807331447
"AP3B1",20.688383,29.3079,20.450372,23.4822183333333,726,720,644,"Ap3b1",10.045997,15.066802,16.772583,207,782,471,13.961794,1.63631569404935
"AP3B2",28.763266,22.752379,30.615926,27.3771903333333,664,299,511,"Ap3b2",38.336751,40.822288,39.749073,639,2565,1466,39.6360373333333,0.698325727495476
"AP3D1",67.858452,65.628944,66.287494,66.59163,2442,2054,2023,"Ap3d1",63.270434,57.276931,72.845331,872,3220,1995,64.464232,1.03249710467848
"AP3M1",19.708109,22.516409,20.413642,20.8793866666667,1007,912,1012,"Ap3m1",35.443462,37.372175,36.970929,311,1309,705,36.595522,0.581967891459697
"AP3M2",20.216982,16.384482,15.714092,17.4385186666667,348,278,370,"Ap3m2",25.832292,25.37877,27.652826,561,2071,1285,26.2879626666667,0.675701549870194
"AP3S1",105.156226,107.510485,112.958374,108.541695,359,363,379,"Ap3s1",39.138678,37.746567,36.659181,223,835,470,37.848142,2.81974090292401
"AP3S2",44.961974,44.057058,38.86884,42.6292906666667,640,471,614,"Ap3s2",32.69702,23.995317,24.075063,552,2225,1243,26.9224666666667,1.56251563257305
"AP4B1",27.428776,20.974737,29.706917,26.03681,303,201,292,"Ap4b1",4.481084,5.272025,8.630852,58,306,182,6.127987,3.79304984703255
"AP4E1",1.777773,1.7677,1.989103,1.84485866666667,132,149,115,"Ap4e1",3.80958,4.654371,4.301168,97,358,152,4.25503966666667,0.541358171796864
"AP4M1",19.703461,18.963063,17.296475,18.654333,188,188,174,"Ap4m1",8.356982,8.193883,8.669319,96,338,222,8.406728,2.08939101885374
"AP4S1",2.501192,3.110139,2.515641,2.70899066666667,88,90,67,"Ap4s1",22.017781,24.896805,25.195012,123,501,282,24.0365326666667,0.148143144102569
"AP5B1",1.873686,1.981314,1.651113,1.835371,203,170,154,"Ap5b1",2.930051,1.783786,1.630964,30,101,65,2.11493366666667,0.910250844292993
"AP5M1",15.900259,22.698389,16.988718,18.529122,449,435,414,"Ap5m1",15.928544,11.581393,12.058392,212,761,467,13.189443,1.37631350293313
"AP5S1",3.331535,2.559218,4.280031,3.39026133333333,148,112,142,"Ap5s1",22.823344,29.653656,22.057712,59,226,138,24.844904,0.169869515991753
"AP5Z1",24.948675,22.821557,25.618725,24.4629856666667,639,470,545,"Ap5z1",6.348273,5.358805,6.350517,80,436,227,6.01919833333333,3.62762020069243
"APBA1",13.90143,8.834439,12.743417,11.8264286666667,534,234,470,"Apba1",24.215157,29.179944,31.216614,1086,4540,2695,28.203905,0.439202519891318
"APBA2",33.82021,36.140175,29.43994,33.1334416666667,1493,1209,1271,"Apba2",56.890283,72.463616,79.026482,687,2904,1862,69.460127,0.484436277934422
"APBA3",12.791351,12.660617,9.455144,11.635704,165,129,111,"Apba3",18.81401,21.427225,15.920416,72,313,138,18.7205503333333,0.640737899623525
"APBB1",43.579007,34.959595,44.425565,40.9880556666667,996,627,834,"Apbb1",178.676133,202.564258,196.376514,1461,6224,3668,192.538968333333,0.216948845125341
"APBB1IP",0,0,0,0,0,0,0,"Apbb1ip",0.990623,0.823693,1.158352,18,57,45,0.990889333333333,0.502288089677846
"APBB2",14.297643,21.122733,12.039095,15.8198236666667,556,651,539,"Apbb2",16.342057,30.36333,25.67478,366,1544,906,24.1267223333333,0.669399830329376
"APBB3",41.392974,33.782153,40.081089,38.4187386666667,591,401,492,"Apbb3",82.124724,216.130367,232.341361,123,645,334,176.865484,0.22162106879976
"APC",21.894211,19.258158,20.547923,20.566764,3674,1926,3103,"Apc",36.968927,28.856052,34.530598,1506,6391,3844,33.451859,0.62599710511993
"APC2",29.332137,20.532599,15.174463,21.679733,2446,1093,1641,"Apc2",21.590064,20.449548,24.110255,807,4050,2286,22.0499556666667,0.983938248210947
"APCDD1",1.143694,4.019831,0.438427,1.86731733333333,10,66,8,"Apcdd1",5.016304,6.965754,7.417934,139,648,421,6.466664,0.384015851434233
"APCS",0,0,0,0,0,0,0,"Apcs",0,0,0,0,0,0,0,1
"APEH",53.578218,44.24906,54.066298,50.631192,755,521,633,"Apeh",33.281688,35.981753,26.960853,154,677,376,32.0747646666667,1.56104487878745
"APEX1",163.948075,165.247195,151.956585,160.383951666667,1244,1076,1196,"Apex1",19.203018,16.901116,17.048662,85,403,241,17.7175986666667,8.62204359334128
"APEX2",3.00181,4.167412,4.363418,3.84421333333333,149,116,154,"Apex2",4.548416,2.588604,3.196422,23,135,54,3.44448066666667,1.0899391169962
"APH1A",48.040391,42.00282,47.524168,45.855793,1083,843,1028,"Aph1a",34.50422,44.756023,72.009165,232,1017,598,50.423136,0.911181165613859
"APH1B",7.924038,9.721218,13.83505,10.4934353333333,364,241,350,"Aph1c",1.309735,3.342097,3.414504,46,216,127,2.68877866666667,3.11578339931121
"APH1B",7.924038,9.721218,13.83505,10.4934353333333,364,241,350,"Aph1b",10.011012,8.508501,9.667717,308,1074,656,9.39574333333333,1.10559052535284
"API5",47.455093,57.218204,46.452265,50.3751873333333,1284,1218,1218,"Api5",30.83043,28.184702,31.961929,778,2635,1705,30.325687,1.64003385890095
"APIP",5.848322,7.365396,8.394613,7.202777,106,98,112,"Apip",46.38215,36.151515,68.823641,52,207,125,50.4524353333333,0.159424465467154
"APLF",0.895817,1.401786,0.801204,1.03293566666667,33,44,27,"Aplf",1.955906,1.985317,2.081934,25,113,67,2.007719,0.675906115786304
"APLN",0.666659,0.600698,0.334104,0.533820333333333,32,23,14,"Apln",10.464334,9.736487,10.083269,217,755,443,10.0946966666667,0.138248063864747
"APLNR",0.303497,0.447855,0.222592,0.324648,17,18,11,"Aplnr",4.303951,1.717374,1.01152,10,48,36,2.34428166666667,0.396093431125468
"APLP1",477.984691,284.232819,444.541003,402.252837666667,2479,1166,1997,"Aplp1",373.285291,527.857137,458.152558,3558,16751,8761,453.098328666667,0.888029777274685
"APLP2",755.167874,518.133765,665.429137,646.243592,12778,7563,10446,"Aplp2",304.742634,296.207482,311.772998,4361,16397,9813,304.241038,2.12043438274509
"APMAP",156.266028,82.621932,158.362338,132.416766,4982,2124,4470,"Apmap",21.590101,24.261441,32.227588,275,1184,751,26.0263766666667,4.93653913158664
"APOA1",0.556144,0.820879,0.648126,0.675049666666667,6,7,6,"Apoa1",0,0.13761,0.244541,0,3,3,0.127383666666667,1.48578493390745
"APOA2",0,0,0,0,0,0,0,"Apoa2",1.324293,2.150089,1.754081,2,14,6,1.742821,0.364588137541604
"APOA4",0,0,0,0,0,0,0,"Apoa4",0,0,0,0,0,0,0,1
"APOA5",0,0,0,0,0,0,0,"Apoa5",0,0,0,0,0,0,0,1
"APOB",0.052208,0.044032,0.02495,0.0403966666666667,8,8,5,"Apob",0,0.002828,0.009979,0,1,2,0.004269,1.03597409326253
"APOBEC1",0,0,0,0,0,0,0,"Apobec1",3.722336,1.265274,0.823006,10,34,21,1.936872,0.340498326110229
"APOBEC2",0,0,0,0,0,0,0,"Apobec2",0.713813,0.908573,0.44031,6,13,8,0.687565333333333,0.592569650636736
"APOBEC3H",0,0.101768,0,0.0339226666666667,0,1,0,"Apobec3",2.742472,1.688077,2.416643,11,52,30,2.28239733333333,0.314990100731254
"APOBEC4",0,0,0.302175,0.100725,0,0,1,"Apobec4",0,0,0,0,0,0,0,1.100725
"APOBR",0.071553,0,0.060761,0.0441046666666667,4,0,3,"Apobr",0.647353,0.17208,0.307351,5,13,11,0.375594666666667,0.759020583582761
"APOC1",6.571002,10.731683,29.41911,15.5739316666667,6,4,9,"Apoc1",6.773432,5.759754,6.324136,9,29,18,6.285774,2.27483472128928
"APOC2",0.603569,0.664901,0.349843,0.539437666666667,4,4,1,"Apoc2",0,0,0,0,0,0,0,1.53943766666667
"APOC2",0.603569,0.664901,0.349843,0.539437666666667,4,4,1,"Gm44805",0,0,0,0,0,0,0,1.53943766666667
"APOC3",0,0,0,0,0,0,0,"Apoc3",0,0,0.320134,0,0,1,0.106711333333333,0.903577988117347
"APOC4",0,0,0,0,0,0,0,"Apoc4",0.078898,0.297306,0.192765,1,15,5,0.189656333333333,0.840578889869876
"APOD",1000.686747,269.203493,975.291504,748.393914666667,9964,2160,8595,"Apod",454.499655,436.333419,401.867693,1676,6368,3317,430.900255666667,1.73510875447371
"APOE",112.932614,135.253136,106.504526,118.230092,1208,1006,905,"Apoe",1161.493797,1181.084225,1212.24863,4506,16075,9348,1184.94221733333,0.10053617305917
"APOH",0.135265,0,0,0.0450883333333333,1,0,0,"Apoh",0.297573,0.429659,0.137978,2,11,2,0.288403333333333,0.811149976327289
"APOL1",0.048432,0.202244,0.140538,0.130404666666667,2,7,5,"Apol10a",0,0.005368,0.0234,0,0,1,0.00958933333333333,1.11966779892022
"APOL1",0.048432,0.202244,0.140538,0.130404666666667,2,7,5,"Apol10b",0.06689,0.141181,0.156479,1,8,5,0.121516666666667,1.00792498253853
"APOL1",0.048432,0.202244,0.140538,0.130404666666667,2,7,5,"Apol9a",0,0.1361,0.173111,0,5,5,0.103070333333333,1.02478022706923
"APOL1",0.048432,0.202244,0.140538,0.130404666666667,2,7,5,"Apol8",5.115406,5.680552,6.985457,40,201,114,5.92713833333333,0.163184941930085
"APOL1",0.048432,0.202244,0.140538,0.130404666666667,2,7,5,"Apol7b",0,3e-06,0,0,0,0,1e-06,1.13040353626313
"APOL1",0.048432,0.202244,0.140538,0.130404666666667,2,7,5,"Apol11a",0,0,0,0,0,0,0,1.13040466666667
"APOL1",0.048432,0.202244,0.140538,0.130404666666667,2,7,5,"Apol9b",0.458128,0.316384,0.034211,2,11,0,0.269574333333333,0.890380844183208
"APOL1",0.048432,0.202244,0.140538,0.130404666666667,2,7,5,"Apol11b",0,0,0.038457,0,0,1,0.012819,1.11609741391766
"APOL1",0.048432,0.202244,0.140538,0.130404666666667,2,7,5,"Apol7a",0,0,0.113848,0,0,2,0.0379493333333333,1.08907499659585
"APOL1",0.048432,0.202244,0.140538,0.130404666666667,2,7,5,"Apol7e",0.213907,0.413945,0.33242,3,22,10,0.320090666666667,0.856308354577665
"APOL1",0.048432,0.202244,0.140538,0.130404666666667,2,7,5,"Apol7c",0,0,0,0,0,0,0,1.13040466666667
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol7c",0,0,0,0,0,0,0,6.39389066666667
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol7b",0,3e-06,0,0,0,0,1e-06,6.39388427278239
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol9b",0.458128,0.316384,0.034211,2,11,0,0.269574333333333,5.03624758219487
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol7e",0.213907,0.413945,0.33242,3,22,10,0.320090666666667,4.8435238791679
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol7a",0,0,0.113848,0,0,2,0.0379493333333333,6.16011828451485
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol10a",0,0.005368,0.0234,0,0,1,0.00958933333333333,6.33315988547159
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol10b",0.06689,0.141181,0.156479,1,8,5,0.121516666666667,5.70111069831032
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol8",5.115406,5.680552,6.985457,40,201,114,5.92713833333333,0.923020496919964
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol11a",0,0,0,0,0,0,0,6.39389066666667
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol9a",0,0.1361,0.173111,0,5,5,0.103070333333333,5.7964487607469
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol11b",0,0,0.038457,0,0,1,0.012819,6.31296477126384
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol7c",0,0,0,0,0,0,0,1.020292
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol9b",0.458128,0.316384,0.034211,2,11,0,0.269574333333333,0.803648887041667
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol8",5.115406,5.680552,6.985457,40,201,114,5.92713833333333,0.147289104230872
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol11b",0,0,0.038457,0,0,1,0.012819,1.00737841608422
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol7b",0,3e-06,0,0,0,0,1e-06,1.02029097970902
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol10b",0.06689,0.141181,0.156479,1,8,5,0.121516666666667,0.909743056277957
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol11a",0,0,0,0,0,0,0,1.020292
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol7e",0.213907,0.413945,0.33242,3,22,10,0.320090666666667,0.772895397083837
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol9a",0,0.1361,0.173111,0,5,5,0.103070333333333,0.924956432212996
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol10a",0,0.005368,0.0234,0,0,1,0.00958933333333333,1.01060101004765
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol7a",0,0,0.113848,0,0,2,0.0379493333333333,0.982988251192736
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol11a",0,0,0,0,0,0,0,1.253741
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol7a",0,0,0.113848,0,0,2,0.0379493333333333,1.20790192713324
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol10b",0.06689,0.141181,0.156479,1,8,5,0.121516666666667,1.11789778722266
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol7b",0,3e-06,0,0,0,0,1e-06,1.25373974626025
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol7c",0,0,0,0,0,0,0,1.253741
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol7e",0.213907,0.413945,0.33242,3,22,10,0.320090666666667,0.94973855331149
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol11b",0,0,0.038457,0,0,1,0.012819,1.23787270973392
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol9b",0.458128,0.316384,0.034211,2,11,0,0.269574333333333,0.987528628361789
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol10a",0,0.005368,0.0234,0,0,1,0.00958933333333333,1.24183265274858
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol9a",0,0.1361,0.173111,0,5,5,0.103070333333333,1.13659207587549
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol8",5.115406,5.680552,6.985457,40,201,114,5.92713833333333,0.180989744923529
"APOL6",0.172446,0.236968,0.19049,0.199968,27,30,26,"Apol6",0.078071,0.515609,0.161816,1,8,5,0.251832,0.958569520510739
"APOLD1",1.135298,1.334465,0.905396,1.125053,79,75,56,"Apold1",1.301929,1.003213,1.526868,31,88,76,1.27733666666667,0.933130806307368
"APOM",1.826316,2.055315,1.39998,1.760537,15,16,12,"Apom",0,0.189251,0.083742,0,4,1,0.0909976666666667,2.5302868047686
"APOO",27.980803,73.787785,67.365416,56.3780013333333,73,63,73,"Apoo",22.209103,18.656338,21.401383,105,383,244,20.755608,2.63738900486409
"APOOL",3.697055,3.59563,3.723551,3.67207866666667,357,281,319,"Apool",2.727863,3.538379,4.727247,22,87,64,3.66449633333333,1.00162554170729
"APP",876.336148,702.606619,742.15159,773.698119,30341,19084,23710,"App",536.267427,514.375808,509.741118,9039,33709,19054,520.128117666667,1.48657900569381
"APPBP2",11.757397,15.899791,8.557698,12.0716286666667,858,882,752,"Appbp2",20.216495,19.686415,21.21779,889,3199,1961,20.3735666666667,0.611579193614543
"APPL1",4.101336,5.757736,5.17871,5.012594,352,324,316,"Appl1",14.607393,17.81883,23.549392,679,2505,1564,18.6585383333333,0.30585152863603
"APPL2",28.952702,34.27762,31.506232,31.5788513333333,369,299,305,"Appl2",171.454287,158.460195,163.006032,1023,3941,2285,164.306838,0.197081087071143
"APRT",59.195087,46.668058,59.195935,55.0196933333333,379,263,331,"Aprt",16.275812,18.554767,18.348843,62,204,122,17.726474,2.99147043556269
"APTX",18.649532,17.08648,19.218196,18.3180693333333,317,247,280,"Aptx",12.993062,17.952598,15.950358,104,548,281,15.632006,1.16149966115532
"AQP1",1.489087,3.341296,2.124054,2.31814566666667,18,52,13,"Aqp1",1.281162,2.886283,3.366901,22,190,125,2.51144866666667,0.944950640504878
"AQP11",1.472309,1.201189,1.351747,1.34174833333333,38,25,31,"Aqp11",4.136471,8.465126,4.475793,73,263,136,5.69246333333333,0.349908279910885
"AQP12A",0,0,0,0,0,0,0,"Aqp12",0,0.042678,0,0,1,0,0.014226,0.985973540414069
"AQP12B",0.02163,0,0,0.00721,1,0,0,"Aqp12",0,0.042678,0,0,1,0,0.014226,0.993082409640455
"AQP2",0,0,0,0,0,0,0,"Aqp2",0,0.100715,0,0,3,0,0.0335716666666667,0.967518781958355
"AQP3",1.191343,1.963339,0.940196,1.36495933333333,24,23,19,"Aqp3",0,0,0,0,0,0,0,2.36495933333333
"AQP4",0.012854,0.213629,0,0.0754943333333333,1,5,0,"Aqp4",82.304182,81.780848,91.802554,2619,9689,6189,85.2958613333333,0.0124628726884021
"AQP5",0.15073,0.125874,0.291449,0.189351,3,2,4,"Aqp5",0.70993,0.237877,0.099984,2,9,2,0.349263666666667,0.88148152906116
"AQP6",0.400719,0.126771,0.112793,0.213427666666667,9,2,5,"Aqp6",11.130631,8.54176,11.285201,118,353,264,10.3191973333333,0.107200858058487
"AQP7",39.022827,36.088341,37.321938,37.477702,754,566,702,"Aqp7",0.146329,0.07815,0.068072,2,4,2,0.097517,35.0588665141406
"AQP8",0.057931,0,0.263728,0.107219666666667,1,0,4,"Aqp8",0,0.039805,0,0,1,0,0.0132683333333333,1.09272107914817
"AQP9",0,0,0,0,0,0,0,"Aqp9",0.582422,1.074712,1.535651,10,54,29,1.06426166666667,0.484434709100994
"AQR",7.916412,8.805032,8.650287,8.45724366666667,596,461,527,"Aqr",9.381069,10.71824,12.835702,303,1099,680,10.978337,0.789528936000604
"AR",0.401869,0.812855,0.604647,0.606457,58,108,57,"Ar",2.286994,2.367009,2.442932,162,626,366,2.365645,0.477310292677927
"ARAF",25.464839,22.033196,21.530345,23.00946,407,313,343,"Araf",85.804874,95.765352,92.145423,793,3103,1774,91.2385496666667,0.260297457915002
"ARAP1",67.608462,58.434656,57.183528,61.0755486666667,821,671,597,"Arap1",76.972372,63.291349,67.533658,170,818,490,69.265793,0.883439096270737
"ARAP2",0.304386,0.379908,0.214705,0.299666333333333,16,20,19,"Arap2",40.514424,47.195076,52.955421,606,2293,1408,46.888307,0.0271395339437106
"ARAP3",4.343141,6.160321,3.936235,4.81323233333333,267,303,222,"Arap3",4.070455,4.261642,3.902066,38,191,108,4.07805433333333,1.14477552852756
"ARC",0.092247,0.476165,0.165626,0.244679333333333,4,9,6,"Arc",6.016129,6.038965,6.524531,124,471,286,6.19320833333333,0.173035351633775
"ARCN1",90.829301,96.584344,87.909051,91.774232,3507,3225,3145,"Arcn1",43.277068,41.802999,45.552681,841,3176,1935,43.5442493333333,2.08274319106272
"AREG",0,0,0,0,0,0,0,"Areg",0,0,0,0,0,0,0,1
"AREL1",28.12448,26.717328,24.010724,26.2841773333333,1095,797,1011,"Arel1",18.140838,21.308641,18.676751,573,2395,1415,19.37541,1.33907378223718
"ARF1",136.672751,148.103822,149.757266,144.844613,2634,2371,2650,"Arf1",125.818217,123.639533,131.050355,1406,5253,3148,126.836035,1.14087246995732
"ARF3",88.469146,68.273875,78.115867,78.286296,2123,1499,1745,"Arf3",47.218099,58.560682,57.337537,1464,6626,3825,54.372106,1.43188153255359
