"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"KIN",6.814708,9.931159,6.619209,7.78835866666667,189,156,170,"Kin",6.016826,6.634997,6.194077,282,67,113,6.28196666666667,1.20686609386658
"KIR2DL1",0,0,0,0,0,0,0,"Kir3dl1",0,0,0,0,0,0,0,1
"KIR2DL1",0,0,0,0,0,0,0,"Kir3dl2",0,0,0,0,0,0,0,1
"KIR2DL3",0,0,0,0,0,0,0,"Kir3dl2",0,0,0,0,0,0,0,1
"KIR2DL3",0,0,0,0,0,0,0,"Kir3dl1",0,0,0,0,0,0,0,1
"KIR2DL4",0,0,0,0,0,0,0,"Kir3dl2",0,0,0,0,0,0,0,1
"KIR2DL4",0,0,0,0,0,0,0,"Kir3dl1",0,0,0,0,0,0,0,1
"KIR2DS4",0,0,0,0,0,0,0,"Kir3dl1",0,0,0,0,0,0,0,1
"KIR2DS4",0,0,0,0,0,0,0,"Kir3dl2",0,0,0,0,0,0,0,1
"KIR3DL1",0,0,0,0,0,0,0,"Kir3dl2",0,0,0,0,0,0,0,1
"KIR3DL1",0,0,0,0,0,0,0,"Kir3dl1",0,0,0,0,0,0,0,1
"KIR3DL2",0,0,0,0,0,0,0,"Kir3dl1",0,0,0,0,0,0,0,1
"KIR3DL2",0,0,0,0,0,0,0,"Kir3dl2",0,0,0,0,0,0,0,1
"KIR3DL3",0,0,0,0,0,0,0,"Kir3dl2",0,0,0,0,0,0,0,1
"KIR3DL3",0,0,0,0,0,0,0,"Kir3dl1",0,0,0,0,0,0,0,1
"KIRREL1",28.789785,54.632045,27.684058,37.035296,3286,5048,2774,"Kirrel",3.451947,3.145175,3.450762,1092,241,412,3.34929466666667,8.74516419673872
"KIRREL2",0.126478,0.237474,0.131452,0.165134666666667,5,8,3,"Kirrel2",0.007061,0.132314,0.017948,1,2,1,0.052441,1.1070783698722
"KIRREL3",18.03802,12.435153,21.330277,17.2678166666667,724,337,667,"Kirrel3",9.604897,9.929571,9.687606,1354,338,529,9.74069133333333,1.70080454783885
"KISS1",0,0,0.368911,0.122970333333333,0,0,1,"Kiss1",0,0,0,0,0,0,0,1.12297033333333
"KISS1R",0.242278,0,0,0.0807593333333333,2,0,0,"Kiss1r",1.348083,0.912744,1.528895,160,28,65,1.26324066666667,0.47752735679016
"KIT",1.78304,3.249223,1.169714,2.06732566666667,139,201,83,"Kit",42.783876,46.478265,33.224886,3865,805,1425,40.829009,0.0733301060674583
"KITLG",17.017063,24.744723,20.260868,20.674218,1354,1578,1327,"Kitl",17.21384,17.223738,17.378003,3715,849,1421,17.2718603333333,1.18620751278729
"KIZ",46.496891,18.808519,86.248667,50.5180256666667,259,96,224,"Kiz",16.054038,16.346741,15.19087,847,219,326,15.863883,3.05493258383414
"KL",0,0,0,0,0,0,0,"Kl",0.320779,0.349817,0.197365,68,18,17,0.289320333333333,0.77560244273404
"KLB",0.079907,0.054571,0.072318,0.068932,8,4,6,"Klb",0.040612,0,0.052009,6,0,3,0.0308736666666667,1.0369185231556
"KLC1",219.822307,206.595245,229.092081,218.503211,3871,2758,3592,"Klc1",5101.285292,6575.303049,5290.696753,49023,11430,19609,5655.761698,0.0388036871126474
"KLC2",48.696324,33.579433,48.837718,43.7044916666667,771,454,671,"Klc2",137.619667,127.631531,130.817095,11576,2540,4471,132.022764333333,0.336066476220901
"KLC3",0.034839,0.587864,0.662998,0.428567,1,7,9,"Klc3",0.252809,0.322815,0.154162,17,5,4,0.243262,1.14904742524102
"KLC4",36.062375,34.179117,37.656044,35.9658453333333,448,338,380,"Klc4",12.19228,12.093744,12.082191,1161,279,452,12.1227383333333,2.81693076508549
"KLF1",0.047694,0,0,0.015898,1,0,0,"Klf1",0.056827,0.158708,0,3,2,0,0.071845,0.947803087200108
"KLF10",8.209781,13.549186,8.945768,10.2349116666667,357,473,341,"Klf10",9.126278,8.967874,11.206728,782,190,349,9.76696,1.04346181899688
"KLF11",3.548806,3.026809,3.377779,3.317798,119,126,125,"Klf11",3.530487,2.176068,4.327824,421,89,166,3.344793,0.993786815620445
"KLF12",1.749983,2.119093,1.792076,1.88705066666667,276,266,268,"Klf12",4.830089,5.276483,4.242006,453,88,177,4.78285933333333,0.49924276214454
"KLF13",19.577973,14.818833,21.183533,18.5267796666667,867,638,735,"Klf13",19.941091,18.365069,20.279975,4988,1095,1972,19.5287116666667,0.951193624993678
"KLF14",0,0,0,0,0,0,0,"Klf14",0,0,0,0,0,0,0,1
"KLF15",0.396652,0.361219,0.226841,0.328237333333333,15,11,7,"Klf15",3.964689,3.945205,3.830806,345,83,137,3.91356666666667,0.270320405408156
"KLF16",6.783768,8.867522,8.547472,8.066254,255,274,225,"Klf16",6.435493,5.506897,5.820462,639,131,244,5.92095066666667,1.30997234869275
"KLF17",0.403061,0.334958,0.32816,0.355393,17,13,14,"Klf17",0.020637,0,0,2,0,0,0.006879,1.34613295142713
"KLF18",0,0,0,0,0,0,0,"Zfp352",0,0,0,0,0,0,0,1
"KLF2",0.772744,0.998129,0.696167,0.822346666666667,5,7,4,"Klf2",2.597263,2.119493,3.004615,140,27,74,2.57379033333333,0.509919860062673
"KLF3",4.948343,6.567691,4.339203,5.285079,373,451,301,"Klf3",6.938084,6.475368,4.817109,865,240,388,6.07685366666667,0.888117699763091
"KLF4",5.862344,3.915249,5.319281,5.03229133333333,169,101,133,"Klf4",1.840019,1.610601,2.44462,174,47,100,1.96508,2.03444471425167
"KLF5",1.042854,3.358836,1.731277,2.04432233333333,45,84,43,"Klf5",8.64983,8.771463,7.013946,1095,274,361,8.14507966666667,0.332891833018112
"KLF6",15.989477,25.922872,14.678329,18.8635593333333,801,912,694,"Klf6",15.184043,19.30792,16.888911,2142,625,913,17.126958,1.09580213808259
"KLF7",10.291299,10.34965,8.713315,9.78475466666667,880,779,803,"Klf7",52.263523,46.153848,50.811268,16175,3651,6180,49.7428796666667,0.212537300553544
"KLF8",1.230973,1.567175,1.28666,1.36160266666667,166,143,142,"Klf8",6.073096,6.247181,3.884297,800,155,290,5.40152466666667,0.368912530941848
"KLF9",1.398408,1.35046,1.217127,1.32199833333333,109,84,83,"Klf9",25.152821,25.09359,27.469747,4433,1091,1987,25.905386,0.0863023609225801
"KLHDC1",2.05464,2.04156,3.732076,2.60942533333333,57,44,59,"Klhdc1",6.705417,3.469724,7.208258,359,89,125,5.79446633333333,0.531230144687841
"KLHDC10",7.779376,11.468916,5.941697,8.396663,585,500,494,"Klhdc10",20.968037,27.415922,20.777021,3860,920,1515,23.05366,0.390654187346125
"KLHDC2",41.289174,36.568087,44.956916,40.938059,430,364,439,"Klhdc2",74.192899,73.883743,72.756578,5149,1252,2067,73.6110733333333,0.562088938362232
"KLHDC3",24.208122,24.562887,25.363299,24.711436,656,538,603,"Klhdc3",48.439037,43.838361,41.374274,2904,630,1012,44.5505573333333,0.564459306432782
"KLHDC4",28.759673,29.511816,22.980049,27.083846,418,320,348,"Klhdc4",12.060978,12.177015,10.26259,612,149,213,11.5001943333333,2.24667275172762
"KLHDC7A",0,0.04596,0,0.01532,0,3,0,"Klhdc7a",0.026224,0.062389,0.059704,9,5,8,0.049439,0.967488343772244
"KLHDC7B",0.013471,0,0,0.00449033333333333,1,0,0,"Klhdc7b",0.013894,0.072865,0,1,3,0,0.0289196666666667,0.976257297702866
"KLHDC8A",4.19092,3.541841,2.460413,3.39772466666667,93,84,85,"Klhdc8a",9.063868,8.339795,8.252352,1528,338,571,8.552005,0.460398070003802
"KLHDC8B",23.929137,27.053243,23.202044,24.7281413333333,286,306,230,"Klhdc8b",32.62332,26.60047,53.690133,1223,269,478,37.6379743333333,0.665877075008496
"KLHDC9",2.659959,1.616505,2.31678,2.197748,17,8,19,"Klhdc9",0.527938,0.560689,0.734387,31,8,17,0.607671333333333,1.98905580618261
"KLHL1",0.940616,0.079058,1.211375,0.743683,59,4,66,"Klhl1",0.20203,0.115638,0.110488,56,8,12,0.142718666666667,1.52590751412713
"KLHL10",0.034825,0.240019,0.218582,0.164475333333333,1,1,1,"Klhl10",0.097964,0.207336,0.096677,4,4,3,0.133992333333333,1.02688113411701
"KLHL11",0.385343,0.685277,0.562755,0.544458333333333,45,64,58,"Klhl11",8.973276,6.73302,9.131737,844,154,346,8.27934433333333,0.166440459352857
"KLHL12",10.534476,13.732203,12.702731,12.3231366666667,471,408,477,"Klhl12",13.811606,14.018149,14.550018,1826,465,772,14.126591,0.880775891056132
"KLHL13",4.25048,13.198961,5.531489,7.66031,116,134,108,"Klhl13",7.990033,6.897309,11.106701,722,181,342,8.664681,0.89607820475399
"KLHL14",0.275807,0.705399,0.26043,0.413878666666667,18,37,15,"Klhl14",0.010822,0,0,2,0,0,0.00360733333333333,1.40879666748815
"KLHL15",0.811004,0.846868,0.785278,0.814383333333333,77,65,66,"Klhl15",2.518723,1.754722,2.852592,543,103,201,2.37534566666667,0.537540007013603
"KLHL18",8.430222,8.530787,6.261723,7.74091066666667,431,369,388,"Klhl18",5.355219,3.874345,4.782136,707,173,257,4.67056666666667,1.54145276486183
"KLHL2",6.149345,5.227864,5.740103,5.70577066666667,137,105,108,"Klhl2",42.839544,43.364914,38.414074,2373,626,880,41.5395106666667,0.157636290629013
"KLHL20",8.452651,10.500758,7.788852,8.914087,303,340,310,"Klhl20",15.147404,16.474954,14.249673,2171,532,755,15.290677,0.608574278404759
"KLHL21",10.542006,10.120329,10.296228,10.319521,636,494,573,"Klhl21",8.317472,8.682456,7.768006,1259,313,502,8.255978,1.22294164916987
"KLHL22",17.877899,22.491896,13.682321,18.017372,434,352,331,"Klhl22",81.075822,102.8456,49.607686,1729,349,621,77.843036,0.241205475649111
"KLHL23",6.145065,8.347292,6.056099,6.84948533333333,250,176,233,"Klhl23",1.376826,1.515991,3.124494,222,54,101,2.00577033333333,2.61147208962849
"KLHL24",11.35508,16.432878,14.623745,14.1372343333333,940,1149,944,"Klhl24",10.139514,9.256828,12.589921,2780,678,1078,10.6620876666667,1.29798666979666
"KLHL25",2.22739,2.040322,2.128028,2.13191333333333,100,94,91,"Klhl25",4.248057,4.517949,4.955603,400,80,151,4.57386966666667,0.561892100215954
"KLHL26",3.826742,2.61007,2.863558,3.10012333333333,90,75,73,"Klhl26",11.539741,8.998992,11.205572,1416,270,550,10.581435,0.354025501445489
"KLHL28",2.679042,3.730742,1.955958,2.78858066666667,203,241,167,"Klhl28",8.149025,7.135915,8.932293,1978,453,804,8.072411,0.417593588591463
"KLHL29",8.761549,6.999748,8.297732,8.01967633333333,735,461,590,"Klhl29",9.408373,7.421437,8.248511,2340,482,817,8.35944033333333,0.963698256744055
"KLHL3",3.23452,2.465799,2.410959,2.70375933333333,182,122,173,"Klhl3",1.978518,1.827686,1.958188,611,137,237,1.921464,1.2677751063622
"KLHL30",0.308266,0.255881,0.257958,0.274035,18,12,13,"Klhl30",0.007739,0.031971,0.019601,1,1,1,0.0197703333333333,1.24933522613425
"KLHL31",0.158321,0.12695,0.063953,0.116408,14,9,5,"Klhl31",0.022555,0,0.055926,6,0,6,0.0261603333333333,1.08794694526294
"KLHL32",0.270963,0.160739,0.453406,0.295036,7,7,15,"Klhl32",2.559771,1.715014,2.17733,428,69,136,2.150705,0.411030547131515
"KLHL33",0.182933,0.182411,0.03136,0.132234666666667,16,12,2,"Klhl33",1.944889,2.484118,2.105791,438,135,189,2.178266,0.356242890515352
"KLHL34",0.14497,0.23008,0.063451,0.146167,8,10,3,"Klhl34",2.765777,2.405583,3.282154,214,45,99,2.817838,0.300213628760571
"KLHL35",2.332198,1.115375,2.055267,1.83428,58,29,58,"Klhl35",0.401521,0.888503,0.55346,13,4,4,0.614494666666667,1.75552143869991
"KLHL36",10.056225,10.91069,7.708625,9.55851333333333,885,766,648,"Klhl36",1.0843,1.109826,1.036234,96,24,32,1.07678666666667,5.08406255818283
"KLHL38",0,0,0,0,0,0,0,"Klhl38",0.54791,0.600347,0.489306,49,13,17,0.545854333333333,0.646891481582029
"KLHL4",0.614947,0.555494,0.37729,0.515910333333333,30,39,23,"Klhl4",0.215377,0.51261,0.503102,30,18,26,0.410363,1.07483699822906
"KLHL40",0,0,0,0,0,0,0,"Klhl40",0.185915,0.170229,0.20626,18,4,8,0.187468,0.842127956290191
"KLHL41",3.352847,1.868746,2.846796,2.689463,110,54,87,"Klhl41",0.12041,0.13004,0.599084,12,3,24,0.283178,2.87525425155356
"KLHL42",6.734407,7.196843,6.992854,6.97470133333333,568,514,588,"Klhl42",4.431042,3.948873,4.409554,1144,239,427,4.26315633333333,1.5151937028408
"KLHL5",4.400121,8.389971,5.399486,6.06319266666667,189,246,165,"Klhl5",51.514469,51.852216,50.580518,5191,1316,1911,51.3157343333333,0.135010867316954
"KLHL6",0.607792,0.898227,0.739788,0.748602333333333,42,49,47,"Klhl6",0.445527,0.435963,0.542011,27,7,12,0.474500333333333,1.18589483759583
"KLHL7",62.439159,68.558552,67.657959,66.2185566666667,834,660,819,"Klhl7",21.698627,21.405336,22.525781,2503,607,1014,21.8765813333333,2.93831301483508
"KLHL8",3.114504,4.925348,3.312573,3.78414166666667,232,202,205,"Klhl8",3.72975,4.472459,3.920807,478,124,200,4.04100533333333,0.949045150782093
"KLHL9",12.770082,13.727355,14.445442,13.6476263333333,1126,975,1131,"Klhl9",26.381654,26.82327,26.03487,4382,1109,1728,26.4132646666667,0.534326228978638
"KLK1",0,0,0,0,0,0,0,"Klk1b4",0,0,0,0,0,0,0,1
"KLK1",0,0,0,0,0,0,0,"Klk1b24",0,0,0,0,0,0,0,1
"KLK1",0,0,0,0,0,0,0,"Klk1b1",0,0,0,0,0,0,0,1
"KLK1",0,0,0,0,0,0,0,"Klk1b11",0,0,0,0,0,0,0,1
"KLK1",0,0,0,0,0,0,0,"Klk1b9",0,0,0,0,0,0,0,1
"KLK1",0,0,0,0,0,0,0,"Klk1b5",0,0,0,0,0,0,0,1
"KLK1",0,0,0,0,0,0,0,"Klk1b27",0.163763,0.141959,0.088479,5,1,1,0.131400333333333,0.883860443149949
"KLK1",0,0,0,0,0,0,0,"Klk1b8",0,0,0,0,0,0,0,1
"KLK1",0,0,0,0,0,0,0,"Klk1",0.054464,0.179298,0,1,1,0,0.0779206666666667,0.927712057968397
"KLK1",0,0,0,0,0,0,0,"Klk1b26",0,0,0,0,0,0,0,1
"KLK1",0,0,0,0,0,0,0,"Klk1b3",0,0,0,0,0,0,0,1
"KLK1",0,0,0,0,0,0,0,"Klk1b21",0,0,0,0,0,0,0,1
"KLK1",0,0,0,0,0,0,0,"Klk1b22",0,0,0,0,0,0,0,1
"KLK1",0,0,0,0,0,0,0,"Klk1b16",0,0,0,0,0,0,0,1
"KLK15",0,0,0,0,0,0,0,"Klk15",0,0,0,0,0,0,0,1
"KLK4",0.250488,0.136002,3.172553,1.18634766666667,2,2,6,"Klk4",0.043819,0.090231,0,2,1,0,0.0446833333333333,2.09283291587562
"KLK5",0,0,0,0,0,0,0,"Klk5",2.294723,1.464445,4.180692,92,16,28,2.64662,0.274226544032556
"KLK6",1.112513,1.126679,1.820471,1.353221,22,18,22,"Klk6",0.038449,0.107218,0.066833,2,1,1,0.0708333333333333,2.19756046692607
"KLK7",0,0.045058,0.245573,0.096877,0,1,6,"Klk7",0,0,0.034582,0,0,1,0.0115273333333333,1.08437702457867
"KLK8",0,0,0.328725,0.109575,0,0,1,"Klk8",1.912993,1.823098,1.429099,40,11,13,1.72173,0.407672693470697
"KLK9",0,0,0,0,0,0,0,"Klk9",0.089581,0.147783,0,5,2,0,0.0791213333333333,0.926679854350638
"KLKB1",0.522576,0.200862,0.386218,0.369885333333333,12,5,5,"Klkb1",0.047666,0.092084,0.119161,10,5,10,0.0863036666666667,1.26105192808272
"KLRB1",0,0,0,0,0,0,0,"Klrb1c",0.077906,0.365673,0.089016,3,1,2,0.177531666666667,0.849234061645901
"KLRB1",0,0,0,0,0,0,0,"Klrb1b",0.073503,0.046939,0.561332,6,1,1,0.227258,0.814824592709927
"KLRB1",0,0,0,0,0,0,0,"Klrb1a",1.603298,1.242305,1.784584,36,10,15,1.54339566666667,0.393175160713623
"KLRB1",0,0,0,0,0,0,0,"Klrb1f",0.235208,0,0.110835,1,0,1,0.115347666666667,0.896581424685815
"KLRB1",0,0,0,0,0,0,0,"Klrb1",0.127955,0,0,3,0,0,0.0426516666666667,0.959093081582056
"KLRC1",0.432605,0.123175,0.24906,0.26828,3,2,3,"Klri1",0,0,0,0,0,0,0,1.26828
"KLRC1",0.432605,0.123175,0.24906,0.26828,3,2,3,"Klre1",0.065527,0,0.055918,4,0,1,0.0404816666666667,1.21893546098041
"KLRC1",0.432605,0.123175,0.24906,0.26828,3,2,3,"Klri2",0.020212,0,0,3,0,0,0.00673733333333333,1.25979235894699
"KLRC1",0.432605,0.123175,0.24906,0.26828,3,2,3,"Klrh1",0,0,0,0,0,0,0,1.26828
"KLRC1",0.432605,0.123175,0.24906,0.26828,3,2,3,"Klrc3",0,0,0,0,0,0,0,1.26828
"KLRC1",0.432605,0.123175,0.24906,0.26828,3,2,3,"Clec2m",0,0,0,0,0,0,0,1.26828
"KLRC1",0.432605,0.123175,0.24906,0.26828,3,2,3,"Klrc1",0,0,0,0,0,0,0,1.26828
"KLRC1",0.432605,0.123175,0.24906,0.26828,3,2,3,"Klrc2",0.089379,0,0.047845,2,0,2,0.0457413333333333,1.21280469612626
"KLRC2",0.397499,0.654198,0.239492,0.430396333333333,3,3,2,"Klre1",0.065527,0,0.055918,4,0,1,0.0404816666666667,1.37474438921717
"KLRC2",0.397499,0.654198,0.239492,0.430396333333333,3,3,2,"Clec2m",0,0,0,0,0,0,0,1.43039633333333
"KLRC2",0.397499,0.654198,0.239492,0.430396333333333,3,3,2,"Klri1",0,0,0,0,0,0,0,1.43039633333333
"KLRC2",0.397499,0.654198,0.239492,0.430396333333333,3,3,2,"Klri2",0.020212,0,0,3,0,0,0.00673733333333333,1.42082376998701
"KLRC2",0.397499,0.654198,0.239492,0.430396333333333,3,3,2,"Klrh1",0,0,0,0,0,0,0,1.43039633333333
"KLRC3",0,0.618401,0.510826,0.376409,0,4,4,"Klre1",0.065527,0,0.055918,4,0,1,0.0404816666666667,1.32285752271784
"KLRC3",0,0.618401,0.510826,0.376409,0,4,4,"Klri2",0.020212,0,0,3,0,0,0.00673733333333333,1.36719773313926
"KLRC3",0,0.618401,0.510826,0.376409,0,4,4,"Clec2m",0,0,0,0,0,0,0,1.376409
"KLRC3",0,0.618401,0.510826,0.376409,0,4,4,"Klri1",0,0,0,0,0,0,0,1.376409
"KLRC3",0,0.618401,0.510826,0.376409,0,4,4,"Klrh1",0,0,0,0,0,0,0,1.376409
"KLRC4",0,0.340865,0,0.113621666666667,0,3,0,"Klri2",0.020212,0,0,3,0,0,0.00673733333333333,1.10616903714044
"KLRC4",0,0.340865,0,0.113621666666667,0,3,0,"Klri1",0,0,0,0,0,0,0,1.11362166666667
"KLRC4",0,0.340865,0,0.113621666666667,0,3,0,"Klre1",0.065527,0,0.055918,4,0,1,0.0404816666666667,1.07029436687175
"KLRC4",0,0.340865,0,0.113621666666667,0,3,0,"Clec2m",0,0,0,0,0,0,0,1.11362166666667
"KLRD1",1.497394,0.797067,0.18415,0.826203666666667,38,40,23,"Klrd1",0.078935,0,0,1,0,0,0.0263116666666667,1.77938507958109
"KLRG1",1.991257,1.267989,1.621508,1.626918,18,8,20,"Klrg1",0.019239,0,0,1,0,0,0.006413,2.61017892256956
"KLRG2",0,0,0,0,0,0,0,"Klrg2",2.046494,2.167846,1.640117,125,34,51,1.95148566666667,0.338812419553226
"KLRK1",1.327825,0.739141,0.921702,0.996222666666667,32,14,21,"Klrk1",0.030099,0.202226,0.151236,2,3,3,0.127853666666667,1.76993055541189
"KMO",0.169768,0.328477,0.015594,0.171279666666667,2,7,1,"Kmo",0.357516,0.081117,0.148629,23,3,5,0.195754,0.97953230067946
"KMT2A",13.952751,29.969296,13.084194,19.0020803333333,1084,1126,825,"Kmt2a",6.629968,5.635219,8.467386,4284,927,1837,6.91085766666667,2.52843385333735
"KMT2B",93.663953,66.287123,43.866878,67.939318,1133,805,835,"Kmt2b",12.207174,11.711502,13.951869,1612,360,647,12.623515,5.06031798695124
"KMT2C",10.306607,12.218616,7.58451,10.0365776666667,1013,990,769,"Kmt2c",8.658965,9.600832,9.911109,3139,745,1339,9.390302,1.06219989242533
"KMT2D",39.470349,48.233919,33.669207,40.457825,2656,2568,1892,"Kmt2d",9.8168,11.802619,9.968601,2956,696,1176,10.52934,3.5958541425615
"KMT2E",16.901436,22.536794,18.475047,19.3044256666667,982,931,770,"Kmt2e",23.083019,22.761475,24.548845,2015,471,921,23.4644463333333,0.829956476022981
"KMT5A",19.465418,26.267696,17.384208,21.0391073333333,299,330,270,"Kmt5a",54.756825,44.705984,42.49506,3356,668,1166,47.3192896666667,0.456114058906316
"KMT5B",12.662302,16.950819,12.300735,13.9712853333333,789,573,648,"Kmt5b",12.311189,15.263214,14.066014,1381,333,615,13.880139,1.00612536840774
"KMT5C",10.342839,8.079349,10.196697,9.53962833333333,170,97,122,"Kmt5c",11.261557,11.107986,14.550858,495,105,213,12.3068003333333,0.792048281278537
"KNCN",0,0,0,0,0,0,0,"Kncn",0.068634,0.180155,0.064066,4,2,2,0.104285,0.905563328307457
"KNDC1",1.12816,1.587551,2.671083,1.795598,78,56,63,"Kndc1",2.998997,3.206461,3.615991,753,200,326,3.27381633333333,0.654122166691144
"KNG1",0,0,0,0,0,0,0,"Kng2",0.257692,0.893221,0.226778,4,3,1,0.459230333333333,0.685292771920174
"KNG1",0,0,0,0,0,0,0,"Kng1",0,0,0.036475,0,0,1,0.0121583333333333,0.987987716019397
"KNL1",1.706549,11.825542,0.990881,4.84099066666667,33,70,33,"Knl1",0.060458,0.068489,0.027756,20,4,4,0.0522343333333333,5.55103600180315
"KNOP1",6.47729,9.200122,7.677086,7.78483266666667,193,196,180,"Knop1",15.439029,15.29441,17.148006,947,278,408,15.9604816666667,0.517958914099236
"KNSTRN",16.305512,21.974488,13.333656,17.204552,146,162,159,"Knstrn",0.435974,0.82561,1.261009,41,17,19,0.840864333333333,9.88913287653101
"KNTC1",41.684063,11.029061,59.189194,37.3007726666667,138,187,133,"Kntc1",2.65005,2.46703,3.398878,234,55,76,2.83865266666667,9.97766039091147
"KPNA1",28.470472,28.907754,26.124811,27.8343456666667,1300,1127,1222,"Kpna1",44.867152,33.356889,46.286599,5477,1242,2122,41.5035466666667,0.678398579130338
"KPNA2",113.559055,131.605812,136.886936,127.350601,1698,1566,1657,"Gm10184",0,0,0,0,0,0,0,128.350601
"KPNA2",113.559055,131.605812,136.886936,127.350601,1698,1566,1657,"Kpna2",26.320203,17.74139,25.113935,1563,257,591,23.0585093333333,5.33493572779959
"KPNA3",18.950098,31.160109,23.835576,24.6485943333333,1044,951,987,"Kpna3",20.316464,21.372412,21.76656,3368,886,1343,21.151812,1.15785536340473
"KPNA4",19.661541,26.255419,18.19024,21.3690666666667,856,991,856,"Kpna4",28.438737,26.945207,30.381741,5535,1220,2274,28.5885616666667,0.756003854417391
"KPNA6",10.133891,11.569589,10.487171,10.730217,1181,985,1084,"Kpna6",19.324589,24.072526,21.991795,3716,926,1445,21.7963033333333,0.514566630759285
"KPNA7",0,0,0,0,0,0,0,"Kpna7",0,0,0,0,0,0,0,1
"KPNB1",216.731893,243.900396,224.901385,228.511224666667,4233,3842,3730,"Kpnb1",55.994792,62.722525,55.691263,9198,2122,3516,58.1361933333333,3.88106186296063
"KPRP",0,0,0,0,0,0,0,"Kprp",0,0,0.022846,0,0,1,0.00761533333333333,0.992442221667925
"KPTN",18.166104,15.086461,22.040134,18.4308996666667,143,92,110,"Kptn",5.268089,8.349082,8.046998,261,76,122,7.22138966666667,2.36345684300168
"KRAS",6.632078,10.247881,6.161257,7.68040533333333,525,647,436,"Kras",30.590684,32.794839,32.562855,3732,989,1558,31.9827926666667,0.263179816853592
"KRBA1",4.609547,6.472055,7.890722,6.324108,162,112,135,"Krba1",6.185581,5.054416,4.125752,792,172,328,5.12191633333333,1.19637505663395
"KRBOX1",0,0,0,0,0,0,0,"Zfp65",2.487005,2.212136,2.712024,349,77,128,2.47038833333333,0.288152190460914
"KRBOX4",8.732625,8.150234,8.214341,8.36573333333333,180,141,160,"Zfp78",1.694782,2.754663,2.198444,141,35,60,2.215963,2.91226401962129
"KRCC1",6.63706,8.9185,7.681005,7.74552166666667,166,180,171,"Krcc1",11.901787,12.594436,16.125595,532,160,261,13.540606,0.601455102123437
"KREMEN1",2.463044,5.006093,2.559613,3.34291666666667,148,233,108,"Kremen1",5.164922,4.666333,4.734914,1066,234,380,4.85538966666667,0.741695585417629
"KREMEN2",0.537027,0.225209,0.195713,0.319316333333333,13,4,4,"Kremen2",0.199584,0.247436,0.227592,17,5,8,0.224870666666667,1.07710664418447
"KRI1",14.104392,18.506955,16.932098,16.5144816666667,241,206,216,"Kri1",17.780462,16.831089,19.064439,944,274,362,17.8919966666667,0.92708473200027
"KRIT1",19.335996,19.444121,18.137284,18.972467,299,228,250,"Krit1",21.069335,24.418433,20.527926,2738,700,1044,22.0052313333333,0.868170665645991
"KRR1",13.116576,16.586469,14.794145,14.8323966666667,611,480,579,"Krr1",7.747855,9.192839,7.455346,860,221,330,8.13201333333333,1.73372465509614
"KRT1",0,0,0,0,0,0,0,"Krt1",1.002716,1.523638,2.101836,41,9,18,1.54273,0.393278090870836
"KRT10",25.312576,29.346821,29.758691,28.1393626666667,161,146,166,"Krt10",3.684303,1.491205,4.316987,65,10,32,3.164165,6.99764842811624
"KRT12",0,0.091656,0,0.030552,0,2,0,"Krt12",0.013745,0.056624,0,1,1,0,0.0234563333333333,1.00693304290136
"KRT14",0.129332,0,0.146459,0.0919303333333333,1,0,1,"Krt14",0.125028,0.31056,0.064386,5,3,1,0.166658,0.9359472384652
"KRT15",0.242277,0.334655,0.310965,0.295965666666667,6,10,8,"Krt15",0,0,0,0,0,0,0,1.29596566666667
"KRT16",0,0,0,0,0,0,0,"Krt16",0.033244,0,0,2,0,0,0.0110813333333333,0.989040116785857
"KRT17",0.402834,0.921473,0.150728,0.491678333333333,3,8,1,"Krt17",0,0,0,0,0,0,0,1.49167833333333
"KRT18",7.002675,62.648279,5.45768,25.0362113333333,109,724,83,"Krt18",0,0,0,0,0,0,0,26.0362113333333
"KRT19",1.864983,12.408424,2.385675,5.55302733333333,34,126,24,"Krt19",0.342648,0.304603,0.294209,13,1,5,0.31382,4.98776646217392
"KRT2",0,0,0,0,0,0,0,"Krt2",0.027958,0,0,3,0,0,0.00931933333333333,0.990766714729861
"KRT20",0,0,0,0,0,0,0,"Krt20",0.013281,0,0,1,0,0,0.004427,0.995592511949599
"KRT222",1.237585,1.080092,1.475361,1.264346,40,23,38,"Krt222",15.840312,14.974855,16.152507,1795,428,728,15.6558913333333,0.135948653523476
"KRT23",0.345481,0.430354,0.223742,0.333192333333333,4,8,4,"Krt23",0.050475,0,0.042943,3,0,1,0.0311393333333333,1.29293131416446
"KRT24",0,0,0,0,0,0,0,"Krt24",0.027582,0.056692,0.070086,2,1,2,0.0514533333333333,0.951064558262215
"KRT25",0,0,0.04803,0.01601,0,0,1,"Krt25",1.187393,1.00432,0.86594,94,19,27,1.01921766666667,0.503170122157872
"KRT26",0,0,0,0,0,0,0,"Krt26",0.191792,0.165683,0.05159,21,4,2,0.136355,0.880006688050829
