"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"VSTM2A",0.463139,0.352111,0.290476,0.368575333333333,6,7,6,"Vstm2a",39.073937,41.243977,33.979834,1126,1133,1881,38.0992493333333,0.0350025986858674
"VSTM2B",0.160807,0.275984,0.444606,0.293799,3,4,7,"Vstm2b",11.402979,11.974805,13.167784,199,236,446,12.181856,0.0981499873765879
"VSTM2L",26.721604,20.525614,37.663748,28.3036553333333,711,420,843,"Vstm2l",27.507367,35.045482,30.092424,275,429,798,30.8817576666667,0.91913550186636
"VSTM4",2.128997,2.092144,2.179349,2.13349666666667,198,147,182,"Vstm4",0.831436,0.725492,0.839746,30,26,59,0.798891333333333,1.7419043655407
"VSTM5",0.12093,0.187174,0.490124,0.266076,3,7,4,"Vstm5",3.224036,4.149899,3.832587,82,105,190,3.73550733333333,0.26735804864836
"VSX1",0.037141,0,0.043159,0.0267666666666667,1,0,1,"Vsx1",0.019951,0.039814,0.010119,1,2,1,0.0232946666666667,1.00339296207935
"VSX2",0,0,0,0,0,0,0,"Vsx2",0.023056,0,0.035359,1,0,3,0.0194716666666667,0.980900237541341
"VTA1",20.472769,23.839779,24.175881,22.8294763333333,649,603,612,"Vta1",93.116331,94.599937,70.196203,323,361,600,85.9708236666667,0.273993913460733
"VTCN1",0.239587,0.244869,0.438189,0.307548333333333,8,3,13,"Vtcn1",0.113434,0.173574,0.029685,4,6,2,0.105564333333333,1.18269764491317
"VTI1A",8.051298,11.856382,6.551825,8.819835,196,237,185,"Vti1a",10.653097,14.048286,12.194506,550,687,1127,12.2986296666667,0.738409538887578
"VTI1B",36.436934,41.201726,40.667133,39.4352643333333,633,519,577,"Vti1b",131.136897,131.084469,123.943565,961,1031,1930,128.721643666667,0.311707924679369
"VTN",4.571917,3.328136,3.664172,3.85474166666667,65,50,64,"Vtn",27.324207,31.458226,31.651717,573,600,1145,30.1447166666667,0.155876892977568
"VWA1",94.841649,50.632751,90.913585,78.795995,1711,743,1349,"Vwa1",5.064131,5.461376,5.573037,243,265,534,5.36618133333333,12.534357854714
"VWA2",1.145774,1.313621,1.325807,1.261734,102,94,93,"Vwa2",0,0,0.018614,0,0,2,0.00620466666666667,2.24778722950334
"VWA3A",0.35988,0.601873,0.03133,0.331027666666667,2,2,2,"Vwa3a",3.236749,6.278417,4.583626,59,73,143,4.69959733333333,0.233530123063664
"VWA3B",0.013324,0.82847,0.033711,0.291835,1,4,2,"Vwa3b",0.642315,1.032561,1.554772,9,11,14,1.07654933333333,0.622106578092374
"VWA5A",4.716948,2.669635,4.471991,3.952858,207,94,160,"Vwa5a",8.040868,13.629684,10.803786,203,205,323,10.8247793333333,0.418854158744273
"VWA5A",4.716948,2.669635,4.471991,3.952858,207,94,160,"AW551984",8.609186,7.261883,5.797641,122,167,228,7.22290333333333,0.602324726343615
"VWA5B1",0.081926,0,0.065419,0.049115,5,0,3,"Vwa5b1",1.224445,2.668926,1.581593,75,93,140,1.824988,0.371369719092612
"VWA5B2",0.5105,0.265801,0.291146,0.355815666666667,11,3,4,"Vwa5b2",40.173684,19.979348,41.028962,358,344,843,33.7273313333333,0.0390417465037192
"VWA7",2.388242,2.76279,3.52136,2.89079733333333,55,32,65,"Vwa7",0.218843,0.162858,0.235564,13,10,27,0.205755,3.22685564922669
"VWA8",2.787384,3.027197,2.465294,2.75995833333333,247,214,216,"Vwa8",6.089474,5.401709,5.920286,512,511,1077,5.803823,0.552624360353486
"VWC2",0.675902,0.266569,0.706654,0.549708333333333,111,35,101,"Vwc2",2.428453,2.659042,2.718484,59,58,119,2.601993,0.430236353411384
"VWC2L",0.152986,0.049863,0.243234,0.148694333333333,7,2,8,"Vwc2l",1.587865,1.763265,1.542225,100,93,160,1.63111833333333,0.436580262765326
"VWCE",8.365348,6.136207,5.725811,6.74245533333333,182,125,146,"Vwce",1.009457,0.03189,0.325189,9,2,8,0.455512,5.31940329817503
"VWF",0.041768,0.269834,0.24497,0.185524,6,5,5,"Vwf",5.571591,4.472318,5.446433,259,261,559,5.16344733333333,0.192347550953898
"VXN",1.292824,1.481071,1.094604,1.28949966666667,47,44,47,"Vxn",91.795764,90.384223,83.819493,4128,3967,7159,88.6664933333333,0.0255335028900428
"WAC",49.362093,62.917812,46.074077,52.7846606666667,1388,1266,1203,"Wac",55.093035,62.328219,58.076399,1202,1261,2192,58.4992176666667,0.903955762376327
"WAPL",8.535713,9.385127,7.992652,8.63783066666667,480,525,429,"Wapl",16.385075,20.357374,18.287598,701,701,1389,18.343349,0.498250363298861
"WARS1",315.433469,341.083194,152.369301,269.628654666667,1181,930,1109,"Wars",26.843588,27.940951,22.595544,852,839,1362,25.793361,10.1005862857843
"WARS2",2.891039,2.566754,3.148468,2.86875366666667,120,80,91,"Wars2",2.274014,1.632131,2.123358,73,79,142,2.00983433333333,1.28537096670769
"WAS",1.870084,0.623879,4.755416,2.41645966666667,11,4,10,"Was",0.99175,0.685544,0.892978,16,13,31,0.856757333333333,1.84001409625957
"WASF1",11.737628,11.685601,14.983571,12.8022666666667,387,286,403,"Wasf1",53.367868,65.352965,61.816104,1876,2254,4162,60.178979,0.225604723914511
"WASF2",11.003447,17.964194,11.343081,13.4369073333333,979,909,905,"Wasf2",11.384886,27.05647,30.159283,287,275,583,22.8668796666667,0.604892953539144
"WASF3",6.829917,8.453908,5.945142,7.07632233333333,444,483,388,"Wasf3",33.76386,29.905877,35.728123,1453,1405,2685,33.13262,0.236615950763034
"WASH6P",39.611451,43.673758,43.048246,42.1111516666667,891,691,824,"Washc1",12.441728,15.514704,12.449035,242,240,502,13.468489,2.97965818453238
"WASHC1",8.762779,7.131709,11.685799,9.193429,239,157,279,"Washc1",12.441728,15.514704,12.449035,242,240,502,13.468489,0.704526160264558
"WASHC2A",19.494406,25.952505,18.895575,21.4474953333333,872,752,792,"Washc2",48.48785,47.923775,50.498328,1048,1130,2060,48.9699843333333,0.449219579169637
"WASHC2C",89.917036,77.596122,76.315504,81.2762206666667,664,491,614,"Washc2",48.48785,47.923775,50.498328,1048,1130,2060,48.9699843333333,1.64651283694285
"WASHC3",18.809915,14.30433,19.438145,17.5174633333333,100,72,101,"Washc3",10.968914,12.892055,11.124319,79,106,190,11.6617626666667,1.46247120727372
"WASHC4",25.123228,34.837192,30.720186,30.2268686666667,602,649,552,"Washc4",12.363953,10.531478,10.889124,599,590,1059,11.2615183333333,2.54673750980541
"WASHC5",35.483173,24.168307,26.225172,28.6255506666667,521,453,463,"Washc5",9.532691,9.42427,8.934992,484,485,910,9.29731766666667,2.87701628964669
"WASL",7.598631,9.313731,8.440419,8.450927,498,492,489,"Wasl",27.100968,26.363958,26.277619,1592,1510,2922,26.5808483333333,0.342662665258846
"WBP1",47.640802,45.981018,47.726422,47.1160806666667,670,491,602,"Wbp1",24.420313,21.944844,23.523,160,157,313,23.2960523333333,1.9804073520476
"WBP1L",11.263679,11.558821,11.463941,11.4288136666667,722,597,632,"Wbp1l",6.105351,6.578802,6.661618,329,352,628,6.44859033333333,1.6686128663898
"WBP2",40.176756,35.361553,42.900389,39.479566,719,431,672,"Wbp2",120.359896,135.087258,119.23364,2560,2836,4960,124.893598,0.321537922841795
"WBP2NL",0.350766,0.121439,0.298874,0.257026333333333,7,3,5,"Wbp2nl",0.057814,0.058923,0,1,1,0,0.0389123333333333,1.20994456702635
"WBP4",6.431893,6.470734,5.74229,6.21497233333333,219,178,173,"Wbp4",18.135101,19.057011,18.117317,526,554,1018,18.4364763333333,0.371207836729116
"WDCP",4.847815,3.185465,3.292394,3.77522466666667,164,151,146,"Wdcp",2.314119,3.214191,2.29644,117,121,207,2.60825,1.32341846232015
"WDFY1",21.407317,38.301844,15.82916,25.1794403333333,778,751,749,"Wdfy1",4.609139,5.19888,5.336394,213,179,367,5.04813766666667,4.32851263912478
"WDFY2",5.090016,6.934021,4.47857,5.500869,516,439,486,"Wdfy2",3.710779,3.587016,3.599282,341,327,634,3.632359,1.40336036131915
"WDFY3",10.985247,15.155668,10.325636,12.155517,896,730,766,"Wdfy3",19.205688,17.276413,17.736513,3123,3029,5516,18.0728713333333,0.689750209608363
"WDFY4",0.013842,0.193784,0.020699,0.0761083333333333,2,8,3,"Wdfy4",0.296171,2.33808,0.357811,44,38,57,0.997354,0.538766955348593
"WDHD1",5.02302,5.981029,6.532879,5.84564266666667,183,176,159,"Wdhd1",7.860225,14.790589,11.540414,65,59,112,11.397076,0.552198168880038
"WDPCP",2.877322,3.315826,2.351962,2.84837,140,132,101,"Wdpcp",4.968522,5.266423,2.663912,88,90,136,4.299619,0.726159748464937
"WDR1",333.239162,497.612315,266.040107,365.630528,2446,2547,2232,"Wdr1",91.851055,90.52327,84.473718,1322,1375,2299,88.9493476666667,4.07596650237704
"WDR11",39.91461,63.733431,127.298442,76.982161,949,818,837,"Wdr11",20.718099,18.564946,13.63974,528,603,1017,17.6409283333333,4.18338398203881
"WDR12",73.088406,50.623057,69.961112,64.557525,541,372,536,"Wdr12",21.364128,18.185946,21.713699,433,420,732,20.4212576666667,3.06039570692496
"WDR13",54.285298,52.097164,45.147082,50.509848,630,502,521,"Wdr13",46.569099,44.832253,53.586244,2245,2287,4449,48.3291986666667,1.04420605629677
"WDR17",3.553863,2.108997,1.850619,2.504493,101,79,90,"Wdr17",22.590801,25.260599,22.818411,435,541,1007,23.5566036666667,0.142710818139604
"WDR18",14.896954,15.808767,18.49864,16.4014536666667,228,185,196,"Wdr18",20.448942,20.134837,21.626979,435,490,857,20.7369193333333,0.800548292967243
"WDR19",11.180318,15.916959,11.265493,12.78759,236,245,202,"Wdr19",3.770538,6.777162,4.513449,264,324,525,5.020383,2.29015163985414
"WDR20",8.495487,10.980491,11.898342,10.4581066666667,268,209,262,"Wdr20rt",0.085353,0,0.04512,3,0,3,0.043491,10.9805515013226
"WDR20",8.495487,10.980491,11.898342,10.4581066666667,268,209,262,"Wdr20",11.283341,10.213726,9.167039,202,196,348,10.2213686666667,1.02109706997714
"WDR24",4.706731,3.494038,4.21964,4.14013633333333,205,139,151,"Wdr24",10.162283,5.697399,5.861305,196,198,391,7.240329,0.62377804737327
"WDR25",4.968938,3.409446,5.518043,4.63214233333333,88,54,76,"Wdr25",7.695172,9.672406,6.080112,64,80,142,7.81589666666667,0.638862108562222
"WDR26",26.464165,33.956456,25.312547,28.5777226666667,1710,1707,1508,"Wdr26",35.056176,27.542407,32.682686,1732,1702,3268,31.760423,0.902849229592263
"WDR27",15.49484,16.906417,16.672557,16.357938,311,287,265,"Wdr27",1.368735,2.147267,1.319986,12,13,25,1.611996,6.64546882920188
"WDR3",10.644443,10.302853,9.32352,10.090272,635,468,530,"Wdr3",25.360879,17.450451,12.949291,238,212,395,18.5868736666667,0.566209400680091
"WDR31",0.444898,0.788708,0.544225,0.592610333333333,34,31,34,"Wdr31",9.261907,7.822652,10.359942,262,207,498,9.148167,0.156935763210571
"WDR33",11.373735,13.013722,9.700495,11.3626506666667,922,769,775,"Wdr33",12.990771,13.392032,13.64712,553,609,1145,13.3433076666667,0.861910721987581
"WDR35",2.845595,3.78608,3.267639,3.29977133333333,273,291,247,"Wdr35",16.025609,12.172062,10.008491,483,502,967,12.7353873333333,0.313043325898685
"WDR36",3.076442,3.954969,3.300069,3.44382666666667,310,322,294,"Wdr36",7.325496,7.681872,7.79919,304,315,615,7.602186,0.51659272034651
"WDR37",10.961916,9.977606,11.509392,10.8163046666667,662,470,605,"Wdr37",52.273095,66.857905,55.640509,840,931,1619,58.2571696666667,0.199407172720799
"WDR38",0.237706,0.367634,0.267151,0.290830333333333,4,5,4,"Wdr38",0.384742,0.116725,0.100582,13,4,7,0.200683,1.07508004471899
"WDR4",4.119258,4.114895,3.607572,3.94724166666667,91,74,81,"Wdr4",9.707795,9.694071,13.922833,220,202,397,11.108233,0.408584941061728
"WDR41",42.253857,50.196053,41.690629,44.713513,599,601,526,"Wdr41",7.980835,8.080983,8.443357,301,321,614,8.16839166666667,4.98599041816676
"WDR43",19.463169,29.168655,26.505729,25.045851,464,454,460,"Wdr43",22.534485,41.468756,31.010408,261,277,503,31.6712163333333,0.797210937427705
"WDR44",6.359035,5.04214,5.354754,5.58530966666667,307,237,253,"Wdr44",4.646386,5.415039,5.12288,256,256,423,5.061435,1.08642749887884
"WDR45",178.605086,193.920409,162.387428,178.304307666667,404,290,380,"Wdr45",45.860359,44.372979,49.247081,258,262,527,46.493473,3.77534630214696
"WDR45B",50.038223,33.27092,56.383227,46.5641233333333,794,662,817,"Wdr45b",27.935034,29.496565,25.250914,572,659,1147,27.5608376666667,1.66536163569339
"WDR46",54.207611,61.746204,51.055274,55.6696963333333,704,574,584,"Wdr46",2.808624,3.074449,2.622941,70,69,140,2.835338,14.7756720094378
"WDR47",12.225045,9.868089,10.99056,11.027898,651,462,602,"Wdr47",53.847706,61.906087,54.568046,1434,1592,2773,56.7739463333333,0.208188963423126
"WDR48",39.681488,33.806456,25.741925,33.076623,872,621,816,"Wdr48",37.333019,26.967891,29.840488,892,974,1837,31.380466,1.05238210592769
"WDR49",0,0.240432,0.05574,0.098724,0,1,1,"Wdr49",0.239932,0.063351,0.095642,5,1,6,0.132975,0.969768971071736
"WDR5",8.593081,8.242488,7.63166,8.155743,406,319,322,"Wdr5",9.75806,9.660705,10.235366,286,274,578,9.88471033333333,0.841156330266452
"WDR53",5.274724,8.169682,5.899669,6.448025,46,49,45,"Wdr53",4.706741,4.800872,4.707696,62,68,123,4.73843633333333,1.29791890462146
"WDR54",17.652735,17.470932,16.597803,17.24049,157,126,147,"Wdr54",7.743423,7.528983,8.63193,128,122,274,7.968112,2.03392754238573
"WDR55",12.305416,11.85095,12.711814,12.2893933333333,663,531,596,"Wdr55",4.067628,8.457616,10.403193,71,105,146,7.64281233333333,1.53762372949823
"WDR59",59.332087,64.446452,58.221304,60.6666143333333,622,473,579,"Wdr59",5.305487,5.461258,5.032473,363,354,655,5.266406,9.84082651735833
"WDR5B",2.413322,2.531739,2.405529,2.45019666666667,156,132,138,"Wdr5b",1.542686,1.463449,1.375887,57,53,97,1.460674,1.40213480805124
"WDR6",204.967418,204.283901,171.801036,193.684118333333,2714,1930,2295,"Wdr6",26.10892,30.229984,25.40156,1515,1727,2824,27.2468213333333,6.89224872547311
"WDR61",44.803752,38.101386,48.340656,43.748598,564,419,580,"Wdr61",21.071011,21.529201,18.254063,266,287,446,20.2847583333333,2.10237754637415
"WDR62",1.889819,3.41932,1.296417,2.201852,104,169,80,"Wdr62",0.744276,0.53186,0.194094,12,15,22,0.490076666666667,2.14878339593265
"WDR64",0,0,0,0,0,0,0,"Wdr64",0,0,0,0,0,0,0,1
"WDR7",6.291144,11.434891,10.294417,9.34015066666667,349,370,366,"Wdr7",23.473819,33.000032,23.044723,2388,2795,4467,26.5061913333333,0.375920844196847
"WDR70",19.524557,19.020214,22.294831,20.2798673333333,294,241,280,"Wdr70",12.01024,13.092405,10.357434,203,217,325,11.8200263333333,1.65989263828605
"WDR72",0.115536,0.265446,0.172328,0.184436666666667,8,6,4,"Wdr72",0.068357,0.042381,0.151574,1,1,6,0.0874373333333333,1.08919992937524
"WDR73",19.535376,20.397257,15.744867,18.5591666666667,517,449,428,"Wdr73",19.067712,19.305025,19.476636,245,269,492,19.2831243333333,0.964307389001363
"WDR74",28.955967,18.82673,21.035019,22.9392386666667,228,149,181,"Wdr74",64.359939,54.987144,49.002836,221,165,358,56.1166396666667,0.419128975485538
"WDR75",18.797385,13.228242,23.881286,18.6356376666667,461,315,362,"Wdr75",13.887891,17.541042,21.468267,237,270,544,17.6324,1.05384371667991
"WDR76",0.564704,0.782174,0.230334,0.525737333333333,15,23,5,"Wdr76",1.47997,1.62741,1.532928,74,75,146,1.54676933333333,0.599087366634958
"WDR77",20.97164,21.967342,24.30291,22.413964,362,281,343,"Wdr77",15.741479,19.880717,15.572321,526,607,1097,17.064839,1.29610698440213
"WDR81",6.458485,6.795007,7.684969,6.979487,326,287,292,"Wdr81",3.717883,4.820732,3.841928,287,289,555,4.12684766666667,1.55641195502656
"WDR82",31.12063,35.76315,26.825458,31.2364126666667,1672,1438,1485,"Wdr82",55.300867,59.089279,46.284288,1377,1466,2515,53.5581446666667,0.590863433198126
"WDR86",13.41386,8.986626,12.916624,11.77237,225,123,184,"Wdr86",0.585265,0,0.135337,5,0,6,0.240200666666667,10.2986317805559
"WDR89",3.237176,4.606436,4.099118,3.98091,116,133,124,"Wdr89",0.720848,0.700615,0.686744,29,28,48,0.702735666666667,2.92523971718452
"WDR90",22.714687,20.794491,21.389376,21.6328513333333,294,283,212,"Wdr90",10.708835,4.215185,9.203432,193,136,418,8.042484,2.50294624058316
"WDR91",12.954491,6.22201,7.127053,8.76785133333333,212,136,170,"Wdr91",11.874751,9.448383,7.572099,214,217,400,9.63174433333333,0.918744001650654
"WDR92",6.091454,7.814823,7.120706,7.00899433333333,174,165,155,"Wdr92",3.470865,3.776275,2.986133,89,97,141,3.411091,1.81564931064295
"WDR93",0.038549,0.435277,0.03346,0.169095333333333,1,5,1,"Wdr93",0.132395,0.202488,0.052012,4,6,3,0.128965,1.03554612705738
"WDSUB1",1.940052,1.616941,1.735497,1.76416333333333,45,30,38,"Wdsub1",34.752359,18.436111,10.406182,82,110,163,21.1982173333333,0.124521861004694
"WDTC1",10.097614,11.001352,10.305287,10.4680843333333,485,393,424,"Wdtc1",20.3375,20.528338,17.001425,644,657,1297,19.2890876666667,0.565234106222256
"WEE1",5.458015,10.445608,4.885228,6.929617,137,190,87,"Wee1",5.396024,6.272366,5.423191,226,270,468,5.69719366666667,1.18402085928429
"WEE2",0,0,0,0,0,0,0,"Wee2",0.051183,0.07831,0.065507,2,3,2,0.065,0.938967136150235
"WFDC1",2.452778,3.575106,3.332461,3.120115,54,55,57,"Wfdc1",2.748517,3.426354,3.359219,44,56,108,3.17803,0.98613820389035
"WFDC10A",0,0,0,0,0,0,0,"Wfdc10",0,0,0,0,0,0,0,1
"WFDC11",0.166799,0.207614,0.187496,0.187303,1,1,1,"Wfdc11",0,0,0,0,0,0,0,1.187303
"WFDC12",0.228394,0,0.516585,0.248326333333333,2,0,4,"Wfdc12",0,0,0.068564,0,0,1,0.0228546666666667,1.22043372730697
"WFDC13",0,0,0,0,0,0,0,"Wfdc13",0.081794,0,0,1,0,0,0.0272646666666667,0.973458965784215
"WFDC2",53.811953,30.007181,50.422459,44.7471976666667,282,128,233,"Wfdc2",0,0,0,0,0,0,0,45.7471976666667
"WFDC3",0,0.358257,0.108047,0.155434666666667,0,3,1,"Wfdc3",1.4098,0.783978,0.632677,13,11,18,0.942151666666667,0.59492504447387
"WFDC5",0,0,0,0,0,0,0,"Wfdc5",0,0,0,0,0,0,0,1
"WFDC8",0.182225,0.286563,0.207768,0.225518666666667,3,3,3,"Wfdc8",0,0,0.027307,0,0,1,0.00910233333333333,1.21446420861842
"WFDC9",0,0,0,0,0,0,0,"Wfdc9",0,0,0,0,0,0,0,1
"WFIKKN1",2.013287,1.691445,1.453179,1.71930366666667,73,47,48,"Wfikkn1",0.17727,0.221533,0.015355,5,7,1,0.138052666666667,2.38943569688339
"WFIKKN2",0.113043,0.046587,0.021525,0.060385,6,2,1,"Wfikkn2",0.360812,0.713094,0.494549,18,18,46,0.522818333333333,0.696330597543371
"WFS1",11.271457,10.64567,10.378532,10.7652196666667,500,371,399,"Wfs1",32.255997,32.714352,36.501282,1212,1347,2455,33.823877,0.337849219564687
"WHAMM",3.548838,3.49644,2.734976,3.26008466666667,148,126,121,"Whamm",4.03436,3.325001,4.539939,115,113,252,3.96643333333333,0.857775465961488
"WHRN",2.318,2.592822,1.659693,2.19017166666667,83,89,44,"Whrn",11.3221,9.980619,9.652261,335,294,568,10.3183266666667,0.281858949703401
"WIF1",0,0.316368,0.21801,0.178126,0,7,1,"Wif1",0.412994,0.326657,0.255623,12,8,15,0.331758,0.884639701807686
"WIPF1",4.683468,6.392015,5.487938,5.52114033333333,180,206,160,"Wipf1",3.02551,3.501994,2.970793,185,165,345,3.166099,1.56528693469198
"WIPF2",7.09149,7.187597,5.063725,6.447604,536,450,475,"Wipf2",11.150689,10.133633,10.803536,1058,985,2074,10.6959526666667,0.636767624857579
"WIPF3",5.662695,2.648465,5.392511,4.56789033333333,352,130,288,"Wipf3",39.49175,29.218659,33.910207,2146,1633,3767,34.206872,0.15814782788239
"WIPI1",78.591804,81.256698,73.940297,77.9295996666667,901,739,826,"Wipi1",6.291562,6.512218,6.808354,211,208,424,6.537378,10.471758171962
"WIPI2",31.649629,29.882028,29.593947,30.3752013333333,848,670,738,"Wipi2",20.113037,19.900438,20.045569,1134,1216,2188,20.0196813333333,1.49265827753431
"WIZ",18.353994,16.717045,15.648274,16.9064376666667,1040,802,844,"Wiz",8.454237,9.38754,8.654849,397,434,825,8.83220866666667,1.82120195713232
"WLS",255.587387,212.448096,226.700755,231.578746,4104,3052,3597,"Wls",13.724222,13.917776,12.780895,480,489,855,13.4742976666667,16.0683959495743
"WNK1",124.284761,168.158227,113.296806,135.246598,2209,2310,1719,"Wnk1",191.909607,166.599685,213.435412,3315,3332,6456,190.648234666667,0.710920182682472
"WNK2",20.168478,11.778301,19.066731,17.0045033333333,651,364,553,"Wnk2",25.283588,23.289586,26.892001,1265,1289,2611,25.1550583333333,0.688375575533987
"WNK3",1.239922,1.347487,1.174263,1.25389066666667,218,192,185,"Wnk3",7.643877,9.500652,6.730895,647,694,1077,7.95847466666667,0.251593128353994
"WNK4",0.569458,0.96509,0.20324,0.579262666666667,14,18,5,"Wnk4",1.87413,2.425311,3.245435,47,51,123,2.51495866666667,0.449297649398627
"WNT1",0.11807,0,0,0.0393566666666667,2,0,0,"Wnt1",0.417736,0.294439,0.377017,12,9,23,0.363064,0.762514941827138
"WNT10A",0,0,0.041007,0.013669,0,0,1,"Wnt10a",2.194187,1.701166,1.773003,56,49,94,1.889452,0.350817040739905
"WNT10B",0.336496,0.149853,0.2219,0.236083,3,4,6,"Wnt10b",0.527932,0.582739,0.641244,15,19,33,0.583971666666667,0.780369387920449
"WNT11",0.145682,0.181797,0.127486,0.151655,4,4,2,"Wnt11",0.269222,0.254762,0.123362,1,2,5,0.215782,0.947254524248591
"WNT16",0.646931,2.200242,0.537222,1.12813166666667,21,51,20,"Wnt16",0.094325,0.705959,2.504672,3,16,20,1.101652,1.01259945350927
"WNT2",0.039497,0.020899,0.256173,0.105523,2,1,3,"Wnt2",1.557733,2.115201,2.090937,46,62,120,1.92129033333333,0.378436537918005
"WNT2B",1.641268,1.802445,1.520604,1.65477233333333,176,161,166,"Wnt2b",0.888673,1.12945,0.698923,37,46,57,0.905682,1.39308254647592
"WNT3",0.847835,1.257329,0.966133,1.02376566666667,42,45,42,"Wnt3",0.572978,0.605647,0.347994,24,25,28,0.508873,1.34124321044029
"WNT3A",0,0.280508,0,0.0935026666666667,0,10,0,"Wnt3a",0,0,0,0,0,0,0,1.09350266666667
"WNT4",0.325189,0.316256,0.537975,0.39314,5,15,8,"Wnt4",3.373464,3.261674,3.529208,193,185,392,3.38811533333333,0.317480260698101
"WNT5A",3.215841,7.354919,1.058967,3.87657566666667,130,311,86,"Wnt5a",1.340559,1.191725,1.797146,94,74,189,1.44314333333333,1.99602520250552
"WNT5B",3.117804,6.630716,3.499387,4.415969,65,85,67,"Wnt5b",0.622632,0.769602,0.563363,17,21,30,0.651865666666667,3.27869820729975
"WNT6",0,0,0.301059,0.100353,0,0,5,"Wnt6",0.3597,0.287584,0.635867,8,7,25,0.427717,0.77070806049098
"WNT7A",0.048883,0.485825,0.018526,0.184411333333333,3,5,1,"Wnt7a",12.355095,13.068216,9.301587,126,123,215,11.574966,0.0941880346502196
"WNT7B",0.23968,0.04366,0.019945,0.101095,4,2,1,"Wnt7b",6.762554,7.595703,6.986361,267,319,563,7.11487266666667,0.135688512343878
"WNT8A",0.063525,0,0,0.021175,1,0,0,"Wnt8a",0,0.045542,0.023324,0,1,1,0.0229553333333333,0.998259617721986
"WNT8B",0.223877,0.239841,0.110171,0.191296333333333,7,6,3,"Wnt8b",0.045171,0.126478,0.045378,2,5,4,0.0723423333333333,1.11092912804276
"WNT9A",1.504768,0.995202,1.725749,1.408573,94,50,94,"Wnt9a",2.869846,4.139593,2.845501,128,185,249,3.28498,0.562096672563232
"WNT9B",0.050454,0.14524,0.121483,0.105725666666667,2,7,4,"Wnt9b",0.032117,0.032204,0,2,2,0,0.0214403333333333,1.08251615937103
"WRAP53",4.521499,5.471986,5.757255,5.25024666666667,103,112,116,"Wrap53",7.137713,5.054079,5.710581,114,76,176,5.96745766666667,0.89706274019701
"WRAP73",12.620227,9.879019,11.288498,11.2625813333333,236,187,234,"Wrap73",12.553402,16.961663,12.221112,162,157,331,13.912059,0.822326503223554
"WRN",11.752782,12.088428,11.629396,11.8235353333333,428,367,371,"Wrn",1.516476,1.951002,1.635414,127,146,254,1.700964,4.74776240384297
"WRNIP1",12.81699,15.831698,12.827268,13.8253186666667,302,293,268,"Wrnip1",31.254843,33.154148,30.085363,501,509,840,31.498118,0.456190068196154
"WSB1",228.20701,204.128713,209.597369,213.977697333333,8133,6029,6874,"Wsb1",42.849781,35.457756,41.600894,800,638,1469,39.969477,5.24726486826603
"WSB2",36.385154,42.226147,39.927254,39.5128516666667,881,732,880,"Wsb2",161.426996,182.900248,166.7318,2457,2584,4599,170.353014666667,0.236429173688461
"WSCD1",2.100999,1.744337,1.426183,1.757173,151,103,106,"Wscd1",17.140872,17.307386,18.522945,616,633,1193,17.6570676666667,0.147781690523965
"WSCD2",0.323725,0.582687,0.10338,0.336597333333333,13,13,7,"Wscd2",12.816333,12.39883,11.815588,593,597,1128,12.3435836666667,0.100167793504549
"WT1",0.021726,0.026997,0,0.016241,1,1,0,"Wt1",0.057737,0.098838,0.049181,2,1,3,0.0685853333333333,0.951015298731407
"WTAP",22.132073,29.023621,24.350475,25.168723,620,617,604,"Wtap",32.672283,36.211976,31.728859,544,578,989,33.537706,0.757685614672845
"WTIP",5.067545,7.322547,5.224419,5.87150366666667,222,232,184,"Wtip",4.946666,3.896011,3.570984,42,37,85,4.137887,1.33741821621742
"WWC1",19.536341,21.537117,8.315669,16.4630423333333,173,176,133,"Wwc1",45.477675,34.82966,36.636386,1107,998,1984,38.9812403333333,0.436780904937908
"WWC2",4.26555,4.958209,3.71915,4.314303,255,297,198,"Wwc2",4.736372,4.18991,3.795344,577,499,887,4.240542,1.01407507086099
"WWOX",9.949511,5.777797,8.546742,8.09135,69,52,58,"Wwox",9.105253,9.250273,8.298686,181,201,343,8.88473733333333,0.919736123826187
"WWP1",16.02752,22.931792,17.790145,18.9164856666667,439,394,364,"Wwp1",8.329193,8.563733,7.807546,756,721,1302,8.23349066666667,2.15698335392985
"WWP2",20.4168,14.413025,18.92843,17.9194183333333,474,278,380,"Wwp2",11.509314,11.706469,10.404804,329,387,695,11.2068623333333,1.54990019684829
"WWTR1",55.592406,73.083868,50.131993,59.6027556666667,2284,2676,1835,"Wwtr1",3.355621,3.582569,3.230476,216,224,395,3.38955533333333,13.8061263760505
"XAB2",10.821001,11.045953,11.876357,11.2477703333333,395,317,361,"Xab2",8.33429,7.428236,8.377644,304,268,583,8.04672333333333,1.35383496124011
"XAF1",0.095673,0,0,0.031891,5,0,0,"Xaf1",9.525483,5.619532,5.835536,55,31,82,6.993517,0.129090987108678
