"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"OR56A4",0.137059,0.219097,0.082246,0.146134,7,10,4,"Olfr683",0.017425,0,0,1,0,0,0.00580833333333333,1.13951531521082
"OR56A4",0.137059,0.219097,0.082246,0.146134,7,10,4,"Olfr684",0,0,0,0,0,0,0,1.146134
"OR56B1",0,0,0,0,0,0,0,"Olfr504",0,0,0,0,0,0,0,1
"OR56B1",0,0,0,0,0,0,0,"Olfr657",0,0,0,0,0,0,0,1
"OR56B4",0.067729,0,0,0.0225763333333333,1,0,0,"Olfr689",0.022109,0,0,2,0,0,0.00736966666666667,1.01509541846439
"OR56B4",0.067729,0,0,0.0225763333333333,1,0,0,"Olfr688",0,0,0,0,0,0,0,1.02257633333333
"OR5A1",0.067343,0.098882,0.059573,0.075266,9,11,7,"Olfr76",0.044022,0.012593,0,2,1,0,0.0188716666666667,1.05534979053626
"OR5AC1",0,0,0,0,0,0,0,"Olfr202",0,0,0,0,0,0,0,1
"OR5AC1",0,0,0,0,0,0,0,"Olfr201",0,0,0,0,0,0,0,1
"OR5AC1",0,0,0,0,0,0,0,"Olfr199",0,0,0,0,0,0,0,1
"OR5AC1",0,0,0,0,0,0,0,"Olfr198",0,0,0,0,0,0,0,1
"OR5AC2",0,0,0,0,0,0,0,"Olfr201",0,0,0,0,0,0,0,1
"OR5AC2",0,0,0,0,0,0,0,"Olfr202",0,0,0,0,0,0,0,1
"OR5AC2",0,0,0,0,0,0,0,"Olfr198",0,0,0,0,0,0,0,1
"OR5AC2",0,0,0,0,0,0,0,"Olfr199",0,0,0,0,0,0,0,1
"OR5AK2",0.325985,0,0.091219,0.139068,4,0,1,"Olfr995",0,0,0,0,0,0,0,1.139068
"OR5AK2",0.325985,0,0.091219,0.139068,4,0,1,"Olfr993",0,0,0,0,0,0,0,1.139068
"OR5AK2",0.325985,0,0.091219,0.139068,4,0,1,"Olfr994",0,0,0,0,0,0,0,1.139068
"OR5AK3P",0,0.110966,0,0.0369886666666667,0,1,0,"Olfr994",0,0,0,0,0,0,0,1.03698866666667
"OR5AK3P",0,0.110966,0,0.0369886666666667,0,1,0,"Olfr993",0,0,0,0,0,0,0,1.03698866666667
"OR5AK3P",0,0.110966,0,0.0369886666666667,0,1,0,"Olfr995",0,0,0,0,0,0,0,1.03698866666667
"OR5AL1",0,0,0,0,0,0,0,"Olfr1042",0,0,0,0,0,0,0,1
"OR5AL1",0,0,0,0,0,0,0,"Olfr1039",0.039399,0.015717,0.015697,2,2,1,0.0236043333333333,0.976939982994731
"OR5AL1",0,0,0,0,0,0,0,"Olfr1040",0,0,0,0,0,0,0,1
"OR5AN1",0,0.041005,0,0.0136683333333333,0,4,0,"Olfr1437",0,0,0,0,0,0,0,1.01366833333333
"OR5AN1",0,0.041005,0,0.0136683333333333,0,4,0,"Olfr1436",0,0,0,0,0,0,0,1.01366833333333
"OR5AN1",0,0.041005,0,0.0136683333333333,0,4,0,"Olfr1434",0,0,0,0,0,0,0,1.01366833333333
"OR5AN1",0,0.041005,0,0.0136683333333333,0,4,0,"Olfr1431",0,0,0.018547,0,0,1,0.00618233333333333,1.00744000341886
"OR5AN1",0,0.041005,0,0.0136683333333333,0,4,0,"Olfr262",0,0,0,0,0,0,0,1.01366833333333
"OR5AN1",0,0.041005,0,0.0136683333333333,0,4,0,"Olfr235",0,0,0,0,0,0,0,1.01366833333333
"OR5AP2",0,0,0,0,0,0,0,"Olfr1020",0,0,0,0,0,0,0,1
"OR5AR1",0,0,0,0,0,0,0,"Olfr1019",0,0,0,0,0,0,0,1
"OR5AS1",0.230801,0.368203,0.14555,0.248184666666667,28,36,16,"Olfr1111",0,0,0,0,0,0,0,1.24818466666667
"OR5AU1",0.078144,0.055878,0.019716,0.051246,9,5,2,"Olfr221",0.028595,0,0.042572,1,0,1,0.0237223333333333,1.02688587107116
"OR5B12",0,0,0,0,0,0,0,"Olfr1445",0,0,0,0,0,0,0,1
"OR5B12",0,0,0,0,0,0,0,"Olfr1448",0.016763,0,0,1,0,0,0.00558766666666667,0.994443381863275
"OR5B2",0.032033,0.079609,0.035904,0.049182,1,2,1,"Olfr1451",0,0,0,0,0,0,0,1.049182
"OR5B21",0,0,0,0,0,0,0,"Olfr1444",0,0,0,0,0,0,0,1
"OR5B3",0,0,0,0,0,0,0,"Olfr1462",0,0,0,0,0,0,0,1
"OR5B3",0,0,0,0,0,0,0,"Olfr1457",0,0.024576,0,0,1,0,0.008192,0.991874563575192
"OR5B3",0,0,0,0,0,0,0,"Olfr1465",0,0,0,0,0,0,0,1
"OR5B3",0,0,0,0,0,0,0,"Olfr1463",0,0.019383,0,0,1,0,0.006461,0.993580476541068
"OR5B3",0,0,0,0,0,0,0,"Olfr1447",0,0,0,0,0,0,0,1
"OR5B3",0,0,0,0,0,0,0,"Olfr1466",0,0,0,0,0,0,0,1
"OR5B3",0,0,0,0,0,0,0,"Olfr1469",0.035023,0.010278,0,2,1,0,0.0151003333333333,0.985124294774146
"OR5B3",0,0,0,0,0,0,0,"Olfr1458",0,0,0,0,0,0,0,1
"OR5B3",0,0,0,0,0,0,0,"Olfr1467",0,0.011687,0,0,1,0,0.00389566666666667,0.996119450660045
"OR5B3",0,0,0,0,0,0,0,"Olfr1459",0.141024,0.09155,0.078327,16,17,14,0.103633666666667,0.906097766136771
"OR5B3",0,0,0,0,0,0,0,"Olfr1453",0,0,0,0,0,0,0,1
"OR5B3",0,0,0,0,0,0,0,"Olfr1461",0,0,0,0,0,0,0,1
"OR5B3",0,0,0,0,0,0,0,"Olfr1454",0.017191,0.01003,0.010472,1,1,1,0.0125643333333333,0.987591570313392
"OR5B3",0,0,0,0,0,0,0,"Olfr1446",0,0,0,0,0,0,0,1
"OR5C1",0,0,0,0,0,0,0,"Olfr368",0,0,0,0,0,0,0,1
"OR5D14",0,0,0,0,0,0,0,"Olfr1163",0,0,0,0,0,0,0,1
"OR5D14",0,0,0,0,0,0,0,"Olfr1162",0,0,0,0,0,0,0,1
"OR5D16",0,0,0,0,0,0,0,"Olfr1155",0,0,0,0,0,0,0,1
"OR5D18",0,0,0,0,0,0,0,"Olfr73",0.049517,0.014633,0.016284,2,1,1,0.0268113333333333,0.973888744248375
"OR5D18",0,0,0,0,0,0,0,"Olfr1161",0,0,0,0,0,0,0,1
"OR5D18",0,0,0,0,0,0,0,"Olfr74",0,0,0,0,0,0,0,1
"OR5G3",0,0,0,0,0,0,0,"Olfr1000",0,0,0.045308,0,0,2,0.0151026666666667,0.98512203034964
"OR5G3",0,0,0,0,0,0,0,"Olfr998",0,0,0,0,0,0,0,1
"OR5G3",0,0,0,0,0,0,0,"Olfr996",0,0,0,0,0,0,0,1
"OR5H1",0,0,0.024573,0.008191,0,0,2,"Olfr187",0,0,0,0,0,0,0,1.008191
"OR5H1",0,0,0.024573,0.008191,0,0,2,"Olfr183",0,0,0,0,0,0,0,1.008191
"OR5H1",0,0,0.024573,0.008191,0,0,2,"Olfr186",0,0,0,0,0,0,0,1.008191
"OR5H1",0,0,0.024573,0.008191,0,0,2,"Olfr190",0.043215,0,0.031131,5,0,6,0.024782,0.983810215245779
"OR5H1",0,0,0.024573,0.008191,0,0,2,"Olfr193",0,0,0,0,0,0,0,1.008191
"OR5H1",0,0,0.024573,0.008191,0,0,2,"Olfr191",0,0,0,0,0,0,0,1.008191
"OR5H1",0,0,0.024573,0.008191,0,0,2,"Olfr196",0,0,0,0,0,0,0,1.008191
"OR5H14",0.045268,0.066346,0.060629,0.0574143333333333,5,6,6,"Olfr187",0,0,0,0,0,0,0,1.05741433333333
"OR5H14",0.045268,0.066346,0.060629,0.0574143333333333,5,6,6,"Olfr196",0,0,0,0,0,0,0,1.05741433333333
"OR5H14",0.045268,0.066346,0.060629,0.0574143333333333,5,6,6,"Olfr183",0,0,0,0,0,0,0,1.05741433333333
"OR5H14",0.045268,0.066346,0.060629,0.0574143333333333,5,6,6,"Olfr193",0,0,0,0,0,0,0,1.05741433333333
"OR5H14",0.045268,0.066346,0.060629,0.0574143333333333,5,6,6,"Olfr190",0.043215,0,0.031131,5,0,6,0.024782,1.0318431952682
"OR5H14",0.045268,0.066346,0.060629,0.0574143333333333,5,6,6,"Olfr191",0,0,0,0,0,0,0,1.05741433333333
"OR5H14",0.045268,0.066346,0.060629,0.0574143333333333,5,6,6,"Olfr186",0,0,0,0,0,0,0,1.05741433333333
"OR5H15",0,0,0,0,0,0,0,"Olfr183",0,0,0,0,0,0,0,1
"OR5H15",0,0,0,0,0,0,0,"Olfr191",0,0,0,0,0,0,0,1
"OR5H15",0,0,0,0,0,0,0,"Olfr196",0,0,0,0,0,0,0,1
"OR5H15",0,0,0,0,0,0,0,"Olfr193",0,0,0,0,0,0,0,1
"OR5H15",0,0,0,0,0,0,0,"Olfr187",0,0,0,0,0,0,0,1
"OR5H15",0,0,0,0,0,0,0,"Olfr186",0,0,0,0,0,0,0,1
"OR5H15",0,0,0,0,0,0,0,"Olfr190",0.043215,0,0.031131,5,0,6,0.024782,0.975817295776077
"OR5H2",0,0,0,0,0,0,0,"Olfr193",0,0,0,0,0,0,0,1
"OR5H2",0,0,0,0,0,0,0,"Olfr183",0,0,0,0,0,0,0,1
"OR5H2",0,0,0,0,0,0,0,"Olfr191",0,0,0,0,0,0,0,1
"OR5H2",0,0,0,0,0,0,0,"Olfr186",0,0,0,0,0,0,0,1
"OR5H2",0,0,0,0,0,0,0,"Olfr196",0,0,0,0,0,0,0,1
"OR5H2",0,0,0,0,0,0,0,"Olfr187",0,0,0,0,0,0,0,1
"OR5H2",0,0,0,0,0,0,0,"Olfr190",0.043215,0,0.031131,5,0,6,0.024782,0.975817295776077
"OR5H6",0,0,0,0,0,0,0,"Olfr191",0,0,0,0,0,0,0,1
"OR5H6",0,0,0,0,0,0,0,"Olfr187",0,0,0,0,0,0,0,1
"OR5H6",0,0,0,0,0,0,0,"Olfr193",0,0,0,0,0,0,0,1
"OR5H6",0,0,0,0,0,0,0,"Olfr183",0,0,0,0,0,0,0,1
"OR5H6",0,0,0,0,0,0,0,"Olfr186",0,0,0,0,0,0,0,1
"OR5H6",0,0,0,0,0,0,0,"Olfr196",0,0,0,0,0,0,0,1
"OR5H6",0,0,0,0,0,0,0,"Olfr190",0.043215,0,0.031131,5,0,6,0.024782,0.975817295776077
"OR5I1",0,0,0,0,0,0,0,"Olfr152",0.092483,0.047715,0,3,2,0,0.0467326666666667,0.955353770685797
"OR5J2",0,0,0,0,0,0,0,"Olfr1052",0,0,0,0,0,0,0,1
"OR5K1",0,0,0,0,0,0,0,"Olfr173",0.086425,0,0,3,0,0,0.0288083333333333,0.971998347602809
"OR5K1",0,0,0,0,0,0,0,"Olfr172",0,0,0,0,0,0,0,1
"OR5K2",0,0,0,0,0,0,0,"Olfr173",0.086425,0,0,3,0,0,0.0288083333333333,0.971998347602809
"OR5K2",0,0,0,0,0,0,0,"Olfr172",0,0,0,0,0,0,0,1
"OR5K3",0,0,0,0,0,0,0,"Olfr175",0,0,0,0,0,0,0,1
"OR5K3",0,0,0,0,0,0,0,"Olfr195",0,0,0,0,0,0,0,1
"OR5K4",0,0,0,0,0,0,0,"Olfr181",0,0,0,0,0,0,0,1
"OR5K4",0,0,0,0,0,0,0,"Olfr178",0.037086,0,0,1,0,0,0.012362,0.987788952963466
"OR5K4",0,0,0,0,0,0,0,"Olfr180",0,0,0,0,0,0,0,1
"OR5L1",0,0,0,0,0,0,0,"Olfr1157",0.077895,0,0.014625,5,0,2,0.03084,0.970082651041869
"OR5L1",0,0,0,0,0,0,0,"Olfr1156",0.355316,0.160623,0.029596,17,13,2,0.181845,0.846134645406123
"OR5L2",0,0,0,0,0,0,0,"Olfr1156",0.355316,0.160623,0.029596,17,13,2,0.181845,0.846134645406123
"OR5L2",0,0,0,0,0,0,0,"Olfr1157",0.077895,0,0.014625,5,0,2,0.03084,0.970082651041869
"OR5M1",0,0,0,0,0,0,0,"Olfr1022",0,0,0,0,0,0,0,1
"OR5M1",0,0,0,0,0,0,0,"Olfr1023",0.043848,0,0,3,0,0,0.014616,0.985594550056376
"OR5M10",0,0,0,0,0,0,0,"Olfr1022",0,0,0,0,0,0,0,1
"OR5M10",0,0,0,0,0,0,0,"Olfr1023",0.043848,0,0,3,0,0,0.014616,0.985594550056376
"OR5M11",0,0,0,0,0,0,0,"Olfr1028",0.380116,0.154373,0.168102,20,14,14,0.234197,0.810243421431101
"OR5M11",0,0,0,0,0,0,0,"Olfr1029",0.055112,0.010741,0.022797,3,1,2,0.02955,0.971298139964062
"OR5M3",0,0,0,0,0,0,0,"Olfr1033",4.665279,1.04106,0.516266,8,3,2,2.07420166666667,0.325287703420021
"OR5M3",0,0,0,0,0,0,0,"Olfr1032",0,0,0.031578,0,0,1,0.010526,0.989583642578222
"OR5M8",0,0,0,0,0,0,0,"Olfr1031",0,0,0,0,0,0,0,1
"OR5M9",0,0,0,0,0,0,0,"Olfr1034",0.01438,0,0,1,0,0,0.00479333333333333,0.995229533104652
"OR5M9",0,0,0,0,0,0,0,"Olfr1036",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr487",0,0,0.010698,0,0,1,0.003566,0.996446671170606
"OR5P2",0,0,0,0,0,0,0,"Olfr495",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr485",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr483",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr488",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr484",0.014129,0,0.008295,1,0,1,0.00747466666666667,0.992580789459057
"OR5P2",0,0,0,0,0,0,0,"Olfr478",0.030329,0,0,1,0,0,0.0101096666666667,0.98999151577271
"OR5P2",0,0,0,0,0,0,0,"Olfr492",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr507",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr493",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr498",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr469",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr506",0.108356,0.029449,0.014855,0,2,1,0.0508866666666667,0.95157739813364
"OR5P2",0,0,0,0,0,0,0,"Olfr510",0,0,0.011249,0,0,1,0.00374966666666667,0.996264340810076
"OR5P2",0,0,0,0,0,0,0,"Olfr494",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr490",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr486",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr502",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr470",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr497",0,0.016743,0,0,1,0,0.005581,0.994449974691248
"OR5P2",0,0,0,0,0,0,0,"Olfr482",0,0.019693,0.019742,0,1,1,0.013145,0.98702554915634
"OR5P3",0,0,0,0,0,0,0,"Olfr508",0,0,0,0,0,0,0,1
"OR5P3",0,0,0,0,0,0,0,"Olfr480",0,0,0,0,0,0,0,1
"OR5T1",0.050461,0,0,0.0168203333333333,1,0,0,"Olfr1102",0,0,0,0,0,0,0,1.01682033333333
"OR5T1",0.050461,0,0,0.0168203333333333,1,0,0,"Olfr1094",0,0,0,0,0,0,0,1.01682033333333
"OR5T1",0.050461,0,0,0.0168203333333333,1,0,0,"Olfr1093",0,0,0,0,0,0,0,1.01682033333333
"OR5T2",0.033906,0.042081,0.038011,0.0379993333333333,1,1,1,"Olfr141",0,0,0,0,0,0,0,1.03799933333333
"OR5T2",0.033906,0.042081,0.038011,0.0379993333333333,1,1,1,"Olfr1101",0,0,0,0,0,0,0,1.03799933333333
"OR5T2",0.033906,0.042081,0.038011,0.0379993333333333,1,1,1,"Olfr1095",0,0,0,0,0,0,0,1.03799933333333
"OR5T3",0,0,0,0,0,0,0,"Olfr1102",0,0,0,0,0,0,0,1
"OR5T3",0,0,0,0,0,0,0,"Olfr1093",0,0,0,0,0,0,0,1
"OR5T3",0,0,0,0,0,0,0,"Olfr1094",0,0,0,0,0,0,0,1
"OR5V1",0,0,0,0,0,0,0,"Olfr110",0,0,0.025684,0,0,1,0.00856133333333333,0.991511340906717
"OR5V1",0,0,0,0,0,0,0,"Olfr111",0.026988,0.045477,0,1,2,0,0.024155,0.976414702852596
"OR5W2",0,0,0,0,0,0,0,"Olfr1135",0,0,0,0,0,0,0,1
"OR5W2",0,0,0,0,0,0,0,"Olfr1153",0,0,0,0,0,0,0,1
"OR5W2",0,0,0,0,0,0,0,"Olfr1136",0,0,0,0,0,0,0,1
"OR5W2",0,0,0,0,0,0,0,"Olfr1140",0,0,0.273325,0,0,2,0.0911083333333333,0.916499278256818
"OR5W2",0,0,0,0,0,0,0,"Olfr1152",0.335764,0.19173,0.184043,31,30,27,0.237179,0.808290473730964
"OR5W2",0,0,0,0,0,0,0,"Olfr1138",0,0,0,0,0,0,0,1
"OR5W2",0,0,0,0,0,0,0,"Olfr1141",0,0,0,0,0,0,0,1
"OR5W2",0,0,0,0,0,0,0,"Olfr1137",0,0,0,0,0,0,0,1
"OR6A2",0.054876,0,0.017389,0.0240883333333333,2,0,1,"Olfr2",0.025951,0.030087,0.008237,2,4,1,0.021425,1.00260746832448
"OR6B1",0.012661,0.015779,0,0.00948,1,1,0,"Olfr449",0,0,0,0,0,0,0,1.00948
"OR6B2",0,0,0.054713,0.0182376666666667,0,0,1,"Olfr1414",0,0,0,0,0,0,0,1.01823766666667
"OR6B2",0,0,0.054713,0.0182376666666667,0,0,1,"Olfr1415",0,0,0.013633,0,0,1,0.00454433333333333,1.01363138776354
"OR6B2",0,0,0.054713,0.0182376666666667,0,0,1,"Olfr1416",0.041402,0,0.016216,3,0,2,0.019206,0.999049914018036
"OR6B3",0,0,0,0,0,0,0,"Olfr1415",0,0,0.013633,0,0,1,0.00454433333333333,0.995476224211774
"OR6B3",0,0,0,0,0,0,0,"Olfr1416",0.041402,0,0.016216,3,0,2,0.019206,0.981155919411777
"OR6B3",0,0,0,0,0,0,0,"Olfr1414",0,0,0,0,0,0,0,1
"OR6F1",0,0,0,0,0,0,0,"Olfr308",0.019194,0,0,1,0,0,0.006398,0.993642674170656
"OR6K2",0,0,0,0,0,0,0,"Olfr420",0,0.010759,0.010815,0,1,1,0.00719133333333333,0.99286001269537
"OR6K6",0,0,0,0,0,0,0,"Olfr231",0,0,0,0,0,0,0,1
"OR6N1",0,0,0,0,0,0,0,"Olfr429",0,0,0,0,0,0,0,1
"OR6N2",0,0,0,0,0,0,0,"Olfr430",0,0,0.012507,0,0,1,0.004169,0.995848308402271
"OR6P1",0,0,0,0,0,0,0,"Olfr220",0,0,0,0,0,0,0,1
"OR6S1",0,0,0,0,0,0,0,"Olfr750",0.02244,0,0.276718,2,0,2,0.0997193333333333,0.909322924212784
"OR6X1",0,0,0,0,0,0,0,"Olfr986",2.210206,0.851225,0.894601,107,72,75,1.31867733333333,0.431280362137494
"OR6Y1",0.243228,0.279415,0.334393,0.285678666666667,13,12,16,"Olfr414",0.015745,0.033811,0.01773,1,4,2,0.0224286666666667,1.25747517512224
"OR7A10",0,0,0,0,0,0,0,"Olfr19",0,0,0,0,0,0,0,1
"OR7A10",0,0,0,0,0,0,0,"Olfr1354",0,0,0,0,0,0,0,1
"OR7A10",0,0,0,0,0,0,0,"Olfr8",0,0,0,0,0,0,0,1
"OR7A10",0,0,0,0,0,0,0,"Olfr1352",0.034854,0.027125,0.016011,2,3,2,0.0259966666666667,0.974662035939038
"OR7A17",0.019772,0.04832,0.048658,0.0389166666666667,1,2,2,"Olfr1352",0.034854,0.027125,0.016011,2,3,2,0.0259966666666667,1.01259263350433
"OR7A17",0.019772,0.04832,0.048658,0.0389166666666667,1,2,2,"Olfr8",0,0,0,0,0,0,0,1.03891666666667
"OR7A17",0.019772,0.04832,0.048658,0.0389166666666667,1,2,2,"Olfr1354",0,0,0,0,0,0,0,1.03891666666667
"OR7A17",0.019772,0.04832,0.048658,0.0389166666666667,1,2,2,"Olfr19",0,0,0,0,0,0,0,1.03891666666667
"OR7A5",0.317524,0.098572,0.139007,0.185034333333333,9,3,8,"Olfr1354",0,0,0,0,0,0,0,1.18503433333333
"OR7A5",0.317524,0.098572,0.139007,0.185034333333333,9,3,8,"Olfr8",0,0,0,0,0,0,0,1.18503433333333
"OR7A5",0.317524,0.098572,0.139007,0.185034333333333,9,3,8,"Olfr19",0,0,0,0,0,0,0,1.18503433333333
"OR7A5",0.317524,0.098572,0.139007,0.185034333333333,9,3,8,"Olfr1352",0.034854,0.027125,0.016011,2,3,2,0.0259966666666667,1.15500797598433
"OR7C2",0,0,0,0,0,0,0,"Olfr1356",0.301518,0.112243,0.164082,13,9,12,0.192614333333333,0.838494031180239
"OR7D4",0,0.162434,0.058988,0.0738073333333333,0,10,4,"Olfr77",0.078631,0.05133,0.050183,11,13,12,0.060048,1.0129799153749
"OR7D4",0,0.162434,0.058988,0.0738073333333333,0,10,4,"Olfr867",0,0,0.138359,0,0,1,0.0461196666666667,1.02646701667974
"OR7D4",0,0.162434,0.058988,0.0738073333333333,0,10,4,"Olfr39",0.112255,0.021386,0,3,1,0,0.044547,1.02801246218058
"OR7E24",0,0,0,0,0,0,0,"Olfr872",0,0,0,0,0,0,0,1
"OR7E24",0,0,0,0,0,0,0,"Olfr873",0,0,0.016795,0,0,2,0.00559833333333333,0.994432833520342
"OR7E24",0,0,0,0,0,0,0,"Olfr868",0,0,0,0,0,0,0,1
"OR7E24",0,0,0,0,0,0,0,"Olfr869",0,0,0,0,0,0,0,1
"OR7E24",0,0,0,0,0,0,0,"Olfr866",0,0,0,0,0,0,0,1
"OR7G1",0,0,0,0,0,0,0,"Olfr850",0,0,0,0,0,0,0,1
"OR7G1",0,0,0,0,0,0,0,"Olfr829",0,0,0,0,0,0,0,1
"OR7G1",0,0,0,0,0,0,0,"Olfr854",0,0,0,0,0,0,0,1
"OR7G1",0,0,0,0,0,0,0,"Olfr843",0.057012,0.032385,0.006515,0,0,1,0.0319706666666667,0.969019791260217
"OR7G2",0.11119,0.120588,0.050069,0.093949,5,4,2,"Olfr837",0,0,0,0,0,0,0,1.093949
"OR7G2",0.11119,0.120588,0.050069,0.093949,5,4,2,"Olfr836",0,0,0,0,0,0,0,1.093949
"OR7G2",0.11119,0.120588,0.050069,0.093949,5,4,2,"Olfr828",0,0,0,0,0,0,0,1.093949
"OR7G2",0.11119,0.120588,0.050069,0.093949,5,4,2,"Olfr846",0.063161,0.009201,0.033136,4,1,3,0.035166,1.056786061366
"OR7G2",0.11119,0.120588,0.050069,0.093949,5,4,2,"Olfr844",0,0,0,0,0,0,0,1.093949
"OR7G2",0.11119,0.120588,0.050069,0.093949,5,4,2,"Olfr845",0,0,0,0,0,0,0,1.093949
"OR7G2",0.11119,0.120588,0.050069,0.093949,5,4,2,"Olfr855",0,0,0,0,0,0,0,1.093949
"OR7G2",0.11119,0.120588,0.050069,0.093949,5,4,2,"Olfr847",0,0,0,0,0,0,0,1.093949
"OR7G2",0.11119,0.120588,0.050069,0.093949,5,4,2,"Olfr835",0,0,0,0,0,0,0,1.093949
"OR7G2",0.11119,0.120588,0.050069,0.093949,5,4,2,"Olfr830",0,0,0,0,0,0,0,1.093949
"OR7G3",0,0,0,0,0,0,0,"Olfr832",0,0,0,0,0,0,0,1
"OR7G3",0,0,0,0,0,0,0,"Olfr834",0,0,0,0,0,0,0,1
"OR8A1",0.061282,0.064376,0.043916,0.0565246666666667,5,5,3,"Olfr151",0,0,0,0,0,0,0,1.05652466666667
"OR8A1",0.061282,0.064376,0.043916,0.0565246666666667,5,5,3,"Olfr160",0.01959,0.0228,0.011893,1,2,1,0.0180943333333333,1.03774732072961
"OR8B12",0,0,0,0,0,0,0,"Olfr874",0,0,0,0,0,0,0,1
"OR8B12",0,0,0,0,0,0,0,"Olfr875",0,0.047765,0,0,1,0,0.0159216666666667,0.984327859923583
"OR8B12",0,0,0,0,0,0,0,"Olfr876",0,0,0,0,0,0,0,1
"OR8B2",0,0,0,0,0,0,0,"Olfr918",0.037818,0,0,2,0,0,0.012606,0.987550932939366
"OR8B2",0,0,0,0,0,0,0,"Olfr147",0.155274,0.085696,0.059899,12,11,7,0.100289666666667,0.908851578175323
"OR8B3",0,0,0,0,0,0,0,"Olfr918",0.037818,0,0,2,0,0,0.012606,0.987550932939366
"OR8B3",0,0,0,0,0,0,0,"Olfr147",0.155274,0.085696,0.059899,12,11,7,0.100289666666667,0.908851578175323
"OR8B4",0,0,0,0,0,0,0,"Olfr878",0,0,0,0,0,0,0,1
"OR8B8",0.050169,0.027388,0.037606,0.0383876666666667,3,1,2,"Olfr145",0.009673,0,0,1,0,0,0.00322433333333333,1.03505031942008
"OR8D1",0,0.01,0.009206,0.006402,0,1,1,"Olfr933",0,0.010048,0.011483,0,1,1,0.007177,0.999230522539732
"OR8D1",0,0.01,0.009206,0.006402,0,1,1,"Olfr930",0,0,0,0,0,0,0,1.006402
"OR8D1",0,0.01,0.009206,0.006402,0,1,1,"Olfr26",0,0,0,0,0,0,0,1.006402
"OR8D2",0,0,0,0,0,0,0,"Olfr924",0,0,0,0,0,0,0,1
"OR8D2",0,0,0,0,0,0,0,"Olfr926",0,0,0,0,0,0,0,1
"OR8D4",0.02393,0.059161,0,0.027697,1,2,0,"Olfr985",0,0,0,0,0,0,0,1.027697
"OR8G2P",0,0,0,0,0,0,0,"Olfr229",0,0,0,0,0,0,0,1
"OR8G2P",0,0,0,0,0,0,0,"Olfr971",0,0,0,0,0,0,0,1
"OR8G5",0,0,0,0,0,0,0,"Olfr936",0,0,0,0,0,0,0,1
"OR8G5",0,0,0,0,0,0,0,"Olfr935",0,0,0,0,0,0,0,1
"OR8G5",0,0,0,0,0,0,0,"Olfr146",0,0,0,0,0,0,0,1
"OR8H1",0,0,0.047023,0.0156743333333333,0,0,0,"Olfr1098",0,0,0,0,0,0,0,1.01567433333333
"OR8H1",0,0,0.047023,0.0156743333333333,0,0,0,"Olfr1097",0,0,0,0,0,0,0,1.01567433333333
"OR8H1",0,0,0.047023,0.0156743333333333,0,0,0,"Olfr1100",0,0,0.066138,0,0,0,0.022046,0.99376577309958
"OR8H1",0,0,0.047023,0.0156743333333333,0,0,0,"Olfr1099",0,0,0,0,0,0,0,1.01567433333333
"OR8H1",0,0,0.047023,0.0156743333333333,0,0,0,"Olfr1096",0.014742,0,0,1,0,0,0.004914,1.01070771561878
"OR8H2",0.023028,0.028375,0,0.0171343333333333,1,1,0,"Olfr1099",0,0,0,0,0,0,0,1.01713433333333
"OR8H2",0.023028,0.028375,0,0.0171343333333333,1,1,0,"Olfr1097",0,0,0,0,0,0,0,1.01713433333333
"OR8H2",0.023028,0.028375,0,0.0171343333333333,1,1,0,"Olfr1100",0,0,0.066138,0,0,0,0.022046,0.995194280231353
"OR8H2",0.023028,0.028375,0,0.0171343333333333,1,1,0,"Olfr1096",0.014742,0,0,1,0,0,0.004914,1.01216057626158
