UniqueCount	AmbigCount
0	0
0	0
24	117
8	102
32	50
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	3
0	2
2	0
0	0
0	0
0	0
3	1
3	0
0	0
0	0
1	0
0	0
0	0
13	70
0	46
0	52
1	37
0	23
1	9
0	27
0	30
0	0
0	0
0	3
0	17
0	0
1	0
0	13
1	42
0	2
0	0
0	0
1	485
0	290
19	576
0	143
0	422
12	128
0	210
0	89
4	11
1	255
398	382
0	253
0	153
0	137
0	292
0	230
5	98
0	318
51	2151
2	2085
0	144
23	0
3	296
2	289
1	158
0	122
0	74
0	10
0	0
0	0
0	5
4	6
1	0
0	2988
5	4052
45	781
7	3063
1	346
0	344
108	4025
1	1265
0	5
84	108
2	1
2	5
81	95
0	39
0	94
2	48
0	0
0	5
0	1
14	0
0	0
0	58
0	108
45	2099
0	8
0	12
0	763
0	1948
1	265
0	953
0	45
1	271
0	41
0	100
1	364
4	67
0	481
35	4
0	2
0	1
1	0
0	15
0	0
10	108
0	150
0	150
1	150
0	0
0	2
0	101
0	93
0	10
0	149
0	7
0	8
0	33
0	13
8	0
0	3
0	834
0	0
0	0
0	0
0	0
264	1204
0	137
0	14
0	865
0	261
0	90
3	1164
4	1159
0	4
4	9
0	288
0	0
0	0
0	0
6	2
0	0
0	1
0	0
0	0
0	3
0	0
0	4
0	9
0	0
0	406
0	423
0	442
10	340
0	124
0	35
0	189
7	126
1	121
0	0
1	20
1	1
0	4
0	0
0	0
0	0
0	7
0	62
1	3
0	0
0	0
0	137
0	0
0	0
0	0
0	8
0	0
0	0
0	0
0	0
340	4
5	417
2	395
0	58
0	93
2	342
4	4
0	6
3	361
0	5
0	3
0	1223
4833	357
0	0
38	33
0	33
0	5
0	3
0	7
1228	51
0	69
0	21
0	1
0	1
0	18
0	0
0	0
0	265
0	264
0	270
0	2
0	197
0	237
0	264
0	14
0	31
0	220
1	35
3	36
0	16
0	0
5	8
0	29
0	12
0	13
0	9
1	17
0	81
2	69
0	38
0	49
8	38
1	0
4	8
0	8
0	0
0	1
0	6
0	6
0	4
0	4
0	3
0	0
0	0
44	1404
0	934
5	866
0	521
9	711
1	389
0	185
0	0
0	13
20	116
1	22
0	22
0	52
0	15
0	55
6	58
0	21
0	51
0	21
0	21
0	102
0	15
5	0
0	7
1	7
0	8
0	2
0	7
0	1
0	26
2	6
0	8
0	0
0	19
0	0
686	934
0	150
0	133
2	112
0	26
0	513
0	28
0	59
0	0
0	0
0	4
0	4
4	23
0	1
1	1
1	30
0	0
0	0
0	0
0	15
0	28
0	0
757	364
0	4
0	89
0	31
0	66
0	64
0	217
0	65
0	0
0	7
0	0
4	1471
17	417
2	74
0	163
