"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg_TPM","FoldChange"
"TFB1M","Tfb1m",2.927189,3.763043,4.713966,25,99,58,3.80139933333333,20.241681,16.530636,14.679425,183,139,123,0.108829,4.33015310145508
"TFB2M","Tfb2m",36.217075,30.708196,24.912731,141,534,326,30.6126673333333,4.634292,4.533156,5.075778,139,104,106,2.84503233333333,8.22169089692094
"TFCP2","Tfcp2",9.551449,14.498137,12.192801,122,564,332,12.0807956666667,18.295713,15.125208,21.508909,691,491,560,2.636353,3.59722933022912
"TFCP2L1","Tfcp2l1",0.07716,0.053911,0.057675,5,13,8,0.0629153333333333,0.005544,0.265055,0.04934,1,1,6,0.531786666666667,0.693905591727308
"TFDP1","Tfdp1",20.914296,20.257414,19.797329,200,727,397,20.323013,32.972752,28.124901,30.368572,732,554,612,0,21.323013
"TFDP2","Tfdp2",14.194745,11.12683,11.165803,245,1005,603,12.1624593333333,84.233353,41.371522,59.525515,1045,438,523,0,13.1624593333333
"TFE3","Tfe3",8.370666,18.730761,20.42167,157,807,415,15.8410323333333,18.981597,15.952725,19.571954,829,608,678,0.404221,11.9931494638902
"TFEB","Tfeb",34.612049,19.26946,9.135369,77,302,154,21.005626,2.212094,0.457901,2.124303,30,10,4,0,22.005626
"TFEC","Tfec",0,0.038307,0,0,2,0,0.012769,0,0,0,0,0,0,0.522582666666667,0.66516519737954
"TFF1","Tff1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672146666666667,0.937018606690813
"TFF2","Tff2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.735211666666667,0.576298568762504
"TFF3","Tff3",0.566776,0.148754,0.526878,1,1,2,0.414136,2.295363,2.262612,0.173597,10,8,2,0,1.414136
"TFIP11","Tfip11",23.694254,16.392559,17.236391,283,1100,668,19.1077346666667,16.390781,17.437275,14.376105,417,371,318,0.690730333333333,11.892928322297
"TFPI","Tfpi",3.448343,2.840679,3.957388,15,95,54,3.41547,7.220295,2.881512,2.373805,308,74,79,0.009004,4.37606788476557
"TFPI2","Tfpi2",0,0,0.05238,0,0,1,0.01746,4.631291,4.446625,6.539037,53,52,66,0.156901,0.879470239890881
"TFPT","Tfpt",32.729677,42.584403,38.253157,64,235,119,37.8557456666667,12.518008,13.399009,13.677728,172,139,124,18.5634763333333,1.98613707526316
"TFR2","Tfr2",0.575954,1.17068,0.880875,7,38,20,0.875836333333333,7.114315,5.822753,3.446227,158,79,66,1.37330733333333,0.790389136285482
"TFRC","Tfrc",25.46686,39.534551,31.182854,778,3235,1931,32.0614216666667,52.462223,23.05159,16.8658,1340,496,548,2.35146266666667,9.8647739673464
"TG","Tg",0,0.032019,0.127415,0,4,4,0.0531446666666667,1.661927,2.709855,2.102407,23,32,27,0.538612,0.684477091473787
"TGDS","Tgds",2.255797,2.192982,2.222857,23,84,50,2.22387866666667,5.531331,3.621659,3.82418,142,71,78,29.31924,0.106331117358702
"TGFA","Tgfa",6.634647,8.0247,7.001101,201,914,452,7.22014933333333,1.692803,2.114374,1.813467,97,55,81,0,8.22014933333333
"TGFB1","Tgfb1",4.04359,2.30679,2.846477,23,98,51,3.065619,29.909755,11.616348,20.110269,359,132,170,0,4.065619
"TGFB1I1","Tgfb1i1",3.584432,3.54766,3.563761,33,159,92,3.56528433333333,21.880902,12.029497,10.724751,407,133,172,2.905098,1.16905755843601
"TGFB2","Tgfb2",3.8275,3.645334,3.404893,99,320,195,3.625909,14.030559,7.450746,6.363326,457,141,116,4.60413466666667,0.825445724478189
"TGFB3","Tgfb3",4.258089,4.208223,4.600115,96,363,224,4.35547566666667,30.878748,1.762916,1.887362,277,48,50,0.00684233333333333,5.31908074319481
"TGFBI","Tgfbi",3.663317,3.352928,3.137958,49,183,82,3.38473433333333,110.272904,126.327761,165.166665,2051,1792,1984,0,4.38473433333333
"TGFBR1","Tgfbr1",3.653745,4.530338,4.260308,144,625,318,4.14813033333333,19.214899,16.855644,18.252419,1828,1227,1187,0.137657333333333,4.52520296093844
"TGFBR2","Tgfbr2",3.159214,3.515608,3.599967,111,480,271,3.42492966666667,33.629108,19.366581,27.176214,2162,962,1172,0.132772333333333,3.90628331612383
"TGFBR3","Tgfbr3",3.995989,3.799445,3.86149,149,586,338,3.88564133333333,11.528793,16.181559,11.772426,849,796,776,0,4.88564133333333
"TGFBRAP1","Tgfbrap1",10.601859,10.040723,10.512551,308,1285,685,10.3850443333333,4.767453,5.509588,5.518034,509,447,396,0,11.3850443333333
"TGIF1","Tgif1",2.051384,0.805657,1.529097,6,26,22,1.462046,41.632532,16.918621,20.071357,672,203,236,0.281246666666667,1.92160187733822
"TGIF2","Tgif2",3.430925,1.838656,2.138639,8,17,39,2.46940666666667,12.299627,3.545824,5.923297,460,130,151,0.0450943333333333,3.31970670590183
"TGM1","Tgm1",0,0.029423,0.052069,0,2,2,0.027164,3.739529,3.380456,3.745594,46,26,28,1.48197633333333,0.413849232244895
"TGM2","Tgm2",4.01145,5.691232,10.056276,81,315,183,6.58631933333333,0.711072,0.337089,0.498246,29,13,14,0,7.58631933333333
"TGM3","Tgm3",0.03588,0.072221,0.033298,1,8,2,0.047133,0.205772,0.108501,0,10,4,0,0.293095666666667,0.809787726455918
"TGM4","Tgm4",0.446632,0.389572,0.544415,3,9,6,0.460206333333333,0.016002,0,0.298047,1,0,1,1.31767033333333,0.630031938680954
"TGM5","Tgm5",0.176893,0.4503,0.51809,3,27,19,0.381761,0,0.09409,0,0,2,0,4.24963533333333,0.263210854138059
"TGS1","Tgs1",10.270322,9.79367,12.909148,181,700,434,10.9910466666667,7.843202,7.175145,6.902972,323,184,226,0.239950666666667,9.67058366838251
"TH","Th",11.987646,8.544347,6.404143,55,191,106,8.978712,0.84474,4.354518,4.22716,14,52,35,0,9.978712
"THADA","Thada",2.103007,4.576866,3.331764,86,415,278,3.33721233333333,10.10854,8.456268,14.042617,408,243,238,0,4.33721233333333
"THAP1","Thap1",8.181932,4.775874,5.640456,64,183,113,6.19942066666667,5.058469,5.277291,3.79806,99,76,86,0.0338946666666667,6.96339859250652
"THAP11","Thap11",11.711608,9.871064,11.694866,137,423,284,11.0925126666667,8.988823,8.932957,12.136846,284,213,252,0.0169543333333333,11.8909102113074
"THAP12","Thap12",32.116674,28.889603,33.364774,541,1989,1370,31.457017,15.030105,14.491654,15.696675,709,522,537,1.939715,11.0408719892915
"THAP2","Thap2",6.674017,5.64579,5.978252,192,592,378,6.099353,8.886676,4.641465,5.359573,223,113,159,0.465386666666667,4.84469605291891
"THAP3","Thap3",9.667029,10.088973,9.234152,43,179,102,9.66338466666667,20.079248,15.261193,14.35391,196,119,108,0.467455666666667,7.26658045546861
"THAP4","Thap4",11.180957,12.56701,14.514034,68,338,193,12.7540003333333,18.754826,19.891195,21.262378,446,347,346,0,13.7540003333333
"THAP7","Thap7",13.619916,17.037749,16.863705,53,227,141,15.8404566666667,11.191892,8.076849,13.12943,180,106,101,0.0247966666666667,16.4329736955949
"THBD","Thbd",3.366636,2.981823,2.710632,85,285,146,3.019697,0.346097,0.237867,0.35141,25,13,17,0,4.019697
"THBS1","Thbs1",0.547637,0.888239,0.943252,22,117,63,0.793042666666667,55.430807,57.036587,59.008762,2255,1879,1968,0,1.79304266666667
"THBS2","Thbs2",2.16135,2.468386,2.038409,87,376,176,2.222715,10.587353,20.135466,28.673045,996,1131,1299,8.94295,0.324120608069034
"THBS3","Thbs3",6.439857,9.029019,10.47007,23,111,59,8.64631533333333,35.563946,30.440862,38.60664,898,697,584,0,9.64631533333333
"THBS4","Thbs4",0,0.086585,0.087501,0,7,4,0.0580286666666667,3.922442,2.903053,3.944294,100,48,53,0.00631033333333333,1.0513940199362
"THEG","Theg",0,0,0,0,0,0,0,0.054014,0.426958,0.327234,1,6,4,7.503511,0.11759848373219
"THEGL","Thegl",0.28157,0.299232,0.455453,2,9,8,0.345418333333333,0.071933,0.210552,0.05347,2,2,1,0.138002666666667,1.18226290037985
"THEM4","Them4",18.135096,16.197514,17.378418,200,672,408,17.2370093333333,20.269393,25.9816,30.253804,764,858,849,0.205694333333333,15.1257319779502
"THEM5","Them5",0.139505,0.036514,0.129007,1,1,2,0.101675333333333,0.651114,3.831709,2.10882,12,15,6,0.0608256666666667,1.03850742676224
"THEM6","Them6",18.540194,22.342956,20.401027,207,916,472,20.428059,6.749659,9.205093,10.07218,260,257,249,0.0456026666666667,20.4935007179273
"THEMIS","Themis",0.138187,0.202494,0.727018,1,7,12,0.355899666666667,0.020943,0.026747,0,1,1,0,30.790794,0.0426507015416685
"THEMIS2","Themis2",0.19629,0.089887,0.182214,4,7,8,0.156130333333333,1.187124,0.140027,0.668092,27,4,5,35.700918,0.0315014009549661
"THG1L","Thg1l",10.126954,1.760207,3.954658,46,78,60,5.28060633333333,5.38044,5.551027,7.118053,155,104,107,0,6.28060633333333
"THNSL1","Thnsl1",6.252133,8.344024,6.295648,95,448,206,6.963935,1.885898,2.759508,3.210674,129,144,153,0,7.963935
"THNSL2","Thnsl2",1.820174,4.474904,3.019015,14,111,54,3.10469766666667,3.592098,4.00206,3.215153,105,55,69,0,4.10469766666667
"THOC1","Thoc1",34.779528,26.755567,23.285658,149,548,297,28.2735843333333,26.456275,15.534494,23.227002,533,275,352,1.66439433333333,10.9869563852097
"THOC2","Thoc2",62.874377,44.613777,53.611656,356,1409,798,53.6999366666667,39.316449,56.546413,33.780453,1166,517,504,0,54.6999366666667
"THOC3","Thoc3",10.539961,11.593072,14.15187,147,591,395,12.0949676666667,33.783422,30.344734,47.317102,317,222,272,0.0491156666666667,12.4819103200251
"THOC5","Thoc5",8.847381,12.253458,12.401065,117,578,326,11.1673013333333,24.537169,33.227119,34.856607,543,567,613,0,12.1673013333333
"THOC6","Thoc6",6.638152,4.89322,4.688985,39,157,79,5.40678566666667,8.057226,7.292165,7.698938,162,105,106,0.671288333333333,3.83344126736559
"THOC7","Thoc7",106.213412,107.314482,102.4383,216,923,545,105.322064666667,52.442396,53.75299,60.541456,508,409,446,0.865475666666667,56.9946135275239
"THOP1","Thop1",11.822102,13.395128,12.347239,124,497,272,12.5214896666667,23.36823,19.902998,29.988389,517,322,341,0.103877,12.2490908558351
"THPO","Thpo",0.438052,1.416436,1.340822,4,51,26,1.06510333333333,0.467555,0,0,9,0,0,0.458633,1.41577993459173
"THRA","Thra",167.310744,151.283039,175.276753,1791,6908,4244,164.623512,16.671027,15.469797,18.889446,937,653,664,0.284567666666667,128.933271712947
"THRAP3","Thrap3",120.792215,91.129185,109.493522,869,2913,1869,107.138307333333,39.63399,34.813261,41.11964,2026,1321,1344,8.51695633333333,11.3626986975423
"THRB","Thrb",3.29308,4.370332,5.182328,107,394,222,4.28191333333333,0.168102,0.033253,0.065177,20,3,4,0.352934,3.90404360695594
"THRSP","Thrsp",22.114509,18.886309,20.9418,164,536,335,20.6475393333333,0.107627,0.070778,0.0802,2,1,1,25.2658006666667,0.824172071053815
"THSD1","Thsd1",0.963665,1.260161,1.257551,28,118,66,1.160459,1.515055,0.713055,0.769852,85,30,29,5.39719133333333,0.33771992854781
"THSD4","Thsd4",0.708593,0.979002,1.083476,39,206,124,0.923690333333333,0.491622,0.322108,0.521846,56,29,34,0.0306686666666667,1.86644883612774
"THSD7A","Thsd7a",5.519961,8.669924,10.49759,420,1694,1077,8.22915833333333,10.592963,12.827717,10.847643,1832,1787,1458,0.0818023333333333,8.53127974395815
"THSD7B","Thsd7b",1.208156,1.407228,1.181428,30,127,74,1.265604,1.766973,2.498512,2.662404,188,216,201,0,2.265604
"THTPA","Thtpa",7.529399,7.787218,7.891064,140,553,317,7.73589366666667,14.99752,13.737141,16.953634,114,80,88,3.30379266666667,2.02981285188924
"THUMPD1","Thumpd1",13.058099,12.14301,12.353538,230,779,459,12.5182156666667,13.009096,8.643279,9.436901,716,473,497,0.868112666666667,7.23629570521978
"THUMPD2","Thumpd2",1.318461,1.648671,1.890127,15,72,48,1.61908633333333,6.40981,27.995587,20.950521,167,129,157,0,2.61908633333333
"THUMPD3","Thumpd3",12.579085,13.28594,18.170631,133,494,301,14.678552,36.157619,25.865557,31.173279,628,429,465,0,15.678552
"THY1","Thy1",539.966877,644.468335,626.504063,2178,8661,4866,603.646425,255.418905,293.969594,309.833759,5656,4986,4570,0.088474,555.499189691256
"THYN1","Thyn1",52.541084,51.347582,57.765868,227,742,469,53.8848446666667,32.671839,28.111815,39.203376,424,294,342,0.289366,42.5673118933388
"TIA1","Tia1",32.083288,47.202124,36.181215,398,1966,969,38.4888756666667,149.062855,95.118693,106.733145,2529,1371,1510,0,39.4888756666667
"TIAL1","Tial1",36.334082,48.311209,40.669401,531,2025,1187,41.771564,210.775142,146.222022,161.328472,2068,1159,1360,0.022347,41.8366405926755
"TIAM1","Tiam1",91.576247,90.445243,158.051163,938,3794,2732,113.357551,7.92226,6.992403,9.227785,629,396,360,0.510854666666667,75.6906362491517
"TIAM2","Tiam2",2.473384,2.380135,2.727192,53,214,123,2.52690366666667,8.84513,7.360815,10.530928,125,68,90,0.0404283333333333,3.38985738245626
"TICAM1","Ticam1",1.010754,1.396936,1.497304,20,106,64,1.30166466666667,1.658821,1.353727,1.088111,79,42,35,6.77220766666667,0.296140397346563
"TICAM2","Ticam2",0.090961,0.148156,0.116382,1,10,5,0.118499666666667,1.486436,1.577709,0.341288,17,1,13,14.3222706666667,0.0729982971192346
"TICRR","Ticrr",0.087309,0.293098,0.164547,3,18,11,0.181651333333333,3.062315,1.073545,1.872757,280,76,104,0.0450573333333333,1.13070479067815
"TIE1","Tie1",3.105367,3.065183,3.131847,85,322,188,3.100799,1.354772,0.501436,1.935291,27,4,11,0,4.100799
"TIFA","Tifa",2.481021,2.79336,2.533806,26,105,60,2.602729,2.641366,1.279806,0.707133,70,24,22,3.952483,0.727459135144936
"TIFAB","Tifab",0.346601,0.395692,0.311862,7,31,14,0.351385,0,0,0,0,0,0,0.141505333333333,1.18386218665645
"TIGAR","Tigar",10.553957,7.539871,8.897662,212,701,402,8.99716333333333,11.709562,16.324791,14.71161,391,477,444,0,9.99716333333333
"TIGD2","Tigd2",6.541805,6.156135,5.595536,130,452,233,6.09782533333333,1.950004,2.251477,2.650656,101,94,84,0,7.09782533333333
"TIGD3","Tigd3",0.818536,1.160444,1.281346,11,60,37,1.08677533333333,0.338566,0.373338,0.515898,12,10,12,0.387223,1.50428253664575
"TIGD4","Tigd4",0,0.023564,0.020718,0,2,1,0.0147606666666667,0.968366,0.79954,0.499698,41,26,15,13.7848523333333,0.0686351573751486
"TIGD5","Tigd5",0.757646,0.961503,1.000845,25,119,70,0.906664666666667,1.747828,1.523513,2.170652,168,110,135,0.508515333333333,1.26393456170813
"TIGIT","Tigit",0.207505,0.058718,0.256891,1,1,3,0.174371333333333,0.075672,0.043794,0,4,2,0,0.136838333333333,1.03301524843022
"TIMD4","Timd4",0.215234,0.095515,0,3,5,0,0.103583,0,0,0,0,0,0,0.292862666666667,0.853596463455257
"TIMELESS","Timeless",2.719342,4.389396,5.517447,23,134,78,4.20872833333333,8.349041,7.798294,9.417346,567,331,448,0.201335666666667,4.33578097933772
"TIMM10","Timm10",18.546091,22.551896,18.739509,58,239,128,19.945832,22.439847,24.300634,24.540134,140,113,94,0,20.945832
"TIMM10B","Timm10b",46.976718,42.27272,41.048562,106,339,185,43.4326666666667,16.291096,16.279453,15.772214,580,500,499,0.404908333333333,31.6267372129854
"TIMM13","Timm13",68.270376,76.526641,71.841026,148,608,325,72.212681,36.078034,37.963924,40.515068,405,315,293,0.110467,65.9296323078489
"TIMM17A","Timm17a",69.731104,73.319037,84.145209,452,1714,999,75.7317833333333,56.504428,59.312685,64.723954,1301,1071,1115,0,76.7317833333333
"TIMM17B","Timm17b",18.437224,20.502339,29.319778,69,300,189,22.7531136666667,28.612892,25.889675,30.172749,401,271,287,0.0164946666666667,23.3676717110173
"TIMM21","Timm21",13.269463,14.599371,13.497302,68,294,158,13.788712,22.948152,23.086452,27.7844,234,191,211,0,14.788712
"TIMM22","Timm22",28.803578,32.182027,27.406547,109,485,263,29.4640506666667,6.958739,10.34145,9.668145,408,459,376,0,30.4640506666667
"TIMM23B","Timm23",57.740708,37.095481,39.371872,311,906,538,44.7360203333333,7.84417,9.683469,9.744978,293,258,223,0.104682333333333,41.4019659347016
"TIMM29","Timm29",15.959719,16.591365,17.324773,329,1258,746,16.6252856666667,16.928764,21.360185,25.576512,139,120,121,0,17.6252856666667
"TIMM44","Timm44",31.83178,32.707021,36.534985,167,796,417,33.691262,37.553189,34.371431,42.327155,470,341,370,0.192554666666667,29.0898714915654
"TIMM50","Timm50",14.527369,32.94286,28.279212,117,554,308,25.2498136666667,57.488893,60.718592,80.736044,615,520,560,2.65325033333333,7.18533121783515
"TIMM8A","Timm8a1",8.347264,11.485707,9.69477,70,349,167,9.84258033333333,7.653211,6.733863,9.221627,179,118,144,0,10.8425803333333
"TIMM8B","Timm8b",113.494026,93.217598,100.252579,218,682,415,102.321401,44.194873,51.17544,48.275661,457,408,357,0.137238666666667,90.8528737444734
"TIMM9","Timm9",36.957252,28.371532,32.450397,140,452,268,32.5930603333333,35.193263,26.152233,35.48314,250,132,170,29.4679536666667,1.10257028420276
"TIMMDC1","Timmdc1",8.387072,9.730455,9.068892,80,348,184,9.06213966666667,52.621633,48.804128,65.285487,548,387,453,0.0675786666666667,9.42519739372836
"TIMP1","Timp1",0,0.057277,0,0,1,0,0.0190923333333333,559.055267,419.310151,388.654054,2186,1200,1204,0,1.01909233333333
"TIMP2","Timp2",57.070973,61.91611,58.090588,1156,4956,2610,59.0258903333333,86.758172,77.045011,88.038719,5395,3647,3673,0,60.0258903333333
"TIMP3","Timp3",32.507119,33.917101,34.790624,1051,4082,2383,33.7382813333333,38.875929,45.707909,55.381928,3275,2926,3150,0.293392333333333,26.8582706407465
"TIMP4","Timp4",26.362025,24.030766,31.374339,586,1873,1353,27.25571,1.532557,2.372974,2.306788,29,34,29,0.102519666666667,25.6283047407469
"TINAGL1","Tinagl1",7.342685,6.882134,4.627864,53,225,108,6.28422766666667,0.315908,0.251983,0.101518,8,3,2,0.700108333333333,4.28456676780401
"TINF2","Tinf2",15.450908,13.186195,12.313459,103,404,220,13.6501873333333,41.863023,46.998929,48.569958,445,333,333,1.15248966666667,6.80615919333101
"TIPARP","Tiparp",4.677541,7.731094,7.303325,133,485,280,6.57065333333333,13.498039,8.533027,10.425076,659,329,416,0.247753,6.06742947789613
"TIPIN","Tipin",27.796223,14.22808,23.255138,90,282,170,21.7598136666667,5.472661,3.487814,4.144811,92,46,50,3.62078333333333,4.92553145750901
"TIPRL","Tiprl",51.665837,35.557553,40.21995,254,834,489,42.4811133333333,26.394809,27.86663,33.398905,1118,1012,1076,0,43.4811133333333
"TIRAP","Tirap",0.708855,1.257792,1.256947,22,112,72,1.07453133333333,5.218846,5.573883,5.840064,155,118,81,0.155382666666667,1.79553613983015
"TJAP1","Tjap1",17.017782,17.365003,14.15547,60,355,165,16.1794183333333,13.892299,9.757758,11.752186,390,238,240,0.338093333333333,12.8387294857359
"TJP1","Tjp1",28.252798,30.558904,29.933334,625,2424,1439,29.5816786666667,18.249432,14.485183,17.031476,1439,852,797,0.0416413333333333,29.359125533933
"TJP2","Tjp2",11.982017,11.609623,11.891886,334,1256,720,11.827842,3.751288,1.883656,1.334261,145,56,68,3.61997366666667,2.77660500373703
"TJP3","Tjp3",0.444091,0.548885,0.735365,2,41,20,0.576113666666667,0.558474,2.332408,3.532541,8,4,6,0.02092,1.54381701471875
"TK1","Tk1",0.512372,1.172916,1.353813,4,40,20,1.01303366666667,6.806086,2.742022,5.314209,124,34,66,0.419665666666667,1.41796319649908
"TK2","Tk2",20.100428,15.812577,20.293584,149,602,353,18.7355296666667,17.703749,25.899135,28.640093,371,287,302,0.0335343333333333,19.0951853558808
"TKFC","Tkfc",4.020235,3.753388,5.156011,47,193,130,4.309878,28.121214,37.787981,37.166423,303,267,274,2.149948,1.68570338303997
"TKT","Tkt",83.13879,98.426304,101.832599,736,3527,1928,94.4658976666667,98.688133,96.839745,115.21662,2189,1741,1694,0.118761333333333,85.331781517893
"TKTL1","Tktl1",0,0,0,0,0,0,0,0,0.345067,0.237079,0,1,1,0.0580283333333333,0.945154272806179
"TKTL2","Tktl2",0.052751,0.028271,0,2,4,0,0.0270073333333333,0,0,0,0,0,0,0,1.02700733333333
"TLCD1","Tlcd1",19.910658,24.860344,36.109301,131,536,379,26.960101,3.665203,2.25117,3.182951,19,10,11,0,27.960101
"TLCD2","Tlcd2",0.321048,0.92215,0.367288,2,18,4,0.536828666666667,1.162207,0.688151,0.738889,129,58,55,0.983375333333333,0.774855187940558
"TLDC2","Tldc2",1.157376,1.666079,2.142253,3,18,13,1.655236,0.337951,0.111226,0.115622,11,3,3,0.0176923333333333,2.60907536888195
"TLE1","Tle1",7.182573,7.878346,9.083797,116,478,302,8.04823866666667,52.838502,44.836506,55.688543,1519,1064,1259,0.151961333333333,7.85463748204511
"TLE2","Tle2",20.834432,33.649989,33.139341,134,783,444,29.2079206666667,13.820358,4.072588,10.559829,210,27,59,5.958131,4.34138429797695
"TLE3","Tle3",15.03016,21.976413,33.412166,281,1078,670,23.472913,34.729231,36.100518,70.481042,720,691,796,0.719765333333333,14.2303792998114
"TLE4","Tle4",6.548305,6.842803,6.547079,198,770,418,6.64606233333333,24.916587,21.040045,17.974585,954,589,601,0.846814,4.14013665335726
"TLE5","Tle5",1974.61357,1857.701846,1883.862377,1717,6490,3762,1905.39259766667,428.396011,420.444486,353.986271,3070,2164,2381,0.246895666666667,1528.91107783143
"TLE6","Tle6",6.406459,5.192082,5.413898,10,50,25,5.670813,1.851985,0.28019,1.252756,21,2,6,2.15083333333333,2.11715831790532
"TLK1","Tlk1",17.080693,19.942752,17.258699,429,1674,926,18.094048,10.020564,8.850528,8.48774,711,437,451,0.223512333333333,15.6059301404672
"TLK2","Tlk2",23.350209,30.749565,31.305624,397,1319,810,28.468466,37.058193,31.664529,41.870213,764,430,540,0,29.468466
"TLL1","Tll1",1.925693,3.015238,3.178401,62,345,210,2.706444,1.262706,2.735186,2.504636,148,226,209,0.238788333333333,2.99199136790923
"TLL2","Tll2",0.283087,0.353096,0.363517,9,43,25,0.333233333333333,1.330423,1.07403,0.803541,83,79,56,0.007736,1.32299861603965
"TLN1","Tln1",43.138549,41.633036,59.778598,340,1459,799,48.1833943333333,97.10126,79.016778,98.066619,3470,1823,1798,0.233006666666667,39.8889930305865
"TLN2","Tln2",12.813467,11.197961,13.967466,645,2713,1644,12.6596313333333,29.589777,27.706283,21.606791,2790,1760,1405,0.741913333333333,7.84173992582869
"TLNRD1","Tlnrd1",5.475759,4.956515,5.410264,159,504,314,5.280846,3.760339,4.107763,4.52713,304,250,243,5.919705,0.907675399457058
"TLR1","Tlr1",0.164318,0.179051,0.102907,3,12,4,0.148758666666667,0.199032,0.079258,0,10,3,0,0.0767013333333333,1.06692416095581
"TLR2","Tlr2",0.402571,0.652124,0.705345,8,49,30,0.58668,2.097828,1.2067,0.598392,54,17,14,8.884485,0.160522273036987
"TLR3","Tlr3",9.225906,7.202914,5.84693,122,477,257,7.42525,0,0.175988,0.052229,0,3,4,0.0223973333333333,8.24068072686679
"TLR4","Tlr4",0.580749,0.471528,0.449279,16,48,26,0.500518666666667,0.247474,0.105439,0.190554,28,12,14,2.49595833333333,0.429215260479363
"TLR5","Tlr5",0.378598,0.240275,0.276299,8,19,9,0.298390666666667,1.203502,0.634103,1.106389,36,21,22,0.264591,1.02672774570329
"TLR6","Tlr6",0,0.093746,0.132844,0,9,7,0.07553,0.170218,0.149603,0.065563,5,10,5,0.127978666666667,0.953502075689375
"TLR7","Tlr7",0.352327,3.557264,0.428218,9,53,23,1.44593633333333,0.021631,0.02842,0.015486,2,2,1,0.00487033333333333,2.4340815448494
"TLR8","Tlr8",0,0.025478,0,0,2,0,0.00849266666666667,0,0,0,0,0,0,1.21789133333333,0.454707880187698
"TLR9","Tlr9",0,0.200999,0.197959,0,18,10,0.132986,0.082298,0.103604,0,6,6,0,2.38691666666667,0.334518416455478
"TLX1","Tlx1",0.24607,0.193237,0.115003,3,6,1,0.18477,17.505097,94.022498,51.716576,265,646,547,1.02164033333333,0.586043907249575
"TLX2","Tlx2",0,0,0,0,0,0,0,0.043961,0.151914,0,1,1,0,0,1
"TLX3","Tlx3",1.279585,1.846794,1.975521,11,52,32,1.70063333333333,3.299787,5.289545,8.416881,72,86,116,0.217545666666667,2.21809613164407
"TM2D1","Tm2d1",33.442082,28.115883,28.902913,116,411,234,30.153626,38.856569,40.357663,59.091231,312,270,296,3.89930966666667,6.35877870957194
"TM2D2","Tm2d2",28.214801,31.13834,33.988539,211,890,548,31.1138933333333,84.951047,78.14733,85.974966,668,613,657,0.03966,30.8888418649687
"TM2D3","Tm2d3",52.635539,67.294492,63.949107,131,558,260,61.293046,28.908145,31.882807,39.504709,590,583,645,0,62.293046
"TM4SF1","Tm4sf1",9.266232,12.11156,10.392853,52,248,136,10.590215,1.065012,0.876085,0.453704,27,17,8,0,11.590215
"TM4SF20","Tm4sf20",0,0,0,0,0,0,0,0.048409,0.031477,0.107734,2,1,3,0,1
"TM4SF4","Tm4sf4",0,0.030245,0.265932,0,1,5,0.0987256666666667,0,0,0,0,0,0,1.749728,0.399576127772153
"TM6SF1","Tm6sf1",9.398646,11.736055,9.978949,65,289,151,10.3712166666667,2.268038,1.735002,0.762611,28,11,7,0.0665686666666667,10.6614951498669
"TM6SF2","Tm6sf2",1.604879,1.254345,1.336828,5,24,10,1.398684,3.172084,1.110731,1.795465,52,21,31,27.594645,0.0838857765151482
"TM7SF2","Tm7sf2",13.838251,14.055226,14.270309,74,326,158,14.0545953333333,82.849509,81.038403,96.318274,1078,810,758,0.03795,14.5041623713409
"TM7SF3","Tm7sf3",12.393436,13.632992,13.659474,245,1014,570,13.228634,182.290204,215.999859,249.988731,785,643,687,0.125609333333333,12.6408280196682
"TM9SF1","Tm9sf1",16.904314,21.982796,22.131086,142,621,360,20.3393986666667,22.917512,21.358017,21.003091,508,362,385,0.567721666666667,13.6117265713621
"TM9SF2","Tm9sf2",39.196716,41.630144,40.810047,749,2803,1665,40.5456356666667,51.810003,50.512849,59.259279,2468,2064,2255,0,41.5456356666667
"TM9SF3","Tm9sf3",46.61844,48.365338,47.516108,1292,5090,2862,47.499962,67.466391,63.877039,58.704831,3597,2868,2800,0.109799,43.701572987541
"TM9SF4","Tm9sf4",47.187129,52.561427,50.906935,461,1819,1102,50.218497,24.299569,20.164015,26.037227,1600,995,1100,0.0635413333333333,48.1584451818829
"TMA16","Tma16",3.398144,3.170359,2.793989,76,264,138,3.12083066666667,8.138655,5.123537,6.684518,143,97,103,0.0917683333333333,3.77445520340854
"TMA7","Tma7",176.791867,179.651361,163.984009,211,677,392,173.475745666667,92.174513,79.912004,102.956504,564,374,440,0.705372,102.30949356895
"TMBIM1","Tmbim1",29.626375,30.403707,23.04941,329,1240,671,27.693164,12.887088,6.456449,9.835081,379,150,161,0.525614333333333,18.8076130205908
"TMBIM4","Tmbim4",70.140943,62.507071,56.890334,171,615,322,63.1794493333333,48.750292,88.575865,44.938173,370,272,349,0,64.1794493333333
