"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","FoldChange"
"A1BG","A1bg",0,0,0,0,0,0,0,12.383067,11.034331,14.333404,126,71,81,21.339172,0.0447644165146318
"A1CF","A1cf",0,0.038649,0.06821,0,1,2,0.0356196666666667,0,0.018194,0.01632,0,2,2,25.9035856666667,0.0384937412989448
"A2M","A2m",13.087514,10.806353,13.392236,409,1283,901,12.428701,93.505878,154.962182,63.431646,2246,2504,1541,2.80286666666667,3.53120479287555
"A3GALT2","A3galt2",0.295537,0.21946,0.13739,6,19,5,0.217462333333333,0.251325,0.112836,0.205214,3,1,2,31.34975,0.0376343660564095
"A4GALT","A4galt",3.722336,1.343118,2.635801,12,65,22,2.567085,1.677651,1.425484,2.068745,11,6,11,15.4402076666667,0.216973232475186
"A4GNT","A4gnt",0,0,0,0,0,0,0,0.079778,0.049504,0.045031,2,1,1,13.7070106666667,0.0679947830776034
"AAAS","Aaas",21.333134,33.407486,37.928515,53,259,164,30.8897116666667,22.626138,22.03279,25.95966,485,382,454,4.99417633333333,5.32011570786289
"AACS","Aacs",159.568584,119.189617,123.49099,198,667,373,134.083063666667,20.326116,20.425959,26.161884,720,608,707,18.556026,6.90749049252986
"AADAC","Aadac",0,0,0,0,0,0,0,0,0,0,0,0,0,6.87484866666667,0.126986567276256
"AADACL3","Aadacl3",0,0,0,0,0,0,0,0,0,0,0,0,0,10.766603,0.0849862955349135
"AADAT","Aadat",0.40558,0.137955,0.16611,5,5,2,0.236548333333333,11.191628,12.930531,10.028336,298,198,233,23.18006,0.0511391755576013
"AAGAB","Aagab",21.213112,20.549635,20.990534,272,1003,611,20.9177603333333,19.083715,24.987378,20.768264,460,421,405,37.2516393333333,0.572988784672392
"AAK1","Aak1",66.998795,65.911424,77.197747,2541,10399,6110,70.0359886666667,8.82358,11.990978,8.52265,1360,1207,1223,21.7024766666667,3.12899732085031
"AAMDC","Aamdc",39.367271,42.59234,32.940334,111,326,172,38.2999816666667,11.840577,16.196803,14.120167,61,65,52,175.753678,0.222343218604292
"AANAT","Aanat",0.264964,2.043314,0.248033,1,9,3,0.852103666666667,0.527125,0,0.383865,5,0,3,0.146671333333333,1.61520011255768
"AAR2","Aar2",12.339668,13.071238,13.550136,202,925,555,12.987014,9.802296,9.159607,9.720694,356,271,317,1.12813166666667,6.57243826548953
"AARD","Aard",4.451434,4.143749,3.926091,34,113,61,4.173758,0.430968,0.085659,1.087127,14,2,11,4.09296266666667,1.0158641126239
"AARS2","Aars2",6.321746,7.514301,7.689306,145,596,317,7.17511766666667,5.386935,4.813326,4.864937,386,295,304,55.302048,0.145201070956898
"AARSD1","Aarsd1",21.056024,22.564554,24.188203,183,700,420,22.602927,74.878567,67.118873,80.955658,446,311,417,10.9592553333333,1.97361176278367
"AASDH","Aasdh",6.138434,5.01604,4.982049,50,191,89,5.378841,5.458335,2.72435,3.019545,133,107,128,1.503734,2.54773110881587
"AASDHPPT","Aasdhppt",9.548443,9.817572,9.275441,175,650,352,9.547152,49.305585,36.802533,43.42734,1280,906,1184,323.327237666667,0.0325200932116594
"AASS","Aass",2.164727,1.353504,1.765562,53,105,62,1.76126433333333,9.710755,9.041474,7.927698,771,591,561,7.66031,0.318841280893332
"AATF","Aatf",8.625936,8.836669,9.704815,95,310,213,9.05580666666667,15.593698,15.462792,19.291505,279,197,205,19.5606413333333,0.489080398983663
"AATK","Aatk",65.776318,84.79421,84.991774,1492,7505,3925,78.5207673333333,5.175648,2.801113,2.12947,197,66,153,13.7411343333333,5.39448088153686
"ABAT","Abat",126.67224,143.045002,140.415185,2874,11720,6882,136.710809,19.311736,14.714566,12.931931,1137,753,789,0.501137666666667,91.7376281056168
"ABCA1","Abca1",5.593241,5.368889,7.020124,345,1291,857,5.99408466666667,13.944394,12.167811,12.461129,2286,1610,1812,15.6002666666667,0.421323633355288
"ABCA13","Abca13",0.017552,0.016355,0.008251,2,7,2,0.0140526666666667,0.064986,0.353211,0.084842,4,8,5,4.59273066666667,0.181316199027881
"ABCA17P","Abca17",0.028519,0.051789,0,1,2,0,0.0267693333333333,1.321805,0.403783,0.722064,13,4,7,0.592088666666667,0.644919692496189
"ABCA2","Abca2",103.919269,141.830863,150.084623,2467,11301,6734,131.944918333333,50.768809,33.180849,36.909447,1020,646,751,53.3607073333333,2.44560685198835
"ABCA3","Abca3",14.196218,14.904171,16.151148,510,2327,1416,15.0838456666667,21.599438,17.726576,24.450837,1930,1121,1708,14.5759906666667,1.03260498872067
"ABCA4","Abca4",3.31164,3.390653,2.172063,59,262,184,2.95811866666667,1.22204,0.556301,1.285668,23,10,13,25.8367566666667,0.147488711688583
"ABCA5","Abca5",13.295437,11.964834,10.439489,513,2184,1254,11.89992,6.679427,7.075997,6.759744,323,230,276,208.214448333333,0.0616588390656799
"ABCA6","Abca6",0.473301,0.609906,0.589233,17,75,45,0.55748,1.179883,0.523131,0.304506,17,18,12,94.9927196666667,0.0162249804506876
"ABCA7","Abca7",6.006372,6.820605,6.873234,281,1214,685,6.566737,24.152072,12.964013,24.639795,710,377,537,0.0279926666666667,7.3606916132346
"ABCA8","Abca8b",3.153485,3.895227,4.491881,163,747,478,3.84686433333333,8.680828,3.745783,8.184944,258,141,202,92.3266466666667,0.0519344100152318
"ABCA9","Abca9",1.270159,1.202612,1.247372,56,199,117,1.24004766666667,2.080644,1.631188,5.048676,56,70,42,70.524086,0.0313187877251122
"ABCB1","Abcb1a",27.54529,43.96477,12.947455,267,1104,708,28.152505,0.242278,0.606745,0.127132,1,5,2,1.80413866666667,10.396242292345
"ABCB10","Abcb10",6.396777,7.750892,7.766959,180,805,458,7.304876,4.487977,5.694735,6.12157,229,188,232,19.2221996666667,0.410681139386106
"ABCB11","Abcb11",0,0,0,0,0,0,0,1.580405,3.39585,0.543683,8,15,6,17.6704116666667,0.0535606829594098
"ABCB4","Abcb4",0.981707,0.995733,1.250511,17,64,51,1.07598366666667,0.391427,0.466284,0.700631,11,23,7,0.284030333333333,1.61677151448395
"ABCB5","Abcb5",0,0.027506,0,0,1,0,0.00916866666666667,0.218901,0.076822,0,4,2,0,124.477910666667,0.0080426001780308
"ABCB6","Abcb6",10.008954,6.259513,8.472193,70,339,192,8.24688666666666,17.599676,11.88309,16.193697,250,162,216,60.1961696666667,0.15110237645647
"ABCB7","Abcb7",11.190542,11.707649,12.115453,431,1655,976,11.6712146666667,5.349743,5.631146,5.087587,135,114,121,0.477899333333333,8.5738009219392
"ABCB8","Abcb8",15.25636,20.988503,21.001584,152,712,401,19.082149,25.451568,21.496367,20.678115,717,431,556,0.047523,19.1710816850799
"ABCB9","Abcb9",17.894203,17.928554,14.740825,208,975,536,16.8545273333333,20.038858,11.346602,23.406662,473,230,418,1.25770333333333,7.90826990850584
"ABCC1","Abcc1",13.812049,12.232982,11.724043,122,577,317,12.5896913333333,8.866004,11.470193,9.218329,759,724,593,0.0985743333333333,12.3702975037647
"ABCC10","Abcc10",1.510449,2.511756,2.606775,37,240,138,2.20966,67.229562,58.653056,74.269479,908,586,738,0.04034,3.08520291443182
"ABCC12","Abcc12",1.138639,1.50393,1.752502,20,105,71,1.46502366666667,0,0,0,0,0,0,18.1321966666667,0.128841643728312
"ABCC2","Abcc2",0.035961,0.118254,0.016838,2,5,2,0.0570176666666667,1.027977,1.07924,0.751123,20,15,18,0.845947666666667,0.572615186093214
"ABCC3","Abcc3",0.723344,0.342288,0.608015,4,17,10,0.557882333333333,0.387771,0.982346,0.063447,3,5,1,0.884872666666667,0.826518608330395
"ABCC5","Abcc5",84.855585,97.027185,94.560298,703,3269,1802,92.1476893333333,47.052923,36.864191,46.334162,2382,1605,1925,20.949055,4.24381319985454
"ABCC6","Abcc6",4.55294,0.592951,0.217231,22,47,16,1.78770733333333,0.700877,0.769524,0.372597,31,27,18,24.1202313333333,0.11097458842404
"ABCC9","Abcc9",2.793501,2.280107,2.219166,120,438,241,2.43092466666667,0.152849,0.551804,0.203548,19,57,23,0.021795,3.35774266527696
"ABCD1","Abcd1",2.605473,3.036115,3.167152,60,263,160,2.93624666666667,7.294446,8.044954,7.763412,256,196,196,11.7826246666667,0.307937279652061
"ABCD2","Abcd2",23.27771,33.025179,31.912742,417,1487,943,29.4052103333333,0.010725,0,0.024448,1,0,2,7.79499266666667,3.45710468282369
"ABCD3","Abcd3",25.762613,25.372644,25.767711,537,2125,1219,25.6343226666667,11.69952,13.13055,9.707609,544,496,467,0.182089333333333,22.5315650142629
"ABCD4","Abcd4",4.797787,5.916789,4.686713,66,317,152,5.133763,70.916088,64.134004,67.343217,895,680,780,6.02768366666667,0.872800098998954
"ABCE1","Abce1",21.471621,21.878849,23.233798,536,2036,1236,22.194756,31.583438,49.79339,37.572001,980,1003,995,51.5015293333333,0.441792006719195
"ABCF1","Abcf1",62.771934,40.780579,54.400409,408,1580,966,52.650974,79.412855,49.138765,60.340286,982,733,819,16.7136716666667,3.028789006006
"ABCF2","Abcf2",35.004874,31.624163,32.51526,585,2023,1175,33.048099,41.126604,23.175533,34.428163,544,392,458,2.61348133333333,9.42251968646303
"ABCF3","Abcf3",165.753745,270.992357,262.995844,349,1659,960,233.247315333333,48.291703,49.874702,42.97229,634,530,501,89.6533366666667,2.58398999911788
"ABCG1","Abcg1",29.852875,28.362905,37.823919,513,2100,1285,32.013233,4.150456,4.415328,3.848561,183,146,140,70.685971,0.460525714299106
"ABCG2","Abcg2",17.188758,17.152966,20.431548,142,476,266,18.2577573333333,2.961168,3.343736,4.879457,130,124,137,19.632322,0.933378091585297
"ABCG5","Abcg5",0,0.0174,0.094988,0,1,2,0.0374626666666667,0,0.053623,0,0,2,0,13.9772976666667,0.0692690156633285
"ABCG8","Abcg8",0,0.017747,0,0,1,0,0.00591566666666667,0.166037,0.120609,0.140823,13,5,8,30.739424,0.031692940195344
"ABHD1","Abhd1",0.959765,1.019278,1.583523,7,31,26,1.187522,0.539133,1.449996,2.556852,16,11,17,46.7447953333333,0.0458169730276918
"ABHD10","Abhd10",15.744209,13.053989,13.082247,155,575,337,13.9601483333333,17.896254,16.509149,18.709231,474,316,439,11.2268,1.22355385982705
"ABHD11","Abhd11",10.616167,13.349118,17.343117,58,295,193,13.7694673333333,8.315591,5.793527,10.881287,88,44,86,0,14.7694673333333
"ABHD12","Abhd12",194.435324,224.464164,226.37899,1076,4396,2480,215.092826,34.456652,32.027544,41.779576,424,313,435,0.0118706666666667,213.557753098881
"ABHD13","Abhd13",8.065108,8.209743,8.759599,280,1053,639,8.34481666666667,3.072772,3.602061,3.056116,238,226,207,17.24049,0.512311712386381
"ABHD14A","Abhd14a",9.111682,11.625296,10.462999,55,273,135,10.3999923333333,19.98651,11.809536,18.625674,220,94,202,5.444609,1.76891915915044
"ABHD14B","Abhd14b",9.900957,11.07616,10.725091,59,304,184,10.5674026666667,6.270991,5.484107,6.977415,142,105,131,19.3044256666667,0.569698589685135
"ABHD15","Abhd15",0.570942,0.544336,0.246583,10,30,9,0.453953666666667,2.267084,2.653537,2.449372,118,109,110,121.178592,0.0119002326255869
"ABHD16A","Abhd16a",84.799733,87.707752,104.500541,575,2204,1387,92.3360086666667,43.283793,44.460669,44.105033,632,478,592,14.1200143333333,6.17301059436826
"ABHD16B","Abhd16b",0,0.023675,0,0,1,0,0.00789166666666667,0,0,0,0,0,0,15.0845016666667,0.0626622874338351
"ABHD17A","Abhd17a",50.597266,51.472563,50.283643,341,1219,660,50.7844906666667,22.251861,16.580488,18.393927,855,595,608,20.7973786666667,2.37572101942044
"ABHD17B","Abhd17b",18.422878,19.350962,20.248798,254,954,572,19.3408793333333,6.982168,5.876005,6.383279,292,190,217,32.975061,0.598700303535388
"ABHD17C","Abhd17c",8.088749,7.811635,8.308212,110,387,234,8.069532,5.189827,4.249834,4.998582,101,79,94,7.683484,1.04445773148197
"ABHD18","Abhd18",4.632635,4.799454,5.02948,98,410,194,4.820523,3.285167,2.22549,2.818459,157,105,137,0.378546333333333,4.22221789667812
"ABHD2","Abhd2",11.033863,14.096476,15.211377,518,2535,1550,13.4472386666667,43.040132,37.278752,34.676228,4800,3122,3837,25.8453793333333,0.538164817389183
"ABHD3","Abhd3",55.682784,53.328998,62.270616,427,1662,1021,57.0941326666667,3.984849,5.25904,2.915345,43,53,50,188.800944,0.306079260947547
"ABHD4","Abhd4",31.723046,34.102686,39.716449,385,1661,1007,35.180727,36.086594,26.455903,21.679738,296,237,316,4.14297433333333,7.03498105473726
"ABHD5","Abhd5",21.566522,17.853184,20.208764,143,531,290,19.8761566666667,2.814933,3.503613,4.082079,117,93,117,67.8293946666667,0.303302924103396
"ABHD6","Abhd6",17.385249,17.188792,18.917148,233,860,531,17.8303963333333,11.831495,8.409419,12.306665,138,99,156,0.832805333333333,10.2740842089795
"ABHD8","Abhd8",65.067793,67.246917,70.625685,840,3106,1873,67.6467983333333,3.366122,1.881682,2.264601,60,36,33,0.113022333333333,61.6760295615512
"ABI1","Abi1",61.894673,67.568242,60.34268,492,1777,1100,63.2685316666667,12.69711,14.372399,14.823763,447,426,457,37.131495,1.68544484465313
"ABI2","Abi2",21.449798,32.690883,39.515265,634,2558,1589,31.2186486666667,23.445738,22.714472,18.676018,1466,1126,1250,19.2788783333333,1.58877863642524
"ABI3","Abi3",0.868416,1.488242,0.946114,10,26,22,1.100924,0,0.122185,0,0,1,0,33.885931,0.0602226725725049
"ABITRAM","Abitram",7.381211,4.320135,5.156999,87,384,238,5.61944833333333,13.474933,12.693075,15.766697,185,143,177,22.294948,0.284158107300061
"ABL1","Abl1",17.901029,13.698011,17.087719,305,1363,769,16.2289196666667,20.002516,27.75208,18.375548,1348,1318,1125,0.541266,11.178420640348
"ABL2","Abl2",4.995949,5.682749,8.350547,342,1365,865,6.34308166666667,7.647104,11.288064,8.405532,1295,1485,1218,0,7.34308166666667
"ABLIM1","Ablim1",34.801176,35.93125,43.941288,1345,5168,3521,38.2245713333333,13.234586,13.893529,13.950169,1252,905,1223,3.43806866666667,8.83820740042628
"ABLIM2","Ablim2",45.109793,56.693162,60.767226,382,1889,1015,54.1900603333333,2.618199,1.169305,2.227903,73,27,55,19.619759,2.67656185183024
"ABLIM3","Ablim3",9.713718,10.446052,13.010561,280,1148,806,11.056777,39.693627,31.45544,35.010631,1694,1071,1302,0,12.056777
"ABO","Abo",0,0.04772,0,0,2,0,0.0159066666666667,0.081458,0.061784,0.056364,8,5,5,418.292288333333,0.0024229080642166
"ABR","Abr",72.847619,78.817078,72.995401,1670,6447,3704,74.8866993333333,198.031654,211.438013,200.361185,1298,1199,1252,521.419259666667,0.145260148681642
"ABRA","Abra",0.104979,0.014323,0.024908,2,1,1,0.04807,0,0,0,0,0,0,10.242749,0.0932218623754742
"ABRACL","Abracl",23.553344,24.607412,18.383949,18,67,32,22.1815683333333,16.160065,20.958007,19.636272,132,135,145,14.463645,1.49910117138187
"ABRAXAS1","Abraxas1",2.527091,2.89354,2.878353,15,97,65,2.766328,3.82892,6.035163,5.406464,107,132,131,1.09453433333333,1.7981696170175
"ABRAXAS2","Abraxas2",17.910056,12.732544,10.244335,210,637,376,13.6289783333333,5.545332,5.945653,7.320012,243,210,286,24.0521246666667,0.583941622835609
"ABT1","Abt1",2.169662,2.135689,2.150485,66,245,139,2.15194533333333,4.559478,4.690372,4.720066,202,168,186,0.332005333333333,2.36631585058718
"ABTB1","Abtb1",20.252164,25.862883,30.335142,130,636,382,25.4833963333333,6.145615,3.499741,5.352266,109,78,105,35.8245523333333,0.71917768595277
"ABTB2","Abtb2",4.467642,5.02184,4.513611,139,562,291,4.66769766666667,1.812701,1.607969,1.602889,139,98,106,0.0702403333333333,5.29572423141095
"ACAA1","Acaa1b",0.263199,0.567147,0.28493,3,22,6,0.371758666666667,38.003127,38.829187,39.570663,550,465,521,2.87314266666667,0.354171995385659
"ACAA2","Acaa2",16.960302,15.003065,16.159893,87,361,209,16.0410866666667,13.362606,16.013843,12.490575,285,274,234,37.1715246666667,0.44643452980928
"ACACA","Acaca",19.485886,15.979125,16.156752,704,2629,1715,17.2072543333333,42.363631,48.905645,32.241697,1667,1457,1400,0.334099666666667,13.6475967937428
"ACACB","Acacb",2.347324,2.448333,1.442423,63,283,136,2.07936,3.811888,6.196471,2.56891,69,75,51,1.88246233333333,1.06830884289092
"ACAD10","Acad10",0.953402,2.089012,1.322435,20,83,38,1.45494966666667,21.73928,19.257871,23.277153,392,285,343,11.2976903333333,0.199626889287693
"ACAD11","Acad11",11.510665,10.029851,9.42974,198,617,402,10.3234186666667,13.192374,11.007639,9.386726,340,270,275,16.9703503333333,0.630116745451689
"ACAD8","Acad8",22.587965,18.479586,22.129273,169,624,442,21.065608,26.483493,20.192299,24.101738,534,375,468,1.015644,10.9471751956199
"ACAD9","Acad9",33.288168,40.760278,41.790665,258,1076,590,38.613037,19.252462,17.316786,16.985834,406,304,324,0.0922513333333333,36.267327666343
"ACADL","Acadl",23.989554,27.786441,27.839466,286,1063,571,26.538487,0.207989,0.400506,0.246715,5,7,5,19.901956,1.31750765335072
"ACADM","Acadm",53.479148,49.461303,49.645235,187,658,428,50.8618953333333,27.650351,25.508799,28.982212,462,377,403,0,51.8618953333333
"ACADS","Acads",7.376174,4.693633,4.113654,41,181,88,5.394487,4.599063,3.579749,4.281652,112,71,98,30.3830136666667,0.203756308043541
"ACADSB","Acadsb",192.571336,128.986745,179.660881,434,1410,912,167.072987333333,2.345294,3.480124,2.567987,193,175,184,1.14748833333333,78.2649128866047
"ACADVL","Acadvl",27.327889,26.55274,25.529242,288,1140,639,26.469957,487.069067,525.545782,529.790065,2890,2306,2580,17.40622,1.49242794012024
"ACAN","Acan",1.886721,2.604057,2.264707,54,340,200,2.25182833333333,13.521626,21.358045,13.180758,1180,1435,924,7.561401,0.379824322366554
"ACAP1","Acap1",0,0.039392,0.070892,0,2,3,0.0367613333333333,8.203837,7.799579,5.089685,31,27,34,0.385942333333333,0.748055174012772
"ACAP2","Acap2",22.737422,25.4554,28.768513,509,2068,1130,25.6537783333333,4.317336,5.926497,4.813944,442,447,434,44.5875936666667,0.584671753640342
"ACAT1","Acat1",27.981588,41.326883,51.020392,423,1692,1035,40.109621,56.259875,44.471839,63.751794,369,255,375,3.553206,9.02871976361272
"ACAT2","Acat2",21.793864,27.314291,29.301711,186,906,543,26.136622,25.297509,32.783013,27.509826,501,530,488,22.0492936666667,1.17732987363705
"ACBD3","Acbd3",11.640037,11.430117,12.696939,265,965,610,11.9223643333333,54.125804,44.820301,37.958539,793,793,708,87.7579663333333,0.145591036694137
"ACBD5","Acbd5",36.358403,38.338337,37.022115,721,2219,1388,37.2396183333333,7.912379,6.095147,7.392269,308,226,288,57.1031753333333,0.658133021370272
"ACBD6","Acbd6",35.945392,35.894611,35.871149,188,692,414,35.9037173333333,24.856558,25.060157,20.197148,434,305,343,0.174427666666667,31.4227247711864
"ACBD7","Acbd7",0.489517,0.389686,0.926633,1,3,4,0.601945333333333,0.811197,0.918754,0.914356,39,38,35,11.1193056666667,0.13218127980214
"ACCS","Accs",4.011864,4.156498,4.12503,21,102,76,4.09779733333333,23.189882,13.116107,20.465664,320,206,258,6.32711866666667,0.695743793058081
"ACCSL","Accsl",0,0.036953,0.308815,0,2,4,0.115256,0,0,0,0,0,0,0,1.115256
"ACD","Acd",12.505277,15.687622,17.331572,102,490,312,15.1748236666667,8.520872,12.288536,11.733328,141,109,166,13.9484126666667,1.08204289159977
"ACE","Ace",7.222874,11.540329,13.795783,209,1077,644,10.8529953333333,1.303784,1.277742,1.252099,41,16,21,4.61045833333333,2.11266078974534
"ACE2","Ace2",0.85973,0.864133,0.577398,15,60,28,0.767087,0,0.275135,0.093605,0,1,2,0.032435,1.71157215708495
"ACER1","Acer1",0,0.018434,0.02977,0,1,1,0.016068,0.050862,0,0,1,0,0,0,1.016068
"ACER2","Acer2",4.509376,2.843414,1.85398,75,244,99,3.06892333333333,0.79589,1.105758,0.950331,33,37,35,42.3160396666667,0.0939357190695465
"ACER3","Acer3",5.509058,6.757561,6.453785,157,709,365,6.24013466666667,2.862275,3.818158,3.438456,324,261,332,0.936543333333333,3.73868972722876
"ACHE","Ache",62.86421,90.196685,78.823217,529,2718,1405,77.294704,23.639298,15.646921,24.253111,666,324,578,18.5912026666667,3.99642152307546
"ACIN1","Acin1",53.375948,57.667286,55.722878,628,2276,1280,55.588704,177.532807,182.921232,142.933279,3282,2682,2593,5.776554,8.35066082259508
"ACKR1","Ackr1",233.645771,184.25091,183.13379,246,1171,640,200.343490333333,7.550579,5.560224,10.119254,197,125,214,93.5780606666667,2.12886042401476
"ACKR2","Ackr2",0.05344,0.027932,0.673087,1,2,1,0.251486333333333,0.359601,0.085355,0.268785,6,3,9,0.0201403333333333,1.22677860333595
"ACKR3","Ackr3",2.177535,2.34772,3.084983,44,180,134,2.536746,0.58853,1.270426,0.550161,17,15,14,5.565056,0.538722898936429
"ACKR4","Ackr4",1.74279,0.892203,0.91059,13,41,19,1.181861,0,0,0,0,0,0,83.4959306666667,0.0258220837711979
"ACLY","Acly",62.900693,84.057985,88.066181,1466,6929,3937,78.3416196666667,146.457605,153.677986,123.036365,4402,3834,3894,0,79.3416196666667
"ACMSD","Acmsd",0,0.12895,0.079902,0,6,3,0.0696173333333333,0,0.090128,0.068505,0,2,1,111.293037,0.00952523292546922
"ACO1","Aco1",6.130113,9.373893,10.179954,158,755,490,8.56132,7.828545,10.438737,8.19943,589,574,554,8.036804,1.05804220164563
"ACO2","Aco2",282.147415,284.798699,303.885091,2956,11701,6722,290.277068333333,44.21915,38.397711,34.421423,1102,814,929,1.38018433333333,122.375844699983
"ACOD1","Acod1",0,0.015449,0,0,1,0,0.00514966666666667,0,0,0,0,0,0,0,1.00514966666667
"ACOT1","Acot3",0.109079,0.207848,0.217536,1,10,7,0.178154333333333,3.574162,4.075885,3.688916,68,59,57,0.555757666666667,0.75728653541372
"ACOT11","Acot11",18.795607,22.115918,27.499553,496,1856,1128,22.8036926666667,0.37798,0.458171,0.465699,35,34,33,0.009225,23.5861107945866
"ACOT12","Acot12",0.049362,0.069376,0.069691,1,3,3,0.0628096666666667,0.838379,0.711122,0.64397,19,13,12,28.4359543333333,0.0361058335201702
"ACOT13","Acot13",91.817633,140.443014,291.317742,173,570,376,174.526129666667,12.191412,9.46509,13.396844,229,175,231,0.128003666666667,155.607765163884
"ACOT2","Acot2",1.585568,1.620148,1.475092,22,79,41,1.56026933333333,21.539035,15.077116,15.11408,178,108,135,0.579736666666667,1.62069374431604
"ACOT4","Acot4",0.107848,1.515178,1.377756,5,43,25,1.00026066666667,0.146906,0.447474,0.101508,5,12,3,8.40042833333333,0.212783991935119
"ACOT6","Acot6",1.879721,2.153377,2.397557,42,175,111,2.14355166666667,0,0.122286,0,0,1,0,60.099307,0.0514498743278163
"ACOT7","Acot7",251.136288,215.300178,179.593733,1118,4564,2557,215.343399666667,38.203304,38.030315,39.780133,695,547,661,105.878071333333,2.02420755696396
"ACOT8","Acot8",10.297145,8.541505,9.081612,50,177,114,9.306754,9.983366,11.016138,11.40912,177,144,156,4.974236,1.72520034360879
"ACOT9","Acot9",5.697424,9.097912,8.198204,61,348,179,7.66451333333333,23.22135,28.851472,24.154281,541,489,487,3.387781,1.97469138348822
"ACOX1","Acox1",43.253675,46.046219,46.908816,1058,3903,2410,45.4029033333333,33.537489,28.271905,20.230548,771,581,655,18.5512403333333,2.37339946428974
"ACOX2","Acox2",0.063548,0.608585,0.661379,1,12,5,0.444504,5.459635,7.803665,5.815802,51,58,35,72.0220853333333,0.0197817412828747
"ACOX3","Acox3",9.973444,19.362258,19.637784,198,866,525,16.3244953333333,8.870189,7.235071,11.373044,158,135,150,15.2750176666667,1.06448396482027
"ACOXL","Acoxl",0.106043,0.028109,0.049084,1,2,1,0.0610786666666667,0.239138,0.162594,0.206492,7,4,5,6.31179633333333,0.145118739403254
"ACP1","Acp1",70.115091,40.378466,30.815997,259,1021,517,47.1031846666667,58.248272,76.17287,65.299677,903,859,858,32.6087256666667,1.43127071058144
"ACP2","Acp2",27.545288,17.097309,16.681153,483,1845,1102,20.44125,169.629988,98.736759,157.367625,899,467,753,0.231051666666667,17.4170187820441
"ACP4","Acp4",0.146144,0,0,1,0,0,0.0487146666666667,0.556063,0.142491,0.132265,10,2,2,5.758203,0.155176556055902
"ACP5","Acp5",0,0.131785,0.116811,0,4,2,0.0828653333333333,7.63295,1.018418,10.927006,32,7,35,0.237713666666667,0.874891634871932
"ACP6","Acp6",3.569569,7.034978,8.482897,33,199,122,6.36248133333333,24.331622,19.56541,23.987726,367,301,340,0.0874,6.77072037275458
"ACP7","Acp7",0.80189,0.547356,0.878533,3,17,13,0.742593,0.259018,0.140654,0.195719,11,5,8,85.97565,0.0200354122101991
"ACR","Acr",0.262898,0.331001,0.321071,1,11,6,0.30499,0.050784,0.062833,0,1,1,0,6.30690966666667,0.17859670634129
"ACRBP","Acrbp",4.871569,6.490464,4.630272,25,115,59,5.33076833333333,0.933344,1.400639,0.994766,9,11,8,1.396431,2.64174863926119
"ACRV1","Acrv1",0,0.036969,0,0,3,0,0.012323,0.230836,0.190941,0.387534,4,4,4,1.409463,0.420144654638814
"ACSBG1","Acsbg1",94.207837,117.349815,128.950509,1456,5807,3500,113.502720333333,1.680716,3.357604,1.221717,49,54,34,42.5405296666667,2.62979621998014
"ACSBG2","Acsbg2",0,0.015367,0.027109,0,1,1,0.0141586666666667,0.206484,0.414199,0.534768,2,2,6,74.0247403333333,0.0135176564711958
"ACSF2","Acsf2",13.151681,17.421665,16.907815,103,469,261,15.8270536666667,52.435691,50.495669,51.622443,334,301,283,4.91425733333333,2.84516765474978
"ACSF3","Acsf3",6.433811,7.398949,7.850011,91,401,238,7.22759033333333,19.896846,16.478566,14.431669,339,249,243,1.56849833333333,3.20326870629337
"ACSL1","Acsl1",34.24096,29.027217,22.595622,239,1064,585,28.6212663333333,22.571965,34.049958,24.018834,390,247,333,0.187325333333333,24.9478938095035
"ACSL3","Acsl3",164.82735,125.218524,133.505579,1233,3872,2280,141.183817666667,125.144372,117.20619,162.941162,2688,1748,2708,26.998922,5.07818899837168
"ACSL4","Acsl4",15.650734,15.820655,27.954734,343,1313,799,19.8087076666667,25.373504,30.774505,32.691471,1627,1473,1507,3.55108633333333,4.57225069853286
"ACSL5","Acsl5",23.386902,25.908157,26.057943,121,580,317,25.1176673333333,0.550356,0.183705,0.680974,9,2,6,18.5806646666667,1.33384988599468
"ACSL6","Acsl6",139.440799,134.120983,127.066489,2061,7719,4466,133.542757,5.279576,2.761154,5.097792,259,134,211,6.56396133333333,17.7873406632962
"ACSM1","Acsm1",0,0,0,0,0,0,0,0,0.132055,0,0,1,0,94.2345353333333,0.010500392494171
"ACSM2B","Acsm2",0.021506,0.029627,0.030493,1,5,3,0.0272086666666667,0.259345,0.573845,1.003013,6,3,7,8.893309,0.103828624645876
"ACSM3","Acsm3",0.578683,7.953216,0.307985,1,9,5,2.946628,0.848148,3.771251,3.221045,19,43,27,0.85487,2.1277113759994
"ACSM4","Acsm4",0,0,0,0,0,0,0,0.291138,0.408874,0.146039,9,5,4,8.28690366666667,0.107678515454972
"ACSM5","Acsm5",1.167392,0.530411,1.04196,16,37,32,0.913254333333333,0,0.083985,0,0,1,0,12.967463,0.136979373658146
