"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","FoldChange"
"FGFR3","Fgfr3",47.564215,67.655462,56.69383,753,3039,1621,57.3045023333333,0.718001,2.75875,0.701896,33,65,27,0.100707666666667,52.9700156535659
"FGFR4","Fgfr4",0,0.023803,0.063383,0,2,3,0.029062,1.716885,1.126504,1.580112,29,13,15,7.25917266666667,0.124596256977797
"FGFRL1","Fgfrl1",9.09592,9.409147,11.785938,79,381,237,10.0970016666667,15.747376,8.642903,11.279341,554,298,406,2.68651233333333,3.01016263158214
"FGG","Fgg",0,0,0,0,0,0,0,0,0,0,0,0,0,50.17183,0.0195420019178521
"FGGY","Fggy",17.41233,50.324291,29.685183,34,252,97,32.4739346666667,4.260424,2.49143,3.997756,35,22,43,26.1149026666667,1.23452166058547
"FGL1","Fgl1",0.159228,0.659226,0.462769,1,18,7,0.427074333333333,0,0,0,0,0,0,32.466363,0.0426420502680059
"FGL2","Fgl2",0.52422,0.906618,0.811708,13,82,42,0.747515333333333,0.278263,0.142003,0.185269,17,7,10,3.054924,0.430961303672605
"FGR","Fgr",0.089302,0.101117,0.089515,2,6,3,0.0933113333333333,0,0.035251,0,0,1,0,18.6187193333333,0.0557279664771866
"FHAD1","Fhad1",0.993469,2.430663,3.003477,17,91,52,2.14253633333333,0.862861,0.409415,0.277732,4,3,2,849.302731666667,0.00369578529657748
"FHDC1","Fhdc1",4.860855,5.438033,7.087866,67,340,187,5.79558466666667,18.104075,18.072946,16.077838,1871,1501,1458,1.31827333333333,2.93131295993282
"FHIT","Fhit",7.32209,5.17116,3.824162,14,45,27,5.43913733333333,1.050667,10.811513,21.792356,27,27,43,141.057318666667,0.0453277408990281
"FHL1","Fhl1",38.887468,52.510692,60.794268,505,2200,1235,50.7308093333333,49.601855,77.229937,48.323788,755,987,628,25.1350216666667,1.97936737888043
"FHL2","Fhl2",5.799008,3.076871,4.088105,21,48,20,4.321328,3.873032,10.146135,4.363903,97,170,82,1.61392466666667,2.0357618059383
"FHL3","Fhl3",0.464633,0.385552,0.633095,3,15,13,0.494426666666667,8.890628,15.676664,8.632989,175,245,159,2.225212,0.463357654215185
"FHL5","Fhl5",0.16172,0.129056,0.151795,1,3,2,0.147523666666667,0.034767,0,0,1,0,0,0.0597003333333333,1.08287563056348
"FHOD1","Fhod1",1.602922,3.515057,3.810165,33,166,82,2.976048,19.565509,22.155857,18.331568,309,288,215,29.0845323333333,0.132162533089955
"FHOD3","Fhod3",12.805744,15.512431,13.412598,174,664,363,13.9102576666667,7.899188,7.73573,8.665539,392,218,351,36.2476823333333,0.400300279980731
"FIBCD1","Fibcd1",0.698666,0.880988,0.673319,23,109,47,0.750991,0.112461,0.143276,0.569564,4,5,3,20.234012,0.0824616186521888
"FIBIN","Fibin",2.317463,3.107622,2.733387,34,171,85,2.71949066666667,11.540557,14.485732,12.580697,515,521,499,42.400484,0.0857015941726979
"FIBP","Fibp",66.605314,135.032947,119.722779,121,661,336,107.120346666667,105.175572,94.475954,118.092048,605,430,530,98.8723423333333,1.08258547001736
"FICD","Ficd",4.968716,5.036734,5.576899,104,399,249,5.19411633333333,1.754642,1.607573,1.617014,64,49,71,0,6.19411633333333
"FIG4","Fig4",7.515888,8.649522,8.666308,164,716,406,8.27723933333333,12.775648,9.42763,13.258568,294,176,276,48.4823903333333,0.187485674617538
"FIGLA","Figla",0,0,0,0,0,0,0,0,0,0,0,0,0,231.741574333333,0.00429661096374555
"FIGN","Fign",0.795136,1.224995,0.918477,44,203,111,0.979536,5.735108,12.554855,6.089797,856,1402,789,10.960263,0.165509403932004
"FIGNL1","Fignl1",0.438682,0.883012,0.411612,8,32,12,0.577768666666667,2.865716,2.371872,2.018483,100,95,88,1.32971233333333,0.677237547353844
"FILIP1","Filip1",4.590882,1.78008,1.749185,16,105,55,2.70671566666667,0.310354,0.165752,0.359553,23,16,23,0.319316333333333,2.80957308949661
"FILIP1L","Filip1l",1.059288,0.89382,0.932,23,69,48,0.961702666666667,8.116165,18.753498,12.979151,346,660,359,9.707274,0.183212147804069
"FIP1L1","Fip1l1",19.775831,18.718776,18.579027,432,1394,827,19.0245446666667,46.604138,50.844472,39.561544,434,325,369,0.124150666666667,17.8130434473196
"FIS1","Fis1",109.425478,115.904231,123.430176,400,1677,963,116.253295,49.478186,54.263012,59.451038,413,338,411,0.399664333333333,83.7724390109724
"FITM1","Fitm1",0.186071,0.049692,0,1,1,0,0.0785876666666667,0.325854,0,0.498881,3,0,6,8.145493,0.117936525309971
"FITM2","Fitm2",10.328434,10.330506,9.585517,278,1054,553,10.0814856666667,4.096171,3.328951,4.730982,294,193,302,61.8430506666667,0.17633589631804
"FIZ1","Fiz1",19.675207,11.342602,11.424226,95,429,239,14.147345,5.36558,6.186026,5.604773,164,127,127,0,15.147345
"FJX1","Fjx1",8.684418,7.275102,8.471774,168,481,321,8.14376466666667,13.651556,15.112046,17.314297,295,200,295,27.5606186666667,0.320152892112888
"FKBP10","Fkbp10",3.358126,3.143169,3.8333,40,138,101,3.444865,830.605669,705.705292,751.128493,18313,12051,15411,5.58530966666667,0.674966740364374
"FKBP11","Fkbp11",1.163122,1.307373,1.640751,5,27,14,1.37041533333333,24.558992,18.480647,27.556041,628,360,498,1.090485,1.13390688444707
"FKBP14","Fkbp14",4.256349,5.472855,5.975371,74,294,212,5.23485833333333,36.76257,66.360332,32.714944,1739,2048,1425,14.0141173333333,0.415266391950403
"FKBP15","Fkbp15",8.548511,8.759141,8.585272,203,811,459,8.63097466666667,6.036495,8.637948,7.012713,475,429,448,0.016446,9.4751464088271
"FKBP1A","Fkbp1a",168.094376,150.502034,154.584817,1080,3654,2231,157.727075666667,185.208002,163.962256,177.288236,2217,1609,1912,0,158.727075666667
"FKBP1B","Fkbp1b",123.918661,81.292295,75.508966,72,257,137,93.5733073333333,10.942331,11.988668,13.517768,136,107,140,0.105662666666667,85.5354080268002
"FKBP2","Fkbp2",94.148903,80.967098,82.976643,281,931,531,86.0308813333333,96.739033,59.010468,100.566952,534,266,487,3.345665,20.0270571554258
"FKBP3","Fkbp3",89.365209,129.920371,122.785637,313,1744,891,114.023739,36.816661,44.600004,41.284697,550,526,562,20.883568,5.2561693321674
"FKBP4","Fkbp4",112.234607,96.794186,104.504124,1046,3458,2065,104.510972333333,139.377249,50.670407,86.932284,593,408,503,0.0710366666666667,98.5129413558826
"FKBP5","Fkbp5",11.714779,9.363666,5.930101,140,410,195,9.00284866666667,4.47393,7.109829,3.7259,261,333,192,116.067300333333,0.0854452835094421
"FKBP6","Fkbp6",0,0.036627,0.129559,0,1,2,0.0553953333333333,1.498628,0.426864,0.699365,21,10,14,20.8364706666667,0.0483317725397993
"FKBP7","Fkbp7",4.453651,3.608938,3.978134,12,47,23,4.01357433333333,89.620074,70.74434,100.101362,1060,734,1033,11.213388,0.410498244494757
"FKBP8","Fkbp8",131.765114,149.032785,145.350915,915,4059,2196,142.049604666667,188.882092,157.64852,183.744706,1756,1205,1522,0.769844,80.8261093444771
"FKBP9","Fkbp9",10.038268,9.632158,11.015582,198,716,464,10.2286693333333,229.032021,209.552048,233.725028,2907,1978,2685,15.908272,0.664093251713323
"FKBPL","Fkbpl",5.988107,7.591293,8.469594,31,138,69,7.34966466666667,2.794777,2.513435,3.101977,51,37,50,3.82766066666667,1.72954671903894
"FKRP","Fkrp",11.50682,10.743957,11.761581,200,701,438,11.3374526666667,16.899877,14.831366,18.953498,456,339,399,0,12.3374526666667
"FKTN","Fktn",10.42228,10.347358,10.859468,428,1557,954,10.5430353333333,3.332852,4.61301,4.053359,284,265,246,101.625771333333,0.112476965418764
"FLACC1","Flacc1",0,0.146549,0,0,4,0,0.0488496666666667,2.210841,1.918214,0,9,7,0,1.96796033333333,0.353390729278615
"FLAD1","Flad1",9.657779,11.277996,11.622713,120,479,304,10.8528293333333,28.868635,23.790145,28.615907,320,244,302,17.8165963333333,0.629913567967455
"FLCN","Flcn",16.437913,16.95784,17.125527,305,1228,704,16.8404266666667,59.558528,66.825923,60.433805,770,544,611,2.99284666666667,4.46809711367162
"FLG2","Flg2",0,0,0,0,0,0,0,0.016603,0.017077,0.015559,2,2,2,0.249131,0.800556546911413
"FLI1","Fli1",0.495219,0.982659,1.942842,11,79,70,1.14024,0.56368,2.312652,0.08835,19,65,5,36.1005476666667,0.0576875581252651
"FLII","Flii",20.959514,25.181781,22.97371,388,1845,969,23.038335,114.271584,127.280333,132.422958,1263,1130,1046,74.9368433333333,0.316556943175542
"FLNA","Flna",25.747393,50.174938,39.198639,396,2156,1176,38.3736566666667,468.048149,708.518174,428.022288,14769,18275,10363,20.307033,1.84791832192998
"FLNB","Flnb",3.653546,24.536291,5.916117,233,1522,817,11.3686513333333,47.968799,75.407725,51.742391,2208,3002,1721,0.496876666666667,8.26297290135237
"FLNC","Flnc",0.491954,0.562819,0.533204,31,137,73,0.529325666666667,3.425762,10.358,3.143592,512,1250,407,4.06138333333333,0.302155668904746
"FLOT1","Flot1",58.754971,67.637724,58.322652,255,1117,604,61.5717823333333,64.383903,53.420236,62.236116,873,622,795,28.2255143333333,2.14099849945042
"FLOT2","Flot2",24.370277,26.626209,28.467493,412,1707,1033,26.487993,95.79278,90.607696,118.983169,829,609,802,2.368779,8.1596308336047
"FLRT1","Flrt1",2.27085,2.140447,2.765332,92,331,241,2.39220966666667,5.077,4.640581,3.837722,313,231,207,27.4520546666667,0.119225472691111
"FLRT2","Flrt2",3.091035,4.096183,4.132583,147,696,398,3.773267,9.565652,23.930362,9.466891,376,615,304,60.618519,0.0774648121614218
"FLRT3","Flrt3",3.978817,4.759381,6.412999,105,458,362,5.050399,36.189375,43.739628,32.604381,2140,1949,1765,0.659667,3.6455499808094
"FLT1","Flt1",20.688813,15.057834,12.498341,530,1927,1165,16.0816626666667,1.077526,4.524591,0.882372,71,259,52,0.188699666666667,14.3700407644319
"FLT3","Flt3",7.799544,7.010296,8.045679,192,655,425,7.61850633333333,0,0,0.020275,0,0,1,2.676626,2.34413463140753
"FLT4","Flt4",0.67488,0.749266,0.903485,29,122,83,0.775877,0.798672,0.185904,0.435908,6,11,8,10.6412896666667,0.152549850647991
"FLVCR1","Flvcr1",3.885087,5.708996,5.747677,93,433,226,5.11392,11.630915,12.4289,8.554954,494,365,438,17.4474926666667,0.331422817749505
"FLVCR2","Flvcr2",1.180294,1.682071,1.215007,27,89,60,1.359124,8.559908,6.003408,0.897547,25,29,21,31.9631703333333,0.0715684800989662
"FLYWCH1","Flywch1",154.734583,159.04533,153.413669,1857,7932,4384,155.731194,22.004555,19.019372,27.474745,522,374,465,43.0860736666667,3.55511799905429
"FLYWCH2","Flywch2",13.54787,12.827796,13.596948,40,148,81,13.3242046666667,7.96606,11.732342,10.127219,91,79,78,13.768075,0.969943927469671
"FMC1","Fmc1",39.694086,43.229418,41.098987,66,274,147,41.3408303333333,32.613032,17.302891,27.306317,67,31,53,0.043593,40.5721678214911
"FMN1","Fmn1",3.130024,2.289832,2.071593,109,501,275,2.49714966666667,1.850118,3.729906,2.647148,372,331,367,6.63554633333333,0.458009095092475
"FMN2","Fmn2",24.186133,23.984791,27.600436,397,1578,1015,25.25712,10.051476,6.649265,4.447466,182,128,148,12.6576813333333,1.9225166672996
"FMNL1","Fmnl1",15.075828,26.793583,27.662193,293,1069,671,23.1772013333333,1.90623,1.504788,2.451809,51,28,45,6.331317,3.29779783541393
"FMNL2","Fmnl2",13.002549,12.557067,13.499097,465,1693,1016,13.019571,28.137922,23.214748,25.928789,1902,1272,1564,0.917105,7.31288635729394
"FMNL3","Fmnl3",2.499671,2.906597,2.601779,60,263,167,2.669349,9.155656,9.106397,9.367884,984,979,816,88.6068973333334,0.0409494035526104
"FMO1","Fmo1",6.367427,3.337027,3.283171,46,95,49,4.32920833333333,0,0.192592,0,0,3,0,34.9150943333333,0.148383525986933
"FMO2","Fmo2",2.674193,7.735287,20.320414,28,105,61,10.243298,0,0,0,0,0,0,10.7328973333333,0.958271233487881
"FMO3","Fmo3",0,0,0,0,0,0,0,0.15848,0.394773,0.139902,2,3,1,0.587794,0.62980462201016
"FMO4","Fmo4",0,0.085091,0,0,2,0,0.0283636666666667,2.746422,4.502009,2.622716,39,36,25,23.057695,0.0427457271640806
"FMO5","Fmo5",1.494452,1.563901,1.91357,35,97,86,1.65730766666667,0.725971,0.736446,0.847115,21,17,18,0.925274666666667,1.38022263143752
"FMOD","Fmod",4.778455,5.543922,4.360005,99,439,195,4.89412733333333,0.129475,0.628107,0.439911,3,13,3,4.52055066666667,1.06767018169443
"FMR1","Fmr1",20.484731,21.982913,18.579083,510,1650,948,20.348909,10.108211,14.075009,10.512827,414,369,369,258.660274,0.0822186184706868
"FMR1NB","Fmr1nb",0,0.084843,0,0,1,0,0.028281,0,0.099488,0,0,1,0,0.348283,0.762659619679251
"FN1","Fn1",11.914092,13.838031,16.653361,331,1499,849,14.1351613333333,2134.687744,7824.356894,2027.577411,58033,183016,41589,8.987783,1.51536745775647
"FN3K","Fn3k",21.452193,19.88615,23.57804,141,524,333,21.6387943333333,10.688555,3.916022,12.308884,132,60,118,79.4766706666667,0.28130878359895
"FN3KRP","Fn3krp",11.501271,10.075661,11.187744,188,624,393,10.9215586666667,16.105305,12.11933,14.177616,195,148,153,22.2667663333333,0.512385713419365
"FNBP1","Fnbp1",124.332989,114.879141,116.67702,1659,7167,4083,118.629716666667,22.435047,23.436859,20.125841,903,583,828,31.6802466666667,3.66061241479818
"FNBP1L","Fnbp1l",7.54586,13.994027,14.422774,237,1090,592,11.9875536666667,51.697949,52.663837,47.555974,2945,2387,2688,35.6154056666667,0.354701892009626
"FNBP4","Fnbp4",22.888616,20.647183,27.865153,239,938,657,23.8003173333333,67.029299,74.738543,48.933923,1193,1035,1030,23.3342703333333,1.01915187895984
"FNDC10","Fndc10",17.918191,19.711432,19.573516,232,920,519,19.067713,5.798901,3.447083,6.256397,152,69,135,2.43159666666667,5.84792297851632
"FNDC11","Fndc11",0,0.119747,0,0,3,0,0.0399156666666667,0.48579,0.528158,0.461129,16,17,10,21.295232,0.0466429623457906
"FNDC3A","Fndc3a",14.92602,13.749343,12.214953,373,1493,825,13.6301053333333,14.924667,26.477442,15.801921,1335,1698,1131,8.42188333333333,1.55277929217973
"FNDC3B","Fndc3b",1.511386,2.000275,1.720019,72,359,175,1.74389333333333,16.648641,28.037505,16.991503,1809,2285,1639,2.415432,0.803381046184885
"FNDC4","Fndc4",111.796173,124.620559,133.443785,416,1592,953,123.286839,2.946114,2.790053,3.091878,51,47,48,69.2991113333333,1.76797169470146
"FNDC5","Fndc5",58.902035,54.560541,57.765621,1065,3749,2246,57.0760656666667,44.037924,24.292426,40.08296,223,136,217,2.52219233333333,16.4886128213517
"FNDC7","Fndc7",0.100692,0.01422,0,2,1,0,0.038304,0.021532,0,0,1,0,0,151.739756,0.00679786341939685
"FNDC8","Fndc8",0.506319,0.603541,0.60036,7,32,18,0.570073333333333,0.054241,0.201237,0,1,3,0,14.1213716666667,0.103831409474207
"FNDC9","Fndc9",0.750677,0.538504,0.476127,11,30,15,0.588436,0.196224,0.111328,0.011571,3,1,0,2.41869033333333,0.464632898894713
"FNIP1","Fnip1",9.886816,9.390364,9.996085,416,1447,881,9.757755,5.813525,6.996712,5.645138,563,525,483,0.593506333333333,6.75099607385725
"FNIP2","Fnip2",4.836663,4.717764,5.83867,185,689,470,5.13103233333333,5.402972,4.973777,4.872087,437,287,344,0,6.13103233333333
"FNTA","Fnta",66.280343,66.804783,65.449269,397,1545,859,66.1781316666667,35.854811,47.503476,45.562636,644,611,637,45.1113343333333,1.45686809193254
"FNTB","Fntb",17.579287,19.278087,15.142354,156,802,460,17.3332426666667,84.062251,63.000726,67.537902,710,495,641,0.017893,18.0109723386119
"FOCAD","Focad",6.248031,7.946596,7.121843,129,617,352,7.10549,60.835342,124.092619,78.857382,863,801,722,0.75994,4.60554905280862
"FOLH1","Folh1",8.94599,5.741467,3.929528,91,339,161,6.20566166666667,0.368225,0.263443,0.021047,3,1,1,12.06321,0.551599619593244
"FOLR1","Folr1",15.540071,21.996128,20.19825,27,191,131,19.2448163333333,0.262262,0,0,3,0,0,39.479566,0.500124342571591
"FOLR2","Folr2",1.398563,1.234688,0.850286,2,10,3,1.161179,0,0,0,0,0,0,193.487206,0.0111121911021746
"FOS","Fos",9.455138,12.82638,17.121658,118,435,356,13.134392,30.635596,38.195869,24.965926,152,113,117,40.9488546666667,0.336943454411675
"FOSB","Fosb",0.707633,0.78107,0.566676,17,66,30,0.685126333333333,0.365879,0.790771,0.462105,18,15,10,180.932881,0.00926235172043108
"FOSL1","Fosl1",0,0.438404,0.517445,0,3,2,0.318616333333333,6.380431,8.262806,8.403139,132,137,163,49.3569956666667,0.0261853654269168
"FOSL2","Fosl2",1.826795,1.55379,1.291684,75,266,125,1.557423,7.899146,13.811178,8.065861,423,581,413,0,2.557423
"FOXA1","Foxa1",0,0.027575,0,0,2,0,0.00919166666666667,0.020436,0.051882,0.04884,1,2,1,0.112628,0.907034216887106
"FOXA2","Foxa2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.007398,0.992656328481891
"FOXA3","Foxa3",0,0.020247,0.03582,0,1,1,0.018689,0,0,0,0,0,0,37.581282,0.0264037104832338
"FOXB1","Foxb1",0.299368,0.275067,0.266564,6,20,11,0.280333,0,0,0,0,0,0,0.031891,1.24076380160308
"FOXB2","Foxb2",0,0.0705,0,0,2,0,0.0235,0,0,0,0,0,0,40.7845813333333,0.0244946812278698
"FOXC1","Foxc1",0.483712,0.67966,0.790207,18,87,58,0.651193,0.874555,4.504381,0.478008,44,172,20,11.0937763333333,0.136532457231652
"FOXC2","Foxc2",0.242045,0.361241,0.283145,4,20,9,0.295477,0.65195,1.931818,0.58994,23,51,17,7.148994,0.158973856159423
"FOXD1","Foxd1",0.387129,0.257755,0.273688,12,28,17,0.306190666666667,0.72425,2.530407,0.720866,10,41,7,280.224879,0.0046446483373424
"FOXD2","Foxd2",0.065515,0.058398,0.101668,1,3,3,0.0751936666666667,4.642213,4.8156,4.006562,151,117,106,44.1852836666667,0.0237952178102589
"FOXD3","Foxd3",0.158814,0.17833,0.21905,2,7,5,0.185398,9.964183,14.522697,11.114446,312,329,275,83.4702846666667,0.0140333136638259
"FOXD4","Foxd4",0,0,0,0,0,0,0,1.065197,0.774832,1.549079,30,17,37,28.9173283333333,0.0334254445737328
"FOXE1","Foxe1",0,0,0,0,0,0,0,0.042968,0.056447,0,2,2,0,0.302942333333333,0.767493675212538
"FOXE3","Foxe3",0,0,0.160165,0,0,1,0.0533883333333333,0.104156,0,0.129869,2,0,2,0.823453,0.577688776915738
"FOXF1","Foxf1",0.442175,0.43502,0.367555,7,25,12,0.414916666666667,0,0,0,0,0,0,0,1.41491666666667
"FOXF2","Foxf2",1.242226,1.2277,1.729211,18,62,50,1.39971233333333,0.312087,1.577388,0.254315,9,34,6,26.5008806666667,0.0872594722481736
"FOXG1","Foxg1",0,0.022618,0.019887,0,2,1,0.0141683333333333,0.061124,0.051811,0.023822,3,2,1,92.2689293333333,0.0108735925305715
"FOXH1","Foxh1",0,0,0,0,0,0,0,0.247392,0.085411,0.283543,1,2,5,11.8790233333333,0.0776456392785478
"FOXI1","Foxi1",0,0,0,0,0,0,0,0,0,0,0,0,0,16.100033,0.058479419308723
"FOXI2","Foxi2",0,0,0.05603,0,0,2,0.0186766666666667,0.04156,0.05277,0,2,2,0,6.170349,0.142067933745856
"FOXJ1","Foxj1",5.633219,5.981587,5.389687,99,383,195,5.66816433333333,0.02725,0.17802,0,1,5,0,4.33383566666667,1.25016306276653
"FOXJ2","Foxj2",6.645648,7.89226,7.948031,218,894,532,7.495313,2.876188,3.387849,3.550777,223,202,199,37.8777883333333,0.218513278768901
"FOXJ3","Foxj3",14.369468,21.991287,24.099397,321,1330,811,20.153384,10.496761,11.472273,12.512275,831,673,762,0.00641433333333333,21.0185639247984
"FOXK1","Foxk1",4.083362,5.078802,5.5854,210,988,613,4.91585466666667,5.137794,5.497501,4.585702,844,754,628,226.916765666667,0.025956206641326
"FOXK2","Foxk2",19.129203,21.534144,22.579385,496,1842,1084,21.0809106666667,18.830131,17.655494,15.673198,822,711,693,0.0541196666666667,20.9472523518045
"FOXL1","Foxl1",0.057134,0,0,1,0,0,0.0190446666666667,0.258711,0.511946,0.21901,19,14,14,29.3686413333333,0.0335558201462289
"FOXL2","Foxl2",0.351174,0.222739,0.181175,7,15,7,0.251696,0,0.099757,0.060931,0,3,2,0.029714,1.21557636392241
"FOXM1","Foxm1",0.157666,0.467966,0.661262,5,23,19,0.428964666666667,0.821317,3.331972,1.573642,29,77,39,15.0238853333333,0.0891771650221494
"FOXN1","Foxn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FOXN3","Foxn3",17.313155,20.909265,21.616253,749,2801,1648,19.9462243333333,8.867599,22.622931,5.67998,590,710,457,0.166752,17.9525934674492
"FOXN4","Foxn4",0,0,0,0,0,0,0,0,0.077407,0.051076,0,1,1,0.169426,0.85512037529523
"FOXO1","Foxo1",3.312142,2.792401,2.737526,195,605,337,2.94735633333333,8.362462,3.292476,1.245198,104,223,93,118.554815333333,0.0330171254275926
"FOXO3","Foxo3",20.41004,20.461387,22.972955,968,3502,2237,21.2814606666667,2.728836,3.310728,2.908259,307,296,287,72.159198,0.3045613029638
"FOXO4","Foxo4",6.469483,5.908675,7.08495,129,463,311,6.48770266666667,4.539378,7.13882,4.785974,134,122,105,0,7.48770266666667
"FOXO6","Foxo6",0.910964,0.454016,0.562699,13,21,15,0.642559666666667,0.142212,0.048611,0.28098,4,1,4,0.00881566666666667,1.62820594578395
"FOXP1","Foxp1",5.016009,8.690046,16.020096,155,563,335,9.908717,3.672575,6.798824,3.860852,98,220,72,3.43640766666667,2.45890770633267
"FOXP2","Foxp2",3.24466,5.313942,3.424381,75,380,216,3.99432766666667,4.566566,3.695485,4.450095,79,74,71,4.203712,0.95976250543202
"FOXP3","Foxp3",0,0.058674,0.104378,0,4,2,0.0543506666666667,0.125438,0.300936,0.142207,2,2,4,115.041558333333,0.0090859747301739
"FOXP4","Foxp4",10.448172,13.304237,11.561943,180,833,494,11.7714506666667,10.925482,15.64121,10.065894,684,598,548,10.1803566666667,1.14231156012614
"FOXQ1","Foxq1",0.471016,0.685869,0.623912,15,77,40,0.593599,0.376731,0.460347,1.06953,12,11,28,7.57672133333333,0.185805150717267
"FOXR1","Foxr1",0.081112,0.063674,0.15032,1,3,4,0.0983686666666667,0,0,0,0,0,0,2.218389,0.341279027074312
"FOXR2","Foxr2",0.148585,0.21535,0.350757,3,17,15,0.238230666666667,0,0,0,0,0,0,4.70379933333333,0.217088749849662
"FOXRED1","Foxred1",13.786816,18.610756,17.85599,147,605,319,16.7511873333333,35.780525,37.561647,39.205441,546,444,528,28.3036553333333,0.605766998396992
"FOXRED2","Foxred2",5.6276,7.271056,7.123954,159,763,430,6.67420333333333,6.908894,7.253543,6.03027,326,233,298,9.35538833333333,0.741083104399915
"FOXS1","Foxs1",0.258836,0.203167,0.302402,2,6,5,0.254801666666667,0.227809,0.993605,0.32996,4,14,5,38.842777,0.0314938305296005
"FPGS","Fpgs",2.019823,4.18202,5.656601,18,93,74,3.95281466666667,28.376173,28.982983,24.891304,310,254,259,1.50590366666667,1.97645852574008
"FPGT","Fpgt",16.271911,12.001483,11.515947,157,523,313,13.2631136666667,5.398356,4.701246,2.658366,118,94,95,0.445102,9.86997019356881
"FPR1","Fpr1",0,0.171635,0.242304,0,5,4,0.137979666666667,0.178908,0.04342,0.403394,1,1,2,23.4822183333333,0.0464818853901515
"FPR2","Fpr2",0.22211,0.126961,0,1,3,0,0.116357,0.423061,0.514046,0.413908,3,3,2,3.03886033333333,0.276403962470931
"FRA10AC1","Fra10ac1",7.183348,9.238259,9.211092,61,285,165,8.544233,12.40454,58.672915,41.246819,159,203,169,16.8735423333333,0.533986650323951
"FRAS1","Fras1",0.321536,4.070812,3.596515,36,241,116,2.66295433333333,1.605254,3.767312,0.946023,365,752,216,0.0576773333333333,3.46320585484168
"FRAT1","Frat1",4.003439,4.284183,4.327539,62,236,136,4.20505366666667,1.240516,0.956149,0.70357,27,17,20,27.7031406666667,0.181340910638095
"FRAT2","Frat2",1.471239,1.437508,1.246239,18,58,29,1.38499533333333,1.898143,1.563801,2.009774,54,34,48,0.069027,2.23099634839282
"FREM1","Frem1",0.678799,1.453936,1.748402,42,222,155,1.29371233333333,7.060765,7.957612,6.768185,392,360,274,17.26504,0.125579376411622
"FREM2","Frem2",0.26316,0.345237,0.427772,23,69,50,0.345389666666667,3.308026,4.25474,2.758951,798,881,626,3.47816733333333,0.300433093835559
"FREM3","Frem3",0.090808,0.178694,0.073706,4,30,7,0.114402666666667,0,0.023547,0,0,2,0,6.22806133333333,0.154177256566353
"FRG1","Frg1",19.212484,15.398563,16.635109,106,317,193,17.082052,28.909821,23.176389,27.132235,171,120,178,0,18.082052
"FRK","Frk",0.092614,0.169511,0.308346,3,19,21,0.190157,0.233994,0.530956,0.203577,49,90,38,0.042002,1.14218302843948
"FRMD3","Frmd3",1.182635,2.347053,2.677385,24,165,102,2.06902433333333,5.034781,1.945453,4.349938,315,93,287,11.0366423333333,0.2549734592374
"FRMD4A","Frmd4a",12.839019,38.305812,36.130468,293,1228,747,29.0917663333333,205.276095,319.223627,199.251979,3287,2578,2756,0.111033,27.0844937399099
"FRMD4B","Frmd4b",12.691252,8.187125,6.714266,117,596,324,9.19754766666667,5.642627,5.426188,5.610665,226,148,201,7.07632233333333,1.26264743354514
"FRMD5","Frmd5",15.145813,15.939505,15.180607,237,1057,560,15.421975,11.780941,24.454616,12.935932,575,704,579,0.032524,15.9046908352736
"FRMD6","Frmd6",4.898375,4.591541,4.587983,147,521,259,4.692633,53.445125,84.273913,55.608601,2803,3143,2800,0.11611,5.10042289738467
"FRMD7","Frmd7",0.154341,0.266225,0.361355,2,13,10,0.260640333333333,1.826441,3.096329,1.722438,71,104,66,74.663034,0.0166612448204672
"FRMD8","Frmd8",5.197284,7.495357,6.719621,161,764,339,6.470754,15.400093,14.146307,12.823102,550,374,424,24.3039143333333,0.295241040638469
"FRMPD1","Frmpd1",2.330539,3.184232,3.150588,77,402,224,2.888453,2.106748,2.252883,2.22529,74,36,63,112.735599666667,0.0341885303405106
"FRMPD4","Frmpd4",10.28988,9.14947,10.933718,563,1852,1274,10.124356,1.790688,1.351473,1.544352,225,138,170,4.405876,2.05782670560701
"FRRS1L","Frrs1l",54.151188,51.578386,60.608545,2539,8931,5974,55.4460396666667,2.558619,2.924568,2.759982,287,261,277,8.63248333333333,5.85996754038851
"FRS2","Frs2",8.981305,10.178325,10.09186,392,1607,920,9.75049666666667,3.538983,8.41607,3.526434,283,350,256,0.0735996666666667,10.0135059654452
"FRS3","Frs3",15.881986,18.419032,17.198251,95,430,222,17.166423,3.670786,3.203597,4.088058,75,50,63,3.92766933333333,3.68661567388721
"FRY","Fry",22.640485,36.486611,42.020731,927,4225,2593,33.7159423333333,18.487789,14.139726,15.115878,566,407,445,13.445212,2.40328368551
"FRZB","Frzb",1.925841,2.981669,2.239586,38,151,68,2.38236533333333,11.543109,11.574589,10.058916,448,362,347,55.0012353333333,0.0603980486001898
