"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"CORO6","Coro6",13.189542,17.726604,17.02446,165,874,407,15.980202,8.592875,10.36652,12.23552,235,365,491,51.50086,0.323427121003351
"CORT","Cort",0,0,0,0,0,0,0,1.371844,1.295343,1.318863,16,20,22,7.88852933333333,0.11250455080908
"COTL1","Cotl1",366.231036,411.111351,427.048494,336,1351,794,401.463627,81.570651,67.625687,74.608663,2013,2332,2685,0.343452,299.574251257209
"COX10","Cox10",5.291425,6.13708,6.111051,102,445,254,5.84651866666667,4.637228,5.401005,4.554327,182,285,284,0.925372666666667,3.5559446673354
"COX11","Cox11",14.245814,13.305938,12.996426,88,289,170,13.5160593333333,27.888239,39.032279,45.708561,617,892,843,62.196824,0.229696026074559
"COX14","Cox14",32.697902,22.738804,20.134574,250,803,468,25.1904266666667,42.540096,33.376068,41.801415,185,206,265,0.313295666666667,19.9425211941358
"COX15","Cox15",10.513469,12.929075,10.813523,168,634,365,11.418689,18.960924,19.304286,22.473098,644,782,839,0.0479003333333333,11.8510211371883
"COX16","Cox16",26.794531,30.995525,33.008081,77,281,156,30.2660456666667,180.166636,222.579148,184.431097,511,804,762,0.013376,30.8533512404741
"COX17","Cox17",325.593472,272.964039,253.506552,177,538,312,284.021354333333,47.240077,54.137583,48.270214,169,275,260,77.3180183333333,3.63928199919767
"COX18","Cox18",9.792277,8.821208,8.560953,32,149,89,9.058146,8.143189,6.601742,8.022297,391,471,476,1.26867833333333,4.43348263710075
"COX19","Cox19",41.421292,29.721895,25.614657,107,418,243,32.2526146666667,6.044223,4.702491,4.773311,315,377,353,0.296506333333333,25.6478613422379
"COX20","Cox20",51.108709,41.145332,37.324623,82,248,127,43.192888,73.679798,76.209201,64.157627,1400,2169,1768,16.7017063333333,2.49653266006239
"COX4I1","Cox4i1",845.294121,909.784735,908.663492,1858,7039,4156,887.914116,438.335464,424.289464,428.938701,2124,2826,2905,25.0936256666667,34.0663320366224
"COX4I2","Cox4i2",2.028688,1.73905,2.14951,7,23,16,1.972416,0,0,0,0,0,0,0.0564516666666667,2.81358446750206
"COX5A","Cox5a",251.646257,235.27662,245.930038,722,2533,1499,244.284305,203.012214,213.105777,268.327758,1173,1655,2141,0.0151643333333333,241.620294316881
"COX5B","Cox5b",661.627559,696.161613,706.823356,565,2251,1299,688.204176,87.286929,82.019014,87.227225,655,838,954,45.686911,14.7622569417797
"COX6A1","Cox6a1",267.356906,289.049783,294.942525,631,2502,1445,283.783071333333,346.0706,329.166703,352.05428,1740,2257,2557,0.161036333333333,245.283513665521
"COX6A2","Cox6a2",1.277061,0.923319,1.045375,4,11,7,1.08191833333333,0,0.345888,0.369934,0,1,1,0,2.08191833333333
"COX6B1","Cox6b1",954.739918,1040.673251,1062.203241,632,2481,1442,1019.20547,545.811229,533.381802,598.180102,1021,1262,1461,6.53570333333333,135.38291316316
"COX6B2","Cox6b2",3.325794,13.112778,13.343603,4,70,34,9.92739166666667,19.517961,30.853527,29.089516,110,168,238,12.868654,0.787920130292865
"COX6C","Cox6c",237.160978,299.680194,263.091411,403,2066,1041,266.644194333333,496.42801,469.128249,490.834205,1585,2055,2290,0.689454666666667,158.420465262558
"COX7A1","Cox7a1",8.607903,14.698817,12.578373,9,58,28,11.9616976666667,1.703131,0.461107,0.250596,5,2,1,75.5147546666667,0.169401283754143
"COX7A2","Cox7a2",430.468309,405.890567,430.290627,582,2065,1243,422.216501,745.696327,715.232543,632.380392,1263,1654,1568,11.468171,33.9437517339151
"COX7A2L","Cox7a2l",125.061872,128.560772,133.50153,579,2338,1346,129.041391333333,90.860793,97.223464,84.116913,1143,1640,1652,38.1051233333333,3.32543104965701
"COX7B","Cox7b",448.784584,445.460467,495.150254,530,2043,1132,463.131768333333,159.766026,137.258092,138.330551,1089,1352,1410,0,464.131768333333
"COX7C","Cox7c",287.606775,248.167722,243.500603,162,501,286,259.758366666667,967.234193,892.330322,945.490538,1885,2390,2660,66.6466596666667,3.85471164358404
"COX8A","Cox8a",360.259352,367.993501,426.973773,813,3072,2022,385.075542,206.394197,209.043578,226.235596,878,1228,1404,2.70145,104.303865242
"COX8C","Cox8c",0,0,0,0,0,0,0,0.198429,0.289618,0.957189,1,2,7,19.1199883333333,0.0497018180842219
"CP","Cp",19.034871,14.290361,14.746305,157,581,298,16.0238456666667,4.390805,0.217781,0.186848,130,2,4,41.5613856666667,0.399983351105964
"CPA1","Cpa1",0,0,0,0,0,0,0,0,0,0,0,0,0,1.47035166666667,0.404800666032029
"CPA2","Cpa2",4.65578,4.525905,4.186988,11,42,24,4.45622433333333,0.054642,0.04006,0,1,1,0,104.836116666667,0.0515535197735745
"CPA3","Cpa3",0,0,0,0,0,0,0,0,0,0,0,0,0,8.82404666666667,0.10179104740952
"CPA4","Cpa4",0.056006,0.102931,0.077921,1,7,3,0.0789526666666667,3.544021,0.279792,0.097876,74,5,6,117.777957666667,0.0090837785719013
"CPA5","Cpa5",0,0.036068,0,0,1,0,0.0120226666666667,0.04805,0,0,1,0,0,1230.956983,0.000821475652666248
"CPA6","Cpa6",0.304353,0.395824,0.303043,6,44,19,0.334406666666667,0,0,0,0,0,0,8.94254033333333,0.134211843445376
"CPB2","Cpb2",0,0,0.108465,0,0,1,0.036155,0.192782,0.124969,0.072501,18,15,9,10.502128,0.0900837653693299
"CPD","Cpd",22.756409,25.569372,23.533819,833,3217,1816,23.9532,11.945445,6.404383,6.513329,1084,1168,1306,34.960259,0.693910463770575
"CPE","Cpe",784.737904,741.68199,797.043021,4965,19203,11201,774.487638333333,270.025949,227.757076,233.257812,5729,6787,7226,13.0469023333333,55.2070214436602
"CPEB1","Cpeb1",36.189294,39.654385,29.463872,242,1168,629,35.102517,28.707552,23.136085,22.780659,1171,1243,1340,3.97337333333333,7.25916085125321
"CPEB2","Cpeb2",13.591649,20.17007,18.859858,458,2011,1127,17.5405256666667,12.340708,8.191042,9.146538,1120,1049,1134,103.840103666667,0.176845739542716
"CPEB3","Cpeb3",19.958477,20.848003,21.999494,497,2191,1312,20.9353246666667,3.298949,4.015981,3.753629,401,667,658,30.53213,0.69564995027823
"CPEB4","Cpeb4",29.65665,32.419365,35.310485,984,3735,2333,32.4621666666667,12.735364,11.484943,10.164598,1205,1597,1521,2.06767566666667,10.9079871220632
"CPLANE1","Cplane1",5.338761,51.587768,5.799779,264,1242,704,20.9087693333333,26.582915,19.215877,14.031696,689,824,697,97.26872,0.222947539495104
"CPLANE2","Cplane2",4.297354,6.266692,8.938665,8,41,29,6.50090366666667,14.867058,14.009644,13.452683,92,109,142,1.52391266666667,2.97193471300777
"CPLX1","Cplx1",379.678322,311.229767,292.273539,3801,15595,8394,327.727209333333,12.091442,19.69927,30.066771,227,536,1042,31.042652,10.2590512587202
"CPLX2","Cplx2",90.259728,101.425404,113.429105,3057,13059,8236,101.704745666667,34.673157,38.710084,44.062079,2465,3986,4503,3.234913,24.2519139511642
"CPLX3","Cplx3",0,0.375639,1.837066,0,7,18,0.737568333333333,0.097253,0.118522,0.347702,3,5,15,0,1.73756833333333
"CPLX4","Cplx4",0,0,0,0,0,0,0,0,0.070758,0.060876,0,3,3,0,1
"CPM","Cpm",7.073029,4.487258,4.454209,170,584,302,5.33816533333333,0.811052,1.082266,0.209153,29,17,31,0.062313,5.96638216169183
"CPN1","Cpn1",0,0.045843,0.234992,0,2,6,0.0936116666666667,0,0,0,0,0,0,20.4106163333333,0.0510780096023703
"CPN2","Cpn2",0,0,0,0,0,0,0,0.062366,0.045504,0.10022,3,3,7,85.838349,0.0115156496123619
"CPNE1","Cpne1",12.567696,14.118433,12.511025,155,558,303,13.065718,105.451004,121.033616,93.335899,656,1081,912,0.0196296666666667,13.7949281585569
"CPNE2","Cpne2",9.251316,20.567156,19.076217,94,428,299,16.2982296666667,6.675367,15.072046,10.768912,177,471,367,788.198633,0.0219187273562683
"CPNE3","Cpne3",4.115341,4.056686,4.730799,157,571,379,4.300942,33.315103,24.829956,28.133898,1764,1647,1962,57.388454,0.0907875039815235
"CPNE4","Cpne4",4.128721,6.225712,5.235668,72,358,181,5.19670033333333,10.776705,55.644214,47.512087,304,1731,1587,60.404031,0.10091683285961
"CPNE5","Cpne5",3.614894,4.417887,4.721493,44,225,95,4.25142466666667,3.219393,1.556748,5.009582,69,79,230,4.65198333333333,0.929129538598545
"CPNE6","Cpne6",9.582279,13.472432,12.303766,129,714,360,11.786159,0.235531,0.545781,0.562322,4,7,4,12.2124363333333,0.967736659418529
"CPNE7","Cpne7",0.581599,1.715872,2.030387,9,127,55,1.44261933333333,78.940354,73.39193,78.892436,767,1078,1117,2.317392,0.736307115147481
"CPNE8","Cpne8",13.594426,15.215335,16.846029,76,276,155,15.2185966666667,2.722361,29.753169,14.671331,50,641,477,27.7269583333333,0.564577581743049
"CPNE9","Cpne9",33.562538,26.729459,37.0642,218,946,497,32.4520656666667,16.792161,12.120935,20.985925,312,366,608,0.144005333333333,29.2411798196745
"CPOX","Cpox",28.026238,30.913046,28.547763,292,1088,601,29.162349,11.814689,9.795196,12.731904,326,410,500,52.4955693333333,0.563828918467192
"CPPED1","Cpped1",10.582437,9.813818,10.659439,181,632,387,10.351898,5.818327,6.150132,3.88665,252,418,306,342.430527666667,0.0330544231962342
"CPQ","Cpq",10.924117,11.158267,13.277258,129,476,301,11.7865473333333,6.296645,2.313109,3.395785,93,58,73,0.319055333333333,9.69371565408173
"CPS1","Cps1",0.131311,0.131679,0.183516,5,19,15,0.148835333333333,0.52734,0.646115,0.191516,6,7,6,11.1212696666667,0.0947784650392372
"CPSF1","Cpsf1",106.689006,101.78343,87.19039,235,996,591,98.5542753333333,49.574088,58.940265,44.112603,904,1583,1288,7.963378,11.1067808736096
"CPSF2","Cpsf2",8.8423,8.273762,9.542972,349,1224,800,8.88634466666667,22.114414,18.433989,12.798912,744,877,816,0,9.88634466666667
"CPSF3","Cpsf3",85.075379,127.600322,137.58585,256,954,604,116.753850333333,18.527503,23.717712,16.954774,336,541,511,1.91760166666667,40.3598104836107
"CPSF4","Cpsf4",5.789059,6.700071,5.534577,69,293,132,6.00790233333333,30.523546,33.320154,20.507133,364,550,399,0.861534,3.76458465616708
"CPSF6","Cpsf6",42.71353,30.320995,31.191132,782,3012,1714,34.7418856666667,117.360847,74.553572,122.593931,1571,2094,1668,0.308344333333333,27.3184090426756
"CPSF7","Cpsf7",21.619274,24.544886,23.768945,399,1726,959,23.311035,46.113063,52.191134,32.886287,741,1127,918,1.836912,8.56954145916405
"CPT1A","Cpt1a",12.361586,12.032786,16.384072,275,961,584,13.5928146666667,2.274025,2.089741,2.88453,168,240,273,44.5698133333333,0.320229853914989
"CPT1B","Cpt1b",3.422532,3.381451,2.098939,23,71,42,2.96764066666667,42.353935,38.274071,27.316428,578,807,639,0.852651,2.14160177317081
"CPT1C","Cpt1c",15.247635,20.92679,22.250369,241,1195,665,19.4749313333333,108.111609,96.958929,88.92212,1092,1541,1257,0.255252666666667,16.3114023790164
"CPT2","Cpt2",6.04408,9.400328,8.526442,53,285,159,7.99028333333333,3.425658,3.882254,3.528288,146,220,215,39.145174,0.223944311048031
"CPTP","Cptp",19.008596,17.661651,22.097158,116,571,339,19.589135,6.195171,7.581322,8.562544,181,313,405,14.655307,1.3151537047469
"CPVL","Cpvl",0.112625,0.059261,0.052314,1,2,1,0.0747333333333333,1.561985,1.683457,2.320862,18,26,33,8.093631,0.118185280811739
"CPXCR1","Cpxcr1",0,0,0,0,0,0,0,0,0,0,0,0,0,1.21373166666667,0.451725931854132
"CPXM1","Cpxm1",1.624033,3.386561,2.097017,16,116,60,2.36920366666667,20.106644,21.028126,20.380285,746,1074,1100,1.44177266666667,1.37981873278402
"CPXM2","Cpxm2",2.884838,1.825814,0.937236,13,55,25,1.88262933333333,0.541401,0.088441,0.109291,28,5,9,0.0247256666666667,2.81307419839521
"CPZ","Cpz",0.207342,0.054966,0.065028,3,3,2,0.109112,1.227514,0.369679,0.699824,17,12,15,7.792298,0.126145860843206
"CR1L","Cr1l",19.468427,11.76831,12.707829,139,440,275,14.6481886666667,1.137671,0.4171,0,2,1,0,20.6237756666667,0.723656631842909
"CR2","Cr2",13.865968,0.181188,0.334734,5,16,9,4.79396333333333,0.307561,0.591994,0.555974,5,11,13,6.309656,0.792645144085212
"CRABP1","Crabp1",0.49313,1.56176,1.843369,2,24,16,1.29941966666667,52.252865,94.242909,56.552619,356,896,589,0.806201666666667,1.27306917555349
"CRABP2","Crabp2",2.454205,2.030081,2.079041,12,38,22,2.18777566666667,25.830704,21.844618,36.509864,242,224,469,0.0724193333333333,2.9725085771797
"CRACR2A","Cracr2a",0.330454,0.387798,0.204758,6,39,23,0.30767,0.103517,0.218456,0.123765,9,10,9,44.8507443333333,0.0285201476881877
"CRACR2B","Cracr2b",5.436837,3.916023,6.11718,28,47,38,5.15668,3.446667,4.904266,4.52724,59,111,115,9.029277,0.613870770545075
"CRADD","Cradd",3.305434,2.747988,2.992974,14,89,60,3.01546533333333,7.383271,8.711968,4.921941,101,123,82,24.8743173333333,0.155191160470166
"CRAT","Crat",60.575948,67.178878,53.533081,188,931,491,60.4293023333333,31.112025,38.508158,38.872773,973,1268,1454,0.470943333333333,41.7618414940072
"CRB1","Crb1",0.663866,0.270718,0.758567,11,41,23,0.564383666666667,0.119136,0.080828,0.169814,8,10,6,7.88593833333333,0.176051600628184
"CRB2","Crb2",0.361142,0.448283,0.412414,16,73,38,0.407279666666667,0.461776,0.037182,0.023397,37,4,3,2.42392333333333,0.411013778540602
"CRB3","Crb3",0.429205,0.961244,1.094602,3,18,12,0.828350333333333,0.628776,0.560892,0.590697,12,9,13,1.198399,0.831673564868494
"CRBN","Crbn",32.903729,33.784129,34.01237,390,1540,886,33.5667426666667,40.707808,48.568051,33.548401,635,876,766,16.7484126666667,1.94759629020721
"CRCP","Crcp",25.984955,18.164333,18.277823,88,342,213,20.809037,18.434543,13.114424,11.859498,550,664,587,1.94502666666667,7.40537844592239
"CREB1","Creb1",9.123732,9.630386,9.708714,466,1627,974,9.48761066666667,33.23718,26.733477,28.731162,721,879,797,3.33329833333333,2.42023739422511
"CREB3","Creb3",70.442435,80.409495,82.093018,173,712,398,77.648316,20.755787,21.699049,17.516845,449,642,549,0.787334666666667,44.0031279350034
"CREB3L1","Creb3l1",0.730193,1.008195,1.228164,12,61,42,0.988850666666667,12.683274,7.935699,10.534343,264,228,302,2.59766633333333,0.55281687694032
"CREB3L2","Creb3l2",1.900752,2.533073,2.226004,93,470,234,2.219943,3.238059,2.221898,1.92827,357,360,323,8.91401166666667,0.324787090056212
"CREB3L3","Creb3l3",0.06751,0.141302,0.129488,1,8,3,0.112766666666667,0.232085,0,0.06684,1,0,4,15.8444173333333,0.0660614519722578
"CREB3L4","Creb3l4",0.240621,0.167303,0,2,6,0,0.135974666666667,2.599211,3.475755,4.703848,44,65,86,11.458009,0.091184286884579
"CREB5","Creb5",3.379328,3.853998,3.385803,78,316,193,3.53970966666667,5.250861,6.043684,5.995402,464,492,551,48.0385806666667,0.092574246745124
"CREBBP","Crebbp",14.295374,24.301951,28.620752,382,1477,1038,22.4060256666667,29.512604,36.540592,18.125406,1081,1670,1154,63.5324076666667,0.362701881317791
"CREBL2","Crebl2",25.024804,19.382239,17.403452,429,1495,823,20.6034983333333,9.559476,8.831723,7.549132,573,720,643,28.524618,0.731711358071875
"CREBRF","Crebrf",22.303879,21.473281,23.952009,506,1933,1086,22.5763896666667,1.627654,0.849562,0.804086,122,120,139,0,23.5763896666667
"CREBZF","Crebzf",39.659433,38.917097,37.398185,285,972,614,38.6582383333333,23.816322,24.889517,23.879584,868,1275,1018,0,39.6582383333333
"CREG1","Creg1",45.387125,35.804642,42.299924,275,827,547,41.163897,12.685716,22.492918,20.93843,358,867,882,4.14457133333333,8.19580374497026
"CREG2","Creg2",6.796928,6.830891,6.767741,288,1076,604,6.79852,13.81208,21.349043,21.25106,933,1899,2100,17.8366093333333,0.41400869243488
"CRELD1","Creld1",18.437374,26.866831,26.667576,232,1036,571,23.9905936666667,78.448812,81.090097,86.481703,863,1195,1365,22.904605,1.04543010297249
"CRELD2","Creld2",9.306923,7.558387,6.632102,75,232,115,7.83247066666667,13.91143,12.673913,10.290465,253,320,323,20.6948976666667,0.407122024836162
"CREM","Crem",9.292605,9.654818,10.431233,53,195,131,9.79288533333333,34.678364,34.930099,51.581046,364,571,690,2.19952466666667,3.37327773896414
"CRH","Crh",5.399954,3.266349,4.078149,43,93,66,4.24815066666667,1.459108,4.250294,2.289634,24,97,60,70.3882133333333,0.0735156466539014
"CRHBP","Crhbp",2.293877,1.887764,1.825863,25,77,42,2.00250133333333,1.698183,4.312441,1.950062,24,73,34,2.893773,0.771103331738479
"CRHR1","Crhr1",14.49063,15.571874,16.277757,232,941,555,15.4467536666667,70.398424,25.040733,4.582297,176,41,100,13.0011106666667,1.17467492816998
"CRHR2","Crhr2",0.375788,0.295333,0.57983,3,20,16,0.416983666666667,0.471898,0.366536,0.293431,23,7,17,4.38835333333333,0.262971557173311
"CRIM1","Crim1",13.027731,21.869471,23.889569,351,1522,858,19.5955903333333,6.891315,5.455496,2.884887,293,269,149,0.122861333333333,18.3420603434559
"CRIP1","Crip1",11.242976,14.626628,17.175196,16,82,52,14.3482666666667,0.688749,0.364666,0,8,3,0,5.547155,2.3442650535487
"CRIP2","Crip2",31.955602,26.068497,25.985884,108,444,261,28.0033276666667,85.837819,86.573282,99.808484,1217,1690,2187,2.42741166666667,8.4621663480751
"CRIP3","Crip3",1.101812,0.728202,1.121707,1,10,9,0.983907,4.596274,4.772262,5.836784,31,41,57,13.3764886666667,0.137996630888034
"CRIPT","Cript",46.079298,43.305591,43.780809,238,847,505,44.388566,5.383682,4.594649,4.966059,375,434,439,0.0395323333333333,43.6624860474117
"CRISP2","Crisp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.545176666666667,0.647175188166186
"CRISPLD1","Crispld1",0.746921,0.891159,0.567805,9,70,31,0.735295,7.485423,4.305234,4.484035,197,143,193,0,1.735295
"CRISPLD2","Crispld2",1.129273,1.235254,0.977625,32,128,54,1.11405066666667,0.371785,0.271817,0.420985,24,13,18,0,2.11405066666667
"CRK","Crk",41.766506,37.319177,41.568414,1014,3357,2093,40.2180323333333,18.563963,23.317803,20.048179,970,1693,1520,0.211414,34.0247284027866
"CRKL","Crkl",20.027815,18.908781,19.398229,563,2172,1300,19.4449416666667,10.973691,11.23203,10.350445,931,1301,1301,2.729068,5.4825875169524
"CRLF1","Crlf1",0.452169,1.011752,0.468283,4,18,7,0.644068,15.513901,4.880883,6.530672,100,37,49,2.38986133333333,0.484995649772891
"CRLF2","Crlf2",3.41881,4.455749,5.453081,29,84,54,4.44254666666667,0.244642,0.841812,1.211645,4,24,36,114.342758333333,0.0471858549709558
"CRLF3","Crlf3",7.650249,10.811044,10.6077,104,368,205,9.68966433333333,10.007245,8.415801,7.83743,177,258,249,0.0109356666666667,10.5740302630533
"CRLS1","Crls1",12.524023,10.415143,9.752555,112,386,216,10.8972403333333,12.585935,16.393654,17.812556,247,435,464,10.2254653333333,1.05984384433536
"CRMP1","Crmp1",48.875465,54.759247,57.024425,647,2704,1683,53.5530456666667,223.06914,280.191666,222.150345,10349,17775,15112,79.7556586666667,0.675532174059084
"CRNKL1","Crnkl1",10.594342,6.619311,6.381541,123,456,275,7.86506466666667,4.64325,5.11126,3.601068,197,283,222,9.00571133333333,0.886000442280732
"CROCC","Crocc",3.43462,5.814192,5.549552,93,451,232,4.932788,14.927041,17.827691,14.61025,325,479,471,0.473265,4.02696595656586
"CROT","Crot",12.631776,10.01925,12.124263,237,696,457,11.591763,3.662978,6.11261,4.037011,125,242,190,4.56944133333333,2.26086643998524
"CRP","Crp",0.19598,0.087133,0.046302,2,3,1,0.109805,0,0,0,0,0,0,16.7521986666667,0.0625164815265324
"CRPPA","Crppa",4.391911,5.143839,4.277971,63,262,118,4.60457366666667,1.159995,1.130223,1.100945,60,89,71,6.57455966666667,0.739920723224439
"CRTAC1","Crtac1",23.738948,30.440538,22.626847,190,882,450,25.602111,32.859039,41.562625,102.104969,712,1376,3655,0,26.602111
"CRTAM","Crtam",17.522491,13.382396,15.944504,319,936,628,15.6164636666667,0.168622,0.11,0.128033,4,4,5,10.430842,1.45365176656861
"CRTAP","Crtap",1.831526,4.416755,4.433177,18,113,64,3.560486,17.956646,10.495253,10.616865,468,490,503,42.268577,0.105399491182712
"CRTC1","Crtc1",13.382589,26.631375,26.032274,549,2762,1666,22.0154126666667,6.90376,7.399095,7.452561,419,808,711,312.491693,0.0734163398283943
"CRTC2","Crtc2",12.706027,15.226933,14.830011,113,530,305,14.2543236666667,86.448097,60.424995,36.674179,275,338,325,48.5893483333333,0.307612908403817
"CRTC3","Crtc3",8.036502,6.793505,6.331309,121,518,342,7.053772,7.689043,10.801446,5.869732,419,619,524,3.371446,1.84235879843878
"CRX","Crx",0.060739,0.056177,0.024788,1,4,1,0.0472346666666667,0.047916,0.244847,0.315199,1,11,8,0.0414366666666667,1.00556730926189
"CRY1","Cry1",44.330035,54.869606,65.039138,198,653,544,54.7462596666667,14.814475,10.061709,7.551655,353,455,378,12.3683586666667,4.17001526190849
"CRY2","Cry2",17.22187,20.325722,20.795178,459,2051,1188,19.44759,14.189381,19.384553,13.45824,714,1084,1006,0.0377726666666667,19.7033422220281
"CRYAA2","Cryaa",0,0.223136,0,0,3,0,0.0743786666666667,0,0.09685,0,0,2,0,0.041541,1.03152796353352
"CRYAB","Cryab",181.917094,172.042075,159.236621,633,2208,1156,171.065263333333,0.271128,0.332738,0.405666,5,9,10,34.5818033333333,4.83576567835563
