"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"NECTIN2","Nectin2",3.661044,5.040959,4.728135,17,145,82,4.47671266666667,45.496248,46.418102,45.620562,1083,906,811,0.281996333333333,4.27201897873343
"NECTIN3","Nectin3",9.32722,5.982477,6.645547,126,515,306,7.31841466666667,2.461546,2.055659,1.140372,101,81,60,0,8.31841466666667
"NECTIN4","Nectin4",2.484877,3.256665,3.502667,54,266,161,3.081403,0.068817,0.04153,0.013947,4,3,1,0.022974,3.98974265230592
"NEDD1","Nedd1",5.668893,3.313217,3.059396,34,138,83,4.01383533333333,5.656921,1.831078,1.680461,154,113,94,5.23829133333333,0.803719330410667
"NEDD4","Nedd4",137.857553,132.256182,136.519096,3523,13051,8002,135.544277,40.825868,23.891001,21.05508,356,289,186,0,136.544277
"NEDD4L","Nedd4l",46.813643,52.453975,62.412188,435,1745,1093,53.8932686666667,26.856451,20.413226,14.658301,479,374,298,0.108158,49.5355975110649
"NEDD8","Nedd8",158.316409,148.453102,169.77388,265,902,560,158.847797,464.773798,500.278798,404.205833,1227,1119,1018,52.8864973333333,2.96637942546547
"NEDD9","Nedd9",2.717604,2.5983,2.785407,82,297,173,2.700437,0.829083,0.952683,0.419005,69,58,31,26.0919216666667,0.136588206828936
"NEFH","Nefh",95.448149,91.970046,85.462013,2418,8423,4455,90.9600693333333,0.239387,0.327183,0.155118,20,25,12,0.00813333333333333,91.2181616188335
"NEFL","Nefl",218.272322,207.359324,182.839662,5016,17701,8827,202.823769333333,0.975447,0.517933,0.65777,66,36,45,0.0122026666666667,201.366560319936
"NEFM","Nefm",167.831537,160.345082,149.941247,3735,13484,7121,159.372622,0.438543,0.160015,0.440625,12,8,11,0.117582333333333,143.499603757754
"NEGR1","Negr1",70.344862,36.280556,42.472835,1310,4319,2795,49.6994176666667,0.064235,0.180449,0.364224,13,11,12,0.138697,44.5240636154013
"NEIL1","Neil1",1.804906,2.825455,2.851048,18,108,63,2.493803,12.441645,11.849586,7.041654,216,191,130,0,3.493803
"NEIL2","Neil2",0.49805,0.874741,0.892023,8,54,26,0.754938,4.860595,3.451734,2.654942,137,124,107,22.82334,0.0736646498769694
"NEIL3","Neil3",0.049588,0.047722,0.049851,1,4,2,0.0490536666666667,0.982841,0.661089,0.528595,41,30,22,1.87642433333333,0.364707548364735
"NEK1","Nek1",7.501328,7.987076,7.757457,200,910,497,7.74862033333333,2.101337,2.132383,1.549301,195,158,120,52.489135,0.163558829906921
"NEK10","Nek10",0.134687,0.095538,0.161897,5,24,19,0.130707333333333,1.733132,1.323766,1.512005,69,46,41,4.92629733333333,0.190794904429365
"NEK11","Nek11",0.291189,0.477495,0.682712,3,27,21,0.483798666666667,0.421747,0.18045,0.047909,6,2,2,0.879434666666667,0.789492017457732
"NEK2","Nek2",2.164785,1.286958,2.511578,41,99,88,1.98777366666667,5.894034,5.207409,4.696916,149,128,99,0.301149333333333,2.29625730892278
"NEK3","Nek3",1.531062,1.897951,2.009619,19,75,55,1.81287733333333,60.286007,16.328015,10.088522,198,181,151,1.218811,1.26774084558502
"NEK4","Nek4",7.778022,5.180846,6.68578,183,495,302,6.548216,5.321638,3.38134,4.569997,191,128,134,0,7.548216
"NEK5","Nek5",0.279049,1.047817,0.390896,4,15,12,0.572587333333333,0.267543,0.256481,0.162408,18,18,11,4.58189833333333,0.281729841610038
"NEK6","Nek6",11.295977,15.789377,14.152111,98,579,345,13.7458216666667,5.293883,2.75189,3.103732,200,139,121,116.903470333333,0.125066901126639
"NEK7","Nek7",16.24382,13.436201,14.958505,421,1349,831,14.8795086666667,26.272293,20.255684,16.56145,1294,1263,1051,7.085712,1.96389738673189
"NEK8","Nek8",3.973352,1.219169,2.195526,26,85,57,2.46268233333333,0.535144,0.581978,0.480235,34,35,17,3.88388133333333,0.709002143377221
"NEK9","Nek9",13.357237,13.553772,13.052996,490,1876,1023,13.321335,26.846885,19.837595,11.615167,1352,1061,928,82.496086,0.171521033932058
"NELFA","Nelfa",5.638309,5.977647,6.126595,94,373,218,5.91418366666667,7.834178,5.281857,4.92262,208,179,165,0,6.91418366666667
"NELFB","Nelfb",42.237407,42.42609,46.901122,302,1026,625,43.854873,9.099079,7.35828,6.354314,508,380,330,0,44.854873
"NELFCD","Nelfcd",16.521235,18.865052,16.210765,167,706,386,17.1990173333333,17.534902,16.270957,12.890059,454,389,311,0.999238666666667,9.10297386538476
"NELFE","Nelfe",22.61618,19.529953,19.571365,64,297,171,20.5724993333333,27.714635,22.063424,21.055797,581,466,423,0.0119173333333333,21.3184403732584
"NELL1","Nell1",12.054897,12.337195,14.096795,246,966,610,12.829629,0,0,0.09224,0,0,1,0.354564333333333,10.2096509258943
"NELL2","Nell2",53.718689,48.851803,55.422546,1047,3707,2383,52.664346,0.905689,1.530108,0.301355,32,27,15,0.0450943333333333,51.3488058334766
"NEMF","Nemf",21.222098,21.281033,21.461527,631,2302,1384,21.3215526666667,29.89817,16.855176,11.382509,628,416,336,0,22.3215526666667
"NEMP2","Nemp2",1.740137,3.046042,1.402501,36,147,63,2.06289333333333,1.439866,0.159334,0.51046,41,19,20,12.150452,0.232911639336301
"NENF","Nenf",22.180964,38.832677,37.221752,75,465,254,32.745131,10.479978,8.780637,9.784112,161,126,142,0,33.745131
"NEO1","Neo1",18.146042,18.70136,22.026815,669,2674,1684,19.624739,7.459327,5.707426,5.356929,362,317,222,1.46170833333333,8.3782220341565
"NEPRO","Nepro",5.503052,2.074705,2.424594,37,127,76,3.334117,7.252635,5.917536,5.370923,333,339,257,0.0335686666666667,4.1933517721448
"NES","Nes",2.171901,2.063233,2.613522,90,319,228,2.28288533333333,96.504428,76.068154,71.520035,12238,8952,8488,0,3.28288533333333
"NET1","Net1",17.794331,17.664961,12.896019,141,580,221,16.118437,3.080357,1.401752,2.056198,121,83,74,1.020996,8.47029731874778
"NETO1","Neto1",8.271727,12.4638,7.470089,118,641,295,9.401872,0,0,0,0,0,0,5.73612833333333,1.54419148289188
"NETO2","Neto2",19.783047,18.226025,19.909592,687,2233,1381,19.3062213333333,4.946056,6.773489,5.600436,154,176,127,9.536475,1.92723100784022
"NEU1","Neu1",16.079737,23.483477,23.264039,231,1045,567,20.9424176666667,9.660908,8.712431,7.294471,425,367,302,0.035047,21.1994408627499
"NEU2","Neu2",0.105272,0.552548,0.728598,1,16,16,0.462139333333333,0,0,0,0,0,0,3.283955,0.34130595053714
"NEU3","Neu3",1.330468,1.504702,1.413333,30,127,67,1.41616766666667,5.559378,4.043394,3.168158,515,388,360,1.719948,0.888313918746486
"NEU4","Neu4",2.353988,1.938332,2.034571,49,175,99,2.10896366666667,0.094393,0,0.103709,4,0,4,0,3.10896366666667
"NEURL1B","Neurl1b",0.095151,0.225776,0.215977,4,35,19,0.178968,2.779895,2.366699,1.859275,400,310,248,0,1.178968
"NEURL2","Neurl2",0.354631,1.318923,1.516013,2,28,18,1.063189,7.814728,9.349784,5.581068,126,98,75,7.44882466666667,0.244198344905883
"NEURL3","Neurl3",0.176688,0.439336,0.519019,3,28,17,0.378347666666667,0,0,0,0,0,0,31.978043,0.0417959205968246
"NEURL4","Neurl4",46.711372,43.848048,46.375271,554,2227,1315,45.644897,16.185662,10.598964,11.356411,528,327,331,44.0527323333333,1.03534002454916
"NEUROD1","Neurod1",69.27301,57.583379,72.459825,1201,3674,2640,66.438738,0,0.026038,0,0,1,0,0.235422666666667,54.5875835206736
"NEUROD2","Neurod2",17.558103,11.648088,16.148509,373,889,700,15.1182333333333,0.047091,0.050295,0.064503,3,3,4,3.52248333333333,3.5640227161331
"NEUROD4","Neurod4",0.045331,0.073838,0.043229,1,6,2,0.0541326666666667,0,0,0,0,0,0,0,1.05413266666667
"NEUROD6","Neurod6",2.572869,1.971262,2.359792,35,100,68,2.30130766666667,0,0,0,0,0,0,0,3.30130766666667
"NEUROG1","Neurog1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NEUROG2","Neurog2",0,0.060525,0,0,3,0,0.020175,0.020789,0.044747,0.022011,1,2,1,0.214155333333333,0.840234335749462
"NEUROG3","Neurog3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.041931,0.959756452202689
"NEXMIF","Nexmif",1.812912,2.155981,2.25898,142,618,377,2.07595766666667,0.005208,0,0,1,0,0,0.198947333333333,2.56554861181003
"NEXN","Nexn",42.404845,28.984337,31.530633,126,296,200,34.306605,119.063093,76.705301,67.412633,3385,2684,2256,0,35.306605
"NF1","Nf1",13.233701,18.081123,19.151609,844,3482,1980,16.8221443333333,14.096304,12.244546,6.825561,789,557,433,0.0142373333333333,17.5719663905095
"NF2","Nf2",46.306966,40.152247,47.598859,494,1816,1049,44.686024,5.182182,4.862675,3.859989,623,550,424,0,45.686024
"NFAM1","Nfam1",0.752149,0.466055,0.682508,17,44,39,0.633570666666667,0.024294,0.032562,0.327366,3,4,4,2.99611533333333,0.408789669567428
"NFASC","Nfasc",79.632224,232.644273,307.123072,1793,8210,4790,206.466523,0.377994,0.187329,0.550096,24,18,20,0,207.466523
"NFAT5","Nfat5",15.12249,18.527744,18.668281,584,2997,1693,17.439505,1.521659,0.896945,0.600353,323,187,149,3.02665966666667,4.57935522901157
"NFATC1","Nfatc1",1.115697,1.577742,2.313764,32,153,96,1.66906766666667,1.650417,1.138282,0.655138,46,47,29,0.036126,2.57600684344053
"NFATC2","Nfatc2",5.877177,6.078625,4.970019,125,495,231,5.64194033333333,1.542038,1.278855,1.020691,255,203,161,0.008785,6.58409902341265
"NFATC2IP","Nfatc2ip",2.221394,2.930158,2.417095,35,124,85,2.52288233333333,11.652251,11.089276,6.909805,638,550,474,0.923988333333333,1.83103102669541
"NFATC3","Nfatc3",3.867404,4.344221,4.800165,145,625,387,4.33726333333333,3.94492,3.412712,2.624735,460,435,327,12.0443566666667,0.409162634058611
"NFATC4","Nfatc4",0.553332,1.183652,0.723153,4,35,26,0.820045666666667,4.814475,3.626137,3.555584,108,63,86,0,1.82004566666667
"NFE2","Nfe2",0,0,0.178716,0,0,1,0.059572,0.179737,0.196677,0.284468,6,7,6,0.0722673333333333,0.988160290872736
"NFE2L1","Nfe2l1",122.924621,129.278465,138.221052,1714,7717,4359,130.141379333333,149.931222,78.557315,70.072119,6281,4714,3844,6.76401666666667,16.8909193480179
"NFE2L2","Nfe2l2",8.006971,9.411745,8.93843,125,558,298,8.78571533333333,40.700938,25.586816,21.041686,1040,834,601,0.112397,8.79696307463372
"NFE2L3","Nfe2l3",2.01523,2.213363,2.431172,33,114,78,2.21992166666667,0.372751,1.381388,1.971956,19,22,8,0.127328666666667,2.85624038656576
"NFIA","Nfia",8.378295,11.795914,14.044544,481,1936,1246,11.406251,2.028158,1.122888,0.837852,218,194,158,0.0382893333333333,11.9487416481212
"NFIB","Nfib",12.71321,18.208118,24.427449,732,2684,1834,18.4495923333333,5.368674,2.653147,2.605468,440,379,286,0.0402593333333333,18.6968688577015
"NFIC","Nfic",52.430888,70.691645,86.991071,1009,4593,2745,70.037868,8.178297,6.083537,4.210873,1060,830,715,26.604497,2.57341649804378
"NFIL3","Nfil3",4.531462,4.436418,5.125782,58,216,141,4.69788733333333,4.629932,3.847612,3.882771,190,155,155,0,5.69788733333333
"NFIX","Nfix",50.625981,126.619218,88.178586,1238,4410,3030,88.474595,4.273426,1.282925,0.650399,90,70,46,8.016221,9.9237357868668
"NFKB1","Nfkb1",6.777866,7.936183,7.966855,124,548,311,7.56030133333333,2.645106,2.073345,1.618908,200,146,119,20.1832786666667,0.404106534594362
"NFKB2","Nfkb2",0.97492,1.050501,1.918141,22,90,50,1.31452066666667,12.574454,9.751884,8.232033,195,166,138,10.272259,0.205328911149634
"NFKBIA","Nfkbia",18.185686,22.404133,18.970703,151,576,258,19.8535073333333,20.908728,8.76934,16.07035,142,133,97,0.136259333333333,18.3527709930069
"NFKBIB","Nfkbib",12.48148,10.631096,10.450464,93,293,153,11.18768,4.91555,5.343445,4.422568,179,174,156,1.63660333333333,4.62249282852559
"NFKBID","Nfkbid",1.067655,0.779206,1.489161,10,32,33,1.11200733333333,2.458911,2.40251,3.422247,34,33,29,2.701646,0.570558971153193
"NFKBIE","Nfkbie",2.323193,2.231569,3.169107,37,134,109,2.574623,3.714624,3.462567,2.179716,65,56,34,0.112659333333333,3.21268414591109
"NFKBIL1","Nfkbil1",2.128184,3.55256,4.842179,19,101,82,3.507641,5.816527,5.000595,4.162933,150,129,113,0.0540296666666667,4.27657886922221
"NFKBIZ","Nfkbiz",34.431613,4.611807,1.345174,26,102,61,13.4628646666667,7.675366,4.574074,3.159453,195,114,109,0,14.4628646666667
"NFRKB","Nfrkb",2.943796,5.233607,5.148923,101,608,364,4.44210866666667,3.933623,2.328754,2.223006,324,177,170,0.08599,5.01119592875318
"NFS1","Nfs1",25.320598,24.3716,22.541875,205,797,440,24.0780243333333,15.014916,20.679217,12.710229,388,385,284,0.571086666666667,15.9622157487599
"NFU1","Nfu1",28.382935,26.046901,29.876864,143,470,269,28.1022333333333,37.03992,36.272956,34.65524,372,365,333,10.2137176666667,2.59523506819163
"NFX1","Nfx1",25.951139,26.102209,25.004793,543,2001,1169,25.686047,11.601254,6.36172,8.655424,674,491,418,1.83580666666667,9.41039010651878
"NFYA","Nfya",10.129738,7.469758,6.314926,113,396,243,7.971474,3.557835,1.535416,1.659445,237,120,127,79.8275653333333,0.110995227469757
"NFYB","Nfyb",13.775426,12.436915,12.271901,162,502,292,12.8280806666667,9.009166,11.292311,6.350175,189,241,196,3.13329066666667,3.34553792168177
"NFYC","Nfyc",37.597376,38.163795,35.767832,274,962,619,37.1763343333333,109.845286,85.11715,69.595709,1061,947,835,0.0486313333333333,36.4058684113324
"NGB","Ngb",1.313069,2.747131,2.142587,13,102,45,2.06759566666667,0,0,0,0,0,0,0,3.06759566666667
"NGDN","Ngdn",14.668858,33.628368,53.035666,78,292,189,33.7776306666667,11.454082,13.295137,10.681044,159,152,128,0.0691723333333333,32.527619339196
"NGEF","Ngef",10.380966,12.239026,9.111668,170,584,302,10.57722,1.01102,0.913535,0.988367,29,16,16,2.08295933333333,3.75522955324959
"NGF","Ngf",0.796785,0.386596,0.488796,5,8,7,0.557392333333333,0.362259,0.126808,0.448812,6,2,7,4.31440266666667,0.293051247904437
"NGFR","Ngfr",1.150637,1.957352,1.826656,27,173,91,1.64488166666667,0.166366,0.263523,0.233979,13,19,17,36.1531946666667,0.0711885395158123
"NGLY1","Ngly1",13.936247,11.046456,15.083036,140,618,390,13.3552463333333,11.390978,13.342994,11.991123,379,344,282,1.579251,5.56566473496892
"NGRN","Ngrn",18.845427,20.012286,18.073065,162,680,349,18.976926,49.593711,45.457895,38.364099,1463,1257,1085,0.0514743333333333,18.9989668475027
"NHEJ1","Nhej1",1.040283,13.569269,1.679203,6,31,21,5.429585,2.657353,2.988171,1.866172,91,81,65,7.31478933333333,0.773270944367081
"NHLH1","Nhlh1",0,0.032959,0.058332,0,2,2,0.0304303333333333,0.10885,0.07711,0.05786,6,4,3,0.00119,1.02920557869469
"NHLH2","Nhlh2",2.834888,3.45477,4.132779,53,236,154,3.47414566666667,0,0,0,0,0,0,0.430055333333333,3.12865213140937
"NHLRC1","Nhlrc1",5.224909,4.953849,3.80106,75,259,113,4.65993933333333,0.608887,0.479733,0.296969,28,21,13,0.142961,4.95199690394802
"NHLRC2","Nhlrc2",4.829495,3.312434,4.312488,177,698,401,4.15147233333333,1.804715,1.812026,1.083319,318,311,209,0.00777166666666667,5.11174555082749
"NHLRC3","Nhlrc3",2.874398,2.456807,3.56944,96,320,224,2.96688166666667,4.205864,2.450059,3.122372,189,131,146,15.3211603333333,0.243051448895147
"NHLRC4","Nhlrc4",0.231404,8.904827,0.306818,3,28,9,3.147683,0.152876,0.120702,0.063908,7,5,3,0.0102026666666667,4.1057929629962
"NHP2","Nhp2",11.385422,10.114994,10.116279,61,195,110,10.5388983333333,41.300685,40.146608,40.193347,474,404,374,1.31705233333333,4.97999038145736
"NHSL1","Nhsl1",5.923236,5.858867,7.455098,228,1028,637,6.41240033333333,5.387207,4.491669,3.452478,590,502,415,0.031616,7.18523203724383
"NHSL2","Nhsl2",3.956789,6.615051,9.064236,310,1653,1060,6.54535866666667,0.354447,0.306729,0.186096,74,35,33,0.054584,7.15481997324696
"NICN1","Nicn1",40.009918,35.617834,42.927838,431,1615,1010,39.51853,15.132966,8.302395,9.070651,313,281,247,0.0835626666666667,37.3938040193337
"NID1","Nid1",3.873813,6.307732,3.912557,137,603,307,4.698034,16.7105,12.457578,11.19851,2081,1487,1304,0,5.698034
"NID2","Nid2",1.414193,2.020882,1.976107,21,89,43,1.80372733333333,71.791198,59.076598,54.599069,2205,1574,1368,6.35911933333333,0.38098680104748
"NIF3L1","Nif3l1",11.030701,13.041263,12.699479,125,546,320,12.2571476666667,15.254527,17.359595,14.592361,213,202,162,0.106601666666667,11.9800539489518
"NIFK","Nifk",25.515612,19.905788,28.21933,112,380,228,24.54691,21.893437,21.842324,25.39012,196,205,174,4.05786933333333,5.05092328732889
"NIM1K","Nim1k",2.260075,2.477961,2.763674,63,261,165,2.50057,0.381991,0.354635,0.021922,6,6,1,8.56253633333333,0.366071288827173
"NIN","Nin",6.989548,2.892806,4.326228,96,375,223,4.736194,4.77503,2.974191,1.661693,281,187,169,0.533512,3.74056023037316
"NINJ1","Ninj1",7.190239,9.765618,8.823648,47,236,119,8.59316833333333,6.391425,6.594516,5.822358,157,152,135,34.8537983333333,0.267563515701893
"NINJ2","Ninj2",2.077029,2.588811,2.448122,9,43,23,2.37132066666667,2.379842,0.957321,1.187489,26,15,17,7.921363,0.377893004316343
"NINL","Ninl",3.384456,1.946357,2.358131,59,141,81,2.56298133333333,18.038177,13.961128,17.535783,569,354,330,3.147493,0.859068679159515
"NIP7","Nip7",21.26755,15.516744,18.208802,111,294,195,18.331032,4.285773,4.737125,3.494509,113,106,79,0.0734523333333333,18.0082816905082
"NIPA1","Nipa1",17.020791,20.558595,18.807539,355,1582,821,18.7956416666667,2.586365,1.763591,1.586784,287,227,178,0.319712333333333,14.9999671645614
"NIPA2","Nipa2",9.719891,13.38434,14.527651,159,633,435,12.5439606666667,11.740885,10.795833,9.565302,461,458,375,0.839413,7.36319720838478
"NIPAL1","Nipal1",0.034995,0.046954,0.049707,1,5,3,0.0438853333333333,0.292939,0.401974,0.191294,27,15,14,0,1.04388533333333
"NIPAL2","Nipal2",8.466302,6.318286,5.012893,135,489,278,6.59916033333333,6.428071,5.02755,2.391494,267,277,187,0,7.59916033333333
"NIPAL3","Nipal3",23.523332,24.092563,26.772486,580,2493,1539,24.796127,4.348167,3.002738,2.541292,482,327,257,0.081092,23.8611764771176
"NIPAL4","Nipal4",1.658158,2.887404,2.092974,38,251,103,2.21284533333333,3.240084,2.655764,1.921617,214,162,125,0.0192196666666667,3.15225994788824
"NIPBL","Nipbl",6.407992,7.252278,8.382902,428,1807,1183,7.347724,18.047091,18.432093,20.540781,620,443,325,0,8.347724
"NIPSNAP1","Nipsnap1",35.545606,35.589019,34.700318,227,896,501,35.2783143333333,21.144017,18.181647,16.445978,793,683,610,0,36.2783143333333
"NIPSNAP2","Nipsnap2",121.245864,194.555178,196.214303,529,1798,1107,170.671781666667,374.016859,232.466103,256.671531,2023,1873,1797,2.71345666666667,46.2296445270669
"NIPSNAP3B","Nipsnap3b",7.384867,5.416001,6.971707,35,140,85,6.59085833333333,8.364677,8.006345,7.601957,233,208,182,0,7.59085833333333
"NISCH","Nisch",195.151615,223.0551,238.486966,1820,7751,4477,218.897893666667,21.747596,14.784979,9.84932,1487,1067,876,0.008626,218.017276638384
"NIT1","Nit1",13.340348,20.384548,18.209273,121,534,269,17.3113896666667,46.795657,31.231594,50.233112,342,316,292,3.146555,4.41604890485395
"NIT2","Nit2",9.36005,5.052119,6.385495,30,118,84,6.93255466666667,22.585947,23.572999,17.122318,539,496,378,3.25943166666667,1.86235049355176
"NKAIN1","Nkain1",28.611552,36.091594,39.227394,161,782,483,34.6435133333333,0.0163,0.138506,0.035251,1,4,2,0,35.6435133333333
"NKAIN2","Nkain2",35.491701,51.049682,29.502593,191,818,464,38.6813253333333,0,0.144038,0.018051,0,2,1,0.0743496666666667,36.935205142708
"NKAIN3","Nkain3",0.438403,0.735167,0.718187,13,83,46,0.630585666666667,0.111239,0.129395,0.092338,22,24,22,6.08480833333333,0.230152403558318
"NKAIN4","Nkain4",75.645827,72.722957,81.563098,97,361,227,76.6439606666667,0.076182,0,0.104911,2,0,1,1.59308266666667,29.9427247980782
"NKAP","Nkap",9.227696,6.22413,7.392015,127,428,303,7.61461366666667,5.899402,5.238252,4.28303,175,161,134,0.0209113333333333,8.43816048014617
"NKAPL","Nkapl",0.449047,0.211076,0.15983,4,7,3,0.273317666666667,0.069677,0,0,2,0,0,0.813788666666667,0.702020963118452
"NKD1","Nkd1",4.95946,7.968586,6.190805,73,374,186,6.37295033333333,0.175082,0.432616,0.546573,54,46,41,0.195570333333333,6.166889665769
"NKD2","Nkd2",0.844483,1.229374,1.576392,23,85,63,1.21674966666667,1.326502,0.195801,0.694593,20,5,9,2072.12089433333,0.00106928142624288
"NKG7","Nkg7",0,0,0,0,0,0,0,0,0.159958,0,0,1,0,0,1
"NKIRAS1","Nkiras1",43.682558,45.248791,43.823124,392,1570,833,44.251491,11.464309,8.181106,8.251709,273,262,225,0.888907333333333,23.9564377783135
"NKIRAS2","Nkiras2",7.351758,7.175918,7.108996,57,243,133,7.212224,27.476342,19.368747,16.725893,1225,955,781,0.0234673333333333,8.02392390312409
"NKPD1","Nkpd1",0.257959,0.288292,0.239587,4,17,8,0.261946,0.034668,0.047791,0.028178,4,5,3,0,1.261946
"NKRF","Nkrf",13.814501,13.651102,12.705752,303,1112,585,13.3904516666667,1.234841,0.755473,0.968678,62,50,64,2.92741566666667,3.66410201721285
"NKTR","Nktr",29.752943,39.074618,27.786493,501,2751,1317,32.2046846666667,9.419458,4.079469,4.297538,790,474,362,0,33.2046846666667
"NLE1","Nle1",6.162265,8.730312,10.224485,31,189,102,8.372354,1.771912,2.271847,1.178294,91,87,60,22.3449186666667,0.401472977217198
"NLGN1","Nlgn1",9.051616,8.412057,9.243742,271,972,603,8.90247166666667,1.215341,0.399872,0.406499,60,39,26,0.101544666666667,8.98962335919802
"NLGN2","Nlgn2",77.958369,98.512194,105.65612,1107,4557,2612,94.0422276666667,1.990929,1.705568,0.916075,147,95,95,7.603891,11.0464239570988
