"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"PANK3","Pank3",12.846579,12.218335,13.769294,639,2217,1425,12.944736,43.024939,32.902308,43.080581,2424,2338,1812,8.28601833333333,1.50169162922537
"PANK4","Pank4",13.806472,15.112458,13.902685,188,745,424,14.2738716666667,17.665119,15.410619,23.685401,265,293,236,16.6723016666667,0.864283099890497
"PANX1","Panx1",4.616493,8.127613,7.512681,42,198,103,6.75226233333333,15.310073,16.588048,17.472142,535,641,429,0,7.75226233333333
"PANX2","Panx2",54.632669,72.909803,58.353158,727,2978,1474,61.96521,4.425442,5.196207,5.270818,152,202,123,8.22958866666667,6.82210359248224
"PANX3","Panx3",0,0,0,0,0,0,0,0.095208,0,0,2,0,0,0,1
"PAOX","Paox",2.706255,2.457573,2.13135,41,170,93,2.431726,1.201717,2.374885,2.601025,11,16,16,0,3.431726
"PAPLN","Papln",0.211204,0.324771,0.31808,6,35,19,0.284685,0.708053,0.49227,2.15478,17,20,22,0,1.284685
"PAPOLA","Papola",106.590589,107.919769,112.499253,618,2200,1281,109.003203666667,52.87168,53.639251,61.228533,1187,1373,1001,0,110.003203666667
"PAPOLB","Papolb",0.06931,0.084449,0.033078,2,9,2,0.062279,0.017506,0.032431,0.073802,1,2,3,0,1.062279
"PAPOLG","Papolg",5.05079,5.022638,4.456635,123,420,226,4.84335433333333,9.113998,6.480047,7.432655,301,334,237,42.7908236666667,0.133437872231238
"PAPPA","Pappa",0.343463,0.680072,0.498932,26,192,80,0.507489,4.678116,3.323955,3.763295,284,489,178,0,1.507489
"PAPSS1","Papss1",26.821177,27.410194,26.007405,435,1702,935,26.7462586666667,169.347316,109.418904,167.588026,1794,1584,1529,0,27.7462586666667
"PAPSS2","Papss2",1.929826,2.998197,3.014172,47,264,145,2.64739833333333,2.139387,3.923268,0.921119,37,60,32,7.84441733333333,0.412395548046655
"PAQR3","Paqr3",6.296544,10.836661,8.371926,43,206,124,8.50171033333333,24.859703,37.426597,32.761754,895,1147,721,0,9.50171033333333
"PAQR4","Paqr4",32.640372,43.879873,42.176961,450,1837,1005,39.5657353333333,11.632219,11.636992,13.078132,311,335,250,38.4022023333333,1.02952964380409
"PAQR5","Paqr5",3.032471,3.05857,2.120713,32,119,64,2.73725133333333,0.015067,0.069791,0.072256,1,5,3,0,3.73725133333333
"PAQR6","Paqr6",16.785423,16.735544,17.98417,145,577,361,17.168379,2.158909,2.911482,4.719334,48,58,71,0,18.168379
"PAQR7","Paqr7",20.197863,24.898819,26.224371,377,1705,954,23.7736843333333,7.020392,8.475977,8.68574,253,336,224,0,24.7736843333333
"PAQR8","Paqr8",67.387951,52.011377,54.951659,2378,6824,4051,58.1169956666667,3.830012,3.81115,5.101277,241,262,230,0,59.1169956666667
"PAQR9","Paqr9",6.512918,7.541971,8.407551,375,1606,1016,7.48748,1.327114,1.315718,1.796305,164,176,158,0,8.48748
"PARD3","Pard3",13.214786,20.16633,19.633638,144,544,350,17.6715846666667,15.385499,10.791952,12.331059,619,472,302,18.4355463333333,0.960692555096513
"PARD3B","Pard3b",0.487642,0.607448,1.679346,28,127,98,0.924812,0.108121,0.621077,0.476559,11,17,35,0,1.924812
"PARD6A","Pard6a",16.223335,21.800378,25.958937,116,574,318,21.32755,8.165092,10.688865,9.424182,115,165,93,8.63119066666667,2.31825438543909
"PARD6B","Pard6b",1.532691,1.408131,1.552856,34,117,73,1.49789266666667,1.405579,1.451887,1.727841,84,93,73,0,2.49789266666667
"PARD6G","Pard6g",3.750428,3.897146,4.805353,78,305,213,4.15097566666667,4.65483,3.742468,6.979356,125,163,147,6.756235,0.664107736120252
"PARG","Parg",11.378133,26.713956,24.197238,208,824,473,20.763109,12.355759,9.937119,14.590821,425,441,350,0,21.763109
"PARK7","Park7",110.653607,114.316452,114.80628,408,1639,888,113.258779666667,203.597599,210.965621,220.345309,1209,1355,911,0,114.258779666667
"PARL","Parl",56.790077,58.773566,52.722251,89,482,291,56.095298,24.581715,31.786236,31.206894,172,184,130,0,57.095298
"PARM1","Parm1",9.939538,10.68063,10.647902,345,1396,788,10.42269,32.715855,16.416358,17.739693,2174,1200,851,0,11.42269
"PARN","Parn",8.776276,7.592881,10.775231,109,536,304,9.04812933333333,11.400474,12.818875,13.707756,198,212,147,0,10.0481293333333
"PARP1","Parp1",21.869099,22.539756,26.037252,346,1392,831,23.4820356666667,69.584838,52.604877,76.197488,1915,1660,1564,0,24.4820356666667
"PARP10","Parp10",0.723238,1.407448,1.142421,7,53,26,1.09103566666667,2.33003,3.802828,4.259114,28,42,30,0,2.09103566666667
"PARP11","Parp11",9.123467,7.375144,4.896065,126,363,193,7.13155866666667,6.206219,6.282518,9.403522,219,257,170,0,8.13155866666667
"PARP12","Parp12",2.842829,3.58782,3.870949,55,221,134,3.433866,0.490645,0.85315,0.085296,3,8,2,0,4.433866
"PARP14","Parp14",0.427584,0.553846,0.443786,22,101,47,0.475072,0.250021,0.389576,0.350912,19,25,20,0,1.475072
"PARP16","Parp16",1.394636,1.464816,1.698132,15,88,52,1.51919466666667,3.280186,5.483125,6.316665,66,102,107,0,2.51919466666667
"PARP2","Parp2",20.984159,80.837992,57.044164,68,275,160,52.9554383333333,34.388582,33.076719,45.667132,464,516,391,33.224285,1.57652492472329
"PARP3","Parp3",3.16424,4.982598,3.882821,40,155,78,4.00988633333333,3.613492,4.221143,5.711255,68,84,50,15.6888343333333,0.300193904095918
"PARP4","Parp4",2.135215,3.621131,3.137921,69,396,264,2.96475566666667,3.398292,3.552432,5.041696,250,283,263,0,3.96475566666667
"PARP6","Parp6",52.652052,51.865647,49.900827,414,1707,991,51.472842,255.686001,243.080505,278.487626,2359,2549,1934,0,52.472842
"PARP8","Parp8",6.607291,6.431913,6.577647,125,466,250,6.53895033333333,14.651056,8.264682,12.948488,377,348,333,0,7.53895033333333
"PARP9","Parp9",1.915071,2.214067,1.258351,28,88,44,1.79582966666667,0.636812,0.399024,0.397729,27,23,14,0,2.79582966666667
"PARPBP","Parpbp",0.041247,0.500467,0.220908,1,8,2,0.254207333333333,1.997433,2.63312,2.003855,41,52,36,0,1.25420733333333
"PARS2","Pars2",1.384501,2.308482,2.079068,22,138,71,1.924017,1.098782,1.582064,1.265639,33,52,27,0,2.924017
"PARVA","Parva",30.220285,39.137342,42.62904,833,3133,1883,37.328889,21.849148,19.868678,8.64628,183,247,129,0,38.328889
"PARVB","Parvb",8.541175,14.820663,18.743514,150,591,359,14.0351173333333,33.479578,33.511796,25.483246,679,784,542,2.697247,4.06657097384441
"PARVG","Parvg",0.351277,0.488467,1.070713,6,32,16,0.636819,0.282399,0.047067,0.031505,2,3,1,2.697247,0.442712915853336
"PASK","Pask",0.377007,2.130186,0.567056,15,90,32,1.02474966666667,43.985538,32.473814,20.363281,327,319,222,0,2.02474966666667
"PATE2","Pate2",0,0.157779,0.840744,0,6,5,0.332841,0.064727,0,0.416909,1,0,2,0,1.332841
"PATE3","Pate3",0,0,0,0,0,0,0,0,0,0,0,0,0,2.697247,0.270471515698032
"PATE4","Pate4",0,0,0,0,0,0,0,0.040645,0.037469,0.462033,1,1,3,0,1
"PATJ","Patj",36.698738,36.250278,40.412659,845,3451,2088,37.787225,5.338244,5.442234,3.383143,193,218,127,0,38.787225
"PATL1","Patl1",6.000194,6.096728,5.831026,166,619,340,5.97598266666667,8.164214,5.781359,5.623976,237,285,219,0,6.97598266666667
"PATL2","Patl2",0.063576,0.049908,0.08826,1,3,3,0.067248,0.606416,0.122961,0.054125,7,4,1,0,1.067248
"PAWR","Pawr",1.702387,1.114169,1.338648,7,28,19,1.385068,3.546013,4.739486,5.472654,85,131,91,0,2.385068
"PAX1","Pax1",0,0.032419,0.056878,0,2,1,0.0297656666666667,0.030857,0.039555,0,2,3,0,0,1.02976566666667
"PAX2","Pax2",2.901578,3.678009,3.061803,72,293,133,3.21379666666667,0.657761,0.922022,0.392984,8,29,4,18.892442,0.211829028666599
"PAX3","Pax3",0.874407,1.152564,1.328273,21,100,67,1.11841466666667,0.084297,0.10294,0.221428,2,4,6,13.9249216666667,0.141938076056904
"PAX4","Pax4",0,0,0,0,0,0,0,0,0,0,0,0,0,14.7392536666667,0.0635354141421488
"PAX5","Pax5",0.071627,1.179435,0.604533,4,45,13,0.618531666666667,0.372935,0.312588,1.676362,45,26,29,0,1.61853166666667
"PAX6","Pax6",24.05181,27.206876,27.281382,215,1000,703,26.1800226666667,2.041389,1.073773,3.378145,10,20,12,0,27.1800226666667
"PAX7","Pax7",0.024348,0.200748,0.137454,1,31,12,0.12085,0.143191,0.238119,0.168186,12,22,10,0,1.12085
"PAX8","Pax8",7.443151,2.395119,4.423746,31,95,56,4.75400533333333,0.028191,0.208735,0.039678,1,2,1,0,5.75400533333333
"PAX9","Pax9",0.047144,0,0.107621,1,0,0,0.0515883333333333,0.025066,0.045588,0,1,2,0,0,1.05158833333333
"PAXBP1","Paxbp1",50.059055,111.121939,64.038581,389,1664,868,75.0731916666667,13.146683,16.239182,20.658093,425,430,394,0,76.0731916666667
"PAXIP1","Paxip1",22.935235,17.348851,16.55393,177,741,394,18.9460053333333,4.543327,5.015123,6.127808,188,171,129,0,19.9460053333333
"PAXX","Paxx",35.793806,43.646836,44.630999,120,526,318,41.3572136666667,13.270426,14.9508,21.96484,100,134,112,0.340734333333333,31.5925479146627
"PBDC1","Pbdc1",5.17704,5.772491,5.400218,76,251,137,5.44991633333333,14.990075,12.984279,15.0145,177,183,133,3.28166266666667,1.50640459921021
"PBK","Pbk",0.094344,0.151414,0.640963,1,6,4,0.295573666666667,0,0,1.40668,0,0,14,2.70538366666667,0.349646293937533
"PBLD","Pbld1",0.068358,0.3754,0.064269,1,9,2,0.169342333333333,6.13323,5.851976,8.31587,79,102,89,0.438231666666667,0.813041709784817
"PBRM1","Pbrm1",13.186839,12.831741,16.00016,497,1759,1177,14.0062466666667,19.823056,16.762007,24.489564,1471,1398,1230,21.9210326666667,0.654693306575571
"PBX1","Pbx1",30.865063,16.545216,21.573567,573,1998,1251,22.9946153333333,80.925165,78.783475,86.911307,5387,5527,4523,1.72008433333333,8.8212762520966
"PBX2","Pbx2",20.209152,20.224833,20.023967,198,783,473,20.1526506666667,36.527812,31.216466,40.560485,1098,1091,916,0.123515666666667,18.8271968911871
"PBX3","Pbx3",14.75281,18.155422,15.888278,189,734,422,16.2655033333333,29.399879,35.919251,42.077662,598,918,657,0.0650476666666667,16.2110146556821
"PBX4","Pbx4",2.328264,7.207963,6.632964,10,55,34,5.38973033333333,4.091702,2.674619,3.984339,38,35,32,0.147670333333333,5.56756600545279
"PBXIP1","Pbxip1",12.070194,13.460971,13.627154,305,1343,696,13.052773,2.012686,3.047196,1.862686,55,109,55,0.331893,10.5509774433832
"PCARE","Pcare",0,0.0076,0.013489,0,1,1,0.00702966666666667,0,0.009103,0,0,1,0,1.72049833333333,0.37016367712043
"PCBD1","Pcbd1",9.837603,18.771568,13.846133,16,154,62,14.151768,36.222576,50.392273,44.628227,260,373,238,8.04707833333333,1.67476918423204
"PCBD2","Pcbd2",10.420721,9.002958,9.006684,22,73,41,9.47678766666667,6.933905,4.573831,9.387,168,181,151,0.199738,8.73256299847689
"PCBP1","Pcbp1",58.707715,61.109623,63.846135,635,2375,1410,61.2211576666667,69.129368,65.512094,75.424465,1403,1466,1085,0.0827876666666667,57.4638588729154
"PCBP2","Pcbp2",353.432284,348.738749,375.377453,1212,4532,2788,359.182828666667,203.790273,208.824791,236.567045,2632,3040,2261,24.9767366666667,13.8655918673901
"PCBP3","Pcbp3",42.071086,69.296712,82.528667,221,1088,674,64.632155,16.192985,29.486819,30.687239,246,425,291,0.187584666666667,55.2652428430366
"PCBP4","Pcbp4",636.614691,847.511169,730.157215,595,2787,1545,738.094358333333,104.470849,106.417891,137.510996,2254,2450,2211,0.200206666666667,615.805909815532
"PCCA","Pcca",112.41547,75.75103,104.939619,201,773,539,97.7020396666667,31.987598,35.670491,42.913592,315,334,227,0.472449,67.0325693227179
"PCCB","Pccb",28.478186,21.593351,21.250678,307,1056,645,23.7740716666667,18.880235,24.46382,28.540041,293,340,269,1.28098666666667,10.8611207722974
"PCDH12","Pcdh12",0.450914,0.10363,0.119726,14,9,7,0.224756666666667,1.044103,1.9487,2.455369,81,117,111,0.103433666666667,1.10995042444781
"PCDH15","Pcdh15",2.200268,3.066834,1.7882,82,331,164,2.35176733333333,1.19279,0.772315,2.744035,56,66,59,0.648189,2.03360617825585
"PCDH18","Pcdh18",1.878337,1.716317,1.552658,28,161,95,1.71577066666667,3.261599,1.713095,1.481362,139,74,59,0,2.71577066666667
"PCDH19","Pcdh19",6.405881,6.390229,9.511225,143,529,322,7.43577833333333,11.766625,24.857286,3.711387,623,543,285,0.165372666666667,7.23869589069934
"PCDH20","Pcdh20",3.478584,3.513508,3.420552,119,434,245,3.47088133333333,2.654077,1.052661,1.216288,168,72,55,0.148001,3.89449254254424
"PCDH8","Pcdh8",1.647667,1.982369,1.956475,34,172,82,1.86217033333333,4.785172,2.955657,4.557708,96,78,62,13.1134456666667,0.202797417507565
"PCDHA10","Pcdha9",1.538672,1.741526,2.22385,57,242,174,1.83468266666667,4.12698,4.964844,2.76122,275,332,136,0,2.83468266666667
"PCDHA12","Pcdha10",1.122735,0.616044,1.172817,42,86,92,0.970532,6.609325,6.478867,5.024518,477,448,259,17.6746403333333,0.105519140654222
"PCDHA4","Pcdha4",0.789993,2.132772,1.529581,23,262,107,1.48411533333333,38.045189,40.082397,44.369853,2425,2700,1813,0,2.48411533333333
"PCDHA7","Pcdha7",0.975903,1.086582,1.040186,36,151,82,1.03422366666667,0.070546,0.135857,0.059286,3,6,2,0.794749,1.13343072856799
"PCDHGA4","Pcdhga4",5.044583,3.556394,4.91477,78,356,255,4.505249,0.524104,0.132262,0,34,9,0,15.3606033333333,0.336494253166295
"PCED1A","Pced1a",3.964902,5.080347,5.211157,76,309,168,4.75213533333333,26.925284,22.507708,27.063428,276,307,217,0.596884333333333,3.60209892054382
"PCED1B","Pced1b",2.151975,3.134217,1.685867,13,63,27,2.32401966666667,0,0.134516,0.432778,0,3,2,0,3.32401966666667
"PCGF1","Pcgf1",16.923144,14.593801,15.473679,59,182,127,15.6635413333333,26.363753,50.083309,24.097273,45,76,47,0,16.6635413333333
"PCGF2","Pcgf2",4.438966,8.605493,10.164404,51,292,178,7.73628766666667,40.196029,40.616773,45.005307,576,661,483,0,8.73628766666667
"PCGF5","Pcgf5",11.195538,11.390204,7.619148,217,821,455,10.0682966666667,1.838283,1.994589,3.180516,52,69,63,0.00844533333333333,10.9756040320811
"PCGF6","Pcgf6",5.313752,6.349709,4.781819,80,344,147,5.48176,2.487326,2.911111,3.090963,59,77,59,0.408175333333333,4.60294953800734
"PCID2","Pcid2",33.660416,31.505869,28.806308,125,644,336,31.3241976666667,21.438007,16.174573,24.090184,291,295,217,0.936342333333333,16.6934312751516
"PCIF1","Pcif1",18.140002,20.17489,24.241116,460,1734,1156,20.8520026666667,8.616371,8.983392,11.579054,236,265,217,2.79553666666667,5.75728930735311
"PCK1","Pck1",0,0.015103,0,0,1,0,0.00503433333333333,0,0.016171,0,0,1,0,0.991366,0.504695939035483
"PCK2","Pck2",10.771307,16.561957,16.962662,158,604,326,14.7653086666667,3.171301,5.312329,2.148231,32,63,21,28.6810493333333,0.531157388999769
"PCLAF","Pclaf",2.7739,0.052763,0.41221,10,3,9,1.07962433333333,0.919224,1.28631,1.197378,10,11,13,8.74354,0.213436218595432
"PCLO","Pclo",17.503939,21.314086,23.540495,1650,7178,4537,20.7861733333333,17.539437,16.412495,17.129746,1351,1273,871,7.272986,2.63341112064415
"PCM1","Pcm1",21.301529,19.364968,21.591047,917,3227,2049,20.7525146666667,100.149453,88.949725,89.620922,1424,1534,1095,8.06258166666667,2.40025585056797
"PCMT1","Pcmt1",85.345063,64.037167,66.155869,863,2984,1761,71.846033,197.964161,201.876889,190.195738,1978,2161,1493,0,72.846033
"PCMTD1","Pcmtd1",38.409781,40.605065,47.922672,1045,3743,2239,42.312506,10.000799,12.055919,12.565154,344,484,330,1.623027,16.5124133300953
"PCMTD2","Pcmtd2",32.795242,46.920246,40.423968,465,1881,1112,40.0464853333333,21.958393,20.660294,28.990162,545,565,501,0.542073666666667,26.6177201651197
"PCNA","Pcna",32.621882,27.230459,34.58515,228,724,482,31.4791636666667,6.571365,9.31333,10.773169,96,147,113,12.9768973333333,2.32377493316829
"PCNP","Pcnp",80.4049,78.616116,83.7651,848,3077,1854,80.9287053333333,67.321016,130.377364,81.116479,1014,1065,880,12.3319813333333,6.14527603098954
"PCNT","Pcnt",5.551772,11.530204,13.518047,235,887,612,10.2000076666667,22.29216,18.330703,26.512024,842,922,766,3.380835,2.55659198912232
"PCNX2","Pcnx2",8.668919,10.964513,10.426216,392,1628,961,10.0198826666667,69.662534,70.134228,72.01314,1321,1260,892,0.291321666666667,8.53380141534578
"PCNX3","Pcnx3",15.574021,21.36695,21.400985,231,1229,709,19.4473186666667,20.327074,43.782297,35.348472,532,550,476,37.024536,0.537740123026529
"PCNX4","Pcnx4",8.741791,8.083929,9.158807,252,879,565,8.661509,56.905577,44.640452,57.665556,1188,1175,925,7.26038566666667,1.16961960250686
"PCOLCE","Pcolce",5.120266,5.566267,9.119104,37,177,114,6.601879,21.849377,21.949656,36.923673,101,116,104,35.964283,0.205654712685757
"PCOLCE2","Pcolce2",5.623267,7.286919,7.487312,78,298,144,6.799166,30.663325,19.961027,25.165105,239,146,121,0.307900666666667,5.96311799417999
"PCP2","Pcp2",393.270883,330.071052,406.181029,715,2242,1574,376.507654666667,0.729787,1.250897,0,5,5,0,0,377.507654666667
"PCP4","Pcp4",529.781301,395.491892,470.859038,1486,4182,2822,465.377410333333,39.164602,49.304178,42.492885,158,215,121,5.451829,72.2860773795048
"PCP4L1","Pcp4l1",82.479319,80.697959,75.932102,793,2922,1557,79.7031266666667,1.113572,0.847837,2.09301,18,15,24,0,80.7031266666667
"PCSK1","Pcsk1",7.013847,7.84004,6.191876,208,682,428,7.01525433333333,105.306311,77.580719,33.542411,7041,5543,1633,6.493019,1.06969625104825
"PCSK1N","Pcsk1n",60.647366,56.848626,53.507824,815,2643,1424,57.001272,91.076386,120.485586,104.436606,510,919,349,6.672782,7.55935356953971
"PCSK2","Pcsk2",25.962464,28.464775,28.766166,827,3421,1960,27.731135,20.320517,21.339906,24.035795,709,922,817,22.429076,1.22630252255787
"PCSK4","Pcsk4",0.711644,1.83612,1.310947,7,57,21,1.286237,5.093545,3.701283,6.677373,38,44,33,0.017525,2.24686076509177
"PCSK5","Pcsk5",0.627071,0.671323,0.545219,20,98,45,0.614537666666667,1.850641,1.535234,1.772681,127,61,53,0.225685,1.31725334540821
"PCSK7","Pcsk7",9.778472,23.27497,16.284762,82,465,261,16.446068,43.094864,35.162687,46.674001,1040,1070,763,0.084172,16.0916053910265
"PCSK9","Pcsk9",0.041443,0.033375,0.039464,1,3,2,0.038094,0.195829,0.065305,0.034387,2,3,1,8.87443833333333,0.105129422551122
"PCTP","Pctp",0.900643,1.005503,1.097916,16,68,42,1.001354,3.996981,2.864629,5.30843,100,85,85,3.15750033333333,0.481383966214956
"PCYOX1","Pcyox1",39.843053,42.910612,41.982665,616,2325,1346,41.5787766666667,45.897321,44.896537,42.929259,1970,2183,1383,3.60001833333333,9.25621890637392
"PCYOX1L","Pcyox1l",6.187672,6.745488,7.934523,76,327,200,6.95589433333333,13.255956,14.914142,13.652572,483,608,361,26.891176,0.285247718967939
"PCYT1A","Pcyt1a",14.506122,12.690924,13.806854,397,1506,903,13.6679666666667,24.046428,23.124861,22.732107,595,611,410,0.302382333333333,11.262412189764
"PCYT1B","Pcyt1b",27.272565,27.931413,19.869857,337,1374,751,25.0246116666667,4.207006,3.065618,6.585221,222,243,221,0.0502713333333333,24.7789412513719
"PCYT2","Pcyt2",43.258702,52.652888,55.292002,345,1558,832,50.4011973333333,25.285046,31.327271,26.066019,614,718,432,0.491098,34.4720449851944
"PDAP1","Pdap1",59.881477,42.190917,39.913808,403,1159,638,47.328734,163.358665,185.612768,150.424703,681,912,645,0,48.328734
"PDC","Pdc",0,0,0,0,0,0,0,0.150942,0.199026,0.407368,2,3,4,0,1
"PDCD1","Pdcd1",0,0.043154,0,0,2,0,0.0143846666666667,0,0,0.404379,0,0,3,13.5367303333333,0.0697807996300681
"PDCD10","Pdcd10",46.011574,35.098899,43.441672,214,695,448,41.5173816666667,66.564521,28.565086,45.891792,255,268,200,16.8419043333333,2.38300692977224
"PDCD11","Pdcd11",3.827965,4.111027,4.304906,169,701,422,4.08129933333333,11.195719,13.028789,15.088733,739,839,602,0.446063333333333,3.5138843619113
"PDCD1LG2","Pdcd1lg2",0,0.051967,0,0,2,0,0.0173223333333333,0.129463,0.239568,0.090999,4,8,2,48.2510136666667,0.020655865891789
"PDCD2","Pdcd2",53.584477,28.680948,39.142395,93,197,142,40.4692733333333,36.037459,40.737987,40.248682,540,597,475,18.2654136666667,2.1525244176347
"PDCD2L","Pdcd2l",14.346505,21.091226,23.212371,45,208,111,19.550034,23.464483,23.79659,30.449259,89,103,79,0.863462666666667,11.0278753460404
"PDCD4","Pdcd4",17.212453,21.062644,24.466266,229,1000,655,20.9137876666667,24.522871,27.069866,41.381913,200,240,229,24.417589,0.862150523665587
"PDCD5","Pdcd5",21.498696,20.17818,22.734075,41,140,84,21.470317,154.20064,216.916278,124.759447,430,499,335,7.25564033333333,2.72181394691734
"PDCD6","Pdcd6",36.377212,39.409484,41.018811,235,840,513,38.935169,41.760519,47.220596,43.177979,479,552,364,0.9905,20.0628831951771
"PDCD6IP","Pdcd6ip",29.358938,38.227052,39.363832,607,2328,1288,35.6499406666667,41.733173,42.77024,48.223765,883,993,670,0,36.6499406666667
"PDCD7","Pdcd7",10.277663,7.423557,8.541431,102,351,231,8.74755033333333,12.943289,18.665932,25.162841,161,193,114,3.49206766666667,2.16994735089698
"PDCL","Pdcl",15.656778,14.721966,15.608302,229,731,463,15.3290153333333,7.577234,7.09985,10.26397,168,193,162,0.0689863333333333,15.275233016699
"PDCL2","Pdcl2",0,0,0,0,0,0,0,0,0,0,0,0,0,1.869,0.348553502962705
"PDCL3","Pdcl3",34.52257,34.283584,33.410695,141,534,308,34.072283,13.485456,14.473015,14.617644,148,168,109,130.564182,0.266579265472118
"PDE10A","Pde10a",16.871472,11.482959,15.999923,363,1678,998,14.7847846666667,5.874833,7.874129,5.685085,497,587,398,2.09717666666667,5.09650767957484
"PDE11A","Pde11a",1.273856,1.483477,1.038096,22,101,50,1.265143,0.326881,0.979727,0.606487,39,56,41,0.315297333333333,1.72215281107542
"PDE12","Pde12",2.410489,2.618129,2.7149,130,513,303,2.58117266666667,5.651978,6.982653,6.720159,480,579,408,3.54528366666667,0.787887605988068
"PDE1A","Pde1a",3.463201,4.419221,3.749443,72,318,165,3.87728833333333,1.58638,0.997591,2.42171,100,66,105,44.8461163333333,0.106383892975188
"PDE1B","Pde1b",19.882848,24.454485,22.980769,362,1786,933,22.4393673333333,4.747355,5.447288,6.248562,168,217,123,16.7211333333333,1.32267879781955
"PDE1C","Pde1c",7.616363,8.668539,8.64665,363,1453,842,8.31051733333333,1.744699,1.513598,2.08721,153,158,130,156.671530333333,0.0590500854126929
"PDE2A","Pde2a",0,0.000674,1.367049,0,0,83,0.455907666666667,60.294206,99.661109,96.854443,981,1689,1200,1.765073,0.526534983585123
"PDE3A","Pde3a",2.224548,1.792578,2.106482,189,559,374,2.04120266666667,0.134821,0.119538,0.303637,22,17,36,0.0816443333333333,2.81164757484977
"PDE3B","Pde3b",5.079387,7.305282,7.815812,144,470,337,6.73349366666667,5.601049,4.752444,6.270684,430,399,340,0,7.73349366666667
"PDE4A","Pde4a",14.231171,17.135226,16.652045,377,1583,824,16.0061473333333,3.239841,3.825499,4.429259,151,208,169,0.238029666666667,13.73646188877
"PDE4C","Pde4c",0.510911,0.446232,0.306262,10,36,13,0.421135,12.42242,12.596029,9.466879,201,198,90,0.047126,1.35717669124824
