"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"BHLHE41","Bhlhe41",2.903062,3.948687,7.212645,262,301,299,4.68813133333333,65.68356,38.29971,28.73065,44.2379733333333,0.125737978830764
"BHMT","Bhmt",0.013828,0,0,1,0,0,0.00460933333333333,1.3584,1.79616,4.0638,2.40612,0.294942436946829
"BHMT2","Bhmt2",0.064919,0.013449,0,5,1,0,0.0261226666666667,9.37627,13.31924,8.97969,10.5584,0.0887772240679217
"BICC1","Bicc1",1.647192,1.769087,2.041795,286,277,244,1.819358,1.22587,1.4922,1.3983,1.37212333333333,1.18853769548239
"BICD1","Bicd1",1.367323,1.06934,1.507263,107,95,93,1.314642,5.3342,5.30559,17.0636,9.23446333333333,0.226161541119727
"BICD2","Bicd2",7.879015,7.908346,8.412614,1240,1174,920,8.06665833333333,11.24821,9.50585,9.00154,9.91853333333333,0.830391597162012
"BID","Bid",0.188131,0.095169,0.140746,13,6,7,0.141348666666667,50.90683,42.05784,35.39441,42.78636,0.0260663061891116
"BIK","Bik",2.26059,0.826555,1.375934,39,16,20,1.487693,0.13253,0.3316,0.54621,0.33678,1.86095917054414
"BIN1","Bin1",1.15659,1.044202,2.19801,59,49,48,1.46626733333333,255.22992,169.08799,185.60219,203.3067,0.0120713972343214
"BIN2","Bin2",1.550104,0.681686,0.826207,11,7,7,1.01933233333333,6.56007,3.34363,1.83527,3.91299,0.411019019646556
"BIN3","Bin3",2.7927,2.982255,1.301829,49,69,46,2.358928,31.70702,21.74738,25.80296,26.41912,0.122503129203271
"BIRC2","Birc2",2.974371,3.77189,3.177084,267,266,205,3.30778166666667,14.57794,16.55233,18.83332,16.65453,0.24400432448027
"BIRC3","Birc3",3.164287,1.158631,3.391706,85,64,71,2.57154133333333,1.49093,1.7409,4.87219,2.70134,0.964931979589374
"BIRC5","Birc5",0.209228,0.179533,0.310664,10,6,8,0.233141666666667,2.86589,3.39889,4.80665,3.69047666666667,0.262903272801698
"BIRC6","Birc6",10.578723,10.195783,10.559562,1095,1016,863,10.4446893333333,28.95709,21.30525,32.53227,27.5982033333333,0.400189102788625
"BIRC7","Birc7",0,0.03087,0,0,1,0,0.01029,0.86142,0.3316,1.3983,0.863773333333333,0.542066989548085
"BIVM","Bivm",2.516604,2.780565,2.236613,111,105,92,2.51126066666667,21.23741,17.13263,20.20977,19.5266033333333,0.171059020805683
"BLCAP","Blcap",7.46722,5.825664,6.848558,398,322,302,6.713814,356.24842,263.20691,151.3002,256.91851,0.0299079503832431
"BLK","Blk",0.375025,0.492999,1.434496,12,26,31,0.767506666666667,0,0,0.34957,0.116523333333333,1.58304498786411
"BLM","Blm",0.163324,0.551407,0.098956,10,17,6,0.271229,5.53299,5.33322,5.09068,5.31896333333333,0.201176828055657
"BLMH","Blmh",5.105816,7.203872,8.784207,257,306,254,7.03129833333333,24.86533,20.28282,13.65525,19.6011333333333,0.389847403217299
"BLNK","Blnk",0.570006,0.357376,0.362601,17,18,15,0.429994333333333,5.03602,3.37126,2.27223,3.55983666666667,0.313606481518709
"BLOC1S1","Bloc1s1",30.959405,32.322268,27.811772,327,331,221,30.3644816666667,242.50735,233.86037,225.8251,234.064273333333,0.133429386022393
"BLOC1S2","Bloc1s2",3.634931,4.922469,4.207973,63,88,56,4.25512433333333,54.65071,52.47558,66.30991,57.8120666666667,0.0893545258852775
"BLOC1S3","Bloc1s3",0.355701,0.47529,0.316138,34,46,21,0.382376333333333,15.15774,12.6284,18.68039,15.4888433333333,0.0838370712479731
"BLOC1S4","Bloc1s4",0.879897,1.59218,1.306665,28,58,26,1.25958066666667,10.28739,9.42295,7.62509,9.11181,0.223459565267412
"BLOC1S5","Bloc1s5",1.229661,1.240528,1.273621,118,120,120,1.24793666666667,3.11438,4.08972,4.76295,3.98901666666667,0.450577101031934
"BLOC1S6","Bloc1s6",5.55459,7.486543,8.399096,247,273,230,7.146743,54.8495,42.96974,35.96247,44.5939033333333,0.17868053411527
"BLVRA","Blvra",3.649892,3.768421,4.826614,101,96,79,4.08164233333333,43.84978,42.41707,35.43811,40.56832,0.122247960305669
"BLVRB","Blvrb",3.513953,3.975466,3.564237,58,66,45,3.684552,75.58993,66.76198,65.02085,69.1242533333333,0.0668035918718754
"BLZF1","Blzf1",3.227451,3.46858,4.206519,227,193,172,3.63418333333333,8.03443,7.68205,5.72428,7.14692,0.568826419473044
"BMF","Bmf",0.734309,0.467835,0.68387,60,50,43,0.628671333333333,2.21982,0.4974,1.63863,1.45195,0.664235132581551
"BMP1","Bmp1",3.156224,2.971629,2.818362,303,295,217,2.98207166666667,12.67287,10.14141,8.06206,10.2921133333333,0.35264184383555
"BMP10","Bmp10",0,0,0.009595,0,0,1,0.00319833333333333,0,0,0,0,1.00319833333333
"BMP15","Bmp15",0,0,0,0,0,0,0,0.23192,0,0,0.0773066666666667,0.928240798039556
"BMP2","Bmp2",0.109485,0.089062,0.17448,12,10,13,0.124342333333333,1.29214,0.77373,1.3983,1.15472333333333,0.521803572616438
"BMP2K","Bmp2k",0.518968,0.558151,0.670484,116,106,94,0.582534333333333,3.84328,5.69245,6.1394,5.22504333333333,0.254220613189841
"BMP3","Bmp3",0,0,0,0,0,0,0,0.06626,0.3316,0.21848,0.205446666666667,0.829568016281655
"BMP4","Bmp4",7.861079,3.096564,12.435323,57,47,40,7.79765533333333,1.32527,2.37646,5.44025,3.04732666666667,2.1736953939967
"BMP5","Bmp5",0.215624,0.086391,0.148522,19,10,10,0.150179,0.06626,0,0,0.0220866666666667,1.1253243364881
"BMP6","Bmp6",1.80363,2.444,2.222208,197,215,130,2.15661266666667,10.86719,7.84785,3.34281,7.35261666666667,0.377919015398368
"BMP7","Bmp7",0.073009,0.203654,0.268723,6,24,23,0.181795333333333,29.23871,53.69145,31.35246,38.0942066666667,0.0302294235923447
"BMP8A","Bmp8a",0.017032,0,0,1,0,0,0.00567733333333333,2.45174,2.21066,3.23356,2.63198666666667,0.276894555413199
"BMP8B","Bmp8b",0,0,0,0,0,0,0,6.92452,6.85305,14.70398,9.49385,0.0952939102426659
"BMPER","Bmper",0.725278,0.62512,1.593543,46,49,55,0.981313666666667,16.83089,33.51916,56.52182,35.6239566666667,0.0540988425881893
"BMPR1A","Bmpr1a",7.442066,8.257207,8.948688,1077,983,996,8.215987,9.11121,9.42295,13.26198,10.5987133333333,0.794569771244742
"BMPR1B","Bmpr1b",0.017429,0.032215,0.020483,1,4,2,0.0233756666666667,23.12591,18.79062,9.26372,17.0600833333333,0.0566650578393418
"BMPR2","Bmpr2",3.391042,3.172537,4.129674,1448,1237,1265,3.56441766666667,12.09306,11.16384,9.02339,10.7600966666667,0.388127563577284
"BMX","Bmx",0.161103,0.217525,0.223382,15,18,12,0.20067,0.0497,0.05527,0,0.03499,1.16007884134146
"BNC1","Bnc1",0.00632,0.027439,0.017506,1,4,2,0.0170883333333333,0,0.05527,0,0.0184233333333333,0.998689150222403
"BNC2","Bnc2",0.494177,1.06987,0.370125,6,9,9,0.644724,0.7289,0.77373,0.08739,0.530006666666667,1.07497832253454
"BNIP1","Bnip1",4.286347,6.109113,5.998625,111,142,119,5.464695,7.90191,12.43497,8.78306,9.70664666666667,0.603802030763445
"BNIP2","Bnip2",17.637186,18.343011,18.706667,819,865,693,18.2289546666667,12.92136,12.35207,9.08894,11.4541233333333,1.54398299679597
"BNIP3","Bnip3",46.258984,39.592609,31.915075,1895,1462,950,39.255556,63.08272,76.51653,87.48101,75.69342,0.524889306018691
"BNIP3L","Bnip3l",35.789526,34.644414,48.184268,690,570,599,39.5394026666667,46.91446,45.78833,45.48838,46.0637233333333,0.861372619831679
"BNIPL","Bnipl",0,0,0,0,0,0,0,1.52406,2.1554,1.76972,1.81639333333333,0.355064041717658
"BOC","Boc",0.400351,0.443829,0.512576,62,66,56,0.452252,17.24504,22.05135,21.45513,20.2505066666667,0.0683396411567913
"BOD1","Bod1",20.273833,19.595858,23.003942,740,711,598,20.9578776666667,42.93866,35.37059,23.09376,33.8010033333333,0.630955304832686
"BOD1L1","Bod1l",1.805981,1.379824,2.379018,479,439,415,1.854941,26.91949,86.98954,22.74419,45.5510733333333,0.0613292196198555
"BOK","Bok",0.692495,0.572297,1.308746,24,19,37,0.857846,38.51558,32.71779,30.93734,34.0569033333333,0.0529951542592039
"BOLA1","Bola1",2.645774,3.642724,3.189899,48,65,42,3.15946566666667,36.61051,37.24965,31.02473,34.96163,0.115663991500571
"BOLA2","Bola2",12.779315,12.263186,14.305042,61,61,51,13.1158476666667,0,0,0,0,14.1158476666667
"BOLA3","Bola3",73.281553,107.715152,56.837172,613,757,499,79.277959,64.34173,45.2633,50.95048,53.5185033333333,1.47249014722891
"BOLL","Boll",0,0.07302,0,0,1,0,0.02434,0.08283,0.27633,0.87394,0.411033333333333,0.725950249226335
"BOP1","Bop1",3.034163,3.631816,3.293425,169,164,136,3.31980133333333,22.24793,18.51429,30.65331,23.8051766666667,0.174149186332477
"BORA","Bora",0.173468,0.124779,0.1844,18,10,11,0.160882333333333,2.13699,1.4093,1.13612,1.56080333333333,0.453327406373781
"BPGM","Bpgm",7.015811,6.940057,14.262333,248,239,407,9.406067,13.99814,11.71651,11.95108,12.5552433333333,0.76767836209998
"BPHL","Bphl",22.055145,19.683359,31.947038,206,169,154,24.5618473333333,15.62159,11.99284,12.03847,13.2176333333333,1.79789749348813
"BPI","Bpi",0,0,0,0,0,0,0,0.13253,3.42653,3.58314,2.38073333333333,0.295793811993453
"BPIFA1","Bpifa1",0,0,0,0,0,0,0,0,0,0,0,1
"BPIFA2","Bpifa2",0,0,0,0,0,0,0,0,0,0,0,1
"BPIFA3","Bpifa3",0,0,0,0,0,0,0,0,0,0,0,1
"BPIFB1","Bpifb1",0,0.021124,0.063133,0,1,3,0.0280856666666667,0.69577,0.63557,0.10924,0.480193333333333,0.694561746438528
"BPIFB2","Bpifb2",0,0,0,0,0,0,0,0,0,0.39327,0.13109,0.88410294494691
"BPIFB3","Bpifb3",0,0,0,0,0,0,0,0,0,0,0,1
"BPIFB4","Bpifb4",0,0,0,0,0,0,0,0,0,0,0,1
"BPIFB6","Bpifb6",0,0,0,0,0,0,0,0,0,0,0,1
"BPIFB9P","Bpifb9a",0,0,0,0,0,0,0,2.20326,0.4974,0.83024,1.17696666666667,0.459354759680902
"BPIFC","Bpifc",0,0,0,0,0,0,0,0,0,0,0,1
"BPNT1","Bpnt1",5.741813,4.543155,5.773417,165,154,134,5.352795,30.1167,25.83711,24.49206,26.81529,0.228392190050868
"BRAF","Braf",2.115611,2.259068,3.066556,298,222,219,2.48041166666667,4.78753,4.72529,8.36794,5.96025333333333,0.500040946785462
"BRAP","Brap",4.146937,3.607587,5.671318,292,243,212,4.47528066666667,9.49223,9.69928,6.46713,8.55288,0.573154971764187
"BRAT1","Brat1",0.65818,0.718119,1.03979,72,81,84,0.805363,39.87398,42.96974,56.67476,46.50616,0.0380027137533322
"BRCA1","Brca1",0.018852,0.638112,0.137459,4,9,5,0.264807666666667,2.93215,3.56469,2.14114,2.87932666666667,0.326037937855195
"BRCA2","Brca2",0.159088,0.819292,0.705855,26,42,25,0.561411666666667,0.03313,0.19343,0.0437,0.0900866666666667,1.43237387852954
"BRCC3","Brcc3",6.631823,4.966684,4.650947,229,167,156,5.41648466666667,11.91084,10.39011,11.33932,11.2134233333333,0.525363322923112
"BRD1","Brd1",2.7365,2.389386,3.02485,407,337,286,2.716912,17.79171,14.8667,13.83004,15.49615,0.225319968598734
"BRD2","Brd2",19.858674,19.129223,19.126343,648,770,566,19.3714133333333,128.66689,124.93002,141.79614,131.797683333333,0.153401872848936
"BRD3","Brd3",2.649554,1.873643,2.416509,299,263,233,2.31323533333333,20.06123,26.11344,27.3105,24.4950566666667,0.12995599016123
"BRD4","Brd4",4.821865,4.955657,4.88388,382,368,281,4.887134,20.19376,20.06175,22.21983,20.8251133333333,0.269741279694004
"BRD7","Brd7",23.195307,28.678272,23.683282,773,710,572,25.1856203333333,55.72749,64.30262,41.49012,53.8400766666667,0.477490585808201
"BRD8","Brd8",3.728589,2.434423,2.343849,281,224,185,2.83562033333333,81.22232,50.32019,65.80739,65.7833,0.0574338245239953
"BRD9","Brd9",5.25526,3.506724,4.327025,293,220,192,4.363003,34.95393,45.6778,46.14383,42.25852,0.123975646878349
"BRDT","Brdt",0.043895,0.073644,0.151579,2,6,5,0.089706,0.24849,0.96716,0.06555,0.427066666666667,0.76359852377838
"BRF1","Brf1",2.899096,3.811537,4.568576,192,221,166,3.75973633333333,51.95048,34.84555,40.17921,42.32508,0.109860993524613
"BRF2","Brf2",1.829885,1.962131,1.835531,41,38,40,1.875849,8.36575,10.36248,7.38476,8.70433,0.29634699149761
"BRI3","Bri3",30.369921,33.936797,37.241045,471,528,412,33.8492543333333,139.41812,121.44823,95.39013,118.75216,0.291011488505371
"BRI3BP","Bri3bp",6.152774,5.646551,6.599179,329,269,231,6.13283466666667,13.30237,11.90994,11.79814,12.3368166666667,0.534822877523247
"BRIP1","Brip1",0.081339,0.072493,0.110267,18,15,18,0.088033,0.61294,0.2487,0.28403,0.38189,0.787351381079536
"BRIX1","Brix1",7.398335,5.684104,5.693977,203,155,121,6.25880533333333,12.98762,13.8719,13.02165,13.2937233333333,0.507831665973666
"BRK1","Brk1",12.810022,14.502749,15.230421,387,407,334,14.181064,190.17586,204.84544,211.4707,202.164,0.0747231989919474
"BRMS1","Brms1",2.325758,2.61052,2.803511,79,82,52,2.57992966666667,27.76435,22.24478,19.02996,23.01303,0.149082796576137
"BRMS1L","Brms1l",2.549902,2.728349,3.211695,165,148,135,2.829982,13.3355,7.59915,10.02842,10.3210233333333,0.338307049392178
"BROX","Brox",6.412058,6.240495,6.933137,506,487,445,6.52856333333333,19.76305,16.99446,13.32753,16.6950133333333,0.425462427832776
"BRPF1","Brpf1",1.654146,1.49726,1.553802,201,197,176,1.56840266666667,11.62922,12.7113,7.75618,10.6989,0.219542236164654
"BRPF3","Brpf3",2.468683,4.360299,2.902807,128,126,98,3.24392966666667,19.99497,19.03932,23.57443,20.8695733333333,0.194056354094395
"BRS3","Brs3",0,0,0,0,0,0,0,0.46384,0.05527,0,0.173036666666667,0.852488271182202
"BRSK1","Brsk1",0.083804,0.121136,0.162406,8,12,5,0.122448666666667,243.96515,236.51317,511.77701,330.751776666667,0.003383399112266
"BRSK2","Brsk2",0.076576,0.055495,0.091412,2,2,2,0.0744943333333333,100.20677,75.43883,191.52311,122.38957,0.00870814553720653
"BRWD1","Brwd1",10.927707,11.540852,16.277433,912,837,687,12.9153306666667,54.08747,39.18398,50.12024,47.79723,0.285166405278879
"BRWD3","Brwd3",0.288329,0.30964,0.389159,116,91,92,0.329042666666667,1.65658,1.4093,1.11427,1.39338333333333,0.5552987054588
"BSCL2","Bscl2",2.936818,3.221027,3.1154,116,115,111,3.09108166666667,1058.17625,675.77165,790.21307,841.38699,0.00485653472243994
"BSDC1","Bsdc1",9.763344,5.299395,8.488623,505,446,389,7.850454,47.36174,50.18202,44.98586,47.5098733333333,0.182446446297324
"BSG","Bsg",200.211014,225.944678,224.534827,7152,7584,5746,216.896839666667,658.35967,848.59012,722.96368,743.30449,0.292752284305939
"BSN","Bsn",0.003464,0.001749,0,2,1,0,0.00173766666666667,19.43173,15.1154,25.12566,19.89093,0.0479508411864224
"BSND","Bsnd",0,0,0,0,0,0,0,0.26505,0.02763,0,0.09756,0.911111920988374
"BSPH1","Bsph1",0,0,0,0,0,0,0,0,0,0,0,1
"BSPRY","Bspry",0,0,0.054253,0,0,2,0.0180843333333333,42.90553,34.04419,1.90081,26.28351,0.0373150057794372
"BST1","Bst1",0.272512,0.157592,0.515184,12,5,13,0.315096,2.17013,2.68043,2.0756,2.30872,0.397463671752218
"BST2","Bst2",5.759796,11.792625,6.674498,116,216,91,8.07563966666667,61.01199,84.28148,44.63629,63.30992,0.141123479342948
"BSX","Bsx",0,0,0,0,0,0,0,0,0,0,0,1
"BTBD1","Btbd1",63.7717,67.915879,67.252177,1625,1440,1332,66.313252,33.49613,32.24803,32.11715,32.6204366666667,2.00215281756701
"BTBD10","Btbd10",1.416751,1.577981,1.941115,100,105,104,1.64528233333333,45.00939,38.68658,23.13746,35.6111433333333,0.072253475103163
"BTBD11","Btbd11",0.277375,0.296766,0.47684,23,40,30,0.350327,5.63239,3.09493,5.63689,4.78807,0.233294863400063
"BTBD16","Btbd16",0.00974,0.028714,0,1,3,0,0.012818,2.94872,0.88426,2.18484,2.00594,0.336938861055111
"BTBD17","Btbd17",0.078941,0,0,1,0,0,0.0263136666666667,3.51196,5.74772,3.88902,4.3829,0.190661848941401
"BTBD18","Btbd18",0,0,0,0,0,0,0,0.13253,0.1658,0.06555,0.121293333333333,0.891827294671629
"BTBD3","Btbd3",1.682382,2.00418,1.634206,275,303,191,1.77358933333333,14.29632,10.63881,20.75598,15.23037,0.170888854248753
"BTBD6","Btbd6",2.75413,3.43795,3.357597,157,141,125,3.18322566666667,57.50004,60.82083,53.31011,57.2103266666667,0.0718639785449294
"BTBD7","Btbd7",1.815938,2.232878,2.390429,485,525,464,2.146415,6.82513,11.85467,4.41338,7.69772666666667,0.361751423168813
"BTBD9","Btbd9",5.613254,16.129696,15.321295,188,180,158,12.3547483333333,35.13615,35.56402,27.50714,32.73577,0.395863154548817
"BTC","Btc",0.274443,0.130311,0.237451,17,10,12,0.214068333333333,0.16566,0.2487,1.11427,0.509543333333333,0.804261995349587
"BTD","Btd",1.631569,1.842637,2.429907,78,85,75,1.96803766666667,14.71047,12.26917,10.61832,12.5326533333333,0.219324148306959
"BTF3","Btf3",41.702195,46.17599,40.140252,775,781,557,42.6728123333333,290.25011,253.3142,154.49006,232.68479,0.186887697454906
"BTF3L4","Btf3l4",14.414122,17.666147,20.261953,291,298,259,17.4474073333333,26.7207,21.85792,18.30896,22.29586,0.791874922554193
"BTG1","Btg1",2.663266,2.689903,3.688361,197,200,169,3.01384333333333,22.57924,18.65246,20.93077,20.7208233333333,0.184792411951235
"BTG2","Btg2",3.407628,3.169873,4.597854,306,265,296,3.72511833333333,17.79171,13.9548,59.64614,30.4642166666667,0.150174351498766
"BTG3","Btg3",3.313581,2.738641,2.000008,68,52,53,2.68407666666667,18.80223,12.43497,14.85691,15.3647033333333,0.225123339642984
"BTG4","Btg4",0,0,0.379444,0,0,1,0.126481333333333,0.11596,0.44213,0,0.18603,0.949791601673932
"BTK","Btk",0.181158,0.114135,0.199071,14,8,11,0.164788,4.77096,4.64239,6.33604,5.24979666666667,0.186372143307062
"BTLA","Btla",0.07695,0.069746,0.10765,8,6,8,0.084782,0.18222,0.35923,0.10924,0.216896666666667,0.8914331263405
"BTN1A1","Btn1a1",0,0,0,0,0,0,0,0.16566,0.2487,0,0.13812,0.878641970969669
"BTN2A2","Btn2a2",0,0,0,0,0,0,0,9.55849,7.57152,4.56632,7.23211,0.121475539078074
"BTNL10","Btnl10",0,0,0,0,0,0,0,0,0,0,0,1
"BTNL2","Btnl2",0,0.012851,0,0,1,0,0.00428366666666667,0.77859,0.829,2.18484,1.26414333333333,0.44356011029926
"BTNL9","Btnl9",5.819444,3.514371,3.719001,831,532,396,4.35093866666667,46.30153,40.75907,34.78266,40.61442,0.128583761750534
"BTRC","Btrc",4.749706,4.047284,5.136152,146,186,123,4.64438066666667,31.44197,28.02014,30.17265,29.8782533333333,0.182794687436984
"BUB1","Bub1",0.033467,0.315583,0.299803,3,6,3,0.216284333333333,0.71233,0.22107,0.37142,0.43494,0.847620341849369
"BUB1B","Bub1b",0.274627,0.116677,0.802741,20,13,14,0.398015,0.71233,2.59753,0.06555,1.12513666666667,0.657847103166698
"BUB3","Bub3",7.643214,7.2073,7.61795,254,229,211,7.489488,28.14536,28.3241,25.9996,27.4896866666667,0.297984604019279
"BUD13","Bud13",2.140173,1.643651,1.203087,55,49,33,1.66230366666667,9.01182,7.51625,9.37297,8.63368,0.27635375751184
"BUD31","Bud31",11.616309,13.918187,14.732423,189,209,158,13.4223063333333,103.6359,111.19628,94.21032,103.014166666667,0.138657134845414
"BVES","Bves",4.167711,6.626801,6.481523,543,545,463,5.75867833333333,3.54509,4.69766,1.92266,3.38847,1.54009901704542
"BYSL","Bysl",1.78593,1.944177,1.880171,234,239,176,1.87009266666667,10.81749,5.25032,6.8167,7.62817,0.332642109122406
"BZW1","Bzw1",10.804232,12.158903,14.043346,934,949,823,12.3354936666667,28.64234,28.3241,29.67013,28.8788566666667,0.446318740219533
"BZW2","Bzw2",38.257607,35.780922,42.139438,1261,1260,1070,38.725989,21.18771,15.55753,14.26701,17.0040833333333,2.2064988405408
"C10orf90","D7Ertd443e",1.385964,0.846882,1.419542,23,16,15,1.21746266666667,12.63974,8.73211,17.63166,13.00117,0.158376954687834
"C11orf71","Gm5617",2.850535,4.227238,2.570394,31,46,20,3.21605566666667,10.86719,12.7942,8.28055,10.6473133333333,0.361976667580564
"C12orf4","D6Wsu163e",3.088677,3.170757,2.660193,97,88,54,2.973209,6.0631,4.75292,5.00328,5.2731,0.633372495257528
"C12orf45","D10Wsu102e",0.207629,0.191032,0.191124,880,751,584,0.196595,12.83853,10.80461,10.2032,11.2821133333333,0.0974258230261133
"C12orf57","Grcc10",59.773031,56.271261,68.290448,462,452,362,61.4449133333333,248.37166,314.43899,236.98964,266.600096666667,0.233351609775826
"C14orf28","Gm527",0.401941,0.438263,0.507544,6,7,6,0.449249333333333,2.83276,4.11736,3.34281,3.43097666666667,0.327072210566068
"C15orf62","Gm14137",0.058891,0.052087,0.027305,6,5,2,0.0460943333333333,2.6671,1.4093,1.83527,1.97055666666667,0.3521543100227
"C17orf67","Gm525",0,0,0,0,0,0,0,1.57375,2.12776,2.31593,2.00581333333333,0.332688656647563
"C17orf78","Gm11437",0,0,0,0,0,0,0,0.06626,0,0,0.0220866666666667,0.978390612668202
"C17orf80","D11Wsu47e",0.775738,1.021659,1.629822,37,47,37,1.14240633333333,11.71205,10.47301,7.20997,9.79834333333333,0.198401390583679
"C19orf53","D8Ertd738e",25.645199,26.754683,27.994586,354,344,273,26.798156,224.8813,209.59836,185.44925,206.64297,0.133874775534178
"C1D","C1d",10.864411,10.546492,4.922387,255,182,155,8.77776333333333,41.39804,42.6105,46.47155,43.4933633333333,0.219757793091089
"C1GALT1","C1galt1",1.592723,1.487867,1.847434,321,278,265,1.64267466666667,18.38808,17.51949,30.30374,22.0704366666667,0.114548099147379
"C1GALT1C1","C1galt1c1",2.14902,1.65397,2.245909,85,59,64,2.01629966666667,5.71522,5.41612,5.37471,5.50201666666667,0.463902173940905
"C1QA","C1qa",9.404786,12.747218,11.988503,282,371,257,11.380169,78.47239,28.407,14.72582,40.53507,0.298065442046926
"C1QB","C1qb",8.89198,11.604411,10.534712,280,347,236,10.343701,233.03169,56.84164,41.57751,110.483613333333,0.101752182772213
"C1QBP","C1qbp",39.061973,41.361649,45.75305,773,854,623,42.0588906666667,103.76843,102.04967,108.60842,104.80884,0.406949841494025
"C1QC","C1qc",7.418326,9.441462,8.105253,261,334,197,8.32168033333333,157.35893,32.52436,20.12238,70.00189,0.131287777456816
"C1QL1","C1ql1",0,0,0,0,0,0,0,28.01284,42.72104,45.31359,38.68249,0.0252000315504395
"C1QL2","C1ql2",0,0,0,0,0,0,0,7.3221,13.59557,24.33912,15.0855966666667,0.0621674172691553
"C1QL3","C1ql3",0.013155,0.024956,0,1,2,0,0.0127036666666667,0.5798,0.11053,8.78306,3.15779666666667,0.243567386251853
"C1QL4","C1ql4",0,0,0,0,0,0,0,0,0.05527,0.17479,0.0766866666666667,0.928775316867179
"C1QTNF1","C1qtnf1",5.879368,9.417646,4.113966,160,160,102,6.47032666666667,16.25109,33.29809,9.24187,19.5970166666667,0.362689742284684
"C1QTNF2","C1qtnf2",1.142457,1.204065,1.203423,32,26,18,1.183315,2.35235,1.38166,2.20669,1.98023333333333,0.732598677955865
"C1QTNF3","C1qtnf3",0,0.016301,0,0,1,0,0.00543366666666667,21.56873,15.08777,11.55781,16.0714366666667,0.0588956680271588
"C1QTNF4","C1qtnf4",0.456512,0.485823,0.275186,12,18,4,0.405840333333333,159.97633,160.8809,87.04404,135.96709,0.010264073897849
"C1QTNF5","C1qtnf5",5.647876,6.435324,8.041591,21,33,23,6.70826366666667,12.85509,46.78313,39.85149,33.1632366666667,0.225630368160862
"C1QTNF6","C1qtnf6",10.443256,4.449099,1.482576,91,82,80,5.45831033333333,12.25872,13.2916,6.96964,10.8399866666667,0.545466014038304
"C1QTNF7","C1qtnf7",1.427395,1.836953,1.548659,74,84,63,1.60433566666667,0.59637,1.93433,0.19664,0.909113333333333,1.36415980193249
"C1QTNF9B","C1qtnf9",7.506525,8.598011,8.773416,443,474,372,8.29265066666667,2.25295,6.07932,1.66048,3.33091666666667,2.14565446114179
"C1R","C1ra",1.706763,1.931663,1.72759,168,177,123,1.788672,35.76565,28.29647,35.08854,33.05022,0.0818987953675483
"C1RL","C1rl",0.162091,0.185182,0.183845,16,17,13,0.177039333333333,12.54034,7.07412,11.09899,10.2378166666667,0.104739147135639
"C1orf87","Gm12695",0,0,0,0,0,0,0,3.18064,6.41092,0.32773,3.30643,0.23221090323075
"C2","C2",0.218327,0.189966,0.175875,6,9,1,0.194722666666667,4.90349,7.51625,7.55955,6.65976333333333,0.155973835571073
"C2CD2","C2cd2",4.638296,4.451543,6.122841,303,263,197,5.07089333333333,21.86691,18.15506,22.72234,20.91477,0.277022908902687
"C2CD2L","C2cd2l",4.480398,4.283719,8.892825,163,140,121,5.88564733333333,85.24782,67.70151,46.75558,66.5683033333333,0.101906470839804
"C2CD3","C2cd3",1.03391,0.958676,1.046646,164,149,114,1.01307733333333,27.66496,25.67131,24.14249,25.8262533333333,0.075041315248893
"C2CD4C","C2cd4c",0.021288,0,0.015107,3,0,1,0.0121316666666667,5.08571,5.83062,42.12372,17.6800166666667,0.0541825890590747
"C2CD4D","C2cd4d",0.085464,0.085186,0.100768,2,3,1,0.0904726666666667,0.96082,0.5803,1.81342,1.11818,0.514815863933503
"C3","C3",28.106089,28.34064,22.300709,1096,1129,778,26.249146,40.8348,18.26559,9.59145,22.89728,1.14026140213447
"C3AR1","C3ar1",0.458467,0.377614,0.458291,64,49,46,0.431457333333333,6.36128,1.9067,3.4739,3.91396,0.291304229853994
"C4B","C4b",0.412782,0.787976,0.734978,78,100,83,0.645245333333333,1.50749,0.85663,0.6336,0.99924,0.822935382111869
"C4orf33","D3Ertd751e",2.911191,3.56972,3.808853,225,225,198,3.42992133333333,8.92899,8.87028,5.74613,7.84846666666667,0.500642823238678
"C4orf48","Gm1673",0.301913,0.293315,0,2,3,0,0.198409333333333,68.38379,97.49018,109.37311,91.7490266666667,0.0129209909408573
"C5AR1","C5ar1",0.583393,0.611596,0.9773,47,37,33,0.724096333333333,2.15356,3.50943,5.26547,3.64282,0.371346796415397
"C5orf46","Gm94",0,0,0,0,0,0,0,0.26505,0.829,0,0.364683333333333,0.732770728251975
"C6orf163","Gm136",0,0,0,0,0,0,0,1.34183,0.22107,0.80839,0.79043,0.558525047055735
"C7orf57","Gm11992",0.043112,0.144863,0.098932,3,9,5,0.0956356666666667,0.84486,2.26593,0.19664,1.10247666666667,0.521116683023038
"C8A","C8a",0,0,0,0,0,0,0,0,0.13817,0,0.0460566666666667,0.955971155163678
"C8B","C8b",0,0,0,0,0,0,0,0,0.30397,0.37142,0.22513,0.816239909234122
"C8G","C8g",0.907024,0.793823,0.569787,21,13,10,0.756878,1.47436,3.17783,2.90584,2.51934333333333,0.499206196610542
