"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"SH3GL1","Sh3gl1",1.624727,1.816256,1.796216,99,118,87,1.745733,28.62577,30.3966,48.00094,35.6744366666667,0.0748677621133194
"SH3GL2","Sh3gl2",0.391815,0.158312,0.156331,21,9,6,0.235486,70.48766,54.60334,340.48552,155.192173333333,0.0079100378311743
"SH3GL3","Sh3gl3",0.119228,0.095376,0.099152,2,3,1,0.104585333333333,111.33902,111.69368,106.22694,109.753213333333,0.009973393097037
"SH3GLB1","Sh3glb1",62.580608,65.0199,75.112562,2770,2661,2267,67.5710233333333,25.26291,22.82508,18.89887,22.3289533333333,2.93930989331426
"SH3GLB2","Sh3glb2",11.030144,9.631557,15.586173,395,342,321,12.0826246666667,171.53929,132.08704,254.5339,186.05341,0.0699405836368696
"SH3KBP1","Sh3kbp1",18.685595,22.337275,22.715633,873,963,818,21.2461676666667,23.29157,34.18236,42.08003,33.1846533333333,0.650764758376956
"SH3PXD2A","Sh3pxd2a",2.384182,2.296822,2.741513,863,772,680,2.47417233333333,25.71019,30.70056,18.02493,24.8118933333333,0.134595796149785
"SH3PXD2B","Sh3pxd2b",0.29878,0.381533,0.266515,79,93,50,0.315609333333333,7.75281,20.42099,12.47544,13.5497466666667,0.0904214598009038
"SH3RF1","Sh3rf1",0.340876,0.448163,0.743722,61,77,95,0.510920333333333,11.26477,16.0273,14.55104,13.9477033333333,0.101080433538173
"SH3RF2","Sh3rf2",2.083639,1.904371,3.435801,330,259,242,2.47460366666667,10.41991,14.56273,2.09745,9.02669666666667,0.346535233106018
"SH3RF3","Sh3rf3",0.072805,0.060119,0.08708,14,10,9,0.0733346666666667,6.34472,8.06892,13.93928,9.45097333333333,0.102701885502212
"SH3TC2","Sh3tc2",0.489997,0.50913,0.674366,76,74,69,0.557831,6.16249,4.22789,4.54447,4.97828333333333,0.260581660844668
"SH3YL1","Sh3yl1",0.09418,0.157521,0.3812,5,7,14,0.210967,42.27603,41.86441,42.99766,42.3793666666667,0.0279157372053227
"SHANK1","Shank1",0.349043,0.296316,0.337023,29,28,26,0.327460666666667,22.61237,15.1154,149.74896,62.4922433333333,0.0209074462796584
"SHANK2","Shank2",0.010975,0.003791,0,3,1,0,0.004922,27.41647,14.39693,33.38436,25.06592,0.0385530992192104
"SHANK3","Shank3",5.344282,4.413514,5.056667,562,506,374,4.93815433333333,62.30413,68.72395,78.7635,69.9305266666667,0.0837178942888624
"SHARPIN","Sharpin",12.146978,11.762457,15.121106,142,148,115,13.0101803333333,82.9286,91.68719,112.2571,95.6242966666667,0.144996453445508
"SHB","Shb",3.961656,4.788573,4.670282,128,136,95,4.47350366666667,12.77226,12.73894,6.24864,10.5866133333333,0.472398923585379
"SHBG","Shbg",0,0,0,0,0,0,0,4.40651,4.58712,1.28906,3.42756333333333,0.225857864634347
"SHC1","Shc1",3.722868,4.163487,4.900557,302,260,221,4.262304,23.4241,27.63327,22.91898,24.6587833333333,0.205087822428577
"SHC2","Shc2",0.319156,0.25712,0.285474,25,28,18,0.28725,73.03879,60.2958,128.84004,87.3915433333333,0.0145630447377262
"SHC3","Shc3",0.052939,0.040475,0.117327,6,4,6,0.070247,10.75123,11.21911,12.34435,11.43823,0.0860449597732153
"SHC4","Shc4",0.076977,0.035645,0.093703,9,4,5,0.068775,11.59609,7.23992,6.62007,8.48536,0.112676271643881
"SHCBP1","Shcbp1",0.147824,0.726554,0.15633,6,11,2,0.343569333333333,2.40205,1.7409,1.79157,1.97817333333333,0.451138729332969
"SHCBP1L","Shcbp1l",0,0.016556,0,0,1,0,0.00551866666666667,0,0,0,0,1.00551866666667
"SHD","Shd",0.05056,0.295062,0.200828,1,3,1,0.18215,1.97134,1.9896,10.94605,4.96899666666667,0.198048359886279
"SHE","She",1.121388,1.155123,1.294996,203,206,170,1.19050233333333,9.77385,7.98602,5.72428,7.82805,0.248129805940534
"SHF","Shf",0.560211,1.161096,1.342926,15,20,14,1.021411,49.11772,32.38619,23.90215,35.1353533333333,0.0559399815840554
"SHH","Shh",0,0,0,0,0,0,0,1.88851,1.71326,1.92266,1.84147666666667,0.351929689140506
"SHISA2","Shisa2",0.052849,0.020314,0.077536,5,2,5,0.050233,2.36892,2.45936,0.32773,1.71867,0.386303964806321
"SHISA3","Shisa3",0.035159,0.180552,0.074923,4,19,6,0.096878,1.9879,2.32119,0.10924,1.47277666666667,0.443581506889017
"SHISA4","Shisa4",0.608095,0.459717,0.719016,27,22,23,0.595609333333333,163.98526,166.71152,191.23908,173.97862,0.00911888168585015
"SHISA5","Shisa5",7.653867,14.457763,9.642125,262,300,182,10.584585,117.03767,102.13257,113.63355,110.934596666667,0.103494230961479
"SHISA6","Shisa6",0.076483,0.086162,0.996814,19,20,14,0.386486333333333,16.48301,6.16222,37.73219,20.1258066666667,0.0656299830444344
"SHISA7","Shisa7",0,0,0,0,0,0,0,44.24736,30.45186,23.00637,32.56853,0.029789806107089
"SHISA8","Shisa8",0,0,0,0,0,0,0,0,0.44213,6.24864,2.23025666666667,0.309572923513818
"SHISA9","Shisa9",0,0.009562,0,0,1,0,0.00318733333333333,22.13196,16.22073,16.05858,18.13709,0.0524211012924814
"SHKBP1","Shkbp1",0.893483,1.0354,2.662168,47,52,57,1.53035033333333,8.58111,9.75454,8.49903,8.94489333333333,0.254437151663769
"SHMT1","Shmt1",2.328438,5.883103,4.11518,96,129,85,4.108907,11.14881,13.1258,19.99129,14.7553,0.324265929560211
"SHMT2","Shmt2",8.118388,9.456757,9.896304,363,385,319,9.15714966666667,20.85639,16.8563,19.29214,19.00161,0.507816604096704
"SHOC2","Shoc2",5.573938,6.25963,8.748778,325,281,290,6.860782,16.61554,18.79062,28.0315,21.1458866666667,0.354954494182968
"SHOX2","Shox2",0.338509,0.012151,0.234683,6,1,3,0.195114333333333,0,0.02763,0.08739,0.03834,1.15098554744432
"SHPK","Shpk",0.150711,0.125952,0.209872,14,11,14,0.162178333333333,4.12489,6.10695,7.95282,6.06155333333333,0.164578284475654
"SHPRH","Shprh",1.53578,0.90599,1.443852,238,163,163,1.29520733333333,4.30712,5.69245,3.03693,4.3455,0.429371870420603
"SHQ1","Shq1",0.365695,0.422233,0.365142,27,24,20,0.384356666666667,4.25742,3.53706,3.97641,3.92363,0.281165860689505
"SHROOM1","Shroom1",0.027932,0.036448,0.029937,3,4,3,0.031439,34.65574,46.11993,38.80277,39.85948,0.0252435664868961
"SHROOM2","Shroom2",0.322481,0.300269,0.331136,78,59,33,0.317962,7.38837,4.83582,6.99149,6.40522666666667,0.17797726650726
"SHROOM3","Shroom3",4.824168,3.671089,4.024661,430,476,393,4.173306,6.46068,6.46619,7.79988,6.90891666666667,0.654110571401477
"SHROOM4","Shroom4",1.543313,1.767929,1.09809,428,456,220,1.46977733333333,11.13225,4.58712,9.35112,8.35683,0.263954494559945
"SIAE","Siae",1.848704,1.855571,1.938802,185,177,152,1.88102566666667,27.89688,24.40018,23.9677,25.4215866666667,0.109040600135546
"SIAH1","Siah1a",1.765673,1.748401,2.030833,106,96,88,1.84830233333333,61.39301,56.53767,52.74205,56.89091,0.0492012015933647
"SIAH2","Siah2",1.102671,1.131309,1.489036,69,78,60,1.24100533333333,11.48013,14.01007,11.97293,12.48771,0.166151654605069
"SIDT1","Sidt1",0.031807,0.166579,0.252146,4,6,7,0.150177333333333,1.72285,1.18823,9.02339,3.97815666666667,0.231044824489922
"SIDT2","Sidt2",55.021619,42.49432,39.048019,653,588,504,45.5213193333333,48.62074,37.66415,26.69875,37.6612133333333,1.2033072767849
"SIGIRR","Sigirr",1.801319,2.668557,1.816479,37,49,39,2.09545166666667,151.29583,131.3962,102.42532,128.37245,0.0239266680554219
"SIGLEC1","Siglec1",0.113663,0.337864,0.283337,26,72,35,0.244954666666667,1.50749,0.69083,0.91763,1.03865,0.610676019261112
"SIGMAR1","Sigmar1",2.855445,3.97944,3.985407,107,119,93,3.606764,53.42484,41.94731,50.22948,48.5338766666667,0.0930022907554917
"SIK1","Sik1",5.784498,4.501517,7.337105,338,350,365,5.87437333333333,9.85668,6.43855,48.89673,21.7306533333333,0.302427441592821
"SIK2","Sik2",1.273318,1.766428,1.563308,178,175,137,1.53435133333333,16.84746,14.06534,11.86368,14.2588266666667,0.166090839662639
"SIK3","Sik3",18.666962,21.939332,22.037151,778,695,562,20.8811483333333,114.51966,72.86894,42.36405,76.5842166666667,0.282030924245116
"SIKE1","Sike1",11.109243,13.175201,9.128805,399,406,323,11.1377496666667,10.32052,9.17425,15.7964,11.7637233333333,0.950956813280973
"SIL1","Sil1",5.842855,2.565381,6.431256,122,113,79,4.94649733333333,336.48537,309.9624,349.94588,332.131216666667,0.017850315538827
"SIM1","Sim1",0,0,0,0,0,0,0,0,0,0,0,1
"SIM2","Sim2",0,0,0,0,0,0,0,2.50144,2.70806,2.55626,2.58858666666667,0.278661237107273
"SIN3A","Sin3a",4.091842,3.016923,3.662392,302,268,222,3.59038566666667,21.80065,15.00487,11.77629,16.1939366666667,0.266977002164135
"SIN3B","Sin3b",9.83539,9.490844,10.608672,335,298,267,9.978302,34.53978,25.94764,49.68327,36.7235633333333,0.291019750785296
"SIPA1","Sipa1",25.585328,18.649571,23.867093,208,216,199,22.700664,43.98231,53.69145,55.10167,50.9251433333333,0.456439067444718
"SIPA1L1","Sipa1l1",0.936817,1.187488,1.889319,181,214,153,1.33787466666667,161.16907,127.74861,100.15308,129.690253333333,0.0178886688719149
"SIPA1L2","Sipa1l2",2.995981,3.362369,4.064381,683,721,663,3.47424366666667,8.16696,10.83224,11.44856,10.1492533333333,0.401304332487437
"SIPA1L3","Sipa1l3",0.938176,0.932336,0.465838,84,82,67,0.778783333333333,7.38837,8.20708,7.18812,7.59452333333333,0.206967072441869
"SIRPA","Sirpa",3.319711,4.214814,6.043266,332,340,308,4.52593033333333,104.18258,117.57957,145.59776,122.453303333333,0.0447612998933929
"SIRT1","Sirt1",2.037579,1.627475,1.522916,198,139,105,1.72932333333333,7.38837,7.84785,6.40158,7.2126,0.332333649920042
"SIRT2","Sirt2",14.910545,15.964515,19.105681,664,684,487,16.660247,177.9337,167.48526,162.74876,169.38924,0.103646491996795
"SIRT3","Sirt3",9.755949,8.409812,9.645283,289,278,221,9.270348,72.79031,56.81401,35.15408,54.9194666666667,0.183663196597011
"SIRT4","Sirt4",3.811962,4.690583,5.042809,77,79,58,4.515118,0.97738,2.10013,3.34281,2.14010666666667,1.75634734276543
"SIRT5","Sirt5",10.170417,10.239077,9.572596,357,366,309,9.99403,18.98445,16.1931,15.44682,16.87479,0.615057855225152
"SIRT6","Sirt6",0.658046,0.422948,0.640208,26,23,28,0.573734,21.28711,16.57996,25.93406,21.2670433333333,0.0706754810884187
"SIRT7","Sirt7",1.844795,2.343557,1.857075,69,60,69,2.01514233333333,28.1288,20.31045,27.85671,25.4319866666667,0.114071725722218
"SIT1","Sit1",0,0,0,0,0,0,0,0,0,0.28403,0.0946766666666667,0.913511752328694
"SIVA1","Siva1",9.388015,8.534747,11.643688,83,91,81,9.85548333333333,69.85815,83.09325,68.4292,73.7935333333333,0.145139330227301
"SIX1","Six1",0.285872,0.244052,0.026974,24,8,2,0.185632666666667,0.7289,2.01723,1.74787,1.498,0.474632772884975
"SIX2","Six2",0.022166,0,0.030387,1,0,1,0.0175176666666667,0.14909,0.27633,0.19664,0.207353333333333,0.842767099385433
"SIX3","Six3",0,0,0,0,0,0,0,52.69594,69.19371,1.13612,41.00859,0.0238046551907598
"SIX4","Six4",0.38562,0.384905,0.329892,84,80,51,0.366805666666667,0.91112,1.02243,1.09242,1.00865666666667,0.680457586081577
"SIX5","Six5",0.697821,0.699336,0.82211,66,69,54,0.739755666666667,5.68208,11.02568,6.94779,7.88518333333333,0.195804138350175
"SIX6","Six6",0,0,0,0,0,0,0,0,0,0,0,1
"SKA1","Ska1",0,0.031007,0,0,2,0,0.0103356666666667,1.82224,0.88426,1.63863,1.44837666666667,0.412655324003796
"SKA2","Ska2",1.4462,2.53124,2.573119,105,127,108,2.18351966666667,28.808,36.14432,36.07171,33.6746766666667,0.0918110844196288
"SKA3","Ska3",0.422716,0.238581,0.265967,10,5,4,0.309088,0.53011,0.7461,0.08739,0.454533333333333,0.900005500045834
"SKAP1","Skap1",0.096236,0.051964,0.047643,4,3,2,0.065281,0.81173,0.22107,0,0.344266666666667,0.792462557032335
"SKAP2","Skap2",3.98893,1.80242,2.813943,89,77,66,2.868431,16.56584,8.81501,16.40815,13.9296666666667,0.259110339592311
"SKI","Ski",4.164691,4.781674,4.647988,688,795,547,4.531451,142.05209,114.04251,164.45294,140.182513333333,0.0391794342613818
"SKIDA1","Skida1",0.258813,0.207101,0.814223,37,21,26,0.426712333333333,1.57375,1.85143,2.38148,1.93555333333333,0.486011382294763
"SKIL","Skil",2.028144,2.185191,1.492965,317,269,234,1.9021,4.63844,4.67002,6.1394,5.14928666666667,0.471940918892489
"SKOR1","Skor1",0,0.016111,0,0,2,0,0.00537033333333333,0.6792,0.69083,1.90081,1.09028,0.480974000293422
"SKOR2","Skor2",0,0,0,0,0,0,0,0,0,0,0,1
"SKP2","Skp2",0.088253,0.065028,0.12308,12,5,9,0.0921203333333333,4.34025,4.08972,4.34783,4.25926666666667,0.207656390624802
"SLA","Sla",0.339039,0.369845,0.625323,27,29,15,0.444735666666667,6.49381,4.69766,3.56129,4.91758666666667,0.244142713583691
"SLA2","Sla2",0.011772,0,0.043762,1,0,3,0.0185113333333333,1.75598,1.79616,2.1193,1.89048,0.352367542184458
"SLAIN1","Slain1",0,0,0,0,0,0,0,76.81581,49.15959,39.82964,55.2683466666667,0.0177719812157267
"SLAIN2","Slain2",14.656205,16.597162,17.120384,1907,1713,1469,16.1245836666667,15.30684,26.50031,10.02842,17.2785233333333,0.936869097923118
"SLAMF1","Slamf1",0.050084,0.063107,0.065402,5,5,4,0.059531,0,0,0,0,1.059531
"SLAMF6","Slamf6",0.111708,0.11929,0.058679,1,1,3,0.096559,0.08283,0.05527,0.39327,0.177123333333333,0.931558290408538
"SLAMF7","Slamf7",0.116324,0.145389,0.062181,7,5,5,0.107964666666667,0.06626,0.77373,0.76469,0.534893333333333,0.721851246992191
"SLAMF8","Slamf8",0.058754,0.021062,0.054665,3,1,2,0.044827,1.12648,1.27113,0.52436,0.97399,0.529297007583625
"SLAMF9","Slamf9",0.502693,0.883358,1.054327,19,31,29,0.813459333333333,0,0,0,0,1.81345933333333
"SLBP","Slbp",2.871147,2.776898,3.330582,103,102,80,2.99287566666667,33.71149,34.92845,25.12566,31.2552,0.123790138230942
"SLC10A1","Slc10a1",0.107171,0.086759,0.056092,5,4,2,0.0833406666666667,0.18222,0.05527,0.32773,0.188406666666667,0.911590869567657
"SLC10A2","Slc10a2",0,0.017757,0.023457,0,2,2,0.013738,0,0,0,0,1.013738
"SLC10A3","Slc10a3",0.532411,0.587614,0.885485,32,34,38,0.668503333333333,5.81461,7.26755,10.55278,7.87831333333333,0.187930214973264
"SLC10A4","Slc10a4",0,0,0.033854,0,0,1,0.0112846666666667,1.85537,1.38166,1.68233,1.63978666666667,0.383093330774204
"SLC10A5","Slc10a5",0.008074,0,0,1,0,0,0.00269133333333333,1.32527,0.9948,0.34957,0.88988,0.53055820122618
"SLC10A6","Slc10a6",0.541309,0.452564,0.229329,36,28,11,0.407734,0.6295,0.0829,0,0.237466666666667,1.13759347053119
"SLC10A7","Slc10a7",0.484479,1.057949,0.586909,45,67,40,0.709779,4.78753,8.64921,6.66376,6.70016666666667,0.22204441462306
"SLC11A1","Slc11a1",2.003609,1.035999,1.642932,34,30,22,1.56084666666667,23.00995,6.30039,12.30065,13.87033,0.172211824933721
"SLC11A2","Slc11a2",6.064807,5.784512,7.815265,275,230,225,6.55486133333333,22.51298,15.25357,16.18967,17.9854066666667,0.397929918804303
"SLC12A1","Slc12a1",0,0,0.009015,0,0,1,0.003005,0.92769,1.18823,1.46384,1.19325333333333,0.457313792600338
"SLC12A2","Slc12a2",2.128697,2.078557,1.943152,436,405,282,2.05013533333333,16.35049,17.46423,18.57114,17.4619533333333,0.165211951209208
"SLC12A3","Slc12a3",0.045883,0.160976,0.210446,5,4,4,0.139101666666667,0.21536,0.2487,0.37142,0.278493333333333,0.890971925287057
"SLC12A4","Slc12a4",5.671101,7.692138,7.011115,594,591,418,6.79145133333333,37.83638,32.55199,30.17265,33.52034,0.225706100615849
"SLC12A5","Slc12a5",0.080864,0.077475,0.254676,16,15,21,0.137671666666667,91.49314,64.38552,73.12661,76.33509,0.0147109373851723
"SLC12A6","Slc12a6",3.539609,3.052754,2.629852,547,505,352,3.07407166666667,13.65025,19.06696,9.02339,13.9135333333333,0.273179505862684
"SLC12A7","Slc12a7",44.664532,48.041423,54.182524,2155,2084,1832,48.9628263333333,14.29632,29.9821,31.39616,25.22486,1.90517037396323
"SLC12A8","Slc12a8",0.098052,0.230356,0.083819,3,6,5,0.137409,11.79488,6.88068,8.04021,8.90525666666667,0.114828826579288
"SLC12A9","Slc12a9",0.727899,0.974719,0.903013,33,28,34,0.868543666666667,29.3878,17.85109,19.96944,22.4027766666667,0.0798428192210241
"SLC13A1","Slc13a1",0,0.043152,0,0,3,0,0.014384,0,0,0,0,1.014384
"SLC13A2","Slc13a2",0,0,0,0,0,0,0,0,0,0,0,1
"SLC13A3","Slc13a3",0.018732,0.13884,0.18267,2,5,4,0.113414,8.66394,5.55429,10.94605,8.38809333333333,0.11859852266772
"SLC13A5","Slc13a5",0,0,0,0,0,0,0,23.73885,25.25681,11.16453,20.0533966666667,0.0474982738335651
"SLC14A1","Slc14a1",0.094733,0.050937,0.043773,8,3,3,0.0631476666666667,38.66467,64.66185,35.15408,46.1602,0.0225433239610236
"SLC14A2","Slc14a2",0,0,0,0,0,0,0,2.26952,1.85143,1.22351,1.78148666666667,0.359519968937475
"SLC15A1","Slc15a1",0.023914,0.225083,0,2,2,0,0.082999,0.71233,0.55267,0.30588,0.523626666666667,0.710803390156819
"SLC15A2","Slc15a2",2.851066,0.052582,0.536376,85,2,15,1.14667466666667,20.17719,25.64368,13.45862,19.75983,0.103405214140321
"SLC15A3","Slc15a3",0.301001,0.250203,0.338911,25,21,6,0.296705,19.69679,32.74543,14.98801,22.4767433333333,0.0552335978456978
"SLC15A4","Slc15a4",34.712558,29.431909,42.008583,144,100,54,35.38435,14.13066,12.07574,13.02165,13.0760166666667,2.58484703887582
"SLC15A5","Slc15a5",0,0.026449,0,0,1,0,0.00881633333333333,0.18222,0.69083,0,0.291016666666667,0.781412323620919
"SLC16A1","Slc16a1",17.551833,21.638758,20.188093,2509,2811,2085,19.7928946666667,30.89529,57.28377,16.01488,34.7313133333333,0.581923605009761
"SLC16A10","Slc16a10",2.24201,2.914077,1.891101,232,232,173,2.34906266666667,2.96529,3.17783,0.39327,2.17879666666667,1.05356303590772
"SLC16A11","Slc16a11",0.111708,0.046059,0.48374,4,3,6,0.213835666666667,3.79358,5.30559,6.29234,5.13050333333333,0.197999348612485
"SLC16A12","Slc16a12",0.503189,0.806014,0.480812,51,48,44,0.596671666666667,0.31475,0.35923,0.06555,0.24651,1.28091364422802
"SLC16A13","Slc16a13",0.963297,0.849427,1.919456,26,24,25,1.24406,1.06021,0.85663,1.70418,1.20700666666667,1.01678895396782
"SLC16A14","Slc16a14",0.217168,0.02069,0.301451,3,2,1,0.179769666666667,7.09018,5.58192,4.0638,5.57863333333333,0.17933354952143
"SLC16A2","Slc16a2",0.871713,1.584706,2.031992,94,125,88,1.496137,15.60502,12.8771,9.6133,12.6984733333333,0.182220086812594
"SLC16A3","Slc16a3",0.216803,0.161119,0.291402,16,15,10,0.223108,15.68785,12.10337,18.00308,15.2647666666667,0.0751998491627096
"SLC16A4","Slc16a4",0.360207,0.328979,0.331539,20,18,14,0.340241666666667,5.26794,6.02405,4.98144,5.42447666666667,0.208614917012696
"SLC16A5","Slc16a5",0.041651,0,0.036702,3,0,2,0.0261176666666667,0.7289,1.68563,0.50251,0.972346666666667,0.520252186904263
"SLC16A6","Slc16a6",1.764896,1.065838,0.978519,141,118,96,1.269751,3.72731,2.98439,3.32096,3.34422,0.52247607165383
"SLC16A7","Slc16a7",1.740034,0.768746,0.552957,81,93,66,1.020579,3.84328,0.0829,2.62181,2.18266333333333,0.634870480593298
"SLC16A8","Slc16a8",0.202183,0.205068,0.302332,11,12,11,0.236527666666667,22.41358,14.7838,5.19992,14.1324333333333,0.0817137362794704
"SLC16A9","Slc16a9",0.513555,0.402354,0.642475,57,39,32,0.519461333333333,8.1007,11.88231,7.36291,9.11530666666667,0.150214065020932
"SLC17A1","Slc17a1",0,0,0,0,0,0,0,0,0,0,0,1
"SLC17A2","Slc17a2",0,0,0,0,0,0,0,0,0,0,0,1
"SLC17A4","Slc17a4",0,0,0,0,0,0,0,0,0,0.08739,0.02913,0.971694538105001
"SLC17A5","Slc17a5",0.916818,0.799869,0.87602,76,64,58,0.864235666666667,7.9516,8.23471,7.60324,7.92985,0.208764499590325
"SLC17A6","Slc17a6",0.059509,0.051124,0.033102,5,4,2,0.0479116666666667,0.03313,0.02763,2.42517,0.828643333333333,0.573054158547411
"SLC17A7","Slc17a7",1.912207,1.549608,2.515591,186,140,158,1.99246866666667,1.83881,3.59233,456.28206,153.9044,0.0193181644076389
"SLC17A8","Slc17a8",0,0,0.009516,0,0,1,0.003172,0.54667,1.02243,0.56806,0.712386666666667,0.585832639045698
"SLC17A9","Slc17a9",0.270408,0.166665,0.520194,6,5,7,0.319089,1.47436,1.05006,3.62684,2.05042,0.432428649169623
"SLC18A1","Slc18a1",0.075453,0.246206,0.40584,3,5,3,0.242499666666667,0.13253,0,0,0.0441766666666667,1.18993241884355
"SLC18A2","Slc18a2",0.144728,0.158563,0.301447,18,18,27,0.201579333333333,3.3463,3.64759,3.3865,3.46013,0.269404553977874
"SLC18A3","Slc18a3",0,0,0,0,0,0,0,1.88851,1.18823,0,1.02558,0.493685759140592
"SLC18B1","Slc18b1",5.045629,7.103484,3.344645,59,58,50,5.164586,20.17719,26.63847,30.67516,25.8302733333333,0.229762325691302
"SLC19A1","Slc19a1",0.601648,0.817137,0.53026,31,30,29,0.649681666666667,50.95653,92.73726,71.59722,71.76367,0.0226717765426987
"SLC19A2","Slc19a2",1.178246,1.340054,0.717445,98,92,52,1.07858166666667,3.18064,3.39889,3.16802,3.24918333333333,0.489172036979655
"SLC19A3","Slc19a3",0.022788,0.067178,0.125791,2,3,4,0.071919,6.60977,15.66806,3.95456,8.74413,0.110006639894993
"SLC1A1","Slc1a1",0.399589,0.314722,0.422666,45,33,31,0.378992333333333,17.07938,13.8719,10.9679,13.97306,0.0920982306444597
"SLC1A2","Slc1a2",0.015657,0.198288,0.313512,6,8,2,0.175819,414.06321,604.8923,243.76264,420.90605,0.0027869214011034
"SLC1A3","Slc1a3",0.158772,0.23405,0.050065,15,6,5,0.147629,532.84029,590.96514,509.52663,544.44402,0.00210402710070962
"SLC1A4","Slc1a4",0.085148,0.185897,0.130935,11,23,12,0.133993333333333,66.57812,66.54092,41.44642,58.1884866666667,0.0191590188767568
"SLC1A5","Slc1a5",4.694747,5.182704,5.828983,194,173,125,5.235478,10.91689,3.61996,2.09745,5.54476666666667,0.952742598411963
"SLC1A6","Slc1a6",0.015549,0,0,1,0,0,0.005183,35.76565,28.2412,12.58468,25.53051,0.0378878129368791
"SLC1A7","Slc1a7",0.052007,0.268826,0.403357,3,15,18,0.241396666666667,0.51354,3.59233,2.44702,2.18429666666667,0.389849563849265
"SLC20A1","Slc20a1",3.811855,3.665546,2.11053,190,170,115,3.195977,16.91372,10.85988,23.57443,17.11601,0.231617061372786
"SLC20A2","Slc20a2",23.45785,30.285527,25.950101,1789,1778,1564,26.5644926666667,45.12535,69.88454,56.43443,57.1481066666667,0.474039384028096
"SLC22A1","Slc22a1",0.978162,0.751233,1.16004,7,5,6,0.963145,1.01052,2.40409,0,1.13820333333333,0.918128303981068
"SLC22A12","Slc22a12",0.046382,0.048888,0,1,1,0,0.0317566666666667,0,0,0.19664,0.0655466666666667,0.968288578006907
"SLC22A13","Slc22a13",0.025223,0.049537,0,2,3,0,0.02492,0,0,0.45882,0.15294,0.888962131594012
"SLC22A15","Slc22a15",0.252327,0.272535,0.263523,38,29,28,0.262795,5.15198,5.19505,3.86717,4.73806666666667,0.220073253476781
"SLC22A16","Slc22a16",0,0,0,0,0,0,0,0.14909,0,0,0.0496966666666667,0.95265616416171
"SLC22A17","Slc22a17",0.31891,0.182752,0.303082,19,11,11,0.268248,571.50496,355.44677,363.31711,430.089613333333,0.00294195907480459
"SLC22A18","Slc22a18",0.021009,0.092872,0.212686,1,2,4,0.108855666666667,5.00288,2.62516,29.67013,12.4327233333333,0.082548835344136
"SLC22A2","Slc22a2",0.016095,0,0,1,0,0,0.005365,0,0.30397,0,0.101323333333333,0.912869971579645
"SLC22A23","Slc22a23",1.899036,1.435774,1.090275,175,165,146,1.47502833333333,44.59525,38.82475,46.60265,43.3408833333333,0.055818200885338
"SLC22A25","Slc22a19",0,0,0,0,0,0,0,0.36445,0.1658,0.08739,0.20588,0.829269910770558
"SLC22A3","Slc22a3",0.668252,0.724689,0.989881,74,80,76,0.794274,2.79963,2.68043,1.48569,2.32191666666667,0.540132152622733
"SLC22A4","Slc22a4",0.848928,0.765382,0.723538,61,46,28,0.779282666666667,1.62345,2.79096,1.83527,2.08322666666667,0.57708461265687
"SLC22A5","Slc22a5",3.713378,3.325739,3.371685,324,249,238,3.47026733333333,13.98157,13.2916,11.29562,12.8562633333333,0.322617088445442
"SLC22A6","Slc22a6",0,0,0,0,0,0,0,2.91559,5.91352,4.19489,4.34133333333333,0.187219171243135
"SLC22A7","Slc22a7",0,0,0,0,0,0,0,0.81173,2.65279,0.61176,1.35876,0.423951567772898
"SLC22A8","Slc22a8",0,0.019467,0.012537,0,2,1,0.010668,0,0.2487,0,0.0829,0.933297626743005
"SLC23A1","Slc23a1",0.020354,0.010887,0.070902,2,1,5,0.0340476666666667,0.87799,0.4145,0.08739,0.45996,0.708271231175283
"SLC23A2","Slc23a2",1.634114,2.559016,3.613244,248,202,180,2.60212466666667,29.5369,28.51754,23.42149,27.1586433333333,0.12792252183551
"SLC23A3","Slc23a3",0.04897,0.046956,0.041545,2,3,2,0.0458236666666667,1.60689,0.71847,0.37142,0.898926666666667,0.550744631177613
"SLC24A3","Slc24a3",0.287306,0.247699,0.252128,31,28,22,0.262377666666667,35.31837,23.57118,16.62664,25.1720633333333,0.0482337846500193
"SLC24A4","Slc24a4",0.013673,0,0.022725,2,0,1,0.0121326666666667,4.93662,1.85143,22.54755,9.77853333333333,0.0939026336298074
"SLC24A5","Slc24a5",0.39424,0.021205,0.159365,5,1,5,0.191603333333333,3.18064,2.34883,3.21172,2.91373,0.304467434731914
"SLC25A1","Slc25a1",1.015483,1.078725,1.215096,32,38,33,1.10310133333333,96.04875,103.76293,109.04538,102.952353333333,0.0202313970381174
"SLC25A10","Slc25a10",1.440935,1.514961,2.469194,85,98,117,1.80836333333333,7.91847,9.39531,19.16105,12.1582766666667,0.213429418188755
"SLC25A11","Slc25a11",98.169664,106.306892,104.213543,4208,4194,3612,102.896699666667,116.27564,102.7405,196.13312,138.383086666667,0.745403923469816
"SLC25A12","Slc25a12",230.259665,247.476189,176.879229,2238,2174,1822,218.205027666667,24.50088,23.29485,26.37102,24.72225,8.5220005118785
"SLC25A13","Slc25a13",16.25295,18.288296,21.937273,1464,1591,1340,18.826173,19.51456,11.49544,13.17459,14.7281966666667,1.26054966250634
