"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"B3GNT8","B3gnt8",0.429675,0.612037,0.53833,25,29,21,0.526680666666667,0.41491,0.41491,1.07899489484608
"B3GNT9","B3gnt9",0.319374,0.321902,0.565238,24,26,27,0.402171333333333,10.41414,10.41414,0.122845114334793
"B3GNTL1","B3gntl1",0.674802,0.335546,0.627018,63,29,42,0.545788666666667,42.59012,42.59012,0.0354619043642611
"B4GALNT1","B4galnt1",0.182544,0.22055,0.24442,13,15,10,0.215838,21.82406,21.82406,0.0532700141867836
"B4GALNT2","B4galnt2",0.019305,0.041573,0,1,2,0,0.0202926666666667,0,0,1.02029266666667
"B4GALNT3","B4galnt3",0.00991,0.00853,0.013879,1,1,1,0.010773,5.20707,5.20707,0.162842210576004
"B4GALNT4","B4galnt4",0,0,0,0,0,0,0,214.92139,214.92139,0.00463131512815845
"B4GALT1","B4galt1",7.846774,7.053733,7.875827,972,858,682,7.59211133333333,4.58471,4.58471,1.53850626681302
"B4GALT2","B4galt2",0.515882,1.415267,1.595212,38,52,42,1.17545366666667,95.22096,95.22096,0.0226089374567315
"B4GALT3","B4galt3",3.674881,2.441338,5.197407,109,100,107,3.77120866666667,20.03997,20.03997,0.226768796089855
"B4GALT4","B4galt4",3.065824,2.582145,2.805341,150,123,60,2.81777,20.82829,20.82829,0.174900095243375
"B4GALT5","B4galt5",2.459658,3.675978,1.707271,135,122,79,2.61430233333333,14.93662,14.93662,0.226792276739568
"B4GALT6","B4galt6",1.414211,1.311233,1.906408,256,232,244,1.54395066666667,7.01191,7.01191,0.317521123760335
"B4GALT7","B4galt7",1.188645,1.133414,1.336737,72,66,53,1.21959866666667,16.65848,16.65848,0.125695907386517
"B9D1","B9d1",1.007509,2.639748,1.76282,18,22,12,1.803359,23.75338,23.75338,0.113251564028832
"B9D2","B9d2",3.303259,5.490165,3.121847,42,43,31,3.971757,4.79217,4.79217,0.858358266418285
"BAALC","Baalc",0.129707,0.139685,0.143663,10,10,8,0.137685,1263.9701,1263.9701,0.00089937698922686
"BAAT","Baat",0.028722,0,0,1,0,0,0.009574,0.43565,0.43565,0.703217357991154
"BABAM1","Babam1",53.524549,62.487793,62.590195,278,342,253,59.534179,111.13261,111.13261,0.539844555477662
"BACE1","Bace1",7.872054,10.387552,10.661903,645,620,541,9.640503,67.11107,67.11107,0.156222813707082
"BACE2","Bace2",2.755048,1.082305,3.426805,60,41,48,2.421386,5.16558,5.16558,0.554917136749503
"BACH1","Bach1",2.8933,2.274744,2.249787,458,392,326,2.47261033333333,9.19017,9.19017,0.340780412233882
"BACH2","Bach2",0.383059,0.177929,0.393775,48,48,44,0.318254333333333,7.92471,7.92471,0.147708366247568
"BAD","Bad",5.744795,6.898748,5.983774,89,105,72,6.20910566666667,84.72384,84.72384,0.0840968587812523
"BAG1","Bag1",37.067852,41.348384,39.058833,1193,1279,902,39.1583563333333,128.72463,128.72463,0.309566165911079
"BAG2","Bag2",10.208066,10.435134,9.493284,367,353,268,10.0454946666667,4.4395,4.4395,2.03060845053161
"BAG3","Bag3",20.824166,21.51115,22.659979,1760,1781,1351,21.6650983333333,25.20555,25.20555,0.864896876170633
"BAG4","Bag4",0.736298,1.412026,0.799374,75,63,64,0.982566,6.84595,6.84595,0.252686545287696
"BAG5","Bag5",2.256914,2.384155,2.664374,154,149,117,2.43514766666667,9.41837,9.41837,0.329720260143061
"BAG6","Bag6",30.408778,31.354696,35.313015,1314,1363,1123,32.3588296666667,212.14151,212.14151,0.156510243671759
"BAHCC1","Bahcc1",0.734015,0.428994,0.685325,158,96,119,0.616111333333333,16.47177,16.47177,0.0924984322328724
"BAHD1","Bahd1",1.090427,1.358764,1.206414,171,203,133,1.218535,10.47638,10.47638,0.193313135326645
"BAIAP2","Baiap2",1.467826,0.589291,1.400739,42,32,28,1.15261866666667,77.94012,77.94012,0.0272690067695193
"BAIAP2L1","Baiap2l1",1.761409,2.023142,2.27308,112,126,101,2.01921033333333,1.47292,1.47292,1.2209090198362
"BAIAP2L2","Baiap2l2",0.114966,0,0,1,0,0,0.038322,23.8571,23.8571,0.0417716467327243
"BAIAP3","Baiap3",0.025517,0.180497,0.250176,2,4,3,0.152063333333333,40.18366,40.18366,0.0279737967274723
"BAK1","Bak1",1.693528,2.886835,2.669493,113,138,123,2.41661866666667,4.10757,4.10757,0.668932323329228
"BAMBI","Bambi",0.43684,0.529284,0.596511,73,83,71,0.520878333333333,14.45948,14.45948,0.0983783628772335
"BANF1","Banf1",17.072324,20.310381,20.720917,330,368,278,19.367874,150.9636,150.9636,0.134031268014182
"BANF2","Banf2",0,0,0,0,0,0,0,0,0,1
"BANK1","Bank1",0.111708,0.338869,0.312661,11,19,17,0.254412666666667,1.0995,1.0995,0.597481622608558
"BANP","Banp",2.89569,4.504648,4.114403,57,107,76,3.838247,18.17289,18.17289,0.252348341851437
"BAP1","Bap1",4.797225,4.130323,6.252723,437,402,338,5.06009033333333,68.62548,68.62548,0.0870383993522678
"BARD1","Bard1",0.038148,0.063199,0.059822,7,11,8,0.053723,2.8836,2.8836,0.271326346688639
"BARHL1","Barhl1",0,0,0,0,0,0,0,0,0,1
"BARHL2","Barhl2",0,0,0,0,0,0,0,0.26969,0.26969,0.787593822114059
"BARX1","Barx1",0,0,0,0,0,0,0,0.20745,0.20745,0.828191643546317
"BARX2","Barx2",0,0,0.024548,0,0,1,0.00818266666666667,0.76758,0.76758,0.570374561075972
"BASP1","Basp1",0.155808,0.216218,0.131659,7,11,4,0.167895,681.56633,681.56633,0.00171103517514554
"BATF","Batf",0.037877,0.080414,0,1,2,0,0.0394303333333333,0.53938,0.53938,0.675226606382656
"BATF2","Batf2",0.161334,0.237365,0.033313,6,8,1,0.144004,1.80484,1.80484,0.407867828467934
"BATF3","Batf3",0.0492,0.102571,0.208845,1,2,3,0.120205333333333,6.88744,6.88744,0.14202394355245
"BAX","Bax",28.367935,21.449334,28.055325,121,106,75,25.9575313333333,129.22252,129.22252,0.207011286015148
"BAZ1A","Baz1a",0.700322,1.157264,1.089516,94,76,66,0.982367333333333,13.19402,13.19402,0.139662148801631
"BAZ1B","Baz1b",4.937116,4.50182,4.416456,969,850,628,4.618464,19.41761,19.41761,0.275177359152222
"BAZ2A","Baz2a",1.921957,1.893597,2.140684,526,507,428,1.98541266666667,24.89437,24.89437,0.11529195986103
"BBC3","Bbc3",0.45569,0.538558,1.022817,13,18,15,0.672355,5.64272,5.64272,0.251757563166896
"BBOX1","Bbox1",0,0.008195,0,0,1,0,0.00273166666666667,20.47562,20.47562,0.0466916283053372
"BBS1","Bbs1",0.419498,0.317393,0.500825,51,37,36,0.412572,15.20631,15.20631,0.0871618523895939
"BBS10","Bbs10",0.309524,0.265463,0.342799,26,20,20,0.305928666666667,4.72993,4.72993,0.227913546355133
"BBS12","Bbs12",0.203364,0.134933,0.141294,14,9,7,0.159863666666667,1.07876,1.07876,0.557959392458324
"BBS2","Bbs2",3.128277,2.227411,2.943504,109,85,79,2.76639733333333,124.86601,124.86601,0.0299238637447341
"BBS4","Bbs4",0.555053,0.980101,1.609449,29,32,29,1.048201,36.30429,36.30429,0.0549052401211764
"BBS5","Bbs5",2.792955,3.082248,2.951303,40,42,33,2.94216866666667,19.95699,19.95699,0.188107579698548
"BBS7","Bbs7",0.767935,1.140777,1.021025,56,46,40,0.976579,6.16136,6.16136,0.276006093814583
"BBS9","Bbs9",2.998357,2.355014,3.356217,89,71,69,2.903196,57.90015,57.90015,0.0662680145975859
"BBX","Bbx",0.998558,0.908992,1.035223,248,203,193,0.980924333333333,38.15062,38.15062,0.0505975214015342
"BCAM","Bcam",47.902691,75.785885,60.50384,1720,1754,1487,61.397472,25.12257,25.12257,2.38864215886875
"BCAN","Bcan",0.021541,0,0.013385,1,0,1,0.011642,161.68893,161.68893,0.00621825959516729
"BCAP29","Bcap29",5.646278,6.4974,7.595738,360,368,354,6.57980533333333,67.25629,67.25629,0.111049184380419
"BCAP31","Bcap31",11.297139,11.51955,11.677258,370,350,277,11.4979823333333,179.05275,179.05275,0.0694128933511614
"BCAR1","Bcar1",1.775577,1.730953,1.9739,186,175,144,1.82681,75.94857,75.94857,0.0367363552045217
"BCAR3","Bcar3",1.254378,1.345338,1.415064,59,60,56,1.33826,5.87092,5.87092,0.340312505457784
"BCAS1","Bcas1",0.014357,0,0.309965,1,0,2,0.108107333333333,1220.6124,1220.6124,0.00090708585909355
"BCAS2","Bcas2",10.902415,9.909009,10.64047,294,274,236,10.4839646666667,59.22785,59.22785,0.190675321577421
"BCAS3","Bcas3",8.087825,9.027471,19.607506,235,238,183,12.240934,120.6962,120.6962,0.108803183665554
"BCAT1","Bcat1",0.10985,0.382976,0.253458,13,20,7,0.248761333333333,3.79639,3.79639,0.260354419330649
"BCAT2","Bcat2",24.198818,24.137652,22.007942,815,758,644,23.4481373333333,17.07339,17.07339,1.35271453409312
"BCCIP","Bccip",73.978065,71.455872,43.447264,344,323,275,62.9604003333333,20.68307,20.68307,2.94978526257275
"BCDIN3D","Bcdin3d",0.446553,0.529603,0.586769,23,24,25,0.520975,2.38571,2.38571,0.449233691013111
"BCHE","Bche",2.078821,2.49789,2.358555,406,351,343,2.31175533333333,26.49176,26.49176,0.120463561930314
"BCKDHA","Bckdha",42.751736,43.530586,54.286264,2371,2256,2010,46.8561953333333,26.53325,26.53325,1.73812373524133
"BCKDHB","Bckdhb",14.998597,17.535983,21.438248,440,425,367,17.9909426666667,49.20787,49.20787,0.378246332032541
"BCKDK","Bckdk",27.672815,25.794118,30.05411,830,786,716,27.8403476666667,34.72764,34.72764,0.80722789601179
"BCL10","Bcl10",2.823508,2.490012,3.086928,162,139,133,2.80014933333333,2.8836,2.8836,0.978512033508429
"BCL11A","Bcl11a",0.207384,0.156361,0.214975,22,15,25,0.192906666666667,99.84717,99.84717,0.0118288561460541
"BCL11B","Bcl11b",0.087114,0.072316,0.133885,15,20,19,0.0977716666666667,3.56819,3.56819,0.240307795136951
"BCL2","Bcl2",0.446832,0.495245,0.469652,83,112,81,0.470576333333333,5.80869,5.80869,0.215985209097981
"BCL2L1","Bcl2l1",6.403535,8.797337,3.917357,393,438,175,6.372743,211.3117,211.3117,0.0347260325267048
"BCL2L10","Bcl2l10",0,0,0,0,0,0,0,0.6846,0.6846,0.593612727056868
"BCL2L11","Bcl2l11",1.358812,0.73627,1.280139,158,91,112,1.12507366666667,3.02881,3.02881,0.527469318897309
"BCL2L13","Bcl2l13",6.486526,8.12552,8.749574,1004,943,797,7.78720666666667,22.17673,22.17673,0.379139191191625
"BCL2L14","Bcl2l14",0,0,0,0,0,0,0,0.47714,0.47714,0.676983901322827
"BCL2L15","Bcl2l15",0.051492,0.018956,0,1,1,0,0.0234826666666667,1.43143,1.43143,0.420938569757989
"BCL2L2","Bcl2l2",10.299027,10.486464,8.981598,253,242,141,9.922363,119.94937,119.94937,0.0903052492129558
"BCL3","Bcl3",1.33863,0.715037,1.780737,21,18,21,1.27813466666667,11.32694,11.32694,0.184809422830538
"BCL6","Bcl6",1.247973,1.76373,2.500758,148,192,212,1.837487,45.93011,45.93011,0.0604619720686783
"BCL6B","Bcl6b",2.421517,2.92448,3.025427,236,164,199,2.79047466666667,1.88782,1.88782,1.31257303663894
"BCL7A","Bcl7a",1.098007,0.976182,1.122404,164,136,117,1.065531,10.74607,10.74607,0.175848688114408
"BCL7B","Bcl7b",8.802348,10.482814,11.690672,234,220,221,10.325278,48.23284,48.23284,0.230035033526402
"BCL7C","Bcl7c",4.086354,5.223433,4.202118,76,96,69,4.50396833333333,28.46256,28.46256,0.186812291034226
"BCL9","Bcl9",2.881082,2.251875,3.238427,325,306,234,2.79046133333333,5.14484,5.14484,0.616852730637955
"BCL9L","Bcl9l",1.805213,2.687763,2.845544,394,418,333,2.44617333333333,15.39302,15.39302,0.210221992856309
"BCLAF1","Bclaf1",9.846256,8.328767,9.020852,840,731,540,9.06529166666667,34.83137,34.83137,0.280907251569412
"BCO2","Bco2",0.015828,0.068195,0.021888,1,4,1,0.0353036666666667,7.59278,7.59278,0.120485298898222
"BCOR","Bcor",1.926245,2.027821,2.340658,329,281,269,2.09824133333333,12.32271,12.32271,0.232553386911021
"BCORL1","Bcorl1",0.422974,0.50904,0.869971,75,67,70,0.600661666666667,3.17403,3.17403,0.383481112178558
"BCR","Bcr",1.510471,1.294718,0.936276,130,120,107,1.247155,101.79722,101.79722,0.021860075593484
"BCS1L","Bcs1l",5.09514,5.213592,5.59033,215,218,195,5.29968733333333,69.53827,69.53827,0.0893087870362193
"BDH1","Bdh1",12.571403,26.593579,15.386661,700,1034,459,18.183881,32.13448,32.13448,0.578970335433059
"BDH2","Bdh2",0.071089,0.128121,0.147435,2,4,3,0.115548333333333,27.54977,27.54977,0.0390738115695269
"BDKRB1","Bdkrb1",0.025208,0,0,1,0,0,0.00840266666666667,0.58087,0.58087,0.637878299080042
"BDKRB2","Bdkrb2",0.007708,0.024797,0,1,3,0,0.010835,0.41491,0.41491,0.714416464651462
"BDNF","Bdnf",0.478059,0.375185,0.617998,59,44,54,0.490414,8.6093,8.6093,0.155101204041918
"BDP1","Bdp1",2.003206,1.723993,3.157639,351,365,293,2.294946,5.64272,5.64272,0.496023616831659
"BEAN1","Bean1",0.192619,0.177867,0.284968,14,11,12,0.218484666666667,7.0949,7.0949,0.150524980749196
"BECN1","Becn1",39.745203,32.404624,70.67548,523,476,355,47.6084356666667,54.10376,54.10376,0.882125569410629
"BEGAIN","Begain",0.012641,0,0.033312,1,0,1,0.0153176666666667,37.83944,37.83944,0.0261414084926731
"BEND3","Bend3",0.560541,0.716285,0.850592,118,108,101,0.709139333333333,0.39416,0.39416,1.22592767927163
"BEND4","Bend4",0.11713,0.081482,0.092748,28,18,16,0.09712,0.16596,0.16596,0.940958523448489
"BEND5","Bend5",1.598314,1.88084,2.748229,43,52,49,2.07579433333333,23.31773,23.31773,0.126483612299887
"BEND6","Bend6",0.535187,0.133522,0.390827,8,8,5,0.353178666666667,17.30159,17.30159,0.0739377653344145
"BEND7","Bend7",0.753315,0.594464,0.839021,58,44,46,0.728933333333333,3.92086,3.92086,0.351347799639358
"BEST1","Best1",0,0.016423,0.042258,0,1,2,0.0195603333333333,56.53096,56.53096,0.0177219419480108
"BEST2","Best2",0,0,0,0,0,0,0,0.66385,0.66385,0.601015716560988
"BEST3","Best3",0.547221,0.508618,0.4967,49,43,32,0.517513,4.25279,4.25279,0.288896567348019
"BET1","Bet1",23.064664,17.103184,12.11282,143,105,79,17.4268893333333,6.09912,6.09912,2.59565824120924
"BET1L","Bet1l",3.257685,7.001607,10.671608,82,71,75,6.97696666666667,23.75338,23.75338,0.322257674170827
"BEX1","Bex2",0.042424,0.044205,0,1,1,0,0.0288763333333333,292.48809,292.48809,0.00350568342767617
"BEX2","Bex1",0.293399,0.251756,0.682144,5,4,11,0.409099666666667,177.55909,177.55909,0.00789150340465258
"BEX4","Bex4",0.194612,0.104397,0,4,2,0,0.0996696666666667,207.45308,207.45308,0.00527538219472059
"BFAR","Bfar",8.391788,9.797101,9.409808,623,612,493,9.19956566666667,17.11488,17.11488,0.56304903298651
"BFSP1","Bfsp1",0.045648,0.046952,0.043008,3,3,2,0.0452026666666667,1.65962,1.65962,0.39298947468686
"BFSP2","Bfsp2",0.05149,0.055197,0,1,1,0,0.0355623333333333,0.93354,0.93354,0.535578438166954
"BGLAP","Bglap",0,0.123796,0,0,1,0,0.0412653333333333,6.05763,6.05763,0.147537535027103
"BGN","Bgn",42.913422,41.899128,53.495882,1558,1626,1282,46.1028106666667,60.86673,60.86673,0.761359306798123
"BHLHA15","Bhlha15",0,0.009001,0.023209,0,1,2,0.0107366666666667,3.71341,3.71341,0.214438520448394
"BHLHA9","Bhlha9",0,0,0,0,0,0,0,0,0,1
"BHLHB9","Bhlhb9",1.788716,1.891878,2.282749,154,156,133,1.987781,9.25241,9.25241,0.291422309486257
"BHLHE22","Bhlhe22",0.06311,0.039633,0.047081,6,4,3,0.0499413333333333,5.539,5.539,0.160566039659479
"BHLHE23","Bhlhe23",0,0,0,0,0,0,0,0,0,1
"BHLHE40","Bhlhe40",6.543475,8.161604,12.312022,434,456,539,9.00570033333333,56.92512,56.92512,0.172735081659448
"BHLHE41","Bhlhe41",2.903062,3.948687,7.212645,262,301,299,4.68813133333333,41.07571,41.07571,0.135188005938185
"BHMT","Bhmt",0.013828,0,0,1,0,0,0.00460933333333333,3.07031,3.07031,0.246813960934998
"BHMT2","Bhmt2",0.064919,0.013449,0,5,1,0,0.0261226666666667,5.82943,5.82943,0.150250118482314
"BICC1","Bicc1",1.647192,1.769087,2.041795,286,277,244,1.819358,0.4564,0.4564,1.93584042845372
"BICD1","Bicd1",1.367323,1.06934,1.507263,107,95,93,1.314642,13.54669,13.54669,0.159118122404478
"BICD2","Bicd2",7.879015,7.908346,8.412614,1240,1174,920,8.06665833333333,8.69228,8.69228,0.935451548380085
"BID","Bid",0.188131,0.095169,0.140746,13,6,7,0.141348666666667,31.61585,31.61585,0.0349936814973906
"BIK","Bik",2.26059,0.826555,1.375934,39,16,20,1.487693,0,0,2.487693
"BIN1","Bin1",1.15659,1.044202,2.19801,59,49,48,1.46626733333333,458.07714,458.07714,0.00537222858305106
"BIN2","Bin2",1.550104,0.681686,0.826207,11,7,7,1.01933233333333,3.44372,3.44372,0.454423846086912
"BIN3","Bin3",2.7927,2.982255,1.301829,49,69,46,2.358928,13.87861,13.87861,0.225755497321322
"BIRC2","Birc2",2.974371,3.77189,3.177084,267,266,205,3.30778166666667,17.46755,17.46755,0.233262217601505
"BIRC3","Birc3",3.164287,1.158631,3.391706,85,64,71,2.57154133333333,2.80062,2.80062,0.93972597453398
"BIRC5","Birc5",0.209228,0.179533,0.310664,10,6,8,0.233141666666667,4.33577,4.33577,0.231108474815569
"BIRC6","Birc6",10.578723,10.195783,10.559562,1095,1016,863,10.4446893333333,32.63237,32.63237,0.34028792301385
"BIRC7","Birc7",0,0.03087,0,0,1,0,0.01029,1.22397,1.22397,0.454273214117097
"BIVM","Bivm",2.516604,2.780565,2.236613,111,105,92,2.51126066666667,12.84135,12.84135,0.253679060688926
"BLCAP","Blcap",7.46722,5.825664,6.848558,398,322,302,6.713814,94.49488,94.49488,0.0807772521416855
"BLK","Blk",0.375025,0.492999,1.434496,12,26,31,0.767506666666667,0,0,1.76750666666667
"BLM","Blm",0.163324,0.551407,0.098956,10,17,6,0.271229,5.85018,5.85018,0.185575999462788
"BLMH","Blmh",5.105816,7.203872,8.784207,257,306,254,7.03129833333333,31.1802,31.1802,0.249572666836543
"BLNK","Blnk",0.570006,0.357376,0.362601,17,18,15,0.429994333333333,6.1821,6.1821,0.199105322027448
"BLOC1S1","Bloc1s1",30.959405,32.322268,27.811772,327,331,221,30.3644816666667,226.10311,226.10311,0.138106790640897
"BLOC1S2","Bloc1s2",3.634931,4.922469,4.207973,63,88,56,4.25512433333333,72.98199,72.98199,0.0710324814638446
"BLOC1S3","Bloc1s3",0.355701,0.47529,0.316138,34,46,21,0.382376333333333,8.33961,8.33961,0.148012211787573
"BLOC1S4","Bloc1s4",0.879897,1.59218,1.306665,28,58,26,1.25958066666667,5.45602,5.45602,0.349995921119617
"BLOC1S5","Bloc1s5",1.229661,1.240528,1.273621,118,120,120,1.24793666666667,3.48521,3.48521,0.501188721746957
"BLOC1S6","Bloc1s6",5.55459,7.486543,8.399096,247,273,230,7.146743,38.10913,38.10913,0.208307957758201
"BLVRA","Blvra",3.649892,3.768421,4.826614,101,96,79,4.08164233333333,38.0054,38.0054,0.130280482531479
"BLVRB","Blvrb",3.513953,3.975466,3.564237,58,66,45,3.684552,42.61086,42.61086,0.107417097484434
"BLZF1","Blzf1",3.227451,3.46858,4.206519,227,193,172,3.63418333333333,6.84595,6.84595,0.590646554379436
"BMF","Bmf",0.734309,0.467835,0.68387,60,50,43,0.628671333333333,5.16558,5.16558,0.264155413332295
"BMP1","Bmp1",3.156224,2.971629,2.818362,303,295,217,2.98207166666667,18.1314,18.1314,0.208143244439334
"BMP10","Bmp10",0,0,0.009595,0,0,1,0.00319833333333333,0.35267,0.35267,0.741643071357636
"BMP15","Bmp15",0,0,0,0,0,0,0,0,0,1
"BMP2","Bmp2",0.109485,0.089062,0.17448,12,10,13,0.124342333333333,2.30273,2.30273,0.340428171038303
"BMP2K","Bmp2k",0.518968,0.558151,0.670484,116,106,94,0.582534333333333,5.24856,5.24856,0.253263845323296
"BMP3","Bmp3",0,0,0,0,0,0,0,0.20745,0.20745,0.828191643546317
"BMP4","Bmp4",7.861079,3.096564,12.435323,57,47,40,7.79765533333333,2.17826,2.17826,2.76807288684165
"BMP5","Bmp5",0.215624,0.086391,0.148522,19,10,10,0.150179,0.26969,0.26969,0.905873874725327
"BMP6","Bmp6",1.80363,2.444,2.222208,197,215,130,2.15661266666667,2.11602,2.11602,1.01302708797333
"BMP7","Bmp7",0.073009,0.203654,0.268723,6,24,23,0.181795333333333,19.52133,19.52133,0.0575886325756339
"BMP8A","Bmp8a",0.017032,0,0,1,0,0,0.00567733333333333,3.40223,3.40223,0.228447249083608
"BMP8B","Bmp8b",0,0,0,0,0,0,0,13.277,13.277,0.0700427260628984
"BMPER","Bmper",0.725278,0.62512,1.593543,46,49,55,0.981313666666667,29.10567,29.10567,0.0658119771679776
"BMPR1A","Bmpr1a",7.442066,8.257207,8.948688,1077,983,996,8.215987,7.38533,7.38533,1.09906074060293
"BMPR1B","Bmpr1b",0.017429,0.032215,0.020483,1,4,2,0.0233756666666667,4.50173,4.50173,0.186009794494944
"BMPR2","Bmpr2",3.391042,3.172537,4.129674,1448,1237,1265,3.56441766666667,8.23589,8.23589,0.494204420653198
"BMX","Bmx",0.161103,0.217525,0.223382,15,18,12,0.20067,0.10373,0.10373,1.08782945104328
"BNC1","Bnc1",0.00632,0.027439,0.017506,1,4,2,0.0170883333333333,0,0,1.01708833333333
"BNC2","Bnc2",0.494177,1.06987,0.370125,6,9,9,0.644724,0.97503,0.97503,0.832758996065883
"BNIP1","Bnip1",4.286347,6.109113,5.998625,111,142,119,5.464695,8.96197,8.96197,0.648937408966299
"BNIP2","Bnip2",17.637186,18.343011,18.706667,819,865,693,18.2289546666667,13.00731,13.00731,1.37277997464657
"BNIP3","Bnip3",46.258984,39.592609,31.915075,1895,1462,950,39.255556,67.02809,67.02809,0.591749026027337
"BNIP3L","Bnip3l",35.789526,34.644414,48.184268,690,570,599,39.5394026666667,57.21556,57.21556,0.696367133918606
"BNIPL","Bnipl",0,0,0,0,0,0,0,3.15329,3.15329,0.240772977567182
"BOC","Boc",0.400351,0.443829,0.512576,62,66,56,0.452252,8.94123,8.94123,0.146083734105337
"BOD1","Bod1",20.273833,19.595858,23.003942,740,711,598,20.9578776666667,25.57896,25.57896,0.826137578997322
"BOD1L1","Bod1l",1.805981,1.379824,2.379018,479,439,415,1.854941,49.20787,49.20787,0.0568624201743671
"BOK","Bok",0.692495,0.572297,1.308746,24,19,37,0.857846,135.25941,135.25941,0.0136346253077127
"BOLA1","Bola1",2.645774,3.642724,3.189899,48,65,42,3.15946566666667,26.94815,26.94815,0.148827942696267
"BOLA2","Bola2",12.779315,12.263186,14.305042,61,61,51,13.1158476666667,0,0,14.1158476666667
"BOLA3","Bola3",73.281553,107.715152,56.837172,613,757,499,79.277959,33.33771,33.33771,2.33789495572069
"BOLL","Boll",0,0.07302,0,0,1,0,0.02434,0.20745,0.20745,0.848349828150234
"BOP1","Bop1",3.034163,3.631816,3.293425,169,164,136,3.31980133333333,14.74991,14.74991,0.274274667812917
"BORA","Bora",0.173468,0.124779,0.1844,18,10,11,0.160882333333333,0.72609,0.72609,0.672550291892852
"BPGM","Bpgm",7.015811,6.940057,14.262333,248,239,407,9.406067,13.29774,13.29774,0.727812017843379
"BPHL","Bphl",22.055145,19.683359,31.947038,206,169,154,24.5618473333333,5.99539,5.99539,3.6540989613636
"BPI","Bpi",0,0,0,0,0,0,0,1.26546,1.26546,0.441411457275785
"BPIFA1","Bpifa1",0,0,0,0,0,0,0,0,0,1
"BPIFA2","Bpifa2",0,0,0,0,0,0,0,0,0,1
"BPIFA3","Bpifa3",0,0,0,0,0,0,0,0,0,1
"BPIFB1","Bpifb1",0,0.021124,0.063133,0,1,3,0.0280856666666667,0.14522,0.14522,0.897718924457019
"BPIFB2","Bpifb2",0,0,0,0,0,0,0,0,0,1
"BPIFB3","Bpifb3",0,0,0,0,0,0,0,0,0,1
"BPIFB4","Bpifb4",0,0,0,0,0,0,0,0,0,1
"BPIFB6","Bpifb6",0,0,0,0,0,0,0,0,0,1
"BPIFB9P","Bpifb9a",0,0,0,0,0,0,0,0,0,1
"BPIFC","Bpifc",0,0,0,0,0,0,0,0,0,1
"BPNT1","Bpnt1",5.741813,4.543155,5.773417,165,154,134,5.352795,26.38803,26.38803,0.231955164354647
"BRAF","Braf",2.115611,2.259068,3.066556,298,222,219,2.48041166666667,10.93278,10.93278,0.291668133215116
"BRAP","Brap",4.146937,3.607587,5.671318,292,243,212,4.47528066666667,5.60123,5.60123,0.829433403572769
"BRAT1","Brat1",0.65818,0.718119,1.03979,72,81,84,0.805363,27.52902,27.52902,0.0632816339292412
"BRCA1","Brca1",0.018852,0.638112,0.137459,4,9,5,0.264807666666667,6.49328,6.49328,0.16879226008726
"BRCA2","Brca2",0.159088,0.819292,0.705855,26,42,25,0.561411666666667,0.04149,0.04149,1.49920946592542
"BRCC3","Brcc3",6.631823,4.966684,4.650947,229,167,156,5.41648466666667,6.57626,6.57626,0.846919808278315
"BRD1","Brd1",2.7365,2.389386,3.02485,407,337,286,2.716912,13.96159,13.96159,0.248430280471527
"BRD2","Brd2",19.858674,19.129223,19.126343,648,770,566,19.3714133333333,163.97091,163.97091,0.123484881869981
"BRD3","Brd3",2.649554,1.873643,2.416509,299,263,233,2.31323533333333,24.41723,24.41723,0.130353910844468
"BRD4","Brd4",4.821865,4.955657,4.88388,382,368,281,4.887134,21.11872,21.11872,0.266160700076677
"BRD7","Brd7",23.195307,28.678272,23.683282,773,710,572,25.1856203333333,77.85714,77.85714,0.332064037997489
"BRD8","Brd8",3.728589,2.434423,2.343849,281,224,185,2.83562033333333,49.39458,49.39458,0.0761117630771669
"BRD9","Brd9",5.25526,3.506724,4.327025,293,220,192,4.363003,67.48449,67.48449,0.0783097457541116
"BRDT","Brdt",0.043895,0.073644,0.151579,2,6,5,0.089706,0,0,1.089706
"BRF1","Brf1",2.899096,3.811537,4.568576,192,221,166,3.75973633333333,40.34962,40.34962,0.115109554412673
"BRF2","Brf2",1.829885,1.962131,1.835531,41,38,40,1.875849,8.81676,8.81676,0.292952970226429
"BRI3","Bri3",30.369921,33.936797,37.241045,471,528,412,33.8492543333333,97.56518,97.56518,0.353565572886219
"BRI3BP","Bri3bp",6.152774,5.646551,6.599179,329,269,231,6.13283466666667,8.29812,8.29812,0.76712654457747
"BRIP1","Brip1",0.081339,0.072493,0.110267,18,15,18,0.088033,0.12447,0.12447,0.967596289807643
"BRIX1","Brix1",7.398335,5.684104,5.693977,203,155,121,6.25880533333333,15.76643,15.76643,0.432936846623481
"BRK1","Brk1",12.810022,14.502749,15.230421,387,407,334,14.181064,147.91404,147.91404,0.101945149026915
"BRMS1","Brms1",2.325758,2.61052,2.803511,79,82,52,2.57992966666667,23.02729,23.02729,0.148994317156311
"BRMS1L","Brms1l",2.549902,2.728349,3.211695,165,148,135,2.829982,7.82098,7.82098,0.434190078653392
"BROX","Brox",6.412058,6.240495,6.933137,506,487,445,6.52856333333333,18.21438,18.21438,0.391819217343122
