"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"CD3D","Cd3d",0.020665,0.745564,0,1,3,0,0.255409666666667,1.06267,1.06267,0.608633308608099
"CD3E","Cd3e",0.107214,0,0,1,0,0,0.035738,0.96146,0.96146,0.528044415894283
"CD3G","Cd3g",0,0.055483,0.053784,0,2,1,0.0364223333333333,0.06325,0.06325,0.974768242025237
"CD4","Cd4",0.100198,0.962018,1.243683,8,8,6,0.768633,5.17417,5.17417,0.28645680310066
"CD40","Cd40",0.570641,0.909885,0.600132,17,17,12,0.693552666666667,9.07061,9.07061,0.168167833593662
"CD40LG","Cd40lg",0,0,0,0,0,0,0,0.21506,0.21506,0.823004625285994
"CD44","Cd44",0.694265,0.866916,0.865489,90,104,75,0.80889,12.68873,12.68873,0.132144472131454
"CD46","Cd46",0.38497,0.188929,0.080158,40,15,9,0.218019,117.86729,117.86729,0.0102468812067643
"CD47","Cd47",8.198998,9.784318,8.933314,525,532,413,8.97221,48.22476,48.22476,0.202585243686307
"CD48","Cd48",0.447125,0.583961,0.889893,14,17,20,0.640326333333333,1.82171,1.82171,0.581323500052569
"CD5","Cd5",0,0,0.020717,0,0,1,0.00690566666666667,0.0506,0.0506,0.958410114855003
"CD52","Cd52",1.154365,1.806818,2.611993,11,16,18,1.85772533333333,13.48573,13.48573,0.197278655154648
"CD53","Cd53",1.091968,0.966419,1.169824,56,46,43,1.07607033333333,13.94116,13.94116,0.13894974241179
"CD55","Cd55",1.662991,2.000186,2.223227,113,128,94,1.96213466666667,103.07854,103.07854,0.0284605708983491
"CD59","Cd59a",13.538205,20.099382,16.447678,556,628,403,16.6950883333333,916.38437,916.38437,0.0192886307113924
"CD5L","Cd5l",0.015619,0,0,1,0,0,0.00520633333333333,0.32892,0.32892,0.756408462009251
"CD6","Cd6",0.036325,0.11929,0,2,1,0,0.0518716666666667,0.25302,0.25302,0.839469175804589
"CD63","Cd63",21.359477,20.065719,23.596859,506,468,388,21.6740183333333,1259.05598,1259.05598,0.0179944531776543
"CD68","Cd68",1.135463,1.791594,2.525432,33,44,49,1.81749633333333,8.33686,8.33686,0.301760584750476
"CD69","Cd69",0.02636,0.155326,0.028432,2,1,1,0.0700393333333333,1.03736,1.03736,0.525208766900957
"CD7","Cd7",0,0,0.110956,0,0,2,0.0369853333333333,0,0,1.03698533333333
"CD70","Cd70",0,0,0,0,0,0,0,0,0,1
"CD72","Cd72",0.64831,1.112562,0.730898,10,16,6,0.83059,0.797,0.797,1.01869226488592
"CD74","Cd74",19.947429,22.57945,24.264809,727,773,631,22.263896,124.04087,124.04087,0.18605033698182
"CD79A","Cd79a",0.112349,0.144285,0.313804,5,6,10,0.190146,0,0,1.190146
"CD79B","Cd79b",0.173729,0.218073,0.3625,6,7,9,0.251434,1.94822,1.94822,0.424471036761164
"CD80","Cd80",0.314322,0.271287,0.523645,24,18,27,0.369751333333333,0.25302,0.25302,1.09315999212569
"CD81","Cd81",72.442077,86.243035,85.684866,2066,2180,1725,81.4566593333333,125.73608,125.73608,0.650617088151482
"CD82","Cd82",2.318377,3.483383,2.527836,72,80,58,2.776532,9.80435,9.80435,0.349538102708631
"CD83","Cd83",0.604823,0.542129,0.950532,40,34,45,0.699161333333333,1.03736,1.03736,0.834001518304734
"CD84","Cd84",0.330082,0.473859,0.476919,28,30,23,0.426953333333333,1.58135,1.58135,0.552793434959743
"CD86","Cd86",0.632169,0.723307,0.692793,30,27,25,0.682756333333333,2.06208,2.06208,0.549546822203644
"CD8A","Cd8a",0.048936,0.046432,0.044431,4,4,3,0.0465996666666667,0.91086,0.91086,0.547711327186014
"CD9","Cd9",6.591351,7.364202,8.785535,220,209,199,7.58036266666667,116.26065,116.26065,0.0731734189318127
"CD93","Cd93",4.7941,4.459305,5.715529,1064,922,913,4.98964466666667,20.48161,20.48161,0.278826618054544
"CD96","Cd96",0,0,0,0,0,0,0,0.25302,0.25302,0.798071858390129
"CD99L2","Cd99l2",8.754362,8.855827,10.289369,899,870,800,9.29985266666667,50.55251,50.55251,0.199793427452255
"CDA","Cda",0.232481,0.190976,0,5,4,0,0.141152333333333,1.11327,1.11327,0.53999362756928
"CDADC1","Cdadc1",9.967671,8.796697,5.730487,347,358,248,8.16495166666667,14.24478,14.24478,0.601186220245006
"CDAN1","Cdan1",2.378979,1.886842,1.971784,171,159,132,2.07920166666667,5.12356,5.12356,0.502845022612119
"CDC123","Cdc123",38.150807,33.583909,40.632398,366,313,261,37.4557046666667,68.78228,68.78228,0.551081229599644
"CDC14A","Cdc14a",0.347034,0.250319,0.312661,32,32,18,0.303338,2.79582,2.79582,0.34336138173043
"CDC14B","Cdc14b",1.998973,1.366499,1.485258,199,168,148,1.61691,20.31715,20.31715,0.122760781811828
"CDC16","Cdc16",4.646639,5.094948,4.597452,284,321,228,4.77967966666667,77.78963,77.78963,0.0733558422176455
"CDC20","Cdc20",0.26361,0.247104,0.363089,8,10,10,0.291267666666667,0.46808,0.46808,0.879562194612464
"CDC23","Cdc23",5.849472,5.388416,7.985523,358,329,292,6.40780366666667,30.38717,30.38717,0.236013749142298
"CDC25A","Cdc25a",0.510645,0.730481,0.52126,36,48,42,0.587462,0.8223,0.8223,0.871130988311475
"CDC25B","Cdc25b",1.452915,1.176559,0.628501,62,37,32,1.08599166666667,9.36158,9.36158,0.201319843756132
"CDC25C","Cdc25c",0.145615,0.205892,0,1,4,0,0.117169,0,0,1.117169
"CDC26","Cdc26",6.170746,5.630519,5.728647,169,125,106,5.843304,73.81729,73.81729,0.0914668788457855
"CDC27","Cdc27",2.452559,2.084741,2.81102,300,273,281,2.44944,42.94939,42.94939,0.0784866411115149
"CDC34","Cdc34",56.257706,74.057895,78.85971,619,721,546,69.7251036666667,13.95381,13.95381,4.7295708362395
"CDC37","Cdc37",21.455499,22.1383,25.503368,972,935,779,23.032389,98.03087,98.03087,0.242675733334464
"CDC37L1","Cdc37l1",34.653984,26.505383,30.371855,1387,1206,919,30.5104073333333,54.32244,54.32244,0.569577324017765
"CDC40","Cdc40",2.719477,2.615127,3.042967,300,270,231,2.79252366666667,17.66049,17.66049,0.203238160769983
"CDC42","Cdc42",20.957776,23.062162,26.771144,1277,1304,1170,23.5970273333333,254.47039,254.47039,0.0962813237703725
"CDC42BPA","Cdc42bpa",3.429718,3.602741,4.266922,566,579,443,3.76646033333333,22.25272,22.25272,0.204985065546454
"CDC42BPB","Cdc42bpb",7.40748,5.364993,7.820693,720,784,702,6.86438866666667,29.47631,29.47631,0.258049241088133
"CDC42BPG","Cdc42bpg",7.005489,5.100471,2.485069,199,204,158,4.86367633333333,0.0759,0.0759,5.45001982836075
"CDC42EP1","Cdc42ep1",5.071919,4.72133,5.963765,445,397,370,5.252338,0.55663,0.55663,4.01658582964481
"CDC42EP2","Cdc42ep2",1.106656,1.355888,1.542758,124,141,124,1.33510066666667,1.99882,1.99882,0.778673167001243
"CDC42EP3","Cdc42ep3",5.886341,5.512386,8.671832,236,227,226,6.69018633333333,70.7811,70.7811,0.107133860212972
"CDC42EP4","Cdc42ep4",2.193682,2.353521,2.085988,179,218,118,2.21106366666667,27.36363,27.36363,0.113210603391268
"CDC42EP5","Cdc42ep5",2.385773,1.583548,0.467487,23,16,9,1.478936,0.24036,0.24036,1.99856170789126
"CDC42SE1","Cdc42se1",3.135203,3.017549,3.151386,211,170,145,3.10137933333333,55.08149,55.08149,0.0731324958258658
"CDC42SE2","Cdc42se2",3.086486,3.809371,5.268845,293,339,315,4.05490066666667,16.63577,16.63577,0.286627726867989
"CDC45","Cdc45",0.407408,0.649952,0.269675,18,26,13,0.442345,0.40482,0.40482,1.02671160718099
"CDC5L","Cdc5l",5.37198,6.833393,6.371318,449,447,349,6.19223033333333,27.49014,27.49014,0.252446296625195
"CDC6","Cdc6",0.087166,0.026783,0.068715,8,2,7,0.060888,0.39217,0.39217,0.76203911878578
"CDC7","Cdc7",0.167524,0.16961,0.239011,15,15,10,0.192048333333333,1.58135,1.58135,0.461792602062228
"CDC73","Cdc73",4.053026,4.286931,4.544272,573,479,431,4.294743,26.0859,26.0859,0.195479677618244
"CDCA2","Cdca2",0.064306,0.232224,0.044439,5,5,2,0.113656333333333,8.43807,8.43807,0.11799619343079
"CDCA3","Cdca3",0.264935,0.16012,0.541153,10,4,11,0.322069333333333,0.18976,0.18976,1.11120674197597
"CDCA4","Cdca4",0.867404,0.90861,0.714926,58,52,32,0.830313333333333,0.89821,0.89821,0.964231214319455
"CDCA5","Cdca5",0.019082,0.020551,0,1,1,0,0.013211,0.24036,0.24036,0.816868489793286
"CDCA7","Cdca7",0.510429,0.311164,0.979155,14,17,15,0.600249333333333,1.75846,1.75846,0.58012417556656
"CDCA7L","Cdca7l",0.011002,0.084517,0.015597,1,4,1,0.0370386666666667,37.3704,37.3704,0.0270270486277617
"CDCA8","Cdca8",0.313318,0.354523,0.112635,10,8,4,0.260158666666667,0.18976,0.18976,1.05917047695894
"CDCP1","Cdcp1",0.023087,0.009279,0.023884,4,1,2,0.01875,0.20241,0.20241,0.847256759341656
"CDCP2","Cdcp2",0,0,0,0,0,0,0,0,0,1
"CDH1","Cdh1",0,0,0,0,0,0,0,0,0,1
"CDH10","Cdh10",0.070365,0.010266,0.022071,1,1,1,0.034234,0,0,1.034234
"CDH11","Cdh11",0.195312,0.60851,0.555499,36,33,36,0.453107,6.23683,6.23683,0.200793303145162
"CDH12","Cdh12",0,0,0,0,0,0,0,0,0,1
"CDH13","Cdh13",27.768786,30.983359,38.534786,1826,1711,1571,32.428977,69.94615,69.94615,0.4711880348687
"CDH15","Cdh15",0.017615,0,0,2,0,0,0.00587166666666667,0,0,1.00587166666667
"CDH16","Cdh16",0.493581,1.436011,1.107318,7,16,9,1.01230333333333,0,0,2.01230333333333
"CDH17","Cdh17",0,0,0.01349,0,0,1,0.00449666666666667,0.20241,0.20241,0.835402788289075
"CDH2","Cdh2",23.761126,26.142062,30.069062,3049,3113,2787,26.6574166666667,364.393,364.393,0.0756922455182958
"CDH20","Cdh20",0.068398,0.120376,0.191112,9,15,18,0.126628666666667,0,0,1.12662866666667
"CDH22","Cdh22",0.119147,0.191448,0.069369,13,21,4,0.126654666666667,0.0506,0.0506,1.07239164921632
"CDH23","Cdh23",0.58995,0.417775,0.925095,102,113,87,0.644273333333333,0.49338,0.49338,1.10104148531073
"CDH24","Cdh24",0.102549,0.11929,0.013066,3,1,1,0.0783016666666667,1.73316,1.73316,0.394525628454487
"CDH26","Cdh26",0,0,0,0,0,0,0,1.75846,1.75846,0.362521116855057
"CDH3","Cdh3",0.006624,0.014219,0,1,2,0,0.00694766666666667,0.21506,0.21506,0.828722587087606
"CDH4","Cdh4",0.372118,0.501652,0.321418,70,105,51,0.398396,0,0,1.398396
"CDH5","Cdh5",13.495733,14.279516,16.409184,1838,1809,1558,14.7281443333333,33.89143,33.89143,0.450773852872563
"CDH6","Cdh6",0.035426,0.026882,0.052249,10,7,8,0.0381856666666667,2.68196,2.68196,0.281965493016401
"CDH7","Cdh7",0,0,0,0,0,0,0,0,0,1
"CDH8","Cdh8",0.055693,0,0,2,0,0,0.0185643333333333,0.06325,0.06325,0.957972568383102
"CDH9","Cdh9",0,0,0,0,0,0,0,0,0,1
"CDHR1","Cdhr1",0,0.007477,0,0,1,0,0.00249233333333333,0.50603,0.50603,0.665652299976317
"CDHR2","Cdhr2",0,0,0,0,0,0,0,0,0,1
"CDHR3","Cdhr3",0.280018,0.183988,0.116715,6,4,2,0.193573666666667,1.49279,1.49279,0.478810355732599
"CDHR5","Cdhr5",0,0,0,0,0,0,0,0,0,1
"CDIPT","Cdipt",7.660261,9.705931,10.906894,258,258,208,9.424362,19.81112,19.81112,0.500903459304449
"CDK1","Cdk1",1.125181,0.863727,0.302887,13,12,4,0.763931666666667,1.01206,1.01206,0.876679456212373
"CDK10","Cdk10",2.847059,4.111337,2.860115,107,89,80,3.272837,10.05737,10.05737,0.386424348647101
"CDK11B","Cdk11b",9.365645,8.813717,7.487436,506,451,324,8.55559933333333,26.18711,26.18711,0.351475362159984
"CDK12","Cdk12",1.90649,1.436257,1.636598,196,206,187,1.65978166666667,14.19417,14.19417,0.175052777918548
"CDK13","Cdk13",3.295506,2.485406,4.184915,338,295,288,3.32194233333333,26.79435,26.79435,0.155497154397686
"CDK14","Cdk14",1.770778,0.938185,0.625323,97,64,54,1.11142866666667,8.60253,8.60253,0.219882537900602
"CDK15","Cdk15",0.088647,0.052034,0.021663,5,3,1,0.0541146666666667,1.27773,1.27773,0.462791756119763
"CDK16","Cdk16",19.987013,24.737754,30.72689,1259,1200,1074,25.1505523333333,65.72079,65.72079,0.391940088439201
"CDK17","Cdk17",3.7236,4.687262,7.901835,195,166,147,5.43756566666667,18.11591,18.11591,0.336764803070671
"CDK18","Cdk18",5.13377,6.977503,5.848967,230,237,189,5.98674666666667,40.84936,40.84936,0.166949904769551
"CDK19","Cdk19",1.629564,1.515927,1.85877,309,227,227,1.668087,8.0712,8.0712,0.294127237851662
"CDK2","Cdk2",2.746478,2.030904,1.943793,125,85,77,2.24039166666667,11.70197,11.70197,0.255109378046607
"CDK20","Cdk20",0.634683,0.43393,0.776379,30,23,16,0.614997333333333,0.73375,0.73375,0.931505311223264
"CDK2AP1","Cdk2ap1",27.837227,28.955028,31.505939,638,599,517,29.4327313333333,146.98938,146.98938,0.205641319217185
"CDK2AP2","Cdk2ap2",5.086814,4.406205,6.028973,134,113,110,5.17399733333333,4.25066,4.25066,1.1758516707106
"CDK3","Cdk3",0.026763,0.104238,0,1,1,0,0.043667,1.46749,1.46749,0.422967063696307
"CDK4","Cdk4",18.341766,22.135018,22.719861,277,318,272,21.0655483333333,46.22594,46.22594,0.467233650263676
"CDK5","Cdk5",4.10225,6.948393,6.735762,117,156,121,5.92880166666667,4.65549,4.65549,1.22514612644822
"CDK5R1","Cdk5r1",0.051231,0.037358,0.114134,7,5,9,0.0675743333333333,0.92351,0.92351,0.555013664256143
"CDK5R2","Cdk5r2",0,0,0,0,0,0,0,0,0,1
"CDK5RAP1","Cdk5rap1",2.488469,2.989717,4.639987,112,112,87,3.37272433333333,50.31214,50.31214,0.0852181244698298
"CDK5RAP2","Cdk5rap2",0.461778,0.530355,0.637335,104,101,75,0.543156,31.93056,31.93056,0.0468609097446263
"CDK5RAP3","Cdk5rap3",4.135276,3.258803,4.310284,164,141,129,3.90145433333333,98.52426,98.52426,0.0492488397636248
"CDK6","Cdk6",0.492865,0.527225,0.527701,192,153,137,0.515930333333333,4.36452,4.36452,0.282584524493027
"CDK7","Cdk7",3.454674,3.618832,3.212129,138,142,96,3.428545,18.97617,18.97617,0.221691395297497
"CDK8","Cdk8",2.349868,2.065133,2.345227,194,169,106,2.25340933333333,20.16534,20.16534,0.153714012311323
"CDK9","Cdk9",7.996444,8.883223,7.371884,176,186,141,8.08385033333333,28.09738,28.09738,0.312187912909456
"CDKAL1","Cdkal1",2.408381,1.81242,3.527782,131,109,85,2.582861,8.1977,8.1977,0.389538797742914
"CDKL1","Cdkl1",1.55312,1.757195,1.588178,77,81,57,1.632831,5.42718,5.42718,0.409640153224276
"CDKL2","Cdkl2",0.560733,1.229796,0.901306,69,85,76,0.897278333333333,0.51868,0.51868,1.24929434333325
"CDKL3","Cdkl3",1.803515,2.06678,2.514646,41,45,39,2.12831366666667,8.67843,8.67843,0.323225323390949
"CDKL4","Cdkl4",0,0.018007,0,0,1,0,0.00600233333333333,0.37952,0.37952,0.729240847057914
"CDKL5","Cdkl5",0.408675,0.475686,0.980292,120,116,112,0.621551,1.15122,1.15122,0.753782039958721
"CDKN1A","Cdkn1a",2.725737,1.938837,1.067615,145,109,43,1.91072966666667,28.5528,28.5528,0.098492517347482
"CDKN1B","Cdkn1b",4.443804,3.926626,4.329353,372,274,244,4.233261,44.55604,44.55604,0.114875239375503
"CDKN1C","Cdkn1c",5.580309,5.548507,3.828482,114,182,80,4.985766,24.63106,24.63106,0.233535639961828
"CDKN2A","Cdkn2a",0.043603,0.044082,0,1,1,0,0.0292283333333333,0,0,1.02922833333333
"CDKN2AIP","Cdkn2aip",0.861358,0.736548,0.812997,91,69,61,0.803634333333333,14.91527,14.91527,0.113327284635029
"CDKN2AIPNL","Cdkn2aipnl",2.17662,1.841609,2.807171,99,84,84,2.27513333333333,49.75551,49.75551,0.0645276411040561
"CDKN2B","Cdkn2b",0.025773,0.048258,0.078334,1,2,2,0.0507883333333333,1.13857,1.13857,0.491350918292753
"CDKN2C","Cdkn2c",2.148365,1.684868,1.597424,75,71,47,1.810219,15.30744,15.30744,0.17232741619776
"CDKN2D","Cdkn2d",2.307343,2.810774,2.951634,83,100,77,2.689917,4.9338,4.9338,0.621847214264047
"CDKN3","Cdkn3",0.309878,0.250344,0.213686,4,4,3,0.257969333333333,10.84172,10.84172,0.106231977561818
"CDNF","Cdnf",5.585399,5.998788,5.862403,265,254,215,5.81553,4.0609,4.0609,1.34670315556522
"CDO1","Cdo1",0.323834,0.335084,0.196704,14,9,6,0.285207333333333,10.39894,10.39894,0.112747968963196
"CDON","Cdon",0.760392,0.5293,0.943019,94,85,112,0.744237,3.27655,3.27655,0.407860775625212
"CDPF1","Cdpf1",4.393529,5.903144,3.341768,79,97,56,4.546147,4.8832,4.8832,0.942709239869459
"CDR2","Cdr2",1.071325,1.273972,1.473615,83,95,81,1.27297066666667,6.79347,6.79347,0.291650659676199
"CDR2L","Cdr2l",0.396596,0.380537,0.420044,48,46,36,0.399059,2.63136,2.63136,0.385271358389144
"CDRT4","Cdrt4",0,0,0.081872,0,0,1,0.0272906666666667,4.25066,4.25066,0.195649816721453
"CDS1","Cds1",0.796221,0.643201,0.821291,54,56,43,0.753571,1.39159,1.39159,0.733223922160571
"CDS2","Cds2",10.721673,16.809347,14.972021,1999,1995,1593,14.1676803333333,69.14915,69.14915,0.21622044363094
"CDSN","Cdsn",0.055086,0.023354,0.046434,5,2,3,0.0416246666666667,3.99765,3.99765,0.208422892092617
"CDT1","Cdt1",0.161688,0.363171,0.371917,7,16,9,0.298925333333333,0.0253,0.0253,1.26687343541728
"CDV3","Cdv3",12.071915,15.158493,12.241326,1345,1370,890,13.1572446666667,163.68841,163.68841,0.0859638189880312
"CDX1","Cdx1",0,0,0,0,0,0,0,0,0,1
"CDX2","Cdx2",0,0,0,0,0,0,0,0,0,1
"CDX4","Cdx4",0,0,0,0,0,0,0,0,0,1
"CDYL","Cdyl",0.756253,0.751829,1.313704,83,74,63,0.940595333333333,14.85201,14.85201,0.122419512310006
"CDYL2","Cdyl2",0.235274,0.158988,0.331747,19,12,19,0.242003,0.21506,0.21506,1.02217421361908
"CEACAM1","Ceacam2",0.021853,0,0,2,0,0,0.00728433333333333,7.21094,7.21094,0.12267588526202
"CEACAM16","Ceacam16",0,0,0,0,0,0,0,0,0,1
"CEACAM18","Ceacam18",0,0,0,0,0,0,0,0,0,1
"CEACAM20","Ceacam20",0,0.011583,0,0,1,0,0.003861,0.06325,0.06325,0.944143898424641
"CEBPA","Cebpa",0.481665,0.737548,0.639967,31,51,28,0.619726666666667,0,0,1.61972666666667
"CEBPB","Cebpb",4.43813,6.379074,3.569633,107,237,49,4.79561233333333,8.43807,8.43807,0.614067530049399
"CEBPD","Cebpd",0.561074,0.656545,0.349692,65,76,28,0.522437,10.81641,10.81641,0.128840908533133
"CEBPE","Cebpe",0,0,0,0,0,0,0,0,0,1
"CEBPG","Cebpg",2.098164,2.676959,2.617246,328,312,235,2.464123,22.29067,22.29067,0.148734364447223
"CEBPZ","Cebpz",2.255964,4.227969,3.331322,234,270,195,3.27175166666667,45.37834,45.37834,0.09210660982404
"CECR2","Cecr2",0.857743,0.679268,1.320136,160,119,137,0.952382333333333,4.46572,4.46572,0.357204967201637
"CEL","Cel",0,0,0,0,0,0,0,0.0759,0.0759,0.929454410261177
"CELA1","Cela1",0.523308,0.170266,0.569474,8,3,4,0.421016,0,0,1.421016
"CELA2A","Cela2a",0,0,0.172225,0,0,2,0.0574083333333333,0,0,1.05740833333333
"CELA3B","Cela3b",0,0,0,0,0,0,0,0,0,1
"CELF1","Celf1",12.474783,9.475001,8.210411,1145,1023,919,10.0533983333333,38.2686,38.2686,0.281481854034351
"CELF2","Celf2",7.879867,6.880821,7.333819,819,649,640,7.36483566666667,41.40599,41.40599,0.197255993001618
"CELF3","Celf3",0.272023,0.074139,0.06165,5,2,1,0.135937333333333,0,0,1.13593733333333
"CELF4","Celf4",0.045607,0.01859,0.174122,4,1,4,0.0794396666666667,0.20241,0.20241,0.897730114242785
"CELF6","Celf6",0.023745,0,0,2,0,0,0.007915,1.83436,1.83436,0.355605851056323
"CELSR1","Celsr1",0.651427,1.327936,1.104208,114,112,143,1.027857,6.43925,6.43925,0.272588903451289
"CELSR2","Celsr2",0.861146,0.878909,0.495032,110,117,104,0.745029,2.47955,2.47955,0.501509965369085
"CELSR3","Celsr3",0.817463,0.662056,0.347453,19,19,10,0.608990666666667,0.10121,0.10121,1.46111156515711
"CEND1","Cend1",0.369044,0.302925,0.59879,17,11,18,0.423586333333333,0,0,1.42358633333333
"CENPA","Cenpa",8.983509,13.282115,10.056849,211,244,174,10.7741576666667,0.63254,0.63254,7.21217101367603
"CENPB","Cenpb",9.875952,10.405155,11.167624,1583,1652,1257,10.4829103333333,7.53986,7.53986,1.34462512656335
"CENPE","Cenpe",0.312528,0.345053,0.127013,9,11,7,0.261531333333333,0.83495,0.83495,0.687501748458178
"CENPH","Cenph",0.143104,0.212268,0,2,4,0,0.118457333333333,8.81759,8.81759,0.11392381769185
"CENPI","Cenpi",0.074453,0.062039,0.047465,7,4,2,0.061319,0.58194,0.58194,0.670897126313261
"CENPJ","Cenpj",0.717806,1.470198,1.281282,54,62,47,1.15642866666667,12.63813,12.63813,0.158117620719752
"CENPK","Cenpk",0,0.075272,0,0,3,0,0.0250906666666667,0.48073,0.48073,0.692287362764762
"CENPL","Cenpl",0.289057,0.295073,0.11155,18,9,7,0.231893333333333,4.33922,4.33922,0.230725336909386
"CENPM","Cenpm",0.077374,0.185313,0.080081,1,3,2,0.114256,0,0,1.114256
"CENPN","Cenpn",0.086628,0.146884,0.238717,4,8,6,0.157409666666667,8.55193,8.55193,0.121170241685886
"CENPO","Cenpo",0.164329,0.309759,0.572136,9,18,17,0.348741333333333,1.72051,1.72051,0.495767827846004
"CENPP","Cenpp",0.543971,0.610242,0.395617,17,18,9,0.51661,0.70844,0.70844,0.887716279178666
"CENPQ","Cenpq",1.278664,1.074122,1.076963,70,62,47,1.14324966666667,13.40982,13.40982,0.148735353159628
"CENPT","Cenpt",0.494436,0.172955,0.498274,18,11,15,0.388555,14.56104,14.56104,0.0892327890680829
"CENPV","Cenpv",7.40428,14.940581,5.626234,92,88,62,9.32369833333333,12.03089,12.03089,0.792248137566454
"CENPW","Cenpw",0.339858,0.412377,0.319061,44,46,31,0.357098666666667,0.91086,0.91086,0.710203084823936
"CEP104","Cep104",5.625582,5.149217,4.185886,562,524,446,4.986895,14.53574,14.53574,0.385362718480098
"CEP112","Cep112",2.188034,0.668663,1.706019,39,27,31,1.52090533333333,25.52927,25.52927,0.0950235469477047
"CEP120","Cep120",1.998793,1.880047,2.566156,299,263,279,2.148332,11.73992,11.73992,0.247123372831227
"CEP128","Cep128",2.849479,4.485791,5.634651,118,142,112,4.323307,1.75846,1.75846,1.92981119900234
"CEP135","Cep135",0.398603,0.328763,0.449157,70,54,56,0.392174333333333,3.15004,3.15004,0.335460461425271
"CEP152","Cep152",0.164559,0.143509,0.213721,32,26,30,0.173929666666667,1.55605,1.55605,0.459274922895353
"CEP164","Cep164",0.674443,0.76077,0.705975,97,95,99,0.713729333333333,3.74463,3.74463,0.361193461520357
"CEP170","Cep170",2.390166,3.142177,3.336283,224,206,196,2.95620866666667,23.10032,23.10032,0.16415585629845
"CEP19","Cep19",1.690923,2.175803,2.369735,71,86,67,2.07882033333333,2.30244,2.30244,0.932286531574634
"CEP250","Cep250",1.345269,0.581437,0.605105,128,124,99,0.843937,8.81759,8.81759,0.187819719503463
"CEP290","Cep290",0.784312,0.65575,0.890329,106,79,79,0.776797,8.40012,8.40012,0.189018544444113
"CEP350","Cep350",2.855135,3.75417,3.312056,617,646,530,3.30712033333333,14.54839,14.54839,0.277013911622575
"CEP41","Cep41",1.012891,0.299037,0.17921,25,17,13,0.497046,3.64342,3.64342,0.322401591930086
"CEP44","Cep44",3.29704,2.339928,2.395811,79,45,43,2.677593,12.43571,12.43571,0.273717801292228
"CEP55","Cep55",0.098739,0.179932,0.097444,7,5,5,0.125371666666667,0.10121,0.10121,1.02194101639711
"CEP57","Cep57",2.98118,2.578289,2.070317,112,87,76,2.543262,35.20711,35.20711,0.097860944991191
"CEP57L1","Cep57l1",0.415904,0.464783,0.397584,24,20,16,0.426090333333333,12.60017,12.60017,0.104858272604926
"CEP63","Cep63",10.392798,15.74468,11.404619,363,351,233,12.5140323333333,66.7455,66.7455,0.19948236168208
"CEP68","Cep68",3.866007,3.421117,3.742066,618,524,438,3.67639666666667,23.21418,23.21418,0.193126369204601
"CEP70","Cep70",1.661585,1.215095,1.000604,58,60,46,1.292428,38.90114,38.90114,0.0574526943340466
"CEP72","Cep72",0.23971,0.023231,0.362586,9,3,8,0.208509,0.60724,0.60724,0.751915706428411
"CEP76","Cep76",2.553544,3.35742,1.561579,84,92,61,2.49084766666667,6.42659,6.42659,0.470047177327235
