UniqueCount	AmbigCount
0	0
0	0
33	149
15	117
51	85
0	0
0	0
0	0
0	0
0	2
1	2
0	1
7	13
8	1
9	0
0	3
0	0
0	2
16	2
4	1
0	1
0	1
0	1
0	0
1	0
5	104
1	68
0	84
1	50
4	27
0	12
2	28
2	45
1	3
0	0
2	3
0	5
0	0
7	0
0	8
1	24
0	7
1	0
0	0
1	351
0	202
22	403
0	108
0	286
21	115
1	160
0	57
15	9
2	210
174	334
0	201
0	114
0	87
1	253
0	185
26	130
0	262
24	1272
2	1241
0	94
10	0
1	103
2	98
0	46
0	34
0	29
2	5
0	0
2	0
0	8
9	56
0	0
0	1876
2	2475
26	502
49	1901
1	205
0	223
72	2439
9	764
0	1
188	242
1	0
19	9
82	103
0	48
0	100
14	51
0	0
0	8
2	1
19	0
0	0
0	56
0	120
53	1847
2	32
0	25
0	736
0	1701
2	234
0	847
2	50
3	255
1	44
0	86
2	299
20	50
0	354
72	19
0	3
0	7
0	0
0	14
0	0
20	159
2	470
2	469
0	465
0	7
1	6
0	325
0	287
0	34
0	465
0	36
0	19
0	78
0	57
24	0
0	3
1	466
0	0
0	0
0	0
0	0
291	1764
0	276
0	24
0	1192
0	526
2	172
24	1695
11	1669
0	2
34	14
0	168
0	0
0	0
0	0
12	1
0	0
0	0
1	1
0	0
0	16
0	0
0	1
0	9
0	0
0	199
0	210
0	216
10	184
0	62
0	18
0	94
3	75
0	68
0	0
1	8
9	12
0	6
2	0
0	0
0	0
0	15
0	13
0	3
0	0
0	0
0	103
1	0
0	0
0	0
0	11
0	0
0	0
0	0
0	0
287	9
5	267
0	250
0	39
1	57
1	235
9	5
0	8
1	50
0	5
0	5
4	1659
818	49
1	0
66	89
0	89
0	16
1	13
0	22
1530	54
0	105
1	27
0	3
0	2
0	51
0	2
0	0
0	263
0	265
0	267
2	8
0	218
1	223
0	263
1	16
2	41
0	219
20	39
45	42
0	19
1	0
5	10
0	70
0	17
0	18
0	12
0	53
0	69
7	58
0	37
0	47
6	32
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	1
0	0
0	0
31	1088
0	731
0	650
0	413
40	545
4	313
8	126
0	2
0	7
40	299
23	23
0	21
0	65
0	16
1	70
7	73
0	16
0	63
0	19
0	16
0	275
0	26
53	6
0	20
1	14
1	33
3	25
0	18
0	8
1	84
6	10
1	34
2	6
2	50
0	0
831	1399
0	209
0	206
13	160
5	43
0	786
0	50
0	113
4	0
4	0
0	1
0	1
14	134
0	0
4	4
2	18
0	0
0	0
0	0
0	98
0	18
0	0
679	359
2	13
0	117
0	67
0	63
0	66
0	185
0	64
0	0
0	5
1	3
0	686
4	236
2	31
0	93
2	195
