"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Brain_2_Hippocampus","dHs_Avg__TPM","FoldChange"
"FOLR3",1.77255,1.87906,2.01005,1.88722,1.43143,1.43143,1.18745758668767
"FOLR4",0,0,0,0,0,0,1
"FOPNL",25.66049,20.91839,27.94411,24.8409966666667,21.2017,21.2017,1.16391972987054
"FOS",41.31521,97.76651,467.46845,202.18339,419.40788,419.40788,0.483300622243332
"FOSB",8.15039,6.10695,40.48509,18.2474766666667,9.25241,9.25241,1.87736119279922
"FOSL1",3.3463,1.18823,7.62509,4.05320666666667,1.99155,1.99155,1.68916002295354
"FOSL1P1",0,0.19343,0.87394,0.35579,0,0,1.35579
"FOSL2",14.31289,13.2087,32.51042,20.01067,17.82022,17.82022,1.11638811873613
"FOXA1",0,0.3316,0,0.110533333333333,0.31118,0.31118,0.846972447210401
"FOXA2",0,0.05527,0,0.0184233333333333,0,0,1.01842333333333
"FOXA3",0,0,0,0,0,0,1
"FOXB1",0,0,0,0,0,0,1
"FOXB2",0,0,0,0,0,0,1
"FOXC1",5.4336,9.14661,5.37471,6.65164,3.46447,3.46447,1.71389661034792
"FOXC2",0.26505,0.63557,0.58991,0.496843333333333,0.47714,0.47714,1.01333883946906
"FOXD1",2.35235,1.87906,1.3983,1.87657,1.20323,1.20323,1.3056149380682
"FOXD2",0.01657,0.11053,0.08739,0.0714966666666667,0.14522,0.14522,0.935625178277245
"FOXD3",0.0497,0.05527,0,0.03499,0.12447,0.12447,0.920424733429971
"FOXD4",0.53011,0.44213,1.07057,0.680936666666667,0.35267,0.35267,1.24268052567638
"FOXD4L1",0.39758,0.46977,0.39327,0.420206666666667,0.12447,0.12447,1.26300093970196
"FOXD4L2",0,0,0,0,0,0,1
"FOXD4L3",0.03313,0.05527,0.08739,0.0585966666666667,0,0,1.05859666666667
"FOXD4L4",0,0,0,0,0,0,1
"FOXD4L5",0,0.05527,0,0.0184233333333333,0,0,1.01842333333333
"FOXD4L6",0.11596,0.05527,0,0.0570766666666667,0,0,1.05707666666667
"FOXE1",0.03313,0.11053,0,0.0478866666666667,0,0,1.04788666666667
"FOXE3",0.11596,0.30397,0.30588,0.241936666666667,0,0,1.24193666666667
"FOXF1",2.98185,4.61476,6.16125,4.58595333333333,5.9539,5.9539,0.803283529146714
"FOXF2",4.6053,7.10175,5.02513,5.57739333333333,3.21552,3.21552,1.5602804240837
"FOXG1",46.69911,47.44633,58.44448,50.8633066666667,15.2478,15.2478,3.19202025299836
"FOXH1",101.89649,94.00839,123.05021,106.318363333333,42.34117,42.34117,2.47612981683082
"FOXI1",0.0497,0,0,0.0165666666666667,0.12447,0.12447,0.90404071844217
"FOXI2",0,0,0,0,0.14522,0.14522,0.873194670019734
"FOXI3",0,0,0,0,0,0,1
"FOXJ1",1.82224,18.21033,2.7966,7.60972333333333,3.31925,3.31925,1.9933375778974
"FOXJ2",6.21219,7.04648,4.76295,6.00720666666667,5.7257,5.7257,1.04185537069252
"FOXJ3",19.74648,18.45903,15.14094,17.78215,12.32271,12.32271,1.40978449579703
"FOXK1",11.77831,13.2916,16.25521,13.77504,14.35575,14.35575,0.962182895657978
"FOXK2",26.32312,17.96163,18.09048,20.7917433333333,21.18096,21.18096,0.982452668114154
"FOXL1",0.23192,0.96716,0.34957,0.516216666666667,0.16596,0.16596,1.30040195775727
"FOXL2",0.53011,0.77373,1.15797,0.820603333333333,0.33192,0.33192,1.36690141550043
"FOXM1",2.89902,2.34883,2.16299,2.47028,3.09105,3.09105,0.84826144877232
"FOXN1",0.06626,0,0,0.0220866666666667,0.24894,0.24894,0.818363305416326
"FOXN2",7.17301,4.25552,4.63186,5.35346333333333,16.28507,16.28507,0.367569430342679
"FOXN3",53.88868,113.02008,84.9029,83.93722,94.32891,94.32891,0.89099120088544
"FOXN3-AS1",2.83276,3.15019,1.22351,2.40215333333333,0.78832,0.78832,1.90242984104262
"FOXN3P1",0,0,0,0,0,0,1
"FOXN4",0.06626,0.22107,0.24033,0.175886666666667,0.2282,0.2282,0.957406502741139
"FOXO1",21.20428,19.50909,23.68367,21.46568,4.89589,4.89589,3.81039673399605
"FOXO1B",0,0,0,0,0,0,1
"FOXO3",18.15616,13.8719,19.33584,17.1213,10.10296,10.10296,1.63211431906447
"FOXO3B",0.18222,0.13817,0.19664,0.172343333333333,0.39416,0.39416,0.84089583213787
"FOXO4",63.13242,107.05129,57.72348,75.9690633333333,150.71466,150.71466,0.507327791087119
"FOXO6",4.88692,5.58192,3.29911,4.58931666666667,7.44757,7.44757,0.661647866388401
"FOXP1",39.75802,47.47396,27.4416,38.2245266666667,38.60702,38.60702,0.990342789401138
"FOXP2",8.97869,6.21749,7.29737,7.49785,3.00807,3.00807,2.12018502670862
"FOXP3",1.14304,1.3264,1.28906,1.25283333333333,1.43143,1.43143,0.926546654986298
"FOXP4",16.64867,15.14303,21.47698,17.7562266666667,19.56283,19.56283,0.912142281323469
"FOXQ1",3.36287,5.72009,5.19992,4.76096,3.7549,3.7549,1.21158383982839
"FOXR1",0,0,0,0,0,0,1
"FOXR2",0,0,0,0,0,0,1
"FOXRED1",60.26653,40.37221,51.54038,50.7263733333333,43.7726,43.7726,1.15531314539101
"FOXRED2",26.0415,30.7282,36.3339,31.0345333333333,18.00693,18.00693,1.68541333783695
"FOXS1",3.4457,5.19505,2.81844,3.81973,1.45217,1.45217,1.96549586692603
"FPGS",35.33494,36.11669,57.35206,42.9345633333333,39.1049,39.1049,1.09549115777208
"FPGT",1.9382,3.70286,2.05375,2.56493666666667,3.50596,3.50596,0.791160300283772
"FPGT-TNNI3K",4.22429,8.56631,18.70223,10.49761,7.86247,7.86247,1.29733697264984
"FPR1",11.56296,3.61996,9.46036,8.21442666666667,9.75029,9.75029,0.857132846338719
"FPR2",0.33132,0.13817,0.61176,0.360416666666667,0.2282,0.2282,1.10765076263366
"FPR3",0.0994,0.22107,0.24033,0.186933333333333,0.10373,0.10373,1.07538377441343
"FRA10AC1",108.10868,126.28405,85.97347,106.788733333333,59.41456,59.41456,1.78415159083064
"FRAS1",5.30107,2.70806,4.56632,4.19181666666667,1.07876,1.07876,2.49755463192801
"FRAT1",5.83118,4.97399,5.13437,5.31318,2.46869,2.46869,1.82004733775575
"FRAT2",5.81461,7.32282,3.64868,5.59537,3.56819,3.56819,1.44376000122587
"FREM1",1.15961,0.80136,2.18484,1.38193666666667,2.53093,2.53093,0.674591868620071
"FREM2",0.21536,0.80136,0.78654,0.601086666666667,0.26969,0.26969,1.26100596733586
"FREM3",0,0.11053,1.22351,0.44468,0,0,1.44468
"FRG1",56.07537,63.44599,67.33678,62.2860466666667,96.73537,96.73537,0.647524500768418
"FRG1B",99.11343,122.02853,132.46687,117.86961,200.31669,200.31669,0.590460780971513
"FRG2",0,0,0,0,0,0,1
"FRG2B",0.14909,0,0.28403,0.144373333333333,0,0,1.14437333333333
"FRG2C",0,0,0,0,0,0,1
"FRK",0.74546,0.63557,0,0.460343333333333,0.6846,0.6846,0.866878388539317
"FRMD1",0.01657,0.13817,0.06555,0.07343,0.10373,0.10373,0.972547633932212
"FRMD3",6.07966,9.69928,5.68058,7.15317333333333,4.14906,4.14906,1.58342946738499
"FRMD4A",35.89818,31.36376,36.44314,34.56836,20.20593,20.20593,1.67728366546527
"FRMD4B",29.42093,35.17715,30.12895,31.5756766666667,123.43458,123.43458,0.261789581856319
"FRMD5",15.95291,13.5403,10.88051,13.4579066666667,18.11065,18.11065,0.756536625738354
"FRMD6",2.81619,7.65442,3.4739,4.64817,2.44795,2.44795,1.63812410272771
"FRMD7",0.16566,0.05527,0,0.0736433333333333,0,0,1.07364333333333
"FRMD8",15.30684,12.15864,12.38804,13.2845066666667,21.6581,21.6581,0.630437091665527
"FRMD8P1",0,0.0829,0,0.0276333333333333,0,0,1.02763333333333
"FRMPD1",14.42885,12.57314,13.26198,13.4213233333333,12.23973,12.23973,1.08924602943816
"FRMPD2",4.0752,11.52307,3.56129,6.38652,3.27776,3.27776,1.72672613704369
"FRMPD2P1",0,0,0,0,0,0,1
"FRMPD3",1.45779,1.43693,2.20669,1.70047,2.86285,2.86285,0.699087461330365
"FRMPD4",6.1128,4.28316,4.54447,4.98014333333333,2.6554,2.6554,1.63597508708577
"FRMPDP2",0,0,0,0,0,0,1
"FRRS1",0.23192,0.85663,0.39327,0.49394,0.10373,0.10373,1.35353754994428
"FRRS1L",6.12936,5.38849,1.20166,4.23983666666667,3.02881,3.02881,1.30059165526959
"FRS2",13.10358,21.27762,11.12084,15.1673466666667,26.59548,26.59548,0.585869376675697
"FRS3",16.13513,16.22073,45.72871,26.02819,26.0976,26.0976,0.997438518540387
"FRY",49.13429,35.53639,40.02628,41.5656533333333,46.92589,46.92589,0.888155719869434
"FRYL",27.05202,30.894,32.92554,30.29052,67.56747,67.56747,0.456346427832323
"FRZB",4.83723,12.60077,5.72428,7.72076,3.7549,3.7549,1.83405749858041
"FSBP",0,0.2487,0.85209,0.36693,0.33192,0.33192,1.02628536248423
"FSCB",0,0,0,0,0,0,1
"FSCN1",127.06,94.80975,140.35415,120.7413,261.34938,261.34938,0.46404264420217
"FSCN2",0.59637,0.44213,0.89578,0.64476,0.16596,0.16596,1.41064873580569
"FSCN3",0.26505,0.35923,0.41512,0.346466666666667,0,0,1.34646666666667
"FSD1",33.18138,24.64888,64.82421,40.8848233333333,37.05112,37.05112,1.10075139268787
"FSD1L",5.99683,7.07412,8.45533,7.17542666666667,6.6385,6.6385,1.07029216032816
"FSD2",1.37496,1.29876,1.28906,1.32092666666667,1.43143,1.43143,0.954552122276466
"FSHB",0.08283,0,0,0.02761,0,0,1.02761
"FSHR",0,0,0.30588,0.10196,0,0,1.10196
"FSIP1",1.39153,1.02243,2.38148,1.59848,0.89205,0.89205,1.3733675114294
"FSIP2",5.31764,2.48699,4.54447,4.11636666666667,3.56819,3.56819,1.11999865738217
"FST",0.19879,0.27633,0,0.158373333333333,0.31118,0.31118,0.883458665731123
"FSTL1",24.7328,33.43626,19.20475,25.79127,13.5052,13.5052,1.84701141659543
"FSTL3",22.54611,23.21195,22.67864,22.8122333333333,13.23551,13.23551,1.67273482532999
"FSTL4",20.62447,11.44017,27.17941,19.7480166666667,6.07838,6.07838,2.93118152270246
"FSTL5",18.28869,20.33809,6.46713,15.0313033333333,5.80869,5.80869,2.35453564978481
"FTCD",86.24177,58.8036,28.94914,57.99817,15.04035,15.04035,3.67810989161708
"FTH1",3024.75699,3301.95483,4684.40702,3670.37294666667,6445.83674,6445.83674,0.569484399052219
"FTH1P1",0,0,0.61176,0.20392,0,0,1.20392
"FTH1P10",2.36892,0.1658,0,0.844906666666667,2.01229,2.01229,0.612459845056972
"FTH1P11",2.86589,3.23309,2.7529,2.95062666666667,2.01229,2.01229,1.31150276589129
"FTH1P12",3.11438,1.0777,0.58991,1.59399666666667,3.36074,3.36074,0.594852402726754
"FTH1P14",0,0,0,0,0,0,1
"FTH1P15",4.14146,0,6.8167,3.65272,2.84211,2.84211,1.21098042481865
"FTH1P16",7.55402,7.35045,12.21326,9.03924333333333,8.48483,8.48483,1.05845263787894
"FTH1P18",0,0,0,0,0,0,1
"FTH1P19",0,1.27113,0.6336,0.63491,1.43143,1.43143,0.672406772968994
"FTH1P2",3.4457,3.48179,2.0319,2.98646333333333,4.56397,4.56397,0.71647822208483
"FTH1P20",5.83118,3.37126,9.02339,6.07527666666667,8.94123,8.94123,0.71171038862059
"FTH1P21",0,0,0,0,0,0,1
"FTH1P22",0,0,0,0,0,0,1
"FTH1P23",3.31317,5.74772,2.33778,3.79955666666667,5.93316,5.93316,0.692261056526413
"FTH1P24",0,0,0,0,0,0,1
"FTH1P25",0,0,0,0,0,0,1
"FTH1P26",0,0,0,0,0,0,1
"FTH1P27",0,0,0,0,0,0,1
"FTH1P3",2.15356,0.6632,1.07057,1.29577666666667,1.22397,1.22397,1.03228760579804
"FTH1P4",1.32527,0.71847,0,0.681246666666667,0,0,1.68124666666667
"FTH1P5",0.28162,0,0,0.0938733333333333,1.3277,1.3277,0.4699374203434
"FTH1P6",0,0,0,0,0,0,1
"FTH1P7",1.50749,1.0777,1.94451,1.5099,4.06608,4.06608,0.495432365852888
"FTH1P8",1.88851,3.86866,4.1512,3.30279,3.02881,3.02881,1.0680051926003
"FTH1P9",0,0,0,0,0,0,1
"FTHL17",0,0,0,0,0,0,1
"FTL",3633.35287,4087.98323,2202.86531,3308.06713666667,2782.75481,2782.75481,1.18870639209301
"FTLP1",0,0,0,0,0,0,1
"FTLP10",0,0,0,0,0,0,1
"FTLP12",0,0,0,0,0,0,1
"FTLP13",0,0,0,0,0,0,1
"FTLP14",0.34788,0,0,0.11596,0,0,1.11596
"FTLP15",0,0,0,0,0,0,1
"FTLP16",0,0.4145,0,0.138166666666667,0,0,1.13816666666667
"FTLP17",0,0,0,0,0,0,1
"FTLP18",0,0,0,0,0,0,1
"FTLP19",0,0,0,0,0,0,1
"FTLP2",0,0.38687,0,0.128956666666667,0.74683,0.74683,0.646288801238052
"FTLP3",9.9892,13.2916,12.93426,12.0716866666667,27.8402,27.8402,0.453245354285569
"FTLP4",0,0,0,0,0,0,1
"FTLP5",0,0,0,0,0,0,1
"FTLP6",0,0,0,0,0,0,1
"FTLP8",0,0,0,0,0,0,1
"FTLP9",0,0,0,0,0,0,1
"FTMT",0,0,0,0,0,0,1
"FTO",204.19056,158.53208,144.04653,168.923056666667,162.60172,162.60172,1.03863857095553
"FTOP1",0.79516,0.7461,2.05375,1.19833666666667,0,0,2.19833666666667
"FTSJ1",37.65416,28.62807,20.77783,29.02002,25.14331,25.14331,1.14828688486653
"FTSJ2",15.15774,15.75096,15.7527,15.5538,10.22744,10.22744,1.47440556351225
"FTSJ3",16.13513,18.68009,22.15428,18.9898333333333,22.94431,22.94431,0.834846914917712
"FTSJD1",5.11885,3.20546,2.33778,3.55403,3.60968,3.60968,0.98792757848701
"FTSJD2",37.12405,33.29809,27.85671,32.7596166666667,28.25511,28.25511,1.15397332864811
"FTX",2.30265,1.87906,2.16299,2.1149,1.70112,1.70112,1.15318830707262
"FUBP1",99.89202,86.16054,117.52256,101.191706666667,111.48528,111.48528,0.908489596742495
"FUBP3",59.85239,42.63814,25.97775,42.82276,46.44874,46.44874,0.923581110899889
"FUCA1",8.33262,5.13979,6.75116,6.74119,5.26931,5.26931,1.23477543780735
"FUCA1P1",0,0,0,0,0,0,1
"FUCA2",16.7315,11.13621,11.73259,13.2001,20.5586,20.5586,0.65867449648864
"FUK",20.0778,16.71813,14.76952,17.1884833333333,14.41799,14.41799,1.17969225128135
"FUNDC1",33.97654,24.04095,26.52396,28.1804833333333,21.76183,21.76183,1.28199197223305
"FUNDC2",99.0306,100.11534,66.50654,88.5508266666667,52.00849,52.00849,1.68936762142567
"FUNDC2P2",0,0,0,0,0,0,1
"FUNDC2P3",0,0,0,0,0,0,1
"FUNDC2P4",0,0,0,0,0,0,1
"FUOM",4.7047,5.66482,3.77977,4.71643,10.43489,10.43489,0.499911236575079
"FURIN",25.22978,22.21715,27.96596,25.13763,20.30966,20.30966,1.22656250733236
"FUS",344.47011,299.54466,335.59148,326.535416666667,289.74971,289.74971,1.12652018351684
"FUT1",0.82829,0.63557,2.59996,1.35460666666667,1.30695,1.30695,1.02065786716949
"FUT10",14.59451,29.236,14.70398,19.5114966666667,7.61353,7.61353,2.38131134002745
"FUT11",25.56109,22.41058,19.42323,22.4649666666667,23.37996,23.37996,0.962469448951789
"FUT2",1.49093,2.73569,5.4621,3.22957333333333,1.90857,1.90857,1.45417622176304
"FUT3",0,0,0.48066,0.16022,0.12447,0.12447,1.03179275569824
"FUT4",0.99395,1.38166,0.48066,0.95209,1.7841,1.7841,0.701156567652024
"FUT5",0.14909,0,0.10924,0.08611,0,0,1.08611
"FUT6",0.48041,0.5803,0.74285,0.601186666666667,0.26969,0.26969,1.26108472671807
"FUT7",0.26505,0.22107,0.721,0.402373333333333,0.39416,0.39416,1.00589124156003
"FUT8",99.74293,105.4762,120.88722,108.702116666667,269.689,269.689,0.405269946937876
"FUT9",1.04365,1.29876,2.09745,1.47995333333333,1.20323,1.20323,1.12559893126607
"FUZ",65.46821,52.91771,54.55546,57.6471266666667,48.33657,48.33657,1.18871511875809
"FXC1",13.30237,16.08256,18.15602,15.8469833333333,17.46755,17.46755,0.912247879839683
"FXN",13.76621,26.41741,21.56437,20.5826633333333,14.70842,14.70842,1.37395507207812
"FXR1",56.58891,55.65341,55.4731,55.90514,54.53941,54.53941,1.02459028642904
"FXR2",79.93018,65.18689,63.31667,69.4779133333333,52.92128,52.92128,1.30705193447435
"FXYD1",307.8596,424.33651,317.21697,349.80436,112.39808,112.39808,3.09356525260392
"FXYD2",3.4457,0.22107,6.9041,3.52362333333333,0.35267,0.35267,3.34421797876299
"FXYD3",9.11121,7.79258,7.40661,8.10346666666667,9.56359,9.56359,0.861777735283807
"FXYD4",1.57375,0.9948,11.66705,4.7452,10.70458,10.70458,0.49085059011088
"FXYD5",35.58343,36.11669,31.06843,34.2561833333333,32.57013,32.57013,1.05022480798654
"FXYD6",157.09387,210.78659,646.86569,338.248716666667,522.86473,522.86473,0.647588389213885
"FXYD6-FXYD2",0,0,0.74285,0.247616666666667,0.82981,0.82981,0.681828532288416
"FXYD6P2",0,0,0,0,0,0,1
"FXYD6P3",0,0,0,0,0,0,1
"FXYD7",159.47936,246.24008,592.26653,332.66199,215.9794,215.9794,1.53775883793577
"FYB",2.30265,0.9948,1.00503,1.43416,2.13677,2.13677,0.776008441804786
"FYCO1",3.89297,5.41612,4.23859,4.51589333333333,5.64272,5.64272,0.830366677104158
"FYN",355.68518,317.58919,291.78543,321.6866,271.16191,271.16191,1.18564203198015
"FYTTD1",23.15905,19.39856,13.34937,18.63566,15.22706,15.22706,1.21005653519492
"FYTTD1P1",0,0,0,0,0,0,1
"FZD1",4.47278,7.18465,3.01508,4.89083666666667,2.57242,2.57242,1.64897651078727
"FZD10",1.01052,0.71847,0.96133,0.896773333333333,0.66385,0.66385,1.13999058408711
"FZD2",1.29214,3.31599,0.93948,1.84920333333333,0.39416,0.39416,2.04367026261931
"FZD3",11.23164,12.65604,6.8167,10.2347933333333,4.06608,4.06608,2.21765020160229
"FZD4",5.45016,5.44375,4.50077,5.13156,2.38571,2.38571,1.81101157512014
"FZD5",0.89456,1.02243,0.69915,0.872046666666667,1.76335,1.76335,0.67745550388719
"FZD6",2.38548,2.51463,3.25541,2.71850666666667,1.86708,1.86708,1.29696648390232
"FZD7",4.63844,7.62678,2.73105,4.99875666666667,2.94583,2.94583,1.52027752504965
"FZD8",3.4457,7.87548,6.11755,5.81291,2.11602,2.11602,2.18641407949885
"FZD9",2.65053,3.48179,3.4302,3.18750666666667,4.16981,4.16981,0.80999237238248
"FZR1",37.83638,30.12027,39.87334,35.94333,56.03308,56.03308,0.647752672659446
"G0S2",3.2966,5.52665,15.84009,8.22111333333333,15.04035,15.04035,0.574869833472046
"G2E3",4.98632,4.28316,3.51759,4.26235666666667,12.01153,12.01153,0.404437961305601
"G3BP1",25.77645,28.79387,20.01314,24.8611533333333,19.16866,19.16866,1.28224449880822
"G3BP2",108.62222,79.97069,64.19061,84.2611733333333,100.42803,100.42803,0.840607604557964
"G6PC",0.08283,0,0,0.02761,0,0,1.02761
"G6PC2",0,0.27633,0,0.09211,0,0,1.09211
"G6PC3",80.16211,89.39363,99.62872,89.7281533333333,79.89018,79.89018,1.12162135543935
"G6PD",32.7838,28.37937,40.74727,33.9701466666667,31.55361,31.55361,1.07423252495397
"GAA",73.96648,45.06987,70.33001,63.12212,59.60127,59.60127,1.05809861740521
"GAB1",18.65314,22.68692,16.77957,19.37321,45.18328,45.18328,0.441138221451573
"GAB2",43.88291,96.32958,41.55566,60.5893833333333,226.3728,226.3728,0.270874015420197
"GAB3",1.09335,0.96716,3.99826,2.01959,8.13216,8.13216,0.330654522040788
"GAB4",0.0994,0,0,0.0331333333333333,0.10373,0.10373,0.936038101105645
"GABARAP",723.4303,637.5272,654.40339,671.786963333333,701.3781,701.3781,0.957870075011355
"GABARAPL1",319.02497,256.96179,213.41521,263.13399,177.57983,177.57983,1.47908075620858
"GABARAPL2",321.69207,283.43446,236.1594,280.428643333333,242.38817,242.38817,1.15629549017659
"GABARAPL3",0,0,0.13109,0.0436966666666667,0,0,1.04369666666667
"GABBR1",502.59106,489.38523,536.94637,509.640886666667,196.68626,196.68626,2.58308739649719
"GABBR2",9.74071,6.21749,99.45393,38.47071,26.47101,26.47101,1.43681320781435
"GABPA",7.78595,7.40572,3.60499,6.26555333333333,5.22782,5.22782,1.16662866514018
"GABPB1",24.88189,23.62645,30.34743,26.2852566666667,24.89437,24.89437,1.05371386392744
"GABPB2",10.15486,9.92034,9.54775,9.87431666666667,10.33116,10.33116,0.959682562656133
"GABRA1",11.74518,6.93595,40.06997,19.5837,15.18557,15.18557,1.27173154853366
"GABRA2",66.69408,70.71354,69.7401,69.04924,14.66693,14.66693,4.47115293168476
"GABRA3",7.66998,4.33842,15.62161,9.21000333333333,24.79064,24.79064,0.395880184955989
"GABRA4",10.17143,10.25194,4.0638,8.16239,1.38994,1.38994,3.8337322275873
"GABRA5",126.3808,99.28634,36.35574,87.34096,47.15408,47.15408,1.83454776833033
"GABRA6",1.01052,1.60273,2.46887,1.69404,0.2282,0.2282,2.19348640286598
"GABRB1",67.17449,51.56368,34.8482,51.1954566666667,20.1022,20.1022,2.47346042908638
"GABRB2",22.23136,13.26397,45.02956,26.84163,16.51326,16.51326,1.58974571267714
"GABRB3",40.13903,26.97007,30.47852,32.5292066666667,24.3135,24.3135,1.3245583055155
"GABRD",84.66802,62.75516,96.59179,81.3383233333333,15.9324,15.9324,4.86276743600041
"GABRE",8.64737,7.12938,3.03693,6.27122666666667,8.75452,8.75452,0.745421267952361
"GABRG1",15.04178,29.42943,13.06535,19.1788533333333,3.7549,3.7549,4.2438018324956
"GABRG2",32.28682,18.43139,27.81302,26.1770766666667,11.51365,11.51365,2.17179453370253
"GABRG3",4.42308,2.81859,5.11253,4.11806666666667,2.03304,2.03304,1.68743790608323
"GABRP",13.36863,8.56631,3.4739,8.46961333333333,9.19017,9.19017,0.929289043591356
"GABRQ",0.94425,0.55267,0.43697,0.64463,5.66347,5.66347,0.246812846760021
"GABRR1",0,0,0,0,0,0,1
"GABRR2",0.31475,0.0829,0,0.13255,0,0,1.13255
"GABRR3",0,0,0,0,0,0,1
"GAD1",77.56127,42.03021,26.08699,48.55949,20.74531,20.74531,2.27908868625005
"GAD2",96.86047,77.64949,12.08217,62.1973766666667,8.65079,8.65079,6.54841486206483
"GADD45A",26.1906,26.72137,21.47698,24.7963166666667,29.56206,29.56206,0.844063412828411
"GADD45B",59.57077,54.05068,150.97247,88.1979733333333,157.53987,157.53987,0.562621713600076
"GADD45G",36.34546,14.42457,31.4617,27.4105766666667,28.62852,28.62852,0.958892873038095
"GADD45GIP1",111.1071,104.9788,130.34758,115.477826666667,83.74881,83.74881,1.37438893438936
"GADL1",0.13253,0.30397,0.15294,0.19648,0.10373,0.10373,1.08403323276526
"GAGE1",0,0,0,0,0,0,1
"GAGE10",3.94267,0.7461,1.61678,2.10185,0.70534,0.70534,1.81890414814641
"GAGE12B",0,0,0,0,0,0,1
"GAGE12C",0,0,0,0,0,0,1
"GAGE12D",0,0,0,0,0,0,1
"GAGE12E",0,0,0,0,0,0,1
"GAGE12F",0,0,0,0,0,0,1
"GAGE12G",0,0,0,0,0,0,1
"GAGE12H",0,0,0,0,0,0,1
"GAGE12I",0,0,0,0,0,0,1
"GAGE12J",0,0.35923,0,0.119743333333333,0,0,1.11974333333333
"GAGE13",0,0,0,0,0,0,1
"GAGE2A",0,0,0,0,0,0,1
"GAGE2B",0,0,0,0,0,0,1
"GAGE2C",0,0,0,0,0,0,1
"GAGE2D",0,0,0,0,0,0,1
"GAGE2E",0,0,0,0,0,0,1
"GAGE4",0,0,0,0,0,0,1
"GAK",96.24754,76.29546,89.70955,87.4175166666667,52.17445,52.17445,1.66278196890925
"GAL",0,1.27113,5.13437,2.13516666666667,5.78794,5.78794,0.46187306703752
"GAL3ST1",23.02652,20.22755,20.93077,21.3949466666667,88.4165,88.4165,0.250456533935758
"GAL3ST2",0.7289,0.35923,0.17479,0.420973333333333,0.80907,0.80907,0.785471724882582
"GAL3ST3",22.24793,21.38815,9.87548,17.8371866666667,6.11987,6.11987,2.64572059134039
"GAL3ST4",8.66394,6.54909,5.68058,6.96453666666667,9.58433,9.58433,0.752483781842277
"GALC",18.85193,22.71455,27.17941,22.9152966666667,31.01423,31.01423,0.747020830007989
"GALE",23.05965,25.86474,57.98566,35.6366833333333,26.94815,26.94815,1.31088044587328
"GALK1",11.19851,8.75975,20.16608,13.37478,23.83636,23.83636,0.578779660143435
"GALK2",24.35179,18.32086,17.28209,19.9849133333333,34.7069,34.7069,0.58769910950918
"GALM",3.23034,7.51625,7.29737,6.01465333333333,3.5267,3.5267,1.54961745495247
"GALNS",20.44225,20.89075,17.65351,19.66217,19.31388,19.31388,1.01714541978194
"GALNT1",19.64709,22.49348,24.14249,22.0943533333333,16.22283,16.22283,1.3409151302854
"GALNT10",20.26002,17.13263,24.20803,20.53356,26.71996,26.71996,0.776825074783658
"GALNT11",86.09268,73.8361,102.6438,87.5241933333333,74.64162,74.64162,1.17031064820311
"GALNT12",0.5798,0.60793,1.15797,0.7819,1.76335,1.76335,0.644833263973076
"GALNT13",20.16063,27.68854,52.37062,33.4065966666667,78.39652,78.39652,0.433351444958377
"GALNT14",7.57059,3.31599,6.0957,5.66076,14.23128,14.23128,0.437307960985551
"GALNT2",28.14536,41.14594,39.65485,36.3153833333333,30.78604,30.78604,1.17395508636286
"GALNT3",1.60689,1.63036,3.3865,2.20791666666667,2.73838,2.73838,0.858103420911375
"GALNT4",0.71233,0.1658,0.6773,0.518476666666667,0.24894,0.24894,1.21581234219952
"GALNT5",0.01657,0.02763,0,0.0147333333333333,0.04149,0.04149,0.974309242847587
"GALNT6",2.36892,1.46456,1.52939,1.78762333333333,11.36843,11.36843,0.225382149014332
"GALNT7",10.10516,8.04128,6.07386,8.07343333333333,10.1652,10.1652,0.812653005170828
"GALNT8",21.86691,38.85238,137.05504,65.9247766666667,30.18442,30.18442,2.14609656574234
"GALNT9",6.80856,8.64921,111.47056,42.3094433333333,50.47333,50.47333,0.841395793381414
"GALNTL1",119.75447,99.50741,76.33832,98.5334,27.73648,27.73648,3.46366012817158
"GALNTL2",30.46458,27.46747,8.71751,22.21652,38.37882,38.37882,0.589568707239069
"GALNTL4",44.67807,57.25614,60.1705,54.0349033333333,32.7361,32.7361,1.63133567108626
"GALNTL5",1.49093,2.65279,6.46713,3.53695,3.19478,3.19478,1.08157042800814
"GALNTL6",8.82959,7.37808,5.24362,7.15043,3.50596,3.50596,1.80881099699065
"GALP",0,0,0,0,0,0,1
"GALR1",0.66263,0,0.48066,0.381096666666667,1.0995,1.0995,0.657821703580218
"GALR2",0,0.11053,0.28403,0.13152,0.20745,0.20745,0.937115408505528
"GALR3",0.34788,0.44213,0.21848,0.336163333333333,0.2282,0.2282,1.08790370732237
"GALT",71.79636,55.29418,59.60245,62.2309966666667,39.70652,39.70652,1.5533383022343
"GAMT",95.55177,83.48011,75.52993,84.8539366666667,117.25248,117.25248,0.726022292865796
"GAMTP2",0,0,0,0,0,0,1
"GAN",0.77859,0.60793,0.28403,0.55685,0.35267,0.35267,1.15094590698396
"GANAB",130.96954,96.41248,89.29443,105.558816666667,95.15873,95.15873,1.10815540790386
"GANC",16.08543,12.10337,7.75618,11.98166,14.50097,14.50097,0.837474041947052
"GAP43",580.76527,492.75649,1582.80761,885.443123333333,544.77178,544.77178,1.62420109616758
