"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Brain_2_Hippocampus","dHs_Avg__TPM","FoldChange"
"ST13P16",0,0,0,0,0,0,1
"ST13P18",0.11596,0,0,0.0386533333333333,0,0,1.03865333333333
"ST13P19",0.0994,0.13817,0,0.07919,0,0,1.07919
"ST13P2",0,0,0,0,0,0,1
"ST13P20",0.26505,0,0,0.08835,0,0,1.08835
"ST13P21",0,0,0,0,0,0,1
"ST13P3",0.36445,0,0,0.121483333333333,0,0,1.12148333333333
"ST13P4",0,0,0,0,0,0,1
"ST13P5",0.36445,0.13817,0.37142,0.291346666666667,0,0,1.29134666666667
"ST13P6",0,0,0,0,0.24894,0.24894,0.800678975771454
"ST14",0.97738,0.69083,1.33275,1.00032,0.31118,0.31118,1.5255876386156
"ST18",18.18929,23.12905,11.79814,17.7054933333333,77.52521,77.52521,0.238210038958614
"ST20",11.33104,13.0429,8.60827,10.99407,9.39762,9.39762,1.15353994471812
"ST3GAL1",9.02838,8.73211,5.85537,7.87195333333333,6.03688,6.03688,1.26077939844552
"ST3GAL2",18.15616,20.72495,16.99806,18.62639,8.98272,8.98272,1.96603631074497
"ST3GAL3",266.22964,259.47642,376.71018,300.805413333333,288.29754,288.29754,1.04323532558671
"ST3GAL4",22.89399,45.06987,47.78246,38.5821066666667,97.4822,97.4822,0.401921430133229
"ST3GAL5",52.71251,40.01298,37.75404,43.4931766666667,48.04613,48.04613,0.907169977869134
"ST3GAL6",7.2724,8.04128,15.81824,10.3773066666667,13.9201,13.9201,0.762548955212543
"ST5",123.84623,179.78206,168.42934,157.352543333333,115.82105,115.82105,1.35551378226213
"ST6GAL1",37.85295,35.14952,52.08659,41.6963533333333,48.04613,48.04613,0.870534603511701
"ST6GAL2",2.70023,8.28998,7.97467,6.32162666666667,2.67614,2.67614,1.99166154353933
"ST6GALNAC1",7.17301,12.96,3.84532,7.99277666666667,6.26508,6.26508,1.23780834714369
"ST6GALNAC2",8.38232,11.88231,4.34783,8.20415333333333,9.60508,9.60508,0.867900415021229
"ST6GALNAC3",8.46514,12.32444,9.78808,10.1925533333333,29.83175,29.83175,0.363020371316365
"ST6GALNAC4",22.57924,28.407,23.66182,24.8826866666667,18.15214,18.15214,1.35142530634523
"ST6GALNAC4P1",2.56771,0,0,0.855903333333333,3.1118,3.1118,0.451360312596268
"ST6GALNAC5",24.30209,17.74056,37.20783,26.4168266666667,22.32195,22.32195,1.17558037242455
"ST6GALNAC6",265.31852,311.50987,225.89065,267.573013333333,160.90061,160.90061,1.65887585805472
"ST7",29.61972,35.39822,59.25287,41.4236033333333,22.88207,22.88207,1.77637882031722
"ST7-AS1",0.43071,0.46977,1.11427,0.671583333333333,1.07876,1.07876,0.804125215673446
"ST7-AS2",0.0994,0.13817,0,0.07919,0,0,1.07919
"ST7-OT4",2.78306,5.60955,9.28557,5.89272666666667,2.199,2.199,2.15465041158695
"ST7L",18.23899,13.42977,18.5056,16.7247866666667,14.77066,14.77066,1.12390899725609
"ST8SIA1",12.55691,11.08094,33.25327,18.9637066666667,26.42952,26.42952,0.727818301839284
"ST8SIA2",0.53011,0.0829,0.06555,0.226186666666667,1.36919,1.36919,0.517555226329111
"ST8SIA3",216.30019,205.84024,122.30736,181.482596666667,29.60355,29.60355,5.9627917894057
"ST8SIA4",1.52406,1.63036,1.28906,1.48116,1.18248,1.18248,1.13685348777537
"ST8SIA5",4.78753,3.86866,15.55606,8.07075,8.3811,8.3811,0.966917525663302
"ST8SIA6",4.22429,7.29518,3.08062,4.86669666666667,4.06608,4.06608,1.1580347461285
"STAB1",40.91763,27.63327,21.49883,30.0165766666667,32.83982,32.83982,0.916570379708482
"STAB2",0,0.02763,0,0.00921,0.08298,0.08298,0.931882398566917
"STAC",12.15933,12.18627,7.97467,10.7734233333333,13.23551,13.23551,0.827046121518185
"STAC2",29.65286,21.05655,69.04096,39.91679,34.58243,34.58243,1.14991556225924
"STAC3",6.72573,4.25552,6.9041,5.96178333333333,8.87899,8.87899,0.70470598040218
"STAG1",7.53746,10.63881,10.68387,9.62004666666667,11.43066,11.43066,0.854342944515148
"STAG2",81.02353,95.22425,115.42512,97.2243,99.97164,99.97164,0.972790973782341
"STAG3",40.18873,29.4018,44.39596,37.9954966666667,28.33809,28.33809,1.32917639378251
"STAG3L1",10.10516,9.72691,18.44005,12.7573733333333,14.02383,14.02383,0.915703474635518
"STAG3L3",13.76621,15.25357,15.57791,14.8658966666667,16.1191,16.1191,0.926795022323993
"STAG3L4",10.55244,13.01527,7.45031,10.33934,6.92893,6.92893,1.43012234942167
"STAM",14.97552,12.96,18.92072,15.6187466666667,20.84903,20.84903,0.760617137999566
"STAM2",5.49986,5.80299,5.28731,5.53005333333333,7.07415,7.07415,0.808760468078167
"STAMBP",26.30656,20.47625,25.30045,24.0277533333333,35.91013,35.91013,0.678072749495419
"STAMBPL1",7.20614,5.30559,10.79311,7.76828,4.25279,4.25279,1.66926147818588
"STAP1",0.06626,0,0,0.0220866666666667,0,0,1.02208666666667
"STAP2",2.7168,5.60955,5.33101,4.55245333333333,3.46447,3.46447,1.24369820680469
"STAR",6.97422,4.97399,5.26547,5.73789333333333,4.04533,4.04533,1.33547128400587
"STARD10",139.45125,143.63774,97.37834,126.822443333333,113.68429,113.68429,1.11455931177089
"STARD13",7.23927,10.63881,8.8923,8.92346,21.45065,21.45065,0.442012146641634
"STARD3",85.71166,65.43559,68.36366,73.1703033333333,61.26089,61.26089,1.19128241394129
"STARD3NL",28.57608,30.2308,34.91375,31.24021,28.98119,28.98119,1.07534790980612
"STARD4",15.48906,12.84947,12.9998,13.7794433333333,10.35191,10.35191,1.30193450558834
"STARD5",3.32973,2.68043,5.15622,3.72212666666667,3.38149,3.38149,1.07774448113922
"STARD6",0.21536,0,0,0.0717866666666667,1.53515,1.53515,0.422770513250367
"STARD7",70.43796,68.88974,63.6881,67.6719333333333,57.77568,57.77568,1.16837326821797
"STARD8",11.28134,9.17425,14.81322,11.75627,6.16136,6.16136,1.7812636147324
"STARD9",8.6805,5.33322,8.30239,7.43870333333333,21.90704,21.90704,0.368389077477201
"STARP1",0,0,0,0,0,0,1
"STAT1",105.57411,67.75678,103.19001,92.1736333333333,46.92589,46.92589,1.94411899984191
"STAT2",89.28989,57.03507,61.00074,69.1085666666667,97.39922,97.39922,0.712491081399493
"STAT3",39.65862,45.0146,44.09008,42.9211,37.90168,37.90168,1.12902836072889
"STAT4",17.44383,10.47301,51.97735,26.6313966666667,8.50558,8.50558,2.9068606720123
"STAT5A",5.06915,4.80819,5.87722,5.25152,5.37303,5.37303,0.980933715987529
"STAT5B",33.03229,26.77664,24.6887,28.1658766666667,22.90282,22.90282,1.22018559595339
"STAT6",58.11297,56.59294,51.23451,55.3134733333333,23.98158,23.98158,2.25419982776643
"STATH",0,0,0,0,0,0,1
"STAU1",35.83192,34.70739,36.66162,35.7336433333333,34.31274,34.31274,1.04023769702757
"STAU2",95.22046,90.63713,180.59891,122.152166666667,125.63358,125.63358,0.972507976688858
"STBD1",1.10991,1.43693,2.27223,1.60635666666667,1.5559,1.5559,1.019741252266
"STC1",0.81173,0.38687,0.37142,0.52334,0.76758,0.76758,0.861822378619355
"STC2",0.56324,0.52503,4.0638,1.71735666666667,1.14099,1.14099,1.26920567899274
"STEAP1",1.39153,0.46977,3.05878,1.64002666666667,1.95006,1.95006,0.894906092305467
"STEAP1B",3.84328,1.21586,2.01005,2.35639666666667,11.7211,11.7211,0.263844845702547
"STEAP2",8.86273,7.65442,17.7409,11.41935,3.44372,3.44372,2.79480930391654
"STEAP3",1.44123,1.0777,0.56806,1.02899666666667,3.25701,3.25701,0.476624829790549
"STEAP4",1.4081,1.10533,1.3983,1.30391,2.71764,2.71764,0.619723803273044
"STH",0,0,0,0,0,0,1
"STIL",1.15961,0.80136,2.57811,1.51302666666667,0.82981,0.82981,1.3733812071563
"STIM1",286.24117,258.73032,195.28103,246.75084,107.8756,107.8756,2.2755405251498
"STIM2",38.92973,42.80394,33.31882,38.35083,28.71151,28.71151,1.32443049848358
"STIP1",91.32748,84.58544,103.3648,93.0925733333333,82.08918,82.08918,1.1324287149462
"STK10",15.29027,19.61962,16.16782,17.0259033333333,24.39648,24.39648,0.709779596752516
"STK11",84.3864,89.50417,93.46747,89.1193466666667,56.07457,56.07457,1.57897548184185
"STK11IP",55.6281,43.96453,49.90175,49.83146,28.15138,28.15138,1.74370681593804
"STK16",33.95997,38.90765,19.1829,30.6835066666667,24.0853,24.0853,1.2630308055581
"STK17A",8.03443,7.04648,7.64694,7.57595,4.70918,4.70918,1.50213340619844
"STK17B",3.89297,4.06209,5.39656,4.45054,1.57664,1.57664,2.11536730004968
"STK19",35.58343,28.35174,48.6127,37.5159566666667,32.03075,32.03075,1.16606364271676
"STK19P",0,0,0,0,0,0,1
"STK24",44.94313,39.26688,39.28343,41.16448,23.60816,23.60816,1.71343489314114
"STK25",371.02515,325.27123,383.65797,359.984783333333,302.86074,302.86074,1.18799415591936
"STK3",9.4591,24.45544,19.8165,17.9103466666667,26.9689,26.9689,0.676120500508303
"STK31",0.92769,0.96716,0.6336,0.842816666666667,1.12025,1.12025,0.869150650473608
"STK32A",5.20167,6.30039,3.25541,4.91915666666667,3.96235,3.96235,1.19281321685626
"STK32B",8.66394,3.95156,14.04852,8.88800666666667,16.07761,16.07761,0.579004126846009
"STK32C",94.06085,79.99832,116.3646,96.8079233333333,57.73419,57.73419,1.66526384944329
"STK33",14.39572,17.63003,25.69372,19.2398233333333,4.2113,4.2113,3.88383384824004
"STK33P1",0,0,0,0,0,0,1
"STK35",12.8054,9.92034,16.29891,13.0082166666667,7.55129,7.55129,1.63814075615102
"STK36",41.48087,28.4899,36.83641,35.6023933333333,20.86978,20.86978,1.67365164776844
"STK38",8.51484,8.06892,9.02339,8.53571666666667,5.24856,5.24856,1.52606627233581
"STK38L",21.3865,12.37971,14.22331,15.9965066666667,13.77488,13.77488,1.15036512422887
"STK39",45.57263,65.26979,75.98875,62.2770566666667,121.13185,121.13185,0.518104463877905
"STK4",10.12173,9.56111,8.45533,9.37939,9.58433,9.58433,0.980637413988415
"STK40",15.57189,16.6076,14.66028,15.6132566666667,14.43873,14.43873,1.07607663756453
"STMN1",201.70569,136.86759,821.80586,386.793046666667,666.62971,666.62971,0.580850493706559
