"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Spinal_cord","dHs_Avg__TPM","FoldChange"
"RNF43",2.0873,4.14499,4.1512,3.46116333333333,0.86896,0.86896,2.38697635761778
"RNF44",36.19636,34.51396,35.78769,35.4993366666667,17.0999,17.0999,2.01654907854003
"RNF5",63.92758,75.77043,50.05469,63.2509,72.46511,72.46511,0.874577061138274
"RNF5P1",5.53299,4.83582,6.05201,5.47360666666667,10.27236,10.27236,0.574290269887288
"RNF6",29.58659,30.61766,17.151,25.7850833333333,12.41372,12.41372,1.99684228784657
"RNF6P1",0,0,0.13109,0.0436966666666667,0,0,1.04369666666667
"RNF7",123.06764,124.43262,55.95376,101.15134,57.3514,57.3514,1.75062363542263
"RNF7P1",0,2.10013,0,0.700043333333333,1.27241,1.27241,0.748123504707924
"RNF8",19.94527,19.17749,18.06863,19.0637966666667,14.77233,14.77233,1.27208831330987
"RNFT1",7.30554,8.31761,4.41338,6.67884333333333,6.02066,6.02066,1.09374949553651
"RNFT2",39.37701,21.05655,41.42457,33.95271,15.17578,15.17578,2.16080522855776
"RNGTT",6.56007,6.32802,5.87722,6.25510333333333,10.21029,10.21029,0.647182484425767
"RNGTTP1",0,0,0,0,0,0,1
"RNH1",126.99374,121.58639,86.80371,111.794613333333,205.04366,205.04366,0.547430643259459
"RNLS",11.9771,17.96163,19.11735,16.3520266666667,19.30334,19.30334,0.854639023267436
"RNMT",27.05202,21.85792,54.92689,34.6122766666667,13.43785,13.43785,2.46659140153601
"RNMTL1",15.17431,10.00324,10.13766,11.7717366666667,4.87239,4.87239,2.17487882560025
"RNPC3",47.06356,53.58091,39.50191,46.71546,28.61363,28.61363,1.6112668389522
"RNPEP",20.52508,27.13587,20.10053,22.58716,15.33095,15.33095,1.44432258992894
"RNPEPL1",40.25499,42.66577,50.6009,44.50722,50.80316,50.80316,0.878464170911582
"RNPS1",117.91566,108.48822,155.73542,127.379766666667,80.40989,80.40989,1.57695541250168
"RNPS1P1",0,0,0,0,0,0,1
"RNU4ATAC",0,0,0,0,0,0,1
"RNU7-63P",0,0,0,0,0,0,1
"RNY4P13",0,0,0,0,0,0,1
"ROBO1",33.71149,33.15993,11.18638,26.0192666666667,7.44823,7.44823,3.19821627331011
"ROBO2",17.75858,9.97561,7.10073,11.61164,3.53791,3.53791,2.77917367246155
"ROBO3",55.59496,60.07473,87.00034,67.5566766666667,45.37216,45.37216,1.47840162430792
"ROBO4",18.96789,9.28478,9.19818,12.4836166666667,7.88271,7.88271,1.51796204836887
"ROCK1",16.16826,12.90474,10.61832,13.23044,11.11028,11.11028,1.17507109662204
"ROCK1P1",18.7691,8.04128,3.32096,10.04378,11.82407,11.82407,0.861175898135303
"ROCK2",16.11856,14.1206,13.98298,14.7407133333333,7.54134,7.54134,1.84288569865306
"ROGDI",409.88861,282.3844,369.45651,353.90984,612.80342,612.80342,0.57821417808327
"ROM1",51.5032,61.59456,38.86831,50.6553566666667,53.84452,53.84452,0.941850829703071
"ROMO1",182.12486,203.76774,131.26521,172.385936666667,198.52646,198.52646,0.868987184289576
"ROPN1",1.12648,0.9119,1.3546,1.13099333333333,0.27931,0.27931,1.6657364777367
"ROPN1B",1.88851,2.62516,3.08062,2.53143,0.62069,0.62069,2.17896698319851
"ROPN1L",0.84486,9.17425,0.93948,3.65286333333333,1.39654,1.39654,1.9414920399131
"ROR1",1.9382,1.7409,1.83527,1.83812333333333,2.32757,2.32757,0.852911684302158
"ROR2",0.61294,0.80136,1.72602,1.04677333333333,0.77586,0.77586,1.1525533168906
"RORA",4.58874,7.95838,6.03016,6.19242666666667,9.6827,9.6827,0.673277979037759
"RORB",2.84932,3.06729,6.1394,4.01867,0.89999,0.89999,2.64141916536403
"RORC",0.41415,1.4093,0,0.607816666666667,0.46551,0.46551,1.09710385235629
"ROS1",0.03313,0.02763,0.34957,0.136776666666667,0,0,1.13677666666667
"RP1",0,0,0.06555,0.02185,0,0,1.02185
"RP1-101G11.2",0,0,0.10924,0.0364133333333333,0,0,1.03641333333333
"RP1-101K10.4",0,0,0,0,0,0,1
"RP1-102E24.1",0,0.71847,0,0.23949,0,0,1.23949
"RP1-102E24.6",0.18222,0.22107,0,0.13443,0,0,1.13443
"RP1-102E24.9",0.77859,0,0,0.25953,0,0,1.25953
"RP1-102G20.2",0,0,0,0,0,0,1
"RP1-102G20.4",0,0,0,0,0,0,1
"RP1-106C24.1",0,0,0,0,0,0,1
"RP1-107N3.1",0,0,0,0,0,0,1
"RP1-107N3.2",0,0,0,0,0,0,1
"RP1-111B22.2",0.0994,0.4145,0.39327,0.30239,0.58965,0.58965,0.819293555185104
"RP1-111D6.1",0,0,0,0,0,0,1
"RP1-118J21.24",0,0,0,0,0,0,1
"RP1-121G13.3",0,0,0,0,0,0,1
"RP1-125I3.4",18.42122,0,0,6.14040666666667,0,0,7.14040666666667
"RP1-127B20.4",0,0,0,0,0,0,1
"RP1-127H14.3",3.72731,3.06729,2.46887,3.08782333333333,0,0,4.08782333333333
"RP1-127L4.10",0,0,0,0,0,0,1
"RP1-128M12.3",0,0,0,0,0,0,1
"RP1-128O3.5",0,0,0,0,0,0,1
"RP1-128O3.6",0.81173,0,0,0.270576666666667,0,0,1.27057666666667
"RP1-130G2.1",0,0,0,0,2.91722,2.91722,0.255283083411195
"RP1-130H16.18",2.18669,1.71326,0,1.29998333333333,0.71379,0.71379,1.34204501912914
"RP1-130L23.1",0.53011,1.54746,1.09242,1.05666333333333,0,0,2.05666333333333
"RP1-131F15.2",0,0,0,0,0,0,1
"RP1-131H7.2",0,0,0,0,0,0,1
"RP1-136J15.1",0,0,0,0,0,0,1
"RP1-136J15.5",0,0,0,0,0,0,1
"RP1-136O14.1",0.6295,0,0,0.209833333333333,0,0,1.20983333333333
"RP1-137F1.3",0,0,0,0,0,0,1
"RP1-138B7.4",0,0,0,0,0,0,1
"RP1-139D8.6",0,0,0,0,0,0,1
"RP1-13D10.2",0,1.46456,0,0.488186666666667,0,0,1.48818666666667
"RP1-13D10.3",0,0,0,0,0,0,1
"RP1-13D10.5",0,0,0,0,0,0,1
"RP1-140J1.4",0,0,0,0,0,0,1
"RP1-140K8.2",0,0,0,0,0,0,1
"RP1-140K8.3",0,0,0,0,0,0,1
"RP1-142F18.2",0,0,0,0,0,0,1
"RP1-142O9.1",0,0,0,0,0,0,1
"RP1-142O9.2",0,0,0,0,0,0,1
"RP1-144C9.2",0,0,0,0,0,0,1
"RP1-144F13.4",0,0.69083,0,0.230276666666667,0,0,1.23027666666667
"RP1-145M24.1",0,0,0,0,0,0,1
"RP1-146I3.1",0,0,2.94953,0.983176666666667,0,0,1.98317666666667
"RP1-149A16.15",0,0,0,0,0,0,1
"RP1-149A16.16",3.84328,0,0,1.28109333333333,0,0,2.28109333333333
"RP1-14D6.2",0,0,0,0,0,0,1
"RP1-151B14.9",0,0,0,0,0,0,1
"RP1-152L7.1",0,0,0,0,0,0,1
"RP1-152L7.3",0,0,0,0,0,0,1
"RP1-152L7.5",3.28004,1.63036,0.87394,1.92811333333333,0,0,2.92811333333333
"RP1-153P14.3",1.97134,0,1.20166,1.05766666666667,2.38964,2.38964,0.607045782639651
"RP1-154J13.2",0,0,0,0,0,0,1
"RP1-154J13.3",0,0,0,0,0,0,1
"RP1-155O2.1",0,0,0,0,0,0,1
"RP1-158I15.1",0,0,0,0,0,0,1
"RP1-159A19.3",9.19404,0,9.50406,6.2327,35.59635,35.59635,0.197634463546228
"RP1-159M24.1",0,0,0,0,0,0,1
"RP1-15D7.1",0,0,0,0,0,0,1
"RP1-161C16.1",0,0,0,0,0,0,1
"RP1-161N10.1",0,0,0,0,0.71379,0.71379,0.583502062679792
"RP1-163M9.6",4.14146,6.68725,3.4739,4.76753666666667,0.83793,0.83793,3.13806111585679
"RP1-164F3.8",0,0,0.76469,0.254896666666667,0,0,1.25489666666667
"RP1-164F3.9",0.01657,0.05527,0,0.0239466666666667,0,0,1.02394666666667
"RP1-167A19.5",0,0,0,0,0.24827,0.24827,0.801108734488532
"RP1-169I5.4",0,0,0,0,0,0,1
"RP1-169K13.1",0,0,0,0,0,0,1
"RP1-169K13.3",0,1.71326,1.24536,0.986206666666667,0,0,1.98620666666667
"RP1-169P22.2",0,0,0,0,0,0,1
"RP1-170B16.1",0.18222,0.69083,1.63863,0.837226666666667,0.31034,0.31034,1.40209920071635
"RP1-170D19.3",0,0,0,0,0,0,1
"RP1-170O19.20",0,0,0,0,0,0,1
"RP1-172B20.6",0,0,0,0,0,0,1
"RP1-172I22.1",0,0,0,0,0,0,1
"RP1-172N19.3",0,0,0,0,0,0,1
"RP1-172N19.4",0,0,0,0,0,0,1
"RP1-177A13.1",0,0,0,0,0,0,1
"RP1-177G6.2",9.88981,9.45058,23.57443,14.30494,9.15512,9.15512,1.50711562246433
"RP1-179E13.1",0,0,0,0,0,0,1
"RP1-179N16.3",0,0,0,0,0,0,1
"RP1-180M12.1",0,0,0,0,0.62069,0.62069,0.61702114531465
"RP1-181J22.1",0.69577,0,0,0.231923333333333,0,0,1.23192333333333
"RP1-182O16.1",0,0,0,0,0,0,1
"RP1-182O16.2",0.39758,0.4974,0,0.298326666666667,0.21724,0.21724,1.06661518407764
"RP1-186E20.1",0,0,0,0,0,0,1
"RP1-190I16.2",0,0,0,0,0,0,1
"RP1-190J20.2",0,0,0,0,0,0,1
"RP1-191J18.3",0,0,0,0,0,0,1
"RP1-191J18.65",0,0,0,0,0,0,1
"RP1-192P9.1",0,0,0,0,0,0,1
"RP1-196A12.1",0,0,0,0,0,0,1
"RP1-197J16.1",0,0,0,0,0,0,1
"RP1-197J16.2",0,0,0,0,0,0,1
"RP1-197O17.2",0,0,0,0,0,0,1
"RP1-197O17.3",0,0,0,0,0,0,1
"RP1-198G23.2",0,0,0,0,0,0,1
"RP1-199H16.6",0,0,33.23142,11.07714,0,0,12.07714
"RP1-199J3.5",0.96082,1.7409,0.37142,1.02438,3.28964,3.28964,0.471923051817868
"RP1-200G19.1",0,0,0,0,0,0,1
"RP1-202I21.3",0,0,0,0,0,0,1
"RP1-203C2.2",0,0,0,0,0,0,1
"RP1-203C2.3",0,0,0,0,0,0,1
"RP1-203C2.4",0,0,0,0,0,0,1
"RP1-203P18.1",0,0,0,0,0,0,1
"RP1-206D15.5",0,0,0,0,0,0,1
"RP1-207H1.2",0,0,0,0,0,0,1
"RP1-209B5.2",0,0,0,0,0,0,1
"RP1-20I3.3",0,0,0,0,0,0,1
"RP1-20N18.4",0,0,0,0,0,0,1
"RP1-20N2.2",0,0,0,0,0,0,1
"RP1-20N2.4",0.14909,0.19343,0.30588,0.216133333333333,0,0,1.21613333333333
"RP1-20N4.1",0,0,0,0,0,0,1
"RP1-212G6.4",0,0,0,0,0,0,1
"RP1-214M20.2",0,0,0.6336,0.2112,0.55862,0.55862,0.777097688981278
"RP1-215K18.1",0,0,0,0,0,0,1
"RP1-215K18.4",0,0.22107,0,0.07369,0,0,1.07369
"RP1-217P22.2",0,0,0,0,0,0,1
"RP1-218B13.1",0,0,0,0,0,0,1
"RP1-21K4.1",0,0,0,0,0,0,1
"RP1-21O18.3",0,0.2487,2.7092,0.985966666666667,0,0,1.98596666666667
"RP1-220G17.1",0,0,0,0,0,0,1
"RP1-223D17.1",0,0,0,0,0,0,1
"RP1-228H13.1",3.19721,0.9119,0.721,1.61003666666667,0,0,2.61003666666667
"RP1-228H13.2",0,0,0,0,0,0,1
"RP1-228P16.1",1.87194,5.02926,8.60827,5.16982333333333,0.31034,0.31034,4.70856673331603
"RP1-228P16.5",0,0,0,0,0,0,1
"RP1-228P16.7",0.6295,0,0,0.209833333333333,1.05517,1.05517,0.588677984465194
"RP1-229K20.5",0,0,0,0,0,0,1
"RP1-22N22.1",0.49698,0,0,0.16566,0,0,1.16566
"RP1-232L22__A.1",0,0,0,0,0,0,1
"RP1-232L22__B.1",0,0,0,0,0,0,1
"RP1-232L24.2",0,0,0,0,0,0,1
"RP1-232L24.4",0,0,0,0,0,0,1
"RP1-236J16.1",0,0,0,0,0,0,1
"RP1-239B22.4",0,0,0,0,0,0,1
"RP1-241P17.3",0.34788,0.46977,1.46384,0.760496666666667,0.21724,0.21724,1.44630201658397
"RP1-241P17.4",0.51354,0.55267,0.24033,0.435513333333333,0,0,1.43551333333333
"RP1-245M18.2",0,0,0,0,0,0,1
"RP1-249H1.3",0,0,0,0,0,0,1
"RP1-24O22.1",0,0,0,0,0,0,1
"RP1-24O22.3",0,0.22107,0.13109,0.117386666666667,0.12414,0.12414,0.993992444594683
"RP1-253B10.1",0.49698,0,1.02687,0.50795,0,0,1.50795
"RP1-253B10.2",0,0,0,0,0,0,1
"RP1-256G22.1",0,0,0,0,0,0,1
"RP1-257I20.13",0.0994,0,0,0.0331333333333333,0.52758,0.52758,0.676320280007157
"RP1-258N20.3",0,0,0,0,0,0,1
"RP1-261D10.1",0,0,0,0,0,0,1
"RP1-261G23.4",0,0,0,0,0,0,1
"RP1-263J7.1",0,0,0,0,0,0,1
"RP1-263J7.2",0,0,0,0,0,0,1
"RP1-265C24.5",2.38548,3.42653,2.59996,2.80399,5.12066,5.12066,0.621499968957596
"RP1-267D11.1",0,0,0,0,0,0,1
"RP1-272E8.1",0,0,0,0,0,0,1
"RP1-273G13.1",0,0.52503,0,0.17501,0,0,1.17501
"RP1-273G13.2",1.72285,0,3.10247,1.60844,0,0,2.60844
"RP1-273P12.1",0,0,0,0,0,0,1
"RP1-273P12.3",0,0,0,0,0,0,1
"RP1-276J11.2",0,0,0,0,0,0,1
"RP1-278E11.3",0,0,0,0,3.04136,3.04136,0.247441455351664
"RP1-278E11.5",0.21536,0,0,0.0717866666666667,0,0,1.07178666666667
"RP1-279N11.1",0.33132,0.27633,0.45882,0.35549,1.61378,1.61378,0.518593760760278
"RP1-27O5.3",0.7289,0,0.19664,0.308513333333333,0.12414,0.12414,1.16401278607054
"RP1-281H8.3",0.6295,0,1.02687,0.552123333333333,0,0,1.55212333333333
"RP1-283E3.4",31.04439,19.67489,51.16896,33.9627466666667,22.71711,22.71711,1.47415712397787
"RP1-288M22.1",0,0,0,0,0,0,1
"RP1-28C20.1",0,0,0,0,0,0,1
"RP1-290I10.2",0,0,0,0,0,0,1
"RP1-290I10.4",0,0,0,0,0,0,1
"RP1-292B18.1",2.79963,2.0725,2.7092,2.52711,0.86896,0.86896,1.88720464857461
"RP1-292L20.2",0,0,0,0,0,0,1
"RP1-296G17.3",0.13253,0.30397,0.15294,0.19648,0,0,1.19648
"RP1-298M8.1",0,0,0,0,0,0,1
"RP1-300I2.2",0,0,0,0,0,0,1
"RP1-300I2.3",0,0,0,0,0,0,1
"RP1-302D9.5",0,0,0,0,0,0,1
"RP1-303A1.1",0,0,0,0,0,0,1
"RP1-305B16.3",0,0,0,0,0,0,1
"RP1-305G21.1",0,0,0,0,0,0,1
"RP1-308E4.1",0,0,0,0,0,0,1
"RP1-313L4.4",0,0,0,0,0,0,1
"RP1-315G1.1",0,0,0,0,0,0,1
"RP1-317E23.6",0,0.93953,0,0.313176666666667,1.76896,1.76896,0.474249056204014
"RP1-319M7.2",0,0,0,0,0,0,1
"RP1-31B8.1",0,0,0,0,0,0,1
"RP1-32I10.10",0,0,0,0,0,0,1
"RP1-32I10.11",0,0,0,0,0,0,1
"RP1-34B20.4",0.33132,1.27113,0.6773,0.759916666666667,2.20344,2.20344,0.549383371209283
"RP1-34L19.1",0,0,0,0,0,0,1
"RP1-37M3.8",0,0,0,0,0,0,1
"RP1-37N7.2",0,0,0,0,0,0,1
"RP1-37N7.5",0,0,0,0,0,0,1
"RP1-37N7.6",0,0,0,0,0,0,1
"RP1-39G22.4",0,0,0,0,0,0,1
"RP1-3E10.2",0,0,0,0,0,0,1
"RP1-40E16.4",0,0,0,0,0,0,1
"RP1-40E16.8",1.3584,1.4922,1.3983,1.4163,1.9862,1.9862,0.809155448395955
"RP1-40G4P.1",0.26505,0.3316,0,0.198883333333333,0.46551,0.46551,0.818065610833999
"RP1-41P2.6",0,0,0,0,0,0,1
"RP1-43O17.1",0,0,0,0,0,0,1
"RP1-43O17.2",0,0,0,0,0,0,1
"RP1-44A20.4",0.18222,0.2487,0,0.14364,0.34138,0.34138,0.852584651627428
"RP1-45I14.1",0.18222,0.0829,0,0.0883733333333333,0,0,1.08837333333333
"RP1-48J14.1",0,0,0,0,0,0,1
"RP1-49C23.1",0,0,0,0,0,0,1
"RP1-4G17.5",0,0,0,0,0,0,1
"RP1-50A13.1",0,0,0,0,0,0,1
"RP1-52D1.1",0,0,0,0,0,0,1
"RP1-52J10.9",0,0,0,0,0,0,1
"RP1-53C18.3",0,0,0,0,0,0,1
"RP1-56K13.6",0,0,0,0,0,0,1
"RP1-56L9.3",0.23192,0.4145,0,0.215473333333333,0.24827,0.24827,0.973726303871224
"RP1-59B16.1",0,0,0,0,0,0,1
"RP1-63P18.2",0,0,0,0,0,0,1
"RP1-65P5.1",0.21536,0,0.721,0.31212,0,0,1.31212
"RP1-65P5.4",0,0,0,0,0,0,1
"RP1-66C13.1",0,0,0,0,0,0,1
"RP1-66C13.2",0,0,0,0,0,0,1
"RP1-66C13.3",0,0,0,0,0,0,1
"RP1-66C13.4",0,1.54746,4.69741,2.08162333333333,0.86896,0.86896,1.64884392032646
"RP1-69B13.2",0,0,0,0,0,0,1
"RP1-69E11.2",0,0,0,0,0,0,1
"RP1-69E11.3",0,0,0,0,0,0,1
"RP1-6P5.2",0,0,0,0,0,0,1
"RP1-71H24.4",0,0,0,0,0,0,1
"RP1-72A23.1",0,0,0,0,0,0,1
"RP1-72A23.3",0,0,0,0,0,0,1
"RP1-73A14.1",0,93.17939,76.42572,56.5350366666667,117.09244,117.09244,0.487203386318944
"RP1-76C18.1",0.99395,0.9948,1.07057,1.01977333333333,0.68275,0.68275,1.20028128559402
"RP1-7G5.5",0,0,0,0,0,0,1
"RP1-81D8.4",1.55719,0,0,0.519063333333333,0,0,1.51906333333333
"RP1-81F6.1",0,0,0,0,0,0,1
"RP1-83M4.2",0.6295,0.38687,1.72602,0.91413,1.64482,1.64482,0.723727890744928
"RP1-84O15.1",0,0,0,0,0,0,1
"RP1-89D4.1",0,0,0,0,2.11033,2.11033,0.321509293226121
"RP1-8B22.1",0,0,0,0,0,0,1
"RP1-8B22.2",0,0,0,0,0,0,1
"RP1-90J20.10",0,0,0,0,0,0,1
"RP1-90J4.2",0,0,0,0,0,0,1
"RP1-90J4.3",0,0,0,0,0,0,1
"RP1-91J24.1",0,0,0,0,0,0,1
"RP1-91N13.1",0,0,0,0,0,0,1
"RP1-92C4.1",0,0.3316,0,0.110533333333333,0,0,1.11053333333333
"RP1-92C8.2",0,0,0,0,0,0,1
"RP1-93L7.2",0,0,0,0,0,0,1
"RP1-93L7.3",0,0,0,0,0,0,1
"RP1-95L4.2",0,0,0,0,0,0,1
"RP1-95L4.3",0,0,0,0,0,0,1
"RP1-95L4.4",1.67315,1.4093,2.94953,2.01066,2.66895,2.66895,0.820578094550212
"RP1-96H9.5",0,0,0,0,0,0,1
"RP1-97D16.1",0.14909,0,0,0.0496966666666667,0,0,1.04969666666667
"RP1-99E18.2",0,0,0,0,0,0,1
"RP11-1000B6.4",2.17013,1.4922,1.85711,1.83981333333333,0.40345,0.40345,2.02345173204128
"RP11-1006B19.1",0,0,0,0,0,0,1
"RP11-1006G14.3",0,0,0,0,0,0,1
"RP11-1007I13.2",0,0,0,0,0,0,1
"RP11-1007I13.3",0,0,0,0,0,0,1
"RP11-1007J8.1",0,0.5803,0,0.193433333333333,0,0,1.19343333333333
"RP11-1008M1.1",0,0,0,0,0,0,1
"RP11-100A13.1",0,0,0,0,0,0,1
"RP11-100E13.3",0,0,0,0,0,0,1
"RP11-100G15.2",0,0,0,0,0,0,1
"RP11-100G15.3",0,0,0,0,0,0,1
"RP11-100G15.4",0,0,0,0,0,0,1
"RP11-100G15.5",0,0,0,0,0,0,1
"RP11-100G15.7",1.52406,0.38687,0.37142,0.760783333333333,0.24827,0.24827,1.41057890787517
"RP11-100J16.4",0,0,0,0,0,0,1
"RP11-100J16.5",0,0,0,0,0,0,1
"RP11-100N21.1",0,0.30397,0.83024,0.37807,0.40345,0.40345,0.981915992732196
"RP11-100N3.2",0,0,0,0,0,0,1
"RP11-100N3.3",0,0,0,0,0,0,1
"RP11-100N3.4",0,0,0,0,0,0,1
"RP11-1012A1.4",17.65919,20.47625,9.46036,15.8652666666667,22.49987,22.49987,0.71767489210224
"RP11-1012A1.5",0,0,0,0,0,0,1
"RP11-1012A1.7",0,0.30397,0,0.101323333333333,0,0,1.10132333333333
"RP11-1016B18.1",0,0.0829,0.15294,0.0786133333333333,0.12414,0.12414,0.959500892534145
"RP11-1017G21.3",0,0,0,0,0,0,1
"RP11-1018J11.1",0,0,0,0,0,0,1
"RP11-101B14.1",0,0,0,0,0,0,1
"RP11-101B14.4",0,0,0,0,0,0,1
"RP11-101E13.1",0,0,0.19664,0.0655466666666667,0,0,1.06554666666667
"RP11-101E19.4",0,0,0,0,0,0,1
"RP11-101E19.7",0,0,0,0,0,0,1
"RP11-101E19.8",0,0,0,0,0,0,1
"RP11-101E3.5",0,0.38687,0,0.128956666666667,0,0,1.12895666666667
"RP11-101E5.2",0,0,0,0,0,0,1
"RP11-101E5.4",0,0,0,0,0,0,1
"RP11-101K23.1",0,0,0,0,0,0,1
"RP11-101O6.2",0,0,0,0,0,0,1
"RP11-1021N1.1",0.79516,0.93953,1.24536,0.99335,0,0,1.99335
"RP11-1022B3.2",0,0,0,0,0,0,1
"RP11-1023L17.1",20.30972,8.01365,6.96964,11.7643366666667,11.45166,11.45166,1.02511124353433
"RP11-1023L17.2",0.21536,0.35923,0.17479,0.249793333333333,0.0931,0.0931,1.14334766566035
"RP11-1026M7.2",2.20326,1.43693,8.14945,3.92988,0.37241,0.37241,3.59213354609774
"RP11-1029F8.1",0,0,0,0,0,0,1
"RP11-1029M24.1",0,0,0,0,0,0,1
"RP11-102D18.1",0,0,0,0,0,0,1
"RP11-102H24.1",0,0,0,0,0,0,1
"RP11-102M11.1",0,0.46977,0,0.15659,0.77586,0.77586,0.651284448098386
"RP11-1030E3.1",0,0,0,0,0,0,1
"RP11-1033A18.1",0.69577,0.3316,0.41512,0.48083,0.46551,0.46551,1.01045369871239
"RP11-1033H12.3",0,0,0,0,0,0,1
"RP11-1035H13.3",0,6.82542,0,2.27514,0,0,3.27514
"RP11-1036E20.10",0,0,0,0,0,0,1
"RP11-1036E20.7",0,0,0,0,0,0,1
"RP11-1036F1.1",0,0,0,0,0,0,1
"RP11-103C3.2",0,0,0,0,0,0,1
"RP11-103G8.1",1.9382,0.46977,0,0.802656666666667,0,0,1.80265666666667
"RP11-1042B17.1",0,0,0,0,0,0,1
"RP11-1042B17.2",0,0,0,0,0,0,1
"RP11-1042B17.4",0,0,0,0,0,0,1
"RP11-1046B16.1",0,0,0,0,0,0,1
"RP11-104C4.2",0,0,0,0,0,0,1
"RP11-104C4.3",0,0,0,0,0,0,1
"RP11-104C4.4",0,0,0,0,0,0,1
"RP11-104C4.5",0,0,0,0,0,0,1
"RP11-104D21.1",1.29214,0.77373,0.45882,0.841563333333333,0,0,1.84156333333333
"RP11-104D21.2",0,0,0,0,0,0,1
"RP11-104D3.1",0,0,0,0,0,0,1
"RP11-104D3.2",0,0,0,0,0,0,1
"RP11-104F15.7",0,0,0,0,0,0,1
"RP11-104G3.2",7.52089,6.71488,6.1394,6.79172333333333,10.61373,10.61373,0.67090618891031
"RP11-104G3.4",0,0,0,0,0,0,1
"RP11-104G3.5",0,0,0,0,0,0,1
"RP11-104O19.2",0,0.2487,0.17479,0.141163333333333,0.80689,0.80689,0.63156215006632
"RP11-1053O12.1",1.92164,0,0,0.640546666666667,0,0,1.64054666666667
"RP11-1055B8.3",36.1301,24.34491,52.10844,37.5278166666667,36.83772,36.83772,1.01823832584698
"RP11-1055B8.6",9.06152,10.33484,19.55432,12.98356,7.91375,7.91375,1.56876286635815
"RP11-1057B8.1",0.39758,0,0,0.132526666666667,0,0,1.13252666666667
"RP11-1057N3.2",0,0,0,0,0,0,1
"RP11-1058G23.1",0,0,0,0,0,0,1
"RP11-1059L18.1",0,0,0,0,0,0,1
"RP11-105C20.1",0,0,0,0,0,0,1
"RP11-105C20.2",0,0,0,0,0,0,1
"RP11-1060J15.3",0,0,0,0,0,0,1
"RP11-1060J15.5",0,1.13296,0,0.377653333333333,0,0,1.37765333333333
"RP11-106A1.2",0,0,0.78654,0.26218,0,0,1.26218
"RP11-106A1.3",0.18222,0.2487,0,0.14364,0,0,1.14364
"RP11-106E7.1",0,0,0,0,0,0,1
"RP11-106J23.1",0,0,0,0,0,0,1
"RP11-106J23.2",26.57161,13.76137,25.01642,21.7831333333333,13.40682,13.40682,1.5814130622395
"RP11-106M3.1",0,0.44213,0,0.147376666666667,0.58965,0.58965,0.721779427337255
"RP11-106M7.4",0,0,0,0,0,0,1
"RP11-1070A24.1",0,0,0,0,0,0,1
"RP11-1070N10.3",0,0,0,0,0.80689,0.80689,0.55343712124147
"RP11-1072C15.1",0,0,0.85209,0.28403,0,0,1.28403
"RP11-1072C15.3",0,0,0,0,0,0,1
"RP11-1072N2.2",0,0,0,0,0,0,1
"RP11-1072N2.4",0,0,0,0,0,0,1
"RP11-1074O12.1",0.06626,0.1658,0,0.0773533333333333,0.21724,0.21724,0.88507881217618
"RP11-1079J22.1",0,0,0,0,0,0,1
"RP11-1079K10.1",0,0,0,0,0,0,1
"RP11-107C10.1",0,0,0,0,0,0,1
"RP11-107C16.2",0,0,1.37645,0.458816666666667,0.03103,0.03103,1.41491194889253
"RP11-107E21.1",0,0,0,0,0,0,1
"RP11-107G24.3",0,0,0,0,0,0,1
"RP11-107K17.2",0,0,0,0,0,0,1
"RP11-107N4.1",0.54667,0.88426,0,0.476976666666667,0,0,1.47697666666667
"RP11-107P7.1",0,0,0,0,0,0,1
"RP11-107P7.2",0,0,0,0,0,0,1
"RP11-107P7.4",0,0,0,0,0,0,1
"RP11-107P7.5",0,0,0,0,0,0,1
"RP11-107P7.6",0,0,0,0,0,0,1
"RP11-1081K18.1",0,0,0,0,0,0,1
"RP11-1081L13.3",0.06626,0,0,0.0220866666666667,0,0,1.02208666666667
"RP11-1082L8.1",0,0,0,0,0,0,1
"RP11-1084A12.1",1.65658,5.41612,0,2.35756666666667,7.97582,7.97582,0.374067958879152
"RP11-1084J3.1",0,0,0,0,0,0,1
"RP11-1084J3.3",0,0,0,0,0,0,1
"RP11-1085N6.1",0,0,0,0,0,0,1
"RP11-1085N6.3",6.07966,7.79258,4.98144,6.28456,4.28273,4.28273,1.37893854124667
"RP11-108B14.1",0,0,0,0,0,0,1
"RP11-108B14.2",0,0,0,0,0,0,1
"RP11-108B14.4",0,0,0,0,0,0,1
"RP11-108F13.2",0,0,0.48066,0.16022,0,0,1.16022
"RP11-108K14.4",2.93215,2.54226,4.54447,3.33962666666667,4.49997,4.49997,0.789027334088489
"RP11-108K14.7",0.33132,0,0.48066,0.27066,0,0,1.27066
"RP11-108M12.2",0,0,0,0,0,0,1
"RP11-108M9.5",7.68655,10.63881,14.24516,10.85684,11.14132,11.14132,0.976569269239259
"RP11-108N13.1",0,0,0,0,0,0,1
"RP11-108O10.8",2.0376,3.89629,7.64694,4.52694333333333,6.08272,6.08272,0.780341921371074
"RP11-1094M14.1",0,0,0,0,0,0,1
"RP11-1094M14.4",0,0,1.57309,0.524363333333333,1.11724,1.11724,0.719976636249709
"RP11-1094M14.7",0,0,0,0,0,0,1
"RP11-1094M14.8",0.61294,1.0777,0.721,0.80388,4.71721,4.71721,0.315517533902026
