"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Spinal_cord","dHs_Avg__TPM","FoldChange"
"FAM115C",0.29819,0.27633,0.61176,0.395426666666667,0.43448,0.43448,0.972775268157567
"FAM115D",0,0,0.08739,0.02913,0,0,1.02913
"FAM116A",8.46514,9.06371,7.29737,8.27540666666667,7.54134,7.54134,1.08594279898314
"FAM116B",34.32442,35.84035,41.796,37.3202566666667,9.4965,9.4965,3.65076517569349
"FAM117A",13.4349,9.06371,8.69566,10.39809,3.69308,3.69308,2.42870140717823
"FAM117B",10.85063,5.25032,5.17807,7.09300666666667,6.26893,6.26893,1.11336973483947
"FAM118A",25.19664,20.91839,28.24999,24.78834,33.82739,33.82739,0.740461458639306
"FAM118B",27.43303,25.53314,11.71074,21.55897,12.91027,12.91027,1.62174925432792
"FAM120A",36.87556,35.67455,30.84995,34.4666866666667,29.11018,29.11018,1.17789686633114
"FAM120AOS",33.72805,29.3189,28.99283,30.6799266666667,32.12051,32.12051,0.95650479617212
"FAM120B",44.2308,24.12385,30.19449,32.8497133333333,22.31367,22.31367,1.45192555840987
"FAM120C",6.67603,7.93075,5.85537,6.82071666666667,5.92755,5.92755,1.12892966007704
"FAM122A",7.75281,6.90832,5.22177,6.62763333333333,5.46204,5.46204,1.18037544387428
"FAM122B",26.8201,27.27404,15.51237,23.20217,17.03783,17.03783,1.34174509905016
"FAM122C",24.21926,17.90636,23.74921,21.9582766666667,19.33437,19.33437,1.12903801134073
"FAM123A",27.84718,26.27924,18.54929,24.2252366666667,22.2516,22.2516,1.08488175724108
"FAM123B",1.4081,1.21586,0.93948,1.18781333333333,0.68275,0.68275,1.30014163323924
"FAM123C",4.6053,3.34363,5.11253,4.35382,0.80689,0.80689,2.96300272844501
"FAM124A",8.39888,7.51625,6.11755,7.34422666666667,19.92402,19.92402,0.398786976243889
"FAM124B",0.61294,0.7461,0.17479,0.511276666666667,1.95516,1.95516,0.511402653889017
"FAM125A",37.78668,47.14236,38.84646,41.2585,61.66517,61.66517,0.674353871536613
"FAM125B",61.44271,62.23013,69.58717,64.4200033333333,305.74999,305.74999,0.213268151478451
"FAM126A",2.73336,2.84623,3.84532,3.14163666666667,5.2448,5.2448,0.663213660432146
"FAM126B",3.66105,2.23829,2.88399,2.92777666666667,2.66895,2.66895,1.07054516051368
"FAM127A",530.63703,418.89276,540.39842,496.642736666667,373.28064,373.28064,1.32959785648188
"FAM127B",109.68244,88.7857,89.07594,95.8480266666667,119.32691,119.32691,0.804874210321421
"FAM127C",13.84904,10.25194,7.25367,10.45155,9.83788,9.83788,1.05662269742791
"FAM129A",2.7665,2.01723,0.61176,1.79849666666667,5.83445,5.83445,0.409469184304028
"FAM129B",24.51745,25.72658,21.28035,23.84146,83.66849,83.66849,0.293396752440016
"FAM129C",0.56324,0.35923,0.76469,0.562386666666667,0.27931,0.27931,1.22127292576988
"FAM131A",91.49314,76.73759,109.06723,92.4326533333333,19.24127,19.24127,4.61594817584733
"FAM131B",38.7972,28.60044,40.28846,35.8953666666667,52.23074,52.23074,0.693121430712154
"FAM131C",8.7302,12.37971,10.94605,10.68532,38.82392,38.82392,0.293424655332775
"FAM132A",3.01498,3.17783,6.20495,4.13258666666667,3.69308,3.69308,1.09364994133206
"FAM132B",0.99395,0.96716,5.06883,2.34331333333333,2.97929,2.97929,0.840178356775539
"FAM133A",3.89297,3.42653,2.68735,3.33561666666667,1.24137,1.24137,1.93436008631626
"FAM133B",24.91503,24.31728,22.13243,23.7882466666667,18.86886,18.86886,1.24759279931846
"FAM133CP",0,0,0,0,0,0,1
"FAM133DP",0,0,0,0,0,0,1
"FAM134A",161.55009,133.3858,132.8383,142.591396666667,79.82024,79.82024,1.77667619728259
"FAM134B",15.4725,14.06534,27.24496,18.9276,43.26182,43.26182,0.450220980520006
"FAM134C",24.61684,24.31728,24.6013,24.5118066666667,11.42062,11.42062,2.05398817987078
"FAM135A",6.24532,6.16222,13.87374,8.76042666666667,14.18268,14.18268,0.642865862065635
"FAM135B",5.46673,5.41612,3.64868,4.84384333333333,0.9931,0.9931,2.93203719498938
"FAM136A",17.34444,15.1983,11.29562,14.6127866666667,9.09305,9.09305,1.54688490264753
"FAM136BP",1.09335,0,0,0.36445,0,0,1.36445
"FAM138A",0,0,0,0,0,0,1
"FAM138C",0,0,0,0,0,0,1
"FAM138D",0.26505,0,0,0.08835,0,0,1.08835
"FAM13A",24.08673,28.04777,37.31707,29.81719,11.6689,11.6689,2.4325071632107
"FAM13B",15.93634,17.71293,13.52416,15.7244766666667,7.85168,7.85168,1.88941270658978
"FAM13C",27.3502,24.17911,38.86831,30.13254,70.47891,70.47891,0.435548611471552
"FAM149A",69.82502,61.40113,66.46284,65.89633,17.06887,17.06887,3.70229737664835
"FAM149B1",20.90609,19.92359,15.68715,18.8389433333333,31.00327,31.00327,0.619903632764194
"FAM149B1P1",0,0,0,0,0,0,1
"FAM150A",0.0994,0.38687,0,0.16209,0,0,1.16209
"FAM150B",15.80381,15.58516,5.5058,12.2982566666667,37.36531,37.36531,0.346621900531148
"FAM151A",1.259,1.38166,1.63863,1.42643,0.37241,0.37241,1.7680066452445
"FAM151B",0.26505,1.0777,0.96133,0.768026666666667,3.63101,3.63101,0.381779928496519
"FAM153A",33.62866,7.01885,22.98452,21.2106766666667,3.84825,3.84825,4.58117396311384
"FAM153B",55.37961,21.83028,42.51699,39.90896,2.57585,2.57585,11.4403456520827
"FAM153C",70.75271,26.41741,79.41895,58.8630233333333,13.09648,13.09648,4.24666465197931
"FAM154A",0,0,0,0,0.12414,0.12414,0.889568914903838
"FAM154B",13.61712,10.36248,5.00328,9.66096,13.22061,13.22061,0.749683733679497
"FAM155A",10.10516,12.84947,30.71886,17.8911633333333,7.10686,7.10686,2.33026885049616
"FAM155B",1.9879,2.32119,2.09745,2.13551333333333,0.65172,0.65172,1.89833224356025
"FAM156A",1.95477,2.01723,1.11427,1.69542333333333,1.95516,1.95516,0.912107409863876
"FAM156B",0.76203,1.05006,0.85209,0.88806,0.40345,0.40345,1.34529908439916
"FAM157A",0,0,0,0,0.24827,0.24827,0.801108734488532
"FAM157B",0,0,0.32773,0.109243333333333,0,0,1.10924333333333
"FAM157C",37.25658,27.7438,53.50674,39.5023733333333,25.91365,25.91365,1.50490079693142
"FAM159A",1.20931,0.52503,2.40332,1.37922,2.66895,2.66895,0.648474359149075
"FAM159B",1.42466,0.38687,0,0.603843333333333,0.74482,0.74482,0.91920274488677
"FAM160A1",0.38101,1.38166,0.24033,0.667666666666667,0.06207,0.06207,1.57020409828605
"FAM160A2",31.85611,28.3241,36.88011,32.35344,18.46541,18.46541,1.71347225668506
"FAM160B1",12.20903,13.34687,6.37973,10.64521,7.29306,7.29306,1.40421147320772
"FAM160B2",115.04977,72.15047,100.80854,96.0029266666667,61.13758,61.13758,1.56109920384197
"FAM161A",6.70917,5.60955,5.76798,6.0289,5.431,5.431,1.09297154408335
"FAM161B",22.47985,22.30005,22.08874,22.2895466666667,16.47922,16.47922,1.33241338381614
"FAM162A",84.53549,71.40437,43.08505,66.3416366666667,44.47216,44.47216,1.48094211197943
"FAM162B",1.60689,3.26073,6.79485,3.88749,2.01723,2.01723,1.61985993775748
"FAM163A",4.655,0.19343,1.46384,2.10409,0.31034,0.31034,2.36891951707191
"FAM163B",14.08097,13.15344,123.1813,50.13857,9.5896,9.5896,4.82913141195135
"FAM165A",0.14909,0.85663,1.22351,0.743076666666667,0.52758,0.52758,1.14107062587011
"FAM165B",54.38566,55.90211,49.37739,53.22172,45.46526,45.46526,1.16693030448985
"FAM166A",4.83723,4.83582,7.36291,5.67865333333333,2.29654,2.29654,2.02595853025698
"FAM166B",1.90507,9.69928,1.26721,4.29052,2.54481,2.54481,1.49246927197791
"FAM167A",11.82801,20.80785,27.63823,20.0913633333333,11.23442,11.23442,1.72393651136166
"FAM167B",3.3463,3.17783,1.46384,2.66265666666667,5.39997,5.39997,0.572292786789105
"FAM168A",45.05909,38.79711,51.43114,45.09578,40.71701,40.71701,1.104963658709
"FAM168B",96.28067,99.17581,63.95028,86.46892,57.01002,57.01002,1.50782433793334
"FAM169A",10.46961,7.98602,9.00154,9.15239,8.81374,8.81374,1.03450774118736
"FAM169B",2.38548,0.46977,0.24033,1.03186,0,0,2.03186
"FAM170A",0,0,0.32773,0.109243333333333,0.55862,0.55862,0.711682984520495
"FAM170B",0,0,0,0,0.27931,0.27931,0.781671369722741
"FAM171A1",115.91119,124.84712,59.05624,99.9381833333333,71.2858,71.2858,1.39637637452077
"FAM171A2",27.69809,26.83191,33.44991,29.3266366666667,6.08272,6.08272,4.28177828103704
"FAM171B",63.41404,78.31269,59.27472,67.0004833333333,11.85511,11.85511,5.28976285176349
"FAM172A",25.27947,41.00777,36.77086,34.3527,59.05829,59.05829,0.588639803097957
"FAM172BP",0.18222,0,0.41512,0.199113333333333,0,0,1.19911333333333
"FAM173A",29.30497,52.30978,193.0525,91.55575,82.89263,82.89263,1.10326437495165
"FAM173B",5.40046,8.84265,8.73936,7.66082333333333,8.4103,8.4103,0.920355709523961
"FAM174A",47.64336,34.51396,58.55372,46.90368,42.88941,42.88941,1.09146329376494
"FAM174B",21.07175,26.97007,29.36425,25.8020233333333,25.47917,25.47917,1.01219272859887
"FAM175A",5.9637,5.55429,6.8604,6.12613,5.80342,5.80342,1.04743349668255
"FAM175B",6.32815,8.53868,5.28731,6.71804666666667,3.97239,3.97239,1.55218047391027
"FAM176A",2.55114,1.60273,3.08062,2.41149666666667,0.93103,0.93103,1.76667201786957
"FAM176B",7.52089,29.236,14.00483,16.9205733333333,25.88261,25.88261,0.666623268102812
"FAM176C",31.77328,25.22918,23.94585,26.98277,19.86196,19.86196,1.34132986545847
"FAM177A1",69.74219,80.99312,68.99726,73.24419,106.97526,106.97526,0.687603715888251
"FAM177A1P1",0,0,0,0,0,0,1
"FAM177B",0.43071,0.35923,0,0.263313333333333,1.36551,1.36551,0.534055376359996
"FAM178A",11.08255,9.22951,9.6133,9.97512,12.32062,12.32062,0.823919607345604
"FAM178B",14.62764,4.36606,11.99477,10.32949,42.33079,42.33079,0.261465115221763
"FAM179A",14.0644,38.79711,12.67207,21.8445266666667,4.49997,4.49997,4.15357295888281
"FAM179B",22.52954,15.447,9.70069,15.89241,6.20686,6.20686,2.34393480655931
"FAM180A",0.79516,0.13817,0.91763,0.616986666666667,1.27241,1.27241,0.711573468989604
"FAM180B",1.47436,0.6632,1.59493,1.24416333333333,4.00343,4.00343,0.448524978531394
"FAM181A",3.14751,5.69245,11.36117,6.73371,4.93445,4.93445,1.30318900656337
"FAM181A-AS1",15.98604,14.39693,6.62007,12.3343466666667,0.31034,0.31034,10.1762494212698
"FAM181B",23.72228,42.80394,63.84104,43.4557533333333,63.93067,63.93067,0.684664940825858
"FAM182A",5.74835,10.03088,8.76121,8.18014666666667,3.53791,3.53791,2.02299002551101
"FAM182B",22.61237,22.93562,20.40641,21.9848,8.75167,8.75167,2.35701167082151
"FAM183A",2.53457,23.48828,1.26721,9.09668666666667,3.1655,3.1655,2.42388348737647
"FAM183B",0,0.0829,0,0.0276333333333333,0,0,1.02763333333333
"FAM184A",20.1275,30.6453,33.29697,28.0232566666667,10.30339,10.30339,2.56765949566163
"FAM184B",8.64737,8.59395,12.06032,9.76721333333333,4.56204,4.56204,1.93583888884894
"FAM185A",7.63685,5.69245,7.73433,7.02121,8.75167,8.75167,0.822547317536381
"FAM185BP",3.13094,3.70286,4.61001,3.81460333333333,3.94136,3.94136,0.974347817874701
"FAM186A",2.12043,1.54746,2.44702,2.03830333333333,0.93103,0.93103,1.57341073589397
"FAM186B",0.18222,0.11053,0.41512,0.235956666666667,0.12414,0.12414,1.09946863083483
"FAM187A",5.9637,7.87548,2.68735,5.50884333333333,4.65515,4.65515,1.15095856579106
"FAM187B",0.23192,0.2487,0,0.160206666666667,0.24827,0.24827,0.929451694478492
"FAM188A",21.3368,20.78022,18.72408,20.2803666666667,25.91365,25.91365,0.790690473669185
"FAM188B",5.41703,4.64239,3.73608,4.5985,1.52068,1.52068,2.22102765920307
"FAM188B2",7.47119,5.83062,0.87394,4.72525,0.27931,0.27931,4.47526400950512
"FAM189A1",35.88161,37.13912,48.48161,40.50078,2.45171,2.45171,12.0232522430911
"FAM189A2",22.1651,33.79549,18.19972,24.7201033333333,10.61373,10.61373,2.21462900664415
"FAM189B",35.00362,41.58807,53.72522,43.43897,27.7757,27.7757,1.54432281404101
"FAM18A",13.18641,13.65084,12.21326,13.0168366666667,5.89652,5.89652,2.03245066593973
"FAM18B1",8.66394,7.65442,6.55452,7.62429333333333,12.8482,12.8482,0.622773597531328
"FAM18B2",6.02997,11.10857,14.04852,10.3956866666667,16.66542,16.66542,0.645084388973863
"FAM18B2-CDRT4",11.62922,7.59915,9.46036,9.56291,6.79651,6.79651,1.35482542830061
"FAM18B4P",0,0,0,0,0,0,1
"FAM190A",4.7047,3.61996,6.99149,5.10538333333333,11.51373,11.51373,0.487894763058923
"FAM190B",18.75253,16.38653,10.9679,15.3689866666667,23.15159,23.15159,0.677760208196093
"FAM192A",120.81468,115.17547,90.62718,108.872443333333,118.92346,118.92346,0.916188069734924
"FAM193A",23.55663,21.71975,14.81322,20.0298666666667,21.47574,21.47574,0.935669600496654
"FAM193B",115.87806,79.19696,137.01134,110.695453333333,84.07194,84.07194,1.31295293528434
"FAM194A",4.92005,5.13979,1.22351,3.76111666666667,2.11033,2.11033,1.5307432544671
"FAM194B",5.25137,4.94636,6.62007,5.60593333333333,0.58965,0.58965,4.15558980488367
"FAM195A",44.34676,74.11243,71.29134,63.2501766666667,45.09285,45.09285,1.39392935491441
"FAM195B",124.04502,149.55126,269.10679,180.901023333333,202.15747,202.15747,0.895369603359076
"FAM196A",5.16854,3.03966,1.42015,3.20945,1.30344,1.30344,1.82746240405654
"FAM196B",2.13699,0.77373,4.65371,2.52147666666667,7.01375,7.01375,0.439429314199553
"FAM197Y1",0,0,0,0,0,0,1
"FAM198A",10.98315,11.27437,12.49729,11.5849366666667,3.38274,3.38274,2.87147689953469
"FAM198B",15.87008,15.2812,18.00308,16.3847866666667,14.46199,14.46199,1.12435635171583
"FAM199X",13.16984,14.09297,11.66705,12.97662,10.61373,10.61373,1.20345659835384
"FAM19A1",3.77701,1.35403,27.76932,10.9667866666667,1.58275,1.58275,4.63335075662246
"FAM19A2",3.62792,3.45416,46.93037,18.00415,10.33442,10.33442,1.67667600106578
"FAM19A3",0.08283,0.30397,0.39327,0.260023333333333,0.80689,0.80689,0.697343686297081
"FAM19A4",5.9637,8.87028,5.54949,6.79449,32.9274,32.9274,0.22974026892718
"FAM19A5",356.09933,578.25383,707.6261,547.32642,191.17133,191.17133,2.85332062800419
"FAM200A",5.41703,4.47659,3.34281,4.41214333333333,3.19653,3.19653,1.2896710695106
"FAM200B",61.97281,55.81921,44.57074,54.12092,60.64104,60.64104,0.894224367401978
"FAM201A",13.2858,7.51625,2.31593,7.70599333333333,11.82407,11.82407,0.678879118199864
"FAM201B",4.655,4.80819,5.5058,4.98966333333333,1.55172,1.55172,2.3473043019349
"FAM203A",1.259,2.43173,0.58991,1.42688,0.43448,0.43448,1.69181863811277
"FAM203B",0,0,0,0,0,0,1
"FAM204A",47.16295,76.93103,52.08659,58.7268566666667,38.32737,38.32737,1.51870965860841
"FAM204BP",0,0,0,0,0,0,1
"FAM204CP",0,0,0,0,0,0,1
"FAM205A",0.01657,0,0,0.00552333333333333,0.03103,0.03103,0.975260984969723
"FAM205B",0,0.63557,0,0.211856666666667,0,0,1.21185666666667
"FAM205CP",0,0,0,0,0.43448,0.43448,0.697116725224472
"FAM206A",25.26291,25.17391,12.47544,20.9707533333333,19.61368,19.61368,1.06583362763628
"FAM206BP",0,0,0,0,0.71379,0.71379,0.583502062679792
"FAM207A",47.34517,54.07831,47.49843,49.6406366666667,28.33432,28.33432,1.72632727353716
"FAM207BP",0,0,0,0,0,0,1
"FAM207CP",0,0,0,0,0,0,1
"FAM208A",23.14248,22.79745,18.81148,21.5838033333333,20.97919,20.97919,1.02750844473037
"FAM208B",10.70153,11.82704,7.47215,10.00024,12.97234,12.97234,0.787286882512163
"FAM209A",0.33132,0,1.3546,0.561973333333333,0.49655,0.49655,1.04371610259152
"FAM209B",1.14304,1.10533,1.09242,1.11359666666667,0,0,2.11359666666667
"FAM20A",1.90507,0.829,0.78654,1.17353666666667,4.28273,4.28273,0.411441937533561
"FAM20B",22.7946,19.70252,19.70726,20.7347933333333,15.36198,15.36198,1.32837183111905
"FAM20C",61.97281,67.70151,50.84124,60.1718533333333,47.48249,47.48249,1.26173085032005
"FAM210A",3.90954,5.19505,4.36968,4.49142333333333,3.35171,3.35171,1.26190011129724
"FAM210B",44.82717,44.7659,32.11715,40.5700733333333,20.35851,20.35851,1.94630024909665
"FAM211A",32.33652,31.97169,36.90195,33.73672,28.08605,28.08605,1.19427423111767
"FAM211B",14.87613,21.36052,29.82307,22.0199066666667,24.424,24.424,0.905440004195511
"FAM212A",6.12936,6.82542,4.71926,5.89134666666667,5.3379,5.3379,1.0873233510574
"FAM212B",12.37468,8.09655,18.92072,13.13065,3.1655,3.1655,3.39230584563678
"FAM213A",233.24705,279.95267,298.29626,270.49866,139.84059,139.84059,1.92770180812222
"FAM213B",48.9355,47.16999,59.27472,51.7934033333333,29.20328,29.20328,1.74793609612378
"FAM214A",34.37412,34.67976,27.92226,32.32538,25.63434,25.63434,1.25121853967472
"FAM214B",23.12591,24.75941,20.69044,22.8585866666667,22.3447,22.3447,1.02201299081447
"FAM215A",1.54062,1.4922,2.68735,1.90672333333333,2.54481,2.54481,0.819994113459772
"FAM216A",35.10302,19.73016,38.93386,31.25568,13.90337,13.90337,2.16432122399162
"FAM216B",0.23192,1.9067,0.06555,0.734723333333333,0.06207,0.06207,1.63334180735105
"FAM217A",0.06626,0,0.08739,0.0512166666666667,0,0,1.05121666666667
"FAM217B",10.33709,13.76137,22.13243,15.4102966666667,7.29306,7.29306,1.97879873854363
"FAM218A",2.31922,1.93433,1.85711,2.03688666666667,3.0724,3.0724,0.745724061159676
"FAM218BP",0,0,0,0,0,0,1
"FAM219A",70.18947,82.89981,86.71631,79.9351966666667,105.70285,105.70285,0.75851016787899
"FAM219B",41.61339,43.38424,35.5692,40.1889433333333,27.96191,27.96191,1.42217634587406
"FAM21A",5.15198,6.30039,5.87722,5.77653,3.44481,3.44481,1.52459385215566
"FAM21B",0.46384,0.4145,0.83024,0.569526666666667,0.31034,0.31034,1.19780107961801
"FAM21C",12.59004,9.53348,12.40989,11.5111366666667,4.96549,4.96549,2.09725213966777
"FAM21D",0,0,0,0,0,0,1
"FAM220A",30.18296,23.90278,35.00114,29.6956266666667,10.5827,10.5827,2.65012705730673
"FAM220BP",0.53011,0,0.32773,0.285946666666667,0,0,1.28594666666667
"FAM220CP",0.51354,0.88426,0,0.465933333333333,0.83793,0.83793,0.797600198774346
"FAM221A",17.11251,10.58354,15.97118,14.5557433333333,18.89989,18.89989,0.781699965845707
"FAM221B",0.81173,0.96716,0.21848,0.66579,0.49655,0.49655,1.11308676622899
"FAM222A",17.07938,16.7734,9.41666,14.4231466666667,66.63066,66.63066,0.22804962522422
"FAM222A-AS1",0.6295,2.76333,2.92769,2.10684,0.96206,0.96206,1.58345820209372
"FAM222B",16.89716,12.93237,14.61658,14.81537,9.06202,9.06202,1.57178876607282
"FAM225A",0.33132,0.0829,0.34957,0.254596666666667,1.67585,1.67585,0.468859116417836
"FAM225B",0.08283,0.0829,0.08739,0.0843733333333333,0.21724,0.21724,0.890845957521387
"FAM227A",2.63397,5.08452,1.07057,2.92968666666667,2.0793,2.0793,1.27616233126576
"FAM227B",6.87482,12.98764,9.94102,9.93449333333333,10.64477,10.64477,0.939004663323821
"FAM228A",1.67315,2.40409,7.27552,3.78425333333333,2.91722,2.91722,1.22133894275362
"FAM228B",54.98203,95.58348,79.15677,76.5740933333333,103.62355,103.62355,0.741459196646772
"FAM22A",0.24849,0.2487,0.80839,0.435193333333333,0.68275,0.68275,0.852885653444263
"FAM22B",0.71233,0.85663,0.83024,0.799733333333333,0.77586,0.77586,1.013443251908
"FAM22D",1.49093,1.63036,3.18987,2.10372,3.53791,3.53791,0.683953626228815
"FAM22E",0.21536,0.0829,0.17479,0.157683333333333,0,0,1.15768333333333
"FAM22F",0,0,0,0,0,0,1
"FAM22G",0.06626,0.05527,0.28403,0.135186666666667,0,0,1.13518666666667
"FAM23B",0.01657,0.02763,0,0.0147333333333333,0,0,1.01473333333333
"FAM24A",0,0,0,0,0,0,1
"FAM24B",3.396,3.31599,5.13437,3.94878666666667,5.46204,5.46204,0.765824208247963
"FAM25A",8.82959,3.28836,0,4.03931666666667,4.96549,4.96549,0.844744801628478
"FAM25B",0,0,0,0,0,0,1
"FAM25C",0,0,0,0,0,0,1
"FAM25E",0,0,0,0,0,0,1
"FAM25G",0,0,0,0,0,0,1
"FAM25HP",0,0,0,0,0,0,1
"FAM26D",0,0.3316,0,0.110533333333333,0.15517,0.15517,0.961359222740664
"FAM26E",0.44728,0.35923,0.10924,0.30525,0.34138,0.34138,0.973065052408713
"FAM26F",9.4591,5.36085,0,4.93998333333333,4.3448,4.3448,1.11135745646859
"FAM27A",2.45174,3.12256,1.79157,2.45529,0.83793,0.83793,1.87998998873733
"FAM27B",0,0,0,0,0,0,1
"FAM27C",0,0,0,0,0,0,1
"FAM27D1",4.15803,2.79096,10.05027,5.66642,0,0,6.66642
"FAM27E1",1.24244,0.7461,0.6773,0.888613333333333,0,0,1.88861333333333
"FAM27E2",1.14304,0.55267,1.17981,0.958506666666667,0,0,1.95850666666667
"FAM27E3",7.04048,3.78576,14.76952,8.53192,14.98957,14.98957,0.596133604593494
"FAM27L",0,0,0,0,0,0,1
"FAM32A",49.15085,54.21648,49.2463,50.87121,31.62396,31.62396,1.58997282978523
"FAM32B",0,0.55267,1.52939,0.69402,0,0,1.69402
"FAM35A",5.76491,5.72009,5.76798,5.75099333333333,4.62411,4.62411,1.20036651725043
"FAM35B",1.44123,1.2435,1.66048,1.44840333333333,0.43448,0.43448,1.70682291376201
"FAM35B2",0.51354,0.11053,0.19664,0.27357,0.15517,0.15517,1.10249573655826
"FAM3A",73.63517,72.64787,89.18518,78.4894066666667,97.72703,97.72703,0.805143299324072
"FAM3B",0.34788,0.77373,0.30588,0.47583,1.61378,1.61378,0.564634360963815
"FAM3C",30.49771,25.53314,43.28169,33.10418,23.86538,23.86538,1.37155273717916
"FAM3C2",0.19879,0.2487,0,0.149163333333333,0.71379,0.71379,0.670539175355985
"FAM3D",0.18222,0.6632,0,0.281806666666667,0.46551,0.46551,0.874648870814028
"FAM40A",11.76175,13.18107,21.2148,15.3858733333333,9.34133,9.34133,1.58450347618085
"FAM40B",83.04456,71.04514,6.16125,53.4169833333333,2.57585,2.57585,15.2179155538776
"FAM41AY1",0,0,0,0,0,0,1
"FAM41C",4.38995,1.46456,4.47892,3.44447666666667,1.79999,1.79999,1.58731876423368
"FAM43A",6.65947,7.10175,3.69238,5.81786666666667,6.29996,6.29996,0.933959455485601
"FAM43B",16.13513,14.39693,11.57965,14.0372366666667,3.22757,3.22757,3.55694563701291
"FAM45A",41.00046,39.34978,36.13726,38.8291666666667,38.79288,38.79288,1.00091188842493
"FAM45B",0,0,0,0,0,0,1
"FAM46A",3.3463,2.54226,1.07057,2.31971,4.71721,4.71721,0.580652101287166
"FAM46B",0.34788,0.3316,0.34957,0.343016666666667,1.45861,1.45861,0.546250388091916
"FAM46C",0.19879,0.2487,0.52436,0.32395,0.93103,0.93103,0.685618555900219
"FAM46D",0,0,0,0,0,0,1
"FAM47A",0,0,0,0,0,0,1
"FAM47B",0,0,0,0,0,0,1
"FAM47C",0,0,0,0,0,0,1
"FAM47DP",0.03313,0,0,0.0110433333333333,0,0,1.01104333333333
"FAM47E",10.68497,10.08614,20.12238,13.6311633333333,24.39297,24.39297,0.576189525421144
"FAM48A",27.13485,21.30525,26.06515,24.8350833333333,43.23079,43.23079,0.584097261960126
"FAM49A",49.91288,57.67064,76.31647,61.2999966666667,11.79304,11.79304,4.86983521248012
"FAM49B",90.53232,90.33316,91.7633,90.87626,107.03732,107.03732,0.850412246434843
"FAM50A",94.3756,79.66672,95.23719,89.7598366666667,115.26142,115.26142,0.780653089104422
"FAM50B",34.52321,29.7334,21.2148,28.49047,16.9137,16.9137,1.64625230968477
"FAM53A",1.97134,1.79616,1.83527,1.86759,9.09305,9.09305,0.284115307067735
"FAM53B",21.66812,20.14465,24.62315,22.1453066666667,36.99289,36.99289,0.609201002257703
"FAM53C",19.18324,17.16026,21.65177,19.3317566666667,9.99305,9.99305,1.84951006924072
"FAM54A",1.87194,0.19343,0.85209,0.972486666666667,0,0,1.97248666666667
"FAM54B",91.34405,96.85462,66.81242,85.0036966666667,49.46868,49.46868,1.70410037802983
"FAM57A",7.9516,7.79258,7.90912,7.88443333333333,6.2379,6.2379,1.22748771512916
"FAM57B",29.12275,24.06858,47.8917,33.6943433333333,10.36546,10.36546,3.0526123301066
"FAM58A",38.56528,33.27046,77.3215,49.71908,46.83077,46.83077,1.06038602347401
"FAM58BP",0,0,0,0,0,0,1
"FAM58CP",0,0,0,0,0,0,1
"FAM58DP",0.23192,0,0.48066,0.237526666666667,0.40345,0.40345,0.881774674314487
"FAM59A",5.41703,4.80819,6.46713,5.56411666666667,6.29996,6.29996,0.8991989910447
"FAM59B",32.41935,41.09067,48.21943,40.5764833333333,15.26888,15.26888,2.55558362550669
"FAM5B",15.88664,19.70252,38.86831,24.8191566666667,2.76205,2.76205,6.86305516052861
"FAM5C",83.75689,43.63294,75.22405,67.53796,18.24817,18.24817,3.56075200915204
"FAM60A",3.41256,5.33322,1.17981,3.30853,7.26203,7.26203,0.521485639727767
"FAM60BP",0,0,0,0,0.37241,0.37241,0.728645229924002
"FAM60CP",0,0,0,0,0,0,1
"FAM63A",24.36835,20.44862,12.65023,19.1557333333333,47.8549,47.8549,0.412563188816953
"FAM63B",8.13383,9.80981,7.95282,8.63215333333333,10.30339,10.30339,0.852147305660809
"FAM64A",0,0.19343,0.32773,0.17372,0.80689,0.80689,0.649580217943538
"FAM65A",124.07815,105.44856,91.0423,106.856336666667,52.57212,52.57212,2.01329229955183
"FAM65B",23.60632,18.87352,8.12761,16.86915,2.94826,2.94826,4.52582909940075
"FAM65C",6.84169,17.27079,4.32598,9.47948666666667,3.38274,3.38274,2.39108107409216
"FAM66C",27.4496,26.19634,19.96944,24.53846,26.6895,26.6895,0.922315679228588
"FAM66E",1.29214,2.37646,2.88399,2.18419666666667,0.62069,0.62069,1.96471667417376
"FAM69A",26.27342,22.16188,24.92903,24.4547766666667,20.97919,20.97919,1.15813078947253
"FAM69B",25.42857,26.69374,41.59936,31.2405566666667,12.87924,12.87924,2.32293386861721
"FAM69C",21.93317,27.24641,26.89539,25.3583233333333,7.10686,7.10686,3.25136037051748
"FAM70A",5.10228,2.43173,2.25039,3.26146666666667,12.662,12.662,0.311921143805202
"FAM70B",4.40651,10.05851,5.19992,6.55498,18.83782,18.83782,0.380837208927191
"FAM71A",0,0,0,0,0.0931,0.0931,0.914829384319824
"FAM71B",0,0,0,0,0,0,1
"FAM71C",0,0.1658,0,0.0552666666666667,0.21724,0.21724,0.866933937979911
"FAM71D",1.09335,0.19343,0,0.428926666666667,0.12414,0.12414,1.27112874434382
"FAM71E1",12.34155,11.46781,13.80819,12.5391833333333,4.74825,4.74825,2.3553574276229
"FAM71E2",0,0,0,0,0,0,1
"FAM71F1",1.49093,0.9948,1.24536,1.24369666666667,0.68275,0.68275,1.33335116129352
"FAM71F2",14.26319,11.05331,20.5375,15.2846666666667,7.07582,7.07582,2.0164722178883
