"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Heart","dHs_Avg__TPM","FoldChange"
"RPS16P5",0.49698,0.63557,0,0.377516666666667,0,0,1.37751666666667
"RPS16P8",0,0,0,0,0,0,1
"RPS16P9",0,0,0,0,0,0,1
"RPS17",1.88851,0.3316,0,0.740036666666667,1.94822,1.94822,0.590199057962658
"RPS17L",1.54062,0.9948,0,0.84514,0,0,1.84514
"RPS17P1",0,0,0,0,0,0,1
"RPS17P13",0,0,0,0,0,0,1
"RPS17P14",0,0,0,0,0,0,1
"RPS17P17",0,0,0,0,0,0,1
"RPS17P2",0,0,0,0,0,0,1
"RPS17P5",0,0,0,0,0,0,1
"RPS18",1094.81989,1033.89884,786.3022,971.673643333333,998.39936,998.39936,0.973258221151286
"RPS18P1",0.38101,0.4974,0.80839,0.562266666666667,0,0,1.56226666666667
"RPS18P12",0.91112,0.4974,1.33275,0.913756666666667,0,0,1.91375666666667
"RPS18P9",4.10833,4.06209,2.66551,3.61197666666667,4.57958,4.57958,0.826581331689243
"RPS19",561.31697,511.43658,481.42958,518.061043333333,60.91349,60.91349,8.38365020827179
"RPS19BP1",89.43898,97.73888,186.91309,124.696983333333,6.24948,6.24948,17.3387585500385
"RPS19P1",0,0.55267,0,0.184223333333333,0,0,1.18422333333333
"RPS19P3",0.41415,1.05006,0,0.48807,0.30362,0.30362,1.14149061843175
"RPS2",500.55346,467.25098,331.2218,433.008746666667,252.58542,252.58542,1.71148935402779
"RPS20",2119.13557,1746.20167,1202.92942,1689.42222,1200.90036,1200.90036,1.40645786976884
"RPS20P1",0,0,0,0,0,0,1
"RPS20P14",1.49093,0,2.62181,1.37091333333333,0,0,2.37091333333333
"RPS20P15",0,0,0,0,0,0,1
"RPS20P2",1.259,1.35403,0,0.87101,0,0,1.87101
"RPS20P20",0,0,0,0,0,0,1
"RPS20P21",3.32973,0.93953,1.04872,1.77266,0,0,2.77266
"RPS20P22",1.44123,4.33842,0.89578,2.22514333333333,2.84642,2.84642,0.838479243902989
"RPS20P24",1.49093,0,1.3109,0.933943333333333,0,0,1.93394333333333
"RPS20P31",0,0,0,0,0,0,1
"RPS20P32",0,0,0,0,0,0,1
"RPS20P33",0.66263,0.85663,5.92092,2.48006,1.80906,1.80906,1.23886994225826
"RPS20P35",0,0,0,0,0.44278,0.44278,0.693106364102635
"RPS21",963.93318,921.81829,902.49202,929.414496666667,234.48216,234.48216,3.95110396756453
"RPS21P8",0,0,0,0,0,0,1
"RPS23",945.4954,894.57189,583.50532,807.857536666667,2279.32853,2279.32853,0.354710966435467
"RPS23P5",0,0,0,0,0,0,1
"RPS23P6",0,1.27113,0.89578,0.722303333333333,0,0,1.72230333333333
"RPS23P7",0,0,0,0,0,0,1
"RPS23P8",5.66552,0,0,1.88850666666667,7.43866,7.43866,0.342294471713123
"RPS24",969.36678,920.35373,1188.35653,1026.02568,3911.5951,3911.5951,0.262492196036334
"RPS24P1",0,0,0,0,0,0,1
"RPS24P12",0,0,0,0,0,0,1
"RPS24P14",0.64607,3.26073,0,1.30226666666667,0,0,2.30226666666667
"RPS24P17",0,0,0,0,0,0,1
"RPS24P18",0,0,0,0,0,0,1
"RPS25",921.14361,840.63174,719.2276,827.000983333333,1092.73621,1092.73621,0.757039015224094
"RPS26",227.56496,176.63187,116.47384,173.55689,247.00643,247.00643,0.703840178659884
"RPS26P11",0,0,0,0,0,0,1
"RPS26P2",0,0,0,0,0,0,1
"RPS26P21",0,0,0,0,0,0,1
"RPS26P3",1.19274,4.61476,1.37645,2.39465,11.56281,11.56281,0.27021422754941
"RPS26P31",1.37496,0,0,0.45832,0.46808,0.46808,0.993351860934009
"RPS26P34",0,0,0,0,0,0,1
"RPS26P35",0,0,0,0,0,0,1
"RPS26P4",0,0,0,0,0,0,1
"RPS26P43",0,0,0,0,0,0,1
"RPS26P47",1.37496,0.88426,0,0.753073333333333,1.22713,1.22713,0.7871445911704
"RPS26P49",0,0,0,0,0,0,1
"RPS26P5",0,0,0,0,0,0,1
"RPS26P52",0,0,0,0,0,0,1
"RPS26P54",0,0,0,0,0,0,1
"RPS26P55",0,1.10533,0,0.368443333333333,0,0,1.36844333333333
"RPS26P56",0,0,0,0,0,0,1
"RPS26P6",0,1.38166,0,0.460553333333333,0.34157,0.34157,1.08868961987323
"RPS26P8",0,1.21586,0,0.405286666666667,0,0,1.40528666666667
"RPS27",2564.707,2178.77289,861.96323,1868.48104,4833.57112,4833.57112,0.38669015174194
"RPS27A",796.65131,795.53424,603.60585,731.930466666667,1241.76237,1241.76237,0.589759140089402
"RPS27AP1",0.86142,0,0,0.28714,0,0,1.28714
"RPS27AP2",0.38101,0.46977,0,0.283593333333333,0,0,1.28359333333333
"RPS27AP3",0,0,0,0,0,0,1
"RPS27L",49.92945,119.87313,51.93366,73.91208,199.07263,199.07263,0.374424427769056
"RPS27P1",0,0,0,0,0,0,1
"RPS27P12",0,0,0,0,0,0,1
"RPS27P14",0,0,0,0,0,0,1
"RPS27P15",0,0,0,0,0,0,1
"RPS27P16",0,0,0,0,0,0,1
"RPS27P18",0,0,0,0,0,0,1
"RPS27P22",0,0,0,0,0,0,1
"RPS27P23",0,0,0,0,0,0,1
"RPS27P25",1.80568,13.18107,7.494,7.49358333333333,0,0,8.49358333333333
"RPS27P26",0,0,0,0,0,0,1
"RPS27P27",0,0,0,0,0,0,1
"RPS27P5",0,0,0,0,0,0,1
"RPS28",3839.13375,3450.4284,2693.88634,3327.81616333333,32.31009,32.31009,99.9341689960409
"RPS28P8",0,0,0,0,0,0,1
"RPS29",1612.86689,1585.56946,1287.72307,1495.38647333333,633.41178,633.41178,2.35869906661149
"RPS29P12",0,0,0,0,0,0,1
"RPS29P2",0,0,0,0,0,0,1
"RPS29P20",0,0,0,0,0,0,1
"RPS29P22",0,0,0,0,0,0,1
"RPS29P28",0,0,0,0,0,0,1
"RPS2P1",0,0,0,0,0,0,1
"RPS2P2",0,0,0,0,0,0,1
"RPS2P32",2.65053,2.92913,1.07057,2.21674333333333,2.97293,2.97293,0.809665242864418
"RPS2P39",0,0,0,0,0,0,1
"RPS2P4",0.14909,0.19343,0.30588,0.216133333333333,0.12651,0.12651,1.07955840013256
"RPS2P41",1.92164,2.18303,4.85035,2.98500666666667,0.11386,0.11386,3.57765488182237
"RPS2P44",0,0,0,0,0,0,1
"RPS2P45",0.36445,0,0,0.121483333333333,0,0,1.12148333333333
"RPS2P46",2.12043,0.9119,0.30588,1.11273666666667,27.52809,27.52809,0.0740581183902135
"RPS2P48",0.5798,0.35923,0,0.31301,0,0,1.31301
"RPS2P5",0.48041,0.3316,0.30588,0.37263,0.35422,0.35422,1.01359454150729
"RPS2P52",0,0,0,0,0,0,1
"RPS2P55",1.01052,0.46977,0.6336,0.70463,0,0,1.70463
"RPS2P6",0,0,0,0,0,0,1
"RPS2P7",0.48041,0.35923,0,0.27988,0,0,1.27988
"RPS3",1898.72705,1668.69034,907.42976,1491.61571666667,957.67651,957.67651,1.55695451082521
"RPS3A",458.3437,384.01957,371.72874,404.697336666667,2116.9305,2116.9305,0.191553658945214
"RPS3AP1",0,0,0,0,0,0,1
"RPS3AP12",0,0,0,0,0.13916,0.13916,0.877839811791144
"RPS3AP2",0,0,0,0,0.13916,0.13916,0.877839811791144
"RPS3AP22",0,0,0,0,0.13916,0.13916,0.877839811791144
"RPS3AP26",1.52406,0.44213,0,0.655396666666667,1.07532,1.07532,0.797658513707123
"RPS3AP3",0,0,0,0,0,0,1
"RPS3AP30",0.44728,0.38687,0.6336,0.48925,0,0,1.48925
"RPS3AP32",0,0,0,0,0,0,1
"RPS3AP33",0,0,0,0,0,0,1
"RPS3AP34",0.91112,1.13296,2.09745,1.38051,0.26567,0.26567,1.88082991617088
"RPS3AP35",0,0,0,0,0,0,1
"RPS3AP39",0,0,0,0,0,0,1
"RPS3AP40",0,0,0,0,0.13916,0.13916,0.877839811791144
"RPS3AP42",0,0,0,0,0,0,1
"RPS3AP44",0,0,0,0,0,0,1
"RPS3AP47",0.41415,0.52503,0,0.31306,0.8223,0.8223,0.720550952093508
"RPS3AP49",0.39758,0.4145,0,0.270693333333333,0,0,1.27069333333333
"RPS3AP5",6.04653,6.57672,5.54949,6.05758,2.4163,2.4163,2.06585487223019
"RPS3AP50",0,0,0,0,0,0,1
"RPS3AP52",0,0,0,0,0,0,1
"RPS3AP6",1.55719,0.63557,0,0.73092,7.57782,7.57782,0.201790198442028
"RPS3P1",0,0,0,0,0,0,1
"RPS3P2",0.19879,0,0,0.0662633333333333,0,0,1.06626333333333
"RPS3P6",0,0,0,0,0,0,1
"RPS3P7",0,0,0,0,0,0,1
"RPS4L",0,0,0.98318,0.327726666666667,0,0,1.32772666666667
"RPS4X",585.4037,530.25484,388.37723,501.345256666667,905.60591,905.60591,0.554094398818409
"RPS4XP12",0,0,0,0,0,0,1
"RPS4XP15",0,0,0,0,0,0,1
"RPS4XP16",0.77859,1.1606,0.80839,0.91586,1.75846,1.75846,0.694539706937929
"RPS4XP17",0.18222,0,0,0.06074,0,0,1.06074
"RPS4XP19",0,0,0,0,0,0,1
"RPS4XP20",0,0,0,0,0,0,1
"RPS4XP21",0,0,0,0,0,0,1
"RPS4XP22",1.07678,1.71326,1.50754,1.43252666666667,0.54398,0.54398,1.57549104694793
"RPS4Y1",0,0,0,0,0,0,1
"RPS4Y2",0,0,0,0,0,0,1
"RPS5",507.62708,511.82345,310.53136,443.327296666667,96.46218,96.46218,4.55897145607318
"RPS5P2",0,0,0,0,0,0,1
"RPS5P3",0,0,0,0,0,0,1
"RPS5P7",0,0,0,0,0,0,1
"RPS6",872.48974,845.661,664.99987,794.383536666667,1629.86292,1629.86292,0.487707168341694
"RPS6KA1",16.11856,5.52665,15.40312,12.3494433333333,0.8729,0.8729,7.12768611956502
"RPS6KA2",77.61097,75.4112,51.64963,68.2239333333333,61.63459,61.63459,1.10520294510323
"RPS6KA3",10.43648,13.07054,5.83352,9.78018,31.41188,31.41188,0.332599651732636
"RPS6KA4",37.04122,43.82637,48.30682,43.0581366666667,3.94704,3.94704,8.90595925374904
"RPS6KA5",14.04783,12.10337,7.10073,11.0839766666667,4.07355,4.07355,2.38175964889804
"RPS6KA6",2.17013,2.21066,0.48066,1.62048333333333,0.20241,0.20241,2.17935923132154
"RPS6KB1",17.01312,21.83028,24.36097,21.0681233333333,18.09061,18.09061,1.15596742761668
"RPS6KB2",36.7099,30.28607,51.54038,39.5121166666667,7.98264,7.98264,4.51004567328387
"RPS6KC1",13.68339,14.92197,11.49226,13.3658733333333,12.9544,12.9544,1.0294869957385
"RPS6KL1",54.86607,56.53767,70.15522,60.5196533333333,9.03266,9.03266,6.13193842244563
"RPS6P16",0.21536,0,2.84029,1.01855,0.16446,0.16446,1.73346443845216
"RPS6P20",2.79963,2.0725,2.97138,2.61450333333333,0,0,3.61450333333333
"RPS6P21",0,0,0,0,0,0,1
"RPS6P22",0,0,0,0,0,0,1
"RPS6P23",0,0,0,0,0,0,1
"RPS6P7",0,0,0,0,0,0,1
"RPS6P8",0,0,0,0,0.15181,0.15181,0.868198748057405
"RPS7",390.04274,329.25043,281.80071,333.69796,800.16168,800.16168,0.417765812264011
"RPS7P1",0.61294,0.3316,0,0.314846666666667,1.21447,1.21447,0.593752304915698
"RPS7P10",0.24849,0,1.3546,0.534363333333333,0,0,1.53436333333333
"RPS7P11",0,1.0777,1.42015,0.832616666666667,0,0,1.83261666666667
"RPS7P12",0,0,0,0,0,0,1
"RPS7P13",0,0,0,0,0,0,1
"RPS7P14",0,0,0,0,0.20241,0.20241,0.831663076654386
"RPS7P2",0,0,0,0,0,0,1
"RPS7P3",0.61294,0,1.44199,0.684976666666667,0,0,1.68497666666667
"RPS7P4",0,0,0,0,0,0,1
"RPS7P5",0,0,0,0,0,0,1
"RPS7P6",0,0,0,0,0,0,1
"RPS7P7",0,0,0,0,0,0,1
"RPS7P8",0,0,0,0,0,0,1
"RPS7P9",0,0,0,0,0,0,1
"RPS8",839.05987,762.37432,700.8531,767.429096666667,504.3865,504.3865,1.52047808294576
"RPS8P3",0,0,0,0,0,0,1
"RPS8P6",0,0.30397,0.50251,0.268826666666667,0,0,1.26882666666667
"RPS9",646.68075,637.55483,536.26907,606.834883333333,51.57722,51.57722,11.5608030119001
"RPS9P1",6.12936,10.91514,6.2268,7.7571,2.40365,2.40365,2.57285561088831
"RPSA",704.08139,670.79766,472.79946,615.892836666667,386.34209,386.34209,1.59263052633053
"RPSAP1",0.14909,0,0,0.0496966666666667,0,0,1.04969666666667
"RPSAP14",13.10358,33.13229,28.24999,24.82862,0.88555,0.88555,13.6981888573626
"RPSAP2",0,0,0,0,0,0,1
"RPSAP4",0.33132,0,0,0.11044,0,0,1.11044
"RPSAP41",3.72731,4.06209,3.4302,3.73986666666667,1.97352,1.97352,1.59402548718915
"RPSAP43",2.02103,0.96716,0.96133,1.31650666666667,0,0,2.31650666666667
"RPSAP47",0.33132,0.60793,0,0.313083333333333,0,0,1.31308333333333
"RPSAP51",0,0,0,0,0,0,1
"RPSAP52",0.34788,0,0.50251,0.283463333333333,0,0,1.28346333333333
"RPSAP53",0.49698,0.5803,0.30588,0.461053333333333,0,0,1.46105333333333
"RPSAP54",0.71233,1.3264,0,0.679576666666667,0.11386,0.11386,1.50788848389085
"RPSAP55",0.34788,0,0,0.11596,0,0,1.11596
"RPSAP56",0.14909,0,0,0.0496966666666667,0,0,1.04969666666667
"RPSAP57",0,0,0,0,0,0,1
"RPSAP58",24.64997,28.1583,10.39984,21.06937,23.63165,23.63165,0.895976112034719
"RPSAP63",0,0,0,0,0,0,1
"RPSAP64",0,0,0,0,0,0,1
"RPSAP8",0,0.4145,0,0.138166666666667,0.11386,0.11386,1.02182201234147
"RPSAP9",0.43071,0.63557,0.50251,0.52293,18.84966,18.84966,0.0767232285086999
"RPTN",0,0,0,0,0,0,1
"RPTOR",25.37887,18.48666,23.48703,22.4508533333333,4.07355,4.07355,4.6221784220779
"RPUSD1",19.96184,18.76299,26.32733,21.6840533333333,0.15181,0.15181,19.6942667048674
"RPUSD2",8.13383,8.12418,4.56632,6.94144333333333,3.36511,3.36511,1.81929970455116
"RPUSD3",67.93652,60.7932,69.84935,66.1930233333333,22.97381,22.97381,2.80276782594562
"RPUSD4",18.57031,16.66286,11.95108,15.7280833333333,27.6293,27.6293,0.584299418195112
"RQCD1",27.41647,21.69212,22.46016,23.85625,35.49808,35.49808,0.681028974674832
"RRAD",2.25295,7.40572,11.03344,6.89737,4.02295,4.02295,1.57225733881484
"RRAGA",98.06978,73.69793,73.43249,81.7334,94.85553,94.85553,0.86310513331886
"RRAGB",34.57291,27.79907,37.20783,33.19327,38.67343,38.67343,0.861868257924762
"RRAGC",15.3731,15.64043,13.15274,14.72209,39.47043,39.47043,0.388483393924898
"RRAGD",19.38203,17.51949,10.66202,15.8545133333333,159.32389,159.32389,0.105127896618111
"RRAS",30.53085,47.00419,29.18947,35.5748366666667,16.01588,16.01588,2.14945313828416
"RRAS2",9.09465,10.44538,11.75444,10.43149,78.25771,78.25771,0.144231898701085
"RRBP1",24.63341,26.41741,23.42149,24.8241033333333,13.61224,13.61224,1.76729258028429
"RREB1",8.79646,5.16742,1.79157,5.25181666666667,8.70373,8.70373,0.644269437285113
"RRH",0.33132,0.3316,0.74285,0.46859,0.12651,0.12651,1.30366352717686
"RRM1",13.02075,12.40734,10.83681,12.0883,42.96204,42.96204,0.297718213258529
"RRM2",0.87799,0.6632,0.21848,0.586556666666667,0.24036,0.24036,1.27910982832941
"RRM2B",7.47119,18.34849,7.95282,11.2575,24.02383,24.02383,0.489833091097566
"RRM2P2",0,0,0,0,0.17711,0.17711,0.849538275947023
"RRM2P3",0.23192,0.2487,0.34957,0.27673,0.99941,0.99941,0.638553373245107
"RRM2P4",0,0,0,0,0,0,1
"RRN3",13.84904,15.25357,9.63515,12.9125866666667,33.61312,33.61312,0.401945466536003
"RRN3P1",17.44383,10.27958,12.30065,13.3413533333333,17.10385,17.10385,0.792171462607861
"RRN3P2",1.47436,0.85663,1.81342,1.38147,0.58194,0.58194,1.50541107753771
"RRN3P3",5.88087,8.75975,4.26044,6.30035333333333,3.71933,3.71933,1.54690461004705
"RRNAD1",48.7864,41.89204,34.56417,41.7475366666667,13.0303,13.0303,3.04680132760288
"RRP1",34.62261,29.20837,26.76429,30.1984233333333,3.16269,3.16269,7.49477461289054
"RRP12",28.11223,20.06175,24.05509,24.0763566666667,7.84348,7.84348,2.83557566327584
"RRP15",2.30265,8.09655,2.62181,4.34033666666667,18.6599,18.6599,0.271636003574111
"RRP1B",11.76175,10.50064,9.35112,10.5378366666667,6.5531,6.5531,1.52756307564664
"RRP36",19.58082,22.32768,19.79465,20.5677166666667,36.63665,36.63665,0.573050913582018
"RRP7A",52.19897,53.27695,32.40118,45.9590333333333,5.27537,5.27537,7.4830700553646
"RRP7B",68.53289,46.97656,41.94894,52.48613,3.84584,3.84584,11.0375352879996
"RRP8",14.21349,14.34167,21.36774,16.6409666666667,21.32921,21.32921,0.790039892439843
"RRP9",18.40465,12.76657,12.08217,14.4177966666667,1.98617,1.98617,5.16306729578914
"RRS1",14.09753,14.31403,11.90738,13.4396466666667,18.34363,18.34363,0.746480710531925
"RS1",1.27557,0.77373,0.74285,0.930716666666667,0,0,1.93071666666667
"RSAD1",65.58417,53.77435,43.41278,54.2571,59.12973,59.12973,0.918964711798972
"RSAD2",10.48618,11.96521,7.97467,10.14202,7.70432,7.70432,1.28005633984045
"RSBN1",3.81014,3.45416,4.28229,3.84886333333333,7.02118,7.02118,0.604507483105146
"RSBN1L",5.79804,5.36085,5.37471,5.5112,10.5381,10.5381,0.564321682079372
"RSC1A1",0,0,0,0,0,0,1
"RSF1",25.79302,21.08419,15.99303,20.9567466666667,14.83936,14.83936,1.38621425781513
"RSG1",22.7449,30.9769,42.34221,32.0213366666667,3.44101,3.44101,7.43554656861089
"RSL1D1",37.80325,36.64172,27.48529,33.9767533333333,158.45099,158.45099,0.219357392094796
"RSL24D1",48.72014,31.88879,27.00463,35.8711866666667,70.55339,70.55339,0.515296153916211
"RSL24D1P1",0,0,0,0,0,0,1
"RSL24D1P11",0,1.02243,0,0.34081,0.26567,0.26567,1.05936776568932
"RSL24D1P2",0,0,0,0,0,0,1
"RSL24D1P3",0,0,0,0,0,0,1
"RSL24D1P4",0,0,0,0,0.26567,0.26567,0.790095364510496
"RSL24D1P5",0,0,0,0,0,0,1
"RSL24D1P6",0,0.63557,0,0.211856666666667,1.79641,1.79641,0.433361583840233
"RSL24D1P8",0,0,0,0,0,0,1
"RSL24D1P9",0,0,0,0,0,0,1
"RSPH1",43.12089,50.20965,20.97447,38.10167,0.12651,0.12651,34.7104508615103
"RSPH10B",1.68972,2.70806,3.03693,2.47823666666667,2.99823,2.99823,0.869944116938412
"RSPH10B2",0,0.44213,0.13109,0.191073333333333,0,0,1.19107333333333
"RSPH3",2.7168,3.42653,2.57811,2.90714666666667,5.54104,5.54104,0.597328049769863
"RSPH4A",1.37496,1.93433,0.721,1.34343,0.45543,0.45543,1.61012896532296
"RSPH6A",0.0994,0,0,0.0331333333333333,0,0,1.03313333333333
"RSPH9",1.12648,0.80136,1.20166,1.04316666666667,0.31627,0.31627,1.55223978869583
"RSPO1",0.23192,0.35923,0.32773,0.306293333333333,0,0,1.30629333333333
"RSPO2",7.63685,7.70968,97.9027,37.7497433333333,0,0,38.7497433333333
"RSPO3",0.81173,0.13817,0.6336,0.527833333333333,0.26567,0.26567,1.20713403441129
"RSPO4",11.94397,7.40572,3.16802,7.50590333333333,0,0,8.50590333333333
"RSPRY1",11.94397,11.79941,9.13263,10.95867,17.48337,17.48337,0.646996191711793
"RSRC1",189.39727,148.1696,211.97321,183.180026666667,34.32156,34.32156,5.2143797348324
"RSRC2",89.86969,60.32343,51.54038,67.2445,95.2477,95.2477,0.709050709783195
"RSU1",115.57988,148.8328,170.96376,145.12548,99.01764,99.01764,1.46099708011507
"RTBDN",1.39153,0.5803,13.17459,5.04880666666667,0.27832,0.27832,4.73184074931681
"RTCA",19.61396,17.18789,20.16608,18.98931,50.98263,50.98263,0.3845382582605
"RTDR1",14.82643,12.84947,7.27552,11.6504733333333,0.0759,0.0759,11.7580382315581
"RTEL1",15.43936,9.58875,20.5812,15.2031033333333,4.79464,4.79464,2.79622260111643
"RTEL1-TNFRSF6B",13.21954,7.70968,10.74941,10.5595433333333,0.11386,0.11386,10.3779140406634
"RTEL1P1",0,0.02763,0,0.00921,0,0,1.00921
"RTF1",34.8711,21.08419,41.51197,32.4890866666667,35.14386,35.14386,0.92654981141103
"RTKN",46.63284,33.71259,34.2146,38.1866766666667,10.52545,10.52545,3.40001272546119
"RTKN2",0.33132,0.13817,1.24536,0.571616666666667,0.12651,0.12651,1.39512003148367
"RTL1",0.06626,0.0829,0.10924,0.0861333333333333,0,0,1.08613333333333
"RTN1",521.98966,348.87005,784.72912,551.862943333333,1.18917,1.18917,252.544545801986
"RTN2",113.24409,102.29837,92.83387,102.79211,5.76875,5.76875,15.3340144044321
"RTN3",488.24504,355.50203,719.88306,521.210043333333,69.59193,69.59193,7.3975884117821
"RTN3P1",0.44728,0,0,0.149093333333333,0,0,1.14909333333333
"RTN4",920.46441,852.18245,1877.14931,1216.59872333333,172.72107,172.72107,7.00892944841598
"RTN4IP1",9.80698,11.85467,13.93928,11.8669766666667,36.38364,36.38364,0.344187368235588
"RTN4R",9.47566,9.11898,74.04424,30.8796266666667,0.0506,0.0506,30.3442096579732
"RTN4RL1",3.47883,2.26593,13.24013,6.32829666666667,0.15181,0.15181,6.36241799139326
"RTN4RL2",3.04811,3.17783,39.48007,15.2353366666667,0,0,16.2353366666667
"RTP1",0.21536,0.19343,2.29408,0.900956666666667,0,0,1.90095666666667
"RTP2",0,0,0,0,0,0,1
"RTP3",0,0,0,0,0.13916,0.13916,0.877839811791144
"RTP4",0.53011,0.27633,0.39327,0.399903333333333,2.79582,2.79582,0.368801295460094
"RTTN",16.96342,7.84785,6.59822,10.46983,16.91409,16.91409,0.640268637703618
"RUFY1",39.06225,34.26526,25.67187,32.9997933333333,42.24095,42.24095,0.786286918611486
"RUFY2",43.98231,31.88879,57.94197,44.6043566666667,15.54781,15.54781,2.75591493174424
"RUFY3",77.11399,80.05359,82.32479,79.83079,36.18122,36.18122,2.17396820222682
"RUFY4",0.44728,0.6632,1.11427,0.741583333333333,0,0,1.74158333333333
"RUNDC1",27.51586,23.32248,22.17613,24.3381566666667,8.29891,8.29891,2.72485233932436
"RUNDC3A",479.54798,422.31928,651.4757,517.780986666667,0.29097,0.29097,401.853634605503
"RUNDC3B",16.28422,17.16026,18.89887,17.4477833333333,2.47955,2.47955,5.30177273881201
"RUNX1",4.05863,2.90149,5.39656,4.11889333333333,0.73375,0.73375,2.95249795722182
"RUNX1T1",10.85063,6.46619,5.76798,7.69493333333333,13.91586,13.91586,0.582932082584131
"RUNX2",2.17013,0.6632,1.11427,1.31586666666667,1.70785,1.70785,0.855241858547064
"RUNX3",0.96082,1.85143,2.0319,1.61471666666667,0.44278,0.44278,1.8122767619919
"RUSC1",48.47165,34.62449,47.54213,43.54609,16.28155,16.28155,2.57766751246271
"RUSC1-AS1",30.38175,20.86312,32.07346,27.7727766666667,15.4972,15.4972,1.74410061505387
"RUSC2",47.12982,35.61929,51.54038,44.7631633333333,4.07355,4.07355,9.01994921373266
"RUVBL1",35.61656,36.91805,24.44836,32.3276566666667,41.70961,41.70961,0.780331561600929
"RUVBL2",77.56127,68.50288,57.65794,67.9073633333333,6.30009,6.30009,9.43924846588649
"RWDD1",32.1046,34.84555,37.55741,34.8358533333333,210.34448,210.34448,0.169561340487025
"RWDD2A",8.08413,7.70968,9.11078,8.30153,12.03089,12.03089,0.713806194358175
"RWDD2B",10.0389,9.36768,8.82676,9.41111333333333,31.14621,31.14621,0.323867520722764
"RWDD3",22.26449,29.29127,18.00308,23.18628,77.48601,77.48601,0.308160396993044
"RWDD4",4.96975,7.70968,7.5377,6.73904333333333,46.66872,46.66872,0.162350558885016
"RWDD4P1",0,0,0,0,0.21506,0.21506,0.823004625285994
"RWDD4P2",0,0,0,0,0,0,1
"RXFP1",1.83881,0.829,7.12258,3.26346333333333,0.03795,0.03795,4.10758064775118
"RXFP2",0.48041,0,0,0.160136666666667,0.03795,0.03795,1.11771922218476
"RXFP3",0.18222,0.1658,0,0.116006666666667,0,0,1.11600666666667
"RXFP4",0,0.44213,0,0.147376666666667,0.08856,0.08856,1.05403162587884
"RXRA",48.1569,61.45639,49.77066,53.1279833333333,8.47602,8.47602,5.71210100161601
"RXRB",45.07565,43.49477,43.17245,43.91429,30.27331,30.27331,1.43618600013878
"RXRG",34.00967,30.45186,12.01662,25.4927166666667,8.36216,8.36216,2.82976542450318
"RYBP",13.65025,11.74414,11.99477,12.4630533333333,13.38452,13.38452,0.935940395184082
"RYK",13.46803,19.56436,14.72582,15.9194033333333,66.10031,66.10031,0.252150896669976
"RYKP1",0.06626,0,0,0.0220866666666667,0.10121,0.10121,0.928148733362998
"RYR1",7.86877,6.54909,6.35789,6.92525,0.10121,0.10121,7.19685618546871
"RYR2",39.36044,21.66448,12.51914,24.5146866666667,1060.62853,1060.62853,0.0240335352203342
"RYR3",59.76956,46.06466,18.65854,41.4975866666667,0.03795,0.03795,40.9437705734059
"S100A1",780.30083,1018.12024,915.81954,904.74687,780.08489,780.08489,1.15960106461668
"S100A10",77.22995,120.56396,29.84492,75.87961,323.46773,323.46773,0.236940696691162
"S100A11",81.93465,48.35822,56.43443,62.2424333333333,89.93438,89.93438,0.695473299904099
"S100A11P1",0,0,0,0,0,0,1
"S100A11P2",0,0,0,0,0,0,1
"S100A12",7.3718,3.84102,18.87702,10.0299466666667,1.20182,1.20182,5.0094679250196
"S100A13",213.63309,192.6868,248.46005,218.25998,167.19268,167.19268,1.3036237962318
"S100A14",0.94425,8.51105,4.02011,4.49180333333333,4.74404,4.74404,0.956087237089807
"S100A16",60.78007,70.29904,75.77026,68.94979,21.41777,21.41777,3.1202831503758
"S100A2",3.82671,5.36085,2.01005,3.73253666666667,2.40365,2.40365,1.39042988164666
"S100A3",1.75598,0,1.57309,1.10969,0,0,2.10969
"S100A4",14.32945,8.81501,17.0636,13.4026866666667,147.79903,147.79903,0.0967928800790346
"S100A5",0.76203,0,0.6773,0.479776666666667,0,0,1.47977666666667
"S100A6",179.14301,134.32533,175.35529,162.94121,278.03879,278.03879,0.587521218824093
"S100A7",2.35235,0.9119,0.85209,1.37211333333333,0,0,2.37211333333333
"S100A7A",0,0,0,0,0,0,1
"S100A7L2",0,0,0,0,0,0,1
"S100A8",29.27184,28.3241,59.18733,38.9277566666667,26.64254,26.64254,1.4444315416263
"S100A9",95.31985,57.9746,144.28686,99.19377,29.2739,29.2739,3.30957590531778
"S100B",598.17597,653.66503,524.99529,592.278763333333,6.85672,6.85672,75.5122701755101
"S100G",0,0,0,0,0.29097,0.29097,0.774611338760777
"S100P",4.73783,5.99642,4.61001,5.11475333333333,1.16387,1.16387,2.82584135522621
"S100PBP",81.0401,55.26654,21.43328,52.5799733333333,22.15151,22.15151,2.3143187348615
"S100Z",0.48041,0.46977,0.24033,0.396836666666667,0.10121,0.10121,1.26845621331687
"S1PR1",55.51213,65.18689,32.99109,51.2300366666667,46.90908,46.90908,1.09019076689986
"S1PR2",0.84486,0.2487,0.41512,0.502893333333333,0.16446,0.16446,1.29063543044272
"S1PR3",6.17906,6.60435,2.57811,5.12050666666667,24.87143,24.87143,0.23657396080026
"S1PR4",2.7665,1.46456,1.55124,1.92743333333333,0,0,2.92743333333333
