"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","FoldChange"
"LMTK3","Lmtk3",47.380138,12.016711,14.101039,1603,991,1179,24.499296,9.189153,5.319217,8.24431,267,116,193,0.197012666666667,21.3024445856602
"LMX1A","Lmx1a",0.211972,0.203118,0.223475,10,18,19,0.212855,0,0,0,0,0,0,0.188028,1.02089765561081
"LMX1B","Lmx1b",0.551727,0.087042,0.294766,19,10,16,0.311178333333333,0.259711,0.576861,0.167354,25,45,14,17.7925456666667,0.0697711931417062
"LNPEP","Lnpep",18.444629,4.222532,2.862488,2632,878,851,8.509883,10.548305,10.266614,10.977551,1836,1472,1720,3.03953633333333,2.35420162495547
"LNPK","Lnpk",19.391101,8.062902,8.930887,669,553,366,12.1282966666667,39.6454,47.184202,44.45823,683,608,693,47.896668,0.268490619169933
"LNX1","Lnx1",6.100898,6.785436,6.370055,184,369,353,6.41879633333333,0.355766,0.330712,0.532777,20,15,26,10.3767033333333,0.652104227030033
"LNX2","Lnx2",1.569177,0.406547,0.458582,83,51,55,0.811435333333333,1.87223,1.700393,2.10599,131,96,130,34.2791083333333,0.0513458366412794
"LONP1","Lonp1",18.357025,13.63131,12.089266,792,1065,968,14.6925336666667,33.332028,36.667618,36.695192,807,668,697,5.173381,2.54196746752981
"LONP2","Lonp2",31.214388,31.686824,28.380399,953,1600,1586,30.4272036666667,23.602118,30.258113,31.718431,1237,1027,1117,6.49303666666667,4.19418789267013
"LONRF1","Lonrf1",6.371371,2.58577,2.438152,314,232,226,3.798431,9.366145,8.763958,8.468806,217,175,188,17.176222,0.263994960008741
"LONRF3","Lonrf3",3.859478,1.31284,1.233371,126,85,72,2.13522966666667,0.225807,0.374141,0.340136,8,9,8,4.08025366666667,0.617140377701612
"LOX","Lox",0.077764,0.090858,0.077147,5,11,9,0.081923,28.209782,76.907614,27.408993,1262,2876,1145,7.78432333333333,0.123165206805912
"LOXHD1","Loxhd1",0.075127,0.060431,0.040534,5,6,3,0.0586973333333333,0.606035,0.694016,0.227667,10,18,10,0.954117666666667,0.541777678689768
"LOXL1","Loxl1",0.687116,0.579425,0.580225,30,50,52,0.615588666666667,40.612862,53.308477,51.875671,362,337,304,0,1.61558866666667
"LOXL2","Loxl2",0.33293,0.109804,0.203918,27,16,30,0.215550666666667,780.450361,896.745545,696.851928,24529,21363,22027,9.91798566666667,0.111334700720282
"LOXL3","Loxl3",1.782847,1.739892,1.554827,51,67,71,1.692522,384.785104,221.052091,408.316047,10842,4820,10385,23.0331126666667,0.112033844194242
"LOXL4","Loxl4",0.035866,0.080624,0.041822,2,2,3,0.0527706666666667,9.568087,2.711458,9.129785,533,122,446,0,1.05277066666667
"LPAR1","Lpar1",23.824412,18.685332,25.497663,580,978,1127,22.6691356666667,11.117284,12.146583,11.105388,512,483,451,0.302145,18.1770353276069
"LPAR2","Lpar2",0.265313,0.106913,0.148421,12,17,24,0.173549,52.9589,30.278183,45.005201,669,333,588,0,1.173549
"LPAR3","Lpar3",0.056337,0.189147,0.139981,2,12,9,0.128488333333333,2.701384,1.92593,2.622114,137,78,118,37.0234536666667,0.0296787436308718
"LPAR4","Lpar4",0.546364,0.481536,0.339793,31,45,28,0.455897666666667,9.784508,8.232455,8.833808,223,191,221,55.934276,0.0255715496701261
"LPAR5","Lpar5",0.342608,0.062782,0.12378,4,2,2,0.17639,0.198772,0.169535,0,6,3,0,58.9487493333333,0.0196232617541179
"LPAR6","Lpar6",0.588744,0.464626,0.654144,47,63,82,0.569171333333333,4.849612,10.714089,4.713242,92,114,78,56.395138,0.0273397954602589
"LPCAT1","Lpcat1",9.788384,9.074876,9.362143,478,852,762,9.40846766666667,57.34997,46.364195,46.843107,1820,1296,1634,16.7439513333333,0.586592437678387
"LPCAT2","Lpcat2",3.588963,3.851031,4.626571,112,219,250,4.02218833333333,25.121882,40.42679,35.01376,981,1013,888,0.379786,3.63983134582706
"LPCAT3","Lpcat3",16.006761,15.409276,10.839932,185,293,235,14.085323,22.188129,24.457592,24.66509,316,229,306,23.844731,0.607183994062967
"LPCAT4","Lpcat4",36.920278,37.124653,32.787242,695,1302,1173,35.6107243333333,79.75188,52.453629,93.899838,894,416,831,3.37358066666667,8.37088123522283
"LPGAT1","Lpgat1",44.914009,16.2735,14.659387,4894,3108,2651,25.2822986666667,10.559453,17.604053,7.780225,963,1172,838,18.0588536666667,1.3790073173516
"LPIN1","Lpin1",5.79323,2.759938,2.85974,445,399,414,3.80430266666667,28.91483,32.073524,36.423347,543,482,455,4.05437666666667,0.950523275867186
"LPIN2","Lpin2",20.106029,10.457214,9.130345,1308,1338,1280,13.231196,3.118512,3.234743,3.210778,307,257,280,10.819665,1.2040270176862
"LPIN3","Lpin3",0.348257,0.885041,0.623192,18,27,20,0.61883,6.574688,7.936119,8.219357,212,210,188,0,1.61883
"LPL","Lpl",4.656325,2.159534,1.87806,275,231,179,2.897973,690.863238,394.684746,572.152307,24113,11269,18337,73.2795146666667,0.0524770930113419
"LPP","Lpp",1.755425,0.215011,0.356585,182,57,62,0.775673666666667,2.259778,5.239876,2.879958,626,940,641,32.0400366666667,0.0537430900752632
"LPXN","Lpxn",0.344193,0.533939,0.79196,8,22,33,0.556697333333333,2.652539,2.808918,2.891829,70,59,67,0.023939,1.52030280449649
"LRAT","Lrat",0.036794,0.049601,0.094035,3,7,13,0.0601433333333333,0.30118,0.309605,0.153162,20,10,8,37.0656726666667,0.0278503769686876
"LRATD1","Lratd1",23.535462,14.308382,10.840662,986,1028,853,16.2281686666667,0.509042,0.499408,0.804619,31,27,35,8.8836,1.74310662781443
"LRBA","Lrba",7.98216,3.208547,3.888832,588,406,448,5.026513,25.810782,17.055723,21.898101,378,354,304,0.0196176666666667,5.9105615732433
"LRCH1","Lrch1",123.429803,49.199512,56.006198,300,233,276,76.2118376666667,7.039483,7.167545,6.176118,423,411,393,0,77.2118376666667
"LRCH2","Lrch2",10.594378,7.229935,5.669625,396,445,312,7.83131266666667,2.574053,2.735128,2.603596,184,156,160,28.7285636666667,0.297064895757774
"LRCH3","Lrch3",9.361025,3.98126,4.609595,473,423,401,5.98396,172.120166,189.07168,165.08118,1158,1090,1085,36.793437,0.184792931111293
"LRCH4","Lrch4",34.882021,24.123794,12.910793,158,198,176,23.9722026666667,32.903172,23.146032,24.726372,593,369,451,0.790555,13.9466269769243
"LRCOL1","Lrcol1",0,0,0,0,0,0,0,0,0.297916,0.237184,0,2,2,16.1707866666667,0.0582384499564765
"LRFN1","Lrfn1",17.579626,8.87741,9.49264,543,551,593,11.9832253333333,2.922446,1.272222,1.952974,154,51,85,5.925815,1.87461336078618
"LRFN2","Lrfn2",5.587565,4.582295,3.746734,262,400,333,4.63886466666667,1.310006,0.969751,0.844772,63,37,35,30.4306126666667,0.179406769014302
"LRFN3","Lrfn3",5.377838,4.070391,3.842462,218,322,313,4.43023033333333,6.581037,5.953618,7.35386,252,147,184,3.07888433333333,1.33130284890811
"LRFN4","Lrfn4",8.15922,6.588051,5.825288,291,482,445,6.85751966666667,34.547718,22.270179,16.782349,324,182,244,0.112165333333333,7.06506436692866
"LRFN5","Lrfn5",18.821442,10.628088,9.96928,928,939,894,13.1396033333333,66.70551,7.703591,42.261099,309,140,297,0,14.1396033333333
"LRGUK","Lrguk",0.523088,0.245921,0.3378,70,30,44,0.368936333333333,0.271236,0.303617,0.105792,14,12,5,1.362816,0.579366456521935
"LRIF1","Lrif1",10.475992,9.314308,7.580948,198,305,255,9.12374933333333,8.125409,10.636974,9.575693,260,276,260,0.381476333333333,7.32821047241972
"LRIG1","Lrig1",19.756728,18.261225,23.911979,728,1125,1251,20.6433106666667,21.198324,32.831357,16.890412,962,1176,681,0.528049,14.1640161190293
"LRIG2","Lrig2",7.746353,4.174949,3.121929,546,396,396,5.01441033333333,3.850332,3.949736,3.625179,656,497,590,8.876392,0.608968369555738
"LRIG3","Lrig3",0.821264,0.4284,0.659941,38,44,65,0.636535,28.39389,78.863671,33.003816,469,834,398,0,1.636535
"LRIT1","Lrit1",0,0,0.017154,0,0,2,0.005718,0,0,0,0,0,0,97.994999,0.0101592808743803
"LRIT2","Lrit2",0,0,0,0,0,0,0,0.326794,0.322693,0.196867,15,12,8,0,1
"LRIT3","Lrit3",0.056043,0,0,2,0,0,0.018681,0.073004,0.29415,0.119258,4,13,6,14.5244566666667,0.0656178197970213
"LRMDA","Lrmda",0.628719,1.208276,1.774054,6,22,23,1.203683,2.962374,8.416381,2.870295,13,8,6,0,2.203683
"LRP1","Lrp1",110.626163,18.283013,19.041642,7743,1672,2584,49.3169393333333,213.99096,252.665379,171.059331,13267,11032,7975,20.593506,2.33018849895581
"LRP10","Lrp10",28.891798,17.054428,14.539707,351,498,555,20.1619776666667,24.126327,25.469734,27.880413,1087,894,880,25.5298353333333,0.797667132146793
"LRP11","Lrp11",56.97906,46.667378,36.682301,2126,2969,2586,46.7762463333333,10.651217,12.149863,9.330549,279,186,286,17.4664706666667,2.58718881348416
"LRP12","Lrp12",12.883291,7.957999,6.538145,758,801,664,9.12647833333333,22.611886,24.65687,19.086495,853,832,716,18.5267796666667,0.518594387103154
"LRP1B","Lrp1b",8.369369,2.108369,2.01635,860,212,243,4.164696,4.15652,2.771454,4.382849,324,198,294,1.562171,2.01574992457568
"LRP2","Lrp2",0.06015,0.069683,0.015966,8,10,7,0.0485996666666667,22.675699,34.770348,24.460062,1230,1356,788,0.327825666666667,0.789711852233614
"LRP2BP","Lrp2bp",0.235555,0.109114,0.367048,4,6,9,0.237239,1.329062,1.397872,1.486523,70,61,69,3.36265133333333,0.283597955799661
"LRP4","Lrp4",5.79244,1.738071,1.750438,703,341,378,3.09364966666667,1.068878,3.846217,1.25046,64,143,60,1.681762,1.52647761683053
"LRP5","Lrp5",1.835686,1.029864,1.309999,145,134,182,1.39184966666667,60.870591,89.573111,94.188911,1279,979,961,0.349261333333333,1.77271045095292
"LRP6","Lrp6",9.097163,3.909249,3.599701,914,359,378,5.535371,8.464186,9.722948,7.986923,1170,1129,966,2.35124866666667,1.95013013060008
"LRP8","Lrp8",12.036962,2.660019,3.055133,853,438,429,5.91737133333333,9.507416,12.012355,12.697019,736,565,674,6.31305733333333,0.945893217847966
"LRPAP1","Lrpap1",73.016107,95.672136,80.809708,1780,3856,3379,83.1659836666667,190.661,109.195794,170.07807,3089,1511,2573,41.5613843333333,1.97751988063859
"LRPPRC","Lrpprc",21.770163,10.281698,8.196466,1024,798,813,13.416109,37.258405,46.401857,43.452919,1777,1492,1702,4.45013433333333,2.64509241759974
"LRRC1","Lrrc1",11.812701,4.36748,6.487685,123,224,236,7.55595533333333,6.512251,3.98676,7.300398,166,105,161,6.759732,1.10260964339146
"LRRC10","Lrrc10",0,0,0,0,0,0,0,0.081303,0.071639,0.084907,3,2,3,64.503523,0.0152663544524162
"LRRC14","Lrrc14",11.918837,11.851998,12.880006,283,410,385,12.216947,8.81566,7.658149,8.340905,314,215,262,256.872419,0.0512538217590459
"LRRC14B","Lrrc14b",0.025074,0.014136,0,1,1,0,0.01307,0,0.034681,0.03182,0,1,1,0.397027333333333,0.725161187492872
"LRRC15","Lrrc15",0,0,0.013594,0,0,2,0.00453133333333333,1.215814,0.131962,2.060331,114,10,171,0.055527,0.951687008795922
"LRRC17","Lrrc17",0.097676,0.110606,0.054446,3,6,3,0.087576,7.84411,10.07522,9.247125,189,200,168,230.669286,0.00469451958340304
"LRRC18","Lrrc18",0.366161,0.299853,0.220758,11,15,11,0.295590666666667,0,0.055482,0,0,1,0,107.751722666667,0.0119132886808401
"LRRC19","Lrrc19",0,0.015326,0.033966,0,1,2,0.0164306666666667,0.060481,0.479198,0,3,4,0,96.7215133333333,0.0104012988746866
"LRRC2","Lrrc2",1.202896,1.233198,1.606987,39,56,62,1.34769366666667,0.110864,0.067165,0.046317,8,4,3,29.0667966666667,0.0780826003080475
"LRRC20","Lrrc20",7.12291,6.715585,6.684107,340,580,586,6.84086733333333,3.000071,2.583405,3.568146,138,95,148,0.295784,6.05106046480998
"LRRC23","Lrrc23",2.554445,2.84124,1.746959,25,55,51,2.38088133333333,5.893498,4.383336,6.191473,48,45,54,6.78969433333333,0.434019768768847
"LRRC24","Lrrc24",9.691049,10.928875,12.565637,229,544,550,11.0618536666667,3.293607,0.526821,2.005611,73,8,35,0,12.0618536666667
"LRRC25","Lrrc25",0.309884,0.343023,0.50717,6,13,10,0.386692333333333,0.036081,0.093908,0.122237,1,2,3,0.344463333333333,1.03140955870868
"LRRC26","Lrrc26",0.541266,0.105825,0.138485,8,3,4,0.261858666666667,0.131294,0.227308,0,1,2,0,0.116680333333333,1.13000885660802
"LRRC27","Lrrc27",10.785654,3.736159,9.841606,68,106,124,8.12113966666667,8.87493,13.375522,17.615747,169,144,161,5.12247766666667,1.48977916511251
"LRRC28","Lrrc28",14.758605,15.54402,17.460077,261,382,349,15.9209006666667,8.033497,11.150301,6.62709,188,175,164,8.18071566666667,1.84309168054328
"LRRC3","Lrrc3",2.339045,1.341065,1.330067,152,158,159,1.670059,2.415872,2.281783,2.34622,225,171,191,33.5764226666667,0.0772219562949196
"LRRC30","Lrrc30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LRRC32","Lrrc32",1.174461,0.908276,0.894934,67,38,45,0.992557,4.633915,7.942666,2.890798,120,267,62,6.64428033333333,0.26065985457275
"LRRC34","Lrrc34",0.114681,0.08865,0.135625,3,4,6,0.112985333333333,1.200988,1.787476,0.86297,39,27,24,1.12970266666667,0.522601277048377
"LRRC36","Lrrc36",0.384933,0.264518,0.197989,10,14,10,0.28248,1.342777,1.083553,2.086567,19,11,23,0,1.28248
"LRRC38","Lrrc38",0.867585,0.911404,0.916674,26,52,54,0.898554333333333,0.138475,0.354564,0.162304,4,8,4,0.059441,1.79203403807605
"LRRC39","Lrrc39",0.043718,0.06474,0.041062,2,5,3,0.04984,0.84057,0.583743,1.302053,22,12,26,2.48767266666667,0.30101448740698
"LRRC3B","Lrrc3b",6.437275,8.014387,8.093355,127,277,285,7.51500566666667,0.0474,0.022913,0.101719,2,2,2,0,8.51500566666667
"LRRC4","Lrrc4",23.380647,13.970263,13.289515,1269,1348,1290,16.8801416666667,1.548342,2.618536,3.127127,79,67,80,3.83038733333333,3.70159584165852
"LRRC40","Lrrc40",16.642085,11.982687,12.674957,326,570,466,13.7665763333333,10.259654,11.843317,10.855246,413,387,384,2.29484133333333,4.48172608008236
"LRRC41","Lrrc41",18.575021,16.802212,15.336722,451,971,959,16.9046516666667,28.116761,28.206331,28.353451,1281,1019,1128,1.90672766666667,6.15972795525048
"LRRC42","Lrrc42",27.123669,30.547484,30.571042,193,358,344,29.414065,12.94867,14.026898,11.639226,289,270,226,0.0374623333333333,29.3158257633129
"LRRC43","Lrrc43",0.105461,0.174383,0.113541,3,9,6,0.131128333333333,0.927336,1.146991,1.028539,7,7,11,0.411231,0.801518910322501
"LRRC45","Lrrc45",10.650941,5.1834,5.003158,288,272,251,6.945833,9.262658,7.222629,6.867683,200,105,137,3.430432,1.79346686733935
"LRRC46","Lrrc46",0.341622,1.142785,0.719244,6,36,23,0.734550333333333,2.532837,1.37312,1.09751,37,20,20,5.10051266666667,0.284328617627655
"LRRC47","Lrrc47",44.817466,18.182327,13.876769,658,608,526,25.6255206666667,22.785846,24.824523,29.160284,507,393,480,10.9816246666667,2.22219618853025
"LRRC49","Lrrc49",30.053892,29.653189,27.834284,835,1593,1582,29.180455,11.989495,12.968261,12.116134,166,117,157,3.171479,7.2349531185462
"LRRC4B","Lrrc4b",39.031651,30.904189,33.69878,1331,2067,2169,34.5448733333333,1.772505,4.787377,1.499655,58,99,55,24.2954303333333,1.40518950913018
"LRRC4C","Lrrc4c",36.332623,19.713421,21.529889,1598,1558,1337,25.8586443333333,3.721471,4.425559,4.654356,168,171,170,65.6770756666667,0.402816771203428
"LRRC52","Lrrc52",0,0,0,0,0,0,0,0.268055,0.199339,0.121273,5,3,2,0,1
"LRRC55","Lrrc55",7.83093,5.240732,5.558785,392,458,494,6.210149,7.249057,6.877101,6.155409,614,470,462,3.39979733333333,1.63874570889326
"LRRC56","Lrrc56",2.843003,2.884961,3.190102,39,77,75,2.97268866666667,0.889239,0.554228,0.596099,37,18,21,39.073095,0.0991360579128382
"LRRC57","Lrrc57",23.689459,21.774869,21.516576,351,623,597,22.326968,10.872203,11.914852,13.898824,448,377,388,159.093136333333,0.145708732643169
"LRRC58","Lrrc58",15.551786,6.133331,5.300704,2011,1386,1172,8.99527366666667,3.375815,3.703982,3.315789,402,354,347,4.24239333333333,1.9066241373215
"LRRC59","Lrrc59",27.726461,26.520172,24.523144,1122,1954,1841,26.2565923333333,46.124422,46.93372,45.826367,1982,1626,1744,112.778302333333,0.23955878910445
"LRRC6","Lrrc6",2.156984,2.37071,1.914964,63,119,94,2.14755266666667,0.541657,1.224087,1.111004,15,16,18,1.28468333333333,1.37767568080186
"LRRC61","Lrrc61",24.569726,12.836262,17.1237,275,272,293,18.1765626666667,0.515805,0.613714,0.380089,13,12,7,0,19.1765626666667
"LRRC63","Lrrc63",0,0,0,0,0,0,0,0.102036,0.038814,0.548939,3,1,5,0.0392193333333333,0.962260773952756
"LRRC66","Lrrc66",0,0,0,0,0,0,0,0.788139,0.659599,0.798377,40,27,36,0.0429296666666667,0.958837428794335
"LRRC69","Lrrc69",0,0,0,0,0,0,0,0.411455,2.485621,1.467261,11,12,13,19.220549,0.0494546414145333
"LRRC7","Lrrc7",11.919755,4.269038,3.206368,1090,624,491,6.46505366666667,5.968506,5.350871,6.673525,184,182,182,0.999826,3.73285159142179
"LRRC71","Lrrc71",0.079056,1.268266,1.369805,4,20,16,0.905709,1.344241,1.684504,0.921927,21,18,13,0,1.905709
"LRRC74B","Lrrc74b",0.251221,0.542792,0.578071,8,27,32,0.457361333333333,0.231096,0.344343,0.155454,15,19,9,9.21502633333333,0.142668387312691
"LRRC75A","Lrrc75a",6.420354,6.167204,4.805868,152,272,230,5.79780866666667,0.816113,0.999974,0.641953,33,31,22,0,6.79780866666667
"LRRC75B","Lrrc75b",5.038531,3.229236,5.073089,272,396,427,4.446952,8.316453,9.190358,13.050575,191,115,179,0.112346,4.8968144803865
"LRRC8A","Lrrc8a",11.658817,6.818903,6.974812,746,806,832,8.48417733333333,15.896292,17.290073,16.239837,1021,905,939,3.77452,1.98641482983281
"LRRC8B","Lrrc8b",20.483118,6.457069,6.674533,2134,1180,1208,11.2049066666667,2.650906,3.204905,2.860666,312,296,299,31.265797,0.378261434752926
"LRRC8C","Lrrc8c",5.68937,1.889056,1.609632,613,356,301,3.062686,0.988215,1.281202,1.181092,106,111,114,243.117891666667,0.0166423115170413
"LRRC8D","Lrrc8d",10.159014,5.864475,6.089318,599,581,596,7.37093566666667,11.925096,9.012508,13.158401,504,351,526,4.99862966666667,1.39547465535045
"LRRC8E","Lrrc8e",0.017163,0.009589,0.047189,1,1,5,0.024647,1.979235,0.960977,0.44898,22,20,12,41.4286,0.0241499130303616
"LRRC9","Lrrc9",0.908166,0.3265,0.399002,22,27,31,0.544556,0.523418,0.504443,0.26932,5,5,3,0.08436,1.42439411265631
"LRRCC1","Lrrcc1",4.220811,3.983932,3.427707,230,288,307,3.87748333333333,1.254593,3.605467,1.332288,66,141,63,5.65751633333333,0.732628068655633
"LRRD1","Lrrd1",0.023177,0,0.086872,1,0,3,0.036683,0.268266,0.714722,0.547015,9,5,17,0.0219126666666667,1.01445361606243
"LRRFIP1","Lrrfip1",184.749667,98.798389,87.532237,500,562,486,123.693431,30.188464,24.075305,30.721313,812,598,736,26.2373563333333,4.57802987463211
"LRRFIP2","Lrrfip2",23.596994,13.194191,12.67105,376,575,516,16.4874116666667,28.217163,36.752198,25.496585,497,430,487,0,17.4874116666667
"LRRIQ1","Lrriq1",0.827584,0.308633,0.306104,19,28,19,0.480773666666667,0.656207,0.693127,0.2382,12,7,7,0.526247333333333,0.970205571748747
"LRRIQ3","Lrriq3",0.273805,0.276939,0.301475,8,14,12,0.284073,0.825495,0.075411,0.374054,11,3,2,17.83359,0.06817993807872
"LRRIQ4","Lrriq4",0,0.045035,0,0,2,0,0.0150116666666667,0,0,0,0,0,0,3.95310933333333,0.204924139234291
"LRRK1","Lrrk1",1.622209,1.283579,0.58371,72,79,93,1.163166,4.415202,4.691238,3.811839,400,405,279,2.69811266666667,0.584937830450091
"LRRK2","Lrrk2",24.096044,9.874167,5.731149,900,520,383,13.2337866666667,2.245406,4.139677,0.8402,81,111,46,8.83472466666667,1.44729894827762
"LRRN1","Lrrn1",19.716504,13.487572,13.982826,1078,1307,1364,15.7289673333333,29.329425,21.800778,26.814388,2168,1245,1878,2.207942,5.21485966184343
"LRRN3","Lrrn3",14.052283,12.643963,10.571442,817,1275,1075,12.4225626666667,2.799168,3.835168,2.893696,148,165,137,10.050012,1.21471023440216
"LRRN4","Lrrn4",0.204973,0.182846,0.149876,11,18,15,0.179231666666667,0.023467,0.090694,0,1,3,0,0.368575333333333,0.861649072539181
"LRRN4CL","Lrrn4cl",0.463496,0.337656,0.52664,17,22,33,0.442597333333333,0.370372,0.340293,0.15779,12,8,4,12.5307666666667,0.106616082360448
"LRRTM1","Lrrtm1",20.980165,20.167606,17.472635,788,1407,1232,19.5401353333333,0.592291,0.352624,0.146974,9,10,5,0,20.5401353333333
"LRRTM2","Lrrtm2",14.037152,9.908332,8.325223,1131,1416,1039,10.7569023333333,2.178915,1.263686,2.053193,172,84,171,1.34708333333333,5.00915419847328
"LRRTM3","Lrrtm3",27.125371,20.928684,16.42033,566,831,664,21.4914616666667,0.908541,0.752341,0.364605,35,20,29,0.0321666666666667,21.7905328596803
"LRRTM4","Lrrtm4",9.988568,9.562402,8.351006,459,714,564,9.30065866666667,1.2918,2.040439,1.689157,49,44,56,3.37413166666667,2.35490365897384
"LRSAM1","Lrsam1",12.257689,13.764053,18.84557,370,608,647,14.9557706666667,12.314527,11.422934,11.625574,547,403,481,0,15.9557706666667
"LRTM1","Lrtm1",0.017657,0,0.005114,2,0,1,0.00759033333333333,0.366186,0.513823,0.236431,7,8,4,36.9382263333333,0.0265587095316589
"LRTM2","Lrtm2",20.959115,16.523569,14.676785,856,1157,1090,17.3864896666667,0,0,0,0,0,0,6.57079466666667,2.4286076265706
"LRTOMT","Lrrc51",1.80436,3.264581,2.527894,18,54,40,2.53227833333333,25.369271,31.505797,33.23665,43,39,29,0,3.53227833333333
"LSAMP","Lsamp",71.309718,47.539802,48.258371,5712,3802,4059,55.7026303333333,63.7066,66.404601,60.606317,4358,3084,3729,0.205120333333333,47.0514261231451
"LSG1","Lsg1",9.758352,8.772425,8.259183,183,282,290,8.92998666666667,22.610194,22.065319,14.604765,471,390,399,0,9.92998666666667
"LSM1","Lsm1",22.448337,22.797821,27.695835,150,317,371,24.3139976666667,21.802045,22.383336,20.287645,229,192,179,4.44286033333333,4.65086298680822
"LSM10","Lsm10",12.697123,12.793393,13.852644,59,111,134,13.1143866666667,14.871341,16.2285,14.37117,149,128,130,10.3007033333333,1.24898302790003
"LSM11","Lsm11",6.069085,3.254057,2.947623,590,565,520,4.090255,2.980387,3.187238,2.901819,301,258,260,11.3296833333333,0.412845558347673
"LSM12","Lsm12",11.93535,9.539978,13.681099,342,488,513,11.718809,12.763397,16.165651,16.456251,331,306,364,0.220139666666667,10.4240599231946
"LSM14A","Lsm14a",37.338521,39.323098,37.770022,839,1277,1116,38.1438803333333,69.25827,66.231487,54.258478,1046,942,894,0,39.1438803333333
"LSM14B","Lsm14b",31.779532,23.025579,21.776662,966,1274,1134,25.5272576666667,21.970385,19.431103,20.460452,668,482,575,0.727145666666667,15.3590158483062
