"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"NIPAL1","Nipal1",0.062725,0.009063,0.009199,4,1,1,0.0269956666666667,0.292939,0.401974,0.191294,27,15,14,0,1.02699566666667
"NIPAL2","Nipal2",3.679447,3.547117,2.881565,137,227,225,3.36937633333333,6.428071,5.02755,2.391494,267,277,187,0,4.36937633333333
"NIPAL3","Nipal3",25.397603,17.409768,15.314622,1539,1908,1731,19.3739976666667,4.348167,3.002738,2.541292,482,327,257,0.081092,18.8457574995159
"NIPAL4","Nipal4",0.921357,0.923231,1.382807,47,84,128,1.07579833333333,3.240084,2.655764,1.921617,214,162,125,0.0192196666666667,2.03665451248815
"NIPBL","Nipbl",6.462907,1.991172,2.016869,961,515,520,3.490316,18.047091,18.432093,20.540781,620,443,325,0,4.490316
"NIPSNAP1","Nipsnap1",44.716624,50.788052,50.459215,628,1337,1401,48.6546303333333,21.144017,18.181647,16.445978,793,683,610,0,49.6546303333333
"NIPSNAP2","Nipsnap2",111.692704,127.973255,116.740501,811,1698,1691,118.802153333333,374.016859,232.466103,256.671531,2023,1873,1797,2.71345666666667,32.2616268579948
"NIPSNAP3B","Nipsnap3b",11.532312,11.26747,10.643008,107,228,226,11.1475966666667,8.364677,8.006345,7.601957,233,208,182,0,12.1475966666667
"NISCH","Nisch",280.531551,110.030335,122.543568,5494,4730,5063,171.035151333333,21.747596,14.784979,9.84932,1487,1067,876,0.008626,170.563867413029
"NIT1","Nit1",20.58403,19.171971,18.564751,317,520,552,19.4402506666667,46.795657,31.231594,50.233112,342,316,292,3.146555,4.92945364686268
"NIT2","Nit2",6.658213,8.313346,7.079639,90,162,204,7.35039933333333,22.585947,23.572999,17.122318,539,496,378,3.25943166666667,1.96044918355696
"NKAIN1","Nkain1",17.350935,20.753645,22.401738,224,504,553,20.1687726666667,0.0163,0.138506,0.035251,1,4,2,0,21.1687726666667
"NKAIN2","Nkain2",70.051443,53.084151,50.27094,760,1054,912,57.802178,0,0.144038,0.018051,0,2,1,0.0743496666666667,54.7328116947648
"NKAIN3","Nkain3",1.479212,0.31661,0.382866,98,37,42,0.726229333333333,0.111239,0.129395,0.092338,22,24,22,6.08480833333333,0.243652227712582
"NKAIN4","Nkain4",84.408353,112.072,131.703912,249,622,695,109.394755,0.076182,0,0.104911,2,0,1,1.59308266666667,42.5727865983961
"NKAP","Nkap",5.550161,3.761431,5.119287,223,298,285,4.810293,5.899402,5.238252,4.28303,175,161,134,0.0209113333333333,5.69128073152941
"NKAPL","Nkapl",0.102952,0.086358,0.200216,2,3,7,0.129842,0.069677,0,0,2,0,0,0.813788666666667,0.622918215756852
"NKD1","Nkd1",5.560276,4.630356,5.518191,166,255,283,5.23627433333333,0.175082,0.432616,0.546573,54,46,41,0.195570333333333,5.21615011636009
"NKD2","Nkd2",1.608351,1.29047,1.465195,80,124,126,1.454672,1.326502,0.195801,0.694593,20,5,9,2072.12089433333,0.00118404672236414
"NKG7","Nkg7",0,0,0,0,0,0,0,0,0.159958,0,0,1,0,0,1
"NKIRAS1","Nkiras1",44.306921,47.49397,44.763514,916,1589,1516,45.5214683333333,11.464309,8.181106,8.251709,273,262,225,0.888907333333333,24.6287721543425
"NKIRAS2","Nkiras2",4.76655,4.606488,4.853706,104,191,225,4.742248,27.476342,19.368747,16.725893,1225,955,781,0.0234673333333333,5.61058258820832
"NKPD1","Nkpd1",0.364259,0.262079,0.331867,11,17,22,0.319401666666667,0.034668,0.047791,0.028178,4,5,3,0,1.31940166666667
"NKRF","Nkrf",12.198343,8.701855,8.190126,593,733,685,9.69677466666667,1.234841,0.755473,0.968678,62,50,64,2.92741566666667,2.72361664120604
"NKTR","Nktr",28.509869,6.790005,5.672101,1172,534,547,13.657325,9.419458,4.079469,4.297538,790,474,362,0,14.657325
"NLE1","Nle1",6.648278,8.998146,5.614665,53,137,140,7.08702966666667,1.771912,2.271847,1.178294,91,87,60,22.3449186666667,0.346414985725088
"NLGN1","Nlgn1",17.244263,9.817214,9.150313,1218,1083,974,12.0705966666667,1.215341,0.399872,0.406499,60,39,26,0.101544666666667,11.8656982891297
"NLGN2","Nlgn2",98.882347,32.876692,40.015514,2953,2074,2235,57.2581843333333,1.990929,1.705568,0.916075,147,95,95,7.603891,6.77114393166224
"NLGN3","Nlgn3",14.443257,7.056842,8.110802,1555,1202,1201,9.87030033333333,0.704665,0.382857,0.634862,49,29,42,0,10.8703003333333
"NLK","Nlk",48.770723,20.564528,18.83322,1603,1191,978,29.3894903333333,14.008557,7.615519,8.30222,322,309,229,0.019301,29.8140493665103
"NLN","Nln",19.365677,10.540394,10.426404,397,470,458,13.4441583333333,4.104048,3.470311,2.457182,234,190,157,2.65671966666667,3.9500316267066
"NLRC3","Nlrc3",0.392682,0.186582,0.21,21,19,25,0.263088,0.227558,0.304914,0.09491,31,42,13,0.227441333333333,1.02904144230654
"NLRC4","Nlrc4",0.233161,0.182872,0.117443,17,23,15,0.177825333333333,0.61839,0.377483,0.454636,44,26,20,0.597703666666667,0.737198867290993
"NLRC5","Nlrc5",1.012426,0.113027,0.526059,14,19,16,0.550504,2.026926,1.612107,3.242289,34,34,17,0,1.550504
"NLRP1","Nlrp1a",0.035215,0.029993,0.039423,2,3,4,0.034877,0.1793,0.056939,0.142526,11,6,12,0,1.034877
"NLRP10","Nlrp10",0.0582,0.016666,0.008365,4,2,1,0.0277436666666667,0.015766,0.038563,0.012673,1,3,1,0,1.02774366666667
"NLRP12","Nlrp12",0.034092,0.031471,0.027557,2,3,3,0.03104,0.038741,0.054401,0.083166,2,3,4,3.31519533333333,0.238932405222908
"NLRP14","Nlrp14",0,0,0,0,0,0,0,0.012545,0,0,1,0,0,0.0951016666666667,0.913157225889225
"NLRP3","Nlrp3",0.184934,0.245674,0.083491,11,12,9,0.171366333333333,0.174112,0.440904,0.013505,2,2,1,0.0279273333333333,1.13954196502866
"NLRP4","Nlrp4c",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533633333333333,0.949340050441601
"NLRP5","Nlrp5",0.373795,0,0.059424,2,0,0,0.144406333333333,0,0,0,0,0,0,0.482588333333333,0.771897571027246
"NLRP6","Nlrp6",0.243839,0.133932,0.131619,14,14,12,0.169796666666667,0,0,0,0,0,0,1.245832,0.52087452074183
"NLRP9","Nlrp9b",0,0,0.169558,0,0,1,0.0565193333333333,0.032494,0,0,2,0,0,0,1.05651933333333
"NLRX1","Nlrx1",1.569002,1.029069,1.309278,73,79,119,1.30244966666667,4.804532,3.114348,2.60165,266,210,191,2.704203,0.621577615121706
"NMB","Nmb",3.040542,3.645125,3.938045,22,41,39,3.54123733333333,4.944421,3.76021,4.249106,51,35,43,0,4.54123733333333
"NMBR","Nmbr",0.923872,1.28734,1.017869,19,42,31,1.07636033333333,0,0,0,0,0,0,48.5822023333333,0.0418771300107706
"NMD3","Nmd3",16.209234,26.37268,21.48384,310,525,456,21.3552513333333,12.453375,7.045309,5.959117,437,360,274,2.74555533333333,5.96847445674722
"NME1","Nme1",110.110686,152.513304,144.287067,1101,2372,2283,135.637019,37.805823,38.573084,30.198757,525,510,408,0,136.637019
"NME2","Nme2",64.451068,101.034297,107.128569,533,1512,1642,90.8713113333333,208.027994,207.583488,170.517409,2184,2053,1669,0.0969713333333333,83.7499655111012
"NME3","Nme3",19.740765,30.274768,40.231163,123,315,396,30.082232,10.554758,8.470447,8.262101,152,114,120,0,31.082232
"NME4","Nme4",1.220038,1.182283,1.200828,12,23,25,1.20104966666667,54.28641,54.041317,47.881606,1038,962,845,2.18087866666667,0.691962786802305
"NME5","Nme5",10.305629,13.146224,12.855058,61,152,132,12.1023036666667,3.371145,5.512857,3.057328,29,34,18,0.121362333333333,11.6842730286107
"NME6","Nme6",5.086917,7.423498,9.572669,37,88,91,7.361028,9.7787,5.378931,5.739673,241,183,151,0,8.361028
"NME7","Nme7",14.180881,13.848423,14.415434,131,259,227,14.148246,7.725044,3.387812,5.711047,66,72,36,1.02652033333333,7.47500321158057
"NME8","Nme8",0.067524,0,0.0388,1,0,1,0.0354413333333333,0,0.233742,0,0,2,0,0,1.03544133333333
"NMI","Nmi",3.139681,3.010835,3.73271,25,50,60,3.29440866666667,0.366082,0.314572,0.200287,7,7,4,3.348847,0.987482122656113
"NMNAT1","Nmnat1",2.524858,2.408062,2.336002,64,111,105,2.422974,9.26609,7.635008,4.905447,362,274,237,0,3.422974
"NMNAT2","Nmnat2",36.992104,24.809,22.883281,2508,2776,2713,28.2281283333333,0.793195,0.095561,0.017575,15,11,2,0.171149333333333,24.9567903096901
"NMNAT3","Nmnat3",0.712087,1.465343,1.621948,19,51,53,1.26645933333333,8.507076,6.331192,7.113702,348,282,221,2.67856333333333,0.616126223190394
"NMRAL1","Nmral1",7.188163,9.083843,10.286674,131,297,343,8.85289333333333,25.783335,19.122385,19.333754,220,175,152,0.0899556666666667,9.03971935249966
"NMRK1","Nmrk1",1.982385,1.477424,1.896838,41,69,87,1.785549,4.2176,3.946208,3.719243,85,77,74,126.93659,0.0217728876469195
"NMRK2","Nmrk2",0,0.056032,0.021609,0,3,1,0.0258803333333333,11.890607,13.95366,13.391888,164,154,147,2.04784033333333,0.336592544600707
"NMS","Nms",0.08215,0.141203,0.420118,1,3,4,0.214490333333333,0,0,0,0,0,0,0.0275596666666667,1.18191709224347
"NMT1","Nmt1",47.3061,39.916051,38.182205,2271,3143,2855,41.801452,140.870039,65.63077,76.269757,1379,1010,878,0,42.801452
"NMT2","Nmt2",23.753536,15.225503,14.166618,1399,1583,1425,17.715219,3.34518,1.545559,2.841898,122,81,80,88.4535486666667,0.209217177842089
"NMU","Nmu",0,0.061276,0.060828,0,1,1,0.0407013333333333,1.143989,0.216777,1.154175,4,2,3,4.296097,0.196503450245215
"NMUR1","Nmur1",0.229311,0.380654,0.034678,1,6,1,0.214881,0.044022,0,0,3,0,0,0,1.214881
"NMUR2","Nmur2",0,0.011573,0.022984,0,1,2,0.011519,0,0,0,0,0,0,0.007573,1.00391634154548
"NNAT","Nnat",150.796394,211.802032,223.82005,2140,5748,6179,195.472825333333,1.248736,0.631281,0.090347,26,11,2,0.255213,156.525486378275
"NNMT","Nnmt",0.554327,0.981674,0.79641,7,17,15,0.777470333333333,1.414547,1.35802,0.87262,15,16,9,0.050199,1.69250811830266
"NNT","Nnt",0.195394,0.031207,0.644882,7,1,50,0.290494333333333,145.408657,101.415786,66.990084,4496,2984,2188,1.160868,0.597211089864505
"NOA1","Noa1",16.452175,21.924865,21.239207,200,445,403,19.8720823333333,5.363168,4.572357,4.253684,250,199,187,0.225779666666667,17.0275971293373
"NOB1","Nob1",10.136248,14.746887,16.755373,216,487,492,13.8795026666667,6.626159,4.113557,4.839918,176,136,104,0.008158,14.7590979456262
"NOBOX","Nobox",0,0,0,0,0,0,0,0,0,0,0,0,0,0.124706666666667,0.889120718883739
"NOC2L","Noc2l",22.034848,16.808909,14.218739,801,1179,1009,17.6874986666667,37.478666,14.040961,15.515129,801,703,657,0.0544436666666667,17.7226145477663
"NOC3L","Noc3l",3.398601,1.991612,2.081975,203,207,217,2.49072933333333,1.08657,1.016662,1.169952,66,68,76,2.166493,1.10239603666685
"NOC4L","Noc4l",8.9133,9.167232,8.871711,199,349,320,8.984081,6.990007,5.531171,4.359753,133,120,96,0.0704163333333333,9.32728760678477
"NOCT","Noct",24.048815,16.397659,13.88831,2274,2369,2493,18.1115946666667,3.185941,2.568423,1.964308,88,61,49,0.09229,17.4968137277341
"NOD1","Nod1",5.022138,2.726718,1.667737,77,101,144,3.13886433333333,4.334641,4.06027,2.838827,239,224,159,6.738462,0.534843271613059
"NOD2","Nod2",0.22567,0.100214,0.084274,16,13,11,0.136719333333333,0,0.009218,0.009897,0,1,1,0,1.13671933333333
"NODAL","Nodal",0.102065,0.165855,0.253966,3,9,14,0.173962,0.023351,0,0,1,0,0,0,1.173962
"NOG","Nog",3.298447,2.077382,1.914581,66,81,76,2.43013666666667,0.303831,0.213102,0.233967,11,7,8,141.625894666667,0.0240498871168051
"NOL10","Nol10",5.832485,4.98368,4.812494,261,392,382,5.209553,3.961365,3.657097,2.364803,231,229,158,0.0669093333333333,5.82013185750242
"NOL11","Nol11",11.18847,13.007621,13.891563,305,554,532,12.6958846666667,21.050818,21.989189,16.450241,268,296,214,0,13.6958846666667
"NOL12","Nol12",12.898014,18.350718,20.009704,156,351,380,17.0861453333333,8.163798,5.623205,5.392537,146,120,94,0,18.0861453333333
"NOL3","Nol3",4.039543,5.42646,5.474379,188,466,480,4.98012733333333,34.507752,21.009774,22.431416,355,268,280,67.1872743333333,0.0877015160350815
"NOL4","Nol4",71.896949,40.343139,27.845585,1249,1087,770,46.6952243333333,0.211302,0.058444,0,1,2,0,0.032371,46.1996940376409
"NOL4L","Nol4l",11.769233,3.78521,3.541345,711,400,412,6.36526266666667,7.498117,7.376367,5.644078,415,313,278,2.11332766666667,2.36572036587219
"NOL6","Nol6",35.308317,13.877631,14.785261,1474,1297,1370,21.3237363333333,5.93942,5.370034,4.53146,415,326,264,5.76052633333333,3.30207076086137
"NOL7","Nol7",69.27109,85.207239,84.971391,294,554,543,79.8165733333333,26.688046,30.190814,22.138291,522,570,472,1.10132,38.4599077405314
"NOL8","Nol8",6.260804,6.1958,5.275033,368,418,354,5.91054566666667,10.270059,10.481087,9.788315,274,229,189,0.034299,6.68138098041927
"NOL9","Nol9",4.907673,3.697233,3.686529,247,345,353,4.097145,2.870482,2.334961,1.487438,231,244,159,3.81499466666667,1.05859826497558
"NOLC1","Nolc1",16.277892,10.62528,9.088778,786,858,780,11.9973166666667,12.511711,8.185712,7.902495,748,554,520,0,12.9973166666667
"NOM1","Nom1",9.270583,7.80962,9.561594,380,415,434,8.880599,4.889479,5.188349,2.76207,233,195,153,0.00833,9.79897355032579
"NOMO3","Nomo1",27.508712,17.863024,17.747442,1769,2086,2089,21.039726,72.824551,53.194718,34.675063,1321,876,704,1.077625,10.6081347692678
"NONO","Nono",80.346682,60.397709,51.418068,1487,1969,1833,64.054153,184.274251,159.714346,130.420966,2742,2325,2025,0.317401,49.3806768022796
"NOP10","Nop10",17.055318,24.893658,25.620171,234,595,621,22.523049,95.8727,100.525363,81.466979,579,579,465,6.38761566666667,3.18411921536976
"NOP14","Nop14",21.867307,11.27169,9.453426,300,385,338,14.1974743333333,7.636403,6.753678,4.672783,387,301,236,0,15.1974743333333
"NOP16","Nop16",13.409128,14.849509,15.142074,176,342,376,14.4669036666667,16.235561,15.358094,14.174066,206,173,142,0.185821,13.0432026981026
"NOP2","Nop2",6.777919,7.2653,6.754208,256,493,451,6.93247566666667,10.215553,6.867179,6.097163,233,165,160,0,7.93247566666667
"NOP53","Nop53",37.321244,55.974526,61.963084,597,1492,1547,51.7529513333333,191.286485,155.286103,143.323522,886,666,661,0.70322,30.9724823178059
"NOP56","Nop56",127.54209,118.227074,119.993371,707,1272,1327,121.920845,40.454381,38.231762,29.070295,767,627,505,0.0525326666666667,116.785776720152
"NOP58","Nop58",53.182261,46.571549,36.384844,575,717,560,45.3795513333333,21.021321,18.44976,18.685478,462,378,356,2.28161966666667,14.1331281636436
"NOP9","Nop9",4.676147,4.5718,4.060258,96,196,192,4.43606833333333,3.520775,2.810613,1.843015,369,314,237,0,5.43606833333333
"NOS1","Nos1",7.635819,1.630822,1.728481,1192,408,503,3.66504066666667,0.030485,0.016193,0,8,4,0,0.0616276666666667,4.39423426229472
"NOS1AP","Nos1ap",55.222009,9.023624,8.902729,946,237,289,24.3827873333333,1.616899,1.083985,0.698285,122,79,75,0.10287,23.0152124305977
"NOS2","Nos2",0.155371,0.06386,0.086428,7,7,9,0.101886333333333,0.033444,0.089441,0.047581,3,8,4,0.0738656666666667,1.02609326989068
"NOS3","Nos3",1.949626,1.407214,1.507248,120,162,177,1.62136266666667,1.051902,1.285078,2.76256,52,34,37,17.1902546666667,0.144108079557032
"NOSIP","Nosip",32.426962,41.893047,36.567432,410,864,839,36.9624803333333,35.114538,29.62664,24.665851,476,374,308,0.0721896666666667,35.4064971091868
"NOSTRIN","Nostrin",4.126808,3.370144,2.438898,60,135,77,3.31195,1.154369,1.856784,1.222604,38,41,36,0.159668333333333,3.71826139945186
"NOTCH1","Notch1",18.933533,0.853118,12.494466,419,196,318,10.7603723333333,0.356375,0.349765,0.189276,81,51,40,0.044665,11.2575536974373
"NOTCH2","Notch2",2.355859,0.501011,0.869517,387,149,262,1.242129,5.294268,5.50342,4.58261,1202,832,646,0,2.242129
"NOTCH3","Notch3",2.904687,1.340884,1.723518,287,154,218,1.98969633333333,0.42125,0.421124,1.009493,40,35,34,10.4150446666667,0.26190842179213
"NOTCH4","Notch4",2.102515,1.540973,0.674803,114,98,89,1.43943033333333,0.817151,0.175739,0.112111,34,8,4,0.236112333333333,1.97346977904112
"NOTO","Noto",0,0,0,0,0,0,0,0.040066,0,0,2,0,0,0.217891333333333,0.821091317944622
"NOTUM","Notum",1.25285,1.582513,2.060338,18,39,58,1.63190033333333,0.337083,0.267825,0.237263,14,11,10,5.18560433333333,0.425487986541654
"NOVA1","Nova1",18.399935,17.145584,11.499026,987,1207,1151,15.681515,4.565301,4.870585,4.053541,142,139,117,0,16.681515
"NOX1","Nox1",0.027011,0.175756,0.078836,1,3,1,0.0938676666666667,0.042431,0.33331,0.206169,2,5,6,0,1.09386766666667
"NOX3","Nox3",0.040191,0.022794,0.044861,1,1,2,0.0359486666666667,0,0,0,0,0,0,0.164827,0.889358391131616
"NOX4","Nox4",0.289306,0.159044,0.21549,7,7,9,0.22128,0.503961,0.214639,0.663334,12,17,10,0,1.22128
"NOXA1","Noxa1",0,0.025618,0.025249,0,1,1,0.0169556666666667,8.593099,8.619139,6.551851,301,257,201,0,1.01695566666667
"NOXO1","Noxo1",1.390288,3.928007,3.277228,8,24,26,2.86517433333333,0.044966,0.053487,0,1,1,0,0.0502993333333333,3.68006930087867
"NOXRED1","Noxred1",0.451112,0.515822,0.05057,10,7,2,0.339168,0.088966,0.025719,0,2,1,0,0.184925333333333,1.1301707899457
"NPAS1","Npas1",3.567738,3.658216,3.289716,89,190,174,3.50522333333333,0.732352,1.727257,0.878008,15,20,21,0.918812666666667,2.34792244787488
"NPAS2","Npas2",6.838388,2.839785,2.355827,435,301,250,4.01133333333333,1.438898,1.377605,1.845475,85,47,54,2.48049566666667,1.43983323448087
"NPAS3","Npas3",2.441783,3.170501,1.243437,190,156,189,2.28524033333333,0.098239,0.097492,0.026648,10,11,3,0.056006,3.11100536676244
"NPAS4","Npas4",2.686855,0.933337,1.859471,113,79,175,1.82655433333333,0.055158,0.079868,0.014729,4,5,1,10.4311896666667,0.247266856360153
"NPAT","Npat",6.14497,2.930245,3.06195,396,414,349,4.04572166666667,1.97246,1.243771,0.761611,81,67,44,0.0293173333333333,4.90200786799795
"NPB","Npb",0.227552,0.767087,0.920866,1,5,8,0.638501666666667,0.140159,0,0,1,0,0,0.145081666666667,1.43090376377813
"NPC1","Npc1",18.253704,8.376321,9.326854,1017,813,956,11.9856263333333,9.02857,8.612808,7.559396,317,221,179,0.105583333333333,11.7454975503128
"NPC1L1","Npc1l1",0.132344,0.244249,0.104303,9,30,13,0.160298666666667,0.036433,0.019143,0.009689,4,2,1,0.721115,0.674155223019186
"NPC2","Npc2",14.728105,19.985443,22.186515,672,1656,1860,18.9666876666667,66.684372,70.030143,67.309152,838,798,725,18.622783,1.01752578452642
"NPDC1","Npdc1",128.673115,152.515827,144.215451,1427,3242,3161,141.801464333333,40.21241,37.242778,34.555357,519,401,363,2.401983,41.975948831412
"NPEPL1","Npepl1",6.280014,9.746883,9.78474,101,298,306,8.603879,26.836107,22.702155,19.288164,1063,857,739,1.937984,3.26886701901712
"NPEPPS","Npepps",80.041252,35.363044,41.833094,2310,2398,2269,52.4124633333333,57.999784,46.562795,37.070105,1407,1198,969,1.08275966666667,25.6450440193212
"NPFF","Npff",0.949418,0.174411,0.344201,4,2,4,0.489343333333333,0.083228,0,0,1,0,0,0.326186666666667,1.12302692431432
"NPFFR2","Npffr2",0.044584,0.076793,0.025256,1,3,1,0.0488776666666667,0.087425,0.052038,0.046114,3,1,1,0.010919,1.03754867270935
"NPHP1","Nphp1",6.506395,5.990308,5.941353,184,293,266,6.14601866666667,2.724254,2.7583,1.952997,54,52,43,0.110246,6.43642820299885
"NPHP3","Nphp3",11.03433,3.190859,5.704793,89,84,86,6.64332733333333,6.434281,1.885547,2.488338,293,171,148,0.0561116666666667,7.23723406773589
"NPHP4","Nphp4",2.633968,1.127502,0.764394,156,136,105,1.50862133333333,0.753322,0.970257,0.699708,76,58,43,4.42630433333333,0.462307526307193
"NPHS1","Nphs1",0.344476,0.425122,0.413081,17,16,21,0.394226333333333,0.013462,0.239243,0,1,3,0,7.777745,0.158836504516061
"NPHS2","Nphs2",0.286432,0.136558,0.122471,13,11,10,0.181820333333333,0,0,0,0,0,0,0.0696606666666667,1.1048553715789
"NPL","Npl",1.781481,2.118962,1.765529,41,88,73,1.88865733333333,1.703476,3.429804,1.114395,12,20,8,7.53967333333333,0.338263212254021
"NPLOC4","Nploc4",20.634123,15.442621,12.440556,831,1143,994,16.1724333333333,202.524118,128.453741,114.090743,1752,1273,1194,0,17.1724333333333
"NPM1","Npm1",141.553436,116.738797,126.973359,1604,2696,2783,128.421864,603.830017,468.552428,468.83482,2108,2263,1624,0.00599466666666667,128.650646259225
"NPM2","Npm2",0.153977,0.0925,0.091087,1,2,2,0.112521333333333,0,0,0,0,0,0,0.014284,1.09685387261687
"NPM3","Npm3",4.790149,5.240158,4.960517,49,96,91,4.99694133333333,23.661474,21.456321,10.811916,127,107,51,0.196319333333333,5.0128265641448
"NPNT","Npnt",5.148695,2.659984,2.861256,355,327,357,3.556645,46.518209,30.827066,37.032177,1703,1332,1261,0,4.556645
"NPPA","Nppa",0.203478,0.645664,0.597241,2,12,11,0.482127666666667,1834.869426,1849.829849,1606.776562,26564,25305,21798,0.0751106666666667,1.37858149176581
"NPPB","Nppb",0,0.130582,0,0,2,0,0.0435273333333333,495.827647,480.517811,426.944118,5508,5016,4445,298.631537666667,0.00348270192603768
"NPPC","Nppc",2.40369,2.829142,2.760412,29,63,60,2.66441466666667,0,0,0,0,0,0,0.581155666666667,2.31755464937355
"NPR1","Npr1",1.426064,1.481163,2.252923,56,76,104,1.72005,0.171203,0.059924,0.292521,10,5,4,0.0207253333333333,2.66482070266373
"NPR2","Npr2",27.537369,18.045959,15.845402,462,493,518,20.4762433333333,8.728562,10.736474,7.537413,214,181,130,0.757570666666667,12.2192772903204
"NPR3","Npr3",2.586012,0.846638,0.99523,237,154,125,1.47596,0.656906,0.235311,0.610334,38,16,23,4.041803,0.49108622451135
"NPRL2","Nprl2",13.157978,17.39447,18.336331,263,612,632,16.2962596666667,16.466549,12.133493,11.988358,207,164,139,0,17.2962596666667
