"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"Tbccd1","TBCCD1",622,2.17159,665,2.14439,626,2.30253,2.20617,"TBCCD1",47.309686,18.695978,30.121911,175,302,296,32.042525,0.0970316281821683
"Tbcd","TBCD",3809,3.57829,3967,3.44209,3543,3.50655,3.50897666667,"TBCD",14.096716,16.899258,17.396281,481,930,899,16.1307516666667,0.263209505012185
"Tbce","TBCE",1482,5.51739,1460,5.02034,1434,5.62443,5.38738666667,"TBCE",34.181689,28.183806,33.253186,340,575,586,31.8728936666667,0.194305579893225
"Tbce","TBCE",1482,5.51739,1460,5.02034,1434,5.62443,5.38738666667,"TBCE",34.181689,28.183806,33.253186,340,575,586,31.8728936666667,0.194305579893225
"Tbce","TBCE",1482,5.51739,1460,5.02034,1434,5.62443,5.38738666667,"TBCE",34.181689,28.183806,33.253186,340,575,586,31.8728936666667,0.194305579893225
"Tbce","TBCE",1482,5.51739,1460,5.02034,1434,5.62443,5.38738666667,"TBCE",34.181689,28.183806,33.253186,340,575,586,31.8728936666667,0.194305579893225
"Tbcel","TBCEL",2067,3.35955,2149,3.22606,1909,3.26882,3.28481,"TBCEL-TECTA",10.235192,8.981624,6.099179,701,887,769,8.438665,0.45396356370313
"Tbcel","TBCEL",2067,3.35955,2149,3.22606,1909,3.26882,3.28481,"TBCEL",10.235192,8.981624,6.099179,701,887,769,8.438665,0.45396356370313
"Tbcel","AP000646.1",2067,3.35955,2149,3.22606,1909,3.26882,3.28481,"TBCEL-TECTA",10.235192,8.981624,6.099179,701,887,769,8.438665,0.45396356370313
"Tbcel","AP000646.1",2067,3.35955,2149,3.22606,1909,3.26882,3.28481,"TBCEL",10.235192,8.981624,6.099179,701,887,769,8.438665,0.45396356370313
"Tbck","TBCK",870,0.8571,873,0.794367,806,0.836549,0.829338666667,"TBCK",4.946791,2.395073,2.112148,490,392,334,3.15133733333333,0.440662494945484
"Tbk1","TBK1",1918,7.38083,1881,6.6856,1729,7.00964,7.02535666667,"TBK1",27.83809,27.884801,20.814559,555,993,845,25.5124833333333,0.30270105466054
"Tbkbp1","TBKBP1",675,6.83629,714,6.67897,564,6.01783,6.51103,"TBKBP1",19.623305,15.326027,12.756995,534,923,878,15.902109,0.44438418897902
"Tbl1x","TBL1X",2175,2.22134,2182,2.05829,1874,2.01637,2.09866666667,"TBL1X",14.037062,8.574286,8.137172,1110,1195,1143,10.2495066666667,0.27544911599116
"Tbl1x","TBL1X",2175,2.22134,2182,2.05829,1874,2.01637,2.09866666667,"TBL1Y",14.037062,8.574286,8.137172,1110,1195,1143,10.2495066666667,0.27544911599116
"Tbl1x","TBL1Y",2175,2.22134,2182,2.05829,1874,2.01637,2.09866666667,"TBL1X",14.037062,8.574286,8.137172,1110,1195,1143,10.2495066666667,0.27544911599116
"Tbl1x","TBL1Y",2175,2.22134,2182,2.05829,1874,2.01637,2.09866666667,"TBL1Y",14.037062,8.574286,8.137172,1110,1195,1143,10.2495066666667,0.27544911599116
"Tbl1xr1","TBL1XR1",1434,1.59043,1571,1.6093,1408,1.64518,1.61497,"TBL1XR1",38.937988,7.813292,13.919693,1080,672,648,20.2236576666667,0.123210147895808
"Tbl2","TBL2",761,7.33446,737,6.56063,718,7.2904,7.06183,"TBL2",4.573997,3.643395,4.810702,368,412,419,4.342698,1.50894360864118
"Tbl3","TBL3",587,9.38094,652,9.62389,565,9.51263,9.50582,"TBL3",13.190131,15.71333,14.866609,274,594,613,14.5900233333333,0.673880967037253
"Tbp","TBP",741,4.03657,727,3.65783,687,3.94271,3.87903666667,"TBP",14.327363,15.197543,10.620084,273,358,301,13.3816633333333,0.339253989860932
"Tbpl1","TBPL1",1343,7.42857,1272,6.49847,1170,6.81803,6.91502333333,"TBPL1",25.865517,19.391982,16.802683,727,1005,879,20.6867273333333,0.364970851141947
"Tbpl2","TBPL2",1,0.00623956,3,0.017289,3,0.0197206,0.0144163866667,"TBPL2",0,0,0,0,0,0,0,1.0144163866667
"Tbr1","TBR1",1,0.0138765,3,0.0384501,1,0.0146192,0.0223152666667,"TBR1",21.580451,7.118599,5.403656,1152,705,541,11.3675686666667,0.0826609735688847
"Tbrg1","TBRG1",1082,19.6417,1117,18.7283,1074,20.5399,19.6366333333,"TBRG1",16.57068,22.234204,20.337009,419,1015,938,19.7139643333333,0.996266721387133
"Tbrg4","TBRG4",756,11.2071,792,10.844,665,10.3857,10.8122666667,"TBRG4",17.248691,12.465131,12.185027,263,466,444,13.966283,0.789258539792412
"Tbx1","TBX1",4,0.0640499,6,0.088737,6,0.101217,0.0846679666667,"TBX1",0.692297,0.478965,0.432277,13,7,13,0.534513,0.706848339940229
"Tbx15","TBX15",37,0.0504284,51,0.0642005,42,0.0603068,0.0583119,"TBX15",0.742204,0.174468,0.106045,19,13,10,0.340905666666667,0.789251568032253
"Tbx18","TBX18",31,0.169055,16,0.0805901,29,0.166613,0.1387527,"TBX18",1.074915,0.774467,0.567205,53,45,37,0.805529,0.63070307926375
"Tbx19","TBX19",57,0.386008,38,0.237684,46,0.328188,0.317293333333,"TBX19",0.086296,0,0.014114,1,0,1,0.03347,1.27463141971513
"Tbx2","TBX2",725,11.9735,679,10.3573,534,9.29109,10.54063,"TBX2",0.40799,0.393107,0.39706,17,33,35,0.399385666666667,8.24692597251603
"Tbx20","TBX20",4,0.0110536,5,0.0127617,3,0.00873391,0.0108497366667,"TBX20",0.014144,0,0.004104,2,0,1,0.00608266666666667,1.00473824881193
"Tbx21","TBX21",10,0.0899189,5,0.0415256,2,0.0189463,0.0501302666667,"TBX21",0.061429,0,0,2,0,0,0.0204763333333333,1.02905891333756
"Tbx3","TBX3",528,5.83028,614,6.26208,481,5.59557,5.89597666667,"TBX3",0.675494,0.294622,0.720003,35,34,40,0.563373,4.41096057477646
"Tbx4","TBX4",56,0.292887,56,0.270517,45,0.247952,0.270452,"TBX4",0.092854,0.064462,0.064378,4,5,5,0.073898,1.18302855578463
"Tbx6","TBX6",32,1.21792,15,0.527298,11,0.441069,0.728762333333,"TBX6",0.171414,0.067887,0.051503,4,3,2,0.0969346666666667,1.57599389085433
"Tbxa2r","TBXA2R",52,1.25285,69,1.53547,48,1.21838,1.33556666667,"TBXA2R",0.697844,0.255615,0.618714,17,12,30,0.524057666666667,1.5324660724802
"Tbxas1","TBXAS1",45,0.0333891,47,0.0322096,25,0.0195423,0.0283803333333,"TBXAS1",1.601733,1.358787,1.819958,26,56,39,1.59349266666667,0.396523324145367
"Tc2n","TC2N",77,0.163532,73,0.143196,66,0.147673,0.151467,"TC2N",0.428369,0.09322,0.062467,14,12,6,0.194685333333333,0.963824504974253
"Tcaf1","TCAF1",7835,28.894,8269,28.1655,7015,27.2547,28.1047333333,"TCAF1",67.490183,29.437494,28.329519,4734,3478,3364,41.7523986666667,0.680774277958642
"Tcaf2","TCAF2C",163,1.1376,201,1.29566,134,0.985259,1.13950633333,"TCAF2C",0.174437,0.270594,0.195245,12,33,24,0.213425333333333,1.76319570274067
"Tcaf2","TCAF2C",163,1.1376,201,1.29566,134,0.985259,1.13950633333,"TCAF2",0.174437,0.270594,0.195245,12,33,24,0.213425333333333,1.76319570274067
"Tcaf2","TCAF2",163,1.1376,201,1.29566,134,0.985259,1.13950633333,"TCAF2C",0.174437,0.270594,0.195245,12,33,24,0.213425333333333,1.76319570274067
"Tcaf2","TCAF2",163,1.1376,201,1.29566,134,0.985259,1.13950633333,"TCAF2",0.174437,0.270594,0.195245,12,33,24,0.213425333333333,1.76319570274067
"Tcaim","TCAIM",682,3.43722,714,3.32365,622,3.30261,3.35449333333,"TCAIM",6.365001,5.490139,4.902231,273,415,367,5.58579033333333,0.661195257202489
"Tcap","TCAP",4,0.543164,7,0.877938,20,2.86118,1.42742733333,"TCAP",2.446595,2.289327,1.670495,26,48,36,2.13547233333333,0.774182348070471
"Tcea1","TCEA1",2535,9.81282,2609,9.32792,2274,9.27364,9.47146,"TCEA1",28.453306,31.564804,29.936425,1048,2002,1832,29.984845,0.337954248278473
"Tcea2","TCEA2",700,13.9972,786,14.5165,593,12.4923,13.6686666667,"TCEA2",32.675365,35.320018,37.073735,188,463,559,35.0230393333333,0.407202360993637
"Tcea3","TCEA3",10,0.0571252,16,0.0844194,9,0.0541644,0.0652363333333,"TCEA3",0.669217,0.582493,0.842018,9,12,25,0.697909333333333,0.627381163658503
"Tceal1","TCEAL1",548,24.3221,563,23.0794,496,23.1925,23.5313333333,"TCEAL1",7.303492,10.756449,10.238832,286,719,648,9.43292433333333,2.35133818184821
"Tceal5","TCEAL3",369,19.5535,435,21.2903,355,19.8185,20.2207666667,"TCEAL6",126.618711,127.579548,98.447829,585,936,795,117.548696,0.179004640141297
"Tceal5","TCEAL3",369,19.5535,435,21.2903,355,19.8185,20.2207666667,"TCEAL3",126.618711,127.579548,98.447829,585,936,795,117.548696,0.179004640141297
"Tceal5","TCEAL3",369,19.5535,435,21.2903,355,19.8185,20.2207666667,"TCEAL5",126.618711,127.579548,98.447829,585,936,795,117.548696,0.179004640141297
"Tceal5","TCEAL6",369,19.5535,435,21.2903,355,19.8185,20.2207666667,"TCEAL6",126.618711,127.579548,98.447829,585,936,795,117.548696,0.179004640141297
"Tceal5","TCEAL6",369,19.5535,435,21.2903,355,19.8185,20.2207666667,"TCEAL3",126.618711,127.579548,98.447829,585,936,795,117.548696,0.179004640141297
"Tceal5","TCEAL6",369,19.5535,435,21.2903,355,19.8185,20.2207666667,"TCEAL5",126.618711,127.579548,98.447829,585,936,795,117.548696,0.179004640141297
"Tceal5","TCEAL5",369,19.5535,435,21.2903,355,19.8185,20.2207666667,"TCEAL6",126.618711,127.579548,98.447829,585,936,795,117.548696,0.179004640141297
"Tceal5","TCEAL5",369,19.5535,435,21.2903,355,19.8185,20.2207666667,"TCEAL3",126.618711,127.579548,98.447829,585,936,795,117.548696,0.179004640141297
"Tceal5","TCEAL5",369,19.5535,435,21.2903,355,19.8185,20.2207666667,"TCEAL5",126.618711,127.579548,98.447829,585,936,795,117.548696,0.179004640141297
"Tceal7","TCEAL7",14,0.191921,20,0.253232,26,0.375501,0.273551333333,"TCEAL7",0.927068,1.469147,0.998883,7,16,14,1.13169933333333,0.597434785205637
"Tceal8","TCEAL8",878,40.5697,924,39.4343,809,39.3822,39.7954,"TCEAL8",24.6115,24.520914,20.88192,374,663,531,23.3381113333333,1.67619415661588
"Tceal9","TCEAL9",1251,94.2099,1293,89.9358,1094,86.7961,90.3139333333,"TCEAL9",54.952213,63.924626,58.015481,580,1152,992,58.9641066666667,1.52280986759135
"Tceanc","TCEANC",76,0.628913,86,0.65731,70,0.610265,0.632162666667,"TCEANC",0.786663,0.442779,0.395675,31,40,41,0.541705666666667,1.05867332653444
"Tceanc2","TCEANC2",1153,3.98016,1284,4.09384,1084,3.94225,4.00541666667,"TCEANC2",8.441707,43.594379,60.732836,257,315,261,37.5896406666667,0.129708817708521
"Tcerg1","TCERG1",1618,3.90515,1636,3.64701,1495,3.8014,3.78452,"TCERG1",34.932357,15.982948,12.130602,833,689,668,21.0153023333333,0.217327017706033
"Tcerg1l","TCERG1L",685,0.563254,755,0.573397,728,0.630651,0.589100666667,"TCERG1L",5.290198,3.732234,4.148171,139,186,149,4.390201,0.294812877417187
"Tcf12","TCF12",910,0.524698,907,0.483025,689,0.418534,0.475419,"TCF12",13.155442,10.882574,9.047674,681,792,752,11.0285633333333,0.122659619367123
"Tcf15","TCF15",2,0.0560625,0,0,0,0,0.0186875,"TCF15",0.375404,0.116159,0.162133,3,2,3,0.217898666666667,0.836430425519802
"Tcf19","TCF19",127,4.81827,118,4.13489,120,4.79637,4.58317666667,"TCF19",1.913811,2.218088,1.849232,41,83,78,1.99371033333333,1.86496889979781
"Tcf24","TCF24",13,0.25968,21,0.387445,10,0.210446,0.285857,"TCF24",0.052212,0.120947,0.280294,2,12,19,0.151151,1.11701853188678
"Tcf25","TCF25",13030,67.2265,13640,64.9988,12129,65.9272,66.0508333333,"TCF25",4533.964024,4209.760086,3962.394553,7229,12706,12278,4235.37288766667,0.0158274153648053
"Tcf3","TCF3",469,3.0162,513,3.04719,418,2.8321,2.96516333333,"TCF3",6.948837,5.258821,5.472883,207,323,343,5.89351366666667,0.575202070390228
"Tcf4","TCF4",920,0.413024,892,0.369868,799,0.377901,0.386931,"TCF4",57.281325,23.314196,23.689702,4102,2237,2204,34.761741,0.0387825357831432
"Tcf7","TCF7",67,0.335874,75,0.347263,54,0.285194,0.322777,"TCF7",1.332209,1.153363,1.569092,42,73,81,1.35155466666667,0.562511694391115
"Tcf7l1","TCF7L1",210,0.200114,245,0.215634,191,0.19175,0.202499333333,"TCF7L1",1.496591,0.805308,0.778076,45,52,62,1.02665833333333,0.593340926566145
"Tcf7l2","TCF7L2",158,0.127834,139,0.103872,121,0.103138,0.111614666667,"TCF7L2",15.829458,8.7097,11.237706,532,557,641,11.9256213333333,0.086000868971792
"Tcfl5","TCFL5",24,0.179493,30,0.20723,26,0.204858,0.197193666667,"TCFL5",0.40684,0.325252,0.289444,7,11,7,0.340512,0.893086870290605
"Tchh","TCHH",11,0.253008,22,0.467369,22,0.5331,0.417825666667,"TCHH",1.116716,0.153016,0.23779,97,25,39,0.502507333333333,0.943639764820005
"Tcirg1","TCIRG1",241,3.37472,257,3.3239,221,3.26029,3.31963666667,"TCIRG1",16.441847,8.670704,7.703036,133,192,217,10.938529,0.361823191673782
"Tcn2","TCN2",569,5.90018,593,5.6794,516,5.63699,5.73885666667,"TCN2",8.362662,11.424928,9.913291,224,553,486,9.90029366666667,0.618227074677591
"Tcof1","TCOF1",500,2.20361,528,2.14928,432,2.00582,2.11957,"TCOF1",4.220514,2.446383,2.329994,277,297,278,2.99896366666667,0.780094609511748
"Tcp1","TCP1",6603,109.41,6919,105.89,5830,101.772,105.690666667,"TCP1",127.104685,137.069501,130.326223,2414,4570,4610,131.500136333333,0.805211750111683
"Tcp10a","TCP10L",11,0.0800459,8,0.0537689,1,0.00766638,0.0471603933333,"TCP10L",0,0.044284,0.058967,0,2,2,0.034417,1.0123193966585
"Tcp10a","TCP10L",11,0.0800459,8,0.0537689,1,0.00766638,0.0471603933333,"TCP10L2",0,0.044284,0.058967,0,2,2,0.034417,1.0123193966585
"Tcp10a","TCP10L2",11,0.0800459,8,0.0537689,1,0.00766638,0.0471603933333,"TCP10L",0,0.044284,0.058967,0,2,2,0.034417,1.0123193966585
"Tcp10a","TCP10L2",11,0.0800459,8,0.0537689,1,0.00766638,0.0471603933333,"TCP10L2",0,0.044284,0.058967,0,2,2,0.034417,1.0123193966585
"Tcp10a","TCP10",11,0.0800459,8,0.0537689,1,0.00766638,0.0471603933333,"TCP10L",0,0.044284,0.058967,0,2,2,0.034417,1.0123193966585
"Tcp10a","TCP10",11,0.0800459,8,0.0537689,1,0.00766638,0.0471603933333,"TCP10L2",0,0.044284,0.058967,0,2,2,0.034417,1.0123193966585
"Tcp11","TCP11",299,3.33987,325,3.35302,292,3.43625,3.37638,"TCP11",0.198738,0.202191,0.198085,4,7,8,0.199671333333333,3.64798247520015
"Tcp11l1","TCP11L1",10896,30.8144,10750,28.0796,9794,29.1804,29.3581333333,"TCP11L1",8.044488,5.195957,5.154311,302,143,136,6.13158533333333,4.25685621279813
"Tcp11l2","TCP11L2",795,3.27003,785,2.98228,722,3.12871,3.12700666667,"TCP11L2",9.092881,7.361321,6.909628,322,515,445,7.78794333333333,0.469621447263543
"Tcp11x2","AC235565.2",5,0.0198513,10,0.0366702,4,0.016731,0.0244175,"TCP11X1",0,0,0,0,0,0,0,1.0244175
"Tcp11x2","AC235565.2",5,0.0198513,10,0.0366702,4,0.016731,0.0244175,"",0,0,0,0,0,0,0,1.0244175
"Tcp11x2","AC235565.2",5,0.0198513,10,0.0366702,4,0.016731,0.0244175,"TCP11X2",0,0,0,0,0,0,0,1.0244175
"Tcp11x2","TCP11X2",5,0.0198513,10,0.0366702,4,0.016731,0.0244175,"TCP11X1",0,0,0,0,0,0,0,1.0244175
"Tcp11x2","TCP11X2",5,0.0198513,10,0.0366702,4,0.016731,0.0244175,"",0,0,0,0,0,0,0,1.0244175
"Tcp11x2","TCP11X2",5,0.0198513,10,0.0366702,4,0.016731,0.0244175,"TCP11X2",0,0,0,0,0,0,0,1.0244175
"Tcta","TCTA",1426,69.1002,1545,69.1486,1262,64.4263,67.5583666667,"TCTA",13.318968,17.583616,18.405435,220,594,658,16.4360063333333,3.93199941294087
"Tcte1","TCTE1",290,2.33858,296,2.20465,277,2.3533,2.29884333333,"TCTE1",0.237047,0.285766,0.384963,10,22,30,0.302592,2.53252233495216
"Tctn1","TCTN1",531,3.09683,614,3.3074,519,3.18885,3.19769333333,"TCTN1",3.472126,2.677103,3.953882,207,250,272,3.36770366666667,0.961075579684092
"Tctn2","TCTN2",298,1.59546,279,1.37965,277,1.5624,1.51250333333,"TCTN2",6.374296,6.873698,5.889547,203,409,371,6.37918033333333,0.34048542247714
"Tctn3","TCTN3",251,2.46754,266,2.41527,238,2.46497,2.44926,"TCTN3",5.295182,3.871442,3.454437,201,275,235,4.20702033333333,0.662424914671289
"Tdg","TDG",757,5.60239,786,5.37272,667,5.20052,5.39187666667,"TDG",22.736434,11.559552,9.793269,564,630,625,14.6964183333333,0.407218801826659
"Tdgf1","TDGF1",0,0,2,0.0437324,0,0,0.0145774666667,"TDGF1",0.525959,0.29789,0.90236,10,12,29,0.575403,0.644011384177064
"Tdgf1","TDGF1",0,0,2,0.0437324,0,0,0.0145774666667,"TDGF1P3",0.525959,0.29789,0.90236,10,12,29,0.575403,0.644011384177064
"Tdo2","TDO2",14,0.113688,4,0.0300015,10,0.0855524,0.0764139666667,"TDO2",0.343194,0.403859,0.692141,9,25,23,0.479731333333333,0.727438787311413
"Tdp1","TDP1",353,0.774915,355,0.719784,308,0.712318,0.735672333333,"TDP1",5.461282,6.335295,5.731338,133,249,239,5.84263833333333,0.253655424820251
"Tdp2","TDP2",537,7.95678,515,7.04799,460,7.18067,7.39514666667,"TDP2",8.504299,7.960714,8.109358,200,329,304,8.191457,0.913364080000592
"Tdrd1","TDRD1",4,0.014173,2,0.00654528,3,0.0111987,0.0106389933333,"TDRD1",0.135914,0.071685,0.107537,10,9,14,0.105045333333333,0.914567903096555
"Tdrd12","TDRD12",8,0.0180875,6,0.0125295,5,0.0119098,0.0141756,"TDRD12",0.135907,0.554019,0.403033,5,11,5,0.364319666666667,0.743356285758054
"Tdrd3","TDRD3",1342,1.61633,1385,1.54072,1249,1.58484,1.58063,"TDRD3",6.969495,4.822248,4.108384,252,333,323,5.30004233333333,0.409621057043691
"Tdrd5","TDRD5",31,0.0994745,26,0.0770581,33,0.11156,0.0960308666667,"TDRD5",4.474447,1.259171,5.193591,24,24,31,3.642403,0.236091280026034
"Tdrd6","TDRD6",65,0.674145,70,0.670553,64,0.699301,0.681333,"TDRD6",0.851865,0.037296,0.334322,11,7,17,0.407827666666667,1.19427472538661
"Tdrd7","TDRD7",2311,5.16633,2402,4.95964,2118,4.9883,5.03809,"TDRD7",19.110588,15.582405,11.067908,442,715,627,15.2536336666667,0.371491699876506
"Tdrd9","TDRD9",38,0.0606186,30,0.0442016,36,0.0605018,0.0551073333333,"TDRD9",0.348392,0.030664,0.326743,6,4,6,0.235266333333333,0.854153719616175
"Tdrkh","TDRKH",1715,12.4408,1778,11.9127,1546,11.8151,12.0562,"TDRKH",10.878398,8.880184,13.487745,563,645,670,11.082109,1.08062259660131
"Tdrp","TDRP",890,5.99939,863,5.37308,753,5.34757,5.57334666667,"TDRP",13.982136,14.603251,14.283714,214,392,347,14.2897003333333,0.429919914933803
"Tead1","TEAD1",1183,0.807122,1184,0.746107,1232,0.885542,0.812923666667,"TEAD1",2.535659,0.470406,0.661822,366,106,122,1.222629,0.815666342276196
"Tead2","TEAD2",70,0.607234,72,0.57688,63,0.575762,0.586625333333,"TEAD2",8.901687,3.789016,11.529512,32,69,65,8.073405,0.174865481407807
"Tead3","TEAD3",94,0.761981,81,0.606452,111,0.947945,0.772126,"TEAD3",0.636175,0.375305,0.433085,21,24,28,0.481521666666667,1.19615260436061
"Tead4","TEAD4",57,0.115592,84,0.157335,73,0.155962,0.142963,"TEAD4",0.388017,0.236577,0.150849,14,11,7,0.258481,0.908208387730923
"Tec","TEC",288,0.396391,370,0.470357,297,0.430657,0.432468333333,"TEC",0.974144,0.480957,1.167125,27,30,51,0.874075333333333,0.764360059520731
"Tecpr1","TECPR1",2272,12.0873,2470,12.137,2103,11.787,12.0037666667,"TECPR1",20.437767,10.462352,9.567952,1421,1411,1354,13.489357,0.897470237409431
"Tecpr2","TECPR2",2805,5.23705,2840,4.89742,2615,5.14363,5.0927,"TECPR2",10.445072,5.144938,4.395224,1234,1094,969,6.66174466666667,0.795210525157151
"Tecr","TECR",6542,27.9919,7047,27.8497,6322,28.4984,28.1133333333,"TECR",1429.310032,1907.245734,1902.021423,2673,6525,6507,1746.19239633333,0.0166629235534663
"Tecrl","TECRL",7,0.0141006,4,0.00744207,5,0.0106109,0.0107178566667,"TECRL",0.158972,0.091909,0.274139,3,3,4,0.175006666666667,0.860180529472202
"Tecta","TECTA",436,0.962455,440,0.897101,396,0.920943,0.926833,"TECTA",0.064681,0.018201,0.035842,3,2,4,0.0395746666666667,1.85348206510098
"Tectb","TECTB",2,0.0199229,0,0,0,0,0.00664096666667,"TECTB",0.152943,0.104442,0.112292,5,6,8,0.123225666666667,0.896205452332675
"Tedc1","TEDC1",92,1.48309,91,1.35493,83,1.40962,1.41588,"TEDC1",0.192827,0.305833,0.295813,8,12,24,0.264824333333333,1.91005180429535
"Tedc2","TEDC2",197,5.27357,205,5.06859,173,4.87898,5.07371333333,"TEDC2",2.583031,3.323929,2.29943,64,142,102,2.73546333333333,1.62595983184505
"Teddm1a","TEDDM1",1,0.11785,0,0,2,0.248316,0.122055333333,"TEDDM1",0.057947,0,0,1,0,0,0.0193156666666667,1.10079278679421
"Tef","TEF",2755,17.4938,3179,18.6444,2403,16.0753,17.4045,"TEF",455.084847,415.419414,357.348765,4437,7834,6899,409.284342,0.04485791466056
"Tefm","TEFM",125,3.52876,155,4.04146,126,3.74737,3.77253,"TEFM",2.408642,3.018474,4.539693,41,80,100,3.32226966666667,1.10417219841828
"Tek","TEK",294,0.336297,302,0.319064,253,0.304888,0.320083,"TEK",6.115828,4.359438,3.387774,272,294,326,4.62101333333333,0.234847868474486
"Tekt1","TEKT1",6,0.0525509,4,0.0323581,3,0.0276818,0.0375302666667,"TEKT1",1.403231,2.24231,2.565899,26,74,86,2.07048,0.337904909547269
"Tekt2","TEKT2",15,0.652504,16,0.642846,21,0.9624,0.752583333333,"TEKT2",0.733471,0.630276,1.268655,8,17,26,0.877467333333333,0.933482730813426
"Tekt3","TEKT3",10,0.0465939,7,0.0301247,4,0.0196351,0.0321179,"TEKT3",0,0.092941,0.045753,0,4,2,0.0462313333333333,0.986510217306944
"Tekt4","MAFIP",2,0.0141176,3,0.019559,5,0.0371831,0.0236199,"MAFIP",0.801429,1.134614,0.922274,14,43,29,0.952772333333333,0.524188038987989
"Tekt4","TEKT4",2,0.0141176,3,0.019559,5,0.0371831,0.0236199,"MAFIP",0.801429,1.134614,0.922274,14,43,29,0.952772333333333,0.524188038987989
"Tekt5","TEKT5",27,0.111623,34,0.129826,25,0.108886,0.116778333333,"TEKT5",5.075986,7.593984,7.443503,111,315,327,6.704491,0.144951604633324
"Telo2","TELO2",389,3.68193,429,3.75041,341,3.40036,3.6109,"TELO2",13.948577,13.945854,10.889853,178,288,266,12.9280946666667,0.331050305899701
"Ten1","TEN1",372,3.50691,405,3.5264,363,3.60522,3.54617666667,"TEN1",17.886545,27.869925,32.153409,129,321,361,25.9699596666667,0.168564459230127
"Ten1","TEN1",372,3.50691,405,3.5264,363,3.60522,3.54617666667,"TEN1-CDK3",17.886545,27.869925,32.153409,129,321,361,25.9699596666667,0.168564459230127
"Ten1","TEN1-CDK3",372,3.50691,405,3.5264,363,3.60522,3.54617666667,"TEN1",17.886545,27.869925,32.153409,129,321,361,25.9699596666667,0.168564459230127
"Ten1","TEN1-CDK3",372,3.50691,405,3.5264,363,3.60522,3.54617666667,"TEN1-CDK3",17.886545,27.869925,32.153409,129,321,361,25.9699596666667,0.168564459230127
"Tenm1","TENM1",804,0.138459,857,0.136315,744,0.134984,0.136586,"TENM1",8.411124,1.453367,1.370099,1415,429,393,3.74486333333333,0.239540302881924
"Tenm2","TENM2",747,0.0943141,836,0.0974893,742,0.098697,0.0968334666667,"TENM2",11.142201,2.015664,4.126433,1656,446,649,5.76143266666667,0.162219091831529
"Tenm3","TENM3",2008,0.505719,2062,0.479656,1898,0.503601,0.496325333333,"TENM3",12.250924,1.841238,2.477183,1642,424,591,5.523115,0.229388157856024
"Tenm4","TENM4",461,0.0967109,502,0.0972687,447,0.098793,0.0975908666667,"TENM4",12.655677,1.983661,2.456217,2284,499,652,5.69851833333333,0.163855768103946
"Tent2","TENT2",675,2.27239,706,2.19522,544,1.9294,2.13233666667,"TENT2",9.794478,10.104718,9.248134,274,402,383,9.71577666666667,0.29231074555834
