"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"Slc7a10","SLC7A10",137,1.44356,150,1.45982,135,1.49862,1.46733333333,"SLC7A10",30.422929,58.312967,50.886518,257,1136,606,46.5408046666667,0.0518992758038018
"Slc7a11","SLC7A11",5703,1.6062,6003,1.56156,5398,1.60167,1.58981,"SLC7A11",4.957602,5.286913,5.181781,186,909,475,5.14209866666667,0.421649038960407
"Slc7a13","SLC7A13",1,0.00660633,2,0.0122035,0,0,0.00626994333333,"SLC7A13",0,0,0.069051,0,0,2,0.023017,0.983629737661573
"Slc7a14","SLC7A14",5336,7.70264,5288,7.05034,4512,6.86178,7.20492,"SLC7A14",14.402487,16.14074,16.120644,897,3791,2139,15.5546236666667,0.49562709278139
"Slc7a2","SLC7A2",2511,6.50493,2542,6.08228,2205,6.01795,6.20172,"SLC7A2",5.318475,6.227211,6.16368,281,1149,624,5.903122,1.04325550091683
"Slc7a3","SLC7A3",137,3.12196,125,2.63094,101,2.42478,2.72589333333,"SLC7A3",5.01021,4.30041,4.630805,46,188,112,4.64714166666667,0.659783931988602
"Slc7a4","SLC7A4",351,4.86544,389,4.98035,333,4.86299,4.90292666667,"SLC7A4",17.553251,9.541763,8.228799,113,424,255,11.7746043333333,0.462082935223852
"Slc7a5","SLC7A5",1190,6.95795,1319,7.12318,1167,7.18868,7.08993666667,"SLC7A5",24.592456,24.710913,41.382115,485,1905,1171,30.2284946666667,0.259056248244499
"Slc7a6","SLC7A6",1020,5.30363,1058,5.08105,907,4.96848,5.11772,"SLC7A6",11.011318,10.01509,9.928988,110,525,262,10.3184653333333,0.540507906313329
"Slc7a6os","SLC7A6OS",281,4.26791,298,4.18042,294,4.70435,4.38422666667,"SLC7A6OS",12.343624,10.387773,12.081168,106,339,216,11.6041883333333,0.427177579728061
"Slc7a7","SLC7A7",2135,6.85515,2328,6.90394,2202,7.4487,7.06926333333,"SLC7A7",1.03577,0.601974,0.797031,14,29,17,0.811591666666667,4.45423959593359
"Slc7a8","SLC7A8",745,1.93563,736,1.7662,678,1.85584,1.85255666667,"SLC7A8",7.173787,7.926211,8.236427,198,827,488,7.77880833333333,0.324936660917721
"Slc7a9","SLC7A9",2,0.0180046,0,0,1,0.00948415,0.00916291666667,"SLC7A9",0,0,0,0,0,0,0,1.00916291666667
"Slc8a1","SLC8A1",555,0.235826,620,0.243325,516,0.23099,0.236713666667,"SLC8A1",11.003207,12.507518,13.082502,1259,5324,3109,12.1977423333333,0.0937064564098552
"Slc8a2","SLC8A2",141,0.700572,181,0.830629,128,0.67002,0.733740333333,"SLC8A2",17.358321,15.916644,19.288992,555,1922,1295,17.521319,0.0936078220634826
"Slc8a3","SLC8A3",630,0.722884,687,0.728081,679,0.820809,0.757258,"SLC8A3",9.91144,11.489149,13.192708,247,1104,592,11.531099,0.140231754613063
"Slc8b1","SLC8B1",295,2.00318,298,1.869,253,1.80993,1.89403666667,"SLC8B1",4.270588,3.13406,2.222455,46,151,80,3.20903433333333,0.687577348502661
"Slc9a1","SLC9A1",1164,3.3458,1271,3.37433,1186,3.5915,3.43721,"SLC9A1",16.512282,18.746433,22.157573,298,1418,808,19.1387626666667,0.220331808534811
"Slc9a2","SLC9A2",80,0.139986,101,0.163234,72,0.13273,0.145316666667,"SLC9A2",0.521991,0.688013,0.546142,17,82,37,0.585382,0.722423155218742
"Slc9a3","SLC9A3",135,0.436653,120,0.358491,157,0.534991,0.443378333333,"SLC9A3",3.948184,2.836773,2.648022,55,161,110,3.14432633333333,0.348278156023508
"Slc9a3r1","SLC9A3R1",1200,10.4395,1147,9.21629,1028,9.42182,9.69253666667,"SLC9A3R1",18.511707,18.704273,20.667831,230,863,539,19.2946036666667,0.526866000553251
"Slc9a3r2","SLC9A3R2",1975,27.7611,2345,30.4444,2106,31.1869,29.7974666667,"SLC9A3R2",29.60758,33.751719,33.475143,309,1254,695,32.2781473333333,0.925456166721501
"Slc9a4","SLC9A4",2,0.00612929,1,0.00283058,1,0.00322868,0.00406285,"SLC9A4",0,0.191061,0.750708,0,6,2,0.313923,0.764171758923468
"Slc9a5","SLC9A5",436,3.21646,402,2.73913,435,3.38084,3.11214333333,"SLC9A5",6.36974,7.892258,9.003651,159,751,481,7.75521633333333,0.469679237699019
"Slc9a6","SLC9A6",6100,17.3803,6460,17.0002,5364,16.1013,16.8272666667,"SLC9A6",41.336633,54.093041,54.825877,854,3557,2130,50.0851836666667,0.348971372659122
"Slc9a7","SLC9A7",1031,0.860076,1116,0.859878,1043,0.916656,0.87887,"SLC9A7",16.241403,18.384788,18.912649,164,653,401,17.84628,0.0996944755145313
"Slc9a8","SLC9A8",1309,3.67467,1396,3.61958,1221,3.61109,3.63511333333,"SLC9A8",9.559527,14.213846,17.283501,258,1135,719,13.6856246666667,0.315622483791973
"Slc9a9","SLC9A9",7038,1.94878,7520,1.9232,6669,1.94544,1.93914,"SLC9A9",1.778168,2.422232,3.187427,41,212,158,2.462609,0.848822376421941
"Slc9b1","SLC9B1",33,0.102851,21,0.060452,27,0.0886552,0.0839860666667,"SLC9B1",0,0.37656,0.700076,0,6,7,0.358878666666667,0.797706295092351
"Slc9b2","SLC9B2",75,0.30887,78,0.29669,61,0.26466,0.290073333333,"SLC9B2",0.439081,2.199885,0.929933,5,48,16,1.189633,0.589173315040922
"Slc9c1","SLC9C1",2,0.00432982,0,0,1,0.00228078,0.00220353333333,"SLC9C1",0,0,0,0,0,0,0,1.00220353333333
"Slco1b2","SLCO1B3-SLCO1B7",1,0.00271682,0,0,0,0,0.000905606666667,"SLCO1B1",0,0.168835,0,0,3,0,0.0562783333333333,0.947577522969798
"Slco1b2","SLCO1B3-SLCO1B7",1,0.00271682,0,0,0,0,0.000905606666667,"SLCO1B3",0,0.168835,0,0,3,0,0.0562783333333333,0.947577522969798
"Slco1b2","SLCO1B3-SLCO1B7",1,0.00271682,0,0,0,0,0.000905606666667,"SLCO1B3-SLCO1B7",0,0.168835,0,0,3,0,0.0562783333333333,0.947577522969798
"Slco1b2","SLCO1B7",1,0.00271682,0,0,0,0,0.000905606666667,"SLCO1B1",0,0.168835,0,0,3,0,0.0562783333333333,0.947577522969798
"Slco1b2","SLCO1B7",1,0.00271682,0,0,0,0,0.000905606666667,"SLCO1B3",0,0.168835,0,0,3,0,0.0562783333333333,0.947577522969798
"Slco1b2","SLCO1B7",1,0.00271682,0,0,0,0,0.000905606666667,"SLCO1B3-SLCO1B7",0,0.168835,0,0,3,0,0.0562783333333333,0.947577522969798
"Slco1b2","SLCO1B3",1,0.00271682,0,0,0,0,0.000905606666667,"SLCO1B1",0,0.168835,0,0,3,0,0.0562783333333333,0.947577522969798
"Slco1b2","SLCO1B3",1,0.00271682,0,0,0,0,0.000905606666667,"SLCO1B3",0,0.168835,0,0,3,0,0.0562783333333333,0.947577522969798
"Slco1b2","SLCO1B3",1,0.00271682,0,0,0,0,0.000905606666667,"SLCO1B3-SLCO1B7",0,0.168835,0,0,3,0,0.0562783333333333,0.947577522969798
"Slco1b2","AC022335.1",1,0.00271682,0,0,0,0,0.000905606666667,"SLCO1B1",0,0.168835,0,0,3,0,0.0562783333333333,0.947577522969798
"Slco1b2","AC022335.1",1,0.00271682,0,0,0,0,0.000905606666667,"SLCO1B3",0,0.168835,0,0,3,0,0.0562783333333333,0.947577522969798
"Slco1b2","AC022335.1",1,0.00271682,0,0,0,0,0.000905606666667,"SLCO1B3-SLCO1B7",0,0.168835,0,0,3,0,0.0562783333333333,0.947577522969798
"Slco1b2","SLCO1B1",1,0.00271682,0,0,0,0,0.000905606666667,"SLCO1B1",0,0.168835,0,0,3,0,0.0562783333333333,0.947577522969798
"Slco1b2","SLCO1B1",1,0.00271682,0,0,0,0,0.000905606666667,"SLCO1B3",0,0.168835,0,0,3,0,0.0562783333333333,0.947577522969798
"Slco1b2","SLCO1B1",1,0.00271682,0,0,0,0,0.000905606666667,"SLCO1B3-SLCO1B7",0,0.168835,0,0,3,0,0.0562783333333333,0.947577522969798
"Slco1c1","SLCO1C1",83,0.281213,89,0.27851,63,0.224875,0.261532666667,"SLCO1C1",16.526994,20.845669,21.435756,289,1351,784,19.6028063333333,0.0612311083381861
"Slco2a1","SLCO2A1",269,0.38914,265,0.354074,184,0.280424,0.341212666667,"SLCO2A1",0.916138,0.812982,0.85791,33,123,81,0.862343333333333,0.720174761904088
"Slco2b1","SLCO2B1",171,0.495746,196,0.524824,116,0.354295,0.458288333333,"SLCO2B1",5.73229,3.663662,3.730846,104,315,185,4.37559933333333,0.271279208681041
"Slco3a1","SLCO3A1",1391,0.772817,1305,0.669661,1294,0.757405,0.733294333333,"SLCO3A1",23.552785,17.772975,16.205935,414,1393,752,19.1772316666667,0.0859034758567227
"Slco4a1","SLCO4A1",71,0.591733,104,0.800563,81,0.711208,0.701168,"SLCO4A1",2.595568,4.111414,4.168832,52,272,160,3.62527133333333,0.367798530594313
"Slco4c1","SLCO4C1",10,0.0277645,19,0.0487235,22,0.0643511,0.0469463666667,"SLCO4C1",0.150828,0.500065,0.345706,5,61,24,0.332199666666667,0.785877967742098
"Slco5a1","SLCO5A1",1545,1.90162,1575,1.79048,1556,2.01766,1.90325333333,"SLCO5A1",0.286704,0.45802,0.555918,17,100,69,0.433547333333333,2.02522321085782
"Slco6c1","SLCO6A1",19,0.0425758,18,0.0372543,21,0.0495761,0.0431354,"SLCO6A1",0,0.035631,0.031535,0,2,1,0.0223886666666667,1.02029241325706
"Slf1","SLF1",496,0.833283,532,0.8255,474,0.838944,0.832575666667,"SLF1",5.28818,6.737811,6.555376,98,415,255,6.193789,0.254744150359011
"Slf2","SLF2",945,2.81257,865,2.37784,771,2.41752,2.53597666667,"SLF2",8.111598,8.89364,9.361107,280,1198,701,8.78878166666667,0.36122745271875
"Slfn1","SLFN12",3,0.0799772,13,0.320098,4,0.112344,0.1708064,"",0,0.022849,0,0,1,0,0.00761633333333333,1.16195655158428
"Slfn1","SLFN12",3,0.0799772,13,0.320098,4,0.112344,0.1708064,"SLFN12",0,0.022849,0,0,1,0,0.00761633333333333,1.16195655158428
"Slfn1","SLFN12L",3,0.0799772,13,0.320098,4,0.112344,0.1708064,"",0,0.022849,0,0,1,0,0.00761633333333333,1.16195655158428
"Slfn1","SLFN12L",3,0.0799772,13,0.320098,4,0.112344,0.1708064,"SLFN12",0,0.022849,0,0,1,0,0.00761633333333333,1.16195655158428
"Slfn14","SLFN14",3,0.0400815,5,0.0617004,0,0,0.0339273,"SLFN14",0,0.021264,0,0,2,0,0.007088,1.02665040195097
"Slfn5","SLFN5",256,2.94497,300,3.18755,208,2.52086,2.88446,"SLFN5",1.673086,2.116729,1.802817,66,297,158,1.86421066666667,1.3562061077444
"Slfn9","SLFN11",51,0.588919,51,0.543939,39,0.474454,0.535770666667,"SLFN13",0.211034,0.174672,0.123769,8,26,10,0.169825,1.31282086351976
"Slfnl1","SLFNL1",0,0,1,0.0323527,0,0,0.0107842333333,"SLFNL1",0,0.047562,0,0,2,0,0.015854,0.995009355018831
"Slirp","SLIRP",1050,19.6089,1136,19.5946,918,18.0614,19.0883,"SLIRP",84.591813,84.872963,68.34614,89,326,173,79.2703053333333,0.250258173512367
"Slit1","SLIT1",3274,3.54339,3475,3.47368,3124,3.56201,3.52636,"SLIT1",4.192364,4.774571,4.358455,92,443,241,4.44179666666667,0.831776760003896
"Slit2","SLIT2",1178,0.563273,1243,0.548959,1204,0.606519,0.572917,"SLIT2",14.143255,11.222286,12.654482,165,699,395,12.673341,0.115035308488247
"Slit3","SLIT3",140,0.0369996,140,0.0341737,165,0.0459406,0.0390379666667,"SLIT3",1.97829,2.317982,2.609747,69,250,165,2.30200633333333,0.314668677699901
"Slitrk1","SLITRK1",694,20.0998,665,17.7889,662,20.1992,19.3626333333,"SLITRK1",9.922923,11.082748,12.105822,365,1541,953,11.0371643333333,1.69164703325614
"Slitrk2","SLITRK2",349,4.48559,365,4.33293,269,3.64242,4.15364666667,"SLITRK2",4.448462,5.402145,6.015876,188,683,481,5.28882766666667,0.819492430041678
"Slitrk3","SLITRK3",2136,31.4571,2239,30.4556,1991,30.8911,30.9346,"SLITRK3",4.348833,6.324203,6.303481,128,664,382,5.658839,4.7958210132427
"Slitrk4","SLITRK4",1226,15.7106,1293,15.3036,1164,15.7144,15.5762,"SLITRK4",10.232815,7.147577,8.598875,380,1098,712,8.65975566666667,1.71600613638709
"Slitrk5","SLITRK5",800,15.4341,789,14.0593,733,14.8984,14.7972666667,"SLITRK5",4.536034,5.830073,6.716637,151,631,361,5.694248,2.3598269240548
"Slitrk6","SLITRK6",20,0.472478,17,0.370933,21,0.522655,0.455355333333,"SLITRK6",0.384275,0.566177,0.481668,11,60,29,0.477373333333333,0.985096522657103
"Slk","SLK",3216,7.61263,3380,7.38975,2889,7.2046,7.40232666667,"SLK",12.169725,20.140477,19.10429,590,2042,1285,17.138164,0.46324019711532
"Slmap","SLMAP",3304,4.21151,3286,3.86866,3033,4.073,4.05105666667,"SLMAP",50.677435,34.511737,40.710127,622,2021,1228,41.966433,0.117558203322812
"Slpi","SLPI",28,0.124075,53,0.216919,29,0.135384,0.158792666667,"SLPI",0.394389,0.308455,0.727463,1,3,4,0.476769,0.784681061606115
"Sltm","SLTM",1700,5.33246,1671,4.84116,1474,4.87102,5.01488,"SLTM",17.36832,16.559995,15.824317,402,1453,800,16.5842106666667,0.342061416006693
"Slu7","SLU7",1545,16.8421,1511,15.2134,1385,15.906,15.9871666667,"SLU7",56.982947,52.846552,42.630126,392,1391,841,50.819875,0.327811803226079
"Slurp1","SLURP1",27,1.12743,33,1.27272,31,1.36374,1.25463,"SLURP1",0,0,0,0,0,0,0,2.25463
"Slx1b","SLX1A",336,8.25554,393,8.91853,320,8.28324,8.48577,"SLX1A",6.167162,6.060072,4.610731,107,372,182,5.612655,1.43448735795229
"Slx1b","SLX1A",336,8.25554,393,8.91853,320,8.28324,8.48577,"SLX1B",6.167162,6.060072,4.610731,107,372,182,5.612655,1.43448735795229
"Slx1b","SLX1B",336,8.25554,393,8.91853,320,8.28324,8.48577,"SLX1A",6.167162,6.060072,4.610731,107,372,182,5.612655,1.43448735795229
"Slx1b","SLX1B",336,8.25554,393,8.91853,320,8.28324,8.48577,"SLX1B",6.167162,6.060072,4.610731,107,372,182,5.612655,1.43448735795229
"Slx4","SLX4",274,1.72413,259,1.50526,246,1.63079,1.62006,"SLX4",8.979564,8.972815,12.989508,160,657,410,10.3139623333333,0.231577578465216
"Slx4ip","SLX4IP",406,0.348663,390,0.309342,388,0.351039,0.336348,"SLX4IP",1.224083,1.678567,1.841564,41,198,108,1.58140466666667,0.517682491728664
"Smad1","SMAD1",1131,2.87189,1111,2.60564,921,2.46382,2.64711666667,"SMAD1",7.810342,6.765546,7.375409,160,506,265,7.317099,0.438508266724972
"Smad2","SMAD2",1955,4.37325,2109,4.35742,1825,4.30095,4.34387333333,"SMAD2",9.901058,12.282003,10.976753,213,938,558,11.0532713333333,0.443354603538337
"Smad3","SMAD3",158,0.220475,138,0.177859,131,0.192583,0.196972333333,"SMAD3",13.53974,9.749732,19.871941,208,812,590,14.3871376666667,0.0777904480523376
"Smad4","SMAD4",1461,3.5009,1476,3.26671,1353,3.41564,3.39441666667,"SMAD4",16.209808,20.884571,25.315921,283,885,571,20.8034333333333,0.201547004065262
"Smad5","SMAD5",960,3.78482,906,3.29911,727,3.01962,3.36785,"SMAD5",11.434314,11.729692,11.564092,335,1324,816,11.5760326666667,0.347315414628111
"Smad6","SMAD6",36,0.0809974,59,0.122607,34,0.0805919,0.0947321,"SMAD6",8.885577,0.469357,2.0883,12,30,25,3.81441133333333,0.227386491141804
"Smad7","SMAD7",111,0.606477,113,0.57025,110,0.633182,0.603303,"SMAD7",9.120207,11.087975,9.506873,143,541,316,9.90501833333333,0.14702432870738
"Smagp","SMAGP",26,0.258649,25,0.229706,20,0.209609,0.232654666667,"SMAGP",1.228917,1.462437,1.232738,4,20,10,1.30803066666667,0.534072048725089
"Smap1","SMAP1",2583,5.17484,2609,4.82771,2265,4.78062,4.92772333333,"SMAP1",59.654969,68.15111,71.365868,399,1484,960,66.390649,0.0879606209658257
"Smap2","SMAP2",2157,6.842,2225,6.51865,2032,6.79048,6.71704333333,"SMAP2",38.386874,36.897166,38.283458,709,2499,1467,37.8558326666667,0.198607076562542
"Smarca1","SMARCA1",1398,2.59526,1543,2.64567,1116,2.18264,2.47452333333,"SMARCA1",5.148173,4.109426,4.294509,119,400,235,4.51736933333333,0.629742749382133
"Smarca2","SMARCA2",3130,2.80369,3413,2.82369,3008,2.83862,2.822,"SMARCA2",98.9317,129.362863,130.220188,1258,5250,3242,119.504917,0.031716548130563
"Smarca4","SMARCA4",3437,6.0577,3675,5.98247,3354,6.22781,6.08932666667,"SMARCA4",22.196302,24.785627,25.002665,791,3391,1927,23.9948646666667,0.283631328323389
"Smarca5","SMARCA5",2222,8.41342,2121,7.41761,1843,7.35187,7.72763333333,"SMARCA5",32.096183,24.125835,24.173772,684,2002,1217,26.7985966666667,0.313959493638588
"Smarcad1","SMARCAD1",663,1.40045,644,1.25642,562,1.25064,1.30250333333,"SMARCAD1",10.29928,6.683309,8.500891,170,552,367,8.49449333333333,0.242509342256985
"Smarcal1","SMARCAL1",1197,3.72434,1228,3.52898,1213,3.97613,3.74315,"SMARCAL1",11.418795,17.462583,20.75049,218,1077,623,16.543956,0.270358065193506
"Smarcb1","SMARCB1",950,5.93378,981,5.65942,926,6.09345,5.89555,"SMARCB1",27.128842,26.083335,26.839714,263,1061,614,26.6839636666667,0.24908102333275
"Smarcc1","SMARCC1",1836,2.32679,1937,2.2673,1783,2.38056,2.32488333333,"SMARCC1",15.470749,13.843156,22.342158,292,1095,657,17.2186876666667,0.182498508902663
"Smarcd1","SMARCD1",1599,20.9204,1665,20.1202,1490,20.5377,20.5261,"SMARCD1",68.949124,48.90227,51.786008,350,1598,923,56.5458006666667,0.374068998095789
"Smarcd2","SMARCD2",770,12.2025,750,10.9777,661,11.0358,11.4053333333,"SMARCD2",21.912117,23.829836,24.490607,154,687,401,23.4108533333333,0.508189253521931
"Smarcd3","SMARCD3",1409,6.50978,1535,6.55026,1390,6.76572,6.60858666667,"SMARCD3",27.496033,30.514455,38.090331,230,895,549,32.0336063333333,0.230328671653158
"Smarce1","SMARCE1",1038,7.33271,1049,6.84443,903,6.72046,6.96586666667,"SMARCE1",42.892859,35.116875,37.817052,282,1013,598,38.6089286666667,0.201112903954248
"Smc1a","SMC1A",3309,11.1005,3468,10.7453,3058,10.8075,10.8844333333,"SMC1A",50.174817,34.745683,27.659346,747,2467,1458,37.5266153333333,0.308473330202395
"Smc1b","SMC1B",39,0.0899749,39,0.0831029,25,0.0607632,0.077947,"SMC1B",0.036569,0.019747,0,1,2,0,0.018772,1.05808463522751
"Smc2","SMC2",279,0.883417,259,0.757454,236,0.787259,0.809376666667,"SMC2",2.734953,2.904785,3.685424,63,237,133,3.10838733333333,0.440410438418659
"Smc3","SMC3",1217,4.15726,1350,4.25937,1111,3.9983,4.13831,"SMC3",15.231459,14.570921,20.526351,467,1516,961,16.7762436666667,0.289054881129648
"Smc4","SMC4",1040,5.4011,1068,5.12289,944,5.16494,5.22964333333,"SMC4",9.625315,3.592649,7.514563,88,245,164,6.91084233333333,0.787481670198458
"Smc5","SMC5",1087,2.5014,1054,2.24022,1074,2.60377,2.44846333333,"SMC5",15.913103,14.8541,18.883778,215,737,489,16.550327,0.196489976131499
"Smc6","SMC6",1445,4.16098,1374,3.65435,1247,3.78302,3.86611666667,"SMC6",29.431583,31.481795,41.405774,422,1402,848,34.106384,0.138610591927383
"Smchd1","SMCHD1",1066,1.2644,1172,1.28395,999,1.24835,1.26556666667,"SMCHD1",10.265695,13.26521,17.399909,308,1102,702,13.6436046666667,0.154713727817791
"Smco1","SMCO1",3,0.140503,3,0.129772,3,0.148023,0.139432666667,"SMCO1",0,0.096612,0.147642,0,3,3,0.081418,1.05364684762691
"Smco2","SMCO2",0,0,0,0,1,0.00767574,0.00255858,"SMCO2",0,0,0,0,0,0,0,1.00255858
"Smco3","SMCO3",420,11.7966,479,12.4261,340,10.0607,11.4278,"SMCO3",3.063011,4.112463,4.911226,40,185,123,4.0289,2.47127602457794
"Smco4","SMCO4",55,0.164705,63,0.174253,58,0.182985,0.173981,"SMCO4",1.222575,1.979602,2.26519,5,33,21,1.82245566666667,0.415943114311686
"Smcr8","SMCR8",1010,14.5635,1028,13.6909,902,13.7023,13.9855666667,"SMCR8",6.468013,6.755833,7.90782,332,1314,869,7.04388866666667,1.86297539507218
"Smdt1","SMDT1",1567,24.002,1613,22.8196,1406,22.6886,23.1700666667,"SMDT1",157.64976,225.228611,241.502685,230,923,574,208.127018666667,0.115576011272008
"Smg1","SMG1",4365,6.02945,4264,5.44009,3766,5.48047,5.65000333333,"SMG1",36.459579,44.408541,42.213833,1598,7514,4245,41.0273176666667,0.158230496318454
"Smg5","SMG5",2614,15.5572,2758,15.1606,2443,15.3177,15.3451666667,"SMG5",24.516771,32.747291,32.76598,515,1876,1092,30.010014,0.527093172763482
"Smg6","SMG6",2096,1.3633,2241,1.34628,1839,1.26016,1.32324666667,"SMG6",6.016337,10.549926,12.446487,224,1031,617,9.67091666666667,0.217717628132853
"Smg7","SMG7",1854,4.38307,1732,3.78192,1593,3.96761,4.0442,"SMG7",17.623997,19.386859,19.337074,564,2176,1330,18.7826433333333,0.254981092011128
"Smg8","SMG8",460,7.89518,453,7.18121,433,7.82954,7.63531,"SMG8",5.044993,4.14481,4.973629,93,337,222,4.721144,1.5093677068782
"Smg9","SMG9",648,4.34264,739,4.57423,570,4.02436,4.31374333333,"SMG9",13.238064,22.839139,18.861684,92,496,259,18.3129623333333,0.275138699160548
"Smim1","SMIM1",395,10.6418,426,10.6004,399,11.3249,10.8557,"SMIM1",10.096368,19.094602,25.773618,47,298,174,18.3215293333333,0.613600496910286
"Smim10l1","SMIM10L1",2127,55.1043,2094,50.1059,1984,54.1506,53.1202666667,"SMIM10L1",75.289135,58.677843,66.876399,964,3150,1934,66.9477923333333,0.796497793500056
"Smim10l2a","SMIM10L2A",241,11.6383,316,14.0946,269,13.6857,13.1395333333,"SMIM10L2B",5.840719,6.558933,6.303173,91,387,210,6.234275,1.9545197456967
"Smim10l2a","SMIM10L2A",241,11.6383,316,14.0946,269,13.6857,13.1395333333,"SMIM10L2A",5.840719,6.558933,6.303173,91,387,210,6.234275,1.9545197456967
"Smim10l2a","SMIM10L2B",241,11.6383,316,14.0946,269,13.6857,13.1395333333,"SMIM10L2B",5.840719,6.558933,6.303173,91,387,210,6.234275,1.9545197456967
"Smim10l2a","SMIM10L2B",241,11.6383,316,14.0946,269,13.6857,13.1395333333,"SMIM10L2A",5.840719,6.558933,6.303173,91,387,210,6.234275,1.9545197456967
"Smim11","SMIM11B",145,1.91437,171,2.0852,118,1.64128,1.88028333333,"SMIM11B",19.341253,14.262812,15.340732,37,110,64,16.3149323333333,0.166346785415101
"Smim11","SMIM11B",145,1.91437,171,2.0852,118,1.64128,1.88028333333,"SMIM11A",19.341253,14.262812,15.340732,37,110,64,16.3149323333333,0.166346785415101
"Smim11","SMIM11A",145,1.91437,171,2.0852,118,1.64128,1.88028333333,"SMIM11B",19.341253,14.262812,15.340732,37,110,64,16.3149323333333,0.166346785415101
"Smim11","SMIM11A",145,1.91437,171,2.0852,118,1.64128,1.88028333333,"SMIM11A",19.341253,14.262812,15.340732,37,110,64,16.3149323333333,0.166346785415101
"Smim12","SMIM12",783,30.186,864,30.7646,802,32.5733,31.1746333333,"SMIM12",24.900479,26.606234,27.645954,140,569,333,26.3842223333333,1.1749332495791
"Smim13","SMIM13",4260,24.7322,4385,23.5135,3900,23.854,24.0332333333,"SMIM13",38.117256,36.592839,38.960469,1140,4017,2428,37.890188,0.643690211353568
"Smim14","SMIM14",3602,6.18836,3914,6.2108,3095,5.60192,6.00036,"SMIM14",51.758686,50.487752,52.5802,716,2932,1747,51.6088793333333,0.133064229626434
"Smim15","SMIM15",841,27.6139,923,27.9916,759,26.2553,27.2869333333,"SMIM15",19.959931,21.538945,24.433796,225,753,477,21.9775573333333,1.23106790347399
"Smim17","SMIM17",238,1.10668,226,0.970615,228,1.11692,1.06473833333,"SMIM17",13.549722,14.009035,13.260358,193,813,449,13.6063716666667,0.141358742639827
"Smim18","SMIM18",42,1.15193,71,1.79858,49,1.41585,1.45545333333,"SMIM18",7.859074,7.574485,8.330446,19,69,43,7.921335,0.275233844859542
"Smim19","SMIM19",331,3.60041,361,3.62682,316,3.62122,3.61615,"SMIM19",15.550852,15.377737,16.32924,117,422,254,15.7526096666667,0.275548114105765
"Smim20","SMIM20",694,9.40086,682,8.53272,594,8.47693,8.80350333333,"SMIM20",150.635991,170.526099,201.045665,98,329,177,174.069251666667,0.0559978593613683
"Smim23","SMIM23",0,0,2,0.0471794,1,0.0269074,0.0246956,"SMIM23",0,0,0,0,0,0,0,1.0246956
"Smim24","SMIM24",12,0.795264,8,0.489683,9,0.628372,0.637773,"SMIM24",1.001225,0.363108,0.153895,4,7,1,0.506076,1.08744379433707
"Smim26","SMIM26",166,19.6228,140,15.2853,126,15.6916,16.8665666667,"SMIM26",34.89901,27.685206,31.343387,56,167,107,31.309201,0.552986954604665
"Smim3","SMIM3",210,1.17257,199,1.02628,158,0.929437,1.04276233333,"SMIM3",3.078945,2.837267,2.433605,39,138,67,2.78327233333333,0.539945886351295
"Smim31","SMIM31",28,0.0988795,37,0.120683,29,0.107892,0.1091515,"SMIM31",0,0.058884,0,0,2,0,0.019628,1.08780015848917
"Smim38","SMIM38",16,1.08207,15,0.936959,14,0.997485,1.00550466667,"SMIM38",1.655362,3.73119,0.312776,2,18,3,1.899776,0.691606753994102
"Smim4","SMIM4",1809,6.87748,1898,6.66472,1594,6.38444,6.64221333333,"SMIM4",40.51439,34.253423,34.506263,28,115,56,36.424692,0.204202437613381
