"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"Sema4f","SEMA4F",2653,14.7667,2754,14.1581,2335,13.6923,14.2057,"SEMA4F",18.402751,15.077648,14.264665,399,432,786,15.9150213333333,0.898946545815766
"Sema4g","SEMA4G",299,3.24596,324,3.24872,295,3.37395,3.28954333333,"SEMA4G",3.436554,3.072143,3.82095,198,178,392,3.44321566666667,0.965414162879932
"Sema5a","SEMA5A",3212,1.10409,3695,1.17311,3277,1.18672,1.15464,"SEMA5A",4.974183,4.831608,4.251377,774,740,1261,4.68572266666667,0.378956225324157
"Sema5b","SEMA5B",159,0.199681,216,0.250547,177,0.234184,0.228137333333,"SEMA5B",19.783705,7.236235,14.197973,206,214,398,13.7393043333333,0.0833239687273119
"Sema6a","SEMA6A",555,0.64635,470,0.505554,366,0.449055,0.533653,"SEMA6A",5.032771,6.470221,4.86322,290,358,541,5.455404,0.237576610232295
"Sema6b","SEMA6B",81,0.728428,93,0.772466,109,1.03269,0.844528,"SEMA6B",18.512138,20.580364,19.814196,780,905,1778,19.635566,0.0893858690379513
"Sema6c","SEMA6C",651,7.44701,807,8.52648,761,9.17128,8.38159,"SEMA6C",10.871077,10.084866,7.766371,125,136,254,9.57410466666667,0.887223107368523
"Sema6d","SEMA6D",3229,0.867373,3334,0.827177,3130,0.885781,0.860110333333,"SEMA6D",9.670587,9.620083,9.232014,833,794,1467,9.50756133333333,0.177025883963402
"Sema7a","SEMA7A",1993,13.5946,2158,13.5958,2192,15.7523,14.3142333333,"SEMA7A",43.814644,39.878437,37.693138,1864,1768,3101,40.462073,0.369355225757767
"Senp1","SENP1",361,1.01872,371,0.966975,364,1.08216,1.02261833333,"SENP1",5.161476,3.660224,5.177385,177,178,382,4.66636166666667,0.356951859467142
"Senp2","SENP2",2487,9.70203,2436,8.77726,2211,9.08698,9.18875666667,"SENP2",27.063023,26.773111,26.046713,1257,1278,2317,26.6276156666667,0.368788852052947
"Senp3","SENP3",1452,25.1241,1488,23.7806,1370,24.9741,24.6262666667,"SENP3-EIF4A1",282.512314,298.228997,385.648326,643,541,1170,322.129879,0.0793063976194538
"Senp3","SENP3",1452,25.1241,1488,23.7806,1370,24.9741,24.6262666667,"SENP3",282.512314,298.228997,385.648326,643,541,1170,322.129879,0.0793063976194538
"Senp3","SENP3-EIF4A1",1452,25.1241,1488,23.7806,1370,24.9741,24.6262666667,"SENP3-EIF4A1",282.512314,298.228997,385.648326,643,541,1170,322.129879,0.0793063976194538
"Senp3","SENP3-EIF4A1",1452,25.1241,1488,23.7806,1370,24.9741,24.6262666667,"SENP3",282.512314,298.228997,385.648326,643,541,1170,322.129879,0.0793063976194538
"Senp5","SENP5",3799,13.5189,3813,12.5324,3480,13.0465,13.0326,"SENP5",9.887782,10.717206,9.647152,831,806,1517,10.0840466666667,1.2660177660746
"Senp6","SENP6",3055,6.07505,3081,5.65881,2633,5.51612,5.74999333333,"SENP6",50.069166,62.007889,52.728363,873,875,1587,54.9351393333333,0.120675364605867
"Senp7","SENP7",1019,1.11634,1032,1.04424,931,1.07453,1.07837,"SENP7",19.090089,18.347258,18.220785,569,459,897,18.5527106666667,0.106295747706388
"Senp8","SENP8",499,4.70759,510,4.44389,491,4.88004,4.67717333333,"SENP8",3.576513,2.53688,2.866077,81,77,180,2.99315666666667,1.42172566899788
"Sephs1","SEPHS1",651,3.4849,753,3.72305,577,3.25408,3.48734333333,"SEPHS1",4.386236,5.754142,6.863673,252,265,466,5.668017,0.672965190900083
"Sephs2","SEPHS2",441,31.4411,510,33.5833,438,32.8985,32.6409666667,"SEPHS2",11.131753,11.401685,9.944977,296,309,536,10.8261383333333,2.84462820563151
"Sepsecs","SEPSECS",583,3.05472,617,2.98595,517,2.85389,2.96485333333,"SEPSECS",3.790788,3.097716,3.121952,229,205,376,3.33681866666667,0.914230830955502
"Serac1","SERAC1",550,2.27361,502,1.91669,484,2.10786,2.09938666667,"SERAC1",7.184545,5.977208,7.991778,224,202,449,7.051177,0.384960691669057
"Serbp1","SERBP1",3143,8.19029,3258,7.84153,2766,7.59366,7.87516,"SERBP1",131.286909,151.46603,127.326767,2651,2560,4439,136.693235333333,0.0644560350297141
"Serf1","SERF1A",290,6.86138,336,7.34256,301,7.5028,7.23558,"SERF1A",17.177527,15.186627,9.746959,60,57,72,14.0370376666667,0.547686331747124
"Serf1","SERF1B",290,6.86138,336,7.34256,301,7.5028,7.23558,"SERF1A",17.177527,15.186627,9.746959,60,57,72,14.0370376666667,0.547686331747124
"Sergef","SERGEF",280,0.22099,308,0.224522,249,0.207042,0.217518,"SERGEF",14.130448,11.557868,13.300709,200,172,348,12.9963416666667,0.0869883023004226
"Serhl","SERHL2",1049,5.99265,1327,7.00179,1057,6.36154,6.45199333333,"SERHL2",34.402062,23.384661,8.681904,44,34,48,22.156209,0.321814047080418
"Serinc1","SERINC1",24420,226.186,25706,219.913,22131,215.956,220.685,"SERINC1",281.522116,314.87998,279.174988,10916,11707,19524,291.859028,0.756968298071385
"Serinc2","SERINC2",890,5.37264,891,4.96787,872,5.54573,5.29541333333,"SERINC2",2.907381,1.614473,1.442819,64,35,67,1.98822433333333,2.10674053587788
"Serinc3","SERINC3",11343,80.5369,11575,75.9072,10020,74.9512,77.1317666667,"SERINC3",66.253718,85.508697,76.561706,3090,3183,5698,76.1080403333333,1.01327651862168
"Serinc4","SERINC4",3896,34.1192,4211,34.0612,3705,34.1831,34.1211666667,"SERINC4",0.269222,0.038043,0.160319,1,1,1,0.155861333333333,30.3852768959887
"Serinc5","SERINC5",5447,8.3824,5777,8.21123,5046,8.18092,8.25818333333,"SERINC5",15.873026,14.586862,15.142769,1006,929,1799,15.2008856666667,0.57146155610361
"Serp1","SERP1",1020,26.0555,1089,25.6934,900,24.2206,25.3231666667,"SERP1",7.964418,8.100371,7.710852,503,500,933,7.92521366666667,2.94930380938779
"Serp2","SERP2",639,4.1194,741,4.4121,591,4.01388,4.18179333333,"SERP2",45.367792,62.283473,58.452478,314,407,735,55.3679143333333,0.0919280657199291
"Serpina10","SERPINA10",31,0.288822,40,0.34421,27,0.265018,0.29935,"SERPINA10",0.113603,0.058127,0.119444,2,1,6,0.097058,1.18439499096675
"Serpina12","SERPINA12",5,0.0495085,5,0.0457272,3,0.031295,0.0421769,"SERPINA12",0,0,0.020327,0,0,2,0.00677566666666667,1.03516298069712
"Serpina1a","SERPINA1",13,0.202298,17,0.244338,11,0.180337,0.208991,"SERPINA1",0.202343,0,0,1,0,0,0.0674476666666667,1.13259978709339
"Serpina1f","SERPINA2",0,0,1,0.0191497,0,0,0.00638323333333,"SERPINA2",0,0,0,0,0,0,0,1.00638323333333
"Serpina3c","SERPINA3",69,1.43002,82,1.56965,85,1.85591,1.61852666667,"SERPINA3",0.034023,0,0.017849,1,0,1,0.0172906666666667,2.57402014239457
"Serpina5","SERPINA5",2,0.0617747,1,0.0285283,0,0,0.030101,"SERPINA5",0,0,0,0,0,0,0,1.030101
"Serpina9","SERPINA9",5,0.0408166,5,0.0376991,3,0.0258007,0.0347721333333,"SERPINA9",2.40906,4.972596,5.596053,96,136,269,4.325903,0.194290458037501
"Serpinb10","SERPINB10",0,0,4,0.0282904,0,0,0.00943013333333,"SERPINB10",0,0,0.034533,0,0,1,0.011511,0.997942813605912
"Serpinb11","SERPINB11",0,0,1,0.00743618,0,0,0.00247872666667,"SERPINB11",0.036759,0,0.038562,1,0,2,0.025107,0.977925940088859
"Serpinb12","SERPINB12",7,0.0480056,5,0.0316708,9,0.065025,0.0482338,"SERPINB12",0.06724,0,0,1,0,0,0.0224133333333333,1.02525443069339
"Serpinb1b","SERPINB1",364,3.57434,372,3.3739,245,2.53457,3.16093666667,"SERPINB1",0.796459,0.670836,1.030619,17,14,28,0.832638,2.27046294285615
"Serpinb2","SERPINB2",2,0.012904,2,0.0119184,2,0.0135946,0.0128056666667,"SERPINB2",0.040277,0,0.070127,1,0,1,0.0368013333333333,0.976856061141929
"Serpinb5","SERPINB5",45,0.314953,63,0.407258,29,0.213834,0.312015,"SERPINB5",0,0.060244,0.086598,0,2,3,0.0489473333333333,1.25079206391678
"Serpinb6a","SERPINB6",14613,26.7218,15281,25.8091,12896,24.8443,25.7917333333,"SERPINB6",24.974305,20.97863,20.560585,252,243,466,22.1711733333333,1.15625276924403
"Serpinb7","SERPINB7",4,0.0117062,3,0.00810906,2,0.00616635,0.00866053666667,"SERPINB7",0,0,0,0,0,0,0,1.00866053666667
"Serpinb8","SERPINB8",516,3.91073,516,3.61204,440,3.51322,3.67866333333,"SERPINB8",10.202307,2.224203,7.026951,197,118,298,6.484487,0.625114765157585
"Serpinb9f","SERPINB9",0,0,1,0.012693,0,0,0.004231,"SERPINB9",0,0,0,0,0,0,0,1.004231
"Serpinc1","SERPINC1",190,1.08104,187,0.982709,158,0.947086,1.00361166667,"SERPINC1",0.076862,0.729353,0.037507,3,7,3,0.281240666666667,1.56380586317377
"Serpind1","SERPIND1",128,1.62776,208,2.44308,174,2.33116,2.134,"SERPIND1",0.860939,0.877224,1.115744,23,23,58,0.951302333333333,1.60610682745729
"Serpine1","SERPINE1",29,0.41812,28,0.372869,12,0.182275,0.324421333333,"SERPINE1",0.463458,0.574627,0.573559,17,21,42,0.537214666666667,0.861572142168606
"Serpine2","SERPINE2",1636,3.79079,1570,3.36001,1420,3.4664,3.53906666667,"SERPINE2",109.457749,123.86356,109.844953,1653,1756,3150,114.388754,0.0393371668323067
"Serpine3","SERPINE3",174,0.945039,148,0.742432,110,0.629415,0.772295333333,"SERPINE3",0.058273,0.059496,0.091726,1,1,3,0.0698316666666667,1.6566113983661
"Serpinf1","SERPINF1",1500,18.0015,1675,18.5664,1385,17.511,18.0263,"SERPINF1",14.694945,10.675978,15.791164,75,69,168,13.7206956666667,1.29248647148401
"Serpinf2","SERPINF2",2,0.0394934,2,0.036477,2,0.0416072,0.0391925333333,"SERPINF2",0.121541,0,0.054488,1,0,3,0.0586763333333333,0.981596074846892
"Serping1","SERPING1",2562,39.5353,2769,39.466,2432,39.5378,39.5130333333,"SERPING1",2.854043,3.730552,3.669479,65,83,159,3.41802466666667,9.16994276626945
"Serpinh1","SERPINH1",1530,30.1971,1613,29.4037,1242,25.8249,28.4752333333,"SERPINH1",6.943184,5.656314,9.928249,139,152,349,7.509249,3.46390537323564
"Serpini1","SERPINI1",4116,7.43278,4264,7.11194,3681,7.00303,7.18258333333,"SERPINI1",61.963283,79.840107,61.910467,2935,3260,5382,67.904619,0.118752319540871
"Serpini2","SERPINI2",0,0,0,0,1,0.0059012,0.00196706666667,"SERPINI2",0,0,0,0,0,0,0,1.00196706666667
"Sertad1","SERTAD1",151,6.87894,192,8.07869,168,8.06303,7.67355333333,"SERTAD1",5.177338,5.41967,4.951236,70,78,140,5.182748,1.40286379670173
"Sertad2","SERTAD2",1165,1.64726,1194,1.55932,1062,1.582,1.59619333333,"SERTAD2",4.288831,5.15162,5.036281,339,360,668,4.82557733333333,0.445654256184165
"Sertad3","SERTAD3",128,5.52315,94,3.74627,105,4.7732,4.68087333333,"SERTAD3",0.866065,1.200881,0.779554,14,19,24,0.948833333333333,2.91501240057983
"Sertad4","SERTAD4",709,9.76513,798,10.1515,701,10.1717,10.0294433333,"SERTAD4",5.829747,8.192335,8.169606,250,271,459,7.39722933333333,1.31346220229069
"Sertm1","SERTM1",388,3.19985,386,2.94022,293,2.54571,2.89526,"SERTM1",5.939005,6.103668,4.922597,241,247,391,5.65509,0.585305382797227
"Sesn1","SESN1",1238,1.95095,1440,2.09596,1208,2.00556,2.01749,"SESN1",16.170885,17.130356,17.718106,598,617,1236,17.006449,0.167578293754643
"Sesn2","SESN2",147,1.23529,124,0.962424,127,1.12434,1.10735133333,"SESN2",2.871403,2.946469,2.31638,132,137,212,2.71141733333333,0.567802309485181
"Sesn3","SESN3",2312,6.18322,2388,5.8987,2081,5.86331,5.98174333333,"SESN3",21.29194,24.353895,23.005222,2736,3093,5629,22.8836856666667,0.292322693857678
"Sestd1","SESTD1",4669,7.22842,4932,7.05241,4380,7.14394,7.14159,"SESTD1",9.12374,10.280134,9.364224,836,916,1746,9.589366,0.768845840251437
"Set","SETSIP",2977,30.3985,3148,29.6895,2616,28.142,29.41,"SETSIP",75.147026,65.570543,66.152645,1577,1416,2620,68.956738,0.434697226734614
"Set","SET",2977,30.3985,3148,29.6895,2616,28.142,29.41,"SETSIP",75.147026,65.570543,66.152645,1577,1416,2620,68.956738,0.434697226734614
"Setbp1","SETBP1",333,0.143963,362,0.144548,361,0.164422,0.150977666667,"SETBP1",3.479034,3.036574,3.204328,492,422,871,3.23997866666667,0.271458362683664
"Setd1b","SETD1B",1008,5.91787,997,5.40623,931,5.75836,5.69415333333,"SETD1B",5.128859,4.443314,5.615742,477,527,1087,5.06263833333333,1.10416504585545
"Setd2","SETD2",1639,2.95672,1684,2.80588,1479,2.81089,2.85783,"SETD2",27.34626,31.032403,27.115211,1000,1087,1885,28.497958,0.130782951145296
"Setd3","SETD3",4259,9.06969,4563,8.97491,4004,8.98303,9.00921,"SETD3",65.002775,212.396264,149.119002,1638,1642,3061,142.172680333333,0.0699100553031252
"Setd4","SETD4",164,1.23523,173,1.20349,141,1.11883,1.18585,"SETD4",7.706274,5.118709,6.534694,82,56,159,6.45322566666667,0.293275703401261
"Setd5","SETD5",2723,5.55579,2884,5.43486,2716,5.8381,5.60958333333,"SETD5",21.552412,24.297756,24.410925,1470,1402,2652,23.4203643333333,0.270658670080038
"Setd6","SETD6",172,8.52906,215,9.84705,206,10.7618,9.71263666667,"SETD6",14.481299,14.494593,11.061961,79,94,159,13.345951,0.746735902462653
"Setd7","SETD7",7652,26.0675,7463,23.4818,7108,25.5103,25.0198666667,"SETD7",46.184325,35.832391,44.823799,2717,2400,4540,42.2801716666667,0.601196013433095
"Setdb1","SETDB1",1014,4.67314,1002,4.26514,955,4.6368,4.52502666667,"SETDB1",7.149809,6.860572,7.686345,481,465,981,7.232242,0.671144831100689
"Setdb2","SETDB2",191,0.762551,187,0.68956,133,0.559411,0.670507333333,"SETDB2",2.366905,1.894677,1.242996,52,54,95,1.83485933333333,0.589273447782947
"Setx","SETX",2125,5.65815,2089,5.13746,1877,5.26531,5.35364,"SETX",16.291691,13.836911,13.455572,1220,1188,2217,14.528058,0.40917157831327
"Sez6","SEZ6",817,2.62815,825,2.45119,882,2.98911,2.68948333333,"SEZ6",94.117121,99.542697,90.196582,2332,2667,4863,94.6188,0.0385853339858898
"Sez6l","SEZ6L",455,0.446864,416,0.377357,380,0.39318,0.405800333333,"SEZ6L",28.994382,26.838153,26.193369,2259,2097,4033,27.341968,0.0496013661906964
"Sez6l2","SEZ6L2",3329,25.7778,3340,23.8877,3207,26.1623,25.2759333333,"SEZ6L2",105.125949,106.656369,100.018771,2943,3007,5539,103.933696333333,0.250405105809211
"Sf1","SF1",2226,24.0914,2323,23.221,2033,23.1803,23.4975666667,"SF1",71.932017,65.570844,79.871782,1217,1142,2435,72.4582143333333,0.333489819879595
"Sf3a1","SF3A1",1445,10.1062,1444,9.32787,1336,9.84399,9.75935333333,"SF3A1",13.427079,15.748907,19.609886,692,731,1379,16.2619573333333,0.623298570698781
"Sf3a2","SF3A2",409,9.43667,445,9.4831,350,8.50761,9.14246,"SF3A2",22.848127,17.980241,17.12037,201,234,384,19.316246,0.499229040640677
"Sf3a3","SF3A3",649,5.69582,605,4.90413,591,5.46441,5.35478666667,"SF3A3",11.250792,12.782169,11.48451,253,283,498,11.839157,0.494953575742551
"Sf3b1","SF3B1",5221,19.1512,5333,18.068,4646,17.9542,18.3911333333,"SF3B1",64.771886,51.360202,66.008114,3790,3196,7111,60.7134006666667,0.31421268515144
"Sf3b2","SF3B2",3817,27.5243,4059,27.0339,3516,26.7108,27.0896666667,"SF3B2",56.733675,58.212502,54.07797,2250,2201,4014,56.3413823333333,0.489867274273419
"Sf3b3","SF3B3",1225,5.20209,1303,5.1107,1225,5.48052,5.26443666667,"SF3B3",19.813778,24.398129,13.257823,842,854,1580,19.1565766666667,0.310788720240854
"Sf3b4","SF3B4",676,20.0499,689,18.8747,650,20.3106,19.7450666667,"SF3B4",14.495519,14.172136,13.205237,328,326,601,13.9576306666667,1.38692197507796
"Sf3b5","SF3B5",347,14.0217,415,15.4887,325,13.8357,14.4487,"SF3B5",2.048954,2.818503,2.816762,108,146,284,2.56140633333333,4.33780887493976
"Sf3b6","SF3B6",685,10.5099,679,9.62217,564,9.11657,9.74954666667,"SF3B6",118.312839,77.873236,89.746949,300,271,482,95.311008,0.11161285599534
"Sfi1","SFI1",861,2.16891,870,2.02419,836,2.21865,2.13725,"SFI1",17.0511,9.303899,20.156577,379,276,797,15.5038586666667,0.190091909011339
"Sfmbt1","SFMBT1",799,1.14961,794,1.05516,727,1.102,1.10225666667,"SFMBT1",4.85124,5.21431,4.433815,497,480,785,4.83312166666667,0.360399934512481
"Sfmbt2","SFMBT2",14,0.00966845,19,0.0121193,18,0.0130962,0.0116279833333,"SFMBT2",0.458968,1.236909,0.580787,42,44,95,0.758888,0.575152018396453
"Sfn","SFN",160,15.3958,130,11.5537,153,15.5102,14.1532333333,"SFN",0.954039,0.552737,0.668039,19,11,26,0.724938333333333,8.78479713765613
"Sfpq","SFPQ",4580,45.3064,4761,43.4998,4116,42.8957,43.9006333333,"SFPQ",99.291907,70.243411,95.839677,1947,1411,3605,88.4583316666667,0.501916730356716
"Sfr1","SFR1",2076,82.4709,2181,80.0247,1795,75.1246,79.2067333333,"SFR1",38.483246,37.13709,35.668283,801,749,1399,37.0962063333333,2.10537323930653
"Sfrp1","SFRP1",1053,4.28615,1128,4.24075,865,3.70936,4.07875333333,"SFRP1",1.900669,2.142412,2.487449,110,124,284,2.17684333333333,1.5986791920271
"Sfrp2","SFRP2",30,0.582325,36,0.645419,35,0.715742,0.647828666667,"SFRP2",2.079545,2.420374,1.054599,9,19,25,1.851506,0.57788013304794
"Sfrp4","SFRP4",210,3.29531,357,5.17416,214,3.53781,4.00242666667,"SFRP4",0.293742,0.299659,0.3575,11,15,25,0.316967,3.79844496230354
"Sfrp5","SFRP5",1683,61.0035,1839,61.5668,1815,69.3092,63.9598333333,"SFRP5",0.559142,0.571824,0.327854,12,13,15,0.486273333333333,43.706518765032
"Sfswap","SFSWAP",1616,3.57474,1632,3.3344,1483,3.45611,3.45508333333,"SFSWAP",58.646709,59.883476,65.926056,552,530,1251,61.4854136666667,0.0712979729492709
"Sft2d2","SFT2D2",922,7.11883,1017,7.2526,863,7.01993,7.13045333333,"SFT2D2",6.330391,5.751449,6.53053,490,442,964,6.20412333333333,1.12858330668918
"Sft2d3","SFT2D3",96,5.4639,100,5.25686,121,7.2554,5.99205333333,"SFT2D3",1.97744,1.71847,1.560605,61,55,101,1.75217166666667,2.54055857707398
"Sftpa1","SFTPA1",2,0.0664564,1,0.0306904,6,0.21004,0.1023956,"SFTPA1",0,0,0,0,0,0,0,1.1023956
"Sftpa1","SFTPA1",2,0.0664564,1,0.0306904,6,0.21004,0.1023956,"SFTPA2",0,0,0,0,0,0,0,1.1023956
"Sftpa1","SFTPA2",2,0.0664564,1,0.0306904,6,0.21004,0.1023956,"SFTPA1",0,0,0,0,0,0,0,1.1023956
"Sftpa1","SFTPA2",2,0.0664564,1,0.0306904,6,0.21004,0.1023956,"SFTPA2",0,0,0,0,0,0,0,1.1023956
"Sftpb","SFTPB",4,0.0635972,3,0.0440549,5,0.0837514,0.0638011666667,"SFTPB",0.073648,0,0,1,0,0,0.0245493333333333,1.03831131606485
"Sftpc","SFTPC",2,0.0990801,0,0,1,0.0521916,0.0504239,"SFTPC",0.891976,1.006064,0.906019,7,8,14,0.934686333333333,0.542942740588957
"Sftpd","SFTPD",1,0.0119982,1,0.0110818,1,0.0126404,0.0119068,"SFTPD",0,0,0,0,0,0,0,1.0119068
"Sfxn1","SFXN1",894,3.80427,969,3.80848,785,3.51923,3.71066,"SFXN1",14.782964,16.727733,15.784938,566,623,1148,15.7652116666667,0.280978259843026
"Sfxn2","SFXN2",132,0.82939,146,0.847291,139,0.920118,0.865599666667,"SFXN2",1.018627,1.576796,1.928328,61,68,173,1.507917,0.743884134390014
"Sfxn3","SFXN3",2563,44.7923,2692,43.4535,2287,42.1081,43.4513,"SFXN3",47.802471,43.184489,48.452527,1040,1007,1902,46.479829,0.93621440801735
"Sfxn4","SFXN4",477,3.05891,510,3.02074,408,2.75646,2.94537,"SFXN4",5.21626,6.068565,6.179394,100,106,215,5.82140633333333,0.578380733708919
"Sfxn5","SFXN5",942,1.21461,1019,1.21354,848,1.15192,1.19335666667,"SFXN5",37.629687,35.5672,34.478593,1769,1673,3145,35.8918266666667,0.059453729046488
"Sgca","SGCA",1,0.0114655,2,0.0211797,4,0.0483168,0.0269873333333,"SGCA",0.844216,0.337577,0.885989,2,6,7,0.689260666666667,0.607950776098873
"Sgcb","SGCB",2844,29.3455,2930,27.9238,2491,27.0788,28.1160333333,"SGCB",13.151405,13.900344,12.298555,696,684,1174,13.116768,2.06251412032131
"Sgcd","SGCD",3838,0.545148,4037,0.529618,3802,0.568939,0.547901666667,"SGCD",1.321284,1.351817,1.280161,23,27,43,1.317754,0.667845537821098
"Sgce","SGCE",539,1.14823,574,1.1294,541,1.21417,1.16393333333,"SGCE",12.317168,11.988558,13.500781,224,224,463,12.602169,0.159087373001321
"Sgcg","SGCG",8,0.0315337,6,0.021844,4,0.0166108,0.0233295,"SGCG",0.020443,0.065018,0.313084,1,2,5,0.132848333333333,0.90332436380863
"Sgcz","SGCZ",433,0.058993,476,0.0598983,571,0.0819583,0.0669498666667,"SGCZ",0.858318,1.464833,1.126926,28,49,72,1.15002566666667,0.496249827715251
"Sgf29","SGF29",365,2.39875,354,2.14877,264,1.82785,2.12512333333,"SGF29",21.724855,19.906337,20.36472,77,64,133,20.665304,0.144245533472782
"Sgip1","SGIP1",2011,1.34345,2179,1.3445,1820,1.28092,1.32295666667,"SGIP1",67.0419,65.806145,66.426313,2141,2363,4030,66.424786,0.034452562692153
"Sgk1","SGK1",558,0.7357,734,0.893836,795,1.10428,0.911272,"SGK1",83.537724,36.714488,67.897274,1341,709,2232,62.7164953333333,0.0299965023186094
"Sgk2","SGK2",4,0.0231673,9,0.0481451,6,0.0366109,0.0359744333333,"SGK2",0.67684,0.691962,0.531294,15,14,33,0.633365333333333,0.634257634952438
"Sgk3","SGK3",366,0.552921,484,0.675339,398,0.633445,0.620568333333,"C8orf44-SGK3",6.553533,6.783847,6.702267,274,268,511,6.67988233333333,0.211014734730918
"Sgk3","SGK3",366,0.552921,484,0.675339,398,0.633445,0.620568333333,"SGK3",6.553533,6.783847,6.702267,274,268,511,6.67988233333333,0.211014734730918
"Sgms1","SGMS1",887,0.515643,971,0.521362,833,0.510169,0.515724666667,"SGMS1",25.323353,25.336029,25.719179,472,436,928,25.4595203333333,0.0572846615347562
"Sgms2","SGMS2",1179,1.06127,1194,0.992684,1085,1.02893,1.027628,"SGMS2",0.6295,0.403602,1.921012,52,33,91,0.984704666666667,1.02162706323728
"Sgo1","SGO1",10,0.106688,8,0.0788313,3,0.0337193,0.0730795333333,"SGO1",0.118289,0.080806,0.26365,6,4,3,0.154248333333333,0.92967821771453
"Sgo2b","SGO2",2,0.0112654,6,0.031215,3,0.0178025,0.0200943,"SGO2",0.018866,0,0.004223,1,0,0,0.00769633333333333,1.01230327654925
"Sgpl1","SGPL1",1598,5.05532,1584,4.6283,1396,4.65266,4.77876,"SGPL1",9.981666,13.095878,12.384359,365,368,744,11.8206343333333,0.450739007895683
"Sgpp1","SGPP1",2206,15.9393,2423,16.17,1938,14.7523,15.6205333333,"SGPP1",10.790821,11.486554,9.693311,451,476,795,10.6568953333333,1.42581132094177
"Sgpp2","SGPP2",5411,7.63869,5640,7.35386,4993,7.42587,7.47280666667,"SGPP2",4.496082,4.55451,4.128925,251,249,440,4.39317233333333,1.571024648017
"Sgsh","SGSH",288,3.69057,300,3.55073,273,3.6856,3.6423,"SGSH",1.864114,2.109361,2.328815,64,55,117,2.10076333333333,1.4971474765891
"Sgsm1","SGSM1",2055,4.72057,1990,4.22212,1886,4.56424,4.50231,"SGSM1",29.460327,17.137845,22.827643,1429,955,2291,23.1419383333333,0.227915005167702
"Sgsm2","SGSM2",1194,3.87698,1270,3.8088,1036,3.54399,3.74325666667,"SGSM2",18.197849,19.006944,18.826983,1073,1119,2147,18.6772586666667,0.241052717099516
"Sgsm3","SGSM3",827,3.71772,1004,4.16869,827,3.9167,3.93437,"SGSM3",46.518923,51.613115,42.738083,513,495,1012,46.956707,0.102892177313175
"Sgta","SGTA",1179,11.361,1342,11.944,1160,11.7762,11.6937333333,"SGTA",44.728162,41.536763,40.18705,887,923,1678,42.1506583333333,0.294172414131959
"Sgtb","SGTB",1973,9.5711,2078,9.31055,1841,9.40877,9.43014,"SGTB",33.701935,42.931388,38.282536,1396,1726,2954,38.3052863333333,0.265362269887717
"Sh2b1","SH2B1",1201,22.1096,1213,20.625,1084,21.0238,21.2528,"SH2B1",21.85127,21.792182,24.908765,645,633,1220,22.850739,0.93300253715409
