"Hs_symbol","Heart","dHs_Avg_TPM","Spinal_cord","dHs_Avg__TPM","FoldChange"
"CTD-2588C8.6",0,0,0,0,1
"CTD-2588J6.1",0,0,0,0,1
"CTD-2589H19.4",1.39159,1.39159,75.3513,75.3513,0.0313235007131509
"CTD-2589O24.1",0,0,0,0,1
"CTD-2593A12.2",0,0,0,0,1
"CTD-2593A12.3",0,0,0,0,1
"CTD-2593A12.4",0,0,0,0,1
"CTD-2594A10.4",0,0,0,0,1
"CTD-2594K21.1",0,0,0,0,1
"CTD-2595P9.1",0,0,0,0,1
"CTD-2596O15.1",0,0,0,0,1
"CTD-2600O9.1",0,0,0.65172,0.65172,0.605429491681399
"CTD-2611K5.2",0,0,0,0,1
"CTD-2611K5.5",0,0,0.80689,0.80689,0.55343712124147
"CTD-2611K5.6",0,0,0.24827,0.24827,0.801108734488532
"CTD-2611O12.2",0,0,0,0,1
"CTD-2611O12.3",0,0,0,0,1
"CTD-2613O8.1",0,0,0,0,1
"CTD-2616J11.4",0,0,0.58965,0.58965,0.629069291982512
"CTD-2623N2.3",3.65607,3.65607,4.37584,4.37584,0.866110226494836
"CTD-2630F21.2",0,0,0.15517,0.15517,0.865673450660942
"CTD-2643K12.1",0,0,0,0,1
"CTD-2647E9.1",0,0,0,0,1
"CTD-2649C14.1",0,0,0.24827,0.24827,0.801108734488532
"CTD-2651B20.2",0,0,0.89999,0.89999,0.526318559571366
"CTD-2651B20.4",0.03795,0.03795,0.27931,0.27931,0.811335798203719
"CTD-2651B20.5",0,0,0,0,1
"CTD-2651C21.3",0,0,0,0,1
"CTD-2653M23.1",0.15181,0.15181,0,0,1.15181
"CTD-2666L21.2",0,0,0,0,1
"CTD-2666L21.3",0,0,1.14827,1.14827,0.465490836812877
"CTD-3006G17.2",0,0,0.46551,0.46551,0.682356312819428
"CTD-3014H8.1",0,0,0,0,1
"CTD-3032H12.3",0,0,0,0,1
"CTD-3035D6.1",0,0,0,0,1
"CTD-3051L14.13",0,0,0,0,1
"CTD-3051L14.14",0,0,0,0,1
"CTD-3057O21.1",0,0,0,0,1
"CTD-3064M3.6",0,0,0,0,1
"CTD-3065B20.1",0,0,0,0,1
"CTD-3065J16.6",0,0,0.49655,0.49655,0.668203534796699
"CTD-3074O7.11",0,0,1.58275,1.58275,0.387184202884522
"CTD-3074O7.7",0,0,0,0,1
"CTD-3083F21.1",0.64519,0.64519,0.31034,0.31034,1.25554436253186
"CTD-3083F21.5",0.12651,0.12651,0,0,1.12651
"CTD-3088G3.4",0,0,0,0,1
"CTD-3092A11.1",2.31509,2.31509,6.67238,6.67238,0.432081049165969
"CTD-3099C6.4",0,0,9.96201,9.96201,0.0912241459367397
"CTD-3105H18.10",0,0,0,0,1
"CTD-3105H18.11",0.17711,0.17711,0.55862,0.55862,0.755225776648574
"CTD-3105H18.4",0.88555,0.88555,0.0931,0.0931,1.72495654560424
"CTD-3105H18.5",0,0,0,0,1
"CTD-3105H18.8",0.36687,0.36687,0,0,1.36687
"CTD-3105H18.9",0,0,0,0,1
"CTD-3107M8.1",0,0,0,0,1
"CTD-3107M8.2",0,0,0,0,1
"CTD-3110P2.2",0,0,0,0,1
"CTD-3113P16.7",0,0,0,0,1
"CTD-3116E22.4",9.20977,9.20977,18.21714,18.21714,0.531284572001869
"CTD-3116E22.6",0,0,0,0,1
"CTD-3131K8.1",0,0,0,0,1
"CTD-3138B18.1",0.39217,0.39217,1.36551,1.36551,0.58852847800263
"CTD-3141N22.1",0,0,5.86548,5.86548,0.145656239621993
"CTD-3145H4.1",0,0,0,0,1
"CTD-3148I10.1",0,0,0,0,1
"CTD-3162L10.5",0.10121,0.10121,0.21724,0.21724,0.90467779566889
"CTD-3193K9.1",0,0,0,0,1
"CTD-3199J23.6",4.47838,4.47838,1.76896,1.76896,1.97849734196233
"CTD-3203P2.2",0.03795,0.03795,4.18963,4.18963,0.200004624607149
"CTD-3211M3.1",18.43218,18.43218,3.81722,3.81722,4.03389921988201
"CTD-3216D2.4",0,0,0,0,1
"CTD-3232M19.2",0,0,0.12414,0.12414,0.889568914903838
"CTD-3233P19.1",0.797,0.797,0.58965,0.58965,1.13043751769257
"CTD-3233P19.2",0,0,0,0,1
"CTD-3236F5.1",1.37893,1.37893,0,0,2.37893
"CTD-3244O18.5",0,0,0,0,1
"CTD-3244O18.6",0,0,0,0,1
"CTD-3244O18.7",0,0,0,0,1
"CTDNEP1",178.75549,178.75549,95.33739,95.33739,1.86589537042679
"CTDP1",1.63195,1.63195,7.26203,7.26203,0.318559724426079
"CTDSP1",12.27125,12.27125,57.5376,57.5376,0.226713257803531
"CTDSP2",53.37363,53.37363,38.48254,38.48254,1.37715633290057
"CTDSPL",36.91497,36.91497,8.90685,8.90685,3.82714687312314
"CTDSPL2",13.38452,13.38452,4.71721,4.71721,2.51600343524201
"CTF1",4.46572,4.46572,3.41377,3.41377,1.2383336694028
"CTF2P",0,0,0,0,1
"CTGF",28.08473,28.08473,20.66885,20.66885,1.34223689766647
"CTGLF10P",0.0759,0.0759,0.0931,0.0931,0.984264934589699
"CTGLF11P",0.03795,0.03795,0.74482,0.74482,0.594875116057817
"CTGLF12P",1.70785,1.70785,0.71379,0.71379,1.58003606042747
"CTGLF8P",0,0,0,0,1
"CTGLF9P",1.36628,1.36628,0,0,2.36628
"CTH",2.10003,2.10003,0.86896,0.86896,1.65869253488571
"CTHRC1",1.68255,1.68255,9.34133,9.34133,0.259400870100848
"CTIF",9.24772,9.24772,108.4649,108.4649,0.0936164925926027
"CTLA4",0.45543,0.45543,0.46551,0.46551,0.99312184836678
"CTNNA1",538.5436,538.5436,695.69605,695.69605,0.774431834370239
"CTNNA2",0.43013,0.43013,76.80991,76.80991,0.0183797924968683
"CTNNA3",21.01294,21.01294,117.89933,117.89933,0.18513931070932
"CTNNAL1",92.50249,92.50249,12.07235,12.07235,7.15269175014439
"CTNNAP1",0.10121,0.10121,0,0,1.10121
"CTNNB1",144.13031,144.13031,131.58546,131.58546,1.09461708697168
"CTNNBIP1",23.55575,23.55575,26.13089,26.13089,0.905084573340572
"CTNNBL1",40.16622,40.16622,41.49287,41.49287,0.968779468179015
"CTNND1",68.06118,68.06118,21.84815,21.84815,3.02261583541775
"CTNND2",10.31038,10.31038,196.5713,196.5713,0.0572470799149472
"CTNS",8.53927,8.53927,19.24127,19.24127,0.471278235011934
"CTPS1",13.005,13.005,7.13789,7.13789,1.72096206756297
"CTPS2",13.16946,13.16946,8.72064,8.72064,1.45766739638542
"CTR9",24.58046,24.58046,7.29306,7.29306,3.08456227255078
"CTRB1",0,0,0.24827,0.24827,0.801108734488532
"CTRB2",0,0,0,0,1
"CTRC",0,0,1.92413,1.92413,0.341982059621152
"CTRL",2.22654,2.22654,6.29996,6.29996,0.44199420270796
"CTSA",75.51249,75.51249,88.66501,88.66501,0.853314910688127
"CTSB",380.87696,380.87696,246.66067,246.66067,1.54193623073054
"CTSC",18.45748,18.45748,30.9412,30.9412,0.609165591774886
"CTSD",37.83848,37.83848,808.47472,808.47472,0.0479798553807832
"CTSE",0.15181,0.15181,0.0931,0.0931,1.05370963315342
"CTSF",61.15386,61.15386,92.4512,92.4512,0.665094295204342
"CTSG",0.39217,0.39217,1.27241,1.27241,0.612640324589313
"CTSH",119.28418,119.28418,127.42686,127.42686,0.936596752423909
"CTSK",14.15622,14.15622,5.36894,5.36894,2.37970839731572
"CTSL1",203.29799,203.29799,66.8479,66.8479,3.01111736693398
"CTSL1P1",0,0,0,0,1
"CTSL1P2",0,0,0,0,1
"CTSL1P3",0.37952,0.37952,0,0,1.37952
"CTSL1P4",0.49338,0.49338,0,0,1.49338
"CTSL1P5",0,0,0,0,1
"CTSL1P6",0,0,0,0,1
"CTSL1P7",0.35422,0.35422,0,0,1.35422
"CTSL1P8",0,0,0,0,1
"CTSL2",0.18976,0.18976,5.58618,5.58618,0.180644926193939
"CTSL3",0,0,0,0,1
"CTSO",20.54486,20.54486,12.04131,12.04131,1.65204722531709
"CTSS",9.817,9.817,64.6755,64.6755,0.16470373274661
"CTSW",0.16446,0.16446,9.5896,9.5896,0.109962604819823
"CTSZ",149.02616,149.02616,127.89238,127.89238,1.16396454158112
"CTTN",112.49071,112.49071,183.66103,183.66103,0.614589391167156
"CTTNBP2",0.8476,0.8476,11.94821,11.94821,0.142691538058156
"CTTNBP2NL",8.57723,8.57723,11.17235,11.17235,0.786802055478194
"CTU1",0.21506,0.21506,3.81722,3.81722,0.252232615491923
"CTU2",0.63254,0.63254,18.74472,18.74472,0.0826823576125668
"CTXN1",0,0,56.20313,56.20313,0.0174815608866158
"CTXN2",0,0,0,0,1
"CTXN3",0,0,0.12414,0.12414,0.889568914903838
"CUBN",0.21506,0.21506,0.27931,0.27931,0.949777614495314
"CUEDC1",30.23536,30.23536,72.46511,72.46511,0.425172711236667
"CUEDC2",24.11238,24.11238,77.24439,77.24439,0.320947993843393
"CUL1",57.85201,57.85201,17.22404,17.22404,3.22936132712615
"CUL2",53.05736,53.05736,12.10338,12.10338,4.12545160103729
"CUL3",109.08765,109.08765,33.39291,33.39291,3.20088210040965
"CUL4A",154.02322,154.02322,25.04469,25.04469,5.95220062131667
"CUL4AP1",0,0,0,0,1
"CUL4B",24.27684,24.27684,13.34475,13.34475,1.76209693441852
"CUL5",28.74257,28.74257,9.5896,9.5896,2.80865849512729
"CUL7",2.23919,2.23919,4.71721,4.71721,0.566568308668039
"CUL9",8.29891,8.29891,27.4964,27.4964,0.326318763071827
"CUTA",67.98528,67.98528,231.48489,231.48489,0.296730165990573
"CUTC",93.41334,93.41334,20.97919,20.97919,4.29557868147097
"CUX1",111.02322,111.02322,399.44256,399.44256,0.279748536219527
"CUX2",0,0,1.30344,1.30344,0.434133296287292
"CUZD1",0.797,0.797,0.49655,0.49655,1.20076175202967
"CWC15",100.66224,100.66224,52.1066,52.1066,1.91430518993873
"CWC22",18.96352,18.96352,5.98962,5.98962,2.85616671578712
"CWC25",19.17858,19.17858,6.14479,6.14479,2.82423696147822
"CWC27",59.09178,59.09178,90.2788,90.2788,0.658332274306849
"CWF19L1",18.7358,18.7358,139.56128,139.56128,0.140407087926348
"CWF19L2",13.33392,13.33392,5.80342,5.80342,2.10686978019878
"CWH43",0,0,0.0931,0.0931,0.914829384319824
"CX3CL1",4.27596,4.27596,16.75853,16.75853,0.297094410404465
"CX3CR1",1.22713,1.22713,6.88962,6.88962,0.282286092359328
"CXADR",15.01647,15.01647,11.38959,11.38959,1.29273607924072
"CXADRP1",0,0,0,0,1
"CXADRP2",0,0,0,0,1
"CXCL1",0.88555,0.88555,3.13446,3.13446,0.456057139263652
"CXCL10",0.65784,0.65784,2.45171,2.45171,0.480295273936686
"CXCL11",0.12651,0.12651,0.83793,0.83793,0.612923234290751
"CXCL12",192.07675,192.07675,26.99985,26.99985,6.89563515518833
"CXCL13",0.16446,0.16446,0.18621,0.18621,0.981664292157375
"CXCL14",1.30303,1.30303,8.56547,8.56547,0.240764959798107
"CXCL16",2.80847,2.80847,38.45151,38.45151,0.0965354684776324
"CXCL17",0,0,0,0,1
"CXCL1P",0,0,0,0,1
"CXCL2",4.99706,4.99706,9.6827,9.6827,0.56138054986099
"CXCL3",0.26567,0.26567,1.95516,1.95516,0.42829153074622
"CXCL5",0,0,0.65172,0.65172,0.605429491681399
"CXCL6",0.31627,0.31627,0.62069,0.62069,0.812166422943314
"CXCL9",0.60724,0.60724,0,0,1.60724
"CXCR1",0.13916,0.13916,1.36551,1.36551,0.481570570405536
"CXCR2",0.43013,0.43013,2.42068,2.42068,0.418083538945473
"CXCR2P1",0.17711,0.17711,0.06207,0.06207,1.10831677761353
"CXCR3",0,0,0.89999,0.89999,0.526318559571366
"CXCR4",3.2133,3.2133,69.48581,69.48581,0.0597751519064617
"CXCR5",0,0,0,0,1
"CXCR6",2.13798,2.13798,1.79999,1.79999,1.12071114539695
"CXCR7",12.2586,12.2586,11.42062,11.42062,1.06746684142982
"CXXC1",18.43218,18.43218,78.85817,78.85817,0.243333650145001
"CXXC11",0,0,21.44471,21.44471,0.044553928297581
"CXXC1P1",0,0,0,0,1
"CXXC4",4.47838,4.47838,2.04826,2.04826,1.79721546062344
"CXXC5",25.66843,25.66843,145.02332,145.02332,0.182631308478673
"CXorf1",0.0759,0.0759,1.70689,1.70689,0.397467204060749
"CXorf21",0.34157,0.34157,1.21034,1.21034,0.606951871657754
"CXorf22",0,0,0.06207,0.06207,0.941557524456957
"CXorf23",9.42483,9.42483,5.80342,5.80342,1.5322925822601
"CXorf24",5.47779,5.47779,1.86206,1.86206,2.26333130682096
"CXorf26",39.15416,39.15416,11.04821,11.04821,3.33279051410956
"CXorf27",0,0,0,0,1
"CXorf28",0,0,0.86896,0.86896,0.535056930057358
"CXorf30",0,0,0.06207,0.06207,0.941557524456957
"CXorf31",2.3657,2.3657,0.55862,0.55862,2.15941024752666
"CXorf36",18.45748,18.45748,7.10686,7.10686,2.40012532595851
"CXorf38",5.86996,5.86996,3.44481,3.44481,1.54561387325892
"CXorf40A",20.48161,20.48161,20.94816,20.94816,0.97874309281507
"CXorf40B",27.36363,27.36363,30.47569,30.47569,0.901128140479208
"CXorf48",0,0,0,0,1
"CXorf51A",0,0,0,0,1
"CXorf51B",0,0,0,0,1
"CXorf56",22.58164,22.58164,27.06192,27.06192,0.840343069896857
"CXorf57",5.04766,5.04766,3.38274,3.38274,1.37988107895974
"CXorf58",0.73375,0.73375,0.21724,0.21724,1.42432880943774
"CXorf59",0,0,0.52758,0.52758,0.654630199400359
"CXorf61",0,0,0,0,1
"CXorf64",0,0,0.9931,0.9931,0.501730971852893
"CXorf65",0.18976,0.18976,0.43448,0.43448,0.829401595003067
"CXorf66",0,0,0.15517,0.15517,0.865673450660942
"CXorf67",0,0,0.46551,0.46551,0.682356312819428
"CXorf68",0.22771,0.22771,0,0,1.22771
"CXorf69",18.28037,18.28037,41.24459,41.24459,0.456398558963408
"CYB561",5.23742,5.23742,7.60341,7.60341,0.724993926826689
"CYB561D1",3.3145,3.3145,5.92755,5.92755,0.622803155516741
"CYB561D2",1.74581,1.74581,17.96886,17.96886,0.144753559254483
"CYB5A",128.46865,128.46865,61.51,61.51,2.07116701327788
"CYB5B",92.60369,92.60369,38.88599,38.88599,2.34678116300987
"CYB5D1",39.25536,39.25536,7.85168,7.85168,4.54776494405582
"CYB5D2",7.26155,7.26155,38.79288,38.79288,0.207613774122406
"CYB5P4",0,0,0,0,1
"CYB5R1",260.82108,260.82108,27.37226,27.37226,9.22806572335091
"CYB5R2",2.87173,2.87173,64.9548,64.9548,0.0587027782663278
"CYB5R3",90.14944,90.14944,238.15727,238.15727,0.381127615313555
"CYB5R4",18.21712,18.21712,5.12066,5.12066,3.13971369100718
"CYB5RL",2.71992,2.71992,2.35861,2.35861,1.10757724177562
"CYBA",1.60665,1.60665,578.66568,578.66568,0.00449681616479347
"CYBASC3",5.7055,5.7055,37.55151,37.55151,0.173936118196148
"CYBB",10.52545,10.52545,14.43095,14.43095,0.746904759590304
"CYBRD1",102.4713,102.4713,18.80679,18.80679,5.22403175880595
"CYC1",75.33538,75.33538,79.72713,79.72713,0.94559759525701
"CYCS",1712.5484,1712.5484,68.27547,68.27547,24.7352836436909
"CYCSP2",0,0,0,0,1
"CYCSP29",0,0,0,0,1
"CYCSP30",0,0,0,0,1
"CYCSP32",0,0,0,0,1
"CYCSP33",0,0,0,0,1
"CYCSP34",4.97176,4.97176,3.44481,3.44481,1.3435354942056
"CYCSP35",0,0,0,0,1
"CYCSP39",0,0,0,0,1
"CYCSP40",0,0,10.17925,10.17925,0.0894514390500257
"CYCSP41",0,0,0,0,1
"CYCSP42",0,0,0,0,1
"CYCSP46",0,0,0,0,1
"CYCSP48",0,0,0,0,1
"CYCSP49",0,0,0,0,1
"CYCSP52",0,0,0,0,1
"CYCSP55",0,0,0,0,1
"CYCTP",0,0,0,0,1
"CYFIP1",14.6243,14.6243,37.61358,37.61358,0.404632256320186
"CYFIP2",19.33039,19.33039,44.81354,44.81354,0.44376378686301
"CYGB",12.11944,12.11944,10.33442,10.33442,1.15748666451393
"CYHR1",2.92233,2.92233,61.91344,61.91344,0.0623448662161853
"CYLC1",0,0,0.0931,0.0931,0.914829384319824
"CYLC2",0.03795,0.03795,0.18621,0.18621,0.875013699092066
"CYLD",23.99852,23.99852,29.20328,29.20328,0.827675669662368
"CYMP",0,0,0,0,1
"CYP11A1",0.56928,0.56928,4.12756,4.12756,0.306048100851087
"CYP11B1",0,0,3.35171,3.35171,0.229794724372718
"CYP11B2",0,0,0.06207,0.06207,0.941557524456957
"CYP17A1",0.41748,0.41748,14.18268,14.18268,0.0933616462969647
"CYP19A1",1.46749,1.46749,1.30344,1.30344,1.07121956725593
"CYP1A1",0.39217,0.39217,18.68265,18.68265,0.0707308213070903
"CYP1A2",0,0,0.06207,0.06207,0.941557524456957
"CYP1B1",8.98205,8.98205,11.45166,11.45166,0.801664195777912
"CYP1B1-AS1",0.46808,0.46808,6.82755,6.82755,0.187552938020198
"CYP1D1P",0,0,0,0,1
"CYP20A1",15.53515,15.53515,3.66205,3.66205,3.54675518280585
"CYP21A1P",0.37952,0.37952,1.05517,1.05517,0.671243741393656
"CYP21A2",0.13916,0.13916,1.67585,1.67585,0.42571893043332
"CYP24A1",0,0,0.06207,0.06207,0.941557524456957
"CYP26A1",0,0,0.0931,0.0931,0.914829384319824
"CYP26B1",0.78435,0.78435,3.0724,3.0724,0.438156860819173
"CYP26C1",0,0,0,0,1
"CYP27A1",6.26213,6.26213,103.0339,103.0339,0.0698054191950893
"CYP27B1",0.03795,0.03795,0.34138,0.34138,0.77379266128912
"CYP27C1",0.25302,0.25302,0.34138,0.34138,0.934127540294324
"CYP2A13",0,0,0.12414,0.12414,0.889568914903838
"CYP2A6",0,0,0.31034,0.31034,0.76316070638155
"CYP2A7",0,0,0.12414,0.12414,0.889568914903838
"CYP2A7P1",0,0,0,0,1
"CYP2AB1P",0,0,0,0,1
"CYP2AC1P",0,0,0,0,1
"CYP2B6",0,0,0.65172,0.65172,0.605429491681399
"CYP2C18",0.15181,0.15181,0.34138,0.34138,0.858675393997227
"CYP2C19",0.10121,0.10121,0,0,1.10121
"CYP2C56P",0,0,0,0,1
"CYP2C58P",0,0,0,0,1
"CYP2C59P",0,0,0,0,1
"CYP2C8",0.58194,0.58194,1.92413,1.92413,0.540995099397086
"CYP2C9",0.39217,0.39217,0.46551,0.46551,0.949955988017823
"CYP2D6",0.35422,0.35422,4.46894,4.46894,0.247620196966871
"CYP2D8P1",0,0,0.77586,0.77586,0.563107452164022
"CYP2E1",1.48014,1.48014,12.72407,12.72407,0.180714613084894
"CYP2F1",0.48073,0.48073,0,0,1.48073
"CYP2F1P",0.08856,0.08856,0,0,1.08856
"CYP2G1P",0.17711,0.17711,0.21724,0.21724,0.967031973973908
"CYP2J2",256.87404,256.87404,19.42748,19.42748,12.6238792058541
"CYP2R1",14.19417,14.19417,11.91717,11.91717,1.17627700185102
"CYP2S1",0.13916,0.13916,1.21034,1.21034,0.515377724693938
"CYP2T2P",0.15181,0.15181,1.02413,1.02413,0.56903953797434
"CYP2U1",12.67608,12.67608,4.06549,4.06549,2.69985332119894
"CYP2W1",0,0,2.66895,2.66895,0.272557543711416
"CYP39A1",6.18623,6.18623,1.70689,1.70689,2.65479203070683
"CYP3A4",0.45543,0.45543,0.37241,0.37241,1.06049212698829
"CYP3A43",0.10121,0.10121,0.0931,0.0931,1.00741926630683
"CYP3A5",1.53074,1.53074,1.76896,1.76896,0.913967699063908
"CYP3A7",0.0506,0.0506,0.18621,0.18621,0.885677915377547
"CYP46A1",1.32833,1.32833,18.40334,18.40334,0.119996351143669
"CYP46A4P",0,0,0,0,1
"CYP4A11",0.03795,0.03795,0.52758,0.52758,0.679473415467602
"CYP4A22",0.0506,0.0506,0.27931,0.27931,0.821223941030712
"CYP4B1",46.20064,46.20064,3.19653,3.19653,11.2475402296659
"CYP4F10P",0,0,0,0,1
"CYP4F11",0.21506,0.21506,1.27241,1.27241,0.53470104426578
"CYP4F12",4.28861,4.28861,1.45861,1.45861,2.15105689800334
"CYP4F2",0.13916,0.13916,1.76896,1.76896,0.411403559459147
"CYP4F22",0,0,0.15517,0.15517,0.865673450660942
"CYP4F24P",0.08856,0.08856,3.04136,3.04136,0.269354870637607
"CYP4F25P",0,0,0,0,1
"CYP4F27P",0,0,0,0,1
"CYP4F29P",1.18917,1.18917,1.86206,1.86206,0.7648931189423
"CYP4F3",0.10121,0.10121,0.37241,0.37241,0.802391413644611
"CYP4F30P",0,0,0,0,1
"CYP4F31P",0,0,0,0,1
"CYP4F32P",0,0,1.73792,1.73792,0.365240766713417
"CYP4F34P",0,0,0,0,1
"CYP4F43P",0,0,0,0,1
"CYP4F44P",0,0,0,0,1
"CYP4F45P",0,0,0,0,1
"CYP4F60P",0,0,0,0,1
"CYP4F61P",0.24036,0.24036,0,0,1.24036
"CYP4F8",0,0,0.37241,0.37241,0.728645229924002
"CYP4F9P",0,0,0,0,1
"CYP4V2",42.36745,42.36745,13.12751,13.12751,3.0697164610041
"CYP4X1",4.50368,4.50368,5.18273,5.18273,0.890169876413817
"CYP4Z1",0.89821,0.89821,0.65172,0.65172,1.14923231540455
"CYP4Z2P",0.18976,0.18976,0,0,1.18976
"CYP51A1",30.26066,30.26066,82.08574,82.08574,0.376245791395732
"CYP51P2",0.06325,0.06325,0,0,1.06325
"CYP51P3",0,0,0,0,1
"CYP7A1",0.08856,0.08856,0,0,1.08856
"CYP7B1",0.98676,0.98676,5.58618,5.58618,0.301655891579034
"CYP8B1",0,0,0.24827,0.24827,0.801108734488532
"CYR61",20.01353,20.01353,35.06877,35.06877,0.582596246004507
"CYS1",0.48073,0.48073,3.35171,3.35171,0.340263942220414
"CYSLTR1",2.30244,2.30244,5.89652,5.89652,0.478856002737613
"CYSLTR2",11.411,11.411,0.68275,0.68275,7.37542712821275
"CYSTM1",59.81288,59.81288,109.64421,109.64421,0.549625506838541
"CYTH1",26.13651,26.13651,102.56838,102.56838,0.262015395046249
"CYTH2",6.14828,6.14828,40.71701,40.71701,0.17135168603886
"CYTH3",17.16711,17.16711,11.38959,11.38959,1.46632051585242
"CYTH4",1.30303,1.30303,10.7689,10.7689,0.195687787303826
"CYTIP",1.6952,1.6952,5.15169,5.15169,0.438123507523949
"CYTL1",0.29097,0.29097,5.12066,5.12066,0.210920064176086
"CYYR1",51.50132,51.50132,27.15502,27.15502,1.86472323585634
"CYorf17",0,0,0,0,1
"D2HGDH",0.7464,0.7464,28.52053,28.52053,0.0591588294654601
"DAAM1",55.04353,55.04353,16.16887,16.16887,3.26425268523788
"DAAM2",16.06649,16.06649,215.47119,215.47119,0.0788395444215926
"DAB1",1.51809,1.51809,17.34818,17.34818,0.137239224816848
"DAB2",27.93292,27.93292,12.7551,12.7551,2.10343218151813
"DAB2IP",5.23742,5.23742,18.86886,18.86886,0.31392943530731
"DACH1",5.81936,5.81936,2.42068,2.42068,1.99356853023375
"DACH2",0.01265,0.01265,0.77586,0.77586,0.570230761433897
"DACT1",1.68255,1.68255,3.50688,3.50688,0.59521220888952
"DACT2",0.15181,0.15181,1.70689,1.70689,0.425510456649513
"DACT3",9.7411,9.7411,48.16524,48.16524,0.218469390162643
"DAD1",213.1403,213.1403,230.36766,230.36766,0.925541192749237
"DAG1",48.28802,48.28802,13.37579,13.37579,3.42854340526677
"DAGLA",0.21506,0.21506,2.35861,2.35861,0.361774662732499
"DAGLB",2.83377,2.83377,12.72407,12.72407,0.279346432945912
"DAK",4.04825,4.04825,40.49977,40.49977,0.121645252491761
"DALRD3",27.31303,27.31303,61.44793,61.44793,0.453386205115206
"DANCR",392.8952,392.8952,47.14111,47.14111,8.18209634135981
"DAND5",9.29832,9.29832,0.77586,0.77586,5.79906073676979
"DAO",0,0,35.22394,35.22394,0.0276060527927111
"DAOA",0,0,0,0,1
"DAP",33.15769,33.15769,252.30891,252.30891,0.134845987059831
"DAP3",202.04557,202.04557,97.91324,97.91324,2.05276432154078
"DAP3P1",0,0,0,0,1
"DAPK1",1.41689,1.41689,14.89647,14.89647,0.152039415039943
"DAPK2",27.61665,27.61665,17.81369,17.81369,1.52105461501704
"DAPK3",3.15004,3.15004,23.08952,23.08952,0.17227574480521
"DAPL1",0,0,0.49655,0.49655,0.668203534796699
"DAPP1",0.53133,0.53133,1.30344,1.30344,0.664801340603619
"DARC",7.56516,7.56516,25.23089,25.23089,0.326529523016566
"DARS",129.18974,129.18974,143.06815,143.06815,0.903667743356182
"DARS2",23.13827,23.13827,1.61378,1.61378,9.23500447627574
"DAXX",27.64195,27.64195,28.64467,28.64467,0.966175369805095
"DAZ1",0,0,0,0,1
"DAZ2",0,0,0,0,1
"DAZ3",0,0,0,0,1
"DAZ4",0,0,0,0,1
"DAZAP1",55.06883,55.06883,80.40989,80.40989,0.688722586408113
"DAZAP2",234.67192,234.67192,291.13283,291.13283,0.80672863779124
"DAZAP2P1",0,0,1.48965,1.48965,0.401662884341172
"DAZL",0,0,0.15517,0.15517,0.865673450660942
"DBC1",0.11386,0.11386,16.88266,16.88266,0.0622871541482084
"DBF4",3.93439,3.93439,2.45171,2.45171,1.42954941174085
"DBF4B",2.63136,2.63136,14.71026,14.71026,0.231145760795811
"DBH",0.03795,0.03795,0.46551,0.46551,0.708251734890925
"DBI",1260.27045,1260.27045,401.52186,401.52186,3.13342100227799
"DBIL5P",0.49338,0.49338,1.45861,1.45861,0.607408251003616
"DBIL5P2",0,0,0,0,1
"DBIP1",0,0,2.73102,2.73102,0.268023221531914
"DBIP2",0,0,0,0,1
"DBN1",3.04884,3.04884,42.29976,42.29976,0.0935072157443829
"DBNDD1",0.8223,0.8223,19.42748,19.42748,0.0892082625952883
"DBNDD2",338.06673,338.06673,1471.30545,1471.30545,0.230296457844396
"DBNL",11.3857,11.3857,71.96856,71.96856,0.169740227846075
"DBP",1.73316,1.73316,26.72054,26.72054,0.0985969248795298
"DBR1",13.005,13.005,5.36894,5.36894,2.19895304399162
"DBT",44.42953,44.42953,6.92065,6.92065,5.73558104448499
"DBX1",0,0,0.18621,0.18621,0.843021050235624
"DBX2",0.0253,0.0253,2.35861,2.35861,0.305275098924853
"DCAF10",18.00206,18.00206,7.54134,7.54134,2.22471649647479
"DCAF11",61.38157,61.38157,31.12741,31.12741,1.94169309010593
"DCAF12",17.76169,17.76169,8.93788,8.93788,1.88789661376471
"DCAF12L1",0.0759,0.0759,0,0,1.0759
"DCAF12L2",0,0,0.58965,0.58965,0.629069291982512
"DCAF13",37.07943,37.07943,10.24132,10.24132,3.38745182950045
"DCAF13P1",0,0,0,0,1
"DCAF13P2",0,0,0,0,1
"DCAF13P3",0.0759,0.0759,0,0,1.0759
"DCAF15",3.95969,3.95969,26.65847,26.65847,0.179319029577558
"DCAF16",22.10091,22.10091,22.46884,22.46884,0.984322616712202
"DCAF17",9.28567,9.28567,4.28273,4.28273,1.94703685405084
"DCAF4",5.92056,5.92056,8.06892,8.06892,0.763107404189253
"DCAF4L1",0.69579,0.69579,0.31034,0.31034,1.29416029427477
"DCAF4L2",0,0,0.06207,0.06207,0.941557524456957
"DCAF5",39.55898,39.55898,14.43095,14.43095,2.62841756340342
"DCAF6",263.50304,263.50304,39.91012,39.91012,6.46546722424671
"DCAF7",25.2383,25.2383,19.05506,19.05506,1.30831321372262
"DCAF8",167.12942,167.12942,83.63746,83.63746,1.98646580367606
"DCAF8L1",0,0,0.06207,0.06207,0.941557524456957
"DCAF8L2",0,0,0,0,1
"DCAKD",13.91586,13.91586,83.8547,83.8547,0.17578118831367
"DCBLD1",10.6393,10.6393,4.74825,4.74825,2.02484234332188
"DCBLD2",37.72462,37.72462,12.22752,12.22752,2.92757977307916
