"Hs_symbol","Heart","dHs_Avg_TPM","DRG","dHs_Avg__TPM","FoldChange"
"FBXO25",61.52073,61.52073,30.09687,30.09687,2.01051520619278
"FBXO27",7.66637,7.66637,16.93537,16.93537,0.483199956287492
"FBXO28",16.62312,16.62312,9.73261,9.73261,1.6420162476788
"FBXO3",111.11178,111.11178,27.0025,27.0025,4.0036346754754
"FBXO30",22.30332,22.30332,3.63797,3.63797,5.0244654450115
"FBXO31",16.69903,16.69903,45.87185,45.87185,0.377604681701277
"FBXO32",108.88524,108.88524,23.71997,23.71997,4.44520118754189
"FBXO33",6.75552,6.75552,5.37332,5.37332,1.21687283864611
"FBXO34",18.87496,18.87496,8.09134,8.09134,2.1861419768703
"FBXO36",1.34098,1.34098,3.89932,3.89932,0.477817329751884
"FBXO38",49.41394,49.41394,10.08804,10.08804,4.54669535824185
"FBXO39",0.37952,0.37952,0.1359,0.1359,1.21447310502685
"FBXO4",11.39835,11.39835,9.11583,9.11583,1.22563843006456
"FBXO40",216.89758,216.89758,0.07318,0.07318,203.039173298049
"FBXO41",0.0506,0.0506,7.63137,7.63137,0.121718800144125
"FBXO42",12.80259,12.80259,17.66714,17.66714,0.739405715069368
"FBXO43",0,0,0.07318,0.07318,0.931810134367021
"FBXO44",3.60547,3.60547,136.75832,136.75832,0.0334315197804387
"FBXO45",8.85554,8.85554,7.46411,7.46411,1.16439176712023
"FBXO46",7.18564,7.18564,3.24072,3.24072,1.93024769378785
"FBXO47",0.03795,0.03795,0,0,1.03795
"FBXO48",1.37893,1.37893,0.41816,0.41816,1.67747644835562
"FBXO5",2.80847,2.80847,1.73535,1.73535,1.39231542581388
"FBXO6",1.6699,1.6699,8.01816,8.01816,0.2960581759472
"FBXO7",65.58163,65.58163,96.07162,96.07162,0.68590212051679
"FBXO8",34.44807,34.44807,11.36342,11.36342,2.86717348435951
"FBXO9",104.48277,104.48277,51.62151,51.62151,2.00455612163163
"FBXW10",0.0506,0.0506,0.02091,0.02091,1.0290818975228
"FBXW11",59.69902,59.69902,31.62314,31.62314,1.86061243644848
"FBXW11P1",0.63254,0.63254,0.25089,0.25089,1.30510276683002
"FBXW12",0.12651,0.12651,0.21953,0.21953,0.923724713619181
"FBXW2",31.22212,31.22212,19.5593,19.5593,1.56727709601008
"FBXW4",66.02441,66.02441,42.24433,42.24433,1.5499005303123
"FBXW4P1",0,0,0.32407,0.32407,0.755247079081922
"FBXW5",3.45366,3.45366,232.41178,232.41178,0.0190806993545913
"FBXW7",48.74345,48.74345,16.2245,16.2245,2.88794740050509
"FBXW8",5.99647,5.99647,2.77029,2.77029,1.85568484121911
"FBXW9",0,0,7.75682,7.75682,0.114196706110209
"FCAMR",0,0,0.01045,0.01045,0.989658073135732
"FCAR",0,0,0.09409,0.09409,0.914001590362767
"FCER1A",2.98558,2.98558,2.1326,2.1326,1.27229138734597
"FCER1G",66.08766,66.08766,230.84369,230.84369,0.289365908556752
"FCER2",0.22771,0.22771,0.09409,0.09409,1.12212889250427
"FCF1",61.58398,61.58398,15.62863,15.62863,3.76362815216888
"FCGBP",0.18976,0.18976,16.57993,16.57993,0.0676771750513227
"FCGR1A",0.12651,0.12651,36.24378,36.24378,0.0302469298229127
"FCGR1B",0,0,4.95516,4.95516,0.167921600763036
"FCGR1C",0.22771,0.22771,2.09079,2.09079,0.397215598601005
"FCGR2A",13.70079,13.70079,24.67128,24.67128,0.572655122767544
"FCGR2B",8.45072,8.45072,4.41156,4.41156,1.74639475493203
"FCGR3A",16.68638,16.68638,72.03803,72.03803,0.24215302630698
"FCGR3B",1.22713,1.22713,2.55076,2.55076,0.627226283950478
"FCGRT",12.92909,12.92909,151.36246,151.36246,0.0914207476041014
"FCHO1",0.0506,0.0506,4.11885,4.11885,0.205241411645194
"FCHO2",13.0556,13.0556,2.91665,2.91665,3.58867910076213
"FCHSD1",3.65607,3.65607,32.10402,32.10402,0.140649685446058
"FCHSD2",36.82641,36.82641,10.46438,10.46438,3.29947280184362
"FCN1",1.03736,1.03736,0.83631,0.83631,1.10948587112198
"FCN2",0.27832,0.27832,0.47043,0.47043,0.869351142182899
"FCN3",36.52279,36.52279,3.39753,3.39753,8.53269676386517
"FCRL1",0,0,0,0,1
"FCRL2",0,0,0.02091,0.02091,0.979518272913381
"FCRL3",0.37952,0.37952,0,0,1.37952
"FCRL4",0,0,0,0,1
"FCRL5",0.06325,0.06325,0.03136,0.03136,1.03092033819423
"FCRL6",0.26567,0.26567,0.88858,0.88858,0.670170180770738
"FCRLA",0.44278,0.44278,0.50179,0.50179,0.960706889778198
"FCRLB",0.20241,0.20241,2.59257,2.59257,0.334693548072828
"FDCSP",0,0,0,0,1
"FDFT1",90.17474,90.17474,195.65576,195.65576,0.463626084483872
"FDPS",78.25771,78.25771,232.49541,232.49541,0.339440120043473
"FDPSP1",0,0,0,0,1
"FDPSP2",0,0,0,0,1
"FDPSP4",0,0,0.01045,0.01045,0.989658073135732
"FDPSP5",0,0,0,0,1
"FDPSP6",0,0,0,0,1
"FDPSP7",0,0,0.03136,0.03136,0.969593546385355
"FDPSP8",0,0,0,0,1
"FDX1",44.25242,44.25242,9.60716,9.60716,4.26621451924926
"FDX1L",0.44278,0.44278,3.00028,3.00028,0.360669753117282
"FDX1P1",0,0,0.05227,0.05227,0.950326437131155
"FDX1P2",0,0,0,0,1
"FDXACB1",2.23919,2.23919,1.42173,1.42173,1.33755208053747
"FDXR",0.16446,0.16446,12.53426,12.53426,0.0860379510959595
"FECH",36.29508,36.29508,13.21377,13.21377,2.62386967004532
"FECHP1",0,0,0,0,1
"FEM1A",35.57399,35.57399,17.5417,17.5417,1.9725262516382
"FEM1AP1",0.0506,0.0506,0.03136,0.03136,1.01865497983245
"FEM1AP2",0,0,0.16726,0.16726,0.856707160358446
"FEM1AP3",0,0,0,0,1
"FEM1AP4",0,0,0,0,1
"FEM1B",30.42512,30.42512,10.10895,10.10895,2.82881100374023
"FEM1C",41.17828,41.17828,4.82972,4.82972,7.23504387860824
"FEN1",5.7561,5.7561,15.40909,15.40909,0.411729108683053
"FEN1P1",0,0,0,0,1
"FER",3.99765,3.99765,2.77029,2.77029,1.32553464057142
"FER1L4",0.8476,0.8476,1.67263,1.67263,0.691304071270621
"FER1L5",0.06325,0.06325,0.10454,0.10454,0.962617922393032
"FER1L6",0.22771,0.22771,0.01045,0.01045,1.21501311296947
"FERD3L",0,0,0.30316,0.30316,0.76736548083121
"FERMT1",0.27832,0.27832,0.58542,0.58542,0.806297384920084
"FERMT2",125.30595,125.30595,56.60803,56.60803,2.19250597529546
"FERMT3",1.08797,1.08797,35.19838,35.19838,0.0576813106000876
"FERP1",8.61518,8.61518,0.88858,0.88858,5.09122197629965
"FES",0.37952,0.37952,16.20359,16.20359,0.0801879142667316
"FETUB",0.16446,0.16446,0.06272,0.06272,1.0957354712436
"FEV",0,0,0.21953,0.21953,0.819988028174789
"FEZ1",39.12885,39.12885,710.80454,710.80454,0.0563762209215468
"FEZ2",109.97321,109.97321,81.04932,81.04932,1.35251833896978
"FEZF1",0,0,0.06272,0.06272,0.940981632038542
"FEZF2",0,0,0.02091,0.02091,0.979518272913381
"FFAR1",0,0,0.01045,0.01045,0.989658073135732
"FFAR2",0.12651,0.12651,0.10454,0.10454,1.01989063320477
"FFAR3",0,0,0.02091,0.02091,0.979518272913381
"FGA",2.22654,2.22654,0,0,3.22654
"FGB",4.89585,4.89585,0.03136,0.03136,5.7165781104561
"FGD1",1.6446,1.6446,2.25805,2.25805,0.811712527432053
"FGD2",3.42836,3.42836,11.48887,11.48887,0.354584522058441
"FGD3",0.88555,0.88555,6.62779,6.62779,0.247194796920209
"FGD4",15.26949,15.26949,3.16754,3.16754,3.90385935108001
"FGD5",7.26155,7.26155,2.90619,2.90619,2.11498928623544
"FGD6",7.86878,7.86878,0.50179,0.50179,5.90547280245574
"FGF1",95.9941,95.9941,90.0397,90.0397,1.06540443345046
"FGF10",1.30303,1.30303,5.56149,5.56149,0.350991924090412
"FGF11",6.40129,6.40129,1.39037,1.39037,3.09629471588081
"FGF12",237.21473,237.21473,121.74647,121.74647,1.94070534166889
"FGF13",3.27655,3.27655,394.11317,394.11317,0.0108236078286127
"FGF14",5.07296,5.07296,0.26135,0.26135,4.81465096919967
"FGF16",0,0,0.39725,0.39725,0.715691536947576
"FGF17",0.18976,0.18976,0.19862,0.19862,0.992608166057633
"FGF18",12.44837,12.44837,4.1293,4.1293,2.62187238024682
"FGF19",0,0,0.01045,0.01045,0.989658073135732
"FGF2",4.71874,4.71874,3.08391,3.08391,1.40030999703715
"FGF20",0,0,1.07675,1.07675,0.481521608282172
"FGF21",0,0,0.04182,0.04182,0.959858708798065
"FGF22",0,0,7.43274,7.43274,0.118585418262629
"FGF23",0,0,0.06272,0.06272,0.940981632038542
"FGF3",0,0,0.01045,0.01045,0.989658073135732
"FGF4",0,0,0.03136,0.03136,0.969593546385355
"FGF5",0.26567,0.26567,1.74581,1.74581,0.460945950375299
"FGF6",0,0,0,0,1
"FGF7",49.54044,49.54044,9.86851,9.86851,4.65017191868987
"FGF7P2",0,0,0.12545,0.12545,0.888533475498689
"FGF8",0,0,0.14636,0.14636,0.872326319829722
"FGF9",13.27067,13.27067,7.31775,7.31775,1.71568873793995
"FGFBP1",0,0,0.03136,0.03136,0.969593546385355
"FGFBP2",20.69667,20.69667,41.85754,41.85754,0.506250942074603
"FGFBP3",1.07532,1.07532,68.33734,68.33734,0.029930770346829
"FGFR1",89.83317,89.83317,74.59925,74.59925,1.20150887740288
"FGFR1OP",16.14239,16.14239,4.73563,4.73563,2.98875450473618
"FGFR1OP2",50.64106,50.64106,22.40277,22.40277,2.20662169478228
"FGFR1OP2P1",0,0,0,0,1
"FGFR2",0.55663,0.55663,0.89904,0.89904,0.819693108096723
"FGFR3",0.67049,0.67049,0.73178,0.73178,0.964608668537574
"FGFR3P1",0,0,0,0,1
"FGFR3P5",0,0,0,0,1
"FGFR3P6",0,0,0,0,1
"FGFR4",0.12651,0.12651,4.3802,4.3802,0.209380692167577
"FGFRL1",3.25125,3.25125,2.56121,2.56121,1.19376560214085
"FGG",5.00971,5.00971,0.04182,0.04182,5.76847248085082
"FGGY",27.07266,27.07266,32.12493,32.12493,0.847478319199467
"FGL1",0.54398,0.54398,1.00358,1.00358,0.770610607013446
"FGL2",8.57723,8.57723,22.26687,22.26687,0.411625199264018
"FGR",2.55546,2.55546,10.65256,10.65256,0.305122651159917
"FH",368.01112,368.01112,73.51204,73.51204,4.9523690399565
"FHAD1",0.30362,0.30362,0.62724,0.62724,0.801123374548315
"FHDC1",0.30362,0.30362,3.5857,3.5857,0.284279390278474
"FHIT",18.96352,18.96352,27.71337,27.71337,0.695269137687426
"FHL1",2461.7401,2461.7401,79.11534,79.11534,30.7399319531066
"FHL2",3081.51434,3081.51434,61.49002,61.49002,49.3281061519904
"FHL3",2.78317,2.78317,16.3604,16.3604,0.217919517983457
"FHL5",7.86878,7.86878,1.32765,1.32765,3.81018623934011
"FHOD1",10.14592,10.14592,25.97802,25.97802,0.413148185078075
"FHOD3",368.83342,368.83342,39.41132,39.41132,9.15172827811613
"FHP1",0.15181,0.15181,0.03136,0.03136,1.11678754266212
"FIBCD1",0.80965,0.80965,0.20908,0.20908,1.49671651172793
"FIBIN",12.24595,12.24595,22.64321,22.64321,0.560243300296364
"FIBP",58.04177,58.04177,189.87474,189.87474,0.309322071637138
"FICD",2.42895,2.42895,3.74251,3.74251,0.723024305694664
"FIG4",15.75022,15.75022,22.97774,22.97774,0.698573760496193
"FIGF",43.45542,43.45542,0.81541,0.81541,24.487812670416
"FIGLA",0.15181,0.15181,0.12545,0.12545,1.02342174241415
"FIGN",7.2995,7.2995,1.67263,1.67263,3.10536812054044
"FIGNL1",9.19712,9.19712,3.09436,3.09436,2.49052843423636
"FILIP1",44.85966,44.85966,4.76699,4.76699,7.95209632754695
"FILIP1L",72.98234,72.98234,7.43274,7.43274,8.77322673294801
"FIP1L1",72.38775,72.38775,18.07485,18.07485,3.84735659782384
"FIS1",52.62723,52.62723,690.4821,690.4821,0.0775540393598041
"FITM1",28.31244,28.31244,0.61678,0.61678,18.1301352070164
"FITM2",149.16532,149.16532,15.55545,15.55545,9.07044628808036
"FIZ1",15.95263,15.95263,11.10207,11.10207,1.4008041599495
"FJX1",1.08797,1.08797,5.10152,5.10152,0.342204893206939
"FKBP10",9.57664,9.57664,30.92273,30.92273,0.331320034345433
"FKBP11",7.07178,7.07178,13.94554,13.94554,0.540079515360435
"FKBP14",9.60194,9.60194,2.48804,2.48804,3.03951216155778
"FKBP15",19.46955,19.46955,13.7051,13.7051,1.39200345458378
"FKBP1A",265.67898,265.67898,238.07781,238.07781,1.1154484809778
"FKBP1AP2",0,0,0,0,1
"FKBP1AP3",0,0,0,0,1
"FKBP1B",3.2639,3.2639,622.23884,622.23884,0.00684151841371119
"FKBP1C",0.06325,0.06325,7.4432,7.4432,0.125929742277809
"FKBP2",13.15681,13.15681,312.37389,312.37389,0.0451754611719566
"FKBP3",342.20353,342.20353,196.32481,196.32481,1.73928220176672
"FKBP4",68.18769,68.18769,104.61248,104.61248,0.655109036356309
"FKBP4P1",0,0,0,0,1
"FKBP5",172.10118,172.10118,159.69424,159.69424,1.07720836789172
"FKBP6",0,0,0.08363,0.08363,0.922824211216005
"FKBP7",23.72021,23.72021,12.69107,12.69107,1.80557180702458
"FKBP8",2.59341,2.59341,569.17469,569.17469,0.00630229658212293
"FKBP9",84.06442,84.06442,37.40416,37.40416,2.2149793147409
"FKBP9L",0.20241,0.20241,0.91995,0.91995,0.626271517487435
"FKBPL",1.40424,1.40424,7.27594,7.27594,0.290509597701288
"FKRP",5.02236,5.02236,13.98736,13.98736,0.401829274802233
"FKTN",9.57664,9.57664,2.2685,2.2685,3.23593085513232
"FLAD1",12.47367,12.47367,39.81902,39.81902,0.330083132814066
"FLCN",18.25507,18.25507,14.60414,14.60414,1.23397188182111
"FLG",0.0506,0.0506,0.1359,0.1359,0.924905361387446
"FLG2",0,0,0,0,1
"FLI1",14.71285,14.71285,6.80551,6.80551,2.01304591243878
"FLII",157.19856,157.19856,280.17579,280.17579,0.562632223777161
"FLJ37644",35.09326,35.09326,0.73178,0.73178,20.84171199575
"FLNA",22.68284,22.68284,485.04146,485.04146,0.0487259667107411
"FLNB",18.64725,18.64725,28.85285,28.85285,0.658136492830668
"FLNC",99.73873,99.73873,0.41816,0.41816,71.0348127150674
"FLOT1",252.10469,252.10469,460.23428,460.23428,0.548755157574151
"FLOT2",24.65637,24.65637,179.89123,179.89123,0.141833133646114
"FLRT1",0.08856,0.08856,1.7249,1.7249,0.399486219677786
"FLRT2",2.66931,2.66931,8.07043,8.07043,0.404535396888571
"FLRT3",0.15181,0.15181,4.21293,4.21293,0.220952516147349
"FLT1",33.00588,33.00588,1.59945,1.59945,13.0819519513743
"FLT3",0.51868,0.51868,2.01761,2.01761,0.503272457342069
"FLT3LG",0.56928,0.56928,10.80936,10.80936,0.132884423880718
"FLT4",1.02471,1.02471,1.64127,1.64127,0.766566840951512
"FLVCR1",2.80847,2.80847,3.93068,3.93068,0.77240258950084
"FLVCR1-AS1",1.6193,1.6193,9.42945,9.42945,0.251144595352583
"FLVCR2",5.08561,5.08561,6.40826,6.40826,0.821462799631762
"FLYWCH1",5.69285,5.69285,73.1566,73.1566,0.0902529242171297
"FLYWCH1P1",0,0,0,0,1
"FLYWCH2",0.94881,0.94881,74.29608,74.29608,0.0258819582639627
"FMN1",0.68314,0.68314,10.40166,10.40166,0.147622363761066
"FMN2",0,0,10.57938,10.57938,0.0863604096246949
"FMNL1",3.20065,3.20065,45.95548,45.95548,0.0894602717297321
"FMNL2",11.28449,11.28449,22.3505,22.3505,0.52609109012655
"FMNL3",8.84289,8.84289,12.03247,12.03247,0.755258980070547
"FMO1",1.23978,1.23978,3.14663,3.14663,0.540144647581289
"FMO10P",0,0,0,0,1
"FMO11P",0,0,0,0,1
"FMO2",77.67577,77.67577,5.01789,5.01789,13.0736470756361
"FMO3",4.89585,4.89585,1.68308,1.68308,2.19741863828138
"FMO4",18.57134,18.57134,1.55764,1.55764,7.65210897546175
"FMO5",2.74522,2.74522,1.59945,1.59945,1.44077400988671
"FMO6P",0.45543,0.45543,0.01045,0.01045,1.44037804938394
"FMO7P",0,0,0,0,1
"FMO8P",0,0,0.01045,0.01045,0.989658073135732
"FMO9P",0,0,0,0,1
"FMOD",11.3604,11.3604,15.18956,15.18956,0.763479674555701
"FMR1",33.84083,33.84083,15.48227,15.48227,2.11383686834398
"FMR1NB",0,0,0.05227,0.05227,0.950326437131155
"FN1",120.05588,120.05588,90.75057,90.75057,1.31940193941029
"FN3K",56.83994,56.83994,39.06634,39.06634,1.44360428229781
"FN3KRP",19.06472,19.06472,44.76373,44.76373,0.438441534376678
"FNBP1",18.64725,18.64725,62.32633,62.32633,0.310254044407753
"FNBP1L",42.56987,42.56987,8.42587,8.42587,4.62237119756585
"FNBP4",71.46424,71.46424,11.73976,11.73976,5.68803807921028
"FNDC1",0.797,0.797,0.58542,0.58542,1.13345359589257
"FNDC3A",22.63224,22.63224,7.96589,7.96589,2.63579410409898
"FNDC3B",30.47572,30.47572,4.84017,4.84017,5.38952119544465
"FNDC3CP",0,0,0,0,1
"FNDC4",1.72051,1.72051,70.54312,70.54312,0.0380261582106008
"FNDC5",52.10855,52.10855,65.99566,65.99566,0.792716274457181
"FNDC7",0,0,0.01045,0.01045,0.989658073135732
"FNDC8",0,0,0.05227,0.05227,0.950326437131155
"FNDC9",0.03795,0.03795,0.24044,0.24044,0.836759536938506
"FNIP1",19.73521,19.73521,3.07346,3.07346,5.09031879532388
"FNIP2",31.19682,31.19682,3.52297,3.52297,7.11851283559254
"FNTA",123.04146,123.04146,80.42209,80.42209,1.52343743571308
"FNTAL1",0,0,0,0,1
"FNTAP2",0,0,0,0,1
"FNTB",7.61577,7.61577,10.06713,10.06713,0.778500839874475
"FOCAD",15.37069,15.37069,12.57608,12.57608,1.2058480798581
"FOLH1",0.40482,0.40482,5.03879,5.03879,0.232632696285183
"FOLH1B",0,0,0.08363,0.08363,0.922824211216005
"FOLR1",0,0,0.21953,0.21953,0.819988028174789
"FOLR2",4.81995,4.81995,28.66468,28.66468,0.196191228086735
"FOLR3",0,0,0.36589,0.36589,0.732123377431565
"FOLR4",0,0,0.03136,0.03136,0.969593546385355
"FOPNL",48.27537,48.27537,18.02258,18.02258,2.59036208547947
"FOS",2.92233,2.92233,78.80173,78.80173,0.0491509394595831
"FOSB",0.61989,0.61989,0.21953,0.21953,1.32829040696006
"FOSL1",0.20241,0.20241,1.46355,1.46355,0.488080209453837
"FOSL1P1",0,0,0,0,1
"FOSL2",15.71227,15.71227,10.12986,10.12986,1.50157054985418
"FOXA1",0.0253,0.0253,0.03136,0.03136,0.994124263108905
"FOXA2",0,0,0,0,1
"FOXA3",0,0,0.05227,0.05227,0.950326437131155
"FOXB1",0,0,0,0,1
"FOXB2",0,0,0,0,1
"FOXC1",7.67902,7.67902,5.70785,5.70785,1.2938601787458
"FOXC2",0,0,1.08721,1.08721,0.479108474949813
"FOXD1",0,0,10.0985,10.0985,0.0901022660719917
"FOXD2",0.11386,0.11386,2.19533,2.19533,0.348589973492566
"FOXD3",0.17711,0.17711,18.493,18.493,0.0603862925152619
"FOXD4",0.0759,0.0759,0.25089,0.25089,0.860107603386389
"FOXD4L1",0.03795,0.03795,0.12545,0.12545,0.922253320893865
"FOXD4L2",0,0,0,0,1
"FOXD4L3",0,0,0,0,1
"FOXD4L4",0,0,0,0,1
"FOXD4L5",0,0,0,0,1
"FOXD4L6",0,0,0,0,1
"FOXE1",0,0,0,0,1
"FOXE3",0,0,0.22999,0.22999,0.813014739957235
"FOXF1",0.06325,0.06325,0.4077,0.4077,0.755310080272785
"FOXF2",0.16446,0.16446,0.82586,0.82586,0.637759740615381
"FOXG1",0,0,0.03136,0.03136,0.969593546385355
"FOXH1",2.04943,2.04943,15.61817,15.61817,0.183499747565466
"FOXI1",0,0,0,0,1
"FOXI2",0.0253,0.0253,0.04182,0.04182,0.984143134130656
"FOXI3",0,0,0.01045,0.01045,0.989658073135732
"FOXJ1",0,0,0.18817,0.18817,0.841630406423323
"FOXJ2",22.48043,22.48043,3.64842,3.64842,5.05127118461757
"FOXJ3",35.14386,35.14386,13.17195,13.17195,2.55038015234318
"FOXK1",4.50368,4.50368,3.10482,3.10482,1.3407847359933
"FOXK2",12.34716,12.34716,13.57966,13.57966,0.915464420981011
"FOXL1",0.89821,0.89821,0.88858,0.88858,1.00509906914189
"FOXL2",0,0,0.07318,0.07318,0.931810134367021
"FOXM1",2.27714,2.27714,1.80853,1.80853,1.16685241033566
"FOXN1",0,0,0,0,1
"FOXN2",9.00735,9.00735,2.82256,2.82256,2.61797067933531
"FOXN3",56.67548,56.67548,12.04293,12.04293,4.42197267025124
"FOXN3-AS1",3.27655,3.27655,3.40798,3.40798,0.970183621522784
"FOXN3P1",0,0,0.02091,0.02091,0.979518272913381
"FOXN4",0,0,0.10454,0.10454,0.905354265123943
"FOXO1",15.90203,15.90203,11.40524,11.40524,1.36249117308492
"FOXO1B",0,0,0.01045,0.01045,0.989658073135732
"FOXO3",24.68167,24.68167,11.83385,11.83385,2.00108852760473
"FOXO3B",0,0,0.09409,0.09409,0.914001590362767
"FOXO4",17.26831,17.26831,7.25503,7.25503,2.21299135193936
"FOXO6",0.15181,0.15181,2.17442,2.17442,0.362841085930658
"FOXP1",14.47249,14.47249,3.32435,3.32435,3.5779920681721
"FOXP2",2.53016,2.53016,1.25447,1.25447,1.5658491796298
"FOXP3",0,0,0.24044,0.24044,0.806165554158202
"FOXP4",1.44219,1.44219,6.75324,6.75324,0.314989604346054
"FOXQ1",0.03795,0.03795,0.12545,0.12545,0.922253320893865
"FOXR1",0,0,0.01045,0.01045,0.989658073135732
"FOXR2",0,0,0,0,1
"FOXRED1",31.42453,31.42453,44.12604,44.12604,0.718532581188157
"FOXRED2",4.16211,4.16211,4.33838,4.33838,0.966980619588714
"FOXS1",0.0759,0.0759,4.95516,4.95516,0.18066685026095
"FPGS",8.9188,8.9188,66.87379,66.87379,0.146135938482292
"FPGT",14.82671,14.82671,4.30702,4.30702,2.98222166112055
"FPGT-TNNI3K",152.02439,152.02439,1.78762,1.78762,54.8942789906802
"FPR1",1.15122,1.15122,59.08561,59.08561,0.0358025823487521
"FPR2",0.16446,0.16446,0.39725,0.39725,0.833394167113974
"FPR3",2.20124,2.20124,3.56479,3.56479,0.701289654069519
"FRA10AC1",79.20652,79.20652,36.16015,36.16015,2.15840140580703
"FRAS1",1.30303,1.30303,0.55406,0.55406,1.48194406908356
"FRAT1",2.04943,2.04943,4.01431,4.01431,0.608145487614447
"FRAT2",5.6549,5.6549,5.34196,5.34196,1.04934436672574
"FREM1",4.31392,4.31392,0.55406,0.55406,3.41937891715893
"FREM2",0.01265,0.01265,0.31362,0.31362,0.770885035246114
"FREM3",0.35422,0.35422,0,0,1.35422
"FRG1",87.03735,87.03735,44.61737,44.61737,1.9299084975745
"FRG1B",30.29861,30.29861,21.91144,21.91144,1.36606909037581
"FRG2",0,0,0,0,1
"FRG2B",0,0,0,0,1
"FRG2C",0,0,0.01045,0.01045,0.989658073135732
"FRK",6.5531,6.5531,0.45997,0.45997,5.17346246840688
"FRMD1",0,0,1.64127,1.64127,0.37860574647802
"FRMD3",134.92054,134.92054,24.47265,24.47265,5.33594031245277
"FRMD4A",14.71285,14.71285,18.44073,18.44073,0.80824382623492
"FRMD4B",8.81759,8.81759,9.73261,9.73261,0.914743943924171
"FRMD5",21.51897,21.51897,3.89932,3.89932,4.5963460235298
"FRMD6",7.23624,7.23624,7.89272,7.89272,0.926177817360717
"FRMD7",0.48073,0.48073,0.07318,0.07318,1.37975922026128
"FRMD8",1.6193,1.6193,26.30209,26.30209,0.095937710263207
"FRMD8P1",0,0,0,0,1
"FRMPD1",0.30362,0.30362,52.0083,52.0083,0.0245927524557475
"FRMPD2",0.22771,0.22771,0.01045,0.01045,1.21501311296947
"FRMPD2P1",0,0,0,0,1
"FRMPD3",0.01265,0.01265,6.89959,6.89959,0.128190197212767
"FRMPD4",2.21389,2.21389,0.59587,0.59587,2.01387957665725
"FRMPDP2",0,0,0,0,1
"FRRS1",4.73139,4.73139,0.30316,0.30316,4.39807084318119
"FRRS1L",0.29097,0.29097,0.68996,0.68996,0.763905654571706
"FRS2",7.98264,7.98264,3.40798,3.40798,2.03781323871705
"FRS3",0.98676,0.98676,17.019,17.019,0.110259170875187
"FRY",85.86083,85.86083,18.27347,18.27347,4.50675617831143
"FRYL",36.77581,36.77581,9.58625,9.58625,3.56838446097532
"FRZB",5.74345,5.74345,33.13896,33.13896,0.19752945022344
"FSBP",1.53074,1.53074,0.85722,0.85722,1.36264955148017
"FSCB",0,0,0,0,1
"FSCN1",0.36687,0.36687,41.73209,41.73209,0.0319869681075744
"FSCN2",0,0,1.87125,1.87125,0.348280365694384
"FSCN3",0.15181,0.15181,1.07675,1.07675,0.554621403635488
"FSD1",0,0,77.81906,77.81906,0.0126872865522629
"FSD1L",7.2742,7.2742,12.46108,12.46108,0.61467579124409
"FSD2",68.32685,68.32685,0.20908,0.20908,57.3385135805737
"FSHB",0,0,0.04182,0.04182,0.959858708798065
"FSHR",0,0,0,0,1
"FSIP1",0.53133,0.53133,0.24044,0.24044,1.23450549804908
"FSIP2",8.31156,8.31156,0.82586,0.82586,5.09982145399976
"FST",2.70727,2.70727,4.70427,4.70427,0.649911382175107
"FSTL1",190.84963,190.84963,146.90908,146.90908,1.29707811041756
"FSTL3",23.79611,23.79611,140.37538,140.37538,0.175391995409667
"FSTL4",0.0506,0.0506,1.65172,1.65172,0.396195676768286
"FSTL5",0,0,2.55076,2.55076,0.281629848257838
"FTCD",0.30362,0.30362,0.78404,0.78404,0.730712315867357
"FTH1",5368.53454,5368.53454,5921.45113,5921.45113,0.906640582106416
"FTH1P1",0,0,0.05227,0.05227,0.950326437131155
"FTH1P10",2.01147,2.01147,36.09742,36.09742,0.0811773433300752
"FTH1P11",1.10062,1.10062,0.98267,0.98267,1.05949048505298
"FTH1P12",0.21506,0.21506,2.93755,2.93755,0.308582748155579
"FTH1P14",0,0,0,0,1
"FTH1P15",0,0,0.11499,0.11499,0.896869030215518
"FTH1P16",1.08797,1.08797,3.73205,3.73205,0.441240054521825
"FTH1P18",0,0,0,0,1
"FTH1P19",0,0,0.42861,0.42861,0.699981100510286
"FTH1P2",0.70844,0.70844,30.86,30.86,0.053623352165725
"FTH1P20",0,0,21.12739,21.12739,0.0451928582629944
"FTH1P21",0,0,0,0,1
"FTH1P22",0,0,0.03136,0.03136,0.969593546385355
"FTH1P23",1.08797,1.08797,1.70399,1.70399,0.772181110137242
"FTH1P24",0,0,0.06272,0.06272,0.940981632038542
"FTH1P25",0,0,0,0,1
"FTH1P26",0,0,0,0,1
"FTH1P27",0,0,0.1359,0.1359,0.880359186548112
"FTH1P3",0.797,0.797,1.96534,1.96534,0.606001335428652
"FTH1P4",0,0,0.4077,0.4077,0.710378631810755
"FTH1P5",0.21506,0.21506,0.30316,0.30316,0.93239510113877
"FTH1P6",0,0,0,0,1
"FTH1P7",0.43013,0.43013,1.74581,1.74581,0.520840844778044
"FTH1P8",0.48073,0.48073,2.06988,2.06988,0.482341329302774
"FTH1P9",0,0,0,0,1
"FTHL17",0,0,0,0,1
"FTL",378.19499,378.19499,4328.76348,4328.76348,0.0875786845520717
"FTLP1",0,0,0,0,1
"FTLP10",0,0,0,0,1
"FTLP12",0,0,0,0,1
"FTLP13",0,0,0,0,1
"FTLP14",0,0,0.61678,0.61678,0.618513341332773
"FTLP15",0,0,0,0,1
"FTLP16",0,0,0,0,1
"FTLP17",0,0,0,0,1
