"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg__TPM","FoldChange"
"MPDZ",30.829237,19.560057,15.224142,1276,724,606,1.09949666666667,20.680455,31.525244,19.653809,608,727,479,4.20540666666667,0.403329999193147
"MPEG1",0,0,0,0,0,0,294.019214666667,0,0.018029,0.016384,0,1,1,78.3936243333333,3.71590561766058
"MPG",14.204941,14.389352,12.696243,276,259,230,0.00604766666666667,38.832821,32.009492,37.689272,507,329,420,0.144124,0.879316985454957
"MPHOSPH10",9.563358,10.266965,8.725593,303,279,211,3.17494866666667,20.711495,20.236032,21.545105,574,427,522,0.307793,3.19236199204818
"MPHOSPH6",10.054609,7.774631,8.420337,98,85,73,0.226873666666667,30.102658,35.325975,29.4216,270,257,259,1.084431,0.588589244099069
"MPHOSPH8",8.176027,7.709946,7.106713,445,309,265,19.0726126666667,26.840083,36.154753,26.903667,660,582,611,44.6826326666667,0.439392642125748
"MPHOSPH9",22.076007,16.135373,12.612174,389,288,215,0.141526,14.411703,14.078839,13.323967,231,208,191,0.327888666666667,0.859654900787365
"MPI",32.395797,19.674919,21.480197,705,543,468,11.5802743333333,16.409866,13.787775,17.377138,278,199,258,3.35623433333333,2.88787823856736
"MPIG6B",0.040231,0,0,2,0,0,0,1.053627,0.567557,1.504733,24,16,22,0.0384546666666667,0.96296933520449
"MPL",0.123998,0.115106,0.094999,10,9,7,0,0.117356,0.072506,0.048989,7,3,2,0,1
"MPLKIP",1.151333,1.074324,1.073226,162,158,156,0.0548386666666667,1.49632,1.436446,1.396609,177,137,146,0.421648333333333,0.741982839169087
"MPND",27.269218,17.846429,17.767463,223,195,157,196.843126,13.529159,14.373772,10.999458,111,78,88,56.3780013333333,3.4480658336397
"MPO",0,0,0,0,0,0,1.234021,0,0,0,0,0,0,1.400917,0.930486559926895
"MPP1",10.711942,6.554216,5.561945,299,241,188,130.332607666667,6.011919,4.250386,4.810593,70,45,82,662.215044,0.198024168563141
"MPP2",6.695079,5.523624,5.561545,622,482,473,0.093402,8.706086,7.025225,9.649362,461,298,464,0.142589666666667,0.95695071634057
"MPP3",17.880579,11.406966,17.857596,194,165,122,0,40.457077,30.179557,36.836996,248,167,197,0,1
"MPP4",0.148312,0.31375,0.030214,2,4,1,4.35645833333333,0.571755,0.961704,0.603852,19,25,17,4.908567,0.906557940924311
"MPP5",2.831919,1.982312,1.988454,257,194,188,0.0782123333333333,5.390317,6.434094,5.874995,401,380,362,0.00710766666666667,1.07060284517743
"MPP6",1.206963,1.564794,9.577922,54,64,36,4.28008066666667,2.702927,5.6591,14.68354,93,114,77,16.4726893333333,0.302190496605102
"MPP7",2.49017,1.327007,1.033835,134,111,91,57.8888333333333,0.490276,0.560545,0.651325,36,33,31,614.674415666667,0.0956493104712937
"MPPE1",24.329138,18.199952,20.378813,301,277,226,7.01540733333333,21.286423,18.153076,18.672825,129,89,136,7.79985266666667,0.910856992378433
"MPPED1",0,0,0,0,0,0,0,0.128008,0.067462,0,5,2,0,0.0436246666666667,0.95819889270536
"MPPED2",4.174955,5.163892,3.552852,137,126,102,19.2078373333333,3.245541,1.451483,3.193121,81,33,57,17.7757146666667,1.07627526792411
"MPPED2.AS1",0.422767,0.464576,0.916237,2,2,4,0.118869,0,0,0,0,0,0,1.29388966666667,0.487760599935859
"MPRIP",195.720661,183.08118,165.477032,3074,2137,1897,14.8034626666667,120.306421,139.875991,78.024387,3495,3056,2584,19.31403,0.777958025397554
"MPST",10.362644,9.892155,10.0582,375,305,314,35.0482936666667,19.03211,20.668204,19.156272,496,439,446,59.548996,0.595357413798681
"MPV17",27.989914,28.718901,26.369623,318,287,241,0,47.508717,39.102411,53.217159,402,268,349,3.44278666666667,0.225083956315706
"MPV17L",4.37032,1.893117,0.473301,97,50,53,4.18725966666667,1.777206,2.22729,1.185821,135,160,93,0.349679,3.84332842599364
"MPV17L.1",37.437986,19.966172,11.19956,209,102,58,0.137928666666667,0,0,0,0,0,0,0.423998333333333,0.799108145023578
"MPV17L2",10.408435,9.887852,8.013982,326,298,240,5.461922,9.463311,7.133041,10.405684,197,127,186,11.4206686666667,0.520255565414272
"MPZ",0,0.37037,0,0,2,0,0.596062333333333,462.326845,390.911379,407.413381,9807,5370,8341,1.95427566666667,0.540255045032471
"MPZL1",12.049601,9.594023,7.791583,404,348,291,0.252181333333333,141.914443,113.759141,140.966617,4225,2311,3716,1.00790866666667,0.623624646937792
"MPZL2",0.074696,0.152201,0.095568,2,4,4,23.9640966666667,0.02688,0.066302,0,1,2,0,24.714588,0.970814569016881
"MPZL3",0.557081,0.582692,0.513795,43,47,40,6.500781,0.420897,0.404045,0.853453,26,19,27,2.53182666666667,2.12376815396754
"MR1",0.046976,0.094332,0.02558,3,6,3,0,0.214459,0.188227,0.186202,12,12,10,0.0240883333333333,0.976478266034994
"MRAP",0,0,0,0,0,0,4.95275466666667,0,0,0,0,0,0,0.016241,5.85762104330239
"MRAP2",0.117891,0.071734,0.024247,5,3,1,7.03062033333333,0.129867,0.241921,0.109493,4,6,3,18.2460673333333,0.417260326187504
"MRAS",69.668581,45.531875,37.945898,2612,2021,1752,0,6.045372,7.443784,6.737456,220,248,240,0,1
"MRC1",0.009322,0,0,1,0,0,1.03475933333333,0,0.015456,0,0,1,0,2.30036233333333,0.616526044059607
"MRC2",36.276068,18.318933,4.506619,643,387,337,0,304.325196,561.114199,234.672651,1805,3512,1601,0,1
"MRE11",15.205617,1.108236,1.354667,128,113,80,0.094197,7.171762,10.915787,3.376333,230,263,169,0.611565333333333,0.678965337220789
"MREG",0.424018,0.468658,0.222568,10,10,13,5.626977,2.90211,2.34513,4.062277,74,47,59,10.202533,0.591560587235048
"MRFAP1",101.575925,95.189053,81.721922,2859,2839,2371,0.398125666666667,95.457731,112.253623,107.537882,2109,1865,2101,2.06793233333333,0.455722458893867
"MRFAP1L1",16.352206,16.712597,14.160537,507,515,432,182.560458333333,23.236769,24.854384,25.810245,541,464,530,40.248806,4.45007931461903
"MRGBP",2.804294,2.092841,2.059543,162,117,114,0.008124,3.994716,3.937014,3.792818,166,132,139,0.088089,0.926508769043709
"MRGPRD",0,0,0,0,0,0,0.209445666666667,0,0,0,0,0,0,14.1265626666667,0.079955089157951
"MRGPRE",0,0,0,0,0,0,0.320381,0,0,0,0,0,0,3.94057866666667,0.26725229757162
"MRGPRF",0.237612,0.092932,0.137993,12,4,6,0.845879666666667,0.319534,0.320486,0.259915,10,8,7,5.10684233333333,0.302264176134235
"MRGPRF.AS1",0,0,0,0,0,0,22.5256516666667,0,0,0,0,0,0,21.5914806666667,1.0413505875858
"MRGPRG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRGPRG.AS1",0,0,0,0,0,0,0.578247666666667,0,0,0,0,0,0,2.53263833333333,0.446761745116846
"MRGPRX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616113333333333,0.941964322159334
"MRGPRX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRGPRX3",0.088005,0.093471,0.086608,3,3,3,14.0027956666667,0.124883,0.058499,0.069843,3,1,1,22.404796,0.641013733538488
"MRGPRX4",0,0,0,0,0,0,0,0.050406,0,0.341739,1,0,6,0.0592893333333333,0.944029141550247
"MRI1",4.061867,3.396267,2.821238,193,161,157,0.601974,8.144143,8.42213,11.406941,254,200,230,9.26412066666667,0.156075133177507
"MRLN",0.25307,0.413188,0.529395,2,4,6,8.06621466666667,0.439722,1.847029,0.869966,4,2,4,20.8793866666667,0.41437243213399
"MRM1",2.03707,2.14421,2.754051,73,68,79,0.648339,1.781734,1.064556,1.830792,40,18,34,0.839979333333333,0.89584647508722
"MRM2",9.522038,6.885354,7.695333,230,183,192,0.480943,9.352905,11.318487,9.781642,197,162,166,0.100312333333333,1.34592965573108
"MRM3",5.722573,6.081793,3.642506,159,145,110,0.283340333333333,7.017528,5.447312,9.732774,102,86,105,3.70239633333333,0.272911988348636
"MRNIP",5.400748,3.279106,3.572868,194,166,107,1.87145433333333,20.578564,17.776937,17.887883,573,402,525,1.83304866666667,1.01355630318623
"MRO",0.187621,0,0,2,0,0,1.05669566666667,0.908898,1.667171,1.084562,41,58,38,2.87647466666667,0.530558263246744
"MROCKI",0.065826,0.020207,0.027866,3,1,1,6.83053533333333,0.212615,0.307118,0.152563,6,8,5,14.9001653333333,0.492481377971416
"MROH1",9.209219,5.615659,4.534116,561,338,293,1.47139233333333,11.159632,9.522989,7.677405,477,359,356,0.022167,2.41779702664372
"MROH2A",0,0,0,0,0,0,12.391244,0,0,0,0,0,0,13.822614,0.90343336202373
"MROH2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MROH3P",0,0,0,0,0,0,0,0.024954,0,0.02952,1,0,1,0,1
"MROH5",0.068939,0.012191,0.048963,6,1,4,0.940992,0.016721,0,0,1,0,0,1.68377066666667,0.72323318236829
"MROH6",3.162783,2.408074,3.353958,45,40,26,16.9860843333333,5.314523,7.30638,2.736343,60,53,49,17.480481,0.973247629936328
"MROH7",20.056351,12.96138,8.791098,1526,1014,667,0.682929333333333,0.041902,0.195783,0.015794,3,7,1,32.55829,0.0501494364979066
"MROH7.TTC4",12.068481,7.30091,6.034282,1534,784,665,6.012885,0,0,0.043293,0,0,2,10.0598246666667,0.634086453570662
"MROH8",4.636791,2.080368,1.879276,80,49,32,0.067616,4.823865,2.82871,4.928824,49,35,62,0.411847333333333,0.756183742245975
"MROH9",0,0,0,0,0,0,0,0.03086,0.300936,0.0346,1,1,1,0.0320953333333333,0.968902743480415
"MRPL1",8.314911,29.283463,8.977176,146,178,123,0.129200666666667,34.621248,34.73936,36.90475,159,119,124,0.911431666666667,0.590761723978275
"MRPL10",18.978424,19.481185,16.16606,631,623,497,0.103649666666667,14.198833,11.478303,15.588679,301,217,307,0.055108,1.04600634879715
"MRPL11",14.552569,13.884211,11.328519,224,183,147,0,10.516229,10.638901,10.371388,117,85,87,0,1
"MRPL12",65.416106,62.676602,54.609203,1222,1063,940,21.48583,15.554793,15.762285,19.563205,193,153,207,14.3209683333333,1.4676507065861
"MRPL13",38.752691,44.86957,33.348061,280,314,230,2.145883,29.145053,41.136013,30.400579,164,180,148,4.08852366666667,0.618230985267436
"MRPL14",21.061754,20.929177,17.511434,349,329,271,358.239475,11.501777,15.971985,13.396245,135,151,139,303.144627666667,1.18114687001381
"MRPL15",121.794014,105.431927,95.765075,1411,1253,1103,0.651263333333333,31.33599,34.983633,31.828913,290,253,261,19.6603523333333,0.0799242581487437
"MRPL16",31.779857,33.506174,23.323851,601,547,424,63.721048,16.109693,13.735197,17.222482,172,147,172,15.5515383333333,3.91027387887309
"MRPL17",71.470746,88.584157,57.944626,420,377,329,2.49752533333333,91.357351,82.448824,99.730962,397,359,399,0.498154,2.33455661656501
"MRPL18",26.193742,23.202467,20.571087,343,303,271,15.4449716666667,18.151274,18.509249,20.886981,185,160,185,14.7803783333333,1.04211517108747
"MRPL19",26.365919,27.446949,24.314359,435,415,352,3.60986766666667,21.538622,21.442724,23.693903,359,321,387,0.404476333333333,3.28226795799811
"MRPL2",59.549767,67.581188,56.279304,452,492,405,2.001411,26.933281,23.025853,25.381929,161,108,131,0.700453,1.76506554429908
"MRPL20",96.779426,98.852698,91.694641,581,542,473,1.8952,72.721385,82.004201,84.406668,322,266,288,2.76700566666667,0.768567997021861
"MRPL20.AS1",4.79361,5.243331,6.012834,176,133,130,34.1566136666667,8.362755,7.680545,8.522287,196,138,168,47.3731096666667,0.726780103841301
"MRPL21",53.054171,47.381158,41.067934,545,463,396,3.26973933333333,21.235445,21.452456,22.594743,160,128,144,16.5164636666667,0.243755783963319
"MRPL22",32.553179,35.758762,30.409879,257,269,239,1.801819,20.067867,24.109289,23.578303,156,129,154,3.18722866666667,0.66913446172751
"MRPL23",47.547029,60.337729,51.691442,480,448,387,0.0615736666666667,24.883613,25.283993,60.720569,117,90,138,0.177518333333333,0.901534724866279
"MRPL23.AS1",0.492991,0.751541,0.239035,20,28,9,15.3850253333333,0.184871,0,0.215318,5,0,5,3.73416666666667,3.46101573666608
"MRPL24",42.471543,53.186422,43.433207,445,450,446,0,28.591816,28.026786,31.125342,169,133,163,0,1
"MRPL27",47.189014,44.234001,41.41456,539,478,436,0.314147333333333,27.272302,28.795448,29.840848,239,207,228,0.138983,1.15379012095293
"MRPL28",49.492343,46.607349,38.445193,901,724,634,0,29.686545,43.13623,28.997594,356,364,288,0,1
"MRPL3",45.463197,32.166825,25.312538,504,516,370,5.109831,45.566379,44.972186,54.120218,494,462,462,12.1307376666667,0.465307521565239
"MRPL30",11.86546,10.253942,11.677263,396,376,341,4.01690533333333,12.776561,17.256424,11.512238,452,368,447,7.68264433333333,0.577808457968623
"MRPL32",29.973643,28.481549,22.851877,424,414,325,71.3660636666667,24.127365,26.429927,24.869483,312,262,272,251.4312,0.28667638416593
"MRPL33",123.836854,139.790916,120.449387,540,596,507,0.00495233333333333,66.388027,77.281919,81.858368,206,186,225,0.00721,0.997758494587358
"MRPL34",75.456793,76.248319,68.818481,634,600,572,0,24.707592,18.918054,16.092278,151,99,96,0,1
"MRPL35",21.941077,19.945417,18.00382,562,525,492,0.0918703333333333,11.240036,8.885801,12.072855,331,247,338,0.706189333333333,0.639946758546531
"MRPL36",33.670781,34.056084,33.339776,273,261,254,11.364422,15.680445,18.875737,17.430514,92,87,90,5.254841,1.97677638808085
"MRPL37",23.540718,24.036043,21.533139,689,657,559,12.9586886666667,21.589019,19.353783,23.696933,406,304,399,37.321543,0.364251738680425
"MRPL38",38.632581,34.01263,29.206771,641,587,479,0,32.404337,30.518164,35.732705,304,219,268,0.0912416666666667,0.916387295817456
"MRPL39",16.420818,16.638428,10.505355,302,311,193,22.5292303333333,7.462715,8.113116,7.424387,101,89,91,41.8461126666667,0.549156711517462
"MRPL4",22.324301,20.047805,17.633052,496,425,380,0,17.669998,17.565483,14.481107,273,198,201,0.025554,0.97508273577013
"MRPL40",23.625081,21.053318,16.821845,417,344,287,0.799291666666667,8.817934,10.043446,12.781977,109,100,135,3.97107466666667,0.361952251236889
"MRPL41",121.069771,119.351261,114.308007,1009,887,878,1.20576266666667,20.578557,21.282597,25.019439,110,88,112,5.68805533333333,0.329806282503843
"MRPL42",25.695618,27.209056,27.032176,371,420,358,3.07371066666667,28.777683,34.567841,28.195671,880,724,753,3.809566,0.847001718380965
"MRPL43",21.963062,21.072063,19.318649,372,323,294,41.369937,24.986783,23.33116,23.127021,303,228,238,84.204886,0.497271212826926
"MRPL44",11.878636,10.543307,10.433829,383,336,327,0.0231466666666667,12.253891,12.741035,11.857323,288,241,248,0.0256146666666667,0.997593638156501
"MRPL45",11.766026,12.130934,10.328712,353,353,298,44.1660066666667,13.827276,13.290559,13.892773,295,228,263,51.7747596666667,0.855825909050879
"MRPL46",18.634069,19.979697,15.792142,316,337,260,2.03469633333333,5.566588,9.2466,4.616192,101,104,66,4.542214,0.547560295097471
"MRPL47",36.140937,32.963785,31.026914,466,431,421,0.509853333333333,20.967625,21.174754,23.393918,262,221,260,0.782439333333333,0.847071372976135
"MRPL48",34.584871,34.485776,37.772119,161,176,185,7.853741,29.215696,34.353275,27.663781,102,76,96,32.1812273333333,0.266829822509479
"MRPL49",21.85067,17.271523,13.469309,509,389,386,0.00918466666666667,18.466332,27.203034,21.129421,308,322,312,0,1.00918466666667
"MRPL50",5.714445,5.47608,5.154018,286,306,284,0.677751333333333,4.493005,4.843929,4.700699,212,185,196,0.907500333333333,0.879554935857591
"MRPL51",153.590939,159.107034,117.694516,714,686,554,1.40997133333333,130.804026,134.4609,127.459714,398,345,376,6.48926366666667,0.321790157296727
"MRPL52",205.127216,145.11733,161.330475,296,213,165,0.177870333333333,121.103796,111.272792,172.581488,237,193,207,0.704608333333333,0.690991772303511
"MRPL53",55.910755,56.659232,41.045672,303,313,226,38.52493,31.997812,24.839191,29.335906,111,74,95,50.888633,0.761726176135725
"MRPL54",30.56981,29.570233,25.633167,263,242,208,0,15.296663,16.422757,20.48521,90,80,108,0.0271013333333333,0.973613768716102
"MRPL55",111.074166,139.559503,95.369644,228,172,158,0.276342,126.103831,99.110249,120.360526,184,125,198,1.16489266666667,0.589563639644644
"MRPL57",7.692169,8.456569,6.052044,349,372,263,0.280723666666667,6.462665,6.962216,7.540866,210,182,217,0.933797,0.662284441783014
"MRPL58",21.418829,20.681062,19.905897,245,251,218,0.236663666666667,9.562988,8.878303,12.83704,73,53,71,0.132234666666667,1.09223264670693
"MRPL9",45.757472,49.684403,35.329463,267,273,203,0.087896,55.463872,62.105683,62.395567,216,182,211,1.45338233333333,0.443427013074603
"MRPS10",9.78688,9.788878,6.959602,381,394,273,2.63342133333333,9.061652,11.24399,9.658755,274,274,260,12.9034403333333,0.261332536855806
"MRPS11",41.514422,37.748216,35.292015,592,507,455,0.475665333333333,19.697633,19.141049,20.220917,296,226,256,0.892114666666667,0.77990269793374
"MRPS12",26.936973,24.570205,20.296373,459,387,326,0,10.779055,11.199615,9.70897,125,102,100,0,1
"MRPS14",9.331106,9.851586,6.421946,217,212,141,18.1362836666667,9.087452,10.822075,10.515161,258,211,218,12.1942113333333,1.45035449131556
"MRPS15",45.780863,39.797961,38.272275,641,567,471,0,22.78465,24.249498,27.97949,264,200,275,0.0606126666666667,0.94285127024066
"MRPS16",39.564642,35.857324,25.445093,770,775,599,8.978171,28.463812,32.983481,29.056147,565,487,501,23.046405,0.414954792618689
"MRPS17",5.075883,7.354124,5.584073,159,198,181,0,3.941553,5.072945,4.070806,99,83,91,0.0102186666666667,0.98988469823035
"MRPS18A",18.250727,17.27641,15.08261,305,282,246,1.685438,28.683191,30.786578,27.454905,333,292,295,0.862004666666667,1.44222946809657
"MRPS18B",25.878333,24.788119,20.476114,664,627,521,2.46132733333333,16.855219,21.264543,18.921385,322,260,284,4.38936766666667,0.642251103917386
"MRPS18C",48.836666,98.270041,50.920207,165,220,180,0.081459,56.469659,54.320276,52.237232,152,97,117,0.171431,0.923194793376648
"MRPS2",24.378863,18.194114,19.926752,495,391,377,0.010167,17.785133,25.913666,20.753837,251,222,281,0.125195333333333,0.897770342690129
"MRPS21",34.140721,30.525077,30.813914,766,645,652,19.438071,24.638207,25.857162,26.931651,439,358,440,77.634389,0.259912631863904
"MRPS22",51.770436,49.697467,31.053764,513,451,361,3.431687,28.972368,31.3515,34.753397,319,285,279,2.96266966666667,1.11835892789112
"MRPS23",25.45648,28.029397,21.741424,509,561,429,0.201547333333333,16.467431,17.028936,17.768032,301,231,270,0.856568666666667,0.647187122623708
"MRPS24",58.639075,50.292201,44.111176,534,462,408,1.60362566666667,20.471937,14.354828,19.577267,136,81,123,7.13409066666667,0.320088104910887
"MRPS25",47.871565,40.158897,36.947145,1350,1076,907,7.63208666666667,46.165563,37.513916,45.052952,1086,675,851,3.667139,1.84954565670032
"MRPS26",20.691459,16.679444,16.071064,393,289,282,5.221924,11.817996,9.186158,12.434471,150,92,135,12.4519406666667,0.462529842658142
"MRPS27",25.112245,20.234559,20.422784,530,507,377,19.2230056666667,42.682943,34.08639,34.709834,392,295,319,9.14522766666667,1.99335158668856
"MRPS28",63.719814,63.58366,58.784481,302,290,265,6.196358,24.951682,27.405644,28.627993,96,80,85,7.45420466666667,0.851216440071989
"MRPS30",17.302889,18.418656,8.250722,367,399,245,0.012902,9.790883,11.310135,10.926264,281,240,226,0.323861,0.765112047261759
"MRPS31",21.295755,17.373411,22.183588,311,278,284,63.604984,12.341762,18.957233,13.152943,118,99,108,153.46066,0.418261737325219
"MRPS31P5",10.50744,4.26428,2.317001,217,177,133,0.927835333333333,10.034703,11.742931,12.467306,196,134,164,0.757953666666667,1.09663603193182
"MRPS33",40.563052,42.999566,36.1856,396,404,353,0.073565,28.232409,28.364971,28.232607,250,195,238,0.143443333333333,0.938887803797302
"MRPS34",31.272407,29.574565,28.195641,403,373,355,6.53207566666667,30.646991,30.040515,32.824703,260,205,243,8.50011533333333,0.792840444814249
"MRPS35",19.993741,17.935016,11.978378,485,495,375,0.040281,21.314051,22.308262,25.731509,357,287,334,0.0389166666666667,1.00131322691907
"MRPS36",213.180598,215.064651,122.474419,405,433,278,0.338965,52.089643,59.781073,55.301127,101,93,97,10.477793,0.116657008886639
"MRPS5",33.565811,30.686994,29.668921,844,747,675,0.500503333333333,30.073611,24.180059,28.003571,528,385,418,5.07657466666667,0.246932427501371
"MRPS6",32.410365,32.046262,31.454355,541,527,505,11.265555,25.914629,31.405993,27.497558,374,354,331,13.8484076666667,0.826051875416585
"MRPS7",56.879674,52.425804,40.424703,1015,882,698,12.892953,26.454181,28.705673,25.212055,335,278,290,14.7226143333333,0.883628683211144
"MRPS9",22.558965,19.134014,19.009412,530,452,401,13.113042,10.264921,9.835259,14.473633,185,127,189,25.893962,0.524766191013433
"MRPS9.AS1",0.549868,0.125349,0,4,2,0,1.114869,0.580266,0.313424,0.361132,3,2,2,0.410711,1.49915113726341
"MRPS9.AS2",0,0,0.117684,0,0,1,0.51256,0,0,0,0,0,0,0.812857,0.834351523589561
"MRRF",17.909418,13.850986,13.813968,497,404,342,1.89490833333333,9.823934,9.096165,10.807311,280,218,269,0.0429703333333333,2.77563823323834
"MRS2",17.26155,10.978705,12.596832,611,528,493,2578.19465,17.845759,16.516093,15.345306,617,482,580,18.3231373333333,133.477012842566
"MRTFA",14.165924,10.42365,9.360895,709,618,446,3.21846766666667,22.012201,18.824452,16.658193,572,494,475,15.562741,0.25469622852079
"MRTFA.AS1",0.255403,0.296136,0.043109,10,11,2,0,0.272712,0.637269,0.252226,8,14,6,0,1
"MRTFB",3.60465,2.347537,1.723151,368,246,177,1.58905533333333,2.932112,3.28429,2.883914,257,293,199,3.57179733333333,0.566310171812807
"MRTO4",11.549952,9.054652,10.751322,268,226,229,0,22.103988,26.133379,21.926034,351,322,299,0,1
"MRVI1",0.233103,0.360898,0.486366,30,37,23,15.0137103333333,1.331859,2.03654,0.431082,53,130,35,39.8103736666667,0.392393131808374
"MRVI1.AS1",0.119671,0,0,1,0,0,1.87486933333333,0,0.319586,0.232126,0,2,2,0.037568,2.77077679085451
"MS4A1",0,0,0,0,0,0,0.000356666666666667,0,0,0.100612,0,0,1,0.0221213333333333,0.978706376672828
"MS4A10",0.021369,0.022616,0,1,1,0,1.35585033333333,0.092202,0.336577,0.145198,3,9,4,4.00333066666667,0.470856413514411
"MS4A12",0,0,0,0,0,0,2.19605033333333,0,0,0,0,0,0,2.811333,0.838564967514865
"MS4A13",0,0,0,0,0,0,5.221656,0,0,0,0,0,0,3.53908966666667,1.370683651766
"MS4A14",0,0,0,0,0,0,10.7348003333333,0.326687,0.134831,0.060217,2,4,2,27.0282743333333,0.418677232632101
"MS4A15",0,0,0,0,0,0,5.737324,0,0,0,0,0,0,32.0412743333333,0.203906300103054
"MS4A18",0,0,0,0,0,0,5.70821,0,0,0,0,0,0,16.7143663333333,0.378687550758002
"MS4A2",0.051549,0.047636,0,3,3,0,1.05023066666667,0.038441,0.049289,0.087549,2,2,4,5.26491166666667,0.327256117205164
"MS4A3",0,0,0,0,0,0,3.37724733333333,0,0.152557,0,0,1,0,13.0294203333333,0.312004860452657
"MS4A4A",0,0.09479,0,0,1,0,3.49997966666667,0,1.307245,0.289654,0,8,2,8.38937033333333,0.479263199438542
"MS4A4E",1.117678,1.23229,0.546757,56,55,25,0.00972866666666667,1.417893,2.212158,2.120219,46,50,59,9.46041533333333,0.0965285444688844
"MS4A5",0,0,0,0,0,0,1.232631,0,0.454586,0,0,2,0,0.545631666666667,1.4444780397227
"MS4A6A",0.02171,0.043633,0.066257,1,2,3,0.824264333333333,0.29471,0.180879,0.388801,3,2,3,1.87695733333333,0.634095025392567
"MS4A6E",0,0,0,0,0,0,0.172501,0,0.242133,0.219448,0,1,1,0.188934666666667,0.986177821938071
"MS4A7",0.063209,0.063322,0.059932,3,3,3,0.808669666666667,0.38345,3.503731,0.208689,12,17,4,0.743595333333333,1.03732192446795
