"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg__TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","FoldChange"
"DCAF12",3.848808,4.085313,2.795811,3.576644,264,233,179,12.640317,12.935495,18.143816,14.5732093333333,533,593,483,0.293879309141759
"DCAF12L1",0,0,0,0,0,0,0,0.047359,0.086589,0,0.0446493333333333,2,4,0,0.957259022804463
"DCAF12L2",0.017147,0.072504,0.01798,0.035877,1,4,1,0.834964,1.217871,1.020922,1.02458566666667,28,46,24,0.511648885525055
"DCAF13",10.834871,6.985937,7.765455,8.52875433333333,288,252,205,11.716469,11.600675,16.03733,13.118158,253,286,225,0.674929005138867
"DCAF13P1",0,0.04528,0,0.0150933333333333,0,1,0,0,0.060381,0,0.020127,0,1,0,0.995065647055056
"DCAF15",9.213132,9.989544,5.372246,8.19164066666667,193,183,146,36.828101,37.482862,51.568395,41.959786,475,544,429,0.213959181888538
"DCAF16",5.319731,4.663224,3.628691,4.53721533333333,307,289,231,11.350259,13.818475,18.149733,14.439489,525,663,503,0.358639805587694
"DCAF17",1.934926,0.840503,0.864047,1.21315866666667,109,90,74,15.353257,20.410044,24.200866,19.9880556666667,394,395,361,0.105448484691301
"DCAF4",3.763673,2.844053,2.796763,3.13482966666667,81,59,44,15.950561,17.655109,15.537564,16.381078,226,255,163,0.237892590244786
"DCAF4L1",0.164507,0.222261,0.068139,0.151635666666667,14,20,6,0.253466,0.325229,0.244598,0.274431,16,22,11,0.903646934723549
"DCAF4L2",0,0,0,0,0,0,0,0.070119,0.021766,0,0.0306283333333333,3,1,0,0.970281883058393
"DCAF5",11.640845,7.229848,7.59592,8.82220433333333,1035,837,707,19.935509,24.07981,21.185474,21.7335976666667,1264,1368,978,0.432056750425175
"DCAF6",42.200393,39.501125,38.96047,40.2206626666667,1771,1470,1312,16.18622,18.703162,22.873551,19.254311,551,610,516,2.0351550179449
"DCAF7",11.852274,11.281171,6.176562,9.77000233333333,1190,863,788,56.891329,53.345791,58.71429,56.3171366666667,3466,3830,2815,0.187901960210736
"DCAF8",89.513932,64.609711,60.183769,71.435804,1993,1471,1247,77.27403,84.404744,98.520556,86.73311,1049,1151,874,0.825638165568279
