"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg__TPM","FoldChange"
"A1BG",6.574087,5.356817,5.122674,51,37,35,3.30626433333333,18.566797,13.425058,13.989052,182,164,192,9.26790433333333,0.419390772794176
"A1BG.AS1",2.337322,2.003968,1.253341,87,70,50,0.0794916666666667,4.485336,3.910238,3.890783,109,146,152,0.0150216666666667,1.06351588553939
"A1CF",0.063683,0.066053,0,4,2,0,16.1244153333333,0.232084,0.063162,0.004811,1,5,1,16.220613,0.994413807065598
"A2M",47.469149,41.973869,31.55372,2028,1448,1149,1.48072333333333,20.514891,0.866071,0.291101,519,12,14,2.97925533333333,0.623413962042815
"A2M.AS1",1.058558,0.498442,0.612746,47,23,23,0.915345333333333,1.875543,1.328968,1.240804,64,74,69,0.837580333333333,1.04231923828818
"A2ML1",0.229587,0.095002,0,6,4,0,0.0162356666666667,0.466725,0.673839,0.170052,5,14,11,0.0526876666666667,0.965372445071552
"A2MP1",0.062851,0.01158,0.048479,2,1,1,0.0559523333333333,0.061885,0.170176,0.221341,2,2,6,0.389514666666667,0.759943279955783
"A3GALT2",0,0,0,0,0,0,14.8929526666667,0.438529,0.497281,0.204317,5,8,4,11.568825,1.26447401938261
"A4GALT",33.003692,32.717969,29.75239,1208,1099,1075,12.358464,13.724676,11.545392,14.652328,285,366,484,13.5687636666667,0.916925025735998
"A4GNT",0,0,0,0,0,0,2.25089866666667,0.153016,0.028124,0,4,1,0,8.37407766666667,0.346796643068849
"AA06",0,0,0,0,0,0,1.19543366666667,0,0,0,0,0,0,12.7766293333333,0.159359275302174
"AAAS",17.868209,17.289999,16.874782,598,489,514,3.297399,13.508489,16.738215,19.022055,343,455,490,30.1619223333333,0.137905452495245
"AACS",6.792635,7.2732,5.012077,382,296,228,9.04946033333333,15.145339,10.858128,8.980095,461,652,560,16.2866656666667,0.581341742075303
"AACSP1",0.016684,0.017346,0.035141,1,1,2,1.00310933333333,0.721078,1.223639,1.219131,29,62,70,3.992751,0.401203531546703
"AADAC",0.114227,0.093886,0.189067,3,2,4,0.485872,0,0,0,0,0,0,15.380365,0.0907105549845806
"AADACL2",0,0,0,0,0,0,0.428366666666667,0,0,0,0,0,0,9.19627866666667,0.140087056598035
"AADACL3",0,0,0,0,0,0,3.22497266666667,0,0.011945,0,0,1,0,13.2169563333333,0.297178423257918
"AADACL4",0,0,0,0,0,0,9.55361766666667,0.043998,0,0,1,0,0,75.0999046666667,0.13868108919313
"AADACP1",0.189514,0,0,2,0,0,7.256178,0.056238,0,0,1,0,0,14.6130316666667,0.528800439034956
"AADAT",2.803781,1.273732,1.256284,72,50,52,8.58759633333333,16.560745,15.539194,12.933418,429,514,491,16.745054,0.540296824869247
"AAGAB",13.5382,8.893211,8.17232,443,347,312,55.846109,41.413864,42.849994,35.918127,993,1426,1315,96.488751,0.583104290668366
"AAK1",8.140723,4.98695,5.632312,1061,924,810,19.618997,11.518232,13.289394,13.438405,2499,3549,3550,9.86786333333333,1.89724478193966
"AAMDC",43.508279,45.757314,41.928473,288,290,250,105.933304666667,9.532266,5.352023,7.306193,48,40,51,19.3151253333333,5.26372852306301
"AAMP",48.914554,44.434024,32.481351,986,865,668,0.0628246666666667,72.348646,70.27047,54.966626,935,1376,1193,1.45578866666667,0.432783439834535
"AANAT",0.384486,0.191591,0.957074,4,2,7,0.195217333333333,0.253842,0.182542,0.515652,1,1,6,0,1.19521733333333
"AAR2",9.629091,8.985329,7.802869,494,440,373,0,9.862522,12.742074,9.815474,384,679,543,0.0465643333333333,0.955507433370078
"AARD",0.509473,0.537165,0.417107,11,13,17,0.182879666666667,0.160926,0.129803,0.240983,5,6,12,10.131919,0.106260175506727
"AARS1",22.672867,16.865167,16.478736,1180,877,706,15.8662736666667,61.137205,66.203897,57.698854,2513,3252,3240,33.9592853333333,0.482454761470334
"AARS2",2.873718,2.217694,1.513002,289,218,155,5.08377433333333,4.02726,4.870429,3.692426,318,528,425,22.3376433333333,0.260685033464533
"AARSD1",42.269472,45.211996,38.782538,410,412,304,4.02409666666667,57.596898,71.665882,48.347544,392,756,544,10.569663,0.434247450998933
"AASDH",1.51679,1.429238,0.686802,72,62,45,5.38488366666667,5.317648,4.075445,5.487073,154,175,182,43.666992,0.142944115571218
"AASDHPPT",15.491333,11.332325,7.790263,438,436,306,121.357049,104.747918,110.344793,89.985303,3116,4632,3686,139.696805,0.869650515518103
"AASS",10.663442,6.340196,5.078783,777,556,484,8.239964,2.628604,2.250706,1.439504,225,282,185,28.594794,0.312215857964749
"AATBC",0.16705,0.020132,0.02015,11,2,2,1.01422433333333,0.101052,0.061185,0.102274,6,3,7,0.462397,1.37734441012484
"AATF",18.011852,16.629179,17.421425,333,266,229,87.4279296666667,16.465887,17.429714,15.691305,276,428,414,30.1587223333333,2.83798317275889
"AATK",0.807211,1.215351,1.261386,81,68,60,7.41496433333333,16.385879,16.887406,16.473264,581,867,1089,41.9430956666667,0.19595616484317
"ABALON",0.126228,0.106777,0.026797,5,4,1,8.11983866666667,1.878141,1.092098,1.292027,54,43,54,14.7507913333333,0.579008284324508
"ABAT",3.072307,1.855792,1.672802,274,169,145,0.722117333333333,59.088785,64.587057,41.158971,3015,4574,3152,0.356269333333333,1.26974583219459
"ABCA1",1.876267,0.885241,0.804978,396,171,159,25.6683846666667,4.587007,4.124422,3.096802,771,969,758,13.6558153333333,1.81964524389249
"ABCA10",0.159011,0.678309,0.402902,12,6,3,1.07182866666667,1.20466,0.95142,0.489229,24,31,27,2.854131,0.537560520560061
"ABCA11P",1.985955,1.111808,0.940415,66,38,32,10.3198766666667,1.784649,1.474793,0.919267,51,54,37,19.5815453333333,0.550001298898256
"ABCA12",0,0.006599,0,0,1,0,51.448996,0.060479,0.006374,0,9,1,0,156.470874666667,0.333071090835202
"ABCA13",0.174113,0.034944,0.058673,5,3,5,0.328574333333333,0.018797,0.084847,0.059631,1,8,6,14.4847353333333,0.0857989694194752
"ABCA17P",0.02167,0.266152,1.014407,2,4,5,0.812543,4.66571,1.657589,2.029971,35,13,40,0.368363333333333,1.3246065250701
"ABCA2",24.315816,17.365586,16.698512,805,444,402,52.444161,86.10463,86.558699,80.710993,2072,2678,2585,94.3114753333333,0.560731651808866
"ABCA3",2.864033,2.329955,1.427765,295,201,155,1.15103666666667,55.59978,54.652489,44.714698,4782,6902,6185,33.0884343333333,0.0631016562870791
"ABCA4",0.012157,0.012809,0,1,1,0,31.344221,0.709647,0.545438,0.159905,39,1,1,28.3998213333333,1.10015025714896
"ABCA5",4.156998,3.19961,2.228167,168,152,100,13.4566326666667,10.668791,9.107596,7.662206,513,604,633,3.178246,3.45997642711
"ABCA6",0.307074,0.113031,0.186072,11,7,9,214.166965,0.332708,0.201177,0.26943,9,14,15,116.877734,1.82534018680746
"ABCA7",11.353326,7.85688,8.990523,435,267,221,0.009045,42.45405,52.111696,39.796489,1395,2369,1835,0.296992,0.777988607485628
"ABCA8",3.234198,1.719767,1.436738,96,64,65,61.5321443333333,0.244206,0.413915,0.141469,6,7,6,217.002767,0.286841058000577
"ABCA9",0.287344,0.110486,0.190728,11,7,5,23.8153686666667,4.035468,0.682386,0.739211,21,27,35,71.051303,0.344412489898575
"ABCA9.AS1",0,0,0.171932,0,0,1,45.8245276666667,0,0,0,0,0,0,95.338097,0.486043726467491
"ABCB1",0.03239,0.180298,0.191402,3,5,3,1.137784,2.608253,0.395444,0.72192,71,28,37,5.47972433333333,0.329918973404887
"ABCB10",4.005154,2.663769,2.895076,137,128,111,1.70077,4.784184,6.526598,5.638334,213,397,298,3.46895066666667,0.604340974301797
"ABCB11",0.266721,0.007328,0.0069,3,1,1,5.94528533333333,1.713152,2.345963,2.257067,8,17,14,37.9252723333333,0.178426120538296
"ABCB4",11.373936,10.12465,10.942716,248,158,162,13.3101653333333,2.613821,0.236469,0.112046,20,11,9,0.290904,11.0853830597266
"ABCB5",0.238192,0,0.073851,1,0,5,20.783434,0.031732,0.170177,0.033162,3,5,1,251.873522,0.0861435939504967
"ABCB6",8.326215,7.061364,8.704006,123,101,86,134.693941333333,39.80428,30.533985,38.474452,602,671,937,98.0426783333333,1.37005524907806
"ABCB7",13.831658,11.114692,9.446497,350,248,280,0.630597333333333,6.507055,5.040312,4.209266,171,274,200,0.332785333333333,1.22345083829454
"ABCB8",11.02178,6.985446,5.674411,471,342,268,0.0341556666666667,21.51191,19.464312,14.629305,551,761,665,0.0443566666666667,0.990232264200928
"ABCB9",4.324097,2.790693,3.029996,187,127,124,0.289378,13.522164,13.523465,13.352624,392,512,531,2.804119,0.338942604056287
"ABCC1",4.111846,2.414281,2.166516,483,341,276,0.104014333333333,11.500209,10.367327,9.302465,903,1271,1197,0.078357,1.0237929863054
"ABCC10",14.897475,9.350053,15.513101,250,167,160,0,36.128396,35.014973,37.78168,526,739,582,0.110797333333333,0.900254231795059
"ABCC11",0.152197,0,0.378463,2,0,3,8.845367,0.147705,0.168729,0.111362,9,7,7,34.807229,0.274954730509864
"ABCC12",0.174113,0,0.046512,1,0,1,13.957216,0,0,0,0,0,0,24.0371986666667,0.597399741046642
"ABCC13",0,0.021593,0,0,1,0,24.316599,0.065046,0,0.010734,3,0,1,39.963668,0.61802568559046
"ABCC2",0.206724,0.320286,0.182112,3,4,1,0.0342316666666667,0.525342,0.194318,0.093136,8,4,5,0.258827333333333,0.82158342076038
"ABCC3",0.348225,0.325404,0.504307,2,3,3,0,0.735677,0.386222,0.301105,6,5,4,0.037753,0.963620437618586
"ABCC4",0.874694,0.850797,0.835235,82,50,37,19.8153023333333,7.050166,6.396275,5.373786,388,482,551,7.55772033333333,2.43234196988832
"ABCC5",26.815209,20.139758,16.661965,1688,1220,1081,12.58667,40.658816,35.616212,29.02946,2274,2699,2335,13.9901206666667,0.906374958689458
"ABCC5.AS1",0.393644,0.205992,0,2,1,0,0.0971743333333333,0,0.388532,0,0,2,0,0.238746666666667,0.88571324779885
"ABCC6",2.370812,3.482122,1.641663,98,80,51,8.88939033333333,1.563937,2.080382,1.038311,47,91,70,17.2320626666667,0.542417526427984
"ABCC6P1",1.554418,1.274452,1.425343,38,40,29,0.576252,0.326616,0.114229,0.382804,8,7,15,38.71889,0.0396851976477691
"ABCC6P2",2.969539,3.945743,2.768744,30,40,28,401.224228,0.427513,0.600883,0.259824,3,6,3,133.486197666667,2.9908216231746
"ABCC8",0.18336,0.761856,0.182109,9,6,1,0.593260666666667,59.334917,46.332088,44.755074,729,907,811,1.30667233333333,0.690718245345351
"ABCC9",5.937915,4.245439,2.802442,581,434,370,0,2.011239,0.868414,0.975146,245,158,167,0,1
"ABCD1",9.855316,6.357848,6.647314,690,437,443,14.570826,10.618352,6.729346,8.415782,351,364,475,10.3287653333333,1.37445039612437
"ABCD2",0.210704,0.12733,0.165506,19,13,17,1.20856033333333,1.015291,0.95263,0.78988,101,128,108,3.89511266666667,0.451176608941517
"ABCD3",10.323186,7.852999,5.423063,539,489,336,0,11.715671,11.503515,12.736033,658,873,979,0.00792966666666667,0.992132718255143
"ABCD4",36.841234,32.142947,25.91358,577,476,396,0.035787,58.610022,52.354869,50.095508,722,999,947,2.48702933333333,0.297039944602321
"ABCE1",25.279482,10.850918,4.462396,450,444,265,18.7739536666667,47.293811,49.347163,47.386876,1200,1864,1735,92.46756,0.211559536449509
"ABCF1",30.647549,12.146954,19.277681,895,681,599,8.455803,49.941811,50.936379,55.648464,769,1208,1106,18.3234196666667,0.489344182505722
"ABCF2",6.164294,6.22041,10.611419,480,500,342,1.52677933333333,19.522918,29.608502,27.332976,499,751,734,2.73144,0.677159309364035
"ABCF2.1",4.069336,1.886728,2.946105,184,81,125,4.60622233333333,6.205134,7.639992,5.964636,207,347,288,3.944585,1.13381048830859
"ABCF3",42.225453,35.384299,25.704264,787,609,496,90.6919753333333,46.460597,40.982435,31.451225,710,879,744,116.286335333333,0.781778841266891
"ABCG1",4.885127,3.443918,3.219942,306,199,192,16.9057156666667,2.981022,2.516257,2.216058,133,150,148,38.8820083333333,0.448967251523818
"ABCG2",0.576877,0.198017,0.199392,10,14,4,7.015284,0,0.032841,0.010415,0,3,1,20.899473,0.366003510678088
"ABCG4",0.753032,0.371896,0.214828,40,26,15,63.5423413333333,12.913126,10.418173,10.808669,598,780,776,0.870650333333333,34.5026219936703
"ABCG5",0,0.01593,0,0,1,0,10.5729776666667,0.106507,0.151389,0.042838,5,10,3,93.4300633333333,0.122556072273452
"ABCG8",0.035989,0.06211,0.039485,4,5,3,7.553478,0.375379,0.464493,0.42013,27,45,55,17.679678,0.457902861066449
"ABHD1",0.548215,0.837679,0.573511,17,19,15,12.967623,0.400221,0.717874,0.22597,14,18,14,28.059534,0.480655436525582
"ABHD10",4.682414,3.63352,2.996599,164,141,99,6.34839,22.938499,24.352688,21.626771,576,818,829,45.387708,0.158412439778227
"ABHD11",16.413349,19.071503,13.597818,302,309,281,0,6.937606,7.064101,6.864255,76,110,135,0.109443,0.901353201561504
"ABHD12",31.484105,29.04836,22.06709,638,567,468,0.107916333333333,64.546737,62.306897,62.683147,766,1044,1187,0.054446,1.05070940885862
"ABHD12B",0.21345,0.366161,0.189974,7,7,3,6.00339566666667,1.904262,0.479376,0.66991,10,10,16,9.02921633333333,0.698299391886684
"ABHD13",1.172633,1.326137,0.716184,82,109,59,8.10472266666667,2.367033,2.196661,1.88721,196,246,214,20.067703,0.432164943025192
"ABHD14A",8.546513,7.684425,5.406513,139,127,86,2.20865933333333,22.540257,19.428712,18.954588,283,320,352,4.60419966666667,0.572545505903043
"ABHD14A.ACY1",2.555792,7.592045,3.544598,22,61,25,10.8137673333333,3.863768,4.694379,6.380052,22,47,62,0.987445333333333,5.94419737498859
"ABHD14B",8.124944,8.387924,5.480449,292,279,180,11.920216,3.320588,2.072545,1.528819,54,55,44,41.663942,0.302836901475255
"ABHD15",1.644095,1.578787,1.43262,123,111,101,57.0980066666667,0.626613,0.218831,0.501833,33,16,41,157.985373333333,0.365429884828818
"ABHD16A",19.452254,20.109003,15.952975,486,433,358,0.04322,37.200716,47.134845,37.037113,666,1034,935,0.828383666666667,0.57056952488637
"ABHD16B",0,0,0,0,0,0,8.18705733333333,0,0,0,0,0,0,14.1934193333333,0.604673453142806
"ABHD17A",21.413135,20.573032,17.57639,715,597,525,4.32983033333333,15.282057,19.663938,28.463204,503,831,1086,30.240615,0.170605807002626
"ABHD17B",2.046774,1.634046,1.489593,103,84,78,3.44931766666667,10.201998,14.689547,11.447473,457,762,669,48.3995476666667,0.0900679839558315
"ABHD17C",1.848624,2.204347,1.707873,50,65,54,1.76255833333333,22.112876,26.685209,23.848278,525,820,771,9.06215266666667,0.274549435379268
"ABHD18",8.712244,6.827573,4.421348,367,326,288,0.113742,4.011071,3.517854,4.147912,213,284,273,0.334188666666667,0.834770994407088
"ABHD2",3.332886,2.82704,2.375777,614,430,406,38.1171863333333,13.588883,13.921576,10.695473,1685,2486,2111,13.6114336666667,2.67716277715938
"ABHD3",2.331696,3.741765,1.156728,72,76,34,32.086452,1.597983,1.039653,1.180823,33,27,32,119.859511333333,0.273759604312372
"ABHD4",15.0237,23.747182,16.357654,409,343,303,4.40507566666667,25.455379,4.883742,6.507743,182,133,112,2.82895033333333,1.41163378892962
"ABHD5",7.210165,4.691474,4.783658,177,215,128,10.395547,10.403327,7.362645,6.909279,314,407,402,29.3573956666667,0.375379598603468
"ABHD6",2.357982,2.891814,1.502824,64,48,45,0.079272,11.668832,13.764524,17.829011,180,342,395,5.16011933333333,0.175203099420477
"ABHD8",4.748047,3.701303,3.322699,184,148,137,0.0717826666666667,9.661101,10.705984,15.55678,265,375,569,0.081767,0.990770347650341
"ABI1",10.258949,6.855637,7.216852,359,321,284,27.1435236666667,25.555257,19.141618,16.288946,935,970,821,89.80118,0.309946673233395
"ABI2",21.727203,10.892244,9.493522,933,760,670,22.248018,43.432644,40.900572,32.384224,3163,4154,3817,21.6859713333333,1.0247750761212
"ABI3",0.029558,0.160231,0.222847,1,5,7,0.849044666666667,0.107534,0.068506,0,1,1,0,8.975152,0.185365061772158
"ABI3BP",0.659504,0.308934,0,5,4,0,4.14641166666667,1.876574,1.343379,0.53984,21,26,23,15.1036916666667,0.319579620200958
"ABITRAM",13.449005,10.517363,5.073883,184,198,136,15.4211246666667,8.026917,12.043578,11.681156,142,241,232,8.31248266666667,1.7633455281957
"ABL1",7.760499,5.097737,3.86969,787,524,458,6.07615,18.289946,25.341736,17.462119,1256,2037,1573,6.67407733333333,0.92208479177866
"ABL2",1.446018,0.98648,1.194757,315,194,136,0,4.651018,3.942953,3.604234,834,1003,998,0,1
"ABLIM1",59.262507,38.678189,34.133185,7498,5439,4652,1.242575,78.965193,95.017141,84.824801,7302,12899,12481,1.91552333333333,0.769184377418805
"ABLIM2",6.864886,5.835002,6.004859,163,143,105,0.375775,29.024891,22.325349,27.889239,811,842,921,50.140693,0.0269017668571679
"ABLIM3",1.439051,0.939932,0.795889,79,55,65,0,59.162438,43.070208,35.850085,2210,2652,2304,5.862563,0.145718152241371
"ABO",0.108377,0.428422,0.100191,15,12,11,32.133593,0.94183,1.656334,1.424069,43,107,83,112.418891,0.29213469385801
"ABR",137.5781,52.298863,84.704982,1454,973,842,58.4552836666667,475.702567,515.55903,441.250144,3442,4631,4703,1236.327264,0.0480513809050494
"ABRA",1.22541,0.904378,0.700678,55,43,33,0.143714666666667,0.023562,0,0.016861,1,0,1,2872.900966,0.000397965928609757
"ABRACL",1.304502,3.067132,2.188819,11,29,19,2.930831,17.048097,16.217016,13.732567,152,196,170,8.861323,0.398610916608248
"ABRAXAS1",1.870927,1.13124,1.242214,62,58,36,0.970076,2.109371,2.159075,1.935205,56,86,86,6.40802166666667,0.265938207074178
"ABRAXAS2",2.908321,2.115077,1.946772,158,120,108,19.409946,10.186842,8.464947,8.190416,471,532,542,50.0583233333333,0.399737881456742
"ABT1",3.32542,2.791458,2.174212,199,168,128,1.20228266666667,3.263841,4.270345,3.155402,152,271,212,0.763368333333333,1.24890677973311
"ABTB1",4.435767,2.908722,2.928956,118,103,97,117.910354,3.761994,3.647191,4.428543,98,109,136,13.421852,8.24515145488943
"ABTB2",6.950399,6.045716,4.152189,790,633,438,0.0212173333333333,1.172037,1.371578,1.223632,92,149,130,0.025777,0.995554914307236
"ACAA1",73.219918,69.137641,52.278734,1732,1479,1295,0.441026,39.895704,46.043135,40.381622,585,998,977,10.1953486666667,0.128716491366682
"ACAA2",33.764452,29.686524,22.134757,1017,904,664,19.4534313333333,13.144815,9.897038,9.823666,271,275,335,67.633482,0.298009524466984
"ACACA",7.1497,4.870629,6.747958,693,417,430,0.974021333333333,100.200507,77.444775,45.429501,3946,4127,3502,0.778626333333333,1.10985725126076
"ACACB",26.02878,14.841445,7.767875,1315,753,655,1.045542,5.011705,4.261474,2.549066,60,56,49,1.25951366666667,0.905301893136001
"ACAD10",20.02537,13.653281,10.050915,659,558,399,14.3326123333333,12.856185,11.636386,10.582543,221,279,250,2.986488,3.84614536236741
"ACAD11",6.08628,6.516346,6.250521,364,279,315,9.801573,18.399625,10.629317,9.67092,358,253,310,18.472337,0.554713745966907
"ACAD8",17.886304,13.41606,11.385466,633,534,433,0.348885333333333,23.137744,24.865645,22.47821,569,801,726,0.327960666666667,1.0157569928025
"ACAD9",9.950716,8.300763,6.289277,369,346,279,0.00452933333333333,17.669058,19.626573,12.870046,447,569,481,0.0680793333333333,0.940500674419316
"ACADL",0.430319,0.363646,0.199827,20,21,12,19.283423,0.160831,0.314712,0.317482,8,12,13,15.6034853333333,1.22163645721292
"ACADM",55.824798,42.128201,34.763102,1043,919,796,0.271208333333333,31.655912,30.807253,30.544017,568,773,686,0.0485666666666667,1.21232952919859
"ACADS",15.466497,14.289382,12.849752,587,501,461,11.872711,3.004861,4.19166,2.473391,78,146,97,17.87264,0.682083216762467
"ACADSB",6.230585,3.533107,3.515221,558,395,389,0.199794666666667,3.572105,3.466148,3.181139,336,406,350,0.225601,0.9789439358051
"ACADVL",539.418883,513.721339,438.661315,4271,3691,3049,17.5133453333333,223.022625,188.605112,238.198574,1342,1537,1988,13.334388,1.29153371133343
"ACAN",0,0.022851,0,0,2,0,3.04950066666667,0.292759,0.315011,0.284229,25,26,39,3.637669,0.873175870607986
"ACAP1",14.853065,11.82895,6.245988,42,44,28,0.534163333333333,11.286318,12.913279,6.490646,45,54,54,2.00352533333333,0.510787545657459
"ACAP2",2.720509,0.953916,0.841565,159,108,106,26.4081756666667,11.321554,4.989484,5.03907,561,490,425,44.8669356666667,0.597558464900573
"ACAP3",32.135196,15.329502,11.519368,755,449,440,0.030983,201.068487,222.065102,155.227804,2075,3473,3111,0.140081666666667,0.904306270457233
"ACAT1",106.632562,103.500411,97.170077,946,923,785,5.969076,109.114332,109.952951,112.925312,760,1074,1157,4.86418666666667,1.1884130564284
"ACAT2",7.765272,8.394048,3.664681,210,229,100,22.2122423333333,119.603573,70.690947,60.766009,2428,1983,1817,33.018719,0.682337342959132
"ACBD3",26.857783,13.437707,11.62415,382,312,276,94.706676,65.899098,64.268898,51.033552,1039,1267,1242,98.9542496666667,0.957504821647587
"ACBD3.AS1",0.324008,0.319377,0,2,2,0,19.6104036666667,0.205463,0.151175,0,1,1,0,62.1753933333333,0.326241002694192
"ACBD4",4.538466,2.387986,1.850638,119,81,68,2.57489266666667,3.64765,3.399864,4.113433,75,106,119,12.0986113333333,0.272921501042579
"ACBD5",7.618894,5.044549,4.657079,439,324,287,24.477655,28.434973,21.567845,22.642447,1235,1449,1480,45.053605,0.553217386565069
"ACBD6",23.154423,24.794667,23.033485,532,463,433,0.176179,45.008644,45.056697,44.61445,636,975,991,0.246467,0.943610219925598
"ACBD7",0.572654,0.568327,0.510339,37,38,33,6.53185033333333,1.034596,0.949647,0.691054,40,52,53,6.32523966666667,1.02820531150767
"ACCS",8.564602,4.575821,7.352098,163,107,122,12.768286,5.273883,5.411674,5.203006,72,100,76,4.16365833333333,2.66638207085093
"ACCSL",0,0,0,0,0,0,0.00512366666666667,0,0,0,0,0,0,0,1.00512366666667
"ACD",6.047245,4.588355,4.00999,85,83,68,8.21773166666667,12.408905,8.62736,10.509139,165,217,228,8.747789,0.945622814226556
"ACE",1.157448,0.481306,0.687591,31,27,17,3.13386766666667,5.405634,2.557996,4.848241,108,104,195,8.71978533333333,0.425304420303384
"ACE2",0.292,0.608641,1.089188,17,9,22,0.00736633333333333,0.05341,0,0.099057,1,0,1,0.112139,0.905791752050178
"ACER1",0,0,0,0,0,0,0,0.145606,0.072291,0.066789,3,2,2,0,1
"ACER2",0.086941,0.071304,0.036141,5,4,2,18.880558,0.989215,1.238033,0.764366,43,73,48,97.1317866666667,0.202590400881318
"ACER3",5.889447,3.785697,2.608854,373,369,276,0.568908666666667,5.100368,4.487993,5.453281,507,602,712,2.69759466666667,0.42430520597895
"ACHE",0.074404,0.220625,0.154447,5,9,7,25.9771216666667,150.826048,123.139185,143.64468,4252,4881,6215,40.6284346666667,0.64804554585542
"ACIN1",48.187336,30.018075,26.134553,1665,1167,1053,0,80.771096,83.773455,54.064282,1809,2688,1954,6.59116366666667,0.131732109056095
"ACKR1",0,0,0,0,0,0,34.58212,5.527193,8.511619,6.913666,150,313,243,202.534186,0.174821344263022
"ACKR2",2.083034,1.740608,0.931254,43,37,20,0.056822,0.648149,0.227417,0.267559,15,14,12,0.24665,0.847729515100469
"ACKR3",4.479841,2.665596,2.943872,125,78,87,0.0230306666666667,1.953183,0.627658,0.254604,33,11,7,9.87020466666667,0.0941132847115359
"ACKR4",0,0,0,0,0,0,27.5920056666667,0.058436,0.043248,0,2,2,0,65.848697,0.427712235986689
"ACLY",20.336467,13.559479,13.590368,1109,844,693,0.014085,258.665498,200.768091,176.389823,8902,9754,9291,0,1.014085
"ACMSD",0.044606,0.168465,0.027939,1,1,1,2.473935,0.069346,0.050982,0.281347,2,2,7,1.74516333333333,1.26547479263529
"ACO1",8.895559,7.661565,6.460032,708,594,504,23.015551,12.481148,12.32891,11.425298,956,1358,1328,5.02109066666667,3.98857156112137
"ACO2",146.738618,107.939366,96.620982,7447,5908,4897,0.216119666666667,69.325062,71.569862,65.685688,2171,3126,3037,5.951061,0.174954538115356
"ACOD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACOT1",6.652744,7.561148,4.666439,192,191,127,0.0160763333333333,2.514575,1.663513,2.042674,51,52,55,0.020844,0.995329681453124
"ACOT11",20.174206,15.320592,11.474642,1325,899,708,0.0559843333333333,1.059936,0.383645,0.558014,60,46,67,0.260889666666667,0.837491464360218
"ACOT12",0.102651,0,0,1,0,0,10.6504483333333,0.137311,0.78691,0.64326,4,17,11,25.126856,0.445918496023147
"ACOT13",28.624228,30.396445,27.420034,613,576,520,0.006508,14.096614,5.754241,11.441671,306,262,371,0,1.006508
"ACOT2",88.207517,93.696934,77.668179,1144,999,964,0.306412,9.413227,10.383521,11.05022,97,146,165,0.319983333333333,0.989718557052488
"ACOT4",0.124947,0.174781,0.261237,6,8,12,3.80938333333333,0.689296,0.540441,0.531756,24,26,28,6.764273,0.619424810710975
"ACOT6",0.188194,0,0.040322,5,0,1,12.6457773333333,0.172208,0.138878,0.065032,2,2,1,8.074458,1.50375673492933
"ACOT7",18.509861,18.078012,11.411107,521,479,300,33.1908626666667,144.140782,166.680788,158.146086,2648,4286,4367,82.8537123333333,0.407744173934148
"ACOT8",14.918157,12.104523,11.463739,289,242,204,1.29594133333333,21.302306,21.395702,21.651743,347,511,489,14.0888376666667,0.15216157692553
"ACOT9",29.935853,23.797934,22.855973,918,759,709,2.03923233333333,15.355328,9.120068,8.944808,361,377,386,39.1634526666667,0.0756715902528898
"ACOX1",26.743277,25.166,14.165662,569,533,438,18.3481623333333,32.7541,26.088828,22.676301,735,866,739,23.4476393333333,0.791412294231326
"ACOX2",17.904677,19.718667,13.035042,296,273,205,38.0836203333333,0.363302,0.170177,0,2,1,0,52.27467,0.733624822703422
"ACOX3",11.241262,6.789727,5.371668,239,160,120,2.683347,12.315552,13.017171,11.277513,264,352,310,17.552448,0.198536980133296
"ACOXL",0.725081,0.07677,0.356086,14,3,7,17.4300403333333,0.066887,0.263478,0.058643,2,6,3,2.92647966666667,4.69378219115528
"ACOXL.AS1",0.208242,0.234062,0.294801,10,13,16,0.110388,0.276588,0.236611,0.059776,4,6,4,0,1.110388
"ACP1",30.223411,32.418039,30.824921,582,628,585,19.0402076666667,61.38661,54.776346,47.901782,891,1273,1150,28.7068843333333,0.674598097929108
"ACP2",43.214406,45.839884,42.704658,569,466,395,0,93.073029,93.19527,67.827959,600,764,662,0.362774666666667,0.733797027828519
"ACP4",0,0.080253,0,0,2,0,3.587013,0.222704,0.198325,0.140824,4,5,4,1.58335133333333,1.77560556352253
"ACP5",0.224677,1.062225,0,1,4,0,0.19397,5.678997,0.947109,4.648666,17,15,26,0.0758826666666667,1.10975856103268
"ACP6",5.616296,6.558338,5.860511,182,148,113,0.334708,7.807588,6.333138,5.476793,192,222,243,0.0954383333333333,1.21842367514983
"ACP7",0.015824,0.016768,0.030042,1,1,2,93.1555226666667,0.210181,0.206031,0.215597,10,13,14,68.932163,1.34638367565818
"ACPP",0.862381,0.252187,0.58269,9,11,11,6.49879633333333,0.058078,0.051093,0.026328,2,3,1,90.841285,0.0816495145220729
