"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","FoldChange"
"ANKRD62",0.06224,0.06224,0.015693,0.043269,0.014831,0.0245976666666667,1.03673864830846
"ANKRD63",0.49789,0.49789,0.257513,0.273578,0.178952,0.236681,1.21121776755687
"ANKRD65",58.97891,58.97891,0.039271,0,0.067676,0.035649,57.9143223234899
"ANKRD7",0,0,0,0,0,0,1
"ANKRD9",33.64889,33.64889,22.642613,18.879074,17.405541,19.6424093333333,1.67852935384093
"ANKS1A",18.08991,18.08991,1.724115,1.261864,1.083073,1.35635066666667,8.10147244637612
"ANKS1B",724.92403,724.92403,1.584981,0.250048,0.213759,0.682929333333333,431.345520944829
"ANKS3",41.30391,41.30391,4.776895,3.890927,3.130669,3.93283033333333,8.57599129532869
"ANKS4B",0.24894,0.24894,0.01192,0.044622,0.011157,0.0225663333333333,1.2213779774352
"ANKS6",25.26778,25.26778,3.703129,3.332315,2.329792,3.12174533333333,6.37297500832172
"ANKUB1",0.80907,0.80907,0.096273,0.025181,0,0.0404846666666667,1.73868011510021
"ANKZF1",50.09992,50.09992,40.905507,26.140747,26.734623,31.2602923333333,1.58398812608404
"ANLN",266.66018,266.66018,28.922751,31.224329,20.993531,27.0468703333333,9.54331719792242
"ANO1",2.57242,2.57242,2.26695,0.365163,0.277016,0.969709666666667,1.81367846259576
"ANO10",147.12572,147.12572,5.266898,3.408325,6.818955,5.164726,24.0279486874194
"ANO2",2.84211,2.84211,0,0,0.182112,0.060704,3.6222263704106
"ANO3",3.60968,3.60968,0,0.173678,0.175119,0.116265666666667,4.12955458333246
"ANO4",32.36268,32.36268,3.44021,2.043154,2.221403,2.56825566666667,9.34985693756809
"ANO5",2.05379,2.05379,3.103787,2.460192,1.705148,2.42304233333333,0.892127441797146
"ANO6",3.33999,3.33999,9.222496,7.078164,6.349379,7.550013,0.507600397800565
"ANO7",10.93278,10.93278,0.728302,0.183498,0.18718,0.366326666666667,8.73347515723424
"ANO8",24.62468,24.62468,3.045515,1.997394,1.605273,2.21606066666667,7.96772283109917
"ANO9",2.01229,2.01229,3.559602,0.180449,3.752525,2.49752533333333,0.861263239837386
"ANP32A",114.09919,114.09919,122.515278,105.984803,87.194394,105.231491666667,1.08347523125401
"ANP32AP1",0,0,0.101607,0,0.210614,0.104073666666667,0.905736664310745
"ANP32B",372.31603,372.31603,32.82155,44.312431,26.532828,34.555603,10.4994993334806
"ANP32C",0,0,0,0,0,0,1
"ANP32D",0,0,0,0,0,0,1
"ANP32E",52.09147,52.09147,20.914777,18.584768,15.528145,18.3425633333333,2.74480011180869
"ANPEP",3.65117,3.65117,0.208383,1.046057,0.295378,0.516606,3.0668281676322
"ANTXR1",23.50443,23.50443,22.8584,18.566092,12.725822,18.0501046666667,1.28631471736096
"ANTXR2",6.43105,6.43105,33.036799,26.118841,19.421779,26.192473,0.273275990749352
"ANTXRL",0.33192,0.33192,0,0,0,0,1.33192
"ANXA1",19.81177,19.81177,19.462143,17.374066,15.769809,17.5353393333333,1.12281569955252
"ANXA10",0,0,0.075283,0.180449,0.446427,0.234053,0.81033796765617
"ANXA11",87.29625,87.29625,169.940334,164.691984,164.871935,166.501417666667,0.527137329522264
"ANXA13",0.85056,0.85056,0.102303,0.026212,0.053206,0.0605736666666667,1.74486700750946
"ANXA2",31.44989,31.44989,200.133588,144.107558,103.378406,149.206517333333,0.216035166623218
"ANXA2R",0.10373,0.10373,0.093719,0.143159,0.047913,0.0949303333333333,1.00803673658385
"ANXA3",10.12371,10.12371,69.198769,56.887992,47.584326,57.8903623333333,0.188888462547355
"ANXA4",105.8633,105.8633,16.568406,14.514656,11.48517,14.1894106666667,7.03538157899126
"ANXA5",109.90864,109.90864,109.054183,96.209045,63.7275,89.663576,1.22329875891946
"ANXA6",125.03197,125.03197,286.648914,208.932352,162.321835,219.301033666667,0.572089780525935
"ANXA7",73.10646,73.10646,25.571052,21.972149,18.995233,22.179478,3.19707199618559
"ANXA8",0,0,0.716604,0.270974,0.637853,0.541810333333333,0.648588207239498
"ANXA8L1",0,0,0.137594,0.419856,0.259013,0.272154333333333,0.78606814739197
"ANXA9",5.3108,5.3108,2.46819,2.425909,0.899367,1.93115533333333,2.15300769912569
"AOAH",13.4637,13.4637,0,0.11578,0,0.0385933333333333,13.9262399784324
"AOC2",1.5559,1.5559,0.373945,0.292057,0.212295,0.292765666666667,1.97707911487955
"AOC3",3.63043,3.63043,0.294647,0.104284,0.126597,0.175176,3.94020129750778
"AOX1",4.72993,4.72993,0.348225,0,0,0.116075,5.13400085119728
"AP1AR",10.33116,10.33116,3.356196,1.141536,1.54436,2.01403066666667,3.75947070655773
"AP1B1",40.41186,40.41186,16.68053,10.839774,9.493605,12.3379696666667,3.10480987998448
"AP1B1P1",0,0,0,0,0,0,1
"AP1G1",20.08146,20.08146,10.3588,6.569457,4.808633,7.24563,2.55668275195467
"AP1G2",89.99314,89.99314,23.04734,16.712632,18.11303,19.2910006666667,4.48440870387828
"AP1M1",38.31658,38.31658,57.825969,33.448154,37.884548,43.0528903333333,0.892485821077907
"AP1M2",0.78832,0.78832,0,0,0,0,1.78832
"AP1S1",142.62399,142.62399,55.964742,21.691524,6.503989,28.0534183333333,4.94344549588571
"AP1S2",52.21594,52.21594,20.710874,20.330206,15.323302,18.7881273333333,2.68928631312965
"AP1S3",2.82136,2.82136,0.505491,0.332214,0.519339,0.452348,2.63116002500778
"AP2A1",42.07148,42.07148,35.821548,29.129068,27.131848,30.6941546666667,1.35897235477617
"AP2A2",82.19291,82.19291,81.520647,43.690188,43.619465,56.2767666666667,1.4524721774914
"AP2B1",54.49792,54.49792,95.019603,42.554469,37.791779,58.4552836666667,0.93343966385135
"AP2M1",341.88267,341.88267,404.950085,366.597377,292.131011,354.559491,0.964346835562322
"AP2S1",150.56944,150.56944,229.357091,231.760256,175.809241,212.308862666667,0.710563256046489
"AP3B1",77.11031,77.11031,11.692746,16.261176,10.099859,12.6845936666667,5.707901301466
"AP3B2",58.41879,58.41879,0.039212,0.367848,0.376281,0.261113666666667,47.116125667763
"AP3D1",51.46911,51.46911,29.453795,22.744846,23.929439,25.3760266666667,1.98927270824719
"AP3M1",6.1821,6.1821,9.707842,7.856178,6.634624,8.06621466666667,0.792182874999209
"AP3M2",18.15214,18.15214,9.865429,2.114707,8.168215,6.716117,2.4820955928999
"AP3S1",155.36161,155.36161,19.334626,36.105772,21.223643,25.5546803333333,5.88828816755605
"AP3S2",108.76765,108.76765,44.572032,27.760803,19.239253,30.5240293333333,3.48203108299777
"AP4B1",17.71649,17.71649,9.726398,7.420467,9.993992,9.04695233333333,1.86290223930925
"AP4E1",2.34422,2.34422,2.576169,2.001504,1.831888,2.13652033333333,1.06621977369614
"AP4M1",20.53785,20.53785,18.104862,14.201434,12.706739,15.004345,1.34575016971954
"AP4S1",8.17365,8.17365,2.494038,2.185802,2.203519,2.294453,2.78457455607957
"AP5B1",3.33999,3.33999,1.566295,1.627073,1.317282,1.50355,1.73353438117873
"AP5M1",9.75029,9.75029,21.105316,17.712227,11.499942,16.772495,0.604883557429612
"AP5S1",14.04457,14.04457,4.18929,4.240729,2.003161,3.47772666666667,3.35986787938522
"AP5Z1",29.37536,29.37536,8.179816,6.442399,5.537248,6.719821,3.93472335692758
"APAF1",12.53017,12.53017,2.967635,1.948083,1.750448,2.22205533333333,4.19923576731457
"APBA1",19.74953,19.74953,0.088762,0.068349,0.007085,0.054732,19.6727983980765
"APBA2",211.00052,211.00052,0.533957,0.516353,0.565298,0.538536,137.793668786431
"APBA3",46.71843,46.71843,9.238476,6.348212,4.109461,6.565383,6.30747048761444
"APBB1",325.80505,325.80505,35.377631,25.854805,21.619555,27.6173303333333,11.4198300887396
"APBB1IP",13.11103,13.11103,0,0,0,0,14.11103
"APBB2",120.50949,120.50949,2.691419,0.438198,0.734217,1.28794466666667,53.1085789662163
"APBB3",48.68924,48.68924,9.519,8.05588,5.500012,7.69163066666667,5.71690651681318
"APC",14.08606,14.08606,1.646314,0.564675,0.573056,0.928015,7.82465904051576
"APC2",48.75147,48.75147,0.393636,0.433343,0.06082,0.295933,38.3904646305017
"APCDD1",47.63123,47.63123,4.07354,1.673945,2.964738,2.90407433333333,12.4565328033799
"APCDD1L",0,0,0.068662,0.114253,0.062069,0.0816613333333333,0.924503788000187
"APCS",0,0,0,0,0,0,1
"APEH",62.17369,62.17369,63.677693,51.944624,45.34096,53.6544256666667,1.15587510488705
"APEX1",106.85908,106.85908,90.824604,73.286298,69.853759,77.9882203333333,1.36550842068388
"APEX2",5.02036,5.02036,3.013382,2.725671,3.015684,2.91824566666667,1.53649375566633
"APH1A",58.89593,58.89593,21.437622,15.53981,16.675809,17.8844136666667,3.17171245330872
"APH1B",9.10719,9.10719,1.431199,1.765769,1.173857,1.45694166666667,4.11372811048967
"API5",20.82829,20.82829,18.616222,14.514637,14.887627,16.006162,1.28355180904427
"APIP",18.91972,18.91972,5.992523,6.490849,6.847675,6.44368233333333,2.67605723994939
"APLF",0.95428,0.95428,0.803982,0.557439,0.727171,0.696197333333333,1.15215368023217
"APLN",42.81831,42.81831,1.926722,0.950634,1.327471,1.401609,18.2453971483285
"APLNR",33.33771,33.33771,0.313457,0.184917,0.386352,0.294908666666667,26.5174763934445
"APLP1",2707.07593,2707.07593,46.369754,45.66327,38.559164,43.5307293333333,60.8136442079982
"APLP2",96.46568,96.46568,165.145318,93.693283,69.521531,109.453377333333,0.882414665382859
"APMAP",42.50714,42.50714,9.512968,9.611259,8.111028,9.07841833333333,4.316861888547
"APOA1",1.99155,1.99155,19.807304,21.269468,16.3713,19.1493573333333,0.148468755132504
"APOA2",2.13677,2.13677,4.960471,4.242126,0,3.06753233333333,0.771172726592544
"APOA4",0,0,0,0,0.035963,0.0119876666666667,0.98815433521423
"APOA5",0,0,0,0,0,0,1
"APOB",0.08298,0.08298,0.008783,0,0.010141,0.006308,1.07619138474503
"APOBEC1",0,0,0,0,0,0,1
"APOBEC2",0.24894,0.24894,112.765282,104.712997,93.119096,103.532458333333,0.0119478678671975
"APOBEC3A",1.80484,1.80484,0.060604,0,0,0.0202013333333333,2.74930046487556
"APOBEC3B",0.43565,0.43565,3.292212,2.824138,2.684902,2.93375066666667,0.364957040151333
"APOBEC3C",5.45602,5.45602,12.84386,12.45856,11.483371,12.2619303333333,0.486808468882773
"APOBEC3D",0.70534,0.70534,0.053335,0.133656,0.249692,0.145561,1.48865053890627
"APOBEC3F",1.90857,1.90857,6.264133,5.839116,4.087803,5.39701733333333,0.454675960442398
"APOBEC3G",4.19055,4.19055,1.755908,3.07264,1.611994,2.14684733333333,1.64944449164042
"APOBEC3H",0.51863,0.51863,0.538909,0.205492,0.51155,0.418650333333333,1.07047520048986
"APOBEC4",0,0,0.019527,0.037572,0.019133,0.0254106666666667,0.97521903419508
"APOBR",1.0995,1.0995,0,0,0,0,2.0995
"APOC1",130.75767,130.75767,6.347991,0.334572,5.241534,3.974699,26.4855562115416
"APOC1P1",0,0,0.3341,0.120194,0.36601,0.273434666666667,0.785277820822636
"APOC2",14.12755,14.12755,0.122203,0.072588,0.088024,0.0942716666666667,13.8243093198977
"APOC3",0,0,0,0,0,0,1
"APOC4",54.33196,54.33196,0,0,0.446354,0.148784666666667,48.1656498432837
"APOD",1853.67621,1853.67621,0,0,0,0,1854.67621
"APOE",985.79627,985.79627,132.106717,118.509612,118.662204,123.092844333333,7.95208035806889
"APOF",0,0,0.146312,0.029895,0.03039,0.0688656666666667,0.935571261371479
"APOH",0,0,0.096152,0.048587,0,0.0482463333333333,0.95397424078755
"APOL1",6.16136,6.16136,0.581492,0.240299,0.483601,0.435130666666667,4.9900403958571
"APOL2",25.43375,25.43375,18.620399,11.460949,12.193868,14.0917386666667,1.7515377508083
"APOL3",7.57204,7.57204,0.916652,0.577373,1.277223,0.923749333333333,4.4559027787404
"APOL4",2.32347,2.32347,0.243683,0.306162,0.301008,0.283617666666667,2.58914323657642
"APOL5",0,0,0.071541,0,0,0.023847,0.976708433974998
"APOL6",0.89205,0.89205,0.19622,0.09761,0.162521,0.152117,1.64223772412003
"APOLD1",23.91934,23.91934,0.584159,0.902374,0.385983,0.624172,15.3427962063131
"APOM",5.60123,5.60123,1.97502,1.570779,1.233079,1.59295933333333,2.54582858864736
"APOO",61.38536,61.38536,175.742037,249.586349,165.200992,196.843126,0.315327407432897
"APOOL",1.70112,1.70112,2.383436,2.042481,1.799587,2.075168,0.87836501940707
"APP",1778.35,1778.35,125.39149,84.09417,79.449017,96.311559,18.285083686718
"APPBP2",14.06532,14.06532,2.77091,1.875682,1.37669,2.00776066666667,5.00881608266261
"APPL1",10.01998,10.01998,6.510165,3.097927,2.4923,4.033464,2.1893431640715
"APPL2",23.00655,23.00655,13.881798,8.026207,9.790179,10.5660613333333,2.07560286152151
"APRT",44.95508,44.95508,46.00386,44.319686,37.860009,42.7278516666667,1.05093386133651
"APTX",17.92395,17.92395,16.324858,13.552838,12.240208,14.0393013333333,1.25829980931738
"AQP1",87.25476,87.25476,64.626809,49.898246,43.327321,52.6174586666667,1.64600788986791
"AQP10",0,0,1.407707,0.945693,0.773989,1.042463,0.489604952452015
"AQP11",2.71764,2.71764,0.370394,0.391541,0.123795,0.295243333333333,2.87022515717767
"AQP12A",0,0,0,0,0,0,1
"AQP12B",0.08298,0.08298,0.014857,0,0,0.00495233333333333,1.07764315189742
"AQP2",0,0,0,0,0,0,1
"AQP3",13.67116,13.67116,0.451617,0.423463,0.284927,0.386669,10.5801456584087
"AQP4",45.99235,45.99235,0,0,0,0,46.99235
"AQP5",3.44372,3.44372,0,0,0,0,4.44372
"AQP6",1.22397,1.22397,0,0.00903,0.0228,0.01061,2.20062140687308
"AQP7",6.09912,6.09912,0.89911,0.819333,0.417684,0.712042333333333,4.14657970879614
"AQP8",0.20745,0.20745,0,0.084451,0.084979,0.0564766666666667,1.14290266704108
"AQP9",1.30695,1.30695,0,0,0,0,2.30695
"AQR",13.13178,13.13178,5.938396,5.545885,5.211181,5.565154,2.15254356561933
"AR",0.76758,0.76758,0.106458,0.068887,0.067865,0.08107,1.63502825903966
"ARAF",33.3792,33.3792,24.939206,24.429229,15.070964,21.4797996666667,1.52933747229865
"ARAP1",59.45605,59.45605,46.596553,36.021213,30.29648,37.638082,1.56467523413817
"ARAP2",12.136,12.136,0.67504,0.336668,0.483871,0.498526333333333,8.76594538767976
"ARAP3",3.21552,3.21552,1.56694,1.454545,1.579981,1.533822,1.66370013363212
"ARC",14.12755,14.12755,0.088674,0.050021,0.016124,0.0516063333333333,14.3851834289067
"ARCN1",40.07993,40.07993,28.583028,30.340493,23.848324,27.590615,1.43683268093394
"AREG",0,0,0.468857,0.463937,0.331778,0.421524,0.703470359979853
"ARF1",203.28327,203.28327,128.997526,104.332288,94.135358,109.155057333333,1.85450650152023
"ARF3",195.4208,195.4208,32.011796,28.071471,29.613113,29.8987933333333,6.35690843590656
"ARF4",54.02078,54.02078,109.687665,101.694519,75.699328,95.6938373333333,0.569020544818451
"ARF5",137.00201,137.00201,55.827541,55.196997,46.307945,52.444161,2.58217188590537
"ARF6",34.4787,34.4787,5.275428,4.42951,4.298716,4.66788466666667,6.25960161268866
"ARFGAP1",103.76803,103.76803,16.813843,13.360132,11.635217,13.9363973333333,7.01427711528474
"ARFGAP2",102.54406,102.54406,172.966852,92.023442,146.899352,137.296548666667,0.74871036911825
"ARFGAP3",12.75836,12.75836,7.527026,5.437507,4.192589,5.71904066666667,2.04766732076137
"ARFGEF1",11.63812,11.63812,8.5799,8.264408,7.025518,7.95660866666667,1.41103853817289
"ARFGEF2",5.93316,5.93316,31.436984,3.499449,1.972292,12.3029083333333,0.521176259076179
"ARFIP1",15.87016,15.87016,6.8806,3.242593,2.63408,4.25242433333333,3.21188063442196
"ARFIP2",38.27509,38.27509,12.110559,9.838102,7.766952,9.90520433333333,3.60149968762621
"ARFRP1",44.4157,44.4157,33.420932,42.502184,32.552191,36.1584356666667,1.22221775984882
"ARG1",2.09528,2.09528,0.123346,0,0.10768,0.0770086666666667,2.87396016002347
"ARG2",7.15713,7.15713,48.696798,36.014316,31.958777,38.8899636666667,0.204490785405662
"ARGFX",0,0,0.229871,0.080054,0.052449,0.120791333333333,0.892226742176807
"ARGLU1",240.50035,240.50035,55.129124,33.521097,37.787146,42.145789,5.5973098556617
"ARHGAP1",107.97933,107.97933,40.623884,36.321521,31.440658,36.1286876666667,2.93517861386303
"ARHGAP10",7.86247,7.86247,10.919173,10.282073,10.449028,10.5500913333333,0.767307352317041
"ARHGAP11A",2.26124,2.26124,8.132981,5.977958,5.525746,6.54556166666667,0.432206394178299
"ARHGAP11B",10.24818,10.24818,0.145866,0,0,0.048622,10.7266298055925
"ARHGAP12",12.75836,12.75836,6.315,3.911317,3.756037,4.66078466666667,2.43046870887275
"ARHGAP15",32.36268,32.36268,0.021593,0,0,0.00719766666666667,33.1242625992316
"ARHGAP17",38.0054,38.0054,33.533142,25.719847,21.256774,26.8365876666667,1.40122778219356
"ARHGAP18",5.39378,5.39378,1.865491,0.635971,0.643,1.048154,3.12172815130112
"ARHGAP19",7.46831,7.46831,2.349759,1.318346,0.916199,1.52810133333333,3.34967190133729
"ARHGAP20",2.84211,2.84211,0.049296,0.040932,0.00828,0.032836,3.71996134913965
"ARHGAP21",207.63978,207.63978,24.85594,8.558311,10.045904,14.4867183333333,13.4721750282581
"ARHGAP22",64.70461,64.70461,0.865581,1.576052,0.67891,1.040181,32.2052847271884
"ARHGAP23",109.4315,109.4315,27.010564,19.381153,14.427604,20.273107,5.19113169505517
"ARHGAP24",25.99387,25.99387,5.819374,4.813198,3.518369,4.71698033333333,4.72170069269086
"ARHGAP25",2.69689,2.69689,0.836545,0.466984,0.318971,0.540833333333333,2.39927961060032
"ARHGAP26",33.77336,33.77336,4.320729,3.152461,2.397244,3.29014466666667,8.10540499255891
"ARHGAP27",29.54132,29.54132,14.435459,4.164026,3.121233,7.24023933333333,3.70636322132715
"ARHGAP28",0.26969,0.26969,1.63572,0.267258,0.080661,0.661213,0.764314991515236
"ARHGAP29",2.6554,2.6554,1.297954,0.754768,0.375037,0.809253,2.02039184127372
"ARHGAP30",3.92086,3.92086,0.103722,0.130513,0.183745,0.139326666666667,4.31909490400763
"ARHGAP31",11.18172,11.18172,3.510671,1.942916,2.127402,2.52699633333333,3.45385105305374
"ARHGAP32",10.18595,10.18595,1.263591,0.730049,0.428837,0.807492333333333,6.18865695511479
"ARHGAP33",146.89752,146.89752,15.428639,18.044921,28.876742,20.783434,6.78944926681441
"ARHGAP35",35.18404,35.18404,8.20203,5.896017,3.405649,5.83456533333333,5.29427084755841
"ARHGAP36",0.97503,0.97503,0,0,0,0,1.97503
"ARHGAP39",9.77104,9.77104,1.447719,1.02085,0.504691,0.991086666666667,5.40962891285496
"ARHGAP4",26.61623,26.61623,3.57204,3.865327,4.690728,4.04269833333333,5.47647869741696
"ARHGAP40",0,0,0.026582,0.056001,0.028401,0.0369946666666667,0.964325113854652
"ARHGAP42",4.00384,4.00384,7.802116,5.959035,3.959445,5.90686533333333,0.724473369395359
"ARHGAP44",27.36306,27.36306,3.553347,1.977513,2.193818,2.57489266666667,7.93396128070232
"ARHGAP5",31.03498,31.03498,21.677613,14.881773,7.314306,14.624564,2.05029593145767
"ARHGAP6",4.91664,4.91664,1.711109,1.269867,0.620582,1.20051933333333,2.68874711090927
"ARHGAP8",3.19478,3.19478,1.513111,1.060999,2.607773,1.72729433333333,1.53807381503744
"ARHGAP9",10.18595,10.18595,0.048243,0.017181,0.017218,0.0275473333333333,10.8860678599721
"ARHGDIA",660.7173,660.7173,383.609496,411.112328,294.214347,362.978723666667,1.81801093573262
"ARHGDIB",30.74455,30.74455,7.150782,5.823247,3.179042,5.384357,4.97223917772769
"ARHGDIG",274.16998,274.16998,0.841819,0.790903,0.249008,0.627243333333333,169.10192493235
"ARHGEF1",54.89208,54.89208,19.152081,24.109051,12.639203,18.633445,2.84677905482201
"ARHGEF10",41.82254,41.82254,10.59223,6.165949,5.243051,7.33374333333333,5.13845198816218
"ARHGEF10L",17.61277,17.61277,15.299234,10.789316,11.202753,12.4304343333333,1.38586508358888
"ARHGEF11",27.30082,27.30082,11.325508,6.647888,5.167446,7.713614,3.24788543536585
"ARHGEF12",12.77911,12.77911,11.471484,5.919132,4.923703,7.43810633333333,1.63296235620638
"ARHGEF15",5.26931,5.26931,0.644415,0.284891,2.379436,1.102914,2.98124887655891
"ARHGEF16",2.98732,2.98732,1.438795,1.130645,0.723421,1.09762033333333,1.90087783601131
"ARHGEF17",21.6581,21.6581,17.73546,12.038814,11.597008,13.7904273333333,1.53194356656181
"ARHGEF18",16.43028,16.43028,2.332669,1.705597,1.291836,1.77670066666667,6.27733489938058
"ARHGEF19",1.61813,1.61813,0.395035,0.269574,0.148051,0.270886666666667,2.06008141297677
"ARHGEF2",205.37854,205.37854,40.329504,24.585269,20.082295,28.332356,7.03586646773276
"ARHGEF25",65.16101,65.16101,1.520735,0.656131,1.422748,1.19987133333333,30.074945292255
"ARHGEF26",4.70918,4.70918,0.388099,0.339432,0.255225,0.327585333333333,4.30042412841761
"ARHGEF28",3.56819,3.56819,0.414488,1.5429,0.120332,0.692573333333333,2.69896134485556
"ARHGEF3",10.60085,10.60085,8.107861,5.832022,4.371692,6.10385833333333,1.63303509947059
"ARHGEF33",7.26086,7.26086,0.31913,0.023414,0.011709,0.118084333333333,7.38840510838032
"ARHGEF35",0,0,0.215863,0.261686,0.388277,0.288608666666667,0.776030788762867
"ARHGEF37",32.79833,32.79833,1.907537,1.304464,1.262927,1.49164266666667,13.5646778136191
"ARHGEF38",0.04149,0.04149,0.46091,0,0.426061,0.295657,0.803831569620663
"ARHGEF39",6.30657,6.30657,1.98267,1.500323,0.687268,1.390087,3.05703097837024
"ARHGEF4",168.11997,168.11997,2.287564,2.357007,0.895995,1.84685533333333,59.4058883216873
"ARHGEF40",26.84443,26.84443,5.535191,4.788572,4.566943,4.96356866666667,4.6690885200394
"ARHGEF5",0.31118,0.31118,0.308726,0.223189,0.131406,0.221107,1.07376339665566
"ARHGEF6",10.49713,10.49713,3.5125,2.331363,2.861663,2.901842,2.94659035399178
"ARHGEF7",62.67157,62.67157,7.809685,6.022005,4.462326,6.09800533333333,8.97034688055085
"ARHGEF9",26.78219,26.78219,55.547352,39.068343,24.038552,39.5514156666667,0.685110237047458
"ARID1A",21.24319,21.24319,17.08426,12.191987,9.695236,12.9904943333333,1.58987877554863
"ARID1B",19.60432,19.60432,14.522768,8.668029,7.874172,10.3549896666667,1.81456087630668
"ARID2",7.19862,7.19862,2.853226,3.14332,2.24012,2.74555533333333,2.18889303998179
"ARID3A",2.199,2.199,10.037855,5.447497,4.877806,6.78771933333333,0.410774947462154
"ARID3B",3.63043,3.63043,1.349293,2.205523,2.16239,1.90573533333333,1.59354843742364
"ARID3C",0.58087,0.58087,0,0.038251,0,0.0127503333333333,1.56096714853381
"ARID4A",9.2939,9.2939,2.514387,2.562077,1.505055,2.19383966666667,3.22304845400818
"ARID4B",51.53134,51.53134,6.994003,4.314967,4.637519,5.31549633333333,8.31784823035023
"ARID5A",14.10681,14.10681,5.682457,4.689754,3.627917,4.66670933333333,2.66588757449356
"ARID5B",5.41453,5.41453,0.520482,0.473623,0.506183,0.500096,4.27607966423482
"ARIH1",47.00887,47.00887,68.663438,37.299621,44.134524,50.0325276666667,0.940750384021412
"ARIH2",78.43801,78.43801,52.94514,43.10661,35.182656,43.744802,1.77535728060658
"ARL1",22.65388,22.65388,30.566416,24.183252,22.355172,25.7016133333333,0.885859581019075
"ARL10",15.51749,15.51749,2.505681,1.791366,4.334956,2.87733433333333,4.2600117967645
"ARL11",0.12447,0.12447,0.194238,0.164553,0.250099,0.202963333333333,0.93475002008928
"ARL13A",0,0,0,0.051039,0.190494,0.080511,0.92548803297699
"ARL13B",5.68421,5.68421,1.605562,0.740954,0.527571,0.958029,3.41374412738524
"ARL14",0,0,0.049263,0,0,0.016421,0.983844292866834
"ARL14EP",8.40185,8.40185,9.190757,4.455656,5.993461,6.54662466666667,1.24583511374666
"ARL15",39.81025,39.81025,2.608294,3.15126,1.624428,2.46132733333333,11.7903469016029
"ARL16",55.84637,55.84637,8.643342,9.537114,6.961097,8.38051766666667,6.06004615310321
"ARL17A",24.37574,24.37574,6.996721,5.981618,5.576853,6.185064,3.53173472080416
"ARL2",240.936,240.936,159.391591,156.097263,131.482969,148.990607666667,1.61300766603779
"ARL2BP",53.33619,53.33619,34.217459,20.273845,15.177699,23.223001,2.24316508099058
"ARL3",46.67694,46.67694,3.235115,3.029936,2.503172,2.922741,12.1539862050541
"ARL4A",6.74222,6.74222,2.354569,2.616526,2.472506,2.48120033333333,2.22400874947252
"ARL4C",14.12755,14.12755,0.214737,0.334698,0.174755,0.241396666666667,12.1859115673475
"ARL4D",5.04111,5.04111,2.220978,2.120565,2.037794,2.12644566666667,1.93226131015444
"ARL5A",15.53824,15.53824,21.221679,15.171594,10.442864,15.6120456666667,0.995557099459776
"ARL5B",2.01229,2.01229,2.260434,1.723844,1.450571,1.81161633333333,1.0713730619244
"ARL5C",2.11602,2.11602,0.154241,0.108051,0,0.0874306666666667,2.86548843573782
"ARL6",10.55936,10.55936,1.115904,1.328888,0.76444,1.069744,5.58492257979731
"ARL6IP1",108.93361,108.93361,19.351628,15.387179,14.537492,16.425433,6.30880219733995
"ARL6IP4",275.35247,275.35247,99.933998,81.056194,79.798995,86.929729,3.14287867303674
"ARL6IP5",67.15256,67.15256,103.029168,76.273448,70.519099,83.273905,0.808703002429993
"ARL6IP6",13.87861,13.87861,2.01461,3.871191,0.951103,2.278968,4.53758926589098
"ARL8A",188.63708,188.63708,38.032158,34.04496,25.343045,32.4733876666667,5.66530886829969
"ARL8B",41.96776,41.96776,35.852755,27.943416,13.658376,25.8181823333333,1.60218763024046
"ARL9",1.0995,1.0995,0.456527,0.214834,0.207904,0.293088333333333,1.62363231179102
"ARMC1",19.35537,19.35537,7.205762,4.789116,4.487994,5.49429066666667,3.13434846772078
"ARMC10",48.91744,48.91744,7.568964,7.294079,6.15376,7.005601,6.23531450043538
"ARMC12",2.21975,2.21975,0.080091,0.191361,0.15719,0.142880666666667,2.81722326215452
"ARMC2",6.51403,6.51403,3.063441,1.815502,1.792727,2.22389,2.3307339890629
"ARMC3",0.91279,0.91279,0,0,0,0,1.91279
"ARMC4",1.47292,1.47292,0.240487,0.18045,0.252628,0.224521666666667,2.01949877026812
"ARMC5",17.19786,17.19786,2.731069,1.852439,1.934904,2.172804,5.73557648061462
"ARMC6",36.69845,36.69845,13.462765,9.42567,8.227283,10.371906,3.31505114446074
"ARMC7",6.4103,6.4103,2.34651,2.663844,2.732027,2.58079366666667,2.06945741358457
"ARMC8",16.13985,16.13985,95.318708,82.808012,51.804001,76.6435736666667,0.220750400716787
"ARMC9",13.17327,13.17327,3.441539,7.201543,5.759847,5.467643,2.19141192548816
"ARMCX1",14.1483,14.1483,6.215697,6.203322,4.24019,5.55306966666667,2.31163420664585
"ARMCX2",46.01309,46.01309,103.900685,37.514398,32.251417,57.8888333333333,0.798336243713437
"ARMCX3",36.80218,36.80218,30.931753,18.870963,18.139375,22.6473636666667,1.59857904385705
"ARMCX4",32.71535,32.71535,2.374977,4.478619,4.081645,3.64508033333333,7.25829212426251
"ARMCX5",13.13178,13.13178,1.884545,1.665906,1.377663,1.64270466666667,5.34746851521055
"ARMCX6",30.952,30.952,28.038198,18.012634,20.180178,22.0770033333333,1.38458185139867
"ARMS2",0,0,0,0,0.237672,0.079224,0.926591699220922
