"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","FoldChange"
"DCAF13",6.88744,6.88744,26.142531,23.764222,27.546255,25.8176693333333,0.294113552597064
"DCAF15",37.27932,37.27932,27.999357,27.771931,40.273013,32.014767,1.15946055290955
"DCAF16",35.72342,35.72342,16.683534,13.221084,13.794174,14.566264,2.35916723498972
"DCAF17",5.04111,5.04111,15.473109,12.565206,12.062548,13.3669543333333,0.420486476106058
"DCAF4",8.17365,8.17365,12.313814,21.10326,19.474266,17.6304466666667,0.492400969452513
"DCAF4L1",0.14522,0.14522,0.115959,0.136402,0.100253,0.117538,1.02477052234465
"DCAF4L2",0,0,0,0,0.024665,0.00822166666666667,0.991845377917885
"DCAF5",10.97427,10.97427,20.768901,16.564154,19.971626,19.1015603333333,0.595688583445123
"DCAF6",44.60241,44.60241,28.322099,20.131356,22.517826,23.6570936666667,1.84946411837859
"DCAF7",21.67885,21.67885,53.833579,58.755856,54.958833,55.8494226666667,0.398928413626575
"DCAF8",96.67313,96.67313,127.910064,98.90997,113.698775,113.506269666667,0.852993729376839
"DCAF8L1",0,0,0,0.021375,0,0.007125,0.992925406478838
"DCAF8L2",0,0,0,0.229294,0,0.0764313333333333,0.928995625669264
"DCAKD",77.85714,77.85714,18.641735,12.495108,15.505728,15.5475236666667,4.76549492168728
"DCBLD1",4.00384,4.00384,10.724509,1.093086,1.944158,4.587251,0.895581744940401
"DCBLD2",11.05725,11.05725,34.451009,37.108075,22.900231,31.4864383333333,0.371147180749218
"DCC",9.97849,9.97849,2.383032,2.727168,2.894737,2.66831233333333,2.99279041760984
"DCD",14.00308,14.00308,0,0,0,0,15.00308
"DCDC1",0,0,1.005806,0.421797,0.523778,0.650460333333333,0.60589156843313
"DCDC2",0.82981,0.82981,1.171169,0.311095,0.279938,0.587400666666667,1.15270834794492
"DCDC2B",0.60161,0.60161,0.608356,1.059368,0.904736,0.857486666666667,0.862245758605715
"DCDC2C",0.4564,0.4564,0.143311,0,0.084294,0.0758683333333333,1.35369724610044
"DCHS1",3.09105,3.09105,10.30477,9.265275,10.395691,9.98857866666667,0.372300196786142
"DCHS2",0.6431,0.6431,2.125233,2.283614,2.809378,2.406075,0.482402765646675
"DCK",25.8694,25.8694,126.946271,165.822502,353.930276,215.566349666667,0.124070060013279
"DCLK1",45.93011,45.93011,36.501714,47.32955,47.462933,43.7647323333333,1.04837240286712
"DCLK2",96.05077,96.05077,32.268759,21.680201,27.781337,27.2434323333333,3.43622435313782
"DCLK3",2.30273,2.30273,1.400041,1.84066,0.058127,1.09960933333333,1.57302120330957
"DCLRE1A",1.41068,1.41068,2.779584,2.327922,2.867813,2.65843966666667,0.658936655964168
"DCLRE1B",2.24049,2.24049,2.572483,2.740019,2.798014,2.70350533333333,0.874979163884018
"DCLRE1C",4.39801,4.39801,52.209258,21.260033,28.324098,33.9311296666667,0.154532935278961
"DCN",104.74306,104.74306,521.807598,13.852753,55.507161,197.055837333333,0.533905293697714
"DCP1A",4.91664,4.91664,7.119728,5.604547,4.863545,5.86260666666667,0.862156362354052
"DCP1B",6.09912,6.09912,8.082311,7.6105,8.325651,8.006154,0.78825212182692
"DCP2",5.33154,5.33154,7.195595,5.074606,6.644384,6.30486166666667,0.866757002243027
"DCPS",6.24434,6.24434,11.087904,6.94477,11.288428,9.77370066666667,0.67240962266695
"DCST1",0.47714,0.47714,0.321018,0,0,0.107006,1.33435591135007
"DCST2",2.32347,2.32347,0.358487,0.812389,0.271467,0.480781,2.24440346006601
"DCSTAMP",0.76758,0.76758,0.187418,0.205518,0,0.130978666666667,1.56287651756473
"DCT",0.76758,0.76758,0.297505,0.155619,0.034762,0.162628666666667,1.52033065300873
"DCTD",32.77759,32.77759,32.774696,32.0361,31.489618,32.100138,1.02046674246494
"DCTN1",414.18006,414.18006,212.222561,284.346301,327.254692,274.607851333333,1.50641593841193
"DCTN2",611.34347,611.34347,485.860263,550.552338,510.679193,515.697264666667,1.18511072512651
"DCTN3",107.10802,107.10802,50.490499,71.360771,66.701289,62.850853,1.69313352791074
"DCTN4",22.36344,22.36344,30.518822,32.189891,30.027162,30.9119583333333,0.732121788201131
"DCTN5",18.19363,18.19363,41.08584,47.23974,36.77478,41.70012,0.449498268388941
"DCTN6",52.52712,52.52712,31.387238,30.960703,42.347343,34.898428,1.49107141961759
"DCTPP1",21.90704,21.90704,24.018038,25.171788,36.085447,28.425091,0.778486632377789
"DCUN1D1",12.86209,12.86209,15.074785,16.38424,15.284056,15.581027,0.836021194585836
"DCUN1D2",24.06456,24.06456,24.480215,21.154878,21.201367,22.27882,1.07671093294248
"DCUN1D3",2.75913,2.75913,2.935101,3.857709,4.095026,3.62927866666667,0.812033638646079
"DCUN1D4",19.50059,19.50059,24.982155,19.757483,22.788717,22.5094516666667,0.872014808795696
"DCUN1D5",10.12371,10.12371,52.484693,51.70454,52.67242,52.2872176666667,0.208750062155306
"DCX",1.63888,1.63888,52.153297,92.266061,79.054746,74.491368,0.0349560495446314
"DCXR",167.26941,167.26941,114.382821,116.769239,170.351115,133.834391666667,1.2479709955305
"DDA1",22.61239,22.61239,37.51889,46.39043,41.710304,41.873208,0.550749316449565
"DDAH1",54.166,54.166,19.190612,17.851215,23.294685,20.1121706666667,2.6129951709371
"DDAH2",91.46606,91.46606,50.61579,50.257163,63.424194,54.7657156666667,1.65811662048248
"DDB1",95.07574,95.07574,337.326967,329.08173,349.748409,338.719035333333,0.282809410151922
"DDB2",9.00346,9.00346,26.598929,17.687053,24.60362,22.9632006666667,0.417450913137619
"DDC",0.51863,0.51863,0.514026,0.924143,1.95956,1.13257633333333,0.712110500460398
"DDHD1",9.27315,9.27315,9.991704,12.1599,12.528575,11.5600596666667,0.81792206985004
"DDHD2",130.8614,130.8614,167.913718,140.565862,134.706726,147.728768666667,0.886589737695805
"DDI1",0,0,0,0,0,0,1
"DDI2",2.46869,2.46869,6.225355,5.435589,4.723474,5.46147266666667,0.536826537686094
"DDIT3",74.35118,74.35118,13.081339,10.839409,12.969561,12.2967696666667,5.66687863962147
"DDIT4",161.68893,161.68893,67.229123,21.860771,26.901245,38.663713,4.10170701870498
"DDIT4L",1.63888,1.63888,0.411931,0,0,0.137310333333333,2.32028138904333
"DDN",129.49221,129.49221,1.42015,1.160184,1.057601,1.212645,58.9756648716807
"DDO",3.38149,3.38149,0,0.155683,0.043467,0.0663833333333333,4.10873825859994
"DDOST",47.67272,47.67272,177.094942,211.48512,210.873973,199.818011666667,0.242372283223234
"DDR1",280.84997,280.84997,230.46252,69.894576,172.901504,157.752866666667,1.77540082215838
"DDR2",11.38917,11.38917,5.121049,0.708857,0.596093,2.14199966666667,3.94308444123535
"DDRGK1",108.24901,108.24901,29.069093,20.036956,28.919502,26.008517,4.04498366200558
"DDT",97.89711,97.89711,111.570952,130.328767,127.12304,123.007586333333,0.797508547051015
"DDTL",5.7672,5.7672,2.68922,3.185886,4.567535,3.48088033333333,1.51023894783771
"DDX1",37.52826,37.52826,64.415844,73.034476,86.845831,74.7653836666667,0.508520621627244
"DDX10",74.20597,74.20597,13.46537,13.916868,10.42567,12.602636,5.52877912781023
"DDX11",45.16253,45.16253,35.798628,20.850561,21.829215,26.159468,1.69968461827014
"DDX11L1",0,0,0.512875,0.0502,0.019304,0.194126333333333,0.837432331978275
"DDX11L10",0,0,0.303231,0,0.379991,0.227740666666667,0.814504257413754
"DDX11L9",0,0,0,0.32708,0.336155,0.221078333333333,0.818948279321419
"DDX17",279.35631,279.35631,178.234702,113.98576,122.606138,138.275533333333,2.01296166878796
"DDX18",14.16905,14.16905,26.863989,24.491827,28.013757,26.4565243333333,0.552475244712025
"DDX19A",16.67923,16.67923,25.943716,28.798439,34.451639,29.7312646666667,0.575284817978095
"DDX19B",7.0949,7.0949,17.327217,19.585449,20.546011,19.1528923333333,0.401674353542338
"DDX20",3.36074,3.36074,10.585035,14.258906,14.162479,13.00214,0.311433823686951
"DDX21",9.04495,9.04495,16.611141,18.369964,20.347282,18.4427956666667,0.516641236796073
"DDX23",49.16638,49.16638,56.745921,58.831451,61.810345,59.129239,0.834309245124489
"DDX24",330.97064,330.97064,104.091425,114.494872,117.219044,111.935113666667,2.9394811695132
"DDX25",15.64196,15.64196,10.105411,16.311012,13.938697,13.4517066666667,1.15155672501887
"DDX27",18.50481,18.50481,14.106141,12.862659,14.710385,13.8930616666667,1.30965750606239
"DDX28",2.11602,2.11602,1.799818,3.181085,2.712048,2.564317,0.874226394565915
"DDX31",1.9708,1.9708,4.062193,4.643314,4.817809,4.507772,0.539383256968517
"DDX39A",38.27509,38.27509,27.430882,24.340434,32.838376,28.2032306666667,1.34488853128259
"DDX39B",278.15308,278.15308,226.984043,174.233707,229.563597,210.260449,1.32136933970068
"DDX3X",53.81333,53.81333,124.98194,127.615571,81.670775,111.422762,0.487564342174763
"DDX3Y",0,0,42.415249,17.67885,15.733555,25.2758846666667,0.0380577100518557
"DDX4",0.24894,0.24894,0.591103,0.046313,0.029254,0.222223333333333,1.02185907103721
"DDX41",85.3047,85.3047,95.382147,100.234656,43.437871,79.6848913333333,1.06965131357059
"DDX42",39.06341,39.06341,66.688286,64.907319,71.524984,67.706863,0.583106377597242
"DDX43",0.70534,0.70534,0.12601,0.030603,0.42863,0.195081,1.42696603828527
"DDX46",19.60432,19.60432,43.558286,23.501258,24.735374,30.598306,0.652070398963793
"DDX47",18.5463,18.5463,22.328579,16.040396,24.669409,21.0127946666667,0.887951770594507
"DDX49",26.36729,26.36729,58.987945,85.860614,109.088367,84.645642,0.31954095224133
"DDX5",228.3436,228.3436,682.203393,726.102641,704.489438,704.265157333333,0.325187764651762
"DDX50",14.31426,14.31426,32.12894,22.722338,24.477625,26.4429676666667,0.558039501631645
"DDX51",22.57089,22.57089,10.652647,9.402425,10.067311,10.0407943333333,2.13489077763517
"DDX52",6.24434,6.24434,13.20618,15.555417,9.891799,12.8844653333333,0.521758658045553
"DDX53",0,0,0,0,0,0,1
"DDX54",45.57744,45.57744,24.060725,19.543921,26.165897,23.2568476666667,1.92017695951506
"DDX55",25.26778,25.26778,17.18165,19.643861,17.879086,18.2348656666667,1.36563366000113
"DDX56",72.83677,72.83677,32.832614,31.797092,48.030217,37.5533076666667,1.91518638655846
"DDX58",2.34422,2.34422,8.140061,4.984749,4.169696,5.76483533333333,0.494353496458598
"DDX59",15.39302,15.39302,8.728789,7.683227,9.74607,8.719362,1.68663539849632
"DDX6",13.277,13.277,28.574024,29.306822,30.682591,29.5211456666667,0.467774052649422
"DDX60",2.82136,2.82136,8.889023,2.722715,4.54946,5.387066,0.598296620075634
"DDX60L",3.17403,3.17403,4.650737,2.644275,3.397842,3.56428466666667,0.914498175471673
"DEAF1",206.37432,206.37432,62.688948,50.108704,75.849896,62.882516,3.24618272705477
"DEC1",0.4564,0.4564,0.377515,0.24497,0.243771,0.288752,1.13008554011943
"DECR1",32.2797,32.2797,85.125877,44.34221,66.366,65.278029,0.502122656665001
"DECR2",18.44258,18.44258,33.811348,27.154741,31.807265,30.9244513333333,0.60901845413078
"DEDD",30.86902,30.86902,24.736087,22.961882,34.816673,27.5048806666667,1.11801976555079
"DEDD2",22.07301,22.07301,9.540432,12.002226,15.344527,12.2957283333333,1.7353701445715
"DEF6",11.82483,11.82483,1.929336,2.0565,1.894916,1.96025066666667,4.33234595448674
"DEF8",72.31814,72.31814,130.611029,146.670607,145.116835,140.799490333333,0.517055031916182
"DEFA1",0,0,0.321028,0,0,0.107009333333333,0.903334750565187
"DEFA11P",0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,1
"DEFA4",0.53938,0.53938,0,0,0,0,1.53938
"DEFA5",0,0,0.24315,0,0.365253,0.202801,0.831392724149714
"DEFA6",0,0,0,0,0,0,1
"DEFA8P",0,0,1.265927,0,0,0.421975666666667,0.703246914445559
"DEFA9P",0,0,0,0,0,0,1
"DEFB1",1.74261,1.74261,0.400012,0,0,0.133337333333333,2.41994145903014
"DEFB103B",0,0,0,0,0,0,1
"DEFB104A",0,0,0,0,0,0,1
"DEFB104B",0,0,0,0,0,0,1
"DEFB105A",0,0,0,0,0,0,1
"DEFB106A",0,0,0,0,0,0,1
"DEFB106B",0,0,0,0,0,0,1
"DEFB107A",0,0,0,0,0,0,1
"DEFB108B",0,0,0,0,0,0,1
"DEFB110",0,0,0,0,0,0,1
"DEFB112",0,0,0,0.046679,0,0.0155596666666667,0.984678727230535
"DEFB113",0,0,0,0,0,0,1
"DEFB114",0,0,0,0,0,0,1
"DEFB115",0,0,0,0,0,0,1
"DEFB116",0,0,0,0,0,0,1
"DEFB118",0,0,0,0,0,0,1
"DEFB119",0,0,0,0,0,0,1
"DEFB121",0,0,0,0,0,0,1
"DEFB122",0,0,0,0,0,0,1
"DEFB123",0,0,0,0,0,0,1
"DEFB124",0.62236,0.62236,4.200123,0,0.230546,1.47688966666667,0.654998897138333
"DEFB125",0,0,0.054675,0,0,0.018225,0.98210120552923
"DEFB126",0,0,0,0,0,0,1
"DEFB127",0,0,0,0,0,0,1
"DEFB128",0,0,0,0,0,0,1
"DEFB129",0,0,0,0,0,0,1
"DEFB132",0,0,0,0,0,0,1
"DEFB133",0,0,0,8.28297,0,2.76099,0.265887439211484
"DEFB134",0,0,0.06177,0,0.270955,0.110908333333333,0.900164279981096
"DEFB135",0,0,0,0,0,0,1
"DEFB136",0,0,0,0,0,0,1
"DEFB4A",0,0,0,0,0,0,1
"DEFT1P",0,0,0,0,0,0,1
"DEFT1P2",0,0,0,0,0,0,1
"DEGS1",34.52019,34.52019,63.070851,71.276764,73.140138,69.1625843333333,0.506255439954267
"DEGS2",4.56397,4.56397,0.708064,0.018385,0.042329,0.256259333333333,4.42899794044648
"DEK",23.04804,23.04804,36.566141,14.707451,19.472313,23.5819683333333,0.978279675325701
"DENND1A",39.1464,39.1464,7.16049,7.911769,6.256975,7.10974466666667,4.9503901355875
"DENND1B",5.18633,5.18633,1.873118,1.802011,2.191913,1.95568066666667,2.09303057321709
"DENND1C",4.23204,4.23204,0.337133,0.306723,0.03406,0.225972,4.26766679826293
"DENND2A",45.66042,45.66042,17.091786,16.009894,10.974314,14.691998,2.97351682048392
"DENND2C",2.32347,2.32347,0.477607,0.119458,0.371227,0.322764,2.5125192400156
"DENND2D",3.83788,3.83788,0.090245,0.097045,0.108422,0.0985706666666667,4.4037949917954
"DENND3",25.35077,25.35077,15.564461,31.60461,16.104107,21.0910593333333,1.19282509735688
"DENND4A",11.11948,11.11948,5.575469,3.045284,6.95956,5.19343766666667,1.9568260233291
"DENND4B",53.54364,53.54364,37.490441,29.754418,30.73621,32.6603563333333,1.62041184174828
"DENND4C",8.79601,8.79601,6.1677,4.547359,4.344813,5.01995733333333,1.6272557191989
"DENND5A",226.70472,226.70472,75.561072,61.017951,75.432892,70.6706383333333,3.17709909239216
"DENND5B",4.19055,4.19055,5.889078,5.105123,6.095672,5.69662433333333,0.775099474247548
"DENR",30.22591,30.22591,36.500368,39.495017,42.326676,39.440687,0.772140938159631
"DEPDC1",0.06224,0.06224,4.583259,1.362518,2.656935,2.86757066666667,0.274653029395197
"DEPDC1B",0.4564,0.4564,3.813478,2.076727,2.778362,2.88952233333333,0.37444186591207
"DEPDC4",0.74683,0.74683,0.719668,1.183246,3.084495,1.66246966666667,0.656093859723472
"DEPDC5",19.08568,19.08568,40.08352,22.823896,28.306102,30.404506,0.639579555876472
"DEPDC7",3.09105,3.09105,5.164906,2.290131,4.064351,3.839796,0.845293892552496
"DEPTOR",30.43337,30.43337,1.970727,1.08983,1.645902,1.56881966666667,12.2365031722092
"DERA",111.09112,111.09112,13.660699,6.889762,8.246121,9.59886066666667,10.5757706913278
"DERL1",11.57588,11.57588,25.832308,28.040736,26.60551,26.8261846666667,0.451944100517122
"DERL2",21.6581,21.6581,28.540156,34.1166,35.884525,32.8470936666667,0.669425275420742
"DERL3",1.22397,1.22397,7.948341,9.505908,22.057121,13.1704566666667,0.156944130476153
"DES",74.06075,74.06075,129.260772,1.825306,1.591904,44.225994,1.65968159815349
"DESI1",42.9013,42.9013,39.446212,48.154654,60.825117,49.4753276666667,0.869757602960385
"DESI2",3.81714,3.81714,12.475552,8.243701,11.078128,10.599127,0.415301944706701
"DET1",3.13254,3.13254,4.008847,2.530132,3.209351,3.24944333333333,0.972489730027384
"DEXI",45.57744,45.57744,21.5239,20.704667,22.141628,21.4567316666667,2.07409700981272
"DFFA",29.95622,29.95622,14.439122,17.504693,16.54702,16.1636116666667,1.80359592148778
"DFFB",9.33539,9.33539,4.995373,3.851342,5.895803,4.91417266666667,1.74756311364599
"DGAT1",58.99965,58.99965,23.327561,30.624061,32.887603,28.9464083333333,2.00356748402493
"DGAT2",3.1118,3.1118,2.089498,4.922514,3.970365,3.66079233333333,0.882210513992006
"DGAT2L6",0,0,0,0,0,0,1
"DGCR2",46.57322,46.57322,31.268007,35.12488,43.201321,36.5314026666667,1.26755774151367
"DGCR5",26.78219,26.78219,8.99505,12.256805,12.627193,11.293016,2.25999787196242
"DGCR6",55.80488,55.80488,26.353883,41.589456,41.293136,36.4121583333333,1.51835345862386
"DGCR6L",51.26165,51.26165,13.499212,19.945351,23.864606,19.1030563333333,2.5996867905774
"DGCR8",12.53017,12.53017,18.937701,16.663814,23.163188,19.5882343333333,0.657179716382672
"DGKA",39.54056,39.54056,96.881464,75.126132,90.262432,87.4233426666667,0.458482554237149
"DGKB",33.73187,33.73187,4.176578,4.07162,2.968834,3.73901066666667,7.32892842894354
"DGKD",22.09375,22.09375,101.279896,124.723924,119.872759,115.292193,0.198583837867775
"DGKE",3.94161,3.94161,2.786924,2.563655,2.64606,2.66554633333333,1.34812373126007
"DGKG",12.3642,12.3642,0.784337,3.640792,0.386446,1.60385833333333,5.13246048332123
"DGKH",0.12447,0.12447,3.211488,4.102844,4.309346,3.87455933333333,0.230681364838586
"DGKI",5.80869,5.80869,4.199467,10.064155,6.241367,6.83499633333333,0.869009979115498
"DGKK",0.06224,0.06224,1.486158,0.398842,0.665189,0.850063,0.57416423116402
"DGKQ",16.55476,16.55476,15.032746,16.387924,15.849707,15.7567923333333,1.04762054997121
"DGKZ",257.67746,257.67746,82.299423,62.245845,78.65263,74.3992993333333,3.43076742472647
"DGUOK",44.58167,44.58167,54.40935,48.033525,58.976333,53.8064026666667,0.831685127688974
"DHCR24",64.72536,64.72536,74.07961,57.776074,59.548376,63.8013533333333,1.01425906434259
"DHCR7",67.06958,67.06958,79.070206,68.271426,69.813502,72.3850446666667,0.927567467038947
"DHDDS",30.10144,30.10144,29.990203,39.258377,32.36922,33.8726,0.891858937962756
"DHDH",3.7549,3.7549,0.738102,1.002221,0.800096,0.846806333333333,2.57466086951185
"DHFR",41.42838,41.42838,25.145609,16.622392,27.679256,23.1490856666667,1.75693525567158
"DHH",0.26969,0.26969,1.636911,3.483437,3.872028,2.99745866666667,0.317624297303554
"DHODH",8.54707,8.54707,7.477553,8.369406,5.528298,7.12508566666667,1.17501161115963
"DHPS",59.2486,59.2486,118.747721,68.739449,118.755816,102.080995333333,0.584478252321623
"DHRS1",32.88131,32.88131,19.190361,10.367539,17.63383,15.7305766666667,2.02511310130175
"DHRS11",25.01884,25.01884,7.858206,9.732137,11.584818,9.72505366666667,2.42598692823946
"DHRS12",17.09413,17.09413,6.319464,8.759106,6.657292,7.24528733333333,2.19448143751772
"DHRS13",7.84173,7.84173,13.903368,11.744235,16.223772,13.957125,0.591138337080154
"DHRS2",1.65962,1.65962,5.736365,30.311712,25.808242,20.618773,0.123023633209896
"DHRS3",23.17251,23.17251,0.731862,0.450832,0.345728,0.509474,16.0138631072811
"DHRS4",28.17213,28.17213,7.532352,5.347671,5.776836,6.218953,4.04104722665461
"DHRS4L2",16.18134,16.18134,9.135089,4.956821,8.255687,7.449199,2.03348743472606
"DHRS7",54.49792,54.49792,71.773467,70.818661,88.054078,76.8820686666667,0.712589187089133
"DHRS7B",16.26432,16.26432,10.779129,11.222577,16.902404,12.9680366666667,1.2359875916706
"DHRS7C",0.97503,0.97503,3.157435,0,0,1.05247833333333,0.962265943530058
"DHRS9",4.04533,4.04533,0.039277,0,0.028411,0.0225626666666667,4.93400567463184
"DHRSX",0,0,8.729028,5.287046,6.066773,6.69428233333333,0.129966637131026
"DHTKD1",16.20209,16.20209,32.866499,35.652614,39.197637,35.9055833333333,0.466110773663425
"DHX15",47.25781,47.25781,89.00153,77.537155,106.168252,90.9023123333333,0.525098974930761
"DHX16",17.88246,17.88246,13.976732,15.565492,15.210541,14.9175883333333,1.18626387393484
"DHX29",7.0949,7.0949,10.154295,12.731901,13.877173,12.2544563333333,0.610730443891713
"DHX30",37.38304,37.38304,29.278109,31.988941,31.592435,30.9531616666667,1.2012282352654
"DHX32",7.61353,7.61353,9.637282,7.413714,9.166629,8.73920833333333,0.88441788133019
"DHX33",6.03688,6.03688,5.551494,6.454272,6.77562,6.260462,0.969205540914614
"DHX34",15.18557,15.18557,9.549753,9.074696,8.490075,9.03817466666667,1.61240171021797
"DHX35",9.95775,9.95775,5.752469,3.305478,7.167266,5.40840433333333,1.70990303202362
"DHX36",27.59126,27.59126,92.432222,103.655259,113.385373,103.157618,0.274499941041278
"DHX37",9.08644,9.08644,4.498394,6.813337,6.721434,6.011055,1.43864796382285
"DHX38",65.94933,65.94933,54.769965,50.117809,45.392042,50.093272,1.31033553693723
"DHX40",9.72955,9.72955,31.434951,16.223254,19.781664,22.4799563333333,0.456966352393415
"DHX57",13.15252,13.15252,22.789031,26.87604,26.95031,25.5384603333333,0.533283386535574
"DHX58",14.56321,14.56321,4.654654,5.051118,4.129336,4.61170266666667,2.77334900376047
"DHX8",16.47177,16.47177,58.776059,90.378158,71.675134,73.6097836666667,0.234175320465456
"DHX9",68.12759,68.12759,96.825222,103.734239,143.641496,114.733652333333,0.597298958481845
"DIABLO",48.08762,48.08762,42.957532,53.32193,51.151209,49.143557,0.978941721266403
"DIAPH1",12.77911,12.77911,28.99618,25.84957,29.764391,28.2033803333333,0.47183270712919
"DIAPH2",4.99962,4.99962,0.479611,0.234341,0.369509,0.361153666666667,4.40774627209615
"DIAPH3",1.24472,1.24472,2.15147,1.051065,1.60418,1.60223833333333,0.862611226360896
"DICER1",16.88668,16.88668,21.433,17.875824,14.338421,17.882415,0.947266544030517
"DIDO1",23.60816,23.60816,12.381257,11.907843,12.831154,12.373418,1.84008007526572
"DIMT1",14.68768,14.68768,12.578529,9.736239,11.748816,11.354528,1.26979193377521
"DIO1",1.12025,1.12025,0.072116,0,0.052753,0.041623,2.0355253292218
"DIO2",8.06992,8.06992,0.485824,0.03541,0.013013,0.178082333333333,7.69888465633557
"DIO3",0.39416,0.39416,0.399431,0.035172,0.040487,0.158363333333333,1.20356019556328
"DIO3OS",8.50558,8.50558,0.793135,0.427291,0.490208,0.570211333333333,6.05369468313607
"DIP2A",40.32888,40.32888,22.431331,17.562025,17.823233,19.2721963333333,2.03869769809024
"DIP2B",26.65772,26.65772,13.236819,13.81573,12.009873,13.0208073333333,1.97261964610597
