"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","FoldChange"
"ARMC10",48.91744,48.91744,35.276883,31.000051,30.465399,32.2474443333333,1.5013917911866
"ARMC12",2.21975,2.21975,0.745169,1.776516,1.680068,1.40058433333333,1.34123594630363
"ARMC2",6.51403,6.51403,7.262869,8.347193,6.600864,7.403642,0.894139707522048
"ARMC3",0.91279,0.91279,1.046238,0.362439,0.085405,0.498027333333333,1.27687256262792
"ARMC4",1.47292,1.47292,1.140502,2.076821,3.112778,2.11003366666667,0.795142517749808
"ARMC5",17.19786,17.19786,7.798547,8.138271,7.81368,7.91683266666667,2.04084350130603
"ARMC6",36.69845,36.69845,33.657439,49.792371,43.425745,42.2918516666667,0.87079781872732
"ARMC7",6.4103,6.4103,4.382678,3.562296,2.624546,3.52317333333333,1.63829671204287
"ARMC8",16.13985,16.13985,92.92545,137.812802,107.70536,112.814537333333,0.150594558494771
"ARMC9",13.17327,13.17327,47.777661,35.679331,22.757667,35.4048863333333,0.389323286721062
"ARMCX1",14.1483,14.1483,38.228499,38.471705,32.887813,36.529339,0.403638870378186
"ARMCX2",46.01309,46.01309,339.794432,290.691997,257.10814,295.864856333333,0.158365293152826
"ARMCX3",36.80218,36.80218,76.19296,79.019112,66.226409,73.812827,0.505290088823939
"ARMCX4",32.71535,32.71535,9.655115,9.356621,7.959479,8.990405,3.37477309478445
"ARMCX5",13.13178,13.13178,7.225472,8.962026,7.685267,7.95758833333333,1.57763222355422
"ARMCX6",30.952,30.952,37.431511,34.921302,34.164453,35.5057553333333,0.875259249075849
"ARMS2",0,0,0,0.073787,0,0.0245956666666667,0.975994758257485
"ARNT",14.99886,14.99886,8.430147,9.35994,6.190469,7.99351866666667,1.77893220584483
"ARNT2",54.89208,54.89208,44.421532,47.60423,26.513779,39.5131803333333,1.37960237977203
"ARNTL",15.7042,15.7042,6.518009,3.91657,3.779042,4.73787366666667,2.91121780826939
"ARNTL2",3.9831,3.9831,8.279747,3.538269,4.803741,5.54058566666667,0.761873669111283
"ARPC1A",87.79414,87.79414,74.883629,92.571975,84.490768,83.982124,1.04485668068263
"ARPC1B",30.37113,30.37113,29.891019,34.014243,38.14265,34.0159706666667,0.895909192369288
"ARPC2",246.16382,246.16382,385.576915,374.975946,359.110574,373.221145,0.660475291956044
"ARPC3",191.02279,191.02279,341.430715,357.438028,329.079651,342.649464666667,0.558775175704867
"ARPC4",154.3036,154.3036,107.000757,102.125099,102.252184,103.79268,1.48200809445851
"ARPC5",51.5106,51.5106,89.539077,97.499609,98.742669,95.2604516666667,0.545505439573826
"ARPC5L",41.84329,41.84329,23.120045,28.02182,26.602322,25.914729,1.59181576749296
"ARPP19",371.11281,371.11281,579.534411,422.818725,511.599294,504.65081,0.735908659970306
"ARPP21",45.99235,45.99235,15.99245,4.548461,2.31868,7.61986366666667,5.4516349465852
"ARR3",0,0,1.043934,0,0.075997,0.373310333333333,0.728167534844637
"ARRB1",53.08724,53.08724,41.53348,54.60104,33.113312,43.0826106666667,1.22695183388715
"ARRB2",109.14106,109.14106,27.209169,26.299054,27.976041,27.1614213333333,3.91106182803463
"ARRDC1",30.68231,30.68231,13.858893,20.726456,23.188147,19.257832,1.56395363531497
"ARRDC2",72.75379,72.75379,0.91244,0.323177,1.042945,0.759520666666667,41.9169785255909
"ARRDC3",36.96814,36.96814,13.009398,8.495754,10.59194,10.6990306666667,3.24540904984379
"ARRDC4",44.20825,44.20825,3.050817,2.963279,2.660336,2.89147733333333,11.6172461324028
"ARRDC5",0.47714,0.47714,0.124637,0,0.057437,0.0606913333333333,1.39262003334932
"ARSA",35.14255,35.14255,21.203449,18.351403,20.075356,19.876736,1.73123566825772
"ARSB",9.95775,9.95775,14.576333,17.524258,31.071563,21.0573846666667,0.496783737763773
"ARSD",7.61353,7.61353,8.610634,5.433104,4.931981,6.32523966666667,1.17587005913208
"ARSF",1.63888,1.63888,0,0.066193,0.021461,0.029218,2.56396604023637
"ARSG",3.94161,3.94161,8.215989,3.302308,4.04545,5.18791566666667,0.798590392338357
"ARSH",0,0,0.025833,0,0,0.008611,0.991462516272379
"ARSI",4.4395,4.4395,0.439155,0.035123,0.033319,0.169199,4.65233035608139
"ARSJ",0.31118,0.31118,1.181805,0.131455,0.135488,0.482916,0.884190338495235
"ARSK",2.24049,2.24049,2.683375,2.969476,2.686332,2.77972766666667,0.857334254152173
"ART1",0,0,0,0,0,0,1
"ART3",35.93087,35.93087,8.342965,6.755757,14.586795,9.89517233333333,3.38965450661221
"ART4",0.04149,0.04149,0.012048,0.018071,0.010009,0.013376,1.02774291082481
"ART5",0,0,0.277406,0,0.200001,0.159135666666667,0.86271178495931
"ARTN",1.47292,1.47292,0.816427,1.394471,0.23722,0.816039333333333,1.36171059437406
"ARV1",21.015,21.015,14.034289,14.445009,14.817131,14.432143,1.42656791088574
"ARVCF",19.14792,19.14792,42.920296,55.911772,47.58547,48.805846,0.404529219320961
"ARX",4.02459,4.02459,0.300565,0,0.031827,0.110797333333333,4.52340841053513
"AS3MT",12.94507,12.94507,4.204125,3.38145,4.13003,3.90520166666667,2.84291471536508
"ASAH1",174.44729,174.44729,87.465007,98.18109,90.965391,92.2038293333333,1.88240430951106
"ASAH2",0.49789,0.49789,5.044892,1.747886,6.564936,4.45257133333333,0.274712591258167
"ASAH2B",1.12025,1.12025,4.114373,5.581551,3.792766,4.49623,0.38576442397789
"ASAP1",34.0223,34.0223,23.46485,27.091974,21.70225,24.086358,1.39606952910422
"ASAP2",4.81291,4.81291,8.147632,9.313203,6.234101,7.898312,0.653259854228532
"ASAP3",19.27239,19.27239,14.250396,15.163206,13.499341,14.3043143333333,1.32461929090453
"ASB1",220.75082,220.75082,25.574198,25.762331,22.525738,24.6207556666667,8.65512410660487
"ASB10",0,0,0,0.028398,0,0.009466,0.990622764907387
"ASB11",0.08298,0.08298,0.024259,0.088606,0.017284,0.043383,1.03795058957257
"ASB12",0.24894,0.24894,0.778873,1.398781,0.968892,1.04884866666667,0.609581381152927
"ASB13",45.86787,45.86787,10.425626,11.383735,9.476585,10.4286486666667,4.1009109096771
"ASB14",0.70534,0.70534,0.500031,0.382491,0.368083,0.416868333333333,1.20359807603859
"ASB15",0,0,0,0.017666,0,0.00588866666666667,0.994145806726125
"ASB16",3.54745,3.54745,0.48761,0.566928,0.494747,0.516428333333333,2.99878991973464
"ASB17",0,0,0,0,0,0,1
"ASB18",0,0,0.302732,0.071623,0.120262,0.164872333333333,0.858463173503706
"ASB2",2.6554,2.6554,0.317937,0.313778,0.163815,0.265176666666667,2.88924076479438
"ASB3",32.65311,32.65311,11.634861,8.281344,7.910817,9.275674,3.27502702012539
"ASB4",1.43143,1.43143,0.164084,0.054178,0.027039,0.081767,2.24764667437627
"ASB5",0.58087,0.58087,0,0.119686,0,0.0398953333333333,1.52022030422292
"ASB6",10.45563,10.45563,10.619753,16.920088,14.205388,13.9150763333333,0.768057081571758
"ASB7",2.90434,2.90434,2.68654,2.652571,2.193159,2.51075666666667,1.11210783620245
"ASB8",22.19748,22.19748,57.971685,50.091695,53.870442,53.9779406666667,0.421941595460026
"ASB9",0.16596,0.16596,0,0,0,0,1.16596
"ASCC1",34.16752,34.16752,46.943281,42.544569,37.99514,42.49433,0.808554126480394
"ASCC2",52.07072,52.07072,99.103791,92.787998,92.944249,94.945346,0.553134906616523
"ASCC3",6.16136,6.16136,10.659609,9.130648,7.226877,9.00571133333333,0.715727224324614
"ASCL1",12.8206,12.8206,2.222314,2.04717,1.953041,2.074175,4.49571023120024
"ASCL2",0.82981,0.82981,0,0,0.204915,0.068305,1.71281609652674
"ASCL3",0,0,0,0.109706,0,0.0365686666666667,0.964721423825918
"ASCL4",0,0,0,0.022133,0.019876,0.014003,0.986190376162595
"ASF1A",8.67154,8.67154,11.948013,5.815563,5.613318,7.792298,1.10000138757808
"ASF1B",0.24894,0.24894,0.330038,0.079858,0.115557,0.175151,1.06279107961445
"ASGR1",4.70918,4.70918,23.451191,25.347459,28.196041,25.664897,0.214108458772595
"ASGR2",0.33192,0.33192,0,0,0,0,1.33192
"ASH1L",14.02383,14.02383,13.362657,9.034134,7.399825,9.93220533333333,1.3742725773903
"ASH2L",24.25126,24.25126,33.591263,33.962888,30.999201,32.8511173333333,0.745950562025761
"ASIC1",24.87362,24.87362,30.820098,32.223349,28.366359,30.4699353333333,0.822169468285953
"ASIC2",28.25511,28.25511,26.24694,10.678884,7.939111,14.9549783333333,1.83360386888648
"ASIC3",45.72266,45.72266,6.977241,8.347711,7.08329,7.469414,5.51663432676688
"ASIC4",9.62582,9.62582,4.494488,1.037999,1.319742,2.28407633333333,3.23555816658342
"ASIC5",0,0,0,0,0,0,1
"ASIP",1.20323,1.20323,0.18635,0.268222,0.109914,0.188162,1.85431784554631
"ASL",40.4326,40.4326,63.15208,113.459573,60.053011,78.8882213333333,0.518632150127897
"ASMT",0,0,0.298952,0.34663,0.206946,0.284176,0.778709460385492
"ASMTL",0,0,17.181391,16.029885,16.955183,16.722153,0.0564265526880397
"ASNS",45.68117,45.68117,130.629779,198.193859,143.854682,157.55944,0.294408015063625
"ASNSD1",15.82867,15.82867,16.978649,16.392592,15.133711,16.1683173333333,0.980216620724159
"ASNSP1",0,0,0,0,0.047967,0.015989,0.984262624890624
"ASPA",96.44493,96.44493,0.189902,0.103922,0.108492,0.134105333333333,85.9222923443913
"ASPDH",34.89361,34.89361,0.976547,0.051628,0.137189,0.388454666666667,25.8514814071471
"ASPG",18.02767,18.02767,0.714286,0.460445,0.35496,0.509897,12.6019655645385
"ASPH",30.99349,30.99349,30.113463,24.728966,39.919457,31.5872953333333,0.981778011115702
"ASPHD1",209.09195,209.09195,50.688681,66.118275,55.682603,57.4965196666667,3.59152905501347
"ASPHD2",5.16558,5.16558,8.154456,8.612574,9.710444,8.82582466666667,0.627487280626556
"ASPM",0.06224,0.06224,0.066412,0.012205,0.01542,0.0313456666666667,1.02995536252475
"ASPN",0.95428,0.95428,0.887398,0.019679,0.120496,0.342524333333333,1.45567566373099
"ASPRV1",6.67999,6.67999,1.745727,1.276181,1.207052,1.40965333333333,3.18717630198535
"ASPSCR1",78.54173,78.54173,16.412948,15.305364,11.790866,14.5030593333333,5.13071183498448
"ASRGL1",92.81451,92.81451,47.022832,64.225024,47.839007,53.0289543333333,1.73637471162607
"ASS1",54.91283,54.91283,41.224892,18.857611,45.308445,35.130316,1.54753227179081
"ASTE1",6.88744,6.88744,5.877145,6.367907,4.049082,5.431378,1.2263996922588
"ASTL",0.20745,0.20745,0.110317,0,0.112451,0.074256,1.1239872060291
"ASTN1",16.8037,16.8037,23.166838,18.286518,14.113122,18.5221593333333,0.911973911082719
"ASTN2",65.38921,65.38921,20.925799,17.916705,21.065662,19.9693886666667,3.1660059840244
"ASXL1",47.79719,47.79719,42.81374,39.484423,25.931137,36.0764333333333,1.31612416872173
"ASXL2",2.59316,2.59316,1.060635,1.329506,0.772189,1.05411,1.74925393479414
"ASXL3",2.96658,2.96658,3.121606,5.332015,2.889092,3.78090433333333,0.829671485443514
"ASZ1",0,0,0.025217,0.020558,0,0.0152583333333333,0.984970984396418
"ATAD1",14.21054,14.21054,64.3085,64.196443,54.876281,61.1270746666667,0.244829489906129
"ATAD2",2.01229,2.01229,0.969079,0.619063,0.412259,0.666800333333333,1.80722906022937
"ATAD2B",4.27353,4.27353,2.447165,3.016314,1.934605,2.466028,1.52149088235871
"ATAD3A",15.80792,15.80792,21.368593,19.035522,21.289555,20.5645566666667,0.779423396446669
"ATAD3B",20.45487,20.45487,7.138012,13.644193,9.893488,10.225231,1.91130766039469
"ATAD3C",33.27547,33.27547,1.077299,0.54939,0.977106,0.867931666666667,18.3494239171847
"ATAD5",0.97503,0.97503,0.465435,0.683605,0.463836,0.537625333333333,1.2844676509839
"ATAT1",31.30467,31.30467,68.589851,79.261914,64.338378,70.7300476666667,0.450364541093316
"ATCAY",35.39149,35.39149,132.232392,137.452698,87.38703,119.02404,0.303201675264389
"ATE1",26.22207,26.22207,34.387369,28.043293,20.890011,27.7735576666667,0.946079393982482
"ATF1",5.91241,5.91241,8.753199,4.691057,4.125468,5.85657466666667,1.00814332754295
"ATF2",16.53401,16.53401,26.680061,19.056206,17.685231,21.1404993333333,0.791942843565497
"ATF3",35.20479,35.20479,36.819319,14.632337,17.135575,22.8624103333333,1.51723105479523
"ATF4",194.36279,194.36279,1279.200884,1211.33836,982.342738,1157.62732733333,0.168615727759194
"ATF5",19.08568,19.08568,33.154995,91.166143,79.952563,68.0912336666667,0.29071242376282
"ATF6",6.65924,6.65924,5.124811,4.949843,4.936174,5.00360933333333,1.27577255193376
"ATF6B",82.02695,82.02695,26.442483,28.936981,23.848002,26.4091553333333,3.02916850192124
"ATF7",27.44604,27.44604,9.912132,9.023139,9.721321,9.55219733333333,2.69574564438269
"ATF7IP",17.42606,17.42606,9.35634,7.448068,5.970326,7.591578,2.14466539208513
"ATF7IP2",5.45602,5.45602,8.183026,5.760522,6.315161,6.752903,0.832722916822254
"ATG10",121.71272,121.71272,5.09225,5.118508,4.419471,4.876743,20.8810764738223
"ATG12",22.94431,22.94431,53.958948,56.892887,55.788054,55.5466296666667,0.423443627695371
"ATG13",150.44497,150.44497,59.628846,54.830464,38.243085,50.9007983333333,2.91796995158617
"ATG14",16.86594,16.86594,4.12934,4.300771,3.225415,3.88517533333333,3.65717477489378
"ATG16L1",14.6047,14.6047,17.835765,28.115956,23.905567,23.2857626666667,0.642545190537424
"ATG16L2",39.45757,39.45757,24.462372,18.142036,15.305191,19.3031996666667,1.99266966114815
"ATG2A",16.30581,16.30581,5.288231,5.108638,5.852224,5.41636433333333,2.69713643131134
"ATG2B",15.14407,15.14407,4.600027,3.431933,4.700689,4.24421633333333,3.07845233183554
"ATG3",99.453,99.453,18.943156,18.200183,16.819392,17.987577,5.29045912493206
"ATG4A",3.21552,3.21552,8.291321,7.306727,4.883914,6.82732066666667,0.538564878011471
"ATG4B",84.70309,84.70309,81.246001,87.032264,75.971051,81.4164386666667,1.03987858959335
"ATG4C",25.93163,25.93163,6.457431,2.174686,3.944331,4.19214933333333,5.18699064125531
"ATG4D",45.82638,45.82638,20.266734,28.889841,24.20929,24.4552883333333,1.83955409920388
"ATG5",28.98119,28.98119,8.814932,13.209788,12.665166,11.5632953333333,2.38641130408301
"ATG7",105.57287,105.57287,20.835529,15.974037,15.731457,17.5136743333333,5.75644078431901
"ATG9A",41.22093,41.22093,41.416107,33.756877,33.823238,36.332074,1.13095591742371
"ATG9B",15.87016,15.87016,30.236281,27.800621,64.33239,40.789764,0.403691200553322
"ATIC",65.67964,65.67964,45.552396,42.737587,41.469675,43.2532193333333,1.50677489693443
"ATL1",38.54478,38.54478,136.359744,148.868133,142.081443,142.43644,0.275695492721375
"ATL2",10.35191,10.35191,11.978872,13.937476,11.750528,12.5556253333333,0.8374316728927
"ATL3",6.16136,6.16136,1.426635,0.79421,1.085849,1.10223133333333,3.40655183206923
"ATM",20.89052,20.89052,23.788644,13.062381,16.720124,17.8570496666667,1.16086664600007
"ATMIN",20.91127,20.91127,31.669799,28.348641,28.000776,29.3397386666667,0.72219705781689
"ATN1",140.21753,140.21753,46.261197,47.678017,40.724418,44.8878773333333,3.07744742634714
"ATOH1",0,0,0,0,0,0,1
"ATOH7",1.82559,1.82559,0.149946,0.396779,0.285877,0.277534,2.21175326840616
"ATOH8",9.81253,9.81253,0.535911,0.054578,0.013871,0.201453333333333,8.9995422210878
"ATOX1",142.18834,142.18834,113.241236,102.096372,115.918565,110.418724333333,1.2851371334285
"ATP10A",4.81291,4.81291,0.266212,0.032958,0.065558,0.121576,5.18280526687447
"ATP10B",24.3135,24.3135,0.154788,0.22269,0.215746,0.197741333333333,21.1343629008378
"ATP10D",2.30273,2.30273,3.93691,2.65633,1.45678,2.68334,0.896667155353565
"ATP11A",33.06802,33.06802,7.279863,8.249594,7.638034,7.722497,3.90576459928848
"ATP11B",4.35651,4.35651,6.054396,5.675429,6.00819,5.91267166666667,0.774882745527959
"ATP11C",4.23204,4.23204,18.40118,29.131762,27.081811,24.8715843333333,0.202231140257574
"ATP12A",0,0,0.084397,0.113794,0.068823,0.0890046666666667,0.918269710506291
"ATP13A1",54.51867,54.51867,49.72937,54.307458,41.173777,48.403535,1.12377930040836
"ATP13A2",122.50104,122.50104,262.77681,268.109665,231.423456,254.103310333333,0.484121667565294
"ATP13A3",10.97427,10.97427,11.091543,13.007255,13.226521,12.441773,0.890825190992289
"ATP13A4",9.97849,9.97849,4.707294,0.15335,2.933671,2.598105,3.05118666631463
"ATP13A5",0.49789,0.49789,0,0.340354,0.31981,0.220054666666667,1.22772367576972
"ATP1A1",180.73312,180.73312,88.321567,108.235521,113.065338,103.207475333333,1.74395473471247
"ATP1A2",262.92603,262.92603,0.193885,0.214067,0.16715,0.191700666666667,221.470069944858
"ATP1A3",392.75016,392.75016,516.367295,475.590415,463.17935,485.045686666667,0.810109359678438
"ATP1A4",0.12447,0.12447,0.223947,0.117588,0.260016,0.200517,0.936654791227446
"ATP1B1",638.16715,638.16715,108.21477,84.926715,90.68251,94.6079983333333,6.68528952746788
"ATP1B2",90.67774,90.67774,19.023464,13.812785,20.743852,17.8600336666667,4.86095314676091
"ATP1B3",108.68467,108.68467,976.47334,763.762771,637.327937,792.521349333333,0.138225228712687
"ATP1B4",0.06224,0.06224,0.051946,0.02443,0.023475,0.0332836666666667,1.02802360500553
"ATP2A1",26.80294,26.80294,8.701068,2.375197,5.805363,5.62720933333333,4.1952711317202
"ATP2A2",74.57938,74.57938,349.773173,248.258882,279.997178,292.676411,0.257355978107482
"ATP2A3",4.25279,4.25279,5.689741,1.55286,4.584571,3.94239066666667,1.06280347998931
"ATP2B1",25.08108,25.08108,90.72665,117.231677,96.829943,101.59609,0.254211247231741
"ATP2B2",27.4253,27.4253,10.085617,8.647194,10.132206,9.62167233333333,2.67616050542198
"ATP2B3",18.56705,18.56705,6.343252,6.456389,5.877912,6.225851,2.70792326052668
"ATP2B4",27.73648,27.73648,133.045026,89.04443,111.474015,111.187823666667,0.256146157941187
"ATP2C1",34.83137,34.83137,201.461368,163.989451,166.088642,177.179820333333,0.201096678248793
"ATP2C2",8.54707,8.54707,0.888972,1.702908,0.505834,1.03257133333333,4.69704056307003
"ATP4A",0,0,0.1715,0.103561,0.145611,0.140224,0.877020655590481
"ATP4B",0.18671,0.18671,0.045797,0,0,0.0152656666666667,1.16886647402962
"ATP6AP1",163.86718,163.86718,106.50477,79.592611,89.572077,91.8898193333333,1.77486813068693
"ATP6AP1L",12.01153,12.01153,2.956354,2.274774,1.865991,2.36570633333333,3.86591363338394
"ATP6AP2",66.65467,66.65467,253.219306,240.937192,221.591652,238.582716666667,0.282385436400775
"ATP6V0A1",148.88907,148.88907,444.995766,380.286513,342.546366,389.276215,0.384058941434594
"ATP6V0A2",6.74222,6.74222,7.87182,8.294665,7.893299,8.019928,0.858346097662864
"ATP6V0A4",0.62236,0.62236,0.087331,0.029689,0.090469,0.069163,1.5174112834058
"ATP6V0B",171.02432,171.02432,179.830531,156.391163,166.027557,167.416417,1.02142251369711
"ATP6V0C",650.36539,650.36539,199.525245,193.583296,263.953814,219.020785,2.9604720753996
"ATP6V0D1",130.09382,130.09382,146.124219,123.781445,115.870672,128.592112,1.01158795837821
"ATP6V0D2",0.20745,0.20745,0.085761,0.020391,0.019282,0.0418113333333333,1.15899103932446
"ATP6V0E1",141.58672,141.58672,46.10878,26.228217,29.044753,33.7939166666667,4.09803591145004
"ATP6V0E2",481.10443,481.10443,158.56709,153.419505,152.448726,154.811773666667,3.09414634500845
"ATP6V1A",50.66004,50.66004,144.16284,121.693845,113.708458,126.521714333333,0.405107791014823
"ATP6V1B1",2.199,2.199,0.381748,0.285732,0.143,0.27016,2.51858033633558
"ATP6V1B2",69.14411,69.14411,158.373431,146.231194,153.602028,152.735551,0.456264732156845
"ATP6V1C1",28.25511,28.25511,75.099919,59.98598,67.055477,67.3804586666667,0.42782851373679
"ATP6V1C2",4.29428,4.29428,0.42954,0.311754,0.313233,0.351509,3.9173102065913
"ATP6V1D",115.42689,115.42689,119.536845,127.019268,112.677505,119.744539333333,0.964241452597589
"ATP6V1E1",210.8968,210.8968,82.044957,81.115692,77.28515,80.1485996666667,2.61121942794338
"ATP6V1E2",9.33539,9.33539,3.159195,4.430562,4.960063,4.18327333333333,1.99398899794338
"ATP6V1F",196.81073,196.81073,162.690691,149.668449,168.357391,160.238843666667,1.22681808862968
"ATP6V1G1",78.18906,78.18906,70.554074,72.778277,57.22403,66.852127,1.16708294199827
"ATP6V1G2",185.54603,185.54603,53.245857,50.6017,50.911524,51.5863603333333,3.54742235092001
"ATP6V1G3",0,0,0,0,0,0,1
"ATP6V1H",176.29362,176.29362,242.339056,236.327778,217.459123,232.041985666667,0.760779734573637
"ATP7A",1.16174,1.16174,2.596265,2.04784,2.114603,2.25290266666667,0.664557234420786
"ATP7B",1.47292,1.47292,7.374915,5.843367,5.133117,6.117133,0.347460135984532
"ATP8A1",37.71497,37.71497,26.875501,27.060039,20.987931,24.9744903333333,1.49049969809481
"ATP8A2",56.90438,56.90438,33.189424,23.399236,21.843536,26.1440653333333,2.13322430847868
"ATP8B1",2.86285,2.86285,1.061859,0.698527,0.914955,0.891780333333333,2.0419125476337
"ATP8B2",19.93624,19.93624,59.674119,36.577446,36.273137,44.1749006666667,0.463448501071045
"ATP8B3",1.14099,1.14099,1.412829,1.461495,1.9957,1.62334133333333,0.816130929206823
"ATP8B4",3.27776,3.27776,0.997052,0.997936,0.566974,0.853987333333333,2.30732967970655
"ATP8B5P",0.18671,0.18671,0.040317,0.02389,0.019243,0.0278166666666667,1.15459306945143
"ATP9A",55.32774,55.32774,92.471263,80.497672,70.213719,81.0608846666667,0.686413998932679
"ATP9B",30.7238,30.7238,29.201101,26.864142,17.348874,24.4713723333333,1.24546881828131
"ATPAF1",59.8917,59.8917,34.609018,39.418159,27.028273,33.68515,1.75555533131614
"ATPAF2",25.01884,25.01884,15.567365,16.457102,12.308152,14.7775396666667,1.64910629601966
"ATR",17.73724,17.73724,19.520762,16.720341,14.140939,16.794014,1.0530080509097
"ATRAID",93.35388,93.35388,83.865069,77.404932,82.221729,81.16391,1.14836161034693
"ATRIP",2.98732,2.98732,3.369991,3.925799,3.757391,3.68439366666667,0.85119233858868
"ATRN",12.46793,12.46793,12.985711,12.259264,11.396654,12.2138763333333,1.01922627851646
"ATRNL1",31.61585,31.61585,17.175513,14.339073,18.731843,16.7488096666667,1.83763590981848
"ATRX",10.55936,10.55936,27.054107,20.434899,17.397459,21.6288216666667,0.510824654075006
"ATXN1",39.62354,39.62354,4.909559,5.923047,4.880474,5.23769333333333,6.51259012412708
"ATXN10",734.67432,734.67432,413.920603,414.279476,363.616047,397.272042,1.84716536040458
"ATXN1L",8.6093,8.6093,5.798159,4.95792,4.471181,5.07575333333333,1.58158165297472
"ATXN2",71.1564,71.1564,76.007562,66.889502,53.997691,65.631585,1.08291585739706
"ATXN2L",141.58672,141.58672,108.088482,126.613364,99.943197,111.548347666667,1.26689305490559
"ATXN3",26.01462,26.01462,20.413263,16.509006,12.489167,16.4704786666667,1.54630107826086
"ATXN3L",0,0,0,0,0,0,1
"ATXN7",9.21092,9.21092,5.013043,3.561387,2.987711,3.854047,2.10358902581701
"ATXN7L1",9.66731,9.66731,2.873193,2.944451,1.994445,2.60402966666667,2.95982857706776
"ATXN7L2",12.5924,12.5924,15.98883,16.183113,14.332312,15.5014183333333,0.823711012316012
"ATXN7L3",56.88363,56.88363,134.653551,119.202448,117.858986,123.904995,0.463421258693457
"ATXN7L3B",64.39343,64.39343,29.738227,31.861061,26.617464,29.405584,2.15070462057233
"AUH",62.65083,62.65083,12.215781,10.675443,12.076196,11.6558066666667,5.02937755580969
"AUNIP",7.42682,7.42682,0.492629,0.690093,0.757844,0.646855333333333,5.11691575418687
"AUP1",79.33006,79.33006,35.387986,35.218579,33.44866,34.685075,2.25108284065537
"AURKA",0.99577,0.99577,0.967105,0.800972,1.09739,0.955155666666667,1.0207729410122
"AURKAIP1",128.16451,128.16451,27.860551,37.021308,32.916832,32.5995636666667,3.84423176685896
"AURKB",0.43565,0.43565,1.397102,0,0,0.465700666666667,0.979497405336515
"AURKC",7.44757,7.44757,0.891491,1.102419,2.031369,1.34175966666667,3.60735993545594
"AUTS2",82.17216,82.17216,45.968898,41.751716,26.264811,37.9951416666667,2.13288518633838
"AVEN",26.49176,26.49176,25.291311,29.453678,31.776018,28.8403356666667,0.921295266484212
"AVIL",8.85825,8.85825,19.263532,17.772027,25.252817,20.762792,0.45298645504676
"AVL9",12.46793,12.46793,18.496322,16.218247,18.855137,17.8565686666667,0.714230157038469
"AVP",0.53938,0.53938,0,0,0,0,1.53938
"AVPI1",29.87324,29.87324,1.805215,2.281744,2.128488,2.07181566666667,10.050485885275
"AVPR1A",0.18671,0.18671,0.03094,0.022629,0.09062,0.048063,1.13228880324942
"AVPR1B",0,0,0.02426,0.008874,0.066681,0.0332716666666667,0.967799691271899
"AVPR2",0.4564,0.4564,0.100804,0,0,0.0336013333333333,1.40905390988918
"AWAT1",0,0,0,0,0,0,1
"AWAT2",0,0,0,0,0.021465,0.007155,0.99289583033396
"AXDND1",0.49789,0.49789,0.645991,0.124907,0.342813,0.371237,1.09236404793628
"AXIN1",28.27585,28.27585,8.34796,7.495302,7.59514,7.81280066666667,3.32196892989221
"AXIN2",6.49328,6.49328,2.496514,2.266634,1.606392,2.12318,2.39924692140703
"AXL",5.93316,5.93316,1.559836,0.289868,0.402541,0.750748333333333,3.96011229483773
"AZGP1",31.47063,31.47063,0.107376,0.023817,0.582012,0.237735,26.2339111360671
"AZGP1P1",0.4564,0.4564,0,0.090463,0.085422,0.0586283333333333,1.3757425095682
"AZI2",25.97313,25.97313,152.376437,148.570553,158.111909,153.019633,0.175127868276377
"AZIN1",28.2966,28.2966,143.587308,132.915131,122.391206,132.964548333333,0.218689200721251
"AZU1",2.8836,2.8836,1.557769,2.104345,1.959008,1.87370733333333,1.35142502333223
"B2M",1275.8779,1275.8779,455.703177,547.047769,595.014407,532.588451,2.3930013807589
"B3GALNT1",12.61315,12.61315,41.637882,44.663996,29.266633,38.522837,0.344437571624729
"B3GALNT2",4.87515,4.87515,7.140514,10.597927,5.881719,7.87338666666667,0.662109093258643
"B3GALT1",1.0995,1.0995,2.492774,2.327324,2.04999,2.29002933333333,0.638140207057931
"B3GALT2",6.72148,6.72148,6.817262,7.731809,5.53284,6.69397033333333,1.00357548384967
"B3GALT4",6.6385,6.6385,2.567107,1.740241,1.482829,1.930059,2.60694409225207
"B3GALT5",0.6846,0.6846,0.171296,0.170176,0.124268,0.155246666666667,1.45821671562206
"B3GALT6",9.2939,9.2939,10.583733,10.315705,11.279843,10.726427,0.877837724995005
"B3GAT1",174.21909,174.21909,17.789232,15.63465,13.321141,15.5816743333333,10.5670324044277
"B3GAT2",16.45103,16.45103,6.911097,1.994694,1.208547,3.371446,3.99204977025909
"B3GAT3",64.14449,64.14449,36.087655,32.851886,33.31502,34.0848536666667,1.85676960830229
"B3GNT2",3.17403,3.17403,7.881513,3.442858,5.942466,5.75561233333333,0.617861090016168
"B3GNT3",0.10373,0.10373,0.04723,0.017245,0,0.0214916666666667,1.08050808050319
"B3GNT4",6.97042,6.97042,9.736943,7.418392,7.8625,8.33927833333333,0.853429967019222
"B3GNT5",4.93738,4.93738,2.092039,1.460294,1.370821,1.64105133333333,2.24811230477156
"B3GNT6",0.37342,0.37342,0.028844,0.028635,0,0.0191596666666667,1.34760042505607
