"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"MPZL2",1.70112,1.70112,0.02688,0.066302,0,0.0310606666666667,1,2,0,2.61974885409265
"MPZL3",0.56012,0.56012,0.420897,0.404045,0.853453,0.559465,26,19,27,1.00042001583877
"MR1",1.34844,1.34844,0.214459,0.188227,0.186202,0.196296,12,12,10,1.96309274627684
"MRAP",0.99577,0.99577,0,0,0,0,0,0,0,1.99577
"MRAP2",4.35651,4.35651,0.129867,0.241921,0.109493,0.160427,4,6,3,4.61598187563716
"MRAS",29.95622,29.95622,6.045372,7.443784,6.737456,6.742204,220,248,240,3.99837307309391
"MRC1",0.08298,0.08298,0,0.015456,0,0.005152,0,1,0,1.07742908535227
"MRC2",13.21476,13.21476,304.325196,561.114199,234.672651,366.704015333333,1805,3512,1601,0.0386581582121532
"MREG",7.75875,7.75875,2.90211,2.34513,4.062277,3.10317233333333,74,47,59,2.13462884043298
"MRFAP1",354.30911,354.30911,95.457731,112.253623,107.537882,105.083078666667,2109,1865,2101,3.34934764776623
"MRFAP1L1",68.91591,68.91591,23.236769,24.854384,25.810245,24.6337993333333,541,464,530,2.72748916736208
"MRGPRD",0,0,0,0,0,0,0,0,0,1
"MRGPRE",0,0,0,0,0,0,0,0,0,1
"MRGPRF",2.77987,2.77987,0.319534,0.320486,0.259915,0.299978333333333,10,8,7,2.90764076837178
"MRGPRG",0,0,0,0,0,0,0,0,0,1
"MRGPRX1",0,0,0,0,0,0,0,0,0,1
"MRGPRX2",0,0,0,0,0,0,0,0,0,1
"MRGPRX3",11.74184,11.74184,0.124883,0.058499,0.069843,0.0844083333333333,3,1,1,11.7500388076447
"MRGPRX4",0,0,0.050406,0,0.341739,0.130715,1,0,6,0.884396156414304
"MRI1",33.06802,33.06802,8.144143,8.42213,11.406941,9.32440466666667,254,200,230,3.29975636367605
"MRM1",6.78372,6.78372,1.781734,1.064556,1.830792,1.55902733333333,40,18,34,3.04167130167426
"MRO",19.79102,19.79102,0.908898,1.667171,1.084562,1.22021033333333,41,58,38,9.36443709312226
"MRPL1",50.90898,50.90898,34.621248,34.73936,36.90475,35.421786,159,119,124,1.42521786273743
"MRPL10",45.68117,45.68117,14.198833,11.478303,15.588679,13.7552716666667,301,217,307,3.1636943768007
"MRPL11",15.12333,15.12333,10.516229,10.638901,10.371388,10.5088393333333,117,85,87,1.40095187125444
"MRPL12",51.53134,51.53134,15.554793,15.762285,19.563205,16.9600943333333,193,153,207,2.92489220964188
"MRPL13",20.35115,20.35115,29.145053,41.136013,30.400579,33.5605483333333,164,180,148,0.617789677237471
"MRPL14",24.91511,24.91511,11.501777,15.971985,13.396245,13.6233356666667,135,151,139,1.77217500785901
"MRPL15",17.63351,17.63351,31.33599,34.983633,31.828913,32.7161786666667,290,253,261,0.552657825912577
"MRPL16",27.48753,27.48753,16.109693,13.735197,17.222482,15.689124,172,147,172,1.70695178488697
"MRPL17",52.54786,52.54786,91.357351,82.448824,99.730962,91.1790456666667,397,359,399,0.580911416610204
"MRPL18",109.12032,109.12032,18.151274,18.509249,20.886981,19.1825013333333,185,160,185,5.45622755976861
"MRPL19",13.98234,13.98234,21.538622,21.442724,23.693903,22.225083,359,321,387,0.645093065975265
"MRPL2",84.91054,84.91054,26.933281,23.025853,25.381929,25.1136876666667,161,108,131,3.28986626081395
"MRPL20",98.47797,98.47797,72.721385,82.004201,84.406668,79.7107513333333,322,266,288,1.23252439553138
"MRPL21",102.5648,102.5648,21.235445,21.452456,22.594743,21.7608813333333,160,128,144,4.55012257580418
"MRPL22",37.34155,37.34155,20.067867,24.109289,23.578303,22.585153,156,129,154,1.62566467132946
"MRPL22P1",0,0,0,0,0,0,0,0,0,1
"MRPL23",91.96395,91.96395,24.883613,25.283993,60.720569,36.962725,117,90,138,2.44882183773689
"MRPL24",58.10761,58.10761,28.591816,28.026786,31.125342,29.2479813333333,169,133,163,1.9541009811079
"MRPL27",54.89208,54.89208,27.272302,28.795448,29.840848,28.6361993333333,239,207,228,1.88593953534168
"MRPL28",93.20867,93.20867,29.686545,43.13623,28.997594,33.940123,356,364,288,2.69628901993276
"MRPL2P1",0,0,0,0,0,0,0,0,0,1
"MRPL3",36.38727,36.38727,45.566379,44.972186,54.120218,48.2195943333333,494,462,462,0.759601343863169
"MRPL30",0,0,12.776561,17.256424,11.512238,13.8484076666667,452,368,447,0.0673472888439687
"MRPL32",27.81946,27.81946,24.127365,26.429927,24.869483,25.1422583333333,312,262,272,1.10240896683562
"MRPL33",130.59171,130.59171,66.388027,77.281919,81.858368,75.1761046666667,206,186,225,1.72746703937964
"MRPL34",44.85135,44.85135,24.707592,18.918054,16.092278,19.9059746666667,151,99,96,2.193217524228
"MRPL35",12.23973,12.23973,11.240036,8.885801,12.072855,10.7328973333333,331,247,338,1.1284280109045
"MRPL35P1",0,0,0,0,0,0,0,0,0,1
"MRPL35P2",0,0,0,0,0,0,0,0,0,1
"MRPL35P4",0,0,0,0.241753,0,0.0805843333333333,0,1,0,0.925425225179093
"MRPL36",65.86635,65.86635,15.680445,18.875737,17.430514,17.3288986666667,92,87,90,3.64813790594001
"MRPL37",30.20517,30.20517,21.589019,19.353783,23.696933,21.5465783333333,406,304,399,1.3840312946229
"MRPL38",162.08309,162.08309,32.404337,30.518164,35.732705,32.8850686666667,304,219,268,4.81283044175819
"MRPL39",10.89129,10.89129,7.462715,8.113116,7.424387,7.66673933333333,101,89,91,1.37206041887803
"MRPL4",43.81409,43.81409,17.669998,17.565483,14.481107,16.572196,273,198,201,2.55028398271906
"MRPL40",26.49176,26.49176,8.817934,10.043446,12.781977,10.5477856666667,109,100,135,2.38069538122417
"MRPL41",99.05884,99.05884,20.578557,21.282597,25.019439,22.293531,110,88,112,4.29556343347001
"MRPL42",16.26432,16.26432,28.777683,34.567841,28.195671,30.5137316666667,880,724,753,0.547834835385781
"MRPL42P3",0,0,0,0,0,0,0,0,0,1
"MRPL43",95.88481,95.88481,24.986783,23.33116,23.127021,23.814988,303,228,238,3.90428599038613
"MRPL44",12.03228,12.03228,12.253891,12.741035,11.857323,12.284083,288,241,248,0.98104475860321
"MRPL45",11.55514,11.55514,13.827276,13.290559,13.892773,13.6702026666667,295,228,263,0.855825940873164
"MRPL46",16.65848,16.65848,5.566588,9.2466,4.616192,6.47646,101,104,66,2.36187714506598
"MRPL47",22.19748,22.19748,20.967625,21.174754,23.393918,21.8454323333333,262,221,260,1.01540998049544
"MRPL48",107.79262,107.79262,29.215696,34.353275,27.663781,30.4109173333333,102,76,96,3.46352890128901
"MRPL49",19.39686,19.39686,18.466332,27.203034,21.129421,22.2662623333333,308,322,312,0.876671108911964
"MRPL49P1",0,0,0,0,0,0,0,0,0,1
"MRPL50",6.47254,6.47254,4.493005,4.843929,4.700699,4.679211,212,185,196,1.3157707998523
"MRPL51",173.28555,173.28555,130.804026,134.4609,127.459714,130.908213333333,398,345,376,1.3212638212268
"MRPL52",173.24406,173.24406,121.103796,111.272792,172.581488,134.986025333333,237,193,207,1.28133798728867
"MRPL53",107.75113,107.75113,31.997812,24.839191,29.335906,28.724303,111,74,95,3.65866038978273
"MRPL53P1",0,0,0,0,0,0,0,0,0,1
"MRPL54",61.11568,61.11568,15.296663,16.422757,20.48521,17.4015433333333,90,80,108,3.37556904194449
"MRPL55",169.90407,169.90407,126.103831,99.110249,120.360526,115.191535333333,184,125,198,1.47088227649033
"MRPL9",81.46682,81.46682,55.463872,62.105683,62.395567,59.988374,216,182,211,1.35217279280146
"MRPS10",23.64965,23.64965,9.061652,11.24399,9.658755,9.98813233333333,274,274,260,2.24329751883525
"MRPS11",45.53595,45.53595,19.697633,19.141049,20.220917,19.686533,296,226,256,2.24957705575893
"MRPS12",19.14792,19.14792,10.779055,11.199615,9.70897,10.5625466666667,125,102,100,1.74251577795434
"MRPS14",25.01884,25.01884,9.087452,10.822075,10.515161,10.1415626666667,258,211,218,2.33529539602584
"MRPS15",74.04,74.04,22.78465,24.249498,27.97949,25.004546,264,200,275,2.88564930147214
"MRPS15P1",0,0,0,0,0,0,0,0,0,1
"MRPS16",31.42914,31.42914,28.463812,32.983481,29.056147,30.1678133333333,565,487,501,1.04046888542283
"MRPS17",10.76681,10.76681,3.941553,5.072945,4.070806,4.361768,99,83,91,2.19457649044121
"MRPS17P3",0,0,0,0,0,0,0,0,0,1
"MRPS18A",33.39995,33.39995,28.683191,30.786578,27.454905,28.9748913333333,333,292,295,1.14762551154759
"MRPS18B",77.7949,77.7949,16.855219,21.264543,18.921385,19.0137156666667,322,260,284,3.9370450401289
"MRPS18C",47.94241,47.94241,56.469659,54.320276,52.237232,54.342389,152,97,117,0.88435665471543
"MRPS2",23.04804,23.04804,17.785133,25.913666,20.753837,21.484212,251,222,281,1.06955227072223
"MRPS21",85.40843,85.40843,24.638207,25.857162,26.931651,25.8090066666667,439,358,440,3.2231119591401
"MRPS21P7",0,0,0,0,0,0,0,0,0,1
"MRPS22",26.84443,26.84443,28.972368,31.3515,34.753397,31.6924216666667,319,285,279,0.851709007179187
"MRPS23",35.30851,35.30851,16.467431,17.028936,17.768032,17.088133,301,231,270,2.00731109175281
"MRPS24",77.71192,77.71192,20.471937,14.354828,19.577267,18.1346773333333,136,81,123,4.11357446111102
"MRPS25",54.12451,54.12451,46.165563,37.513916,45.052952,42.9108103333333,1086,675,851,1.25537446431851
"MRPS26",52.11221,52.11221,11.817996,9.186158,12.434471,11.1462083333333,150,92,135,4.3727399154057
"MRPS27",193.69894,193.69894,42.682943,34.08639,34.709834,37.1597223333333,392,295,319,5.10221060570785
"MRPS28",560.10256,560.10256,24.951682,27.405644,28.627993,26.9951063333333,96,80,85,20.0428801133684
"MRPS30",11.38917,11.38917,9.790883,11.310135,10.926264,10.6757606666667,281,240,226,1.0611017434924
"MRPS31",13.87861,13.87861,12.341762,18.957233,13.152943,14.8173126666667,118,99,108,0.940653467093378
"MRPS33",54.04153,54.04153,28.232409,28.364971,28.232607,28.2766623333333,250,195,238,1.88004798406722
"MRPS34",109.57671,109.57671,30.646991,30.040515,32.824703,31.1707363333333,260,205,243,3.43718306147153
"MRPS35",21.22245,21.22245,21.314051,22.308262,25.731509,23.1179406666667,357,287,334,0.921407441337377
"MRPS35P2",0,0,0,0,0,0,0,0,0,1
"MRPS36",36.09684,36.09684,52.089643,59.781073,55.301127,55.7239476666667,101,93,97,0.653989038597884
"MRPS36P3",0,0,0,0,0,0,0,0,0,1
"MRPS36P5",0,0,0,0,0,0,0,0,0,1
"MRPS5",61.15717,61.15717,30.073611,24.180059,28.003571,27.4190803333333,528,385,418,2.18716331672051
"MRPS5P4",0,0,0,0,0,0,0,0,0,1
"MRPS6",113.66354,113.66354,25.914629,31.405993,27.497558,28.2727266666667,374,354,331,3.91707753451506
"MRPS7",55.74264,55.74264,26.454181,28.705673,25.212055,26.7906363333333,335,278,290,2.04178987913063
"MRPS9",20.39264,20.39264,10.264921,9.835259,14.473633,11.5246043333333,185,127,189,1.70804916711541
"MRRF",15.74569,15.74569,9.823934,9.096165,10.807311,9.90913666666667,280,218,269,1.53501514479759
"MRS2",12.75836,12.75836,17.845759,16.516093,15.345306,16.5690526666667,617,482,580,0.783101983984794
"MRTO4",27.52902,27.52902,22.103988,26.133379,21.926034,23.3878003333333,351,322,299,1.16980701867591
"MS4A1",0.10373,0.10373,0,0,0.100612,0.0335373333333333,0,0,1,1.06791497936536
"MS4A10",0.31118,0.31118,0.092202,0.336577,0.145198,0.191325666666667,3,9,4,1.10060585168847
"MS4A12",0,0,0,0,0,0,0,0,0,1
"MS4A13",0,0,0,0,0,0,0,0,0,1
"MS4A14",1.43143,1.43143,0.326687,0.134831,0.060217,0.173911666666667,2,4,2,2.07122057735747
"MS4A15",0.18671,0.18671,0,0,0,0,0,0,0,1.18671
"MS4A18",0,0,0,0,0,0,0,0,0,1
"MS4A2",0.49789,0.49789,0.038441,0.049289,0.087549,0.0584263333333333,2,2,4,1.41520477413166
"MS4A3",0.33192,0.33192,0,0.152557,0,0.0508523333333333,0,1,0,1.2674663772931
"MS4A4A",2.69689,2.69689,0,1.307245,0.289654,0.532299666666667,0,8,2,2.41264165255752
"MS4A4E",41.26242,41.26242,1.417893,2.212158,2.120219,1.91675666666667,46,50,59,14.4895254660713
"MS4A5",0,0,0,0.454586,0,0.151528666666667,0,2,0,0.86841086023043
"MS4A6A",23.4422,23.4422,0.29471,0.180879,0.388801,0.28813,3,2,3,18.974948180696
"MS4A6E",0,0,0,0.242133,0.219448,0.153860333333333,0,1,1,0.866656016427176
"MS4A7",10.89129,10.89129,0.38345,3.503731,0.208689,1.36529,12,17,4,5.02741312904549
"MSANTD1",2.75913,2.75913,0.22248,0.514471,0.357144,0.364698333333333,9,14,9,2.75455015088805
"MSANTD2",13.29774,13.29774,9.052629,8.121637,8.3105,8.494922,252,229,212,1.50583016901034
"MSANTD3",22.13524,22.13524,7.779201,10.277379,11.858873,9.97181766666667,195,202,234,2.10860594870136
"MSANTD4",12.84135,12.84135,18.262761,19.542365,22.258539,20.0212216666667,547,415,507,0.658446507985224
"MSC",2.94583,2.94583,5.854869,2.627919,10.830165,6.437651,43,7,40,0.53052099379226
"MSGN1",0,0,0,0,0.062714,0.0209046666666667,0,0,1,0.979523390039031
"MSH2",7.15713,7.15713,8.606656,10.304601,8.738674,9.21664366666667,409,395,370,0.79841582677625
"MSH3",4.81291,4.81291,3.515828,4.515771,5.467599,4.49973266666667,161,171,166,1.05694410116177
"MSH4",0.2282,0.2282,0.361611,0.395066,0.3345,0.363725666666667,17,15,14,0.900621019330134
"MSH5",13.54669,13.54669,16.899059,19.579227,12.32867,16.2689853333333,216,217,156,0.842359277005196
"MSH6",11.86632,11.86632,15.151517,13.601143,14.406395,14.3863516666667,585,640,489,0.836216426007855
"MSI1",7.55129,7.55129,5.877867,10.204576,7.816412,7.966285,174,171,141,0.953716059661276
"MSI2",227.26484,227.26484,84.001188,130.044475,72.015148,95.3536036666667,940,1022,774,2.36903272232222
"MSL1",61.17791,61.17791,62.494788,65.364989,73.503515,67.1210973333333,1688,1439,1524,0.912755554945748
"MSL2",7.01191,7.01191,6.44458,8.031473,5.243355,6.573136,261,207,233,1.05793821740426
"MSL3",20.84903,20.84903,30.208096,32.577375,29.432801,30.739424,521,484,516,0.688387728775418
"MSL3P1",0.56012,0.56012,0,0.145954,0,0.0486513333333333,0,2,0,1.48773949015148
"MSLN",2.24049,2.24049,0.242277,0.09038,0.166759,0.166472,1,1,2,2.77802639068919
"MSLNL",0,0,0,0.042611,0,0.0142036666666667,0,1,0,0.985995252104196
"MSMB",0,0,0,0,0,0,0,0,0,1
"MSMO1",55.86711,55.86711,28.587974,44.897044,35.402684,36.2959006666667,674,797,716,1.52475497262425
"MSMP",10.33116,10.33116,0,0,0.260388,0.086796,0,0,1,10.4262069422412
"MSN",38.81447,38.81447,75.753313,87.837595,80.338255,81.309721,4598,4345,4325,0.483715283155923
"MSR1",2.21975,2.21975,0.242278,0,0,0.0807593333333333,1,0,0,2.97915539629853
"MSRA",241.93178,241.93178,4.817709,5.044013,5.496536,5.11941933333333,85,59,82,39.6985018948966
"MSRB1",29.60355,29.60355,9.635188,10.082496,7.120264,8.94598266666667,90,75,82,3.07697600384584
"MSRB2",75.74112,75.74112,12.565871,11.574473,13.062986,12.40111,122,73,106,5.72647489648246
"MSRB3",33.3792,33.3792,6.81282,20.896648,8.214245,11.974571,298,504,280,2.64973693542546
"MSS51",1.01652,1.01652,2.621483,2.280549,2.38689,2.42964066666667,94,62,76,0.587968302218639
"MST1",43.60664,43.60664,15.500564,9.926459,20.43546,15.2874943333333,228,135,186,2.7387048668812
"MST1R",1.86708,1.86708,0.317185,1.075248,1.947249,1.11322733333333,7,6,12,1.35673051108873
"MSTN",0.58087,0.58087,1.324868,0.943497,2.034614,1.43432633333333,52,30,70,0.649407591066605
"MSTO1",36.11758,36.11758,64.447174,53.983167,58.042622,58.824321,755,485,615,0.620442980038169
"MSX1",10.60085,10.60085,1.941231,2.270858,2.844056,2.35204833333333,49,43,49,3.46082420251498
"MSX2",0.99577,0.99577,0.657124,3.332138,0.382639,1.45730033333333,18,63,10,0.81217992482536
"MT1A",11.07799,11.07799,0,0,0,0,0,0,0,12.07799
"MT1B",0,0,0,0,0,0,0,0,0,1
"MT1E",240.31364,240.31364,0,0.906435,0,0.302145,0,1,0,185.320098760123
"MT1F",108.76765,108.76765,1.366657,0.844855,2.70925,1.640254,4,2,7,41.5746553172536
"MT1G",49.62278,49.62278,0,0,0,0,0,0,0,50.62278
"MT1H",3.60968,3.60968,0,0,0,0,0,0,0,4.60968
"MT1JP",0.66385,0.66385,0,0.11617,0,0.0387233333333333,0,1,0,1.60182210854992
"MT1L",21.40916,21.40916,0,0.456713,0,0.152237666666667,0,1,0,19.4483834787557
"MT1M",58.54326,58.54326,3.951911,0,0,1.31730366666667,1,0,0,25.6950614011025
"MT1P3",0,0,0,0,0,0,0,0,0,1
"MT1X",389.72135,389.72135,2.480748,3.070779,4.201063,3.25086333333333,8,6,9,91.9157637781815
"MT2A",399.05674,399.05674,13.030065,37.101114,11.217603,20.449594,33,77,25,18.6510168910423
"MT3",1874.00661,1874.00661,0,0,0,0,0,0,0,1875.00661
"MT4",0,0,0,0,0,0,0,0,0,1
"MTA1",157.10421,157.10421,88.792316,82.504316,76.413651,82.5700943333333,937,682,712,1.89187545211299
"MTA2",33.19249,33.19249,40.744458,46.215679,38.315674,41.7586036666667,906,872,873,0.799663390941259
"MTA3",34.2505,34.2505,30.226293,33.048871,24.169087,29.1480836666667,622,511,483,1.16924512979824
"MTAP",14.62544,14.62544,24.694082,27.729894,24.326544,25.5835066666667,535,498,396,0.587787013802543
"MTAPP2",0.37342,0.37342,0,0,0,0,0,0,0,1.37342
"MTBP",1.53515,1.53515,3.427609,6.073228,3.905038,4.468625,90,90,94,0.463580881848728
"MTCH1",316.09625,316.09625,83.462983,85.60722,84.131257,84.4004866666667,1893,1660,1731,3.71304968363568
"MTCH2",58.19059,58.19059,76.592228,66.655279,67.264343,70.1706166666667,1006,735,955,0.831671731568997
"MTCO1P12",1577.57691,1577.57691,7.675253,5.767463,8.475315,7.30601033333333,161,98,158,190.052365293229
"MTCO1P3",0,0,0,0,0,0,0,0,0,1
"MTCO2P1",0,0,0,0,0,0,0,0,0,1
"MTCO2P3",0,0,0,0,0,0,0,0,0,1
"MTCO3P2",0,0,0,0,0,0,0,0,0,1
"MTCP1",14.02383,14.02383,0.62789,0.924866,0.649096,0.733950666666667,14,8,13,8.66450833280147
"MTCYBP1",0,0,0,0,0,0,0,0,0,1
"MTCYBP2",0,0,0,0,0,0,0,0,0,1
"MTCYBP3",0,0,0.068828,0,0,0.0229426666666667,1,0,0,0.97757189389565
"MTCYBP4",0,0,0,0,0,0,0,0,0,1
"MTDH",24.16828,24.16828,38.528531,48.56419,39.103714,42.0654783333333,1521,1416,1398,0.584418912178188
"MTF1",1.88782,1.88782,2.215952,1.82864,2.510391,2.18499433333333,208,186,154,0.906695490719345
"MTF2",10.28967,10.28967,19.150976,23.287914,18.462702,20.3005306666667,731,668,644,0.530018250562521
"MTFMT",10.1652,10.1652,12.325951,22.79394,6.763188,13.9610263333333,84,93,100,0.746285699338943
"MTFP1",12.26048,12.26048,2.769516,2.961381,3.24881,2.99323566666667,37,29,25,3.32073564069639
"MTFR1",12.77911,12.77911,11.894645,15.470694,12.239852,13.2017303333333,154,153,151,0.970241630884837
"MTG1",39.43683,39.43683,52.308115,55.467895,53.036741,53.6042503333333,692,527,615,0.740543634481787
"MTHFD1",58.00388,58.00388,34.852749,33.518168,36.309228,34.8933816666667,560,439,534,1.64386517124397
"MTHFD1L",11.80408,11.80408,17.567943,21.058521,19.344108,19.323524,477,433,430,0.630012787152464
"MTHFD1P1",0,0,0,0,0.027979,0.00932633333333333,0,0,1,0.990759843446735
"MTHFD2",7.738,7.738,34.037147,46.49793,39.1485,39.8945256666667,897,920,914,0.213671631044797
"MTHFD2L",35.93087,35.93087,4.873594,5.013019,4.69686,4.86115766666667,87,78,78,6.30095146732389
"MTHFR",16.88668,16.88668,12.626417,7.492452,10.280193,10.1330206666667,580,359,524,1.60663314436795
"MTHFS",18.1314,18.1314,2.152176,1.639863,3.718427,2.50348866666667,22,16,30,5.46067129659142
"MTHFSD",9.62582,9.62582,8.865086,8.724819,8.126659,8.572188,157,101,135,1.11007222173238
"MTIF2",11.51365,11.51365,13.82865,11.792081,9.000273,11.5403346666667,246,167,209,0.997872092940422
"MTIF3",50.09992,50.09992,43.3111,59.519861,55.903142,52.9113676666667,248,201,249,0.94785055938388
"MTM1",4.70918,4.70918,3.913322,3.656629,2.950158,3.506703,94,92,106,1.26681966839173
"MTMR1",8.6093,8.6093,6.276552,7.179833,7.049929,6.835438,331,235,295,1.22638964152355
"MTMR10",51.09569,51.09569,3.502055,4.51689,3.07774,3.698895,263,249,203,11.086795938194
"MTMR11",8.8375,8.8375,3.111038,3.624707,1.931363,2.889036,61,58,43,2.52954716798713
"MTMR12",5.20707,5.20707,11.209788,12.235979,7.030565,10.1587773333333,413,331,315,0.556250009708352
"MTMR14",19.04419,19.04419,11.736253,10.638251,9.487783,10.6207623333333,307,221,251,1.72486016192799
"MTMR2",15.7042,15.7042,11.200363,12.314686,12.681448,12.065499,622,518,592,1.27849690241452
"MTMR3",28.62852,28.62852,12.94038,14.650449,13.407387,13.666072,901,668,762,2.02020827389911
"MTMR4",24.5417,24.5417,32.520849,33.240114,28.885167,31.54871,1370,794,1178,0.784722343834825
"MTMR6",9.62582,9.62582,8.290081,15.432631,8.391773,10.7048283333333,710,626,633,0.907815108209618
"MTMR7",8.85825,8.85825,4.938524,3.873978,4.96569,4.59273066666667,314,199,320,1.76268992511231
"MTMR8",2.67614,2.67614,1.490029,1.05738,0.480189,1.00919933333333,13,6,8,1.82965420056215
"MTMR9",9.35613,9.35613,6.096901,6.078119,7.080053,6.41835766666667,666,532,684,1.3960138436751
"MTND1P1",0,0,0,0,0,0,0,0,0,1
"MTND1P11",0,0,0,0,0,0,0,0,0,1
"MTND1P12",0,0,0,0,0,0,0,0,0,1
"MTND1P14",0,0,0.086682,0,0,0.028894,1,0,0,0.971917418120817
"MTND1P15",0,0,0,0,0,0,0,0,0,1
"MTND1P16",0,0,0,0,0,0,0,0,0,1
"MTND1P18",0,0,0,0,0,0,0,0,0,1
"MTND1P19",0,0,1.835435,3.419731,0,1.751722,2,3,0,0.36340880365095
"MTND1P2",0,0,0,0,0,0,0,0,0,1
"MTND1P20",0,0,0,0,0,0,0,0,0,1
"MTND1P21",0,0,1.55306,0,0,0.517686666666667,1,0,0,0.658897532648373
"MTND1P22",0,0,0,0,0,0,0,0,0,1
"MTND1P23",63.31468,63.31468,498.196156,357.63464,517.058033,457.629609666667,1012,585,927,0.140232289072535
"MTND1P26",0,0,0,0,0,0,0,0,0,1
"MTND1P27",0,0,0,0.116311,0,0.0387703333333333,0,1,0,0.962676703320047
"MTND1P28",0,0,0.087013,0,0,0.0290043333333333,1,0,0,0.971813205840079
"MTND1P3",0,0,0,0,0.097053,0.032351,0,0,1,0.968662790078181
"MTND1P30",0,0,0,0,0,0,0,0,0,1
"MTND1P31",0,0,0,0,0,0,0,0,0,1
"MTND1P32",0,0,0,0.111924,0,0.037308,0,1,0,0.964033826018887
"MTND1P33",0,0,0,0,0,0,0,0,0,1
"MTND1P34",0,0,0,0,0,0,0,0,0,1
"MTND1P35",0.78832,0.78832,0,0,0,0,0,0,0,1.78832
"MTND1P36",0,0,0,0,0,0,0,0,0,1
"MTND1P5",0,0,0,0,0,0,0,0,0,1
"MTND1P6",0,0,0,0,0,0,0,0,0,1
"MTND1P7",0,0,0,0,0,0,0,0,0,1
"MTND1P9",0,0,0,0,0.097973,0.0326576666666667,0,0,1,0.968375127865866
"MTND2P11",0,0,0,0,0,0,0,0,0,1
"MTND2P12",0,0,0.141223,0.153115,0,0.0981126666666667,2,2,0,0.910653369508532
"MTND2P14",0,0,0,0,0,0,0,0,0,1
"MTND2P15",0,0,0,0,0,0,0,0,0,1
"MTND2P16",0,0,0,0,0,0,0,0,0,1
"MTND2P18",0,0,0,0,0,0,0,0,0,1
"MTND2P2",0,0,0,0,0,0,0,0,0,1
"MTND2P20",0,0,0,0,0,0,0,0,0,1
"MTND2P21",0,0,0,0,0,0,0,0,0,1
"MTND2P22",0,0,0,0,0,0,0,0,0,1
"MTND2P23",0,0,0,0,0,0,0,0,0,1
"MTND2P25",0,0,0,0,0,0,0,0,0,1
"MTND2P26",0,0,0,0,0,0,0,0,0,1
"MTND2P28",2707.65679,2707.65679,140.920455,104.259954,146.803143,130.661184,1826,1088,1695,20.5729335534458
"MTND2P29",0,0,0,0,0,0,0,0,0,1
"MTND2P3",0,0,0,0,0,0,0,0,0,1
"MTND2P30",0,0,0,0,0,0,0,0,0,1
"MTND2P31",0,0,0,0,0,0,0,0,0,1
"MTND2P32",0,0,0,0,0,0,0,0,0,1
"MTND2P33",0,0,0,0,0,0,0,0,0,1
"MTND2P4",0,0,0,0,0,0,0,0,0,1
"MTND2P5",0,0,0,0,0,0,0,0,0,1
"MTND2P6",0,0,0,0,0,0,0,0,0,1
"MTND2P7",0,0,0,0,0,0,0,0,0,1
"MTND2P8",0,0,0,0.098169,0,0.032723,0,1,0,0.96831386538307
"MTND2P9",0,0,0,0,0,0,0,0,0,1
"MTND3P1",0,0,0,0,0,0,0,0,0,1
"MTND3P10",0,0,0,0.817762,0,0.272587333333333,0,1,0,0.785800686370706
"MTND3P2",0,0,0,0,0,0,0,0,0,1
"MTND3P4",0,0,0,0,0,0,0,0,0,1
"MTND3P5",0,0,0,0,0,0,0,0,0,1
"MTND3P6",0,0,0,0,0,0,0,0,0,1
"MTND3P7",0,0,0,0,0,0,0,0,0,1
"MTND3P8",0,0,0,0,0,0,0,0,0,1
"MTND3P9",0,0,0,0,0,0,0,0,0,1
"MTND4LP1",0,0,0,0,0,0,0,0,0,1
"MTND4P1",0,0,0,0,0,0,0,0,0,1
"MTND4P10",0,0,0,0,0,0,0,0,0,1
"MTND4P12",303.37938,303.37938,61.824408,41.928799,66.21553,56.6562456666667,1129,617,1074,5.27920915558284
"MTND4P13",0,0,0,0,0,0,0,0,0,1
"MTND4P14",0,0,0,0,0,0,0,0,0,1
"MTND4P15",0,0,0,0,0,0,0,0,0,1
"MTND4P16",0,0,0,0,0,0,0,0,0,1
"MTND4P18",0,0,0,0,0,0,0,0,0,1
"MTND4P2",0,0,0,0,0,0,0,0,0,1
"MTND4P21",0,0,0,0,0,0,0,0,0,1
"MTND4P22",0,0,0,0,0,0,0,0,0,1
"MTND4P23",0,0,0,0,0,0,0,0,0,1
"MTND4P24",2.4272,2.4272,36.876665,23.40226,37.599447,32.626124,90,46,81,0.101920756611734
"MTND4P25",0,0,0,0,0,0,0,0,0,1
"MTND4P26",0,0,0.164974,0.204776,0.061509,0.143753,3,3,1,0.874314646606391
"MTND4P27",0,0,0,0,0,0,0,0,0,1
"MTND4P28",0,0,0,0,0,0,0,0,0,1
"MTND4P29",0,0,0,0,0,0,0,0,0,1
"MTND4P3",0,0,0,0,0,0,0,0,0,1
"MTND4P5",0,0,0,0,0,0,0,0,0,1
"MTND4P6",0,0,0,0,0,0,0,0,0,1
"MTND4P8",0,0,0,0,0,0,0,0,0,1
"MTND4P9",0,0,0.111436,0,0.062253,0.0578963333333333,2,0,1,0.945272205310602
