"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","FoldChange"
"PPP1CC",39.76875,39.76875,92.276139,83.528519,81.260232,85.6882966666667,1260,1324,927,0.470291279995543
"PPP1R10",33.73187,33.73187,25.441736,40.746248,37.390145,34.526043,665,858,596,0.977645329089986
"PPP1R10P1",0,0,0,0,0,0,0,0,0,1
"PPP1R11",42.17521,42.17521,41.624948,47.227003,46.839471,45.230474,799,981,645,0.933912336698084
"PPP1R11P2",0,0,0,0,0.740757,0.246919,0,0,1,0.801976712200231
"PPP1R12A",18.87823,18.87823,26.312048,28.416846,34.446604,29.725166,610,753,558,0.646969002543387
"PPP1R12B",36.94739,36.94739,9.79723,8.796226,8.316873,8.97010966666667,895,1033,955,3.8061156064181
"PPP1R12BP1",0,0,0,0,0,0,0,0,0,1
"PPP1R12BP2",0,0,0,0,0,0,0,0,0,1
"PPP1R12C",175.65052,175.65052,35.862698,36.404624,34.909674,35.7256653333333,533,678,397,4.81000189912602
"PPP1R13B",17.34308,17.34308,36.415902,47.163173,48.519945,44.0330066666667,645,792,559,0.407325234483566
"PPP1R13L",21.78257,21.78257,0.131217,1.176641,0.303119,0.536992333333333,4,13,7,14.8228260518324
"PPP1R14A",1616.64033,1616.64033,0.731568,1.055444,0,0.595670666666667,3,5,0,1013.76829429297
"PPP1R14B",54.166,54.166,39.994914,43.318357,63.200526,48.8379323333333,253,307,274,1.10690787954506
"PPP1R14C",15.7042,15.7042,44.650852,36.379972,36.31559,39.1154713333333,1192,1064,684,0.416402934947443
"PPP1R14D",0,0,0,0.128068,0,0.0426893333333333,0,1,0,0.959058434791059
"PPP1R15A",63.39766,63.39766,20.093874,25.42989,21.673223,22.3989956666667,586,830,449,2.75215487525127
"PPP1R15B",8.69228,8.69228,9.820887,9.489031,10.212335,9.840751,693,723,515,0.894059830356771
"PPP1R16A",85.90632,85.90632,16.778731,13.180235,12.667056,14.208674,162,204,127,5.71426016495587
"PPP1R16B",460.64955,460.64955,32.750513,13.811164,7.096592,17.8860896666667,578,695,413,24.4438927352334
"PPP1R17",0.74683,0.74683,0.22661,1.456864,2.866073,1.51651566666667,4,23,24,0.694146284538662
"PPP1R18",11.07799,11.07799,21.435945,20.896437,23.976836,22.1030726666667,754,823,588,0.522787170964763
"PPP1R1A",85.74036,85.74036,107.06177,123.705384,128.512775,119.759976333333,974,1290,889,0.718287321956497
"PPP1R1AP1",0,0,0,0,0,0,0,0,0,1
"PPP1R1B",77.89863,77.89863,0.066831,0.258936,0,0.108589,2,1,0,71.1703165014266
"PPP1R1C",17.05264,17.05264,74.941743,71.708227,101.931836,82.860602,960,821,905,0.215269620888245
"PPP1R2",19.39686,19.39686,162.00813,198.684011,144.249934,168.314025,1092,1153,857,0.120467634030908
"PPP1R21",73.14795,73.14795,29.484193,26.658584,39.926769,32.023182,660,669,576,2.24533026526638
"PPP1R26",11.36843,11.36843,11.446639,10.908807,12.292095,11.5491803333333,425,503,389,0.985596642288005
"PPP1R26P1",0,0,0,0,0,0,0,0,0,1
"PPP1R26P2",0,0,0,0,0,0,0,0,0,1
"PPP1R27",3.69266,3.69266,0,0,0,0,0,0,0,4.69266
"PPP1R32",12.11526,12.11526,2.898739,3.069931,6.906829,4.291833,18,20,23,2.47839642709813
"PPP1R35",29.23014,29.23014,9.005317,6.867323,8.245093,8.03924433333333,44,40,29,3.34432159207409
"PPP1R36",1.68037,1.68037,0.362044,0.400079,0.241179,0.334434,3,6,3,2.00861938469793
"PPP1R37",46.24129,46.24129,41.403817,57.116676,69.947897,56.15613,363,488,335,0.826530592606602
"PPP1R3A",0.2282,0.2282,0,0.258936,0,0.086312,0,1,0,1.13061440912003
"PPP1R3B",2.8836,2.8836,1.228569,1.089341,2.138045,1.48531833333333,92,88,105,1.56261672716641
"PPP1R3C",9.58433,9.58433,0.948552,1.103901,0.68973,0.914061,31,39,16,5.52977674170259
"PPP1R3D",2.82136,2.82136,7.094504,8.57308,6.673935,7.447173,317,425,210,0.452383300306505
"PPP1R3E",52.21594,52.21594,15.322977,19.502926,16.173637,16.9998466666667,274,337,225,2.956466295824
"PPP1R3F",49.89246,49.89246,8.902271,10.4514,8.578199,9.31062333333333,239,310,199,4.93592466281541
"PPP1R3G",1.80484,1.80484,0.081113,0.036216,0.087263,0.0681973333333333,4,2,3,2.62576952073774
"PPP1R42",4.25279,4.25279,0.926949,0.961455,0.653406,0.84727,4,3,2,2.84354209184364
"PPP1R7",329.89188,329.89188,564.298381,451.604875,452.157146,489.353467333333,771,709,460,0.674802774006013
"PPP1R8",23.37996,23.37996,17.024508,18.637782,26.592964,20.7517513333333,394,471,373,1.12082745092066
"PPP1R8P1",0.53938,0.53938,0.178401,0.245444,0.628887,0.350910666666667,2,3,5,1.13951280272172
"PPP1R9A",9.27315,9.27315,4.792988,3.989265,5.390347,4.7242,638,577,511,1.79468746724433
"PPP1R9B",88.04309,88.04309,25.268168,31.879927,36.911934,31.353343,859,1021,674,2.75220678122814
"PPP2CA",120.44726,120.44726,194.647742,207.431587,191.347156,197.808828333333,3238,3622,2635,0.610874582472641
"PPP2CB",187.49609,187.49609,419.383128,492.383915,528.045751,479.937598,1336,1631,1184,0.391934610194481
"PPP2R1A",260.37435,260.37435,413.466141,407.298872,442.54515,421.103387666667,4376,5338,4137,0.619218792449982
"PPP2R1B",125.42613,125.42613,6.20964,4.541134,6.905638,5.88547066666667,212,184,167,18.3612909153826
"PPP2R2A",57.96239,57.96239,41.006874,45.197596,36.754798,40.9864226666667,653,761,504,1.4043204030052
"PPP2R2B",399.76208,399.76208,91.025124,79.929364,98.092725,89.6824043333333,3177,2902,2544,4.41940289239427
"PPP2R2C",136.02698,136.02698,45.019134,52.295235,46.461533,47.9253006666667,2194,2640,1612,2.80073863896268
"PPP2R2D",27.81946,27.81946,24.130355,23.269766,29.083938,25.4946863333333,544,634,495,1.08774490240867
"PPP2R3A",6.1821,6.1821,5.256289,5.679199,6.561835,5.832441,405,423,385,1.05117629263099
"PPP2R3B",0,0,11.931929,13.380673,14.867466,13.393356,123,198,129,0.0694765001296431
"PPP2R3C",34.41647,34.41647,71.738964,74.890985,73.847844,73.4925976666667,460,514,315,0.475436098476236
"PPP2R5A",20.45487,20.45487,1.41786,1.064806,0.521418,1.00136133333333,26,40,14,10.7201381592929
"PPP2R5B",67.8579,67.8579,70.193427,81.41108,105.142732,85.582413,1112,1390,1107,0.795287375508927
"PPP2R5C",451.00299,451.00299,143.65641,155.089061,192.092097,163.612522666667,1454,1759,1253,2.74586029469512
"PPP2R5D",25.43375,25.43375,51.296919,54.527317,75.934895,60.586377,923,1064,833,0.429214240025842
"PPP2R5E",9.7088,9.7088,20.193063,16.345196,17.601995,18.0467513333333,933,968,720,0.562237612734448
"PPP3CA",197.20489,197.20489,23.373955,28.88967,29.57479,27.2794716666667,896,1014,852,7.00879041646405
"PPP3CB",57.4645,57.4645,104.886037,106.13169,117.722514,109.580080333333,2725,3016,2194,0.528707338824174
"PPP3CC",13.38072,13.38072,28.425917,31.25419,23.974854,27.884987,341,429,294,0.497861397687318
"PPP3R1",107.21175,107.21175,92.010271,89.688161,92.675487,91.457973,2504,2879,1947,1.17038851803511
"PPP3R2",0,0,0.084913,0.078645,0.126854,0.096804,1,3,4,0.911739928009015
"PPP4C",48.06688,48.06688,24.439306,27.758059,39.090519,30.4292946666667,334,393,346,1.56118298295887
"PPP4R1",25.68269,25.68269,67.853473,73.499132,86.196187,75.8495973333333,987,898,794,0.347206633813115
"PPP4R2",23.00655,23.00655,37.498907,22.717032,20.97509,27.0636763333333,550,603,502,0.855431402317223
"PPP4R4",5.55974,5.55974,5.64971,4.604567,4.527915,4.92739733333333,221,220,120,1.10668133602427
"PPP5C",51.13718,51.13718,97.043082,111.185566,129.298176,112.508941333333,966,1108,817,0.459322229487566
"PPP5D1",2.46869,2.46869,3.181516,7.452251,13.183983,7.93925,13,11,12,0.388029197080292
"PPP6C",23.11027,23.11027,14.853444,23.043362,16.032347,17.9763843333333,702,810,603,1.27054077196617
"PPP6R1",51.69731,51.69731,38.911765,48.818399,51.590053,46.4400723333333,976,1443,829,1.11081850022755
"PPP6R2",95.24171,95.24171,28.122707,26.795083,34.422316,29.7800353333333,935,1055,860,3.12675761927325
"PPP6R3",28.98119,28.98119,25.577255,29.231931,24.46155,26.4235786666667,680,733,571,1.09326322302501
"PPRC1",12.8206,12.8206,13.303776,10.392097,19.013638,14.2365036666667,389,444,378,0.907071615795671
"PPT1",73.45913,73.45913,39.915286,52.964629,42.715579,45.198498,767,922,576,1.61172187892342
"PPT2",21.84481,21.84481,64.575566,61.32823,69.247067,65.0502876666667,288,300,259,0.345869954651674
"PPTC7",4.08683,4.08683,8.978501,9.969321,8.871535,9.273119,572,687,402,0.495159259811942
"PPWD1",24.50021,24.50021,16.978297,16.15667,19.034033,17.3896666666667,187,181,143,1.38665971832007
"PPY",0,0,0,0,0,0,0,0,0,1
"PQBP1",96.29972,96.29972,43.9808,41.753593,49.270845,45.001746,397,396,307,2.11513102133123
"PQLC1P1",0,0,0,0,0,0,0,0,0,1
"PRADC1",22.44642,22.44642,7.453943,8.904246,10.025993,8.79472733333333,90,112,86,2.39377975537995
"PRAF2",80.15987,80.15987,67.047348,74.732124,65.606072,69.1285146666667,659,725,463,1.15730199599646
"PRAM1",5.29005,5.29005,0.185319,0.682377,0.384802,0.417499333333333,2,9,5,4.43742713106508
"PRAME",1.03727,1.03727,0.038865,0.03557,0,0.0248116666666667,1,1,0,1.98794575263422
"PRAMEF1",0,0,0,0,0,0,0,0,0,1
"PRAMEF10",0,0,0,0,0,0,0,0,0,1
"PRAMEF11",0,0,0,0,0,0,0,0,0,1
"PRAMEF12",0,0,0,0,0,0,0,0,0,1
"PRAMEF13",0,0,0,0,0,0,0,0,0,1
"PRAMEF14",0,0,0,0,0,0,0,0,0,1
"PRAMEF15",0,0,0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,0,0,1
"PRAMEF4",0,0,0,0,0,0,0,0,0,1
"PRAMEF5",0,0,0,0,0,0,0,0,0,1
"PRAMEF6",0,0,0,0,0,0,0,0,0,1
"PRAMEF7",0,0,0,0,0,0,0,0,0,1
"PRAMEF8",0,0,0,0,0,0,0,0,0,1
"PRAMEF9",0,0,0,0,0,0,0,0,0,1
"PRAP1",0.41491,0.41491,0,0.259338,0.457649,0.238995666666667,0,2,2,1.14198139514612
"PRB1",0,0,0,0.138063,0,0.046021,0,1,0,0.95600375135872
"PRB2",1.76335,1.76335,0,0.824636,1.899979,0.908205,0,2,3,1.44814105402721
"PRB4",0,0,0,0,0,0,0,0,0,1
"PRC1",11.57588,11.57588,18.400256,27.647752,42.637153,29.5617203333333,175,283,209,0.411491233570501
"PRCC",42.79757,42.79757,63.590553,52.10976,73.395719,63.0320106666667,606,634,523,0.683994919790951
"PRCD",44.95508,44.95508,4.471345,4.327191,5.450641,4.74972566666667,21,25,27,7.99256915271958
"PRCP",26.59548,26.59548,49.793925,57.214576,48.972611,51.993704,526,733,371,0.520731292909814
"PRDM1",2.09528,2.09528,0.03209,0.198338,0,0.0768093333333333,2,6,0,2.87449217255423
"PRDM10",2.21975,2.21975,3.693437,3.426877,4.398591,3.839635,314,314,236,0.665287774801199
"PRDM11",6.1821,6.1821,2.9587,4.091664,3.046157,3.365507,346,457,286,1.64519264314546
"PRDM12",0,0,0.503749,0.687069,0.560795,0.583871,13,20,10,0.631364549259378
"PRDM13",0,0,0.086373,0.222538,0.160439,0.15645,3,9,4,0.864715292489948
"PRDM14",0,0,2.376301,1.930005,3.445882,2.58406266666667,51,60,69,0.279012978567711
"PRDM15",4.19055,4.19055,3.564669,4.039883,3.399269,3.66794033333333,148,159,120,1.11195722938761
"PRDM16",2.61391,2.61391,0.25988,0.2226,0.335482,0.272654,2,2,8,2.83966419781025
"PRDM2",31.22169,31.22169,22.630777,24.681137,24.274101,23.862005,1089,1191,864,1.29602137880674
"PRDM4",10.80831,10.80831,17.204597,20.832978,17.87472,18.6374316666667,685,879,579,0.601316414510757
"PRDM5",5.66347,5.66347,1.20194,2.595369,1.504309,1.767206,33,53,32,2.40801371491678
"PRDM6",0.97503,0.97503,0.032755,0.045152,4.32314,1.46701566666667,4,6,9,0.800574567355132
"PRDM7",0.56012,0.56012,0.110894,0.713027,0.790854,0.538258333333333,4,8,5,1.01421196049645
"PRDM8",18.02767,18.02767,3.040376,1.425766,3.714185,2.72677566666667,50,21,71,5.10566551407665
"PRDM9",0,0,0,0,0,0,0,0,0,1
"PRDX1",389.97029,389.97029,210.96405,212.288198,189.272401,204.174883,1067,1179,675,1.90554654781989
"PRDX2",241.49613,241.49613,234.626471,258.667975,312.439399,268.577948333333,2226,2542,1941,0.899539934550408
"PRDX3",52.58935,52.58935,71.685756,72.605977,73.260673,72.5174686666667,1264,1377,915,0.72893355785926
"PRDX3P3",0,0,0,0,0,0,0,0,0,1
"PRDX4",23.23474,23.23474,33.95186,38.446738,37.180641,36.526413,210,269,179,0.645804862830881
"PRDX5",412.06404,412.06404,253.833649,275.240305,271.66581,266.913254666667,1885,2187,1440,1.54178277037442
"PRDX6",95.01351,95.01351,41.46647,44.058913,46.271552,43.9323116666667,561,640,414,2.13684777031466
"PREB",32.79833,32.79833,52.56841,40.176722,43.313225,45.3527856666667,427,498,372,0.729154235584705
"PRELID1",73.72882,73.72882,50.49168,54.29119,66.328799,57.037223,415,503,370,1.28760157942085
"PRELID1P1",0,0,1.425734,2.158759,1.458674,1.68105566666667,8,14,6,0.372987406577533
"PRELID2",2.69689,2.69689,0.343145,0.673262,0.679678,0.565361666666667,9,8,13,2.36168425401159
"PRELP",9.35613,9.35613,0.025884,0.083527,0.01924,0.0428836666666667,2,7,1,9.93028305170503
"PREP",6.82521,6.82521,15.81151,15.53666,19.519836,16.956002,879,919,775,0.435799127222196
"PREPL",58.1491,58.1491,190.847721,200.948241,179.00645,190.267470666667,7560,7910,5101,0.309248090089938
"PREX1",141.33778,141.33778,0.243252,0.556332,2.861306,1.22029666666667,22,48,127,64.1075501922416
"PREX2",10.41414,10.41414,0.223338,0.434981,0.795458,0.484592333333333,32,67,49,7.68840020503945
"PRF1",1.3277,1.3277,0,0,0,0,0,0,0,2.3277
"PRG2",0.06224,0.06224,0,0,0,0,0,0,0,1.06224
"PRG3",0,0,0,0.102824,0,0.0342746666666667,0,1,0,0.966861156159679
"PRG4",1.0995,1.0995,0.064662,0.029716,0.045445,0.0466076666666667,4,2,2,2.0060047970857
"PRH1",3.54745,3.54745,82.038215,62.785636,93.847233,79.557028,60,53,56,0.0564500716188288
"PRH2",1.05801,1.05801,0.500329,0.382311,0.551681,0.478107,6,7,7,1.39232816027527
"PRICKLE1",13.06954,13.06954,22.752371,14.782255,26.689342,21.4079893333333,177,257,256,0.627880520233498
"PRICKLE2",7.75875,7.75875,10.735043,11.590646,13.60559,11.977093,1175,1366,1044,0.67493929495612
"PRICKLE3",5.51825,5.51825,0.25257,0.267332,0.298626,0.272842666666667,7,6,3,5.1210178372399
"PRICKLE4",12.8206,12.8206,2.423917,1.987941,4.620665,3.010841,39,14,36,3.44581099076229
"PRIM1",2.15751,2.15751,3.72617,2.47044,5.669329,3.955313,30,48,36,0.637196883425931
"PRIM2",10.51787,10.51787,4.732464,5.766314,4.924002,5.14092666666667,48,52,43,1.87559152310346
"PRIMA1",17.19786,17.19786,1.452432,0.52919,2.191023,1.39088166666667,70,28,75,7.61135954727998
"PRKAA1",16.16059,16.16059,28.442202,23.126308,30.426991,27.3318336666667,843,672,672,0.605699941694561
"PRKAA2",1.16174,1.16174,2.055819,2.403473,2.494855,2.318049,257,320,224,0.65150936589544
"PRKAB1",13.58818,13.58818,45.329992,74.550483,88.365578,69.415351,303,397,275,0.207173290949015
"PRKAB2",5.20707,5.20707,13.544976,14.322684,17.235225,15.034295,851,1030,820,0.387112124355951
"PRKACA",52.36116,52.36116,115.164235,133.551893,138.062338,128.926155333333,1938,2468,1752,0.41070375601509
"PRKACB",76.81987,76.81987,104.939826,110.53715,108.172874,107.883283333333,4849,5039,3489,0.714709068441329
"PRKACG",0,0,0,0,0,0,0,0,0,1
"PRKAG1",36.92665,36.92665,34.633278,39.530993,35.297023,36.487098,364,493,290,1.01172542083679
"PRKAG2",57.58897,57.58897,22.892961,27.838195,25.079483,25.270213,353,412,289,2.23024343198131
"PRKAG3",0.10373,0.10373,0,0,0,0,0,0,0,1.10373
"PRKAR1A",100.57325,100.57325,204.607262,220.923502,214.477823,213.336195666667,5586,6083,4298,0.473896859483153
"PRKAR1B",702.2909,702.2909,66.514412,88.739872,89.598777,81.617687,1536,2228,1450,8.51259488782348
"PRKAR2A",10.91203,10.91203,38.671064,36.914426,33.679555,36.4216816666667,1887,1968,1380,0.31831893890035
"PRKAR2B",26.20132,26.20132,101.996823,98.582005,120.368134,106.982320666667,3832,3750,3541,0.25190531035139
"PRKCA",25.49598,25.49598,12.385082,8.360987,15.574973,12.107014,1484,1108,1326,2.02151153573194
"PRKCB",109.36926,109.36926,24.789412,27.905945,21.214044,24.636467,1687,1579,970,4.30516654264412
"PRKCD",12.77911,12.77911,22.949311,18.672079,24.965835,22.1957416666667,613,548,507,0.594036189832257
"PRKCE",76.42571,76.42571,21.995236,32.299402,47.696167,33.996935,1101,1763,1786,2.21235688210982
"PRKCG",60.61779,60.61779,1.746806,1.487432,2.101218,1.77848533333333,45,53,32,22.1767555368297
"PRKCH",38.95969,38.95969,2.667749,1.589935,12.378365,5.54534966666667,12,13,15,6.10505046101688
"PRKCI",22.30121,22.30121,107.928332,126.743914,100.527113,111.733119666667,917,1042,704,0.206693561474195
"PRKCQ",9.16943,9.16943,1.993912,1.005215,2.200588,1.73323833333333,81,46,63,3.7206524860925
"PRKCSH",440.7548,440.7548,111.713316,105.141696,123.932999,113.596003666667,1009,1298,913,3.85488835444003
"PRKCZ",414.6987,414.6987,59.287594,95.252381,86.300601,80.280192,658,1083,656,5.114391216005
"PRKD1",13.75414,13.75414,1.171764,2.938964,2.367709,2.159479,40,92,62,4.66980157171483
"PRKD2",4.33577,4.33577,10.282997,16.869545,12.035253,13.0625983333333,114,161,92,0.379429880134764
"PRKD3",4.50173,4.50173,2.059144,2.531666,3.061544,2.55078466666667,63,110,84,1.54944062129366
"PRKDC",24.91511,24.91511,38.781091,45.81401,59.33876,47.9779536666667,1349,1536,1217,0.529117859361226
"PRKG1",8.44334,8.44334,8.40253,7.884218,11.79652,9.36108933333333,558,627,668,0.91142347065952
"PRKG2",0.66385,0.66385,1.515474,2.988467,6.516823,3.673588,70,140,115,0.356011270141912
"PRKRA",26.24281,26.24281,40.968795,37.561028,40.660628,39.7301503333333,682,679,484,0.668861022536041
"PRKRIP1",31.63659,31.63659,18.066605,20.429652,21.328401,19.9415526666667,395,457,303,1.55846085147013
"PRKX",9.79179,9.79179,10.423897,11.039691,9.012299,10.158629,467,538,363,0.967125083197945
"PRKY",0,0,6.245141,9.812869,14.51731,10.1917733333333,117,170,126,0.0893513449760122
"PRL",0,0,0,0,0,0,0,0,0,1
"PRLH",0,0,13.576876,24.897666,3.824316,14.0996193333333,5,10,1,0.0662268351224218
"PRLHR",0.41491,0.41491,7.5383,12.574856,10.632025,10.2483936666667,522,982,533,0.1257877384033
"PRLR",0.2282,0.2282,0.072108,0.085758,0.073287,0.077051,11,14,8,1.14033597294836
"PRM1",0,0,0,0,0,0,0,0,0,1
"PRM2",0,0,0,0,0,0,0,0,0,1
"PRM3",0,0,0,0,0,0,0,0,0,1
"PRMT1",115.98701,115.98701,110.442276,107.932828,136.211915,118.195673,1095,1135,959,0.981470275351354
"PRMT2",132.12686,132.12686,104.402444,95.81041,112.142069,104.118307666667,1961,2037,1680,1.26644790003802
"PRMT3",8.67154,8.67154,2.930477,3.145591,3.769234,3.28176733333333,90,105,91,2.25877289611408
"PRMT5",51.69731,51.69731,326.670309,291.496139,316.740367,311.635605,569,655,494,0.168558248507875
"PRMT6",7.07415,7.07415,9.514637,9.636941,11.773243,10.3082736666667,303,328,269,0.714003767330121
"PRMT7",77.83639,77.83639,65.039104,63.007873,80.960066,69.6690143333333,369,387,302,1.11557223124894
"PRMT8",7.82098,7.82098,4.416994,5.31751,9.744134,6.49287933333333,113,147,184,1.17724837243253
"PRND",0.37342,0.37342,0.056401,0.035156,0.079342,0.0569663333333333,3,2,3,1.29939805714405
"PRNP",159.44843,159.44843,106.906594,108.634422,106.316226,107.285747333333,3263,3564,2316,1.4817132813065
"PRNT",0,0,0,0,0,0,0,0,0,1
"PROC",1.61813,1.61813,0.27839,1.993243,0.565699,0.945777333333333,6,22,7,1.34554450560633
"PROCA1",10.51787,10.51787,2.456453,3.959252,5.760271,4.05865866666667,50,71,57,2.27686245681991
"PROCR",4.66769,4.66769,0.754606,0.713914,0.253635,0.574051666666667,6,7,1,3.60070137469016
"PRODH",107.4192,107.4192,0.522789,0.800347,0.670778,0.664638,32,27,21,65.1307972063596
"PRODH2",0.43565,0.43565,0,0,0,0,0,0,0,1.43565
"PROK1",0.41491,0.41491,0,0.223533,0.086218,0.103250333333333,0,4,1,1.28249224790626
"PROK2",0.16596,0.16596,0.170638,0.052576,0.079915,0.101043,3,1,1,1.05895955017197
"PROKR1",0.24894,0.24894,0.206773,0.326911,0.258615,0.264099666666667,12,20,10,0.988007538435129
"PROKR2",1.51441,1.51441,1.385024,0.703507,1.951717,1.34674933333333,18,10,18,1.0714437900483
"PROM1",7.71725,7.71725,1.38605,0.596657,1.417883,1.13353,23,28,46,4.08583427465281
"PROM2",7.30235,7.30235,14.302395,10.561279,7.496696,10.78679,91,78,57,0.704377527723833
"PROP1",0.18671,0.18671,0,0.105759,0.082266,0.062675,0,2,1,1.11671959912485
"PRORSD1P",2.44795,2.44795,0.722827,0.413353,0.571234,0.569138,15,12,11,2.19735294155135
"PROS1",3.42298,3.42298,17.84617,12.156993,12.195061,14.0660746666667,667,451,318,0.293572154516514
"PROSER1",16.51326,16.51326,21.355611,17.923835,31.449222,23.5762226666667,366,422,387,0.712609917217004
"PROX1",6.30657,6.30657,1.690508,1.4826,0.838279,1.337129,190,163,67,3.12630154347492
"PROX2",0.16596,0.16596,0.552068,1.390436,1.350411,1.09763833333333,27,79,49,0.555844151716653
"PROZ",0.18671,0.18671,0,0.102986,0.238788,0.113924666666667,0,2,3,1.06534134265214
"PRPF18",8.13216,8.13216,5.769333,5.340455,5.181796,5.430528,115,107,70,1.42012599898484
"PRPF19",134.34661,134.34661,250.398824,316.007584,234.939168,267.115192,765,946,622,0.504807687286888
"PRPF3",43.56515,43.56515,15.157531,14.688453,11.896216,13.9140666666667,298,335,211,2.98812865706201
"PRPF31",39.31236,39.31236,25.294147,23.574619,20.859987,23.2429176666667,317,350,247,1.66285100474636
"PRPF38A",18.5463,18.5463,11.176795,9.048421,12.087004,10.77074,383,380,324,1.66058378657587
"PRPF38B",29.08492,29.08492,13.22014,12.240358,13.988935,13.149811,497,527,376,2.12617115521896
"PRPF39",29.18865,29.18865,25.98899,20.910854,28.808483,25.236109,495,482,399,1.15065271302235
"PRPF4",6.88744,6.88744,10.178582,10.677918,9.973045,10.276515,402,463,280,0.699457234792842
"PRPF40A",37.71497,37.71497,59.468634,70.097711,92.733032,74.0997923333333,660,699,516,0.515513675832313
"PRPF40B",43.60664,43.60664,14.098903,13.593244,16.274783,14.6556433333333,380,354,274,2.8492371121553
"PRPF4B",25.8694,25.8694,12.223738,8.917296,15.73111,12.2907146666667,719,632,589,2.02166705657965
"PRPF6",33.29622,33.29622,22.120666,23.875625,25.878796,23.9583623333333,883,1046,734,1.37413743505901
"PRPF8",152.66472,152.66472,178.749687,179.653878,198.360905,185.588156666667,4156,4717,3547,0.823550233547335
"PRPH",4.27353,4.27353,808.657354,854.399858,856.868697,839.975303,10119,11391,6901,0.00627073111563182
"PRPH2",1.34844,1.34844,2.149206,2.715281,2.991738,2.61874166666667,84,116,83,0.648965915868545
"PRPS1",19.72879,19.72879,522.774768,526.178927,524.206641,524.386778666667,801,861,578,0.0394543426703766
"PRPS1L1",0,0,0,0,0,0,0,0,0,1
"PRPS1P1",0,0,0,0,0,0,0,0,0,1
"PRPS2",6.16136,6.16136,1.104713,1.121709,2.363887,1.530103,32,33,30,2.83046184285778
"PRPSAP1",37.94317,37.94317,30.071077,35.974721,36.237438,34.094412,345,438,279,1.10966868457577
"PRPSAP2",30.51635,30.51635,164.294863,236.058573,238.368646,212.907360666667,453,461,383,0.147336444626196
"PRR11",4.14906,4.14906,0.336379,7.871339,6.628815,4.945511,27,43,50,0.866041623672044
"PRR12",11.9493,11.9493,7.844417,24.993116,44.192098,25.6765436666667,568,683,511,0.485418956886106
"PRR13",78.31354,78.31354,39.307364,62.688968,41.150914,47.7157486666667,160,182,152,1.6280882911745
"PRR14",67.94088,67.94088,34.932263,33.066697,49.113135,39.037365,252,278,246,1.72191351753543
"PRR14L",5.85018,5.85018,10.793023,8.435491,10.270764,9.83309266666667,1097,977,773,0.632338355332078
"PRR15",0.31118,0.31118,0.2142,0,0.076474,0.0968913333333333,4,0,1,1.1953599779255
"PRR15L",0.18671,0.18671,0,0,0,0,0,0,0,1.18671
"PRR16",7.65502,7.65502,0.682321,2.289763,1.924392,1.63215866666667,6,26,19,3.28818323515452
"PRR18",112.75075,112.75075,0.356978,0.517871,0.381738,0.418862333333333,11,14,8,80.1703923824416
"PRR19",2.69689,2.69689,3.065858,2.583033,3.868585,3.172492,57,54,53,0.886014880316128
"PRR20A",0,0,0,0,0,0,0,0,0,1
"PRR22",8.25663,8.25663,0.347927,0.685813,0.921116,0.651618666666667,5,12,12,5.60458063766132
"PRR23A",0,0,0.034929,0,0,0.011643,1,0,0,0.988490999295206
"PRR23B",0,0,0,0,0,0,0,0,0,1
"PRR23C",0,0,0.089314,0.088896,0,0.0594033333333333,3,3,0,0.943927556706448
"PRR3",8.73377,8.73377,16.354245,17.978946,19.076999,17.8033966666667,303,349,252,0.517660195790867
"PRR5",16.86594,16.86594,8.818057,11.320201,12.397665,10.8453076666667,135,227,142,1.50827150317722
"PRR5L",68.25206,68.25206,0.600849,0.971155,0.846231,0.806078333333333,7,22,8,38.343885047437
"PRR7",22.59164,22.59164,4.231626,4.40902,6.197113,4.94591966666667,44,53,38,3.96770244513338
"PRR9",0,0,0,0.066454,0,0.0221513333333333,0,1,0,0.978328714534769
"PRRC1",5.74645,5.74645,12.325676,12.944868,13.321996,12.86418,433,461,399,0.486610098830223
"PRRC2A",107.33622,107.33622,77.04291,74.732042,108.462022,86.745658,3558,4327,3304,1.23466189062027
"PRRC2B",58.43953,58.43953,198.40595,210.550765,158.216269,189.057661333333,8730,9940,7353,0.312744719591976
"PRRC2C",34.89361,34.89361,98.278637,101.472638,134.748817,111.500030666667,2576,2780,1957,0.319054224139293
"PRRG1",35.05957,35.05957,3.050258,4.112922,4.241885,3.80168833333333,155,181,130,7.50976895973742
"PRRG2",0.20745,0.20745,0.12434,0.055556,0.3507,0.176865333333333,2,1,4,1.02598824674361
"PRRG3",10.60085,10.60085,5.857471,4.855464,5.818739,5.510558,125,149,103,1.78185187813395
"PRRG4",0.51863,0.51863,0.360624,0.528062,0.502426,0.463704,26,41,26,1.03752534665479
