"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","DRG","dHs_Avg__TPM","FoldChange"
"C17orf47",0,0,0.05227,0.05227,0.950326437131155
"C17orf49",10.70458,10.70458,4.5161,4.5161,2.12189409184025
"C17orf50",1.47292,1.47292,0.10454,0.10454,2.2388686693103
"C17orf51",11.07799,11.07799,12.59699,12.59699,0.888284098171728
"C17orf53",1.20323,1.20323,0.85722,0.85722,1.18630533808596
"C17orf58",7.84173,7.84173,9.77442,9.77442,0.820622362967102
"C17orf59",8.79601,8.79601,46.90679,46.90679,0.204480617465708
"C17orf61",74.12298,74.12298,151.4879,151.4879,0.492648793773145
"C17orf61-PLSCR3",3.07031,3.07031,0.86768,0.86768,2.17934014392187
"C17orf62",135.67431,135.67431,66.81107,66.81107,2.01551619816646
"C17orf64",0,0,0.10454,0.10454,0.905354265123943
"C17orf65",0,0,2.81211,2.81211,0.262321916209134
"C17orf66",0.10373,0.10373,0.02091,0.02091,1.08112370336269
"C17orf67",1.88782,1.88782,3.64842,3.64842,0.621247649739051
"C17orf70",22.61239,22.61239,13.83055,13.83055,1.59214526770754
"C17orf72",9.39762,9.39762,4.45337,4.45337,1.90664121451506
"C17orf74",0.16596,0.16596,0.01045,0.01045,1.15390172695334
"C17orf75",15.80792,15.80792,16.16178,16.16178,0.979380926687092
"C17orf76-AS1",566.88627,566.88627,370.88454,370.88454,1.52704995480587
"C17orf77",0.20745,0.20745,0,0,1.20745
"C17orf78",0.14522,0.14522,0.03136,0.03136,1.11039792119144
"C17orf79",65.14027,65.14027,107.47686,107.47686,0.609717777597913
"C17orf80",8.29812,8.29812,7.76727,7.76727,1.06054906487424
"C17orf82",0.33192,0.33192,0.95131,0.95131,0.682577345475604
"C17orf85",47.40303,47.40303,7.97635,7.97635,5.39228416895509
"C17orf89",319.95488,319.95488,140.73081,140.73081,2.26453852906083
"C17orf96",2.30273,2.30273,1.03494,1.03494,1.62301099786726
"C17orf97",8.65079,8.65079,7.99726,7.99726,1.07263655824106
"C17orf98",0,0,0.02091,0.02091,0.979518272913381
"C17orf99",2.03304,2.03304,0.31362,0.31362,2.308917342915
"C18orf1",82.83601,82.83601,13.9769,13.9769,5.59768777250299
"C18orf21",12.15675,12.15675,27.18022,27.18022,0.46687889590642
"C18orf25",7.15713,7.15713,3.64842,3.64842,1.75481776603663
"C18orf26",0,0,0,0,1
"C18orf32",154.22062,154.22062,154.17456,154.17456,1.00029682700566
"C18orf34",0.37342,0.37342,1.05585,1.05585,0.668054575966145
"C18orf42",30.68231,30.68231,31.57087,31.57087,0.972719181280697
"C18orf54",2.32347,2.32347,0.56451,0.56451,2.12428811576788
"C18orf56",56.84214,56.84214,0.51224,0.51224,38.2493122784743
"C18orf62",0,0,0.01045,0.01045,0.989658073135732
"C18orf63",0,0,0,0,1
"C18orf8",23.15176,23.15176,24.92217,24.92217,0.931702862839029
"C19orf10",33.91858,33.91858,129.74373,129.74373,0.267076516785929
"C19orf12",26.45027,26.45027,32.80443,32.80443,0.812031736668833
"C19orf18",1.61813,1.61813,0.91995,0.91995,1.36364488658559
"C19orf21",0.78832,0.78832,0.48088,0.48088,1.20760628815299
"C19orf24",14.7914,14.7914,68.2119,68.2119,0.22816018632634
"C19orf25",45.18328,45.18328,68.33734,68.33734,0.66606650904116
"C19orf26",31.67808,31.67808,4.64155,4.64155,5.79239393429111
"C19orf33",3.65117,3.65117,87.39486,87.39486,0.0526181047178535
"C19orf35",0.47714,0.47714,0.68996,0.68996,0.874068025278705
"C19orf38",3.15329,3.15329,5.64512,5.64512,0.625013543773476
"C19orf40",2.44795,2.44795,1.46355,1.46355,1.39958596334558
"C19orf42",45.80564,45.80564,67.99236,67.99236,0.678417726252588
"C19orf43",272.03322,272.03322,264.73533,264.73533,1.0274630023791
"C19orf44",3.42298,3.42298,3.27208,3.27208,1.03532237224022
"C19orf45",1.99155,1.99155,0.2718,0.2718,2.35221732976883
"C19orf47",23.64965,23.64965,13.53784,13.53784,1.69555105847911
"C19orf48",17.42606,17.42606,28.83194,28.83194,0.617662143326917
"C19orf52",44.16676,44.16676,17.20717,17.20717,2.48071281808211
"C19orf53",161.357,161.357,342.20941,342.20941,0.473055211394116
"C19orf54",7.03266,7.03266,3.9934,3.9934,1.60865542516121
"C19orf55",13.33923,13.33923,2.52985,2.52985,4.06227743388529
"C19orf57",5.37303,5.37303,2.23714,2.23714,1.96872239075233
"C19orf59",1.82559,1.82559,1.02449,1.02449,1.3957045972072
"C19orf6",312.44508,312.44508,203.89346,203.89346,1.52979543612568
"C19orf60",116.33968,116.33968,281.63934,281.63934,0.415156927552973
"C19orf66",28.81523,28.81523,30.30594,30.30594,0.952382519100209
"C19orf67",0,0,0.04182,0.04182,0.959858708798065
"C19orf68",20.5586,20.5586,4.18157,4.18157,4.16063085126709
"C19orf69",0.31118,0.31118,0,0,1.31118
"C19orf70",144.98895,144.98895,276.77826,276.77826,0.525559307629042
"C19orf71",7.80024,7.80024,2.29986,2.29986,2.66685253313777
"C19orf73",5.10335,5.10335,1.91307,1.91307,2.0951607754019
"C19orf76",3.60968,3.60968,7.78818,7.78818,0.52453181432333
"C19orf77",0.49789,0.49789,1.19175,1.19175,0.683421923120794
"C19orf80",4.08683,4.08683,1.54718,1.54718,1.99704378960262
"C19orf81",10.74607,10.74607,12.49245,12.49245,0.870566131429058
"C1D",37.52826,37.52826,20.99149,20.99149,1.75196223630141
"C1DP1",2.36497,2.36497,1.41128,1.41128,1.39551192727514
"C1DP2",0,0,0.72132,0.72132,0.580949503869124
"C1DP3",0,0,0.05227,0.05227,0.950326437131155
"C1DP4",0,0,0.09409,0.09409,0.914001590362767
"C1GALT1",72.0692,72.0692,13.88282,13.88282,4.90963406128677
"C1GALT1C1",6.51403,6.51403,21.70236,21.70236,0.330980127176206
"C1QA",33.27547,33.27547,480.30583,480.30583,0.0712134943389321
"C1QB",97.9386,97.9386,709.71733,709.71733,0.139209494159936
"C1QBP",82.06844,82.06844,154.59272,154.59272,0.533883847521915
"C1QBPP",0,0,0,0,1
"C1QC",70.36808,70.36808,404.10713,404.10713,0.176170881021028
"C1QL1",49.74725,49.74725,24.99535,24.99535,1.95216644515269
"C1QL2",12.07377,12.07377,0.42861,0.42861,9.15139191241837
"C1QL3",6.49328,6.49328,0.15681,0.15681,6.47753736568667
"C1QL4",0.62236,0.62236,0.11499,0.11499,1.45504443986045
"C1QTNF1",12.26048,12.26048,25.21488,25.21488,0.505837905800065
"C1QTNF2",0.62236,0.62236,1.26493,1.26493,0.716295867863466
"C1QTNF3",19.83251,19.83251,2.02806,2.02806,6.8798207433142
"C1QTNF4",29.81101,29.81101,6.82642,6.82642,3.93679485639667
"C1QTNF5",30.14293,30.14293,24.51447,24.51447,1.22059874259587
"C1QTNF6",7.69651,7.69651,2.18487,2.18487,2.73056985057475
"C1QTNF7",1.30695,1.30695,0.30316,0.30316,1.77027379600356
"C1QTNF8",0.16596,0.16596,0.02091,0.02091,1.14207912548609
"C1QTNF9",1.43143,1.43143,0.47043,0.47043,1.65355032201465
"C1QTNF9B",3.36074,3.36074,0.75268,0.75268,2.48804117123491
"C1R",23.11027,23.11027,235.45387,235.45387,0.101966062132965
"C1RL",4.60546,4.60546,27.92245,27.92245,0.193809998807155
"C1S",17.46755,17.46755,162.63179,162.63179,0.112860404448304
"C1orf100",0,0,0.12545,0.12545,0.888533475498689
"C1orf101",7.0949,7.0949,1.00358,1.00358,4.04021800976252
"C1orf105",1.84633,1.84633,0,0,2.84633
"C1orf106",6.90819,6.90819,0.62724,0.62724,4.85987930483518
"C1orf109",8.09067,8.09067,9.42945,9.42945,0.871634649957572
"C1orf110",0.41491,0.41491,0.04182,0.04182,1.35811368566547
"C1orf111",0,0,0.02091,0.02091,0.979518272913381
"C1orf112",2.82136,2.82136,1.3172,1.3172,1.64912825824271
"C1orf114",3.5267,3.5267,2.73893,2.73893,1.21069396859529
"C1orf115",21.36767,21.36767,8.1018,8.1018,2.45749961546068
"C1orf116",0.2282,0.2282,0.12545,0.12545,1.09129681460749
"C1orf122",1319.92019,1319.92019,269.27234,269.27234,4.8873672755414
"C1orf123",62.71306,62.71306,83.58963,83.58963,0.753201781353104
"C1orf126",13.21476,13.21476,2.55076,2.55076,4.00330070182158
"C1orf127",0.12447,0.12447,0.2718,0.2718,0.884156313885831
"C1orf129",0,0,0.01045,0.01045,0.989658073135732
"C1orf131",8.40185,8.40185,10.31803,10.31803,0.830696684847098
"C1orf132",2.15751,2.15751,0.5436,0.5436,2.0455493651205
"C1orf134",27.17635,27.17635,3.18845,3.18845,6.72715443660543
"C1orf137",0,0,0,0,1
"C1orf138",0,0,0.06272,0.06272,0.940981632038542
"C1orf141",0.62236,0.62236,0,0,1.62236
"C1orf143",1.22397,1.22397,0.03136,0.03136,2.15634695935464
"C1orf145",1.70112,1.70112,1.30674,1.30674,1.17096855302288
"C1orf146",0,0,0,0,1
"C1orf147",0,0,0.02091,0.02091,0.979518272913381
"C1orf148",8.27738,8.27738,1.52627,1.52627,3.67236281157596
"C1orf158",0.06224,0.06224,0.08363,0.08363,0.98026079012209
"C1orf159",29.64504,29.64504,16.55903,16.55903,1.74525813783563
"C1orf162",11.24396,11.24396,66.49745,66.49745,0.181398852845552
"C1orf167",0.33192,0.33192,0.88858,0.88858,0.705249446674221
"C1orf168",1.47292,1.47292,0.02091,0.02091,2.42227032745296
"C1orf170",0.93354,0.93354,0.20908,0.20908,1.59918284977007
"C1orf172",0,0,0.78404,0.78404,0.560525548754512
"C1orf173",4.23204,4.23204,1.89216,1.89216,1.809042376632
"C1orf174",20.45487,20.45487,13.63193,13.63193,1.46630485520365
"C1orf177",0,0,0.06272,0.06272,0.940981632038542
"C1orf180",0,0,0,0,1
"C1orf185",0,0,0,0,1
"C1orf186",4.04533,4.04533,0.36589,0.36589,3.6938040398568
"C1orf189",0,0,0.10454,0.10454,0.905354265123943
"C1orf191",0.82981,0.82981,0.12545,0.12545,1.62584743880226
"C1orf192",4.02459,4.02459,0.9304,0.9304,2.60287505180274
"C1orf194",8.87899,8.87899,0.31362,0.31362,7.5204320884274
"C1orf195",0,0,0,0,1
"C1orf196",3.27776,3.27776,3.65888,3.65888,0.918194930970534
"C1orf198",92.50333,92.50333,32.89852,32.89852,2.75833074718306
"C1orf200",0,0,0.1359,0.1359,0.880359186548112
"C1orf204",5.97465,5.97465,4.63109,4.63109,1.23859679031946
"C1orf21",62.19443,62.19443,87.21714,87.21714,0.716350926815356
"C1orf210",0.70534,0.70534,0.01045,0.01045,1.68770349844129
"C1orf212",25.22629,25.22629,98.87327,98.87327,0.262595687514787
"C1orf213",19.08568,19.08568,3.51252,3.51252,4.45110049373742
"C1orf216",36.94739,36.94739,95.70573,95.70573,0.392400636446258
"C1orf220",0.80907,0.80907,0.12545,0.12545,1.60741925452041
"C1orf222",5.20707,5.20707,1.4531,1.4531,2.53029635970812
"C1orf226",2.71764,2.71764,2.50894,2.50894,1.05947665106841
"C1orf227",1.53515,1.53515,0.73178,0.73178,1.463898416658
"C1orf228",14.81215,14.81215,12.41927,12.41927,1.17831670426186
"C1orf229",2.32347,2.32347,0.74223,0.74223,1.90759543803057
"C1orf233",16.67923,16.67923,84.90682,84.90682,0.205795418803769
"C1orf27",9.21092,9.21092,11.07071,11.07071,0.845925384670827
"C1orf31",21.26394,21.26394,46.76043,46.76043,0.466158700832467
"C1orf35",36.59472,36.59472,24.8699,24.8699,1.45322247090248
"C1orf43",145.15492,145.15492,184.70004,184.70004,0.787048403435993
"C1orf50",15.66271,15.66271,30.38958,30.38958,0.530835710449136
"C1orf51",6.32732,6.32732,9.58625,9.58625,0.692154445625221
"C1orf52",37.83944,37.83944,22.59094,22.59094,1.64637102209577
"C1orf53",3.38149,3.38149,13.2974,13.2974,0.306453620938073
"C1orf54",31.88554,31.88554,50.16841,50.16841,0.642692239215563
"C1orf56",14.18979,14.18979,3.75296,3.75296,3.19585900154851
"C1orf61",833.04857,833.04857,1.77717,1.77717,300.323195915266
"C1orf63",208.90525,208.90525,48.03581,48.03581,4.28065224169846
"C1orf64",3.73416,3.73416,0.04182,0.04182,4.54412470484345
"C1orf65",0,0,0.07318,0.07318,0.931810134367021
"C1orf68",2.07453,2.07453,0,0,3.07453
"C1orf74",2.17826,2.17826,2.61348,2.61348,0.879556549365155
"C1orf81",0.18671,0.18671,0,0,1.18671
"C1orf85",38.35807,38.35807,49.15438,49.15438,0.784738441587754
"C1orf86",161.1288,161.1288,168.59053,168.59053,0.95600149371548
"C1orf87",0.39416,0.39416,0.17772,0.17772,1.18377882688585
"C1orf88",4.48099,4.48099,1.36946,1.36946,2.31318106235176
"C1orf94",1.41068,1.41068,0.37634,0.37634,1.75151488730982
"C1orf95",29.35461,29.35461,3.20936,3.20936,7.21121738221487
"C1orf98",1.99155,1.99155,0,0,2.99155
"C2",8.40185,8.40185,7.35957,7.35957,1.12468105416905
"C20orf111",15.49674,15.49674,50.25204,50.25204,0.321874797569033
"C20orf112",33.02653,33.02653,17.14445,17.14445,1.87531338784036
"C20orf118",0.93354,0.93354,2.50894,2.50894,0.551032505542985
"C20orf132",2.09528,2.09528,3.28253,3.28253,0.722769017379913
"C20orf141",0,0,0.5436,0.5436,0.647836227001814
"C20orf144",1.26546,1.26546,0.12545,0.12545,2.01293704740326
"C20orf151",0,0,0,0,1
"C20orf152",0.60161,0.60161,0.44952,0.44952,1.10492438876318
"C20orf160",3.69266,3.69266,2.83302,2.83302,1.22427224486175
"C20orf166",2.4272,2.4272,0.20908,0.20908,2.83455189069375
"C20orf166-AS1",3.07031,3.07031,6.85778,6.85778,0.517997449661355
"C20orf173",0,0,0.05227,0.05227,0.950326437131155
"C20orf187",0,0,0,0,1
"C20orf194",15.9324,15.9324,6.56507,6.56507,2.23823441157848
"C20orf195",0,0,0.20908,0.20908,0.827075131504946
"C20orf196",26.78219,26.78219,9.76397,9.76397,2.58103562161544
"C20orf197",0.18671,0.18671,0.16726,0.16726,1.01666295426897
"C20orf20",10.3934,10.3934,13.33922,13.33922,0.794562047308013
"C20orf201",4.95813,4.95813,4.50564,4.50564,1.08218663043715
"C20orf202",0.49789,0.49789,0.91995,0.91995,0.780171358629131
"C20orf24",40.55708,40.55708,114.17783,114.17783,0.360807978410428
"C20orf26",4.48099,4.48099,1.53673,1.53673,2.16065170514797
"C20orf27",68.12759,68.12759,184.02054,184.02054,0.373621166601287
"C20orf43",99.57748,99.57748,133.47578,133.47578,0.747922637072639
"C20orf62",0,0,0,0,1
"C20orf72",7.80024,7.80024,6.65915,6.65915,1.14898389507974
"C20orf78",0,0,0,0,1
"C20orf79",0,0,0,0,1
"C20orf85",0,0,0,0,1
"C20orf94",3.58894,3.58894,0.18817,0.18817,3.86219143725225
"C20orf96",10.45563,10.45563,10.98708,10.98708,0.955664765731104
"C21orf119",9.48061,9.48061,23.62588,23.62588,0.425593318898655
"C21orf128",0.72609,0.72609,0.09409,0.09409,1.57764900510927
"C21orf2",71.34311,71.34311,62.38906,62.38906,1.14125544691781
"C21orf33",159.19949,159.19949,223.50503,223.50503,0.713567486661657
"C21orf37",14.68768,14.68768,0.16726,0.16726,13.439747785412
"C21orf49",9.31464,9.31464,0.60633,0.60633,6.42124594572722
"C21orf54",0,0,0,0,1
"C21orf56",14.97811,14.97811,17.86577,17.86577,0.846936541683695
"C21orf58",7.24011,7.24011,2.47758,2.47758,2.36949545373507
"C21orf59",44.66465,44.66465,23.87678,23.87678,1.83563347024816
"C21orf62",1.65962,1.65962,0.06272,0.06272,2.50265356820235
"C21orf67",2.67614,2.67614,3.10482,3.10482,0.895566675274433
"C21orf7",4.46024,4.46024,1.08721,1.08721,2.61604725925997
"C21orf77",1.59739,1.59739,0.2718,0.2718,2.04229438590973
"C21orf88",0.97503,0.97503,0.49133,0.49133,1.32434135972588
"C21orf90",1.03727,1.03727,0.81541,0.81541,1.12220930809018
"C21orf91",25.413,25.413,1.3381,1.3381,11.2967794362944
"C22orf13",30.74455,30.74455,57.44435,57.44435,0.543158577347511
"C22orf15",0,0,0.21953,0.21953,0.819988028174789
"C22orf23",18.7745,18.7745,1.82944,1.82944,6.98883878081882
"C22orf24",2.38571,2.38571,0.34498,0.34498,2.51729393745632
"C22orf25",48.25359,48.25359,131.71952,131.71952,0.371110368693317
"C22orf26",1.24472,1.24472,0.87813,0.87813,1.19518883144404
"C22orf28",28.54554,28.54554,101.63311,101.63311,0.28787532600347
"C22orf29",5.85018,5.85018,8.07043,8.07043,0.755221086541652
"C22orf31",0.85056,0.85056,0.04182,0.04182,1.77627613215335
"C22orf32",168.2237,168.2237,246.06461,246.06461,0.684937029224866
"C22orf34",1.28621,1.28621,1.08721,1.08721,1.09534258651501
"C22orf39",49.41532,49.41532,46.1541,46.1541,1.06916090011261
"C22orf42",0.85056,0.85056,0.07318,0.07318,1.72437056225424
"C22orf43",1.84633,1.84633,0.16726,0.16726,2.43847129174306
"C22orf45",0.49789,0.49789,0.32407,0.32407,1.13127704728602
"C22orf46",38.15062,38.15062,5.84375,5.84375,5.72063853881279
"C2CD2",9.16943,9.16943,36.50512,36.50512,0.271147779289868
"C2CD2L",29.41685,29.41685,47.4713,47.4713,0.627522884676087
"C2CD3",32.21746,32.21746,6.66961,6.66961,4.33104942754586
"C2CD4A",0,0,0.3868,0.3868,0.721084511104702
"C2CD4B",1.3277,1.3277,1.00358,1.00358,1.16177043092864
"C2CD4C",10.47638,10.47638,4.70427,4.70427,2.0118928451844
"C2CD4D",1.88782,1.88782,0.87813,0.87813,1.53760389323423
"C2orf15",22.40493,22.40493,16.80992,16.80992,1.31415132690096
"C2orf16",0.18671,0.18671,0.11499,0.11499,1.06432344684706
"C2orf18",14.31426,14.31426,15.65999,15.65999,0.919223841070733
"C2orf27A",7.71725,7.71725,7.65228,7.65228,1.00750900340719
"C2orf27B",0,0,0.01045,0.01045,0.989658073135732
"C2orf29",12.28122,12.28122,19.93565,19.93565,0.63438297831689
"C2orf40",8.6093,8.6093,28.9992,28.9992,0.320318541827782
"C2orf42",6.84595,6.84595,6.98323,6.98323,0.982803952786028
"C2orf43",18.19363,18.19363,7.3073,7.3073,2.31045345659841
"C2orf44",2.63465,2.63465,3.79478,3.79478,0.758043121895061
"C2orf47",10.78756,10.78756,17.59396,17.59396,0.633945646865972
"C2orf48",0.14522,0.14522,0.06272,0.06272,1.07763098464318
"C2orf49",12.61315,12.61315,5.93783,5.93783,1.96216252055758
"C2orf50",3.44372,3.44372,1.17084,1.17084,2.04700484605038
"C2orf51",0,0,0,0,1
"C2orf53",0,0,0,0,1
"C2orf54",0.39416,0.39416,0.04182,0.04182,1.33819661745791
"C2orf56",9.7088,9.7088,12.58653,12.58653,0.788192422936541
"C2orf57",0,0,0,0,1
"C2orf61",2.28198,2.28198,0.07318,0.07318,3.05818222478988
"C2orf62",1.20323,1.20323,0.37634,0.37634,1.60078904921749
"C2orf65",3.92086,3.92086,1.0663,1.0663,2.381483811644
"C2orf66",0,0,0.07318,0.07318,0.931810134367021
"C2orf68",36.44951,36.44951,7.97635,7.97635,4.17201980760554
"C2orf69",11.18172,11.18172,6.85778,6.85778,1.5502750140625
"C2orf70",0.33192,0.33192,0.14636,0.14636,1.1618688719076
"C2orf71",0.14522,0.14522,0.06272,0.06272,1.07763098464318
"C2orf72",48.66849,48.66849,0.44952,0.44952,34.2654740879739
"C2orf73",0.93354,0.93354,0.33453,0.33453,1.44885465294898
"C2orf74",21.015,21.015,41.83663,41.83663,0.513929317035444
"C2orf76",34.06379,34.06379,22.20415,22.20415,1.51109995410304
"C2orf78",0,0,0,0,1
"C2orf80",46.26204,46.26204,0.41816,0.41816,33.3263101483613
"C2orf81",8.6093,8.6093,6.42917,6.42917,1.29345539272893
"C2orf82",108.93361,108.93361,3.49161,3.49161,24.4753239929558
"C2orf83",0,0,0,0,1
"C2orf88",11.34768,11.34768,18.66027,18.66027,0.628052412301561
"C2orf91",0,0,0.10454,0.10454,0.905354265123943
"C3",36.55323,36.55323,155.35586,155.35586,0.240177950477839
"C3AR1",7.67576,7.67576,21.20057,21.20057,0.39078996620357
"C3P1",0,0,0,0,1
"C3orf14",38.08838,38.08838,127.67385,127.67385,0.303778739813878
"C3orf15",2.53093,2.53093,1.48446,1.48446,1.42120621785016
"C3orf17",18.02767,18.02767,22.64321,22.64321,0.804783698998571
"C3orf18",17.57128,17.57128,34.39343,34.39343,0.524709811962277
"C3orf19",10.53862,10.53862,9.88942,9.88942,1.05961750028927
"C3orf20",1.14099,1.14099,0.01045,0.01045,2.11884803800287
"C3orf22",0,0,0,0,1
"C3orf24",1.05801,1.05801,0.18817,0.18817,1.73208379272326
"C3orf26",143.70275,143.70275,46.1541,46.1541,3.06872042940063
"C3orf27",0,0,0,0,1
"C3orf30",0,0,0,0,1
"C3orf32",1.28621,1.28621,1.24402,1.24402,1.01880108020428
"C3orf33",6.34806,6.34806,6.66961,6.66961,0.95807479128665
"C3orf35",0.8713,0.8713,0.18817,0.18817,1.57494297953996
"C3orf36",0,0,0.30316,0.30316,0.76736548083121
"C3orf37",35.95162,35.95162,38.86771,38.86771,0.926855843990036
"C3orf38",6.6385,6.6385,8.07043,8.07043,0.842132070916153
"C3orf43",0.43565,0.43565,0.10454,0.10454,1.29977185072519
"C3orf45",1.90857,1.90857,0.74223,0.74223,1.66945236851621
"C3orf49",0.41491,0.41491,0.09409,0.09409,1.29322999022018
"C3orf52",0.91279,0.91279,1.37992,1.37992,0.803720293119096
"C3orf55",1.61813,1.61813,5.72875,5.72875,0.389096043098644
"C3orf56",0,0,0,0,1
"C3orf58",19.95699,19.95699,3.55434,3.55434,4.60154270432159
"C3orf62",8.06992,8.06992,5.03879,5.03879,1.50194327009219
"C3orf65",0,0,0,0,1
"C3orf67",0.74683,0.74683,1.37992,1.37992,0.733986856701066
"C3orf70",7.63427,7.63427,3.4498,3.4498,1.94037260101578
"C3orf71",3.77565,3.77565,2.67621,2.67621,1.29906887800207
"C3orf72",0.80907,0.80907,0.04182,0.04182,1.73645159432532
"C3orf74",0,0,0,0,1
"C3orf77",0.04149,0.04149,0.01045,0.01045,1.03071898659013
"C3orf78",36.51174,36.51174,59.36787,59.36787,0.621385846477605
"C3orf79",0,0,0,0,1
"C3orf80",3.13254,3.13254,12.39836,12.39836,0.308436256377646
"C4A",3.96235,3.96235,9.07401,9.07401,0.492589346248415
"C4B",0.89205,0.89205,2.27896,2.27896,0.577027472125308
"C4BPA",0.12447,0.12447,0,0,1.12447
"C4BPAP1",0,0,0,0,1
"C4BPAP2",0,0,0,0,1
"C4BPB",0.29043,0.29043,0.18817,0.18817,1.08606512536085
"C4orf17",0,0,0.03136,0.03136,0.969593546385355
"C4orf19",1.5559,1.5559,4.85062,4.85062,0.436859683247246
"C4orf21",6.03688,6.03688,0.96176,0.96176,3.5870238969089
"C4orf22",5.12409,5.12409,7.00413,7.00413,0.76511625873143
"C4orf26",3.69266,3.69266,0.10454,0.10454,4.24851974577652
"C4orf27",22.7576,22.7576,44.18876,44.18876,0.5257413569215
"C4orf29",5.04111,5.04111,1.78762,1.78762,2.167121056672
"C4orf3",84.37117,84.37117,75.33102,75.33102,1.11843350187119
"C4orf32",4.58471,4.58471,2.69711,2.69711,1.51056095166224
"C4orf33",5.35229,5.35229,11.9593,11.9593,0.490172308689513
"C4orf34",67.33927,67.33927,27.85972,27.85972,2.36798104763317
"C4orf36",8.33961,8.33961,3.12573,3.12573,2.26374726412053
"C4orf40",0.39416,0.39416,0,0,1.39416
"C4orf45",0,0,0.39725,0.39725,0.715691536947576
"C4orf46",1.99155,1.99155,1.74581,1.74581,1.08949635990837
"C4orf47",1.88782,1.88782,0.45997,0.45997,1.97799954793592
"C4orf48",173.47226,173.47226,535.31441,535.31441,0.325317121350515
"C4orf50",0.99577,0.99577,0.26135,0.26135,1.58224917746859
"C4orf51",0,0,0,0,1
"C4orf52",29.1679,29.1679,53.13733,53.13733,0.557247651481889
"C4orf6",0,0,0.02091,0.02091,0.979518272913381
"C5",1.72186,1.72186,1.80853,1.80853,0.969140440016663
"C5AR1",4.75068,4.75068,6.68006,6.68006,0.74878060848483
"C5orf15",15.80792,15.80792,22.7373,22.7373,0.708080531484204
"C5orf17",0.82981,0.82981,0.30316,0.30316,1.40413303047976
"C5orf20",0,0,0.02091,0.02091,0.979518272913381
"C5orf22",9.23166,9.23166,5.9901,5.9901,1.46373585499492
"C5orf24",19.27239,19.27239,11.71886,11.71886,1.59388420031355
"C5orf25",6.51403,6.51403,4.00386,4.00386,1.50164672872542
"C5orf27",6.32732,6.32732,0.55406,0.55406,4.71495309061426
"C5orf28",4.25279,4.25279,5.1956,5.1956,0.847825876428433
"C5orf30",12.05302,12.05302,16.75765,16.75765,0.735064605958559
"C5orf34",1.7841,1.7841,0.73178,0.73178,1.60765224220167
"C5orf38",18.06916,18.06916,0.01045,0.01045,18.871948141917
"C5orf4",68.56324,68.56324,22.83138,22.83138,2.91897657626205
"C5orf42",12.84135,12.84135,2.18487,2.18487,4.34597016518728
"C5orf43",16.1191,16.1191,11.40524,11.40524,1.37998942382413
"C5orf44",12.136,12.136,24.28448,24.28448,0.519528184878629
"C5orf45",139.65741,139.65741,199.54462,199.54462,0.701377129937467
"C5orf46",1.92931,1.92931,0,0,2.92931
"C5orf47",0,0,0.01045,0.01045,0.989658073135732
"C5orf48",0,0,0,0,1
"C5orf49",7.34384,7.34384,3.57524,3.57524,1.82369449471503
"C5orf50",0,0,0,0,1
"C5orf51",8.79601,8.79601,6.79505,6.79505,1.25669623671433
"C5orf52",0,0,0.18817,0.18817,0.841630406423323
"C5orf54",4.4395,4.4395,2.37304,2.37304,1.61264022958518
"C5orf55",7.48906,7.48906,8.80221,8.80221,0.866035312444847
"C5orf56",32.03075,32.03075,12.73289,12.73289,2.40522934356862
"C5orf58",1.43143,1.43143,1.13948,1.13948,1.13645839175875
"C5orf60",0.2282,0.2282,0.10454,0.10454,1.11195610842523
"C5orf62",6.03688,6.03688,20.66742,20.66742,0.324767784997014
"C5orf63",20.08146,20.08146,1.55764,1.55764,8.24254390766488
"C5orf64",71.841,71.841,1.54718,1.54718,28.5967226501464
"C5orf65",2.26124,2.26124,0.5227,0.5227,2.14174821041571
"C6",2.13677,2.13677,0.35543,0.35543,2.31422500608663
"C6orf1",218.26138,218.26138,347.87544,347.87544,0.628480411232158
"C6orf10",0.14522,0.14522,0,0,1.14522
"C6orf100",0,0,0.14636,0.14636,0.872326319829722
"C6orf106",40.889,40.889,41.04213,41.04213,0.996357701191638
"C6orf108",58.68848,58.68848,121.10878,121.10878,0.488813990279814
"C6orf118",0.29043,0.29043,0.03136,0.03136,1.25119260006205
"C6orf120",5.7672,5.7672,14.95957,14.95957,0.424021449199446
"C6orf123",0,0,0.11499,0.11499,0.896869030215518
"C6orf130",25.76567,25.76567,29.03056,29.03056,0.891281081671471
"C6orf132",1.45217,1.45217,0.14636,0.14636,2.13909243169685
"C6orf136",119.63819,119.63819,90.58331,90.58331,1.3172508178619
"C6orf141",0.53938,0.53938,0.35543,0.35543,1.13571338984676
"C6orf15",0,0,0,0,1
"C6orf162",7.13639,7.13639,5.50922,5.50922,1.24997926018786
"C6orf163",0.20745,0.20745,0.42861,0.42861,0.845192179811145
"C6orf164",0.51863,0.51863,0.32407,0.32407,1.14694087170618
"C6orf165",1.51441,1.51441,1.23356,1.23356,1.12574096957324
"C6orf170",6.76297,6.76297,1.75626,1.75626,2.81648683360786
"C6orf183",0.12447,0.12447,0.01045,0.01045,1.11284081349894
"C6orf195",0.20745,0.20745,0.1359,0.1359,1.06298969979752
"C6orf201",0.56012,0.56012,0.06272,0.06272,1.46804426377597
"C6orf203",19.52133,19.52133,33.54666,33.54666,0.59401777190617
