"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Spinal_cord","dHs_Avg__TPM","FoldChange"
"NPRL2",35.91013,35.91013,20.91712,20.91712,1.68407756128542
"NPRL3",36.61547,36.61547,35.1929,35.1929,1.03930522284757
"NPS",0,0,0,0,1
"NPSR1",0.41491,0.41491,0,0,1.41491
"NPSR1-AS1",0.74683,0.74683,0,0,1.74683
"NPTN",111.52677,111.52677,48.01007,48.01007,2.29599284391963
"NPTX1",38.54478,38.54478,12.32062,12.32062,2.96868914509985
"NPTX2",13.00731,13.00731,1.83102,1.83102,4.94779620066266
"NPTXR",75.67888,75.67888,10.14822,10.14822,6.87812762934352
"NPVF",0,0,0,0,1
"NPW",0,0,0.89999,0.89999,0.526318559571366
"NPY",61.73804,61.73804,19.24127,19.24127,3.09951104846682
"NPY1R",4.46024,4.46024,2.32757,2.32757,1.64090913188904
"NPY2R",1.05801,1.05801,1.21034,1.21034,0.931083000805306
"NPY5R",0.6846,0.6846,0.27931,0.27931,1.31680358943493
"NPY6R",0.41491,0.41491,0.46551,0.46551,0.965472770571337
"NQO1",17.77873,17.77873,38.88599,38.88599,0.470810176706157
"NQO2",73.50062,73.50062,38.32737,38.32737,1.89437076519482
"NR0B1",3.04956,3.04956,1.27241,1.27241,1.78205517490242
"NR0B2",0.49789,0.49789,0,0,1.49789
"NR1D1",25.30928,25.30928,22.00332,22.00332,1.14371664611891
"NR1D2",8.94123,8.94123,8.03789,8.03789,1.0999503202628
"NR1H2",72.96125,72.96125,75.81681,75.81681,0.962826365739478
"NR1H3",23.60816,23.60816,30.07224,30.07224,0.791966076472118
"NR1H4",0,0,0.18621,0.18621,0.843021050235624
"NR1H5P",0,0,0,0,1
"NR1I2",0.49789,0.49789,0.0931,0.0931,1.37031378647882
"NR1I3",18.69152,18.69152,6.5172,6.5172,2.61952854786357
"NR2C1",31.90628,31.90628,22.03436,22.03436,1.42857366126083
"NR2C2",10.35191,10.35191,10.89304,10.89304,0.954500279154867
"NR2C2AP",15.20631,15.20631,23.89642,23.89642,0.650949413610471
"NR2E1",7.34384,7.34384,0.27931,0.27931,6.5221408415474
"NR2E3",0.24894,0.24894,0.18621,0.18621,1.05288271048128
"NR2F1",45.7434,45.7434,46.73767,46.73767,0.979172213474181
"NR2F2",16.38879,16.38879,14.02751,14.02751,1.1571304893492
"NR2F6",14.66693,14.66693,11.04821,11.04821,1.30035333049474
"NR3C1",12.42644,12.42644,16.04474,16.04474,0.787717501117647
"NR3C2",23.64965,23.64965,16.9137,16.9137,1.37602226229087
"NR4A1",272.17843,272.17843,320.52232,320.52232,0.849640640811499
"NR4A2",19.27239,19.27239,18.86886,18.86886,1.02030967050953
"NR4A3",6.1821,6.1821,2.57585,2.57585,2.00850147517373
"NR5A1",0.14522,0.14522,0.12414,0.12414,1.01875211272617
"NR5A2",0.33192,0.33192,0.55862,0.55862,0.854550820597708
"NR6A1",1.3277,1.3277,0.68275,0.68275,1.3832714306938
"NRADDP",0,0,0,0,1
"NRAP",3.9831,3.9831,2.23447,2.23447,1.54062334787461
"NRARP",9.00346,9.00346,7.26203,7.26203,1.21077507585908
"NRAS",6.11987,6.11987,11.94821,11.94821,0.549872916796994
"NRBF2",10.33116,10.33116,12.94131,12.94131,0.812775843876938
"NRBP1",33.77336,33.77336,32.67912,32.67912,1.03249016007544
"NRBP2",131.11034,131.11034,155.32671,155.32671,0.845091283504911
"NRCAM",109.03734,109.03734,37.55151,37.55151,2.8542939044411
"NRD1",80.05614,80.05614,56.69968,56.69968,1.40479357944446
"NREP",35.45373,35.45373,32.0274,32.0274,1.10374204448428
"NRF1",13.33923,13.33923,5.83445,5.83445,2.0980810452926
"NRG1",11.74184,11.74184,4.59308,4.59308,2.27814370615117
"NRG2",8.25663,8.25663,4.53101,4.53101,1.67358764493284
"NRG3",17.38457,17.38457,8.5034,8.5034,1.93452553822842
"NRG4",7.90396,7.90396,8.96891,8.96891,0.893172874466717
"NRGN",901.73628,901.73628,60.39276,60.39276,14.7042791364975
"NRIP1",1.5559,1.5559,2.32757,2.32757,0.768098041513777
"NRIP2",13.25625,13.25625,10.61373,10.61373,1.22753413416706
"NRIP3",40.72304,40.72304,12.16545,12.16545,3.1691313247933
"NRK",0.06224,0.06224,0.24827,0.24827,0.850969742123098
"NRL",2.44795,2.44795,3.84825,3.84825,0.711174134997164
"NRM",3.73416,3.73416,8.06892,8.06892,0.522020262611204
"NRN1",71.36386,71.36386,20.57575,20.57575,3.35394412708712
"NRN1L",3.27776,3.27776,3.13446,3.13446,1.03465990721884
"NRP1",8.67154,8.67154,6.17583,6.17583,1.34779391373541
"NRP2",16.20209,16.20209,52.1997,52.1997,0.323349379789736
"NRSN1",42.75608,42.75608,6.70341,6.70341,5.68009232275057
"NRSN2",91.34159,91.34159,31.71706,31.71706,2.82242933808845
"NRTN",1.28621,1.28621,0.46551,0.46551,1.5600098259309
"NRXN1",70.55479,70.55479,26.84468,26.84468,2.56978316863401
"NRXN2",119.90788,119.90788,113.05798,113.05798,1.06005629768299
"NRXN3",63.27319,63.27319,35.44118,35.44118,1.76375161287313
"NSA2",38.21286,38.21286,72.93062,72.93062,0.5304008001015
"NSD1",22.30121,22.30121,10.27236,10.27236,2.06711017036362
"NSDHL",11.70035,11.70035,12.16545,12.16545,0.964672684944305
"NSF",65.84561,65.84561,15.67232,15.67232,4.00937661945068
"NSFL1C",79.51676,79.51676,76.28233,76.28233,1.04185212842315
"NSFP1",0,0,0,0,1
"NSG1",26.98965,26.98965,19.67575,19.67575,1.35374291138169
"NSL1",34.7069,34.7069,37.24117,37.24117,0.933729276588556
"NSMAF",10.22744,10.22744,14.8344,14.8344,0.709053705855605
"NSMCE1",41.44912,41.44912,64.61343,64.61343,0.646957795073356
"NSMCE2",38.79373,38.79373,54.46521,54.46521,0.717453877845229
"NSMCE4A",47.96315,47.96315,39.81702,39.81702,1.19957679419027
"NSRP1",154.78074,154.78074,179.93691,179.93691,0.860967173585533
"NSRP1P1",0.16596,0.16596,0,0,1.16596
"NSUN2",33.87709,33.87709,34.32394,34.32394,0.987349938879978
"NSUN3",5.22782,5.22782,7.75858,7.75858,0.711053618280589
"NSUN4",11.01576,11.01576,8.99995,8.99995,1.20158200791004
"NSUN5",30.24666,30.24666,20.32747,20.32747,1.46508985829074
"NSUN5P1",31.63659,31.63659,32.12051,32.12051,0.98538911387536
"NSUN5P2",20.03997,20.03997,15.76543,15.76543,1.2549615488538
"NSUN6",24.72841,24.72841,25.32399,25.32399,0.977375010399259
"NSUN7",0.35267,0.35267,0.31034,0.31034,1.03230459270113
"NT5C",42.17521,42.17521,54.12383,54.12383,0.78324038804996
"NT5C1A",0.51863,0.51863,0.96206,0.96206,0.773997737072261
"NT5C1B",0,0,1.02413,1.02413,0.494039414464486
"NT5C1B-RDH14",0.16596,0.16596,0,0,1.16596
"NT5C2",137.54139,137.54139,122.24413,122.24413,1.1241216113092
"NT5C3",18.62929,18.62929,18.65162,18.65162,0.998863706910677
"NT5C3L",125.34315,125.34315,80.59609,80.59609,1.54839711069489
"NT5CP1",0.74683,0.74683,0,0,1.74683
"NT5CP2",0,0,0,0,1
"NT5DC1",82.73229,82.73229,116.99934,116.99934,0.709599646913279
"NT5DC2",43.02577,43.02577,66.50652,66.50652,0.652170634777204
"NT5DC3",6.09912,6.09912,2.42068,2.42068,2.07535343849761
"NT5DC4",1.14099,1.14099,0.93103,0.93103,1.10872953812214
"NT5E",4.75068,4.75068,5.71031,5.71031,0.856991703811001
"NT5M",25.39226,25.39226,12.10338,12.10338,2.01415665271098
"NTAN1",29.06418,29.06418,52.13764,52.13764,0.565779360920056
"NTF3",2.30273,2.30273,3.56895,3.56895,0.722864115387562
"NTF4",0,0,0,0,1
"NTF6A",0,0,0,0,1
"NTF6B",0,0,0,0,1
"NTF6G",0,0,0,0,1
"NTHL1",54.89208,54.89208,39.47564,39.47564,1.38088193293546
"NTM",329.78815,329.78815,318.22578,318.22578,1.03622003836908
"NTMT1",37.03037,37.03037,32.98947,32.98947,1.11888681994747
"NTN1",7.0949,7.0949,5.08963,5.08963,1.32929258427852
"NTN3",0.12447,0.12447,0.31034,0.31034,0.858151319504861
"NTN4",5.29005,5.29005,5.2448,5.2448,1.00724602869588
"NTN5",1.0995,1.0995,2.01723,2.01723,0.695836910013489
"NTNG1",24.18903,24.18903,9.6827,9.6827,2.35792730302264
"NTNG2",50.66004,50.66004,31.59292,31.59292,1.58500803241931
"NTPCR",30.84827,30.84827,50.39971,50.39971,0.619619643768418
"NTRK1",1.14099,1.14099,0.49655,0.49655,1.43061708596438
"NTRK2",76.81987,76.81987,40.62391,40.62391,1.86959538399924
"NTRK3",231.31018,231.31018,83.57539,83.57539,2.74678224954091
"NTS",6.45179,6.45179,6.5172,6.5172,0.991298621827276
"NTSR1",1.36919,1.36919,0.21724,0.21724,1.94636226216687
"NTSR2",19.66655,19.66655,8.5965,8.5965,2.15355077371959
"NUAK1",14.04457,14.04457,6.85858,6.85858,1.91441329095078
"NUAK2",2.34422,2.34422,2.32757,2.32757,1.00500365131312
"NUB1",23.77412,23.77412,26.4102,26.4102,0.903828501798601
"NUBP1",13.44296,13.44296,9.89994,9.89994,1.3250494956853
"NUBP2",63.58437,63.58437,71.00649,71.00649,0.896924291129869
"NUBPL",50.30737,50.30737,52.13764,52.13764,0.965556054051328
"NUCB1",127.72886,127.72886,146.20262,146.20262,0.874501146786654
"NUCB2",70.57554,70.57554,57.50657,57.50657,1.2233761097258
"NUCKS1",620.16022,620.16022,641.66533,641.66533,0.966537622311133
"NUDC",116.77534,116.77534,95.15118,95.15118,1.22489749995788
"NUDCD1",3.92086,3.92086,4.00343,4.00343,0.983497320837905
"NUDCD2",48.64775,48.64775,68.36858,68.36858,0.715709475384965
"NUDCD3",140.67393,140.67393,111.6304,111.6304,1.25786581597863
"NUDT1",23.71189,23.71189,31.49982,31.49982,0.760370057434164
"NUDT10",5.16558,5.16558,1.33448,1.33448,2.64109351975601
"NUDT11",7.84173,7.84173,2.79309,2.79309,2.33100980994387
"NUDT12",7.40607,7.40607,7.01375,7.01375,1.04895585712057
"NUDT13",1.53515,1.53515,2.11033,2.11033,0.8150742847222
"NUDT14",69.37231,69.37231,60.5169,60.5169,1.14395084927882
"NUDT15",8.02843,8.02843,7.38616,7.38616,1.07658690032148
"NUDT16",36.11758,36.11758,53.31694,53.31694,0.683351823574745
"NUDT16L1",41.73956,41.73956,34.85153,34.85153,1.19212652849125
"NUDT16P",0.35267,0.35267,2.20344,2.20344,0.42225545039083
"NUDT17",9.95775,9.95775,7.63444,7.63444,1.26907477497093
"NUDT18",10.68383,10.68383,7.19996,7.19996,1.42486426763057
"NUDT19",3.48521,3.48521,3.1655,3.1655,1.07675189052935
"NUDT19P3",1.28621,1.28621,0,0,2.28621
"NUDT19P5",0,0,0,0,1
"NUDT2",42.6731,42.6731,37.36531,37.36531,1.13834868009668
"NUDT21",18.21438,18.21438,30.87914,30.87914,0.602725794986941
"NUDT22",51.2824,51.2824,39.59978,39.59978,1.28775082032464
"NUDT3",254.06778,254.06778,150.05087,150.05087,1.68862172061637
"NUDT4",29.37536,29.37536,16.69646,16.69646,1.7164653269637
"NUDT4P1",0,0,0,0,1
"NUDT5",19.70804,19.70804,32.39982,32.39982,0.620004538946617
"NUDT6",6.05763,6.05763,7.26203,7.26203,0.854224688121442
"NUDT7",4.39801,4.39801,8.16202,8.16202,0.589172475065542
"NUDT8",5.97465,5.97465,16.26198,16.26198,0.40404692856787
"NUDT9",29.8525,29.8525,28.98604,28.98604,1.02889544601421
"NUF2",0.4564,0.4564,1.1793,1.1793,0.668287982379663
"NUFIP1",2.84211,2.84211,3.01033,3.01033,0.958053327282294
"NUFIP1P",0,0,0,0,1
"NUFIP2",8.8375,8.8375,8.65857,8.65857,1.01852551671728
"NUGGC",0.24894,0.24894,0.21724,0.21724,1.02604252242779
"NUMA1",250.83151,250.83151,160.44737,160.44737,1.55983655850201
"NUMB",30.30889,30.30889,44.65837,44.65837,0.685720712325035
"NUMBL",40.90975,40.90975,14.64819,14.64819,2.67824904989012
"NUP107",19.16866,19.16866,12.10338,12.10338,1.53919523054357
"NUP133",22.25971,22.25971,12.87924,12.87924,1.67586337580444
"NUP153",6.4103,6.4103,4.87239,4.87239,1.26188826014621
"NUP155",2.73838,2.73838,2.29654,2.29654,1.13403143902395
"NUP160",7.738,7.738,5.71031,5.71031,1.30217530933742
"NUP188",15.57973,15.57973,11.60683,11.60683,1.31513869862606
"NUP205",16.16059,16.16059,15.98267,15.98267,1.01047656228379
"NUP210",5.68421,5.68421,4.28273,4.28273,1.26529464878955
"NUP210L",0.4564,0.4564,0.03103,0.03103,1.41256801450976
"NUP210P1",0,0,0,0,1
"NUP210P2",0,0,0,0,1
"NUP210P3",1.24472,1.24472,0.96206,0.96206,1.14406287269502
"NUP214",41.73956,41.73956,39.01012,39.01012,1.06821874065861
"NUP35",5.68421,5.68421,4.90342,4.90342,1.13226062180905
"NUP37",5.97465,5.97465,5.55514,5.55514,1.06399710761326
"NUP43",30.78604,30.78604,19.0861,19.0861,1.5824893832053
"NUP50",13.67116,13.67116,6.57927,6.57927,1.93569565406695
"NUP54",22.90282,22.90282,27.86881,27.86881,0.82798078618412
"NUP62",25.03959,25.03959,21.87919,21.87919,1.138134260872
"NUP62CL",0.35267,0.35267,0.83793,0.83793,0.73597471067995
"NUP85",35.76491,35.76491,45.6825,45.6825,0.787552294757136
"NUP88",38.44105,38.44105,50.52385,50.52385,0.765491126924715
"NUP93",50.6393,50.6393,62.19275,62.19275,0.81717127360338
"NUP98",28.83598,28.83598,18.58955,18.58955,1.52305591501591
"NUPL1",8.02843,8.02843,6.17583,6.17583,1.25817222537323
"NUPL1P1",0,0,0,0,1
"NUPL2",26.84443,26.84443,16.88266,16.88266,1.55706309911389
"NUPR1",118.93285,118.93285,334.82914,334.82914,0.357124608067066
"NUPR1L",5.89167,5.89167,2.04826,2.04826,2.26085373294929
"NUS1",7.69651,7.69651,7.91375,7.91375,0.975628663581545
"NUS1P1",0.35267,0.35267,0,0,1.35267
"NUS1P2",0.35267,0.35267,0,0,1.35267
"NUS1P3",0,0,0,0,1
"NUS1P4",0,0,0,0,1
"NUSAP1",5.37303,5.37303,7.04479,7.04479,0.792193456883275
"NUTF2",116.96204,116.96204,131.52339,131.52339,0.890122415371354
"NVL",23.54592,23.54592,19.73782,19.73782,1.18363068056334
"NWD1",2.80062,2.80062,1.02413,1.02413,1.87765607940201
"NXF1",86.69464,86.69464,75.84785,75.84785,1.14114630402802
"NXF2",0,0,0,0,1
"NXF2B",0,0,0,0,1
"NXF3",1.41068,1.41068,2.01723,2.01723,0.798971241834398
"NXF5",0.58087,0.58087,0.15517,0.15517,1.36851718794636
"NXN",13.0488,13.0488,14.24475,14.24475,0.921550041817675
"NXNL1",3.56819,3.56819,1.39654,1.39654,1.90616054812354
"NXNL2",2.80062,2.80062,1.64482,1.64482,1.43700516481273
"NXPE1",0.10373,0.10373,0.12414,0.12414,0.981843898446813
"NXPE2",0,0,0.0931,0.0931,0.914829384319824
"NXPE2P1",0,0,0.46551,0.46551,0.682356312819428
"NXPE3",22.07301,22.07301,11.26545,11.26545,1.88113848248536
"NXPE4",0,0,0.0931,0.0931,0.914829384319824
"NXPH1",55.4937,55.4937,4.74825,4.74825,9.82798242943505
"NXPH2",5.02036,5.02036,0.80689,0.80689,3.3318907072373
"NXPH3",11.28545,11.28545,1.95516,1.95516,4.1572875918732
"NXPH4",9.14868,9.14868,3.66205,3.66205,2.17687068993254
"NXT1",6.45179,6.45179,9.34133,9.34133,0.720583329223611
"NXT1P1",0,0,0,0,1
"NXT2",4.56397,4.56397,5.49307,5.49307,0.856908981421731
"NYAP1",33.56591,33.56591,10.92408,10.92408,2.89883244661223
"NYAP2",4.10757,4.10757,2.69998,2.69998,1.38043178611776
"NYNRIN",1.63888,1.63888,2.73102,2.73102,0.707281118836136
"NYX",0,0,0,0,1
"O3FAR1",0.39416,0.39416,0.52758,0.52758,0.912659238796004
"OACYLP",0.70534,0.70534,0.15517,0.15517,1.47626756235013
"OAF",29.45834,29.45834,11.11028,11.11028,2.51508140191639
"OAS1",4.72993,4.72993,19.92402,19.92402,0.273844605386537
"OAS2",2.92509,2.92509,8.99995,8.99995,0.392510962554813
"OAS3",5.33154,5.33154,8.06892,8.06892,0.698158104823948
"OASL",0.85056,0.85056,1.89309,1.89309,0.639648265349505
"OAT",65.03654,65.03654,65.17204,65.17204,0.997952307349146
"OAZ1",577.3834,577.3834,541.14521,541.14521,1.06684222110899
"OAZ2",108.64318,108.64318,107.81318,107.81318,1.0076277524469
"OAZ3",8.87899,8.87899,9.52753,9.52753,0.938395806043773
"OBFC1",5.7672,5.7672,9.06202,9.06202,0.672548852019773
"OBP2A",0,0,0,0,1
"OBP2B",0,0,0,0,1
"OBSCN",7.34384,7.34384,6.85858,6.85858,1.06174906917026
"OBSL1",69.08187,69.08187,54.46521,54.46521,1.26352843521191
"OC90",0,0,0,0,1
"OCA2",3.65117,3.65117,0.71379,0.71379,2.71396728887437
"OCEL1",14.6047,14.6047,17.53438,17.53438,0.841932667831349
"OCIAD1",185.91945,185.91945,176.399,176.399,1.05366687523605
"OCIAD2",109.99162,109.99162,21.91022,21.91022,4.84463353036331
"OCLM",0.6846,0.6846,0.24827,0.24827,1.34954777411938
"OCLN",12.48868,12.48868,6.14479,6.14479,1.88790433308747
"OCM",3.33999,3.33999,0.40345,0.40345,3.09237236809291
"OCM2",0,0,0,0,1
"OCRL",11.70035,11.70035,4.99652,4.99652,2.11795341297953
"OCSTAMP",0,0,0.34138,0.34138,0.745500902056091
"ODAM",0,0,2.14137,2.14137,0.318332447308022
"ODC1",17.40531,17.40531,26.19295,26.19295,0.676841240100835
"ODF1",0.8713,0.8713,0,0,1.8713
"ODF2",13.98234,13.98234,17.22404,17.22404,0.82211957392543
"ODF2L",24.23052,24.23052,32.61706,32.61706,0.750527262050875
"ODF3",0.16596,0.16596,0,0,1.16596
"ODF3B",6.88744,6.88744,23.08952,23.08952,0.327422049090227
"ODF3L1",0.4564,0.4564,0.18621,0.18621,1.22777585756316
"ODF3L2",1.82559,1.82559,1.30344,1.30344,1.22668270065641
"ODF4",0.37342,0.37342,0,0,1.37342
"ODZ1",1.3277,1.3277,0.58965,0.58965,1.46428459094769
"ODZ2",14.87439,14.87439,1.9862,1.9862,5.31591654946085
"ODZ3",3.85863,3.85863,3.38274,3.38274,1.10858275873084
"ODZ4",29.49983,29.49983,8.72064,8.72064,3.13763599927577
"OFCC1",0,0,0,0,1
"OFD1",31.94777,31.94777,20.76195,20.76195,1.51400816562854
"OFD1P10Y",0,0,0,0,1
"OFD1P11Y",0,0,0,0,1
"OFD1P12Y",0,0,0,0,1
"OFD1P13Y",0,0,0,0,1
"OFD1P15Y",0,0,0,0,1
"OFD1P17",0,0,0,0,1
"OFD1P18Y",0,0,0,0,1
"OFD1P1Y",0,0,0,0,1
"OFD1P2Y",0,0,0,0,1
"OFD1P3Y",0,0,0,0,1
"OFD1P4Y",0,0,0,0,1
"OFD1P5Y",0,0,0,0,1
"OFD1P6Y",0,0,0,0,1
"OFD1P7Y",0,0,0,0,1
"OFD1P8Y",0,0,0,0,1
"OFD1P9Y",0,0,0,0,1
"OGDH",37.05112,37.05112,27.55846,27.55846,1.33239397362463
"OGDHL",21.07723,21.07723,6.14479,6.14479,3.0899760524802
"OGFOD1",20.72456,20.72456,20.54471,20.54471,1.00834775682755
"OGFOD1P1",0,0,0,0,1
"OGFOD2",31.13871,31.13871,25.63434,25.63434,1.20666440392366
"OGFR",56.1368,56.1368,33.67222,33.67222,1.64791294010017
"OGFRL1",8.1944,8.1944,30.91017,30.91017,0.28813384573006
"OGG1",23.81561,23.81561,32.39982,32.39982,0.742986339447338
"OGN",2.67614,2.67614,8.68961,8.68961,0.379389882564933
"OGT",37.38304,37.38304,25.72744,25.72744,1.43609114827309
"OIP5",0.78832,0.78832,0.49655,0.49655,1.19496174534763
"OIT3",0,0,0.15517,0.15517,0.865673450660942
"OLA1",170.09078,170.09078,127.61307,127.61307,1.33027522008455
"OLAH",0.74683,0.74683,0.58965,0.58965,1.09887711131381
"OLFM1",347.75359,347.75359,58.22036,58.22036,5.88908257227751
"OLFM2",78.45875,78.45875,45.80664,45.80664,1.69759568300566
"OLFM3",7.01191,7.01191,4.84135,4.84135,1.37158533558167
"OLFM4",0.41491,0.41491,0.80689,0.80689,0.783063717215768
"OLFML1",1.14099,1.14099,1.05517,1.05517,1.04175810273603
"OLFML2A",1.47292,1.47292,3.13446,3.13446,0.598124059732105
"OLFML2B",4.89589,4.89589,8.81374,8.81374,0.60077911173518
"OLFML3",7.11564,7.11564,9.86891,9.86891,0.746683890104895
"OLIG1",654.59743,654.59743,619.4758,619.4758,1.05660435104802
"OLIG2",172.02009,172.02009,36.58945,36.58945,4.60288964057734
"OLIG3",0,0,0,0,1
"OLR1",45.70191,45.70191,34.47911,34.47911,1.31632135078924
"OMA1",59.6635,59.6635,51.39281,51.39281,1.15785925587881
"OMD",1.84633,1.84633,1.48965,1.48965,1.14326511758681
"OMG",97.87636,97.87636,36.186,36.186,2.65896735330501
"OMP",0,0,0,0,1
"ONECUT1",0.93354,0.93354,0.21724,0.21724,1.58846242318688
"ONECUT2",0.04149,0.04149,0.06207,0.06207,0.980622746146676
"ONECUT3",0.02075,0.02075,0.03103,0.03103,0.990029388087641
"OOEP",0.82981,0.82981,0.62069,0.62069,1.1290314619082
"OPA1",23.52518,23.52518,17.25507,17.25507,1.34347225181826
"OPA3",6.01614,6.01614,5.98962,5.98962,1.00379419768171
"OPALIN",389.67986,389.67986,85.1271,85.1271,4.53608515786553
"OPCML",123.22713,123.22713,16.0137,16.0137,7.30159400953349
"OPHN1",252.76083,252.76083,178.4783,178.4783,1.41388028524897
"OPLAH",16.61699,16.61699,10.7689,10.7689,1.49691050140625
"OPN1LW",0,0,0,0,1
"OPN1MW",0,0,0,0,1
"OPN1MW2",0,0,0,0,1
"OPN1SW",0.26969,0.26969,0.46551,0.46551,0.8663809868237
"OPN3",3.38149,3.38149,3.72412,3.72412,0.927472206463849
"OPN4",0.66385,0.66385,0.15517,0.15517,1.44035077088221
"OPN5",0.74683,0.74683,0,0,1.74683
"OPRD1",0.4564,0.4564,0,0,1.4564
"OPRK1",0.24894,0.24894,0.21724,0.21724,1.02604252242779
"OPRL1",3.48521,3.48521,1.83102,1.83102,1.58430883568467
"OPRM1",0.12447,0.12447,0,0,1.12447
"OPTC",0,0,0,0,1
"OPTN",67.36001,67.36001,89.56501,89.56501,0.754817009350521
"OR10A2",0,0,0,0,1
"OR10A3",0,0,0,0,1
"OR10A4",0,0,0,0,1
"OR10A5",0,0,0,0,1
"OR10A6",0,0,0,0,1
"OR10A7",0,0,0,0,1
"OR10AA1P",0,0,0,0,1
"OR10AB1P",0,0,0.27931,0.27931,0.781671369722741
"OR10AC1P",0.51863,0.51863,0,0,1.51863
"OR10AD1",0,0,0,0,1
"OR10AF1P",0,0,0,0,1
"OR10AG1",0,0,0,0,1
"OR10AK1P",0,0,0,0,1
"OR10C1",0,0,0,0,1
"OR10D1P",0,0,0,0,1
"OR10D3",0,0,0,0,1
"OR10D4P",0,0,0,0,1
"OR10D5P",0,0,0,0,1
"OR10G2",0,0,0,0,1
"OR10G3",0,0,0,0,1
"OR10G4",0,0,0,0,1
"OR10G5P",0,0,0,0,1
"OR10G6",0,0,0,0,1
"OR10G7",0,0,0,0,1
"OR10G8",0,0,0,0,1
"OR10G9",0,0,0,0,1
"OR10H1",0,0,0,0,1
"OR10H2",0,0,0,0,1
"OR10H3",0,0,0,0,1
"OR10H4",0,0,0,0,1
"OR10H5",0,0,0,0,1
"OR10J1",0,0,0,0,1
"OR10J2P",0,0,0,0,1
"OR10J3",0,0,0,0,1
"OR10J4",0,0,0,0,1
"OR10J5",0,0,0,0,1
"OR10J6P",0,0,0,0,1
"OR10J7P",0,0,0,0,1
"OR10J8P",0,0,0,0,1
"OR10J9P",0,0,0,0,1
"OR10K1",0,0,0,0,1
"OR10K2",0,0,0,0,1
"OR10N1P",0,0,0,0,1
"OR10P1",0,0,0,0,1
"OR10Q1",0,0,0,0,1
"OR10R1P",0,0,0,0,1
"OR10R2",0,0,0,0,1
"OR10R3P",0,0,0,0,1
"OR10S1",0,0,0,0,1
"OR10T1P",0,0,0,0,1
"OR10T2",0,0,0,0,1
"OR10U1P",0,0,0,0,1
"OR10V1",0,0,0,0,1
"OR10V2P",0,0,0,0,1
"OR10V3P",0.4564,0.4564,0,0,1.4564
"OR10W1",0,0,0,0,1
"OR10X1",0,0,0,0,1
"OR10Y1P",0,0,0,0,1
"OR10Z1",0,0,0,0,1
"OR11A1",0,0,0,0,1
"OR11G1P",0,0,0,0,1
"OR11G2",0,0,0,0,1
"OR11H1",0,0,0,0,1
"OR11H12",0,0,0,0,1
"OR11H2",0,0,0,0,1
"OR11H4",0,0,0,0,1
"OR11H5P",0,0,0,0,1
"OR11H6",0,0,0,0,1
"OR11I1P",0,0,0,0,1
"OR11K2P",0,0,0,0,1
"OR11L1",0,0,0,0,1
"OR11M1P",0,0,0,0,1
"OR11N1P",0,0,0,0,1
"OR11Q1P",0,0,0,0,1
"OR12D1P",0,0,0,0,1
"OR12D2",0,0,0,0,1
"OR12D3",0,0,0,0,1
"OR13A1",0.24894,0.24894,0.12414,0.12414,1.11101820058
"OR13C2",0,0,0,0,1
"OR13C3",0,0,0,0,1
"OR13C4",0,0,0,0,1
"OR13C5",0,0,0.37241,0.37241,0.728645229924002
"OR13C8",0,0,0,0,1
"OR13C9",0,0,0,0,1
"OR13D1",0,0,0,0,1
"OR13E1P",2.28198,2.28198,1.05517,1.05517,1.59693845278006
"OR13F1",0,0,0,0,1
"OR13G1",0,0,0,0,1
"OR13H1",0,0,0,0,1
"OR13J1",0.26969,0.26969,0.40345,0.40345,0.904692008977876
"OR13K1P",0,0,0,0,1
"OR13Z1P",0,0,0,0,1
"OR14A16",0,0,0,0,1
"OR14A2",0,0,0,0,1
"OR14C36",0,0,0,0,1
"OR14I1",0,0,0,0,1
"OR14J1",0,0,0,0,1
"OR14K1",0,0,0,0,1
"OR14L1P",0,0,0,0,1
"OR1A1",0,0,0,0,1
"OR1A2",0,0,0,0,1
"OR1AA1P",0,0,0,0,1
"OR1AC1P",0,0,0,0,1
"OR1B1",0,0,0,0,1
"OR1C1",0,0,0,0,1
"OR1D2",0,0,0,0,1
"OR1D3P",0,0,0,0,1
"OR1D4",0,0,0,0,1
"OR1D5",0,0,0,0,1
"OR1E1",0,0,0,0,1
"OR1E2",0,0,0,0,1
"OR1E3P",0,0,0,0,1
"OR1F1",0.31118,0.31118,0.21724,0.21724,1.07717459169925
"OR1F12",0,0,0.24827,0.24827,0.801108734488532
"OR1F2P",0.33192,0.33192,0,0,1.33192
"OR1G1",0,0,0,0,1
"OR1H1P",0,0,0,0,1
"OR1I1",0,0,0,0,1
"OR1J1",0,0,0,0,1
"OR1J2",0,0,0.31034,0.31034,0.76316070638155
"OR1J4",0,0,0,0,1
"OR1K1",0,0,0,0,1
"OR1L1",0,0,0,0,1
"OR1L3",0,0,0,0,1
"OR1L4",0,0,0,0,1
"OR1L6",0,0,0,0,1
"OR1L8",0.78832,0.78832,0.27931,0.27931,1.39787854390257
"OR1M1",0,0,0,0,1
"OR1M4P",0,0,0,0,1
"OR1N1",0,0,0,0,1
"OR1N2",0,0,0,0,1
"OR1P1",0,0,0,0,1
"OR1Q1",0,0,0,0,1
"OR1R1P",0,0,0.74482,0.74482,0.573125021492188
"OR1S1",0,0,0,0,1
"OR1S2",0,0,0,0,1
"OR1X5P",0,0,0,0,1
"OR2A1",0,0,0,0,1
