"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Spinal_cord","dHs_Avg__TPM","FoldChange"
"A1BG",8.87899,8.87899,16.26198,16.26198,0.572297615916598
"A1CF",0,0,0,0,1
"A2LD1",21.24319,21.24319,24.54814,24.54814,0.870638332183869
"A2M",91.00966,91.00966,200.41955,200.41955,0.456806005176757
"A2ML1",3.36074,3.36074,1.36551,1.36551,1.8434671593018
"A2MP1",0.6846,0.6846,1.05517,1.05517,0.819688882184929
"A3GALT2P",0.93354,0.93354,0,0,1.93354
"A4GALT",3.21552,3.21552,6.95168,6.95168,0.530142058030504
"A4GNT",0.14522,0.14522,0,0,1.14522
"AAAS",41.49062,41.49062,45.86871,45.86871,0.906588212050214
"AACP",0,0,0,0,1
"AACS",19.77028,19.77028,9.62064,9.62064,1.95565239006312
"AACSP1",0,0,0,0,1
"AADAC",0,0,0.46551,0.46551,0.682356312819428
"AADACL2",0,0,0.12414,0.12414,0.889568914903838
"AADACL3",0,0,0,0,1
"AADACL4",0,0,0.12414,0.12414,0.889568914903838
"AADAT",9.04495,9.04495,6.67238,6.67238,1.30923520472135
"AAED1",4.06608,4.06608,8.06892,8.06892,0.558619990031889
"AAGAB",13.06954,13.06954,10.5827,10.5827,1.21470296217635
"AAK1",24.23052,24.23052,15.29991,15.29991,1.54789320922631
"AAMP",147.04274,147.04274,105.08216,105.08216,1.39554794133151
"AANAT",1.70112,1.70112,0.24827,0.24827,2.16389082490166
"AAR2",10.64234,10.64234,9.86891,9.86891,1.07115984951573
"AARD",3.92086,3.92086,1.0862,1.0862,2.35876713642029
"AARS",80.9067,80.9067,80.00644,80.00644,1.01111343740078
"AARS2",13.38072,13.38072,9.43443,9.43443,1.37819890497133
"AARSD1",16.24358,16.24358,4.28273,4.28273,3.26414183575538
"AASDH",2.40646,2.40646,2.54481,2.54481,0.960971109876129
"AASDHPPT",24.45872,24.45872,19.98609,19.98609,1.21312354993236
"AASS",13.17327,13.17327,11.73097,11.73097,1.1132906604917
"AATF",41.20018,41.20018,73.61338,73.61338,0.565584617665089
"AATK",483.11672,483.11672,251.03651,251.03651,1.92081980503539
"AB019438.63",0,0,0,0,1
"AB019438.66",0,0,0,0,1
"AB019439.68",0,0,0,0,1
"AB019441.29",1.12025,1.12025,1.55172,1.55172,0.830910131205618
"ABAT",82.52483,82.52483,65.91687,65.91687,1.24818793825832
"ABC11-48400900C8.1",1.12025,1.12025,0,0,2.12025
"ABC12-47043100G14.2",0,0,0,0,1
"ABC7-42389800N19.1",25.76567,25.76567,22.93435,22.93435,1.11829525347461
"ABCA1",2.48944,2.48944,3.19653,3.19653,0.831506029981914
"ABCA10",5.33154,5.33154,3.38274,3.38274,1.4446533447113
"ABCA11P",6.26508,6.26508,4.59308,4.59308,1.29894083403062
"ABCA12",0.20745,0.20745,0,0,1.20745
"ABCA13",0.37342,0.37342,0.43448,0.43448,0.957434052757794
"ABCA17P",10.01998,10.01998,11.82407,11.82407,0.859320013069174
"ABCA2",1729.4948,1729.4948,1386.02317,1386.02317,1.24763222232257
"ABCA3",41.46987,41.46987,35.31704,35.31704,1.16941991968508
"ABCA4",0.04149,0.04149,2.54481,2.54481,0.293807002349914
"ABCA5",15.64196,15.64196,14.95854,14.95854,1.04282471955455
"ABCA6",9.25241,9.25241,19.48954,19.48954,0.500372873183097
"ABCA7",20.53785,20.53785,38.79288,38.79288,0.541248836475269
"ABCA8",43.39918,43.39918,53.1928,53.1928,0.8192818972262
"ABCA9",3.17403,3.17403,5.27583,5.27583,0.665096090875629
"ABCB1",22.50866,22.50866,34.57222,34.57222,0.660871320373033
"ABCB10",4.64695,4.64695,5.12066,5.12066,0.922604751775135
"ABCB10P1",0,0,0.24827,0.24827,0.801108734488532
"ABCB10P3",0,0,0,0,1
"ABCB10P4",0,0,0,0,1
"ABCB11",0.14522,0.14522,0,0,1.14522
"ABCB4",2.38571,2.38571,4.43791,4.43791,0.622612363941294
"ABCB5",0.08298,0.08298,0.18621,0.18621,0.912974936984177
"ABCB6",42.36192,42.36192,28.7688,28.7688,1.45662304157373
"ABCB7",9.43911,9.43911,9.12409,9.12409,1.03111588300776
"ABCB8",23.23474,23.23474,16.97577,16.97577,1.34818925698315
"ABCB9",23.31773,23.31773,19.58265,19.58265,1.18146740094206
"ABCC1",2.15751,2.15751,4.2517,4.2517,0.601235790315517
"ABCC10",32.79833,32.79833,35.25497,35.25497,0.932239910831536
"ABCC11",0.70534,0.70534,1.45861,1.45861,0.693619565526863
"ABCC12",0.85056,0.85056,0.83793,0.83793,1.00687186127872
"ABCC13",0,0,0.49655,0.49655,0.668203534796699
"ABCC2",0.47714,0.47714,0.83793,0.83793,0.803697638103736
"ABCC3",3.25701,3.25701,9.86891,9.86891,0.391668529778975
"ABCC4",2.67614,2.67614,2.23447,2.23447,1.1365509650731
"ABCC5",24.9566,24.9566,21.22747,21.22747,1.16777123082384
"ABCC6",0.18671,0.18671,1.48965,1.48965,0.476657361476513
"ABCC6P1",0.4564,0.4564,0.62069,0.62069,0.898629596036256
"ABCC6P2",0.58087,0.58087,0,0,1.58087
"ABCC8",42.46564,42.46564,40.15839,40.15839,1.05605782927855
"ABCC9",2.36497,2.36497,2.14137,2.14137,1.07117913521807
"ABCD1",4.41875,4.41875,6.26893,6.26893,0.745467352141237
"ABCD1P2",0,0,0,0,1
"ABCD1P3",0,0,0,0,1
"ABCD1P4",0,0,0,0,1
"ABCD1P5",0,0,0,0,1
"ABCD2",0.6846,0.6846,0.62069,0.62069,1.03943382139706
"ABCD3",18.04842,18.04842,22.4378,22.4378,0.812722183822714
"ABCD4",110.40653,110.40653,114.29935,114.29935,0.966237277139897
"ABCE1",12.79985,12.79985,12.13441,12.13441,1.05066386689619
"ABCF1",50.45259,50.45259,29.32742,29.32742,1.696569968695
"ABCF2",18.83674,18.83674,13.28268,13.28268,1.38886679530732
"ABCF3",38.0054,38.0054,52.78936,52.78936,0.725150847676938
"ABCG1",17.71649,17.71649,10.27236,10.27236,1.66038788683115
"ABCG2",17.34308,17.34308,26.44123,26.44123,0.668449628533415
"ABCG4",5.18633,5.18633,1.36551,1.36551,2.61522039644728
"ABCG5",0.10373,0.10373,0.06207,0.06207,1.03922528646888
"ABCG8",0.18671,0.18671,0,0,1.18671
"ABHD1",7.0949,7.0949,8.37926,8.37926,0.863063823798466
"ABHD10",14.95737,14.95737,12.59993,12.59993,1.17334206867241
"ABHD11",16.18134,16.18134,12.19648,12.19648,1.30196385702854
"ABHD12",147.18796,147.18796,242.09863,242.09863,0.609579576816208
"ABHD12B",6.05763,6.05763,3.19653,3.19653,1.68177756384441
"ABHD13",1.72186,1.72186,2.0793,2.0793,0.883921670509531
"ABHD14A",73.3969,73.3969,68.67892,68.67892,1.06771029172094
"ABHD14A-ACY1",0.78832,0.78832,2.66895,2.66895,0.48742010657
"ABHD14B",11.78333,11.78333,19.67575,19.67575,0.618276483319831
"ABHD15",2.28198,2.28198,2.48274,2.48274,0.942355731406881
"ABHD16A",50.39035,50.39035,94.22016,94.22016,0.539700311362636
"ABHD16B",4.23204,4.23204,4.31377,4.31377,0.984619206326205
"ABHD2",9.37688,9.37688,5.2448,5.2448,1.66168332052267
"ABHD3",4.41875,4.41875,7.97582,7.97582,0.603705288207651
"ABHD4",21.57512,21.57512,24.02055,24.02055,0.902263139699167
"ABHD5",4.89589,4.89589,29.73087,29.73087,0.191855616193098
"ABHD6",33.79411,33.79411,34.57222,34.57222,0.978125908363324
"ABHD8",42.59012,42.59012,21.91022,21.91022,1.90264955989074
"ABI1",26.90666,26.90666,28.64467,28.64467,0.941371922844815
"ABI2",41.15869,41.15869,34.38601,34.38601,1.19139428265577
"ABI3",5.29005,5.29005,12.78613,12.78613,0.456259298294735
"ABI3BP",6.14061,6.14061,4.40687,4.40687,1.32065501852273
"ABL1",41.69807,41.69807,29.04811,29.04811,1.42099020537398
"ABL2",4.06608,4.06608,3.69308,3.69308,1.07947872186283
"ABLIM1",28.96045,28.96045,41.71011,41.71011,0.701483793883931
"ABLIM2",57.71345,57.71345,26.78261,26.78261,2.11331656744993
"ABLIM3",20.45487,20.45487,56.73071,56.73071,0.37163703685612
"ABO",1.24472,1.24472,1.36551,1.36551,0.948937015696404
"ABP1",0.31118,0.31118,0.06207,0.06207,1.23455139491747
"ABR",149.67739,149.67739,123.85792,123.85792,1.20679080670253
"ABRA",0.26969,0.26969,0.06207,0.06207,1.19548617322775
"ABRACL",10.60085,10.60085,5.05859,5.05859,1.91477720063579
"ABT1",5.91241,5.91241,4.43791,4.43791,1.27115196831136
"ABT1P1",0,0,0,0,1
"ABTB1",51.5106,51.5106,48.9411,48.9411,1.05145060881719
"ABTB2",17.65426,17.65426,42.02045,42.02045,0.433613781352822
"AC000041.8",0,0,0,0,1
"AC000059.1",0,0,0,0,1
"AC000077.2",0,0,0,0,1
"AC000078.5",0.93354,0.93354,0,0,1.93354
"AC000081.2",0,0,0,0,1
"AC000089.3",0.39416,0.39416,0.68275,0.68275,0.828500965681177
"AC000094.3",0,0,0,0,1
"AC000110.1",0,0,0,0,1
"AC000111.4",0,0,0,0,1
"AC000111.5",0,0,0,0,1
"AC000362.1",0,0,0,0,1
"AC000367.1",0,0,0.15517,0.15517,0.865673450660942
"AC000374.1",0,0,0,0,1
"AC002055.4",14.21054,14.21054,19.36541,19.36541,0.746881108703434
"AC002056.3",0,0,0,0,1
"AC002069.5",0,0,0,0,1
"AC002069.6",0,0,0,0,1
"AC002075.3",0,0,0,0,1
"AC002075.4",0,0,3.04136,3.04136,0.247441455351664
"AC002076.9",0,0,0,0,1
"AC002127.2",0,0,0,0,1
"AC002128.4",0.43565,0.43565,0.34138,0.34138,1.07027837003683
"AC002310.10",0,0,0,0,1
"AC002310.11",2.92509,2.92509,0.93103,0.93103,2.03264061148713
"AC002310.13",0,0,0,0,1
"AC002310.17",0,0,0,0,1
"AC002314.4",0,0,0,0,1
"AC002365.1",0,0,0,0,1
"AC002366.3",0,0,0,0,1
"AC002398.9",3.73416,3.73416,10.7689,10.7689,0.402260194240753
"AC002400.1",0,0,0,0,1
"AC002429.4",32.42492,32.42492,0,0,33.42492
"AC002472.13",1.05801,1.05801,0.24827,0.24827,1.64868978666474
"AC002486.2",0,0,0,0,1
"AC002486.3",0,0,0,0,1
"AC002511.4",0.06224,0.06224,0.21724,0.21724,0.872662745226907
"AC002519.6",0,0,0.31034,0.31034,0.76316070638155
"AC002523.1",0,0,0,0,1
"AC002542.2",0,0,0,0,1
"AC002543.2",0,0,0,0,1
"AC002553.1",0,0,0,0,1
"AC002553.4",0,0,0,0,1
"AC002984.2",0,0,0,0,1
"AC002994.1",1.07876,1.07876,1.1793,1.1793,0.953865920249621
"AC003009.2",0,0,0,0,1
"AC003029.1",7.65502,7.65502,6.67238,6.67238,1.12807499107187
"AC003045.1",0,0,0,0,1
"AC003079.1",2.6554,2.6554,0,0,3.6554
"AC003080.4",0,0,0,0,1
"AC003087.4",0,0,0,0,1
"AC003101.1",0,0,0,0,1
"AC003102.1",0.43565,0.43565,0.31034,0.31034,1.09563166811667
"AC003682.1",0.02075,0.02075,0,0,1.02075
"AC003958.6",0,0,0,0,1
"AC003989.3",0,0,0,0,1
"AC003989.4",0,0,0,0,1
"AC004006.2",0,0,0,0,1
"AC004014.4",0,0,0,0,1
"AC004016.2",0,0,0,0,1
"AC004017.1",1.65962,1.65962,2.0793,2.0793,0.863709284577664
"AC004019.10",0.24894,0.24894,0,0,1.24894
"AC004022.7",0,0,0,0,1
"AC004022.8",0,0,0,0,1
"AC004057.1",0,0,0,0,1
"AC004062.2",0,0,0,0,1
"AC004066.2",0,0,0,0,1
"AC004069.1",0,0,0,0,1
"AC004074.3",0,0,0,0,1
"AC004074.4",0,0,0,0,1
"AC004112.5",0,0,0,0,1
"AC004112.7",0,0,0,0,1
"AC004129.7",0,0,0,0,1
"AC004129.9",0,0,0,0,1
"AC004148.1",12.57166,12.57166,8.93788,8.93788,1.36564941416077
"AC004152.5",18.85748,18.85748,8.81374,8.81374,2.02343652878515
"AC004159.1",0,0,0,0,1
"AC004161.4",0,0,0,0,1
"AC004166.6",4.83366,4.83366,2.73102,2.73102,1.56355634652186
"AC004166.7",19.33463,19.33463,11.88614,11.88614,1.57802336463829
"AC004258.1",28.85672,28.85672,19.48954,19.48954,1.45716887738817
"AC004381.6",1.38994,1.38994,3.01033,3.01033,0.595945969533679
"AC004383.3",5.16558,5.16558,0,0,6.16558
"AC004386.3",0,0,0,0,1
"AC004386.4",0,0,0,0,1
"AC004453.8",4.58471,4.58471,3.75515,3.75515,1.17445506450901
"AC004461.4",0,0,0.34138,0.34138,0.745500902056091
"AC004478.2",0,0,0,0,1
"AC004507.1",0.16596,0.16596,0,0,1.16596
"AC004510.2",0,0,0,0,1
"AC004593.2",0,0,0,0,1
"AC004659.1",0,0,0,0,1
"AC004692.5",0,0,0,0,1
"AC004706.1",8.02843,8.02843,5.80342,5.80342,1.32704286961558
"AC004771.1",1.22397,1.22397,0,0,2.22397
"AC004790.4",0,0,0,0,1
"AC004790.5",0,0,0,0,1
"AC004797.1",0.51863,0.51863,0.21724,0.21724,1.24760113042621
"AC004832.1",0,0,0,0,1
"AC004837.3",0.62236,0.62236,0.46551,0.46551,1.10702758766573
"AC004854.5",0,0,0,0,1
"AC004866.1",0,0,0,0,1
"AC004866.3",0,0,0,0,1
"AC004870.5",0,0,0,0,1
"AC004876.1",0,0,0,0,1
"AC004878.3",0.76758,0.76758,0.58965,0.58965,1.11193029912245
"AC004878.5",0,0,0,0,1
"AC004878.6",0,0,0,0,1
"AC004889.1",0,0,0,0,1
"AC004893.10",0,0,0.27931,0.27931,0.781671369722741
"AC004894.2",0,0,0,0,1
"AC004899.3",0.31118,0.31118,0.12414,0.12414,1.16638496984361
"AC004907.2",0,0,0,0,1
"AC004909.3",0,0,0,0,1
"AC004911.2",0,0,0,0,1
"AC004917.1",0.66385,0.66385,0,0,1.66385
"AC004920.2",0,0,0,0,1
"AC004938.5",0,0,0,0,1
"AC004941.5",0,0,0,0,1
"AC004945.1",0,0,0,0,1
"AC004951.5",1.03727,1.03727,3.1655,3.1655,0.489081742888009
"AC004954.2",0,0,0,0,1
"AC004957.5",0,0,0,0,1
"AC004967.11",1.14099,1.14099,0.93103,0.93103,1.10872953812214
"AC004967.7",28.19287,28.19287,21.63091,21.63091,1.28995564031672
"AC004967.8",6.16136,6.16136,15.45508,15.45508,0.435206635276158
"AC004980.10",2.34422,2.34422,0.80689,0.80689,1.85081548959815
"AC004980.11",1.01652,1.01652,0.24827,0.24827,1.61545178527081
"AC004980.7",19.16866,19.16866,34.9136,34.9136,0.561588367637886
"AC004980.8",0,0,0,0,1
"AC004980.9",12.88284,12.88284,1.52068,1.52068,5.5075773204056
"AC004985.12",1.49366,1.49366,0.74482,0.74482,1.42917894109421
"AC004987.10",0,0,0,0,1
"AC004987.8",1.24472,1.24472,0.37241,0.37241,1.63560452051501
"AC004987.9",0,0,0,0,1
"AC004996.1",0,0,0,0,1
"AC005000.1",0,0,0,0,1
"AC005003.1",5.45602,5.45602,2.85516,2.85516,1.67464385395159
"AC005007.3",0,0,0,0,1
"AC005008.2",0,0,0,0,1
"AC005008.3",0,0,0,0,1
"AC005013.1",0,0,4.71721,4.71721,0.174910489556969
"AC005014.5",0,0,0,0,1
"AC005017.2",0,0,0,0,1
"AC005019.2",0,0,0,0,1
"AC005033.6",0,0,0,0,1
"AC005034.2",0,0,0,0,1
"AC005034.3",0,0,0,0,1
"AC005035.1",195.54527,195.54527,162.5577,162.5577,1.20168766129629
"AC005037.1",0,0,0,0,1
"AC005037.4",0,0,0,0,1
"AC005037.6",0,0,0,0,1
"AC005040.3",0,0,0,0,1
"AC005041.11",0,0,0,0,1
"AC005042.2",0.39416,0.39416,0.27931,0.27931,1.08977495681266
"AC005042.3",0,0,0,0,1
"AC005046.5",0,0,0,0,1
"AC005071.2",15.80792,15.80792,16.07577,16.07577,0.984314030933891
"AC005077.12",4.12832,4.12832,0.18621,0.18621,4.32328171234436
"AC005077.14",2.26124,2.26124,0.06207,0.06207,3.07064506106001
"AC005077.5",2.46869,2.46869,4.93445,4.93445,0.584500669817759
"AC005077.7",2.21975,2.21975,0,0,3.21975
"AC005077.8",1.3277,1.3277,1.02413,1.02413,1.14997554504898
"AC005077.9",0,0,0,0,1
"AC005082.1",0.41491,0.41491,0,0,1.41491
"AC005086.1",0,0,0,0,1
"AC005086.2",12.77911,12.77911,4.77928,4.77928,2.38422606276214
"AC005086.3",0,0,0,0,1
"AC005086.4",0,0,0,0,1
"AC005094.2",0,0,0,0,1
"AC005102.1",0,0,0,0,1
"AC005105.2",0,0,0,0,1
"AC005154.7",3.54745,3.54745,5.55514,5.55514,0.693722788529307
"AC005154.8",0,0,0,0,1
"AC005178.1",0,0,0,0,1
"AC005189.6",0,0,0,0,1
"AC005204.2",1.57664,1.57664,0,0,2.57664
"AC005205.2",0,0,0,0,1
"AC005205.3",0,0,0,0,1
"AC005205.4",0,0,0,0,1
"AC005215.1",0,0,0,0,1
"AC005229.5",0,0,0,0,1
"AC005229.7",0,0,0,0,1
"AC005237.2",0,0,0,0,1
"AC005251.4",0,0,0,0,1
"AC005255.1",0,0,0,0,1
"AC005262.4",1.53515,1.53515,0,0,2.53515
"AC005280.1",0.02075,0.02075,0.93103,0.93103,0.528603905687638
"AC005300.5",0,0,0,0,1
"AC005324.8-001",0.14522,0.14522,1.52068,1.52068,0.454329784026532
"AC005326.2",0,0,0,0,1
"AC005329.1",30.80678,30.80678,11.38959,11.38959,2.56721812424786
"AC005336.2",0,0,0,0,1
"AC005336.4",0.20745,0.20745,0,0,1.20745
"AC005336.5",0.62236,0.62236,0,0,1.62236
"AC005351.1",0,0,0,0,1
"AC005357.1",0,0,0,0,1
"AC005363.9",0,0,0,0,1
"AC005392.1",0,0,0,0,1
"AC005392.8",0,0,0,0,1
"AC005481.5",0.06224,0.06224,0,0,1.06224
"AC005488.11",0,0,0,0,1
"AC005488.12",0,0,0,0,1
"AC005488.13",0,0,0,0,1
"AC005493.1",0,0,0,0,1
"AC005510.1",0,0,0,0,1
"AC005517.3",3.21552,3.21552,0.62069,0.62069,2.60106497849681
"AC005522.6",0,0,0,0,1
"AC005534.6",0,0,0.74482,0.74482,0.573125021492188
"AC005537.2",0.56012,0.56012,1.0862,1.0862,0.7478285878631
"AC005539.2",0,0,0,0,1
"AC005544.1",0,0,0.52758,0.52758,0.654630199400359
"AC005550.6",0,0,0,0,1
"AC005559.3",6.72148,6.72148,8.03789,8.03789,0.854345427970466
"AC005562.2",0,0,0.55862,0.55862,0.641593204244781
"AC005588.2",0,0,0,0,1
"AC005594.1",1.26546,1.26546,0.43448,0.43448,1.57929005632703
"AC005609.1",0.33192,0.33192,0.24827,0.24827,1.06701274563997
"AC005609.2",0,0,0,0,1
"AC005618.1",1.63888,1.63888,5.27583,5.27583,0.420483027742944
"AC005682.6",0,0,0.18621,0.18621,0.843021050235624
"AC005682.7",0,0,1.1793,1.1793,0.458862937640527
"AC005722.4",0,0,0,0,1
"AC005730.2",0,0,0,0,1
"AC005740.3",0.72609,0.72609,0,0,1.72609
"AC005740.4",0,0,0,0,1
"AC005741.2",0,0,0,0,1
"AC005754.1",0.2282,0.2282,0.31034,0.31034,0.937313979577819
"AC005758.1",0,0,0,0,1
"AC005777.3",0,0,0,0,1
"AC005779.1",0,0,0,0,1
"AC005779.2",0,0,0.49655,0.49655,0.668203534796699
"AC005786.3",26.9689,26.9689,0,0,27.9689
"AC005822.1",0,0,0,0,1
"AC005831.1",0.14522,0.14522,0,0,1.14522
"AC005838.1",0,0,0.40345,0.40345,0.712529837186932
"AC005838.2",0,0,0,0,1
"AC005841.1",0.31118,0.31118,0.24827,0.24827,1.05039775048667
"AC005884.1",8.85825,8.85825,8.78271,8.78271,1.00772178670328
"AC005943.2",22.32195,22.32195,2.88619,2.88619,6.00123771611784
"AC006001.1",0,0,0,0,1
"AC006011.4",0.43565,0.43565,6.14479,6.14479,0.200936626548856
"AC006014.10",0,0,0,0,1
"AC006014.7",0.37342,0.37342,2.29654,2.29654,0.416624703476979
"AC006014.8",1.14099,1.14099,0.31034,0.31034,1.63391944075583
"AC006022.4",0,0,0,0,1
"AC006023.8",0,0,0,0,1
"AC006024.4",0.33192,0.33192,0,0,1.33192
"AC006026.10",0,0,0,0,1
"AC006026.11",0,0,0,0,1
"AC006026.12",0,0,0,0,1
"AC006026.9",0,0,0,0,1
"AC006028.11",0,0,0,0,1
"AC006030.1",0,0,0,0,1
"AC006033.22",0,0,0.77586,0.77586,0.563107452164022
"AC006035.1",0.66385,0.66385,0,0,1.66385
"AC006035.2",0.85056,0.85056,0,0,1.85056
"AC006042.8",0.16596,0.16596,0,0,1.16596
"AC006045.3",0,0,0,0,1
"AC006052.1",0,0,0,0,1
"AC006070.11",0,0,0,0,1
"AC006070.12",0,0,0,0,1
"AC006070.13",0,0,0,0,1
"AC006111.1",2.6554,2.6554,2.32757,2.32757,1.09851933993875
"AC006116.13",0,0,0.21724,0.21724,0.82153067595544
"AC006116.14",0,0,0,0,1
"AC006116.20",0,0,3.69308,3.69308,0.213079683278359
"AC006116.22",0,0,0.24827,0.24827,0.801108734488532
"AC006116.26",0.8713,0.8713,0,0,1.8713
"AC006116.27",11.84557,11.84557,6.92065,6.92065,1.62178230322006
"AC006126.3",0,0,0,0,1
"AC006130.4",0,0,0,0,1
"AC006132.1",35.76491,35.76491,24.424,24.424,1.44607103524229
"AC006133.3",0,0,0,0,1
"AC006153.3",0,0,0,0,1
"AC006156.1",0,0,0,0,1
"AC006160.4",0,0,0,0,1
"AC006195.2",0,0,0,0,1
"AC006230.4",0,0,0,0,1
"AC006326.3",0,0,0,0,1
"AC006326.5",0,0,0,0,1
"AC006328.9",0,0,0,0,1
"AC006335.10",0,0,0,0,1
"AC006335.11",0,0,0,0,1
"AC006335.2",0,0,0,0,1
"AC006335.6",0,0,0,0,1
"AC006335.7",0,0,0,0,1
"AC006355.3",0,0,0,0,1
"AC006366.3",0,0,0,0,1
"AC006372.1",0,0,0,0,1
"AC006374.2",0,0,0,0,1
"AC006390.3",0,0,0,0,1
"AC006390.4",0,0,0,0,1
"AC006427.1",0,0,0,0,1
"AC006427.2",0,0,0,0,1
"AC006445.6",0,0,0,0,1
"AC006445.7",1.70112,1.70112,0,0,2.70112
"AC006455.1",0,0,0,0,1
"AC006461.2",0,0,0,0,1
"AC006465.3",100.24133,100.24133,96.95117,96.95117,1.0335897978554
"AC006465.4",0,0,0,0,1
"AC006466.5",0,0,0,0,1
"AC006483.5",0,0,0,0,1
"AC006486.1",0.2282,0.2282,0.27931,0.27931,0.960048776293471
"AC006499.1",0,0,0,0,1
"AC006499.2",0,0,0,0,1
"AC006499.3",0,0,0,0,1
"AC006499.4",0,0,0,0,1
"AC006499.5",0,0,0,0,1
"AC006499.6",0,0,0,0,1
"AC006499.7",0,0,0,0,1
"AC006499.8",0,0,0,0,1
"AC006509.4",0,0,0,0,1
"AC006509.7",0,0,0,0,1
"AC006538.4",0,0,0,0,1
"AC006539.2",0,0,0,0,1
"AC006547.14",3.54745,3.54745,0.80689,0.80689,2.51672763698952
"AC006548.19",0,0,0,0,1
"AC006548.20",0,0,0,0,1
"AC006946.12",0,0,0,0,1
"AC006946.15",1.92931,1.92931,0.71379,0.71379,1.70925842722854
"AC006960.5",0,0,0,0,1
"AC006978.6",4.39801,4.39801,7.47927,7.47927,0.636612585753255
"AC006987.4",0,0,0,0,1
"AC006987.5",0,0,0,0,1
"AC006987.6",0,0,0,0,1
"AC006987.7",0,0,0,0,1
"AC006989.2",0,0,0,0,1
"AC006994.1",0,0,0.37241,0.37241,0.728645229924002
"AC006995.8",0,0,0,0,1
"AC007000.10",0,0,0,0,1
"AC007000.11",161.70967,161.70967,54.12383,54.12383,2.95171199098466
"AC007000.12",0.6431,0.6431,0,0,1.6431
"AC007014.1",0,0,0,0,1
"AC007016.3",0,0,0,0,1
"AC007040.10",0,0,0,0,1
"AC007041.2",0,0,0.18621,0.18621,0.843021050235624
"AC007050.18",0.47714,0.47714,0.37241,0.37241,1.07631101492994
"AC007064.22",0,0,0,0,1
"AC007064.25",0,0,0,0,1
"AC007115.3",0,0,0,0,1
"AC007136.1",0,0,0,0,1
"AC007161.5",0,0,0,0,1
"AC007163.10",0,0,0,0,1
"AC007163.11",0,0,0,0,1
"AC007163.4",1.01652,1.01652,0.24827,0.24827,1.61545178527081
"AC007163.8",0.97503,0.97503,0,0,1.97503
"AC007163.9",0,0,0,0,1
"AC007189.2",0,0,0,0,1
"AC007229.3",1.0995,1.0995,0,0,2.0995
"AC007237.2",0,0,0,0,1
"AC007238.1",0,0,0,0,1
"AC007241.3",0,0,0,0,1
"AC007242.3",0,0,0,0,1
"AC007248.6",0,0,0,0,1
"AC007248.7",0,0,0,0,1
"AC007253.1",0,0,0,0,1
"AC007256.5",0,0,0.06207,0.06207,0.941557524456957
"AC007272.1",0,0,47.45145,47.45145,0.0206392171957702
"AC007272.2",0.31118,0.31118,0.31034,0.31034,1.00064105499336
"AC007272.3",2.17826,2.17826,0,0,3.17826
"AC007274.2",0,0,0,0,1
"AC007274.5",0,0,0,0,1
"AC007276.5",1.74261,1.74261,2.01723,2.01723,0.9089827424492
"AC007279.2",0.37342,0.37342,0,0,1.37342
"AC007282.6",0,0,0,0,1
"AC007283.4",0,0,0,0,1
"AC007308.1",1.53515,1.53515,0.74482,0.74482,1.45295789823592
"AC007312.3",0,0,0,0,1
"AC007316.3",0,0,0,0,1
"AC007318.5",0.70534,0.70534,0.24827,0.24827,1.36616276927267
"AC007322.1",0,0,0,0,1
"AC007322.3",0,0,0,0,1
"AC007322.5",0,0,0,0,1
"AC007322.7",0,0,0,0,1
"AC007327.6",0,0,0,0,1
"AC007347.1",54.08302,54.08302,40.56184,40.56184,1.32532679015174
"AC007362.1",3.73416,3.73416,2.73102,2.73102,1.26886481444752
"AC007365.4",0,0,0,0,1
"AC007383.6",0,0,0,0,1
"AC007386.3",0,0,0,0,1
"AC007387.2",0,0,0,0,1
"AC007389.1",0,0,0,0,1
"AC007389.2",0,0,0,0,1
"AC007389.4",0,0,0,0,1
"AC007390.4",0,0,0,0,1
"AC007390.5",108.29051,108.29051,77.33749,77.33749,1.39512396937916
"AC007394.3",0,0,0,0,1
"AC007395.4",0,0,0,0,1
"AC007401.1",0,0,0,0,1
"AC007401.2",0,0,0,0,1
"AC007405.2",0.12447,0.12447,0,0,1.12447
"AC007405.7",5.22782,5.22782,3.04136,3.04136,1.5410208444682
"AC007431.1",0,0,0,0,1
"AC007551.2",0,0,0,0,1
"AC007556.2",0,0,0,0,1
"AC007557.1",0,0,0.93103,0.93103,0.517858345028301
"AC007559.1",0,0,0,0,1
"AC007560.1",0,0,0,0,1
"AC007562.1",0,0,0,0,1
"AC007563.4",1.45217,1.45217,0,0,2.45217
"AC007566.11",0.2282,0.2282,0,0,1.2282
"AC007568.1",0.89205,0.89205,0,0,1.89205
"AC007618.3",2.71764,2.71764,1.58275,1.58275,1.43941148001162
"AC007663.1",0,0,0.43448,0.43448,0.697116725224472
"AC007677.2",0,0,0,0,1
"AC007679.1",0,0,0,0,1
"AC007679.4",0,0,0,0,1
"AC007690.1",0.26969,0.26969,0.15517,0.15517,1.09913692356969
"AC007731.1",0.20745,0.20745,0.12414,0.12414,1.07410998630064
"AC007742.3",0,0,0,0,1
"AC007742.7",0,0,0,0,1
"AC007742.8",0,0,0,0,1
"AC007790.4",0,0,0,0,1
"AC007842.1",0.31118,0.31118,1.9862,1.9862,0.439079766927868
"AC007875.2",0,0,2.54481,2.54481,0.282102566851256
"AC007875.3",0.76758,0.76758,0.77586,0.77586,0.995337470296082
