"Hs_symbol","Spinal_cord","dHs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","FoldChange"
"ARHGAP19",17.84473,17.84473,1.766451,1.168334,1.881288,1.60535766666667,89,73,67,7.23306831960244
"ARHGAP20",0.77586,0.77586,2.909489,3.101118,3.076489,3.029032,235,258,158,0.440765920945776
"ARHGAP21",131.64753,131.64753,182.906613,160.603612,206.856941,183.455722,2556,2356,1958,0.719129385425083
"ARHGAP22",121.28207,121.28207,31.467178,30.619161,66.307974,42.7981043333333,379,402,499,2.79194891791093
"ARHGAP23",80.40989,80.40989,18.572422,28.203431,25.251747,24.0092,406,592,391,3.25519768725109
"ARHGAP24",42.70321,42.70321,2.722132,4.268839,3.935037,3.64200266666667,143,180,139,9.41473177381486
"ARHGAP25",6.61031,6.61031,0,0.086182,0,0.0287273333333333,0,1,0,7.39779118665069
"ARHGAP26",23.39987,23.39987,4.380761,4.155729,3.784074,4.10685466666667,335,409,278,4.77786653285088
"ARHGAP27",32.0274,32.0274,15.974698,8.778011,4.804131,9.85228,54,80,47,3.04336047355947
"ARHGAP28",0.86896,0.86896,9.470463,10.112889,12.50464,10.6959973333333,446,517,450,0.159794838074518
"ARHGAP29",4.93445,4.93445,1.060588,1.115111,1.245125,1.14027466666667,74,77,60,2.77275159699129
"ARHGAP30",5.12066,5.12066,0.155368,0.088119,0.027356,0.090281,8,5,1,5.61383716674876
"ARHGAP31",14.64819,14.64819,0.468233,0.642933,0.659765,0.590310333333333,13,30,31,9.83970843426576
"ARHGAP32",3.10343,3.10343,10.109926,8.349542,6.987008,8.48215866666667,765,793,677,0.432752724801483
"ARHGAP33",110.07869,110.07869,287.225587,190.061864,369.910575,282.399342,1056,1235,1104,0.391951121749605
"ARHGAP35",18.58955,18.58955,31.134036,35.192319,35.654872,33.9937423333333,3405,3885,2647,0.559801515751002
"ARHGAP36",1.70689,1.70689,19.183251,33.224968,72.417421,41.6085466666667,576,953,1082,0.0635292731567782
"ARHGAP39",19.70678,19.70678,14.510412,10.759074,9.820614,11.6967,468,538,316,1.63087888979026
"ARHGAP4",62.50309,62.50309,1.089274,1.438728,3.003957,1.84398633333333,13,24,11,22.3289012523384
"ARHGAP40",1.45861,1.45861,0,0.040334,0,0.0134446666666667,0,1,0,2.42599332836458
"ARHGAP42",4.22067,4.22067,0.088511,0.87669,0.923365,0.629522,6,37,18,3.20380455127332
"ARHGAP44",8.5034,8.5034,12.922214,14.446431,14.476658,13.9484343333333,552,689,440,0.635745509401509
"ARHGAP5",35.81359,35.81359,15.798342,15.156774,17.833689,16.262935,588,758,551,2.13252207692377
"ARHGAP6",4.09653,4.09653,0.684542,0.993006,1.104587,0.927378333333333,45,68,45,2.64428104843626
"ARHGAP8",5.83445,5.83445,5.928541,4.279113,1.918339,4.04199766666667,54,47,27,1.3555043956453
"ARHGAP9",23.3378,23.3378,0.282399,0.697478,0,0.326625666666667,1,6,0,18.345642340203
"ARHGDIA",403.13564,403.13564,850.488891,1030.435175,1012.392609,964.438891666667,2106,2967,1908,0.418603024477632
"ARHGDIB",68.43065,68.43065,1.661308,1.661877,1.168613,1.497266,12,13,6,27.8026649944379
"ARHGDIG",232.01248,232.01248,69.652368,97.966578,97.992063,88.537003,586,857,587,2.60241545051491
"ARHGEF1",51.33074,51.33074,23.269552,31.439428,41.924966,32.2113153333333,306,441,281,1.57569007655282
"ARHGEF10",33.11361,33.11361,6.004299,5.080429,5.95296,5.67922933333333,160,177,138,5.10741708324833
"ARHGEF10L",18.34128,18.34128,20.524882,23.350511,30.509121,24.794838,796,951,734,0.749812036036047
"ARHGEF11",13.12751,13.12751,32.075427,51.139624,54.408161,45.874404,1518,1938,1572,0.301390712082441
"ARHGEF12",12.16545,12.16545,26.710242,22.272149,25.957672,24.980021,3021,2859,2123,0.506752862132021
"ARHGEF15",5.67928,5.67928,0.282621,3.407049,5.451636,3.047102,13,32,20,1.65038588105761
"ARHGEF16",5.77238,5.77238,1.499808,1.391981,0.553485,1.14842466666667,47,41,13,3.15225388400866
"ARHGEF17",11.82407,11.82407,24.738305,30.387151,31.475162,28.8668726666667,841,1080,712,0.429374382216873
"ARHGEF18",11.88614,11.88614,7.86098,9.236953,8.707331,8.60175466666667,303,335,235,1.34206095108172
"ARHGEF19",1.45861,1.45861,0.650018,0.439802,0.553362,0.547727333333333,16,7,10,1.58852915952896
"ARHGEF2",149.27502,149.27502,16.630771,16.094535,16.941765,16.5556903333333,210,240,183,8.55990377744758
"ARHGEF25",29.54466,29.54466,49.791791,40.430754,76.290766,55.504437,402,451,340,0.540570999760603
"ARHGEF26",9.34133,9.34133,0.099107,0.148187,0.451613,0.232969,5,7,12,8.38733982768423
"ARHGEF28",2.73102,2.73102,2.534856,4.193081,4.659389,3.79577533333333,142,209,91,0.777980564282758
"ARHGEF3",11.762,11.762,7.300491,6.603031,6.557504,6.820342,282,300,195,1.63189794001337
"ARHGEF33",2.54481,2.54481,2.09418,1.118763,0.973304,1.39541566666667,27,40,24,1.47983084912055
"ARHGEF35",0.31034,0.31034,0.235571,0.349971,0.360591,0.315377666666667,8,13,8,0.996170174700143
"ARHGEF37",47.88594,47.88594,0.787002,1.896572,1.244155,1.309243,25,65,33,21.1696820126769
"ARHGEF38",3.47584,3.47584,0.524415,0.839082,0.538791,0.634096,6,3,3,2.73903124418639
"ARHGEF39",8.22409,8.22409,0.551528,0.66055,0.816662,0.676246666666667,26,19,20,5.50282376897593
"ARHGEF4",47.45145,47.45145,39.402748,44.596645,51.280574,45.0933223333333,677,912,567,1.05115985455796
"ARHGEF40",22.99642,22.99642,14.50655,12.00803,17.762191,14.7589236666667,437,485,418,1.52271947675953
"ARHGEF5",1.48965,1.48965,0.562964,0.572877,0.693134,0.609658333333333,40,47,27,1.54669469193773
"ARHGEF6",15.05164,15.05164,3.097852,2.572014,2.160656,2.610174,198,178,98,4.44622336762716
"ARHGEF7",27.74467,27.74467,46.048405,55.560129,64.547386,55.3853066666667,2502,2876,2250,0.509790080063411
"ARHGEF9",17.44128,17.44128,45.633375,49.418741,49.48729,48.179802,1887,2031,1345,0.374976702834224
"ARID1A",14.05854,14.05854,33.334383,34.955646,47.322596,38.5375416666667,1848,2021,1799,0.380866876523473
"ARID1B",10.27236,10.27236,43.395322,52.246382,48.967004,48.2029026666667,1317,1669,1340,0.229099491880926
"ARID2",15.45508,15.45508,3.340167,4.556732,4.540585,4.145828,262,303,251,3.19775165434989
"ARID3A",2.35861,2.35861,7.244567,8.37717,8.470683,8.03080666666667,367,326,319,0.371905868874025
"ARID3B",3.22757,3.22757,31.721925,23.539178,32.710614,29.3239056666667,902,823,677,0.139413769666456
"ARID3C",0.27931,0.27931,0.321166,0.226955,0.546898,0.365006333333333,5,4,6,0.937219094709939
"ARID4A",7.29306,7.29306,9.569343,15.821847,9.669371,11.6868536666667,398,400,288,0.653673496825231
"ARID4B",26.06882,26.06882,7.763678,11.642403,12.867198,10.7577596666667,383,469,333,2.30220898941661
"ARID5A",22.99642,22.99642,2.13457,3.197565,2.12474,2.485625,57,92,38,6.88439519454904
"ARID5B",3.69308,3.69308,1.796954,2.417686,3.54955,2.58806333333333,179,264,256,1.30797022349104
"ARIH1",44.5032,44.5032,89.426606,87.229197,75.342062,83.9992883333333,1308,1481,1126,0.535336246834851
"ARIH2",198.37129,198.37129,41.06642,46.262237,41.571337,42.9666646666667,992,980,725,4.53460119186965
"ARL1",33.42395,33.42395,30.90313,42.553985,34.966744,36.1412863333333,449,558,343,0.926837850769466
"ARL10",11.04821,11.04821,19.80888,21.174856,26.407395,22.4637103333333,2114,2040,1463,0.513482728385199
"ARL11",0.65172,0.65172,0,0.058996,0.030135,0.0297103333333333,0,3,1,1.60406276069225
"ARL13A",0,0,0.590793,0.222647,1.248104,0.687181333333333,4,3,4,0.592704518621195
"ARL13B",10.52063,10.52063,2.800975,3.774571,3.452937,3.34282766666667,81,75,58,2.65279464999878
"ARL14",0,0,0,0,0,0,0,0,0,1
"ARL14EP",8.4103,8.4103,22.669284,17.701451,22.788098,21.0529443333333,229,264,199,0.426713995998085
"ARL15",58.31346,58.31346,9.384082,11.352053,11.529831,10.755322,318,368,308,5.0456686767066
"ARL16",43.29286,43.29286,27.029611,34.843489,41.60101,34.49137,258,328,260,1.24798958169268
"ARL17A",16.51025,16.51025,10.339244,7.50807,10.664456,9.50392333333333,378,371,307,1.66701997380661
"ARL2",289.48801,289.48801,190.838163,216.497694,256.60468,221.313512333333,364,468,332,1.30665926218847
"ARL2BP",26.22399,26.22399,50.880611,39.072962,50.093925,46.6824993333333,720,768,636,0.570943016423818
"ARL2BPP10",1.27241,1.27241,0,0,0,0,0,0,0,2.27241
"ARL2BPP5",0,0,0,0,0,0,0,0,0,1
"ARL2BPP6",0,0,0,0,0,0,0,0,0,1
"ARL3",53.75142,53.75142,17.710103,17.142928,20.127852,18.326961,898,946,725,2.83290373483964
"ARL4A",7.19996,7.19996,6.08577,7.961145,8.98829,7.67840166666667,142,152,137,0.944869840663824
"ARL4C",10.33442,10.33442,44.096828,41.520232,37.720965,41.112675,2205,2291,1337,0.269145097052135
"ARL4D",2.14137,2.14137,1.80712,3.479538,4.414542,3.23373333333333,34,72,59,0.741985796617643
"ARL5A",24.29986,24.29986,10.458351,12.936593,10.671108,11.3553506666667,370,445,353,2.04768449577527
"ARL5AP3",0.96206,0.96206,0,0,0,0,0,0,0,1.96206
"ARL5B",2.32757,2.32757,6.453951,6.896376,7.091271,6.813866,599,674,474,0.42585450019235
"ARL5C",0.12414,0.12414,0.285185,0,0,0.0950616666666667,2,0,0,1.02655406012142
"ARL6",5.49307,5.49307,18.193738,22.858328,19.831327,20.2944643333333,362,424,293,0.304918212468771
"ARL6IP1",93.28913,93.28913,138.099547,179.185316,142.384977,153.22328,3570,4195,2910,0.611380655371874
"ARL6IP4",235.24004,235.24004,62.6373,67.186215,78.852364,69.5586263333333,405,503,369,3.34813831102598
"ARL6IP5",79.44783,79.44783,90.410701,84.766369,83.350437,86.1758356666667,1967,2171,1503,0.922822584776905
"ARL6IP6",29.23432,29.23432,7.823822,3.780046,6.998025,6.200631,57,46,47,4.19884312916465
"ARL8A",181.92311,181.92311,176.138208,197.509744,190.632437,188.093463,1301,1619,1130,0.967368766206371
"ARL8B",62.03758,62.03758,126.209914,130.343973,100.01918,118.857689,1443,1711,1216,0.525936888371008
"ARL9",0.93103,0.93103,1.627968,1.054962,0.582659,1.08852966666667,28,19,7,0.924588254990872
"ARMC1",14.08958,14.08958,13.853967,13.792088,18.117314,15.2544563333333,529,561,443,0.928334955691843
"ARMC10",33.17567,33.17567,26.005641,29.169046,25.846402,27.0070296666667,495,539,337,1.22025328664807
"ARMC12",2.01723,2.01723,2.295526,1.224656,3.036628,2.18560333333333,15,13,21,0.947145543335067
"ARMC2",3.81722,3.81722,5.421471,5.837662,10.060196,7.106443,50,56,61,0.594245836305763
"ARMC3",1.48965,1.48965,0.062745,0.087005,0.134808,0.0948526666666667,2,3,3,2.27395893146049
"ARMC4",3.32067,3.32067,3.735048,2.567774,4.378042,3.560288,53,51,58,0.947455511581725
"ARMC5",10.70684,10.70684,6.12864,6.299397,7.317711,6.581916,160,204,161,1.54404770509196
"ARMC6",37.36531,37.36531,34.563628,30.899737,31.546317,32.3365606666667,350,378,295,1.15084787490875
"ARMC7",6.39307,6.39307,4.07399,5.068382,7.045995,5.39612233333333,96,129,96,1.15586751076837
"ARMC8",27.03088,27.03088,127.400159,135.889182,189.404033,150.897791333333,701,757,562,0.18453777210287
"ARMC9",4.53101,4.53101,33.670991,38.928129,39.157149,37.2520896666667,464,510,354,0.144593669213836
"ARMCX1",9.86891,9.86891,35.874819,36.362554,32.858618,35.031997,956,1047,625,0.301646061970975
"ARMCX2",87.23744,87.23744,360.452525,503.984529,460.305248,441.580767333333,1283,1470,914,0.199370254002798
"ARMCX3",29.82397,29.82397,80.622506,84.973906,80.208497,81.9349696666667,2828,3012,2026,0.371664330786978
"ARMCX4",46.52043,46.52043,11.699373,10.144203,10.751078,10.8648846666667,844,847,551,4.00513206280921
"ARMCX5",8.16202,8.16202,5.809783,7.313784,7.802598,6.97538833333333,206,261,185,1.14878669439921
"ARMCX6",38.07909,38.07909,29.086243,33.039716,25.204897,29.1102853333333,242,293,137,1.29786515030921
"ARMS2",0,0,0,0.22472,0,0.0749066666666667,0,2,0,0.930313329529386
"ARNT",10.11718,10.11718,8.86388,8.25005,11.075247,9.39639233333333,311,332,258,1.06933055655813
"ARNT2",33.64119,33.64119,40.064569,46.509495,50.631261,45.7351083333333,2361,2662,1907,0.741224129682664
"ARNTL",21.69298,21.69298,9.447034,10.257034,15.368661,11.6909096666667,103,101,82,1.78812871543829
"ARNTL2",1.14827,1.14827,7.414426,8.539712,8.166975,8.040371,289,376,192,0.237630734402382
"ARPC1A",66.38238,66.38238,68.52135,68.956698,80.398988,72.6256786666667,1076,1226,834,0.915202158000708
"ARPC1B",79.94437,79.94437,26.839616,26.758277,18.58579,24.0612276666667,175,212,101,3.2298645172783
"ARPC2",267.54676,267.54676,442.836838,442.536323,458.177681,447.850280666667,1993,2117,1485,0.598299191438922
"ARPC3",194.08855,194.08855,314.617798,292.365016,285.521648,297.501487333333,1029,1068,747,0.653559725088226
"ARPC4",131.39925,131.39925,99.170648,107.633513,102.907656,103.237272333333,1032,1216,851,1.27017185922334
"ARPC5",89.81328,89.81328,86.418914,91.761675,84.998971,87.72652,1698,1770,1303,1.02351901100145
"ARPC5L",31.12741,31.12741,27.638454,24.673856,27.929685,26.7473316666667,433,426,307,1.15785583947141
"ARPP19",436.40442,436.40442,644.801863,731.394478,634.826646,670.340995666667,3719,4213,3239,0.651538372933178
"ARPP21",21.01023,21.01023,8.971271,10.076665,13.253615,10.7671836666667,74,155,141,1.87047560601516
"ARR3",0,0,0,0.429216,0.33149,0.253568666666667,0,2,1,0.797722555286162
"ARRB1",15.79646,15.79646,71.467731,57.064261,65.732964,64.7549853333333,2482,2652,1832,0.255440099558281
"ARRB2",92.38913,92.38913,28.693095,36.188394,49.49243,38.1246396666667,421,541,450,2.38696460326932
"ARRDC1",30.01017,30.01017,23.851207,25.840657,27.364173,25.6853456666667,316,334,269,1.16206739037057
"ARRDC2",32.77223,32.77223,0.0673,0.48325,0.34006,0.29687,2,7,5,26.0413379907007
"ARRDC3",25.66537,25.66537,11.700604,20.359528,26.842047,19.6340596666667,404,636,472,1.29229877352137
"ARRDC4",144.99228,144.99228,2.78584,2.242963,3.770962,2.933255,146,128,140,37.1174205587993
"ARRDC5",0.37241,0.37241,0,0.092657,0,0.0308856666666667,0,2,0,1.33129215428675
"ARSA",32.80326,32.80326,17.596055,16.78295,18.383747,17.587584,404,484,368,1.81859352996064
"ARSB",7.26203,7.26203,9.178617,7.715158,8.281535,8.39177,483,454,340,0.879709575511325
"ARSD",7.94478,7.94478,13.963515,9.59212,7.758988,10.4382076666667,333,411,269,0.782008882918516
"ARSF",0.49655,0.49655,0.147896,0.201278,0.155006,0.16806,4,6,3,1.28122699176412
"ARSG",3.87929,3.87929,3.118075,4.475787,3.580229,3.724697,82,112,71,1.03272019348542
"ARSH",0,0,0,0.028826,0,0.00960866666666667,0,1,0,0.990482781117172
"ARSI",7.04479,7.04479,0.478381,1.143082,0.084005,0.568489333333333,12,22,1,5.12900523391084
"ARSJ",0.62069,0.62069,0.72796,0.329521,0.781771,0.613084,7,8,6,1.00471519152133
"ARSK",1.83102,1.83102,3.186053,4.787264,4.415997,4.12977133333333,110,127,81,0.551880350222239
"ART1",0,0,0,0,0,0,0,0,0,1
"ART3",19.14817,19.14817,1.961402,0.160556,1.570863,1.23094033333333,5,3,4,9.03124556894619
"ART4",0.24827,0.24827,0,0.102991,0,0.0343303333333333,0,4,0,1.20683882099561
"ART5",2.29654,2.29654,0.11737,0.140982,0.109878,0.122743333333333,1,2,1,2.93614747211443
"ARTN",1.48965,1.48965,2.162562,0.900377,1.577751,1.54689666666667,12,9,8,0.977522972401707
"ARV1",32.52395,32.52395,16.009733,17.418672,16.151009,16.5264713333333,202,227,155,1.91276095241381
"ARVCF",19.64472,19.64472,52.625731,42.169934,61.332081,52.042582,734,964,741,0.389210314083127
"ARX",0.12414,0.12414,0.034237,0.029057,0,0.021098,1,1,0,1.10091293881684
"AS3MT",12.22752,12.22752,2.384377,3.29788,2.844254,2.84217033333333,74,95,56,3.44272087190998
"ASAH1",197.68853,197.68853,91.925264,95.381205,76.92847,88.078313,1483,1642,987,2.23049273508357
"ASAH2",0.18621,0.18621,6.209538,5.300752,10.103781,7.20469033333333,87,79,65,0.144577059195125
"ASAH2B",0.55862,0.55862,4.130143,5.362587,6.862757,5.451829,237,328,241,0.24157800834461
"ASAP1",13.31372,13.31372,42.032687,40.456521,59.875136,47.4547813333333,1509,1587,1644,0.295403665151889
"ASAP2",6.92065,6.92065,13.09879,11.749237,11.258875,12.035634,504,574,450,0.60761524909337
"ASAP3",18.15507,18.15507,8.711156,10.556942,11.267198,10.178432,194,223,246,1.71357396099918
"ASB1",122.39931,122.39931,21.066094,20.357392,30.409773,23.9444196666667,748,893,669,4.94697057093291
"ASB10",0,0,0,0,0,0,0,0,0,1
"ASB11",0.24827,0.24827,0.031678,0,0,0.0105593333333333,1,0,0,1.23522682817898
"ASB12",0.37241,0.37241,0.411434,0.877471,0.869533,0.719479333333333,6,14,9,0.798154402553641
"ASB13",46.95491,46.95491,15.580938,14.098456,18.737139,16.1388443333333,332,351,273,2.79802471317932
"ASB14",0.43448,0.43448,0.431257,0.591741,0.304575,0.442524333333333,18,16,9,0.994423433180677
"ASB15",0,0,0,0.046284,0,0.015428,0,1,0,0.98480640675656
"ASB16",2.11033,2.11033,0.426599,0.743401,1.098959,0.756319666666667,10,21,19,1.77093615645899
"ASB17",0,0,0,0,0,0,0,0,0,1
"ASB18",0.0931,0.0931,0.062912,0.426757,0.029514,0.173061,3,4,1,0.931835599342234
"ASB2",3.13446,3.13446,0.236047,0.173226,0.337447,0.248906666666667,6,5,6,3.31046355212025
"ASB3",23.46194,23.46194,9.162011,9.59006,9.976289,9.57612,225,251,178,2.31294085165448
"ASB4",2.60688,2.60688,0.085474,0.046593,0.177059,0.103042,3,3,5,3.26993895064739
"ASB5",3.47584,3.47584,0,0.258936,0,0.086312,0,2,0,4.12021592323384
"ASB6",8.47237,8.47237,14.120426,15.595042,17.174017,15.6298283333333,689,822,586,0.569601189509172
"ASB7",2.42068,2.42068,2.98231,2.67385,2.290294,2.648818,160,178,106,0.937476190919909
"ASB8",15.88957,15.88957,62.165784,51.096893,38.867723,50.7101333333333,401,469,347,0.326620120878951
"ASB9",2.04826,2.04826,0.051522,0,0,0.017174,1,0,0,2.99679307571763
"ASCC1",37.36531,37.36531,39.806073,48.686514,48.778774,45.7571203333333,347,384,267,0.820523371124916
"ASCC2",59.05829,59.05829,72.927393,103.854009,75.355685,84.0456956666667,356,414,277,0.706188473493075
"ASCC3",5.61721,5.61721,11.609217,14.449992,12.590036,12.8830816666667,410,544,364,0.476638412052848
"ASCL1",13.59303,13.59303,0.199936,0.329542,0.755946,0.428474666666667,6,11,16,10.2158129510639
"ASCL2",1.0862,1.0862,0,0,0,0,0,0,0,2.0862
"ASCL3",0,0,0,0,0,0,0,0,0,1
"ASCL4",0,0,0,0.033265,0.053317,0.0288606666666667,0,1,1,0.971948906589878
"ASF1A",11.51373,11.51373,15.158996,16.952883,16.130243,16.0807073333333,428,457,347,0.732623641152098
"ASF1B",0.86896,0.86896,0,0.190416,0.41282,0.201078666666667,0,1,6,1.55606793449
"ASGR1",6.20686,6.20686,15.532594,12.829998,15.73528,14.6992906666667,188,180,127,0.459056409172797
"ASGR2",2.85516,2.85516,0,0,0,0,0,0,0,3.85516
"ASH1L",9.34133,9.34133,11.521111,9.70258,15.62679,12.2834936666667,748,763,646,0.778509800170291
"ASH2L",29.11018,29.11018,29.025098,41.297175,38.184952,36.169075,530,632,421,0.810086880020555
"ASIC1",9.18615,9.18615,52.077446,47.286657,68.769362,56.0444883333333,1529,1840,1397,0.17856501649166
"ASIC2",6.17583,6.17583,20.388016,14.689091,13.506997,16.1947013333333,500,424,232,0.417327981503759
"ASIC3",42.45493,42.45493,11.031016,8.403229,12.420028,10.618091,97,83,80,3.74028142833448
"ASIC4",4.87239,4.87239,9.159111,3.026076,6.698549,6.29457866666667,222,120,120,0.805034844141786
"ASIC5",0,0,0,0.04494,0,0.01498,0,1,0,0.985241088494355
"ASIP",1.89309,1.89309,0.233265,0.20226,0.336969,0.257498,1,1,1,2.30067165116764
"ASL",33.67222,33.67222,64.497945,46.14841,114.898106,75.181487,222,289,192,0.45512658475674
"ASMT",0,0,0.194925,0.33369,0.132798,0.220471,3,4,1,0.819355806078145
"ASMTL",0,0,18.614265,18.632831,20.78935,19.345482,452,495,361,0.0491509613780593
"ASNS",24.45503,24.45503,144.438599,121.644094,120.766944,128.949879,1835,1760,1124,0.195883445185817
"ASNSD1",16.60335,16.60335,16.073297,16.053362,18.998001,17.0415533333333,499,534,401,0.975711440958705
"ASNSP1",0,0,0.06458,0.059527,0.090851,0.0716526666666667,1,1,1,0.933138162302587
"ASNSP3",0,0,0.065804,0.060938,0.092863,0.0732016666666667,1,1,1,0.931791322227416
"ASPA",42.45493,42.45493,0.149531,0.174855,0.103139,0.142508333333333,11,14,5,38.034672248926
"ASPDH",22.74815,22.74815,1.155274,0.407646,0,0.520973333333333,1,2,0,15.6137845940757
"ASPG",0.65172,0.65172,0.016113,0.028187,0.771507,0.271935666666667,1,2,1,1.29858769062481
"ASPH",29.91707,29.91707,20.826592,24.50224,26.010855,23.7798956666667,392,529,354,1.247667480763
"ASPHD1",190.42651,190.42651,41.418446,49.884348,50.869217,47.3906703333333,487,573,336,3.9558557193232
"ASPHD2",2.11033,2.11033,9.207494,8.200895,8.899732,8.76937366666667,403,395,276,0.318375579246448
"ASPM",0.27931,0.27931,0.079523,0.055699,0.30646,0.147227333333333,7,4,23,1.11513207786193
"ASPN",1.24137,1.24137,0,0.258936,0.293004,0.18398,0,1,6,1.89308096420548
"ASPRV1",5.36894,5.36894,1.380103,1.752469,2.045519,1.72603033333333,38,53,40,2.33634230775862
"ASPSCR1",80.6892,80.6892,15.518562,17.650234,19.380759,17.5165183333333,194,252,156,4.41169330699409
"ASRGL1",82.89263,82.89263,33.848833,33.91554,39.838385,35.867586,458,465,349,2.27551188190081
"ASS1",43.85148,43.85148,10.771104,24.654832,11.913762,15.7798993333333,69,150,47,2.672929027107
"ASS1P1",0,0,0,0,0,0,0,0,0,1
"ASS1P10",0.15517,0.15517,0,0,0,0,0,0,0,1.15517
"ASS1P11",0.34138,0.34138,0,0,0,0,0,0,0,1.34138
"ASS1P12",0,0,0,0,0,0,0,0,0,1
"ASS1P2",0,0,0.214853,0.196354,0.201791,0.204332666666667,3,3,2,0.830335361381324
"ASS1P4",0,0,0,0,0,0,0,0,0,1
"ASS1P5",0,0,0,0,0,0,0,0,0,1
"ASS1P6",0,0,0,0,0,0,0,0,0,1
"ASS1P7",0,0,0,0,0,0,0,0,0,1
"ASS1P9",0,0,0,0,0,0,0,0,0,1
"ASTE1",6.79651,6.79651,3.580495,10.185059,13.414008,9.059854,83,92,56,0.775012241728359
"ASTL",0.15517,0.15517,0,0,0.095829,0.031943,0,0,1,1.11941260321549
"ASTN1",8.56547,8.56547,27.440957,25.35734,30.588493,27.7955966666667,2654,2680,2100,0.332185163958517
"ASTN2",24.29986,24.29986,29.459824,23.836238,25.358822,26.2182946666667,1381,1269,892,0.929516720640985
"ASXL1",26.03778,26.03778,44.495254,40.970623,49.157368,44.874415,1562,1505,1256,0.589386916432613
"ASXL2",2.11033,2.11033,6.618727,4.716243,1.412052,4.24900733333333,214,212,159,0.592555849607627
"ASXL3",1.52068,1.52068,8.530708,8.138775,11.455953,9.37514533333333,1138,1283,1217,0.242953705130428
"ASZ1",0.15517,0.15517,0,0.02902,0,0.00967333333333333,0,1,0,1.14410271308872
"ATAD1",17.81369,17.81369,59.464258,58.784976,54.628584,57.6259393333333,1885,2097,1415,0.32091067902605
"ATAD2",2.63792,2.63792,2.189967,1.105185,1.856254,1.71713533333333,82,78,68,1.33888067898961
"ATAD2B",2.48274,2.48274,3.435659,2.724058,3.486112,3.21527633333333,209,179,152,0.826218668621883
"ATAD3A",14.18268,14.18268,13.660602,15.816526,25.266972,18.2480333333333,257,321,205,0.788791235814568
"ATAD3B",13.43785,13.43785,11.037047,16.838901,14.296565,14.0575043333333,183,250,167,0.958847474347951
"ATAD3C",19.39644,19.39644,1.605021,0.61567,0.39486,0.871850333333333,31,8,10,10.8964053571947
"ATAD5",0.55862,0.55862,0.660738,0.789299,0.654474,0.701503666666667,58,62,40,0.916025060970581
"ATAT1",22.40677,22.40677,45.341892,45.186396,62.149913,50.8927336666667,998,1104,898,0.45106064657055
"ATCAY",9.80684,9.80684,129.027721,141.088736,147.7472,139.287885666667,4274,4592,3469,0.0770333086755457
"ATE1",23.05849,23.05849,25.324591,39.799921,41.226691,35.450401,609,626,524,0.660033616639773
"ATF1",12.56889,12.56889,5.428652,7.029675,5.580159,6.01282866666667,52,67,43,1.93486689108712
"ATF2",13.43785,13.43785,22.709395,27.872182,28.197035,26.2595373333333,927,1079,799,0.529643985642603
"ATF3",41.4308,41.4308,6.365672,9.840753,5.270859,7.15909466666667,71,146,46,5.20042991697935
"ATF4",226.79871,226.79871,1235.671563,1334.310245,1319.215381,1296.399063,1635,2163,1427,0.175581065607722
"ATF5",18.34128,18.34128,60.514076,129.467863,99.432221,96.4713866666667,122,202,106,0.198430335931748
"ATF6",9.86891,9.86891,6.386634,6.645287,7.169753,6.73389133333333,657,738,525,1.40536109592782
"ATF6B",70.97546,70.97546,23.623064,24.440833,30.979889,26.3479286666667,552,587,468,2.63184319650973
"ATF7",34.13774,34.13774,8.898439,8.129795,12.161916,9.73005,527,519,440,3.27470421852647
"ATF7IP",13.12751,13.12751,11.064992,12.949458,14.664026,12.8928253333333,1106,1281,1112,1.01689250825774
"ATF7IP2",8.81374,8.81374,7.230254,5.375701,6.127788,6.244581,97,90,50,1.35463182756877
"ATG10",124.85102,124.85102,7.15305,6.525186,8.588298,7.422178,114,118,83,14.9428117050008
"ATG12",29.63776,29.63776,55.970167,65.079727,67.80472,62.951538,1344,1517,1128,0.479077766667629
"ATG13",56.97899,56.97899,51.091505,68.168341,66.537928,61.9325913333333,637,813,581,0.921287186362695
"ATG14",13.40682,13.40682,4.668956,4.825546,5.838678,5.11106,296,331,263,2.35749935363096
"ATG16L1",12.25855,12.25855,25.923241,31.545746,26.913214,28.1274003333333,578,679,417,0.455191669983227
"ATG16L2",34.88256,34.88256,6.839564,10.298692,8.309177,8.48247766666667,60,85,54,3.78409116913994
"ATG2A",8.37926,8.37926,4.879584,8.281412,5.302335,6.15444366666667,230,358,220,1.31096985831323
"ATG2B",6.73444,6.73444,5.143729,7.767283,4.994263,5.968425,655,721,497,1.10992656159749
"ATG3",120.47518,120.47518,25.468586,22.961336,24.301281,24.2437343333333,313,362,240,4.81209231550171
"ATG4A",3.78619,3.78619,8.586092,8.642605,6.299086,7.84259433333333,172,169,113,0.541265359415824
"ATG4B",55.24107,55.24107,72.17921,89.628841,84.768033,82.192028,660,765,590,0.676039175292133
"ATG4C",17.06887,17.06887,0.977458,1.988116,5.356026,2.77386666666667,24,41,35,4.7878930539853
"ATG4D",28.08605,28.08605,27.755736,41.860836,49.577702,39.7314246666667,197,287,189,0.714093608019636
"ATG5",28.64467,28.64467,13.11844,15.344831,16.936075,15.1331153333333,257,319,224,1.83750437454258
