"Hs_symbol","Spinal_cord","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"ADAM9",17.25507,17.25507,71.058484,58.878118,62.020836,63.9858126666667,3410,2438,2937,0.280908543740711
"ADAMDEC1",0.40345,0.40345,0,0,0.041296,0.0137653333333333,0,0,1,1.38439336388171
"ADAMTS1",29.29639,29.29639,58.569233,141.380568,62.579103,87.5096346666667,2243,3762,2049,0.342294826027678
"ADAMTS10",7.94478,7.94478,42.167717,37.796595,30.528394,36.830902,656,454,461,0.236441097809405
"ADAMTS12",21.87919,21.87919,2.859441,10.976222,1.680552,5.17207166666667,349,1188,204,3.70688988003218
"ADAMTS13",6.54824,6.54824,8.033716,6.591312,8.465815,7.69694766666667,314,196,249,0.867918296085719
"ADAMTS14",1.73792,1.73792,1.42471,0.587428,0.773549,0.928562333333333,121,40,57,1.41966891745094
"ADAMTS15",0.68275,0.68275,17.611965,40.095153,16.907602,24.8715733333333,1580,2875,1319,0.0650424300957344
"ADAMTS16",0.43448,0.43448,38.407432,28.686978,28.018399,31.7042696666667,364,175,311,0.0438621627885509
"ADAMTS17",2.1724,2.1724,1.589791,1.49711,1.624783,1.57056133333333,80,45,50,1.23412733198093
"ADAMTS18",2.35861,2.35861,0.011209,0.177952,0.012741,0.0673006666666667,1,2,1,3.14682648001094
"ADAMTS19",0.52758,0.52758,0.180133,0.223756,0.149189,0.184359333333333,4,5,10,1.28979436983933
"ADAMTS2",2.57585,2.57585,2.426145,2.693979,2.505131,2.54175166666667,114,108,129,1.00962753364507
"ADAMTS20",0,0,0.301329,0.112757,0.27111,0.228398666666667,27,9,20,0.814067962735225
"ADAMTS3",0.03103,0.03103,0.311518,0.618834,0.46883,0.466394,30,34,23,0.703105713744055
"ADAMTS4",39.75495,39.75495,6.532971,7.047095,3.966088,5.848718,241,351,176,5.95074143803264
"ADAMTS5",0.46551,0.46551,9.333422,9.994655,11.137729,10.1552686666667,1385,1186,1450,0.1313737968839
"ADAMTS6",0.24827,0.24827,0.660235,2.234675,0.319661,1.07152366666667,44,48,29,0.602585439928195
"ADAMTS7",2.35861,2.35861,47.865694,42.976341,40.737031,43.8596886666667,3447,2438,2449,0.0748692222310415
"ADAMTS8",1.45861,1.45861,3.929698,1.378664,3.233674,2.84734533333333,189,53,134,0.639040633732212
"ADAMTS9",3.69308,3.69308,15.906889,31.515497,16.64845,21.3569453333333,1115,1769,829,0.209915975998868
"ADAMTSL1",3.87929,3.87929,28.516986,26.791015,30.129519,28.4791733333333,2165,1551,1738,0.165516513805453
"ADAMTSL2",6.5172,6.5172,0.121693,0.420352,0.182929,0.241658,7,20,9,6.05416306261467
"ADAMTSL3",5.95859,5.95859,0.847963,1.791333,1.116183,1.25182633333333,48,72,20,3.09019834122791
"ADAMTSL4",4.2517,4.2517,1.589016,2.016736,1.720831,1.77552766666667,70,68,61,1.89214471290324
"ADAMTSL5",3.28964,3.28964,3.215463,1.806809,1.858656,2.29364266666667,27,25,26,1.30239993652418
"ADAP1",155.45084,155.45084,12.000304,6.450336,13.338759,10.5964663333333,167,77,148,13.4912511710823
"ADAP2",12.04131,12.04131,0.829332,2.203443,4.074633,2.369136,11,7,13,3.87081732527271
"ADAR",49.18938,49.18938,81.262583,104.679305,79.527831,88.4899063333333,3440,3058,3093,0.560838445992488
"ADARB1",7.44823,7.44823,105.018409,174.424258,70.337136,116.593267666667,1757,1868,1443,0.0718428033137713
"ADARB2",53.87556,53.87556,1.462916,2.153002,0.868352,1.49475666666667,39,48,24,21.996357694204
"ADAT1",18.15507,18.15507,27.014364,30.208847,30.118773,29.1139946666667,245,210,212,0.636085322190843
"ADAT2",2.51378,2.51378,6.534624,5.544724,3.678619,5.25265566666667,206,149,184,0.561966016892982
"ADAT3",10.39649,10.39649,1.184894,0.938623,1.665099,1.262872,19,10,19,5.03629458493454
"ADCK1",10.45856,10.45856,8.663261,7.385662,8.66168,8.23686766666667,168,137,156,1.24052443030561
"ADCK2",21.75505,21.75505,5.161437,5.534839,5.097272,5.264516,89,65,99,3.63237159901898
"ADCK5",6.70341,6.70341,4.175554,5.241788,5.289252,4.902198,108,76,89,1.30517647832214
"ADCY1",3.81722,3.81722,3.661098,3.382841,3.704939,3.58295933333333,707,474,576,1.0511155892139
"ADCY10",0.52758,0.52758,0.053466,0.167833,0.0602,0.093833,2,3,2,1.39653859409983
"ADCY10P1",4.37584,4.37584,2.866743,2.976731,2.767627,2.870367,99,83,71,1.38897422389143
"ADCY2",158.52324,158.52324,14.593373,4.981748,9.636167,9.737096,252,113,245,14.8572053374581
"ADCY3",65.66859,65.66859,8.478605,7.57696,7.556443,7.87066933333333,116,100,113,7.51562114365816
"ADCY4",21.13436,21.13436,0.732117,2.361618,0.879664,1.32446633333333,10,24,9,9.52234054010103
"ADCY5",44.5032,44.5032,6.913004,4.761138,6.939458,6.20453333333333,315,229,233,6.31591220342747
"ADCY6",10.83097,10.83097,71.638608,61.951681,41.722674,58.4376543333333,2644,1920,1815,0.199048400087435
"ADCY7",7.35513,7.35513,3.441974,6.103553,3.220625,4.255384,163,210,102,1.58982293206357
"ADCY8",6.64134,6.64134,0.058901,0.222647,0.022424,0.101324,3,2,1,6.93832151119925
"ADCY9",4.74825,4.74825,4.428433,4.191662,3.639031,4.08637533333333,316,208,256,1.13012698106038
"ADCYAP1",2.82412,2.82412,7.110352,6.317393,10.156609,7.86145133333333,315,201,354,0.431545562476335
"ADCYAP1R1",13.71716,13.71716,2.195651,1.502736,1.773417,1.82393466666667,188,124,120,5.21157949357657
"ADD1",190.92305,190.92305,150.96491,139.708909,137.07957,142.584463,2838,2435,2477,1.33665611160171
"ADD2",11.04821,11.04821,6.548549,5.855028,6.811138,6.404905,746,441,638,1.62705801087252
"ADD3",985.92889,985.92889,97.347876,172.838369,100.827951,123.671398666667,878,926,703,7.9162414198845
"ADGB",0.24827,0.24827,0.13078,0.101871,0.27447,0.169040333333333,14,9,8,1.06777325333229
"ADH1A",0.55862,0.55862,0,0.28708,0,0.0956933333333333,0,1,0,1.42249656229845
"ADH1B",8.09995,8.09995,0.029989,0.062248,0.071387,0.0545413333333333,2,3,2,8.62929665472256
"ADH1C",1.36551,1.36551,0,0,0,0,0,0,0,2.36551
"ADH4",0.89999,0.89999,1.290315,1.367892,0.212889,0.957032,2,3,1,0.970852801589346
"ADH5",45.12388,45.12388,76.959503,86.168655,82.454942,81.8610333333333,1696,1475,1511,0.556641380689194
"ADH5P2",0,0,0,0,0,0,0,0,0,1
"ADH5P3",0,0,0,0,0.078034,0.0260113333333333,0,0,1,0.974648103302303
"ADH6",0.18621,0.18621,0.777976,0.635664,0.832316,0.748652,6,4,6,0.678356814277512
"ADH7",0.71379,0.71379,0,0.6155,0.091923,0.235807666666667,0,2,0,1.38677728438325
"ADHFE1",15.67232,15.67232,3.612077,1.660634,1.699188,2.32396633333333,46,14,26,5.01579087393484
"ADI1",49.49972,49.49972,17.326181,16.261081,19.47173,17.6863306666667,527,366,495,2.70249525713912
"ADIG",0,0,0,0,0,0,0,0,0,1
"ADIPOQ",0.49655,0.49655,0.1147,0.075441,0.114203,0.101448,8,4,7,1.35871144166588
"ADIPOR1",58.62381,58.62381,30.493186,27.281306,32.096849,29.9571136666667,837,647,861,1.92601321434564
"ADIPOR2",103.56148,103.56148,16.741018,13.05599,12.04823,13.9484126666667,661,550,612,6.99482161294361
"ADK",207.37124,207.37124,13.766121,18.841969,23.19694,18.6016766666667,259,258,321,10.6302763556111
"ADM",24.61021,24.61021,15.026798,16.142901,17.121325,16.097008,270,231,253,1.49793519427493
"ADM2",0.18621,0.18621,0.42261,0.969139,0.313733,0.568494,27,49,17,0.756273214943761
"ADNP",11.6689,11.6689,27.523905,27.482241,27.784613,27.5969196666667,1721,1428,1541,0.443016246073776
"ADNP2",4.03446,4.03446,5.877211,21.001039,6.256465,11.044905,403,362,366,0.417974238900182
"ADO",27.18605,27.18605,5.947504,6.811487,7.434627,6.731206,324,292,350,3.6457507405701
"ADORA1",48.59972,48.59972,1.750507,1.680488,2.577846,2.002947,57,33,59,16.5170147858087
"ADORA2A",8.65857,8.65857,2.003383,1.598708,1.956107,1.85273266666667,23,19,34,3.38572559316809
"ADORA2B",1.48965,1.48965,1.200438,1.212285,1.628527,1.34708333333333,29,23,33,1.06074205574294
"ADORA3",33.54809,33.54809,0,0,0,0,0,0,0,34.54809
"ADPGK",26.87571,26.87571,64.980334,66.371842,64.372561,65.241579,1304,1008,1157,0.420818924017497
"ADPRH",3.10343,3.10343,0.781045,1.206392,1.554821,1.18075266666667,42,51,53,1.88165767843457
"ADPRHL1",2.97929,2.97929,1.066431,1.419368,2.062092,1.51596366666667,81,67,74,1.58161663966796
"ADPRM",6.45514,6.45514,3.131769,4.114158,3.045369,3.430432,54,55,42,1.6827117536168
"ADRA1A",1.89309,1.89309,0.041722,0.311486,0.076231,0.143146333333333,1,2,2,2.5308133487722
"ADRA1B",0.89999,0.89999,0.436715,0.415504,0.381474,0.411231,15,11,11,1.34633522081077
"ADRA1D",0.12414,0.12414,0.242277,0.601873,0.152821,0.332323666666667,8,7,5,0.843743925087272
"ADRA2A",1.05517,1.05517,0.840648,0.260631,0.973903,0.691727333333333,46,11,45,1.21483525122843
"ADRA2B",3.0724,3.0724,0,0,0,0,0,0,0,4.0724
"ADRA2C",2.73102,2.73102,2.671014,1.643481,1.970426,2.09497366666667,64,29,35,1.20550944913802
"ADRB1",1.39654,1.39654,0,0.032684,0.059701,0.030795,0,1,2,2.32494336895309
"ADRB2",2.91722,2.91722,0,0.118423,0.095772,0.0713983333333333,0,5,4,3.65617518538857
"ADRB3",0.0931,0.0931,0,0,0,0,0,0,0,1.0931
"ADRM1",82.02367,82.02367,30.596008,35.894301,30.990759,32.4936893333333,527,475,479,2.4787854563807
"ADSL",19.1792,19.1792,98.667279,121.695775,97.760954,106.041336,657,550,593,0.188517826421748
"ADTRP",0.83793,0.83793,0.703793,1.038476,0.250741,0.664336666666667,6,11,3,1.10430181393588
"AEBP1",65.82376,65.82376,148.329282,159.399551,135.468321,147.732384666667,5113,4065,4134,0.449288567178983
"AEBP2",10.61373,10.61373,9.774554,13.114601,9.045276,10.6448103333333,223,240,178,0.997330971270149
"AEN",5.49307,5.49307,12.221923,15.814314,12.118926,13.3850543333333,605,567,501,0.45137611923746
"AFAP1",4.2517,4.2517,11.414392,18.878347,10.857382,13.716707,1185,1189,1084,0.356852929123343
"AFAP1L1",2.97929,2.97929,43.154279,28.296213,23.234102,31.5615313333333,922,621,738,0.122208318744714
"AFAP1L2",23.02746,23.02746,67.596494,68.986782,58.190006,64.9244273333333,3560,2831,2760,0.364469756840057
"AFF1",9.74477,9.74477,2.550373,4.359369,2.451292,3.12034466666667,376,455,321,2.60773572825704
"AFF2",0.93103,0.93103,1.551388,1.045382,1.283172,1.293314,221,158,196,0.842025993823785
"AFF3",26.19295,26.19295,7.025677,8.144299,5.172561,6.78084566666667,272,220,231,3.49485790683335
"AFF4",9.62064,9.62064,15.971536,21.62636,14.708176,17.4353573333333,2292,2474,1934,0.576101662038121
"AFG3L1P",23.4309,23.4309,17.475138,18.029507,14.875935,16.7935266666667,398,292,319,1.37302179931353
"AFG3L2",13.62406,13.62406,25.219494,23.738809,21.773039,23.577114,782,564,662,0.595027552868901
"AFG3L2P1",0,0,0,0,0,0,0,0,0,1
"AFM",0,0,0,0,0,0,0,0,0,1
"AFMID",129.35099,129.35099,26.96464,27.93122,29.271657,28.055839,238,196,211,4.4862235779872
"AFP",0.49655,0.49655,0.257539,0.332894,0.158925,0.249786,2,1,1,1.19744500258444
"AFTPH",11.45166,11.45166,9.727295,10.164764,10.721943,10.2046673333333,331,274,312,1.11129225255594
"AGA",20.04816,20.04816,17.00481,17.181787,20.357837,18.181478,165,138,163,1.09731690123149
"AGAP1",113.52349,113.52349,13.303698,15.908109,10.578891,13.263566,1294,1174,1092,8.02909244434386
"AGAP11",194.52303,194.52303,0,0.071079,0,0.023693,0,3,0,190.997720996432
"AGAP2",15.85853,15.85853,10.381987,5.38262,7.009163,7.59125666666667,441,191,342,1.96228918004623
"AGAP3",184.77826,184.77826,58.144732,59.352732,56.895104,58.130856,810,610,666,3.14181583977069
"AGAP4",3.81722,3.81722,35.699948,24.693991,28.650189,29.681376,404,261,322,0.157007951664228
"AGAP5",0.43448,0.43448,6.707718,5.626615,4.877243,5.737192,147,96,106,0.212919566490015
"AGAP6",5.3379,5.3379,9.715045,7.36607,9.101908,8.72767433333333,359,219,310,0.651532913502484
"AGAP9",0,0,9.167947,7.506247,7.493556,8.05591666666667,325,216,235,0.11042504440007
"AGBL1",0.46551,0.46551,0.015081,0.025667,0.009357,0.0167016666666667,2,1,1,1.44143562270807
"AGBL2",1.73792,1.73792,1.874314,3.325726,0.899436,2.03315866666667,10,9,9,0.902662966526864
"AGBL3",7.4172,7.4172,0.853667,0.554972,1.292472,0.900370333333333,17,11,16,4.42924194950774
"AGBL4",4.77928,4.77928,0.565165,0.500807,0.469889,0.511953666666667,14,15,12,3.82239226466596
"AGBL5",15.70336,15.70336,20.870896,23.718706,19.720139,21.4365803333333,352,308,304,0.744469957179006
"AGER",7.78961,7.78961,21.050291,11.803503,15.183288,16.0123606666667,161,89,117,0.516660219720242
"AGFG1",50.61695,50.61695,30.173989,38.29485,33.467354,33.978731,1018,1032,956,1.47566674159792
"AGFG2",25.10675,25.10675,2.150888,2.454613,3.148164,2.584555,50,38,54,7.2831216148169
"AGGF1",8.00685,8.00685,4.61457,4.669677,5.720978,5.00174166666667,314,255,336,1.50070604505081
"AGGF1P4",0,0,0,0,0,0,0,0,0,1
"AGK",10.08615,10.08615,18.880444,18.35524,13.675367,16.9703503333333,427,332,354,0.616913404266595
"AGKP1",0,0,0,0,0,0,0,0,0,1
"AGL",3.1655,3.1655,1.712754,1.846137,1.568564,1.70915166666667,182,157,146,1.53756618769344
"AGMAT",0.77586,0.77586,0.460195,0.517354,0.648429,0.541992666666667,21,19,26,1.15166565859155
"AGMO",10.45856,10.45856,0.283943,0.437407,0.397104,0.372818,10,11,8,8.34674370528358
"AGPAT1",61.07552,61.07552,65.201364,52.656335,63.701726,60.5198083333333,1940,1343,1709,1.00903305263332
"AGPAT2",17.90679,17.90679,9.88829,9.157679,10.707988,9.91798566666667,192,143,179,1.73171046173139
"AGPAT3",168.26801,168.26801,11.763277,12.491678,12.391999,12.2156513333333,767,598,713,12.808147379998
"AGPAT4",220.80909,220.80909,13.529601,13.856249,11.01793,12.80126,1293,868,880,16.0716550517851
"AGPAT5",27.06192,27.06192,11.650893,12.061258,12.390637,12.0342626666667,377,308,340,2.15293497742412
"AGPAT5P1",0,0,0,0,0,0,0,0,0,1
"AGPS",16.0137,16.0137,7.022595,8.329482,6.230222,7.19409966666667,631,513,529,2.07633549652943
"AGR2",0.93103,0.93103,0.38196,0,0.214213,0.198724333333333,2,0,1,1.61090414726989
"AGR3",0.96206,0.96206,0,0,0,0,0,0,0,1.96206
"AGRN",45.46526,45.46526,215.311497,232.003651,197.500184,214.938444,6537,4514,4448,0.215178266265547
"AGRP",0,0,0.240967,0.296779,0.276156,0.271300666666667,1,1,1,0.786595984899455
"AGT",63.15481,63.15481,0.288487,0.397017,0.217491,0.300998333333333,9,10,6,49.3119847706697
"AGTPBP1",20.1723,20.1723,10.652492,10.074386,10.931323,10.5527336666667,545,430,498,1.83266580974587
"AGTR1",0.96206,0.96206,0.101738,0.378128,0.106041,0.195302333333333,3,9,2,1.64147592227015
"AGTR2",0,0,0.024039,0.059504,0,0.0278476666666667,1,2,0,0.972906815309532
"AGTRAP",43.63424,43.63424,8.933926,11.098989,12.585898,10.8729376666667,116,113,136,3.75932572486343
"AGXT",2.1724,2.1724,0,0.052118,0.075671,0.0425963333333333,0,2,3,3.04278837223355
"AGXT2",0.12414,0.12414,0,0,0,0,0,0,0,1.12414
"AHCTF1",5.27583,5.27583,20.197629,31.148006,20.967824,24.1044863333333,512,664,431,0.249988385210139
"AHCY",47.23421,47.23421,57.015485,54.041683,59.050879,56.7026823333333,1756,1331,1621,0.835909320841682
"AHCYL1",172.73695,172.73695,22.517616,28.109231,19.490449,23.372432,1108,945,977,7.12842075013277
"AHCYL2",30.78603,30.78603,12.897679,9.764747,9.993471,10.885299,717,430,605,2.67439885189258
"AHDC1",7.26203,7.26203,10.219585,12.986592,7.937431,10.3812026666667,652,613,520,0.725936462250855
"AHI1",35.68945,35.68945,12.209963,11.220466,9.615874,11.0154343333333,239,171,192,3.05352673754088
"AHNAK",82.8616,82.8616,8.675474,20.658156,11.394673,13.576101,2633,4881,2171,5.75336298781135
"AHNAK2",4.90342,4.90342,4.095521,2.904346,4.174624,3.72483033333333,480,354,348,1.24944592366668
"AHR",10.64477,10.64477,22.652588,67.228693,14.843183,34.9081546666667,1496,2686,1195,0.32429318933534
"AHRR",2.04826,2.04826,2.209317,1.720533,2.288998,2.07294933333333,198,124,179,0.991965590494604
"AHSA1",277.69498,277.69498,204.835439,209.208276,219.759975,211.267896666667,908,765,889,1.31293984807155
"AHSG",1.30344,1.30344,0,0,0,0,0,0,0,2.30344
"AHSP",3.1655,3.1655,0,0,0,0,0,0,0,4.1655
"AICDA",0.15517,0.15517,0.097996,0,0,0.0326653333333333,4,0,0,1.11862959151658
"AIDA",33.85843,33.85843,12.697632,20.31143,13.7621,15.5903873333333,498,568,457,2.10112213172761
"AIF1",56.48244,56.48244,0.064468,0,0,0.0214893333333333,1,0,0,56.2731671533199
"AIF1L",338.02567,338.02567,19.860179,17.409586,14.264286,17.178017,724,691,519,18.6503109772645
"AIFM1",15.67232,15.67232,29.7,34.149142,32.899225,32.2494556666667,627,550,644,0.501431366791198
"AIFM2",4.49997,4.49997,2.249038,1.836996,1.730631,1.93888833333333,99,68,71,1.8714457223905
"AIFM3",78.57886,78.57886,0.055289,0.272966,0.06288,0.130378333333333,2,4,1,70.4001993432877
"AIG1",579.72085,579.72085,11.515835,8.307928,12.752914,10.8588923333333,280,163,273,48.9692320055636
"AIG1P1",0,0,0,0,0,0,0,0,0,1
"AIM2",1.42758,1.42758,1.650022,2.072062,1.97288,1.89832133333333,18,14,15,0.837581386190903
"AIMP1",36.68255,36.68255,15.717096,19.748073,17.430576,17.631915,430,385,431,2.02247326697229
"AIMP1P1",0,0,0.088843,0,0,0.0296143333333333,1,0,0,0.971237450398094
"AIMP2",12.8482,12.8482,12.638227,11.50765,13.158015,12.4346306666667,183,126,167,1.03078382603844
"AIP",73.58234,73.58234,14.343695,16.460942,15.582314,15.462317,205,182,191,4.53048863048865
"AIPL1",0.12414,0.12414,0.205832,0.041304,0.037722,0.0949526666666667,6,1,1,1.02665625119868
"AIRE",0.49655,0.49655,0.075742,0.063906,0.088489,0.0760456666666667,4,3,3,1.39078669833405
"AJAP1",16.13784,16.13784,1.422734,0.920701,1.410257,1.25123066666667,239,137,214,7.61265393802382
"AJUBA",3.63101,3.63101,11.902275,17.310422,9.417268,12.876655,292,376,255,0.333726679808643
"AK1",209.97812,209.97812,29.413162,27.402362,33.401959,30.0724943333333,235,180,230,6.78986751873573
"AK2",80.16161,80.16161,121.379433,87.104954,76.493772,94.9927196666667,1098,812,970,0.845497557333853
"AK3",47.38939,47.38939,13.001941,14.523406,14.348741,13.9580293333333,412,388,422,3.23501103799591
"AK3P3",2.01723,2.01723,1.34696,1.484498,1.179164,1.336874,9,8,7,1.29113935967451
"AK3P4",0,0,0,0,0,0,0,0,0,1
"AK4",10.05512,10.05512,1.761813,2.463005,1.766352,1.99705666666667,189,147,168,3.68865898431461
"AK4P5",0,0,0,0,0,0,0,0,0,1
"AK5",867.90542,867.90542,1.196617,4.010342,7.34397,4.183643,11,21,19,167.624471824159
"AK7",2.2655,2.2655,1.035193,0.645899,0.06323,0.581440666666667,8,8,1,2.0648893561609
"AK8",7.63444,7.63444,0.32425,0.932109,0.231858,0.496072333333333,8,9,5,5.77140543783868
"AKAP1",29.54466,29.54466,28.508303,18.790556,30.818165,26.039008,536,252,546,1.12965164994219
"AKAP10",8.00685,8.00685,29.716609,26.918757,28.578693,28.4046863333333,280,242,264,0.306306617179921
"AKAP11",17.9999,17.9999,5.563924,5.3601,5.870908,5.59831066666667,862,670,808,2.87950976542885
"AKAP12",8.78271,8.78271,50.805308,79.277151,48.102135,59.3948646666667,6114,7224,5238,0.161979169156071
"AKAP13",15.98267,15.98267,17.758323,29.20661,19.839733,22.268222,940,1346,807,0.729865393238899
"AKAP14",0.43448,0.43448,0.09125,0,0,0.0304166666666667,1,0,0,1.39213586736757
"AKAP17A",0,0,14.997943,14.822131,13.107856,14.30931,659,502,493,0.0653197302817697
"AKAP3",6.95168,6.95168,0.70888,0.629977,0.580212,0.639689666666667,19,14,11,4.84950302587746
"AKAP4",0.65172,0.65172,0,0,0,0,0,0,0,1.65172
"AKAP5",0.37241,0.37241,0.288088,0.341529,0.23124,0.286952333333333,25,24,20,1.06640313277596
"AKAP6",32.49292,32.49292,15.926612,22.283002,10.059728,16.0897806666667,2164,1342,1788,1.95982152452825
"AKAP7",21.97229,21.97229,4.326932,2.771448,3.870165,3.65618166666667,65,51,63,4.93371857985209
"AKAP8",7.85168,7.85168,15.420055,12.751209,12.604553,13.591939,566,419,457,0.606614377979513
"AKAP8L",38.79288,38.79288,120.424535,107.702585,84.459699,104.195606333333,1510,1058,1107,0.378275114208746
"AKAP9",19.89299,19.89299,39.143846,34.77582,44.774309,39.5646583333333,934,760,819,0.515054011507143
"AKIP1",26.53433,26.53433,8.984393,6.093178,11.656813,8.91146133333333,121,69,83,2.77802930102739
"AKIRIN1",52.32384,52.32384,65.543335,75.196831,62.393456,67.7112073333333,1763,1605,1547,0.77605738669842
"AKIRIN2",32.30671,32.30671,19.949966,17.643877,25.133755,20.9091993333333,337,232,339,1.52021575472757
"AKNA",10.4896,10.4896,5.48779,11.100359,5.558256,7.382135,211,215,147,1.37072476165082
"AKNAD1",1.02413,1.02413,0.5395,0.300936,1.234543,0.691659666666667,7,2,11,1.1965350004404
"AKR1A1",164.01631,164.01631,134.250287,123.414466,143.559255,133.741336,699,564,699,1.22468957855665
"AKR1B1",104.3063,104.3063,45.972647,42.407377,50.770267,46.3834303333333,789,603,761,2.22242879545002
"AKR1B10",0,0,0.226402,0.166352,0.222618,0.205124,5,3,2,0.829790129480452
"AKR1B15",0,0,0.518505,0.398933,0.365214,0.427550666666667,15,9,9,0.700500530979402
"AKR1B1P1",0,0,0,0,0,0,0,0,0,1
"AKR1C1",27.71364,27.71364,20.287859,11.682093,20.503372,17.491108,249,118,236,1.552835016701
"AKR1C2",2.76205,2.76205,14.637915,11.141498,17.493747,14.4243866666667,225,131,277,0.243902728925364
"AKR1C3",11.26545,11.26545,0.677574,0.240098,0.163752,0.360474666666667,7,1,2,9.01556662576591
"AKR1C4",0,0,0,0,0,0,0,0,0,1
"AKR1D1",0,0,0.026099,0.12652,0,0.050873,1,4,0,0.951589773455023
"AKR1E2",3.2586,3.2586,2.735824,1.806344,2.132758,2.22497533333333,21,9,14,1.32050622402693
"AKR7A2",37.67565,37.67565,19.080807,18.194816,17.365234,18.213619,248,187,198,2.0129289541965
"AKR7A3",1.55172,1.55172,0.467564,0.474687,0.521861,0.488037333333333,8,6,7,1.71482256717573
"AKT1",82.8616,82.8616,122.818511,118.708203,101.001374,114.176029333333,1916,1625,1617,0.728116783374207
"AKT1S1",54.24797,54.24797,25.337571,29.652858,25.009876,26.6667683333333,656,534,571,1.99690724028062
"AKT2",56.69968,56.69968,134.958261,114.466575,91.309146,113.577994,1229,1071,1055,0.50358430956646
"AKT3",76.40646,76.40646,11.81949,19.014815,11.470562,14.1016223333333,1197,1187,1011,5.12570492702252
"AKTIP",48.59972,48.59972,14.366249,13.406264,12.53683,13.4364476666667,188,149,159,3.43572886801815
"ALAD",160.54047,160.54047,14.782884,11.687946,11.945931,12.805587,390,288,364,11.7010939121966
