"Hs_symbol","Spinal_cord","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","FoldChange"
"ERN2",0.12414,0.12414,0.564431,0.807926,0.301014,0.557790333333333,0.721624711583994
"ERP27",1.24137,1.24137,0.61854,0.090345,0.114886,0.274590333333333,1.75850227432553
"ERP29",50.21351,50.21351,98.01605,108.466052,92.098035,99.5267123333333,0.509451754775216
"ERP44",9.77581,9.77581,9.080252,7.922653,8.400359,8.46775466666667,1.13815898060167
"ERRFI1",15.45508,15.45508,10.635037,9.117019,9.370222,9.707426,1.53679138198107
"ESAM",38.1722,38.1722,0.158979,0.794955,1.598257,0.850730333333333,21.1658064356936
"ESCO1",21.13436,21.13436,10.925149,8.885135,14.125196,11.3118266666667,1.79781283470528
"ESCO2",0.40345,0.40345,3.474223,0.91572,1.028776,1.80623966666667,0.500117654479262
"ESD",94.25119,94.25119,69.96632,62.342645,73.252737,68.5205673333333,1.37011525730644
"ESF1",17.16197,17.16197,6.664895,4.788897,5.559111,5.67096766666667,2.72253905392936
"ESM1",1.24137,1.24137,0.093879,0.185107,0.203442,0.160809333333333,1.93086834817547
"ESPL1",0.37241,0.37241,4.317645,2.042088,2.936106,3.098613,0.334847422774485
"ESPN",3.44481,3.44481,7.583422,1.173645,6.603662,5.120243,0.726247307500699
"ESPNL",0.24827,0.24827,0.335493,0.128197,0.094404,0.186031333333333,1.05247641012295
"ESR1",2.76205,2.76205,0.673219,0.657481,0.421977,0.584225666666667,2.37469325182418
"ESR2",0.12414,0.12414,0.350217,1.138889,0.349187,0.612764333333333,0.697026823303177
"ESRP1",1.11724,1.11724,0.333942,0.263605,0.285423,0.294323333333333,1.63578909958099
"ESRP2",0.52758,0.52758,0.07048,0.092834,0.040823,0.0680456666666667,1.43025719561929
"ESRRA",19.39644,19.39644,11.492573,14.135874,19.776198,15.1348816666667,1.26412082972616
"ESRRB",0.31034,0.31034,0.240695,0.083154,0.153992,0.159280333333333,1.13030469190512
"ESRRG",6.39307,6.39307,3.979569,3.270116,2.240519,3.16340133333333,1.77572840283473
"ESX1",0,0,0,0,0,0,1
"ESYT1",28.64467,28.64467,65.688232,81.29212,90.531832,79.170728,0.36976925044263
"ESYT2",16.0137,16.0137,17.234329,19.237185,19.343794,18.6051026666667,0.867819989993081
"ESYT3",1.92413,1.92413,1.396391,0.154338,0.385358,0.645362333333333,1.77719517504452
"ETAA1",5.36894,5.36894,2.711854,2.386188,2.525712,2.54125133333333,1.79849985231209
"ETF1",18.58955,18.58955,51.076614,52.807179,54.717391,52.8670613333333,0.363664724139645
"ETFA",227.57457,227.57457,149.404868,171.086674,216.527227,179.006256333333,1.2698145867593
"ETFB",183.10241,183.10241,47.202199,39.80944,40.677936,42.5631916666667,4.22610013078702
"ETFDH",21.13436,21.13436,15.07948,12.098262,11.577471,12.9184043333333,1.59029436635852
"ETHE1",22.49987,22.49987,13.365972,8.602621,10.063853,10.677482,2.01240901077818
"ETNK1",4.71721,4.71721,15.052531,10.454937,10.975062,12.1608433333333,0.434410611478038
"ETNK2",6.92065,6.92065,29.508812,35.736486,30.083067,31.7761216666667,0.241659159083953
"ETS1",8.81374,8.81374,20.093334,10.299497,12.929177,14.4406693333333,0.635577369616619
"ETS2",29.32742,29.32742,6.078191,10.762386,12.180463,9.67368,2.84132745220018
"ETV1",8.96891,8.96891,29.692237,12.63802,10.352398,17.560885,0.537092385411579
"ETV2",2.94826,2.94826,0.998534,1.554654,0.233363,0.928850333333333,2.04694990159077
"ETV3",4.90342,4.90342,6.14079,4.370573,4.945601,5.15232133333333,0.959543508889111
"ETV3L",0,0,0.830153,0.576684,0.422454,0.609763666666667,0.621209200273912
"ETV4",1.27241,1.27241,50.349757,49.493979,54.034423,51.2927196666667,0.0434555711480525
"ETV5",9.96201,9.96201,213.99192,192.10236,136.793933,180.962737666667,0.0602431582452944
"ETV6",10.21029,10.21029,34.246731,11.31833,12.418606,19.327889,0.551473396967093
"ETV7",1.76896,1.76896,0.464261,0.237432,0.197924,0.299872333333333,2.13017842521458
"EVC",2.94826,2.94826,7.529005,3.214871,3.910511,4.88479566666667,0.670925589203409
"EVC2",0.31034,0.31034,0.802571,0.338051,0.477647,0.539423,0.851189049403575
"EVI2A",104.18217,104.18217,0.032753,0.081918,0.173804,0.0961583333333333,95.9552710602939
"EVI2B",16.54129,16.54129,0,0,0,0,17.54129
"EVI5",11.51373,11.51373,13.477001,12.248656,10.627595,12.1177506666667,0.953953945152995
"EVI5L",42.48597,42.48597,75.037086,69.272712,64.54687,69.6188893333333,0.615783827960515
"EVL",218.72979,218.72979,281.984529,367.574988,396.794259,348.784592,0.628186017982176
"EVPL",1.42758,1.42758,0.304159,0.195285,0,0.166481333333333,2.08111345688058
"EVPLL",0,0,0,0,0,0,1
"EVX1",0.12414,0.12414,0.046482,0,0,0.015494,1.10698832292461
"EVX2",0.03103,0.03103,0.028674,0,0,0.009558,1.02126871363508
"EWSR1",167.24388,167.24388,105.428576,97.18644,119.45852,107.357845333333,1.55266911668872
"EXD1",1.83102,1.83102,0.216316,0.088977,0.207264,0.170852333333333,2.41791378759121
"EXD2",17.9999,17.9999,11.379019,11.517994,13.969708,12.288907,1.42975641262295
"EXD3",30.8481,30.8481,13.344968,8.481809,9.872968,10.5665816666667,2.75345827469337
"EXO1",0.46551,0.46551,7.620859,2.230992,2.252426,4.034759,0.291078480618437
"EXOC1",18.68265,18.68265,22.58209,25.988983,31.758942,26.7766716666667,0.708603616596013
"EXOC2",59.71001,59.71001,12.228598,14.71847,15.811235,14.2527676666667,3.98026189913555
"EXOC3",29.48259,29.48259,30.811333,22.567004,28.108826,27.1623876666667,1.08238656326997
"EXOC3L1",1.83102,1.83102,2.073334,2.226916,1.945623,2.08195766666667,0.918578483611012
"EXOC3L2",0.21724,0.21724,0.794354,0.33711,0.253067,0.461510333333333,0.83286445004038
"EXOC3L4",1.92413,1.92413,0.210441,0.322936,0.182611,0.238662666666667,2.3607153736772
"EXOC4",228.53663,228.53663,79.819388,81.996249,81.425856,81.0804976666667,2.79648194790632
"EXOC5",29.79293,29.79293,30.715166,29.969445,36.529062,32.4045576666667,0.921818223347626
"EXOC6",71.50304,71.50304,39.177417,34.553478,83.667026,52.4659736666667,1.35605947161871
"EXOC6B",57.78588,57.78588,13.591729,20.077966,18.950527,17.540074,3.17074678342708
"EXOC7",86.43054,86.43054,104.989835,107.052083,133.32154,115.121152666667,0.752925181951776
"EXOC8",1.55172,1.55172,3.909453,5.692982,5.352311,4.98491533333333,0.426358579508727
"EXOG",8.47237,8.47237,34.263138,66.43425,28.334309,43.0105656666667,0.215229453575833
"EXOSC1",50.15144,50.15144,19.336704,25.194145,29.194717,24.5751886666667,2.00004155068729
"EXOSC10",56.88588,56.88588,62.347759,56.611058,86.572947,68.510588,0.832763492088428
"EXOSC2",19.14817,19.14817,18.117864,17.493786,19.147803,18.253151,1.04648688414691
"EXOSC3",32.30671,32.30671,60.078739,88.568786,81.73971,76.795745,0.428130227430819
"EXOSC4",21.56884,21.56884,10.541071,10.482803,12.347058,11.123644,1.86155581605662
"EXOSC5",31.53086,31.53086,13.998766,14.256049,13.483058,13.9126243333333,2.18143093213216
"EXOSC6",11.35856,11.35856,4.786328,6.401438,8.239436,6.475734,1.65315673350603
"EXOSC7",29.97914,29.97914,39.14149,25.652994,33.357032,32.717172,0.918794138488246
"EXOSC8",73.33407,73.33407,178.617305,87.408893,30.781321,98.9358396666667,0.743817936067174
"EXOSC9",15.88957,15.88957,22.108468,9.943057,25.254472,19.101999,0.840193554879791
"EXPH5",0.86896,0.86896,0.228227,0.034145,0.022953,0.0951083333333333,1.70664393933629
"EXT1",25.6033,25.6033,21.860646,22.697573,21.876601,22.14494,1.14942186067451
"EXT2",30.72396,30.72396,37.585524,38.275574,44.559583,40.140227,0.771117767532007
"EXTL1",6.88962,6.88962,22.113523,19.280401,23.777039,21.7236543333333,0.347198557250834
"EXTL2",7.72754,7.72754,19.923244,16.779216,18.09832,18.2669266666667,0.452980392306125
"EXTL3",14.02751,14.02751,64.535595,57.299827,57.021772,59.6190646666667,0.247900723685421
"EYA1",0.58965,0.58965,2.5679,1.833683,0.617526,1.67303633333333,0.594698238919062
"EYA2",19.79989,19.79989,0.486748,0.030997,0.462805,0.32685,15.6761427440932
"EYA3",3.01033,3.01033,5.428081,5.41247,5.529528,5.456693,0.621112077033862
"EYA4",9.77581,9.77581,3.101896,0.4385,0.471256,1.33721733333333,4.61052972965572
"EYS",0.27931,0.27931,0.295007,0.25284,0.172805,0.240217333333333,1.03152081946928
"EZH1",46.58249,46.58249,20.404577,12.586926,17.277631,16.756378,2.67974076695146
"EZH2",2.2655,2.2655,13.034658,4.233481,6.803637,8.02392533333333,0.361871345271178
"EZR",82.89263,82.89263,24.254756,17.583788,20.6911,20.8432146666667,3.84067232228516
"F10",2.97929,2.97929,1.64651,2.352165,2.534788,2.177821,1.25220709410631
"F11",0.15517,0.15517,0.148207,0.14498,0.498798,0.263995,0.913903931582008
"F11R",8.81374,8.81374,3.160585,3.200981,5.667772,4.00977933333333,1.95891662027962
"F12",1.83102,1.83102,3.968966,6.470919,4.763193,5.06769266666667,0.46657274115949
"F13A1",3.38274,3.38274,1.430833,0.324822,0.365253,0.706969333333333,2.56755637867347
"F13B",0,0,0,0,0.298047,0.099349,0.90962924421635
"F2",0.55862,0.55862,0.030728,0.040477,0.046602,0.039269,1.49972721210774
"F2R",2.14137,2.14137,15.774785,16.636402,21.672331,18.0278393333333,0.165093363727162
"F2RL1",0.77586,0.77586,0.879082,0.104868,0.323743,0.435897666666667,1.23675944409223
"F2RL2",0.06207,0.06207,2.654193,1.706339,1.668559,2.009697,0.352882698823171
"F2RL3",0.27931,0.27931,0.229676,0.048284,0.157392,0.145117333333333,1.1171868268521
"F3",19.30334,19.30334,4.263299,0.415835,0.671276,1.78347,7.29425501262812
"F5",1.79999,1.79999,0.146687,0.075917,0.068372,0.096992,2.55242517721187
"F7",0.31034,0.31034,1.290027,1.211688,1.234357,1.24535733333333,0.583577491451992
"F8",5.36894,5.36894,1.437321,1.633532,2.368803,1.81321866666667,2.26393350629457
"F8A1",2.01723,2.01723,7.710288,8.459924,13.7008,9.957004,0.27536998252442
"F8A2",0,0,0,0,0,0,1
"F8A3",0,0,3.319941,5.728658,2.265309,3.77130266666667,0.209586368726137
"F9",1.02413,1.02413,0,0,0,0,2.02413
"FA2H",258.48474,258.48474,0.02712,0,0,0.00904,257.160013478157
"FAAH",52.57212,52.57212,12.631764,17.879111,19.329941,16.6136053333333,3.04151926798405
"FAAH2",6.95168,6.95168,7.772497,4.305896,1.832406,4.636933,1.41063943814837
"FABP1",3.04136,3.04136,0.027421,0,0,0.00914033333333333,4.00475520253047
"FABP12",0,0,0,0,0,0,1
"FABP2",0,0,0.026949,0.03474,0.048594,0.036761,0.96454245481842
"FABP3",85.99606,85.99606,239.474723,55.07825,54.365364,116.306112333333,0.74161574592801
"FABP4",35.44118,35.44118,0,0,0,0,36.44118
"FABP5",74.63751,74.63751,47.321909,53.223405,67.910139,56.1518176666667,1.32344889608148
"FABP5P3",0,0,0,0.849758,0.473534,0.441097333333333,0.693915655014743
"FABP6",4.93445,4.93445,9.594515,16.646831,19.319874,15.1870733333333,0.366616613009311
"FABP7",30.19638,30.19638,142.895775,25.236448,66.407451,78.1798913333333,0.393993720813139
"FABP9",0,0,0,0,0,0,1
"FADD",2.73102,2.73102,7.921143,7.62006,9.580786,8.37399633333333,0.39801807759757
"FADS1",37.36531,37.36531,69.22512,42.486457,49.470749,53.727442,0.701025090849304
"FADS2",82.02367,82.02367,163.292569,133.495171,166.861093,154.549611,0.533743989883716
"FADS3",59.58587,59.58587,40.27531,46.704275,45.729112,44.2362323333333,1.3393217532698
"FADS6",1.70689,1.70689,1.00561,1.186847,0.859493,1.01731666666667,1.34182701443336
"FAF1",59.21346,59.21346,30.872437,31.929324,34.69554,32.4991003333333,1.79746498863686
"FAF2",6.17583,6.17583,20.242339,18.357883,24.002131,20.867451,0.328151186894165
"FAH",101.35805,101.35805,30.828355,17.111115,52.667928,33.5357993333333,2.96382455237415
"FAHD1",19.21024,19.21024,13.776726,15.202823,22.510244,17.1632643333333,1.11269866633555
"FAHD2A",48.04111,48.04111,22.195352,16.445348,14.403147,17.6812823333333,2.62514687830048
"FAHD2B",360.80485,360.80485,31.356968,22.457397,30.349565,28.0546433333333,12.4525655279655
"FAHD2CP",147.66123,147.66123,9.619011,5.898601,4.833889,6.78383366666667,19.0987161810284
"FAIM",32.49292,32.49292,7.929813,17.922124,14.689069,13.5136686666667,2.30768117760072
"FAIM2",172.58178,172.58178,108.399561,187.137917,165.770433,153.769303666667,1.12155172820219
"FAM102A",149.05778,149.05778,19.563775,14.773939,15.597621,16.6451116666667,8.50421254536313
"FAM102B",4.12756,4.12756,14.813785,14.473658,15.570987,14.95281,0.321420489556385
"FAM104A",11.42062,11.42062,10.588153,9.16618,9.967155,9.90716266666667,1.13875811515662
"FAM104B",29.82397,29.82397,7.318073,9.1307,9.633946,8.69423966666667,3.17961707775673
"FAM106A",0.27931,0.27931,5.984851,1.733947,1.533688,3.084162,0.313236840262458
"FAM107A",1490.20534,1490.20534,2.724918,0.023999,0.066358,0.938425,769.287096482969
"FAM107B",108.4649,108.4649,12.931848,15.673357,16.806776,15.137327,6.78333530701832
"FAM110A",3.72412,3.72412,2.967477,2.216532,1.939955,2.37465466666667,1.39988249661891
"FAM110B",18.993,18.993,15.078741,17.173914,14.227585,15.4934133333333,1.21218086250188
"FAM110C",3.38274,3.38274,0.657459,0.299836,0.08864,0.348645,3.24973584597874
"FAM110D",4.59308,4.59308,0.26756,0.224444,0.464328,0.318777333333333,4.24111020005399
"FAM111A",9.80684,9.80684,16.054826,4.800763,5.325246,8.726945,1.11102098346398
"FAM111B",0.15517,0.15517,2.858916,0.821425,1.882567,1.85430266666667,0.404711810520445
"FAM114A1",10.98614,10.98614,12.379122,5.273228,5.175949,7.609433,1.39221014903072
"FAM114A2",7.75858,7.75858,13.02766,15.682513,11.403778,13.371317,0.609448667787371
"FAM117A",3.69308,3.69308,4.297914,2.584072,2.533434,3.13847333333333,1.13401238137735
"FAM117B",6.26893,6.26893,4.731677,4.488938,5.511395,4.91067,1.22979797552562
"FAM118A",33.82739,33.82739,18.018984,11.587935,10.672949,13.4266226666667,2.41410556058073
"FAM118B",12.91027,12.91027,15.523293,10.062626,17.955138,14.5136856666667,0.896645084790404
"FAM120A",29.11018,29.11018,20.43035,17.565509,16.848935,18.281598,1.56160189627436
"FAM120AOS",32.12051,32.12051,20.674463,20.324974,20.900061,20.633166,1.53100614121853
"FAM120B",22.31367,22.31367,13.091045,14.714404,16.384467,14.729972,1.48211770497748
"FAM120C",5.92755,5.92755,2.498499,2.811928,3.45366,2.92136233333333,1.76661818294951
"FAM122A",5.46204,5.46204,2.417616,2.982793,3.993853,3.13142066666667,1.56412055836806
"FAM122B",17.03783,17.03783,11.068204,6.353858,7.960946,8.46100266666667,1.90654528230412
"FAM122C",19.33437,19.33437,5.131254,1.079016,1.211461,2.47391033333333,5.85345275175496
"FAM124A",19.92402,19.92402,1.641193,1.869419,2.48243,1.99768066666667,6.98006970277688
"FAM124B",1.95516,1.95516,0.190934,0.333275,0.082831,0.202346666666667,2.45782691625266
"FAM126A",5.2448,5.2448,22.879464,7.840878,6.520676,12.4136726666667,0.465554822693601
"FAM126B",2.66895,2.66895,5.33403,4.40409,3.512488,4.41686933333333,0.6773192732235
"FAM131A",19.24127,19.24127,16.069523,16.318567,16.227254,16.2051146666667,1.1764681835696
"FAM131B",52.23074,52.23074,39.072386,53.708798,49.347534,47.3762393333333,1.10034886410283
"FAM131C",38.82392,38.82392,7.108422,6.601319,7.449231,7.05299066666667,4.94523359686
"FAM133A",1.24137,1.24137,0.710336,0.650662,0.633486,0.664828,1.34630724615396
"FAM133B",18.86886,18.86886,62.593013,49.828502,75.124384,62.5152996666667,0.312820062319998
"FAM135A",14.18268,14.18268,7.799187,10.963969,9.849,9.53738533333333,1.4408394036775
"FAM135B",0.9931,0.9931,0.047907,0.459646,0.51713,0.341561,1.48565737972407
"FAM136A",9.09305,9.09305,15.528694,15.606766,17.271454,16.135638,0.589009291629527
"FAM138A",0,0,0,0,0.124766,0.0415886666666667,0.960071890183137
"FAM138C",0,0,0.754295,1.253465,0.007141,0.671633666666667,0.598217193121061
"FAM138D",0,0,0.084703,0,0,0.0282343333333333,0.972540954510045
"FAM13A",11.6689,11.6689,31.61227,18.345238,29.402106,26.4532046666667,0.461472536770267
"FAM13B",7.85168,7.85168,14.403438,29.046049,25.110081,22.8531893333333,0.371089998754604
"FAM13C",70.47891,70.47891,25.366521,24.987931,26.232236,25.528896,2.69437936655939
"FAM149A",17.06887,17.06887,3.681322,7.392128,8.620331,6.56459366666667,2.38861078283958
"FAM149B1",31.00327,31.00327,19.187789,17.356833,20.372006,18.9722093333333,1.60239007442141
"FAM151A",0.37241,0.37241,0.19895,0,0.062269,0.087073,1.26248191243826
"FAM151B",3.63101,3.63101,2.393648,1.301095,1.77221,1.82231766666667,1.64085356325942
"FAM153A",3.84825,3.84825,0.0189,0.016092,0.073773,0.036255,4.67862639987262
"FAM153B",2.57585,2.57585,0.414414,0.039162,0,0.151192,3.10621512310718
"FAM155A",7.10686,7.10686,3.564522,4.199684,4.755789,4.17333166666667,1.56704818526037
"FAM155B",0.65172,0.65172,1.757498,2.474832,2.579764,2.270698,0.505005353597306
"FAM156A",1.95516,1.95516,56.709833,39.411502,42.627312,46.249549,0.0625436657607039
"FAM156B",0.40345,0.40345,9.261766,10.217831,15.97386,11.817819,0.109492106262384
"FAM157A",0.24827,0.24827,10.79291,8.015579,11.813336,10.207275,0.111380331079589
"FAM160A1",0.06207,0.06207,1.832781,2.712858,1.354757,1.96679866666667,0.357985195265469
"FAM160A2",18.46541,18.46541,17.461562,13.450464,16.937643,15.9498896666667,1.14840924529912
"FAM160B1",7.29306,7.29306,15.189485,21.572538,19.879187,18.8804033333333,0.417147472360135
"FAM160B2",61.13758,61.13758,53.205662,49.091026,50.884959,51.060549,1.19356367140884
"FAM161A",5.431,5.431,4.512748,3.199002,5.02011,4.24395333333333,1.22636484179239
"FAM161B",16.47922,16.47922,4.291128,5.540738,5.699122,5.176996,2.82972823683227
"FAM162A",44.47216,44.47216,92.190261,29.60527,32.419371,51.4049673333333,0.867707057439122
"FAM162B",2.01723,2.01723,198.794798,216.161333,170.9743,195.310143666667,0.0153697101109723
"FAM163A",0.31034,0.31034,0.056443,0.12419,0.085843,0.0888253333333333,1.20344371120437
"FAM163B",9.5896,9.5896,2.30835,1.9161,1.504482,1.909644,3.6394830432864
"FAM166A",2.29654,2.29654,0.058359,0.153889,0.164239,0.125495666666667,2.928967296483
"FAM166B",2.54481,2.54481,0.590879,0.300273,0.937285,0.609479,2.20245806251588
"FAM167A",11.23442,11.23442,0.870962,1.289126,2.91557,1.691886,4.54492500796839
"FAM167B",5.39997,5.39997,0.216596,0.095777,0.220934,0.177769,5.43397729096283
"FAM168A",40.71701,40.71701,29.212562,28.107815,26.720923,28.0137666666667,1.43783502773971
"FAM168B",57.01002,57.01002,44.847112,47.963822,52.52705,48.4459946666667,1.17319957644834
"FAM169A",8.81374,8.81374,6.357045,8.463238,7.629789,7.48335733333333,1.15682266046241
"FAM169B",0,0,0.18221,0.481027,0.805825,0.489687333333333,0.671281803653653
"FAM170A",0.55862,0.55862,0,0,0.077935,0.0259783333333333,1.51915488793623
"FAM170B",0.27931,0.27931,0,0,0,0,1.27931
"FAM171A1",71.2858,71.2858,19.297775,21.263528,25.237087,21.9327966666667,3.15207085514646
"FAM171A2",6.08272,6.08272,26.477552,24.159378,23.03577,24.5575666666667,0.277128104266577
"FAM171B",11.85511,11.85511,19.551918,23.134001,21.26534,21.3170863333333,0.576020982667406
"FAM172A",59.05829,59.05829,37.181413,21.725823,32.980561,30.6292656666667,1.89882024555802
"FAM174A",42.88941,42.88941,10.194582,10.074881,12.289213,10.852892,3.70284399790363
"FAM174B",25.47917,25.47917,22.363114,18.46468,15.053795,18.6271963333333,1.34910608475597
"FAM177A1",106.97526,106.97526,51.529438,63.770106,69.223791,61.5077783333333,1.7273891806585
"FAM177B",1.36551,1.36551,0,0,0.248092,0.0826973333333333,2.18483035579041
"FAM178B",42.33079,42.33079,0.887223,0.928405,1.064331,0.959986333333333,22.1077000706978
"FAM180A",1.27241,1.27241,0,0.079282,0,0.0264273333333333,2.21390246167775
"FAM180B",4.00343,4.00343,0.3475,0.234931,0,0.194143666666667,4.18997323325976
"FAM181A",4.93445,4.93445,0.778023,0,0.252591,0.343538,4.41703174752035
"FAM181B",63.93067,63.93067,2.625608,2.798196,3.735191,3.05299833333333,16.0204038244937
"FAM182A",3.53791,3.53791,2.229689,0.798588,1.106081,1.37811933333333,1.9081927203541
"FAM183A",3.1655,3.1655,3.997895,0.570969,1.530573,2.03314566666667,1.37332672340058
"FAM184A",10.30339,10.30339,34.864315,46.598645,46.94607,42.80301,0.258050531230616
"FAM184B",4.56204,4.56204,0.52735,0.190792,0.259711,0.325951,4.19475531147079
"FAM185A",8.75167,8.75167,4.06209,6.779438,5.248464,5.36333066666667,1.53247890308178
"FAM186A",0.93103,0.93103,0.43918,0.436357,0.320185,0.398574,1.38071349817743
"FAM186B",0.12414,0.12414,0.343285,0.417408,0.310085,0.356926,0.828446061170616
"FAM187B",0.24827,0.24827,0,0,0,0,1.24827
"FAM189A1",2.45171,2.45171,8.125868,9.979435,9.902813,9.33603866666667,0.333949021604537
"FAM189A2",10.61373,10.61373,1.743022,3.064052,3.522235,2.77643633333333,3.07531465511268
"FAM189B",27.7757,27.7757,24.540238,27.073217,24.3747,25.329385,1.09291196888951
"FAM193A",21.47574,21.47574,8.755603,7.748756,10.182898,8.89575233333333,2.27125126447351
"FAM193B",84.07194,84.07194,79.735639,70.373225,84.796588,78.3018173333333,1.0727615439431
"FAM199X",10.61373,10.61373,11.676714,11.239572,9.740782,10.8856893333333,0.977118758053803
"FAM200A",3.19653,3.19653,3.099847,5.310912,5.721023,4.710594,0.734867511155582
"FAM200B",60.64104,60.64104,23.823202,33.208335,34.90152,30.6443523333333,1.94793179366382
"FAM204A",38.32737,38.32737,29.021871,23.235957,32.245831,28.1678863333333,1.34831058893206
"FAM205A",0.03103,0.03103,0.074419,0.065404,0.037456,0.059093,0.973502799093186
"FAM207A",28.33432,28.33432,12.583701,11.460036,14.305616,12.7831176666667,2.12827900838013
"FAM209A",0.49655,0.49655,0,0,0.608119,0.202706333333333,1.24431871565212
"FAM209B",0,0,0.453213,0.298225,0,0.250479333333333,0.799693344258922
"FAM20A",4.28273,4.28273,1.776898,2.069944,1.922125,1.922989,1.80730409864697
"FAM20B",15.36198,15.36198,13.87295,13.903859,16.128702,14.6351703333333,1.04648556115293
"FAM20C",47.48249,47.48249,28.52909,40.348025,35.016954,34.6313563333333,1.36066922478178
"FAM210A",3.35171,3.35171,9.374675,7.62735,9.937022,8.97968233333333,0.436056966008304
"FAM210B",20.35851,20.35851,24.58482,14.888949,18.788116,19.4206283333333,1.04592814928891
"FAM214A",25.63434,25.63434,20.559233,24.904381,34.629736,26.6977833333333,0.961605471436643
"FAM214B",22.3447,22.3447,15.014326,13.064102,13.101579,13.726669,1.5851989339884
"FAM215A",2.54481,2.54481,0,0.596889,0.274924,0.290604333333333,2.74662800088744
"FAM216A",13.90337,13.90337,14.962446,17.626239,22.009778,18.1994876666667,0.776237900653703
"FAM216B",0.06207,0.06207,0.033913,0,0,0.0113043333333333,1.05019820937515
"FAM217A",0,0,9.782072,0,0,3.26069066666667,0.234703731914513
"FAM217B",7.29306,7.29306,9.242935,5.846802,8.519031,7.86958933333333,0.934999320524723
"FAM218A",3.0724,3.0724,0.906423,1.067313,1.047546,1.007094,2.02900312591239
"FAM219A",105.70285,105.70285,39.441761,36.094279,44.850922,40.1289873333333,2.59434663769418
"FAM219B",27.96191,27.96191,251.205174,159.672026,263.060226,224.645808666667,0.12835119859365
"FAM220A",10.5827,10.5827,13.270956,4.214096,5.164636,7.549896,1.35471823282997
"FAM221A",18.89989,18.89989,5.545933,7.339733,7.251017,6.71222766666667,2.58030375399965
"FAM221B",0.49655,0.49655,0.256909,0.302853,0.191664,0.250475333333333,1.19678490259437
"FAM222A",66.63066,66.63066,2.273221,3.708241,5.125363,3.702275,14.3825403660994
"FAM222B",9.06202,9.06202,9.869833,13.953048,15.890643,13.2378413333333,0.706709659451185
"FAM225A",1.67585,1.67585,5.2e-05,0,0,1.73333333333333e-05,2.67580361940393
"FAM225B",0.21724,0.21724,0.027482,0,0,0.00916066666666667,1.20619049097567
"FAM227A",2.0793,2.0793,2.260157,1.5857,2.719417,2.18842466666667,0.965774738914954
"FAM227B",10.64477,10.64477,12.233037,5.751739,5.256954,7.74724333333333,1.331250264369
"FAM228A",2.91722,2.91722,0.600651,0.465812,0.846233,0.637565333333333,2.39209997931889
"FAM228B",103.62355,103.62355,12.814342,12.948879,15.377963,13.713728,7.11060786226305
"FAM24A",0,0,0,0,0,0,1
"FAM24B",5.46204,5.46204,0.424515,0.33536,0.190206,0.316693666666667,4.90777784050504
"FAM25A",4.96549,4.96549,0,0,0,0,5.96549
"FAM25C",0,0,0,0,0,0,1
"FAM25E",0,0,0,0,0,0,1
"FAM25G",0,0,0,0.53011,0,0.176703333333333,0.84983187492741
"FAM27C",0,0,7.767204,6.412622,8.924054,7.70129333333333,0.114925444033607
"FAM27E3",14.98957,14.98957,2.175355,2.489557,2.238064,2.300992,4.84386814630269
"FAM32A",31.62396,31.62396,48.530887,50.920897,62.099828,53.8505373333333,0.594779223432949
"FAM3A",97.72703,97.72703,16.328086,16.754554,19.764382,17.615674,5.30343569617732
"FAM3B",1.61378,1.61378,0.082715,0.028095,0.149513,0.0867743333333333,2.40508072359702
"FAM3C",23.86538,23.86538,67.45574,71.602219,75.117364,71.3917743333333,0.343483499734452
"FAM3D",0.46551,0.46551,0.246601,0,0,0.0822003333333333,1.35419474089979
"FAM41C",1.79999,1.79999,8.084143,5.618519,6.039737,6.58079966666667,0.369352854991243
"FAM43A",6.29996,6.29996,1.79016,0.705422,1.761802,1.419128,3.0175997301507
"FAM43B",3.22757,3.22757,1.54214,1.662822,1.757847,1.65426966666667,1.59274321410949
"FAM47A",0,0,0,0,0,0,1
"FAM47B",0,0,0,0,0,0,1
"FAM47C",0,0,0,0,0,0,1
"FAM47E",24.39297,24.39297,4.51576,6.580554,5.208583,5.43496566666667,3.94609253807467
"FAM49A",11.79304,11.79304,10.226831,10.438377,11.889427,10.851545,1.07944069739431
"FAM49B",107.03732,107.03732,42.063332,38.677288,40.63111,40.4572433333333,2.60599382190792
"FAM50A",115.26142,115.26142,70.884749,95.98556,76.571079,81.1471293333333,1.41528280955795
"FAM50B",16.9137,16.9137,0.980508,0.334648,0.546433,0.620529666666667,11.054225274905
"FAM53A",9.09305,9.09305,0.447869,0.839401,1.216459,0.834576333333333,5.50156993558367
"FAM53B",36.99289,36.99289,4.808548,4.258353,4.864101,4.64366733333333,6.73195065478109
"FAM53C",9.99305,9.99305,18.726763,20.587629,23.411888,20.90876,0.501765047405695
"FAM66C",26.6895,26.6895,5.773389,3.403857,5.331785,4.83634366666667,4.74432308675449
"FAM66E",0.62069,0.62069,0.047276,0.059435,0.186066,0.0975923333333333,1.47658648004405
"FAM71A",0.0931,0.0931,0,0,0,0,1.0931
"FAM71B",0,0,0,0,0,0,1
"FAM71C",0.21724,0.21724,0,0,0,0,1.21724
"FAM71D",0.12414,0.12414,0.535699,0,0.166154,0.233951,0.911008621898276
