"Hs_symbol","Spinal_cord","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","FoldChange"
"NHLRC2",1.52068,1.52068,2.782566,1.422941,1.742823,1.98277666666667,0.845078355402628
"NHLRC3",13.71716,13.71716,10.996445,7.43659,9.241809,9.224948,1.43933837120736
"NHLRC4",0.27931,0.27931,0.871095,0.477925,0.847609,0.732209666666667,0.738542235745519
"NHP2",139.2199,139.2199,65.901976,67.555729,66.267212,66.5749723333333,2.0750271166716
"NHS",0.37241,0.37241,2.145637,2.169226,1.90954,2.074801,0.446341080284545
"NHSL1",2.88619,2.88619,5.063603,0.819746,1.159102,2.34748366666667,1.16092874139988
"NHSL2",0.37241,0.37241,4.032702,1.244124,0.805314,2.02738,0.453332584611116
"NICN1",28.48949,28.48949,26.902992,30.142676,31.097983,29.381217,0.970648739976414
"NID1",3.91032,3.91032,54.658524,27.774971,32.349732,38.2610756666667,0.125068402141843
"NID2",7.72754,7.72754,82.446261,59.858836,94.081192,78.7954296666667,0.10937393327485
"NIF3L1",12.69303,12.69303,23.236455,18.196488,23.962381,21.7984413333333,0.600612550647468
"NIN",5.15169,5.15169,12.232813,4.673611,4.028563,6.978329,0.771049927873368
"NINJ1",44.99974,44.99974,15.639987,10.267059,14.815461,13.574169,3.156251310109
"NINJ2",54.55831,54.55831,0.669529,0.153684,0.214313,0.345842,41.2814505714638
"NINL",14.18268,14.18268,29.428458,17.232275,23.996047,23.55226,0.618382177445172
"NIP7",11.97924,11.97924,11.007969,13.233546,12.260924,12.1674796666667,0.985704199176157
"NIPA1",47.60663,47.60663,18.850258,20.947874,18.801508,19.5332133333333,2.36721984089517
"NIPA2",11.35856,11.35856,29.716682,29.556513,32.661606,30.6449336666667,0.390538344310639
"NIPAL1",0,0,0.223117,0.669429,0.737258,0.543268,0.647975594647203
"NIPAL2",2.63792,2.63792,6.139343,14.354878,7.601198,9.36513966666667,0.350976457336047
"NIPAL3",63.65136,63.65136,9.212923,11.816095,10.956664,10.661894,5.54381303757348
"NIPAL4",14.18268,14.18268,0.459092,0.133237,0,0.197443,12.6792507033738
"NIPBL",19.86196,19.86196,16.063114,19.960911,21.711897,19.2453073333333,1.03045904201471
"NIPSNAP1",22.09643,22.09643,70.108376,78.251101,90.895625,79.7517006666667,0.286017877138456
"NIPSNAP3A",36.99289,36.99289,24.054441,32.861103,37.439648,31.4517306666667,1.17075081111237
"NIPSNAP3B",2.82412,2.82412,4.461232,3.355982,2.368713,3.395309,0.870045769250808
"NISCH",50.77213,50.77213,88.67767,93.90466,84.000799,88.861043,0.576135422777143
"NIT1",34.82049,34.82049,94.744995,93.402006,45.936264,78.027755,0.453264678972596
"NIT2",16.19991,16.19991,23.152994,27.939809,29.877711,26.9901713333333,0.614498203500338
"NKAIN1",6.79651,6.79651,14.771222,25.217562,26.192225,22.0603363333333,0.338091773133867
"NKAIN2",686.04438,686.04438,193.966112,180.042497,96.634087,156.880898666667,4.35166246076768
"NKAIN3",14.89647,14.89647,2.8563,2.51935,3.051771,2.80914033333333,4.17324346412021
"NKAIN4",29.51363,29.51363,54.685307,19.260043,36.38661,36.77732,0.80772352300269
"NKAP",14.61716,14.61716,11.25298,9.207526,10.169196,10.2099006666667,1.39315775084775
"NKAPL",2.94826,2.94826,0.036375,0.142851,0.158362,0.112529333333333,3.5489041787063
"NKAPP1",7.54134,7.54134,3.910868,2.384129,2.738324,3.011107,2.12942212710855
"NKD1",41.39977,41.39977,1.125013,1.298958,1.43848,1.28748366666667,18.5355509277953
"NKD2",9.77581,9.77581,5.022695,2.081277,2.46841,3.190794,2.57130510351976
"NKG7",15.29991,15.29991,0.086477,0.350889,0.39358,0.276982,12.7644007511461
"NKIRAS1",13.87234,13.87234,11.735911,17.966749,18.975465,16.2260416666667,0.863363754006168
"NKIRAS2",16.23094,16.23094,31.821695,44.372255,37.87576,38.0232366666667,0.441555890076092
"NKPD1",0.80689,0.80689,0.15416,0.043877,0.084567,0.0942013333333333,1.65133229594554
"NKRF",4.46894,4.46894,6.324304,13.628716,19.060684,13.004568,0.390511153218007
"NKTR",35.93773,35.93773,35.458963,18.83015,18.158068,24.1490603333333,1.46875189412312
"NLE1",7.57237,7.57237,9.469058,13.151041,12.888137,11.8360786666667,0.667834018675901
"NLGN1",6.4241,6.4241,4.723034,4.022257,4.999172,4.58148766666667,1.33012924929274
"NLGN2",28.92397,28.92397,71.70971,56.362166,61.19473,63.0888686666667,0.466913687549048
"NLGN3",29.29639,29.29639,22.481669,24.76907,26.600252,24.616997,1.18266750782693
"NLGN4X",5.46204,5.46204,12.293116,13.439076,16.318309,14.0168336666667,0.430319742726058
"NLGN4Y",0,0,7.07889,8.006609,6.126262,7.070587,0.123906724504674
"NLK",36.62048,36.62048,35.759899,48.208829,57.715691,47.2281396666667,0.78005248097931
"NLN",6.20686,6.20686,13.656861,13.998522,13.712489,13.7892906666667,0.487302613927483
"NLRC3",1.48965,1.48965,0.407106,0.795165,0.670597,0.624289333333333,1.53276263588507
"NLRC4",0.89999,0.89999,0.473175,0.407976,0.496617,0.459256,1.30202651214043
"NLRC5",14.21371,14.21371,2.176337,3.659619,3.937517,3.25782433333333,3.57311828975565
"NLRP1",344.63598,344.63598,0.099856,0.182018,0.187596,0.15649,298.866380167576
"NLRP10",0,0,0.127511,0.033628,0.129576,0.096905,0.91165597750033
"NLRP11",0,0,0.018038,0.058083,0,0.0253736666666667,0.975254224394944
"NLRP12",1.36551,1.36551,0.114244,0.265054,0.067527,0.148941666666667,2.05885996533041
"NLRP13",0,0,0,0,0,0,1
"NLRP14",0.18621,0.18621,0.085739,0.018775,0.041583,0.048699,1.1311253276679
"NLRP2",3.56895,3.56895,0.182237,0.312712,1.140591,0.54518,2.95690469718738
"NLRP3",3.01033,3.01033,0.302745,0.036778,0.894139,0.411220666666667,2.84174551487577
"NLRP4",0.18621,0.18621,0,0,0,0,1.18621
"NLRP5",0,0,0,0,0,0,1
"NLRP6",0.06207,0.06207,0.022143,0,0,0.007381,1.05428829807193
"NLRP7",0,0,0,0,0,0,1
"NLRP8",0,0,0,0.018214,0,0.00607133333333333,0.993965305309696
"NLRP9",0.0931,0.0931,0,0,0,0,1.0931
"NLRX1",5.95859,5.95859,3.618079,2.721586,2.435365,2.92501,1.77288465507094
"NMB",16.10681,16.10681,4.600629,3.346557,3.397934,3.78170666666667,3.57755320276164
"NMBR",0.31034,0.31034,0.045296,0,0.067166,0.0374873333333333,1.26299373293553
"NMD3",11.38959,11.38959,13.206964,14.266444,18.739535,15.4043143333333,0.755264118221908
"NME1",68.05823,68.05823,80.071365,112.681963,122.389015,105.047447666667,0.651201245475205
"NME2",199.86094,199.86094,198.897422,191.084573,232.322776,207.434923666667,0.96366259773828
"NME3",109.73731,109.73731,14.253288,14.350163,18.027871,15.543774,6.6935942185864
"NME4",144.40263,144.40263,76.619829,46.847801,52.952358,58.8066626666667,2.43121123160481
"NME5",10.05512,10.05512,10.950217,7.834697,14.358622,11.0478453333333,0.91760142117805
"NME6",10.14822,10.14822,12.007103,11.2163,13.191657,12.1383533333333,0.848524903932659
"NME7",281.63633,281.63633,21.47021,21.5628,30.525843,24.5196176666667,11.0752572272732
"NME8",4.31377,4.31377,0.20572,0,0,0.0685733333333333,4.97277054764608
"NME9",4.74825,4.74825,1.068683,0.60454,1.332518,1.00191366666667,2.87137757022822
"NMI",6.92065,6.92065,2.05524,1.564374,1.340265,1.653293,2.98521497625781
"NMNAT1",4.49997,4.49997,7.117878,8.89576,6.194249,7.402629,0.654553473680678
"NMNAT2",6.14479,6.14479,32.152562,43.37496,38.810627,38.1127163333333,0.182671792444928
"NMNAT3",7.78961,7.78961,2.963484,4.040531,3.933674,3.64589633333333,1.89190833573629
"NMRAL1",67.43755,67.43755,32.646592,37.403593,33.257203,34.435796,1.93131120858693
"NMRK1",17.53438,17.53438,11.542174,8.421393,10.313483,10.09235,1.67091554089079
"NMRK2",5.92755,5.92755,2.813712,0,0,0.937904,3.57476428140919
"NMS",0,0,0,0,0,0,1
"NMT1",76.5306,76.5306,128.371418,200.825416,72.276568,133.824467333333,0.575048442863988
"NMT2",20.32747,20.32747,11.566322,7.884418,9.902662,9.78446733333333,1.9776099589156
"NMU",3.75515,3.75515,0.139561,0,2.244872,0.794811,2.64938759568556
"NMUR1",0.46551,0.46551,0.100207,0.177971,0.025247,0.101141666666667,1.33090050477913
"NMUR2",1.05517,1.05517,0,0,0.041209,0.0137363333333333,2.02732202883787
"NNAT",29.11018,29.11018,94.438451,165.943968,170.160893,143.514437333333,0.208354130947821
"NNMT",28.33432,28.33432,12.732467,1.004276,0.76688,4.834541,5.02769969394336
"NNT",9.18615,9.18615,44.913932,51.612298,61.186475,52.5709016666667,0.19014333683202
"NOA1",6.64134,6.64134,7.189536,6.366202,7.403619,6.98645233333333,0.956787780239678
"NOB1",17.84473,17.84473,12.610554,10.714972,11.244592,11.5233726666667,1.50476477076809
"NOBOX",0,0,0,0,0,0,1
"NOC2L",96.6098,96.6098,45.154906,37.711344,60.697514,47.854588,1.99796588193518
"NOC3L",3.75515,3.75515,4.317272,2.325508,2.703884,3.11555466666667,1.15540926682706
"NOC4L",19.11713,19.11713,10.878258,7.446138,13.623086,10.6491606666667,1.72691669173762
"NOD1",5.64824,5.64824,3.123214,1.813449,2.02044,2.31903433333333,2.0030645459829
"NOD2",0.46551,0.46551,0.884915,0.347745,0.290444,0.507701333333333,0.9720161199035
"NODAL",0.46551,0.46551,0.246823,0.289387,0.248334,0.261514666666667,1.16170666796317
"NOG",0.96206,0.96206,1.09904,0.228449,0.942277,0.756588666666667,1.11697179722971
"NOL10",12.10338,12.10338,8.793316,5.871562,7.846832,7.50390333333333,1.54086652756714
"NOL11",16.0137,16.0137,41.555518,35.133599,48.876353,41.8551566666667,0.397004732297093
"NOL12",35.1929,35.1929,8.053647,10.769315,9.415486,9.412816,3.47580327934346
"NOL3",66.66169,66.66169,79.723868,68.988623,62.96695,70.5598136666667,0.945526358064254
"NOL4",10.61373,10.61373,4.123706,2.816005,1.538466,2.826059,3.03542888387241
"NOL6",7.10686,7.10686,8.85981,10.183032,10.699812,9.914218,0.742779739235555
"NOL7",51.98246,51.98246,29.303643,24.441447,34.446082,29.3970573333333,1.74301279952845
"NOL8",12.35165,12.35165,22.845328,18.433638,22.066224,21.1150633333333,0.603735553398822
"NOL9",3.87929,3.87929,6.800822,6.152481,9.616292,7.52319833333333,0.572471718852019
"NOLC1",29.11018,29.11018,29.1445,36.339245,47.854704,37.779483,0.776446142925629
"NOM1",6.64134,6.64134,11.652226,13.816577,8.917021,11.4619413333333,0.613174127177189
"NOMO1",44.19285,44.19285,108.781955,136.398206,159.196009,134.792056666667,0.332809231330345
"NOMO2",2.20344,2.20344,90.741971,106.261745,128.102782,108.368832666667,0.0292902458762033
"NOMO3",7.4172,7.4172,90.517914,135.474591,131.737582,119.243362333333,0.0700013691954672
"NONO",218.69876,218.69876,408.160537,272.632403,362.448831,347.747257,0.629965556976409
"NOP10",124.54067,124.54067,111.423573,110.912065,124.31888,115.551506,1.07712610766265
"NOP14",11.35856,11.35856,7.307334,8.14886,9.416257,8.290817,1.33019087557101
"NOP16",14.05854,14.05854,19.816901,20.268933,25.193937,21.7599236666667,0.66162524183041
"NOP2",10.70684,10.70684,12.244854,12.144495,19.921466,14.7702716666667,0.742335975400128
"NOP56",86.67882,86.67882,105.978147,105.575356,131.732791,114.428764666667,0.759592465995781
"NOP58",25.01365,25.01365,29.270913,28.726442,41.658258,33.2185376666667,0.760220973011968
"NOP9",10.98614,10.98614,10.761322,13.848634,16.676801,13.7622523333333,0.81194520519983
"NOS1",1.9862,1.9862,0.061681,0.039342,0.085525,0.0621826666666667,2.81138084221546
"NOS1AP",4.49997,4.49997,4.715789,1.319141,2.031445,2.68879166666667,1.49099501869402
"NOS2",0.27931,0.27931,0.158947,0.2096,0.099653,0.156066666666667,1.10660573208004
"NOS2P3",0.43448,0.43448,0.091776,0.02287,0.0541,0.0562486666666667,1.35808928831784
"NOS3",9.34133,9.34133,0.516035,0.366528,0.264054,0.382205666666667,7.48175922685891
"NOSIP",46.52043,46.52043,37.602408,33.954296,39.372255,36.9763196666667,1.25131741087883
"NOSTRIN",16.75853,16.75853,0.923255,0.744385,0.664022,0.777220666666667,9.99230446341122
"NOTCH1",8.68961,8.68961,14.07259,6.805524,9.669177,10.1824303333333,0.866503050872275
"NOTCH2",3.22757,3.22757,18.078911,8.0956,7.155627,11.110046,0.349096114085776
"NOTCH3",10.42753,10.42753,42.075397,7.994952,12.061062,20.7104703333333,0.526360314841022
"NOTCH4",29.01708,29.01708,1.302057,1.089863,3.100733,1.83088433333333,10.6034286341382
"NOTO",0,0,0.073379,0,0.073644,0.0490076666666667,0.953281879414291
"NOTUM",0.49655,0.49655,0.678241,0.769837,0.824077,0.757385,0.851577770380423
"NOVA1",203.86436,203.86436,13.891841,10.268615,10.752307,11.6375876666667,16.2107172194229
"NOVA2",5.05859,5.05859,3.888414,6.116996,7.367672,5.79102733333333,0.892146313454194
"NOX1",2.2655,2.2655,0.094771,0.327477,0.138832,0.187026666666667,2.75099127231065
"NOX3",0,0,0.029083,0,0,0.00969433333333333,0.990398744438499
"NOX4",1.67585,1.67585,5.980343,1.793932,3.280238,3.68483766666667,0.571172405618039
"NOX5",0.21724,0.21724,0.413031,0.265055,0.120721,0.266269,0.961280738926721
"NOXA1",10.73787,10.73787,2.978445,1.655163,1.728355,2.12065433333333,3.76134898204575
"NOXO1",2.04826,2.04826,0.736448,0,0,0.245482666666667,2.44745276797643
"NOXRED1",0.52758,0.52758,0.519873,0.514832,0.786519,0.607074666666667,0.950534553051258
"NPAP1",0.21724,0.21724,0.12961,0.325411,0.339895,0.264972,0.962266358464851
"NPAS1",0.89999,0.89999,12.483739,3.571633,5.448158,7.16784333333333,0.232618320707261
"NPAS2",15.14474,15.14474,4.987179,2.9335,5.07436,4.33167966666667,3.02807764332428
"NPAS3",30.63086,30.63086,2.271498,1.06022,3.377682,2.23646666666667,9.77326920304035
"NPAS4",0.52758,0.52758,0.079492,0,0.024683,0.034725,1.47631496291285
"NPAT",3.10343,3.10343,6.076528,6.473287,6.809906,6.45324033333333,0.550556511863453
"NPB",4.18963,4.18963,0.201606,0,0,0.067202,4.86283758838533
"NPBWR2",0,0,0,0,0,0,1
"NPC1",116.59589,116.59589,27.361356,29.659583,29.982292,29.001077,3.91972228197008
"NPC1L1",0.03103,0.03103,0,0.027984,0.046468,0.0248173333333333,1.00606221856773
"NPC2",330.73261,330.73261,72.476715,74.968002,93.622479,80.355732,4.07755669877078
"NPDC1",328.65331,328.65331,92.337321,117.956418,167.72682,126.006853,2.59555529653191
"NPEPL1",34.13774,34.13774,19.661872,10.860616,12.831031,14.451173,2.27411472255213
"NPEPPS",76.90301,76.90301,164.989891,135.718758,172.231369,157.646672666667,0.491047235284174
"NPFF",12.19648,12.19648,0.431677,0.955079,1.917036,1.101264,6.28025797805511
"NPFFR1",0.37241,0.37241,0.106842,0.066627,0.104192,0.0925536666666667,1.25614882075968
"NPFFR2",0,0,0.09587,0,0.046039,0.047303,0.954833510454949
"NPHP1",4.22067,4.22067,3.367423,1.976052,1.363787,2.235754,1.61343229429679
"NPHP3",13.87234,13.87234,20.106791,9.364974,6.784083,12.0852826666667,1.13657002136344
"NPHP4",5.67928,5.67928,7.201449,7.426903,9.536484,8.05494533333333,0.737638909360616
"NPHS1",0.21724,0.21724,0.197527,0.409547,0.056046,0.22104,0.996887898840333
"NPHS2",0,0,0.037538,0,0,0.0125126666666667,0.987641965302163
"NPL",32.86533,32.86533,11.191237,13.098193,26.93964,17.0763566666667,1.87345993578721
"NPLOC4",71.50304,71.50304,257.455103,272.656778,352.444769,294.18555,0.245618527058659
"NPM1",455.55259,455.55259,1721.764224,1207.234625,977.825716,1302.274855,0.350311822750543
"NPM2",26.5033,26.5033,230.949298,210.600199,263.259584,234.936360333333,0.116570841226605
"NPM3",9.24822,9.24822,28.91238,28.053849,31.958055,29.641428,0.334456344528068
"NPNT",3.19653,3.19653,13.94612,0.397192,0.61076,4.98469066666667,0.701210845094082
"NPPA",52.44798,52.44798,0.411142,0.406792,0.780709,0.532881,34.867664221815
"NPPB",3.28964,3.28964,0.757455,0.286131,0,0.347862,3.18255132943877
"NPPC",20.2654,20.2654,0.073953,0,0.338222,0.137391666666667,18.6966377750262
"NPR1",2.2655,2.2655,0.039638,0.177263,0.102048,0.106316333333333,2.95168741670933
"NPR2",13.00337,13.00337,16.243394,16.889919,23.005864,18.713059,0.710360071463288
"NPR3",0.12414,0.12414,3.010374,1.415665,2.119687,2.18190866666667,0.35329109593131
"NPRL2",20.91712,20.91712,23.167061,23.278481,21.309222,22.5849213333333,0.929285270458962
"NPRL3",35.1929,35.1929,15.793497,14.474753,18.327737,16.1986623333333,2.10440203421247
"NPS",0,0,0,0,0,0,1
"NPSR1",0,0,0,0,0.076544,0.0255146666666667,0.975120134800608
"NPTN",48.01007,48.01007,103.346766,104.785794,133.116993,113.749851,0.427103561119221
"NPTX1",12.32062,12.32062,39.636747,68.894339,58.802539,55.777875,0.23460934386854
"NPTX2",1.83102,1.83102,7.896177,9.428028,12.776134,10.0334463333333,0.256585287540409
"NPTXR",10.14822,10.14822,4.882921,9.043212,9.063248,7.663127,1.28685865969644
"NPVF",0,0,0,0,0,0,1
"NPW",0.89999,0.89999,2.878181,1.048961,1.303321,1.74348766666667,0.692545486201687
"NPY",19.24127,19.24127,3.116229,0,0,1.038743,9.92830876672538
"NPY1R",2.32757,2.32757,0.658374,4.007789,5.865547,3.51057,0.737727160868804
"NPY2R",1.21034,1.21034,0.15455,0,0,0.0515166666666667,2.10204942067807
"NPY5R",0.27931,0.27931,0.217839,0.398324,1.111967,0.576043333333333,0.811722604919916
"NPY6R",0.46551,0.46551,1.821974,1.394166,1.393246,1.536462,0.577777234588967
"NQO1",38.88599,38.88599,16.775545,23.383477,29.785891,23.314971,1.64038813782669
"NQO2",38.32737,38.32737,21.27846,16.33062,17.655039,18.421373,2.02495312767022
"NR0B1",1.27241,1.27241,0,0.291524,0.661101,0.317541666666667,1.72473482812055
"NR0B2",0,0,0.053772,0.070971,0.163313,0.0960186666666667,0.912393219580202
"NR1D1",22.00332,22.00332,1.708797,0.914274,1.068791,1.23062066666667,10.3125198935662
"NR1D2",8.03789,8.03789,6.510474,4.336475,7.254523,6.033824,1.28491841706588
"NR1H2",75.81681,75.81681,9.74767,6.981516,8.562631,8.43060566666667,8.1454800163595
"NR1H3",30.07224,30.07224,8.733955,4.366452,4.239265,5.77989066666667,4.58300015850796
"NR1H4",0.18621,0.18621,0.099469,0,0.109209,0.0695593333333333,1.10906423143737
"NR1I2",0.0931,0.0931,0,0,0.030241,0.0100803333333333,1.08219115245289
"NR1I3",6.5172,6.5172,3.248041,3.171062,4.172065,3.53038933333333,1.65928344054021
"NR2C1",22.03436,22.03436,34.161028,27.559933,35.004702,32.2418876666667,0.692931768224995
"NR2C2",10.89304,10.89304,16.922271,16.059944,11.516348,14.8328543333333,0.75116209305111
"NR2C2AP",23.89642,23.89642,3.715752,4.22991,3.065655,3.670439,5.33063808348637
"NR2E1",0.27931,0.27931,0.021532,0.028906,0.03159,0.0273426666666667,1.24526123708156
"NR2E3",0.18621,0.18621,0.056041,0.113577,0.126011,0.098543,1.07980297539559
"NR2F1",46.73767,46.73767,22.102385,31.322879,28.686888,27.3707173333333,1.68263880814575
"NR2F2",14.02751,14.02751,39.527689,13.262621,25.210704,26.000338,0.556567477044176
"NR2F6",11.04821,11.04821,13.231551,11.757787,16.980579,13.9899723333333,0.803751316685775
"NR3C1",16.04474,16.04474,4.336354,1.616899,1.665669,2.53964066666667,4.8153870986151
"NR3C2",16.9137,16.9137,1.269033,0.274954,0.206244,0.583410333333333,11.3133656026412
"NR4A1",320.52232,320.52232,68.38963,32.720033,36.744497,45.9513866666667,6.84798347453849
"NR4A2",18.86886,18.86886,23.55183,11.866442,17.838157,17.752143,1.05955143366814
"NR4A3",2.57585,2.57585,0.544638,0.317841,0.271466,0.377981666666667,2.59499098318918
"NR5A1",0.12414,0.12414,0.095101,0.12566,0.028087,0.0829493333333333,1.03803563601621
"NR5A2",0.55862,0.55862,13.067245,92.21999,77.64171,60.976315,0.0251486394439553
"NR6A1",0.68275,0.68275,3.288465,3.773783,4.392557,3.81826833333333,0.349243728988388
"NRAP",2.23447,2.23447,0.019381,0,0,0.00646033333333333,3.21370837267639
"NRARP",7.26203,7.26203,1.127297,0.39043,1.911657,1.143128,3.85512671198361
"NRAS",11.94821,11.94821,20.799298,21.384767,25.419546,22.534537,0.550179083616559
"NRBF2",12.94131,12.94131,9.528377,9.137337,11.458997,10.0415703333333,1.26262022331304
"NRBP1",32.67912,32.67912,38.471699,41.550287,50.046136,43.3560406666667,0.759290493330927
"NRBP2",155.32671,155.32671,55.313529,40.275749,41.008436,45.5325713333333,3.35951153182924
"NRCAM",37.55151,37.55151,84.811018,85.246929,87.077632,85.7118596666667,0.444593278799437
"NREP",32.0274,32.0274,156.942004,166.267927,178.301132,167.170354333333,0.196392521921764
"NRF1",5.83445,5.83445,11.620889,13.794035,12.365343,12.5934223333333,0.502776256957808
"NRG1",4.59308,4.59308,55.572204,54.837516,43.292889,51.234203,0.10707696640839
"NRG2",4.53101,4.53101,2.269625,3.574982,3.19359,3.01273233333333,1.37836504918469
"NRG3",8.5034,8.5034,13.971107,18.542367,20.940432,17.8179686666667,0.505017314479533
"NRG4",8.96891,8.96891,7.503987,0.485535,0.566173,2.85189833333333,2.58805117303632
"NRGN",60.39276,60.39276,6.231657,20.985648,24.109957,17.1090873333333,3.39016311920892
"NRIP1",2.32757,2.32757,3.701066,1.578821,2.01051,2.43013233333333,0.970099598684094
"NRIP2",10.61373,10.61373,1.471424,0.946248,1.065444,1.16103866666667,5.37414261907392
"NRIP3",12.16545,12.16545,18.452031,14.966694,11.422052,14.9469256666667,0.825579191575421
"NRK",0.24827,0.24827,1.083967,0.706697,0.495448,0.762037333333333,0.708424263428395
"NRL",3.84825,3.84825,0.478449,0.400372,0.474503,0.451108,3.34106765313126
"NRM",8.06892,8.06892,8.521384,3.960532,5.65358,6.04516533333333,1.28725438948771
"NRN1",20.57575,20.57575,175.383149,140.274804,167.546894,161.068282333333,0.133127529269571
"NRN1L",3.13446,3.13446,0.638218,0.439962,0.78416,0.62078,2.55090758770469
"NRP1",6.17583,6.17583,130.949035,131.011622,81.304436,114.421697666667,0.0621705463103092
"NRP2",52.1997,52.1997,49.614133,86.677507,136.029896,90.7738453333333,0.579682586109065
"NRSN1",6.70341,6.70341,3.243521,4.526455,8.214861,5.328279,1.21729936369746
"NRSN2",31.71706,31.71706,44.005549,63.529246,62.247111,56.5939686666667,0.568063996238125
"NRTN",0.46551,0.46551,3.531436,2.017034,3.479673,3.009381,0.365520263601788
"NRXN1",26.84468,26.84468,74.76612,118.555358,81.972806,91.7647613333333,0.300164411569445
"NRXN2",113.05798,113.05798,274.277585,267.549629,273.013273,271.613495666667,0.41838713714842
"NRXN3",35.44118,35.44118,3.027545,10.20258,9.000288,7.41013766666667,4.3330063602209
"NSA2",72.93062,72.93062,75.89612,51.802444,59.859032,62.5191986666667,1.16390983437889
"NSD1",10.27236,10.27236,13.624893,16.691846,10.001327,13.4393553333333,0.780669201621328
"NSDHL",12.16545,12.16545,17.105796,16.45834,19.620362,17.728166,0.702975934749831
"NSF",15.67232,15.67232,93.069971,125.202678,104.997781,107.75681,0.153299089960436
"NSFL1C",76.28233,76.28233,33.963477,41.435384,39.151782,38.1835476666667,1.97231579583959
"NSG1",19.67575,19.67575,59.184209,102.175832,118.390549,93.2501966666667,0.219370895035091
"NSL1",37.24117,37.24117,10.294393,9.809646,12.027203,10.710414,3.26556943247267
"NSMAF",14.8344,14.8344,21.999117,15.691543,20.110666,19.2671086666667,0.781285592356983
"NSMCE1",64.61343,64.61343,114.677924,72.859222,75.417683,87.6516096666667,0.740126775438245
"NSMCE2",54.46521,54.46521,16.82647,14.297943,13.492611,14.8723413333333,3.49445673043322
"NSMCE4A",39.81702,39.81702,22.489561,18.540397,25.88601,22.3053226666667,1.75140334179454
"NSRP1",179.93691,179.93691,20.738703,13.973359,19.934846,18.215636,9.41612913566847
"NSUN2",34.32394,34.32394,25.278987,21.973922,26.133011,24.4619733333333,1.38732138069424
"NSUN3",7.75858,7.75858,4.950817,4.837554,4.386367,4.72491266666667,1.52990630774106
"NSUN4",8.99995,8.99995,6.703762,6.345684,6.907471,6.65230566666667,1.30678914768913
"NSUN5",20.32747,20.32747,18.114751,19.455883,14.432025,17.3342196666667,1.16326030710624
"NSUN5P1",32.12051,32.12051,18.178297,14.963942,13.762148,15.6347956666667,1.99103798229202
"NSUN5P2",15.76543,15.76543,10.127343,8.423127,10.671029,9.74049966666667,1.56095438017952
"NSUN6",25.32399,25.32399,13.435688,14.327558,16.147417,14.6368876666667,1.68345456980644
"NSUN7",0.31034,0.31034,2.178533,0.247144,0.824414,1.08336366666667,0.628954042429142
"NT5C",54.12383,54.12383,34.061776,20.659928,29.268053,27.9965856666667,1.90104554493697
"NT5C1A",0.96206,0.96206,0.057163,0.150583,0.173353,0.127033,1.74090732037128
"NT5C1B",1.02413,1.02413,0.239467,0.101695,0.298046,0.213069333333333,1.66860206946127
"NT5C2",122.24413,122.24413,57.449224,61.340603,66.596659,61.7954953333333,1.96262692643463
"NT5DC1",116.99934,116.99934,16.745039,9.225771,9.84015,11.9369866666667,9.12108383817355
"NT5DC2",66.50652,66.50652,193.676656,146.681196,183.965019,174.774290333333,0.384052297249971
"NT5DC3",2.42068,2.42068,7.184401,7.696165,4.629582,6.50338266666667,0.455885052377266
"NT5DC4",0.93103,0.93103,0,0.043137,0.098004,0.047047,1.84426296049748
"NT5E",5.71031,5.71031,4.218536,4.765413,6.900911,5.29495333333333,1.06598248544072
"NT5M",12.10338,12.10338,9.010115,7.265601,9.900148,8.725288,1.34735135864357
"NTAN1",52.13764,52.13764,71.251466,53.16961,70.466897,64.9626576666667,0.805571544259539
"NTF3",3.56895,3.56895,1.712534,0,0.119861,0.610798333333333,2.83645066266313
"NTF4",0,0,0.356758,0,0,0.118919333333333,0.893719475756072
"NTHL1",39.47564,39.47564,22.02608,11.680627,22.060944,18.589217,2.06622041095364
"NTM",318.22578,318.22578,106.210741,70.798351,84.07665,87.0285806666667,3.62638790245632
"NTMT1",32.98947,32.98947,26.478211,22.395055,27.823329,25.5655316666667,1.27945754771581
"NTN1",5.08963,5.08963,4.149663,0.791397,1.846645,2.26256833333333,1.8665141624109
"NTN3",0.31034,0.31034,0.591683,0.575578,0.954338,0.707199666666667,0.767537638147774
"NTN4",5.2448,5.2448,1.6045,1.541018,3.465657,2.203725,1.94923097332012
"NTN5",2.01723,2.01723,0.832293,0.031563,0.166426,0.343427333333333,2.24591976442343
"NTNG1",9.6827,9.6827,35.558206,45.903365,44.126148,41.862573,0.249231421548118
"NTNG2",31.59292,31.59292,12.566766,21.937945,26.570952,20.3585543333333,1.52598904829124
"NTPCR",50.39971,50.39971,29.189433,26.355213,29.515372,28.3533393333333,1.75106857234574
"NTRK1",0.49655,0.49655,0.779946,0.657115,0.298047,0.578369333333333,0.948162111613927
"NTRK2",40.62391,40.62391,31.838776,17.27664,15.747604,21.6210066666667,1.84005560023707
"NTRK3",83.57539,83.57539,18.416027,18.852727,15.329292,17.532682,4.56358070569602
"NTS",6.5172,6.5172,1.669579,228.552119,230.945044,153.722247333333,0.0485851267646401
"NTSR1",0.21724,0.21724,0.052939,0.052647,0.139304,0.08163,1.1253755905439
"NTSR2",8.5965,8.5965,0,0,0,0,9.5965
